http://movie.douban.com/subject/2270545/	春光灿烂猪八戒
(4星)	 虽然故事很傻,不过两个主角因电视剧真正走到一起也要加个分            
(NA)	 因此很怕猫            
(4星)	 小时候超爱看            
(5星)	 片尾曲太迷人了            
(3星)	 不怎么喜欢徐铮。            
(2星)	 恩，近年来“雷”剧的鼻祖，服装道具故事台词，都天雷滚滚阿。            
(4星)	 映像特别深 也不知是什么驱使 看电视报上说要播 还是第一次眼巴巴着电视 等第一集 看到最后 唉 如今 太白金星吸毒被抓了 你要猪八戒一人咋办呀 大爱徐峥            
(4星)	 ，，，，，，，，，，，，            
(5星)	 怎么看都好看 好喜欢            
(4星)	 童年......................            
(NA)	 还是喜欢这里面的猪八戒            
(5星)	 好春光 不如梦一场 梦里青草香~！            
(4星)	 这部剧成就了陶虹和徐铮            
(4星)	 美好的童年回忆            
(4星)	 当时好怕猫妖啊!            
(2星)	 空片啊我居然一集不落的看过！！娘亲啊            
(4星)	 系列里最好的，去年还看得津津有味            
(4星)	 初中的回忆了 里面的笑点现在看来也挺新颖的            
(3星)	 稀饭孙兴。。。            
(4星)	 总想起小龙女喊猪哥哥的可爱模样~~~            
(4星)	 徐铮演的这一版是最好看的！！！！            
(NA)	 猪猪乾坤屁            
(5星)	 从此喜欢徐峥！！！            
(5星)	 很欢乐的            
(3星)	 其实挺搓的 为什么徐峥那么适合演猪八戒 相比于小时候 现在对电视剧无爱啊            
(NA)	 很没营养很山寨，当然跟第二部黄海冰演的猪妖比九好多了，徐峥还是很正常的。            
(4星)	 纯消遣            
(3星)	 标签            
(4星)	 ！            
(4星)	 童年时美好的记忆，            
(3星)	 那个结局哭死我！！            
(4星)	 后来才慢慢喜欢徐铮的。记得看这个电视的时候老觉得他是个傻逼，什么猪猪无敌乾坤屁。。。。            
(3星)	 喜欢徐铮从这里开始~            
(4星)	 看一遍还行            
(NA)	 烂片            
(4星)	 原来有种恶搞叫春光灿烂猪八戒            
(5星)	 很好看啊！            
(4星)	 其实放到现在我还是会看.....只是结局不喜欢            
(5星)	 经典！            
(4星)	 那个纯真年代，一去不复返            
(4星)	 经典的童年回忆            
(5星)	 只有这个猪八戒最吸引我~            
(5星)	 成就了段好姻缘呐            
(4星)	 擦 小时候真爱电视剧            
(5星)	 顶！小龙女和朱哥哥。。记忆啊。            
(4星)	 豬哥哥~~~~~~~~~            
(4星)	 原来我看过这么多乱七八糟的东西啊……            
(3星)	 小時候還是很迷的            
(5星)	 打五星有点主观因素，客观点讲不够五星，全当支持徐铮了            
(NA)	 每次看最后一集都会哭            
(3星)	 不解释了。初中、高中的暑假都在霸在电视前。             
(3星)	 那时候看的真起劲...国内神话片的空白啊啊啊            
(2星)	 神马玩意儿啊，小桃红嗲死了，徐峥特假            
(4星)	 当年还蛮喜欢看的            
(4星)	 我一直很喜欢            
(3星)	 这个当时喜欢的不行了。。。            
(4星)	 小陶虹在裏面很萌~            
(2星)	 雷人，不知所云。            
(4星)	  小学的夏天 朱哥哥 小龙女 卷睫盼            
(3星)	 当年觉得有些部分看着十分不舒服...            
(4星)	   我爱徐铮 。            
(4星)	 小龙女是可怜的。猪八戒是可悲的。            
(3星)	 你哭就说你是小龙女            
(4星)	 说实话，挺搞的，不过毕竟看完了            
(4星)	 我爸爸口中十恶不赦的国产荼毒少年的第一烂片。我心中不错的放屁猪。            
(NA)	 看过，应该是妹妹的童年记忆了。            
(3星)	 哎，当年看过的            
(4星)	 可爱的猪猪啊！！            
(3星)	 我妹妹长得超像陶虹的。            
(4星)	 喜欢无厘头             
(NA)	 是挺不好意思的            
(4星)	 小时候可爱看了。。            
(4星)	 陶虹的小龙女            
(4星)	 没想到猪八戒真娶了小龙女            
(5星)	 好看啊，好看。            
(5星)	 这部电视剧成就了一对神仙眷侣            
(3星)	 还是蛮喜欢徐铮这个猪八戒的，还有小龙女，嘻嘻。。。            
(3星)	 有情人终成眷属！            
(5星)	 度暑假不错的选择，很好的            
(4星)	 那首歌好听。            
(5星)	 年轻就是单纯            
(5星)	 要是当年知道小龙女和猪哥哥以后真的在一起了，我会看得更疯狂的，哈哈~~喜欢眯眯眼陶虹和圆乎乎徐峥~~            
(3星)	 哈哈            
(NA)	 现在想想就这么回事。            
(3星)	 看完那时候当真觉得猪八戒太可爱了。。。真的真的太可爱了。。。不知道这是不是徐铮陶红定情之作呢。。。            
(4星)	 很欢乐 我喜欢~~            
(2星)	 小龙女真的嫁给了猪八戒            
(4星)	 一只猪和一条龙的爱情，最后龙女变成泡沫了，那只猪泪流满面            
(3星)	 但是但是~~~ 之后模仿他的全都是雷剧~~~            
(4星)	 ....往事不堪回首...这片子我初中至少看了三遍把.....            
(2星)	 没被雷死已算万幸            
(5星)	 我偏要给五星，给我带来了很多欢笑            
(4星)	 剧情记得不是很清楚了，不过那时候能拍出这么无厘头这么搞的片子还真是……            
(5星)	 蓦然回首，原来最爱的一直在那里，可惜刚发现便要失去            
(4星)	 小龙女和猪哥哥是一对            
(4星)	 童年记忆了.            
(3星)	 当年是觉得很好笑的，现在估计又会被定义为NC剧吧o(╯□╰)o            
(3星)	 那段时间的经典。。            
(4星)	 喜欢陶虹。            
(NA)	 小时候的回忆            
(4星)	 最开始的最好 又一部和表妹一起看的东西            
(4星)	 记得当年看结尾都把我感动哭了            
(NA)	 姐我对不起你 每天晚上你复习英语然后我斗黑不要脸开电视看整得你泪眼滂沱            
(NA)	 噗。。。哈哈哈            
(NA)	 小时候看得很好看~            
(5星)	 我觉着挺好看的呀……            
(4星)	 虽然有点扯淡  但是还是觉得很好看啊 咩哈哈             
(3星)	 挺有趣的~            
(4星)	 算不算第一部这类的呢，还觉着软绵绵的            
(4星)	 儿时美好的回忆之一。。。。            
(4星)	 “泉中有眼，眼中有泉”——小龙女多萌            
(5星)	 其实我觉得蛮好看的阿            
(5星)	 演技派！            
(3星)	 呃⋯⋯            
(4星)	 片尾曲加一星            
(4星)	 觉得前两部有意思~~~            
(4星)	 小时候喜欢死了            
(NA)	 好看 经典啊               
(3星)	 额~            
(4星)	 挺感人的最后            
(4星)	 猪哥哥，龙女变泉眼很受伤            
(4星)	 结局的时候看哭啦~很好看呢            
(4星)	 我喜欢这剧情。如同含泪的微笑哎。            
(4星)	 回忆啊回忆            
(5星)	 真的好感动，当时看的都哭了。里面演员都演技超赞，后来都挺红的。            
(5星)	 看过很多遍~~            
(3星)	 这是多久之前？  现在看 很一般。。可是当初还真是天天看。。。            
(2星)	 连小时候的我都觉得情节进展缓慢。            
(5星)	 好春光，不如梦一场~话说徐铮和陶虹是夫妻了呢            
(4星)	 看这剧觉着像做梦一样。还挺喜欢陶红的~            
(3星)	 绝对的经典。            
(4星)	 当时可喜欢翁虹的那个配音了            
(4星)	 陈红翁红好漂亮!             
(5星)	 最后那个泉眼老子伤心了一把            
(3星)	 徐峥就这样红了。虽然有点儿肉麻，但是还真感动。            
(3星)	 反正不管怎么雷，最后竟然还伤心的哭了！            
(NA)	 那个时候觉得徐峥不怎么的，不过现在真是越来越喜欢徐峥了            
(3星)	 我还有碟            
(4星)	 还好现实中的小龙女和猪八戒在一起来。            
(5星)	 这部片子居然是叶伟信导的!!!当年超喜欢的            
(3星)	 那个主题曲挺不错的            
(4星)	 其实可以说是后来各种恶搞剧的先河吧            
(4星)	 好            
(3星)	 悲剧啊！            
(4星)	 哈哈哈，小时候的没好事光~            
(4星)	 那时侯不觉得雷            
(2星)	 么啥印象            
(3星)	 小时候看觉得好假啊。现在想想还挺怀念的，至少比后面几个丑猪好多了。            
(5星)	 很感动最后~            
(4星)	 和后面两部比 第一部太好了 演员加分 主题曲很好听            
(4星)	 卷睫盼..            
(NA)	 不知道为什么 就是没来由的心疼小龙女 傻傻的 整天笑着为猪哥哥付出 最后终于 两个人都动心了 却是一个悲剧的结局 一直笑下去多好 不知道小女孩需要梦想吗~愤愤不平 握拳~！            
(5星)	 不知看了多少遍啊……            
(NA)	 看到时候我都好老了，歌曲不错            
(4星)	 当年就觉得陶虹最美最善良了！我记得有个蛤蟆精给我留下了阴影。徐峥版猪哥哥也是最顺眼的            
(1星)	 我初中看的时候都觉得很烂啊。            
(2星)	 好久以前            
(4星)	 起码追着看过            
(4星)	 小时候猫妖那段是当恐怖片看的。            
(5星)	 不知道为什么，当年很萌这部剧呀，反正感动过也开心过            
(3星)	 徐峥就此活了，挺搞笑的            
(1星)	 卧槽！！我居然看过如此烂片！！！！！！！！咆哮            
(NA)	 好不好看单从各电视台的重播次数立现。1998年算是分水岭了，这个剧算是擦边了。            
(5星)	 现在电视怎么不放了，还珠格格换一换行不行。            
(3星)	 其实，我现在都不知道为什么当初的自己会看这种电视剧，估计实在是没意思了吧            
(2星)	 龙角神马的好恶心            
(3星)	 没什么太大感觉，但看了也不反感。。            
(4星)	 也是当年最喜欢的电视剧之一～    一转眼10 年不见鸟～   最喜欢那戏中的陶虹^_^v            
(NA)	 当年就觉得此片很傻            
(4星)	 大结局时哭了好久呢            
(3星)	 我想说 看到结尾放鞭炮那边 我竟然哭了  小放屁是以前一个小学的学长            
(5星)	 好经典的片子……小学的时候看的……徐铮是我心中最可爱的八戒！陶虹也好可爱！            
(4星)	 以前真的好喜欢好喜欢啊...呼，又看了一遍...- -             
(3星)	 小时候的回忆了，觉得很好看啊，记得那首主题歌，“好春光，不如梦一场，梦里青草香，你把梦想带身上，蓝天白云青草绿水，还有清风吹斜阳……”，最后，为了救大家，为了东海，小龙女化作了泉眼，美丽的爱情也以绚烂的烟花画上了句号，但很美丽的故事啊。            
(5星)	 真好看。            
(4星)	 那个时候，看陶虹还是个大美妞儿。 那个时候，《卷睫盼》深深的勾引住了我。            
(4星)	 1颗星给片尾曲            
(4星)	 启蒙片！！！            
(3星)	 挺怜惜小龙女的……            
(NA)	 哈哈~~~            
(3星)	 小时候喜欢小龙女            
(2星)	 徐峥演什么像什么啊。。。            
(4星)	 记得当年我看到最后一集 哭成了泪人            
(3星)	 没看全，也不太喜欢，好在成了一段姻缘。            
(4星)	 小时候很喜欢的！            
(3星)	 猪猪乾坤屁 哈哈            
(3星)	 啧啧啧啧            
(3星)	 这可真囧            
(5星)	 只喜欢这个版本。            
(4星)	 这是徐峥的成名作吧~~当时和水浒后传一起演，风头完全压过了对方啊，厉害厉害~            
(5星)	 陶虹说：只为剧本接戏。如今影视界真诚二字已然灭迹，像这样的好本子当然应该珍惜。            
(4星)	 这是回忆啊            
(5星)	 这一部真是经典到不行````            
(4星)	 徐峥是不错滴。            
(4星)	 小时候生病在家看这个的大结局！还哭！            
(3星)	 这三星完全是为了徐峥和陶虹的幸福生活            
(2星)	 猪八戒什么的最有爱了            
(3星)	 小时候比较喜欢看。            
(3星)	 现在想起来其实有些地方挺恶心的..但是..童年回忆童年回忆= =            
(3星)	 小时候觉得这片子又恐怖又憋人。。。            
(4星)	 就为这结尾            
(3星)	 曾经那么纯真。            
(3星)	 那只猫很有爱，那只猪很淫乱，那只龙人很黏人            
(3星)	 = =当年这个大热······            
(4星)	 喜欢徐峥。            
(4星)	 觉得吧，还是最经典的猪八戒，最真实的猪八戒。            
(NA)	 不同凡响。            
(4星)	 为了陶虹和徐峥现在还很好的美满家庭            
(4星)	 片头曲和六神一样 总能让我想起夏天            
(NA)	 恶俗电视剧你还想看多少！            
(4星)	 片尾曲风靡一时            
(1星)	 超恶心这个电视剧            
(5星)	 儿时经典            
(5星)	 最喜歡這一部了！雖然幼稚又可笑，可是真的很好看~小龍女怎麼會這麼可愛呀~            
(4星)	 那些 续集？神马的都不好            
(3星)	 徐铮弄得很丑            
(4星)	 小学放寒假时和姐姐，舅妈一起看的，记得最后一集我以为小龙女变成泉眼，然后起身躲在旁边偷偷抹眼泪。我已忘了剧情，但不会忘记那种感觉。            
(3星)	 我很少看这种题材的电视剧，归功于电视台重播的遍数，我百无聊赖地看过几集，还是可以看看的。            
(3星)	 回忆            
(5星)	 当年看了不下三遍！            
(4星)	 看到小龙女变成猪哥哥的一滴泪，我哭死            
(2星)	 萌不起来            
(4星)	 哈哈，徐峥果然是陶虹的。            
(3星)	 看個 熱鬧。            
(2星)	 囧的很            
(4星)	 ···            
(4星)	 泉中有眼，眼中有泉            
(5星)	 徐峥的成名作。从这部戏喜欢上了徐峥。孙兴演的太白金星也很好！            
(4星)	 同样，最好的原作，后续都是狗尾！！            
(3星)	 猪哥哥就这么红了            
(1星)	 ·······            
(3星)	 徐峥怎么就出名了呢？            
(1星)	 WQ同学学那只猪非常形象哇！            
(3星)	 前面一直很搞笑，结局却很悲伤。《卷睫盼》的词和曲写的都很好，孙兴演的太白金星是我每次重播都看的动力。            
(NA)	 暑假就看这个            
(4星)	 “前几天，我在鸳鸯谱上看到很有意思的一对儿，这女的是一条龙，这男的居然是一头猪。我真不明白，不明白，怎么这么奇怪的一对修起来了……”多少年前的回忆啊，这傻不愣登的爱情，童话一般动人。            
(4星)	 结局看多少遍都会哭。            
(5星)	 怎么最后哭了呢~            
(NA)	 就是很喜欢徐峥，傻乎乎的可爱，哇咔咔            
(4星)	 在很久很久……以前            
(NA)	 角色鲜明印象深刻            
(3星)	 其实我觉得徐峥版的八戒是我最喜欢也乐于接受的一个版本。            
(5星)	 这么傻的片子 不知不觉就喜欢了            
(5星)	 我就是从这片子 喜欢陶虹的  多可爱的估量啊 后来很久很久才觉得翁虹漂亮  很别致的漂亮 也喜欢李立群的龙王  悲伤责任 极致的爱 那只猪好真实  喜欢嫦娥 对眼前的好估量视若无睹 多像身边的男孩纸们 发现小龙女的爱后  又开始悲催的故事 开始很美 后来很虐 但是还是美好的            
(3星)	 关于神话类的新题材            
(5星)	 徐峥演的太好了。            
(4星)	 情节有点恶俗，但是有煽情的地方。            
(4星)	 这个我看哭了            
(4星)	 其实不错诶让人有种想哭的冲动，而且还促成了一对儿，非常棒            
(NA)	 当时觉得那个猫妖好美呀，好远了的了            
(3星)	 额...不得不说..当年看的时候觉得蛮煽的...            
(3星)	 这就是传说中我们那个老师的编剧作品么？我忘记我们那个老师叫啥了。            
(3星)	 一集没落…最后竟是杯具。            
(3星)	 喜歡小陶虹的眼睛。            
(4星)	 当年暑假看的            
(5星)	 好春光 不如梦一场            
(3星)	 闲着可以看看            
(3星)	 因为这个剧喜欢上的徐峥…            
(3星)	 这个无比闹腾的剧啊，暑假必回放~记得片尾曲不错，当时还录下来过。。            
(5星)	 夫妻档！就是好            
(4星)	 陪年幼的我消磨时间，加一星= =            
(5星)	 这么好看的电视剧居然分数这么低？怎么搞的            
(3星)	 当时看的时候觉得还好，最后有感动到            
(5星)	 最后一集哭到不行。。。            
(NA)	 喜欢小龙女和小猪诶``只喜欢这部``            
(4星)	 那首主题曲~            
(4星)	 第一部不错~            
(3星)	 不评价了……            
(4星)	 隨着年齡的增大能看下去的電視劇不多了，記憶啊記憶啊            
(3星)	 好吧，这个我也看过...            
(3星)	 我竟然，看完了.......            
(4星)	 小时候大家一起坐在电视机前看的 印象深刻啊 喜欢这一对 呵呵那首歌也是  现在都还记得            
(NA)	 居然还喜欢看过这个？            
(4星)	 初中暑假，画室时代            
(4星)	 剧情够乱，小龙女很经典！            
(5星)	 念念不忘。            
(4星)	 第一部算是不错，后面的续篇都是垃圾            
(3星)	 后羿演的很憨厚            
(3星)	 他肯出演这个角色应该是做了很大的心理斗争吧！里面不光是他，每个角色的造型都挺雷的，龟丞相~            
(5星)	 这是我年少最爱的电视剧。看了八遍，每看必哭。打一星的人都去看你的喜羊羊去吧！            
(5星)	 好长啊。。。。            
(NA)	 小时候觉的特好看            
(4星)	 我只能说孙兴太搞了            
(NA)	 我到底是要有多无聊⋯⋯            
(2星)	 现在想想还觉得恶心的一笔- -            
(4星)	 童年的回忆，一转眼已经好多好多年了            
(2星)	 哈哈，说实话，当年要不是因为某人，我根本就不会看。我那么小看也只看了前面几集，真是不好看。。。哈哈哈哈            
(5星)	 小时候甚是爱着呢。            
(4星)	 小时候喜欢的。            
(4星)	 有情人终成眷属            
(4星)	 这个很好，成就了陶红和徐峥的爱情。当初看的时候很感动，最后那一幕是少有的，大部分国产电视剧都是完美结局的吧，我觉得这样的残缺才是最好的            
(3星)	 小时候天天侯着播的电视剧，现在想想还真没什么            
(3星)	 当时看的很High            
(4星)	 够雷            
(5星)	 开了一个先河            
(4星)	 我喜欢里面那首歌            
(4星)	 你明眸璀璨我捉不住            
(5星)	 小时候和邻居家的玩伴一起在楼下小卖部等着看，哈哈            
(4星)	 陈红好美好美好美~~~            
(3星)	 雷剧！成就了一段姻缘也算是不错的，怎么那时候的陈红就那么好看，到了无极的时候就是那么苍白的一个人了呢？！@Home            
(4星)	 说实话。小时候  我哭了。            
(4星)	 想听主题曲。            
(3星)	 那个时候觉得陶虹头上的两个龙角好可爱呀。然后我想到自己说不定也是小龙女呀。呵呵。            
(4星)	 陪我度过多少童年暑假的偷懒时光啊~~~            
(3星)	 结局太悲剧了吧            
(3星)	 度信仔的时候就是一个惊讶。            
(4星)	 柴说了，这可是后现代呢，哈哈~不过真的很喜欢。            
(4星)	 可愛可憐可恨的豬妖。。。            
(3星)	 好春光不如梦一场            
(3星)	 叶伟信？叶伟信？？            
(3星)	 虽然剧情什么的挺幼稚，但我觉得还是很好看            
(3星)	 我小时候最喜欢这个了……            
(4星)	 http://movie.douban.com/pics/nst.gif            
(4星)	 当时一直觉得徐峥配不上陶虹            
(3星)	 猪哥哥猪哥哥……我真想pia人！不~pia猪！            
(3星)	 看多了恶心!            
(5星)	 好痴情的小龙女。            
(4星)	 除了这部后面的都是垃圾，徐峥和陶虹能够结婚真是太好了！            
(3星)	 成就了一对夫妻            
(5星)	 童年啊暑假啊还有片尾曲。            
(NA)	 就是从这开始喜欢徐峥的            
(5星)	 当时就很喜欢他们俩 果然在一起了 好配！            
(4星)	 这片儿起码应该过7分啊。            
(5星)	 八戒            
(2星)	 人家都喜欢那只猪~但是我小时候就觉得它作~            
(4星)	 以前还挺喜欢的 Onz            
(1星)	 哈哈哈 难看死了啊            
(5星)	 爱死小龙女呀            
(4星)	 还蛮好笑的。            
(4星)	 啊大猪八大猪八啊            
(4星)	 无论剧情演员还是其他什么都是很好的            
(3星)	 当年陶虹一喊“猪哥哥”，就有点雷            
(5星)	 最爱这部的猪八戒……后面跟风的都是垃圾            
(3星)	 这部还行，后面的太恶心了。            
(3星)	 還是不太喜歡豬八戒！            
(5星)	 稀饭~            
(5星)	 不明白为什么有那么多人不喜欢这部剧 也不明白为什么自己却对它百看不厌            
(4星)	 多经典的电视剧，主题曲现在都能唱出来。突然想到它就记一下，呵呵，很美好的故事，搞笑的情节。只是续集喜气洋洋和福星高照系列不喜欢看了，还是最初的才好。美是初见 燃起爱情火焰 燃烧在茫茫东海边缘 随着风飞翻 卷睫盼 明眸璀璨我捉不住……            
(4星)	 最有猪相的徐峥，陶虹不够美            
(3星)	 比起后面几部猪八戒 这不不错了            
(4星)	 回忆。            
(4星)	 对他的猪猪乾坤屁很感兴趣的说            
(NA)	 呃，我眼神没错吧？导演还有叶伟信？            
(4星)	 我觉得很好诶~就是有点扯，大家都像跑龙套的。            
(NA)	 可爱            
(5星)	 最后一滴眼泪            
(4星)	 读初中高中时的最爱啊~~！@            
(3星)	 哈哈~~~假戏真做的典范！            
(3星)	 没有看完整的。。。。            
(4星)	 后面的跟风之作完全不在一个档次上            
(3星)	 当时的下饭菜。            
(4星)	 只很清楚的记得有一幕：刚变成人的猪猪在人家吃面的时候他吃馊水。            
(3星)	 徐峥和陈虹的结合之作。            
(4星)	 当时想有人会嫁给徐峥么。。            
(5星)	 那时多么迷恋小龙女啊。。            
(NA)	 我记得那会儿小龙女消失的时候我还泪目了！            
(3星)	 傻乎乎的徐峥  翁虹拍完这个后就残了            
(3星)	 那个时候.......很不错了            
(4星)	 小时候看的，那会儿很喜欢片尾曲            
(3星)	 妈蛋的，这竟然是叶伟信那厮导演的            
(5星)	 我觉得这片子最后特感人 真的            
(3星)	 很喜欢大陶虹            
(5星)	 最后小龙女变成泉眼的时候，我是真的哭了的。            
(3星)	 那年的大年除夕夜，春节晚会实在看不下去，就看了这戏。很奇怪，那时候居然有电视台不放春晚。（我记得好像是电视剧频道）            
(4星)	 话说这片当年很火。            
(4星)	 小时候看得挺津津有味的，是对老西游传统概念里猪八戒的一个颠覆            
(NA)	 第二部不是徐峥演的看了就是浪费时间            
(5星)	 第二部是他妈什么玩意儿啊！！！            
(4星)	 两个可爱            
(NA)	 很催泪呀 ..            
(4星)	 跟我妹看了N遍 在她家那个显像管烧掉的小电视上            
(3星)	 诶哟，我真的看过。。。            
(4星)	 第一部是经典            
(5星)	 哭死  后面几部猪八戒都是垃圾            
(4星)	 情感很感人 主题曲和片尾曲非常好听            
(4星)	 挺好的片子~好演员很多啊~喜剧拍成这样真是不容易            
(3星)	 现实中八戒和小龙女真的结婚了            
(5星)	 徐峥版不错，后面的都是渣渣            
(3星)	 还是第一部最经典。。后面的。。            
(5星)	 很扯很搞笑，但是也很温馨            
(NA)	 小龙女变泉眼时那会还哭了…呵呵            
(4星)	 徐峥~            
(2星)	 烂 给2星是因为比第二部强            
(NA)	 ..多大的时候看过的来着?..不记得了&gt;_&lt;            
(3星)	 反正初中看的时候，到了最后小龙女化为泉眼时 哭了   。。。这是唯一让我感动的地方            
(4星)	 三个“红”？好像是吧            
(4星)	 以我小时候的眼光，是值得推荐的，毕竟到现在还记得。            
(3星)	 那时候就预感徐铮会火            
(NA)	 这个片子很火。后来看到我恶心了。            
(5星)	 比那个什么喜气洋洋猪八戒好看多了，而且喜气洋洋猪八戒里的范冰冰看的就恶心。喜欢徐峥的表演            
(4星)	 小龙女的单恋当时看的我纠结死了            
(3星)	 那会很喜欢小陶虹            
(2星)	 小时候就不喜欢！！！            
(4星)	 当年看的真的HIGH　现在电视里重复播，可见影响啊。            
(4星)	 在比较早的国产片里算是比较不错的了，当年还很喜欢的说。而且后面的续集真的越拍越烂啊            
(4星)	 很喜欢的一个电视剧            
(3星)	 猪八戒挺可爱的            
(5星)	 边上某个智障说五颗星            
(4星)	 小时候看的，当时很红~~小龙女挺漂亮的~~猪八戒··=-=            
(5星)	 龙妹妹 我是你猪哥哥啊  这一对真好~            
(3星)	 猫妖，给我留下了心理阴影，跟恐怖片似的.            
(4星)	 我就喜欢这傻片             
(NA)	 只记得 结局时自己哭的一塌糊涂 乱七八糟...            
(1星)	 这一颗星，我是给陈红的。不知道整部戏再说什么，很无聊，很无聊很无聊。            
(3星)	 猪八戒和小龙女结婚生女            
(4星)	 感动的一塌糊涂啊！            
(4星)	 因为结局小龙女变成泉水而伤心很久啊。。非常伤感，于是再也没看过第二遍。            
(5星)	 居然为这样神话剧的结尾哭得稀里哗啦            
(3星)	 当时我还小不懂事OTZ            
(3星)	 我妹妹很喜欢~            
(3星)	 当时就觉得很雷，对徐峥印象也不好。。。现在回过头去看，觉得也还可以接受，比起如今的恶搞烂俗剧。现在发现徐峥的演技，真是好！祝他们夫妻幸福            
(3星)	 现在想来有点囧。。。            
(3星)	 剧情什么的全都忘光了。但记得猪鼻子！            
(4星)	 还是很好看的            
(NA)	 猪八戒和小龙女都很可爱，但我最喜欢的还是陈红姐姐啊~我心中永远的美人！            
(5星)	 小时候的回忆，不要笑话我到大学还会看一遍，我最喜欢这种类型的……            
(2星)	 不咋地            
(4星)	 实际上本人不太喜欢这部剧看过的话，大概也是盐城台一天八集？总之中国那么多电视台放应该算是看完了            
(3星)	 片尾曲叫什么来着好听            
(5星)	 这2人因此结婚~好春光不如梦一场啊~            
(4星)	 近水楼台先得虹            
(NA)	 看过这部后，觉得之后的一切关于猪八戒的电视都很雷了。那时依然很小             
(3星)	 挺喜欢小龙女的            
(3星)	 猪猪如律令~~ 哈哈~~            
(4星)	 其实我小时候，很喜欢这一部来着。多一颗星给曲子吧            
(3星)	 我一直觉得猪八戒挺二。。。            
(5星)	 最后小龙女死的时候哭的好惨            
(5星)	 小桃红！漂亮！！            
(5星)	 第一部还是很不错的，后面越来越烂了，第三部都没法看了~最爱老龙王 哈哈            
(NA)	 帮助我消磨暑假里热气腾腾的日子            
(5星)	 经典啊= =我的小龙女            
(4星)	 有部分还挺好            
(4星)	 也是小时候爱看的            
(3星)	 噗            
(3星)	 是它成全了徐峥和陶虹吗无敌神屁~~            
(2星)	 当时的猪八戒给我形象太深刻，或者说是重放太多次，以至于我现在看徐峥的眼光还是不太正常            
(4星)	 很纯情啊。。。。            
(4星)	 好春光 不如梦一场 梦里青草香            
(4星)	 但是疯狂地追着看，不过越看越不舒服，可能是因为当初比较小的缘故吧，很多的剧中情节都不能很好的理解，不过当时觉得陶虹真的很清纯。            
(4星)	 很可爱的电视剧            
(3星)	 祝福徐峥和陶虹            
(2星)	 是真的好烂啊。。。            
(3星)	 喜欢徐峥            
(5星)	 为什么都觉着很好还给怎么低的分,气愤无奈.简直就是中等啊反正我一直都挺喜欢的,剧情也不错            
(4星)	 小时候觉得很好看呐            
(5星)	 就喜欢小龙女，太好看了            
(3星)	 又一对因戏结缘的爱恋            
(4星)	 挺好看的，当年感动了我            
(5星)	 小学            
(NA)	 之后对徐峥的感觉一直是猪哥哥猪哥哥...            
(3星)	 喜欢徐峥陶虹的表演            
(1星)	 一直不清楚陶红怎么红的            
(2星)	 当年看的很HIGH啊            
(3星)	 徐峥是亮点            
(5星)	 我觉得自己给电视剧的评分实在不公平，太主观。恩，以后改进。            
(4星)	 那时候喜欢的陶虹和徐峥            
(4星)	 童年啊童年~~TAT            
(3星)	 各种戏说，徐峥也有当年。            
(4星)	 美貌的嫦娥，笨呆呆的二牛            
(4星)	 那些陪着我一起走过童年的你们。。。            
(3星)	 其实挺傻的……就是一喜剧。            
(4星)	 猪哥哥 龙妹妹 好纯 好可爱            
(4星)	 童年回忆~~记得看完最后一集还好伤感~~            
(3星)	 斗是在鬼扯            
(4星)	 一直被模仿 从未被超越            
(2星)	 其实我不太待见这种片子，觉得很啰嗦，但喜欢里面漂亮的桃红，可爱的徐铮，超搞的孙兴，还有这首好听的主题曲！            
(5星)	 经典，最后一集我哭了无数次            
(3星)	 这部乐死我了            
(4星)	 反正我很喜欢看~~            
(4星)	 每看最后一集必哭，刚才看眼泪又是哗哗的            
(5星)	 臥犒這個太催淚了…………            
(3星)	 第一次看到徐峥，最后他把到了陶虹= =...........制作不尽精良，但常有些许感动。            
(4星)	 那时候所有的电视台都在演这部            
(3星)	 =_=屁崩太白金星太牛哔--            
(2星)	 觉得黄海波的第二部更好            
(4星)	 后面很感人            
(4星)	 话说，真的蛮不错的！            
(2星)	 天雷滚滚            
(3星)	 只有一句 想当年……            
(4星)	 结局太崩溃了T T            
(5星)	 喜欢徐峥            
(4星)	 差不多8年前看的，结局超感动，今天又重新看了一遍结局，还是很感动啊！这个小龙女在我心里比杨过的小龙女更美！男女主角最后结婚了稍稍安慰我一下……            
(4星)	 猪八戒的浪漫传说。也算好玩的故事吧。            
(3星)	 这部戏成就了徐峥和陶虹。            
(4星)	 托这片的福还萌过徐峥啊…            
(4星)	 当时还满喜欢看的            
(3星)	 跟福星那部比起来好多了，貌似徐峥，陶虹就是这部剧红起来的吧，挺好的，还成全了一桩美事儿            
(2星)	 被逼看的            
(3星)	 徐峥终于让我摆脱了他猪八戒的形象！            
(4星)	 猫妖啊。。。            
(4星)	 徐峥和小陶虹的定情电视剧啊~即使现在看起来很幼稚            
(4星)	 美是初见 燃气爱情火焰            
(4星)	 从头到尾一集不落地追了下来。有些桥段还是挺有创意的，结局很煽情。片尾曲和插曲都蛮好听。后来的几部续集就.....            
(3星)	 欢乐            
(NA)	 我没看过没看过            
(1星)	 不记得了..            
(5星)	 徐峥和小陶虹~            
(3星)	 后半猪八戒很悲情            
(3星)	 额？。。原来是2000年的。。都过去10年了么            
(4星)	 -0-以前喜欢的啊。还有最后小公主付出。            
