http://movie.douban.com/subject/2245679/	西游记后传
(1星)	 鬼畜原型愣头孙大圣 曹荣你牛逼             
(NA)	 吴承恩是被气死的            
(1星)	 毁了。            
(4星)	 还不错。            
(1星)	 妈的            
(1星)	 从没见过这么烂的电视剧，估计只有10岁以下的小孩儿能看得下去。武打居然播一遍正的，再播一遍镜像的，没见过这么欺骗观众的。            
(2星)	 、、、、无语咯、这电视、、、、            
(4星)	 大陆鬼畜开山鼻祖！            
(2星)	 动作重复也太多了吧，一个镜头+两个角度+放N遍。            
(1星)	 怎么不去shi一shi？！            
(1星)	 为什么不可以给0星= =刚才还给错了。。            
(2星)	 好傻= =            
(NA)	 垃圾 垃圾   一个镜头重复3遍  导演您真省钱            
(3星)	 我只想打3星……管以前多痴迷= =            
(3星)	 曾经为了看它跟我妈吵架，然后在等广告的时间跟沙发上睡着了，同一个镜头从不同的角度播好几遍特让人讨厌            
(1星)	 剪辑神作！！            
(2星)	  - -!            
(3星)	 这里面有美男一枚            
(2星)	 太瓜            
(2星)	 面无表情的悟空.....            
(5星)	 我爱孙悟空！！            
(1星)	 垃圾中的超级垃圾            
(2星)	 宁愿看《红苹果乐园》            
(2星)	 事实证明 名著这种东西真的要正正经经地拍            
(2星)	 我记得孙悟空最后说，我不入地狱谁入地狱。。。。。。            
(1星)	 垃圾电视剧，对西游记的侮辱。一个动作重复放几十遍，造成打斗动作很精彩的假象。            
(3星)	 编剧很棒，可惜曹荣的演技太烂太烂            
(1星)	 狗屎啊            
(2星)	 看不下            
(1星)	 前段时间在看影视列表的时候我很佩服我当时追着这么一部恶心的电视剧每晚7点半准时守候听完刘欢唱的那首极端雷人的歌然后看会武功的唐僧和会左打怪一棒右打怪一棒的孙大圣在那儿抽风和极为呕心无比的剧情不放……天啊喘口气先，跟着追完还看下集预告。妈啊，我的青春到底被多少这样的垃圾残害过啊！            
(1星)	 我竟然看过！我都不稀得说什么了。。。            
(3星)	 很久很久的事情了            
(1星)	 傻兮兮的打戏            
(1星)	 浪费时间精力金钱            
(1星)	 剪辑之神            
(NA)	 这个啊，应该是有很多重复的动作在里面，还是很不错的啊            
(3星)	 编的不错了的说~            
(1星)	 真佩服!!一个动作能用上上亿遍,并且感觉自我良好!拍这片的导演之后拍出来了神探狄仁杰,真是吃屎吃多了终于也拍出了一部好片子            
(2星)	 呵呵。。无语            
(1星)	 ...............            
(3星)	 竟然看完了。。。全是为了两个美女。。。            
(2星)	 不喜欢...            
(NA)	 神片！！！！！！！！3遍慢动作记忆犹新！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(5星)	 剧情非常好看            
(1星)	 我以前看了好多集啊。。。。怎么回事。。            
(2星)	 我居然看完了，故事还行，动作重复三遍，这不知道怎么想的，片尾曲很好听            
(1星)	 虽然恶心，当时哪吒。。。花痴中。。。            
(1星)	 垃圾            
(2星)	 史上最面无表情的孙悟空。            
(3星)	 至今害怕那轮回隧道            
(1星)	 好恶            
(5星)	 老子当年追看过            
(3星)	 唐僧巨能打.            
(1星)	 画面不停重复重复重复。。。。。恶心死你不偿命            
(1星)	 这一颗星是给片尾曲的，别自作多情            
(5星)	 剧本很不错            
(1星)	 那个歌傻到家了            
(3星)	 看完这个总让我感觉猪八戒是妖怪变的…而且打斗动作实在难忍。不过结尾还是很让我感动的~            
(3星)	 这是我见过把重复镜头用过最多的电视，无敌霹雳腿连续踢十几次……(⊙o⊙)哦            
(1星)	 当时还小。居然看了几遍。            
(3星)	 诶哟……这么该死的东西我怎么也看过的拉            
(5星)	 我觉得还不错啊，很好看，而且也是我外号的由来，没有大家说这么难看，陪伴我度过了小学时光。            
(3星)	 家长挺喜欢的...            
(3星)	 我草你妹，导演是我孙子！打斗堪称史上最恶心的处理，但是故事情节我觉得我还是挺喜欢的~~~            
(3星)	 唉，当年LOLI的我，觉得唐僧帅得很有爱。。。我怎么就没发现孙悟空是偏颈呢？            
(3星)	 还记得3遍看无天怎么挽救妓女的时候都停电……            
(NA)	 很无聊很狗血，但是最后俺还是被猴子煽到了。俺果然爱他            
(3星)	 唐僧太猛了，打起来比悟空都狠            
(4星)	 可以            
(1星)	 怎一个烂字了得！            
(1星)	 那孙悟空就以呆头鹅 MLGB            
(1星)	 导演您会剪辑不？            
(4星)	 后传其实还是有很多亮点的，并不像其他人评论的差到哪去，故事上和原西游记也衔接的比较好，至少比大话西游要说得过去。人物上发挥得恰到好处，满天神佛都有出场而且各起到重要的作用。历史背景也很详细。总的来说“坐着说话不腰疼”的人比较多，对比一下港版的《齐天大圣》就知道后传对原著的尊重程度            
(3星)	 内涵和剧本本身并没有那么差，倒是演得和拍的都太垃圾了……剧本也要稍微改改，增加些深度，比如把无天那边改的更有魅力，剧情部分勾心斗角等斗智戏份增加，正邪界限稍微模糊些，造成神魔一念间的效果。            
(1星)	 太烂了,特别是打的时候...其实都很烂...而且看出来了,评4星以上,特别是还写影评的,都他妈是那托            
(1星)	 我真的很反感这部剧            
(2星)	 最雷那不断重复的打斗动作，搞得像卡机一样            
(4星)	 我觉得剧情还不错。青衣 麻衣 无天。比较扯的就是唐僧会功夫。拍的比较烂吧。            
(1星)	 垃圾玩了            
(4星)	 黄海冰的眼神太多情了 貌似这部里面 某些人关系挺暧昧的            
(3星)	 当年我跟了好久啊  惭愧            
(1星)	 我都怕我换台时不小心看见了伤我眼            
(3星)	 雷啊囧啊天雷滚滚啊，但是我还是每一集都看了啊            
(1星)	 我他妈一星都不想给            
(1星)	 用颠倒冒充动作的世纪烂作            
(1星)	 很雷的同人剧，初一时还热播哪= =            
(3星)	 歌挺好的            
(2星)	 无语了。只能说其实中国人的想象力也不是那么差，只是中国人胡闹的能力差了些。            
(1星)	 绝对是史诗级的烂。那特效，那正面反面正面反面的切换，那颈椎病的猴子。。。牛逼！            
(2星)	 引用Jig Saw的一句话，“技术真够山寨的”            
(2星)	 冲着片尾曲才给个2星            
(3星)	 还好吧 小时侯看大结局看得我心潮澎湃的            
(2星)	 镜头左右重复，算不算骗时间            
(3星)	 怎么说呢...我都无奈了...把我们的西游记怎么整成这样了呀？            
(3星)	   囧飞 ...            
(2星)	 面瘫孙大圣            
(5星)	 为什么我觉得很好看？            
(3星)	 为了片尾曲加一颗星；回想起无天的那段经历也很黯然            
(NA)	 还蛮传奇..            
(1星)	 太烂啦！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(NA)	 还好~~他们都不喜欢，我还好~西西~            
(1星)	 怎一个汗字了得            
(3星)	 反正也没什么看的，这个还是挺有趣的。            
(3星)	 客观的说，蛮有想象力啊            
(2星)	 小的时候看的，虽然很窘，但还是重头到尾看完了，因为电视各个台都在播，最受不了一个动作老是不停地重复，左边完了右边            
(1星)	 从本子到演员没见过这么糙的            
(1星)	 实在是太烂了……烂片中的极品！            
