http://movie.douban.com/subject/2155335/	十七岁不哭
(5星)	 那个时候李晨、郝蕾还青涩的很啊……还是很怀念简宁，连带地想起《花季雨季》的萧遥了，都是回忆啊            
(3星)	 经典的国产电视剧            
(4星)	 不小心翻出来了            
(NA)	 呵呵，被我翻出来了，喜欢郝蕾和李晨            
(5星)	 小时候看的，觉得对于我们一代人来说有点不同意义的片子。其实当时看的时候我比较喜欢雷蒙。            
(5星)	 我永远的简宁啊。            
(4星)	 人家那高中上的那个精彩！            
(5星)	 为了记忆给五分。            
(4星)	 朋友是人生最大的慰藉。            
(NA)	 忘了的记忆中还有深刻的部分            
(5星)	 好经典的，还记得那时候我还很小，不记得是谁，在黑板上写着“十七岁不哭”            
(5星)	 竟然找到了……            
(5星)	 当年看过好喜欢郝蕾。现在，物是人非。            
(4星)	 我的17岁，            
(NA)	 当年的清纯啊            
(NA)	 再也回不去了。            
(5星)	 简宁~            
(5星)	 追忆逝去的青春，思考未来的路            
(5星)	 小学时看的，当时还很渴望住宿制。。。            
(4星)	 陪伴了一代人            
(5星)	 爱情片的启蒙啊            
(NA)	 虽然就看了一段⋯⋯小时候的李晨粉嫩嫩啊！            
(5星)	 青春不是一本只有欢乐的书            
(5星)	 初中的榜样就是杨宇凌啊            
(4星)	 一星给曾经的时光            
(NA)	 高一看的，喜欢郝蕾，怀念那些推荐电影的老师。            
(4星)	 涉及早恋，小时候被教育早恋没好结果            
(5星)	 只忆当时年少            
(5星)	 那才是中国真实的高中生活啊            
(4星)	 明媚的忧伤啊！！！            
(5星)	 难以磨灭的青春记忆            
(5星)	 回不去的青春，伤不起的现在            
(5星)	 肿么会有人觉得宇凌会喜欢上雷蒙呢。。那个时候大家都喜欢优秀优秀优秀的好学生吧。。 青春的会议。。            
(5星)	 我的童年啊！！！简宁和宇凌             
(5星)	 这部电视剧满足了当年还是小学生的我对中学生涯和青葱岁月的所有幻想            
(5星)	 简宁啊简宁，永远的简宁            
(5星)	 十年之后再现经典····感动            
(5星)	 一直奇怪杨宇凌为什么不和雷蒙好            
(5星)	 当时觉得李晨好好看            
(4星)	 小时候最爱看得电视剧~            
(5星)	 如果霓虹的不可替代是《GTO》，那天朝的就是这部《十七岁》了            
(4星)	 但年很喜欢的            
(5星)	 一代人的高中生活            
(4星)	 那時我給李晨演得簡寧迷得七葷八素，後來還買了書……            
(4星)	 简宁：我讨厌兵荒马乱，我喜欢从容。nnd我悲催地必须喜欢兵荒马乱。。            
(5星)	 看了好多遍            
(NA)	 那时的郝蕾还没有现在的歇斯底里            
(4星)	 那时候超喜欢郝蕾呀            
(4星)	 简宁！！李晨！！            
(5星)	 好。            
(4星)	 小时候看过，模糊的影响啦            
(4星)	 简宁啊~~            
(4星)	 高中时候看的片子，经典~！年轻的心在萌动~！            
(3星)	 当时感觉女主年龄偏大，其他都算符合，青葱味道也有。现在看来女主成了演技派，男主能保持偶像派就不错            
(4星)	 前两天没事儿还又看了下~感觉啊~            
(5星)	 真心喜欢简宁~你有你的圆 我有我的方 虐人。。            
(NA)	 重复看了很多遍的一部剧              
(5星)	 兵荒马乱的日子，有你有我，有情色的情怀有懵懂的记忆。我知道，那个时候简单的幸福~            
(3星)	 当时那个爱看啊~~爱死简宁啦~一张床，一个书桌，一个饭盒~一辈子            
(5星)	 小时候，超级喜欢郝蕾            
(5星)	 这是我青春年少时最最爱的一部电视剧，里面的很多台词我到现在还能背诵。            
(5星)	 高三的夏天我在家用pps看了很久，大一寒假又是一次。当我们身在其中和我们走远时，观望完全不同，怀念那段如此干净的岁月，当我们身在其中时，完全没有感觉，当我们蓦然离去时，什么都是惘然。十七岁不哭，我们十七岁还在为什么活着。            
(NA)	 简宁，我想你教我数学题！！我想和你早恋！！            
(4星)	 难忘            
(4星)	 喜欢那个乐心和雷蒙            
(3星)	 回想一下当初的李晨和郝蕾            
(5星)	 泪流泪流啊～　我说每次看到郝蕾都极其眼熟来着……我还看过书呢，哇，我的青春啊～　最后再花痴简宁一下……            
(4星)	 最早看的青春偶像劇啊~哈哈            
(4星)	 记忆中的美好，虽然现在看来有些做作。            
(NA)	 讲同学关系的典范啊 可惜看的太晚            
(5星)	 里面有小时候第一个喜欢的帅哥~~吼吼~~            
(5星)	 郝蕾 李晨            
(NA)	 真怀旧            
(5星)	 小学时看的，对中学充满了憧憬，如今大学看来，有相似的情感，却那么的青涩~            
(5星)	 感动啊            
(5星)	 那时的青春，那时的梦！美好的记忆~            
(5星)	 怎么可能不哭啊！！经典啊！！            
(5星)	 哦哦~经典啊~我们的青春，我们的学生时代~每个人几乎都能在里面找到自己的影子~            
(4星)	 那时候开始知道李晨，帅小伙啊，郝蕾那个时候还很清纯，但我也不喜欢~            
(5星)	 。。。            
(4星)	 小时候相当喜欢这部电视剧            
(4星)	 被其中对高中生活的描述所骗的飘过。。。            
(4星)	 郝蕾可以啊            
(5星)	 回忆啊 都是故事~            
(4星)	 李晨……            
(5星)	 记忆中最美好的日子~            
(5星)	 小时候看的，都忘记了            
(NA)	 好久了。。。都忘了  有空再过一遍            
(4星)	 当年老喜欢简宁了~~~            
(5星)	 很有气场很有能量的郝蕾。。。。。很喜欢她                        我们还春着，却再也不青了、、、、、、、            
(5星)	 将来留着教育孩子~            
(4星)	 我能推这个是因为我是80后么？             
(5星)	 我的学生时代呀，当时这片在同学中太火了            
(5星)	 真想他们在拍下去。            
(5星)	 隔了十几年后再看已经完全换了心情，十七岁时青涩的我们真的再也回不去了，只能眼睁睁的看着岁月肆无忌惮的流逝            
(5星)	 想起小时候守电视的时光！            
(5星)	 初一看的，还借了书看，可以说是青春期美好的启蒙片。            
(5星)	 有人认为杨宇凌和简宁他们暂时不在一起不能接受，甚至认为这是为了传统教育中不准早恋的教育，这是多么肤浅的想法。烈火一样的杨宇凌和冰一样的简宁需要时间来融合，他们本身都很优秀，而且要继续优秀下去。我很佩服这个剧的编剧。            
(5星)	 这剧本写了十年，拍了四年……才10集，不容易            
(5星)	    很不错的一部电视剧！不愧是经典啊！即使是在现在看，过去了十几年，还是有很多令人感动和感同身受的经历。剧中的演员当年都正值青春年少，他们的表演十分朴实、纯真，是真正的本色演出。相比现在的一些所谓的校园青春剧，更显得珍贵而令人回味无穷。            
(5星)	 我今天这是怎么了。。。囧            
(5星)	 五颗星，因为我居然还记得当年看的感觉            
(5星)	 时光不解释            
(5星)	 没有一部剧能超越它在我心里的地位~            
(5星)	 怎么回忆那么多。            
(3星)	 乐心实在太可爱了。早恋问题还不如不提            
(5星)	 胜过现在一切以校园为题材的脑残剧！！！小时候迷死这个剧了，太好看了，特别真实！！！现在李晨终于红了，一直在想他为什么还不红！！！看了很多遍，最近又重温了！！！            
(4星)	 那时懵懂的我看一群懵懂的少年。            
(NA)	 回忆总是美好的            
(4星)	 在成长过程中很恰当的时间看的，有憧憬有幻想有思考有感悟，虽然他们就是一群孩子            
(5星)	 高中毕业后重看了一遍，觉得真的很写实……            
(5星)	 好想再看一遍            
(5星)	 隔了十多年再去看，还是喜欢。那些蒙尘的时光，阳光仍然灿烂。            
(3星)	 以前的少儿剧场···雷打不动啊~            
(4星)	 還是有點印象的，需要重溫            
(4星)	 小时候的记忆哈~~~            
(5星)	 一口气重温，竟然还是泪流满面……不禁佩服当年的小作者的才气。的确，青春是一本太仓促的书。那些简洁又有深意的文字影响了我的整个高中，甚至到现在，很多道理还在支撑着我的成长，伴随着我一步步走向成功~            
(5星)	 中国大陆有什么校园剧比这部更经典？！？？！太真实，太青春了。。这部剧对我影响最大的两句话：试试就能行，争争就能赢；宁可战死，不能吓死。            
(5星)	 做梦梦见过一个叫做简宁的男孩，度娘告诉我，真有其人哦            
(4星)	 那段青春岁月。。。            
(NA)	 喜欢，我的高中，二附中。            
(5星)	 cuando  era niña            
(5星)	 初二还是初一看的 超级喜欢的 那时候的他们 那时候的青春  简宁和杨宇凌 教会我很多            
(4星)	 我喜欢雷蒙            
(5星)	 爱情小说我也看过，流行歌曲我也会唱，我也会情不自禁地喜欢一个女孩子…我有过心慌的感觉，我并不是木头人……不管你明白不明白，相信不相信。            
(5星)	 少年的记忆~            
(5星)	 小时候心目中的Mr.right就是简宁这样的            
(4星)	 好多年前看过，现在连剧情都忘得差不多了。不过剧中的人物现在还印在脑子里。            
(NA)	 我的青春偶像剧            
(4星)	 现在看依然激动⋯⋯            
(5星)	 好爱我的简宁……            
(5星)	 曾经的美好回忆，我的十七岁            
(4星)	 不知道这算不算校园偶像剧            
(5星)	 小学放学回家最期待的聚集            
(5星)	 谁不是一边受伤一边学着坚强            
(5星)	 那个年代的青葱记忆，每当重看这部剧，都让我怀念那段紧张而单纯的高中生活~            
(5星)	 小学的记忆~看到一半我还是哭了。。            
(5星)	 李晨李晨简宁简宁            
(4星)	 当年才十岁  现在2都快27了            
(5星)	 小时候可喜欢简宁了XD            
(5星)	 当时羡慕他们年纪比我大，现在羡慕他们比我年轻。            
(5星)	 那时候视简宁为偶像~            
(4星)	 很励志，很青春，很朦胧，但现实没有这么美好……            
(4星)	 那时候跟妈妈一起看的~~            
(5星)	 经典！            
(5星)	 好看，晨儿啊            
(4星)	 过往的青春            
(5星)	 成长的烙印，不给技术，只为情感            
(4星)	 花样年华的岁月~羞涩的初恋，在任性和固执中学会长大。现在的明星曾经都很青涩哦，李晨还和现在一样，一点都没变，那时候就很喜欢他了            
(5星)	 简宁!!!            
(NA)	 有情结，爱郝蕾            
(4星)	 年轻的师大            
(3星)	 应该在十七岁看            
(5星)	 没有人永远十七岁，但永远有人十七岁！            
(5星)	 李晨，郝蕾！！！            
(4星)	 十几年前看的了，那时还没17岁，现在27都过了            
(5星)	 我一去不复返的高中啊…            
(4星)	 简宁是理性派代表，雷蒙是浪漫派代表            
(5星)	 简宁情结            
(4星)	 唉，那个时候的李晨和郝蕾啊~            
(4星)	 最近翻出一部高中期间早上常提前半小时看的青春剧来看，名字叫《十七岁不哭》。那时候郝蕾才从上戏毕业，还不认识李光洁，李晨还不是《士兵突击》的吴哲。他们只是17岁的杨宇凌和简宁，认真学习，哭哭闹闹，还有现在看来单纯美好的初恋或暗恋。简宁对雷蒙说“谁不是一边受伤一边学坚强”的时候，我想到            
(5星)	 一口气看十集不觉得累！            
(5星)	 从此爱上李晨。不能自拔。            
(5星)	 简宁让我记忆至今……            
(5星)	 我纯真年代的纯真李晨。            
(4星)	 回想小时候这么纯的情感挺美好的            
(4星)	 喜欢书\(^o^)/~那个年代的经典之作            
(3星)	 喜欢书，那时的郝蕾啊            
(5星)	 翩翩少年，如今散落在何方？            
(NA)	 郝蕾，李晨，张超，牛萌萌...印象深刻！            
(3星)	 女童鞋裙裙好短的            
(NA)	 青春是一本不矫情的书            
(5星)	 青春时代最美好的回忆。            
(5星)	 迷恋年轻的他，那样稚气的一张脸，写满了青春，好像永远永远不会凋零，永远留驻最美好的十七岁。            
(5星)	 很爱 很喜欢            
(NA)	 那时候很喜欢简宁，干净又爱读书。            
(4星)	 原来我第一次看到郝蕾是这部片子。。            
(3星)	 回头看老片什么的我就是自作自受啊...            
(4星)	 在郝蕾的角色身上找到自己的影子            
(5星)	 这才是我的启蒙电视剧……            
(5星)	 校园剧的经典            
(4星)	 李晨的让我记得的戏            
(4星)	 就是不喜欢男主...            
(5星)	 我小学时候看的电视剧啊。。。            
(5星)	 杨宇凌身上满是自己的影子。            
(4星)	 雷蒙 杨宇凌 简宁 林林 还有我们当做坏人的罗洋......话说风雨中这点痛算什么.....唉十七不哭。。。三十了。。。该哭的都哭过了            
(5星)	 你是喜欢痞痞的雷蒙 还是乖乖的简宁？            
(4星)	 看的时候有点小            
(4星)	 最近又重温了一遍，可心情已经和当时守在电视机前不同了。17岁的年纪，觉得自己该懂事了，想想现在，还是没有长大成熟。开玩笑的说，还没张开呢！            
(5星)	 前两天看见郝蕾乱七八糟的消息 怀念杨宇凌 简宁 时间过还真是特么的快呀            
(5星)	 再无简宁。            
(5星)	 一代人有一代人的回忆            
(4星)	 那年... ...            
(NA)	 当时好喜欢这部电视剧            
(5星)	 属于十七岁的波澜壮阔            
(NA)	 很怀念上初中时，每天放学就等的看杨宇凌，乐心，晓丹。。。。。。            
(4星)	 我小时候的记忆。。            
(4星)	 看了觉得心里特平静．            
(5星)	 最喜欢乐心了，可惜她不做演员了            
(5星)	 忘了这本了。            
(5星)	 真的好看好看！！！现在怎么没有这种青春系列的片子呢？            
(5星)	 上小学的时候看，觉得十七岁还早着呢~~等现在十九岁了~~各种感慨涌上心头~~            
(5星)	 第一次看的时候我还没有十七岁，我还遥望十七岁。没想到，现在已经要回头望了。十七岁是我最棒的一年，没有之一。            
(NA)	 最棒的校园剧！不知翻看了多少遍！永远的简宁！            
(4星)	 少年时的记忆啊 比较喜欢雷蒙            
(4星)	 多久多久以前看的了噢。。。            
(4星)	 我年轻的时候怎么没看过啊，话说怎么里面的童鞋穿的一水儿的名牌啊，不是阿迪就是D&amp;G，球鞋也都是带气垫的。这振华是贵族学校呀。。。            
(5星)	 当时的杨宇凌和简宁，现在风格也差忒远了。            
(4星)	 想起了初中看剧的感觉            
(4星)	 小学时就爱简宁那样的男生，想想真可爱。            
(4星)	 青春啊···            
(5星)	 那时候大家都好青涩。包括我。。哈哈            
(5星)	 你有你的圆，我有我的方。            
(4星)	 那时候的男孩儿都想找个杨宇凌，女孩都想找个简宁。            
(5星)	 青春期的记忆, 一去不复返啊!            
(NA)	 回忆啊回忆            
(4星)	 中国少数比较优秀的青春励志片            
(4星)	 曾经仰望的现在都过去了..            
(NA)	 简宁。            
(NA)	 内地青春剧中的经典            
(5星)	 简宁。。            
(4星)	 儿时的回忆            
(4星)	 很多年前看的这部剧~真没想到李晨、牛萌萌出道这么久了~~            
(4星)	 好像初中时看的。当时很喜欢郝蕾。            
(5星)	 李晨~依然喜歡            
(5星)	 小学最爱的电视剧！当时好喜欢李晨演的简宁啊，而且超级向往高中生活，觉得高中才是彩色的。            
(4星)	 那时候还觉得李晨好帅~            
(5星)	 诶哟这个李晨啊 郝蕾啊让我爱了这么多年 中央八台 必看            
(4星)	 从这个电视剧走出来了好多明星啊 郝蕾 李晨 牛萌萌…… 不过这些都比不上那些青春的记忆 简宁 雷蒙 杨宇凌            
(4星)	 青春记忆            
(5星)	 初中时的青涩            
(5星)	 青春岁月一去不复返            
(5星)	 看这本书的时候，我还在读初一。老师上课的时候我下面看书，后来被没收了。让我恨那个老师很久。简宁在我的印象里实在是太深刻了，这么多年都挥之不去。如今他已经成长为国内一线小生，可是我印象中他依然是简宁，没有任何改变。宇凌，生气凌然的杨同学。个性鲜明又人见人爱的雷蒙，好好姑娘晓丹……            
(4星)	 在初中的时候看过的最美好的东西，现在又重温了一般，感觉很真实。注意某些人或许就是从那时候开始的吧……这么多年过去了，看看李晨都老成那样了，真是感慨啊！            
(NA)	 10年了            
(5星)	 经典的回忆 每个人都有17岁             
(NA)	 我那时特别喜欢李晨 之后一直在找这个书看            
(5星)	 曾经最爱的剧，多希望能拍续集！给我们一个结果！            
(5星)	 这才是属于80后的经典片子，那时我也正好读高一。当时家里录像机坏了，空磁带也不够多，只能把最后一集用磁带录了音，那时以为电视台播完之后，再也没机会重看了，总想留下点纪念，感谢网络，在十几年之后，还能追忆！那时超迷郝蕾和李晨，真实，不矫揉造作！            
(NA)	 很喜欢，杨宇凌的个性            
(5星)	 记得那时年纪小，你爱谈天我爱笑......多美好的青葱年华啊            
(5星)	 谁不是一边受着伤，一边学坚强~~            
(5星)	 嗷。那时我是有多喜欢宇凌和简宁。。            
(5星)	 我的启蒙啊 。 我觉得那个学生会主席很帅啊。            
(5星)	 前段时间重温了一下，感动+怀念            
(5星)	 李晨啊，这是我心目中永远的少年形象            
(3星)	 唉呀妈呀 那时候怎么那么DER            
(NA)	 那时无限憧憬高中生活和寄宿生活            
(5星)	 李晨慢慢向硬汉转着型，郝蕾演了颐和园也不温不火，张超同学近几年似乎在荧幕上消失了，牛萌萌也不跟张曼玉学学演技，岁月啊~~~~~~            
(4星)	 很久之前看的，居然现在还记得主人公名字！            
(4星)	 小时候可爱看了，那时喜欢成绩好好的杨宇凌，十几年后，喜欢现在文艺范的郝蕾。            
(5星)	 记得那时念小学。和妈妈两人在家一起换着频道看。            
(4星)	 高考那个暑假LHN童鞋成天看……            
(NA)	 小学的时候看的。            
(5星)	 永远的青春记忆            
(NA)	 不一样的回忆~ ~            
(4星)	 哎呀呀            
(3星)	 回忆            
(4星)	 恩~简宁~            
(5星)	 不知道为什么很是喜欢这部剧~~杨宇凌、简宁雷蒙、林林好怀念啊            
(4星)	 小时候，很喜欢看的一部片            
(5星)	 我4年级每天放学后急急忙忙回家 就为了看它 我爱郝蕾 我爱杨宇凌 我爱简宁            
(4星)	 青春岁月呀            
(4星)	 好怀念，喜欢李晨~青春不是一场梦：）            
(5星)	 后来，在我心里，没有一部描述青少年校园生活的电视剧能够超越此剧，包括英美剧。            
(NA)	 因为她开始关注郝蕾            
(5星)	 永远的简宁            
(3星)	 郝蕾给我留下了深刻印象            
(4星)	 简宁 不知道当时有多少女孩子暗恋你呢 现在也长大了            
(NA)	 晨儿哥那会儿真青涩。。            
(3星)	 记得那时是每天中午假装午睡，偷偷的看，同为中学生的自己仰望着电视里在当时的自己看来是那样多姿多彩的中学生活            
(5星)	 初中时候看的吧~~            
(4星)	 曾经的经典            
(5星)	 小学的时候和小弟一块儿看的～好像是少儿频道播的很清新的故事和感情            
(4星)	 我记得看这部片子的时候是98年。当时，长江九江段发洪水，家里院子内的水深到我膝盖上。于是，我一人搬把小凳子坐在18寸的电视机前看这部让我对高中生活无限向往的剧。当时，简宁把我迷的呀。现在回头想想都还是很喜欢宇凌他们的生活点滴。对啦，里边还有牛萌萌呢。她当时还带着厚厚的瓶底眼镜。            
(4星)	 为什么连这个也有…………            
(5星)	 冲着这个片子我向往高中....结果...悲剧了            
(5星)	 中学时期最喜欢的春春剧。            
(3星)	 十七岁那年，我们有太多的青涩。            
(NA)	 偶然看到这部电视剧，还是上中学时看的。很喜欢李晨。            
(4星)	 原来里面N多的场景都是在BNU完成的啊，太不可思议了。            
(4星)	 看过但忘了，只记得当时还小，就觉得一定要上高中，不上高中就是遗憾。准备重看一遍。            
(5星)	 簡寧，雷蒙？            
(5星)	 简宁啊            
(5星)	 还是小学时候看的，郝蕾那时候多纯啊~            
(5星)	 在17岁之前看的，似乎是小学时。郝蕾和李晨，简宁和杨宇凌，美好的回忆。对了，有一集送钢笔的故事，是表白的意思吗？            
(NA)	 我觉得是很好的大陆电视剧，多稀罕啊            
(4星)	 我了个去 我还看过这个...那会儿就记得郝蕾 居然还有李晨呢啊？            
(5星)	 第一次看的时候貌似还是小学。那时的自己是多么向往着长大啊。            
(4星)	 很好看的呀～            
(4星)	 是多小的时候看的已经不记得了。            
(5星)	 呵呵，杨宇凌，可爱多，简宁，我还能记起来的几个词~            
(5星)	 杨宇凌啊            
(3星)	 想当年我还在上初中，看着他们憧憬着高中生活……简宁……            
(4星)	 我印象最深的一句台词是，盛气凌人的凌！            
(4星)	 我还是喜欢《十六岁的花季》。            
(4星)	 LOLI时代的回忆            
(5星)	 李晨好萌的。简宁~~~干净帅气的模范生-________-            
(4星)	 其实我萌雷蒙杨宇凌            
(4星)	 谁都是一边受着伤一边学坚强            
(5星)	 十七岁不哭时，我多么渴望长大。            
(5星)	 那时候多憧憬花季。            
(5星)	 小时候最爱的青春电视剧            
(5星)	 我想即使是现在看也会感慨万千的吧。            
(4星)	 青春是一本太仓促的书。            
(5星)	 因为这部电视剧，对李晨和郝蕾留下了深刻的印象。。。            
(NA)	 我的记忆啊~泄了洪了            
(5星)	 年轻的大家            
(5星)	 因为这部电视剧，在看唐山大地震的时候我还是会直接把那个男生喊作“简宁”，挥之不去的青春记忆。不过已不敢再回头去看，就这样在心中一直美好着吧。            
(3星)	 我大概也许是看过，可我完全不记得演员和剧情了。            
(5星)	 说到李晨，大家都说简宁，我还不知道简宁是谁呢，当年的晨儿果然很萌啊            
(5星)	 影響我很大的電視劇。可是自己的十七歲怎麼就不是那個樣子的呢。            
(5星)	 就是从那个时候知道了那个倔强的女孩子是郝蕾演的。            
(4星)	 青春的记忆            
(5星)	 经典的片子，绝对的青春            
(5星)	 抽空再看一遍~            
(5星)	 童年的回忆            
(NA)	 上小学的时候看的  还想再看一遍            
(5星)	 呵呵，小学时候的记忆～            
(5星)	 yoyoyo~            
(5星)	 李晨真帅            
(5星)	 童年的记忆，那时多么喜欢杨宇凌和简宁~多么希望他们能在一起~虽然年少的我那时并不懂得爱情，现在我依然喜欢郝蕾和李晨，我总觉得他们是那么真~特别是郝蕾的《颐和园》，我觉得余虹就是她，她就是余虹            
(NA)	 回忆啊回忆。            
(5星)	 大爱大爱啊 杨宇凌 宇宙的宇 盛气凌人的凌~还有我的雷蒙啊~            
(5星)	 大爱            
(4星)	 简宁说，忍耐是感到浑身燥热的时候，依然主动坐到火炉旁。            
(5星)	 青春懵懂时的电视剧            
(5星)	 简宁啊~~~~            
(5星)	 李晨--永远的简宁~            
(4星)	 那个。。。我当年萌的是雷蒙            
(5星)	 谁不是一边受伤，一边学坚强。            
(4星)	 少年时 最喜欢的一部电视剧            
(NA)	 大陆拍的校园剧每一部能看的。            
(4星)	 主要给那时候的郝蕾……居然里面还有牛萌萌？！没印象            
(5星)	 这片子我从十七岁看到二十七岁，还是那个纠结和大爱啊……            
(4星)	 多美好的年岁            
(NA)	 每天都在电视前守着，就为了看这个。            
(5星)	 那个时候李晨气场还不够……考前不用复习的某人一直是我内心望尘莫及的神            
(4星)	 简宁！            
(5星)	 十七岁 花季 一转眼都老了             
(5星)	 当年看的时候还没到17岁，现在回头，已经离17岁很远很远了……            
(5星)	 渐行渐远的记忆。            
(5星)	 能从这里看到太多花季雨季的情节，都是当年似曾相识的情景。            
(5星)	 ...很喜欢。。。每个人都会的回忆            
(5星)	 我的简宁情节从这本书开始。            
(5星)	 简宁简宁~~~啊！大爱啊！简宁是我心中永远的王子            
(5星)	 当年为她写了个评论投稿。            
(5星)	 哟 简宁啊~            
(5星)	 從這部開始愛上郝蕾！！            
(4星)	 群众演员男一号是我同学。。。            
(5星)	 其实我特爱郝蕾            
(3星)	 我喜欢简宁。。            
(5星)	 年少。喜欢简宁。            
(5星)	 啊  简宁！杨宇凌！            
(5星)	 李晨哥哥，简直就是小时候的梦中情人啊~~~不知道迷倒多少女生~哈哈            
(5星)	 80后的            
(5星)	 盛气凌人的凌            
(NA)	 原来是憧憬，但现在，却成了缅怀……            
(4星)	 超级萌当时的李晨            
(5星)	 简宁是我的梦想`            
(5星)	 太有爱了！！我初中时视杨宇凌为人生目标简宁为梦中情人至于雷蒙那就是偶像级人物咩哈哈哈~            
(5星)	 永远的简宁，forever young            
(5星)	 李晨哇            
(NA)	 看它长大哟!!!            
(4星)	 青春，只能活在记忆里了。            
(5星)	 郝蕾的人品其实连一星都不值            
(5星)	 经典的让人难忘！            
(3星)	 周围同学都很迷恋。给我的震撼竟然不那么大。            
(5星)	 青春启蒙课            
(4星)	 多年前。            
(5星)	 看过电视剧，看过书，都很喜欢···            
(5星)	 那时候每个女孩儿心中都有一个简宁吧。            
(5星)	 回不去的是青春。            
(5星)	 最经典的两部校园青春剧：这部和十六岁的花季。永远怀念青春的岁月，无比美好。            
(5星)	 没办法再经典了。在我远离17岁的时候，我爱上了19岁的李晨。青春的味道就是那样。我只是在想，如果在我17岁的时候看了这个片子，我是不是现在不会在HZ‘?我会知道，还有更重要的事情去做。没有什么扛不住的。            
(5星)	 小时候就是看了这个，我开始暗恋男生            
(5星)	 简宁和雷蒙，当时就想女主角为什么一定要喜欢简宁呢？雷蒙不也挺好的！            
(5星)	 期待自己有足够的优秀足够的好，纵然我知道你有你你的圆可我有我的方            
(5星)	 小学时候最爱看的电视剧之一，为了这份记忆，五星            
(5星)	 看了好几遍的呀。。。            
(5星)	 让小时候的张阳阳感动的死去活来            
(NA)	 小时候看过。不错。            
(5星)	 看到最后 我有点哽咽 十七岁的年纪太美了 只是不能重来一遍            
(5星)	 怀念那个试试就能行，争争就能赢的纯真时代。。。            
(5星)	 要知道那个时候雷蒙就已经穿D&amp;G了···            
(5星)	 让我有了读高中的冲动            
(5星)	 小学时看的经典剧~~            
(4星)	 少年片            
(5星)	 追忆似水年华。            
(4星)	 青春是一本太仓促的书，我们还春着 却已经不青了            
(4星)	 那时候可喜欢看这个了            
(5星)	 我为何现在才看过            
(2星)	 哈哈哈。。小时候不懂事儿，还天天看呢            
(5星)	 啊哈，豆瓣居然还有这个，想当年，我超爱看～一集不落。喜欢简宁。            
(5星)	 什么都不说了——大爱！大爱！大爱！            
(5星)	 青春            
(5星)	 太经典了            
(5星)	 很小的时候看的 只记得简宁跟杨宇凌青涩的初恋 好像是无疾而终的 想想还心痛            
(4星)	 那时的郝蕾，长发，又黑又直，肆意泼洒的青春。李晨很乖。他们在花藤架下定格在时光里，我也是一个剪影。            
(5星)	 简宁啊~杨宇凌啊~ 惦记了很久的李晨终于又在士兵突击中回到了广大观众面前，耶！            
(5星)	 我们的青春，就是要一边受伤，一边学会坚强            
(5星)	 很多角度的意义。曾是我渴望青春的强大动力。我让自己失望过，但青春从未。            
(4星)	 这是我们都经历过的青葱岁月。我们也曾为像简宁一样的一个少年动心。            
(NA)	 当时真好....            
(5星)	 让我到现在都很抓狂的片  超爱~有些青涩却有说不出的感觉            
(5星)	 这么经典的剧带给我的感动都不知道该怎么说。我只能说我太喜欢宇凌，简宁了。几乎没不喜欢的。电视看了N遍，书看了N遍。。。几乎台词都记住了。            
(4星)	 小学中学的时候好喜欢看呀，都不知道看过好多遍了，但一直不知道男女主角就是李晨郝蕾。当初郝蕾还拍过叫 好姐妹的 还是两姐妹 的一个电视剧，好想再看看。            
(4星)	 小晨晨            
(NA)	 回忆。            
(NA)	 早恋，我也想啊，就是太晚了            
(4星)	 我就像一艘坦克，爬过一道又一道坎。            
(4星)	 那些青春 还是学校让我们在电影院看的             
(4星)	 当时超级萌李晨            
(5星)	 小学yy未来的电视剧            
(5星)	 当年很喜欢            
(NA)	 有点儿印象            
(5星)	 心中那份曾经却不曾远离的青春，当时我也是高中的年纪超喜欢这片子，从出版的散文到剧本，到后来暑假热播的电视剧，甚至往后的N个暑假重播都没有落下，这片子太有我当时中学生活的反映了，杨宇凌的一切和我太有共鸣了，完完全全的重温着我的青春生活，对这片子的热爱，时至今日依然收藏和寻找着……            
(5星)	 那个时代的电视剧里居然有那么短的校服裙子……            
(5星)	 看的时候还没有17岁~~            
(NA)	 那时候的偶像剧吧~那时萌简宁，哈哈哈~            
(5星)	 最美好的时光，我的年少            
(3星)	 一边看一边回忆高中的种种，差不多只有不开心与混沌度日。真是有点遗憾。             
(5星)	 回忆   多么的可爱又可怕            
(5星)	 李晨那时多青涩啊~            
(5星)	 再没有一部戏让我从小学的时候如此期待高中，如此期待青春。            
(5星)	 好怀念            
(NA)	 超级喜欢····简宁···            
(5星)	 喜欢郝蕾．．．和片子里的青春感觉．．            
(NA)	 记得当年年纪小            
(5星)	 只可惜17岁之后我还是会哭            
(4星)	 年轻的记忆            
(5星)	 回忆啊             
(4星)	 我也曾年轻过            
(NA)	 我真的看过么。。            
(NA)	 不知道为什么有点喜欢            
(NA)	 哈哈哈哈哈这个            
(5星)	 印象中我是先看的剧本版小说。很迷简宁，不是说他长得帅，是那份气质，这么多年了，仍记得他喜欢从容            
(4星)	 小时候看了就很向往             
(5星)	 上初中之前看的，现在研究生就要毕业了电脑里居然还收着这部剧，虽然很少回味了，不过总是很怀念那个年纪的美好            
(5星)	 哎~怀念啊~            
(NA)	 郝蕾真年轻啊！            
(5星)	 我小学看的高中生活 那个美呀            
