http://movie.douban.com/subject/2212156/	家有仙妻
(4星)	 只记得主题曲。。            
(4星)	 只记得赵本山和孙兴了            
(5星)	 美好的童年回忆            
(3星)	 小时候每集都会守候着看，那个手镯好奇妙。            
(5星)	 经典。            
(NA)	 这个更远了不是？            
(4星)	 那个旋律太熟悉            
(4星)	 记忆            
(NA)	 看这个的时候，貌似我还不认识字            
(4星)	 草蜢的歌太经典。             
(5星)	 小时候的最爱 一个家有仙妻一个新白娘子传奇            
(5星)	 我和馍馍一起看的 当时真是疯狂迷恋            
(4星)	 那位公子现在因为那啥被抓了            
(5星)	 小时候好喜欢的呀            
(5星)	 每次听到失恋阵线联盟我都会笑翻~~~            
(4星)	 小时候很爱呀~~~想要那个手镯想要的不得了~~~            
(5星)	 童年的 记忆            
(5星)	 儿时最美的回忆~做着暑假作业 看家有仙妻~            
(5星)	 喜欢片头~~            
(NA)	 好喜欢的            
(5星)	 太经典太经典啦 小学的时候好迷这个电视 配音的效果也很有趣            
(4星)	 这个剧太早了~~我看重播的时候我才上幼儿园吧~~这个剧让我想起小姑奶奶家的基督礼堂和后院的豌豆。长这么大好像就只去过她家那么一次。            
(5星)	 儿时的回忆哈哈            
(5星)	 草蜢的歌算是红了            
(4星)	 看了后对玉镯子总是偏好，总希望也能在跳骚市场或者古玩地摊上淘个什么什么的，念个什么什么的就能什么什么的~~哎~~            
(5星)	 暴露年龄的片子……            
(4星)	 一看到家有仙妻这几个字，那个主题曲就飘到脑子里了- -            
(NA)	 剧情不怎么记得，就是一个镯子和陈天贵的大鼻孔，还有总挨揍的沈公子，但是看的时候妈妈管的可严了，每次看都要被她催着睡觉，那时候觉得这个电视剧太好了，好神奇，那个动作我至今还会呢            
(4星)	   如同當年想要叮當貓一樣，那時也非常想要女主角的那個可以實現一切愿望的手鐲~  澎恰恰真的好丑啊            
(4星)	 记忆~            
(NA)	 好有感觉的歌，好有感觉的人，所有都好有感觉            
(3星)	 最后结局是什么来着？~~            
(5星)	 那時候可喜歡波波了好嗎！！！！            
(5星)	 多经典的片子，天天找镯子带~哈哈            
(4星)	 算是儿时经典吧，没看全，但是主题曲很有感觉。            
(3星)	 莫名觉得有萧蔷的。。。            
(4星)	 童年的回忆呀            
(4星)	 多少年了，都不记得剧情了。            
(3星)	 已经记不清了 小时爱看好像 主题曲就记得哈哈            
(4星)	 哈哈哈哈哈            
(NA)	 小时候看过，不过也全忘完了。哎……时间啊……            
(5星)	 经典            
(NA)	 = =            
(NA)	 小学的时候看的！！超喜欢o(*￣▽￣*)o             
(3星)	 。            
(3星)	 依稀记得貌似很搞笑的            
(4星)	 记忆中的真的很搞笑！！！仙妻很漂亮啊            
(NA)	 她总是，不留下电话号码。。。。XXXXX。。。。多好的主题曲            
(4星)	 草蜢~            
(5星)	 好小的时候看的 ！            
(4星)	 小时候时常幻想自己也有个那样神奇的手环~            
(5星)	 小时候的我好喜欢看这个！！！            
(4星)	 哈哈，小时候很爱来着~            
(5星)	 小时候觉得最好看的电视剧。。            
(3星)	 1990 呀            
(5星)	 我和姐姐最喜欢看的电视剧，我美好的童年            
(4星)	 怀念的味道            
(5星)	 恩，戈伟如实在是漂亮            
(NA)	 也是小时候看的，那时候超爱~~            
(4星)	 童年的回忆啊            
(4星)	 那时候，我希望自己有超能力            
(5星)	 刻录在童年记忆中的电视往事，主题歌都会唱的，多年以后剧情都记不清然而主题歌或插曲总是回荡在脑海里            
(3星)	 他总是只留下电话号码            
(5星)	 “她总是，只留下电话号码。却不肯，让我送她回家~~~~”            
(4星)	 搞笑的            
(5星)	 经典            
(4星)	 一直很想知道他们到底说了些什么 小时候真没听清            
(5星)	 我是有多怀旧！~            
(5星)	 你说我怎么就忘不掉呢！！！！！            
(5星)	 这是我记忆中全家都看的电视剧，当时我很小。            
(5星)	 为什么你们都没看过！这么好看这么经典的你们居然都没看过！！！            
(5星)	 又是一部小时候超爱看的~每次那首失恋阵线联盟一放我就乱开心的~            
(5星)	 小时候最想要那个手镯了~~~            
(4星)	 记忆中还是很搞笑的            
(NA)	 我超级想要那个镯子啊！！！！！！！！！            
(5星)	 神奇的手镯展开了陈天贵和何莉莉的前世情缘~一个个小故事。。。反正经典的就是不能取代的，这是记忆里的味道！            
(4星)	 童年            
(5星)	 长大才知道，戈苇如不止脸长得漂亮            
(5星)	 很小的时候超级爱看,主题曲始终在我脑中            
(5星)	 一直没看完，一直等这点是准备把它看完，一直想要这个手镯。一直忘不了那个片尾曲、。            
(5星)	 澎恰恰，，，哈哈，记的这个名字            
(NA)	 我想要她的玉镯子            
(4星)	 只有回忆            
(4星)	 以前··我会拿我妈的玉手镯来念咒语··            
(4星)	 哈哈 歌~            
(5星)	 今天无聊了，mark老片大接龙            
(NA)	 这个我肯定是看过，但完全一点印象都没有...            
(5星)	 孙兴啊……            
(NA)	 帅哥孙兴，痴女白冰冰，深刻的记忆啊，觉得莉莉和沈公子的媳妇好漂亮啊，现在听到草蜢唱的主题曲都高兴不已，我真的老了，看的电视剧都是文物了，20年前的事情居然还记得            
(4星)	 彭恰恰的那个吉他弹唱。。。哎哟，真是不错！            
(4星)	 那年头，梦想就是有个镯子。。。            
(3星)	 好久都没看过了            
(5星)	 那年我好小，那手镯啊            
(5星)	 多想有这样一个手镯呀，还有《失恋阵线联盟》的主题曲            
(4星)	 好想要那个镯子            
(4星)	 貌似当时很爱主题曲~还小啊            
(3星)	 很多年前看很喜欢，现在不会看了。            
(4星)	 “这是几？”“1”“错，笨蛋，100.”            
(5星)	 哈哈哈，澎恰恰，我倒            
(5星)	 爱死了 小时候的梦想啊            
(4星)	 小时候躲被窝里偷偷看的            
(4星)	 只记得一个手镯            
(5星)	 多一星敬我那一个个笑得皮开肉绽的夜晚！鼻孔大叔和臭皮！她总是留下我的电话号码，她总是只留下电话号码·······            
(NA)	 人森第一部电视剧？            
(5星)	 经典。哈哈哈            
(4星)	 我喜欢镯子。。。。            
(4星)	 应该是五颗星 可是没完整的看过 可惜!所以给四星。            
(5星)	 天天梦想要她的手镯!            
(3星)	 小时候很喜欢的            
(5星)	 最喜欢的是沈公子，哈哈            
(5星)	 有谁没有看过吗            
(5星)	 小时候寒暑假的最爱啊！当时天真的我多么希望自己也能拥有内神奇的镯子呀！            
(4星)	 当年每个小姑娘都希望能有的许愿手镯吧            
(5星)	 我那一去不复返的童年咯 她总是只留下电话号码...现在还记得那个主题曲呢            
(5星)	 就记得有个长得像河马的蹦恰恰            
(5星)	 他总是 要留下电话号码~~            
(NA)	 手镯啊。。。            
(5星)	 今天一口气添加了这么多老电视剧，才发现原来我的生命曾经用了那么多时间来看电视剧啊，哈哈哈            
(4星)	 哈哈            
(5星)	 还想看哎~            
(3星)	 那个手镯是我儿时梦想的东西啊            
(3星)	 沈公子~            
(4星)	 狂爱失恋阵线联盟啊！p.s.小时候深深的被澎恰恰的鼻孔震慑住了            
(5星)	 难得的赵本山不像赵本山但水平没降低的片。以当年的水准来凭，很不错了            
(NA)	 那小时候不是羡慕嫉妒恨噻~            
(5星)	 喜欢第一部~才知道男女主演叫什么……            
(4星)	 回忆            
(3星)	 蛮神的一部剧，在电视上看的            
(4星)	 那男猪真的是很丑 … 在那个时候看这部很有感觉，重头看的话 … 已经失去那种感觉了            
(4星)	 小时候超喜欢看 为什么现在没重拍？            
(3星)	 当时觉得家有仙妻很2= =#            
(NA)	 给我一手镯 还记得阿贵的袜子            
(5星)	 自从看了这个，我就经常做梦自己拥有那个镯子。。。            
(3星)	 小时候看的，不记得了            
(5星)	 至今听到那首歌都让我热血沸腾            
(5星)	 童年的经典~            
(5星)	 这是多么经典的剧啊~~和我妹两人携手看完的，学会了此生第一句咒语：哦马利马力轰……            
(4星)	 神奇的手镯，我现在对玉镯无比有好感就是因为这个。            
(NA)	 小时候看感觉很神奇！            
(5星)	 就是搞笑啊。            
(4星)	 她总是只留下电话号码，从不让我送她回家。。。            
(5星)	 就记得那个玉镯子，还有里边的歌儿            
(5星)	 其实我不太记得了。。但是记得好像蛮好看的-_-            
(4星)	 灯等灯 蹬蹬 等灯灯~            
(4星)	 依然小时候的爱            
(3星)	 小时候也想着有个这样的玉镯，哈哈            
(5星)	 我喜欢草蜢的歌            
(4星)	 还是小学时候看的呢~~当时觉得女主角特像我小学一同学~~            
(5星)	 太喜欢那个玉镯了！            
(NA)	 到现在我还想要个何莉莉的手镯            
(5星)	 最早的台剧了，很搞笑，经典            
(NA)	 没看过结局耶            
(NA)	 欧天天天，这部剧，我当时是有多喜欢啊！！            
(NA)	 失恋联盟            
(4星)	 对主题曲倒是印象深刻呢            
(5星)	 从那时侯开始喜欢林以真一直到现在            
(4星)	 以前小时候电视台播放的一部经典电视剧~只是结尾已经不记得了~当时就幻想要是能有那么一个神奇手镯该多好~            
(NA)	 小时候看的笑翻过去的电视剧            
(4星)	 那时就觉得沈公子老婆最漂亮 现在看起来还是很年轻啊！            
(3星)	 阿贵            
(5星)	 一只玉镯子…            
(4星)	 总是记得隔壁邻居小姐姐丽丽带着个手镯子 装模作样的说：我是丽丽哦 我会变的哦。            
(3星)	 只记得那只手镯            
(5星)	 记忆中的经典。。。            
(5星)	 啊哈哈哈~~~这可以算是我人生中看的第一部剧伐？？虽然情节什么的记不太清了哈。。。            
(3星)	 儿时，守在电视机前看的一部具有传奇色彩的电视剧            
(NA)	 小学时？            
(5星)	 暑假没完没了的看            
(4星)	 当年啊当年            
(5星)	 这是魔幻的种子~~            
(4星)	 童年，经典的喜剧            
(4星)	 哈哈            
(3星)	 天灵灵，地灵灵，再来一支冰欺凌。            
(4星)	 不错~！            
(4星)	 她总是只留下电话号码，从不让我送她回家            
(4星)	 小时候非常想买一个手镯然后还要很迷信的念念有词……太可怕了这不是被洗脑的表现吗            
(4星)	 当年乐死我了            
(4星)	 阿贵~            
(4星)	 草蜢的歌配上太赞啦..!            
(5星)	 回忆。再次证明我爱魔法&gt;&lt;            
(4星)	 哈哈经典的台湾喜剧            
(NA)	 小时候回忆            
(5星)	 小时候超级喜欢这个的            
(5星)	 从三岁开始，放一遍看一遍··········            
(4星)	 手镯……            
(4星)	 小时候那个爱看啊~            
(5星)	 真的，孙兴越来越残了            
(5星)	 1990年            
(4星)	 小时候自己在家 偷摸看的.. 我也想有那样的手镯··            
(5星)	 小时候一直相信有那样的魔法手镯            
(5星)	 里面有豪哥            
(4星)	 我自己都不记得什么时候看的了，只记得笑了很多。            
(NA)	 男猪脚484，是爱情有点蓝的那个和马娅舒在海报上的人哇，，在杭州坐公交，都是这剧鸟，，连看的欲望都木有了            
(NA)	 其实印象更深刻的是主题曲            
(5星)	 我们这么在乎她，却被她全部抹杀。            
(4星)	 小时候看的，当时很喜欢，现在没有太多的记忆。            
(3星)	 因为那首主题曲  虽然都已经不知道这部戏讲什么但是主题曲永远忘不掉哈哈哈哈            
(3星)	 原来也是出生那一年            
(5星)	 好想要那个玉佩和手镯啊！            
(4星)	 看的时候还很小，记得还可以吧= =            
(3星)	 经典            
(5星)	 哈哈哈，那个主题曲～            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(NA)	 戈伟如真漂亮            
(NA)	 好像有那个镯子啊            
(NA)	 谁不想分那份奇迹            
(4星)	 希望自己也可以有那样的手镯            
(5星)	 小时候做梦都是这玩意。。。            
(3星)	 嘿嘿 那时候看得很欢乐            
(3星)	 都快不记得了            
(5星)	 这个爱的！还想看一遍            
(5星)	 嘿嘿，这个题材小时候觉得好新颖的            
(3星)	 当时铺天盖地都是这个 没有其他娱乐生活的我们            
(4星)	 我妹：“姐姐姐姐，我看了一个很好看的连续剧～～～～叫魔镯！”            
(5星)	 嗯，当年好喜欢~            
(4星)	 他总是~只留下电话号码~~             
(5星)	 不过还是喜欢萧蔷演的第二部            
(5星)	 阿贵～            
(4星)	 很小很小时候看的~~都快忘光了，只记得好看            
(3星)	 好小时候看的了..            
(4星)	 小时候看的，觉得很有意思。            
(5星)	 小时候看的，只记得很好看……我要再看一次            
(4星)	 小时候的爱~~            
(5星)	 那个时候觉得这个电视剧已经很前卫了…            
(5星)	 哈哈哈~小时候就好喜欢看~            
(5星)	 小时候多爱看呀            
(NA)	 啊哈哈，我小时候看的很欢            
(5星)	 小时候特别爱看            
(4星)	 哈哈~            
(5星)	 小时候超爱看            
(5星)	 小學極度熱衷，睡晚晚就爲了等這劇            
(3星)	 小时候好喜欢看＝w＝            
(NA)	 欧西欧欧母加~            
(3星)	   记忆中很喜欢            
(4星)	 绝对迷。            
(3星)	 小時候看過﹐就知道那只琢子            
(5星)	 非常有意思            
(3星)	 好小的时候看的。            
(5星)	 小学时候狂追，那时候觉得很搞笑。还记得最后一集播出时发生的事            
(4星)	 小时候经常不做作业看这个。。然后幻想有个魔术手镯帮我把作业都做了            
(4星)	 他总是 只留下电话号码~            
(5星)	 就记得当中放的广告  TOP            
(4星)	 以前很喜欢看。            
(4星)	 不记得剧情了已经= =+            
(4星)	 当初觉得好神奇好搞笑哦。            
(4星)	 欧主题曲深入人心            
(5星)	 就冲这首歌也要五星。            
(3星)	 很早之前的，都快忘了，当时蛮喜欢            
(5星)	 何莉莉和阿贵            
(4星)	 几个老演员物是人非啊，但是那个手镯现在想想，绝对是C货            
(5星)	 嗷嗷嗷~居然现在才想起这部剧，太欢乐了太欢乐了！沈力气神马的！            
(4星)	 好怀旧!            
(5星)	 2部都看了，小时候很爱看的            
(4星)	 虚幻+搞笑            
(NA)	 小时候的最爱            
(5星)	 好搞笑的一部经典剧 。            
(NA)	 他总是只留下电话号码 却不肯让我送她回家。。。            
(5星)	 老好看的，我好喜欢戈伟如小姐            
(5星)	 好看            
(5星)	 很好玩的，看看蛮开心            
(5星)	 神奇的手镯啊！            
(4星)	 神奇的手镯，小时自己也会双手合十，努力让愿望变成现实，是什么愿望呢，已经不记得了            
(3星)	 轻快的歌曲            
(4星)	 现在还记得主题曲的旋律            
(5星)	 记得当年看这个片子的时候笑到不行呢~呵呵~不得不说到现在孙兴依然宝刀未老！            
(5星)	 能够跟小时候联系在一起的东西，记忆里最后都变成了最好的。            
(3星)	 已经不记得讲的什么了            
(5星)	 当年也想要这么一个镯子            
(3星)	 虽然有时候有点小慌，但是还是很好看的闹            
(4星)	 很喜感            
(4星)	 http://movie.douban.com/subject/2212156/?interest=collect&amp;ck=7b7_            
(5星)	 大鼻孔的陈天贵            
(4星)	 儿时的经典^^            
(5星)	 哈哈 好怀念~            
(5星)	 看完这个后，我就幻想自己手上戴着的塑料镯子也会那么神奇。。。            
(4星)	 那时候就希望有个有魔力的镯子~哈哈            
(5星)	 这部不用多说早已是一代人心目中的留恋了把            
(5星)	 经典~~~~~~~~~            
(5星)	 memory，只剩感觉            
(4星)	 小时候天天等着看这部剧，结果没放完，电视台就不放了。。。            
(5星)	 小时候看的电视剧，以前也好像要那样一只手镯丫！            
(4星)	 欢乐            
(5星)	 这片超级逗，那个时候熬夜偷摸看啊~~何莉莉那个超能手镯特别想拥有。陈天贵逗死了，喊那句噶么噶么噶~~~还有潇洒的沈公子，孙兴那个时候真帅啊~记得有一集沈公子她老婆穿日本和服拿把小扇子遮住脸，色诱沈公子，结果放下扇子。那个脸啊涂了好几层粉跟女鬼似的~~笑死我了！！            
(4星)	 当年又一最爱            
(5星)	 童年的最爱呀！            
(4星)	 小时候的记忆            
(NA)	 哇!~老经典!~怎么我记得女主角是萧蔷啊~            
(4星)	 小时候一直觊觎那个手镯……            
(5星)	 对小孩子来说 太真实了。。。            
(NA)	 有着我童年的梦想与记忆            
(5星)	 太久了，都记不得了，但是歌还是悠远流长啊            
(NA)	 忘记了，很童年            
(5星)	 依稀记得很搞笑，童年的欢乐            
(4星)	 好老的片子啊。。。。            
(4星)	 太欢乐了~            
(4星)	 好怀念            
(4星)	 童年的回忆            
(5星)	 小时候的爱~~            
(NA)	 小时候在外婆家和姐姐一起看的……姐姐一路笑，吾却找不到笑点= =||            
(3星)	 主题曲很好听            
(3星)	 只记得那首歌了            
(5星)	 忘得差不多了            
(4星)	 失恋阵线联盟。。。主题曲很给力啊            
(4星)	 一部承載著童年記憶的電視劇~            
(NA)	 已经遥远到记不起剧情了            
(5星)	 回忆            
(5星)	 好想在重温一遍啊！            
(3星)	 我觉得一般。。            
(5星)	 充满想象力            
(NA)	 隐约记得一些= =好像小时候看哭了……            
(NA)	 她总是只留下电话号码....            
(4星)	 好怀恋好怀恋嗷嗷~~于是又找出来看了一篇。和小时候的记忆一样的美好！~~o(≧v≦)o~~            
(4星)	 当时觉得孙兴真搞笑            
(4星)	 不知道孙兴怎么出名的就看看这部剧吧            
(5星)	 噔噔噔、噔噔噔，噔噔噔噔~~太经典了，要现实中真有仙妻就好了            
(5星)	 我有一个一摸一样的镯子，真的，看这个剧第一次知道什么叫人长得喜庆，他们几个就他妈是为喜剧而生的            
(4星)	 失恋阵线联盟            
(4星)	 那时谁不想有那只镯子            
(4星)	 还想看一遍==              
(4星)	 喜欢沈公子的老婆那时候看惊为天人啊！            
(5星)	 对沈公子印象最深            
(4星)	 不灭的记忆            
(4星)	 当时觉得很好看的哇            
(5星)	 哒哒哒 哒哒哒哒哒哒 哒哒哒 哒哒哒哒哒哒            
(4星)	 澎恰恰，你现在过的还好吗？我们这代人都长大了            
(4星)	 小时候觉得很神奇呢~            
(5星)	 怀念~~澎恰恰~女主角干嘛去了呢~何莉莉~~            
(3星)	 歌            
(5星)	 印象最深的竟然是彭恰恰 那个大大的鼻孔  呵呵            
(5星)	 小时候的经典！！！            
(3星)	 她总是只留下电话号码，却不肯让我送她回家，听说你也曾经爱上过她，也曾经爱的无法自拔嗯嗯，歌词就先背到这里            
(5星)	 林以真很漂亮，澎恰恰很有喜感，戈伟如真的很美......            
(5星)	 童年时美好的回忆            
(5星)	 哇  以前很喜欢看啊            
(4星)	 我好想要那只玉镯！哈哈，孙兴除了锦毛鼠白玉堂之外就没什么成功的角色了，这部还可以！            
(4星)	 那个手镯送我吧送我吧&gt;3&lt;            
(4星)	 很好笑            
(4星)	 还是我娘说..........好吧我是孝子。            
(5星)	 貌似这是我记事以来看的第一部片子。。。            
(5星)	 可惜记不清具体情节了            
(4星)	 当年的大热            
(5星)	 我看过 我看过            
(4星)	 四星半。估计这是我喜欢的第一部台湾现代戏，也是第一部让我笑地抽筋的电视剧。小时候一直梦想着也有这么一副手镯，拥有魔法。还有搞笑的剧情。我可是没少笑。还有阿贵虽然很丑，但是真的不讨厌，他唱的那首闽南歌，我时不时还会哼几句。萧蔷那个第二部真是无法与之相提，更别说并论了。烂死了。            
(3星)	 具体情节忘记了，现在才知道那首失恋阵线联盟            
(4星)	 神奇的手镯            
(4星)	 为了看这个, 天天晚上要等到特别的晚,第二天早上起不来,上学总是迟到            
(5星)	 这么在乎她            
(4星)	 我想要那只手镯～            
(4星)	 遥远的回忆~有点儿模糊~            
(5星)	 童年啊            
(4星)	 完全不记得剧情，只记得片名。但就是这样，我也愿意给四颗星~            
(5星)	 沈公子 啊哈哈            
(4星)	 原来台剧也曾经有不狗血的时候~            
(NA)	 小时候很喜欢的一部剧。。还有孙兴版的花木兰            
(4星)	 哇哈哈~~这个当年好经典            
(4星)	 我要手镯，我要许愿，我要中五百万！！！            
(5星)	 到现在都很喜欢，还有草蜢的那首歌。            
(4星)	 童年的回忆啊，她总是留下电话号码……            
(4星)	 我也想要个那样的手镯            
(4星)	 多经典的一部片子，童年美好的记忆            
(4星)	 小时候我也想要一个！            
(5星)	 失恋阵线联盟            
(5星)	 陈天贵真的很有夫妻。娶了这么漂亮一媳妇。            
(4星)	 这童年的回忆啊            
(3星)	 我也想有个镯子。            
(3星)	 那啥，其实我已经几乎完全记不得剧情什么的了囧            
(5星)	 经典~            
(4星)	 小学时，看过。当时很红            
(4星)	 好怀念啊好怀念            
(NA)	 那是是童年呀。            
(4星)	 失恋阵线联盟na~~            
(5星)	 当年超爱，主题歌到现在都爱听。第二部不是很好看。伟茹是大美女。            
(5星)	 小时候我很喜欢看的~            
(5星)	 我以前小时候老念呢句咒语来着。。只要我许愿。。            
(NA)	 我爱你阿贵！            
(4星)	 内歌~            
(5星)	 小时候非常爱看            
(4星)	 真的超爱的！            
(3星)	 还整天给我妈唱那个歌儿            
(5星)	 小时候就想娶一个这样的媳妇！            
(4星)	 我也想有那样的手镯            
(5星)	 澎恰恰忒销魂了··沈公子太扯了             
(2星)	 看了倚天屠龙记，带着对光明左使的幻想看这个，结果发现杨逍原来是这么个恶心男。。。            
(5星)	 童年时看的连续剧，充满幻想。            
(4星)	 印象中就是闹啊闹啊～～搞笑，还有那经典的音乐            
(5星)	 经典！            
(5星)	 小时候很爱看的.            
(5星)	 小学一年级看的            
(4星)	 我靠！小时候的经典啊……想起主题歌就想起童年啊~~            
(3星)	 草蜢的什么歌。。。            
(NA)	 小时候最爱看的沈公子和何莉莉 哈哈 也希望自己有那么个神奇的手镯能实现很多很多愿望            
(2星)	 Long Long Ago……            
(4星)	 常爱去路边卖假货的珠宝店看看有没有那个手镯。。。            
(4星)	 小时候看过好多遍的电视剧            
(4星)	 一直幻想我也有那样的玉镯。            
(4星)	 好看哦            
(4星)	 歌曲很好听            
(NA)	 那是最爱的连续剧就是这个，还有追妻三人行。每天放学回家，都会以脱缰野狗之势飞奔回家。就是为了从片头曲开始的细细品味            
(4星)	 不解释~            
(5星)	 主题曲经典~~基本内容都忘了，但就是好            
(NA)	 好小好小的时候看的  我后来都以为自己是做梦            
(3星)	 小时候的电视。            
(5星)	 想当初上小学的时候死活也要看。。            
(4星)	 梦寐以求的镯子            
(4星)	 看的第一部台湾喜剧            
(5星)	 童年的回忆啊            
(5星)	 非常经典的电视剧，我们永远的温馨回忆！            
(4星)	 回忆回忆            
(4星)	 呵呵 经典。            
(4星)	 那个时候觉得好好笑            
(5星)	 神奇啊            
(3星)	 小时看过，记忆深刻            
(3星)	 多年前的，仍印象深刻啊。            
(5星)	 小时候觉得好好神奇的哦            
(4星)	 耐看。            
(5星)	 小时候的最爱~超级搞笑的~我也好想有个这样的手镯哦~            
(4星)	 太久了，            
(5星)	 当初觉得戈韦如哈好看呀~            
(5星)	 他们真是很多年没见了。。            
(5星)	 剧情我都记不清了，就记得当时被逗得一直笑。。。失恋阵线联盟，经典            
(4星)	 小学时代最爱的电视剧之一，那时好想也有一个神奇手镯，也会问它同样的问题，未来老公会是是谁呢？            
(4星)	 小时候每天做完作业之后最轻松的美好回忆，片尾曲最清楚，林志颖满身阳光跳入我们的视线。            
(5星)	 其实我的笑声也不小。。。            
(3星)	 。。            
(4星)	 。。。            
(5星)	 很热闹的片子，小时候觉得特好笑。里面何莉莉的神奇手镯让我们这帮小孩非常羡慕哦！也经常会模仿何莉莉夸张的笑声，很好玩！那个傻傻的阿贵和油头滑脑的沈公子真是一对活宝，超级搞笑啊！还有主题曲也很好听！真是充满了童年美好的回忆！可惜现在看已经没有当初感觉了。人越长大心态果然越老了。            
(4星)	 看了家有仙妻，儿时的我也很想有只神奇的手镯啊！            
(4星)	 有本山大叔            
(NA)	 幼儿园看得，不懂那时候怎么那么迷它             
(5星)	 小时候还没上学就看过的，好搞笑的说~~            
(3星)	 我还会唱主题曲呢            
(3星)	 笑爆了，没看完            
(5星)	 不太记得具体..但是记得那个可以实现愿望的手镯..和比萧蔷漂亮的戈伟如            
(3星)	 够热闹的            
(5星)	 主题歌真经典            
(NA)	 好古老。。。 。。。            
(4星)	 主题曲令我印象深刻啊            
(5星)	 魔力镯子！            
(5星)	 每次播我都看            
(5星)	 童年的大爱。。笑翻！            
(4星)	 童年的回忆            
(4星)	 好想再看一遍，小时候读书看不全            
(5星)	 那个主题曲好好听的嗦！！！！            
(5星)	 时光啊。            
(3星)	 歌好玩            
(5星)	 忘了具体故事了，就记得很喜欢。。。            
(4星)	 小时候可是相当HLL喜欢过！            
(5星)	 超搞笑。美女+贱男。戳中萌点的怀念。            
(4星)	 我好像还是喜欢沈公子那一对来着。            
(4星)	 不太记得剧情了，只是记得当时想：如果有一个人和男主一样，很努力的爱着一个人，即使她不记得他，即使一直在后面仰望，那该多美好            
(5星)	 超喜欢看，那只手镯～哈哈            
(4星)	 澎恰恰的大鼻孔            
(5星)	 好小的时候看的..都不太记得了            
(4星)	 小时候觉的很神奇~            
(5星)	 何日君再来            
(4星)	 小时候的电视。            
(5星)	 经典之作啊~现在想起来都与犹未尽~~            
(4星)	 情节不大记得了            
(4星)	 小时候超喜欢看的……            
(4星)	 唯一的印象是当年看了一半睡着了 醒来一看在放动物世界之类的节目 那时才几岁 我都不记得了            
(4星)	 记忆中不错            
(NA)	 学前班。。必看。。            
(2星)	 我记得我看过的 真的            
(NA)	 还记得那首主题曲            
(5星)	 好想要那个手镯T-T            
(4星)	 当时那个年纪觉得超级好看的片子~            
(4星)	 男主角超搞笑～            
(4星)	 主题曲太经典了，整部剧非常清松            
(4星)	 小时候喜欢这个  觉得真神奇 真有意思            
(NA)	 只记得主题曲。。。小时看的，哪还记得啊。            
(4星)	 初中时代，天天看的很晚            
(4星)	 当时很经典            
(5星)	 哈哈，童年记忆了            
(4星)	 一去不复返的童年啊！            
(5星)	 孙兴太帅了。。            
(4星)	 为什么最近那么想回看呢。。不要BS我。。            
(5星)	 最喜欢这部剧里面的孙兴-。-            
(5星)	 以前的萌剧啊，好想也有一个那样的镯子            
(4星)	 小时候觉得孙兴好帅啊，他女友好靓啊，比主角那一对漂亮太多啦            
(5星)	 童年回忆            
(5星)	 亮点是主题歌            
(5星)	 主题曲很经典            
(4星)	 那时应该是第一次接触台湾剧吧            
(4星)	 失恋阵线联盟            
(5星)	 一直希望有个魔法玉镯~            
(3星)	 搞笑啊。。印象深刻啊。。台剧呵呵。。80后怀念。。            
(5星)	 哈哈 哈哈 哈哈哈哈            
(NA)	 戈伟如真是绝色啊            
(3星)	 读初中时看的，只记得阿贵特丑，尤其是两个大鼻孔……            
(NA)	 嘿嘿~~小时候最爱看的片子之一耶~~            
(4星)	 记得手镯断掉了            
(4星)	 N久以前看的            
(5星)	 小的时候喜欢学女主角的笑法~            
(5星)	 哈哈~想当年啊            
(4星)	 无聊的时候看看挺好玩的。            
(5星)	 太好看了  这是多小的时候看的啊  。忘不了  萧蔷 得瑟说 ：我也不知道啊  我想长发，它就长了。            
(5星)	 小时候的我还以为世界上真有那样的镯子存在呢~~~主题曲现在还能随口哼出，经典就是经典啊~~~~            
(3星)	 小时候还傻傻地看了            
(4星)	 很好看，當年笑翻了            
(4星)	 超搞            
(4星)	 沈公子，偶一直没有看到大结局也~            
(5星)	 童年往事 捏哈哈哈哈  噔噔噔 噔噔噔噔噔好吗。。。那歌啊- -···            
(5星)	 天灵灵，地灵灵，再来一支冰激凌~            
(3星)	 始终不知道结局。。            
(4星)	 小时候看过，挺搞笑的。            
(4星)	 小时候看这个很开心的            
(5星)	 到现在还记得何丽丽那个手镯～小的时侯懵懵懂懂，大了才知道爱情是这么无奈，不是守在你身边的人对你好你就要喜欢他的            
(3星)	 她总是只留下电话号码 　　从不肯让我送她回家 　　听说你也曾经爱上过她 　　曾经也同样无法自拔 　　你说你学不会假装潇洒 　　却教我别太早放弃她 　　把过去全说成一段神话 　　然后笑彼此一样的傻 　　我们这么在乎她却被她全部抹煞             
(4星)	 当时觉得好好看  好神奇            
(5星)	 主题曲~~！            
(4星)	 小时候好羡慕那个手镯哦~~~            
(4星)	 童年的记忆 童年的台湾片            
(NA)	 以前总是凌晨才放！郁闷呢            
(5星)	 小的时候好希望自己可以有一个具有魔力的手镯            
(NA)	 我老婆怎么没有那个手镯。。。            
(4星)	 伴我度过童年的电视剧啊，让我一度抱着能有个镯子的梦想，啥都不说了，这是俺心里永远的经典            
(4星)	 这个搞笑。。。            
(5星)	 看过多次重播都不厌倦。            
(NA)	 我怎么就看过那么多连续剧呀~            
(4星)	 紫色的袜子，至今很深刻            
