http://movie.douban.com/subject/2249496/	公主小妹
(2星)	 这是我唯一看完的偶像剧  到最后是强迫自己善始善终的             
(4星)	 够华丽~~~~            
(1星)	 好无聊的剧情，好烂的演技。            
(4星)	 我喜欢不仅是因为主角问题，更多是这部电视剧在我那段时光出现，所以我重复看只是看我的回忆。与剧情无关            
(3星)	 那个 我原来也喜欢过吴尊…            
(4星)	 喜欢里面的演员            
(4星)	 很养眼就对了            
(4星)	 吴尊好帅~            
(3星)	 太短了，结束的很突兀，感觉没什么内容            
(3星)	 完全冲着两主角去的。尤其是涵涵。哎呀我好喜欢她。大二的08年上半年时期用手机看完。            
(3星)	 快到结局的时候不想看了。真不现实            
(2星)	 雷            
(2星)	 太做作            
(2星)	 除了道具，其他无语。            
(3星)	 男女主角长得比较好看            
(3星)	 看在吴尊的份上            
(3星)	 华丽            
(2星)	 挺傻的一部剧，演员的演技也差……除了吴尊比较帅之外，不知道有啥值得看的地方了~            
(1星)	 不知所云的电视剧，倒是卓文萱挺可爱的。            
(2星)	 看到后面实在是看不下去了。。。            
(4星)	 一天看完的哦····            
(4星)	 演得挺好的~又一个童话            
(3星)	 有点无聊不过还行            
(1星)	 好吧，这样梦幻弱智白烂到极致的剧，我实在不想承认自己看过，but，我的确看过，虽然没看完，神，原谅我那段无聊到抓狂的日子。。。            
(3星)	 剧情很弱智！不过可以看看吴尊~            
(NA)	 很虚渺。应该是万千少女的梦想吧。            
(4星)	 超假，但我还是追着看了，唉，我手贱            
(3星)	 !            
(NA)	 没看完            
(2星)	 也许只能说拍的太快...            
(3星)	 大房子 豪华车 贵族学校 大家都幻想过的童话故事 只能通过看电视剧实现了 但是看过之后觉得实在是很假 台剧 纯属娱乐罢了            
(4星)	 只因为吴尊            
(NA)	 本世纪最扯的偶像剧。。。。。            
(4星)	 喜欢彩诶            
(3星)	 冲着颜。。。            
(4星)	 我曾经疯狂的看偶像剧            
(4星)	 虽然情节有点俗 但是豪华的背景和阵容还是可以看看            
(3星)	 三颗星，是给辰亦儒的            
(3星)	 就是情节实在是太假了            
(3星)	 纯粹是小孩子的公主剧            
(2星)	 无聊剧情，俗滥演技成就了这部剧            
(1星)	 不喜欢吴尊            
(3星)	 越看越沒勁            
(1星)	 吴尊，你怎么能拍如此垃圾的偶像剧            
(3星)	 太无聊没电视看，就看这个            
(4星)	 嗯， 吴尊长相出类拔萃..王子-0-            
(2星)	 辰亦儒的衬衫还不错。            
(1星)	 垃圾            
(3星)	 真正的偶像剧。            
(NA)	 奔着帅哥去的            
(4星)	 还算清新，只不过同样蛇尾。            
(4星)	 sh在里面很漂亮的说            
(1星)	 无趣死掉···            
(NA)	 俗人~            
(2星)	 二星，一颗给开瑾，一颗给璘。            
(3星)	 又是老套的剧情            
(3星)	 公主与王子的爱情，情节虽然老套，但是女孩能从中看到梦想实现的美好~            
(3星)	 看看男女主角就行了。。。            
(3星)	 养眼的一部剧            
(1星)	 不知所谓。            
(3星)	 一開始還挺感興趣……到最後整個就放棄了不過結局還算可以            
(2星)	 ai yo yo            
(3星)	 张韶涵比林依晨顺眼多了            
(NA)	 完美            
(2星)	 除了看帅哥，没有其他必要看的可能            
(3星)	 么感觉……            
(NA)	 为了帅哥...唉...            
(4星)	 喜欢的演员太多啦～～！！            
(2星)	 我，简直想打一星！！！！            
(2星)	 巨傻。。我干嘛看这个。            
(2星)	 不怎么样，觉得认识了几个新人而已~~辰亦儒真是超级奶油~~            
(3星)	 真的完全就是冲着吴尊去看的，没有什么太深的印象，最后的感觉就是吴尊真的是美男啊，呵呵，好像给人的印象也太浅了~            
(2星)	 多么的俗套啊            
(3星)	 就看过一点点~~感觉吴尊蛮帅的~~            
(1星)	 我实在没能撑过一集……            
(2星)	 无聊            
(3星)	 纯粹地养眼            
(2星)	 看到第五集，实在是看不下去了。不得不说编剧实在很差。            
(3星)	 这个三星是道具分- -             
(3星)	 剧情不大很现实            
(3星)	 真的是公主。            
(NA)	 08.4~~ 华丽些而已~~            
(1星)	 噢...更假！            
(1星)	 哎.......无语            
(3星)	 那个话说，我看到最后实在失去耐心了            
(3星)	 主要是排场和演员            
(3星)	 里面有些对白很搞笑~            
(4星)	 ，我很喜欢；从这部片子，对辰亦儒从觉得长得不好看到，这种男生真的很迷人；呵呵，(*^_^*)            
(4星)	 说话的腔调都有点怪哦。。            
(NA)	 受不了            
(3星)	 唉  这些剧都很难让人记住的            
(3星)	 贵族校园            
(3星)	 很搞笑啊。。吴尊还真的很帅哦。。笑得时候。。更那个啥啦。。哈哈            
(NA)	 挺无聊、、、            
(3星)	 没有原版漫画好看啊            
(NA)	 很一般，。他们的演技            
(2星)	 不好看~            
(NA)	 假            
(3星)	 標準的台灣偶像劇。華麗包裝童話情節。浪費了張韶涵的演技啊。            
(3星)	 俊男美女演绎童话般的故事            
(1星)	 让我对张韶涵失望。。。            
(1星)	 超傻            
(NA)	 沒看完。。。俗辣。。。            
(4星)	 典型的王子公主剧。            
(4星)	 张韶涵~~            
(3星)	 看了几集就没有看下去了，感觉有点弱            
(3星)	 很假！只是向往皇浦家族的那一套豪宅            
(NA)	 还是喜欢angela唱歌            
(3星)	 我果然是不适合看台剧，即使有帅哥美女也让我昏昏欲睡            
(2星)	 一群人在玩无聊的游戏。。。            
(3星)	 恩，现代灰姑娘版....不过就是有点不太符合现实思想...总的来说还是看得过去            
(2星)	 果然不好看,我在电视上零零碎碎地看了一点,真的不好看...            
(3星)	 养眼！            
(3星)	 虎头蛇尾，莫名其妙            
(2星)	 为什么要让张韶涵来撑台面啊，太假了            
(2星)	 剧情完全没有意义            
(NA)	 发现吴尊长得帅！！            
(2星)	 誇張的有點離譜。。。            
(3星)	 泡沫中简单的据情            
(3星)	 一般般，不用动脑子，很搞笑            
(3星)	 爱做梦            
(4星)	 却是标准的偶像剧            
(3星)	 场面还行,演技一般,典型台湾偶像剧...            
(1星)	 无聊时候看看还不错            
(3星)	 剧情 垃圾            
(2星)	 落俗            
(2星)	 看似不现实的生活,却讲述了一个真实的生活理念            
(3星)	 结局很怪            
(3星)	 吴尊好帅...            
(NA)	 第一次希望自己是被抱错的...            
(NA)	 耶            
(2星)	 嗯，就看吴尊和小麦她爷爷来着，森川管家也还行，就是很小的配角还挺有喜感，但是一堆重要的男配、女配明显没有偶像气质嘛。            
(2星)	 我只能无语了．弱智又脑残啊～～            
(NA)	 吴尊好帅的啊~~            
(NA)	 看这个纯属发疯            
(5星)	 南风瑾温柔的眼神。温暖的笑容。为梦想的坚持和执著。一切的一切。深深打动着我。让我着迷。            
(NA)	 公主小妹 台湾偶像剧            
(5星)	 公主王子唯美搭档            
(1星)	 大爱吴尊。            
(NA)	 浪漫的有点过            
(3星)	 唉~就那样。。。            
(3星)	 吴尊很帅！亦儒很帅！            
(3星)	 看过点点。            
(2星)	 因为男帅女靓我追了几集，实在是受不了这种剧情，放弃了            
(NA)	 这部剧看了有点失望啊，没想象中的那么好看            
(3星)	 结尾太快。。。            
(4星)	 王子与公主。帅哥与美女。永远不落伍。            
(1星)	 剧情烂到不知道说什么好了……除了吴尊的脸找不到坚持看下去的理由……            
(3星)	 偶像剧.            
(NA)	 所有这种偶像剧都落得看一半的下场……            
(2星)	 = =有钱是很有钱啦...            
(3星)	 看了一遍...            
(5星)	 童话般美好的故事，我喜欢！            
(NA)	 2008年初。在等待《梦幻天堂》更新的间隙看的。吴尊其人，到是一个非常得体的有贵族气的男小省，张韶涵也是一个努力的演员，可是，这部戏不是一般的白痴，而且，吴尊实在没有体现什么演技之类的，也没有把他俊美的脸孔好好展示。。。可能我还是不太喜欢过于奶油的男孩子，所以，我不推荐这部。而且我也很后悔花了时间在上面            
(NA)	 少男少女杀手            
(3星)	 坚持看完只为吴尊张韶涵            
(NA)	 有点幼稚，不过我只看吴尊            
(2星)	 我做梦都不敢想            
(3星)	 结局有点茫然！全是冲着靓男美女去看的~            
(2星)	 要不是有吴尊我才不会看呢！            
(2星)	 每个人都在跟我说好看,我却觉得点都不好看            
(3星)	 都是看帅哥美女的，喜欢彩，可惜这部没什么剧情看点！            
(4星)	 辰亦儒南風彩辰亦儒南風彩辰亦儒南風彩辰亦儒南風彩辰亦儒南風彩辰亦儒南風彩辰亦儒南風彩......            
(3星)	 那个大别墅很漂亮。剧情假了点            
(3星)	 前半部很无趣，后面还有点劲            
(3星)	 真的只为了吴尊..            
(4星)	 全因为有我家吴尊看的..故事有点假,幸亏男主角帅哈..可惜有一个辰亦儒一直抢镜头..            
(NA)	 超好看的            
(5星)	 我最爱的小公主。            
(NA)	 最近好hc这部剧，(*^__^*) 嘻嘻…            
(4星)	 蛮好看的！            
(NA)	 剧情还是万变不离其中，但它最吸引人的就是那惊人的豪华场面和英俊的王子，满足了我们对于童话变成现实的期待。加上了古典音乐的配合，尤其有我心爱的《早晨》，所以还是有看点的            
(3星)	 只看了前面几集，同学说没有必要再看下去了。            
(4星)	 在湖南台重看。。。哇哦。好喜欢辰亦儒啊啊啊啊啊啊，我的品位好奇怪            
(NA)	 每个女孩遥远的梦想            
(NA)	 仅供娱乐，其实我发誓我再也不看台湾偶像剧了，太做作了            
(2星)	 仅供娱乐，看了哈哈大笑就可以了            
(3星)	 还行吧            
(2星)	 不要对剧情和演技要求，纯纯看人就好了            
(4星)	 ^_^            
(4星)	 good！            
(NA)	 公主小妹 吴尊 张韶涵             
(5星)	 很棒            
(3星)	 呃,如果不是吖尊还比较帅,1R让人有惊喜...真的不想看...剧情不是一般般的烂..而且唯一让人觉得有点意思的彩那段居然这么没有交代...=.=             
(3星)	 内容没什么新奇的啦，但是帅哥、美女实在很养眼~            
(NA)	 美丽的童话故事            
(2星)	 说白一点就是一堆不知人间疾苦，不懂感谢，不知珍惜，不知感恩的小鬼的有钱小孩的闹剧。            
(NA)	 好喜欢这部电视剧阿~~~~            
(3星)	 还行`有些蛮搞笑``            
(4星)	 下了 还没看呢            
(2星)	 演员很恶            
(NA)	 ```            
(1星)	 ~！~哎，我嘛。。要俗就俗到底..不過貞是看不下去了...放棄            
(3星)	 有点太不真实了，            
(1星)	 看些演员而已一句话，台湾片就是拍的不负责任            
