http://movie.douban.com/subject/3012309/	古灵精探 古靈精探
(3星)	 三星半`居然上了TVB类套`原来从来不看TVB`            
(3星)	 靠猜剧情以后也能去TVB混个编剧了吧……            
(5星)	 Sonjia好靓啊~~~~            
(3星)	 港剧的优点就在于虽然是别人的点子，但是却始终保持浓浓的港剧风味。            
(3星)	 曾华倩确实比刘嘉玲漂亮，梁朝伟没了，还有黄日华，哎~~~            
(3星)	 2010年春节时期在亲戚家的娱乐节目~~            
(4星)	 东方卫视。最后5集因为开同学会没看成，懒得上网看了。。。            
(4星)	 第一次觉得郭羡妮这么好看 干练的打扮 有些男人婆的声音 配起来真的好搭 那个追大口英 是全剧的亮点            
(3星)	 竟然是悲剧...            
(5星)	 挺灵异的~~            
(4星)	 郭羡妮还是蛮漂亮呀~感觉里面的几个人的发型好怪呀~也不是太早的剧~话说里面的于子朗 还在看 侦探学院Q 的漫画呐~！            
(5星)	 相当不错，剧情很紧凑！            
(NA)	 这侦探没本事，全靠灵异反映            
(5星)	 一定要看最后一集加强版本            
(5星)	 第一部很好看，看到于sir觉得很神奇啊            
(4星)	 不错，喜欢香港的推理片，郭晋安演的很不错，不过不是很喜欢郭羡妮演的晶晶这个角色，觉得她太冲动~感觉很多事都穷追不放，大口英被她从第一部追到第二部，其实人家根本到后面都没放什么大案，干嘛死抓着人不放，还有最后被警方怀疑也是因为太冲动去找甄向荣的原因~~            
(NA)	 ....            
(3星)	 无聊的剧情             
(3星)	 三颗星冲马明去的。。。            
(3星)	 不错            
(3星)	 虽然比较25，但谁让我喜欢看侦探剧呢。哎            
(3星)	 只有中间的推理能看看~其他都很烂            
(4星)	 郭晋安扣一个星,怎么觉得他演什么都像阿旺 哈哈            
(4星)	 听着主题曲就兴奋            
(5星)	 很搞笑的一部。。            
(4星)	 D.I.E!若现实真有通灵？？？            
(3星)	 结局还有两个，太可以了……            
(4星)	 我始终钟情于男二。。= =马国明，我欣赏你。            
(4星)	 郭晋安还是适合这种傻傻的表演啊            
(4星)	   还不错哟，            
(4星)	 片子还是不错的。但结局有点太狗血了。据说有两个版本的结局我看的是悲剧版。其实我在这部剧里面最喜欢的还是家骏和那个男法医。那个鬼其实挺可爱的。就是长相有点抱歉。            
(5星)	 看到后面就又不想看了            
(4星)	 虽然是侦探片但却一点不老套，剧情的设计非常有心意，和日本的《圈套》有几分神似，瑕疵点是最后本让男主角死于非命，有点牵强，其实大喜的结局更符合整部剧的需求，很好看！            
(3星)	 主角都不喜欢，剧情还算OK啦            
(4星)	 2同1都甘好睇^^            
(3星)	 比第二部好看。            
(3星)	 居然还给了个恶搞的生死大结局~还靠这个大结局拍了第二部~            
(5星)	 感情戏码好仓促哦。美人怎么就结婚了？几乎没有恋爱的过程            
(NA)	 第一部很好看 但是第二部有点恶搞            
(4星)	 太有意思了，虽然比较简单，但还是很好看~！            
(3星)	 记得还行的 就是现在什么都不记得了~            
(3星)	 没有栋笃神探好...            
(4星)	 轻松的电视剧，搞怪            
(4星)	 刑侦的经典已经无法被复制了，TVB只能弄些“通灵感应”之类的把戏。            
(3星)	 这部片子看了两次，第一次因为被NC剧情给恶到了没看，后来实在无聊就翻出来看，发现马国明真是越来越帅了，郭晋安老了，曾华倩像郭政鸿的姐姐而不是女朋友 剧情看看后来也是能忍的……            
(4星)	 还不错啦~期待B....            
(4星)	 不错的            
(4星)	 挺好看的。挺喜欢郭羡妮的。09年。            
(5星)	 这部片果然与片名互相照应。。。            
(3星)	 郭女王的角色太jiong了，整个没脑子阿~~            
(4星)	 曾华倩是亮点啊~哈哈，台词中多次提到梁朝伟哦~结局有两个，悲剧更好一点~剧情有点扯啊~            
(3星)	 结局太让人郁闷了、。            
(3星)	 搞七搞八~~            
(4星)	 最近偏爱这类剧集。            
(3星)	 这样的刑侦剧有点儿扯，随便看看还行。            
(3星)	 结局很狗血。            
(4星)	 好好笑XD            
(3星)	 如果不是结局太让人失望的话，就给四颗星了。            
(5星)	 很喜欢这部电视 .             
(3星)	 配音演员太匮乏了，这个郭晋安是王老虎抢亲的王老虎，刚看过，太阴影了            
(2星)	 不喜欢郭晋安              
(4星)	 假的稍微有点过火~            
(5星)	 去年看过的TVB片中比较精彩的一部，这种题材的片子我是第一次接触，而且拍摄手法和剧情也比较轻松，不错。            
(3星)	 结局有点太突兀了            
(4星)	 大口鷹是個奇跡。            
(3星)	 刚开始还觉得跟欧阳震华的那部施公奇案很像结局真是太让人失望了            
(2星)	 看完很后悔为什么要看~~真的有些浪费这几个演员了            
(5星)	 气气怪怪的人            
(5星)	 又是这7字:TVB少有好剧            
(3星)	 不喜欢结尾~~            
(4星)	 虽然有抄袭的嫌疑，但我还是喜欢，马明里面多好啊            
(3星)	 古古怪怪···不过在TVB剧中都算特别            
(3星)	 刑晶晶简直就是“有勇无谋”的最好代表了。编剧的本意晶晶应该是冲动地有点可爱的女孩吧~不过演出来感觉不到好笑，就觉得很烦。            
(4星)	 D.I.E。。。太刮三了。。。最后见到欧阳震华还蛮好笑的            
(3星)	 这样也行。囧            
(3星)	 有点扯，喜剧么，看着玩，还有两个版本的结局，不错            
(4星)	 郭女王洗底之作～            
(4星)	 很轻松很搞笑，最关键是里面的演员都很喜欢。。马国明很帅但角色真烂，郭政鸿的李小龙扮相讨人喜欢            
(4星)	 十分搞人啊...,            
(3星)	 不是很精彩，不喜欢那个女鬼．            
(3星)	 蛮好玩的内容            
(4星)	 聪明            
(2星)	 不喜欢现代剧中夹杂神鬼~ 感觉有点不伦不类            
(3星)	 打发时间看看还行            
(4星)	 突然有种想做警察的冲动            
(4星)	 又是悲劇收場~不過通靈感應好玩阿~            
(4星)	 我在等第二部。            
(NA)	 古灵精探            
(4星)	 喜欢这类型的片子            
(3星)	 不一样的警匪。。。            
(3星)	 无聊的时候可以用来打发时间            
(3星)	 郭晋安死的不明不白的            
(4星)	 O(∩_∩)O哈哈~            
(3星)	 结局很癫            
(5星)	 郭羡妮漂亮哈。            
(NA)	 马国明 哈哈            
(4星)	 好看啊！！要出第二部咯！期待ing。。            
(4星)	 我喜欢郭晋安            
(5星)	 喜欢郭晋安            
(4星)	 依然不错的电视剧。。            
(3星)	 宵夜            
(3星)	 2008年12月中 iptv 通灵获得线索使得破案似乎更容易了。情节轻松搞笑，又是一群单纯的主人公。随便看看还行。            
(5星)	 好看。            
(4星)	 我看过的最好看的港剧吧，也是老妹推荐的，不过这个电视剧结局不太好。            
(NA)	 拍完最后一集后又出来一个版本的结局想让观众心理舒服点 颇有画蛇添足的意味            
(4星)	 无聊地打发时间看.但突然间给我来个结局突然死亡法,我实在不能承受阿.编剧大人,你受了什么打击,怎么可以让男主角莫名其妙就死了.还是最后一集 .呕血            
(4星)	 通灵感应~keke~            
(5星)	 最后的结局也太离谱啦！            
(NA)	 看的我心毛毛的``            
(3星)	 还好吧~             
(3星)	 单独看还行，不过和《栋笃》比，差太多了            
(NA)	 嗯，蛮搞笑的            
(3星)	 看了很久，有点忘了，最后的结局很不喜欢，当中还可以。            
(NA)	 郭晋安搞怪~            
(4星)	 “奇”的片子。            
(4星)	 大嘴英好可怜~~~以前是做军火生意的，后来已经沦落到抢小学生的钱了            
(NA)	 郭羡妮想翻身啊？            
(3星)	 王祖蓝的戏分少到我无语问苍天了。。。            
(5星)	 通灵感应就为寻找证据的过程找到了一个很好的托辞...一切又理所当然了...            
(4星)	 喜欢郭晋安,剧情也还算有意思,第一次发现帅哥马国明,传统的帅            
(5星)	 情节很好看无奈结局悲惨了一点~！但还是值得看的            
(3星)	 随便看看还行，挺轻松的            
(NA)	 太恶搞了= =@            
(NA)	 好玩            
(3星)	 有点白痴。。。            
(NA)	 看到有郭晋安就去看了  但是结局不行             
(2星)	 一般            
(NA)	 失败的剧情            
(NA)	 so加油            
(NA)	 第一次不希望是悲剧。            
(5星)	 搞怪，离奇，神秘感。            
(5星)	 还不错，不过如果可以换女主角就更好了.            
(3星)	 前面还可以,后面有点...无语            
(4星)	 在悬疑里快乐着。很轻松也很有剧情。不错。            
(5星)	 好棒            
(3星)	 其实还好的电视剧 很老的套路不过算是一个消磨时间的好方式            
(3星)	 有抄袭韩剧的嫌疑            
(NA)	 好看，又搞笑，还有些侦探事件。结局也是拍了两个。呵呵~~            
(3星)	 两个结局很想死            
(3星)	 安仔还是很帅的，可是郭羡妮就一点都不好看了。            
(4星)	 悬疑的我都很喜欢哈            
(4星)	 我看上马国明了            
(4星)	 前一半偏探案~后一半偏情感~            
(NA)	 2008            
(4星)	 故事情节比较老套，纯粹喜欢这种无聊侦探片而已~            
(NA)	 推理，搞怪            
(4星)	 两个大美女。曾华倩居然复出了！！            
(5星)	 看完之后，我爱死郭敬安了！            
(NA)	 冲着曾华倩看的            
(3星)	 会笑得吓吓            
(2星)	 很一般，不推荐            
(3星)	 sonija不愧是继李嘉欣之后最美的港姐            
(3星)	 一般吧有点不伦不类，到底是鬼片还是侦探片啊这~~            
(NA)	 傻子的智慧。大智若愚啊            
(3星)	 不错蛮好看...就是结局有点差强人意...            
(4星)	 搞笑~            
(3星)	 一个“通灵”就可以带出那么多需要逻辑才能推敲出的破案线索，编剧真会偷懒。如果说这条还带点新鲜的话，女鬼小宜的出现和男女主角“命格相冲”的设计就纯属画蛇添足了。演员方面“二郭”组合虽然没有《栋笃神探》里黄、蔡对手戏那么出彩，但也算成功。不知道近年TVB剧集是否流行这种模式，逗趣的故事总要悲剧收场，实在变态。            
(3星)	 一样还是破案的剧集，唯一不同的可能就是这次完全是靠通灵找线索吧。            
(3星)	 恩            
(4星)	 结局太草率  不过还是很好看的。            
(4星)	 蛮搞笑，蛮好看滴。            
(NA)	 古灵精怪            
(3星)	 搞怪的破案片片，谁叫我大爱推理的东西呢。            
(3星)	 结局太烂            
(2星)	 白痴剧            
(NA)	 嘿咻            
(5星)	 安仔在里面真的很呆。。。。晕死咯。。。每次有通灵感应就要变得傻傻的。。。            
(3星)	 神神叨叨的            
(4星)	 我喜欢的喜剧类型            
(3星)	 整个故事很不错，就是结局lame了一点            
(3星)	 典型港产肥皂剧！            
(3星)	 很鬼马，不过不喜欢结局...            
(NA)	 看了这个觉得郭晋安真的老了，不明白TVB怎么想的，非要弄出个命格相冲，一命换一命来，可惜了喜剧的名字            
(4星)	 很好笑..不过不喜欢结局,太扯..            
(NA)	 大喜推荐D..            
(NA)	 不错的创意，很喜欢郭晋安这个比较呆的角色。            
(3星)	 郭晋安 郭羡妮             
(3星)	 好笑            
(3星)	 破案情节写得丝丝入扣，吊足胃口~            
(2星)	 主角白看那么多金田一了@@            
(NA)	 很喜欢 结局有些失望            
(3星)	 还行            
(5星)	 给了我很多,只是结局太神了~~            
(4星)	 比较喜欢hugo            
(3星)	 算是这两年看得最快的电视剧了。。            
(NA)	 最出彩的是郭晋安。郭羡妮居然都没有表情。曾华倩老矣，马家明演技有点假            
(3星)	 觉得自己很贱，明明不好看却坚持追看到结局            
(NA)	 虽然不如以前的TVB剧，但就目前同期作品而言，还算一部有看头的新剧了。            
(2星)	 极具港剧特色的港剧            
(3星)	 结局比较狗血一点            
(NA)	 一直就喜欢侦探类的。            
(3星)	 结局就很“囧”，还死掉了的，生小孩了的~就算后面另拍了个还是“囧”            
(NA)	 神奇侦破            
(3星)	 如果结局不这么狗血的话我会给更好的评价            
(5星)	 一个字--赞            
