http://movie.douban.com/subject/2190934/	陀枪师姐
(5星)	 初中的时候看的，那时候好喜欢程峰啊...            
(5星)	 我喜欢欧阳震华            
(NA)	 百看不厌            
(5星)	 这个无敌爱！诶，这个曾经还是 妈妈认为影响我 成绩的原因，还跑去和老师商量对策，不过 话说，那个老师真是好啊~王翠红，应该是。            
(5星)	 经典啊            
(5星)	 当初的三元和程峰是多么的天生一对，现在物是人非啊            
(5星)	 超级好看。想当年我还特地守在电视前把片头曲那录音机给他录下来。。哈哈。好悲剧的童年啊。。            
(5星)	 一直喜欢的，百看不厌的            
(5星)	 大愛三元同程峰            
(4星)	 洗衫、煮饭、吸尘，我陈小生样样皆能。            
(4星)	 我的香港警匪片之源            
(4星)	 喜欢警匪片            
(5星)	 经典            
(5星)	 Long long ago~~            
(5星)	 多么希望娥姐和小生能在一起~            
(4星)	 不错。            
(4星)	 小生~娥姐~~三元~~~            
(4星)	 20岁的滕丽名~            
(5星)	 最喜欢的港剧系列            
(5星)	 太喜欢了，看了多少遍了，都能背下来了~            
(5星)	 经典            
(5星)	 追啊追。。后来要上夜自修也断断续续追            
(4星)	 这种题材的港剧想不好看都难            
(5星)	 为什么TVB在广东80后心目中那么重要。。就因为90年代有这么一批留在我们青色回忆中的作品。。上海那时候都只是跟我们PG后面看而已。。            
(NA)	 这里面喜欢滕丽名            
(5星)	 太经典了。            
(5星)	 经典！娥姐，小生，三元，程SIR。。。一切都是那么美好！            
(4星)	 十年前前看过，经典呀            
(4星)	 虽然后面拍了好几部，还是觉得这部最好看~~            
(4星)	 85分            
(4星)	 见证魏俊杰的发胖史~            
(3星)	 当时挺喜欢看的            
(5星)	 和妈妈晚晚齐齐煲剧            
(5星)	 造就了欧阳和关咏荷这一对黄金搭档            
(5星)	 我爱陈三元            
(NA)	 那时觉得阿滕和魏会一直在一起的。            
(4星)	 越到后面越不好看了            
(4星)	 经典            
(4星)	 如果没有续集就好了            
(4星)	 经典TVB剧，喜欢欧阳震华和关咏荷的组合            
(5星)	 还没发福的魏骏杰还是很有魅力的            
(4星)	 放了不要再放的.....港片            
(4星)	 欧阳震华、关咏荷多经典的配对啊            
(5星)	 大爱的系列=v=。            
(5星)	 小时候超爱看的            
(5星)	 好喜欢三元和鹅姐啊，我觉得最初的搭配实在很好，可惜滕丽名和魏俊杰最终都是分手了，唉。            
(4星)	 让我开心的笑到最后的罪案剧            
(4星)	 陈小生 蛾姐 陈三元 程峰。当时特别喜欢三元那对 滕丽名柠檬头 魏俊杰也超帅的            
(5星)	 经典终究是经典            
(5星)	 我和某人的最爱~~            
(5星)	 差不多TVB最经典的了吧            
(5星)	 经典中的经典，当初在pps上从早看到晚            
(5星)	 重看一遍的感觉真好~~虽然觉得演的有点*^%$#@.....但是还是很好笑            
(NA)	 很帅气~            
(4星)	 TVB都很好·看~            
(5星)	 陈小生            
(5星)	 第一部，很经典啊，后面大家都慢慢会变化            
(NA)	 好老咯。。            
(4星)	 经典的片子~经典的关咏荷~            
(3星)	 那时候喜欢欧阳震华，觉得滕丽名很好看            
(4星)	 经典!            
(NA)	 经典喜欢            
(4星)	 警匪破案的情节很喜欢，但是人与人之间的误会实在太多了。            
(5星)	 初中的时候特别喜欢看。或许是因为以前自己的理想是当个警察吧。所以特别佩服和羡慕。            
(4星)	 三元四喜五福            
(5星)	 小生，好男人，这一部里面尤其是优秀的好男人            
(5星)	 喜欢关咏荷            
(NA)	 很喜欢的，猛追            
(4星)	 午饭消遣呵            
(NA)	 爱港片。。。            
(5星)	 太爱看了，重播多少遍我我都看~            
(3星)	 比较喜欢欧阳震华```            
(4星)	 很经典的片子。。            
(5星)	 经典。            
(5星)	 陀枪师姐系列是我的最爱啊,三元和阿峰真的很配            
(4星)	 关咏荷演戏好掂，支持你            
(5星)	 回忆啊            
(4星)	 还蛮经典！            
(4星)	 当年的滕丽名，当年的魏俊杰。            
(4星)	 那时超喜欢，这个系列的            
(NA)	 太爱了 不多说了 很喜欢娥姐和小生的戏            
(4星)	 陀一系几好睇的......            
(5星)	        经典            
(5星)	 还是认为1最经典。。            
(4星)	 和家人看的             
(5星)	 当年TVB剧集里面我的最爱。            
(NA)	 主角们都是偶喜欢滴~~            
(5星)	 很经典的一部港片！~            
(5星)	 震华兄            
(5星)	 好喜欢这个系列，陈三元还有Boby演得很好。            
(3星)	 第一部比后面的几部看上去轻松，这是故事开始的序，一切就这样被拉长~            
(NA)	 -v- 不用讲，大家都是炒冷饭炒很多遍的吧。            
(4星)	 小生哥            
(4星)	 超爱这个第一部,因为这部,喜欢了滕丽名和魏骏杰,他们在一起很配呢,最后分手了着实雷到我了            
(5星)	 印象超深的一部港剧。            
(5星)	 当年看得很爽            
(5星)	 早期接触的警匪片。            
(4星)	 记得经典的情侣            
(5星)	 经典！            
(4星)	 最开始的，真的是很好看那时候很是羡慕滕丽名和魏俊杰，觉得他们很配，没想到结果。。。            
(4星)	 还行            
(NA)	 当时比较喜欢魏俊杰            
(3星)	 小学时看得，很好吧。现在就不这样认为了。            
(5星)	 经典            
(4星)	 第一次看的时候惊艳到了,真好看            
(NA)	 成三元            
(4星)	 虽然是泡沫剧，但看着还是有点儿家庭的温馨的感觉。            
(4星)	 以前看其实很好奇为什么叫‘陀’枪？囧            
(4星)	 喜欢欧阳震华。。            
(3星)	 經典            
(4星)	 很旧但很喜欢            
(4星)	 第一部是最好的 看着挺温馨的  电视上断断续续观看            
(4星)	 陈小生啊陈小生！！~~~~~            
(4星)	 我的假期生涯。演员都挺不错。            
(5星)	 第一部总是经典的            
(4星)	 喜欢第一部            
(4星)	 一个男人婆一个大婶哈哈，三元好纯真，真想有个小生这样的叔叔。汤盈盈演个小妓女。那会儿黎明应该是很红吧！            
(NA)	 TVB的很            
(5星)	 没看过这个就out了            
(5星)	 三元、四喜、五福   ^ ^            
(NA)	 不是叫女警本色吗            
(4星)	 小学？            
(4星)	 三元            
(5星)	 经典~            
(5星)	 小时候好喜欢滕丽名            
(4星)	 永远解不了婚的陈小生            
(4星)	 为嘛要有续集续集在续集？？、就这么在一起天长地久不好吗？            
(5星)	 小时候最喜欢看的港剧~            
(NA)	 帅气的关姐~            
(5星)	 程峰            
(4星)	 娥姐。三元。经典港剧啊。。。            
(4星)	 娥姐！            
(4星)	 就是这么认识滕丽名，觉得他和魏还是蛮配的，可惜分手了啊            
(5星)	 第一辑最经典，后面都没有这部好看了。            
(NA)	 我们这个年纪的女生应该大多从1到3都看过了吧            
(4星)	 当年第一部港剧～～～～月娥和小生～～～            
(4星)	 只可惜最后程峰和三元经历了那么多,到最后也还是没能幸福在一起.            
(4星)	 陈小生乃绝世好男人也            
(NA)	 绝对是港剧类型片的巅峰            
(5星)	 这么经典的港剧            
(5星)	 第一部最最最最最经典了            
(5星)	 啥也不用说，经典            
(4星)	 记住了短发三元。            
(NA)	 记得第四部的第一集，小生一大早就帮蔡少芬去元朗买粥，当时窗外的感觉和小生那个早上的感觉很象。            
(4星)	 百看不厌 每次电视演的时候我都不错过  真的是很棒的一部电视剧  几部我都看过             
(3星)	 魏骏杰很帅            
(4星)	 三元阿姐情路坎坷啊            
(4星)	 2004            
(4星)	 想当年魏骏杰还没变节            
(4星)	 这年头基本上没几个人没看过这个了把！~            
(4星)	 小时候的最爱            
(4星)	 TVB经典剧            
(5星)	 唯一喜欢的港剧            
(5星)	 太经典了             
(5星)	 超爱小生            
(NA)	  小胖子的片都这么好看            
(NA)	 作为TVB的绝对忠实观众···这部绝对可以说是经典中的经典··很久很久··都再出不来那么好看的片了···于是··前几天·刚刚又把他的一到四部·全部重新温习了一遍··依然那么精彩            
(4星)	 大爱啊~帅呆了~            
(4星)	 娥姐··小生··            
(4星)	 蛮好看的             
(NA)	 三元四喜五福娥姐小生呵呵            
(5星)	 最爱的港剧            
(5星)	 初中的最爱~            
(5星)	 欧阳胖胖！我爱你！            
(4星)	 看名字就该看!            
(5星)	 经典片子，可惜一部不如一部~~            
(4星)	 三元啊三元。            
(4星)	 当年经典,还是第一部最好看            
(5星)	 最喜欢的TVB之一            
(5星)	 喜欢女孩那种笔挺的感觉！            
(NA)	 很经典的港剧阿．最爱港剧的原因之一就是TVB所有演员我都看着很顺眼．．            
(2星)	 三元 四喜 五福。。            
(5星)	 原来程峰叫魏骏杰，记得小时候觉得他很MAN，呵呵！             
(4星)	 当时好爱看啊！！！            
(4星)	 tvb好像就那么多演员,每部片子中演配角的都那么些人            
(5星)	 那是相当的好看！            
(5星)	 百看不厌            
(5星)	 怀念曾经的TVB剧集。            
(5星)	 挚爱陈三元            
(5星)	 喜欢陈三元！            
(4星)	 当年很喜欢的哦            
(5星)	 娥姐！喜欢你没道理            
(5星)	 很喜欢的一部电视，警匪系列的经典之作            
(5星)	 无敌了，三元            
(5星)	 欧阳震华的片几乎都看，其实他超有魅力的，觉得幽默对一个男人来说真的是很重要啊！            
(NA)	 喜欢第一部~            
(5星)	 绝对是我心中港剧的经典瓦            
(4星)	 挺不错的，两对人的爱情            
(NA)	 真的挺喜欢看港剧            
(4星)	 这是第一部噢～～怀念。六年级时候放的。我记忆力是不是太好了。            
(4星)	 陀枪师姐系列肯定是经典了，可惜事隔这么多年，不知道现在看还有没有当时那么好看            
(NA)	 最好的是第一部            
(4星)	 超爱陈小生！            
(4星)	 哈，很经典的港剧啊……            
(5星)	 不错的电视剧，百看不厌。。。            
(5星)	 无敌爱当时的三元和程峰。。。            
(5星)	 三元啊三元            
(5星)	 I-IV四部，每部都没有错过，赞            
(4星)	 tvb现在的剧没以前的好看了……            
(4星)	 我看过1  还是很早以前~            
(4星)	 喜欢            
(4星)	 没有5了~~呵呵~~            
(5星)	 我喜欢的小生......            
(4星)	 一度很喜欢            
(5星)	 TVB的经典警匪片之一。            
(NA)	 最好看的一部            
(4星)	 如果没有续集的话，还算完美            
(5星)	 经典....            
(4星)	 娥姐、小生、二妹姐、三元、四喜、五福            
(4星)	 经典作            
(5星)	 第一部最好看……后来越来越不好……            
(4星)	 就这部最好            
(5星)	 经典不必多说，我爱朱素娥            
(4星)	 当年还算潇洒的程峰哪儿去了            
(4星)	 经典香港警匪剧            
(5星)	 没看过就不用提TVB了            
(4星)	 看了n遍            
(NA)	 唏嘘一下三元和陈峰这一对...            
(4星)	 娥姐~            
(5星)	 二妹姐很可爱～            
(5星)	 陈小生            
(4星)	 是经典            
(5星)	 超好看的说~~~~~~~~~~~~            
(4星)	 啥时候能在看一遍。初中某寒假时就独自一人在深夜坐在火炉边看过。吓得死。只记得当时年纪小。            
(4星)	 经典的港片            
(5星)	 陀枪师姐系列绝对是香港的经典。。            
(5星)	 又重新看了一遍，不免感慨，那时候的欧阳震华真年轻。原来一直觉得关咏荷像大妈就是从这部电视剧开始的。想起当年非常喜欢陈三元，现在看倒觉得平常了，不过仍旧觉得是个好电视哎。            
(NA)	 TVB陪我长大            
(4星)	 看了好多遍            
(4星)	 电视时间            
(3星)	 ^^            
(5星)	 我的小学一去不复返~~            
(5星)	 经典            
(NA)	 风靡一时            
(4星)	 经典剧集啊~            
(5星)	 这一部是最好看的              
(4星)	 TVB的警匪片一直都拍得不错。            
(4星)	 多少年前了？            
(5星)	 陈小生绝世好男人呀~            
(4星)	 就是看过            
(4星)	 呵呵，当时觉得滕丽名和魏俊杰超配的，只是后来他们两个分掉了。当年这部戏是好流行的，也觉得很好看，剧情加上爱情……            
(4星)	 再也看不到三元和陈Sir了            
(4星)	 好像看了很多遍了。            
(5星)	 我心里只有第一部＝＝b            
(NA)	 百看不厌            
(5星)	 I~IV            
(5星)	 经典            
(5星)	 初三每天放学回家必看            
(5星)	 大爱三元！            
(5星)	 关咏荷&amp;欧阳震华，港剧里最心水的俩人。            
(NA)	 这已经属于我中学时代看的港剧了。。。            
(5星)	 第一部最经典．喜欢男生气的三元和家庭主妇式的娥姐            
(5星)	 关咏荷            
(4星)	 和老媽 一起看的            
(5星)	 还是1最好看......后面几部我都是当别的片子来看的，呵呵            
(5星)	 超级经典            
(NA)	 光头胖肚大叔            
(5星)	 经典            
(NA)	 最经典的就在这儿了~            
(4星)	 不错不错，味道好极了。            
(4星)	 搞笑~可惜到今天滕丽名和魏俊杰早就over了            
(3星)	 为什么后来越来越不好看了呢            
(4星)	 快有十年了吧            
(3星)	 还是比较经典的            
(5星)	 又是一部每播必看的连续剧。娥姐和小生兜兜转转还是分开了。。第四部的蒙嘉慧的加入很不错            
(4星)	   喜欢关咏荷和欧阳震华，觉得他们俩就属于那种欢喜冤家，打打闹闹中就产生了温馨的爱情。当然，悬疑破案片，一直是我比较喜欢的。            
(3星)	 哦。。。三元。。。            
(4星)	 喜欢欧阳震华。他和刘青云那型的男人。看着窝囊，内里不俗。            
(5星)	 TVB经典剧            
(NA)	 喜欢三元~~其实只喜欢第一部·~            
(5星)	 喜欢            
(4星)	 小时候看的~挺好玩地~            
(NA)	 最近重温中...            
(4星)	 經典            
(5星)	 不错，就是短了点～            
(NA)	 帮你两迅速窜红            
(5星)	 好像最快乐的就是第一部了            
(4星)	 喜欢YOYO~~            
(5星)	 算是TVB的经典啊            
(5星)	 很喜欢的一个系列~~经典·~~~            
(4星)	 必看            
(NA)	 好            
(5星)	 我喜欢里面的二妹姐            
(5星)	 三元程峰，小生娥姐，以后的港剧很难有如此经典的荧幕情侣了。            
(4星)	 他让我相信单亲妈妈也会迎来春天            
(4星)	 陈三元是我假小子时代的偶像。            
(5星)	 很喜欢里面的两对，尤其圆圆胖胖的震华兄，三元和阿峰现实生活的结局太无语            
(NA)	 经典中的经典啊。            
(5星)	 经典哦            
(5星)	 他們都還很年輕            
(NA)	 想再看一遍。。关咏荷退出了吧。            
(5星)	 恩。。经典            
(3星)	 放学回家就看港剧~            
(4星)	 只是看过。~~~            
(5星)	 很老的片子了~但是那时看的很有意思            
(5星)	 超喜歡前幾部簡單明瞭的情節和關係，後面關係越來越糾結。            
(5星)	 经典，看n遍了            
(4星)	 经典的港剧            
(4星)	 算经典了~~要不能出这么多部嘛            
(4星)	 也算是个经典剧            
(3星)	 当时特别关注三元 他俩真好了 虽然现在分了很久。。。            
(4星)	 当时很喜欢~            
(4星)	 那时滕丽名跟魏俊杰还好好的，真是造化弄人。。。            
(5星)	 从小看到大的 四部都看过            
(5星)	 很喜欢欧阳震华那傻傻的笑。。。            
(4星)	 挺经典的            
(4星)	 1 and 2 are good~3 and 4....so~so            
(NA)	 差不多跟我一样大吧            
(5星)	 看了n遍之后还想看的片子            
(4星)	 刚开始被三元的不穿裙子之类的升起共鸣，原来也有跟我类似的女孩子，哈哈~~            
(5星)	 经典            
(5星)	 最近宿舍在重温，弄得我心痒难耐啊~~在功课最紧张又没有网络的时期，我是怎么做到把这电视一点儿不差看了好多遍的呢？            
(4星)	 为啥拍后面的,我只喜欢第一部            
(NA)	 TVB剧。。不错过            
(NA)	 帅气的三元            
(5星)	 因为这个剧,很喜欢滕丽名            
(5星)	 大爱！！！！！！！！！！            
(3星)	 都还很嫩            
(4星)	 突然发现这部老片很好看！            
(4星)	 经典            
(3星)	 欧阳震华这个2皮脸还是挺搞笑的            
(NA)	 喜欢bb喜欢小生，有这种男友是幸福。            
(5星)	 我的TVB最爱！            
(NA)	 好经典的            
(NA)	 也算是个经典剧目了...            
(5星)	 开始喜欢上荷姐的一部戏            
(5星)	 但是的大家都很年轻            
(NA)	 娥姐和三元            
(4星)	 女人当自强            
(NA)	 一直到现在也很喜欢港台剧，很欣赏港台地区人的生活，喜欢休闲简洁的风格！            
(5星)	 绝对经典！            
(NA)	 10前就看过,不过还是很想再看哈，觉得很有意思．            
(5星)	 不错            
(NA)	 娥姐～～            
(NA)	 香港的商业电视剧也很有意思            
(NA)	 欧阳震华好像嘉菲猫，贱贱的真可爱            
(NA)	 比起台湾剧 还是港剧更 呃 怎么说            
(5星)	 大生，小生，二妹姐，三元，四喜，五福！            
(5星)	 关咏荷，张家辉。。。。。            
(NA)	 经典！看以前恩爱的滕丽名和魏俊杰            
(4星)	 呵呵 那时开始就很喜欢小生 喜欢欧阳震华的这种风格            
(5星)	 只喜欢这一部~            
(NA)	 经典啊，拍了那么多部还是好看，可是小生怎么就不能定下来呢，编剧求你行行好吧            
(4星)	 从小学看到高中 有四部呢~~            
(NA)	 喜欢喜欢超喜欢            
(4星)	 喜欢三元，觉得她好漂亮！            
(NA)	 1.2.3.4部...            
(NA)	 好看 经典搞笑警匪剧            
(4星)	 还行            
(4星)	 还是喜欢第一部~~            
(NA)	 好喜欢的哦 特别是欧阳震华            
(NA)	 也看他张大            
(5星)	 一直没有结局的经典剧目，很多朋友的爱。。。。            
(NA)	 看过了            
(4星)	 很好看,后面越编越可恶            
(3星)	 一直只是无聊时看看。            
(5星)	 陈小生！！赞个经典人物。。。            
(5星)	 爱小生和峨姐的感情            
(5星)	 第一部很经典            
(NA)	 喜欢三元的性格,反正就是喜欢啦            
(NA)	 陪伴我童年的漫漫暑假 无论看多少遍 也都觉得很好看的电视            
(4星)	 个人以为是欧阳震华的巅峰之作~~            
(5星)	 不知道蔡少芬会不会回来            
(4星)	 多喜欢三元啊~            
(NA)	 很喜欢得一部～～整个系列里这部最好～～            
(NA)	 陀枪师姐            
(4星)	 这部片子有爱情有幽默还有打斗，很不错~            
(4星)	 小时候的港剧就是多            
(4星)	 滕丽明在这时候最美，现在就不一样了            
(4星)	 第一部很好看。后面的就不知道了，没看。            
(5星)	 三元和程峰从第一部开始恋爱，但是一路都辛苦无比            
(NA)	 老经典的            
(4星)	 喜欢关咏荷。TVB的经典之作            
(4星)	 喜欢欧阳震华            
(4星)	 不错             
(NA)	 1998年            
(4星)	 应该是初中预备班看的第一遍吧？第一集，跟爸爸妈妈一起看的，印象很深。            
(3星)	 集太多，没坚持几集。            
(5星)	 这部真的很经典！            
(4星)	 没怎么看            
(4星)	 永远娥姐，后面的续集走的太偏了            
(4星)	 搞笑港剧的经典...            
(5星)	 ··            
(5星)	 经典            
(4星)	 小女子也可以很强大。。。            
(3星)	 一二三部都看过的~！            
(NA)	 好无聊            
(5星)	 我也是警察！哈哈！            
(4星)	 看過的港劇不多，這個真的很經典！喜歡            
(5星)	 ..你能否超越/////截至11            
(NA)	 陀枪师姐            
(NA)	 很喜欢这群女警，很喜欢这些惊心动魄的生活，感动源于平凡的一些心情            
(NA)	 喜欢三元            
(NA)	 三元&amp;程峰 多好的一对啊 ~唉            
(NA)	 喜欢            
(5星)	 tvb绝对的经典！            
(5星)	 经典啊,因为这个喜欢上滕滕            
(2星)	 一般            
(NA)	 三元四喜五福            
(4星)	 这一部还是不错的。            
(4星)	 看过n遍            
(5星)	 经典～又是我最爱之一喜欢还有续集            
(NA)	 都市男女的爱情，只不过他们是警察            
(5星)	 小时候不写作业先看这部连续剧            
(5星)	 从初中～高中．美好～～～            
(4星)	 我很喜欢小生，也喜欢这一部里的三元            
(5星)	 [大学]            
