http://movie.douban.com/subject/4320255/	摩登新人类
(2星)	 烂剧啊！！！要不是有陈意涵和陈柏霖我才懒得看呢！！！            
(2星)	 一颗给陈意涵一颗给陈柏霖，胡歌的角色不太讨喜，典型的台湾言情励志剧。            
(2星)	 做作 失望            
(4星)	 纯粹为了看几个演员去了。。可是剧情真的一点都不好。一天搞定的连续剧额。。⊙﹏⊙b汗            
(2星)	 剧情恶俗.....2集弃            
(3星)	 选的人还行，但是剧情台词该与时俱进了，看低了大众的智商。            
(4星)	 还可以            
(NA)	 看了一天 女主嗲的可以 倒是蛮励志的 只是好不现实            
(4星)	 十五集弃。剧情太拖沓。            
(5星)	 很好看啊，陈意涵超可爱的，胡歌也超帅的！！！！！            
(5星)	 不错             
(4星)	 还不错咯。亮点不大。不过陈柏霖不错            
(4星)	 很青春，主演们都很抢眼            
(5星)	 爱胡歌            
(5星)	 支持            
(5星)	 喜欢哈            
(3星)	 演员都很有型，只是那剧情...快进着看了5集，发现自己没有耐心去看这样的剧情了...            
(NA)	 快进着结束不是我想要的结局哎。            
(5星)	 喜欢小学生和大萝卜:)            
(4星)	 总觉得片子的后半部分太仓促也太生硬。。            
(5星)	 真的非常好看~~胡歌演的很到位            
(5星)	 很都市 很赞的            
(NA)	 好看~哈哈~            
(NA)	 陈柏霖 陈大发 布艺情结呀.            
(5星)	 大发难道永远是18岁？？？            
(3星)	 五星的主角。二星的剧情。可惜。太可惜了！            
(5星)	 爱上柏林演的那个角色了，希望大本营能请他们~~~~            
(4星)	 梦想和爱情的故事，彻彻底底的大团圆，虽然知道现实没那么美好，但还是愿看这些俊男美女演绎的童话~喜欢大发！            
(5星)	 虽然还没开始看，但两主角都是我喜欢的，支持            
(4星)	 意涵太可爱了            
(NA)	 喜欢非凡少爷~            
(3星)	 微无厘头吧...            
(3星)	 看不下去，讨厌女主性格            
(3星)	 目前没看到亮点            
(3星)	 一开始不错……后来感觉有点拖沓……            
(4星)	 大发有乃的镜头就是我的萌点！！！！            
(4星)	 很不喜欢看偶像剧的朋友说，这是一部不一样的偶像剧，挺好看，有值得看的东西。我觉得这就已经值得我给4星，最后一星，给陈意涵，你怎么怎么能可以那么萌~~            
(3星)	 2011.7.17 看完了。很狗血。最近不管是小说还是电视剧，结局都不是我喜欢的。尽管结局看上去都很完满。            
(3星)	 陈意涵台湾腔稍浓            
(3星)	 陈意涵还是很灵            
(2星)	 冲着陈大发和陈柏霖看的，却发现是《爱情公寓》和《穿prada的女魔头》的结合剧，失望！            
(5星)	 饭勺来啦~            
(3星)	 3星完全给演员，都挺顺眼，除了演秦天那个太僵了。大发的哭戏、委屈戏、捣乱卖萌戏还不错，其他就无语了吧。大爱陈柏霖！凌桀这角色太戳我了，真心希望他跟温雪最后一块儿的，私心来讲温雪处女座死脾气跟我挺像，可惜结局太仓促了。沈蔷好好看！华仔莎莎好好笑！一堆人住一起最有爱了！忽略狗血剧情…            
(5星)	 不错不错~~~~            
(4星)	 期待好长时间了。这是我假期的好伴侣哈哈            
(3星)	 合拍剧怎么看都是不合拍~~陈柏霖真帅            
(3星)	 我只想说。。我等了N久，这部剧终于播了。。后期制作的时间也太长了吧。。。            
(4星)	 多的一颗星是给众亲的演员们，演技都还可以，虽然剧情没有惊喜，平平淡淡的就过去了。            
(3星)	 浪费了那么多演员的阵容，浪费了一个还不错的故事，要不是80，我几乎弃剧了！            
(2星)	 演员还好 剧情烂   要是我是先看这部片而不是奋斗  那我就不会那么喜欢陈意涵了            
(5星)	 胡老大 你肿么这么呆！！！客观给演员加星 哈哈哈 我再再说一句 片头片尾的拍得不错 剧就逊色了            
(5星)	 完美之下的不完美，最爱雅痞男二            
(NA)	 soso            
(2星)	 友情什么的真的很感动，大家一起叫便当。真的，没什么过不去。看到死角恋纠结的时候。。。。决定弃了。真麻烦。            
(5星)	 喜欢红果的单纯，八个人、八颗心，把他们聚在了一起，如果可以，也希望自己能够这样青春无悔一次！            
(3星)	 总而言之，太矫情！纯粹是因为陈大发和陈柏霖。一星给陈柏霖，一星给姜超，陈意涵马思纯共一星。你们会不会演戏啊。。。            
(4星)	 帅哥美女这种东西就是我的口味啊！！            
(3星)	 如果不是因为陈意涵，我再降一颗星。。。太傻了            
(3星)	 编剧脑残啊，这个脑残的编剧破坏了这么好的演员，亏得这里面有两个我喜欢的            
(4星)	 小灵仙~~~小灵仙~~~            
(2星)	 唉。。。            
(3星)	 首先我是喜欢胡歌意涵的  但不得不承认 剧情太弱了 ！剪辑混乱的莫名其妙 角色性格前后不一致 除了一些小细节较动人，非凡患病是个小曲折之外  剧情平淡到底  毫无新意想跳看的同学土豆上有胡歌剪辑版            
(5星)	 这部电视剧真的太好看的了  期待全集            
(NA)	 当初是冲着无比强大的演员来的。但是其实这么强大的演员阵容就是为了反比于导演的实力么。人物，剧情，剪辑，都让人觉得相当难堪啊。            
(2星)	 喜欢陈意涵的大眼睛。唉，瞄过一两集，看不下去了，陈意涵的声音太具有毁灭性了            
(2星)	 = =。不明白7.9分是怎么来的。看了一段就看不下去了。            
(4星)	 26集了非凡才爱上红果，喜欢6个人住在菜鸟窝一起看恐怖片，喜欢大家不约而同帮负债的红果叫外卖，没有坏人的电视剧都很小清新            
(4星)	 喜欢沈蔷，喜欢他俩的生活世界，一机一琴双爱走遍世界            
(2星)	 好长，好慢，不好笑，这里面的人更看不出摩登在何处。            
(5星)	 菜鸟窝。。。算是我一个小梦想了            
(2星)	 说还行是高评了它，剧情没什么看点，除了几个主要演员，其他的也太烂了吧，对比这么明显的。说实话本来挺喜欢胡歌的，但是不知道为什么拍戏路线那么窄，而且演现代剧真的像木偶，这里的非凡和苦咖啡里的陈琮有嘛区别。            
(3星)	 所有的起步都是艰难，可到最后，所有的快乐悲伤都成为记忆里闪亮的珍珠            
(3星)	 画面感很强，很美，剧情很弱，浪费好演员，很喜欢里面那个知性的得力助手白羽。            
(4星)	 大结局胡歌的空少装帅到爆啊！！！！            
(3星)	 小学生萌翻了，大萝卜迷死人了~就是剧情不给力，小学生应该和大萝卜在一起的！！            
(3星)	 剧情烂俗乏新，结局慌张收尾。胡歌帅气绅士，陈意涵可爱动人，陈柏霖痞子情圣，马思纯清丽脱俗，李媛重情重义，姜超绝种好男人，杨紫彤重金惜情，郭纬嚣张怪僻。虽然还在看，但剧情已不重要，只是里面的演员个个都很讨喜，所以多给一星。            
(4星)	 陈柏霖和陈意涵超配啊，可惜的萝卜没有和小学生在一起啊，导演你到27集感情戏才明朗化，是不是一直也在犹豫其他的结局？            
(5星)	 好喜欢好喜欢~~            
(5星)	 养眼~~励志            
(4星)	 我喜欢陈大发，没了。            
(4星)	 有胡歌必看。而且话说，该剧还是不错的。。。            
(5星)	 qidai             
(3星)	 怎么还不播            
(2星)	 太让我失望了。。。            
(3星)	 红果怎么没有和男二在一起&gt;&lt;            
(4星)	 我不喜欢这个剧，纯粹是给柏霖加分的            
(3星)	 虽然是老胡的戏 但还是忍不住拖快进看完的 主演太多 对我来说 有点弱化主线的感觉 但应该有人会喜欢这种风格的电视剧吧 大发跟老胡很萌             
(3星)	 最爱的大发和老胡在这里，怎么能不看呢？剧情还是有点落入俗套……            
(2星)	 说实话 怪没意思了 虽然我是冲着小涵涵去的 虽然小涵涵依旧天真可爱 但还是不可避免的对整个剧真失望了            
(3星)	 没看完……            
(3星)	 一般的青春偶像剧.            
(4星)	 我们都有理想，都有自己的爱情要守候……            
(3星)	 主演不错            
(4星)	None
(3星)	 陈意涵 好乖的!!!!            
(5星)	 顶陈大发！            
(5星)	 剧情消遣可，多给一星纯属大爱陈意涵卖萌！！！            
(3星)	 想法挺好，剪辑太烂。。。            
(2星)	 够摩登的            
(2星)	 个人觉得没什么亮点            
(3星)	 陈柏霖~~            
(NA)	 直接快进到感情戏部分，我是不是太有发现丑的眼睛了            
(3星)	 陈意涵和陈柏霖各一星，剧情无感，弃！            
(3星)	 大陆的时尚剧真的跳不出来了。。。            
(3星)	 女主2的可爱…………            
(NA)	 真是不知道当初怎么就那么期待看捏~~~            
(4星)	 每个人身上都有值得学习的~喜欢~            
(2星)	 只是很喜欢胡歌，毕竟胡歌拍时装剧比较少，本人很好奇现代的胡二代会是怎样            
(4星)	 好喜欢陈柏霖啊。。。总感觉很温馨有点像爱情公寓的房租生活            
(2星)	 编剧的功力真的不怎么样            
(1星)	 看了几分钟，迅速下定义不咋地呀。            
(NA)	 难道没有人觉得胡歌在百花村的那几分钟很像《下一站幸福》嘛？？不过整体感觉还可以..            
(3星)	 没有看完。。。但是演员阵容很强大呀~所以给三星吧。大发 胡歌 陈柏霖 马思纯。。。。            
(4星)	 喜欢小学生和大萝卜~~            
(4星)	 结尾感觉少了点什么。。            
(NA)	 不要看~            
(4星)	 因为演员，从去年就想看了……            
(4星)	 除去那些比如篡位啊，私生子的雷人情节，还是蛮励志的，让人想到青春和梦想！            
(3星)	 胡歌你毁了仙剑三。。冲着小灵仙美女和被范冰冰卧轨恐吓的天然呆的陈柏霖，有点期望。居然张铁林也有，整容强大呀。            
(NA)	 百搭的胡哥哥，百搭的陈大发，还要多有爱啊啊啊啊 ，我要第二部            
(3星)	 冲着演员来看的，剧情弱智的部分就忽略不计了~~陈大发真可爱！            
(3星)	 只能是支持胡歌之作            
(4星)	 陈意涵挺可爱的。。一群人热血的为了各自的爱情努力着。。只是不太喜欢谢非凡的性格。。            
(3星)	 什么时候出 啊，急死人了            
(4星)	 没想象中好，最喜欢凌桀            
(3星)	 没有胡歌陈柏霖陈意涵这剧撑的下去么？夏红果不要这么白痴好么            
(3星)	 结局看不下去了都猜到了。为神马男二不能来个翻盘。总之觉得凌桀完胜谢非凡。            
(5星)	 期待胡歌的时尚华丽变身天然呆滴富二代。。。            
(3星)	 又是欺骗小女生的纯爱偶像剧，降低智商。            
(5星)	 好喜欢这种时尚片啊～友情  亲情  爱情～～最迷恋的 三种东西～～又哭又笑的  想 回国。            
(NA)	 陈意涵- -当初特喜欢的一个小姑娘。            
(5星)	 真的青春气息啊！！！！！！！！！！！            
(5星)	 华仔和莎莎的爱情是四对感情中我唯一看着看着不小心就掉眼泪了的一个。喜欢红果对爱的直接，认定喜欢谁就勇敢去追寻，如果我能像她一样就好了，也许就不会一直一个人了。            
(5星)	 国产电视剧少有的青春励志电视剧，很不错的剧情，还是最喜欢里面的大发了，叫大萝卜的时候最萌，力荐力荐！            
(3星)	 冲着陈意涵和胡歌看的，没想到其他演员阵容也那么强大哈哈哈。挺轻松搞笑的。            
(3星)	 最终凌杰还是没有和红果在一起，可惜了。。。            
(4星)	 陈柏霖啊和陈意涵更配唉，因为可爱&gt;&lt;            
(5星)	 看脸最靠谱！！从20集开始看也大丈夫啊！            
(4星)	 其实我比较稀饭大萝卜和小学生~            
(NA)	 前面28集发展四角恋，最后两集集体向后转，大团圆了。            
(4星)	 陈柏霖真爱啊真爱。            
(3星)	 陈意涵和陈柏霖！！！            
(3星)	 剧情挫了点。就看人去的。。。。            
(3星)	 胡歌脸是没办法恢复了啊，温雪打扮得太老成了吧，陈意涵有点弱智            
(3星)	 真是养眼的一部连续剧^O^~~~~~~~~            
(3星)	 胡先生。没事还是可以看看的。            
(4星)	 虽然我挺喜欢胡歌的，但是我还是希望小学生和大萝卜在一起……            
(4星)	 我越来越无法接受偶像剧了。            
(3星)	 因为好友很喜欢老胡，硬是要我看。之前还是蛮期待的，但是看了几集，觉得有些演员太假了，本想放弃了，冲着三个主演，还是跳着看完了。。            
(NA)	 我甚至无法想象没有你的日子。。。。凌杰            
(NA)	 因为有我喜欢的人啊~            
(5星)	 有梦就好,让蓝空充满阳光            
(3星)	 冲着陈柏霖和陈意涵。            
(3星)	 &gt;&lt;小士啊啊啊啊            
(3星)	 剧情很无语 比较喜欢沈蔷             
(5星)	 大发啊，美女啊。            
(NA)	 喜欢大发、            
(5星)	 萌死我吧非凡少爷~            
(5星)	 他们间的友谊让人感动，喜欢大萝卜和小学生。            
(4星)	 就喜欢陈大发卖萌            
(3星)	 后面太草结局了。            
(4星)	 丑小鸭变天鹅的故事加长版。胡歌、陈意涵、陈柏霖，不得不看            
(NA)	 陈意涵很不错。但是这剧情不怎样。            
(NA)	 看完心情大好^^古耐~早睡早起元气生活！            
(4星)	 胡歌和陈柏霖都正回来了，真好。陈意涵还是一样让我待见得不行。偶尔会有被感动的时候。作为国产剧来说，台词和剧情还是一样不予评论，但是几个演员算是把这部戏演活了，可以一看。三人都是我的萌点，私心加上了一星，推荐下。            
(3星)	 有大发一切都不需要理由            
(4星)	 扮演沈蔷的姐姐是我喜欢的style~期待陈柏霖童鞋和依晨的火花~            
(3星)	 追到10不再继续，大陆剧质量实在不过关。陈大发真是撑场，连胡歌的风头都压过。            
(4星)	 可看性不错，在内地来说这一类还是比较有新鲜的气息和香甜的味道的，收视率该不会差，逻辑有待进步···播出平台有点窄，且是先地面，网上也先有了，势必影响上星，宣传力度弱了些，不过老胡的戏往往新闻走正派路线，不炒不炒····物以类聚，人以群分，低调的人演低调的剧，不过可以期待二轮上星·            
(5星)	 爱与梦想的题材，喜欢！            
(3星)	 一星胡歌一星陈柏霖一星陈意涵            
(2星)	 太脑残了 实在没法看下去 拜托大发 柏霖 胡歌不用再接这种脑残戏了            
(4星)	 剧三个星+陈柏霖一颗星            
(5星)	 情节幼稚，但是颜控必备，各种美女各种帅哥~            
(4星)	 演员很喜欢            
(5星)	 一开始就是一个很亲切的场面，那鸡啊到处飞，可爱的村民们在讨论，应该算是吵架吧！我们的非凡律师看着，特镇静。还有就是红果怎么就忍心去踩穿着西服的非凡呢？青春，可爱，梦想，时尚，还有更多的元素在其中。            
(4星)	 其实。。。个人挺喜欢大萝卜和小学生配的~~            
(4星)	 谢非凡就像个大花瓶一样...            
(4星)	 应该打3星，因为胡歌，加一颗吧            
(5星)	 凡少太完美了！温雪是我最喜欢的角色。而岳翔和沈蔷那段只出现在回忆里的爱情最感人。啥也不说了，真心喜欢！！！            
(4星)	 经历过那么多，最终大家都找到了自己的路。若非交集，怎会有缘。            
(NA)	 为了不让小孩变NC，以后家里不要放电视机。            
(5星)	 喜欢菜鸟窝~支持发仔！！！！发仔这里面的造型也很漂亮            
(NA)	 之前跟着电视看的 居然忘记加上了 诶            
(4星)	 大发的都推荐            
(NA)	 汇集了我喜欢的男男女女们，为嘛拍的如此粗枝烂叶。。。郁闷~~            
(3星)	 大发真可爱            
(NA)	 经历了生死，他终是变得沉着，渐而走出了少年。那么，几经蹉跎，希望我们都能爱对了人。            
(3星)	 80 80 80啊~            
(NA)	 灰常励志的现代灰姑娘故事~            
(3星)	 终于开播啦~            
(3星)	 等着看看 好不好 回答——还好，有点萌            
(4星)	 稀饭大萝卜和小学生的戏份            
(4星)	 等了真的有一年多的！虽然剪辑啊剧本啊还是有瑕疵的，但是，大发演得很好哟~而且对陈柏霖改观不少，本来以为他怪怪的不大会演戏的。。几位主演表现都不错，关于梦想的主题也真的很激动人心，但是有点虎头蛇尾的感觉，而且，四角恋莫名其妙就这么出现了= = 总之，喜欢大发演的夏红果！为梦想而奋斗吧！            
(3星)	 好2（看到中间实在扛不住了）            
(NA)	 明年去看            
(3星)	 虽然很幼稚也有很多狗血的桥段，但除了秦天和沈蔷那段外，其他三对到后期总算有点可看性了，虽然是冲着胡歌和陈意涵来看的，但是最后最喜欢的还是温雪和叶莎莎姐妹了，果然还是这种随剧情发展性格大逆转的角色比较真实啊            
(3星)	 编剧埋的线好多``或许是因为我看得太慢了```除了群众演员的水平比较差之外其他还好~8080我爱你~~~            
(4星)	 期待很久的电视剧，大发和陈柏霖都是我很喜欢的演员。这几天一口气追完，看剧的时候心情很好啊！其实，看到中间还蛮希望小学生和大萝卜的粉红更加多一点呢··            
(5星)	 为友情感动            
(NA)	 本人是忠于胡歌的FANS，得知这部片子要开拍的消息特别期待，是胡歌这么久以来难得的现代都市剧，而且胡歌还是那么帅哥的富二代呢？还有陈意涵和陈柏霖美女帅哥的组合能不养眼吗？期待中……            
(5星)	 小学生和大萝卜喜欢shi了~~~大陆演员还是演得不够诚实。。。            
(5星)	 哎呀无限可爱啊！！虽然有些东西写得比较幼稚，但是几个人都超可爱的！            
(2星)	 一颗给胡歌。一颗给柏霖。两个处女座男人。            
(3星)	 恶俗地让人心疼            
(4星)	 因为里面的演员我都蛮喜欢的！~哈哈            
(3星)	None
(2星)	 两分给帅哥美女            
(3星)	 当初期待值挺大的，后来证实．．．            
(3星)	 额 有点矫情 有点失望            
(4星)	 终于看完了,大爱.各种萌点.夏红果,真的很棒.            
(4星)	 胡歌结局带着墨镜真是太帅了，最后一个镜头带着头盔太逗了            
(5星)	 还好没让我家胡歌当炮灰啊～～～吓死我了～～～            
(3星)	 陈柏霖和陈意涵很配啊            
