http://movie.douban.com/subject/1863947/	神雕侠侣
(5星)	 这才是真正的神雕侠侣。            
(5星)	 太经典了            
(5星)	 李若彤 古天乐            
(5星)	 如果经典不送给这样的片子，又能送给谁呢？大爱李若彤！            
(5星)	 最杨过，最龙儿！            
(5星)	 一见杨过误终身            
(4星)	 比较喜欢            
(5星)	 我心目中至上的经典            
(5星)	 儿时的最爱啊，从头爱到脚！            
(5星)	 大爱            
(3星)	 李若彤演的小龙女不错。郭襄—金庸中另一个喜欢的女子            
(5星)	 从两岁起：）            
(5星)	 杨过当年真是好纯良啊……生生被逼成那么偏激的一孩子……            
(3星)	 说实话我觉得李若彤的气质和外相是最符合小龙女的。杨过太难演了。其他版本刘德华太正，黄晓明太闹，古天乐太酷，但关键是酷在外面了。相比古天乐还是最好的。            
(4星)	 姑姑.姑姑~哈哈            
(5星)	 过了很多年正在重温，哈哈            
(NA)	 那时，过儿还是白的            
(5星)	 李若彤，姑姑            
(5星)	 5星不解释！！！            
(5星)	 旧时光            
(5星)	 李若彤            
(5星)	 大爱            
(5星)	 爱情，年龄不是问题！            
(5星)	 经典难忘            
(4星)	 经典啊            
(5星)	 誓死的爱情，让人感动。            
(NA)	 杨过和小龙女，一想起就是这个版本。            
(4星)	 过儿，时间是你人生的杀猪刀            
(NA)	 所有的版本中，我不厌其烦地从头看到尾的只有这部。此部乃王道，挡我道者杀无赦。            
(5星)	 百看不厌！！！            
(NA)	 有情结了。            
(5星)	 话说姑姑真的很美 过儿你老了、、、            
(5星)	 尼玛是我记忆中最经典的一部武侠剧！ 如果以后我的孩子问我：哪部武侠剧最好看 必须只能这一部！！过儿啊…让姑姑如何是好啊╭(╯3╰)╮            
(5星)	 第一次看的版本            
(NA)	 李若彤真美            
(5星)	 姑姑 .过儿            
(5星)	 终于从头到尾，粤语版的，都看完了。            
(5星)	 不知道是因为杨过喜欢古天乐，还是因为古天乐而喜欢杨过。            
(5星)	 当年皮肤水嫩的杨过被岁月砍成啥样了            
(4星)	 尼玛  古帅啊  只是因为在人群中多看了你一眼            
(4星)	 最有影响力的《神雕侠侣》，后来狗尾续貂之作基本都受其影响。有些遗憾所以要剪掉一颗星：场景就那么几个，而且很简陋明显假的；古天乐的杨过没有原著中的邪气；李若彤空姐干久了，总是一副空姐姿势，表情有时不到位。            
(NA)	 我好讨厌杨过！我喜欢李莫愁啊！！！            
(3星)	 啊，我见过古天乐真人            
(5星)	 一双璧人            
(5星)	 古天乐太酷，李若彤太美            
(5星)	 经典不需要解释            
(5星)	 经典就是经典            
(4星)	 其實李若彤在我眼中並不如何符合「小龍女」這個角色。而這版的楊過卻十分值得稱道。突然想起一個趣事兒、去年我曾與人說起、當年的『神雕俠侶』是古天樂演的楊過時、卻得到回答「怎麼可能！一個那麼白一個那麼黑」。            
(5星)	 心目中杨过和小龙女的模样。古天乐那个时候是真心帅。            
(5星)	 最经典！            
(5星)	 话说小时候超喜欢李若彤的，她在《天龙八部》里的王语嫣扮相被那时的我惊为天人~            
(4星)	 那时候古天乐比现在帅多了啊            
(5星)	 这是我看过最多遍的一部戏了，台词都会了好嘛            
(5星)	 我爱死了这个杨过和小龙女。            
(5星)	 一见杨过误终生，一见郭襄也误终身。。            
(4星)	 最经典的版本            
(5星)	 唯美的爱情……            
(5星)	 最近天天看啊。            
(5星)	 男女主角选得那个好啊！无法超越的经典！            
(5星)	 我一直没搞懂，古天乐为什么要变得这么黑。            
(5星)	 杨过和小龙女都是不二的人选。            
(5星)	 小学三年级看的，能记起的第一部电视剧。。            
(4星)	 当时真喜欢小龙女啊哈哈            
(5星)	 经典            
(4星)	 古天乐帅的啊啊啊啊啊啊            
(5星)	 永远无法超越的经典！            
(3星)	 那时的古仔还是“小白脸”            
(5星)	 李若彤之后，再无小龙女！            
(4星)	 这版最经典，不过这俩人真是够烦的，别扭死了            
(5星)	 姑姑 姑姑！~            
(4星)	 李若彤很美，杨过很杨过。            
(5星)	 古天乐那时候好白~~好可爱~~            
(4星)	 李若彤实在是漂亮。            
(NA)	 其实我爱这部。            
(3星)	 觉得李若彤不像小龙女嘛 五官太欧化 且比杨过显老 明明原著里小龙女长相多嫩的....但是白古真心帅            
(4星)	 前不久才知道，杨过是古天乐~~~~~我承认我太失败了~~~~            
(5星)	 16年了            
(5星)	 心中永远的过儿和姑姑、            
(4星)	 情深不悔。            
(5星)	 最经典的小龙女 、杨过            
(4星)	 是一部经典！怀旧啊            
(4星)	 小龙女是我最喜欢的版本！            
(5星)	 五星献给两个用心表演的主演及配角，场景虽然在今天看来是有些简陋，但是人物刻画感情表达方面自然流畅，毫无跳跃之感，人物始终很稳，不跑神，两人感情对接的很好，尤其在大战重阳功元神表演尤为出彩，很是申请入戏，很能调动观众的感情，情侣契合度亦是最高，人美的内外合一，人帅气的自然天成            
(5星)	 太经典了。。。。            
(4星)	 主题曲留下十足的印象。。。            
(5星)	 尹志平在《神雕》中，就像法海在《新白》中，让人恨死了啊！！！！！话说经典重看还是眼泪哗哗啊            
(5星)	 经典，配乐很好。            
(5星)	 永远无法超越的经典.剧情真的是百看不腻的.            
(5星)	 我小时候i也想有只雕。            
(4星)	 一见杨过误终身            
(5星)	 仙女            
(5星)	 一见杨过误终身~误终身            
(5星)	 总算是完完整整的把这故事又看了遍 加上之前郭靖黄蓉杨康穆念慈等人物也算都清楚了 唯独对小女子郭襄仍兴趣十足 好喜欢这古灵精怪的丫头 哈哈 所以张三丰也偏爱此女对吧             
(5星)	 李若彤，不解释            
(NA)	 第一次看是小学那会，买了好多卡片到处贴，后来，就是上学期，又细细致致的看了一遍            
(5星)	 绝对的经典，很喜欢小龙女这样的，还有那个小襄儿            
(NA)	 我心中惟一的神雕侠侣            
(NA)	 小時候看的            
(5星)	 是一种侠义情节            
(4星)	 嗯嗯，最喜欢的版本            
(5星)	 古天乐你干嘛晒黑啊 哇哈哈哈哈            
(5星)	 经典阿！！            
(5星)	 小学时后每天晚上趁家里没人偷着看完的            
(4星)	 李若彤才是小龙女            
(4星)	 看到一帖子发这俩人现在的对比……怀念下好了。            
(5星)	 神仙眷侣            
(5星)	 爱情典范            
(5星)	 刚好十六年 这回又看了一遍粤语版            
(4星)	 16年后再重温            
(5星)	 这才是小龙女和杨过            
(4星)	 还是这部给力。            
(4星)	 过儿…            
(5星)	 这一版的杨过和小龙女是我的最爱啊            
(5星)	 里面的杨过和小龙女都是不可替代的经典啊~~ 我连重看的勇气都没有，只因为觉得故事太悲，两人太苦情~~            
(4星)	 自认为最经典的一部！            
(4星)	 那时候古天乐多白啊            
(5星)	 就是新五绝有点不喜欢。其它，今日其他情绪渗入，下次再谈。            
(4星)	 男女主角实在是经典 就是道具布景太糙~            
(4星)	 这版是我的最爱            
(3星)	 喜欢小龙女，但是她的淡然中还有冷，因此古墓居住是没有问题的，一个人在山谷住了十几年睡那个绳子也没有问题的，包括谁棺材。如果她能够堪破情爱，真正的淡然，那么才是脱尘的纯洁的我心目中的如仙女子。不吃人间烟火相对不难，但是不动人间情心就不是那么容易了。            
(5星)	 童年的美好回忆。李若彤真是美若天仙，古天乐再也没有那时候帅了，            
(4星)	 极品过家家            
(NA)	 个人最喜欢的一个版本            
(5星)	 经典！！！            
(5星)	 童年的回忆好吗！            
(5星)	 16年之后再看，你还是那么经典            
(5星)	 粉嫩的一对啊~            
(5星)	 姑姑.....            
(5星)	 我心中完美的过儿和姑姑            
(5星)	 绝配的小龙女杨过。完美。            
(4星)	 那个萌那个嫩...            
(5星)	 本来想过来改为5星得，想不到原来就是5星，又看了一边，经典啊            
(5星)	 重看  太好看了  古大叔以前帅得无与伦比！！！            
(5星)	 儿时经典~            
(5星)	 从来都知道，只要我还爱着像他那样的人，我就还仰望着高贵而完美的灵魂；只要我还寻找着他的踪迹，我就还听从着自己心的声音。                
(5星)	 沒什麼可以說的。經典中的經典。只要電視臺敢播，老子就敢看~！            
(5星)	 小时候看到这般神雕就没了魂了            
(5星)	 完美。。            
(5星)	 这绝对不需要理由            
(4星)	 只喜欢这个版本。            
(5星)	 第一次接触神雕侠侣            
(5星)	 最喜欢看这一部了            
(5星)	 必须经典~~~~~！！            
(5星)	 太经典了            
(5星)	 唯美。            
(NA)	 射雕英雄三部曲之二            
(4星)	 每听一次《归去来》，总把自己带回那个时代，那是还年轻。            
(5星)	 看过N+1遍，从主角到配角都好的没话说。下载了全40集准备收藏。每次看他们16年后再见那段，都会被深深的打动，演的太好，长的也太好，反正在我心目中这部是最好最好的！！！            
(NA)	 四年级的时候看的，有些美好只能是在记忆里了。            
(5星)	 绝对赞！！！            
(5星)	 看中了细节            
(5星)	 经典            
(5星)	 回忆            
(4星)	 经典  无论翻拍多少次  我只喜欢这版本            
(5星)	 心目中永远的杨过和小龙女。            
(4星)	 Everything do for you.            
(NA)	 一直没看全过。小时候每次看都被我爸斥为谈情说爱，令立即换台。这次发现除了开头几集每一集都看过。倒因为断断续续的印象，记忆中一直觉得这剧时间漫长格局宏大。这次看觉得非常像戏曲，也就那几场戏，情节基本上都要用对白标示动机，觉得非常突兀的是，每次生离死别竟然都要拉大段二胡，完全没有记忆            
(5星)	 无法超越的一版            
(5星)	 太喜欢古仔了～ 看了N遍都不会厌倦～ 经典的神话            
(5星)	 太好看了，太经典了，主题歌归去来也很超凡脱俗啊            
(5星)	 经典！            
(5星)	 放歌放歌放歌放歌放歌放歌放歌。。。AMEN！            
(5星)	 放歌放歌放歌放歌放歌放歌放歌。。。AMEN！            
(5星)	 以后的神雕侠侣都比上这个版本。            
(5星)	 神作！心目中唯一的小龙女与唯一的杨过！            
(5星)	 故事情节不是最喜欢的一部，但是演得好            
(4星)	 可能看的时候没有比较，觉得挺好的，但是后来看了几乎所有版本的神雕，觉得这一部，可能是先入为主，让大家那么痴迷，事实上，没有那么神话~唯一喜欢的是李绮红，有很灵气~            
(NA)	 小龙女天然卖萌            
(NA)	 小时候看电视少，这部也没看全            
(5星)	 经典了十五年呀。            
(5星)	 两个主角太美，其他不足就不提了~            
(5星)	 时隔十六年，重温神雕。幼时喜欢动作打斗的片段，现在则更偏爱人物成长和情感描写的部分。人已成熟，对剧中人物，无论是杨过和小龙女还是李莫愁与尹志平，唏嘘和感慨多过喜爱或厌恶。杨过童年漂泊无依，他渴望一段生死相依，永不背弃的感情；而小龙女从始至终对尘世唯一的眷念只有杨过，他们实属绝配。            
(5星)	 就是我只有一只手，我也能抱着你姑姑            
(NA)	 李若彤真美，唯一的小龙女            
(4星)	 每次想到小龙女跟尹志平合体心中都隐隐作痛            
(4星)	 看的第一部武侠连续剧            
(5星)	 最爱的武侠小说啊~~~            
(5星)	 我能不能说我好喜欢李莫愁啊！！！！            
(4星)	 小时候第一次看到李若彤版小龙女，惊为天人啊！            
(5星)	 问世间情为何物，这台词反复出现......雪梨演李莫愁！            
(5星)	 懵懂情怀尽在归去来            
(NA)	 当小龙女和杨过16年后相见，我开始相信爱情            
(4星)	 最喜欢的一部            
(5星)	 李若彤！！无法超越阿~            
(5星)	 这个版本对我来说是不可超越的~            
(5星)	 因为一篇帖子让我走上武侠不归路了。。。            
(5星)	 古天乐。            
(NA)	 至今 偶尔还会翻出来看看的片子~ 太经典了            
(5星)	 问世间，情是何物，直教生死相许？天南地北双飞客，老翅几回寒暑？欢乐趣，离别苦，就中更有痴儿女，君应有语，渺万里层云，千山暮雪，只影向谁去？            
(5星)	 最近真无聊              
(5星)	 经典            
(5星)	 神剧好不好            
(5星)	 最帅的杨过，最仙儿的小龙女。            
(5星)	 这个 喜欢            
(5星)	 一见杨过误终身            
(5星)	 很好看            
(5星)	 古天乐，那时少年！            
(5星)	 一见杨过终身误。            
(5星)	 经典不多说            
(5星)	 还是这个版本的好看。童年的武侠梦啊。。            
(5星)	 李若彤=小龙女!!!            
(4星)	 记忆中杨过小龙女就应该这样的啊。            
(5星)	 一见杨过误终生在这一版才体现出来了好吗！！！！！！！小龙女的清冷这一版是最好的好吗！！！！！！！！！            
(5星)	 最完美的版本            
(4星)	 最近被毕业设计搞得头大。。但是仍然好好的会为了一遍儿时看过的神雕侠侣。。我心中最经典的杨过和小龙女。。一见杨过误终身。。            
(5星)	 16年过去了 过儿 姑姑依旧那么经典            
(5星)	 一遇杨过误终生啊            
(5星)	 这一版是经典啊            
(5星)	 李若彤的龙儿太漂亮了，无法超越~            
(5星)	 个人认为最经典的一部            
(5星)	 爱死了~~            
(5星)	 买了DVD，开始复习。            
(5星)	 我的最爱 看过很多次 每次都有当初那种特别的感觉            
(5星)	 最近在看粤语版 感觉很棒啊            
(5星)	 那个杨过呀。姐姐多年还是不能忘呀。            
(5星)	 故乡的原风景。乃们是我心中永远唯一的杨过跟小龙女。            
(5星)	 我操，我就是小时候喜欢看这个和多啦A梦啊。            
(4星)	 其他的不知道这个是小时候看的 也是看的最投入 觉得最自然的一个版本            
(5星)	 永远的经典            
(NA)	 对我来说的杨过和小龙女~            
(5星)	 没办法 小时候的回忆~ 大爱啊            
(4星)	 让心灵回归最初的感动,追忆似水流年, 那一声概叹 ,嘴角的一抹浅笑, 对我们来说是最大的收获.            
(5星)	 经典中的经典            
(5星)	 怀旧真的很廉价，而且越来越来的容易，再看一遍，只是心情却不再相同。            
(4星)	 小龙女还是当年的小龙女 杨过老了            
(5星)	 印象不是太清了，但李若彤在我心中永远抹不去。呵呵。            
(5星)	 最经典的《神雕》版本，无可超越。。            
(NA)	 各个女子，为你倾心。可是，姑姑才是最好。            
(3星)	 有些女人古装就是好看点            
(5星)	 可以六星么···            
(5星)	 年轻时候的古仔帅的没天理            
(5星)	 16年了 泪奔~~~~~~~~~~~~·            
(5星)	 李若彤就是小龙女……人生若只如初见            
(5星)	 小学的时候 要很早睡觉 可是又很想看 结果每次都要求半天            
(5星)	 最好看的神雕版本 古天乐好帅            
(5星)	 姑姑            
(5星)	 额，经验脱俗啊小龙女。。。。            
(5星)	 我又看了一遍。然后“既见君子，云胡不喜？”注意到了程英。            
(NA)	 最好的过儿和姑姑~            
(NA)	 古天乐的脸很白的当时。            
(5星)	 最爱这一版！            
(4星)	   杨过很满意，李姐姐虽然很美，但不是我心中小龙女的类型            
(5星)	 没办法 花痴的源头啊……            
(4星)	 看了这部，以后的都没有兴趣再看。。。古哥帅到掉渣！小龙女就是小龙女，她不是李若彤，这也是一个演员的悲剧吧。。小郭襄很可爱。。            
(5星)	 最符合原著，比黄晓明版强多了~            
(5星)	 这俩人都是梦中情人。。。啊。。。。。。梦中情人儿            
(5星)	 一直在经典 从未被超越            
(5星)	 小时候刚懂得看电视剧时候的经典，这辈子应该忘不了。。。最近有空一定要重温！！最喜欢的小龙女。。。还有虽然古仔现在比较帅。。。            
(5星)	 这个版本才是经典            
(5星)	 我心中最最经典的版本            
(5星)	 小时候的梦中人啊··········            
(5星)	 儿时的模糊回忆！            
(4星)	 一个时代的记忆            
(5星)	 永远的经典！            
(4星)	 李若彤啊。。。。古天乐啊。。。。还有那个郭襄啊。。。            
(5星)	 今天无意提及古天乐。他白的时候这么帅这么帅这么帅啊啊啊啊啊啊啊！！！！            
(NA)	 经典            
(4星)	 只是，这片我到底看全了么？            
(4星)	 喜欢这一部的小龙女、郭襄。后来才知道郭襄竟然成为峨嵋派的创始人，心碎了一地。。            
(5星)	 无法超越的经典。            
(5星)	 最美小龙女 最帅杨过！！！            
(4星)	 没有看过80年代班的，这部在我心中无法超越！            
(5星)	 性启蒙教育啊！            
(5星)	 话说我很喜欢这个时候的古天乐……然后，李若彤是我梦中情人……            
(4星)	 最爱这一版            
(NA)	 最帅气的杨过和最美丽的小龙女            
(NA)	 杨过&amp;李若彤演的都很好            
(5星)	 最经典的一部神雕            
(5星)	None
(5星)	 经典            
(4星)	 经典！！太经典！！哈哈            
(5星)	 我不打5星对不起自己！            
(4星)	 16年后            
(5星)	 已经十六年啦……            
(4星)	 小龙女啊小龙女~~~~~            
(2星)	 一点都不喜欢这个版本的小龙女            
(5星)	 经典得不可颠覆            
(5星)	 那个时候古天乐还是白的····            
(4星)	 “姑姑”16年了            
(NA)	 还是这一版本最好看            
(5星)	 五颗星无条件为当年玉树临风的古仔和今日依旧如斯淡定的李姑娘。你们是我心目中最靓的金童玉女。剧中配乐绝美。            
(5星)	 过去的经典~            
(5星)	 经典，后面的没法看            
(5星)	 十六年了            
(5星)	 过儿~~~~~~            
(5星)	 小龙女~~~~~            
(NA)	 一个残废男人跟一个失贞女人的故事 两个在旧社会不完美的人的故事             
(5星)	 最爱这一部的郭襄！！！            
(5星)	 只能是这个版本的            
(5星)	 当时年少，不理解杨过为什么就爱上了小龙女。你能为谁，一等16年？            
(4星)	 我最喜欢的一个小龙女版本。            
(5星)	 古天乐就是杨过，李若彤就是小龙女            
(5星)	 一遇杨过终身误啊！            
(5星)	 本剧从选角、化妆、梳妆、情节设置无一不属上乘，唯一的硬伤就是布景太粗糙，但仍不失为一部经典。            
(5星)	 彤姐-永远的小龙女            
(5星)	 绝对经典            
(5星)	 问世间，情为何物？直教生死相许。正因为世间已无此爱情，才显得更加地珍贵。            
(5星)	 经典            
(4星)	 一见杨过误终身，揍喜欢杨过            
(5星)	 杨过的眼神永远都是少年的刀一样的锋利啊            
(3星)	 (～ o ～)~zZ当时的看点就是觉得越长越好看！~            
(5星)	 大爱呀，心中的经典            
(4星)	 經典            
(5星)	 看完超爱小龙女的。哈哈            
(5星)	 经典啊，永远的啊！！！神仙姐姐啊啊             
(5星)	 李若彤就是小龙女            
(5星)	 溫習完畢。驚訝于自己沒有記得多少劇情，更驚訝于自己記進了細節。最愛的鏡頭比比皆是，最後一幕更是意猶未盡。雖然有些BUG，不過看起來真的很舒服。【覺得楊過跟小龍女都是很軸的人。兩個人就是一個世界，這樣就好。其他看起來真的很多餘。            
(NA)	 我的童年，我梦中的白衣美人            
(5星)	 古天乐和李若彤...还有比这更搭调的杨过和小龙女么~！！！            
(3星)	 儿时必看！！！剧情在脑中所剩无几。。            
(5星)	 张可颐的程莹，简筠佩的陆无双，傅明宪的郭芙，李绮红的郭襄            
(4星)	 好看的！雖然沒有現在的風景優美。。但是李若彤把小龍女演得好好！            
(5星)	 经典哦~~~            
(5星)	 小学四年级每天都在担心过儿找不到姑姑了有木有            
(4星)	 这个经典的就不多说了。。            
(5星)	 经典啊            
(4星)	 全体同学唱&lt;&lt;归去来&gt;&gt; . 那是多么的黯然销魂啊.. 古仔那时候多好呀.             
(NA)	 浮云啊,,当年古天乐还是奶油小生的时候...            
(4星)	 小时的映像，先入为主，无法磨灭            
(NA)	 我的小龙女呢？            
(5星)	 这才是小龙女嘛，刘亦菲什么的，哪儿凉快哪儿呆着去~            
(5星)	 种种美好 心自知            
(NA)	 喜欢呢            
(5星)	 皇皇世间 只有你我二人心意相通。 纵多少不容 多少诋毁 多少分离， 你我相互怜惜 此情不渝。            
(4星)	 白古威武！！            
(4星)	 当年被小龙女给美翻了，被杨过惊艳了            
(5星)	 绝配~当年的片子怎么都那么好~欲罢不能            
(5星)	 五星全给小龙女             
(5星)	 问世间情为何物，心中的经典            
(4星)	 无法超越的小龙女哇~~            
(4星)	 片尾曲至今难忘            
(5星)	 姑姑            
(5星)	 最爱这版~~~            
(5星)	 最杨过的杨过最小龙女的小龙女            
(NA)	 一般            
(4星)	 过儿！！！那时候还没晒黑呢，而且我喜欢没晒黑的时候。。。。            
(5星)	 李若彤美极了 小时候的梦中情人  听说她后来做了摄影师            
(5星)	 绝配。脚注那个是什么屎来着。            
(3星)	 这版很经典，古天乐很年轻啊。            
(5星)	 美若仙女李若彤            
(5星)	 这便是经典            
(NA)	 喜欢郭襄。            
(5星)	 依稀记得当年，绝情谷，那侠骨柔肠            
(5星)	 这才是杨过。这才是小龙女。            
(5星)	 最喜这版·····            
(4星)	 高中吃午饭的阿姨家每天准时播放            
(5星)	 最棒的一部神雕侠侣~            
(5星)	 哎，最最经典的一版！李若彤，永远的小龙女            
(3星)	 这个版本最好~~~            
(5星)	 这部就完全不说了，陪伴着我一直长大的，在我心中已经是无法衡量这种经典，就是家长那时不让我看，我还是乘着喝水的时间瞄几眼，深刻呀。            
(5星)	 小龙女！！！！！！            
(NA)	 李若彤，永远心目中的女神……演员、剧情、服装、场景、摄影，都是经典……            
(NA)	 过儿，姑姑            
(4星)	 最近跑回去怀旧了一下，原来断断续续的有看过，最近突然想起来就从头到尾完完整整得看了一遍，经典还是经典            
(5星)	 经典永远无法被超越 一见杨过误终生            
(5星)	 小时候好喜欢李若彤版的姑姑            
(4星)	 里面超棒的插曲让我感动不已 后来才发现武侠片都是这么用的 当时真的没觉得小龙女多好看 脸太小了            
(5星)	 杨过~那个时候的古天乐啊，怎帅气了得~            
(5星)	 李若彤那才叫小龙女好不好。。。刘亦菲那叫未成年少女。            
(5星)	 我喜欢怀旧 老版本总有一种让人感动的情怀            
(5星)	 我向往这样干净的爱情            
(5星)	 五度嗟叹生死情，四女天涯阴阳痴，三生乖戾终成眷，二心绝迹江湖间，俱往矣，谁曾记，一见杨过误终身。。。深情大义的过儿，绝尘专注的龙儿，惹人怜爱的小邪，内敛可叹的程英，善良痴情的绿萼，恨得牙痒的郭芙，沦为自作聪明的黄蓉。。。很多很多。也许香港人天生就是剧中人吧。所以无法不爱95神雕            
(NA)	 那时候李若彤是仙子啊            
(5星)	 青山常在，绿水长流            
(4星)	 嘻嘻，小龙女！！！            
(4星)	 比起不食烟火的小龙女，更喜欢李绮红的郭襄来得有血有肉            
(5星)	 最爱的小龙女和杨过~            
(4星)	 经典，无话可说            
(4星)	 除了“岂有此理”比较雷……李若彤塑造的小龙女毕竟太经典了……古天乐的杨过也比较符合书中描述的形象            
(5星)	 经典，没的说~            
(4星)	 还是感觉李若彤演的小龙女最好！            
(5星)	 经典。            
(5星)	 经典的痴心绝恋啊！！！一个失贞，一个失臂，却依然是至纯至情！            
(5星)	 我的童年都是港片港剧，没有数学和计算机            
(5星)	 唉哟喂~李若彤就是偶心目中的小龙女~~无可取代~~当年的古童鞋好白~~白面书生一枚~~            
(NA)	 动不动就是10年15年的要不然就是一生一世的...若问时间情为何未，直教人生死相许...要不然就是贱人 淫贼...不过还是看原来的电视剧比较有赶脚啊~~            
(5星)	 经典            
(5星)	 无可逾越            
(5星)	 古天乐的巅峰之作  我那时候读初三            
(5星)	 香港电视剧            
(4星)	 李若彤            
(5星)	 无法超越            
(NA)	 尽管那时野外都是布景，武器都是塑料，服装就那么几套，还是一部令我们这一代人难以忘怀的经典之作。古天乐帅到一定境界，李若彤美到一定境界。我要是张纪中那傻逼，绝对不会挑战这个经典之作的。            
(3星)	 十几年前的古仔嫩得一塌糊涂。            
(5星)	 永远的经典，李若彤和古天乐            
(5星)	 随了~            
(4星)	 。            
(5星)	 杨过就是这样的            
(5星)	 巨经典无比            
(5星)	 最喜欢的一版            
(4星)	 最爱的一部神雕……            
(5星)	 心目中最符合原著的翻拍版本。            
(5星)	 永远的经典。            
(4星)	 时光不解释            
(4星)	 这个要补上            
(5星)	 儿时经典啊，那时候就觉得杨过好帅啊，小龙女好美啊，襄儿好可爱好善良~~            
(4星)	 李若彤，你的明眸与笑容，让我如此的着迷。            
(5星)	 别的版本通通不喜欢。            
(5星)	 姑姑和过儿，杨过和小龙女，古天乐和李若彤，归去来和神话情话。就连尹志平都...令人难忘的经典。            
(5星)	 诶哟，小龙女～            
(4星)	 很经典的版本。            
(5星)	 我觉得郭襄好可爱            
(3星)	 还没变黑的乐乐            
(5星)	 唯一的过儿            
(5星)	 那个音乐,还有那个李若彤            
(5星)	 最喜欢的神雕侠侣版本。            
(5星)	 无话可说~经典~无法挑剔任何~            
(4星)	 小龙女很传神            
(5星)	 好喜欢里面的古仔...儿时的经典回忆！            
(5星)	 古天乐，你太帅了~            
(4星)	 80后都喜欢的电视剧            
(5星)	 过儿~             
(5星)	 这就是小龙女            
(5星)	 古天乐我爱你            
(4星)	 那时候 、过儿还很青葱 。            
(5星)	 没什么好说的，5星不解释            
(3星)	 那次是你不经意的离开，成为我这许久不变的悲哀...胡兵演唱的主题曲印象深刻            
(5星)	 一见杨过误终身            
(5星)	 黄晓明比古天乐差不知道多少个档次~~~刘亦菲太嫩了，不像御姐。            
(NA)	 小时候看的~那个时候他还说白色的。。。            
(5星)	 尹志平你個賤人！！！！！！！！！！！            
(5星)	 还是这个经典            
(NA)	 @@小龙女确实漂亮，可是剧情并不出彩            
(4星)	 古天乐的外形比很多版本的如黄晓明、任贤齐等更适合杨过这个角色，李若彤的小龙女也不错，但是比起原著的形象稍显成熟，刘亦菲更像我心目中的小龙女的外形，至于气质，最像的应该是陈玉莲。            
(5星)	 多年过后，再来看依然是怦然心动            
(5星)	 最像杨过的杨过            
(5星)	 每次看都感动到不行。            
(4星)	 金庸的武侠，百看不厌            
(5星)	 看过这个其他版本的都看不下去了            
(5星)	 两个人那时候真好看啊            
(5星)	 杨过和小龙女的最佳版本            
(5星)	 超五星            
(5星)	 大爱啊。。。。            
(5星)	 绝对的经典！！！            
(5星)	 那次是我不轻易的离开~~~            
(5星)	 我擦啊……            
(5星)	 哎哟            
(5星)	 哎哎，经典经典。            
(5星)	 哎呀 当时我都成了照片控啊照片控 记忆中还是我妈帮我挑了一张 有杨过有小龙女中间还有个雕的照片 无比美啊当时~            
(5星)	 剧中造型都很好~~(很喜欢程英!)  不是内地的能比的..            
(5星)	 当时喜欢片尾曲。            
(4星)	 人物形象啊气质啊那是很符合的。。。。            
(5星)	 矮油，白面古天乐~            
(5星)	 从此开始，古天乐就是我心中的男猪脚            
(5星)	 古天乐 是最帅的 杨过！！！            
(4星)	 最经典的小龙女和郭襄~            
(5星)	 心中的杨过和小龙女非此莫属。            
(5星)	 都演得好！古天乐 李若彤 李绮红            
(4星)	 古天乐版的杨过太萌了  =___________=            
(4星)	 我觉得那是古仔最帅的时候...            
(5星)	 小学三年级。每晚六点。我比表都准时。            
(4星)	 过儿那时候还是白的，哈哈            
(5星)	 没有人没有看过吧            
(5星)	 光是小龙女就值这五星            
(5星)	 各种回顾。            
(5星)	 經典中的經典啊，好看的很            
(5星)	 打五星全为了古天乐版的杨过，没理由！            
(5星)	 最经典的一版！            
(NA)	 不用说，那是经典。            
(5星)	 完美的很            
(5星)	 不羁。            
(5星)	 愛死了裏面的小襄兒~o(*////▽////*)q 過兒，你後來怎麼就長殘了呢T^T            
(5星)	 非常好。            
(NA)	 好爱啊            
(5星)	 脑海中的第一部，也是唯一的了，不可替代啊。。。            
(4星)	 古天乐的电视剧没看过的很少            
(3星)	 这叫做经典            
(5星)	 姑姑，姑姑。。。过儿~            
(NA)	 经典版            
(5星)	 没有哪个版本的神雕侠侣比这个好看，当年真的是喜欢看啊……现在还是很喜欢，，。            
(5星)	 无法超越的经典！            
(5星)	 5分不给力，很冲动地想给10分啊~~~~~~~            
(5星)	 李若彤！！！            
(NA)	 爱死了            
(5星)	 最好看的 神雕。 可遇而不可求耶。            
(5星)	 第一次迷上的人就是李若彤的小龙女，还是幼儿园的时候吧（还真早熟），直到上小学，还把她的名字念成李若丹……回忆……回味……突然好想哭啊T T            
(3星)	 各个版本有各个版本的好处，这部还行。那时候古天乐还是小白呢。            
(5星)	 为了杨过            
(NA)	 神仙姐姐，怎么会有那么美丽的人呢？尽管古天乐那个时候只不过是个小白脸而已，现在家里还有这个贴图呢            
(5星)	 心中不变的经典            
(3星)	 经典版            
(5星)	 最好的杨过            
(5星)	 ！！！！！~~~~            
(5星)	 姑姑什么的最萌了！！！！！！！1            
(4星)	 虽然刘德华+陈玉莲是最经典版本，但我始终最爱古天乐+李若彤版本。李若彤冷艳脱俗，古天乐俊俏透邪气，两人简直是完美配搭。另外，李绮虹演的郭襄也是我到现在还是最喜欢的！可以说因为李绮虹而喜欢了郭襄这个人物。唯一要批的就是郭靖和黄蓉的选角比原著太老了，找刘松仁和米雪来演就最完美了。            
