http://movie.douban.com/subject/4059238/	下一站，幸福
(4星)	最適合撒鼻息的時候看了。囧
(4星)	好吧,我就是吃这种台湾偶像剧...
(4星)	前半段很不错，后半段太拖沓
(5星)	小小乐在那里大喊慕橙 很有爱 小V最好的一部作品 安以轩也超越了之前的斗鱼演出 情节老套而已 这是一部让我一久违的朋友看了流泪流到暴的电视 而她给我的答案是她只希望得到一份真感情 即使知道会流逝也好 因为她认为她没被真正爱过 为爱冲冲冲的女子又见到了 该鼓励但不支持 仅此而已
(3星)	记得那时候每个礼拜都在追，追到后面发现没兴趣了
(5星)	难得又看到这么精致的台湾偶像剧，安以轩和吴建豪的演技让人眼前一亮，其他配角也一改我以前觉得台湾偶像剧幼稚做作的印象。支持一下。之前看的《泡沫之夏》在它面前真是差太远了。
(4星)	很久没看到这么好的台剧了~
(4星)	第一次觉得吴建豪长得帅了
(5星)	最美好的一部台湾偶像剧。小乐是亮点，也许空前绝后。
(3星)	老套的剧情 只看了小小彬的戏份 太催泪了....
(NA)	偶像剧
(3星)	还行吧，难得我把电视剧看到还剩两集才看不下去。。。
(5星)	晨说他们的进度太快~其实我觉得只要遇上对的人，第一天就结婚也不错啊~
(4星)	纯粹被美女迷花眼看完
(4星)	还不错的一部电视剧
(NA)	后面拖赖。
(4星)	巴哈的G弦之歌。“破喉咙”和“没有人”的小故事。剧中这些小小的点，都让我感动。虽然依旧摆脱不了绝症、失忆、灰姑娘遇见白马王子的老套情节路数，但所谓旧瓶装新酒，片子所要传达的东西和很多细节的处理，很真实，给人教益。故事前半段不错，从第七集以后，稍显拖沓。
(5星)	哭的淅沥哗啦的  ...
(5星)	虽然是纠结了一点…    
(4星)	美女加帥哥，不錯
(3星)	小小彬太可爱了
(5星)	宇宙bubu~哈
(5星)	所有狗血喷头的情节被导演组合出当年最纯情最感动的爱情剧集。女主女配都不是喷头脑残的设定，男主男二分别在前半和后半负责感动观众。
(NA)	终于追完了……虽说过程很纠结，但好在是个happy ending，看到了不一样的吴建豪，很喜欢小小斌，安以轩忧伤的大眼睛适合掉大滴大滴的眼泪，如果相爱的2个人注定会走到一起，那么即使经历过多少的曲折和艰难都还是会相遇，即便是失去记忆依旧能够重新找回失去的美好，但是这只存在台偶当中
(3星)	哈哈哈哈哈哈那时候没带电脑去学校蹭同学电脑看视频，我一边看一边吐槽她肯定很想掐死我www
(4星)	前面13节很OK，很棒，后面几节看了，拖沓的我心力交瘁，不得不说，梁小乐，是此剧的亮点，
(4星)	这是大三失恋时看的。。
(5星)	安以轩又以她那完美的演技征服了我，吴建豪的演技也有了长足的进步呢？还有小小斌的可爱耶增添了新的元素！从相遇到离开在相爱，摧残我们视觉的神经呢？太虐人了啦？感人极了，值得一看呢？
(2星)	典型的俗情节+俗命运，矫揉造作。怎么会这么高分，真夸张！
(4星)	很久没看台剧了，这部不错。还是喜欢安以轩，一直都。
(5星)	呃！就是很好看啦
(NA)	看了好几遍，小小彬狠可爱．故事很老套但我就是爱看啊
(5星)	挺不错。内容表演主题曲等等。。至少让我有足够耐心看下去。比 命中注定我爱你 好多了。里面小乐实在可爱~~
(5星)	在现实中未经历的温馨，在这里找到平衡
(5星)	喜欢，很感动..
(3星)	温婉灰姑娘 桀骜富家男 狗血男二号 可爱私生子 癌症 失忆这剧情还也太狗血了吧…… 看他还敢不敢再整出点别的
(5星)	好像允浩哦好像好像哦！！！
(5星)	米修米修
(5星)	人生就像是玩大富翁, 有些人就是你的命运, 不管玩几次, 结果都是他.       老吴建豪, 这次好帅.
(4星)	愈後面愈好看，吳建豪演技進步不少
(5星)	好喜欢叮当的歌，所以无事这很2b的设计。
(3星)	只是喜欢的演员演的偶像剧~~
(5星)	蓄须后的吴建豪还真有点像耶稣
(NA)	小小彬太可爱了！
(3星)	光希有翻记忆就唔好睇了。。。嘻嘻，不过VanNess是个很帅的单眼皮男生啦。。。❤
(5星)	温暖美好的一部剧，有笑有泪有爱，让人倍感真诚与感动！虽然亦如大部分偶像剧虐戏不少，但每集都有印象深刻并感动到流泪的亮点。慕橙这个角色很适合安以轩，纯净善良透明，几乎与斗鱼里的小燕子一模一样，我喜欢这样的女孩。男主还可以找个帅点儿的。小小彬好有萌点哦，姐姐我好爱你！米修米修~~
(4星)	第4顆星星是打給小小彬和大佬的~因為他們真的很可愛！
(5星)	米修米修
(4星)	恩，米修米秀~小小彬太可爱了
(4星)	我爱她轰轰烈烈最疯狂
(5星)	第一次觉得吴建豪很帅！\(^o^)/~     小乐实在是太可爱啦O(∩_∩)O哈哈~
(4星)	难得很喜欢的偶像剧。
(4星)	花痴在。。。好男人哪里找
(3星)	7集以后无比后悔看这部剧~~所以后面的十几集快跳变成一个小时了
(3星)	吴建豪长得好丑
(4星)	和咪姐一起看的！
(3星)	其实我觉得还蛮一般啦，剧情就是狗血了一点，才赚的满盆彩啊
(4星)	美好的回忆
(5星)	细腻，男主角太有味道
(5星)	我觉得还蛮好看的也。。
(3星)	俗套的家庭伦理爱情片
(4星)	还不错~
(1星)	我真是脑抽了去看这片子
(5星)	好好看，好感动
(NA)	好看。。。。
(5星)	09-10年最棒的偶像剧........相信爱情
(5星)	拍的很唯美啊
(1星)	完全无语，情节白痴得要死，编剧能不能稍微动点脑子啊
(3星)	不喜欢慕辰的个性 扭捏...
(NA)	因为这个电视剧，突然就很喜欢安以轩，还有可爱的小小彬。电视剧很感人，那会每周都等着更新。
(5星)	偶像剧看得不多 这部算好的
(5星)	很好看
(3星)	说实话，没怎么看···没什么意思。
(3星)	小乐实在太可爱了！米修米修。。。。。。
(5星)	和以往的台剧，其实大至程度差不多，但又有区别，其实还是蛮好的，结果很让人满意，和所有肥皂剧一样，都是完美的结局，至于故事情节我不想多说，一般中见一般，那我为什么给满分呢，原因很简单，小乐太可爱了，哈哈，还有我最喜欢的安以轩主演，不给满分才怪呢，以茜我也很喜欢！
(4星)	爱爱爱爱
(4星)	感觉偶尔看看也不错
(3星)	拖完的，比较温馨吧。。。
(5星)	超爱小小彬！！！将来我也要有这么一个儿子。
(1星)	任何一个情节都能找出N个相似的 虽然是偶像剧，但也不能对演技一点要求也没有把
(NA)	爱死这部片，无论是演员还是故事本身。小小彬那叫一个可爱啊，哈哈~~
(3星)	看完不会再想看第二次。
(5星)	安以轩的梁慕橙确实没有太多的表情起伏，可是上面却写满了心事。很多人觉得她的表现太单一，但是只有经历过创痛的人才能看得明白，她那张几乎没有什么变化的脸上写了多少沧桑和隐忍，多少热泪和坚强，让人看了忍不住要心疼，如果你真的用心，用心去读过……
(5星)	有的时候真的又被感动到。话说吴建豪真的很帅
(3星)	过程很唯美，结局太狗血
(5星)	从这一部剧认识到：开始进展得太顺利，之后一定不会有好事发生！还不错的一部电视剧赚了我不少眼泪
(4星)	也曾想过，为你生个孩子……
(4星)	从18岁之后就没看过ww剧，这是去年唯一喜欢并且支持的，可惜结局很烂尾，不得不说，安以轩演技算很赞的
(5星)	在追了大半年之后，昨晚终于依依不舍的大结局了。好的故事即使桥段再老套，照样能演出温暖的感觉，何况是百转千回的爱情。他，总是把不好的情绪藏得很好，视而不见，也不让别人透视自己的脆弱。 她，善良干净，而内心的希望总是需要氧气的，她在等待她的英雄。 慕橙，光晞。名字组合在一起是暮光和晨曦
(3星)	小彬彬的小小彬。。。我娘说没他爹小时候来的可爱
(4星)	很典型的台湾偶像剧。但不可否认的是，很好看很感人。重点在于我喜欢他们一家三口啊啊啊~
(4星)	吴建豪同学总算熬出头了~
(4星)	是我喜欢的情结，只是男主。。。
(4星)	第一次看这种剧 - -
(3星)	还不错。但是吴建豪。の
(3星)	前面还可以看看，后面就是很老套的偶像剧。
(NA)	没看完 实在不喜欢那小孩 什么达拉星球实在幼稚 吴建豪是花瓶 安以轩造型太狗血演技没有突破 
(5星)	安以轩
(5星)	少数让我动容的电视剧！
(3星)	台剧中不错的一部
(4星)	安以轩
(NA)	狂追的日子~
(3星)	翻身之作
(4星)	最后一集绝对是败笔，只为收视率绝对是件很卑鄙的事！
(4星)	可爱的小孩。
(4星)	最后的微笑才是最好！
(4星)	米修米修~~幸福三口子~~
(4星)	小小彬太可爱了~~
(4星)	那样的人生还是不要走
(4星)	每次听到突然响起的主题曲就焦虑 真讨厌~~~
(3星)	吴建豪 丑
(3星)	男配 女配 好可怜
(3星)	喜欢男2号。喜欢小小彬。
(NA)	找个不动脑的剧看看，纯粹想把自己掰回来，就这么简单。别鄙视我。============我承认我失败了，失忆什么的幼稚剧情，看不入脑啊！扔掉！
(4星)	想当年追得好生辛苦啊。。。
(NA)	哦，我爱的小小彬，真是太可爱了！！
(4星)	小小彬好可爱~~~
(NA)	还凑合，当偶像剧打发时间还不错
(5星)	
(5星)	剧情虽然有些拖沓。但是很美好。
(4星)	前面很好看
(4星)	梁晓乐中了我萌点
(4星)	一部有着跌宕的偶像剧，很温暖~超级想有一个像小乐一样的儿子~
(3星)	前面还可以看，后面越来越拖，回顾偶像剧本质！
(4星)	拍得不错，就是女主表情太单一，喜欢小小彬～
(3星)	真的很一般
(4星)	什么最痛苦，还是那句，我站在你面前，你却不知道我爱你
(5星)	第一次看到一部偶像剧从男主女主到男配女配都如此善良，哈哈~ANYWAY，最大的收获——梁小乐！未来儿子的理想范本！
(4星)	虐死了
(5星)	很入戏，很煽情，很有感情
(5星)	灰姑娘的故事，小朋友巨可爱
(4星)	小彬彬好可爱~
(3星)	偶像剧的通病就是前部比较精彩而后面用脚趾都想得出剧情。。。不过呢，吴建豪很帅，呵呵，认了吧。。。
(4星)	PP力荐的片子，表演都很到位，尤其是小乐，情节也不是太俗套。歌曲之丁当的幸运草
(4星)	还不错。学会了米修米修。
(4星)	淡雅的画面，不错的演绎
(NA)	喜欢小小彬~
(NA)	失忆时，我想你。拾忆后，我爱你。
(NA)	瞄了一眼。最后很温馨。
(5星)	台剧中的最爱~
(3星)	安以轩有点老了
(4星)	虽然剧情有些俗套，但是真情还是蛮打动人的。
(3星)	给六年前的梁慕橙。
(3星)	吴建豪太丑了，还好安以轩中和了下
(5星)	多年不看偶像剧的我不得不承认这部剧实在有太多因素吸引我看
(5星)	太腻了~甜蜜~
(5星)	可爱的一家
(3星)	有那么好看？
(5星)	梁小乐~
(4星)	 也许是超过30个小时没睡觉的关系.加上剧情有些复杂,让我看的好累。总觉得结局不够精彩......虽然梁慕橙一直不把真相告诉任光唏让我觉得好纠结很无趣...甚至太过投入剧情把自己气得半死......但是...真的挺好看的。还有那个小小彬真的好口爱啊。。哈哈哈....
(NA)	绝对的言情小说改编！！！V吴还真的不帅ye~哈哈。。看到安以轩就想到斗鱼了~
(4星)	如果可以，我希望这一站就是幸福。
(4星)	小乐很可爱~
(5星)	看了，明知道是假，还是说服自己去相信
(3星)	就是喜欢小小彬
(4星)	虽然依旧是狗血的剧情，和放养的星星如出一辙，我都不知道为什么爱看= =
(4星)	当时就追着看，不错，
(4星)	充斥着台湾言情的味道=-=
(NA)	4.5
(NA)	适合做家务时候看
(3星)	应该不会追了。许玮宁好美。爱F4是一种习惯=。=
(3星)	觉得算是同类偶像剧里比较好的...没那么烂俗
(5星)	我 特别喜欢方董事长的桥段~
(NA)	小彬彬好可爱！！看完一度希望他们真的是一家子！！！呵呵
(5星)	♥ 心底最初的那一份悸动，渐渐变成了一生难忘的感动
(3星)	吴建豪的八字脚，哈哈哈~~~超萌的小乐
(5星)	每份爱情或许总有一些盲点……
(5星)	如果，人生像是大富翁，那我们一定还会遇到。不管遇到多少次，你都是我的命运。
(NA)	不要吻我 只要抱着我不要爱我 做我的亲人。。
(4星)	啊短发好帅！！！！！！帅shi了！！！
(NA)	内容很揪心，结局很美好。
(4星)	我真的闲的可以啊……喜欢安以轩
(4星)	看看俊男美女消磨时间还是不错的
(4星)	一口气看完~~~
(5星)	让人很温馨的幸福，吴建豪演得很棒，小小彬的娃娃音超可爱的！
(NA)	太老套了吧。。
(3星)	我爱他 轰轰烈烈最疯狂我的梦狠狠碎过却不会忘。。。。。。爱，是有多疯狂啊！kk~~
(3星)	爱情故事，6年不变。。
(4星)	下一站，幸福 。。。小樂。。。。
(5星)	好看~~~~有触动~~~
(NA)	好看。。。
(5星)	超好睇的一出戏！ 好感人！好幸福！
(5星)	演技都很棒，剧情虽然狗血但看的时候不觉得，整个故事细腻流畅，灰常感人，灰常喜欢~
(5星)	真的不错 主题曲好听！
(5星)	很唯美，很感动道理很多，那的确是爱情的点滴小小彬很可爱
(4星)	还是没追完，不过知道了结局也够了
(4星)	吴慷仁 小小彬 大赞
(4星)	小小彬 呦西 口爱死了~
(4星)	小小彬~
(5星)	五星是给小小彬的，太口耐了~~
(5星)	最后一集一直没看。也许是留着想象
(NA)	作为天蝎女，本命爆发。好男色。
(5星)	只是剧情有微量瑕疵，总得来说很赞，几处还惹我落泪。人物都被塑造得很饱满，不只是主角，小乐实在是太精灵可爱了，我还是喜欢花拓也和小林那样的男人。最后，被骗真得很惨，骗人很没必要，可电视总是一面教我真实，一面骗取我的眼泪。
(3星)	喜欢花拓也。喜欢梁晓乐。会被部分细节感动。但也觉得剧情狗血。
(4星)	小V很用心.
(5星)	半夜三更，看的淅沥哗啦
(4星)	只要有你的那一站，就是幸福的~~~
(3星)	花拓野，你是我心中的主角。
(5星)	三顆星賞給前六集。一顆給vanness。一顆給小小樂。
(5星)	这是我喜欢的第二部偶像剧，很久没有一个让我这么想看完的电视，虽然情节很狗血，但是不知道怎么就触动了心里的爱情，相信爱情。
(5星)	孩子,你辛苦啦...这是头一次看下去的台剧0TZ
(3星)	第一次看台湾的偶像剧看到哭。。。我在想。。要是我们再见的时候他也不记得我。。。不知道我应该觉得庆幸还是悲哀
(4星)	真的很不错~
(5星)	典型的台湾偶像剧。。。小小彬太可爱了！！！！
(4星)	喜欢小主角还有男二出演的部分故事情节，其余略过
(4星)	在快进中看完，小乐带来的温暖，真实，怀念。
(5星)	那个梁小乐，真的好像Ray哥…
(3星)	小孩让我重拾偶像剧
(5星)	好喜欢光晞这样霸道的让慕橙回到自己身边
(4星)	安以轩和吴建豪，至少不是小孩子气的
(4星)	你就是我的命运！
(3星)	假得要死 
(3星)	不能免俗的剧情，并没影响它的观感。虽然美美的，可却是未能逃出俗套。
(4星)	一直不喜欢台剧 觉得演得太假 但是这部剧 剧情挺不错的 一个78年和一个80年还能演偶像剧 得到了很高的收视 真的不错哦
(5星)	很久没有看过这么让我感动的偶像剧了。
(4星)	其实哥是为了泡小MM才看的~~~~怨念
(4星)	又是一团折磨观众，谋杀眼泪的泡沫。哭死洒家了。
(NA)	喜欢这种转角的幸福，尽管不现实，我觉得里面的宝宝够可爱。。。米修米修。。。呵呵
(5星)	终于不是那么弱智的剧了。 大大的感动。
(4星)	后半部分处理的不行啊,落入恶俗之名在所难免
(5星)	喜欢吴建豪的风格。
(4星)	这两天看疯了 虽然情节蛮老套 但终于又出现了一个让我欲罢不能的偶像剧啊
(4星)	富家公子贫门女，老妈干涉未婚妻，失忆男再遇纯真情，将恶俗凑足却也收获了温暖与眼泪
(5星)	没看之前对里面的演员本身无爱.但是.看了却还是被感染了,对比现在大批大批的偶像剧,这部算比较真实的了. ~~~
(3星)	这部剧居然8分，真让我吃惊。 现在看台湾偶像剧已经养成了跳啊跳的习惯，怕是改不了了。 但说实话，这部剧在台湾偶像剧里还算可以的，其他有些做作的让人想去死。吴建豪确实不帅，但起码顺眼，这年头连汪东城都能当男一号了。安以轩气质很公主，就算是演便当妹，还是像公主，呵呵。
(3星)	标准的台湾偶像剧，喜欢小小彬~~
(5星)	每个礼拜追看一集，吊死胃口了超喜欢小乐！
(5星)	感人至深，并且教会我们如何去爱
(5星)	不错的片子。催人泪下的感人剧情，很有韩剧的感觉。
(3星)	乐乐是亮点。
(5星)	Vanness是我的菜。
(3星)	就记住花拓也的心碎了。。
(NA)	看完了
(4星)	again, happily ever after...
(4星)	只要有小小彬出场T^T，爱情展开什么的都不重要啦~
(5星)	什么是幸福~~~我想也许就在下一站吧~我要追逐我的幸福，不要放逐她，不要让她错失，她就在下一站~~~
(5星)	一直都很迷恋男人的清澈成熟感，那是一种暖暖的保护感。好羡慕剧中vannes有心爱的太太，有可爱的小孩。这就是幸福的爱，一点都不为过的爱。
(4星)	喜欢这种狗血的剧情。吴建豪被化腐朽为神奇。
(4星)	只要有你的那一站就是幸福。。。
(3星)	吴健豪在里面变帅了
(4星)	还不错，和“放羊的星星”有那么点类似啦，由爱及恨，让人看的心疼，虽然离现实很远啦，不过情节巧合地很耐看，不足地是结尾部分有点马虎，可以再深刻一点的，不过瘾啦！
(NA)	小眼睛 高鼻梁 大嘴巴的男人  也可以很帅很帅哦。。。我不得不花痴一下
(3星)	很温情 很有爱 也错误百出 看到慕橙说“重力加速度达到回死人的” 雷到了 重力加速度是g 台北地区就是9.8XXXm/s2 那个叫加速度。。。 质子治疗是放疗的一种跟手术有什么关系。。。什么时候可以学学美剧认真对待科学
(3星)	还不错~安以轩演的很好 吴的演技看起来有些生硬 不过作为ABC已经很棒了~独自离开生子 很有勇气
(5星)	在内地磨练出来的轩归台偶像剧之作。
(5星)	超好看啊~~~~~~里面的歌也超好听~~~
(3星)	好久没追过连续剧吧...又是俗套的误会惹的祸...看看能不能坚持看完吧...有点看不下去的了...要不是觉得吴建豪在里面还挺不错的...早就放弃了...
(4星)	俗套也可以好看  
(5星)	很不错  很好看 不同于其他的偶像剧
(NA)	吴慷仁好帅哦
(3星)	V的颜一颗星，V的身材一颗星，安姐的颜一颗星。其实剧情是一贯台剧的雷人老套路线。8过我竟然也看完了。
(4星)	=-=我觉得一般般
(4星)	只觉得后面太拖沓~~
(4星)	任光晞：我可以相信你吗？
(4星)	小小彬。结尾太温暖，我艳羡啊
(4星)	果然无论怎么变都还是台剧的调调。。弃了。
(3星)	歌比较出名？
(5星)	流星花园和爱杀17后，我觉得最好看的台湾偶像剧  以轩和小小彬演技都很好 吴建豪进步很大~看好拿奖
(3星)	吴建豪天赐的鼻子，但抵不过冗长的剧情，女主角略显窝囊
(4星)	烂尾。。。配角都有爱~
(5星)	晓楽好可爱啊
(5星)	梁慕橙（安以轩 饰）本生于富贵之家，自幼练习钢琴，但因一场车祸，其父身亡，家道中落，小阿姨带她改嫁小店主，寄人篱下，艰辛度日。长大后，一次偶然的机会，梁慕橙结识了圣德中学校董的儿子任光晞（吴建豪 饰），并卷入了他与女友的分手事件。后来，小阿姨带着梁慕橙在圣德中学开了一家饭堂，这让她
(4星)	好吧 我承认我对吴建豪花痴~
(5星)	从前对吴建豪的一切都是漠不关心，是这部剧改变了我对vanness的想法
(3星)	哈哈我还记得KJ跟我讲的半死
(5星)	没想到吴建豪在剧里会那么帅，小小彬超可爱！片尾很温馨，很幸福……
(4星)	还在连载的时候就在寝室同学那瞄了几眼·觉得小乐长得好丑啊·也并不觉得想看·最近无聊·看着打分都挺高的就开始看了·突然觉得小乐和糖糖两人真的好两小无猜哈·挺逗的·很懂事的一小孩·形象也跟着可爱了起来·其他的就跟其他的偶像剧没什么太大区别了·花拓也真的是一个好男人·很喜欢哈
(4星)	Almost finished
(4星)	幸福在下一站转角，却依然是美好圆满的结局。。。
(4星)	是我觉得好看的为数不多的台剧之一
(3星)	还是不能认同吴的演技，本来超喜欢安的，但是看到最后居然觉得有点腻，也许她在本剧中从头到尾都是一个表情吧。喜欢小乐，超可爱的小孩。
(5星)	为什么有些话总是不说清楚……
(5星)	绝对无敌的偶像剧了，没想到吴建豪普通话变好了 而且变演技派了
(3星)	吴建豪！！
(3星)	领略到,台剧有些，真是很卢首先我肯定一下吴建豪，长得不是特别帅，不过我对他感觉竟然还不错，我看片主要是外貌协会的..安以轩，感觉还是一样，青春美女小小彬比在ps男里让我觉得可爱剧情太长，超卢，看得累死以上
(5星)	一个女人有多少个六年
(5星)	小小彬好可爱~吴建豪演技不错，最难忘的是他的笑容，那么温暖干净，对他的印象大为改观~安以轩很漂亮，哭戏很到位~其实也很喜欢以茜和花拓也~
(4星)	确实是很有内涵的一部偶像剧了不再盲目的不切实际，只为养眼了，也有很多值得我们反思自己的东西在里面那个小乐确实很“人精”呢 呵呵
(4星)	曾经那么努力去爱的两个人，却总是咫尺天涯。很老套的剧情，很花痴的情节，可是看到任光晞生病的那几集，却还是陪着女主角一路哭过来……
(3星)	暑假闲来无事看。还不错咯，不愧是09年收视冠军。剧情拖沓了点，日白了点，但是吴建豪确实蛮帅
(5星)	幸福永远在下一站，追不到。。。
(5星)	刚开始只是帮别人下载顺便看一下 没有想到 自己就这么渐渐沉迷进去了  我知道我是一个很容易沉迷在电视剧中的人 但这是我继战神以来 最喜欢的一部 这么多年以来  看了如此多的偶像剧 我始终如一的喜欢着战神  但是下一站幸福 让我对台剧有了重新的认识 原来台剧也可以这么温情动人。
(3星)	大人很做作 小孩很可爱
(4星)	为什么扣掉一星呢？因为丁当的歌太烦心了。
(4星)	小樂是唯一的亮点，哈哈。和我同名哦
(3星)	孩子可爱，真可爱
(5星)	让我忘记当时痛苦的爱情剧
(3星)	最后的最后，我被品冠演唱的《我以为》彻底得打动了。2010年初，追完的偶像剧。
(3星)	总的来说还可以，只是后半部男猪脚的发型显得他好丑。。。。
(4星)	后面拍的很粗糙~
(4星)	当初追得很辛苦，和很多影迷一样，那个时候特想如果现实中的吴和安能结婚就好了，感觉两人真的很有默契
(2星)	其实我觉得这个超级琼瑶加狗血。。。
(4星)	顶安以轩！实力派！
(3星)	吴建豪确实长得不帅，但是就是会有一点点心动的感觉。
(4星)	因为之前室友在看于是我也去看了…吴建豪很帅，虽然剧情充斥着各种狗血和雷，但是偶像剧不都这样么，下一站幸福已经算拍的很不错了！
(4星)	好久没看偶像剧~~~
(5星)	很好看哦~
(2星)	花了四个通宵，怎一个无聊两字了得。一个男的也会哭哭啼啼，烦
(5星)	难得的佳作！从头到尾的赞！
(4星)	虽然是很老套的剧情，但还是看了好几篇。现实中少有的执着与真心。幸福没有大起大落，与相爱的人厮守一生，繁花落尽，阳光明媚依旧。
(4星)	结局雷。虽然俗套，可是很好看~
(5星)	很不错！很久都没看到这种类型的片子了，吴建豪的演技真的没的说。也帅到不行。安以轩也很棒。小乐很可爱，很懂事。虽然分开6年，有些事是永远也不会变的。
(5星)	感动的不行，剧情（除了最后一集）、演员、音乐、服装。。。都让人难忘
(5星)	吴建豪好好好好帅！！！！！！！！
(3星)	俗套得还蛮好看地说……
(5星)	一口气看完的电视，偶像剧~！好吧，鄙视我这个阿姨吧，还是憧憬美好的爱情，跟剧中人一起哭一起笑，为最后的happy ending 痛苦流涕~！
(5星)	Good Show！support Vanvess
(4星)	喜欢六年前,六年后太拖沓了。
(4星)	有从冰上恋人发展来的感觉
(5星)	喜欢小小彬~~~整部剧都很不错
(4星)	每个人都爱做灰姑娘公主的梦，可是现实中，哪有那么多王子和骑士
(4星)	结局虽然是洗具~但是那23分钟确实有点雷.... 不过小孩真的无敌无敌无敌的可爱~~ 喵`
(5星)	好中意果个女主角啊。。距开始扎辫葛发型。。看葛过程中让我流左唔少眼泪=。-！
(4星)	幸福,来的突然,然而转瞬即逝,再次降临却小心翼翼.不是我不够爱你,是我爱的太深沉
(5星)	我真的很爱这部~
(NA)	=。=
(4星)	台剧中算不错的了。。
(3星)	不管是安以轩还是吴建豪，演技都有待提高。剧情也一般。吴建豪这么难看还千人斩。。。真是搞笑
(5星)	   挺感人的啦
(5星)	还不错，开始挺催人泪下的，可到后来剧情就显的拖沓了~后面应该紧凑一点的剧情感觉是多部经典的集合，看的过程中能猜到下面会发生什么想到了两位主角演的 斗鱼 和 流星花园 ，感觉是这两部的集合体
(3星)	叮当的《我爱她》蛮好听的~
(NA)	很温暖的剧~~太美好的东西就太不真实~~
(5星)	非常感动！非常好看！
(3星)	看了几集觉得一般般
(NA)	喜欢小小彬，米修米修~ 下一站，你是我的幸福吗？
(4星)	第四颗星给花拓也 花痴心 小乐 还有以茜还有任妈妈
(NA)	我认识了安以轩。重新审视了吴建豪。
(NA)	拓也是条汉子
(5星)	平淡的生活，感人的幸福~2009至2010年最喜欢的台剧~
(NA)	追剧真辛苦．．．．一星期又一星期．．．但是值啊
(5星)	一个蛮温馨的故事啊，小小彬好可爱，米修，米修，爸爸……
(5星)	我喜欢 梁晓乐。       梁慕橙。 最最喜欢 最爱的当然是 任光唏。vanness啦。
(NA)	VANNESS~HAHA
(5星)	感动 从头哭到尾!!! 爱!!!!!!!!!!
(2星)	狗血！好吧，我过了看偶像剧的年龄了！ 我只是为了吴建豪！
(5星)	安以轩，很喜欢很喜欢，特别是里面的造型，超爱！吴建豪的表演可圈可点，倒是小小彬很出彩，一部可以让你哭又想继续看下去的连续剧，玩自虐的时候可以看看
(5星)	色调很漂亮。这几年难得的台剧。
(5星)	整个宿舍用USB路由插在宿舍电视上一起看完全集的片子，算很不错的台剧了。（花拓也你这只大杯具...）
(5星)	可能是这么久看过的内容最紧凑最感人的一部台湾偶像剧了，10年后，曾经不被看好的吴建豪的演技已经是昔日F4里最好的了。酷暑难耐，推荐看，每一集里他的表现都很精彩，催人泪下
(5星)	与一般意义上的台剧有所不同，一直是清新淡雅的感觉，中间却夹杂着很多让人感动的情节。爱，有很多种表达方式。离开、说谎，有时也是爱。还有很喜欢小小彬，让人忍不住想抱抱~
(NA)	看了三天  哭了三天
(4星)	嗯..其实剧情有点悲伤...不过或许是因为我们都还学不懂如何用别人可以接受的爱的方式来爱别人吧~
(NA)	偶像剧什么的都是浮云
(5星)	难得看一部台剧，还好剧情没有让我失望，没有想象的那么泡沫，没有想象的那么缠绵，紧凑的情节还是一味的牵着我们的心，让不爱看电视剧的DL都忍不住有熬夜看完的念头
(5星)	那份感动，一起铺过被子的人，都懂得的
(5星)	很不错~
(4星)	梁晓乐超级q~
(5星)	只有幸福让我们感觉我们是活着的
(NA)	小蛋天天看 ，感觉插曲是它的一个亮点，当然还有聪明‘可爱的小小彬
(5星)	唯美的画面，感人的剧情，青春偶像剧值得大家看看哈
(3星)	对偶像剧无爱了
(5星)	很老套的桥段,不一样的演绎
(5星)	喜欢，喜欢
(5星)	很喜欢很喜欢
(4星)	原来V也可以这么有型的
(4星)	米修米修，爸爸爸爸，你收到讯号了吗？开宇宙扑扑带我回家吧！OVER！为了里面的小乐，萌得我给了四星。
(NA)	哭到最后，不忍心看最后两集，因为。。。？因为这一站，我们都很幸福！
(NA)	沒有看到最後一集，最近的偶像劇告訴我們要上位靠懷孕
(5星)	成功就好
(4星)	对吴建豪的印象改观了~不错~
(5星)	唯一遗憾的一点就是结局，不过仍然是个好片子
(5星)	看这部戏时，当时的心中压抑了不少忧愁的事，本想借这个喷泉式的电视剧好好哭一下，我竟然只是在光唏对那个谁说了句：这6年来，我对你真心过.眼泪无法控制的流出..我真的很喜欢慕橙的淡定.冷静的样子.现在在朝这个方向努力着..
(4星)	难得的温暖台剧，泪流了一次又一次。（女二好美~）
(5星)	吴建豪太帅啦~他演的也必看。
(3星)	虐死...
(5星)	因为 你是我的命运
(5星)	吴建豪360度的完美啊，无法抵抗的魅力...潦草看一眼就能看出功力的，好的偶像剧。
(4星)	不喜欢结局呀。好吧 我承认我喜欢吴建豪了。可惜了。是个狮子座。
(4星)	为了可爱的小小彬~~
(5星)	虽然俗套 却是最棒的台剧
(NA)	喜欢梁小乐 哈哈
(5星)	真的很不错都快哭出来了
(4星)	好看
(NA)	过去的那个春天里最打动我的故事
(5星)	好喜欢好喜欢的一部剧，太幸福了。。。这就是我想要的未来
(4星)	oyeah 每一集都好长...我看完了....
(NA)	吴建豪变帅了！小小彬好可爱的嗖~~
(4星)	设计周期间的调剂品
(4星)	安以轩，我爱他，一切都很赞。
(4星)	我也不知道为什么自己会去看这个
(4星)	这让我非常之惊艳！建豪哥的魅力无限~以轩姐演得也不错~小小彬什么的最可爱了！很好看很有爱很感动的一部！
