http://movie.douban.com/subject/1830528/	三国演义
(5星)	 如今来看怎么会这么有爱呀~~好有爱~！！            
(5星)	 偶的热血三国史就是从这开始。。。            
(3星)	 唐国强的诸葛亮是永远无法被超越的了~~             
(5星)	 别翻拍了，无人能超越的记忆~            
(5星)	 平均分8.8，失掉的那些就算是被那些追求视觉效果而对武戏不满意的观众扣掉好了，在我心目中这是满分作品，只能追求和它接近，却不可能超越            
(4星)	 小学时：晚上自习后一家人一起看            
(5星)	 无法超越的经典。            
(5星)	 最好的一个版本的《三国演义》            
(5星)	 别想拿你看似独特的的见解打击经典            
(4星)	 经典，但远未完美，还留有许多话剧的痕迹，尤其配音问题很突出。大约给五星的人们都是对比了新三国吧……            
(NA)	 还是老三国经典            
(4星)	 幼年时代的我认识了什么是英雄            
(5星)	 不可能没有人喜欢！            
(5星)	 从小研究到现在的了。            
(5星)	 三国阿 、            
(NA)	 大爱            
(5星)	 每年暑假必看一次= =            
(4星)	 剧情交代得很清楚，故事也完整。不过介于拍摄的年代和条件，很多东西都无法表现出来~不过唐国强演的真的是~宛如卧龙啊！            
(5星)	 鲍国安版曹操,经典啊.            
(5星)	 浪花淘尽英雄            
(5星)	 經典中的經典！！！老版電視劇看了很多遍！！！            
(5星)	 喜欢片头和片尾曲            
(NA)	 滚滚长江东逝水，浪花淘尽英雄~            
(5星)	 只要电视放就不会换台的一部电视剧            
(5星)	 果然还是老戏骨给力啊...            
(5星)	 小时候的回忆 我觉得自己有福的            
(4星)	 吾誓诛汝！            
(5星)	 我心中的三国人物就是这样的            
(5星)	 熟读三国            
(NA)	 远离单纯，想取得更多的进步，生活不轻松。            
(NA)	 这个诸葛亮比陆毅版的可信多了~            
(NA)	 探索ing            
(NA)	 神啊，看了一年了，还没看完呢            
(5星)	 一壶浊酒喜相逢，浪淘尽，千古风流人物            
(2星)	 我都不还意思点 我看过            
(4星)	 看的心都酸了···            
(NA)	 人之无情，乃至于此。            
(5星)	 目前心目中最有感觉的三国演义，很赞            
(4星)	 非常好            
(3星)	 诸葛亮那个二货            
(5星)	 百看不厌            
(5星)	 花一个月时间终于看完了   一部好的教材。永不过时            
(5星)	 大陆果然还是拍历史剧最好看            
(5星)	 看得真是热血沸腾啊！三国演义原著太经典，电视剧老版深入人心，新版拍出来效果也还可以。            
(5星)	 经典。。。            
(3星)	 童年的事儿了...            
(5星)	 还是老版经典            
(4星)	 大概还是小学时候跟在家人后面看的,记忆中还不错            
(5星)	 最经典版的三国演义 魏蜀吴三国 的人物角色 活灵活现            
(5星)	 迄今为止的最好版本            
(5星)	 青山依旧在，几度夕阳红。            
(5星)	 鸿篇巨制。            
(4星)	 人物构造还可以……但是手法个人觉得就没有水浒那个精彩了。可能是原著看的太详细了……虽然不完美 但是还是MARK下 为了我枕头下的那两本 三国            
(5星)	 古今多少事，都付笑谈中            
(5星)	 曹操太经典了  每个人物都经典  罗贯中是神啊            
(5星)	 最雷人的是那个时候看这部电视剧，某天在公车上和同学聊天“明天诸葛亮要死了，真伤心”同学还煞有介事点点头同默哀。其他人惊异的眼神啊！@Home            
(4星)	 这个经典值得一看，鲍国安的曹操真是经典中的经典啊！            
(5星)	 滚滚长江东逝水……            
(5星)	 我萌三国不是盖得。            
(5星)	 不解释            
(4星)	 最喜欢的还是片头片尾的两首歌《临江仙》和《历史的天空》            
(5星)	 看了N遍...            
(4星)	 我爸爸每次都对妈妈说：像你这么不圆滑不世故不聪明的人就该去读三国演义。。。            
(4星)	 人物刻画入木三分 只可惜时代所限 场面不够壮观            
(5星)	 关羽，张飞，赵云，曹操……经典形象            
(3星)	 兔儿宝奉为经典，可我宁愿看书~电视剧竟然比书枯燥            
(5星)	 浪花淘尽英雄~            
(4星)	 到位             
(5星)	 三国神马的我最喜欢了            
(4星)	 喜欢郭嘉&gt;&lt;            
(5星)	 小时候看过多少遍啊            
(5星)	 第一集首播时我异常激动，就着肉松吃了一碗粥；董卓葬礼那两集外婆去世没有看；还有哪两集是因为生病没有看；其他都完整看完了。            
(3星)	 三国、、、            
(NA)	 大江东去！            
(5星)	 唐国强饰诸葛亮，鲍国安饰曹操……，看的次数最多的一部电视剧。虽然有很多穿帮的场景，但从未妨碍，他成为经典。还有这部片的音乐，主题，片尾曲也是经典！！            
(4星)	 回忆。            
(4星)	 制作上存在遗憾，其他方面淋漓尽致            
(NA)	 看我小时候还挺有水平的            
(5星)	 断断续续看了不下十遍，每一集都可以是一个开始            
(4星)	 经典            
(5星)	 经典的人设            
(5星)	 每个历史人物都淋漓尽致。            
(4星)	 很多都不记得了，但是张飞那个造型是经典啊            
(5星)	 啥也不用说，说啥也不好使，没治了，人物情节早都牢牢地刻在心里了~            
(4星)	 这不明白，有了这么好的名著翻拍前辈，高希希还起什么劲？            
(4星)	 没什么印象……            
(4星)	 犹记上方谷。滚滚长江东逝水，浪花淘尽英雄。            
(NA)	 童年啊童年            
(5星)	 这个必须5星。事实上我觉得，凡是经典的片子，5星都一边倒。~            
(NA)	 什么都不用说了 经典！~            
(5星)	 经典，这个自不必说。只不过有时候感觉挺生硬的。中央八经常播，以前就经常看~~            
(5星)	 王扶林            
(5星)	 我还是喜欢这一版            
(5星)	 经典！            
(5星)	 每个演员都演活了            
(5星)	 经典            
(5星)	 比新版给力多了 这才是《三国演义》！            
(4星)	 小时候看的，印象不深了，最喜欢片头片尾曲            
(5星)	 好东西过去的多            
(5星)	 鲍国安鲍国安鲍国安            
(5星)	 从此诸葛亮变神话            
(5星)	 浪花淘尽英雄~            
(5星)	 经典，难以逾越            
(NA)	 杨慎            
(5星)	 出师未捷身先死，长使英雄泪满襟。            
(5星)	 用很的经典。。。历史课过关必备。。。            
(4星)	 本来给五星，但看完新三国后决定给新三国五星，老三国不如新三国，就四星吧            
(5星)	 改编的最好的一部            
(5星)	 经典不解释            
(3星)	 真是，从小就不喜欢看男人玩权术的东西。不过罗贯中那词写的也太妙了吧～            
(5星)	 重新看，经典啊，对白古色古香，人物气场足！            
(5星)	 最喜欢的一段历史            
(5星)	 第一部看的四大名著就是三国！无须多说！            
(5星)	 当初因为打吞食天地而迷上三国&gt;。&lt;一眨眼，十多年过去了。            
(4星)	 3.5分。无论是书还是电视剧，最后部分和中前期的差距有点大，基本都是后面就不愿意看了。这说明后面部分的剧本确实写得不够细腻。            
(5星)	 咱历史就对这块感兴趣            
(5星)	 永远的经典            
(5星)	 以前不觉得好现在一对比……那叫一个好            
(5星)	 经典~            
(5星)	 还是以前的经典  现在演的都是烂字一个            
(5星)	 气场啊            
(5星)	 原来这也是王扶林牌的            
(5星)	 忽然想起来，当时看诸葛亮和鲁肃的戏，我就跟打了鸡血似的，现在也不知道为什么（真的么？）- -            
(NA)	 巨小看的，刘备一出来就想摸，嗯，这么小就对帅哥有独到的品味了            
(5星)	 错就错在刘备明知其子玩物丧志而未禅位于诸葛孔明，以致蜀汉基业毁于昏庸荒唐之君！            
(5星)	 就是觉得唐国强很帅阿。。            
(5星)	 没得话说！            
(5星)	 这部电视剧，塑造了我的人格。            
(5星)	 歌曲超棒！演员也都刻画得不错，新版的演员选的就有问题，别的不说，居然让陈建斌演曹操，陆毅演诸葛亮，疯了吧....            
(5星)	 比新版强多了滚滚长江东逝水，浪花淘尽英雄            
(5星)	 不可超越了            
(5星)	 再看有新的体会            
(5星)	 里面的人物简直太经典了！~尤其关羽、张飞简直入神了。            
(4星)	 我记得当时我是非诸葛亮不嫁的···            
(5星)	 老的，就是经典            
(3星)	 滚滚长江东逝水。。。。。。            
(5星)	 老版的片尾曲让我想哭 想哭 想哭。。。为毛 为毛 为毛。。。            
(5星)	 经典人物都集中在一起了，难以超越的神话            
(5星)	 永恒的经典！            
(5星)	 乱世英雄            
(5星)	 没有对比就没有发言权            
(5星)	 鲍叔就是孟德转世            
(5星)	 智慧、气度决定了这些人的不同命运和在历史上的不同影响。三国教会了人生存发展的很多技巧和道理。            
(4星)	 少不看水浒，老不看三国。计策重重。            
(5星)	 唐国强的演技出众            
(5星)	 完美！！！            
(4星)	 不喜欢小说。剧拍的不错。            
(5星)	 人心易变 忠义难求 随机应变 顺水行舟            
(4星)	 1995年            
(5星)	 演技足以弥补硬件上的任何不足！            
(2星)	 不喜欢近妖的诸葛，很BS一个角色不停换演员。            
(4星)	 八十四集            
(4星)	 一直也没勇气看完。。。。            
(5星)	 爱死了这里面所有的插曲，尤其是诸葛出山的那首《卧龙吟》，“束发读诗书、修德兼修身、仰观与俯察、韬略胸中存、躬耕从未忘忧国、谁知热血在山林、凤兮凤兮思高举、世乱时危久沉吟；茅庐承三顾、促膝纵横论、半生遇知己、蛰人感兴深、明朝携剑随君去、羽扇纶巾赴征尘 。。清风明月入怀抱。            
(NA)	 滚滚长江东逝水，浪花淘尽英雄。            
(5星)	 鲍老师的曹boss啊~~~永远的经典~~~糖果叔的猪哥也好美好~~~            
(3星)	 看过几集            
(5星)	 主题曲很经典            
(NA)	 不爱看            
(5星)	 以古今人才之聚, 未有胜于三国者也.滚滚长江东逝水，浪花淘尽英雄。            
(4星)	 小盆友没认真看。。            
(5星)	 思当下，虑远足            
(5星)	 再也无法超越的经典            
(5星)	 经典啊！！！            
(5星)	 上方谷的一场雨着实让人无奈。。。。            
(5星)	 重量的演员阵容!经典的主题曲            
(NA)	 永远的经典！            
(4星)	 看看什么是经典、演技吧            
(3星)	 当年看着还行，如今看起来，更像是室内话剧。            
(5星)	 很牛X 的一版啊~            
(5星)	 小时候 总是被爸爸拉着一起看             
(5星)	 永恒的经典            
(5星)	 不可超越            
(5星)	 如果能穿越，我只希望回去两个时代，三国就是其一            
(5星)	 一对比这年头国产电视剧都拍的什么啊，压根就不知道“故事”俩字该咋写吧？            
(5星)	 一部戏让无数三国人物脸谱化。            
(4星)	 历史就是被拿来超越的，老版新版放在一起比较，诸葛亮老版完胜，曹操平手，司马懿新版完胜，关羽老版完胜，鲁肃新版完胜。。。。老版更尊照《演义》来拍，新版改编了一些，加重了权谋这一块，现在看来其实难分伯仲            
(3星)	 只能说还行，人物都太脸谱化了，情节也比较拖沓。            
(4星)	 新版最大的好处是让人怀念一下老版            
(4星)	 《三国演义》任谁看后都会热血澎湃，旧版的经典是一直被模仿，但从未被超越。            
(5星)	 超级喜欢，看了好多遍！            
(5星)	 三国无处其右            
(5星)	 平生最喜欢的电视剧就是这部了            
(5星)	 在忠于名著方面堪称经典，人物的刻画也是入木三分。            
(4星)	 聚散皆是缘，离合总关情。            
(5星)	 文戏是全世界最好的，武戏差很多。            
(5星)	 尝试过很多次，最终在大三的时候看了它。里面包含了很多成语和典故，被诸葛亮的叡智征服。            
(5星)	 绝对的经典，即使是剪切上的粗糙和对战场面的略显小气，其他方面都 很好，瑕不掩瑜            
(5星)	 出师表。            
(NA)	 很经典 几乎完全参照了原著，“一国半演义”很好的诠释了其内涵            
(4星)	 老版虽说效果差点，但其他比现在的要强多了            
(5星)	 好看！            
(5星)	 经典~不解释~            
(4星)	 是三国演义 不是衫国演义            
(5星)	 赞            
(5星)	 很难超越的经典版本，一看再看的史诗剧集。            
(5星)	 又是一经典！！            
(4星)	 诸葛亮好帅啊            
(5星)	 重温经典            
(5星)	 滚滚长江东逝水~            
(5星)	 古今多少事，都付笑谈中。            
(5星)	 百看不厌，人物精彩，古朴之处入木三分。电影技术虽然较差但非常真实，原汁原味。音乐好听，尤其开首及收尾歌。            
(NA)	 小说，电视剧，电影，游戏全都整过，很有智慧的书            
(NA)	   三国里的曹操、刘备、孙权、关羽、赵云、魏延都非常喜欢，各有各的特点，其实我还真不喜欢诸葛亮.........            
(5星)	 浪花淘尽英雄啊            
(5星)	 到处都是老戏骨。。            
(5星)	 经典！            
(5星)	 孔明答曰：儒有君子小人之别。君子之儒，忠君爱国，守正恶邪，务使泽及当时，名留后世。若夫小人之儒，惟务雕虫，专工翰墨，青春作赋，皓首穷经；笔下虽有千言，胸中实无一策。且如杨雄以文章名世，而屈身事莽，不免投阁而死，此所谓小人之儒也；虽日赋万言，亦何取哉！            
(4星)	 很好看。            
(4星)	 四大名著里的经典!            
(5星)	 当年我和我爷爷一起看            
(5星)	 成年后再看，真是磅礴巨著啊。不仅对我最喜欢的诸葛丞相更增钦慕了解，对其他很多小角色不经意间透露出的高风亮节也深深触动，于我人生大有教益。            
(5星)	 拒绝新版            
(5星)	 太经典了啊！新三国可能会看！书就免了！易中天的还行！哈哈哈哈！            
(4星)	 经典            
(4星)	 还是老三国正常            
(5星)	 智 勇 义            
(5星)	 爱死了            
(5星)	 讲再多都是多余的            
(5星)	 四大名著最高~               
(5星)	 看新三国，于是无比地想老三国            
(4星)	 刘备死了就没什么好看的了            
(5星)	 更喜欢前半部            
(4星)	 古典小说启蒙电视剧            
(5星)	 中国大陆拍的四大名著里面最经典的一部，二十年内不太可能再有超过的            
(4星)	 三国人物记忆画面印象全来自它了，诸葛，曹操，司马。。。            
(5星)	 虽然武戏奇烂无比，一对照新版的文戏，简直好的没边了            
(4星)	 真想从头到尾看一遍，看书也行，很多典故呢！台词也透着股悠久历史韵味~            
(5星)	 有对比才显高低，看新三国让我很怀念这版三国。            
(5星)	 唐国强老师的表演给我留下了深刻的印象，以至于一提到诸葛亮，脑海中就是他的形象。            
(NA)	 我还是喜欢古文文绉绉的这个版本            
(3星)	 规矩            
(5星)	 滚滚长江东逝水，浪花淘尽英雄。黯淡了刀光剑影，远去了鼓角争鸣，眼前飞扬着一个个，鲜活的面容~~             
(4星)	 东汉末年分三国。            
(5星)	 经典中的经典，尤其是文戏！            
(NA)	 经典啊            
(5星)	 5星这是追随经典趋势            
(5星)	 滚滚长江东逝水            
(5星)	 再回味经典,依旧经典!老曹那眼神...啊哈            
(NA)	 那时候的电视剧很重视音乐，音乐要和剧情匹配。主题曲、插曲现在看都是经典。现在电视剧都是找首通俗流行歌拉倒，            
(5星)	 古今多少事，都付笑谈中            
(5星)	 一直是经典 从未被超越 各种老戏骨深入人心  某唐..因为乃的诸葛亮我可以无视各种JP代言和太祖红色系列片...             
(5星)	 开完小说 看电视剧 又看小说 可是该忘的还是会忘。。。            
(4星)	 后来发现里面的吕布是演楚云飞的~~~            
(5星)	 演技啊，演技啊，这要归功于导演要求。            
(NA)	 经典！！！！！            
(5星)	 经典啊。            
(NA)	 痴迷曹操            
(5星)	 决战于两阵之间 与天下争衡 卿不如我 举贤用能 尽其力以保江东 我不如卿 夫为兄弟者 以天下大事相托 幸也~             
(5星)	 始终最爱桃园结义            
(5星)	 这样的制作班底，这样的敬业态度，如今再想出一部这样的精品，难了            
(5星)	 小时候在爷爷的督促下看完了。。。            
(5星)	 经典            
(5星)	 神作            
(5星)	 经典不必说            
(4星)	 94版            
(5星)	 实在是比新版的好太多了. 无论编剧还是演技.            
(5星)	 非常精彩！            
(5星)	 超级力荐 ！         新三国真的狠无语            
(5星)	 老版三国，还能说啥。。。争论有意义么。。            
(5星)	 啥也不说了            
(5星)	 从小就喜欢的历史            
(5星)	 曹操、丞相、司马、关二爷、赵子龙、大都督……            
(5星)	 跟三国杀无关 扫盲罢了            
(4星)	 对比了新版三国，才明白老版的经典。鲍国安的曹操，唐国强的诸葛，已成为绝唱            
(5星)	 第一次买的正版DVD就是它了，跟着唱片尾曲是小时候不可告人的爱好之一~            
(5星)	 喜欢~·            
(5星)	 新三国跟其一比完全是个漏斗            
(5星)	 必须牛逼！！            
(4星)	 大爱鲍老师 ~            
(5星)	 不用說什麼了，絕對經典，難以超越。            
(5星)	 许多画面非常经典            
(5星)	 不多，三遍～～            
(5星)	 看了新三国之后，才发现老版确实是经典            
(5星)	 最爱原著            
(5星)	 现看新《三国》，想起，相比较，还是觉得《三国演义》的经典，无法复制，和父母讨论起种种典故，过瘾啊            
(5星)	 跟新三国比起来，给央视版三国10颗星都不过分！            
(4星)	 不用说啦，里面的每一个人物            
(4星)	 我的那点可怜的历史知识...都是这里来的。            
(4星)	 人物形象太深入人心了....            
(5星)	 不只是回忆而已，            
(5星)	 经典就是经典，没有之一            
(5星)	 气势恢宏的历史大片，尊重历史，而且不得瑟            
(5星)	 永恒不变、无法超越！            
(5星)	 与新三国对比            
(5星)	 经典是不容置疑的            
(5星)	 伴随我成长啊。。。不管是不是先入为主，这部比新的那可是好得没边儿了。洪宇宙的周都督，印象深刻！            
(5星)	 爱死掉了！希望他们现在都还混的好，特别是小飞飞~            
(5星)	 比新三国不知道好多少倍啊，注重对话的节奏感语言的韵律感，很有历史气息，让人重回三国。当时的演员塑造的角色今天都成了经典啊。新三国的第一集就把我雷得外焦里嫩            
(5星)	 无挑            
(5星)	 绝对经典            
(5星)	 经典            
(5星)	 那时候每晚看一集三国，再加上片头片尾听冯两努评故事、说道理，真怀念啊！            
(5星)	 小时候真好            
(5星)	 小時候看過長大後重看另有一番風味近日大陸再度出一套新的三國那套令我很想再重溫舊版三國呢            
(5星)	 好难超越咯。            
(5星)	 演员细节实在到位，要是加上现在的技术那就堪称完美了            
(5星)	 不论还有谁在拍三国，都靠边站，这部电视剧，他们再也无法企及。我是喜欢的非常，百看不厌。小说没有的东西，它都给拍出来了。它给我一种感觉：浓浓的古典文学的气息。谁说大陆没有好电视剧，90年代的《水浒传》、《三国演义》、80年代的《西游记》，光这三部足以。那时候的人们很认真。            
(5星)	 经典，无需多言            
(NA)	 铁打的屏幕，流水的演员。。。。。            
(5星)	 小时候狂追的剧集啊！！大爱曹操~            
(5星)	 小时候看的很起劲儿，可惜都忘光了，玩三国杀没少被bs，新的还是旧的找个时间翻出来看看            
(5星)	 煮豆燃豆箕，豆在釜中泣；本是同根生，相煎何太急。。。PS：很喜欢鲍国安的曹操和唐国强的诸葛亮。。。            
(4星)	 小时候看不懂，现在来补补课            
(5星)	 经典！            
(3星)	 滚滚长江东逝水……            
(5星)	 经典            
(5星)	 唐老虽然现在有点儿形象泛滥，但是当年塑造的诸葛孔明实在是没得挑剔。            
(5星)	 可以当做历史课本            
(5星)	 不得不承认比红楼好很多（虽然对红楼有感情）……有些地方处理得甚至比原著还要好            
(5星)	 很多演员形象已成经典，难以超越            
(4星)	 以史为剧，以剧引史。            
(4星)	 看完之后，久久不能平静。            
(5星)	 作为最爱的小说，作为最爱的国产电视剧            
(NA)	 哈哈。这都被我找着了。。我现在都再看的。。不过是各种书了。。小时候很喜欢看三国演义。大了就爱看三国志这种类型的了。            
(5星)	 等着看新版            
(5星)	 大爱无言。            
(4星)	 唐国强也有不ＷＳ的时候            
(4星)	 2字：经典            
(5星)	 大哥！军师！二哥！你们不能这样！            
(4星)	 当年的唐国强啊!当年的鲍国安啊！最喜欢剧中台词。            
(5星)	 哎呦 喜欢            
(5星)	 在三大名著（除西游记）中拍的算最好的了 估计演员阵容以后都很难超越            
(5星)	 经典中的经典；愚忠；            
(4星)	 片尾那首词篡得不错~            
(4星)	 对三国情有独钟~~            
(NA)	 这个？5遍，至少。            
(5星)	 再也找不到那样一批演员了            
(5星)	 三国题材影视中的经典之作。08年的电影《赤壁》实属粗制滥造之品。今年的新版《三国》电视剧也未能在形象和演技这一最重要的三国指标上真正完成超越。            
(5星)	 我的童年啊！！            
(5星)	 经典中的经典！            
(5星)	 经典，看完新的之后，才对这种认识表示了肯定确定的语气。不是先入为主，对新版是落荒而逃的无奈，选择重温曾经觉得味道太淡的老版本，虽然一样很多不完美，可尽管平淡得有些没意思但至少原味还在。            
(4星)	 开始收我爷爷他们影响或说是强迫看的，每天晚上就爱说那些将军每人砍了多少人头，谁砍得多谁就厉害似的。后来再也没看过，现在也忘光了。            
(5星)	 是印象中最初的三国史书            
(NA)	 小时候看的，真的没看懂            
(5星)	 一直以为中国古装电视剧之巅峰            
(5星)	 滚滚长江东逝水...经典，不解释！            
(NA)	 人家都说都是大人喜欢看，可是为什么我小时候超爱看，长大了相反看不进去了,WHY?            
(5星)	 看过十遍了，所有三国形象都是最经典的            
(4星)	 哇 那个赵云哇 那个关羽哇 那个孔明哇 那个曲子            
(NA)	 最经典            
(5星)	 经典到不行            
(4星)	 有我所痴迷的厚重感~这个年代再也难有~            
(5星)	 经典~            
(5星)	 经典~            
(5星)	 很是喜欢三国            
(5星)	 当我看到新版三国的时候  我发现陆毅的诸葛真是有辱门风 强哥的诸葛亮已深入我心            
(4星)	 毕竟是演艺 有偏向性 但还是不错滴            
(2星)	 黯淡了刀光剑影，远去了鼓角争鸣            
(5星)	 古今多少事  尽付笑谈中   这部电视剧就是一次优秀的笑谈            
(5星)	 经典，三国永远百看不厌            
(5星)	 天下大事，合久必分，久分不合。这是我当年边啃苹果边啃这部电视剧边调侃的一句戏话。它也是我小时候学习历史的必修课。对于这部必修课当时还无法参详它的好坏，正因为如此才深深烙在我心里成为‘经典’。不过它的确是一部经典，想当年还为六出祁山的小白脸孔明流过几滴稚嫩的泪水，不经典都不行了！            
(4星)	 各方面都是经典，尤其看了新三国后            
(5星)	 小学三四年级，每天守着电视等那么一集，80集啊，妈的中间还插播了个什么住在别墅的女人之类的。。。那时候的生活真是单调有趣。            
(5星)	 经典，真正的经典！            
(5星)	 恩            
(5星)	 十分经典，很难超越            
(4星)	 经典，影响深远            
(4星)	 很有味道.            
(5星)	 从小看到大            
(4星)	 尊重原著，堪称经典。历史若是只知道开头的兴盛，是多么幸运。后面，咳，有心杀敌无力回天了。            
(5星)	 具有原始但却真实的气息，无法能想象会拍的更好            
(5星)	 當時我真喜歡演諸葛亮的唐國強.            
(5星)	 我怎么忘记把这部戏给纳进来。从6岁开始认识，它几乎成为我的亲人了。            
(5星)	 经典            
(5星)	 孟德我爱            
(5星)	 唉，越来越多的电视剧变得SB，很少有这样认真的了            
(5星)	 今天又翻出来看了，觉得效果虽然不好，但是比现在的古装电视剧好看多了，真是经典啊            
(5星)	 这应该是我看过次数最多的电视剧了，不下10遍            
(5星)	 非常忠于原著，四大名著在荧屏上最出色的一部作品，只是情节稍显拖沓            
(5星)	 曹操演的无敌了。制作非常用心。            
(5星)	 想想，这真算是我的历史启蒙片了   虽然不完全是真实的历史            
(5星)	 唐国强的诸葛亮就是我心中永远的孔明~            
(5星)	 曹操 吾爱            
(5星)	 于我之人生存在于莫大意义            
(5星)	 原来翻译的片名是The Romance of Three Kindoms            
(5星)	 众星云集！空前绝后！            
(4星)	 唐國強真的演技蠻好的。            
(5星)	 看的时候还在上小学，那段时间每天到学校遇到同学都来一句“明公近来可好”            
(5星)	 曹大            
(5星)	 鲍国安，唐国强，孙彦军的演技没的说！            
(4星)	 记忆最深一是赤壁之战中曹操的傻笑 一是草船借箭里面的乱箭...            
(5星)	 那些耳熟能详的主题歌啊            
(5星)	 看了很多遍            
(4星)	 “这一拜~”            
(5星)	 很经典 翻拍一定没感觉            
(5星)	 真的不需要重拍了            
(5星)	 以后拍不出这么古典的感觉了！            
(5星)	 这个版本也是经典            
(5星)	 真挺好看的.            
(4星)	 唐国强演的真好。            
(5星)	 喜欢唐国强演的诸葛亮！            
(5星)	 滚滚长江东逝水 浪花淘尽英雄往来多少千古事 尽付笑谈中            
(NA)	 我只记得片头曲了            
(4星)	 当时看下来就是传说中的信念推动着我啊。            
(4星)	 也算经典            
(NA)	 第10n遍            
(5星)	 无法超越.新三国你就是一驮88            
(3星)	 只是拍摄水平有限，有些地方假了点            
(NA)	 已经成为了三国题材的标准，从人物造型到台词形体，再到服装建筑都成为了后世全球用来取材的对象，比如日本光荣公司的三国无双系列，大部分角色造型还原了央视版中的造型，包括人物性格特征，是某港导今生无法超越的标尺            
(5星)	 除了唐国强和他演的诸葛亮（因为很假。。。）其他都是经典            
(5星)	 太经典了~~            
(5星)	 不想看书的话，看电视剧三国演义倒是很好的普及            
(5星)	 拍史诗不易，拍到这种酣畅程度，服了！            
(NA)	 当时觉得不咋地 后来更烂的翻番出            
(5星)	 天下大势，分久必合，合久必分。            
(5星)	 值得反复推敲的电影（年代过于落后，期待新版）            
(4星)	 国产经典很有范            
(5星)	 当年诸葛亮，如今毛主席……            
(5星)	 实在太经典。糖果的孔明是无法被超越的。            
(NA)	 流氓堆            
(5星)	 停止重拍吧            
(5星)	 古今多少事，都付笑谈中            
(5星)	 千万别人张纪中之流给废了            
(4星)	 那些人的形象都根深蒂固了            
(5星)	 最可爱的总是曹操。最XX的总是刘备。            
(5星)	 也应当算是童年的回忆了吧            
(5星)	 太好看了            
(1星)	 小时候最烦家里人看这个跟水浒传，我会抓狂            
(5星)	 深入人心 后期三国游戏基本都以此为蓝本 1994年电视观看            
(5星)	 前代有《三国演义》，今世更有《水煮三国》。无论战争，还是和平，管理学问均蕴含其间。            
(4星)	 弄得提到诸葛亮，脑中就浮现出唐国强，唉...            
(5星)	 剧中的点点滴滴，无不体现出拍摄组的尊敬用心和才华横溢~感慨我们还能留下一部无以伦比的电视剧！~尊重历史~看到火烧赤壁~无论船只还是人物，无不使人感觉身临两千年前的其境也！~            
(5星)	 鲍国安老师鲍国安老师！孙彦军老师孙彦军老师！陆树铭老师陆树铭老师！唐国强老师唐国强老师唐国强老师！！！            
(4星)	 换了多个导演 风格是稍有不同 里面甚多割下的人头都付与笑谈中            
(3星)	 胡乱也算看过，只是当年父母都没法跟我解释到底谁是好人谁是坏蛋= =            
(5星)	 四大名著，愈发喜爱三国了。            
(5星)	 一群帅锅            
(5星)	 经典的电视剧现在再看依然引人入胜            
(4星)	 经常讲大段文言原文。。听不懂。。            
(5星)	 为毛封面是大耳贼在中间！！！            
(5星)	 其实是听过了。【谋士可畏啊！】            
(NA)	 很喜欢这部片。不过没看全。            
(5星)	 简直可以跟原著一较长短了。            
(5星)	 这个不经典，神马是经典？？！！            
(NA)	
(5星)	 2次。电视剧四星，五星给上将            
(5星)	 这都是无法超越的经典……            
(5星)	 古今多少事，都付笑谈中            
(5星)	 即便有些许瑕疵，就当时的条件，仍不失为经典            
(5星)	 神韵之巅峰 气象之无双            
(5星)	 古今多少事，都付笑谈中。            
(5星)	 哥哥看了8遍，热情依旧。            
(5星)	 场面真的很经典~            
(5星)	 唯一看过的电视剧，也是唯一看过不止一遍的电视剧。            
(5星)	 绝对的尊重原著！            
(4星)	 属于那个时代的经典            
(5星)	 鲍国安演曹操极具神韵            
(5星)	 上映之后,每个寒暑假电视台都会播一遍,我也每次都看一遍,最后一次看是去年出差在青岛...            
(5星)	 玩三国志，爱上三国。            
(5星)	 拍得很好            
(5星)	 小时候最爱的历史故事之一~可以算作中国文化对我的启蒙吧~呵呵            
(5星)	 经典            
(5星)	 现在仍喜欢            
(5星)	 经典.看原著之后再看会发现更多.            
(3星)	 还不错            
(5星)	 小学开始看，书和电视剧都很喜欢。            
(4星)	 小时候最爱学摸胡子的关羽。。            
(NA)	 相当不错            
(5星)	 百看不厌            
(5星)	 起于桃园结义，止于三分归晋，浩浩荡荡，历时数日，虽只略其梗概，但仍感慨良多。。。。不论真假是非，三国演义就是一个传奇~~            
(3星)	 男的话太多            
(5星)	 这个太经典了，没什么好说的，也是童年回忆！            
(5星)	 用了快到2年的时间，终于看完了，好长啊，诸葛亮万岁            
(4星)	 我会背《铜雀台赋》            
(NA)	 虽然3分真7分假，但是我就是喜欢！最喜欢云长的忠义！            
(5星)	 就不说什么了，太经典了            
(4星)	 本来很不错，道具太差了            
(5星)	 喜欢三国的那个话剧劲儿~            
(NA)	 和爸爸一起看的。每次我都要问爸爸，这是谁。爸爸都能回答。我就觉得好神奇噻。我明白了，我再怎么看也只能记住几个大人物的名字。            
(4星)	 小学时候的每个晚上写完作业就老爱跟着爸爸看这些名著系列。            
(4星)	 还是很靠谱            
(4星)	 很有魄力的三国连续剧            
(4星)	 经典            
(3星)	 没看完书，只好看电视剧恶补了~            
(4星)	 斗智            
(5星)	 我能感到他们确实是用心在拍这个电视剧 虽然没看全 但是很喜欢演员们演的都很好 幸福            
(4星)	 演员重复率太高了～就这么缺人么            
(5星)	 从这个电视剧，我就知道大战三百回合的回合是个啥意思了。            
