http://movie.douban.com/subject/6008471/	醉后决定爱上你 醉後決定愛上你
(5星)	我就是看剧比较较真的人，幻想啊：这男女主在现实生活中也会互相爱慕、互生情愫。所以我肯定喜欢看续摊篇啊！看着丞琳和孝全戏里纠结，戏外默契且幽默的互动，我心情多好啊！！！尤其完结篇的续摊，那个订婚的吻，丞琳害羞的NG了，两人对着镜头就这么你一言我一语的，这明明就是打情骂俏嘛！！！！
(3星)	是的,我很无聊
(NA)	跟着老妈看的~
(4星)	我担心自己会因为张孝全成为肉体控，太可怕了······
(5星)	有杨丞琳我就爱看，就很容易陷进去，真的很好看！
(2星)	看了一集就看不下去了，但是觉得男主很帅，很任达华~
(4星)	張孝全+1
(3星)	虽然有一般脑残剧不给力的部分，但几乎很快就可以在一局之内逆转，让人不至于追不下去，编剧聪明
(4星)	很好看！
(5星)	近年最好看的台灣偶像劇!!!
(3星)	 蛮开心的一部片子
(3星)	不能偏心，还是给三颗星~剧情太琐碎了，样样沾边，但无重点~
(3星)	越到后面越不能忍受
(4星)	觉得画面很美阿！喜欢台剧的配乐。张孝全不错啧啧
(4星)	感觉 还是阮经天好
(5星)	好看啊~~~
(4星)	比较好看的一部偶像剧，情节还算紧凑合理，演员演技算偶像剧里面很可以的了
(4星)	除了张孝全，亮点是胖妞
(3星)	这片子，太搞了，硬是牵扯出那么多付现有意义吗，结局不都是一样的吗，诶。。。。。。。。
(3星)	套路有点像【命中】，男女主角都不喜。虽说近年来偶像剧走向成熟，涉及的内容也不再单单是纯爱类，这部有点造作。@Home
(3星)	那个阿桑不会是小如妈妈吧猜对了～
(NA)	张孝全真的很美好 是那种能露出淡淡微笑的美好
(3星)	好多穿幫鏡頭，主角演技都比配角差，可是有孝全哥哥就夠了！！！！！
(5星)	演技进步到一个神速
(4星)	看偶像剧的大多是女生，所以评论里都是被张孝全迷到的女生！
(2星)	要不是喜欢杨丞琳的戏，我实在是看不下去。杨丞琳可不可以有点突破。张孝全如果保持在 爱的发声练习 里的感觉就好了。他搞笑，扮可爱真是完全做作完全假，一点不好笑很毁形象。
(4星)	越往后越狗血的东西...
(4星)	在爱情里面放掉尊严，执着不要脸的牵住对方的手，过一辈子吧。
(4星)	一星是给张孝全哒！
(3星)	张孝全身材真不错（¯﹃¯）
(4星)	杨丞琳是偶像剧女王我发现了。张孝全的眉毛一个高一个低真是太喜感
(4星)	张孝全！！！有man的一面，又有孩子气的一面，哎哟，太灵了，真是爱死了~~张孝全实在是型爆啊，看的是口水直流啊~~PS 杨丞琳的演技有长进
(5星)	张孝全很有味道的好哇，也很努力
(3星)	3顆半星。認真的時候挺好看。
(4星)	虽然很狗血，不过还蛮欢乐的
(4星)	额果然是偶像剧。不过张孝全好帅啊！！！大胸！！！
(3星)	后来急转直下啊...
(4星)	杨丞琳的成长
(3星)	绿叶们太给力了！！喜欢宣传语里的“做自己偶像剧的主角~”虽然剧情发展，愈发突显编剧们的不用心……
(3星)	就喜欢张孝全
(2星)	中途弃剧——我终于可以摆脱这种风格的剧了
(4星)	憨不憨哦
(5星)	大爱张孝全啊~~
(4星)	本来冲着张孝全去看的，但是看了几集就发现张孝全很吵，从头到尾就在叫，一刻不停地叫，就像我家楼下那烦人的小孩叫个不停。喜欢杨丞琳，就是因为这部剧。
(5星)	张孝全实在太帅！完全我的菜！
(3星)	张孝全五星，剧情一星
(4星)	迷恋张孝全~~
(5星)	比较搞笑。林晓如的人格魅力太大。
(5星)	因为爱情是一种遇见，不能等待也没有准备。。。缘分就是这样，是你的，想躲也躲不掉，不是你的，怎么也抓不住
(3星)	张孝全实在可爱 模样腔调身材都讨人喜欢 三颗星都给他 剧情勉勉强强 还摆给人一个事实 四年的感情也好 八年的感情也罢 都抵不过1.2个月的朝夕相处 搞不懂啊搞不懂 看到14集好像没有再往下看的热情了
(4星)	三立老面孔 基本为了张孝全看下来的= =太帅了!!!
(3星)	张笑全张笑全张笑全
(4星)	很ci～很好看～张孝全身材好！
(4星)	原本以为张孝全一直都是文艺电影挂的，没想到他也来演粗糙的偶像剧，不过这部剧还是不错的啊，有很多心动的点，后面演的太龟毛太罗嗦了，但是张孝全的帅脸一上，有让人欲罢不能了
(NA)	我受不了张孝全演这种角色说这么肉麻的情话，真可怕。。
(4星)	喜欢看上去可能不是很帅但是很Man的张孝全，很好的一部偶像剧，比命中注定我爱你好看多了
(5星)	丞琳演的好好啊！张孝全哈可爱啊！！我看得很开心！！
(5星)	杨丞琳的短发很成熟，很可爱
(3星)	也就是个偶像剧呗。大团圆了。
(3星)	除了第一集有共鸣以外，就剩下第二集的好笑了，剩下那十几集全都在讲废话
(4星)	又一发不可收拾的沉迷在台偶剧中了=。=
(1星)	超级大烂片
(4星)	没那么虐，而且好好笑
(3星)	爱情，有时也需要山猪般的勇气
(3星)	张孝全在此剧里就是个炸毛攻！
(4星)	张孝全，超帅的！！
(3星)	为什么同样的一部剧PPS里面评论张孝全那么丑但是在豆瓣里面张孝全瞬间帅了呢~好吧其实我也觉得张孝全还不错~
(3星)	张孝全笑起来的时候特别可爱，很纯真，之前一直不怎么喜欢他，但这次的剧重新认识了他——————————————后劲不足
(3星)	男主角过早拒绝女二转入女一致使后半部了无生趣。
(3星)	都是为了张孝全哪~
(NA)	杨丞琳演技不错 
(4星)	为毛看的时候会想到盛夏光年..
(4星)	为了张孝全才看的啊！
(2星)	这个也太。。。。
(5星)	搞笑不失重口味、虽然偶有俗套，但是整个剧情都还比较一气呵成。张同学各种像ZH啊-0-。
(5星)	真的很不错，好久没有这样可以看到入戏的言情了
(3星)	一般啦, 我感觉没有评论上的好看呢.. 不过也算是认识了张孝全这一号人物~!!
(3星)	前面部分还可以，后面感觉太台式了，不过张孝全果然不错，没看错你。
(4星)	优酷里面只有14集...搞的我以为还没有更新.结果过了这么多天才发现原来优酷后来的都没有更新....真是无语...不过影片本身还是非常好看的..值得去看.
(4星)	闲来无聊的时候打发时间还是不错的比较欢乐
(3星)	至少有改观对杨丞琳的看法
(3星)	前面比后面好看多了。
(5星)	不要脸地拉住对方的手！！你就是太要脸了！
(5星)	醉后决定爱上你。请给我像山猪一样的力量吧。
(4星)	看不完了 只看前面好了
(3星)	越来越一般了
(4星)	对比以往的香港泡沫剧，这部从内容到风格都改进了不少，比较真实的贴进现实，值得一看。
(3星)	剧情到后面  好拖沓啊
(5星)	张孝全很帅好不好~！！！！
(4星)	张孝全是四星的理由
(3星)	杨丞琳是变了还不错，不过从第十集开始感觉就很拖沓了。台剧就不能像日剧那样简短么= ===============丫赶紧结束吧，我连快进都懒得看了
(4星)	张孝全~~
(5星)	太好看了啊！！！！！张孝全你怎么那么MAN！！！！
(3星)	开始看还不错~~可更新太慢了。。看的都没脾气了
(3星)	无聊时消遣哈还是可以呢
(NA)	弃
(4星)	我爱张孝全～我的新宠啊啊啊啊啊～
(4星)	很傻很可爱
(5星)	感觉好好看 自我觉得比阳光天使好看
(4星)	张孝全好可爱~喜欢他皮厚纠缠的样子。杨丞琳的演技怎么变差了？特别是念那些大道理台词的时候。。。另外台词写的太肉麻，太文艺腔了，还是我年纪大了已经不适应这样矫情的表白了？还是要说三立的剧应该比其他更幼稚的剧好一点吧！
(4星)	适合打发时间的，搞笑。
(4星)	杨丞琳这几年演技真的见长。
(4星)	未结局
(4星)	还不错，尽管细节上还是归属为了收视而收视的剧，但杨丞琳的突破加上张孝全的首次转型，都足对这部戏有看下去的可能。
(3星)	前面几集还好，到后面又陷入台湾偶像剧的烂梗。。直接跳着看到结局。。
(3星)	短发杨晨林不太有赶脚。
(NA)	台湾偶像剧中比较不错的
(3星)	张孝全和小鬼都很帅，演技也好，尤其做鬼脸耍宝的时候超有爱的，剧情虽然有点说教，但是还没有落入俗套
(5星)	很好看。张孝全有型，杨MM短发惊艳。
(3星)	今天上班没时间看了。。。诶
(4星)	配乐太赞了好么  张孝全演技很棒 
(NA)	我。。在看。。台湾偶像剧。。。(2011-07-17); 怎么越看越坑爹，这周看到17集，坑爹死了 （2011-8-11）看完全部是为了看可爱的张孝全(2011-8-21)
(4星)	前面很好笑
(4星)	不按牌理出牌，管他误打又误撞，我只相信爱最大！
(3星)	小三正位的故事，对女主的演技不喜欢= = 依旧跳着看，没完
(NA)	看得我很开心。没有那些台剧那么智障。
(4星)	还蛮好玩的，喜欢他们吵嘴的场景～
(1星)	他娘的总算是完了，一颗星给张孝全，别再接这种片子了，NND！
(5星)	张孝全第一次当男主角啊！！！！是的，就为了张孝全看的……
(4星)	只看了第一集 哈哈 只因为张孝全
(NA)	台湾剧追得真辛苦
(NA)	抑郁没奶了，看了这剧神奇般的有奶了。所以偶像剧还是有他存在的必要。。。让人暂时的逃避也好啊。8月17日，看完了该剧。面对未来所以未知的改变，我们所能做的，就是为这些改变负起应有的责任。
(4星)	虽然偶有狗血，但还是顺顺的看了下来。
(5星)	我总能在这类剧情中找到生活的小影子哎~
(2星)	演技有没再烂点再烂点再烂点.. 完全冲着宋杰修看的a..
(4星)	每集都有眼泪陪伴。。
(4星)	主角养眼
(3星)	有些情节太啰嗦了！有很多配角的戏，都可以删删删！
(3星)	觉得这两人还是很配的。至于剧情就很一般了。
(5星)	就是好愛張孝全，從盛夏光年就開始。看過他的很多電影，但偶像劇是唯一一部，雖然他也是偶像劇出道。一直都喜歡他在電影裏很內斂深沉的表演，也喜歡他上康熙話不多還常害羞，原來他搞笑出演也能是個可愛的偶像。故事是一般偶像劇的套路，不過三立的劇比起八大的來還是要優質得多的。
(3星)	音乐挺喜欢。
(3星)	140711-191011 @office / 若果後尾沒拖得那麼久，4星
(4星)	想說看了十多集才敢說看過，張孝全有點跳腳的演出讓人覺得和以往在文藝片中大不同，楊小姐剪了短發倒是令人眼前一亮。總體來說，及格了。。
(5星)	花痴宋杰修模式完全开启。萌死人了！！完全控制不住扑倒的欲望啊亲！！！
(NA)	稍稍扯了点~
(3星)	前面的还好 后面就开始恶俗了 剧情质量跟近日的A股走势一样直线下滑 所以灭掉一颗星 以表愤怒~~
(5星)	 我只知道,看完这部剧,会让我这个以前看到张孝全就全身不舒服的人,渐渐的发现他的可爱,然后慢慢有点喜欢他。
(3星)	我就是想看张孝全赤果上阵！！！可是我感觉，镜头太少了...辜负我了啊！！！
(1星)	toooo....old story
(3星)	杨丞琳转得很有型！！
(NA)	真的很好看
(3星)	太慢了 一颗星给杨丞琳两颗星给张孝全!
(4星)	张孝全好帅。
(3星)	我爱泡沫剧。
(4星)	延续《命中》的幸福情节。 张孝全不是我定义中的帅哥，却有他独特的魅力让我着迷。一如既往的喜欢丞琳。 推荐给和我一样向往小甜蜜爱情的你们。
(4星)	张孝全萌点满分啊 第一次不太讨厌杨丞琳 不过后面开始有点拖沓
(4星)	好好看！张孝全好帅！歌好好听！
(3星)	出差实在无聊了……
(5星)	喜欢短发
(4星)	前面好看，后面剧情越来越不合常理越来越拖拖拖~总之现在的偶像剧没有以前的好看了
(4星)	我想说~挺搞笑的~~男配1号你长的真丑！！！！哎~~~
(NA)	不想看台剧  但是边上网 不开PPS很寂寞 如果看美剧 有的听不懂 哈哈~
(NA)	毁了张孝全在我心里的完美形象
(3星)	事实证明喝酒一定会出事。
(3星)	烂了
(3星)	完成任务看完
(5星)	星星给丞琳和张孝全精湛演技！我觉得很好看，两个人很搭，有这么好的收视率完全在于张孝全和杨丞琳的组合啊！那些说不喜欢杨丞琳的同学们，你们真正了解她吗？还是只是因为一些传言就彻底否定一个人？本人非粉非黑，就是看不惯中国人的盲从、爱起哄、随大流的劣根性。。。
(4星)	张孝全帅呆了
(NA)	最近新欢是张孝全啊~ 口味变了呀
(4星)	今年唯一一部在追的台湾剧 也是第一次喜欢杨丞琳的演技 、 张孝全还是我脑海里的那个余守恒。
(3星)	刚看的时候是四星，看完就变三星了。。。后面的剧情太瞎了。。。有一星给天阔的妈妈 啊哈
(4星)	消遣
(4星)	在PPS上看《醉后决定爱上你》 评论都说张孝全好丑之类的。。。我在想是我欣赏水平出问题了么我觉得他多可以的啊这么man 去豆瓣看影评果然大家都是觉得帅的。。PPS上评论的那些难道都是些低龄花痴小女孩么
(3星)	俗烂的剧情，没事的时候可以消遣看。
(3星)	好欢乐。。。。孝全好帅
(5星)	很不错 正在追
(5星)	在11集的时候开始看，看了第1集就发现8错，百度了一下，发现是陈铭章的作品，继续奋斗下去看，还有2个月要等......这也是为什么现在有点后悔看的原因：还要Follow更新....555555。总体上还是有点命中的轻喜剧感觉，杨丞琳的造型不错，整体卡司阵容强大！
(4星)	很简单 因为偶像剧里边 最喜欢的男人是张孝全 最喜欢的女人是杨丞琳 呃..... 你可以说我品味很独特 但是..... 这部剧还是有一些别的意义啦 很多台湾文化的再现 街道 小店 和 最简单的情感~ 赞！
(4星)	好看
(3星)	也就只有一个命中注定我爱你了
(4星)	我是那么地爱王传一。。。有没有有没有！！！！！
(3星)	张孝全你还是老老实实演电影去吧。。。。你看金钟都被潘玮柏拿走了
(3星)	总算结局了  真是出离的扯.... 
(NA)	不错、不错！
(4星)	很搞笑の
(4星)	三星半~扣了半星是杨丞琳&amp;it本身差了一点内涵，多了半星是因为张孝全还有奇艺的高清视频~看完部分其他有张的电影电视，发现，他还真是不要演这类的偶像剧好~~
(3星)	全新组合，看看有什么亮点。
(3星)	帅锅好多··到后面就白痴了··
(3星)	小张同学还是严肃的时候比较有气场
(NA)	张孝全好帅好帅帅到90分了...
(3星)	虽然很讨厌杨丞琳，不过这个剧她造型不错
(5星)	只要心里还又不甘心，就还不到放弃的时候！
(3星)	张孝全很有腔调啊
(5星)	张孝全很有感觉
(4星)	一星给服装搭配 一星给孝全（不过你还是不合适演搞怪的偶像剧） 一星给片尾MV及演唱的严爵 最后一星给短发转型杨丞琳（稍稍对她改观）
(3星)	台剧整体给我感觉一般
(2星)	不忍再看下去了
(1星)	这就是台剧和日剧的区别，《不能结婚的男人》一样是说一个龟毛的完美主义建筑男，但是再龟毛一切都是真实的，不可能出现这种可刻意掉入低谷又刻意立志的解决困难这件事，亚洲最高水准的电视剧，是该学习的,总之不真实的煽情，永远不会感人，只能说张孝全三个字，值一星
(4星)	还不错，内容很搞笑，嘻嘻。
(4星)	张孝全好帅啊好man啊，觉得不是特别狗血
(5星)	太好看了，真正意义上看的第一部偶像剧！
(4星)	暑假追起看完的，最后一集貌似是在安逸看的。
(3星)	好吧只在前三集被吸引，后面又开始老套路了。
(3星)	没什么营养，没有耐心看完
(5星)	偶像劇真正吸引人的地方在於演員的真情演出，雖然都是虛構，但劇情里的小小細節也許會給生活帶來小小改變。贊一個，醉後決定愛上你！！
(3星)	张孝全很可爱
(4星)	喜欢的happy ending 人人都该如此 和自己爱的人 在一起。
(4星)	开始不错，中后段的现在有点太拖沓了，台剧的通病……开篇赚取大家的眼球，什么噱头都使出来了，但可惜，力量有限，后劲不足……
(4星)	冲着张孝全就要给四星，角色都很到位，看得出是一部有诚意的偶像剧
(4星)	温暖的人都值得更温暖的幸福 
(2星)	杨丞琳还可以再做作点。
(3星)	开头还不错，然後就开始烂俗偶像剧了
(3星)	要不是为张先生 我连快进都懒得进~
(3星)	这才是偶像剧嘛。
(2星)	剧情烂的无以复加，但是张孝全帅得可以让人忽略一切。最终还是忍无可忍，弃了。
(3星)	跟《命中注定爱上你》有同工异曲之妙。不过杨丞琳的哭功真的越来越厉害了...
(4星)	各位演员演技不错
(3星)	我發現劇是經不起追的 看了十二集有點追不下去了 看了十二集 张孝全到底哪里帅了，哪里！！
(5星)	真的很值得大家去看的一部剧，男女主角的演技真得是没话说，就是一个星期一集，更新的太慢了！
(5星)	我或许不能代替你伤心难过 但是我可以把我的幸福借给你。
(5星)	醉后擦出新的火花也不错，这两人原来的男女朋友也不咋的。
(4星)	还不错还不错~~~
(4星)	前半部还是比较喜欢的，杨丞琳的新造型很适合她，张孝全一改以往文艺青年的路线，这样的组合还是蛮吸引人的，只是后半段剧情实在有些乏力，虎头蛇尾了~
(4星)	很喜欢里面拍摄的场景！而且笑点还蛮好笑的！张孝全，杨丞琳的演技都很OK！
(5星)	杨丞琳以前的电视剧作品，我无法接受，风格很夸张。但是这部作品，却觉得相得益彰，做的很贴。
(NA)	很搞
(4星)	张孝全啊~~~~
(5星)	型男卖萌  超级好看 
(NA)	為嘛我覺得張孝全是個強受（……），走不開盛夏光年的陰影啊我……傷不起……許瑋甯這個角色滿成功的，看到第七集我真的有恨她的感覺！證明她演技不賴！楊丞琳喔我還是喜歡她齊陰拉
(3星)	有勇气 很有爱
(3星)	纯粹为了张孝全
(3星)	好喜欢女主角的发型。
(5星)	好男人只出现在电视剧里
(2星)	无营养，无剧情，无人才，三无产品，太败坏台湾偶像剧的英明了！
(3星)	历时几个月 终于今天看完了 之前留着两集就想砍掉了 开始看的时候很喜欢 这就是偶像剧了 喜欢的时候会很沉迷 但慢慢地在剧没有结束时就退热了 导致看着那些生硬的演技 闷死的对白就很想屎掉 本来五星的现在给三星 纯粹给那些剧中的笑点 想想看 偶像剧还是不适合我 好像twilight那样
(3星)	越到后面越是狗血一路啊
(4星)	目前来说 还是挺好看的！
(3星)	好笑？
(4星)	我不敢相信我最近怎麼了 台劇加韓劇 是很好笑沒有錯這個 片尾曲很好聽~但是看到后面有点厌烦大二感觉
(1星)	烂。假。恶俗。看到杨丞琳就想抽他。我美好的小优你去哪里了！！！
(5星)	因为张孝全和王传一想看这部剧～结果～被杨丞琳感动到～～
(4星)	总体来说还可以~~~但是给我的感觉太有《命中注定我爱你》的影子了~
(1星)	爱情 动作片
(4星)	完全是冲着张孝全追看的，脱衣服最好了！难得他搞笑我却不太适应，还是绿叶们欢乐些
(4星)	这四星都是给我家孝全滴
(4星)	看一次总会哭的。。。
(3星)	想要跟你一起走到最后，你就是我的地图。
(5星)	超爱 里面的 宋杰修，并不是那么完美，主要是因为真实咯~！不过，这本来有喜剧成分，所以多少有点夸张，但是真的是部很值得看的台剧~我这个不是经常看台剧的 都彻底 爱上了！ ps:杨丞琳也演得很好！
(5星)	张孝全啊张孝全啊！！！值得看下去！就是一星期一集忒折磨人了！
(4星)	蛮搞笑，张孝全身材很好，最近就喜欢他了
(4星)	为了张孝全。。。
(NA)	很好 无论演员 配乐 主题 幕前的制作都很可爱  
(3星)	中间没撑住，看了头和尾。
(3星)	弃剧
(NA)	爱情就是每个人都伤心，每个人都可悲，每个人都傻到不行
(3星)	10集后老套死就没看了= =（其实整部剧都很老套好吗！
(4星)	俊男美女!!~~爱爱爱~~剧情虽然老套..不过偶像剧不就都这样的嘛~
(5星)	喜欢张孝全~~~ 杨丞琳的新头发也蛮好看 
(3星)	老套路，跳着看的还有，杨丞琳成熟了
(4星)	我爱张孝全啊！！！！
(3星)	╮(╯▽╰)╭
(2星)	剧情能再拖沓离谱一点么...
(5星)	丁姐强烈推荐的
(4星)	張孝全
(2星)	其实真的挺烂的
(3星)	看第一集的时候让我很是期待 但是后来真的烂尾了
(4星)	太爱杨的短发了。^o^ 
(5星)	很大条，很搞喜
(4星)	帅锅没女 
(NA)	勇敢的山猪妹
(4星)	后面很罗嗦~
(4星)	短发不错，花絮搞笑
(4星)	前面几集好赞哟!!!后来的很败笔
(NA)	我只是想看张孝全
(5星)	一星给男角 一星给杨丞琳的发型 三星给片头曲和插曲！！！！
(3星)	最近看这男主。不由开始喜欢有肌肉感的男人~
(5星)	很多台词值得深思，冷笑话不少，哈哈！
(3星)	有点搞笑
(5星)	杨丞琳的形象给救回来了，突然发现张孝全好MAN耶！
(3星)	不喜欢张孝全演偶像剧，但是还是挺喜欢他的！
(3星)	ok啦，发现张还是帅，不过无爱.
(1星)	以第三者为角度拍摄的电视剧？
(3星)	又拾起偶像剧了，O(∩_∩)O哈哈哈~
(4星)	还行吧。
(4星)	诙谐，剧情很搞笑。
(4星)	本来看点击率很高打开之后看到她就很抑郁觉得白缓冲了这么久，但是往后看发现这个女孩子掀起刘海之后依然很有进步，我说演技。另外男主太不偶像了，大叔级别了都。醉后其实是由很多经典的配角形象搞笑的演技奠定起来的。群众力量不可忽视。还是不错的。
(2星)	越到后面越扯淡。。。鸡肋。。
(5星)	又笑又哭又感动。。我爱丞琳。。也爱上了那个宋杰修哈哈
(4星)	只是高兴总算有时间看看偶像剧了，本来没对这剧抱期待，没想到还不错耶~话说这男主角开始挺不顺眼的，看多了还好耶~端午前一晚居然一口气看完连载的七集，现在看看第八集咯~~~追偶像剧果然是各种辛苦啊~~~
(5星)	台剧我回来了
(5星)	笑点很多~~也许是偶笑点低~
(4星)	张孝全啊~~~~
(4星)	杨丞琳是我的菜，就不多说了。只是看了以后开始挺喜欢张孝全了。
(2星)	如果人可以活在过去，那我宁愿不要未来
(3星)	N久没看偶像剧了，一路又开心又狗血的完结了~~~张孝全很帅~~~~~
(2星)	好无聊啊- -
(3星)	看了不到一集的人表示不DJ杨丞琳只为了看张孝全对白有点经典就是一俗套又仿好莱坞电影的台湾偶像剧。现在大概只是在等结局。╮(￣▽￣&#34;)╭ 
(3星)	狗血
(3星)	全为了张孝全的胸肌
(5星)	张孝全！！！！！
(3星)	还是不能接受张孝全演偶像剧了~看不下去了
(4星)	剧情和严爵的主题曲是亮点
(3星)	欢快从头到底，不过男主也就帅气了前几集，后面都走的是傻头傻脑路线。
(5星)	挺搞笑的，看看还不错 2011-8-18
(4星)	张先生我爱你  简单又直白
(4星)	小鬼出现以后的部分可以跳过，然后直接看大结局，就更好的。算是今年最好看的台剧了吧？无敌的山猪魅力，Yahoo~
(3星)	张孝全太迷人！！！
(4星)	期末考试到……又到了一边复习一边看港剧看台剧的时候了……男主好像挺有爱的！
(2星)	看一半扔掉。又是善良的小三得到胜利的春梦
(3星)	如果两个人不能坚持走到最后 再美好的过程 你会巴不得它是一片空白。03.
(4星)	你说有张孝全我能不给推荐么？！
(4星)	不错~搞笑轻松~
(4星)	张孝全帅的咧～
(4星)	张孝全先生~你果然要演偶像剧~
(5星)	喜欢张孝全，典型摩羯座的男人。。。
(3星)	很久很久很久不看台剧了，但是这个至今感觉还不错。
(3星)	好吧，我承认我越来越腐了，居然开始追港台肥皂剧了~~~
(5星)	力挺张孝全。不管是气质还是演技，都赞。剧情轻松、搞笑、紧凑。值得一看。
(2星)	奔着张孝全去的，结果看到一半就懒得再追了，一个是更新太慢，一周一集，一个是越听他们在那呀了呀的就越觉得假，然后又给我出白痴唬烂的剧情，忍无可忍，无需再忍，而且不管中间他们怎么在那边扭捏，结局一定是大团圆，用脑干想都知道，所以不打算看了
(4星)	我们都傻。
(3星)	凑合消磨时间还行～有点儿长～有点儿磨叽～
(4星)	好吧，原来张孝全这么帅
(3星)	居然追不下去了。。。难道开始对电视剧免疫了？
(4星)	其实觉得这对还蛮搭的 尤其是幕后花絮的时候 
(5星)	哈哈哈哈 太久不看偶像剧了 感觉又年轻了~杨丞琳这次的突破很GOOD~
(4星)	看到十几，突然不想继续了。
(4星)	命中以后好久没遇到觉得比较好看的台剧了~看到第5集34分的时候整个泪奔啊``````杨丞琳演技有进步诶~
(2星)	因为看了爱的发声练习 对张某某感兴趣了 所以无聊来看看。
(4星)	为毛我现在喜欢这样的男林
(3星)	杨或许脑残，但比她脑残的多去了。。。这里的造型还挺可爱。另外我对张孝全好感倍增~~~~~~~~~~~~~~~~~~~~~~
(4星)	是在去新加坡的前后看的？现在一听主题曲都穿越的感觉
(3星)	忘记是看到第几集没看了。刚看了最后一集，感觉后面的剧情编的貌似很搞笑，实际很傻逼。
(NA)	没有想象中脑残。
(3星)	张孝全是越看越帅滴~其实杨丞琳短发造型还不错~
(4星)	似曾相识
(4星)	终于看完了，到后面觉得太啰嗦了，总体还可以吧，张孝全加一星
(4星)	杨丞琳个人认为她是新一代台湾偶像剧女王了。当然张孝全的演技给一个赞！！
(3星)	因为张孝全！
(5星)	很有爱~
(5星)	超好看
(3星)	凑合，凑合。。。
(4星)	有点虎头蛇尾的感觉.被女人香气比下去了.
(4星)	只要心裡還存著不甘心，就不到結束的時候、18完
(4星)	张孝全哈帅
(1星)	不好看，不看了，台剧真没意思
(1星)	现在觉得这就是一坨华丽的大便。。。
(4星)	为男主而看，想不到还挺吸引人的。
(2星)	挺没劲的，女二号太不够美……越来越俗，已经开始看了又懒得停每周看到更新都提不起兴趣点开来看……果断弃剧
(5星)	真的爱死张孝全了，关注了他这么久，终于等到他的电视剧了，好样儿的，不愧是张孝全，虽然剧情很狗血，但是他的演艺实力不可否认
(5星)	非常好看!!!!
(2星)	不想继续看了。
(4星)	张孝全啊！！！　　开心～～～
(3星)	先占个位置。一口气看到6集。就知道小张同学不会让我失望的。
(5星)	宋氏夫妻好绝配！再一次迷恋MARS！
(3星)	不用认真 有些笑点 是可以拿来配饭的剧...先入为主的关系吧 始终觉得张孝全的脸还是比较适合出现在电影或者MV里=.=不过这个拖沓的故事 播了4个月...再也不看这种一周才出一集的剧了 累人
(5星)	杨丞琳在这部电视剧的表演很像之前的【不良笑花】，其实蛮喜欢杨丞琳的电视剧的，可以经过大脑就忘记，但是她那非常夸张的大笑声，还是让我蛮开心，支持一下吧，虽然你是豆瓣人大都不喜欢的杨爱国，最后还要说，张孝全还是更适合演电影。PS：突然觉得小鬼也很帅，哈哈。
(5星)	好看哇，追剧中哇！！
(3星)	如此高开低走的台剧，让我情何以堪！！
(5星)	因为张孝全所以给满分，太爱他了啊
(4星)	后面不好看，还剩几集就结束了，但还是弃了。
(5星)	下一站之后就不再追了，看到是杨丞琳就更没兴趣无奈剧荒，百无聊赖之下看了第二集，很有喜感啊，张孝全果然是实力派的，喜欢钟欣凌，喜欢狄志杰，主角配角都很精彩
(4星)	作业蓬勃时期的打发时间
(3星)	真心没看完。。弃
(4星)	追剧集啊 那个心急啊
(NA)	扯。。
(NA)	同学看得好投入。。。
(4星)	两个人因意外喝醉而摇晃牵手步入婚姻，三个月的假戏真做，各自爱上的都是那个最真实的自己，对于过去，自己造成的失误还是过错都未能与前爱幸福走向未来。但在未来，有如山猪精神的人却只手打造出失意后两人相遇相恋的幸福生活。无论将来面对什么，都要厚脸皮地抓紧对方的手。坚持在此变得那么可贵。
(3星)	完全为了看张孝全 ... 越演越弱智..
(4星)	第一次追台剧，没有让我失望。
(3星)	有点烂俗，尤其是后面。最印象深刻的是那句“当你想起时，笑得最多的，就是你的真爱”
(4星)	目前觉得还不错哦，两个受伤又相似的人很容易产生火花的哦····
(NA)	18
(5星)	好看
(NA)	我倒了，哪会有个垫背的
(4星)	两个人的关系是要两个人经营的
(4星)	虽然有点弱智，但是有些地方还是忍不住捧腹大笑了 无聊的时候看看蛮好的~~
(5星)	重拾幸福的味道
(3星)	受不了张孝全了 怎么能那么帅?
(5星)	我肿么对杨丞琳的哭那么木有抵抗力呢，男猪越看越帅啊！温馨小剧。好吧，我就喜欢这种没营养的俗套剧。看完之后觉得后面十多集感觉很多余。整个故事的完整性不是很强，感觉像演到哪算哪，后面的故事很败笔
(3星)	我的人生过于无聊了
(4星)	好典型台灣feel的劇 結局的小清新也太美了=。=
(3星)	前半部分还比较好看，后半部分就有点过度的搞笑和延长剧情了。不过插曲很喜欢，还有演员也都不错。
(4星)	本来不想看的 不过好多人推荐 就看了 果然还不错耶 2人演技都有所进步喔~^^ 后面稍微有点拖沓 不过还算OK
(4星)	还是好看呢。张孝全太性感了。
(4星)	嫩嫩的张孝全简直像唐僧！
(4星)	第5集有句话说的好：不能陪你往前走的人，就把他留在原地，绝情一点，心就不会那么痛了。
(3星)	张孝全。。。我的口水要看你流完了....实际是很呆的剧因为有张孝全。。。。坚持到了最后
(5星)	不错~虽然很多人都不喜欢杨丞琳的说
(3星)	真心不怎么样。不推荐。@youku
(2星)	用一部电影的时间应该就能把这部电视剧的内容讲清楚~
(3星)	看到後面實在覺得很折磨啊 明明5集就能解決的故事為什麼拍了15集
(3星)	比命中注定我爱你差的不是一点半点
(3星)	,,,
