http://movie.douban.com/subject/1863941/	天龙八部 天龍八部
(4星)	 在此部之前有过，之后也翻拍过，但我觉得这一部才是经典的。            
(5星)	 萧峰，永远的大丈夫            
(4星)	 主要这个真的是第一次看这个故事，先入为主印象太深刻了            
(5星)	 令人嘘唏的乔峰，英雄气概外露，命运却坎坷的让人揪心。            
(NA)	 个人认为是众天龙八部里面最好的一部            
(5星)	 经典            
(3星)	 喜欢段誉和虚竹，虚竹的眼睛真美啊啊啊啊啊            
(4星)	 看了不知几遍            
(NA)	 所有 天龙八部的版本 还是这个最好            
(5星)	 李添胜创造的tvb金庸剧全盛时代            
(5星)	 不错不错            
(4星)	 每次都觉得你们的话太多了。。。有没有。。。            
(3星)	 段誉很帅 虚竹很呆 萧峰很有范儿 演员选的真是太出色了 我想说这也是我看过最好的《天龙八部》            
(5星)	 经典吖！！！            
(4星)	 看过N遍            
(5星)	None
(5星)	 武侠片启蒙！！！            
(5星)	 经典            
(5星)	 不知不觉，全看完了~~郑少秋演段正淳就好了。            
(5星)	 正在重温            
(NA)	 黄日华演乔峰没人能超越了  演的实在好            
(5星)	 又看了一遍~~~讨厌的是阿紫，到最后最心疼的也是阿紫 神马大哥都是浮云            
(NA)	 爱死了！            
(5星)	 其实82、97版对我来说都是经典，现在早已无心看新世纪以来的版本            
(5星)	 我只能说，音乐一响，心就激动。多经典的萧峰、段誉和语嫣。            
(4星)	 最漂亮的神仙姐姐            
(4星)	 记得很小的时候看过。。最近又重温故剧。。和女朋友一起看的。。断断续续。。只是follow了重要剧情。。不过还是响当当的好看滴。。TVB果然牛逼。。虽然特效不如胡军版。。不过剧情和服装绝对一流。。毕竟电视剧剧情才是王道又不是电影。。过几天看鹿鼎记和寻秦记。。再看胡军版的天龙八部。。            
(NA)	 我又开始挖以前看过的旧片儿了，谁让我进了一个腐片单呢╮(╯_╰)╭不过这个也算腐片，我又大开眼界了……            
(5星)	 经典程度还用说么？            
(4星)	 经典的搞基            
(4星)	 我好喜欢这个版本的木婉清啊            
(5星)	 黄日华的表演，真是英雄啊            
(3星)	 当年印象最深的是虚竹和梦姑意淫了很久。。。。。。。。。。。。。。。。=_______________=            
(4星)	 还不错，陈浩民完全是我心目中的段誉。还有神仙姐姐是李若彤，大美~            
(5星)	 这还有什么说的呢.            
(NA)	 lg推荐的，好看            
(5星)	 最爱！！！！！！！！！！！！！1            
(5星)	 人命天定，强求不得，但求无愧于心            
(4星)	 最喜欢的一部            
(5星)	 经典            
(5星)	 也是一播就看            
(5星)	 mua····经典中的经典···········            
(4星)	 阿朱！ 等等~ 先别死~            
(4星)	 果然是黄日华这一版好啊 主题曲很经典            
(4星)	 神仙姐姐永远是你！            
(4星)	 李若彤版王语嫣惟妙惟肖 惊现赵学而 十年如一            
(5星)	 难忘            
(5星)	 经典            
(5星)	 钟灵太漂亮可爱了            
(5星)	 陈浩民=段誉!!!李若彤=王语嫣!!!            
(4星)	 虽然木有系统看全过，但是当年电视台翻来翻去也看过不少了。。。            
(5星)	 啊啊啊啊啊，我心中的盖世英雄啊！！！！！还有那两个又傻 又可爱的虚竹和段誉啊！！！！！！！            
(5星)	 看了不知道多少次了，经典            
(4星)	 从今天开始，我再也无法离开你了。。。。            
(4星)	 寻找            
(4星)	 那个时候，我还小，不想长大            
(5星)	 古色古香            
(5星)	 经典啊！！！            
(5星)	 乔峰！！！            
(4星)	 最美的语嫣            
(4星)	 最乔峰的一版天龙八部。            
(5星)	 印象最深的版本            
(4星)	 虚竹哈哈哈哈哈哈            
(5星)	 这个太经典了啊  无法超越啊每次在电视上重播都看得津津有味萧峰太帅了啊啊啊 啊啊啊啊啊 啊啊啊啊            
(5星)	 经典啊~            
(4星)	 天阔阔雪漫漫同谁共行，欺山赶海踏雪径也曾绝望。。。            
(5星)	 看过的《天龙八部》第二版本，断断续续看的，也是最爱的版本之一，主角配角选角都相当出彩。现在电视台重播也会跟着看，囧。。最近重新看，发现笑点不断，然后多处被感动，侠之大者乔峰也！            
(5星)	 这个一定要顶            
(NA)	 儿时的回忆。。最深刻是那首歌吧？吞风吻雨笑日落未曾彷徨~~~~~~~~·            
(5星)	 小学最爱段誉中学最爱木婉清现在最爱阿朱            
(5星)	 金庸名著最爱天龙            
(5星)	 经典            
(4星)	 远目…            
(5星)	 演员都很好            
(3星)	 电视好爱重播            
(5星)	 不可颠覆的            
(4星)	 那时觉得TVB的剧真好看            
(5星)	 听说少林方丈释永信嫖妓了。。。我就想到了《天龙八部》，你说要是方丈不做点错事，能有虚竹吗？？？能值5星吗？？？            
(4星)	 我喜欢 木婉清            
(4星)	 那个年代还是很不错的            
(4星)	 王语嫣 大爱！！！！！！！！！            
(5星)	 神仙姐姐            
(5星)	 童年的印象，至今还很喜欢，小时候喜欢段誉，后来长大了重看却喜欢乔峰            
(5星)	 最喜欢乔峰和木婉清。。。            
(5星)	 经典            
(5星)	 不要看布景，不要看虚竹的假发套，不要看服装，其他的，都是经典            
(4星)	 喜欢这个版本，张纪中拍的那个和这个基本上就没得比。我现在还记得这部片子的片尾曲，那个时候很喜欢。            
(NA)	 永远的经典。            
(5星)	 怀旧怀旧~~~  小时候很喜欢看啊            
(5星)	 没啥好说的，应该给10分！今天又把电视剧看了一遍。找回了不少记忆~            
(4星)	 陈浩民啊陈浩民            
(5星)	 我看过的最好版本的乔峰.             
(4星)	 木婉清。。我爱你。。            
(5星)	 很不错。很喜欢那木婉清。            
(3星)	 \(^o^)/~当时超喜欢看的呀！~            
(5星)	 最喜欢看了            
(5星)	 这一版天龙八部是刻在我脑海里的。            
(5星)	 黄日华的经典            
(5星)	 吞风吻雨葬落日未曾彷徨欺山赶海践雪径也未绝望拈花把酒偏折煞世人情狂凭这两眼与百臂或千手不能防天阔阔雪漫漫共谁同航这沙滚滚水皱皱笑着浪荡贪欢一刻偏教那女儿情长埋葬            
(5星)	 最有感觉的一部！！！            
(5星)	 天龙八部，那不是有八部么？怎么看的完啊！小时候某叔叔说            
(NA)	 哇！那时的陈浩民才是真的帅。            
(5星)	 黄日华版的乔峰最英雄了            
(4星)	 金庸还是得TVB            
(NA)	 段誉也算修成正果啦            
(NA)	 段誉掉到井里然后和王语嫣没有OOXX，然后虚竹在冰窖里面OOXX了。。            
(4星)	 经典经典~            
(5星)	 段公子啊....            
(5星)	 我都看了不知道多少遍了. 这辈子也拍不出来了 .             
(5星)	 其实我是后来才爱上这剧的~            
(5星)	 最好的版本啊~            
(5星)	 觉得李若彤在里面真的好漂亮。            
(4星)	 阿朱你可知多少人羡慕你。阿紫是罪大恶极，除了面对乔峰。            
(5星)	 那年寒假各个台来回换，看得烂熟于心~看不腻            
(4星)	 小时候的最爱~~            
(4星)	 若是做错，岂不错的一样！            
(5星)	 看多少遍不腻啊            
(4星)	 乔峰。。。但是我还是喜欢段誉，哈哈哈            
(5星)	 最喜欢的阿朱丑了一点点~不过演得还行            
(4星)	 阿紫贱的深入人心。            
(4星)	 这部戏里第一次见到陈浩民，很帅啊，不过现实中风评不怎么地，浪费了浪费了            
(5星)	 令人动容的阿紫            
(5星)	 实在太经典，特别是黄日华的乔帮主！            
(NA)	 经典中的经典            
(5星)	 段誉好帅，最漂亮的王语嫣，最有气势的音乐……没的说了            
(5星)	 2010年住院的时候看的。            
(5星)	 在我心中可以和神雕侠侣齐名的电视剧，我觉得真的是让人深刻。TVB的经典。            
(4星)	 王姑娘！！            
(4星)	 现在想想，萧峰完全是双刀男啊啊啊 哈哈哈哈            
(5星)	 除了倚天屠龙记和神雕侠侣我看的第三部真正意义的武侠电视剧 也是唯一没看完的 因为可以任意挥霍的青春时光已经过去 我初中了            
(5星)	 我喜欢王姑娘段誉~            
(5星)	 黄日华老了。            
(5星)	 还记得小时候，我们表兄弟三人把自己想象成他们三个的感觉……太羡慕虚竹了啊啊啊啊啊啊啊啊啊啊啊啊啊            
(5星)	 最爱的金庸武侠 最爱的版本            
(NA)	 经典中的经典。            
(5星)	 最好看的一版《天龙八部》。里面所有演员都喜欢，黄日华、陈浩民、樊少皇、李若彤、刘玉翠等等。。PS：豆瓣的剧情简介太雷人，什么“江湖邪派星宿派的女弟子阿朱”，什么“企图获得王语嫣的芳心”。。。            
(5星)	 经典~            
(5星)	 看到热血沸腾哦！！！经典啊！！！            
(4星)	 王语嫣~            
(4星)	 经典港版啊~风华正茂的李若彤~            
(5星)	 经典不可复制！            
(5星)	 这是最让我感动的一版、经经典无可置疑。            
(5星)	 花了两天复习了一下，黄日华好霸气，段正淳好牛逼，另外我比较中意木婉清。            
(5星)	 这就是我的童年啊！！            
(5星)	 喜欢这个……            
(4星)	 樊少皇演的虚竹记忆深刻啊。还有段誉的王姑娘。            
(5星)	 童年的回忆，美！            
(5星)	 绝佳            
(NA)	 阿朱难看了些，但是其他角色都没的挑。依然很经典。想想很好笑，黄日华在那个更老版里好像是演虚竹的。难念的经这首主题曲的旋律无人不晓。很经典很好看            
(4星)	 印象最深的是扫地僧熟么的。。。            
(NA)	 最喜欢的还是乔峰。            
(5星)	 很难超越之作            
(5星)	 最爱的武侠            
(4星)	 。            
(4星)	 我看了N遍，N遍，还是觉得它最经典            
(5星)	 因为这个喜欢陈浩民            
(4星)	 所有的虚竹里，最喜欢这一版            
(4星)	 讨厌阿紫,老抢姐夫呢她            
(5星)	 爱萧峰 黄日华叔叔你演滴灰常好~            
(4星)	 再不能被超越的英雄~萧大侠            
(5星)	 黄日华演绎的太好了            
(4星)	 百看不厌            
(5星)	 自此爱上乔峰，自此爱上陈浩民的颜            
(5星)	 这是我最喜欢的天龙八部，黄日华的巅峰啊~~~            
(5星)	 最近我们家电视只放这个了╮(￣▽￣&#34;)╭ 24小时滚动播出吗？！！还来来回回的滚……             
(4星)	 电视剧还可以            
(2星)	 主题曲很棒。            
(5星)	 喜欢这样的段誉，喜欢这样的乔峰，喜欢这样的虚竹。            
(5星)	 大爱啊！！！            
(NA)	 广式普通话不好听            
(5星)	 那个时候G点奇诡得喜欢虚竹。。。。。            
(3星)	 小时候很流行的这个。            
(5星)	 怎一个痴迷了得。            
(5星)	 经典啊经典！            
(4星)	 當時找片頭片尾曲歌詞找瘋了            
(4星)	 刘玉翠并无书中阿紫的美貌，可看见她在剧中一举手一投足，无端端就让人又恨又怜。十余年过去了，我忘了乔峰阿朱的生离死别，只有那个痴情疯心的阿紫还在我的记忆里生根。            
(5星)	 以前觉得段誉很帅的，现在看陈浩民很傻的            
(4星)	 我喜欢赵学而的木婉清。。。。最佳位置            
(5星)	 还是老的好            
(5星)	 经典版本、            
(4星)	 总是在想，为什么《日月神剑》里面的小蝶，要在这里扮演任性的阿紫呢？！            
(4星)	 经典            
(5星)	 乔峰是我最喜欢的角色            
(5星)	 我靠那激昂的音乐简直是我的启蒙啊！！            
(3星)	 他们的爱情都那么决绝而又刻骨铭心            
(5星)	 喜欢当年的段誉，喜欢当年的啊朱。。            
(5星)	 浩明哥哥o(*////▽////*)q             
(NA)	 最喜欢这个，黄日华很有感觉            
(5星)	 最爱的是这部了。            
(3星)	 一直觉得黄日华挺丑的~            
(5星)	 现在在看，重新看一遍，还是觉得很好看            
(4星)	 miss我错了，回头补课            
(5星)	 陈浩民啊啊啊！！！！            
(5星)	 最好看的 天龙 每次电视台重播都要停下来看。            
(5星)	 最喜欢的一部天龙八部            
(5星)	 大爱啊，陈浩民虽然在其它剧里不怎滴，但他演段誉是我心目中最符合原著的一个！            
(5星)	 尼玛我高中的时候还在追            
(5星)	 ！！！好看！！            
(4星)	 这个是我最喜欢的版本 。            
(4星)	 乔峰！乔峰！            
(5星)	 强烈推荐，非常不错的一部电视剧。经典之作！            
(5星)	 极爱。            
(5星)	 话说是最好看的一版。            
(5星)	 经典啊，当年那些花一样的姑娘们后生们……现在一个个诶……            
(NA)	 从小我就喜欢段誉，不喜欢乔峰            
(5星)	 不管看多少次都拍得很美。。TUT            
(5星)	 觉得这个版本还是最不错的            
(4星)	 这上头的女的不是段正淳他情人就是他女儿，除了神仙姐姐            
(4星)	 不如书好看            
(4星)	 陈浩民版得段誉比较符合原著的韵味            
(4星)	 搞不懂井下一夜，王语嫣就变心了            
(5星)	 豆瓣的这个剧情简介真不负责，第一句话就在胡说八道！            
(4星)	 还是这版好看            
(5星)	 经典 不解释            
(3星)	 看了好多遍的东西            
(3星)	 首播的那天晚上全家都坐在电视机前面。现在想想，到底是为了什么！不明白不明白            
(5星)	 每天白日里看，最近做梦都会梦见这些人。奇！虐！            
(4星)	 如果让我们给金庸笔下众多的英雄人物排一下名次的话，我会把萧峰排在第一位，没有谁能像帮主一样义薄云天，舍我其谁！            
(4星)	 经典，要重温。            
(5星)	 萧大哥啊！！！！！！！            
(4星)	 段誉把妹术天下无双啊。             
(4星)	 哈哈 这版最好            
(5星)	 稀饭黄日华的萧峰和陈浩民的段誉             
(5星)	 芒果台放一次我看一次.            
(5星)	 金庸，写情写侠而近妖。最近又阅 射 神 倚 天，射是少时的痴人说梦，神是青年的扬名天下更加愤世嫉俗，倚是中年的弱势幻想，天是一生的兄弟情义外加中年之惑，但部部以情侠为线，写尽人间疾苦，尘世恩仇，大义大侠，大善大恶，快哉，乐哉，其中兄弟之情尤以 天 为甚，但终究是自己编织之梦，未免黯然！            
(5星)	 喜欢这里的段誉            
(5星)	 最喜欢这个版本看了怎么就那么喜欢啊            
(NA)	 哇,凌波微步.王语嫣在这里真的是美若天仙了.,...            
(5星)	 最忠于原著的TVB金庸剧（连结局也一模一样，真惊喜）。黄日华演活了乔峰，和阿朱生离死别那一幕，当时让我红了眼睛。刘锦玲或许没原著角色那么有灵气，不过她也演得算讨喜。李若彤既然演得小龙女，当然王语嫣也非她莫属，很喜欢她这个造型，很美。第一次看陈浩民演戏就是这部，是我心里最佳的段誉。            
(5星)	 看来看去还是最喜欢这版天龙八部，三个男主的人选再合适不过了。主题曲和配乐也非常赞。            
(5星)	 操蛋 小时候梦中情人是陈浩民演的段誉 手一抖就想给满分= =            
(NA)	 小时候跟妈妈一起看 。。结果自己比妈妈看的还激动            
(NA)	 最经典的撒，不解释。            
(NA)	 主题曲            
(NA)	 因为这部戏，喜欢上翩翩少年段誉还有陈浩民。TVB的水准一贯都不差的，选角也很精彩，我是11岁的时候看的，7岁的时候看的83射雕。所以直到最后一集，乔峰潇洒的从容赴难时我才认出他就是当年的靖哥哥，黄日华的演技无容置疑啊！            
(5星)	 顶 黄日华            
(4星)	 很喜欢~那是觉得萧峰很男人~            
(5星)	 强烈建议电影电视剧分开两个栏目= =、            
(5星)	 内个时候天天守在电视机前看这部剧。。上学时有段时间很喜欢金庸的剧！这个拍得很不错，经典！            
(4星)	 片头曲的歌词，当年看得很晕啊            
(3星)	 基本上1997的片子我是一部不漏的~            
(4星)	 金庸里面最爱的三部，倚天、天龙和神雕            
(NA)	 经典的改编了！唯一认可的段誉，黄日华的萧峰，不知道以后还有没有能超越的了~~            
(2星)	 小时候就不喜欢            
(5星)	 这个版本我的最爱            
(NA)	 虽然我不喜欢王语嫣和段誉 不过喜欢李若彤和陈浩民演的            
(4星)	 慕容公子 万岁万岁万万岁。。。。。。。。。。。。。            
(5星)	 最好的一版天龙八部~            
(4星)	 当时的陈浩民还是小帅小帅的嘛~            
(4星)	 很喜欢，很喜欢~段誉、王姑娘~还有大理那个地方~            
(4星)	 陈浩民，李若彤            
(NA)	 虽然这个版本里的阿朱不好看但是我还是喜欢。哎，乔峰打死阿朱这个情节太揪心了。            
(5星)	 最喜欢这一版~~            
(5星)	 哇!!终于给我找到港版的了!港版金庸武侠剧的那种金黄背景令人记忆犹新呐!!很和谐的feel!大陆的的就不行~！            
(5星)	 你敢说你没看过TVB？            
(5星)	 最爱 只爱这一版            
(4星)	 经典版本            
(NA)	 经典            
(5星)	 傻瓜才不想活呢，活在这花花世界，是何等地逍遥快活~            
(5星)	 最正宗的金庸剧了。。。            
(5星)	 同样经典的天龙八部，看着黄日华从虚竹变成乔峰，成了大英雄。            
(5星)	 主题歌很赞            
(5星)	 小时候的最爱啊，现在也喜欢，芒果台放一边看一遍，那时TVB改编金庸的作品，觉得是改编的最好的，大爱啊……            
(5星)	 我最喜欢的是六脉神剑 很幼稚的原因。因为别的武功只有一种颜色的光，它有六种。最爱群战，天龙寺之战和少林寺之战            
(5星)	 百看不厌            
(5星)	 乔峰就只有他。            
(NA)	 黄日华实在是乔峰的不二人选，叫人这个心疼劲            
(5星)	 经典            
(4星)	 经典一代            
(5星)	 黄日华我挺喜欢。萧峰是心中永远的英雄！！！！            
(5星)	 还是最喜欢TVB拍的金庸剧！            
(3星)	 那是觉得段誉真帅。现在他发福了。            
(4星)	 场景有点小家子气，不过好在演员弥补了一切。陈浩民当时真是很奶油啊            
(5星)	 也是很经典的一版啊~            
(5星)	 好            
(5星)	 我很爱这一部            
(5星)	 现在连个好看的电视剧都没有了。。。            
(4星)	 爱这里的王语嫣            
(4星)	 经典啊经典~这个版本无法超越~            
(5星)	 李若彤~~~            
(5星)	 真是经典啊  十多年之后再看居然还是那么好看            
(NA)	 简单的来说就是磨磨唧唧的，但是还是觉得金庸爷爷很厉害了拉            
(4星)	 那时的陈浩民。            
(4星)	 喔喔喔喔 阵容强大 岂会不看            
(5星)	 史诗般的武侠剧。            
(4星)	 最喜欢的一部武侠剧。            
(4星)	 当年多希望木婉清也和段誉在一起啊            
(5星)	 这个电视剧哪个没看过？            
(2星)	 我靠我最萌的就是虚竹那对儿了            
(NA)	 经典超爱            
(4星)	 闲来重看一次。唉，全是为情所困。            
(4星)	 一度迷恋段誉，美好的一塌糊涂。            
(5星)	 这部是经典    个人认为结局最好的是虚竹……            
(5星)	 少年的回忆            
(4星)	 陈浩明版段誉很可爱            
(5星)	 美轮美奂            
(5星)	 金庸的书我最喜欢天龙八部。那么的天龙八部的版本我最喜欢这个。            
(4星)	 很喜欢这版的段誉和语嫣            
(5星)	 小时候很喜欢看这部类~好喜欢李若彤哦~            
(5星)	 喜欢李若彤            
(5星)	 赵学而不错            
(4星)	 最经典的天龙八部了。。李若彤。。。             
(4星)	 当初都迷金庸，迷武侠古装剧            
(5星)	 经典，正是这个天龙八部，让萧峰这个人，扎根在我心里!            
(5星)	 死如乔峰            
(4星)	 黄日华的乔峰不错。            
(5星)	 最爱的电视剧之一！            
(5星)	 ~            
(4星)	 喜欢段誉追王语嫣            
(5星)	 我爱这里面的段誉和王语嫣！            
(4星)	 很久以后在另一部剧里看到黄日华，恨不得冲进电视机里把胡子给他贴上，没胡子的黄日华怎么看怎么别扭            
(3星)	 当时我觉得乔峰就是黄日华的样子。然后段誉和虚竹都喜欢            
(5星)	 男人的战争总是让女人牺牲            
(NA)	 难忘的经典。先入为主，整死张纪中。            
(4星)	 陈浩明老葛到呀·~岁月什么的就是纠结呀~            
(5星)	 觉得萧峰，段誉，虚竹演的都不错            
(5星)	 播一遍看一遍，你敢播我就敢看            
(4星)	 三兄弟演得相当到位了，当年看李若彤怎么看怎么美。            
(5星)	 对我来说的经典            
(NA)	 怀念片尾曲            
(4星)	 终还是，塞上牛羊空许约。            
(5星)	 最爱的一版            
(4星)	 经典！            
(5星)	 太喜欢陈浩民的段誉了。。。。            
(4星)	 这个版本的乔峰我最钟意~            
(5星)	 那时候的美女真美，那时候的帅哥真帅！            
(5星)	 天龙八部我只看这部！            
(5星)	 我一直觉得我爹很像黄日华=皿=！！！            
(3星)	 阿朱后来都演师奶了            
(3星)	 喜欢李若彤            
(5星)	 经典是那些跳梁小丑们想模仿却不可得的东西            
(4星)	 喜欢陈浩民版的段誉            
(5星)	 还是喜欢陈浩明版的段玉 又帅又可爱            
(4星)	 這部天龍八部也是我唯一能接受的一部，好懷念啊，重播的時候還是會看會看            
(5星)	 阿朱好可惜啊~~~~~~~~~            
(4星)	 前半部分在咒骂康敏并期待她死之中度过。后半部分，在咒骂阿紫并期待她死之中度过            
(5星)	 经典不用多说。            
(5星)	 段誉啊，女孩们的梦中情人~~~            
(5星)	 黄日华真是我心中的乔峰啊，还有阿紫，真的好感人，粤语原声听来更真实~            
(3星)	 萧峰死了好伤心。            
(3星)	 因为喜欢旧版的天龙八部(陈玉莲-王语嫣、汤镇业-段誉、黄日华-虚竹，还有谢贤的段正淳，陈复生的阿紫，)所以对这版无感，但黄日华的乔峰实在喜欢            
(NA)	 段誉好帅            
(3星)	 　没有胡军版的好。            
(4星)	 黄日华，李若彤等都是演过不止一部金庸作品的，私认为那个年代的几部TVB的金庸戏皆是无法逾越的。            
(4星)	 这个乔峰很给力            
(5星)	 经典.            
(4星)	 大爱里面的虚竹            
(4星)	 85-90们一代经典金庸武侠呀！绝对的英雄---黄日华版萧峰！            
(5星)	 回顾中！            
(4星)	 陈浩民一直都适合演奶油小生。            
(5星)	 经典经典            
(5星)	 很经典啊            
(4星)	 这版虚竹挺好玩~~大爱王语嫣~！            
(5星)	 超级喜欢黄日华的乔峰！            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(5星)	 华哥射大雕。。            
(5星)	 曾经永远是经典            
(NA)	 段誉~            
(4星)	 他本是富家公子，不学无术又逃出家门，却总碰到好人好事。见他的姑娘都喜欢他，他却喜欢那个没喜欢他的姑娘。可是偏偏这些姑娘都是他失散多年的兄妹。最后真相大白，姑娘们是他爹的女儿，他不是他爹的儿子，却继承了他爹的位置成了大理国皇帝。            
(5星)	 陪着我长大的            
(4星)	 经典啊            
(4星)	 喜欢看这一版《天龙八部》，黄日华、陈浩民、樊少皇表现都不错。            
(5星)	 这几天还看了一遍，想起结尾了，原来乔峰挂了            
(4星)	 童年            
(3星)	 里面的段誉和神仙姐姐啊~~            
(4星)	 扫地老和尚。。            
(NA)	 经典。。            
(5星)	 陈浩民演的段誉帅            
(5星)	 小时候一听到乔峰飞出来时候那音乐就手舞足蹈，兴奋不能自已~~            
(4星)	 因为喜欢陈浩民和黄日华，所以推荐这一部。个人感觉陈浩民诠释的段誉很段誉，黄日华的萧峰是真正的集智勇于一身的汉子。            
(4星)	 还是这版最好            
(5星)	 经典！黄日华太帅了！            
(4星)	 经典的一部。不过看到李若彤我还是想到小龙女多一些。强烈推荐粤语版            
(5星)	 新版与旧版并列            
(5星)	 好吧，这版的主角我很喜欢，陈浩民的段誉，黄日华的萧峰；若说王语嫣这个花瓶我觉得刘亦菲那个版本更适合，阿朱也是刘涛更好。            
(4星)	 小时候还是很喜欢的~~~~~            
(4星)	 黄日华的乔峰太棒了，最经典的一版            
(4星)	 不喜欢里面的阿紫            
(5星)	 我的年少时光            
(5星)	 段誉！！！            
(5星)	 喜欢王语嫣。。。。。            
(4星)	 当时完全被段誉迷到了            
(5星)	 真他妈经典            
(4星)	 阿紫很给力            
(5星)	 萧峰永远的大丈夫            
(5星)	 最爱的古装剧            
(5星)	 还是这个版本好……            
(4星)	 乔峰亮点。其他神马都是浮云            
(4星)	 李若彤就是王语嫣~            
(5星)	 演员和角色很配！            
(4星)	 小时候还是很喜欢的            
(5星)	 最爱的剧之一            
(1星)	 乱七八糟的电视剧            
(1星)	 烂剧            
(5星)	 史上最像乔峰的乔峰，最好版本的电视版天龙八部。            
(5星)	 經典不多談            
(5星)	 童年记忆啊            
(4星)	 经典            
(NA)	 结局太悲了~            
(5星)	 又是一部经典。胡军版的没看过。李亚鹏跟周迅的《射雕英雄传》让我要吐。            
(3星)	 小龙女变成神仙姐姐。            
(5星)	 天龙八部中最经典的一部！            
(4星)	 俄狄浦斯的大理镇南王段正淳...            
(5星)	 原来是李添胜监制的            
(5星)	 这部电视剧实在是百看不厌，觉得这实在是TVB最好的电视剧了。不仅从演员、故事情节、演技、配乐等等都达到了近乎完美的境界。实在是没有什么好用来评价的词语。            
(4星)	 喜欢阿紫！！            
(5星)	 最后一集哭了。长大后再看天龙八部，最佩服也最感动的还是乔峰。还有跳崖的阿紫，执着的游坦之和最后一无所有的慕容复。            
(5星)	 最好版本的天龙八部。            
(4星)	 很久之后，我才反应过来乔峰是黄日华演的            
(4星)	 美好的回忆。            
(5星)	 最爱的一版，看了很多遍了            
(5星)	 经典啊。            
(5星)	 段公子一放六脉神剑，我就在那扔色子看，135是用的出来，246是悲剧了。            
(5星)	 我心中的最经典。唯一一部魂牵梦绕十年之久，百看不厌的作品。即使每句台词差不多都记得了，还是会翻来覆去的看。            
(5星)	 陈浩民多水灵            
(5星)	 神仙姐姐真得很美，美得是种经典。            
(5星)	 悲情英雄            
(4星)	 熊宝宝！            
(5星)	 巅峰乔峰，还有梦姑那段，我看的硬了。            
(5星)	 每次听到主题曲就激动            
(4星)	 神马叫经典            
(4星)	 那时的段誉和虚竹都真帅。            
(4星)	 樊同学你当年多美好，现在演的什么鸟剧。。。            
(5星)	 角色全部都完美的一部情景金庸剧            
(5星)	 最爱这一版            
(5星)	 萧峰就是帅气、出来时候的音乐都不一样的。            
(4星)	 当年电视只有一两个频道的时候 算是最早有印象的电视剧了            
(5星)	 不愧为经典，又想要重温一遍            
(NA)	 喜欢里面的情节！喜欢中间那些人物的演出！演员都演得很不错！看过这部由好几遍。有时间我觉得自己还是会再看一次的！            
(4星)	 看了多少遍            
(4星)	 天上星，亮晶晶，永灿烂，长安宁。            
(5星)	 最喜欢木婉清，还有主题曲            
(5星)	 经典！            
(4星)	 段誉太萌了。             
(3星)	 为啥我不喜欢这部            
(5星)	 又是一部经典！三位主人公扮演的极其到位。这里尤其喜欢段誉和王语嫣这一对。那种纯到难以置信的爱情~真的是...赞一下姑姑~            
(5星)	 木婉清..木婉清.            
(5星)	 经典的天龙八部。            
(5星)	 天地大义，浩然正气            
(5星)	 经典就是 无论你过了多久在看 仍浮现里面充满当年跟你的美好记忆            
(5星)	 好帅的乔峰            
(5星)	 樊少皇很娇憨            
(4星)	 我最期待的是片尾周华健那首歌 哈哈哈            
(5星)	 当当当当当当当当，当当当当当当当当。星宿老仙，法力无边。            
(4星)	 经典！            
(4星)	 好经典啊！            
(5星)	 哥儿仨一个比一个讨喜，段誉最可爱，小和尚最浪漫，乔峰最厉害            
(NA)	 经典            
(5星)	 最爱这部，想当年陈浩民演的段誉是梦中情人啊            
(NA)	 经典的～初中放的。那时暑假晚上全家吃过晚饭等，听到开头曲子就超激动的～～周华健难念的经我到现在还会唱～～陈浩民的段誉好帅，比以前那个汤镇业演的段誉帅多了～乔峰好英雄啊，崇拜！最后他死的时候好感动，都要哭了～真正崇拜的英雄！不喜欢虚竹。还有就是王语嫣太老了。里面情节改了好多的            
(3星)	 最好的一版天龙八部            
(5星)	 经典            
(5星)	 这个版乔峰演的太好了            
(4星)	 段誉有点烦            
(5星)	 最佳版本，最佳演员            
(5星)	 这简直就是辉煌的记忆            
(5星)	 乔峰演活了，铁血！金庸剧最喜欢的就是天龙八部。一直耿耿于怀的是这么丑的王夫人，香港没人了吗？            
(4星)	 最喜欢李若彤这一版~            
(NA)	 金庸巨作、武侠经典            
(5星)	 段郎啊段郎~            
(5星)	 李若彤...            
(5星)	 和胡军版各有千秋吧。不满意的是阿朱阿紫不太符合原著呢            
(4星)	 经典            
(4星)	 这部拍的最好的了，其他版的差劲！            
(NA)	 真好看呀~            
(5星)	 降龙十八掌，六脉神剑。。一阳指。。。            
(5星)	 喜欢TVB，经典            
(4星)	 喜欢难念的经~超好听。这版最好看了~            
(NA)	 乔大哥。。。            
(5星)	 最喜欢的一部天龙八部            
(5星)	 最好看的一部            
(5星)	 所有的侠肝义胆和小男孩时期的幻想，淋漓尽致地圆了我的梦，我在回味你！            
(5星)	 经典！黄日华、陈浩民、樊少皇、李若彤……个个都是经典！@Home            
(5星)	 憧憬泪，错过的美玲姐。。还记得小时候翻出小姨收集的贴纸。。人生如雾亦如梦。。。。            
(3星)	 当广播剧听过去的。            
