http://movie.douban.com/subject/3864306/	谈情说案
(5星)	 爱爱爱 粤语越说越溜了现在            
(3星)	 林峰在里面很温文尔雅的帅气，马国明笑起来蛮性感的，一如既往的香港式警匪片哪，剧情不复杂，看起来很省脑筋 ，嘿嘿不过真的很像神探伽利略啊。。。            
(3星)	 谈情说，说案少。只有最后两个案情比较刺激~~怀念以前的TVB破案··            
(5星)	 我爱TVB~马国明的那个角色，大爱啊~            
(3星)	 - -我竟然没有评这部戏。。。怎么说呢。。。峰峰有史以来我最不喜欢的一个角色。。。这部戏感情线一塌糊涂。。。案子也一般。。解解闷还行吧。。不过。。kings真是- -贱男人。。。            
(5星)	 好看~~            
(5星)	 美丽的爱情，可能真的就像电视剧里面放映的，真的会实现。这部电视剧好就好在不是纯粹的爱情，虽然整部电视是以两对爱情故事穿插起来的，但是里面的警察故事以及LO SIR和的分分合合，还有他们在一起前LO SIR的那些男女之间的事情，让整个故事显得更加真实，更加与现实社会接轨。            
(2星)	 是不好看，如果没有神探伽利略的对比还可以，有对比就有说明。而且我总算是看明白题目的真谛，谈情比说案要重要的多，一大段的感情纠葛，大大偏转了我想要看的破案推理内容，失望。再多说一句，感觉演员也怪怪的，有点假，马国明还是好的，真的是很风流不羁，唯一有点顺眼的。综上所述，还是不好看            
(4星)	 楊怡演的很好，特別是最後一集的哭戲。。。張力很夠            
(3星)	 一般，比不上以前那些破案的港剧            
(NA)	 哈哈 都算OK啦 比较喜欢马国明的角色！            
(4星)	 看得还好，但不少缺陷            
(NA)	 值得一看，很感人的爱情故事，尤其爱听林峰在里面的唱的歌《直到你不找我》            
(3星)	 剧情有点抄袭日本的伽利略系列的..不是怎么很好看..            
(4星)	 还不错，挺好看的~不过刚开始几集看杨怡手舞足蹈的大动作不习惯，林峰还是很帅滴。。（貌似胖了点）            
(NA)	 人都不容易、回头想想又何必            
(4星)	 能让我再一次回归港剧的作品。            
(3星)	 杨怡有点让我受不了            
(4星)	 不喜欢林峰这个角色。案情也太简单了吧。。。            
(4星)	 当时超爱林峯的有没有啊，简直是梦中情人啊……            
(4星)	    原来物理 这么神奇的  。            
(4星)	 不温不火的港剧            
(5星)	 林峰在里面超帅的！！kingsley智商又高，又帅，背景又好就是情商有点低 但在跟犀利妹分手的那场戏太决绝了！！            
(4星)	 冲帅哥去的，哈哈，故事也不错            
(4星)	 为了马国明加一星，为了杨怡扣2星。            
(2星)	 没意思，平淡的片子。盗版人家伽利略，还把咱家林峰搞的那个傻，看不下去了啦~不过倒把Golden的形象大大提升了来！嘿嘿            
(5星)	 好看！            
(4星)	 拍的真业余啊～跟美剧没法比啊            
(4星)	 林峰林峰            
(3星)	 我喜欢马国明和廖碧儿这一对，林峰和杨怡不懂为什么，不希望他们在一起。            
(NA)	 超赞的            
(3星)	 tvb咋越来越不行了 但是我还是爱林峰的 oh 矛盾的结合体！            
(NA)	 喜欢马国明，不喜欢杨怡，里面的小朋友演技超好！            
(2星)	 看这部电视之前，先看看日剧神探伽利略和Mr.brain            
(4星)	 不错，不过始终赶不上妙手仁心            
(4星)	 胆小的我好久没看刑侦剧了，虽然这部剧主“谈情”，但我还是被吓了三次：1、阴阳眼那个案件，2、变态医生那个案件，3、最后连环案里那个魔鬼面具。神奇的“苯氨基丙酸”，不知道真的假的…头一次看TVB的粤语原音版，竟然爱上粤语了…            
(3星)	 仿《神探伽利略》啊~~            
(3星)	 断断续续看了一下，觉得还是神探伽利略比较好。            
(3星)	 你们要不要干脆就不要说案了呢！            
(4星)	 案情弱了点，但是林峰还是不错滴~~            
(4星)	 其实挺好的丫，就是后面感情上好拖沓啊。。。            
(3星)	 Kingsley是我看这部剧和忍受这部剧的唯一理由。            
(5星)	 彻底爱上林峰啦!~!!!            
(2星)	 还是刑事侦缉档案好看！            
(3星)	 万能的kingsly（是不是这样拼的啊），里面沈卓盈好漂亮            
(5星)	 喜欢杨怡，办案和感情戏纠结在一起；相辅相成，力荐！            
(NA)	 冲着林峰去的，没办法，大众意见，帅！            
(3星)	 林峰的分手对白，经典，绝情            
(5星)	 看过的TVB最棒的一部电视剧。            
(NA)	 我觉得还好呀，不过比较喜欢林峰休闲一点的打扮呃。            
(4星)	 主题歌不错            
(3星)	 纯当好玩看看            
(3星)	 剧情真不怎么样，纯粹为了讲道理而设案情，比较生硬            
(5星)	 少爷出品，必属精品。            
(4星)	 案件不够吸引。但是，有林峰，足矣。            
(3星)	 抄袭、作为看过神探伽利略的人来说、剧情没他好看、太多谈情了、还是福山大叔的含蓄比较有感觉、实验室长得真像啊、有一集关于炸弹的案子、居然跟BOSS很像。马国明变帅了、林峰那么健硕、和教授的文弱风貌似很不搭啊、衣服也太正式了点吧、跟福山大叔文弱睿智的感觉差好多的            
(4星)	 符合现代生活节奏。            
(3星)	 总觉得林峰在剧中的表演张力不够，廖碧儿的角色似有若无。剧情也平平淡淡。            
(4星)	 林峰出场总是惊艳，帅的一塌糊涂            
(1星)	 抄袭得太明显，制作得太粗糙，表演得很浮夸怎一个烂字了得            
(NA)	 这里面的马国明增可爱~~            
(5星)	 林峰KINGS帅 马国明GORDEN帅 杨好看 喜欢NICOLE的性格内容 和 神探伽利略 挺象            
(NA)	 港版神探伽利略            
(NA)	 什么华人大奖，世界大奖，天呢，雷死我了            
(3星)	 编剧恶俗表演浮夸，但还是有被感动到，唉            
(3星)	 据说是仿日本一电视剧。。。            
(5星)	 太帅！            
(3星)	 一集一个案子，破案速度太快速了，而且还都是用物理学家来破案，那警察干嘛用            
(4星)	 破案的剧情还算不错拉，但是爱情的部分真的是典型的TVB爱情桥段，真的非常老土，但是就是觉得好看！呵呵，从小看TVB长大的，还会继续支持TVB!            
(NA)	 很好看 难得不是因为里面的主角而去看的一出剧            
(3星)	 林峰还是挺帅的            
(4星)	 看过后开始喜欢杨怡            
(3星)	 马明一颗星 廖碧儿一颗星 滚滚天雷的结局一颗星！            
(3星)	 剧情难以摆脱tvb模式。不过港剧还是这种查案的片子好看。            
(3星)	 比起案情，更喜欢看林杨的爱情纠葛，简单的爱情，却有复杂的分析，结果呢？            
(1星)	 可以说是垃圾吧~无聊的电视剧.看了一集就看不下去了            
(4星)	 案子是为了让男女主角有理由在一起...            
(3星)	 比较喜欢马国明和廖碧儿这对            
(2星)	 谈情很一般，案情更狗血。            
(5星)	 林峰太适合这样的角色了～有爱有爱啊～～            
(4星)	 相对来说比较有新意的破案剧~~都是用物理学来解释和分析案情的，当时学习物理时咋没觉得物理在生活中这么有用呃？！最经典的是解释鬼神存在与否时运用的磁场理论~~唉，物理，我心中永远的痛！            
(3星)	 没有想象中的好，感觉很不像港剧，反而更让人想去把这个和神探伽利略做对比。            
(4星)	 仅仅因为林峰            
(3星)	    真的很一般般！感觉要想破案物理好就行了~      没多少推理~            
(3星)	 全能有型的教授            
(3星)	 情多案少，而且案件逻辑推理有抄袭《神探伽利略》嫌疑            
(5星)	 好看的..            
(5星)	 不错不错，虽然TVB的剧情都是已警匪片为主，但这次在老调重弹中加了一点新的元素，主要是角色选择也很八错。观众喜欢！            
(3星)	 我爱马国明！！！            
(4星)	 马马虎虎吧。TVB准备把所有职业都拍一遍么？这回是物理+警察，下次是？？？？？？            
(4星)	 冇眼睇。冇眼睇～ 都係碧儿最好睇            
(NA)	 就还蛮好看的            
(3星)	 光谈情了……            
(5星)	 对于这种TVB破案专类完全没有免疫啊啊啊啊~~~~ 大爱！喜欢推理破案的~尤其是还有美女帅哥！不错不错~ 喜欢看《侦探伽利略》的人人们一定会喜欢的！HOHO~            
(4星)	 峰少还是很帅的，只可惜模仿的是《神探伽利略》，所以和福山大叔比起来还是有差距的。            
(4星)	 純粹是爲了林峰..XDDD            
(4星)	 比神探伽利略的演员顺眼很多            
(3星)	 伽利略山寨版...林峰堪比CSI人员..=,,= 伟大的融合 囧 =[]=            
(2星)	 谈情太多 案子不精彩···            
(4星)	 中意马明啊- -~            
(3星)	 哎。。随便看看吧。            
(4星)	 比神探伽利略多了感情线果然我还是需要看帅哥靓女在剧里折腾一点            
(2星)	 没悬念，没剧情，没味道的三没电视剧            
(3星)	 比起伽利略真的差一截。            
(NA)	 喜欢KINGSLEY，演员倒是一般，不过比神探好看多了            
(5星)	 很喜欢看这种            
(NA)	 喜欢杨怡阿            
(NA)	 不知道为什么总觉得林峰和杨怡扮情侣有点生硬……            
(3星)	 其实看的时候真觉得这部剧的剧本很好，就是导演拍得很不怎样。节奏不对，衔接也很有问题。就是捧红了林峰。让林大少突然人气大增。当然，后来我才知道剧本是抄日本的一部剧的，无语了。            
(4星)	 这部剧的最大亮点就是案件本身的扑朔迷离以及景博办案的科学性（少了以往港剧的幸运性）。只不过，林峰本身在这部剧的感情还不够，虽然有杨怡挽救，但感情戏还是比较冷。而且，结局也有点虎头蛇尾。总的来说，这部戏值得看，但不宜重复看。            
(3星)	 给林峰、廖碧儿面子，三颗星。杨怡啊，不要装，好好演。            
(3星)	 在看過伽利略之後我發現這個劇集的出處了。            
(3星)	 唉，峰少残了。。。。犀利妹也不可爱但还是喜欢港剧            
(4星)	 只能爱你70亿年~真煽情~            
(NA)	 完全是充着马国明去的。。不过杨怡和林峰演的也蛮好            
(4星)	 还8错滴~            
(2星)	 这剧情，人设实在太orz了……            
(2星)	 一集一集追着看着，总以为后面会精彩些。为毛为毛，一点彩都木。            
(NA)	 开头不错 看到后面就纠结了            
(3星)	 其实还行，用物理的知识来破案还是蛮新奇的。。。            
(3星)	 间断地看了一些，似乎没有物理学家的支撑，香港的警察就无以为继了……            
(3星)	 因为林峰才看的，和日版伽利略不好比啊            
(3星)	 还行吧```没想象的那么好            
(5星)	 关于人头和字的故事，富家子和贫穷女的故事，高能男和体能女的故事。            
(4星)	 ( ⊙o⊙ )哇，港片果然是宫廷和法证拍的最赞。难得忍住么追，最后一口气看完的感觉真爽啊。            
(3星)	 2假鼻子，一个喜剧，一个悲剧啊            
(3星)	 还行，情节老套，就是有个物理学家，算是创新吧，也是 美好的结局，我喜欢，            
(4星)	 看来看去那么多年，TVB还是探案类最好看啦~~~这是一个由公主保护王子的故事。。。            
(3星)	 还是神探伽利略好看。。。            
(3星)	 喜欢林峰。            
(NA)	 对宫心计的杨怡大大改观，峰少真的很帅啊，一个人有才智胜过有武力！他们分手那段，哭得我好伤心啊            
(3星)	 只谈情 不说案吧 案子又短又差 感情部分又长又臭 三颗星都给少爷            
(NA)	 林峰好帅            
(5星)	 杨怡还是不行啊~不过比较喜欢这个里面的廖碧儿。林峰这个里面的性格稍嫌懦弱了一点。            
(4星)	 我居然把一部电视剧完完整整从头到尾看完瞭！喜欢廖碧儿，洒脱自信的样子，不喜欢她为情所伤。林峰也很可爱！还记得当时看再生缘，啧啧。现在林峰和杨怡都演情侣瞭！犀利妹也很不错！            
(NA)	 理科男悲剧            
(4星)	 就是有点短，，就是景教授特别的好~            
(4星)	 绝对的大少爷！！            
(3星)	 要不是峰少，我支撑不到结束。。。神探伽利略翻版= =            
(3星)	 片尾曲很好听~~~里面的马国明比较迷人！            
(3星)	 COPY神探伽利略 案子很简单剧情很狗血            
(3星)	 编剧啊，你中间写的也太绝了，结局明显回天乏力……            
(NA)	 虽然很抄袭,但是林峰够帅~            
(4星)	 案件不够复杂，一看就知道是谁做的            
(3星)	 在学校看的，有点一般，可以体会到一些人的价值观            
(NA)	 守了三个休息日 也会有点小失恋的感觉 夏末 好的不好的回忆塞得满满的 靠 去你妈的            
(3星)	 还好没看过伽利略。            
(3星)	 其实剧情挺弱的，小马哥比较有型            
(NA)	 林峰帅呆了。智慧型男。            
(2星)	 案子没什么看点~            
(3星)	 其实有点假            
(3星)	 主要的感觉就是不喜欢杨怡  不过廖碧儿变好看点儿了  而且跟杨怡相比  也没那么烦人了            
(4星)	 如果当做一部破案的片子来说不是很成功 但是总体来说还是挺好看的 还用了许多物理的知识 想当初我是多么痛恨物理 现在才发现真的有用            
(3星)	 一个物理学家居然是众多奇难案件侦破的关键，的确有点假，案情推理的精彩程度远不如以前的法证先锋，TVB的确大不如前啊            
(2星)	 很一般的剧情，只记得马国明的激情床戏呵呵，相比较日版好看多了，港版的剧情幼稚了些，不喜，搁快很多依然平淡~            
(3星)	 同学推荐的。怎么说呢，案件很粗糙，可是关于感情却很执着~            
(NA)	 kingsley苯胺基酸理论~~            
(5星)	 很多年之后再一次回头看港片，却在这个非常时间很感动。流了一个星期的眼泪，就好象经历了一次生命的轮回。这个像生了一场大病的夏天，连眼泪也是如此苦涩。很羡慕他们的爱情，也很喜欢那些感动的话。也许女人总是抗拒不了那些感动的话。如果真的有轮回的话，如果是真的……            
(NA)	 还不错啦，            
(2星)	 真不知道这部剧怎么火起来的。。。演的很假，剧情的发展（除了灰姑娘的情节外）很容易联想到几年前很火的日剧《神探伽利略》。。。从小是迷TVB得剧集长大的，尤其是欧阳正华这个胖子帅哥，但现在的剧集实在让人无法忍受。。。            
(NA)	 马国明这么多激情戏。叶凯茵饰演的Joyce很好看。            
(NA)	 我是看马国明的            
(3星)	 喜欢卢SIR那对多一点~~另外那对说有多囧就有多囧~~~            
(NA)	 就是冲着峰少去的~ 没看全            
(5星)	 林峰唔单单一个型字了得啊,呵呵...变花痴!!            
(NA)	 模拟《侦探伽利略》            
(3星)	 物理界的柯南            
(4星)	 案件没有《伽利略》精妙，在强大的物理教授面前，警察的办案能力显得那么无力，他们的法政呢？好在峰少够帅，马明够COOL。。。            
(4星)	 陪伴我度过水痘的港剧 还蛮好看的 就是林峰有点傻 哈哈            
(NA)	 看完了、还不错。就是觉得结局太扯了 太牵强~            
(5星)	 唔...一个人在寝室的晚上...看到一些鬼鬼神神的，总觉得有些恐怖~依然喜欢golden&amp;nickole之间介于朋友与恋人之前的完美感情~            
(3星)	 只有林峰这个角色的气质迷人。            
(4星)	 好看的            
(2星)	 谈情太多了，一般般            
(4星)	 灵感肯定来自于东野圭吾，不过构思也不容易，挺好看啊。最重要的是，我是TVB控啊....            
(4星)	 这个暑假看的，觉得还不错的一部剧，有很帅的峰少，其实整个故事，男女主角并不是我很喜欢的那种性格，但是即使是文弱的理性的男主角也可以找到犀利感性的女主角，我想在电视的世界里真的没什么不可能了，现实还是很有差距的，这样的搭配根本就不行嘛。            
(3星)	 历时3个月，终于看完。            
(NA)	 阿峰，哎。。。神往的啊！！            
(NA)	 很不错林峰很帅 好喜欢            
(4星)	 Alicia推荐的~            
(NA)	 看完一个多月后的补mark。林峰啊林峰，太帅了，原谅我外貌至上才看完这个片子。马国明倒是有些惊喜，比原来任何一个look都要帅。情节是一贯的tvb模式，不评论。            
(3星)	 对于最近的TVB来说,可以给个四星了,案件有点乏善可陈,少爷主演么好歹可以混个收视率吧            
(4星)	 好看 太短了 再谈点案多好            
(4星)	 峯少就是这种高知识份子            
(4星)	 I love Mr.lin=3=            
(NA)	 打发毕业时光的时候。            
(3星)	 本来是上半年期待很高的TVB剧，看完之后很是失望！也许是期望太高了吧！故弄玄虚，光谈情了，说案也是为了衬出kingsley的优秀，TVB剧追了这么多年，今年到目前格外失望！目前ATV的《法网群英》完胜~            
(NA)	 那个林峰饰演的物理学家太厉害了，要是现在破案都有那个水平，估计香港的犯罪率会降低很多啊···物理学得太好了···            
(3星)	 我觉得谈恋爱的篇幅过多....情节也不像《法证先锋》那么紧凑...好多地方感觉有些牵强。            
(3星)	 喜欢廖碧儿那个角色，尤其前期，自信有魅力，后期反而没那么吸引人了            
(4星)	 还不错            
(3星)	 港版copy，光见谈情了，没怎么说案，鉴于看了这么多年tvb的剧，给三星吧，毕竟还是看到了帅哥嘛，另，女一和女二都不讨喜啊~~~~            
(3星)	 感觉破案不是很精彩。。。其他还好            
(3星)	 我跟着一集一集啊···讨厌杨怡！！！讨厌廖碧儿！大爱林峰！！！大爱马国明！            
(3星)	 马国明确实变帅了。            
(3星)	 无可救药的TVB            
(4星)	 挺好看的            
(3星)	 岁月不饶人，已经有五六年没看过TVB了……            
(NA)	 有景博士了 那法政科的人还坐什么呢            
(4星)	 后面有点弱。            
(3星)	 还行，打发时间            
(3星)	 如果我说我是冲着马国明和杨怡去的会不会有人打我呢？            
(3星)	 破案的电视剧，还是鉴证实录好看            
(2星)	 看了一集不到 可以抄的再恶心点伐啦 哦哟 我的伽利略啊~~~~            
(NA)	 Kingsley吖Kingsley。。。。我想认识个这样的人得麽得嘎？            
(4星)	 帅哥美女TVB            
(NA)	 林峰杨怡配~~！            
(NA)	 还不错            
(3星)	 小打小闹而已            
(4星)	 我好爱马国明啊            
(4星)	 比较好看吧，演员都很喜欢，但是杨怡和林峰在剧中装扮不是很喜欢，而且情侣演的让人看得有点辛苦，不是很甜蜜，反观马国明和廖碧儿这对倒很甜蜜，剧情还可以，至于抄袭什么，感觉还是有自己味道吧            
(NA)	 一般            
(NA)	 结局有点老套，不过还可以            
(NA)	 我看电视剧就是为了学粤语以前在家好月圆里觉得林峰好帅吖，这次看怎么觉得头那么大了。。而且他和杨怡搭实在让我....还是喜欢他和钟嘉欣，这种甜甜软软的美女~~~            
(NA)	 越来越喜欢林峰了。。            
(3星)	 因为杨怡才看的 马国明很帅呢 嘎嘎~            
(3星)	 里头马国明哈灵哈有腔调！！！就除了这个貌似也没撒看点。。。没见证实录还有法政先锋好看。。。。－ ＝｜            
(3星)	 案子很一般             
(2星)	 ……一般啦。            
(3星)	 谈情太唐突，说案太仓促~            
(5星)	 我最喜歡kingsely            
(4星)	 好看好看~~~            
(4星)	 结局那集太狗血了= = 不过我还是对一个物理学家老破案感到质疑            
(5星)	 每个人都想有个甘噶PRO.KINGS~            
(NA)	 剧情不错（虽有抄袭嫌疑），但把马明拍的很不错，喜欢这些现代都市剧，这才是香港嘛            
(3星)	 结局也太匆忙了吧            
(4星)	 教授说无论如何，我也只能爱你70亿年~时间有限，只争朝夕~            
(2星)	 额 其实很狗血很无聊。。不知道为什么当初会去看== 完全没有说案只有谈情，谢谢            
(4星)	 2010年            
(2星)	 谈情，感情平淡；说案，案件简单；都没说好谈好啊～            
(4星)	 额，剧情咱就不说啥了，就奔着林峰去的而已，不过其中的物理知识可以学一下，虽然是初中的            
(3星)	 一般的很            
(4星)	 就是喜欢看破案的片子 啊哈哈~~   快多出几部吧!!               
(3星)	 为什么每部戏都有杨怡            
(3星)	 一般，不过个人很喜欢林峰～            
(4星)	 如果可以有40集就好咯··太快结局了··            
(3星)	 物理知识            
(3星)	 TVB低谷中            
(NA)	 很喜欢            
(3星)	 港版《神探伽利略》……            
(4星)	 我是来看男二和女二的……            
(2星)	 乖仔的形象不讨喜。。剧情很二。。尤其是最后的大结局。            
(5星)	 分手那段我哭的老伤心滴~~最后一集也有两处超级感动~~            
(4星)	 挺喜欢看香港的这些破案的电视剧，更何况还有大帅哥林峰的加盟，就更想看看了。            
(4星)	 马国明呀马国明~~~            
(4星)	 虽然有抄袭之嫌，但仲系故事拍得唔错。            
(3星)	 纯粹是为了林峰看的，这丫演得也太内敛了，马国明没有花花公子的样，怎么看怎么像个被包养的脸            
(NA)	 剧情老套，林峰懦弱            
(4星)	 总的来说几个案子都太浅，感情戏的套路也很明显，但不影响它好看。            
(1星)	 经常看电视的人不用看结果就能想到的剧情。。。。            
(NA)	 林峰还是一如既往的帅·！！！！            
(4星)	 很不错，可以看看            
(3星)	 一般般，没有感觉很赞，纯粹打发时间= =|            
(3星)	 TVB的剧集越来越模式化了。。这次还山寨个日本的神马神探伽利略来 鄙视呀鄙视。。            
(4星)	 雖說是有“copy”日劇之嫌，不過未睇過該日劇的我，對於此劇是十分喜歡的~Professor King的形象實在是深入我心~而且睇完之後我個人對林峯的喜愛程度增加了不少~            
(4星)	 好久没有看港剧了。TVB的这种职业宣传片还是蛮好看额。            
(3星)	 林峰唱的主题曲还挺好听的。            
(NA)	 景成了法证部的一员，教授哪有这么厉害            
(3星)	 还行吧。。。            
(3星)	 很一般的tvb剧            
(3星)	 喜欢林峰 剧情一般            
(5星)	 大爱林峰啊！            
(5星)	 林峰依旧很帅气  剧情也不错 特别是最后2个案子非常的精彩 但是结局有那么点牵强            
(5星)	 好喜欢马国明啊~            
(4星)	 我们又这么多相同点。唯独爱不同            
(4星)	 對破案的過程沒有什麽印象了,但是對犀利妹和professor King的感情很有感覺.受過傷害真的不是一句對不起就可以什麽都重頭來過.            
(NA)	 哇，作为一个文科生的我都爱上物理了            
(NA)	 林峰太帅了！            
(3星)	 我因为呢部剧而被称为说案帝，情何以堪啊~            
(3星)	 具有强迫人格的我，虽然早觉得不好看，但还是全部开完了            
(3星)	 完全是看主角的。。            
(3星)	 喜欢少爷才看滴，嘿嘿~~~没特别有剧情，破案不精彩啊，谈情嘛也没怎么谈啊，╮(╯▽╰)╭            
(3星)	 神探伽利略的翻版···大部分在谈情····            
(5星)	 剧本总是很完美，人生总是很缺憾            
(NA)	 挺好看的~            
(3星)	 比还行多一点            
(3星)	 模仿《伽利略》的模式，天才科学家协助破案，但是重在谈情，比起伽利略差很多            
(NA)	 之前是因为听说这部剧收视挺高的就抱着好奇心看看了，由于自己是个日剧饭，看过神探伽利略就觉得两者相似之处太多了。不过各有千秋，还是让一个已经习惯看十多集的日剧的我坚持看了下来。爱情正如里面所说的，不是可以用公式理论来解释的，在这里，我们大多数人都是感性多于理性的一面的。            
(4星)	 恩..破案手段与先前的TVB剧有所不同...不过感觉林峰一个人会那么多还真是有点扯淡...            
(4星)	 可惜林峰是个酱油的角色，浪费额！！            
(4星)	 帅哥林峰我喜欢            
(3星)	 可能原本对它期望有点高，看到时有点小失望，案子不够精彩，两人的恋情不怎么看好。听说它抄袭《神探伽利略》，好奇之下去看了《神探》，结果悲剧了，看第一集就喜欢上了。。。            
(4星)	 里面的lu sir 好帅的            
(4星)	 林峰很帅气            
(5星)	 TVB版的《神探伽利略》，虽然没有福山桑的精彩，但也值得一看。            
(3星)	 林峰还是蛮帅哦。剧情么就不谈了            
(4星)	 因为GG看的很入戏：）            
(NA)	 插曲《直到你不找我》好听。。剧情也不错·            
(3星)	 有点模仿神探伽利略，算今年来比较不费神的港剧啦~~还行            
(4星)	 从头追看到尾，看在林峰和杨怡的份上，还算可以啦。有人说模仿日剧，不过不得不承认，《神探伽利略》好看多了！            
(4星)	 只是为林峯来看的，Kingsley太帅太好啦~~剧情有点抄《神探伽利略》，对马国明不发表意见，杨怡还好吧~~~            
(3星)	 很好的肥皂剧            
(3星)	 看在林峰和楊怡的面子上...            
(5星)	 很好看！！！！~~林峰是我老乡，厦门人哦，以前只是因为老乡而关注，这部戏让我喜欢上他！            
(3星)	 感情戏一般，推理破案剧情斗更一般。。。。不是有勒几个人的话，估计我是看不下去的。。。。喜欢马明！！！            
(3星)	 貌似学习了日剧《神探伽利略》，可惜林峰过于温柔，没有伽利略的奇怪的思维。但最让我不爽的是狗血的结局~~~~~~~            
(NA)	 如果我是犀利妹 我最后应该不会选林峰 阴影太大了~~就算会心痛 还是会怕~~            
(4星)	 到是喜欢上里面廖碧儿演的角色。干脆洒脱。            
(3星)	 话说我在各个税种之间飘摇的时候还不忘每天两集这个剧。虽然中间断掉了一个月说明他其实没有那么大的吸引力也说明了峯不是万能。但好在好在，今天终于完结。尽管结局狗血的很。            
(4星)	 一个人爱过或被爱，就会明白世间万物并不一定都可以用理性分析、用公式说明，只能够用心去感受、去领悟。如果可以，我宁愿造的是一部可以擦拭记忆的机器而不是时光机，那样就可以只保留住美好回忆。 豪门，亲情，爱情等传统TVB元素+还算有些亮点的设定            
(3星)	 犀利妹演的很用力 结局我看哭了 反正有案子破不算无聊的戏            
(5星)	 喜欢，好久没看TVB戏了，这部真是不错            
(5星)	 《谈情说案》大结局的时候，我哭得稀里哗啦，其实是为了男女主角的大团圆的结局而喜极而泣，我喜欢这样的好结局。我觉得生活就应该是这样，不管在途中遭遇了多少磨难，经历了多少转折，最后都会见到彩虹。            
(4星)	 学神探伽利略的            
(4星)	 真的和神探伽利略类似。。不过多了感情这条主线。。            
(3星)	 不好看 案子很13··不吸引··            
(3星)	 谈情说案，没有人陪！            
(NA)	 还不错            
(5星)	 林峯+杨怡！哦也~            
(3星)	 Kings的物理真有那么好？            
(4星)	 简简单单，生活。            
(3星)	 太像脑子先生了···            
(4星)	 还行吧            
(4星)	 唔中意kings，Lo Sir比较口爱            
(3星)	 最后2集有让我感动，之前的就一般般            
(4星)	 我不是因为剧情而喜欢演员 而是因为演员而喜欢剧情            
(2星)	 跟神探伽利略没的比            
(1星)	 楊怡還是演奸角比較精彩;林峰演得不像睿智的學者反而好像變態，為什麼呢？第一次覺得他演技爛            
(NA)	 大二下，无聊而看，但只为林峰。            
(3星)	 还是可以，里面那个科学的解释爱情的台词我很喜欢，            
(5星)	 喜欢！            
(3星)	 最后两个案情还行~冲着 林峰 马国明看的            
(3星)	 背景音乐很好听            
(1星)	 山寨伽利略，越看越让人蛋疼            
(4星)	 有点短……还没看爽就结束了……            
(5星)	 林峰真帅            
(3星)	 仓促的结局            
(4星)	 挺假的            
(4星)	 TVB，不用要求他有多深刻，本来就是用来消遣的。            
(5星)	 灰常好看，节奏紧凑。            
(NA)	 其实本来还蛮期待~~~~~~~看完好像觉得超级失望，真是无聊啊            
(4星)	 爲了林峰，四顆星！            
(3星)	 主要是为了几位看得十分顺眼的主角            
(2星)	 想不到林峰没有那么多表情的时候还是挺好看的，相比较杨怡的感觉是太过了。            
(3星)	 冲着喜欢的帅哥美女去的。剧情有点让人失望了。貌似都有简单化的趋势呐。            
(3星)	 看了几集...怎么不觉得好看呢...唉            
(4星)	 林峰在里面像个病人似的，说话都无力，想演出深沉的样子却一副病怏怏的样子            
(4星)	 很喜欢林峰演的角色,尽管现实中不可能有这么绅士又有才的........            
(4星)	 GORDEN很有味道~很MAN啊。            
(3星)	 没有日版的好看。╮(╯▽╰)╭            
(3星)	 还算不所吧。等了好久的说；。。。少了点剧情、            
(4星)	 杨怡失恋那段刻画的很逼真            
(4星)	 大爱TVB，不过没有宣传的热            
(4星)	 还满喜欢看林峰和杨怡演情侣档的，觉得他们慢般配的啊，哈哈~~            
(4星)	 一直喜欢柯南,所以这种推理性质的电视剧都会关注的.            
(4星)	 与日本的神探伽利略相似，貌似是翻的。不过多加了生活感情方面的剧情 典型的港剧。。。            
(NA)	 觉得好好看~~力荐！！  看到犀利妹和教授分手，我好难受 我很想哭 却只能在心里流泪。。            
(3星)	 正如片名所说，谈情是关键，说案是其次。峰少太帅了，很喜欢他和杨怡的搭配。            
(4星)	 林峰确实是越来越帅了，杨怡演得也好。马国明越来越年轻的感觉，不喜欢廖碧儿            
(4星)	 这里面林峰的表演不是很喜欢，马国明不错，哈哈            
(3星)	 伤心的TVB。。。什么时候你可以变回来。            
(4星)	 TVB一直爱。            
(3星)	 还行，廖碧儿变美了，马国明一笑特可爱。适合打发时间，不过案情就。。。太弱智了点，可能重点不在这上面吧            
(3星)	 物理学家这个有点牵强。。            
(3星)	 其实说案没多少，多的是谈情，所以是谈情说案......            
(4星)	 还不错，虽然故事有点老套……但是近几年TVB也没什么好戏！这个算值得一看的了。            
(4星)	 故事还可以吧，只可惜了背景 林峯            
(3星)	 因为喜欢林峰，所以很期待这部片，不过感觉真的不太好看，没什么意思，有点儿失望            
(1星)	 跟风看，看得脑壳痛。有这么弱智的帅哥教授+美女警察吗？            
(3星)	 谈情多，说案少，有几个案子还可以，感情方面的桥段太土，可看性一般。            
(NA)	 为什么我觉得很像《侦探伽利略》？            
(3星)	 这分明是港版偶像剧嘛从我小学流行到现在。            
(3星)	 林峰演了个混蛋、马国明好可爱、这部片子里面找到好多剧集的影子。            
(3星)	 谈情是重点 案子太山寨了 马国明 suki...            
(4星)	 还好啦```虽然系抄袭神探伽利略同埋Mr. Brain,但系都系要支持一下峯爷同埋杨怡,好中意你地啊!!!            
