http://movie.douban.com/subject/3126164/	溏心风暴Ⅱ之家好月圆 溏心風暴Ⅱ之家好月圓
(4星)	 永远都是经典...看戏看了1w遍            
(4星)	 豪华阵容 最讨厌徐子珊！！！            
(NA)	 家好月圆 神马时间看的，高二暑假啵！那个为考学郁闷的表姐，表示完全没压力的得瑟小青年。            
(4星)	 评论同溏心风暴。            
(5星)	 好看~~            
(5星)	 TVB史上最好看的争家产电视剧            
(4星)	 家好月圆庆中秋。。。。            
(3星)	 小圆这个角色让我感觉很多余            
(3星)	 荷妈这么能忍的人世上也没了吧。。。            
(5星)	 相比第一部，我覺得這部戲雖然演員都沒怎麼變，但卻給了我們不一樣的感觸。好人有好報，而且要相信法律是公正的。人在做，天在看。            
(4星)	 感觉没有第一部那么大的触动，不过制作上对于TVB 来说还是很精良的。            
(3星)	 强烈谴责哪个杀千刀的把林峰和BO对调的！！！            
(4星)	 想一生一起，你想得这样美。            
(4星)	 好多口头禅...不过好多吸引人的因素            
(5星)	 真的真的非常棒！创下收视奇迹~看过五遍。。。真的很感人！！！            
(5星)	 最爱港剧。木有之一。            
(5星)	None
(2星)	 好讨厌这个荷妈            
(4星)	 处处洋溢着暖暖亲情❤            
(5星)	 感觉比1的剧情还是复杂些  主要是必要的角色增加了  钟嘉欣还是一如既往的演那么“核心”的人物            
(4星)	 看的时候对红姨咬牙切齿，但对比一下tvb里的几大反派，才发现红姨其实是个好人。            
(5星)	 林峰，峰仔~            
(5星)	 经典！            
(5星)	 比1好看，很好的片子！！            
(5星)	 好看，好多人生家庭的道理，无使惊，荷妈在大厅！！！            
(4星)	 太墨迹            
(4星)	 还是讨厌钟嘉欣            
(NA)	 看的我眼泪水能停过            
(NA)	 TVB的奇迹、、、            
(5星)	 真的超经典超经典超经典！！！！！！            
(5星)	 哦也            
(5星)	 冲着杨怡去的、不解释、            
(5星)	 很曲折，很多道理，很感人……值得一看            
(5星)	 比第一部好看！            
(5星)	 继续经典,高二的美好回忆 记得追完后感觉很失落!这就是一部好看电视剧的魅力所在            
(4星)	 TVS4回放。            
(5星)	 边看边哭            
(4星)	 有没有管家公这么好的男人啊！！！            
(5星)	 这戏是爱惨了杨怡，角色冲得来不讨厌！只是有点烦钟嘉欣和黄宗泽那段，猪脚姜，太拖了。结局太仓促了，我的家月莫名其妙就在一起了！！！应该详细点讲妈~~！！！            
(3星)	 闹剧,吵死了!!!!            
(5星)	 不用说，开创tvb新模式。。迅速吵迅速合。。但我讨厌陈法拉。。。            
(5星)	 整部剧最失败的地方就是林峰            
(NA)	 好好睇，同妈妈一起睇完咯            
(3星)	 家好月圆庆中秋            
(5星)	 看完整个月脑子里都是那些歌曲、画面和剧情。“管家公管家公！”            
(5星)	 豪华阵容 感人的剧情 精彩            
(4星)	 家庭剧 还挺不错的            
(4星)	 蛮现实的            
(NA)	 家好月圆庆中秋~~~            
(5星)	 果断五星~~~ 从此我爱上港剧。            
(5星)	 勾心那个斗角~            
(5星)	 好喜欢他们补办婚礼的那场戏(27集），大家一起对着台上的叫爸爸，台下的叫妈妈！            
(5星)	 和爱妃在寝室电脑看完了粤语版的，哭得稀里哗啦，回家推荐妈妈看，又跟着看了一遍国语版的，再次在关键情节哭得稀里哗啦。不同的是第二遍看过之后居然无比喜欢米雪…            
(5星)	 家好月圆庆中秋            
(5星)	 个人最喜欢的香港连续剧!            
(2星)	 受够了这样的            
(4星)	 可以不厌其烦多看几遍的剧            
(3星)	 依旧大奶胜小三。            
(2星)	 从头吵到尾，真不理解香港的师奶们为什吗会喜欢看这样的剧集。            
(3星)	 看1的时候是国语配音版，这次的家好月圆看的是粤语原声版。突然感觉人说话声音不一样了，长的也不一样了呢。。。1的时候虽然很感动程亮和常在心的感情，但觉得常在心好吵的。。。粤语版的感觉钟嘉欣美多了。。。。。            
(5星)	 喜欢这家人的故事，再一次证明家庭很重要！            
(1星)	 这个更无聊了 和1完全连不上啊            
(5星)	 很多人生道理            
(NA)	 不错。            
(NA)	 就前几集来看，比家好月圆第一部好看的多了~至少不是父子俩犯傻了……            
(NA)	 凌志信啊~~~~~~~~            
(5星)	 喜欢小庆和小月~讨厌于素秋！！！            
(5星)	 08年tvb别的戏大概都是小成本，夏雨米雪凭这部戏拿最佳主角好像太过了。米雪奸得莫名其妙。陈豪杨怡实在是太配了！你们是从宫心计开始变丑的吗。帅气龙套黄宗泽完全是为了衬托林峰土气外形下帅气的内心。好喜欢荷妈和莲子蓉一起的戏。这部戏泪点全部有钟嘉欣。弱者总是被同情，比如米雪的结局。            
(4星)	 阿红输在孩子            
(5星)	 个人认为无与伦比的里程碑            
(5星)	 管家公！！！            
(3星)	 凑合着看完了 表示看见陈豪就作呕啊有木有.            
(5星)	 很喜欢这种大家庭戏。充满温暖。            
(4星)	 米雪真的气场太强了，大爱她！            
(NA)	 我觉得徐子珊演坏女人真的让人咬牙切齿啊，尤其是她那张嘴和阴毒的眼神。关菊英也忒让人无语了，一把年纪那么不靠谱。荷妈像圣人一样，太假了。总体来讲延续了第一部的纠结。            
(5星)	 我觉得家好月圆更好看……            
(2星)	 前面超好看！后面超级扯！            
(4星)	 可以再缩短一些            
(5星)	 管家公~~            
(5星)	 勾心斗角，屡次气得要发心脏病，真是成功的剧，每个都演得很好，喜欢杨怡，养女不好当啊。钟嘉欣终于在最后一集做出了贡献，否则简直是毫无用处，看到她心烦，每次出场都是哭，就在这2个男人中搞来搞去，无聊。            
(4星)	 喜欢            
(1星)	 真恶心！！！！！            
(5星)	 林峰、陈法拉加星 钟嘉欣、大结局减星            
(4星)	 个人觉得比1好            
(4星)	 由于第一部溏心，又追着第二部溏心。第二部里，黄宗泽林峰和钟嘉欣的三角恋很揪心啊。但是最后林峰跟钟嘉欣可以在一起，圆了上一部溏心的梦。很好啊。溏心二里比较喜欢杨怡~            
(5星)	 为了黄宗泽专门去看的，从16集开始看的，觉得他泡妞很有一套嘛。。凌志信那一回头成为永远经典。现在是我的桌面。。            
(5星)	 溏心风暴两部都是挺好看的。            
(5星)	 看了第几遍了？            
(4星)	 BOSCO哇凌B~这部赚足我眼泪！            
(NA)	 唔使惊，荷妈在客厅            
(5星)	 ~~不错的家庭剧            
(4星)	 好看 很温情~             
(5星)	 最近刚看完，还跑去北角找拍戏的地点，还是看的蛮感动的            
(3星)	 陈豪配杨怡那段感情，我觉得不搭调。反正第二辑比第一辑明显逊色，有很多刻意滥情的剧情。年轻线中太捧林峰了，牺牲了陈豪。            
(NA)	 管家仔·····            
(4星)	 挺喜欢的。            
(2星)	 太师奶太韩国了 让人受不了            
(4星)	 悲欢情仇。            
(4星)	 伟大的妈妈。            
(NA)	 =p            
(4星)	 感觉第一部更出彩，但还是给4颗星            
(3星)	 吵吵闹闹......            
(4星)	 亲情戏加重 原班人马乾坤大挪移使得阿峯变男一号 可是我更喜欢第一部            
(3星)	 看的时候很乐，看完后什么都不记得            
(3星)	 	예쁜 	여자를 만나면	삼년이 행복하고	착한	여자를 만나면	삼십년이 행복하고	지혜로운	여자를 만나면	삼대가 행복하다            
(4星)	 看了1不过瘾             
(4星)	 第一部只看了一点点，第二部全部看了，喜欢。            
(5星)	 记得当年和妈妈一起跟着东方卫视看的，我们都好喜欢钟嘉欣，后来才知道她曾在哥伦比亚大学读过书，她气质真的好好，但可能是这些年都没有好剧本，一直也不能免于花瓶的俗套，可惜了。林峰的管家公也是讨喜的角色，很生动的小人物。更有众多TVB老戏骨同台飙戏，这类年度大戏不可错过！            
(5星)	 家和大过天            
(NA)	 看这种就是要不入戏，看他们斗来斗去很有趣，一投入就容易生气。            
(NA)	 林峰            
(3星)	 总感觉这个勾心斗角的恐怖、            
(NA)	 没第一部好            
(4星)	 虽然俗套，但我这样的独生子女还是如此羡慕大家庭的温馨和浓浓暖意            
(NA)	 好温馨的一部家庭喜剧。喜欢陈豪从此开始。            
(2星)	 不喜欢非常不喜欢。假。            
(3星)	 香港人最喜欢的家族争产剧，就是太吵了点！            
(3星)	 看他们一家子吵架挺好玩，不过钟嘉欣真的看着难受            
(NA)	 钟嘉欣和徐子珊不对我的胃口～～但是米雪演的真的是一个狠啊            
(4星)	 看的要忘了            
(4星)	 就喜欢看些戏剧化的大龙凤情节            
(5星)	 我一大老爷们儿~看一遍哭一遍！            
(5星)	 本来是冲着林峰去的，但是觉得拍的真的不错，觉得荷妈实在太厉害了，学到了很多            
(4星)	 真好~             
(4星)	 现代时装  亲情  爱情 《溏心风暴》的姐妹篇            
(4星)	 更喜欢一            
(4星)	 这华丽丽的大团圆结局啊            
(NA)	 我怎么芥末师奶的...            
(5星)	 第二部比第一部更精彩            
(4星)	 一首talk to me~            
(5星)	 每次看到好人忍无可忍，开始反击的时候，都觉得酣畅淋漓。            
(4星)	 结尾太突然            
(4星)	 米雪的形象啊。。。            
(4星)	 有些女人无可奈何的要强最后成了孤独富婆            
(4星)	 除了情节有些过渡不顺以外..是够八卦的剧            
(4星)	 愿我会揸火箭 带你到天空去 在太空中两人住 活到一千岁 都一般心醉有你在身边多乐趣            
(4星)	 买的碟子看 只为钟嘉欣            
(NA)	 家族故事·            
(3星)	 从溏心风暴到家好月圆            
(4星)	 剧情尚可，服饰乃剧中一大亮点~            
(4星)	 哎。斗啊。            
(5星)	 比第一部好看，虽然没看过第一部，温情大戏，但剧情有太多的过渡问题            
(4星)	 好剧～～看了很多遍！            
(4星)	 陈法拉、林峰好有爱...........觉得凌致信更适合素秋            
(3星)	 哈哈，赚了我些许眼泪。。            
(3星)	 虽然是老戏路，但是还能看到之前TVB的感觉，算不错了……要求不能太高了，今非昔比啊！            
(4星)	 黄宗泽可帅。。            
(5星)	 VINCENT~            
(3星)	 這種分分合合吵吵鬧鬧的大家庭啊典型的港劇！            
(3星)	 港剧越来越烂··            
(3星)	 标准肥皂剧            
(NA)	 家族纷争，典型的TVB系列。最后的结局就是皆大欢喜，反派总是斗不过正义的一方，反面角色幡然醒悟。            
(4星)	 我哭了好几次啊..            
(3星)	 还是没有什么新意。            
(4星)	 很温暖的电视剧，不知是打发时间，还有感动。            
(NA)	 PPS上就觉得没那么好看了，里面林峰好虐好可怜！！！            
(4星)	 家庭戏码神马的最感人了。            
(5星)	 电视剧这样的可以给五星！            
(5星)	 金童玉女档。            
(NA)	 看不下去了，太长太烦了            
(3星)	 完全是去看人的、            
(4星)	 可以快进一倍着看，漫步人生路好听            
(5星)	 每一集都有个高潮，家庭剧中算是情节最紧凑的了，家好月圆庆中秋，阿怡演的阿月最是喜欢，喜欢看阿怡横冲直撞的样子。不得不说还有阿mo，他演浮夸的角色真是浮到了骨髓里，赞。还有没有常在心的日子的续集，哈，管家仔也不错。            
(5星)	 亲情牌打得太好了，每集必哭，其他不完美我都忍了，看完爱上杨怡和阿卡了            
(4星)	 TVB的就是写家庭纠纷写得比较好....            
(3星)	 又长又臭...逢吃饭就吵架...            
(5星)	 好喜欢好喜欢            
(5星)	 真正让我感动的是家的温暖和亲情的力量！！            
(4星)	 集集都咁轻松搞笑，陈法拉好萌啊~            
(4星)	 管家仔到底是没有程亮来的精彩            
(NA)	 纠结死我了            
(4星)	 徐子珊天生一张狐狸精脸……            
(5星)	 好吧，其实不错看，但是看得我很气啊！~~虐了啊~~~~            
(NA)	 家庭的战争不错            
(NA)	 比第一部好看太多拉  bosco和峰少依旧帅气            
(5星)	 好看好看啊            
(5星)	 劲好睇~            
(NA)	 快忘了，就记得里面有鲍鱼            
(5星)	 真的很好。            
(5星)	 每集都有高潮！哭！！！            
(4星)	 真心喜欢陈豪 但不爱杨怡 林峯的管家公应该是梦中情人般存在的吧            
(3星)	 跟第一部有点差距            
(3星)	 从这部戏开始喜欢林峰            
(4星)	 看的时候很想成为他们家一员，在一起真的很欢快            
(4星)	 经典            
(5星)	 很好看的一部港剧，值得一看。            
(5星)	 很温馨的一大家子            
(5星)	 有钟嘉欣就爱！            
(5星)	 经典啊  破纪录的看了五遍               
(4星)	 后面看着看着有点烂            
(NA)	 好有教育意义 = =，还是第一部好看            
(5星)	 很少接触这种家族争斗的片 让人揪心的展开 但无疑很给力 主题曲恰如其分地描述了剧中的种种境况……嗯。            
(5星)	 很温馨，最爱管家公            
(4星)	 只能看一次~话说这个剧还有山寨版。            
(4星)	 完全虎头蛇尾……对TVB再次失望            
(4星)	 比第一部好看一万倍            
(4星)	 林峰......长在心:)            
(4星)	 吵啊吵 吵啊吵 一家人闲着就吵架。。。看着偶点累，不过剧情还好。。。            
(5星)	 超爱！            
(5星)	 喜欢这部片子            
(4星)	 家好月圆，我真的好想家。            
(3星)	 管家公不错            
(3星)	 从此开始关注黄宗泽~            
(5星)	 这算是最近几年最喜欢的一部TVB了，各个方面都堪称NO.1，剧情张力很足，戏剧冲突也够强烈，演员演的都很好，看了不止一遍了，呵呵。            
(3星)	 不太喜欢看这种家族争斗剧            
(4星)	 “唔使惊，荷妈系大厅。” 这剧飚出了不少金句~            
(3星)	 卖完鲍鱼卖月饼。。我好像剧情都快忘了，只记得荷妈老讨厌的，像个唐僧－－！            
(4星)	 回忆。            
(4星)	 明星云集~更喜欢第一部~            
(4星)	 轻松，典型TVB剧            
(4星)	 确实是很好看，演员都是我很喜欢的            
(4星)	 黄宗泽的结局似乎总不好            
(3星)	 感觉同溏心风暴            
(5星)	 家庭剧里的经典，不可能超越            
(5星)	 比1好            
(NA)	 强大的妈妈            
(5星)	 家族戏，好多吵架的戏！喜欢林峰和钟嘉欣演情侣~~            
(5星)	 荷妈            
(3星)	 看。            
(5星)	 当时看得我阿....            
(4星)	 在厦门，我们吵完架，你已经睡着。            
(3星)	 狗尾续貂 不是陈豪 林峰我才不看            
(NA)	 大爱林峰~~~            
(5星)	 最接近峰少生活的。。            
(4星)	 故事有可看性            
(5星)	 很喜欢~            
(3星)	 没感觉            
(5星)	 李司棋演的荷妈真是好啊不喜欢徐子珊，也不喜欢钟嘉欣，觉得钟嘉欣和黄宗泽更配一点哈哈，陈豪，林峰，杨怡都不错            
(5星)	 值得看看。。。挺有意思的            
(3星)	 没第一部好看            
(2星)	 一堆人在吵架，好人很明显坏人也很明显            
(NA)	 家庭和谐剧开始成为主旋律了            
(4星)	 窃以为还是溏心好看，这部中途看到气的不行，现在看徐子珊都是奸奸的            
(3星)	 一直重播，一直没看完。            
(4星)	 每集看骂人看的这个爽！            
(NA)	 心疼于素秋。            
(3星)	 边做ce边看（卧槽我竟然一天看完一部剧并且对剧情糊里糊涂并且中间插eason天下无双的时候感动了！）            
(5星)	 非常好看~~            
(4星)	 不知道怎么说 反正没有他们推荐说的那么好 不过里面有黄宗泽耶 嘿嘿 也挺好的            
(3星)	 传统港剧...但是总能吸引人            
(4星)	 4+            
(4星)	 管家公是个彻头彻尾的好人            
(4星)	 这次是黄宗泽！！            
(4星)	  TVB演员的演技大赞，钟嘉欣里面造型十分对口的说            
(5星)	 看看哭哭，看看哭哭，TVB至今为止我最喜欢觉得最好看的剧。            
(5星)	 这部剧我觉得比第二不好看，至少不是太争斗，我还是比较喜欢喜剧风格的电视剧，争斗的电视好看是好看，但是我看完全集后会有一种虚脱的现状，不是真的虚脱而是心理疲劳了啦！喜剧多好多笑笑啦！            
(3星)	 续集，因为第一季所以看了看            
(4星)	 TVB家庭剧，亲情牌。看完后很喜欢林子祥这首歌，&#34;愿我会揸火箭带你到天空去/在太空中两人住/活到一千岁都一般心醉有你在身边多乐趣...&#34; 温暖。咸鱼白菜也好好味。            
(5星)	 喜欢 常在心                 
(3星)	 感觉港剧的人物性格都不连贯，说变就变，很突兀。。。喜欢管家仔。。。            
(4星)	 很喜欢，很温暖的典型tvb片子，有这么个温暖的大家该多好！交大宿舍看一遍，甘井子看一遍，嗯嗯            
(5星)	 家好月圆庆中秋。            
(3星)	 好长。。。就看了一部分吧。不过基本上TVB我都喜欢的嘛            
(5星)	 我系啊月            
(3星)	 夹心MM在里面的哭戏雷到我了            
(5星)	  大爱林峰 五星            
(4星)	 虽然剧情真的很老套，但还是很感动            
(5星)	 超棒            
(4星)	 比第一部好看。。            
(NA)	 没事会学着去看港剧，很打发时间            
(4星)	 有人工痕迹，但港剧就是硬要团圆的剧目            
(4星)	 热闹。不是每个于素秋身边都有个管家公的。            
(5星)	 大家庭的温暖            
(4星)	 越长大越明白一家人平安快乐健康在一起的意义~            
(4星)	 反转剧啊闹太套            
(5星)	 我看到后面的时候哭的稀里哗啦的。            
(NA)	 跟他一起看的            
(3星)	 睇到徐子珊想攀巨两巴            
(5星)	 就是香港葫芦兄弟加强版！            
(3星)	 大卡司的续集            
(4星)	 好好看啊~            
(5星)	 我感觉两部溏心风暴都很合我胃口，很喜欢所有演员，米雪绝对是亮点            
(4星)	 看得那叫一个扣人心弦啊            
(5星)	 太纠结了，但我还是喜欢温情部分            
(5星)	 坏的还是男人，偷吃不擦干净嘴，还怪为什么不是坨屎放那，到头来还能那么轻易被原谅，而女人，需要的只是一个完整的家，并且会不择手段的保护它最厉害的是陆嘉美，齐次是素秋和致信其实每个人都是自私的，都是顺水推舟，选择对自己最有利最符合自己价值观的那一边，好与坏只是一念之间，没有绝对            
(5星)	 近几年我唯一看下去的港剧。。。            
(4星)	 林峰仔和钟嘉欣终于再续前缘咯~            
(5星)	 非常好看            
(4星)	 超级适合春节窝在家当沙发土豆打发时间。            
(4星)	 TVB看得少。峰少&amp;BOSCO。            
(5星)	 今年电视还在播，首次看的。林峰瘦了之后的帅真是大大升级啊！喜欢他的家庭温馨形象~            
(5星)	 对编剧画圈圈            
(4星)	 有很多极品实例值得学习及反省 但是吵架吵得很闹心            
(4星)	 还蛮好看的~比较喜欢黄宗泽·            
(4星)	 又是吵，烦人的吵！            
(3星)	 断断续续看了几集。尚可。            
(4星)	 亲情神马的。大团圆神马的。真的感人呐。            
(4星)	 起初刚看此片，将阿红定义为坏女人。可是越接近篇末，我反而越能理解她，在很多方面也很佩服她。一个女人最重要的就是家庭，她所做的一切不光是为了自己，更是为了自己的宝贝女儿能有一个完整的家。可是现在家被毁了，所做的一切变成了“无心害你”。很中意这部电视剧，也因为此剧喜欢上了林峰：-）            
(5星)	 当时只道是寻常            
(4星)	 第一部没第二部好看。林峰很帅。            
(4星)	 至少老妈看哭了不少次 我也流泪不少次            
(NA)	 来来去去总是这种家族情感恩怨,对于练香港话倒可以,时不时夹个英文单词,基本没整句.            
(5星)	 陪妈妈看            
(3星)	 sa姨很可爱。            
(4星)	 比1好看点~林峰太可爱了~啊哈哈哈哈            
(NA)	 溏心风暴知加好月圆            
(3星)	 冲着帅哥bo看的            
(3星)	 受不了天天高潮。            
(4星)	 爱死管家公~~~恨死唐山大兄~~~            
(3星)	 还行。。。么第一部好看神马的            
(5星)	 管家仔太经典了不！            
(3星)	 比金枝欲孽还纠结......老吵架            
(3星)	 热闹，轻松，最后正义终于战胜了邪恶，大团圆啦大团圆            
(5星)	 好看好看            
(4星)	 挺温情            
(4星)	 我真是有始有终哇 40集就这么看完了            
(NA)	 就是有爱。。。。唉。。。。            
(5星)	 家好月圆庆中秋 老少咸宜家庭剧 不错。            
(5星)	 经典咯！这绝对的            
(5星)	 钟嘉欣~~你差点成了一颗老鼠屎！~~幸亏家好月圆够精彩！            
(NA)	 偶尔狗血伦理一下还是需要的……            
(3星)	 看完以后满脑子的打骂声= =            
(4星)	 看人有点腻味了~            
(4星)	 讲不出声讲不出声            
(5星)	 家是最舒心的地方            
(NA)	 大一，依旧。温暖回忆。            
(5星)	 烂网络看得多辛苦。里约热内卢。            
(3星)	 继续乱，演员不如上一部。            
(3星)	 米雪噶红姨系最成功噶            
(5星)	 好看            
(4星)	 家庭政治。            
(4星)	 虽然有很多不足之处，但每每看到他们一大家子其乐融融，我就开心。            
(NA)	 我的黄宗泽啊，多有型！！            
(5星)	 近年港剧必看，好多金句啊……自己还用不少到现在。            
(NA)	 林峰林峰            
(5星)	 近年难得的好剧 真的好好看 亲情演到绝了 赚人热泪            
(2星)	 看到这种好人剧就全身发麻            
(4星)	 很好看，比杜拉拉什么的强多了！            
(5星)	 要命的一部剧集，亲情爱情都淋漓尽致了。每次看都会哭到天昏地暗~每集都有哭点，不知道是不是太多愁善感了。但真的真的很催人泪下。想哭的时候，就找一集来看看。            
(3星)	 失业期间打发时间。很虐的一部剧。看完就算。            
(4星)	 拥抱巧克力大帅哥林峰。            
(5星)	 热泪盈眶了好几次 私以为是港剧一巅峰            
(4星)	 我爱林峰!更爱小好!            
(5星)	 比第一部更好看~米雪演得很到位~~            
(4星)	 TVB近年难得的好片子~~~            
(4星)	 消遣中的极品            
(4星)	 当年高三紧张学习背后的调剂品啊。            
(NA)	 里面有很多话都非常有道理呀！做人的道理！            
(5星)	 向我第一次看的时候真的很中意凌至信，彼时说彼话，诚然只有小好能与共白头。最好看的还是初一十五家庭聚会，欢笑哭闹，帧帧都是家庭喜乐。家是这样，不论发生了什么，重在一家人，解决不解决你都要面对她。            
(3星)	 感觉没那么喜欢..同学一起看的有人异常喜欢            
(3星)	 还是一拨人，情节也没太多新，我是看林峰的。。。            
(NA)	 为什么这里的插曲我都很喜欢？？            
(3星)	 剧情总是峰回路转，总是荷妈在讲道理。。。好模式化的电视剧啊。不过还蛮好            
(1星)	 无聊            
(4星)	 其实剧情有点反复            
(3星)	 如果让我追剧是不可能的。放假回家在电视上断断续续看完的，打发时间的~            
(4星)	 演员制作没的说，就是太虐心            
(5星)	 为什么TVB的续集常常比第一部更加精彩呢？            
(2星)	 我承认我没看完。。。            
(3星)	 三角恋自动屏蔽。主要是看阿卡小月和小庆的。            
(4星)	 TVB经典系列，大爱林峰            
(3星)	 峰少喜欢谁不好呢            
(4星)	 看了一眼 就决定追了 看得我眼泪哗哗哗%&gt;_&lt;% 顺便提一下 林峰真是主角么 怎么觉得毫无存在感？？ 还是喜欢我的momo呀O(∩_∩)O~            
(NA)	 最喜欢管家公了            
(3星)	 结局收的不好,个人意见            
(4星)	 难得的不算差的续集，李司祺演得很母性很伟大，形象树立的不错            
(3星)	 我开始一直觉得于素秋、SA姨的丈夫女儿的角色是多余得可耻的，结果后来才明白，他们都是救世主啊！荷妈原来也只是个人啊。。。            
(5星)	 我喜欢~~哈哈            
(5星)	 除了红姨，莎姨，每人都好喜欢！            
(4星)	 亲情牌            
(NA)	 米雪 挺可怜的。。。。            
(5星)	 原本无心害你            
(4星)	 峯峯峯峯～～            
(4星)	 就是有点长            
(5星)	 我看的时候不知道哭了多少次。。。。            
(5星)	 这部剧是我唯一看了好几遍的新港剧，每次都被里面的家庭故事感动，好的爸爸妈妈，好的子女，他们在一起时乐观轻松的家庭氛围，真的让人羡慕。但是，不喜欢里面的钟嘉欣，为什么每次帅哥男主角都围着她转，一副没她就要死要活的样子……超喜欢里面的林峰、杨怡。            
(4星)	 连着第一部一起看的。。从此爱上杨怡。            
(4星)	 老人家莫看，呵呵，这个太跌宕了，小时候看tvb的剧，哪有这么纠结的，看的我揪心的叻~~粤语飞速前进`~zhile值了!            
(4星)	 没什么说的，就是好看！            
(5星)	 母雞的比喻            
(4星)	 管家仔啊。。。            
(4星)	 比溏心要好看~剧情也比较经凑~不错~            
(5星)	 看得我还流泪了            
(4星)	 爱情在这部戏里占得不是那么大的比重，亲情在有些时候还是骗了我些许眼泪~~            
(NA)	 很失败的一个电视！哪有第一部精彩啊。林峰在里面我有点怀疑是不是新人的感觉，在别人对白的时候，很不自然的演技，感觉有点生硬。甚至一睹怀疑是不是本人。后来看了他的新戏后才放心。PS:就是看了这电视，无比讨厌某秋。哎~~~            
(4星)	 荷妈真是完美女人，好想也那样生一大堆孩子哈哈哈            
(4星)	 可怜Bosco打了个酱油。。。            
(NA)	 family value            
(4星)	 不过更加看好林峰呢            
(5星)	 看港剧看哭的还真不多，这就是            
(3星)	 没第一部好看，亮点是米雪。            
(5星)	 永远难忘家好月圆之夜。            
(5星)	 超赞            
(3星)	 天灵灵地灵灵，包子远离林峰。            
(4星)	 有些情节有些过了~            
(4星)	 家好月圆里的亲情要远胜于溏心风暴，但是爱情却逊于溏心风暴。家好月圆里总是为了祖爸，荷妈而流泪，溏心风暴的催泪弹是Alfred写的“没有常在心的日子”和“my love will get u home”            
(5星)	 阿好~~~~~~~~~~~~~~我爱你~~~~~~~~~~~~~~~~~~            
(4星)	 就是太浮誇一點.            
(5星)	 作为第一部还是蛮不错的            
(4星)	 林峰            
(4星)	 比溏心风暴有看点~            
(NA)	  恩。刚看完。纠结中有温馨~            
(5星)	 是的，就是这部剧让我感受到了家的力量。            
(4星)	 除了被钟包子毁了以外，其他都非常的优秀            
(4星)	 好怀念去年夏天            
(5星)	 唔使惊，荷妈在大厅。。。经典啊！            
(4星)	 最近比较萌林峰            
(5星)	 我喜欢片子营造的家的氛围            
(4星)	 管家仔很帅！            
(5星)	 非常喜欢的片子，很多让人感动的地方。。            
(4星)	 蛮不错的一部电视剧。让我不得不感叹演技派米雪那惊人的演技。黄宗泽在里面很帅~林峰=管家公，钟嘉欣没有什么太大的亮点。有点忘记了~不过还是不错的啦~！            
(5星)	 虽然第一部也很好看、但还是比较喜欢这部、很团圆很美好、很爱的家。            
(NA)	 最爱管家公            
(5星)	 比第一部精彩多了~~            
(NA)	 嘉美，sa姨            
(4星)	 有时候很想抽人，有时候又很解气            
(NA)	 以前好看的 现在也是。            
(4星)	 一口气看完的TVB年度大片，还不赖，闲来无事可以消遣消遣            
(3星)	 感觉里面的对话有点傻傻额            
(5星)	 剧情比第一部更紧凑了，当然，坏人更奸了~~虽然力挺林峰当男一，不过这个男一也太。。。传统好人了吧，没性格。。。            
(5星)	 主角都很有气场！！~~！            
(5星)	 TVB就是应该让人死命地追着看。            
(5星)	 太精彩太好看了，希望后面还有            
(5星)	 很温暖 很温馨 我也很想有多多的兄弟姐妹啊啊            
(4星)	 还行吧，至少看完了            
(5星)	 又开始我的单曲循环了， 这次重看家好月圆。喜欢荷妈，因为会让我想到我温柔的妈妈。喜欢陈豪戴黑框镜和白风衣的样子，更喜欢他说，有FEEL没什么了不起的～～喜欢林峰温柔得默默守候于素秋，他的眉眼之间，他的肤色，让我想起曾经的他。 喜欢小月，有话就讲憋不住的性格和怜爱小家的神色            
(3星)	 无论别人多么不喜欢陈豪.我还是觉得他很有味道.            
(NA)	 陈豪的风衣扮相比较潇洒。^^黄宗泽也开始越来越有味道。林峰的管家仔。。。有些小愣。。。            
(4星)	 爱死阿月了~            
(5星)	 是否还有其他的港剧能给我带来这样震撼的感觉。            
(5星)	 支持林峯！            
(4星)	 我觉得比第一部好看。 于素秋太磨叽，林峰多帅啊~ 怎么老让帅哥伤心呢，不厚道！            
(4星)	 林峰很帅~            
(5星)	 差不多是最喜欢的TVB剧            
(5星)	 温情得黎有风暴~~正！！集集都有爆点！！            
(4星)	 相当好看，剧情精彩，有教育意义            
(5星)	 很强大            
(4星)	 这片子看着气人呀！！            
(4星)	 也是紅透了半邊天，我記得暑假的時候我不吃不睡的看了3天把他看完了，呵呵            
(4星)	 经典！米雪那个BOBO头可不是随便人都能剪的～            
(5星)	 家和万事兴            
(3星)	 感觉人的形象不怎么好看，然后有点乱七八糟的不是很喜欢看            
(4星)	 四遍            
(4星)	 冲着林峰去了，给我惊喜的却是夏雨。看着这种坏人一直死啊死啊死不了，最后因为某个莫名的鸟理由挂了的剧是我的恶趣味吧，对，恶趣味。            
(3星)	 也就这么回事了，看惯了美剧、日剧再突然看一部港剧觉得剧情好拖沓            
(NA)	 我越来越对米雪演的殷红同情和理解了，主题歌唱的就是她吧。            
(4星)	 男主都是我的大爱             
(NA)	 还想再看一遍。。哈哈，也想被气一次高血压。。峰少真太帅了！            
(4星)	 林峰就是帅！            
(4星)	 一个家族的兴盛带来的除了财富还有可能是灾难，最重要的是家和万事兴~~            
