http://movie.douban.com/subject/2303112/	法证先锋II Forensic HeroesII
(5星)	 经典            
(3星)	 大爱 郑嘉颖            
(4星)	 花两天看了16集总算看完了我好中意蒙嘉慧 各种法证2里出现的人在3里也出现 3里当差佬的人儿又到2里犯案 我看的好纠结 总要想我看的是2啊还是3啊这样古古怪怪的问题 蒙嘉慧好靓噻            
(4星)	 为神马第二部蒙嘉慧成了配角啊~~还好是Happy Ending！另一个亮点就是嘉颖啦~            
(4星)	 为郑嘉颖哥哥再加一颗。            
(5星)	 郑嘉颖。。。。。。。。。。。。ivan..................................            
(5星)	 个人觉得比三有意思！！！真心喜欢佘诗曼了哇！！！            
(5星)	 法政三直接导致我翻出来二看            
(4星)	 第二部不如第一部，加了太多的感情戏，很多案例在收集证据上演的过于刻意~~不过通过这部知道了什么叫“罗卡定律”，还蛮有意思的，有机会证实下~~            
(NA)	 为什么要弄得第一部的人死的死伤的伤，呜呜！我中意蒙嘉慧啊点解要距换成甘奇怪既发型！佘诗曼唔够距有气质*-*            
(NA)	 会行走的百科全书啊亲！！            
(4星)	 好喜欢里面的人哇!喜欢胖胖滴高sir            
(3星)	 法证系列最弱一部，不爱钟嘉欣更不喜欢编剧把她写死，终于看顺蒙嘉嘉又被弄到大配角，郑嘉颖是称帝了么到处都有他，让他拿视帝天理不容。            
(3星)	 kc跟阿佘还蛮配的啊，是不是真情出演？            
(4星)	 打发无聊时光的TVB。为什么先看的是第二季呢？因为先看的第三季，可是更新稍慢，第一季呢感觉有些久远，而且手欠，先点了第二季就先看完了，不过第二季的感觉真不错，特别是角色情感之间，矮油，最后醒来了是必须的啊            
(3星)	 我得说我很庆幸马没跟古在一起，虽然马杨的结局依然烂俗，但是马古的结局绝对接受不能╮(￣▽￣&#34;)╭  PS：TVB现在的剧很多都很难打高分，但是其本身很难会看不下去于是打低分也怪怪的=-=            
(3星)	None
(NA)	 上周搞定的，最后有个团圆照就好啦            
(4星)	 高层的伴奏~            
(NA)	None
(3星)	 然后一点点开始走下坡。            
(3星)	 是因为档期问题才被炸死的么= =            
(3星)	 佘诗曼演的真是马马虎虎，倒是最喜欢里面的郑嘉颖，太可爱了这个角色！至于案子嘛~~不评价了~            
(3星)	 人物比三好看多了。印象中的胖子还是那么可爱聪明。。            
(4星)	 看出来佘诗曼后台很硬啊，愣是把他插进来            
(5星)	 55555555555555 叮叮死了 讨厌儿~~~            
(3星)	 结局的镜头有点二货。。            
(5星)	 郑嘉颖！！            
(3星)	 接着第一部接着拍的，虽说是虚构的，但是看剧中的好多内容的搞得很逼真，拍的很好，最喜欢郑嘉颖···            
(3星)	 突然加了佘诗曼进来 整个气场就弱了            
(4星)	 佘诗曼比徐子珊好啊┭┮﹏┭┮            
(3星)	 2011.10 木有1好看            
(5星)	 KC~            
(5星)	 经典            
(4星)	 看到最后明显DR.古还有戏的嘛，哪知道第三部完全换人了，哎~            
(4星)	 好看的            
(3星)	 哎，案情不及上部了，主角重心转移，佘姐挑大梁，小柔戏份骤减，苦逼。            
(4星)	 把第一部演员的头发都变短了，够精神。            
(4星)	 第二部真庆幸钟嘉欣这么快死了~~不然真的拖垮了一部这么好的电视剧~他完全演不出角色的味道！~整体还是很好看！~精品电视剧~            
(4星)	 好看的！            
(3星)	 重新回顾，看到很多小角色是现在风头正劲的TVB女星男星，这部的大部分主角的戏都太浪漫了，看了羡慕嫉妒恨的！！            
(5星)	 梁小柔            
(5星)	 看这种片子也有的学~            
(3星)	 还成            
(5星)	 看完之后完全萌上郑八爷~帅惨了~和阿佘在一起很有爱~看完之后就记住了很有爱的逸升~            
(3星)	 佘诗曼真的令人有点看不下去。            
(4星)	 这个结局....            
(5星)	 KC            
(4星)	 佘诗曼在里面还可以...            
(3星)	 Oct 30th, 2011 @鄭嘉穎KCiTV/奇艺            
(4星)	 一直喜欢逻辑性很强的这类悬疑片，港剧最吸引我的地方还在于最后都是喜剧收场。            
(4星)	 完美的cast。也喜欢这个结局。            
(5星)	 喜欢            
(4星)	 剧情紧凑，不失为一部好的港剧。喜欢佘诗曼和郑嘉颖演情侣~~            
(4星)	 sam和ivan才是伴好嘛。。            
(2星)	 对佘诗曼实在无感            
(4星)	 郑嘉颖帅啊!            
(5星)	 好看。。。欧阳胖胖！！！            
(5星)	 比较喜欢这部，感觉比第一部好看，喜欢的人物也多了            
(5星)	 整部剧其实还是不错的，我觉得唯一失败的就是蒙嘉慧的造型了，接受不了，一开始是乱糟糟的发型，后来是粗粗的眉毛~她是得罪造型师了么？！结局不错哦~            
(4星)	 cases还不错，欧阳震华演技真不错，KC戏份太少。            
(5星)	 KC~~~~            
(5星)	 欧阳蜀黍我的最爱~郑嘉颖真心帅呀，可惜美人迟暮。。。            
(5星)	 好中意O(∩_∩)O~佘詩曼演技好好啊！            
(3星)	 又一个大团圆。。。            
(5星)	 为撒我觉得比1好看呢~果然是感情戏多了的原因咩~            
(5星)	 好可惜蒙嘉慧不是第一女主了。。。            
(4星)	 感觉没有第一部好看吧   好杯具啊开头 婚礼变葬礼  哎 世事无常            
(3星)	 还是蒙嘉慧好看，阿沈剃了胡子超像小吉&gt;&lt;题材我还是看美剧去好了￢_￢            
(5星)	 那时候在大学里大家都看疯了的一部片子，法证太威武了            
(5星)	 虽然蒙嘉慧转作幕后 但剧情依旧精彩 还有郑嘉颖的加盟超级给力！我好喜欢好喜欢法证先锋啊！！！爱死了！爱到不想看3！因为没有一个人留低！            
(4星)	 电鳗不错嘻嘻            
(4星)	 第二部内容+人，都不错            
(4星)	 剧情还OK了，就是。。。好吧，我承认在《步步》里某人的演技还行。但是那时候。。。还真不敢恭维==            
(4星)	 周末2天看完~\(≧▽≦)/~啦啦啦，喜欢madam ma 和逸升~~~~~~~~~~~~~            
(4星)	 这部比第一部好看，加入更多人情味。佘诗曼演技还是不错的，在剧中跟郑嘉颖的感情还是有感动到我            
(4星)	 TVB的主角都喜欢昏迷，有没有；还都要靠“坚强的意志”才醒得翻，有没有！还有，让钟嘉欣前面几集就死掉真是大快人心啊，有没有？！            
(5星)	 嘤嘤嘤SAM帅死了            
(5星)	 剧情总是那么吸引人            
(4星)	 Ivan该跟Sam在一起！KC又一个发电机角色。            
(4星)	 TVB剧情虽然很多都很老套，可是我看的好开心啊            
(2星)	None
(5星)	None
(5星)	 好看。郑嘉颖帅死了~            
(3星)	 结局应该在bell哭着挂上电话的时候就咔掉，原来的结局好做作好狗血啊。            
(5星)	 趁着法政3的心情，重新补课2，3对情侣真的是很舒服~~~剧情也很好，连那些配角都是让人印象深刻。我记得看1的时候就觉得林文龙很帅，现在看2觉得他依然很帅气，郑嘉颖真的也很帅气！！我实在是想不出为什么不给这部剧5颗星。            
(5星)	 还是挺喜欢看tvb的电视剧的，逻辑性很强，里面的任务情感都相对比较成熟，不矫情~~            
(3星)	 3.5    比起第三部，起码没有那么多想要快进的冲动，突然间想起跟妈妈一块看重案六组的情形            
(5星)	 期待欧阳震华能够在下部剧中和佘诗曼有真正的合作。            
(4星)	 不喜欢阿佘            
(4星)	 IVAN 真的很萌~            
(5星)	 佘诗曼在这一部里的演技真的非常到位，还有Bell、Ivan和Sam的三角恋很有看头呀~            
(4星)	 越到后面越好看 感觉每个配角都是主角 都很爱 很中意沈雄哈哈            
(5星)	None
(4星)	 先看得法2，后看的法1，现在努力地追法3.。。            
(5星)	 喜欢欧阳震华            
(3星)	 怎么看佘诗曼都是不顺眼的、不知道为什么。            
(4星)	 多一颗给郑嘉颖，就是从这部开始喜欢郑嘉颖的            
(NA)	 喜欢 曼曼呀            
(3星)	 好琐碎呢。            
(3星)	 说教味有点浓，言情精彩过破案，连看了几部KC的剧发现亲你表情有点单一啊。。。不过还是很招人喜欢的。。。我承认我外貌协会了            
(5星)	 2天扫完～～8错8错～～郑嘉颖彼时还是很帅的～            
(4星)	 延续中学时代的喜欢，professional, charming!!            
(4星)	 有欧阳震华，郑嘉颖，佘诗曼，钟嘉欣！哇这个阵容我喜欢~哈哈哈            
(5星)	 看腻了唯美的韩剧，换上舒服的普通话配音的剧集，加上案件虽然恶劣但是画面不血腥，适合我的承受能力。案件破的很聪明。            
(2星)	 弃了。。接受佘诗曼无能。。            
(5星)	 佘诗曼演得不错哈            
(4星)	 KC实在是太帅了太帅了太帅了~~剧情也不错~            
(3星)	 越来越不喜欢佘诗曼了             
(4星)	 Bell的出场很帅啊！当然，我对后面三个人的纠葛很无感，幸好也没有大洒狗血，只是差不多的暧昧一下就回归正途。另一对就没啥说了，尤其蒙嘉慧，她的戏份也未免太少了一点吧？            
(4星)	 个人觉得法政系列里最好的就是这部了，虽然编剧依然随意地赐死角色，只是为了打造一纠结的三角恋~但是ivan兄这个角色真的让我对kc大大地改观，江玉郎的影子终于淡了，kc赛高哇❤~但最后还来个open式结局，基于观众心理，俗人一点都不介意结尾狗血啊，ivan和bell就应该好好地在一起！至少也抱一个啊！            
(4星)	 不喜欢佘诗曼。。但我实在喜欢tvb破案剧了没办法╮(￣▽￣&#34;)╭             
(4星)	 欧阳震华是好蜀黍！            
(4星)	 还是觉得重案六组好看 哈哈            
(4星)	 2比1好。。            
(4星)	 至少里面的人物没那么假客套了，办案之余的日常生活部分也很写得多了点儿，不错~   案子嘛，照旧是扣人心弦~不过，看多了似乎都总结出套路了，稍微有点腻            
(4星)	 有郑嘉颖！！！这样的故事都蛮吸引人的，不过很多都是发生在他们身边的，还要抑制悲伤来破案觉得做警察也很可悲的。            
(5星)	 anyway, KC和阿佘那段蓝天白云作证让我感动得一塌糊涂。            
(NA)	 古医生有新恋情哦，今晚开始第三部。            
(3星)	 受不了3里各种炫耀高科技和不知道要来干嘛的徐子珊所以投奔到有郑嘉颖林文龙的2里来。            
(5星)	 感觉比第一部差了点。。而且有刻意安排人加剧情的嫌疑。。。跟演员的感情也开始深厚了，还是五星推荐！我爱大结局！觉得郑嘉颖还是痞一点比较好 太正经了真是受不了。。            
(4星)	 经典延续            
(4星)	 感觉人变丑了额。。。。。发型变了，感觉变了            
(4星)	 好多感情戏~ 里面真的好多汤啊            
(4星)	 为了体现佘诗曼的第一主角，竟然让蒙嘉慧受伤出国学习！！！郑嘉颖棒！！            
(4星)	 唔知点解，呢部比较有记忆……            
(4星)	 欧阳震华            
(5星)	 还是1,2比较好看啊。。。            
(4星)	 郑嘉颖在里面很帅啊，他和bell的出场还有他们的相遇都映像深刻！            
(NA)	 很好看，不过在感情戏方面真的只是配菜而已。结局的时候，是我希望的美好，不过当我看到那么多人陪着Madam一起奔跑的时候，我笑崩了~            
(3星)	 虽然有些剧情很狗血，但不失打发时间的好剧，刚刚看完2，结果发现法证先锋3开播，而且是前天10日首播的，果断跟上！            
(4星)	 为kc而看            
(4星)	 技術上還是有所欠缺。            
(3星)	 汀汀居然死了，小柔手残疾了。NO~~！佘诗曼戏份好重，突然加进来的新角色...            
(3星)	 醫生你為毛會喜歡上佘詩曼啊！！！！！            
(3星)	 小案子没有了，这个比s1好http://blog.sina.com.cn/s/blog_630d9b850100y1kx.html            
(4星)	 完美的角色永远都在电影和小说里 虽然现实无法做到 但只要带着理想去追寻也会感受到那份刚强和快乐。确实是佘诗曼个人独秀 两部片让我震撼的都是女主角而不是剧情 郑嘉颖是个托 但这种乖乖又宽容的BF 虽然是大众型的BF 也只存在小说和电影里吧 最后 如果你真得很认真得看一部片 插曲和感受绝对是深刻的            
(5星)	 喜欢郑嘉颖还有阿佘~            
(3星)	 昨夜无聊，消磨时间看了3集，断网后还兴致勃勃浏览分集介绍。今天晚饭后看到第5集汀汀去世，未等结束，开始往后点，然后看了大结局最后5分钟。我想如果当时有追看，或许会给更高的评价，只是还是喜欢追剧，出了全集的电视大都没有耐心看完。PS:前两部都不是台庆档，Ⅲ人手平板电脑，办公室也更加华丽~            
(3星)	 唉。佘诗曼真的很做作啊。。。破坏了整部戏的感觉。。。郁闷到了，但是有欧阳震华在，还是有一定保证的。。支持~~            
(4星)	 期待第三部 只是欧阳不演了 换了黎耀祥 也不错啦            
(4星)	 可能先入为主，觉得还是I好看。            
(4星)	  Ivan醒了就应该来个特写啊！！！就一个电话通知结束算神马嘛！ 还好3有吴卓羲闹            
(5星)	 超好看~            
(4星)	 哦，郑嘉颖~            
(4星)	 没一好看诺 三快出来了 可是没有郑帅哥了 不知道会不会好看 ╮(╯▽╰)╭逸升很完美呢 我又要感叹一句了 郑帅哥真心看不出40啊~~~！！             
(5星)	 力薦力薦力薦!!!~~~ 超好睇啊！~            
(4星)	 一天半，真觉得我神速！！！TVB总能热血起来！！！各种熟悉的陌生人。            
(4星)	 虽然续集都难免后继无力，但是这个2还行，比三好看。            
(4星)	 案情不如第一部精彩，但是还是不错            
(3星)	 赐我一个杨逸升吧            
(4星)	 喜欢KC            
(3星)	 TVB的一群警察最喜欢搞办公室恋情了¬_¬            
(4星)	 就是喜欢破案滴~ 不过法证的内容少了好多~            
(4星)	 为了女友醒，为了基友死，我没有什么想法了- -            
(4星)	 佘视后比不上蒙嘉慧美女啊~~            
(5星)	 郑嘉颖好帅好帅~~!            
(5星)	 每次结局都是群体大狂奔..            
(5星)	 爱上林文龙            
(3星)	 不如第一部好看            
(4星)	 睇戏学白话啦..睇到甘多场景都熟悉啦 在HK一个月除了GPA太烂其他还是甘厚啦哈哈~            
(3星)	 佘诗曼一出  简直无敌了  前一部的两个女主一个死一个惨  要不要这样啊            
(4星)	 最近重看，一个人倒霉起来，这一天都碰上了啥破事啊。。。真心的，郑嘉颖还是现代装好看。            
(3星)	 这个happy ending，我喜欢            
(4星)	 madam ma 和 Ivan 的出场要不要这么惊艳啊！            
(4星)	 看过《潜行狙击》后，就觉得这种侦探片太假了...            
(3星)	 哎 蒙嘉慧就在给佘诗曼做配角啊 还换了个这么挫的发型             
(3星)	 案子有大有小，不时还会有常识宣讲。阿佘和KC的感情线还可以。其他就是俗套，出事的基本就是熟人。感觉HK警察的熟人很容易出事啊。难得看国语版也还行。            
(3星)	 （摇头）            
(4星)	 讨厌的钟嘉欣虽然走了却来了个佘诗曼            
(4星)	 TVB还是很有自己的风格的，一点都不逊美剧啊            
(3星)	 纯粹为了奇怪的理由看的，想学学粤语吧，还是国语版的。。。            
(4星)	 无聊，看着玩玩，不要当真了！            
(NA)	 Ivan是理想情人.            
(4星)	 虽然很不满意佘MM一上来就整的两个女主角一死一伤，但是剧情还是很好看的说！KC真的是很帅！            
(4星)	 为叻KC看的啊~            
(4星)	 a 佘~~            
(5星)	 喜欢ivan 和 bell~            
(2星)	 挺好的电视剧，为了把佘诗曼弄来居然把钟嘉欣弄死了            
(3星)	 Tim sir 和 Sam 明显退二线了，小柔成客串了，不过比汀汀好，汀汀档期排不开，都死了            
(3星)	 还是喜欢古sir多点            
(5星)	 等待第三部            
(4星)	 还是喜欢第一部            
(4星)	 蒙嘉慧在第一部的气场在第二部里完全被佘诗曼盖过...            
(4星)	 2里面把1的2位女主角整得蛮惨的，丁丁居然死了，古医生也太可怜了！结局是皆大欢喜，不出彩。            
(4星)	 没有欧阳震华的法证不是真正的法证。。            
(3星)	 星星给郑嘉颖            
(5星)	 延续了法证I的精彩，非常好看            
(3星)	 结尾烂！！！讨厌佘诗曼            
(4星)	 案情蛮吊人胃口的，但真相不够震撼。KC美好得有点不真实，我想要个欧阳震华一样的老公~            
(4星)	 不喜欢佘诗曼啊，怎么办嫩            
(4星)	 2009年 昆明（PS:豆瓣简介中首播应改成2008年）            
(3星)	 这还是法证先锋吗            
(5星)	 看到最后才发现所有人都是佘诗曼的后宫            
(3星)	 各种组合..            
(5星)	 看完的感想1、在结尾整主角是法证系列的特点么。。。2.KC还没醒啊啊揪心~3.阿佘跟刘嘉玲有点像诶。、4.Formula在结尾的礼服裙好好好好漂亮！！！            
(4星)	 连续看完第二部，期待第三部            
(4星)	 喜欢tvb的电视剧            
(NA)	 很赞的剧，香港特色~~~            
(3星)	 其实我就只想看高彦博和梁小柔的戏~~~第二部少了那么多，作孽啊            
(4星)	 欧阳胖子无条件喜欢 和小柔终成眷属。。。钟嘉欣真可怜好不容易要结婚了被炸死了。当然留下林文龙也悲剧。。突然觉得郑嘉颖还蛮帅的就是太狗血了又被炸了好么，佘诗曼还突然有了BABY~哎哟喂 还好狗血大团圆了。            
(3星)	 从此爱上郑嘉颖~            
(4星)	 阿佘 &amp; 郑嘉颖            
(5星)	 有腐            
(3星)	 没第一部好看            
(4星)	None
(3星)	 郑嘉颖是看完全剧唯一的理由            
(1星)	 十集之后果断弃剧  导演你在做什么！阿佘你在做什么！            
(4星)	 虽然郑嘉颖来了  但是剧情烂了      三角那段真是鬼扯吖            
(4星)	 欧阳震华一副欠扁样啊。。。。            
(4星)	 2天看完 酣畅淋漓啊            
(4星)	 内容有些小児科，内容表达太明显，不过就是因为这样，看了都不用动脑子，很适合放松            
(4星)	 有郑嘉颖更好哦            
(5星)	 看了这个就好喜欢郑嘉颖和佘诗曼啊~~            
(4星)	 喜欢古泽琛~            
(4星)	 案件没第一部好，但看这部郑嘉颖就足够了，很养眼。            
(4星)	 可惜第三部没有欧阳震华......            
(3星)	 明显是为了佘诗曼而出的剧集，但是没什么效果，不太喜欢马国英这个角色            
(5星)	 阿佘太帅了太帅了。第一集撕裙子那一段，帅呆了            
(4星)	 我一直都没有完整看过法证2，结果一看就无法收拾……很好看啊，现在怎么都没有这样子的剧了？            
(4星)	 港剧的结尾都要那么狗血吗？？            
(3星)	 一般            
(3星)	 没有第一部好看啊，钟嘉欣死了，蒙嘉慧去英国读书了，来了佘诗曼和郑嘉颖，他们两个就开始帮林文龙三角关系啊。帮第一部有毛关系啊，原来的主角都变成了配角，蒙嘉慧就是打酱油的。佘诗曼严格坏女人我还看得下去，她一演正义善良的角色我就觉得恶心呀。剧不错，就是不喜欢演员。我还是喜欢郭少芸！            
(3星)	 尼玛为了个佘诗曼居然把钟嘉欣弄死了，再让欧阳震华和蒙嘉慧两个大角色打酱油！然后再让两位帅哥同时喜欢她，编剧，你这是闹哪出？你喜欢佘诗曼不代表观众喜欢啊！            
(5星)	 小柔在第一部比较好看诶            
(4星)	 虽然没有第一部那么震撼和精彩,但是就是喜欢            
(4星)	 因为这部TVB，我喜欢上了郑嘉颖、、            
(4星)	None
(3星)	 好端端加这么个女的干什么。            
(4星)	 蒙嘉慧！蒙嘉慧！            
(4星)	 不算烂的续集。            
(5星)	 好看            
(3星)	 1好看.....            
(4星)	 台词搭配的太刻意 解释个什么现象 非要一人一句。。。和着大家都是百科全书            
(4星)	 很喜欢lvan跟Tim sir，新好好男人典范啊~佘诗曼的戏份似乎过于喧宾夺主了，说是法证先锋，但感情戏分量偏重，有点偏离主线了，还是喜欢第一部的剧情。ps：我可怜的蒙嘉慧不止戏份几乎被删光，更剪了个难看的锅盖头，真不知造型师是怎么想的            
(5星)	 郑嘉颖超级帅啊！！！            
(4星)	 可以的。            
(NA)	 很久以前看的            
(5星)	 很好看啊，终于看完了，喜欢TVB的探案剧  2011-8-4            
(4星)	 还是依旧好看。。。            
(3星)	 電驢佘你去死 = =            
(5星)	 模仿美国CRI风格的科学办案，那些仪器和数据，比大陆的警片强百倍！            
(3星)	 cp想法成真的一部戏哇，还是要客观评分。btw，首播日期写错咯，是2008年而不是09年哦。            
(4星)	 很多人觉得第二部案子不好，感情戏太多。其实我看完剧就觉得其实案子和感情戏的分配是合理的，一部戏不是一直查案就好看的啊，之前穿插人物的相识和感情的升华也都是稍稍带过，这个过程我觉得有必要也很合理。真正多讲感情戏的也就是最后两集，那剧情接近尾声也有必要交代一下人物感情归属。            
(3星)	 佘诗曼的鼻子真的让表情很硬誒。结局还不错啦。期待第三部。            
(5星)	 这是佘诗曼演得最好的戏！            
(4星)	 阿Sam！            
(5星)	 爱小生！爱胖嘟嘟！            
(5星)	 力荐力荐！！            
(3星)	 是法证先锋还是恋爱事故先锋啊            
(3星)	 感情戏过多 也不自然            
(5星)	 哎~主角爲什麽不是梁小柔！            
(5星)	 跟嫣一块看的~感觉最近都没有这样的好剧了            
(5星)	 还是觉得madam leung  比 madam ma 更适合那个角色，不过整体挺好，一集没落 ，全部看完了！            
(3星)	 打发时间的港片,不要太过推敲            
(4星)	 很喜爱的一部戏啊 甚至比1还喜爱 自此超级喜欢KC 把他之前的剧翻出来看了一遍~            
(NA)	 生死一线之隔。珍惜            
(5星)	 神马时候出第三季啊！！            
(4星)	 剧情不如第一部，但是有ss和kc还是大爱呀~~            
(5星)	 很多人不满阿佘把蒙嘉慧戏份抢了 其实我想说这种阵容我很喜欢            
(NA)	 不错~~            
(2星)	 没什么悬疑可言，感情也是奇奇怪怪            
(3星)	 这部剧的主题是“阴盛阳衰”……还有，主演们基本上都是狮子座的，真是神奇啊            
(NA)	 索爱植入了多少广告啊            
(NA)	 第二部有阿佘和嘉穎的加入，戲份豐滿了很多。看了很多遍，每一次都有不同的感觸。也是這部戲，徹底讓我肯定自己喜歡上佘詩曼            
(4星)	 不喜欢因为要加入SS和KC 而删除其他人的戏份，特别是YOYO ，            
(4星)	 鄭嘉穎!!!            
(4星)	 这一部人太多了点。刚开始看的时候，感觉佘诗曼在里边有点做作么。看到凌晨两点，终于看完，结局总算完美啦，有情人终成眷属。总的来说，这一部关于感情纠葛的戏份更重了。不过，很多故事的起因，不就是因为个人的感情和欲望而引起的么？这就是赤裸裸的人性吧！            
(4星)	 我喜欢侦案的港剧            
(4星)	 也还不错的             
(5星)	 为了之之 为了广东话！            
(5星)	 嘉颖绝版帅            
(5星)	 好锺意郑嘉颖            
(3星)	 TVB经典定律：没有问题的恋情即将出现大问题！见Sam和汀汀            
(5星)	 我的至爱之一            
(5星)	 很效率，很给力！第一集和最后一集很呼应~            
(3星)	 英国马马国英            
(2星)	 第二部毁了啊  英国马完全抢走了小柔的戏份 案子也不给力。。。            
(3星)	 更喜欢第一部            
(4星)	 丁丁死得好。            
(4星)	 没第一部好看            
(3星)	 6/10            
(4星)	 好看！            
(NA)	 看到21集实在看不下去了 觉得郑嘉颖就是来搅合的 案情也没意思            
(5星)	 虽然还是很好看，但比第一部差一点，而且把蒙嘉慧弄得没角色，钟嘉欣弄出局是很不爽的！            
(3星)	 受不了，太讨厌佘诗曼的马脸了。            
(4星)	 还不错            
(5星)	 爱爆了            
(4星)	 不错，TVB的破案片子还是不错的。不过多年以来的诟病是：每次案件都要牵扯主角的。            
(3星)	 2总是不如1的            
(NA)	 无感            
(3星)	 高钧贤真帅啊，卡司真强啊，逸升什么的最喜欢啦 ❤w❤            
(5星)	 依旧很棒。            
(5星)	 好!很好!非常好!嘉颖哥            
(5星)	 。。。男主叫Ivan            
(5星)	 KCKCKC~            
(2星)	 各种不现实            
(4星)	 yvonne跟沈雄好有喜感 对某蛇非好感            
(3星)	 真心不喜佘诗曼            
(5星)	 记得是大三的时候，继续喜欢香港悬疑剧！            
(5星)	 一星给TVB，一星给演员，一星给剧情，一星给2011的6月，一星给我们第一次一起看完一部剧。            
(5星)	 给五星的理由只有一个，Ivan太帅了！！！            
(4星)	 还是不错的，佘诗曼很漂亮!            
(2星)	 顶你个蒙嘉慧佘诗曼郑嘉颖……            
(5星)	 虽然第二部欧阳小华华不是重头，但剧情比第一部好看            
(5星)	 郑嘉颖好靓仔啊亲~~~~~~~~~            
(4星)	 那些刷TVB的时光            
(4星)	 感觉还可以看， 不是属于那种纯胡编乱造那种， 就是最后的大怪死的太快， 没有真正的较量， 有些遗憾。            
(4星)	 其实我好像是没看完……            
(5星)	 好好看。。            
(4星)	 怎么就莫名其妙的怀孕了？            
(NA)	 等第三部出来哈            
(3星)	 弃了，不喜欢佘诗曼，就这样。            
(4星)	 只看郑嘉颖和林文龙的对手戏就好              
(4星)	 郑嘉颖很有型很有型的             
(4星)	 林文龙是郑嘉颖的！！！好基友一被子！！！            
(2星)	 其实我想给一星的。。。。。。            
(4星)	 还不能算是狗尾续貂。。            
(4星)	 没第一本好看。            
(4星)	 YOYO好美。。            
(5星)	 超爱TVB的这一系列。。盼望3            
(4星)	 坐等3！！！            
(4星)	 很好             
(4星)	 超帅超好看 可惜有点TVB一贯的拖沓            
(4星)	 TVB的破案剧总是很有味道            
(5星)	 30完~            
(4星)	 爱情事业。香港充满着吸引力阿。 同时这也是我学习香港话的动力阿            
(4星)	 感觉没有第一部好看，有点闷，还整天都在爆炸……            
(4星)	 好讨厌挑不出毛病的人啊，我是说高sir！            
(4星)	 法政2国语配音伤不起啊，“钟嘉欣”无限次复活~昏~~            
(4星)	 这系列一向爱 不过还是1比较好看            
(NA)	 其实真正相爱的是ivan和sam吧……沈雄和淑媛这对也超有爱啊，曹永廉好帅！然后发现阿佘的演技真不错。            
(5星)	 沉迷沉迷~            
(5星)	 当年的爱啊            
(5星)	 法政我都喜欢            
(4星)	 也看了，也不记得了。            
(3星)	 第一次看电视在30小时内看完30集。。。。其实笑点还蛮多的。就是里面的人都有病~            
(3星)	 原来我看过...            
(4星)	 好讨厌佘诗曼            
(3星)	 因为这里面有郑嘉颖，眼前一亮，剧情还好啦            
(3星)	 好吧，我被最后一个场景雷到了。。。            
(4星)	 郑嘉颖❤            
(4星)	 这里的三角关系拍的好暧昧，这也是第二部最好看的地方、            
(NA)	 里面的欧阳震华，佘诗曼，蒙嘉慧，都是我喜欢的。            
(3星)	 马国英传 都浪费其他演员了·            
(4星)	 恋情是败笔            
(3星)	 三星半。多的半颗给Ivan            
(3星)	 法证 我先看的二 那时我那么喜欢佘和郑这对；完了 觉得不错 又看一 丫喜欢古医生和汀汀；回头再看法二 我很烦阿佘和小郑同志； 唉  女人啊～            
(1星)	 可以改名，马国英传~            
(5星)	 超爱的……            
(4星)	 郑嘉颖 很帅            
(4星)	 不是很喜欢佘诗曼~~            
(5星)	 和第一部一样好看。            
(2星)	 没第一集紧凑了，狗血的部分太多            
(5星)	 好看，某女死的时候，我欢呼，但是为什么蒙嘉慧走了，佘诗曼出来了，真心不喜欢            
(2星)	 肿么佘诗曼成主角了？我家蒙嘉慧呢？            
(5星)	 最后那个完美的结局就足以让你感动的泣涕零表            
(4星)	 还不错            
(2星)	 马国英列传            
(4星)	 没第一部精彩，但是很不错！            
(3星)	 佘诗曼            
(4星)	 可惜汀汀死的早。。。。            
(4星)	 续集还不错            
(4星)	 跟第一部比起来 差了点            
(NA)	 TVB，你们懂的……i都还没看呢。。            
(4星)	 郑嘉颖！！！            
(3星)	 还我的蒙嘉慧！！不喜欢SSM演的MANDAM！！            
(2星)	 狗血剧            
(5星)	 看了好几遍就是不腻。。            
(4星)	 还是喜欢第一部 。            
(4星)	 虽然加入了佘诗曼挺不错，但是削弱蒙嘉慧的戏份还是让我有些失落的。喜欢欧阳震华和佘诗曼没有牵涉爱情的惺惺相惜关系。            
(NA)	 很好看·····可惜三·····            
(NA)	 大爱阿佘~~            
(2星)	 可以说看不下去啊            
(4星)	 不错            
(4星)	 Ivan！Ivan！这部很喜欢啦！            
(5星)	 喜欢佘诗曼。。。            
(4星)	 案子比第一部简单，不是很刺激，但是爱情戏份感觉很好~~期待三            
(NA)	 欧阳震华。            
(3星)	 也许是为了看3，勉强看完了2......佘+钟的组合我都看完了，我真牛。            
(3星)	 肿莫驴脸佘连法政也不放过啊！！！又来两美男争大妈的戏码！！肿莫BOBBY跟YOYO的戏那么少啊！！！我要看胖胖啊！！！            
(5星)	 我只记得，好喜欢里面的林文龙            
(NA)	 喜欢佘诗曼那个角色，绝对性外冷内热到家了            
(4星)	 郑嘉颖和曹永廉太帅了~~~            
(5星)	 tvb警察剧的三大看点，破案，感情，警员们充满生活气息的happy hour，从前爱看前两个，现在最喜欢第三个，也许我老了。佘诗曼从来不会让我失望，女人我爱你。            
(4星)	 每一部都很好看，很喜欢这种类型的片子。            
(4星)	 好中意阿佘同郑嘉颖喺入边嘅演出~            
(4星)	 同上            
(3星)	 果然叫帼英传            
