http://movie.douban.com/subject/4016485/	杜拉拉升职记
(4星)	 去日本那段很感人 可是女主的鼻孔.....            
(3星)	 叫我怎么说呢，看过电影版之后，在那个时尚的冲击下，我不得不说电视剧的版本制作太粗糙了~~整一个乡村版杜拉拉~~里面的服饰太脱离当下了~~还是喜欢电影版            
(4星)	 比电影具体 与小说接近            
(4星)	 还是不错的~~~            
(2星)	 呃 有王珞丹 所以感觉很差            
(4星)	 比较喜欢王珞丹 演的杜拉拉的感觉..刚出社会有点傻气的~            
(NA)	 201009            
(3星)	 还不错。            
(3星)	 唔……我喜欢男女主的CP，另外男主的前妻也算美人            
(2星)	 相当做作的一部电视剧。曾经看过一期节目介绍王珞丹怎样选上出演杜拉拉，而王珞丹对于自己诠释杜拉拉的角色相当自信。说实话，这部片的败笔就是她。她演什么都脱离不了米莱。这么火的一本小说，为什么拍成电视剧如此沉寂，就可想而知了。            
(4星)	 反正我觉得挺好看的只是工作上的努力与拼搏略少了些            
(3星)	 好久没看国产电视剧，发现我真的老了。记得小时候我是电视养大的，现在看电视剧却觉得幼稚            
(3星)	 王珞丹演的杜拉拉更像拉拉，老徐毕竟老了点，相比的话电视剧要比电影更为现实一点。但也只是一点而已。现实哪有这么美好，每次遇到危机都有贵人相助。而且拉拉这样的性格，凡是都要插一手，自以为是帮助了别人，实际上根本理不清的人际关系，真的能在职场生存下去？            
(NA)	 李光洁版的王伟实在是太赞了！ 王珞丹也不错 ，两个人很配么！哈哈 特别是拉拉被王伟调戏的时候 ...嘿嘿            
(5星)	 挺有意思，年轻人看的！            
(NA)	 王伟好性感的北方腔，老男人也可以帅死···            
(3星)	 比电影版的好，虽然人物行头什么的都不华丽甚至寒碜            
(3星)	 挺没劲的以电视剧，浪费时间。电影版的更假。            
(4星)	 喜欢李光洁版的王伟，职场范儿和情场范儿都拿捏得不错。虽然带有偶像剧的底色，但是有能让人回味的东西。编剧的台词写得不错。            
(2星)	 整个过程就是一个字，忍。母亲大人说很好看，好吧，好生伺候着陪看。不过王姑娘，你能不能别老傻笑？            
(4星)	 早点演就好了            
(4星)	 还不错            
(3星)	 太，和想象中的拉拉不一样            
(5星)	 大爱啊！~~   李王伟！~~~            
(5星)	 职场片，从电视剧中学到了很多职场规则。            
(3星)	 没有原著好看，不喜欢王，演的一点也不地道            
(NA)	 拉拉            
(4星)	 花了4天看完了 能看到杜拉拉的成长 从一个初入社会的小姑娘成长成一个年薪23万的事业型女性 很干练 我也想。。。            
(NA)	 很佩服杜拉拉那种努力，奋斗，有冲劲，敢做敢当的个性。在经历感情的失败之后，她把全部的精力都投入到了工作当中，而且一步一个脚印，最终成为一个干练的职场女性。我想这种支持她的信念应该就是谁也不可靠，只有自己努力奋斗来的才是真正属于自己的，感情更是不靠谱的东西。            
(NA)	 挺真实 超喜欢华丽的电影 只是太美太想像了电视剧 真实的 很 只是男主角有些倒胃 有林宥嘉的歌 我便爱了             
(3星)	 广告广告广告            
(4星)	 至少让我感觉比电影好看~            
(4星)	 也想和穿西装的手牵手            
(5星)	 情节可能是虚构的，但给我这个观众的感触却很真实；情感或许是演绎的，但我这个观众感受到的感觉却是存在D…据说，能让听众的心震撼的交响乐就是好的交响乐；那么能让观众深有感触的电视剧也是好电视剧吧？            
(2星)	 不能忍王珞丹的大奔头            
(2星)	 感觉王珞丹完全演不出杜拉拉的感觉。而且电视剧与原著相比，缺少了很多作为一个职场小说的东西，更像是奋斗3了。            
(3星)	 在我紧闭的时候连李光洁都帅的掉渣            
(5星)	 职场上的女性想去做一番事业 总是要经过很多的周折 踏实肯干是对的 但是踏实肯干也要讲究方法 也不是谁都会像拉拉一样的好运 在越级的过程中没有被Pass掉  还有就是不管自己如何的努力  薪酬以及职业还是要靠自己去争取 不要想着这些老板会主动和你说要升级你   愿我们事业有成！            
(3星)	 剧情很一般，女主演还算演得凑和。但生活中真正能像戏里的拉拉，以朴实真诚行走江湖，抱得美男归的，是太少了，不要误导新人            
(4星)	 从情节到演技再到王珞丹，都很棒            
(2星)	 我不喜欢王XX，千篇一律的表演            
(3星)	 暑假里看的整部电视剧之一，嘿嘿            
(3星)	 鸡肋            
(4星)	 我知道没有电影美，但还是一口气看完了全部。作为一个大学生，杜拉拉一直是我的梦想，可这梦想并不现实，有时候也会让我疑惑到底什么才是真正的职场生活？！我会被感动，会渴望，同时也一无所得……            
(4星)	 其实我觉得挺好看的咩~            
(4星)	 还是喜欢电影版的            
(3星)	 2010.9.10烂片，我居然看完了，就打个三星吧，以表鼓励。            
(NA)	 喜欢拉拉            
(4星)	 一开始感觉还是蛮好的，不过越到后面韵味就越少了....            
(3星)	 还行，就是有点小说化，和现实有严重距离            
(NA)	 凑合            
(NA)	 只看过几分钟，我觉得这个角色选王珞丹来演挺不合适，这种气质的女孩演这个角色就感觉挺菜的。            
(3星)	 没看完            
(2星)	 感觉王珞丹在这里特别的没有气质~~·一点都没有杜拉拉的影子            
(4星)	 没啥说的 看这个完全为了看王珞丹            
(3星)	 一口气从头看到尾，虽然职场中杜拉拉的升职过程并不现实，但是很多场景还是很吸引人，值得一看。            
(2星)	 看完一遍不想再看，剧情老套，平淡干燥。            
(NA)	 该死的盗版碟，看到一半居然没了。。至今没看完。            
(NA)	 拖着看的，没感觉            
(2星)	 那时人们还批老徐土，这里的拉拉才真是真的土。对比一下，就觉得电影真的是时尚大片了。            
(4星)	 开始的情节和自己很像，相恋多年的男友爱上了别人，幸运的是不是我的好朋友，而是一个他的网友，对于刚刚开始工作的我真是致命的打击，看了一个开头就决定看下去，情节简单，只是觉得和自己很像，所以喜欢，我希望我可以向她那样努力的生活，也许对于许多评论大师来说这部剧很普通，但注入感情~很棒！            
(4星)	 喜欢女演员的服装，            
(2星)	 太差了            
(NA)	 还是纸质版本最好看            
(5星)	 里面很多值得学习一下！            
(3星)	 李光洁完胜，王络丹鸡肋            
(5星)	 但是还是没有现实的职场残酷啊            
(5星)	 还是多好的说。王伟很有人格魅力、很喜欢。个人更喜欢看电影版。觉得徐静蕾黄立行搭配太赞了。            
(1星)	 一集半是我的极限，看完我觉得我错怪了老徐。            
(4星)	 是晚上拿来磨时间的好剧，原著里面那些关于办公室政治的东西，被弱化了，而且女主有些矫情了，但总体不错。我喜欢里面OL的衣服。因为王珞丹，扣一星。            
(NA)	 我也要做一个职场女强人            
(4星)	 比电影更丰富的情节，当就是觉得不现实~            
(1星)	 又一部毁了原著的电视剧            
(4星)	 还不错 就是广告好多啊~~~            
(1星)	 王璐丹把杜拉拉演衰了            
(2星)	 最讓我無語的是杜拉拉從頭到尾都沒說一句英語。            
(3星)	 无力啊无力~            
(2星)	 出于王珞丹的原因看了这部电视剧，看了两集，感觉演技不咋地。。。怪不得演员都没名气，有人说李光洁演的很好，我只想说，廖化吧，可能强一些            
(4星)	 不管是电影还是电视，爱情都是主线～～            
(5星)	 很不错，职场杜拉拉，教会一些上班族如何争做杜拉拉。。。值得看            
(4星)	 小说看的太烦躁了，电视剧还好……            
(4星)	 的确是可以学到些的。。。            
(3星)	 其实主要在看李光洁~王珞丹的OL造型也比老徐靠谱很多~如果非要在电影和电视剧中选一个，毫不犹豫选电视剧~尽管我是电影爱好者，但我不是老徐崇拜者更不是绣花枕头电影护卫者，OVER。            
(NA)	 夏红最死腔，还有她老公            
(4星)	 不错~~有点偏偶像剧了。WLD和LGJ还是演的不错滴。            
(3星)	 这个杜拉拉布咋的            
(4星)	 不管怎么样王珞丹看起来很舒服。虽然情节走样啊走样。            
(5星)	 很喜欢这个片。。开始本着无聊随便看看。。后来发现很好看。。王伟和拉拉演的很好。。连夜看完了。。意犹未尽            
(2星)	 女猪脚是装逼教主。真的很hi讨厌。（林宥嘉的说谎 其实有点不配着剧）            
(2星)	 烦死王珞丹的神情了。            
(3星)	 三分全给李光洁。王珞丹用力过度……太偶像剧了            
(3星)	 李光洁真的离过婚偶 这部戏还好吧 日本地方真的很小偶 富士山 茶庄 温泉 就这些景色吧 在戏中拉拉的职业服装很炫哦 演技不是很到位 没看出来什么职场的事情 就是一部少男少女爱情剧呀            
(4星)	 终于看完了，比电影的优点就是更加详细，小到生活中琐碎的事~而且也很喜欢王珞丹，我的青春谁做主里的钱小样，也喜欢杜拉拉，杜拉拉加油~            
(4星)	 王伟太帅了！！！！            
(4星)	 挺好的呀             
(3星)	 王珞丹的表演让我觉得，她跟她公司里好朋友的感情都是虚伪的~偶尔小恩小惠而已。            
(3星)	 不喜欢王珞丹。。。            
(3星)	 仅看了最后两集...足矣~            
(4星)	 比电影好看            
(3星)	 一开始王珞丹演的杜拉拉很是让人厌烦，到了后面30%看起来还顺眼，李光洁版的王伟演得很不错，眼神表情都很到位。李彩桦一看我就感觉是整容过了，这倒是其次，主要的是她的配音让人想吐啊，我吐我吐，叶童自然的嘴巴小小上扬也不喜欢，老外完全是来凑数的，没有领导气质，哎！~奋斗办公室剧情借鉴下            
(NA)	 不适合王罗丹也不适合杜拉拉            
(NA)	 电视不错，不过对小王同学以后的戏路担忧，永远这个定位。换汤不换药。            
(4星)	 好喜欢王珞丹            
(2星)	 杜拉拉聪明机灵大方得体，王珞丹演的那叫一个笨拙固执土气呀。李光洁演的王伟还是不错的，本子的问题是太矫情，果然是台湾导演的产物啊，职场剧楞给弄成童话拍！            
(4星)	 珞丹是我比较喜欢的演员，但...实在是有点傻...王伟算是被毁了...但演员没得说...            
(4星)	 也就是“还不错”            
(1星)	 丫就一傻逼            
(4星)	 插口袋，拉拉就变主管了。            
(1星)	 poo演员 poo剧情            
(3星)	 太山寨了            
(3星)	        一口气看完了32集，之前我还以为自己应该是个工作狂，可是和她比，我差远了。她的执着和理性让我很是佩服。    第一次发现李光洁挺帅的，他演的王伟就是一个成熟，有张有弛，工作上严谨，平常就特贫。我喜欢~~~            
(3星)	 太以偏概全了            
(2星)	 难看死了，没有看完，把杜拉拉演得像白痴一样            
(3星)	 书里很领的清的一小姑娘 剧里变成一愣头愣脑的愤青了 感情戏成了重头  和原著差很多 精髓全没了            
(4星)	 比电影版更接近书籍，有奋斗史，才是我们想要看，整天讲爱情爱情的电影，除了某几位演员很出彩其余都不怎么样。个人比较喜欢王洛丹，但是对李光洁没啥好恶。对剧情来讲，有奋斗才会有故事，才是一部真正的杜拉拉。            
(4星)	 不久之后 也要面对职场             
(NA)	 我居然还在看中国电视剧。。。            
(4星)	 完全冲着王珞丹去的。。。其实也还可以，至少电视剧比书可以接受，没那么黑暗。。            
(4星)	 比电影版的不只强一点点。。            
(4星)	 其实这部剧只需要拍20集            
(3星)	 这个拉拉身上没有任何外企的气质 这个王伟有味道但太沧桑 这个helen实在是美啊            
(2星)	 除了男主角，其他所有人的扮相都挺丑的            
(3星)	 不如电影版好看~~~            
(4星)	 给新职场人的一些善意引导。某些无法发现职场规则或已经精于此道的人就不要看了，否则又要跳出来骂人。            
(NA)	 调情太多            
(4星)	 为了李光洁和后半段的杜拉拉            
(2星)	 瞅了几集，不想浪费时间看下去~客观地说，比电影好点。跟书比起来，差距就不是一点点了。制作成本低了点吧，场景、服装、道具都很粗糙。万恶的感情戏！好好拍一部职场戏真就这么难么？8过，李光洁版王伟我还蛮喜欢的~~            
(2星)	 前面还行 后半段面剧情和刻画太仓促生硬            
(3星)	 比想像中要差，王珞丹的演技么？难道就只剩下大声嚷嚷了？            
(5星)	 职场的你争我夺,却能有种真诚的心.            
(3星)	 有点小小的失望。电视剧版的和原著的感觉差好远。王伟不是那个王伟，拉拉不是这么傻气的的拉拉~哎~            
(3星)	 简单的不能在简单，王珞丹不适合演这个角色。还是徐静蕾更合适。            
(3星)	 没有电影的华丽 却 还原了原著            
(4星)	 瞒励志的，希望在职场上大家也会有拉拉的好运，同时不要忘记她的努力～            
(NA)	 还好吧            
(3星)	 看多了会倦            
(4星)	 感觉比电影好看            
(4星)	 什么都好 就是王珞丹在剧中服装和造型········不堪入目            
(3星)	 暑假家里在看 无懈可击的广告时间看的，对短发DLL无爱            
(3星)	 开始还挺喜欢的，越来越不喜欢了，，，            
(4星)	 职场女性的生存法则。呵呵。有的学。            
(4星)	 陆陆续续看了几集~~            
(NA)	 很喜欢职业女性的感觉，也为自己加加油            
(3星)	 主要是看两个比较讨人喜欢的男女主角斗嘴            
(NA)	 喜欢她的每部电视剧             
(NA)	 喜欢杜拉拉的干练，执着，看到王伟对她的爱有些感动，有些羡慕。。。            
(4星)	 开始几集不喜欢，因为感觉把杜拉拉表现的太差劲了~不过后来就好了，王珞丹表现令人满意            
(2星)	 飘渺虚假            
(3星)	 总比老徐那个好~~            
(NA)	   初入职场  一步步的往上爬   一个年轻女孩子在职场斗智斗勇  牵带着情感的纠结            
(4星)	 阔以阔以！            
(4星)	 蛮OK的 看到了职场的这个过程 有体现出一些东西 比电影强的不是一点半点。            
(4星)	 喜欢拉拉和王伟，比电影靠谱            
(2星)	 讨厌像傻瓜一样的杜拉拉 好歹也是世界500强的外企管理者吧  。。。            
(3星)	 杜拉拉其实也就那样。。。。            
(NA)	 虽然和原著区别蛮大，也蛮雷蛮失望的，但还是坚持看完了......            
(4星)	 还不错 能学到不少东西 但是副线太多 都跳过去了 恩            
(4星)	 王络丹总是挺讨喜的o.0            
(5星)	 个人觉得是所有版杜拉拉中最好的一部，演绎了有血有肉的杜拉拉。。。顶            
(4星)	 斗！！与人斗其乐无穷也！但是这片子把李鸿明写成傻逼了            
(4星)	 HR HR~~            
(4星)	 挺可爱            
(3星)	 断断续续看完了电视剧版的《杜拉拉升职记》。里面每一个被杜拉拉挤下去的高管，失败的过程都是那样让人觉得不真实。最夸张的是，每个最后离开的人都仿佛能够对所有过往释然，恢复人性本善的一面。真是太假了……如果人生拿起放下都可以这样轻而易举，那人生早美好成梦境了…            
(3星)	 应该选择看书            
(2星)	 看过之后 除了认识了个 不错的 李光洁～其他一无是处～ 这部戏让我 讨厌起王珞丹了  虚伪的要死            
(5星)	 各种杜拉拉之后……            
(NA)	 这是我第一次完完整整的看完的电视剧，相比原著还是跟喜欢原著，更详细一些，王珞丹演得不错，蛮喜欢的            
(3星)	 剧情衔接的勉强，对外企的生态反映不够准确和全面。不过这一对王珞丹和李光洁很有爱            
(3星)	 大概看了看吧，实在是不喜欢王珞丹的职场扮相～            
(3星)	 不知道是不是从那个时候开始就不太喜欢王珞丹了~为啥呢~            
(3星)	 商场如战场，那职场呢?            
(3星)	 大爱李光洁这样的型男            
(NA)	 没有电影好            
(3星)	 我觉得电影版比较真实，虽然省略了很多细节            
(1星)	 无聊            
(4星)	 还可以，据说比电影版好看。            
(NA)	   我 对王珞丹 挺有好感啊~~哈哈啊            
(2星)	 王同学，虽然我喜欢钱小样，可是杜拉拉实在没什么好感。而且，王伟太老了。            
(4星)	 和电视剧相比，老徐的电影显得那么乏力            
(NA)	 ，。            
(4星)	 其实我觉得王珞丹和李光洁演的特别真实，算是比较不错的一部励志剧。只有工作不会背叛自己，女人果然是要独立。。            
(4星)	 比较有趣，职场中人可以看看。不过现实远比电视剧残酷。            
(5星)	 完全沦陷在贫嘴雅痞李王伟的幸福生活中~~~~~~~~~            
(NA)	 心中的杜拉拉            
(4星)	 这个王伟真的比黄立行好            
(NA)	 演技一般，音乐好听            
(3星)	 不喜欢王珞丹．．            
(NA)	 李彩桦，大美人儿╭(╯3╰)╮            
(5星)	 一如既往的喜欢王珞丹，李光洁有点老了，不是很配，但是和黄立行比起来好很多啊……今年看的第一部电视剧，很好很强大……            
(NA)	 可以不要演什么都是米莱吗            
(3星)	 我怎么觉得王珞丹演谁都是一个样子             
(4星)	 王珞丹很适合演杜拉拉，在我感觉来比原著里头的活泼可爱，但觉得比较现实。            
(2星)	 很垃圾。            
(3星)	 看多了电视剧 总感觉都是那么的无聊            
(3星)	 死党迷李光洁迷到要死 我却觉得这部电视剧虽然好看 但是此好看非比好看。很多地方太过粗糙和牵强，故事是好故事，但是电视剧没有更好的细化出层次来。另：杜拉拉前半部的服装过于看起来别扭。            
(2星)	 大家是把原著吃了么。            
(4星)	 一直喜欢丹的风格，那么幽默，又傻得可爱……简单            
(5星)	 比电影好，尊重原著            
(5星)	 杜拉拉在某种程度上就是即将踏入仕途的年轻人的榜样！            
(4星)	 王伟这型不错的，喜欢他坚定而温柔的眼神，和他把拉拉拥入怀中的动作，以及他两次流着泪冲向拉拉的瞬间。            
(3星)	 王珞丹木有老徐好看！            
(4星)	 生活片，随便看看            
(3星)	 没电影版好看            
(5星)	 这部剧与电影的最大区别就是杜拉拉更纯了，也更傻了。王珞丹演出了菜鸟的感觉，但没有表演出拉拉进入DB后的老辣与成熟——职场白骨精到目前为止还没出现。至于王伟，做事太过浮夸，没有电影里黄立行“立刻，马上”的气势，有点不像职场达人。            
(4星)	 这才是WW~            
(2星)	 这个剧本的亮点是什么 主演算是比电影版的像样            
(2星)	 一个“杜拉拉”  毁了一个王络丹            
(3星)	 Ew            
(3星)	 真没看出来有什么好看的，这职场也太温和了吧！            
(5星)	 很不错            
(2星)	 拖着看完的。。拉拉当主管以后的表演都太糟糕了            
(3星)	 比起电影，稍稍有点意思。老妈看得很上瘾。            
(NA)	 感叹，中国居然还有这样的美男！            
(2星)	 只能说，这部电视剧证明了王珞丹的演技还不行。            
(NA)	 虽说众说纷纭，但是是一部看了一集就会想往下看的电视剧。            
(4星)	 整部电视剧看下来，还行，喜欢上了里边的几首歌：两个人的荒岛……            
(3星)	 前面还不错，后面有点一般~~            
(4星)	 还挺喜欢王珞丹的            
(4星)	 硬件没法和电影比~            
(2星)	 很失望，王落单拍完这个后还拽到不行。。。            
(3星)	 看过书的话`这个根本就是垃圾`如果没有王珞丹``我根本就是给一星            
(NA)	 很喜欢王珞丹            
(2星)	 不好看 没有电影好看 演员也不好看~            
(4星)	 简单，直接，相信幸福。            
(4星)	 职场竞争            
(4星)	 一开始看不惯王络丹版拉拉，后来看惯了，很喜欢他们两搭档～            
(4星)	 果然这个杜拉拉年轻十岁            
(1星)	 做作。            
(3星)	 情节过于简单，但比台湾偶像剧好多了            
(NA)	 看之前很不屑 看的时候觉得感觉还行  看完很雷            
(NA)	 李光洁于是和王珞丹好上了。。。            
(4星)	 不是特别喜欢...说不出为什么- -感觉不对!!!            
(NA)	 里面的场景还可以，不过感觉真正可以学到的东西不太多，有点过时了。            
(4星)	 还可以，不过没有小说好看。            
(4星)	 因为喜欢李光洁``````两个人如果因为快乐在一起，那就是喜欢，如果两个人不快乐还要在一起，那就是爱了。生活中遇到困难，最重要的是握紧彼此的手，此时的放开彼时你不会知道你是否还牵的起。            
(1星)	 什么都不想说了，浪费我的感情，还跑去电影院看呢            
(3星)	 我是为了王珞丹看的这个电视剧 虽然依旧那么喜欢王珞丹 可是真觉得里面的情节有些假的过分。。。看到一半 戛然而止~~            
(3星)	 太假了········            
(5星)	 王伟同志越看越顺眼~            
(4星)	 编剧还是有点问题的，杜拉拉根本就不是个傻大姐，这样的改编有欠考虑~是为了王珞丹看的，但没想到全剧的亮点却变成了李光洁，呵呵，他演王伟真的很合适~原声也挺好，很喜欢王珞丹那首《我以为》~            
(2星)	 对于任何一个作品而言，都不要先看小说再看电视，这样会破坏你对这个作品的所有好印象。            
(1星)	 像电影的山寨版            
(NA)	 电视剧到电影 就是个悲剧            
(5星)	 32集一口气看了下来，拉拉工作加班那个劲就像当初的我，可是我在升到主管后辞职了我曾经从学校出来工作的时候也是个小傻领导分配下来的任何工作，不管是不是我的职责范围，都愿意接下来试试，加班都要到十一二点，根本没人知道，拿了那么一点不相称的加班费还被人说闲话我忍！我就比你们强            
(3星)	 总觉得王珞丹嫩了点~~没有徐静蕾的那个成熟的范~~王珞丹的杜拉拉怎么感觉像小屁孩~~            
(4星)	 我沦陷了，李王伟。完全在看男人。。。他的轮廓跟chuck有点像。。。            
(3星)	 和外婆一起看。黑龙江卫视。            
(5星)	 因为王珞丹            
(NA)	 哎呀  觉得拉拉跟王伟老有夫妻相啦..             
(3星)	 王珞丹以钱小样的神韵演出了一个有点傻气的杜拉拉，剧中的职场戏也显得有点浅白，电影版的与之一比，似乎也没那么不堪了……            
(2星)	 看了书 觉得很好看后来看了电影 觉得(╯﹏╰) 后来又看了电视剧 觉得(╯﹏╰)~~(╯﹏╰)            
(3星)	 画面还不错，王伟很帅噢 ~拉拉加油，拉拉教了我许多~            
(5星)	 http://bit.ly/9c0pTh 这里有视频，在线免费的            
(3星)	 听说杜拉拉开始拍得时候。我就很期待。。开始播了之后。更是在pps上面连着2天就看完了。。看到最后，都有点看不下去。。我以前挺喜欢王洛丹的。。看了这个之后就不怎么喜欢了。。看过原著。。虽然不要求百分百跟原著保持一致。。不过还是觉得跟内心里的那个杜拉拉有点差距。。            
(NA)	 谁都把自己当杜拉拉了... 哼~            
(4星)	 觉得比电影版好看，李光洁演的不错            
(4星)	 人犯了错误总得付出代价，不是你说一句对不起我就得说一句没关系。            
(4星)	 总体还好，就是结局很雷人            
(4星)	 我觉得比老徐拍的好            
(4星)	 超级喜欢李光洁。演得太出彩了。            
(3星)	 比起电影版的我喜欢这个多一点。。。            
(NA)	 太恐怖了 生殖器            
(4星)	 事业比爱情可靠，只可惜，事业却永远无法取代爱情！总体感觉不错，但毕竟是电视剧，太过于美好了。现实生活中究竟会怎样，谁知道呢！            
(4星)	 介于三星和四星之间，打游戏的时候、睡前都会寻找一个频道听着，不知不觉就差不多看完了。            
(4星)	 演的一般，剧情不错，和电影版靠老板攀升完全不一样。工作就该这样。。老爸让看的，希望对以后工作有帮助            
(NA)	 还是觉得电影简单点            
(4星)	 电影比电视剧好看            
(5星)	 电影看过了，小说书看过了，现在在看电视剧。三种方式中，电视剧最为痛快。王伟演得很不错。            
(4星)	 还行吧.就光听王伟那样说话就挺好玩儿的了            
(4星)	 很朴实的一个角色            
(4星)	 比电影版的是好看多了。            
(NA)	 励志。            
(5星)	 很好看，很贴近生活，看了后很有教育意义。很欣赏拉拉的优点，做人，处事方方面面。            
(4星)	 真正的实习过后才明白：原来不是人人都能杜拉拉。            
(NA)	 前面看着不怎么样5级以前觉得王璐丹有点装傻或者叫装天真！第十级往后还行！整体上符合原作！电影就别提了情节不对，搞成那样也挺难为那编剧了。。。。。            
(3星)	 李心洁不错~            
(4星)	 喜欢看王伟和杜拉拉逗贫            
(3星)	 王珞丹 好像没有不支持的理由 就是太脱离现实            
(4星)	 喜欢里面王珞丹和李光洁斗嘴的戏，服装与电影比起来确实差了好多，刚开始还不准备看的，看完了觉得还不错，不过怎么都不如书啦。。            
(3星)	 土只有一个字            
(4星)	 真实的职场中，这么大大咧咧的姑娘绝对上不了位。            
(4星)	 对于刚刚入职场的女性还是值得看下的  自己的职业规划 必须要有计划和目标  很多事情也必须得有主动性 去争取 对自己说加油！            
(2星)	 还是原书好看，而且剧中人物还是徐静蕾更符合杜拉拉的形象！只是电影版更是胡扯！            
(1星)	 有必要拍这么长么？1小时搞定的故事            
(4星)	 说实话，前半段还是学到了不少东西后面就是不太有趣的个人感情纠纷了。。。            
(4星)	 虽然有些造型和道具有点粗糙，不过男主角可圈可点，果然是实力派的。绝对是完美的王伟人选。杜拉拉在里面有点傻，应该更精明一些才是。不过王珞丹和李光洁还是挺般配的哈            
(4星)	 欣赏她的纯粹、睿智。            
(NA)	 这部剧就看李光洁一个人。            
(3星)	 至少 我看到了一个人的蜕变            
(1星)	 垃圾中的战斗机            
(1星)	 杜拉拉生殖记            
(NA)	 喜欢王罗丹            
(4星)	 改编的很大众化，有感情纠葛又有励志成分。            
(4星)	 基本没怎么跳着看的电视剧 真的不容易            
(3星)	 在追求成功的路上，还能像杜拉拉那样保持那颗单纯的心吗？            
(3星)	 喜欢王洛丹            
(NA)	 结果，杜拉拉却是不幸福滴...            
(1星)	 我没看完，因为王珞丹，看了几集，这个公司的五百强真强，演的也太假了吧。我真不知道还在热捧什么。 我承认我不客观评价，但是真的很假            
(4星)	 我觉得王珞丹还多不错的呀···为什么我会觉得李彩桦老了好多啊·            
(3星)	 离开 放下 接受一切变陌生            
(NA)	 他俩 真挺配的            
(3星)	 上完课回家把最后半集杜拉拉看完 皆大欢喜皆大欢喜 还是很讨厌编剧大刀阔斧的改编 不过最后李斯特太可爱了 王伟也还不错 最喜欢的还是海伦啦&gt;&lt;            
(5星)	 没办法。。喜欢王珞丹            
(5星)	 男朋友说和我很像，其实我想说，她代表了我们一大批的80后            
(2星)	 王络丹只有那一个表情  那主角不够美型哈哈    陈慧珊老了 哎             
(NA)	 珞丹非常单纯啊...            
(5星)	 这个杜拉拉，很像自己。            
(3星)	 今年可以看的电视剧            
(4星)	 李光洁啊......            
(NA)	 有你的片子一律不看....丑..            
(3星)	 和徐的首部商业大片一比明显好多了            
(4星)	 比电影版真实，还有看起来更搭调的王珞丹和李光洁。            
(2星)	 简直像杜拉拉谈恋爱记，小说中关于职场的精华部分所剩无几，给人感觉就是“搞好领导就能升级”= =  ……，而且王珞丹把刚进公司的杜拉拉演的有点像傻大姐，使后面的形象产生一种生硬突兀之感。            
(5星)	 我就是觉得好看！            
(5星)	 大爱王珞丹版杜拉拉            
(5星)	 职场生活~            
(3星)	 喜欢日本的茶田！            
(3星)	 觉得比电影版好            
(3星)	 职场人还是该看看的            
(4星)	 职场电视剧，多多少少能学到些东西吧。            
(4星)	 虽然后很多bug，但还是觉得杜拉拉很可怕~~            
(4星)	 我觉得有时间真的应该好好的感受一下            
(3星)	  自奋斗、我的青春谁做主后，王珞丹开始下坡路了            
(4星)	 喜欢王珞丹            
(2星)	 只看过一点，比电影好一点，还是烂            
(4星)	 电影版里连个名车都是……马自达的……也有点儿杯具了吧            
(4星)	 王珞丹 李光洁             
(3星)	 这部剧，没有让王珞丹，更红，反而让我更喜欢李光洁，也许是因为他饰演的是个北京爷们，超爱这样的男人            
(NA)	 有些现实的存在，偶像说我做事的那个劲有点像她。            
(3星)	 乡村气息浓郁，片头曲给力            
(4星)	 王珞丹气势还是不怎么足呢。都不像拉拉了            
(3星)	 只能说，王珞丹演的不像。            
(3星)	 想了很久，王珞丹究竟是会演还是不会呢？            
(NA)	   确实和小说有差距，但是还值得一看啦            
(4星)	 因为先看过电影，电影版的只不过是老徐自己一个人的梦而已。有点失望。。。电视版的还比较衬。开始不怎么期许，后面看着还挺来劲，能看到生活一些面。            
(NA)	 徐静蕾华丽转身，玉女---才女---熟女            
(4星)	 于是我就这样无可就药的喜欢上王珞丹……            
(3星)	 还是喜欢杜拉拉的书，虽然文笔实在比较一般，看电影版的时候，差点把徐静蕾当作王络丹，实在觉得她俩撒娇的表情动作语气都很像            
(2星)	 反正王珞丹看起来很傻            
(5星)	 其實感覺裏面是一種愛情和事業共同展現的，不顧覺得雖然結尾貌似美好，但朋友們的紛紛離去和一個不算太美好的愛情結局讓人心裡很不是滋味。畢竟經歷過的不能說放下就放下，或許愛情事業都是有得必有失吧            
(4星)	 李光洁的眼神迷死人            
(NA)	    呃！ 跟电影是差远了  服装  人物气质 取景 但王珞丹还是很喜欢的 就是白瞎她了             
(2星)	 编剧和导演的都足够死板            
(3星)	 有些职场观点有点用。            
(2星)	 演员太差            
(5星)	 不錯~            
(NA)	 老妈活生生被掰成李光洁fan==            
(1星)	 哪找的演员啊都是。北京分明是上海怎么男女主角操着一口京片子~然后其他的都是配口型...还可以一边英文一边汉语的和BOSS对话。毛啊毛啊。怎嘛许仙都职场女性。天雷勾地火都雷翻算了。            
(5星)	 嗯。。确实描述了职场的一些方面，有所启示，以后职场要好好努力。。大爱李光洁~喜欢王伟和拉拉的拌嘴            
(3星)	 还是喜欢电影里那种性格的杜拉拉            
(4星)	 外企的那种奋斗、那种成长。有些戏剧化了、但是还能抽离出一些真相。终究有可能会面对的生活……            
(3星)	 比电影内个强            
(NA)	 爱情剧。。            
(3星)	 我还是爱看书···王同学也太2了吧···            
