http://movie.douban.com/subject/1763607/	巴厘岛的日子 발리에서 생긴 일
(5星)	 其实很现实            
(4星)	 赵寅成 我喜欢            
(5星)	 记得当初的日子            
(5星)	 如果她能早点说出那爱，那结局就不会是这样的残忍。            
(5星)	 结局是悲剧，中间很浪漫。喜欢            
(4星)	 现实果然没有童话            
(5星)	 不同于一般的韩剧。            
(4星)	 结局意料之中 却难以承受            
(3星)	 看的头大。。            
(5星)	 心中韩剧唯一神作            
(NA)	 最喜欢的韩国电视剧。。。大叔！            
(4星)	 所表达的现实与人物心理是非常深刻的, 但是垃圾无用多余的剧情部分太多。10集就足够了。            
(5星)	 还是哭~~~            
(4星)	 因为河智苑看了这部连续剧，因为这部连续剧，而喜欢上了赵仁成            
(5星)	 绝版了，从此对你一发不可收拾~            
(4星)	 因为巴厘岛和赵寅成而看...结局...太过分了！            
(4星)	 看的我揪心的哦~结局意外~            
(2星)	 很没有道理的爱             
(NA)	 我从始至终搞错了男一号            
(5星)	 郑在民            
(5星)	 成的经典            
(4星)	 很纠结的剧情，女主角到底喜欢谁是个问题。。。            
(5星)	 不错            
(3星)	 太惨了·～            
(4星)	 结局不好，看得很郁闷，导演重拍个版本吧~~~            
(3星)	 没懂`            
(5星)	 经典            
(5星)	 多年后提起这几个字还会心痛扼腕不能呼吸            
(5星)	 结局有点儿灰暗。            
(3星)	 虐            
(4星)	 不错哦            
(5星)	 最爱的一个电视剧。            
(3星)	 最后一集的最后结尾有些意外，让人无法接受。但前十九集对情感的表述非常细腻，还是可以看看。            
(5星)	 最喜欢的韩剧！！！            
(5星)	 CC            
(NA)	 赵仁成好帅            
(5星)	 经典经典的韩剧            
(5星)	 超可爱的郑在民，可以不止看一遍            
(NA)	 雷人            
(4星)	 结局很狗血“不把我的心给你，是为了守住我最后的自尊”在民说:“从巴厘岛开始，我的人生就打结了” 开始的开始就是个错误，这四个人根本不该相遇            
(NA)	 好看            
(4星)	 这片子应该是05年时看的，具体剧情都不记得了，只记得好像满好看的，而且很虐，什么时候再找出来看看            
(3星)	 男猪脚            
(5星)	 在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民在民仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁旭仁            
(4星)	 赵仁成太帅了            
(3星)	 我最后的尊严就是不把新给你            
(NA)	 巴黎岛夕阳下的悲剧            
(5星)	 巴迷            
(5星)	 超爱赵仁成            
(NA)	 的确让人心很 疼 尽管我看的是TC版            
(5星)	 赵寅成——最爱啊            
(5星)	 无法再悲伤的一个故事~            
(5星)	 从这部剧爱上赵仁成            
(5星)	 看了无数遍，但是每次看到wuli小寅成哭，我都眼眶子发热，受不了啊！            
(3星)	 冲着苏志燮看的，却！讨厌他在里面的角色            
(5星)	 沉迷于现实版cinderella的剧情中·和那个背着双肩包笑起来很温暖的男人^^            
(NA)	 现实 爱情 阶级             
(4星)	 在民的爱太自私了.也许死亡对他们来说是最好的结局.            
(3星)	 结局啊，太出乎人意料            
(5星)	 头和尾太经典了            
(5星)	 这个我太喜欢了            
(5星)	 最爱            
(4星)	 结局很悲剧。            
(3星)	 双肩背赵仁成            
(5星)	 少数会看第二遍的韩剧。当年因为太喜欢《对不起，我爱你》，因为太多人推荐，所以去看这部韩剧，看剧非常容易哭的我从头到尾都没有掉一滴眼泪，可是心里闷得不得了。            
(4星)	 赵小兔被广而告之的作品，范儿足，却不是我最喜欢的，非常非常讨厌里面的河智苑，这样一个女人值得两个男的为她要死要活？            
(4星)	 剧情不错            
(3星)	 很喜欢里面的赵寅成。。            
(3星)	 结局很悲！            
(4星)	 仁旭是我的理想型，只是结尾把他搞坏了            
(NA)	 才看完没多久··太喜欢到了··可惜是悲剧···            
(5星)	 已经不记得当年为什么会哭成那样了...反正三个主角都成了我最关注的韩国影星...            
(5星)	 爱啊爱啊爱呀爱            
(5星)	 难得的好片            
(5星)	 好现实的剧啊，血腥的结局            
(4星)	 恩，不错，我还买了碟。            
(NA)	 好看好看            
(3星)	 一直没看，可能也不会看了。。。            
(5星)	 赵寅成。            
(5星)	 我最最最最喜欢的演员到齐咯！！            
(4星)	 很难得韩剧，            
(3星)	 看不懂，没看懂            
(5星)	 强烈推荐。纠结的爱情故事，我喜欢。往死里纠结，天下大乱的感觉真好。            
(3星)	 巴厘岛的日子             
(5星)	 经典            
(5星)	 虐死我吧。。            
(3星)	 女人的悲哀啊            
(5星)	 悲惨的结局！！！            
(3星)	 莫名其妙            
(NA)	 非常爱！大爱！无敌爱！            
(5星)	 很不错的剧情....真实的演绎            
(NA)	 说不清楚喜欢还是不喜欢，最后的在民真的演得很好            
(NA)	 结局很难受            
(3星)	 结局出乎意料            
(NA)	 在爱情和金钱面前，倒底选择什么？            
(5星)	 7.7 赵仁成            
(5星)	 争议最大的剧 两个极端 冰火两重天 但 不可否认的是 仁成这个角色实在让人忍不住疼惜            
(5星)	 绝对的经典啊!!!赵寅成和河智苑的演技绝对无敌!            
(3星)	 过火了~            
(5星)	 一直觉得最好的一部韩剧。即使不再痴迷于赵寅成，即使不敢再看一遍。太过于现实。            
(NA)	 看过七遍了            
(NA)	 韩剧中的经典,值得一看            
(4星)	 不错..偶喜欢...导游小姐与有钱人的爱情..明确说不是爱情,,,是因为钱的作祟....            
(3星)	 太压抑了。            
(NA)	 哭死我了            
(4星)	 既喜歡又討厭  令人又愛又恨阿            
(5星)	 至今最喜欢的一部            
(NA)	 相信水晶不是个脚踏2船的女孩子，在民的孩子气是打动过水晶额 夔哥再次演绎了忧郁深沉男            
(5星)	 看过3遍后 被我删了 我极端。。。            
(NA)	 很残酷的爱情            
(NA)	 555555，是悲剧。            
(2星)	 超不喜欢女主角            
(3星)	 明俊In-seong jo            
(4星)	 爱情就这样兜兜转转            
(3星)	 因为赵仁成才看得             
(4星)	 苏苏和仁仁真的好帅哦　　爱死了            
(5星)	 值得回味            
(4星)	 看过几集，好看            
(3星)	 又臭又长            
(4星)	 　在民因公事而与未婚妻英珠一同来到印尼的支社，尽管他劝告英珠这次只是短暂的出差而已，但英珠却为见昔日男友一面而执意前往。 　　 　　 自从与英珠分手后，仁旭来印尼工作已经三年了。这三年来，单调反复的工作以外，所见到的就是高尔夫球及游泳池。他从不与这里的韩国人来往，反而生活在更加封闭的世界中。他精通英语和印尼语，因此同当地人混得相当熟。他除了工作以外，很少与支社里的人来往，所以职员们都很怕他。 　　 　　 听说P公司将与英珠家的公司合并，仁旭决定辞职。他希望在离开印尼之前游览一下巴厘岛，于是            
(5星)	 喜欢,就是喜欢!            
(NA)	 很不可思議的開頭...更不可想像的結尾了...不過整部戲真的讓人很值得回味            
(5星)	 绝对震撼的韩剧……深沉的主题……            
(5星)	 结局真不像韩剧            
(3星)	 悲剧收场．不好的结局．            
(5星)	 绝望的爱,到心碎！            
(4星)	 不知该如何评价才好,只是仁旭的那种性格我很欣赏,多少会看到一点自己的影子吧            
