http://movie.douban.com/subject/3328794/	欢乐合唱团 第一季 Glee
(4星)	 终于看完了。。。。            
(3星)	 木有迷人的男女主角，当觉得要敢于做真是的自己，蛮励志的，还有翻版各种流行英文歌，唱出了不同的感觉很赞~~            
(2星)	 弃            
(5星)	 又是西班牙语课~~听到了《非诚勿扰》里的背景音乐，忒嘈勒            
(3星)	 看到十多集本来打算放弃了，最后几集突然变得非常好看，每集的歌曲都有个主题，比如麦当娜、雷姐什么的，不知是不是换了编剧，准备接着看第二季。            
(4星)	 hemo~好乖            
(4星)	 剧情什么的就不要太纠结了 歌舞题材的都是我的菜啊~            
(4星)	 在家里卧床用笔记本看glee的时候，在一边看电视的偶娘突然冒了一句：“歌挺好的~”            
(5星)	 emma的发音很有魅力啊！！            
(4星)	 剧情还行吧，歌也还行            
(5星)	 大爱Glee~            
(5星)	 我追切仅追的一部美剧啊~！！！            
(5星)	 每个喜欢音乐的人一定会在里面找到共鸣            
(NA)	 好看到爆            
(3星)	 音乐真的不错，虽然剧情我完全无爱·····            
(NA)	 很欢乐！第一季END！            
(5星)	 i love you all all all            
(3星)	 美国人就爱这种歌舞系列了，，我觉着远没有modern family来得精彩。。不过音乐翻唱的确是不错            
(NA)	 S1E1 E19            
(4星)	 歌还不错 就是两主角都太傻了。。。。 stud和kurt比较有爱~ sue姐太有型了  ps: 总觉得kurt和幼年版leo有点神似            
(5星)	 灰常好看！            
(5星)	 两天搞定！！！！！！！！！很不错嘛！！！！！！有好多好听的歌曲！！！！！！！！！！！            
(3星)	 整部片有点莫名其妙。。。            
(5星)	 热血沸腾啊~            
(3星)	 有没有人把歌舞剪切下来弄成合集？？那样我就不用忍受这白痴剧情了==！！            
(3星)	 只是听歌            
(4星)	 如题~欢乐！            
(5星)	 喜欢欧美音乐的一定不要错过，阳光灿烂的美剧。            
(3星)	 为什么我觉得很一般呢…歌真的是很好可是这个剧情。。。            
(2星)	 GLEE什么的简直是翻唱MV大串烧。            
(4星)	 歌很棒！剧情不评价……            
(4星)	 最可爱的高中生。            
(3星)	 纠结的情节。。。            
(3星)	 这是你们这一代的通病，你们喜欢给自己贴标签。            
(4星)	 剧情线超弱，不过歌有些还不错，犹太小姑娘中气真足啊，take a bow~~            
(4星)	 剧情狗血得要命，但是歌着实不错。冲着音乐给四星            
(3星)	 有生之年一定要看一看传说和这个一样挑战观者智商的暮光之城啊。            
(4星)	 挺搞笑的            
(4星)	 剧情有硬伤，不过音乐很赞，演员很漂亮            
(NA)	 歌很好听，但是女主角极其反感            
(5星)	 好听的歌太多了！！！            
(NA)	 里面的歌曲很好听。。。总结经验是，凡是能在里面露个脸的演员，都是能够一鸣惊人的歌手。。。            
(NA)	 will的声音真好听            
(NA)	 多希望大学时我们那帮朋友也成立个某某团，这样就能在每天吃喝玩乐、学生工作、笑闹八卦、下课上课之外多了点追求，尤其是能多一点大家一起团结奋斗的经历和记忆。。。            
(4星)	 全当听歌了~            
(4星)	 歌确实很好听。人实在不怎么样。。看我能坚持到什么时候。            
(4星)	 每一个人都是特别的存在，即使在别人看来他是怪兽，但总有发光发亮的地方。很喜欢里头的歌舞，还有一种团队精神以及进取不服输的勇气。。            
(NA)	 不错            
(5星)	 &gt;&lt;             
(4星)	 主要是想听剧中的歌~            
(5星)	 真的很适合我们青少年看啊   歌也很好听啊            
(3星)	 歌舞剧，老美就好这口。            
(5星)	 苏女王的霸气~~            
(5星)	 音乐带来的快乐几乎让人落泪。            
(4星)	 看了我两天终于看完了。。喜欢里面的各种经典翻唱啊。            
(3星)	 音乐很不错，唱的也都很好。但男女领唱不仅没有高校音乐剧里那两位的灵气，而且性格简直就是花痴。            
(5星)	 太好看了。这帮高中生太能唱了            
(4星)	 歌真不错，不过这情节我就是入不进去，呵呵            
(4星)	 我真是太讨厌Kurt了!!!一颗星就是扣在这里的。            
(4星)	 又发现了一个好看的美剧....            
(3星)	 不是很想看呃.....            
(3星)	 剧情很恶俗，音乐很惊艳！            
(NA)	 有爱~            
(5星)	 喜欢美剧和音乐的吸血鬼小姐的最爱.....里头的歌虽然多是翻唱，但是都别有一番感觉            
(5星)	 大爱！            
(5星)	 22            
(3星)	 两个主角太2b。苏真可爱，重温《亡命天涯》的时候，发现哈里森福特医院的那个暗恋他的女同事就是她演的。            
(5星)	 Sue！！！！！！！！！！！！！！            
(5星)	 很好看啊~            
(3星)	 很娘的感觉，貌似就是桎梏在一个圈子里大家进行戏剧性的情节推动，并且还很生硬牵强。许多很man的音乐因为做的很花哨依然感觉很娘…还有强势的蕾丝边和妖娆的小钙神马的。喜欢退出拉拉队后的奎恩,剪了发之后的帕克…他俩很搭。其实这剧我还联想到了新白娘子传奇…都是神神叨叨的演着演着就唱起来了……            
(5星)	 选的歌都很好听，大爱~~            
(4星)	 Don&#39;t Stop Believing啊...各种欢乐各种雷人各种基情的啊...各种Glee一周游啊...控的就是歌！            
(3星)	 主要是歌曲~            
(NA)	 I am who I am (amazing OST)            
(4星)	 音乐给力            
(4星)	 我就是作为一个平时不怎么听欧美的人来负责听歌的……除去搞笑部分 剧情饭表示这剧情真的差不多接近我忍耐下限了……PS rachel长得不怎么样唱得很棒…… Q我是你颜饭可是你唱得不怎么样……= =             
(4星)	 1.哈哈哈哈哈2.各种欢乐+各种会心一笑=各种美3.我爹坚持说kurt同学是位女演员演的……我无情地击碎了他的少男心。4.mr.SHOE真的让人很想蹂躏一番XD            
(NA)	 越看越没意思            
(4星)	 好吧,剧情很狗血,不过音乐还不错```            
(NA)	 每次都能收获新感动~            
(4星)	 里面的关系是要有多混乱。。。歌很好听倒是真的。。。两颗星给里面的音乐！            
(4星)	 觉得sue巨可爱。。讨厌女主因为她简直就是小三专业户而且觉得世界是围着她转的= =~ 拜托让她除了唱歌别的时候不要出现了            
(5星)	 男猪给我的感觉很像约瑟夫·高登-莱维~~强烈希望他和他老婆离了，娶辅导员。。哈哈哈            
(5星)	 歌太赞了。。。            
(5星)	 好看，第二季以后看！！            
(4星)	 歌不错,SUIT UP还来客串了吧            
(3星)	 当你终于发现自己只是一个平庸的loser，当周围的世界充斥着你难以忍受的丑陋和无聊，当你被生活的重负压得快要失去梦想的勇气，当昨天的光芒渐渐逝去，你难以避免地成长，至少，你还可以大声歌唱。            
(4星)	 这部的剧情狗血啊混蛋！很狗血有没有！！鞋老湿的最终CP都不知道是谁有木有！！F倒是是跟R还是Q！！！K你到底是跟小基佬还是小胖子！！！S你到底想干嘛！！！            
(4星)	 Even though everybody in glee club looks like a drama queen，but I do love them~PS：NB好听的歌曲完全掩盖了有点脑残的剧情~            
(4星)	 竟然觉得很好看。。哎 SHU跟他太太真是现实版的一地鸡毛啊。哎。// 一整部剧我貌似就一直在盯着KURT看。。18集改成western boy的形象好帅呀~还有他爸爸在FINN说他伪娘的时候跑出来defend他真是太man了！！！            
(5星)	 不知不觉第一部就看完了，好快。虽然剧情有点不尽人意，不过只要想到每集都会有几场现场版MV就会不自觉地兴奋起来，而且还知道绝对不会让你失望，这种感觉真好。嗯。            
(3星)	 大概因为对歌舞类的剧不感冒 。。没继续追下去。。            
(4星)	 为什么我瞄上了跳舞很棒的那个亚裔？            
(5星)	 之所以给五星是因为把它当歌舞片看了╮(╯▽╰)╭            
(3星)	 其实  光听歌 就够了嘛            
(5星)	 大爱鞋老师             
(5星)	 有梦想，什么都可以。            
(4星)	 Cool~no matter how suck the plot is，the music is just so fu**ing fit。            
(5星)	 I hope the show will never end!!!!            
(3星)	 音乐原声很好听~~~~            
(5星)	 SO NICE VOICE!            
(5星)	 没想到这么好看！太和我口味了！            
(4星)	 原声听了一遍又一遍啊啊啊~            
(3星)	 除了Kurt都不重要OvO            
(3星)	 还是更喜欢HSM···            
(NA)	 她们的唱功好赞呀~~~            
(NA)	 美剧一般我看个第一集的十分钟就知道我要不要继续看，这部我不喜欢            
(4星)	 歌很赞            
(4星)	 你可以吃中饭的时候看也可以吃晚饭的时候看，健胃消食休闲娱乐多重功效。            
(3星)	 不错不错！！            
(4星)	 第二季，走~            
(4星)	 剧情弱智然而歌声动人，尤其最后一集中ND的所有曲目都是如此的催人泪下            
(5星)	 经典必看美剧之一！这种类型的歌舞喜剧连续剧很少，剧情很轻松搞笑，而且里面的歌都很好听，强烈推荐！            
(5星)	 超爱！            
(3星)	 好狗血、好没有编剧的剧情啊，让我一而再、再而三的怀着极大的耐性看完了整个一季。实在搞不懂为什么会获得这么多的艾美奖，感觉好一般啊~~PS：女猪脚还丑啊，这么大的嘴；科特演的好到位，不会真是gay吧。            
(3星)	 看到15集，放弃，太烂了。重新又捡起来~~            
(5星)	 就当听歌吧 剧情可以忽略不计！~            
(4星)	 4星想给的是歌舞和演员，剧情就算了            
(4星)	 泪点低几乎每次一唱歌我就开始哭……但是除了啦啦队长其他演员都无感，剧情傻逼            
(5星)	 一路感动，知道在这样的年纪，我很少这样了。            
(4星)	 看到后面就没劲了            
(4星)	 小朋友和剧情太天真，歌实在很好听            
(4星)	 剧情毫无逻辑可言的歌舞片            
(NA)	 OMFaithfully            
(4星)	 情感混乱的一比啊            
(4星)	 我喜欢will            
(NA)	 整季变成都在盯着puck和quinn看=  =            
(4星)	 剧中的表演是令人神往的。            
(5星)	 剧情还行，歌好听            
(NA)	 远胜original version            
(4星)	 剧情没什么看点 全为是看看有什么歌好听的= =            
(4星)	 莺歌燕舞            
(4星)	 歌舞可加一分            
(5星)	 爱听美国流行歌的都必须看。            
(5星)	 好久没看过歌舞电视剧了。high了就唱，不high也唱。            
(5星)	 音乐很棒~~~            
(3星)	 真心看不下去了 半截拖了将近半年            
(4星)	 能说话的时候就唱歌~能好好说会话么~            
(5星)	 听歌~            
(5星)	 让我看到真正快乐唱歌的合唱团 , 有激情, 有实力, 最重要的是有欢乐 ...            
(4星)	 有梦想的感觉真好            
(3星)	 已然狗血了……只剩下歌还不错……            
(3星)	 还行吧            
(4星)	 里面的歌舞太棒了,最喜欢看这种歌舞剧了!要是剧情再棒点.我会爱爱爱爱死            
(4星)	 强忍着剧痛看了10集，终于弃了，不理解为啥这么火……            
(4星)	 其实很讨厌里面纠结的部分 感觉太不自然了  但歌很好听 很热血            
(4星)	 欢乐啊欢乐            
(5星)	None
(5星)	 很欢乐            
(5星)	 就爱歌舞剧！            
(5星)	 追着看            
(4星)	 为的是那些重新演绎的好听的歌，以及御姐的搞笑使坏和偶尔温情。            
(4星)	 歌不错            
(5星)	 就是爱音乐剧。。。看完直接GLEEK。。。。。。            
(4星)	 歌舞青春电视剧版            
(3星)	 冲着Kurt看的，除了主角很碍眼其他都还行            
(4星)	 if i was in such a club when i was a high school student...            
(5星)	 大爱大爱！~~~glee里的每个人都爱~~~            
(5星)	 剧情简直荒谬极了，而且人物性格设置都奇奇怪怪的，难以让人有好感。但是里面那些歌实在是难以割舍啊，有许多都好过原唱。五星是给里面的歌的。太有爱了。            
(5星)	 超级无敌赞。不用花时间思考的剧情，但可以让人入迷。这歌舞，啧啧……            
(5星)	 过年的时候看最适合了            
(5星)	 音乐一如既往的强大~            
(4星)	 其实我还挺喜欢...will的理念让我觉得很不错.            
(4星)	 超级肥皂剧。            
(5星)	 人需要被认可，但是别人对我们的认可，而不是我们对他们的迎合~~glee即是如此~~            
(5星)	 超爱~            
(5星)	 跟了两季了，等第三季！            
(5星)	 很好看，不是音乐，而是那种青春自由的奔放            
(3星)	 忽略掉烂到屎的剧情   忽略掉我看了就想转移视线的女主脸  这是一部相当好的音乐歌舞剧   歌曲的创作和改编还有舞台上的感染力都深得我心   每个人都是明星   这才是高中的青春时光呀~~~ 给3星            
(3星)	 不追了。            
(NA)	 挺欢乐,这位MRS SUN 嘴太毒了,赶超了穿普拉达的女魔头.            
(5星)	 超~~~~讚            
(4星)	 我很喜欢老师＞3＜            
(4星)	 所有妹子里最喜欢Quinn妹子，Rachel你再励志还是觉得你最讨厌            
(5星)	 jesse和maurice好像！            
(5星)	 ╮(╯_╰)╭ kurt真心萌~~finn太憨厚了~            
(5星)	 Bohemian Rhapsody ！！！！！！            
(5星)	 歌很棒            
(4星)	 当成好歌推荐指南比较好使~            
(3星)	 剧情终于到了unbearable的地步了。。所幸音乐还不错            
(4星)	 我真心不喜欢rachel...真心喜欢kurt...            
(5星)	 第二部让我流泪的美剧（仅限最后一集）虽然剧情很狗血，但歌好听死            
(5星)	 轻松快乐，喜欢美剧和音乐的人别错过，里边演员有很多都是实力派，继续跟，哈哈。            
(3星)	 不喜欢 泪 我不是故意不喜欢的 辜负某人的热情推荐了            
(5星)	 Glee！这才是给力！            
(NA)	 主角长得太丑了，视觉党表示不能忍。弃剧。            
(5星)	 看到流泪，哪里欢乐了。美国人民最爱这种平民调调了。很高兴看到JANE从查理的腹黑心理医生正式变身成为大魔王，女王范儿啊有没有，黑暗系的最终BOSS啊。膜拜！            
(5星)	 为了歌曲5星            
(3星)	 舒太像赵本山了            
(2星)	 不知道为什么就是觉得好看            
(5星)	 奇葩联盟啊!!!!!!!!!!!            
(4星)	 最后几集是止不住的泪啊。            
(4星)	 某几集还是可以的。            
(3星)	 精神鸦片            
(4星)	 不错的，第二季比第一季好看我觉得。            
(4星)	 somewhere over the rainbow            
(4星)	 梦到和佩吉一起放学回家，无限美好            
(5星)	 美歌啊，每一集都是心潮澎湃的，如果我在的学校破天荒的有一个这样的歌舞团，我就参加....            
(5星)	 有哪部电视剧短短22集就可以带来100首好听的重新演绎的经典好歌呢？还需要理由么？            
(5星)	 大爱，全是不完美的普通人，励志，音乐是绝对的亮点！            
(5星)	 好看            
(4星)	 歌舞青春TV版。。。            
(5星)	 呵呵 funny~            
(5星)	 好看呐。。我最喜欢这种校园纯真的剧情，编剧很有爱。。音乐也非常好。跑步必听。            
(5星)	 里面的歌都好好听！            
(4星)	 Sho老师很帅唱歌很好听~里面的歌也改的很好但笑点不大能逗乐我。。            
(4星)	 有high school musician的fu~就是剧情有点狗血。。。            
(5星)	 狗血剧情 热血青春 五星音乐            
(5星)	 里面的音乐真的很棒，团员个个多才多艺，希望第二季的他们会赢，但更多的是感动于他们认识了自己！            
(5星)	 从歌曲编舞来讲很不错啊~            
(NA)	 看了一点就看不下去了....            
(NA)	 就记得哪集来着，那个女生说：老师你有没有爱过一个人爱得要死，以至于只想放着歌一个人坐在车里大哭。然后女老师负心地说：没有。            
(4星)	 shi一样的剧情，shen一样的歌。。。            
(NA)	 看了几集。。。亮点在哪里？！！！！！！！！            
(4星)	 冲着你是整容室编剧我也要看的，看了之后发现你们的黑色幽默全都变幽默了，让我想起高中又惨又喜感的时光，哈哈哈哈哈            
(4星)	 歌真的很不错~            
(5星)	 赶的第一部美剧。感觉好极了。            
(4星)	 但从音乐上讲，很棒~！！但是剧情无聊，演员不美型~~            
(3星)	 没有剧情可言。听听歌。看看舞。够了。            
(5星)	 拖了很久才看完，完全被感动了。            
(5星)	 在2010年最失意的时候，是glee给了我源源不断的勇气，直面困难，坚强走出困境，我永远都会感谢这部剧并且尊敬它            
(4星)	 歌曲都翻唱的不错，很入戏～            
(5星)	 歌真的很赞~剧情也不错~            
(5星)	 太棒了。为此我还买了一件那个橄榄球队的外套。            
(5星)	 校园剧,歌舞剧,全都是我的最爱...            
(4星)	 不用动脑子，听歌，看美女帅哥唱唱跳跳            
(5星)	 我的blaine!!!!!!!!!!!!!!!!!            
(3星)	 采取快进的方式~~~            
(4星)	 喜欢finn            
(5星)	 喜欢！！            
(5星)	 很多经典老歌和新歌的翻唱，帅哥和美女云集，虽然他们思想还稚嫩，但是歌曲的演绎真的很到位。            
(4星)	 喜欢这个，省略剧情简直是一部太棒的百老汇舞台剧，喜欢小Kurt~爱里面的歌            
(5星)	 没办法还是喜欢这种校园励志剧。。。            
(4星)	 音乐什么的治愈效果好 防辐射            
(5星)	 歌唱的确实好听~            
(4星)	 第一部看完一季的美剧= =+            
(5星)	 去年暑假前  美剧纷纷剧终 无戯可看  发现这部新剧评分挺高 两天扫视完  非常惊艳  果然续集素质更高  收视一路飚上去  我是有个疑虑  这青少年的故事 高中三两年  要是再预定个几季  原班人马难道跟柯南一样永远固定在10岁?            
(3星)	 我真的好讨厌Rachel            
(4星)	 好听的一塌糊涂，重新改编的一些歌丝毫不逊于原唱。            
(5星)	 对finn这类的男生木有抵抗力啊            
(3星)	 毁了多少经典？。。。            
(5星)	 真心好看！顺便了解到很多经典歌曲。            
(4星)	 四星半四星半！！！            
(NA)	 打发时间``            
(5星)	 间接的发现原来咱还是很喜欢天热呆的主角的orz 这剧挺会选音乐和主题……             
(5星)	 我觉得第一季的21太搞笑了  居然有用到美人计 还是对SUE            
(5星)	 不可胜数的好音乐，难以名状的好剧情~            
(4星)	 完全冲着音乐！剧情忽略...            
(5星)	 剧情超脑残。不过歌舞很完美还有！女主怎么不去死！            
(4星)	 蛤蜊~            
(4星)	 0分的剧情,满分的音乐            
(3星)	 剧情的拼凑感太强了，但是一些歌舞很好看。            
(3星)	 价值体系混乱不堪。。。节奏缓慢            
(4星)	 由于知道第一季有乱交和栽赃的戏码，看了几集后，果断放弃了  第二部看完            
(2星)	 Fucking unbearable, The only thing I appreciated about it was that Finn was really cute when he was totally into Rachel.            
(5星)	 原来前些时候在网上流传的慢节奏抒情版的《Poker Face》是出自于Glee club啊,还有那亚裔眼睛女孩版的telephone也是出自第二季,如果你喜欢欧美流行音乐 那这是必看的!            
(4星)	 --break a leg --I love you            
(2星)	 Cheerleader 太销魂            
(NA)	 所谓闪闪惹人爱            
(4星)	 大家都说第一季比第二季好看，但我却是从第二季开始爱上的。            
(4星)	 缺的一星是给剧情的。前面几集还好。看到后面真想跳过剧情仅仅听歌而已。各类改变重唱的音乐是最大的亮点。话说虽然歌舞片段经过专门剪辑和录音室处理，但是唱功的惊艳让人唏嘘不已。            
(5星)	 彻底迷上美剧Glee。。。中毒无药可救，看的又哭又笑。。。青春，真的很美好。爱，是这个世界上最美的事物。            
(4星)	 虽然剧情烂透了。但是真是个听歌的好片子啊！！            
(4星)	 多谢评论里的音乐讲解~~最近听了好多Wmusic。剧情一般般。最好的男人和女人总不会成为男女主，sigh            
(3星)	 找不到看下去的理由。。。            
(5星)	 赞！KURT好帅            
(NA)	 一直很喜欢听嗓子好的人演绎经典歌曲，这个剧充分满足了我这个需要。剧情也不错，很多细节处理还蛮细致的。喜欢鞋子老师。其实这部剧最大的关键词在我看来，两个：“教育”和“成长”。有教无类，相信每个孩子那宝贵的闪闪发光的梦想。而成长，对所有剧中人都一样，越来越丰富坚强，多美好。            
(5星)	 21集超级爆笑 哈哈 越来越喜欢SUE了 超有范儿+0+ 演技超赞~            
(5星)	 音乐真的不错，就是剧情牵强了点...            
(4星)	 网速不好的时候我就靠它过来的…            
(5星)	 本来因为剧情硬伤这种东西，只打算打4星的。但是看完，不知道为啥又打了5星。            
(5星)	 歌超好听！jessie跟lea这对闺蜜很有爱！！！            
(3星)	 是不错，可是不够五星            
(5星)	 Amazing~~~激动人心啊~~            
(5星)	 虽然剧情比较狗血，但人物设定很有意思，歌曲编舞也都很赞！            
(NA)	 校园。。。唉            
(3星)	 不是很喜欢。。。。。            
(5星)	 好喜欢Kurt ！！！！！！≥﹏≤！！爱死了！！！！！！（另：女猪去Shi！）            
(4星)	 第一季有22集，但我有很多都是跳过去了。剧情没有很吸引人，虽然很喜欢里面每一个人却没有非常喜欢的。我们在高中刻苦学习时，美国的高中生过着极具个性的生活。但重点是I LOVE GLEE…这样的青春年华就像一个梦境，太美了。            
(3星)	 有时候会觉得不太喜欢剧情的设计。有时候又觉得还不错。其实我觉得glee编排的舞确实跟其他的合唱团没得比啊，都好像是个人的free style。不过sue在里面还真有个性，哈哈。            
(4星)	 本来给3星，最后一星给最后一集的比赛.LOVE KURT AND 3个拉拉队员..            
(5星)	 妈哟，我终于看完第一季了~~剧情不能太过纠结。当做大型MV看不错~~五星有一颗是给歌的~~XDD            
(5星)	 青春，刚开始看的时候没有太在意这类题材，到了第三集，越发喜爱了。舞蹈有新意，音乐超好听。            
(NA)	 我真的是无爱啊 ···无脑的·····论美貌是奎恩比较美  论唱功黑人丫头比她强太多            
(5星)	 难得的能喜欢每个角色的剧，虽然几乎没任何深度，但绝对看得下去；Rachel张扬跋扈的drama queen的劲儿太得我心了，再加上个把金发黑发女郎，呆毛帅哥时尚小受有型小混混，还有rapper老师婚外恋，完美啊            
(4星)	 剧情实在是比不上音乐的水平~            
(4星)	 节奏略散 不过欢腾的音乐电视剧能做到这份上已经算比较有诚意了 也常有些令人感动之处……   kurt&#39;s the coolest， and emma‘s so cute            
(3星)	 奇了怪了，有那么好吗？剧情衔接性不强，好像编剧要发生什么就立马让那剧情发生在下一幕，一点过渡都没有。            
(5星)	 It‘s all about dream and love. kurt拽地可爱！kurt爸爸超nice TWT 刚开始轻松搞笑但随着大家关系的改善，剧情的深入和比赛的临近让人更投入更感动！大家相似的自卑低落，心里脆弱却又表面要强冷酷，很多的感同身受，但每看完一集都倍受激励！            
(4星)	 编曲的人真的很用心            
(NA)	 爱死Q了~            
(5星)	 glee第一季完结了！感谢glee陪伴我的时光，感谢那首DON&#39;T STOP BELIEVIN&#39;，感谢可爱的NEW DIRECTION，我们第二季再见！            
(4星)	 好喜欢puck&gt;&lt;            
(3星)	 完全冲着唱歌去的。            
(5星)	 太欢乐了 看着很轻松 有基情 有好音乐。            
(4星)	 剧情很DISNEY 但翻唱都很赞！！            
(4星)	 剧情太脑残，不过看在欢乐的份上，就撑过第一季试试。。。            
(5星)	 不错不错~里面的歌都很好听的说~            
(5星)	 dame I like it            
(5星)	 其实比起剧情我更喜欢里面的歌            
(5星)	 第一季看得挺开心 歌词、舞蹈~            
(5星)	 大爱~            
(5星)	 治愈性，很搞笑啊            
(5星)	 不只是喜剧            
(4星)	 歌不错，剧情有点弱...不过蛮励志的，Mercedes唱Beautiful的时候感动了...            
(5星)	 我也来自一个小地方。小时候，我也学习过声乐、舞蹈。女主角的执著和天赋完全震撼到了我……我从未有过她那般为成名而忍辱负重的经历……我甚至都没有过强烈的，成为歌唱者的梦想……Don`t stop believing！~            
(4星)	 i&#39;m all for the singing. bravo!            
(3星)	 也许是金融危机让大家怀念起欢乐的歌舞来了。            
(3星)	 歌不错，但是剧情什么的挺无聊的            
(4星)	 其实一般的 但是为里面的歌多加了星~好喜欢黑头发那个！            
(4星)	 我爱傲娇钙~            
(4星)	 美国高中生的生活真是丰富多彩极了            
(5星)	 每一首翻唱都很棒！            
(5星)	 我说我喜欢finn这个呆男会不会被BS = =            
(NA)	 不是我的菜……给初中生看的……            
(4星)	 很爱看，歌曲越来越好听            
(5星)	 第二季都看一半了才想起来- -            
(5星)	 米国高中太淫乱了            
(5星)	 好听啊好听。。生活还是要轻松点            
(5星)	 不是夸张Glee翻唱的版本我每首都喜欢得不得了！Blaine也就是Darren，啊，短发，唱起歌来像顿时就帅了N倍，此时我不得不显示一下，女子还是爱才滴~虽然Darren还是很有“美色”的~~灭哈哈~            
(5星)	 还是第一季好看...第一季看了好几遍~第二季情节什么滴真的不行啊！            
(5星)	 编曲很赞！            
(4星)	 够欢乐            
(5星)	 喜欢里面的歌~~            
(3星)	 整一个加长版励志片...            
(4星)	 打发时间            
(5星)	 里面的歌都很好听 剧情什么的就那样吧 我就是听歌去的 Jonathan快点回来吧  我最待见你了 ！！  两季已经追完  歌第二季不如第一季 但是还是很好听的            
(5星)	 音乐很棒 但剧情嘛。。。。            
(4星)	 看了19集，不想再看了。不是因为它不好看。            
(4星)	 其实第一季剧情还算靠谱，平淡无奇的地方也能被好音乐弥补。            
(5星)	 good！！！！            
(4星)	 有些音乐不错 Quin好漂亮。            
(4星)	 论音乐绝对五分，可是剧情各种狗血诡异~所以减掉一星。            
(5星)	 第一季时编剧在看desperate housewife,第二季是歌舞版gossip girl.排除那些狗血的剧情，glee的存在重新的唤起了我对美国音乐的热情。glee不是tv版的high school musical,它体现的是美国的音乐历史和文化。ps:我爱Kurt!!!            
(5星)	 好听&amp;&amp;好看 大好きですね~            
(3星)	 看到后期发现我因为女主而把整部片子扣掉一星是错误的   她值得我扣掉两颗。。。            
(5星)	 如果觉得剧情不想看，光看每次演唱也够。更何况，剧情也不错~~~            
(3星)	 歌还是不错的            
(5星)	 看了长见识啊，我原来连barbra是谁都不知道。。。            
(5星)	 No matter the Ginga, harmony,accompany,plot or whatever.bravo!!!            
(5星)	 果然很乐            
(4星)	None
(5星)	 虽然我很不喜欢Rachel的极度自我中心，歌还是很好听的。            
(4星)	 剧情越来越没劲 我就等着唱歌以及劲舞呢            
(NA)	 这哪儿是喜剧，第一集就把我虐哭了，弃。不过Will老师好帅啊身材真好啊。            
(3星)	 完全不明白这部片子为什么so火？歌儿是还不错了，养眼的人不多，ms那个神经女人Sue最受欢迎，美国银现在都这口味？豆瓣也跟着抽风，这 能上8分？还艾美奖咧，搞不懂。没片的时候随便看看...             
(5星)	 ①歌很好听啊，目前对于演员倒是无感，我绝不会承认其实是因为Kurt才看这部剧的；②刚开始真是讨厌死Sue， 后来开始喜欢她，她最让我欣赏的一点，是不管做了多么卑鄙的事情，她都能坦然地承认。            
(5星)	 该剧最大的惊喜就是能够看到熟悉的曲目的全新演绎，抑或是不熟悉的曲目，但让人眼前一亮马上就去搜索歌曲名字为什么最后是Sue。。。难道这个虐人狂一旦没有人虐就会感到人生失去意义了。。。。。            
(4星)	 任何贴上青春歌舞喜剧的片都很萌            
(4星)	 好多青春歌舞剧的女主都是混血印度样，不解            
(3星)	 女猪脚去死 男猪脚去死             
(NA)	 08            
(4星)	 剧情太弱，为了音乐给四星吧~            
(4星)	 精彩，剧情很中二，但是歌太好听了            
(5星)	 AWESOME!!            
(4星)	 最近很喜欢看的一部美剧。里面重新演绎的歌曲也很好听。            
(4星)	 歌5星，剧情3星            
(4星)	 剧情2星，音乐四星            
(3星)	 其实我不怎么爱看好歌好舞            
(NA)	 英语课            
(NA)	 很棒很棒的音乐！！            
(4星)	 音乐啊音乐！剧情不给力  可音乐有够牛的            
(NA)	 为什么每个人的情绪和感情都变化无常            
(4星)	 for dream on            
(3星)	 音乐不错 很多欧美老歌            
(4星)	 非常不错的一部剧。。最近有些失欲。什么剧都没啥欲望追。但一看这剧就不能停下来。歌舞片还是我的菜。。            
(4星)	 剧情一般，女主角不好看，有几个小帅哥，音乐还不错。            
(4星)	 看了这部剧让人想到自己的青春时代            
(4星)	 后面剧情狗血了            
(4星)	 每次看到sue就想杀人。。。            
(4星)	 青春励志喜剧= =   弱智剧情什么的都忽略吧  听歌就好   拉拉队队长是美人啊~~~            
(3星)	 只看了2集 又受不了了。            
(5星)	 大爱。。            
(NA)	 愉快的歌舞，鞋子老师的斗争            
(NA)	 芒果台要是有品就必须翻拍这个，然后狠狠的被骂，yeah            
(4星)	 喜欢里面的音乐！不错！赞！！            
(4星)	 肾上腺素团好灵啊 ep1就被震了            
(5星)	 爱死里面的歌了，剧情太无语了，用得着这么勾心斗角嘛            
(3星)	 对于我来说有歌舞更吸引人            
(5星)	 歌很好听~ 剧情越往后发展越好看....            
(5星)	 睡前催眠用· ···            
(5星)	 So much Beautiful song~            
(5星)	 精彩纷呈            
(4星)	 就指着歌活呢。。。剧情太狗血了。。。美国校园剧就是那几个男男女女翻来覆去。。。不腻吗。。            
(NA)	 刚开始是因为其中的男主角特别像我暗恋的一个男生才看的～到后来是真的喜欢上这部电视剧。强烈推荐～尤其是爱音乐的你肯定会喜欢。            
(5星)	 剧情狗血 可是……            
(3星)	 一季已弃~            
(4星)	 唱歌吧唱歌吧            
(5星)	 剧情经常雷的我风中凌乱            
(5星)	 听歌,把自己当成弱智儿童去看很不错            
(4星)	 就要很欢乐            
(3星)	 歌曲挺好听的！ 剧情一点也不吸引人！            
(NA)	 看着蛮欢乐~            
(5星)	 只因为想听歌，所以开了这新片。            
