http://movie.douban.com/subject/2294255/	笑傲江湖
(4星)	 金庸小说最爱的米有之一！圆鸟我的大师兄vs小师妹BE情结和名门正派大侠vs深情傲娇邪教大小姐/少主HE情结。而且吕颂贤明明不算帅，演这部戏就是有令狐冲上身的感嚼！            
(4星)	 读书的时候看过很多次......今天又开始看.......还是觉得吕颂贤的令狐冲是最好的........真是一个潇洒阿........            
(4星)	 吕颂贤版的笑傲江湖经典啊！@Home            
(5星)	 潇洒江湖            
(5星)	 教主啊！教主啊！            
(5星)	 我最喜欢的武侠人物——令狐冲！            
(4星)	 女的不够美，吕颂贤演得好！            
(NA)	 改变了我的一生            
(5星)	 我就认为这才是令狐冲            
(4星)	 最好的令狐冲！！任盈盈性格很喜欢，长相一般般！虽然布景很囧，但是还是很经典的。            
(5星)	 小學三年級，在我們那裡，電視機不多，大多都是黑白電視機，正是港劇《笑傲江湖》熱播的炎熱季節，吃完午飯急匆匆上學，忙著到別人家看這部電視劇，圍著一大圈人，主人家卻從來不會趕我們走，別有一番滋味。            
(5星)	 可以说是吕颂贤，梁佩玲等人的精彩演出成就了金庸《笑傲江湖》的伟大，也使得这部神作长盛不衰，历久弥新！呵呵，我是小学二年级时候看的，那时候就觉得，哈哈，任盈盈好美，令狐冲好潇洒，仗剑携酒闯江湖，令人神往！            
(5星)	 最爱吕颂贤这版。            
(NA)	 最喜欢这一版了，虽然任盈盈不好看，港剧虽然场景差了些，但还演的不错。尤其里面那首笑傲江湖还行            
(4星)	 这个版挺不错的。            
(5星)	 TT         。        TT            
(5星)	 最近宿舍有人看这个 偶尔蹭上一会儿 初中坐在奶奶家藤椅上看电视的样子转眼间历历在目            
(5星)	 这是我的神            
(5星)	 主题歌很好听            
(5星)	 最经典的电视剧之一            
(4星)	 三个女主角何美钿的表现最好，吕颂贤几乎把令狐冲的气质给演出来啦，不过结尾实在是。。。            
(5星)	 TVB金庸剧中少数拍得好之一。吕颂贤演令狐冲挺到位的，喜欢他和梁佩玲的配对。虽然袁咏仪拍另一版本演任盈盈很不错，但还是TVB这版本的《笑傲》最好看了。喜欢剧中的《笑傲江湖》曲，那时还自己去学弹了一下，哈哈。            
(4星)	 吕颂贤简直就是令狐冲的化身。            
(4星)	 虽然有点粗糙，总之比起李亚鹏那个版本好多了！            
(4星)	 这版的林平之最得我心            
(5星)	 无论如何我最喜欢这个令狐冲啦~~~            
(4星)	 最喜欢吕颂贤这一版~~            
(4星)	 这才是大师兄            
(4星)	 完美的爱情结局，港版的金庸剧一直是最爱            
(5星)	 心中的令狐冲就是他！妈呀~曲洋和刘正风的《笑傲江湖》让我热泪盈眶~T-T            
(NA)	 绝对的经典！            
(5星)	 一直最爱，经典无需多说            
(3星)	 這一版的令狐沖最得我心            
(3星)	 最喜欢这版的令狐冲            
(5星)	 看了至少3遍 现在电脑里还有那首琴箫合奏            
(5星)	 唯一一部看了一遍又一遍的古装剧。            
(4星)	 最喜欢的令狐冲            
(5星)	 无与伦比            
(5星)	 最近看了书，至于电视剧，肯定看到过，不过好像是李亚鹏那个版本的。不说了，很赞的，金庸对此书的后记也很有意思，令我看到了不一样的笑傲江湖。            
(4星)	 盈盈实在不咋地            
(5星)	 最喜欢这里面的独孤九剑招式了，拍的非常的帅气。            
(5星)	 令狐冲啊            
(5星)	 虽然女主角丑了一点，不过这个版本剧情是最有张力的，而且男主角是最符合原著的            
(5星)	 吕颂贤经典，岳灵珊太丑，何美钿美            
(3星)	 这个盈盈实在不太妙            
(5星)	 就看这个，和原著最接近            
(3星)	 还是应该什么时候看看书！            
(4星)	 当时超喜欢吕颂贤的~~            
(5星)	 吕颂贤！满足了我对令狐冲的所有想象！            
(5星)	 大爱的一部            
(4星)	 还是TVB的金庸剧最顺眼！            
(4星)	 我最喜欢这一版的。            
(3星)	 很喜欢这里的吕颂贤            
(5星)	 最喜欢这版            
(4星)	 琴萧合奏，堪称绝美            
(3星)	 太丑了。。。。。。。            
(5星)	 蜡个歌儿。。。！！            
(5星)	 吕颂贤当时还是蛮耐看的            
(3星)	 梁佩玲这个盈盈　于是只好给３星            
(5星)	 冲哥就是银时！            
(NA)	 还是喜欢港版。            
(5星)	  基本上是尊重原著而编的 笑傲江湖的潇洒和不羁的感觉跃然荧屏            
(NA)	 吕颂贤好劲。。。            
(4星)	 女主角丑点            
(3星)	 最爱这个版本的令狐冲了～～～～            
(3星)	 最喜欢这个版本的笑傲江湖            
(5星)	 理想中的任盈盈大概就是这个样子的了            
(4星)	 这版也挺不错的            
(5星)	 挚爱令狐冲！我记着最后那天你说的最喜欢的笑傲江湖，我一直记得的。。            
(4星)	 复习一遍            
(5星)	 令狐冲你这个流氓！！            
(4星)	 梁佩玲真御姐==            
(5星)	 最爱~            
(5星)	 最愛！            
(4星)	 最好看的一版！            
(5星)	 金庸武侠中最爱的就是令狐冲。而吕颂贤版更是心中认定的令狐冲。梁佩玲演的任盈盈其实不丑，就是妆画得失败了点。            
(5星)	 ~            
(5星)	 吕颂贤,最经典的令狐冲            
(4星)	 这部是经典阿。            
(5星)	 这版最高！            
(5星)	 喜欢令狐冲 雅痞            
(5星)	 网上看完的 发现dvd的画质好 虽然是粤语版的 最后还是习惯搜索普通话版的看 我看的是43集的 怎么编辑里面写28集啊  这差太多了吧！            
(5星)	 最爱的一版            
(4星)	 觉得还不错，挺好看的            
(4星)	 太多人推荐，所以就看了，其实是不喜欢两个主角的，不过看到现在还是觉得老港片真好，即使景很假，穿着很土，但是那种味道是现在的港剧所比不上的，配角中有祥仔和唐宁，我反而觉得演仪琳的何美钿演的最好，不知道看到后面还有什么惊喜            
(5星)	 哇塞！豆瓣电影里居然有这个 我最爱 O(∩_∩)O 令狐令狐~~~~~~~~            
(4星)	 终于又看了一遍了啊，我心中最经典的任盈盈啊            
(5星)	 再没见过更好的令狐冲            
(3星)	 本来就不是很喜欢笑傲江湖，不过这一版是最好的了。            
(4星)	 这个版本的笑傲江湖是最好的。            
(5星)	 感觉是最经典的笑傲江湖            
(4星)	 这一版是经典了            
(3星)	 比某些人演的好太多了            
(4星)	 吕颂贤，我心目中唯一的令狐冲            
(4星)	 当初可喜欢吕颂贤了            
(2星)	 实在觉得吕颂贤的样子像鹅，由他在亚视开始，一直抗拒，我承认是我个人喜恶问题导致我都没怎么认真看这个笑傲江湖，但我是好喜欢梁佩玲的            
(4星)	 私认为，吕颂贤是最好的冲哥！            
(5星)	 我就喜欢吕颂贤演的令狐冲~~            
(NA)	 为嘛何美钿每次都演让我心疼的角色~~            
(4星)	 可惜里面的姑娘不漂亮            
(4星)	 喜欢这版的令狐冲            
(5星)	 经典至极！！！好！            
(4星)	 喜欢小师妹，喜欢这个版本的令狐冲，喜欢他和圣姑在一起的琴箫合奏！            
(4星)	 东邪西毒配乐泛滥            
(5星)	 梁佩玲版的任盈盈我大爱哦！            
(5星)	 吕颂贤才是我心目中的令狐冲！            
(3星)	 经典版…11点50分剧场            
(4星)	 最近追老片！他妈的太治愈了！            
(4星)	 最喜欢这一版~~~            
(4星)	 那年的吕颂贤.....真不错            
(5星)	 金庸的电视剧里最爱的一部，爱它胜过射雕啊。真是小成本，内地版一出场就浩浩荡荡，港剧里全部帮派加一起就站两排            
(3星)	 喜欢里面的任盈盈~~            
(5星)	 吕颂贤真是最适合的令狐冲~令狐冲真是我最爱的金庸人物~笑傲江湖真是本奇书~            
(5星)	 最好的令狐冲            
(4星)	 最潇洒的令狐冲            
(5星)	 =-=            
(3星)	 喜欢吕颂贤的版本            
(4星)	 经典            
(4星)	 目前最好的一版            
(5星)	 最喜欢的一版            
(5星)	 经典啊            
(5星)	 喜欢这个令狐冲。。很。。。            
(4星)	 哇咔咔~   葵花宝典和九阴真经，到底哪个更牛捏？            
(4星)	 最帅的令狐冲非吕颂贤莫属啦！            
(5星)	 经典无须多言            
(5星)	 主角人选堪比97杨过！            
(4星)	 那个时候觉得吕颂贤秒杀了            
(4星)	 这就是个关于面子的故事么。。。任盈盈这么好的女人世间难找啊。。。布景和对白稍微寒蝉了点。。。吕颂贤虽然不帅梁佩玲尽管不美但都是越看越耐看的那种。。。有神韵呐。。。            
(4星)	 令狐冲...            
(3星)	 吕颂贤在演技上还是有待提高的，这部片子最后的感觉是配角印象深于主角。我觉得吕颂贤不是很适合这种放荡不羁有有着嫉恶如仇的性格的侠客，演绎起来当然和我读书的时候相比有很大的性格差距。            
(4星)	 背景简单是通病，选角到位让人赞，剧情选编更出色，主题音乐很得神            
(5星)	 遇到一个人可以一生不悔，潇洒一段路可以一生无憾            
(4星)	 本版的笑傲江湖曲很好听！不过 更像轻快的小曲。，不如沧海一声笑那么大气            
(5星)	 演得最棒的笑傲江湖，演得最棒的令狐冲，与原著相比最妥帖的一个版本，一曲琴箫合奏更是动人心弦，偶小时候就看了！童年回忆，经典之作！大爱武侠！            
(4星)	 喜欢这个版本            
(5星)	 最喜欢接任恒山派掌门仪式上 乱花丛中一回首的冲哥            
(5星)	 金庸男主角中最喜欢令狐冲!            
(3星)	 盈盈太丑了            
(5星)	 插曲很笑傲江湖！            
(5星)	 金庸的剧我都在TVB看的。            
(3星)	 喜欢吕颂贤 有点神韵的令狐冲            
(5星)	 给力哦            
(4星)	 很喜欢吕颂贤这个版本~~            
(5星)	 最近重温了一遍，就是场景有点烂，其他不错            
(5星)	 吕颂贤饰演的令狐冲就是噶帅噶痞噶有型~\(≧▽≦)/~            
(3星)	 这版令狐冲甚是潇洒，深得我心。            
(4星)	 最好的令狐冲，最好的任盈盈            
(5星)	 喜欢歌喜欢吕颂贤。            
(4星)	 五岳贱派的盟主神马的，最牛逼啦~~            
(4星)	 吕颂贤是我心目中的令狐冲            
(5星)	 分数为什么这么低。            
(4星)	 只看过这一版            
(5星)	 这么多年了，还是觉得令狐少侠最帅            
(NA)	 第一次看的金庸武侠剧            
(5星)	 金庸所有剧集里的最爱 …            
(5星)	 大爱吕颂贤！            
(2星)	 人一丑就没心情看            
(NA)	 吕颂贤很man又很小孩样 8错8错~ 很对哀家胃口            
(5星)	 冲哥！            
(5星)	 永远的经典~            
(5星)	 印象知中的经典之作·~~            
(5星)	 吕颂贤的令狐冲最帅了！！！！XDDD            
(3星)	 最好的一版笑傲江湖            
(5星)	 虽然任盈盈长得丑点，但这依然是最好的一部笑傲江湖            
(4星)	 我最喜欢吕颂贤这般~            
(4星)	 我最爱这一版。            
(5星)	 王伟啊...你演得太伪君子了....            
(5星)	 再再次的重看，一般都是12集连看的又看完一遍虽然漏洞很多，但这部还是很好看的一部笑傲江湖人还是活的洒脱点好。各有因缘莫羡人            
(5星)	 为啥分那么低            
(3星)	 我为毛就完全不记得有何美钿呢            
(5星)	 中学时边给电视扇扇子边随时准备逃离电视机的偷看            
(5星)	 港剧还是老的好            
(5星)	 从来无愧疚 这一生 追赶我心里美梦            
(5星)	 这么多个版本，最爱吕颂贤这一版的令狐冲，早上和阿雕侃大山之后才知道。。。原来自己最爱的是令狐冲。。            
(4星)	 吕颂贤的令狐冲是靠谱的            
(4星)	 笑傲江湖这部是目前最好的            
(4星)	 我去！这版太特么的经典啧。。。。            
(5星)	 大爱令狐冲            
(NA)	 看到4点半才睡觉。            
(4星)	 最像令狐冲的版本啦            
(3星)	 经典。            
(5星)	 从新看了一遍，不知道为什么令狐冲的形象没有映像中那样完美了，倒是任盈盈却让我觉得比影响中深刻！            
(5星)	 补档 那段每天看完一集然后才去睡觉的日子……            
(2星)	 不喜欢演员            
(4星)	 可怜的小师妹            
(3星)	 吕颂贤还不错.            
(4星)	 但不得不说比大陆版要忠于原著不知多少倍            
(5星)	 最爱的一版            
(5星)	 最好看的一部笑傲江湖            
(5星)	 两星给金庸，两星给吕颂贤，一星给神曲笑傲江湖，最后两集太拖沓减一星。。最近电视上又在放了，好吧，回头看看还是给5星好了，真的很好看。。            
(5星)	 TVB拍金庸剧那个水准真的很不一般            
(4星)	 我就觉得令狐冲必须尖嘴猴腮！            
(5星)	 吕颂贤是我心中唯一的令狐冲，陈少霞是我心中唯一的岳灵珊~~梁佩玲有些老了，但我不觉得她难看。。。            
(4星)	 这版的令狐冲是目前为止最好的。            
(4星)	 影视剧的景之类固然重要，老剧的置景相对粗糙，但是最重要的还是那股侠义之气，这部剧都做到了，看的人荡气回肠，血脉喷张。吕颂贤活脱脱就是那个令狐冲，比看书想象的还要有魅力。爱死我了。            
(4星)	 个人喜欢这版的令狐冲            
(5星)	 喜欢里面的曲子  喜欢这部武侠            
(4星)	 无招胜有招。我今生今世，也要和你这只大马猴锁在一起了。             
(4星)	 我喜欢这版~~~~吕颂贤版~~~~            
(1星)	 任盈盈太丑……            
(4星)	 自由，洒脱，不羁，无拘无束，活在当下。。。。            
(NA)	 何美钿啊哈            
(4星)	 喜欢这版 但盈盈吹的怎么是笛子？            
(3星)	 葵花宝典？            
(4星)	 私以为最好的版本了。            
(4星)	 认认真真又看了一遍，还是比较喜欢这部～（就最后一段自己发挥了一下，别的都很尊重原著呀，真是难得⋯⋯）            
(4星)	 最有范儿的冲哥            
(5星)	 最爱的吕颂贤这款令狐冲  不羁 狂野 洒脱 邪邪 痞痞的            
(4星)	 喜欢吕颂贤的令狐冲和陈采岚的小师妹.盈盈太不给力了.            
(NA)	 实在不喜欢女主的长相……            
(3星)	 令狐冲是理想型            
(4星)	 任盈盈啊。。。你不给力啊...%&gt;_&lt;%            
(4星)	 其实我就看过这一版笑傲江湖            
(5星)	 深得原著神髓!最好的冲哥和盈盈            
(5星)	 我爱梁盈盈            
(4星)	 看了1+遍            
(3星)	 最喜欢的是何宝生            
(4星)	 这一部也很好啊、一直都记得吕颂贤             
(5星)	 这个一定要打满5分额```正好这两天又翻到..怎么看怎么满意..哈哈            
(5星)	 我爱大师兄！！！（我竟然在2010年为此片付诸了一个通宵）            
(5星)	 心中永远的令狐冲            
(5星)	 小学四年级            
(4星)	 还不错的版本，就是盈盈太丑了。吕颂贤其实演的不错，不过令狐冲算是金庸笔下最有气质人品最好的超级大帅哥了，还是期待有更好的人选~            
(NA)	 任盈盈的大度与智慧。            
(5星)	 我爱吕颂贤！！我爱令狐冲！！            
(4星)	 笑傲江湖 最为经典一部。吕颂贤演的令狐冲太传神了。女主角就丑了点。。            
(4星)	 比李亚鹏好多了            
(5星)	 在我心中 吕颂贤就等于令狐冲            
(4星)	 童年            
(5星)	 中意《清心普安咒》！            
(4星)	 最爱此版本            
(5星)	 惟爱令狐冲。            
(5星)	 神演绎            
(5星)	 非常喜欢吕颂贤的冲哥，潇洒~~            
(5星)	 不解释啊，太喜欢了            
(5星)	 没有演的痕迹，小人物都很出色！            
(NA)	 个人觉得这个才是经典            
(NA)	 琴箫和鸣，笑傲江湖，足矣。            
(NA)	 大爱贤哥~            
(5星)	 真不错             
(4星)	 虽然不太完美，但是是我最喜欢的一版，这个令狐冲太棒了            
(4星)	 小时候看的如痴如醉的            
(5星)	 啧啧啧 当时让我痴狂的剧            
(4星)	 ....额 竟然还能哼出此剧的 笑傲江湖曲。。。            
(NA)	 小师妹            
(5星)	 之前只看过零星的一点~这次通宵达旦看完了43集~也改变了我的几种看法~以前觉得令狐冲和小师妹是真心相爱的，只是机缘巧合分开了~现在看来，小师妹真的是有眼无珠~令狐冲也是真心喜欢任盈盈的~            
(5星)	 还是喜欢吕颂贤版的令狐冲            
(4星)	 那时候每天下午五点多，福建东南台放的            
(4星)	 谁在笑傲江湖。。。            
(5星)	 曾经真喜欢这一对。也让我记住了梁佩玲。            
(NA)	 记得大学室友自称大爱吕颂贤——对这部片子的唯一印象是布景都很假            
(4星)	 小尼姑好正点啊            
(3星)	 不错。只是不喜欢男女主角            
(5星)	 取代不了            
(4星)	 还是这版笑傲最好            
(NA)	 挺喜欢的            
(4星)	 男主角不错            
(NA)	 2010.9.9 和郭强再看 挑刺            
(3星)	 第一次看《笑傲》，我不过小师妹的年纪，如今已经比大师哥还大了，这岁月也未免太如梭了！            
(3星)	 男女都不感冒。            
(5星)	 始终是这个版本最经典，主题曲豪气干云            
(4星)	 吕颂贤你就是真正的令狐冲！！！！！形神兼备！！！！任盈盈虽然丑了点，不过金庸笔下的盈盈本来就不是赵敏那般绝色吧........梁佩玲的刻画还是比较到位的！！田伯光也挺潇洒的，喜欢~~~            
(3星)	 就是人都长得丑点……            
(3星)	 任盈盈有点丑~不如许晴            
(5星)	 我就喜欢这个版的令狐冲~            
(4星)	 最好版本的笑傲江湖            
(5星)	 吕颂贤噶聪哥，先系我心目中噶聪哥            
(NA)	 挺早以前看的.当时觉得吕颂贤真帅呆了- -+ 后来看他演的现代剧就挺痛不欲生的..            
(5星)	 只把青梅寄雨去            
(3星)	 令狐冲~~~            
(5星)	 这版最好看了～！            
(4星)	 发觉个男主角好似消失左甘噶？            
(5星)	 令狐冲的角色被吕颂贤演活啦~            
(NA)	 最喜欢小仪琳            
(5星)	 因为吕颂贤而记住笑傲江湖，因为令狐冲而更爱吕颂贤            
(3星)	 男主形象很合原著            
(4星)	 吕颂贤是我心目中令狐冲的样子            
(5星)	 最爱的冲哥~~~~姐想找的男人应该是令狐冲一样的~~~~            
(4星)	 最近在陪某人看 喜欢令狐冲对待生活与命运的态度            
(5星)	 最喜欢这版的令狐冲和仪琳，小时候看的时候还不懂事呢，那么多年一直念念不忘，这几天终于找到重看了一遍，吕颂贤太赞了            
(5星)	 最爱 吕宋贤 版的~~~            
(4星)	 其他他演的令狐冲是我最喜欢的。            
(NA)	 再次重温。            
(5星)	 其实我只对这个印象最深了，虽然盈盈不够美，但是演得好啊。            
(5星)	 诶，可怜我心目中的盈盈啊，竟然长成这样？！            
(4星)	 任盈盈太杯具了。            
(5星)	 我看过最符合金庸的版本，很经典            
(3星)	 当时我舍友在回顾，我在一边等着玩EROGE，等着等着就看完了。。。            
(5星)	 吕颂贤这版的令狐冲就是我心中的令狐冲~            
(5星)	 令狐冲是水瓶座的……            
(5星)	 还是介个好看            
(5星)	 除了吕颂贤，还有谁能演令狐冲？            
(4星)	 吕是心中唯一的令狐冲，再看李亚鹏，就有种想死的冲动            
(5星)	 吕颂贤提供了个最好的令狐聪            
(5星)	 后面不太喜欢了 不过吕真是我心中令狐冲的样子 我就喜欢令狐冲这样的男人 恩恩            
(4星)	 这是我看过的几个版本中唯一一个没怎么改变原著内容的笑傲江湖。吕颂贤塑造的也很成功。            
(NA)	 这个版本的盈盈非常漂亮= =！            
(NA)	 自认为 最好看的一版 笑傲江湖            
(3星)	 忘的差不多了            
(4星)	 很喜欢这个版本的。看了好多遍的。            
(5星)	 不解释            
(3星)	 不喜欢笑傲江湖            
(NA)	 大爱啊            
(5星)	 吕颂贤帅到让我有一种一遇杨过毁终身的感觉……以至于至今再看到他的笑颜心都会有种抽痛的感觉。            
(4星)	 总体感觉最好的笑傲江湖            
(5星)	 超爱吕颂贤这版的 但为什么大家都说不好呢            
(5星)	 吕颂贤演的不错            
(NA)	 最爱这部了            
(NA)	 吕颂贤=令狐冲，从此不看笑傲江湖。。。。很少有看了后还意犹未尽的电视剧            
(4星)	 吕颂贤演的蛮好的。。。            
(4星)	 吕颂贤还不错，不过心中没人能演令狐冲            
(4星)	 那段琴箫合奏哟......为什么港版的总是比内地的好看            
(5星)	 最喜欢的版本~至今还记得那个放荡不羁的令狐冲~            
(5星)	 独爱这一版的令狐冲,太有感觉了!盈盈丑了点,但气质很到位~            
(5星)	 大爱吕颂贤的令狐冲            
(3星)	 这个版本好，没后面那么狗血。演员也看着满顺眼的。            
(5星)	 这才是令狐冲1！！！！！            
(4星)	 清心普善咒            
(5星)	 吕颂贤就是我心中的令狐冲            
(5星)	 虽然粗糙，但无可取代            
(4星)	 笑傲江湖。            
(5星)	 当年的经典            
(5星)	 所有的笑傲江湖里，我最爱这一部，（周润发那个也还好）            
(NA)	 吕颂贤好帅啊啊啊            
(4星)	 吕颂贤 / 梁佩玲很接近原著中令狐冲/任盈盈的感觉.特别是吕颂贤,简直就是令狐冲.个人感觉此剧对任我行之死以及任盈盈中三尸脑神丹的改编比原著更精彩（主要原著中是任我行死得太匆忙）．另外，从布景以及大面积随意的删减原著中的人物来看，tvb并不是很重视此戏，所以很多细节处理得不够好.            
(4星)	 吕颂贤演绎的令狐冲便是我心目中的令狐冲了。。            
(NA)	 比内地的好太多了,讨厌死了这个内地的,拍了这个拍那个,天天招人骂,还拍得更开心,真是有病了.........            
(5星)	 不错，赞            
(4星)	 好老的片子            
(3星)	 两大主角有点傻，灵珊妹子倒是挺可爱的            
(4星)	 吕颂贤是最帅的令狐冲            
(3星)	 剧情太拖沓            
(5星)	 最好的令狐冲，虽然不是最帅的            
(5星)	 這兩天又再重溫了一邊，感覺笑傲江湖這部最經典了！算是TVB經典之一            
(4星)	 很是崇拜了吕颂贤一阵子            
(3星)	 令狐冲就数他演得最好~            
(4星)	 盈盈不好看            
(4星)	 我喜欢令狐冲，我也不会忘记，曾经有一个人，说要陪我笑傲江湖......            
(5星)	 看完此剧开始喜欢吕颂贤~~            
(5星)	 喜欢梁佩玲。            
(5星)	 大爱啊........剧中每个演员都演得很好，演技一流啊。只是小师妹再漂亮一点就更完美了.........            
(4星)	 我觉得这才是最经典的版本～            
(5星)	 十分喜欢主题曲            
(4星)	 除了任盈盈真的是一大败笔外，其它还好~~~            
(4星)	 布景不咋滴，演员我都很喜欢            
(NA)	 有人的地方，就有恩怨；有人的地方，就有江湖。            
(5星)	 发现小时候的喜好其实是贯穿我整个成长过程中的，无论在那之后我看过多少个人演绎的令狐冲，最先想起的，仍然是吕颂贤的脸。不管港剧的制作在当时有多么粗糙，主演们也都不是俊男靓女，但是他们最先并且永远得到了我内心里的认可。            
(NA)	 当时很喜欢吕颂贤，不过这里面的任盈盈确实不好看啊。            
(4星)	 俄。。。令狐冲是不好演的            
(4星)	 这一部也很好啊、一直都记得吕颂贤            
(NA)	 这个版本的特点是叙事能力强，剧情紧凑，和其他港剧的风格差不多。            
(4星)	 吕颂贤的名气一般般，更别提我们的任大小姐啦。第一次知道笑傲江湖是怎么回事。            
(4星)	 很喜欢！！！尤其是吕颂贤！！！            
(5星)	 永远的笑傲江湖，难忘的童年岁月            
(5星)	 如有妻如任盈盈，夫复何求？            
(4星)	 還是老版本比較好看            
(5星)	 李添胜是个好监制            
(5星)	 那时候觉得吕颂贤好帅好帅啊，后来发现，自己的审美观真是很离奇~~            
(5星)	 令狐冲冲            
(5星)	 虽然有不尽人意之处,但是吕兄演绎得到位可爱            
(3星)	 就是任盈盈难看了点            
(4星)	 吕版的令狐冲实在是太经典了，不过盈盈的发式实在一般            
(4星)	 小时候看的电视剧,但后来作为我最喜欢的一部武侠著作,每每读到描写令狐冲的文字,脑海中浮现的都是吕颂贤的影子.            
(4星)	 很喜欢那个潇洒的令狐少侠~            
(4星)	 吕颂贤的令狐冲很高，至今在电视剧版本里没有被超过            
(5星)	 小时候看了好多遍，书更好看！            
(3星)	 挺喜欢吕颂贤的，但这部剧一般。。。            
(5星)	 先入为主最喜欢这版本……好吧，其实我本来就有些花痴吕颂贤Or2            
(NA)	 经典            
(5星)	 经典            
(3星)	 此版肌肉型男让我久久不能释怀...            
(5星)	 最喜欢这一版的令狐冲啊            
(5星)	 看过好多遍...            
(4星)	 虽然这个版本的男女猪长得一般，我觉得神韵却甚是符合            
(5星)	 虽然人长得都不好看，可是我还是很喜欢这个上面的弹出来笑傲江湖            
(5星)	 又是TVB经典类的翘楚之作。武侠经典。爱情经典。冲哥和盈盈，不可随意复制的笑傲江湖之曲，琴箫合奏，魔教的圣姑救对他芳心暗许。只有盈盈才是浪子真正的归属。说他是浪子，却如此尊师重道。游戏人间的五味人生。            
(4星)	 那首琴箫合奏曲印象深刻            
(4星)	 L现在好像过气了昂。。以前感觉好帅啊。。快意江湖的感觉。很潇洒。。            
(5星)	 这就是我的令狐冲和任盈盈。            
(4星)	 TVB拍的一些列金庸的都好看，场景服饰虽然简单。。。拍的导的好。。。不像张某人。。拍的那是个垃圾            
(4星)	 当时很喜欢吕颂贤            
(3星)	 三星是因为令狐冲·····真的不是太喜欢他·······但是是我妹的最爱吧···········            
(NA)	 让你我心生潇洒之心,挥别凡尘琐事.            
(3星)	 以前看完这部剧时，满脑子都觉得林平之可恨，居然没人性到杀害从前那么爱的小师妹。            
(4星)	 经典            
(5星)	 看过的最早版本……吕颂贤版的令狐冲是真的潇洒自如，“抛开争斗挽起衣袖”的自由和洒脱～            
(NA)	 我的最爱            
(3星)	 当年应该人人都看的吧，其实任盈盈好看吗            
(4星)	 和内地的感觉不相上下            
(5星)	 最爱这一版            
(5星)	 吕颂贤演的令狐冲，很不错            
(4星)	 吕颂贤这版是我的最爱~            
(3星)	 至少比任贤齐的版本好很多            
(4星)	 看过忘记了……就是任盈盈不太好看。            
(5星)	 最像令狐冲的令狐冲            
(4星)	 圣姑不美，但是我还是最喜欢这部了。他们编的《笑傲江湖曲》最好听了。            
(5星)	 人不风流枉少年            
(4星)	 删减小说的太多，不过很好看..            
(3星)	 zzz            
(2星)	 人物不好看            
(4星)	 个人认为是剧情上最忠实于原作的啦……            
(3星)	 当时觉得那盈盈很漂亮            
(4星)	 吕颂贤是我唯一认可的令狐冲诶……            
(4星)	 最喜欢的版本。吕颂贤意外地适合令狐冲，梁佩玲的任盈盈也很有味道。            
(5星)	 最喜欢这个版本。            
(4星)	 任盈盈太难看，扣一星            
(5星)	 大爱！            
(4星)	 经典·····            
(5星)	 最喜欢的版本！！！            
(5星)	 哇塞，当年老妈饭都不做就为了看它            
(5星)	 对于90年代TVB的金庸剧我就是很有情结~            
(4星)	 我喜欢吕颂贤的表现……            
(4星)	 吕版的是最经典的令狐冲            
(4星)	 虽然后来翻拍过好几个版本，我还是最喜欢看这部~            
(4星)	 吕颂贤完美阐释了令狐冲的个性魅力            
(4星)	 还是很不错            
(5星)	 喜欢这个版本～～            
(5星)	 笑傲江湖最佳版本            
(3星)	 女主角演技是好的，但是确实不适合任盈盈，剧情改编也乱七八糟，主题曲是陈慧娴唱的            
(2星)	 吕颂贤扮演的令狐冲没有那种放荡不羁的感觉            
(4星)	 当年很喜欢            
(4星)	 令狐冲……            
(3星)	 笑傲江湖曲            
(4星)	 盈盈不美~            
(4星)	 令狐            
(4星)	 感觉吕颂贤就是令狐冲的最佳演绎，经典            
(5星)	 大爱吕颂贤！这部拍得很有江湖侠客感！！大爱！            
(4星)	 我喜欢任大小姐～            
(5星)	 再没有比他更潇洒的令狐冲了~~~            
(3星)	 吕颂贤我觉得还可以吧            
(5星)	 笑傲江湖中最喜欢的版本啦            
(5星)	 吕颂贤不帅，但这部剧很帅！！            
(5星)	 很好看啊~當時看完愛死呂頌賢了！~~心中最經典的令狐沖。            
(4星)	 当时深深的沉醉于音乐。莫大先生真传神！            
(3星)	 盈盈丑了点。。。            
(NA)	 他们都说小郁长得像吕颂贤……            
(4星)	 吕颂贤有神 但形欠佳            
(4星)	 很不错的说            
(4星)	 配乐和陈采岚的岳灵珊都很感人。            
(5星)	 他就是我心目中的冲哥             
(5星)	 2010寒假前，中 再看了一遍            
(5星)	 这部不错，我喜欢男主的演员            
(3星)	 总体还不错，就是任盈盈有点不尽人意。            
(3星)	 感觉特BT的一部古装武侠片...            
(4星)	 和张纪中拍的完全不是一个风格。            
(3星)	 偶爱滴令狐冲为什么总不是美男演？            
(NA)	 就是比央视的好TVT            
(NA)	 经典            
(5星)	 最喜欢这版的笑傲江湖了~可惜女主不够漂亮~还不如蓝凤凰！            
(3星)	 这版比李演的那部好            
(4星)	 《笑傲江湖》中最喜欢的版本            
(4星)	 老爸最爱。            
(5星)	 喜欢            
(4星)	 男的不帅女的不漂亮，但是气息像极了令狐冲和盈盈，潇潇洒洒地走，不问以后            
(4星)	 差不多是最喜欢的一版男主角            
(5星)	 比较喜欢这部            
