http://movie.douban.com/subject/2157188/	倚天剑屠龙刀
(5星)	 我最喜欢的赵敏~~            
(4星)	 黎姿演赵敏太合适了，佘诗曼演的周芷若也很到位呀。喜欢这个故事的结局            
(4星)	 最爱这一版。            
(5星)	 香港改编的金庸武侠剧总有种让人无法抗拒的吸引力，这部尤甚~！            
(3星)	 这一版的赵敏算是很经典了，至于张无忌，我还是喜欢马景涛版的。这个应该和演员自身性格有关。            
(4星)	 额，还是这个版本还不错，尤其是黎姿的赵敏，吴启华的张无忌也还可以。            
(5星)	 最喜歡黎姿的趙敏            
(3星)	 黎姿是真美            
(3星)	 只有在这部同时有佘和黎的剧里我比较喜欢黎。还是角色重要。            
(4星)	 唯一一部用了三个演员饰演张无忌.....但最出彩的还是赵敏.....            
(5星)	 倚天屠龙告诉我们：强中更有强中手，卑鄙更有阴险人……            
(5星)	 SSM去shi吧            
(5星)	 黎姿演的敏敏就是模板            
(3星)	 黎姿是真的美!            
(4星)	 大爱，虽然苏有朋和贾静雯的也喜欢，但这个是第一印象～黎姿            
(5星)	 黎姿太美啦！            
(4星)	 黎姿真的很美            
(5星)	 这是最美丽的赵敏~            
(NA)	 虽然张无忌丑了点，但整部剧经典的没话说！            
(5星)	 我最爱的赵敏!!!            
(5星)	 全为黎姿~            
(5星)	 多年再看依旧泪流满面            
(5星)	 最佳版本，黎姿是演赵敏的最佳人选。            
(NA)	 好看，感悟很深            
(4星)	 敏敏。            
(5星)	 黎姿的赵敏我觉得是最好的，最贴合原著的。            
(4星)	 芷若到头来也只是换来无忌哥哥的一句心痛和敬重。。。喜欢这版的结局，忘却前尘，和宋青书做一对平凡的夫妻            
(4星)	 这部是无法超越的            
(4星)	 黎姿就是女神啊            
(5星)	 昨天把全集当下来看第NNN遍，真好看TAT            
(5星)	 黎姿简直就是赵敏，不过吴启华的张无忌太阿叔了            
(4星)	 没印象了。            
(5星)	 我最爱的版本，黎姿把赵敏演活了。要是小昭再漂亮点就更完美了            
(5星)	 至今为止看过的最好看的版本            
(4星)	 还是你们比较经典。张纪中版的，所有都是大胡子的一个样子。            
(3星)	 勉强把·            
(5星)	 这个版本的赵敏最让人着迷···            
(5星)	 喜欢这个赵敏            
(5星)	 重新看一遍……            
(5星)	 看过的 版本中 最喜欢这个            
(5星)	 黎姿太美了            
(4星)	 黎姿~            
(NA)	 就喜欢这一版            
(4星)	 喜欢黎姿~            
(5星)	 最喜欢的赵敏...            
(5星)	 被杨逍迷倒了..................最爱的赵敏~这样的赵敏~谁会不爱啊！            
(4星)	 大团圆结局。虽然我觉得张无忌还不错，但我觉得他还是应该为自己的逃避付出代价            
(4星)	 虽然布景很假，但是演员好~演宋青书和少年张无忌的都是帅哥一枚            
(4星)	 这版的赵敏最喜欢啦            
(4星)	 这个版本最好看。。。黎姿太美了。。。            
(3星)	 跟内地的比起来，还算靠谱            
(3星)	 黎MM真漂亮            
(4星)	 四星给赵敏            
(4星)	 黎姿的赵敏最美丽妖艳了            
(5星)	 这个版本是最好的了            
(5星)	 还是喜欢这一部            
(5星)	 看到的第一版，名字很不拉风，叫倚天剑，屠龙刀。这大概是唯一瑕疵吧            
(4星)	 这版的赵敏            
(4星)	 个人比较喜欢这个版本            
(5星)	 忘不了黎姿刚出场时拿倚天剑的英姿            
(5星)	 姿姿绝对是最经典的赵敏，最喜欢的一部倚天屠龙记            
(5星)	 以前都没有真正看过倚天,原来是那么悲伤的一个故事. 张无忌经典台词:&#34;XX,你对我太好了.&#34; 这句害惨了4个女人！ 看哭好几次,为谢逊,为芷若,还有所谓的&#34;大义&#34;...最喜欢小昭,最心疼敏敏,最羡慕不悔,最欣赏杨逍.            
(NA)	 中国的电视剧还是最爱武侠，武侠还是最爱TVB，TVB的还是最爱《倚天屠龙记》，《倚天屠龙记》还是最爱吴启华和黎姿版本的……经典的片子啊，后来翻拍的怎么看都没感觉。            
(4星)	 黎姿真的很美ms我是从这部开始anti佘诗曼的            
(5星)	 我最最亲爱的黎姿。她是最美的赵敏。            
(4星)	 这一版也不错            
(4星)	 tvb就是经典            
(5星)	 哈哈，我超爱的一版，好喜欢这版的赵敏，古灵精怪，喜欢！            
(4星)	 里面不少美女~黎姿最亮眼~内容情节也很精彩            
(5星)	 喜欢这个版本            
(4星)	 很优秀的一版 黎姿的敏敏出彩            
(5星)	 还是这个经典啊！            
(4星)	 喜欢黎姿，喜欢赵敏，敢爱敢恨，放弃了那么多才和张无忌在一起，张无忌值得吗？搞不懂。            
(4星)	 黎姿真美            
(4星)	 大爱黎姿            
(4星)	 吴启华还是太斯文了些            
(NA)	 黎姿的赵敏喜人~            
(3星)	 总觉得吴启华不适合演张无忌，很不习惯看他摘下眼镜的样子            
(NA)	 曾经很喜欢。但也只是曾经了。             
(3星)	 张无忌太老了。            
(3星)	 花花啊花花            
(4星)	 最最最经典的一个版本啊 大家都喜欢黎姿演的赵敏 我承认她很美  但我还是爱上了义无反顾的 周芷若 并且因为这个角色迷上了佘诗曼 佘诗曼真的演什么是什么            
(2星)	 吴启华的古装怪怪的，还是马大叔顺眼            
(4星)	 比较喜欢这个版本的~            
(5星)	 大爱黎姿            
(3星)	 可爱的黎姿            
(5星)	 倚天屠龙就最喜欢这个版本了。。。其他都没法看            
(NA)	 我是因为黎姿喜欢上赵敏的，也因为赵敏记住了黎姿。美得让人陶醉。。。            
(4星)	 嗯嗯             
(4星)	 我的赵敏啊，我的黎姿啊            
(4星)	 最喜欢的一版，因为赵敏。            
(3星)	 黎姿好美呀，吴启华也不错。            
(4星)	 喜欢黎姿，喜欢赵敏            
(4星)	 好喜欢黎姿演的赵敏 佘诗曼在里面也演的很好看            
(4星)	 貌似黎姿是最符合原著中外貌描写的赵敏，七分英气让黎姿诠释的最好            
(4星)	 第一次看得时候都觉得周芷若更漂亮的。。不过黎姿越看越漂亮那个男主角虽然比苏有朋演的好，，可是享进艳福啊            
(3星)	 不习惯            
(4星)	 看了张纪中版，决定调高一个星……原来吴启华在俺心中还是萌大叔啊……            
(4星)	 就是看了这个开始喜歡上阿佘的            
(3星)	 还好啦，不过没有上面那部有吸引力。            
(3星)	 我爱佘诗曼！！            
(4星)	 黎姿和吴启华蛮搭的，但吴启华这个年纪也张无忌实在是。。。= =            
(4星)	 黎姿版的赵敏是无法超越的～而且佘诗曼也很萌～            
(4星)	 黎姿演的好~可是张无忌不够帅诶            
(3星)	 梁朝伟版张无忌,黎姿版赵敏,周海媚版周芷若,孙兴版的杨逍            
(4星)	 很少看香港古装剧，喜欢这部的角色搭配~~            
(5星)	 黎姿的趙敏 無人能比。            
(3星)	 这版，我就是最喜欢米雪（的殷素素）。黎姿的戏总是那么浮于表面，虽然她是很用功。佘诗曼也是刚刚出道靠人带带混个脸熟的境界。紫衫龙王和原著里形容得一样美，武林第一美女不是白得的。张无忌和赵敏的感情多了个男性第三者，倒更早确定了他爱的是她的事实。早说了，张无忌并不优柔寡断。            
(3星)	 最美好的敏敏特穆尔            
(4星)	 各个版本中最好的 黎姿也是我看过的最符合赵敏感觉的一个            
(5星)	 很喜欢黎姿的赵敏            
(3星)	 阿佘好美丽            
(3星)	 吴启华还是不适合演这个角色啊~            
(4星)	 佘诗曼怎么配得起周芷若！ 其实电影版里 张敏演赵敏 黎姿演芷若 真的最适合～            
(3星)	 这部印象不太深刻。。。            
(4星)	 看几遍 都不厌 即便剧情都能背下来 还是会怀念            
(3星)	 1 吴启华是很男人，但演20多的张无忌也太不能接受了。 2 漂亮果然是要靠对比的。 3 其实我最喜欢的还是纪晓芙杨不悔，尤其是滕丽名来出演。            
(3星)	 还行            
(NA)	 这个赵敏比较漂亮            
(4星)	 黎姿 黎姿 ❤            
(5星)	 最爱的就是这一版了，喜欢赵敏。            
(4星)	 恩，看过这个版本才知道黎姿的，后来才知道竟然是40岁的大婶了. 恩，片尾去不错.            
(5星)	 最好的一版倚天            
(5星)	 大爱黎姿            
(5星)	 黎姿            
(NA)	 超级喜欢黎姿            
(NA)	 不戴眼镜的吴启华实在很不习惯。            
(4星)	 超爱里面的黎姿版赵敏。。            
(3星)	 我觉得黎姿完全演出了赵敏的神韵~~            
(5星)	 最喜欢的倚天屠龙记            
(4星)	 最爱的一版，，黎姿啊。。安            
(4星)	 三星，看在黎姿的份上+1星            
(5星)	 最美的赵敏            
(4星)	 我看黎姿格外顺眼~            
(4星)	 倚天屠龙的经典~            
(2星)	 张无忌太老了            
(3星)	 好喜欢赵敏，好喜欢黎姿            
(4星)	 这版赵敏最漂漂了~~~            
(4星)	 比苏有朋版的好多了~            
(4星)	 当年惊艳阿佘，今日惊艳杨逍。            
(3星)	 黎姿的赵敏是亮点，可惜其他人配不上            
(4星)	 我看的第二个版本的倚天屠龙记，很喜欢黎姿扮演的赵敏，也喜欢佘诗曼饰演的周芷若，更欣赏吴启华所饰演的无忌哥哥~最重要的是，我觉得第一个版本和第二个版本的剧情都刻画的不错，细节部分把握的也到位            
(5星)	 帅哥和美女的典范！            
(4星)	 佘诗曼！！！！！！OMG~~~~~            
(4星)	 这个版本还是不错的            
(3星)	 要怪只能怪我爹借错了碟子。囧            
(3星)	 最喜欢这个版本的倚天屠龙记，演员的演技一级棒，特喜欢这个版本的周芷若，佘诗曼有把那股狠劲和阴沉演的极致，还有后来失忆后的纯真。也喜欢这个版本的赵敏，漂亮、刁钻、聪慧过人，还有深情不悔！！！            
(2星)	 主要人物不好看……            
(4星)	 因为赵敏，因为黎姿            
(4星)	 最喜欢的版本。黎姿的赵敏真是赞。不过周芷若是台版的周海媚更胜一筹。            
(4星)	 我见过最美的赵敏 也是黎姿最美的角色            
(3星)	 吴启华没带眼镜有点看不清。。。TVB古装戏里面唯一不如内地的一部。。。。            
(NA)	 当时觉得佘姐姐不好看·········            
(4星)	 好喜歡入面的黎姿……好似係扮趙敏的            
(5星)	 纯为我心中最美最经典最完整的敏敏打五星！            
(3星)	 男主也太...            
(4星)	 我竟然没收藏             
(4星)	 喜欢黎姿～            
(NA)	 喜欢里面的配音            
(4星)	 黎姿演的相當好。            
(4星)	 我认为这部倚天里最帅的是张兆辉的杨逍~黎姿很惊艳            
(5星)	 金庸的武侠小说里，我最喜欢的男主角，是张无忌。杨过，痴情；萧峰，英雄；令狐冲，潇洒。但是，我喜欢张无忌，喜欢这么一个优柔寡断三心二意的家伙。其实，我喜欢的应该是那个故事。对于赵敏，怀着的是欣赏与认同；对于张无忌，就是很单纯的喜欢——在我的感觉里，他只是个会武功的普通人。            
(5星)	 最喜欢的一个版本~~~            
(4星)	 比其他几个翻拍好            
(4星)	 黎姿的敏敏公主真美啊~            
(4星)	 喜欢黎姿演的赵敏，佘诗曼的周芷若让人难忘            
(4星)	 最喜欢黎姿版的赵敏~            
(5星)	 这版本最经典,黎姿最美!!            
(4星)	 黎姿版的赵敏绝对是公认的最符合原著的赵敏~把金庸的那个敏敏特穆尔活灵活现的展现在了我眼前            
(5星)	 不可磨灭的记忆，黎姿的赵敏超级灵啊。            
(4星)	 港剧很出彩，黎姿很美            
(3星)	 不知道为什么啊，我不喜欢倚天屠龙记。。。            
(4星)	 这部是所有倚天屠龙记我最喜欢的            
(3星)	 吴启华是师奶杀手。佘诗曼永远抢不赢黎姿~~            
(4星)	 就是这部让我大爱黎姿呀~无法超越的赵敏！            
(5星)	 除了吴启华老点……别的都不得不说很经典！            
(4星)	 还是这版比较好诶，至少比苏有朋那版顺眼            
(5星)	 大爱的一版            
(4星)	 黎姿很符合我心目中赵敏的形象            
(4星)	 果然还是最喜欢这个版本的……            
(5星)	 阿佘~~            
(5星)	 果然黎姿的赵敏才是真正的赵敏啊~~~~~~~~~~            
(4星)	 最爱的版本~            
(3星)	 这个版本一般吧            
(3星)	 因为黎姿。            
(NA)	 我看过的拍的最好的倚天屠龙记            
(NA)	 黎姿@@            
(3星)	 萌黎姿            
(4星)	 想当年            
(4星)	 黎姿的赵敏太好了，简直不能超越            
(4星)	 黎姿和吴启华~~~OMG            
(4星)	 还是喜欢这个版本的，黎姿真美            
(5星)	 最喜欢的倚天屠龙记，最经典的张无忌赵敏            
(5星)	 这是我最喜欢的一版倚天，演员选的都很合适            
(4星)	 可是明明周芷若更让人心动啊。            
(5星)	 个人最喜欢这版的倚天~虽然吴启华老了点~虽然那时候的阿佘演技嫩了点！但是整体都还比较好看~            
(3星)	 这版有几个地方挺出彩的            
(4星)	 还不错~            
(3星)	 不错            
(4星)	 黎姿把赵敏演活了，让整个片子因为有她而有价值            
(5星)	 哈哈 我最喜欢的版本了。黎姿演的赵敏真棒            
(3星)	 张无忌好老。。。喜欢TVB的节奏            
(4星)	 敏敏演演得如同书中走出。。。            
(5星)	 金庸迷们说“赵敏”灿若玫瑰，大约经历了三十年的“倚天屠龙”电视风云际会，“赵敏”的扮演者从1979年汪明荃到2009年的安以轩，只有一个人让“赵敏”真正灿若玫瑰。这个人就是黎姿，她让“赵敏”从此鲜活起来，是她让我从此弃黄蓉于不顾            
(4星)	 相当喜欢啊            
(3星)	 黎姿版的赵敏，很可爱，很适合。佘诗曼版的周芷若也是。            
(4星)	 黎姿啊~黎姿~            
(5星)	 我最喜欢的倚天版本，、从此只认黎姿版的赵敏。剧情也太好，感觉每个主角都那么有情有义，那么讨人喜欢。            
(NA)	 喜欢小昭            
(5星)	 ！！！！！！！！            
(5星)	 倚天里最好的一版，喜欢黎姿版的赵敏            
(3星)	 黎姿            
(5星)	 最爱逍芙！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 SAMMUL的阿三啊。。。            
(3星)	 话说比较喜欢苏有朋版的...            
(3星)	 为了松仁玉米而来····            
(4星)	 黎姿很适合赵敏            
(4星)	 gigi版的赵敏是我心目中最完美的赵敏了            
(5星)	 喜欢黎姿演的            
(4星)	 最爱这版的赵敏~~~~            
(3星)	 “周芷若”这名字好听，太理想化，机灵可爱的赵敏更真实。            
(NA)	 陪弟弟看了点            
(NA)	 那时候觉得可真好看啊            
(5星)	 吴启华。。虽然老了点点，但是看上去更像好人了，不像年轻人瘦时那么奸（尖）了            
(4星)	 很喜欢            
(5星)	 最爱这一部，大爱黎姿版赵敏~~~七分霸气，三分柔情，剑眉星目，敢爱敢恨，太完美了~~~~~~~~~            
(5星)	 TVB...TvT..            
(3星)	 吴启华演张无忌有点老~            
(5星)	 最爱这部倚天！！！            
(4星)	 只喜欢这个版本            
(4星)	 最爱黎姿演的赵敏            
(NA)	 哈 陳鍵鋒在裏面跑龍套            
(4星)	 玫瑰  芬芳且有刺            
(4星)	 张兆辉的杨逍真是帅到不行，我终于又一次看到了海俊杰大帅哥。黎姿和SS在这部戏里的感觉都很不错，吴启华很适合演优柔寡断的男人。作为典型的赵敏控，我跳过了赵敏被冤枉到不行的部分，XD~ 少林方丈在这个版本里不是那么讨厌，灭绝还是一样让我想灭掉她。            
(5星)	 敏敏特穆尔o(≧v≦)o~~            
(4星)	 这小昭真囧啊真囧            
(4星)	 喜欢这个版本的赵敏和殷素素。。。。            
(4星)	 黎姿gigi~那时觉得吴启华还挺好呢,..            
(3星)	 喜欢黎姿~            
(5星)	 我就喜欢这个版本的            
(3星)	 都OK            
(5星)	 很棒的版，大学里全楼都一起看。            
(4星)	 最老饼的张无忌~不过黎姿的赵敏是我心目中的最高分            
(4星)	 这是所有影视剧中最赵敏的赵敏吧···            
(4星)	 比大陆的 好看赵敏演的好好啊            
(3星)	 难道黎余的梁子就是那时候结下的？            
(5星)	 黎姿漂亮            
(4星)	 吴启华太老，佘诗曼太丑，场景太破，其他蛮好            
(3星)	 佘诗曼很靓诶。。。            
(4星)	 这版的《倚天》有我最喜欢的配乐和杨逍；张无忌可以忽略不计。            
(4星)	 经典的赵敏            
(5星)	 想我去年夏天，真疯狂~            
(4星)	 看点就在黎姿和佘诗曼，至于吴启华，他实在和张无忌年龄上很有差别……            
(5星)	 只为赵敏            
(4星)	 还行片。。            
(NA)	 因为赵敏害得我这么多年来爱死黎姿了            
(4星)	 最喜欢黎姿版的赵敏            
(3星)	 主角演员都也忒老了。特别是吴启华，一个中年人演少年，虽然他演技不错            
(3星)	 黎姿很漂亮            
(4星)	 赵敏酒窝最多的一个            
(5星)	 这是我小学时躲在厕所看的。。。好看。。。这是我最喜欢的一版倚天屠龙记            
(5星)	 黎姿在戏里很美            
(5星)	 当年的经典。演员好看，演技也不错。            
(3星)	 不喜欢男主角            
(NA)	 最喜欢的版本。            
(NA)	 最完美的赵敏             
(NA)	 这版比苏有朋的好看 我喜欢黎姿            
(4星)	 可以算是中年版了，不过演员演技很赞，黎姿的赵敏很经典。            
(4星)	 喜欢这个版本~里面黎姿很漂亮~            
(3星)	 还是咆哮马景涛的经典一些！            
(3星)	 黎姿的赵敏真的不错。有些剧情改的很和谐。            
(4星)	 非常喜欢黎姿的赵敏~~~            
(5星)	 最好版本 倚天屠龙记！            
(4星)	 黎姿 ^=^            
(3星)	 里面一星是给黎姿的，她的赵敏短期应该无人可超越。            
(5星)	 黎姿演的赵敏太棒了！如果不是赵敏喜欢张无忌，他都不知道死了多少回了！            
(4星)	 TVB的这部还不错            
(5星)	 越漂亮的女人越会骗人、素素、~            
(3星)	 从前看的            
(3星)	 黎姿的赵敏很不错，不过吴启华的张无忌就……………………阿门            
(4星)	 完全是为了黎姿啊～～            
(4星)	 因此爱上黎姿            
(5星)	 就是为了gigi            
(3星)	 看到最后我也只是喜欢了佘诗曼么结果囧RZ            
(5星)	 黎姿的赵敏相当灵            
(NA)	 一般般， 改编过多，台词太烂，情节也多有不合理。            
(5星)	 初中时代的记忆            
(5星)	 为黎姿打分。。(*^__^*) 嘻嘻……            
(1星)	 怎么样我都想让结局是赵敏死            
(3星)	 喜欢黎姿版的赵敏            
(4星)	 比苏有朋版好太多！            
(3星)	 其实我最喜欢的是这部戏对杨逍和纪晓芙感情的处理            
(5星)	 最难忘的赵敏            
(4星)	 温柔的芷若，可人的小昭，娇横的赵敏，刁蛮的殷离，张无忌你满足了            
(4星)	 黎姿的赵敏绝对经典！            
(5星)	 &#34;倚天&#34;裏最喜歡的版本~話說少年張無忌很美男~GIGI漂亮呀~            
(4星)	 喜欢武侠片，GIGI造型哈惊艳，经典的赵敏。            
(3星)	 本来是冲着佘诗曼去看的，结果看了不喜欢佘诗曼版的周芷若，还是周海媚版的最让我印象深刻。这版剧情比较爽快，这点比较喜欢。后来还是很快拖着看完的，觉得越看越弱智，怎么会有那么头脑简单的人。            
(NA)	 很久以前            
(4星)	 黎姿真漂亮            
(4星)	 个人最喜欢这个版本~~            
(NA)	 喜欢黎姿 只这一部            
(4星)	 是我比较喜欢的一版...            
(4星)	 超喜欢黎姿演的赵敏            
(5星)	 尤其喜欢这里演赵敏的黎姿 ^_^ 有人说是黎姿成就了这版的倚天屠龙记，的确有几分道理啊~~            
(2星)	 最刹风景的就是吴启华，找那么个老男人来演张无忌。。TVB没男演员了么。。            
(5星)	 周芷若啊是我最大的痛            
(4星)	 就是喜欢港的武装戏            
(5星)	 初中的时候天天看，感动了            
(3星)	 这回终于赵敏美了 佘诗曼到底哪里漂亮了想通不能            
(4星)	 形象都比较夸张……            
(3星)	 三星是给黎姿的，这版的赵敏最得我心。            
(4星)	 英气，冷艳，智慧            
(3星)	 人都说吴启华有些猥琐            
(3星)	 就是无忌老了点            
(5星)	 经典            
(5星)	 这里的赵敏是经典啊            
(NA)	 黎姿真是绝代啊~            
(NA)	 大爱。晓芙与杨逍。            
(4星)	 最好的版本            
(4星)	 这个杨逍才叫风流！太好看了！想想张铁林！他疯了！            
(NA)	 MY FAVORITE            
(5星)	 经典版。最喜欢吴启华的张无忌。黎姿很不错。            
(3星)	 这部拍的很普通            
(4星)	 黎姿演的不错。            
(3星)	 黎姿很美很好，不过吴启华叔叔。。。年纪太大            
(NA)	 虽然有佘佘。。但那个时候的她的演技还很平平。。。            
(5星)	 大爱。大爱。            
(3星)	 張教主，你好大的肚腩            
(5星)	 这部倚天才是王道···            
(NA)	 很无聊的一个剧- -            
(2星)	 可惜            
(4星)	 暑假里又在电视上重看了一遍~            
(4星)	 喜欢黎姿版的赵敏            
(5星)	 倚天屠龙记            
(NA)	 就喜欢这部，呵呵~            
(5星)	 最爱这一版            
(5星)	 五颗星冲着黎姿演的赵敏给的            
(5星)	 一直都很喜欢周芷若这个角色，更何况还是阿佘演。。。            
(2星)	 怕是比较不济的金庸剧之一            
(3星)	 好老的张无忌..            
(4星)	 除了张翠山殷素素还有张无忌实在太中老年版了之外，其实这剧演员选的相当好。哈哈。不过小昭如果是邱淑贞当年的样子就太完美了            
(4星)	 ……            
(4星)	 還是阿佘最贊~~演她老公宋青書的原來是曹永廉ar            
(5星)	 我最最最最爱的赵敏啊！！！            
(4星)	 黎姿啊。。。偶的女神。。。话说吴启华原来你是演三级片出道的啊。。。            
(5星)	 最经典的赵敏            
(3星)	 哎哟 拜托 这片 这书 这男人这男人太恶            
(NA)	 喜歡她            
(5星)	 完完整整看了两遍！            
(4星)	 比较经典，喜欢这里的黎姿            
(5星)	 最完美的赵敏            
(NA)	 .........            
(4星)	 其实整部戏也是中规中矩，但黎姿的赵敏绝了！再看被吴启华的张无忌吸引，大概因为这个无忌最专一            
(4星)	 佘诗曼 黎姿两大美女  演技都非常棒啊            
(3星)	 选角问题大了            
(4星)	 看港剧最疯狂的时段            
(4星)	 吴启华的只能说还可以            
(4星)	 喜欢            
(5星)	 百看不厌            
(NA)	 黎姿很pp            
(2星)	 一般            
(NA)	 因为有gigi，先会睇            
(NA)	 风格如同热            
(2星)	 张无忌不应该是吴启华演绎的这样懦弱            
