http://movie.douban.com/subject/2148680/	创世纪
(4星)	 我很无语的            
(4星)	 假期把这个看完，商战篇，虽说的是香港，却看到了近些年大陆经济发展的趋势。            
(5星)	 tvb的经典            
(5星)	 经典这两个字就是用在这里的            
(5星)	 大爱之作~            
(5星)	 里面有个人和我高中班主任同名同姓=。=            
(5星)	 最最爱的港剧。            
(5星)	 荣添应该和helen在一起的。。。。陈慧珊生病不能演，可恶的编剧才会想出孪生姐妹如此恶俗的剧情！！            
(5星)	 经典中的经典啊！！大爱！！！            
(5星)	 好多年前看的了 tvb向来擅长的爱恨情仇的纠葛加商场的斗智斗勇            
(5星)	 非常好看的商战片，堪称经典            
(5星)	 最爱的tvb。没有之一            
(5星)	 什么都不用说了。创造晴天 天地有情！！！            
(5星)	 戚其义的最强代表作，CAST极为强大！            
(4星)	 小时候很喜欢看的来着……            
(5星)	 tvb的罗嘉良才是真正的罗嘉良。            
(NA)	 罗嘉良！！！迷恋之。。。            
(NA)	 那么长竟然都看完了            
(4星)	 这个也必须看过            
(NA)	 Tim你个衰人... Helen我心疼你...            
(4星)	 都是小时候的了……            
(5星)	 看过两遍 不错             
(5星)	   毕业论文参考的文本~            
(5星)	 忍辱负重            
(5星)	 叶荣添，张自力            
(5星)	 港剧的巅峰            
(1星)	 又长又不好看的            
(5星)	 经典            
(5星)	 當時除了吃飯簡直就是生活的全部了……            
(5星)	 在我心里~这不是一部电视剧~是一个美好的回忆~~            
(5星)	 哈哈。刚刚看到豆友评价里面人物的星座，很有意思。才想起来小时候也特爱看这个电视剧！            
(5星)	 怨恨是很累人的，宽恕就简单轻松了许多            
(5星)	 tmd這麼長當年是怎麼看下來的。不過是經典。            
(4星)	 世纪很大，怎样去创？100多集的电视剧我是一集一集的盯着电视看完了            
(5星)	 初二时每晚10点后的期待            
(5星)	 一晃十多年了，再看的时候还是那么精彩            
(5星)	 很想给你6颗星！            
(5星)	 印象不深            
(NA)	 我真的十分喜欢            
(3星)	 就是鬥的太厲害了，感情的兜兜轉轉太那個啥了            
(4星)	 OMG这剧还能有多长            
(5星)	 超好看啊！            
(5星)	 传奇！            
(4星)	 就记得人挺多的            
(5星)	 又是从小看到大的剧。也是我从细节喜欢明星的起点，那个时候因为郭晋安演的马志强在里面说一句话的表情迷马志强迷了好久            
(NA)	 小时候看过 模糊            
(5星)	 叶荣添！            
(4星)	 100都看了哎            
(5星)	 内涵、亲情、友情、爱情、人性、做人···            
(5星)	 港剧经典，当之无愧            
(5星)	 难忘古天乐那首赚人眼泪的《像我这种男人》            
(4星)	 难得好看的剧就是太长            
(5星)	 虽然很长但很经典！            
(5星)	 TVB中唯独最爱创世纪            
(4星)	 好长。。。            
(5星)	 可惜最后叶荣添没有和helen在一起            
(5星)	 小时候爱看，练就了极强的粤语听力水平~~            
(3星)	 貌似真的是部长剧 看着看着也还行吧 不过真的太长了 献礼世纪的电视剧也可以谅解            
(5星)	 最喜欢的港剧，没有之一。            
(5星)	 tvb经典演绎爱恨情仇            
(5星)	 经典中的经典！！！怎么可以不推荐！！！！这种阵容！！再也盼不到了啊！！~~看了四遍剧情倒背如流的人表示，不想再去看第五遍了~~汗~~我的自力啊！！！            
(NA)	 初中看的~经典            
(5星)	 100集的港剧，真的不多，正的所谓开创世纪            
(5星)	 小时候陪伴最多的就是这些经典的香港电视剧            
(5星)	 因为这部开始喜欢捞家~可惜港剧这两年越拍越烂了            
(3星)	 ……忘记了内容。只记得小学时候看过。            
(5星)	 高级的一笔啊            
(5星)	 港剧经典            
(NA)	 唯一不足就是拍了第二部            
(5星)	 超级好看，最喜欢的港剧。            
(5星)	 真靠谱。            
(5星)	 经典            
(5星)	 超喜欢这种电视剧            
(5星)	 最喜欢的港剧，没有之一。现在每每扛不住的时候还会找出来看看。            
(3星)	 107...看得好累~还好的感觉。            
(5星)	 堪比大时代            
(5星)	 初中时看的，至今印象深刻~很不错的剧            
(5星)	 绝对巨作！突然想起来这部让当时还是一个初中生的我热血沸腾的电视剧，太经典了！            
(5星)	 不记得看过几遍了，心疼陈慧珊            
(NA)	 就是这部戏让我深深的爱着陈慧珊 一直到现在            
(5星)	 经典，张自力            
(4星)	 又是一部經典老片            
(5星)	 真的叫经典。。。            
(5星)	 觉得心里像打翻了的五味瓶 觉得自己参透了哲理又觉得一切都是狗屁 觉得应该有梦想又觉得梦想不靠谱 觉得应该相信兄弟又一直怀疑自己 觉得命运强大又反抗未遂然后接着反抗 编剧啊编剧你以为你是上帝啊这部剧看的我头都大了 可能这就是人生 真的是            
(5星)	 1万颗星~            
(5星)	 商战片这就已经是顶峰了..超越不能            
(5星)	 好像从来没看完整过，不过绝对是经典            
(5星)	 这部片子看得我感动到落泪，好久没这种感觉了。            
(5星)	 简直好看的没发说了，太喜欢许文彪了，活的太有个性了。            
(5星)	 一个时代的大丈夫！            
(5星)	 喜欢            
(5星)	 经典。。            
(5星)	 捞家亦正亦邪的精髓            
(NA)	 TVB 时而喜欢，时而不喜欢。            
(3星)	 貌似记忆中很好看            
(4星)	 想当年CCTV-8首播时，我没有一集落下。喜欢陈锦鸿的儒雅气质            
(NA)	 从这时候开始喜欢的罗嘉良，呵呵，看来我喜欢工作狂加偏执狂~~            
(5星)	 想当年大学的时候，每天晚上准时回来，每人倒一盆热水，一边看一边讨论，，多么美好的一段回忆啊。不过好看的是第一部，到第二部就变成黑帮片了，不好看了。            
(3星)	 反正到后面吾也就看透了港剧是怎么的一波N折…………            
(4星)	 经典的电视剧~            
(5星)	 你相信我是一边背【陋室铭】一边看的吗？这是真的！还在大结局前晚经历电视机坏掉，老妈为了看大结局，当天就去六百买了台新电视机！@Home            
(5星)	 TVB巅峰之作            
(5星)	 对我影响很深的片子            
(4星)	 经典中的经典            
(4星)	 其实很爱许文彪。            
(5星)	 最爱的TVB电视剧，最爱的角色叶荣添，怎能不给满分。罗嘉良拍的电视剧有不少值得一看的，此片是其诠释最完美的一部，无法超越。可惜此片不在他三次勇夺视帝的片子之中。正因为叶荣添的亦正亦邪，才让人爱之无法自拔。全剧的主线就是三人的梦想，最终实现，但失去了数个亲人朋友的生命，早知付出如            
(5星)	 大气，经典，无法超越。            
(4星)	 不单单是明星阵容的问题，当年曾经躺在沙发上彻夜通宵地看啊，呵呵            
(5星)	 经典中的经典            
(5星)	 想当年天天偷着看啊！            
(4星)	 那时候没有电脑，我记得是晚上等着央视8套一天一天放映！回不去的时代啊……            
(5星)	 tvb曾经的最爱之一  陈慧珊            
(5星)	 早前看的一部港剧，很经典。兄弟之间的恩怨情仇刻画得让人唏嘘。            
(5星)	 温故而知新            
(4星)	 100集，经典之作。            
(4星)	 深夜煲劇熱潮的時候            
(5星)	 永远的经典，直到现在我还会一遍又一遍不厌其烦地看            
(5星)	 真的喜欢捞家啊，而且有三大花旦在，剧情也很不错            
(5星)	 太经典了 还想再看一遍 可是老婆不让啊             
(5星)	 小时候的了，喜欢高美娜            
(3星)	 小时候的，所以现在不记得了，OK。。            
(5星)	 看过的第一部完整港剧~            
(NA)	 长太长。。。但确实很经典            
(5星)	 港剧原来多风靡            
(3星)	 太@#*&amp;%$)长了             
(5星)	 无法被超越的TVB 电视剧。            
(5星)	 我那什么都不知道的小学啊...            
(5星)	 添哥            
(NA)	 主题曲很不错            
(5星)	 片头曲NB            
(5星)	 港剧至尊!看过数遍，每次熟悉的旋律响起，都会很激动。你可以不喜欢看TVB剧集，但是《创世纪》一定要看！            
(3星)	 为嘛吴奇隆要和邵美琪配成一对，配吗？！配吗？！我对TINA这个名字都有阴影了。。。集数太多，战线拉得太长，很多时候无法照应周全。。。总的来说不错了            
(5星)	 这个。。。小时候看的。。。超经典            
(5星)	 准备重温            
(NA)	 好长好多人，最近一次看是高三。            
(5星)	 相信那些不怎么看TVB剧的人也会看过该剧            
(NA)	 永远的经典            
(5星)	 电影最爱肖申克，电视剧里最爱这部。。重新看依然触动，商战，情感，人性道义都齐了。。。            
(4星)	 罗嘉良的代表作，香港人的奋斗史            
(4星)	 我喜欢马老板和珠姐            
(5星)	 要为张自力打很多颗星。发现蔡少芬演的所有角色最后都没有跟我喜欢的人在一起！哎！            
(NA)	 在世纪之巅看创世纪！向往彼岸的繁荣！            
(3星)	 太长了，刚开始看着还行，后来里面的人跟刚开始的性格反差很大，有点撒狗血的感觉，当时看得挺起劲儿的！~            
(4星)	 第一部5星，第二部，2.5星，任务落差好大，一瞬间大家都帕金森了，智力下降得厉害啊            
(4星)	 我想给它三星半的，因为它太长了~港剧大概到这部戏前前后后这段时间，就开始走下坡了。现在的港剧真是没什么兴趣看了。            
(NA)	 最完美的TVB电视剧，强烈推荐            
(NA)	 无需多言            
(NA)	 许文彪+张自力    田宁你失忆后就瞎了眼             
(5星)	 CCTV8 每晚23:00才开始放，害死我了            
(3星)	 看过几集...            
(3星)	 首部100集长剧。            
(5星)	 纪念高三时光            
(5星)	 这是我看过的最好的一部电视剧。注意，后面没有“之一”。            
(5星)	 N年前看的TVB剧了，情节早忘了。主演都是当时的当家小生和花旦。很经典，CCTV也播放过很多次。            
(5星)	 看到最后感觉很心痛            
(3星)	 居然看过            
(5星)	 喜欢文彪这种气质男。。。经典电视剧            
(NA)	 商战经典剧，无法超越的！！！            
(5星)	 和我奋斗的心境蛮搭那个时候的邵美琪真的是风情万种，而郭可盈还很青涩，陈慧珊还只是个小女孩我说怎么那么喜欢许文彪，原来是许文强啊！            
(3星)	 港片史诗剧，有港片的所有恶俗桥段，1比2好，2沦为普通肥皂爱情剧。            
(5星)	 超级好看的~~~~港剧经典，最爱..            
(4星)	 这两天一直窝在宿舍看这部99年的片子，被深深吸引。在这部片子中，我不仅看到了现实得社会，看到了商业中的显性与隐性规则，看到了为人处世的生存之道。我不敢说它有多完美，但演员精湛的演出与紧扣的剧情确实是港片中的经典。            
(5星)	 当时超红的            
(5星)	 TVB的经典之作！！！太棒了！！！如果有10颗星，我也会毫不犹豫的打满分！            
(4星)	 那段令人心动的片头音乐~            
(NA)	 100集跟我妈一起看的~整个一暑假啊            
(3星)	 某同学大爱。。            
(5星)	 绝对的经典5星给第一部。永远的叶荣添、许文彪、马志强、岑颖欣。第二部落入俗套。            
(5星)	 电视剧第一            
(4星)	 非常恢弘            
(5星)	 我心中的港剧经典。。。            
(4星)	 算是TVB神剧之一了伐...个人关系最喜欢有乐乐那一段=.=            
(5星)	 超爱！！ 这系列的都看完了！ 不喜欢叶荣添和高美娜在一起。 其他三女生多好的~            
(5星)	 辉煌。            
(4星)	 看的最长的一部电视剧，要不是因为太长，其实还是可以再看看            
(4星)	 没看完            
(5星)	 最近又重温了这部剧集，不错！TVB经典之作!            
(5星)	 永远的经典，还记得吴奇隆在里面的帅气            
(5星)	 没得说的。自己看！！            
(5星)	 真挚的亲情，爱情，友情，以及对梦想的执着成就了荣添。            
(4星)	 冗长            
(4星)	 哎，戚其义的片子就是对智商要求高，台湾人永远拍不出来            
(5星)	 当现实对于我变得虚幻的时候，我总会情不自禁地想起。            
(5星)	 绝对的经典            
(5星)	 很好很强大            
(NA)	 逝去的港剧的美好年代。            
(5星)	 当年那叫一个风风火火啊！！            
(5星)	 港剧最经典            
(5星)	 很值得看的一部港剧，剧情很充实。慢慢看真的很不错。现在想要看这样的很难了            
(5星)	 “像我这一种男人 学不懂怎快乐~”            
(NA)	 永远的经典            
(5星)	 商战片的鸿篇巨制            
(4星)	 1波澜壮阔2第二部一看明显不如不看3叶荣添精湛,许文彪惊艳4后期叶荣添，有些像丁善本，圣母5张自力坏得莫名奇妙            
(4星)	 1999年            
(5星)	 8套也播过，高中看的，港式味道很浓。            
(NA)	 啊，真的是创世纪哎，这么长            
(4星)	 TVB名剧··            
(5星)	 太好看了            
(5星)	 大爱这部剧            
(5星)	 大爱啊!经典啊！这个编剧编的太完美了，虽然105集，但是一点都不拖沓，剧情太赞了！更赞的是捞家、锦鸿、古仔、蔡少芬、郭可盈等人的演技！他们这班人我都爱，哈哈……绝对是经典，看的欲罢不能啊~            
(4星)	 初中啊初中            
(5星)	 据说编剧是在香港经济不景气时期创作了它，主人公叶荣添身上存在着香港人普遍的缺点，但在经过一系列的磨难后，终于成长为一个有担当有责任感的人，并且收获了自己的爱情。编剧希望这部剧能够激励处于低潮期的香港人，用自己的双手去闯出一片天。            
(5星)	 当初很小就很喜欢罗嘉良            
(5星)	 大爱，记得当时还是在中央8看的呢            
(5星)	 经典！            
(2星)	 没啥意思，又臭又长。            
(5星)	 最喜欢的香港商战片 没有之一!!!            
(5星)	 经典之剧            
(5星)	 我想给6星啊，啊啊            
(4星)	 经典港剧啊．当然因为太长了，中间有若干集没看．            
(5星)	 大片大片。。每个角色都是经典。。罗嘉良不愧是一哥，他最适合演绎大片。。古天乐，偶像。。陈锦鸿，郭晋安，你们太棒了！！            
(4星)	 其实最心疼文彪            
(3星)	 剧太长。            
(5星)	 狂推!!            
(NA)	 和你看的            
(4星)	 最近在重温            
(5星)	 最爱前50集！谁会想到最有原则的许文彪会落得如此下场。            
(5星)	 记忆最深刻的TVB，之后再无超越之作。剧本强大，演员强大。            
(NA)	 不可复制的经典。古天乐啊～ Ada啊～ Flora啊～ 都回不去了呐            
(5星)	 这才叫台庆剧            
(4星)	 太长了 忍不了那种长            
(NA)	 ··这是我看过对我个人来说最经典的港剧，虽然到后面整个篇幅确实有点多余 ，但仍是我最爱的港剧            
(4星)	 我爱HELEN.            
(4星)	 第一部应该给五星的，第二部看得有些粗            
(5星)	 情结的曲折性 堪称惊天地泣鬼神- -喜欢Helen 我的陈慧珊啊            
(NA)	 如果陈慧珊没有因病退出剧组就好了，不过我也可能没这么惦念了            
(5星)	 童年回忆 值得回味             
(5星)	 經典中既經典。。好想重溫。。不過太多集啦。。嗚嗚~            
(5星)	 只喜欢前50集            
(4星)	 人生大起大落~            
(4星)	 大剧一部            
(5星)	 我眼中的TVB分为世纪前和世纪后  这部戏无论是从剧情还是从演员阵容都是TVB史上堪称第一            
(5星)	 一个跨时代的巨作~tvb什么时候再能再重现这鼎盛时期呢？            
(5星)	 力荐力荐力荐            
(NA)	 好看~~可是…好长啊             
(5星)	 没有了Helen的荣添就不再是荣添，所以《创世纪》只得上半部。            
(2星)	 看得累死            
(4星)	 长啊            
(NA)	 只觉前半部好看，后半部几乎没看，太长了。            
(5星)	 不愧是TVB制作成本最高的电视剧            
(4星)	 Helen的退出不能不说是最大的遗憾！            
(5星)	 永远的最爱。            
(5星)	 Helen,一眼万年            
(5星)	 最好看 没有之一            
(5星)	 我最爱的张自力啊 嘤嘤嘤嘤            
(5星)	 真是经典             
(4星)	 我是多么的不忍看下去啊。。。我是多么的想知道结局啊。。。            
(4星)	 印象深刻。跨年的那个电视剧……            
(3星)	 大卡司的也就三星吧            
(5星)	 捞家 ~~            
(5星)	 一生的回忆，一辈子的经典……            
(5星)	 十年前的经典，每次看都有不同的感觉~我一生之所爱            
(4星)	 难得喜欢罗嘉良，我心目中的叶荣添。            
(5星)	 曾激励过某段岁月的TVB经典            
(5星)	 TVB的经典神剧 罗嘉良的演技 没话说            
(NA)	 经典的百集大剧，经典中的经典~喜欢蔡少芬古天乐，罗嘉良演唱的主题曲都很好听！            
(5星)	 爱颖欣。如果陈慧珊没有突然生病，如果编剧们没有临时改剧本，如果颖欣走了没有多出个傻乎乎的美娜，会有更经典的结局。            
(3星)	 太长了，可是有喜欢的陈慧珊和吴奇隆。            
(NA)	 记得和爸爸一起看的，“创”这个字，爸爸教的            
(5星)	 看了很多遍，还是觉得好。前半部很精彩，后半部，许文彪死了，陈慧珊和吴奇隆的退出，临时改了剧本，觉得不如前半部，但总体来说，还是很经典。            
(4星)	 我那時多大？但就欣賞吳奇隆飾演的那個淡泊名利與世無爭的小兒子            
(5星)	 喜欢港剧tvb 罗嘉良            
(5星)	 只为helen！            
(NA)	 喜欢香港演员的自然率真            
(5星)	 当年真是大爱了            
(5星)	 经典中的经典！叶荣添在我心中的地位至今无人撼动            
(NA)	 经典得一塌糊涂~~            
(5星)	 上站着一次会运用的让我提起精神啦            
(5星)	 豪华阵容            
(NA)	 电视里看过~~            
(NA)	 那时候天天晚上看，但现在也几乎不记得了            
(2星)	 不喜这种商海片            
(3星)	 太长了，看到后面都不想追了            
(5星)	 怀揣上个世纪的我、、、经典！！！！            
(5星)	 开创世纪            
(NA)	 经典            
(5星)	 还能怎么说，超五星！            
(3星)	 很复杂。嗯，就是这个感觉            
(5星)	 很棒很经典            
(4星)	 经典啊             
(5星)	 看几十年都不会生厌的好剧~~            
(5星)	 一座丰碑            
(5星)	 当时好喜欢            
(5星)	 TVB的一座里程碑            
(5星)	 世纪之作，让你感悟人生的跌宕起伏，在每个灵魂角色的展现中徘徊顿足。            
(5星)	 个人认为TVB最经典的电视剧了，宁力的故事让人太纠结了，每看一次痛一次........            
(5星)	 那半夜偷看电视剧的岁月啊……            
(5星)	 这是我心目中最伟大的TVB港剧 100多集 小学的时候 跟着 姐姐们 租碟看 亲情 友情 爱情 商战 阴谋 背叛 是真的有震撼到 如果以后有空的时间 还会再看一遍的            
(5星)	 TVB中非常经典的一部片子从一无所有，到富甲一方，从无到有又到权钱争夺，出身入死的兄弟，却又反目成仇.......创业不容易，守业更难啊！正在创业路上的朋友我们共勉.....            
(5星)	 绝对的商战港剧经典，里面充满了励志与人性转变的探讨，很值得深思，第二部略差，但也还不错            
(5星)	 我最爱的一部电视剧，每次重温~都不嫌它长...但不得不承认第二部确实不如第一部~TVB，你现在还能制作出这么经典的电视剧么？            
(5星)	 电视剧能拍成这样很厉害了。            
(NA)	 很长很长的一部电视剧            
(NA)	 ！            
(NA)	 哈哈，老片。長片。            
(5星)	 那是TVB的黄金时代也是罗嘉良的             
(5星)	 不用多说吧            
(4星)	 上半部很赞，许文彪死那一段真是无与伦比！            
(5星)	 看过三四遍了，每次看完还是很激动，这应该是TVB的航母之作了，很难超越。            
(4星)	 ~\(≧▽≦)/~            
(NA)	 跨世纪            
(4星)	 整整一百集，高潮在最中间，可以深深体会到台湾香港两地法律体系的不同。            
(5星)	 很难有人在超越这个剧.因为太经典了            
(5星)	 叶荣添，许文彪，马志强···            
(3星)	 开头很好，中间很拖沓，结尾想打人            
(5星)	 初中三年级，每晚下了晚自习回家都要看~            
(5星)	 没有TVB剧能超过这部了            
(4星)	 港劇的全勝時代時期~            
(5星)	 怎么没有强荐            
(3星)	 当时是TVB的大心血。。。            
(5星)	 经典啊            
(NA)	 神剧！经典。。但是现在的TVB很难超越了            
(5星)	 最爱的港剧 最爱的TVB小生捞家 就是经典到无法形容的一部剧            
(5星)	 TVB之最经典，再难超越            
(4星)	 好多好多年前看过的作品，只记得一家人在春节假期等候在电视机前的温馨场景~~            
(3星)	 看多了 就            
(5星)	 那时候的港剧很棒            
(2星)	 戚其义的作品，就是堆一堆东西，然后引发人思考……整那么生涩，在我看来是没有意义的。欣赏许文彪、张自力。喔唷，最讨厌抢了ADA过去的马自强了。            
(5星)	 经典            
(5星)	 没看完整。有时间补补。            
(4星)	 拼這一生，用良心對待世界。            
(5星)	 太太太太太好看了 我正在看第3遍 人物塑造方面绝对是no.1            
(5星)	 太早了，只记得明星很多很多，罗嘉良、郭可盈、陈慧珊、蔡少芬、郭靖安……            
(3星)	 不在天地男儿一个层次, 更不要说大时代.            
(5星)	 没有绝对的正与邪，好人与坏人，对helen心疼，对荣添又爱又恨，最心痛荣添的小妹，在医院顶楼的那场戏看一次就哭一次，对郭晋安的演技最无感，被亨少对他老婆的不离不弃的深爱震撼，他以前也只是个只知道混淆度日的阔少爷罢了，helen的妈妈后来的叶太太是最最有气质的，喜欢极了。            
(5星)	 最爱的tvb剧，也是最长的，每次重温都有不同的感受，说tvb剧没深度，看这部就不同            
(5星)	 经典            
(4星)	 珠光宝气的前传版，TVB的十年大戏，里面的阵容非一般的强大            
(5星)	 怀念那个tvb最好的年代 并且我认为这部是巅峰之作            
(5星)	 大爱。。。再重播也仍然会看的剧集。。。            
(4星)	 当时电视里放的时候 每天连看3集啊（暑假） 虽然当中漏掉过一段的 不过还是坚持看到了最后            
(5星)	 人活着的时候根本不需要睡那么多，因为人死后会有大量的时间可以去睡。。。。             
(4星)	 剧情拉的太长啦！            
(NA)	 跟爸妈一起追哈~            
(NA)	 超级超级爱看的一部电视剧            
(5星)	 追忆            
(5星)	 这个是一定要看的！TVB经典老牌。情节、人物、主题都很好，我看的时候是小学还是初中，当时好震撼，好看啊！志强、荣添、文彪、颖欣，泪流满面。。后来高中暑假重播了一次，再一次被震撼了。我觉得这好像是我看过的TVB里最好看的了            
(5星)	 一字不拉，认真地看过            
(4星)	 羅嘉良！            
(4星)	 叶荣添出狱后变成了圣人，不喜欢啦            
(NA)	 看过的第一部tvb。。。            
(NA)	 好久远的记忆！喜欢古天乐在里面坏坏的角色！后来蔡少芬演的田宁自杀了他穿着黑色的风衣在沙滩上发狂的情景记忆犹新！罗嘉良真的是实力派呀            
(5星)	 经典            
(4星)	 看过4遍了 不错            
(5星)	 超级喜欢许文彪            
(5星)	 无与伦比的经典与传奇            
(5星)	 当年和爸妈一起看的…巨纠结……我要不要等放假了再回顾回顾？找虐啊！            
(5星)	 虐我虐的这个深啊！！！            
(5星)	 绝对称得上港剧商战片里的经典。真是商场如战场啊～～可惜为啥我喜欢的陈锦鸿，古天乐都是坏人类～～            
(5星)	 TVB年度经典大戏，明星云集啊。            
(5星)	 赞            
(5星)	 我喜欢的tvb男星女星基本都在了            
(4星)	 又来            
(4星)	 80集，每一部分都有不同的高潮。人物刻画很饱满，超级喜欢蔡少芬。            
(5星)	 港剧里的神作啊。许文彪是太有范儿的男人            
(NA)	 最爱的电视剧。。有空再来写长篇评论            
(5星)	 叶荣添和许文彪，有梦就去追，不管看上去是多么的荒谬。            
(5星)	 最爱的港剧 剧情紧凑 阵容强大 曾经能把剧情都记下来 7年之后再看 有了更多的体会和理解 依然感动            
(4星)	 tvb 90年代黄金时期的落幕前奏，最喜欢许文彪            
(NA)	 比较早的时候，看电视还受妈妈控制的时候，似乎看过一些些，不记得的情节，不过因为是TVB的，所以收藏。            
(5星)	 这么强的卡司，绝对要顶啊！况且内容表演真的是长篇家族剧的高水平之作，没看的一定要补课了。哈哈哈            
(NA)	 还是小学时候看的……好怀念……            
(5星)	 經典中的經典！我愛郭可盈啊~            
(5星)	 的确是经典            
(NA)	 两次看创世纪，都变成人生的转泪点            
(5星)	 TVB代表作            
(5星)	 非常经典，所有的人物都很立体丰满～～值得回味　在成长中的叶荣添，蜕变的许文彪，为了报仇而失去幸福的张自力。。　人物众多，矛盾也更加耐人寻味～～　不过第二部比第一部要拖沓了一些            
(5星)	 最爱叶荣添            
(NA)	 最爱的港剧            
(4星)	 如果是小时候打分的话 一定会毫不犹豫地给五星 然时隔这么多年 我已没有那个信心 不仅是对片子 还有我自己 印象中最深刻的台词是郭晋安向蔡少芬求婚：“。。。每天都要走那条又黑又长的楼梯。田宁，你愿意陪我走那条楼梯么？”这多年 仍念念不忘            
(5星)	 啧啧，一言难尽。ps，妈妈成日问我荣添点么点么。。啧啧。。            
(5星)	 这是一个无法跨越的经典            
(5星)	 小时候最爱看的！            
(5星)	 叶荣添   叶荣添  叶荣添            
(5星)	 最喜欢的港剧            
(4星)	 看了三十多集，然后开始拖着看了，拖到51集，我表示鸭梨太大了，我这辈子再也不想看TVB的片子了            
(5星)	 CCTV8小时候看过            
(5星)	 我的童年献给香港            
(4星)	 无线鼎盛时候的力作了，罗嘉良的演技一如既往的赞，“视帝”名副其实~            
(NA)	 一部给人理想的电视剧！            
(5星)	 75级下下来看了不止一遍，也是我是唯一喜欢的罗嘉良演的片            
(5星)	 经典啊。。。虽然我没看全。。。但真的是港剧的巅峰之做。情节，人物刻画。明星演出。            
(4星)	 应该是我最后一次看tvb长剧。在此之后就没看过40集以上的tvb剧集了            
(5星)	 很好很庞大~~            
(5星)	 2010年再看创世纪~~~~            
(5星)	 自从这部剧后开始喜欢罗嘉良了~其实他也蛮有味道的饿            
(5星)	 经典~            
(5星)	 十一年了，还记得当年当代歌坛月末版上的专题，我还买了这个游戏玩，自己还仿照它写了一点东西~那个年代觉得剧中的一切都离自己好远，但现在觉得他们真是真实地存在着。虽然长，但是很经典~~个人不喜欢叶荣添，他的成功很大程度上是运气和遇贵人，当时很喜欢Tina，现在也很喜欢这种精明强干的~            
(3星)	 小时候看的，典型的家族恩怨，商海风云，没有很亮点的地方，娱乐娱乐还是可以的。            
(4星)	   当时不知道自己多大.. 到是蛮喜欢看            
(5星)	 港剧经典中的经典            
(4星)	 很经典的一部～            
(4星)	 长了点，看完我都忘了...            
(4星)	 还是太长了。没看完。            
(5星)	 跨越2000年噶世纪巨献            
(5星)	 大制作，经典            
(4星)	 央视8套，初中时看的。当时班里就自己喜欢看港剧的样子~~            
(3星)	 看了1集            
(5星)	 我看了十几遍的电视剧 无论从哪一集开始放都能吸引我            
(2星)	 不喜欢这个类型的，但是其实它很好看            
(4星)	 再长也不算长            
(3星)	 罗嘉良，你真坏！            
(5星)	 喜欢死捞家这个角色了，一个有血有肉真实的人            
(5星)	 罗嘉良的演绎让叶荣添如此真实，如此不可取代~~            
(5星)	 开了眼，领略了什么叫TVB大戏            
(4星)	 好喜欢罗嘉良~~~~            
(5星)	 怀念。。。            
(5星)	 初中时看的。TVB经典之作。            
(4星)	 小时候的tbv家族戏的回忆哈            
(5星)	 好看~很长~最后的更精彩            
(5星)	 记忆中的经典聚集，很长。            
(5星)	 太长了，要不就再看两遍了，lisa姐好有气场            
(5星)	 永远的经典，            
(5星)	 经典中的大经典啊~怀念迷TVB的日子啊~            
(5星)	 最爱的家族局。            
(5星)	 想重温了。            
(5星)	 最爱的港剧。            
(NA)	 与国际金融的第一次接触            
(4星)	 所谓的经典，却不是我的最爱。            
(4星)	 long long ago            
(5星)	 我100%看过，但是我什么印象都么有了……除了记得他叫创世纪，还有捞家当然在我记忆中他是很好看的= =ms这个百集电视剧还是我们一家人一起追的            
(4星)	 即便可以一忍再忍编剧时不时的精分，我也无法再多看罗嘉良那极具乡土气息的独特外形一眼；文彪死后，毅然器具            
(NA)	 这片真的很长很长。。。            
(5星)	 经典            
(5星)	             小时候得记忆咯            
(5星)	 大制作，里面的每个角色都深得我心            
(5星)	 人性            
(5星)	 超级电视剧，及其经典            
(5星)	 经典            
(4星)	 初中看的            
(4星)	 Hellen 《Promise don&#39;t come easy》1999 CCTV-8            
(3星)	 不知是不是从这个年代开始，港产电视在印象中就开始慢慢衰败了。            
(4星)	 很长，但也很好看的一部戏！~            
(5星)	 史上最好看的电视剧，没有之一！！！！            
(5星)	 非常精彩的电视喜欢许文彪不过我建议大家看前半部就行了后半部很啰嗦也很无聊，剧情错漏百出不过大家选择看古天乐这个大帅哥倒是可以看看下半部            
(5星)	 虽然下集有些瑕疵，但这部剧依然是现代港剧的经典，或许就连戚监制本人也难以超越了。            
(3星)	 一百集，有点太长了。            
(5星)	 最爱的TVB            
(5星)	 算是TVB的经典之一吧。不过至今100集都没有看全。。。            
(4星)	 商場如戰場...            
(5星)	 《创世纪》真是部经典的电视剧            
(5星)	 印象里强大的TVB和罗嘉良～～            
(5星)	 很讨厌那个文彪。。。。            
(5星)	 这个最有感触~~无法超越            
(5星)	 不知不觉，《创世纪》已经十年了，它可真是“一直被模仿，从未被超越……”            
(4星)	 看到今天早晨2点，断断续续算起来有7个月吧，终于把它一集不落的重温了一遍。。。结局竟然是2010年，OMG~~不知道该说什么了。            
(4星)	 很久很久以前看的了，已经记不得什么了。            
(5星)	 想那個時候多執著啊~看到凌晨3點  每天            
(NA)	 捞家经典！！            
(5星)	 N年前的片子~~            
(5星)	 香港的奋斗就是中国的奋斗！            
(NA)	 TVB的不容错过            
