http://movie.douban.com/subject/4124395/	Only You 只有您
(4星)	 最后太bug了，编剧好狠啊 总体不错            
(4星)	 结局太惨            
(3星)	 看了2.3集 ...弃了            
(4星)	 我哭点很低？            
(5星)	 多一点谦让 多一份关怀 幸福可以就这么简单            
(4星)	 编剧要你死你就死，要你醒你就醒。掌握着生死大权！            
(3星)	 矮子里面选将军·····            
(3星)	None
(3星)	 进展得平平淡淡，最后怎么死了一对呢            
(4星)	 还是为了KC看的。。为嘛要这样的结局啊！车祸那出太悲惨了啊！就不能都大团圆咩～            
(5星)	 大结局看哭了。真的            
(4星)	 看这个戏是因为爱郑嘉颖，事实证明开价婚纱店好赚啊            
(3星)	 也就是打发时间的消遣剧目，要耐着性子看，喜欢YOYO伶俐的口齿。其他没什么看头了~~~            
(3星)	 睇完之后更加唔想结婚...            
(5星)	 看这个电视剧剧时一直想起古巨基的那首钻石败犬,每个故事之间衔接的很好，很喜欢里面的中式婚礼            
(4星)	 其實頭尾真的很so so ，但TVB就是有這樣的魔力            
(2星)	 第十集弃。            
(NA)	 王AMY剧不死人不痛快。            
(4星)	 很不错的电视剧，至少在故事情节还不错，可是结尾就有些差强人意了，除了死亡难道就没有其他的方式解决人物离开的方式了吗？            
(3星)	 一般性吧，看得越往后越无聊            
(4星)	 除了结尾非要撞死两个人才挽回主角的爱情这点之外，别的看的还蛮开心的。            
(4星)	 温馨的片子，为什么不是个超级大团圆结局呢郑嘉颖真是太帅了~超帅！            
(4星)	 人生有多少happy ending            
(3星)	 没有什么太出彩的剧情，感觉里边有很多内容都很扯，比如老板儿子交的神经不正常的女友啊，甜姐女儿的性格啊。最够呛的是原本一部以婚纱店和结婚为主题的浪漫甜蜜的剧，居然以最后一集阿King和kaka被车撞死结尾，真的是大煞风景啊！            
(4星)	 结局差评啊亲。。。！            
(4星)	 很轻松搞笑            
(5星)	 单元剧。阵容强。有TVB的味道。温馨。喜欢！            
(3星)	 看到后面越来越无聊，弃            
(3星)	 还是喜欢郑嘉颖的表演，结局真的是很不完美            
(4星)	 很温馨甜蜜，亲情很细腻，值得推荐还算今年比较好的TVB剧            
(NA)	 结局太雷人了，简直是败笔            
(3星)	 看到23集,开始烂尾,3星吧~             
(4星)	 虽然由于故事太多而略显仓促，但是还是一部很好的电视，节奏轻快，又能让人相信爱情……每一个故事，告诉你一个恋爱的道理~            
(3星)	 大结局和整部戏的基调完全不搭 有点突兀啊  总体还是蛮好看的            
(4星)	 三星半，为了郑嘉颖再加半星，随便看看还行~~            
(3星)	 田蕊妮你演后妈都这么可爱            
(NA)	 很好看的说            
(4星)	 结局真残忍，一对很幸福的情侣眼看要步入婚姻殿堂，却出了车祸。大富大贵真的不重要，重要的就是平平安安在一起。            
(3星)	 编剧真狠啊。编谁死谁就要死。            
(2星)	None
(3星)	 一敏和summer在一起后，编剧就开始显得底气不足了。            
(3星)	 喜剧变恐怖片。结局太无语。            
(3星)	 很喜欢天生啊            
(NA)	 狂哭。            
(3星)	 一般吧            
(4星)	 结局很惊艳                
(4星)	 大爱蒙嘉慧。。。不过结局有点。。。            
(3星)	 剧末的狗血让它减了一星……            
(4星)	 结局不太喜欢            
(3星)	 结局太狗血了~            
(4星)	 一般般，结局很雷。            
(4星)	 最后一集让人很无解...            
(4星)	 今年为止最喜欢的TVB            
(5星)	 很不错的剧，值得一看~只是结局好伤感哦！            
(3星)	 现在的港剧越拍越假了            
(4星)	 很喜欢片头曲  很欢乐            
(3星)	 好吧，不是每个人都拥有摄影师的梦想都会想要过摄影师的生活。            
(3星)	 结局真惊魂！就死翘翘了……            
(5星)	 郑嘉颖老帅了。。。            
(4星)	 每每到喝感恩茶的时候都哭，第一集哭了，二奶儿子结婚的那集也哭了。TVB最近难得一见很温情的剧集。但是，最后kaka和king抱mai一起死的桥段也太狗血了，就为了成全summer的觉悟            
(4星)	 虽然小拖沓加小狗血，but,only you 我愿意一生与你笑着回味            
(5星)	 很搞笑，就是结局有点仓促的感觉            
(4星)	 田蕊妮演的真有喜感，对她大有好感啊。            
(4星)	 题材很新颖，结局让我有点意外，但是稍稍仓促了点。            
(3星)	 整部剧很拖沓            
(3星)	 卡司不錯可以追。看到最後有點草率但還是挺應題的。            
(3星)	 轻松搞笑、温情的家庭剧！            
(3星)	 剧情一般吧 很多人的故事结合在一起            
(3星)	 人生无常，谁都不知道下一秒会发生什么，活在当下，珍惜眼前            
(3星)	 TVB剧现在的通病——头重脚轻，前面挺轻松搞笑的，后面就开始有点乱扯了，本来挺温馨的一部电视剧，硬是得搞死两个人来成全男女主，完全跟整体风格不搭调，太扯了。。。            
(NA)	 挺好看            
(NA)	 围观yoyo和唐na            
(2星)	 神马烂结局啊！！！摔！！！            
(5星)	 my name is merry. do you want to merry me?            
(4星)	 人是否可以坚持自己最初的理想？            
(4星)	 一个个小案件组成的感人的连续剧，很好啊，只是觉得蒙嘉慧笑起来很不自然，以前没有觉得郑嘉颖帅，现在觉得他挺有味道的            
(4星)	 婚礼应该是每个人都想像过的吧，是一生中最美好也是最感动的一天。拍的很不错，开心，感动，幸福，珍惜。。。都拍出来了。只是很疑惑，TVB最近怎么总是不让有情人终成眷属，总得死配角让主角明白，突出主题。当配角不容易啊。。。            
(4星)	 不知道为什么，对yoyo就是越来越有爱。            
(4星)	 放着它做自己的事情……很八错。没有让人咬牙切齿的指指点点。一点点家庭爱情婚姻的深刻，也够啦～            
(3星)	 冲田蕊妮去看的            
(4星)	 其实蛮温馨的~~~            
(4星)	 新颖的模式。。不错。            
(3星)	 就是觉得杜汶泽的老婆挺漂亮的，，哈哈哈。。就是一般的连续剧。。还成吧。。。            
(3星)	 19.6 看了第一集还以为有多好看呢，结果还是一典型TVB时装剧，单元剧的形式导致整体剧情木有张力，看完都嫌累            
(4星)	 涵盖各种情感经历的轻松小片……今年TVB开年很给力呀……            
(4星)	 生活教育片~有以前烈火雄心的悲伤感~            
(4星)	 可恶的编剧，居然在最后一刻为了让男女主角复合，牺牲男女配角，而且牺牲得那么突然，真当我们的智商和TA一样，看得我鸡皮竖起，狗血啊，好好的一部剧，被这个狗血安排毁了。            
(4星)	 轻松，温馨，超羡慕的天生的人生观，是我向往的生活！            
(4星)	 结局太操蛋。。。            
(5星)	 有哭有笑神马的最适合打发时间时看啦~~~            
(3星)	 case很扯 果断弃            
(4星)	 还是蛮感人的...每一对新人总有感人之处            
(4星)	 蒙嘉慧是港女典范，嘴巴尖酸刻薄，心地善良，重视家庭责任。或说都市女典型心态，踏实不冒险，想过小日子，却总不能如愿。田蕊妮好可爱。估计跟杜汶泽也是那样相处的。撒娇，有点作，可爱，不坏。值得看看。            
(4星)	 结局的车祸太突兀了            
(3星)	 btv打发时间来看 就是酱紫喜欢btv的电视剧 但公平说 确实很不理解最后的结局 怪诞……            
(4星)	 三十集的only you，在最后赚足我的眼泪。阿king和kaka被撞死后，我也在想人应该活在当下要珍惜眼前人。甚至又在想当初没有酝酿到足够的勇气去找回你，现在可以重拾。但毕竟我还只是有些想而已。最终。还是要像阿蚊和summer一样，都碰巧愿意为对方牺牲才能一直走下去吧。            
(NA)	 以婚庆为题材的一部电视剧，整部剧给人一种淡淡的温馨，不过最后kaka恋人俩死得有点突兀，但能够明白编剧是为了后面一敏和天生能够明白其实两个人在一起不容易，世间事情变幻莫测，抓紧在一起的每分每秒            
(4星)	 三点:yoyo和KC这对萌的我一塌糊涂，结局为什么要死人呢，我要看续集。            
(3星)	 狗血的结尾。            
(4星)	 结局囧了点。为什么要安排KAKA车祸。            
(4星)	 哭了            
(NA)	 哎。。。。大团圆结局有什么不好！！！为神马要屎一对！！！！！            
(3星)	 蒙嘉慧的短外套很好看！            
(3星)	 嬉笑怒骂，最后都有好结局，有情人终成眷属什么的。。。            
(3星)	 结局烂透了，不过是温馨适合合家观赏的剧集。一贯的tvb风格。            
(3星)	 人的一生永远不会知道下一秒会发生什么事，所以，最重要的是要活在当下。珍惜眼前人。             
(3星)	 我汗，没电视看随便找个国语的当背景音乐看完了。。。很鸡肋啊，里面几个人倒是挺有爱的，KC还是演腹黑男吧。。。讨厌圣母撞私甜啊            
(3星)	 烂尾了            
(NA)	 狗血结尾~~大爱KC~            
(3星)	 结局太牵强。男二女二死的好惨。。。。。            
(4星)	 為神馬最近的劇總是開頭覺得不錯..結局突然來個徹頭徹尾的大狗血            
(4星)	 哭了第1集和最后1集....为了成全一对消失一对，有点不完美....            
(4星)	 最后何必来一处悲的呢？            
(4星)	 熬夜看完大结局 ···完全出人意料···不得不怀疑编剧当时是否头脑意识清醒···唉····            
(4星)	 很喜欢蒙嘉慧的角色，也从这部剧开始喜欢她的演技，伊面的每一任女友都很出色啊。片子剧情不像其他港剧一样紧凑，但寓意还是蛮深刻的，是一部比较温馨的片子了，唯一结局阿KING和KAKA出车祸有点过了，所以打不得四星半，要打四星勉强。            
(4星)	 最后结局那个车祸，我至今都不能接受。。。            
(3星)	 还不错，就是结局有点莫名其妙。。            
(4星)	 一部很温馨的电视剧。看了第一集就很想继续看下去，一直都觉得挺好的。可是最后那一点设置，有什么意义？为啥米要整死那么幸福的一对，只为了让男女主角和好？难道没有别的桥段了么？？烦人啊田的表演很让人喜欢~            
(3星)	 整套剧是欢乐的，最后一集来个小悲。不是很喜欢李司棋，永远扮演大家长，全世界都必须听她的。。。            
(4星)	 仍然不喜欢蒙嘉慧。一颗星给最后一集。虽然说珍惜眼前人。可是有许多时候我们都知道有一种命运叫得不到            
(5星)	 只用两个字形容，温情。虽然结局有一点点悲情，但是整部剧真的很轻松。故事剧情绝对很不错，可惜的是，总觉得在郑嘉颖见到他老爸那段演的有些瑕疵……但是留胡子的郑嘉颖还是恨养眼的，更何况有个大美女蒙嘉慧~~            
(4星)	 结局实在太唐突太唐突，难以让人接受，就好似现实咁，这一秒你仲同爱人牵手大笑。下一秒就已经消失在这个世界上。整部剧看下来，好多感触。迟D再写翻篇长D的~  总之，狗血都是咁噶啦。人生本来就是狗血的~ 人生入戏，戏如人生嘛~ 全都是狗血。你抗拒不了的狗血。            
(3星)	 很一般 基本没有什么亮点 就是简单的香港喜剧，最后也是TVB的弊病，匆匆结尾。            
(5星)	 温暖！终于不排斥郑嘉颖了！~~有情人终成眷属很开心，肥裨和斋哥很可爱。有些场景很感动！            
(3星)	 各种婚礼啊            
(4星)	 温情 但有时候台词稍嫌啰嗦 阿ling的卷舌音很有趣啊~~~            
(3星)	 人，总是要真正面对死亡才甘心放弃自己的执念，但代价太大。            
(3星)	 练粤语听力            
(NA)	 血腥结局让人出人意料。人生无常，幸福不是必然，要珍惜眼前人。            
(4星)	 TVB风格            
(3星)	 结局真让我崩泪！怎么就这么死了2个美好的绿叶啊，完全是为了男女主角继续在一起做牺牲品嘛！整部剧都很欢快，尾端的剧情有点散乱加拼凑了。            
(5星)	 ONLY YOU 只有你，阿蚊同样是陷入剩女话题的香港女子，说话得理不饶人，但心却是好的。有一个谈了七年，分手三年的男朋友，可在记忆中却对他念念不忘。也许，再坚强的女子，在心底都有那么柔软的一处，不经常触摸，以至她自己也遗忘，她原来也会有脆弱的时候。 她曾经的所谓的朋友也会笑她，            
(3星)	 一开始感觉该片制作粗糙,但后来的感情戏路也还可以,里面有关感情和婚姻的经典语录不少,而且一个个case衔接很自然,如果不是看介绍,一开始都没感觉是分单元的~            
(3星)	 觉得一般吧,真的一般            
(3星)	 最后那一对死了是怎么回事，和电视剧情走向一点都不协调。            
(3星)	 最后一集，你让我说啥好呢~TVB也如此的狗血            
(4星)	 总体来说不错，只是不喜欢郑嘉颖和蒙嘉慧，还有最后的KING和KAKA真是死的不值            
(3星)	 越来越爱田蕊妮了~            
(3星)	 明明是筹划帮人办wedding的，结局缺莫名其妙有人死了。。不知道编剧怎么想的。。            
(5星)	 5错！            
(4星)	 来我们来看港剧 看看小小百姓的里外家常 看看甜蜜情侣的爱意绵绵 看看亲密家庭里的温暖舒心             
(4星)	 只有你。总有一个你。。。现实剧，小品剧。很生活。很欢乐。            
(3星)	 监制就算想挑战不是大团圆结局也用不着无缘无故弄场车祸的血腥画面吧- -            
(3星)	 平平淡淡的生活里，只有你~            
(4星)	 失去才懂得珍惜。真的很让人心痛。景源和kaka的死好惨。但是，至少他们是爱着的，即使死去也是在一起的。那就够了。中意KC。喜欢唐诗咏很久了！            
(NA)	 看完这个又没剧煲了            
(4星)	 温馨，足矣。            
(4星)	 不要再错过了，把握现在吧！            
(3星)	 烂尾我操，叫你瞎烂尾             
(4星)	 结局败RP啊            
(3星)	 还是喜欢蒙嘉慧在法证先锋第一部里面的造型。。。长的不错。。            
(5星)	 可爱的李司棋大妈和蒙嘉慧小姐居然被感动哭好几次 天啊，第一次觉得郑嘉颖挺有魅力的~            
(3星)	 打发时间偶尔看看还行吧...TVB盛况不再呀...            
(NA)	 梦幻婚礼是每个人都梦想            
(4星)	 KC是我的最爱啊！！！片子不错，温馨自然不做作。结局的时候kaka和阿king死掉了，有点意外。类似单元剧的感觉，每集的主人公都是很棒的演员。            
(4星)	 单元剧看起来比较过瘾，好像听故事。我敢说这是港剧意想不到结局前十名。珍惜眼前人!            
(5星)	 非常不错的港剧，有笑点有泪点，今年目前为止最爱的一部戏            
(4星)	 前半部挺好看的，后半部开始扯了            
(5星)	 港版求婚事务所嘛~            
(4星)	 不错            
(3星)	 蒙嘉慧老了...为什么结尾一定要害死那对来成全这一对，shit，配角就是这么命苦。            
(3星)	 这电视剧应该算是走温馨轻喜剧风格吧，干嘛最后又搞得kaka和景源意外而死呢？非要通过他们俩的意外而进行珍惜在一起的缘分的说教吗？这个结尾感觉不伦不类的，这种安排，在影片最后看到大家开心的过平安夜，只是让人觉着，别人的悲剧只是自己人生的一个插曲，真正事不关己，最重要的是自己的日子。            
(3星)	 我本来肯定给4星的，这个结局太特么震撼了，编剧太囧了，明明一挺好看的喜剧折腾出这么震撼的结尾。需要死人来促成两个不同路的人，这是什么爱情啊。。。            
(3星)	 无法理解为什么分数这么高。不过最后一集确实让我没想到。            
(NA)	 还差2集就看完，可能最近受韩剧影响，觉得港剧人物和情节没那么动人了，一边绣十字绣一边消遣看了~            
(4星)	 中意蒙嘉慧。            
(5星)	 不错！            
(4星)	 结尾有小小的遗憾。            
(4星)	 温馨温馨。。。看完我也想嫁人老！！！            
(5星)	 虽然结局不够完美 但是多次被这里面的各种亲情 爱情感动到TAT 就这样追完了 感觉有点失落…            
(4星)	 算不错的了。            
(3星)	 好好一部剧，为毛要在最后搞的那么悲情？！            
(4星)	 讨厌结局＞＜            
(3星)	 什么结局啊！要用生命来证明“珍惜眼前人”？！            
(4星)	 最后一集只值1个星 前面那么好大结局那么囧 我爱郑嘉颖            
(3星)	 很久没看TVB，居然还是那几张老面孔。不过，看到一些熟悉的场景，还是感觉不错滴~每个人是不是都在寻找着Only you &amp; me呢？            
(4星)	 ╮(╯﹏╰）╭为了主角能在一起，阿king，kaka你们牺牲的好值得。。            
(3星)	 最后一集难得的充实。            
(3星)	 结局有些突然            
(4星)	 前面明明很好的，但这是什么悲催的结局啊啊啊            
(4星)	 为什么kaka那对要死啊 不应该是大团圆结局吗？？？？？？？？？！！！！！！！            
(4星)	 情何以堪..            
(5星)	 很温情的电视剧……里面甜姐（李司棋）说的话很耐人寻味。            
(NA)	 典型的tvb  郑嘉颖不错            
(5星)	 超中意的一部电视剧，已经好耐无一部值得我去追的香港电视剧了~因为好体，所以又拿番起久违的十字绣出来织，虽然体多过织，不过呢出片真是拍得不错，每一个故事都有其感人之处，love`            
(NA)	 结局烂            
(4星)	 只结局哪能噶残忍。。 圆满在电视里都这么难实现了            
(3星)	 印度婚礼那段小插曲很有趣，夫妻过招，其乐无穷，可供参考。已经做好准备接受happy ending，等老公的等到了，出走的老公回来了，分手的情侣和好了……结局的悲剧部分出乎意料，我多怕结尾会在2010.10.10日举行集体婚礼。            
(4星)	 结局怎么这样啊 心里好不舒服哦            
(4星)	 原以为是传统的港式圆满大结局 亲情爱情欢乐结尾不就好了 非得让阿KING和KAKA惨死才能让男女主知道互相迁就 珍惜眼前人。。代价未免太大 死的不明不白又突兀的太莫名了！完全减分的结局= =             
(4星)	 一向喜欢看港剧            
(5星)	 很轻松            
(4星)	 为啥结局要牺牲阿King和KaKa来化解Mandy和Summer之间的关系啊..很完满的Only You非要在最后来点悲伤..简直激死人!!!!            
(3星)	 结局的车祸很唐突            
(3星)	 这种温情平淡有点小无聊的TVB剧集，真是Kill time的不二之选            
(4星)	 好感动啊最后哭到不行~            
(4星)	 哎哟哎哟 郑嘉颖！你戏份为神马这么少！            
(3星)	 这段时间一直看的连续剧~~身边人~~            
(NA)	 好看好看，一直追着呢            
(4星)	 每一个都很有爱~            
(NA)	 KC萌翻~~~            
(3星)	 主要是想看蒙嘉慧。            
(NA)	 哭哭笑笑。            
(3星)	 TVB青黄不接的太严重，郑嘉颖都能和蒙嘉慧配在一起。田蕊妮不错，杜汶泽真有福气！结局真是让人想不明白，我自己都能想出无数的桥段来让男女猪脚幸福快乐的生活在一起，非搞出车祸惨死的桥段来，不好不好啊！            
(3星)	 公司午餐时间一天一集            
(4星)	 继《美味情缘》之后，又一温馨好看的爱情小品剧。大赞！！！            
(4星)	 迄今最稀饭的TVB结局            
(5星)	 TVB《only you》--感情面前人人平等，我们都不是圣人，都有自己的弱点和情感的诉求，体谅宽容和珍惜是王道。这片子虽仍然有港剧那摆脱不掉的一点点肤浅的浪漫主义情怀，但是已经够写实，让人很感触，终于看完了。            
(4星)	 前20集可以打五星的这么欢乐轻松每个故事都不错，从晴晴回来就陷入无聊扯皮，最后的结局也太郁闷了            
(4星)	 虽然后半段剧情松散，虽然结局看得发懵，但是难得看到如此有逻辑的tvb剧情，如此真实的角色，而且编剧在爱情方面的很多看法我都挺认可的            
(4星)	 执子之手，与子偕老。真的是一件很不容易的事，但愿每个人都能遇到携手之人，并懂得珍惜。            
(4星)	 蛮温馨的一部剧，有搞笑有温情有催泪，可是结局太猛了，编剧忒狠。            
(4星)	 最后五集之前 我真觉得是糟蹋演员。。但是收尾很不一样 很有意义            
(3星)	 结局要那么刹么            
(3星)	 反正一天一集温馨好结局，日子容易过点而已···对于TVB比较容易接受~            
(4星)	 算是近段时间里比较真实生活化的片子了，人物的各种性格什么的也塑造滴蛮好。咳咳....我这是有多久没有打4星给tvb了呀。好吧，最后的几集里，yoyo的角色蛮那个的...干嘛这样绑住男人呢！剩女的心机呀！话说，结局要用死一对来成全另一对的成长实在over了点。。。            
(4星)	 最近看的tvb片为神马都有kc呢...            
(5星)	 (暗地裡喜歡看tvb^^)比想像中好看得多了!tvb不只是拍c9/垃圾劇呢~搞笑得來又不胡鬧，感動得來又不煽情，親情和愛情都寫得很真實細膩~故事又夠多元化，不只是俊男美女童話故事..幾好~有幾集都看得眼濕濕            
(4星)	 一條主線，中間有好多個小故事，好感動...不過唔鍾意個結局，點解吖King同Kaka最後要死喔？....個編劇就係為咗等鄭嘉穎同蒙嘉慧一齊...唔制吖...勁唔鍾意呢個結局咯            
(3星)	 追不下去了，放弃            
(4星)	 田蕊妮好演技            
(4星)	 最后为啥会死  抑郁            
(4星)	 多一颗星给郑嘉颖，突然变顺眼了呢~            
(NA)	 看到甜姐她们家的事就实在看不下去了...orz            
(4星)	 3.5            
(4星)	 结尾好悲催。            
(4星)	 多温馨一剧啊，结局皆大欢喜一对对地结了不是挺好？！前一刻还开开心心拍婚纱照手牵着手去等公车，下一刻就被车撞死了。要让男女主体会世事无常珍惜眼前人神马的还可以有很多其他方法啊...接受唔到... P.S.田蕊妮撒娇的样子好可爱^^            
(4星)	 结局有点失望 可悲            
(3星)	 结局不用搞这么残忍吧~            
(5星)	 only  you  only  you 。。。。            
(4星)	 目前都在看，其实很喜欢每对恋人一到二集的这种安排，也不会太累，每对都有不同的感受~~            
(4星)	 难得好作品            
(NA)	 完全是喜欢郑嘉颖而看，却因为最后景园的离去而流泪            
(2星)	 无聊去看这个剧，好吧，TVB无感飘过…            
(4星)	 额，除了最后阿King和KaKa的死让人太过意外，其他都还好，喜欢郑嘉颖和蒙嘉慧，杜太和麦包都好可爱~~~            
(3星)	 为什么要弄死一对才能让男女猪脚开窍？TVB的编剧想法太诡异了。。。一点都不和谐。            
(4星)	 最近很容易感动            
(4星)	 还不错            
(4星)	 为嘛景源和KAKA死了撒。bad ending            
(4星)	 结婚一定要找个门当户对的丫，不好好高骛远的。            
(5星)	 突然觉得KC还蛮帅的。。            
(4星)	 蛮好看的            
(4星)	 看到中间弃剧了，肿么说捏还是觉得有点假 但郑嘉颖X蒙嘉慧的确很不错哟            
(4星)	 不错哦~~蛮喜欢婚礼策划这个职业的~~能带给别人幸福哦^^            
(5星)	 都是我喜欢的            
(4星)	 有少许出人意料的结局，但是这样或许更贴近人生吧，就似其中所讲的活在当下，珍惜眼前人。我也该放下之前的那些执着，向前看，珍惜下一次的邂逅。            
(NA)	 郑很假，蒙老了，TVB没人了！            
(4星)	 刚开始挺好的,轻喜剧.最后一集急转直下,没想到要让summer和阿蚊明白珍惜眼前人的道理需要那么大的牺牲...不过也许这样才够震撼吧!!!看完有想结婚的冲动,但明白那是奢望,因为就如歌中所唱&#34;沿路到此,经得了数万个考验&#34;,,,,哎,我好像已经没那么多时间可以经历考验了...            
(4星)	 新搭档吧，剧情还行            
(3星)	 其实是部很没营养的香港烂片，居然也看完了~            
(5星)	 看得有感动。            
(2星)	 尼玛烂尾！可怜的黎诺懿和姚子羚。想起卡诗。。最爱老板娘和老板。阿蚊越变越无爱。最后几分钟居然第二春。闹哪样啊，神奇的BJ            
(4星)	 很温情            
(3星)	 很喜欢蒙嘉慧的调调，可是，为神马一定要死人呢？还是最后一集，还是突然就死了，妈的编剧你神马心态。感觉对方的重要一定身边要死掉两个人才行么？            
(NA)	 最后这结尾也不知道编剧怎么想的。。。            
(4星)	 结局好无奈~~~            
(4星)	 刚开始很温馨很感动。后面就一般了。。            
(5星)	 温馨耐看，足够了            
(4星)	 看著還是會讓人覺得挺幸福的吧            
(3星)	 刚开始还好,后来就不好看了            
(2星)	 结局没看。没味儿了。            
(3星)	 为了让KC这对在一起，编剧楞是把黎诺懿这对写死了，这样做很不道德！！            
(NA)	 李司棋只能演这样的人！！！            
(3星)	 冲着男主看的 真心一般……|||            
(5星)	 很久没觉得TVB出好作品了 这个赞一个！！！            
(3星)	 为撒是个悲剧？莫非就是为了成全阿蚊那对？            
(3星)	 iptv的热剧最近都是港片啊 iptv要收钱了 不看了            
(5星)	 很好看啊  一个一个爱情短篇组成 中间埋着一条长线 看尽各种爱情甜蜜以及无奈            
(4星)	 生活轻松加上感动。令我想起很多事情，父母的，情人之间的。虽然这只是千千万万港产肥皂电视剧而已。            
(4星)	 看了第一集就觉得不错。温馨让你懂得感恩，其实TVB擅长的不止是警匪片，这些家庭剧也是不错的。刚看了天天向上入殓师那期，觉得丧事和喜事都是让人哭的。            
(4星)	 凭神马要牺牲黎诺懿和姚子羚去成全男女主角的幸福？！？！？！PS. 大爱麦包和大块田啊~~~            
(NA)	 没看完。。粤语好辛苦。。            
(5星)	 麦包好有喜感~            
(4星)	 因为看了剧透，所以在最后一集最后十几分钟的时候，已经有了心理准备，也没有感觉很突兀，人生真的就是这样，不知道下一秒会发生什么，我们能做的就是珍惜当下，好好活，这部剧很喜欢很喜欢，一对对情侣的故事，看的有哭有笑，很容易就联想到自己，或许我们也从中学到了一些。。。            
(3星)	 挺好看，最後一對死得有點慘，不過因為他們的離開才讓某兩位更珍惜對方吧            
(4星)	 烂尾 = =            
(4星)	 看过以后更加认识了爱情。            
(4星)	 每个小故事都很给力，目前有看头，TVB现在的电视剧都是开头有意思，越到结尾越不给力，千万别让人失望啊。            
(4星)	 很温馨            
(3星)	 结局大雷哦！！最后那拉轰的驾车男，编剧太狠了~~            
(3星)	 港剧就图个大团圆，最后还死人，编剧脑残了咩            
(4星)	 越到后面越好看            
(4星)	 景源與KaKa新婚宴爾，死的真慘。要不是她倆慌忙的往后跑，估計車也不會正巧撞到她們。要是站在車站原地不動，或許不會死。估計的事，不能信口開河說的，誰也預計不了事故的發生。只怪她倆時間地理位置選擇不對。湊巧又遇見吃搖頭丸的車主，自己死也就算了，還害得景源與KaKa。            
(NA)	 我被最后一集给雷到了，TVB的编剧越来越强~彻底无语            
(4星)	 kaka和阿源的死太意外了。            
(5星)	 鄭嘉穎!!!            
(4星)	 ！！！好看！！！            
(3星)	 消遣之用            
(4星)	 多一颗星给 郑嘉颖            
(3星)	 阿田个发型有D怪。            
(4星)	 还不错            
(4星)	 不错            
(3星)	 哎！不咋地，为了学粤语坚持看完的！            
(3星)	 为了结局所以降低了评分……太诡异了这结局            
(4星)	 轻松爱情小品，除了结局阿King和Kaka无辜牺牲之外，整体上还挺不错的。有几个单元蛮好，例如小仪和黄长兴、钱嘉乐和官恩娜，最让人感动还是那位痴找丈夫几十年的婆婆。蒙嘉慧演得很努力，不过如果由佘诗曼来演，效果会更好吧。PS：香港人太爱分类、贴标签了！            
(5星)	 很好很sweet~~喜欢summer哥和蚊姐~            
(4星)	 是不是太久不看TVB啦，我觉得好好看～还是这一代的人看起来顺眼。蒙嘉慧难得不知性，郑嘉颖一点都看不出40几岁了，田蕊妮和麦长青蛮有FU的。有不少感动我的点啊。我跟D说，我在预习呃。            
(3星)	 通常都系衰收尾既. T_T            
(4星)	 这是我最近看过最棒的港剧了，很温馨，郑嘉颖还是那么帅，追看到20集，终于在一起了，期待下一集，快点吧            
(4星)	 近期唔错既一部电视剧，有欢笑有泪水仲可以学到唔少野，GOOD！            
(3星)	 就这样吧，插科打诨，消遣下还行~~            
(5星)	 中意YOYO同KC            
(4星)	 首尾兩集都令我眼濕濕！            
(NA)	 第一集就看到眼湿湿            
(NA)	 一个月去了几次看铁打！！            
(4星)	 yoyo原来口齿这么灵活。。。阿田很可爱。。。好看~==结局有点怪~说不好~不过是好剧~            
(5星)	 在TBB重重狗血剧之中简直是小清新啊有没有！！！            
(4星)	 很生活的片子，蛮赚人眼泪的            
(4星)	 轻松却很有人生的道理。            
(4星)	 结局不好，这部剧不应该是特别幸福特别温馨吗，为什么让阿king和kaka死            
(3星)	 珍惜眼前人            
(5星)	 一定要赞一个，真的很好看，很轻松很温馨,蒙嘉慧的演的很出彩            
(5星)	 很好笑也很感人的剧             
(4星)	 好好睇啊 婚嫁做主题 好有新意            
(3星)	 我是有多不喜欢蒙嘉慧啊……            
(2星)	 前两集，真无聊。讨厌死李司棋，整天一副教育人的样子，干脆做个基座，把自己供在那里算了。            
(5星)	 哈哈。好看。            
(5星)	 本来觉得讲婚庆公司的，挺热闹喜庆的~居然kaka和那个助手就那么撞死了！！！我刚说“我也要去海边拍婚纱”，结果刚在海边拍了婚纱的就撞死了！！！！！触我霉头！            
(3星)	 剧中郑嘉颖和蒙嘉慧的爱情很感人，有好几个片段都感动到掉眼泪，是最近看的港剧中最喜欢的一部。            
(5星)	 挺喜欢的            
(4星)	 珍惜眼前人。            
(3星)	 什么烂结局            
(4星)	 其实剧情挺好，只是结局也太悲情了吧。还是喜欢看喜剧结局！不过，最后还真是被感动了！珍惜眼前人！            
(4星)	 这部剧好像使我改变了对郑嘉颖的一贯印象，呵呵，挺温馨，挺搞笑的，好看            
(2星)	 最后一集...差点喷饭..            
(4星)	 后半部不如前了，结尾前部真心的莫名啊！蒙嘉慧和郑嘉颖好顺眼！！！小情愫啊~            
(4星)	 大结局很好，很感动            
(4星)	 原来这种温馨小品我也挺爱的~            
(5星)	 活在当下，珍惜眼前人~！            
(4星)	 感动，温馨。结尾感触良多，原来执子之手，与子偕老真的好难，要克服很多很多的难关，甚至要胜过天。珍惜眼前人才是宗旨。            
(3星)	 看到有情人终成眷属还不错            
(3星)	 为什么结局要死人！！！            
