http://movie.douban.com/subject/5401730/	千山暮雪
(5星)	None
(5星)	 刘恺威真的把莫禽兽演活了~~大赞啊！！            
(2星)	 还能再狗血点吗？            
(2星)	 男主尊帅，精英男一枚，but，莫绍谦呀莫绍谦，您还是和您原配好好过日子吧……            
(3星)	 很喜欢匪大和男主，女主的表演需要提高，希望你们都可以进步            
(3星)	 嘴唇波浪形原来是因为胖到了一定程度。服装真是俗气。            
(3星)	 虐恋，虽然女主身材反弹了但是演技很好。            
(4星)	 虐人型。女主好丑。男主好赞。            
(5星)	 好吧，我花痴了，刘恺威演地真不错。            
(3星)	 花了一整个周末看完了，实在是，真他妈的浪费我时间            
(4星)	 其实我最泪奔的时刻是：手机中“我爱你”的出现！他苦了自己那么久，那么久，我心痛他的独自承受，他也有爱，只是他从来也不去说出来！在海边居家度假的一周，如果永远停住，多好！沧海桑田，只求与君相守，永远            
(4星)	 女主角太丑 4星全给男主 爱死禽兽            
(4星)	 为了这结局 大大的恼火 过程虐点不要紧 结局怎么能这样呢             
(3星)	None
(5星)	 很虐            
(3星)	 我是2001！哦也            
(3星)	 比小说好上一千倍            
(3星)	 看在刘恺威份上才给还行的，不是他的话这部剧就是一个超级大烂片！！！            
(4星)	 虐            
(4星)	 男主的发型我不能接受            
(3星)	 女主造型太土，星给刘恺威，帅死了            
(5星)	 本年度最好的国产电视剧            
(4星)	 男主好帅，坚持看完后觉得女主也还不错！            
(5星)	 结局把我看哭了。            
(4星)	 唉。。。结局太坑爹。。            
(3星)	 就是来找雷的~难得前几集有点变态小说的感觉，到后面又回归正统叽歪叽歪了            
(3星)	 萧山。。。。            
(4星)	 刘恺威演技刚刚滴啊。人物的细节都拿捏得很到位。尤其内心戏的演绎上，小小的一个动作一个表情的转变，都很耐人寻味，抵过太多语言。男主演得很好。            
(NA)	 自虐啊。。我竟然看完了。。            
(5星)	 很好，刘恺威完全符合我对小说的幻想。            
(3星)	 女主角该减肥了。男主角抱你抱的哼哧哼哧的            
(2星)	 好神经，真的好神经。            
(3星)	 女主很漂亮            
(2星)	 还是很喜欢温峥嵘的角色呢            
(4星)	 其实剧情什么的都很狗血，但是刘恺威实在太给力了~~~哈哈哈哈哈~~~            
(3星)	 终于看完了，既深情又帅气的禽兽啊，女主的各方面都太抱歉了~~~            
(1星)	 真他妈脑残~~~伤不起啊。。。你吗这种篇子就是来毒害我们的。。。            
(4星)	 四颗星全给男猪！！！！！踹飞女猪！！！！            
(5星)	 楠竹的演技和气场都很强大，可以不夸张的说，他一个人撑起了整部剧~            
(4星)	 每次看完虐心小说剧啊神马的，就很想化身成无敌腹黑男主然后恣意调笑白兔女主，虐己虐人同时又各种粉红情节，尼玛好温馨啊！！尼玛为毛线不是想变成女主而是想变成男主啊，因为知道世上根本没有这样的完美性感男淫啊。泥煤好HC你就很想变成你啊。有木有啊！有木有！姐为毛线不是男淫啊啊啊！！吐槽而已            
(3星)	 = =            
(4星)	 综合一下 应该给三分 但是豆友们把评分打到6.1 私认为这个分太低……所以我还是该成四星吧……囧！忍不住人生中第一次快进了 看字幕……剧情太“平”了，除了出现小说里原有的片段，其他真的都是“废话” 当俺看了五集回首发现，压根就记不起有演过啥事件…人物是饱满了…可剧情没跟上啊            
(1星)	 女主真胖啊              
(3星)	 虐心剧～就是为了看莫禽兽，禽兽惹人爱            
(4星)	 从23集开始虐的很给力，最终还是彼此误解。一开始真不知道是女主演技问题还是什么，总觉得她的害怕很假……男主之前可以再疯一点就好了……            
(4星)	 啊啊演莫绍谦的男主角好帅！&gt;&lt;还是个港仔。。&gt;&lt;呜呜呜每次看这个故事结局都要泪奔T_T            
(3星)	 刘恺威 演技很好哦!~如果沒有他,這戲不知像甚麼-口-且劇情不再拉長,,會更好.            
(2星)	 温峥嵘求你了，整死女主吧            
(5星)	 刘恺威的演技不是一般的好！            
(4星)	 很有诚意的剧嘛            
(4星)	 这样重口味的真的很对我的口味~            
(4星)	 腰酸背痛一通顶，匪我思存识虐心。            
(4星)	 支持下！！！            
(2星)	 都说女主丑，我为了匪大，看了半集，发现确实是丑，弃剧            
(NA)	 因为是这位童雪，觉得结局也不是那么惨了。分就分吧，一点也不觉可惜。            
(3星)	 最爱的作者写的书，书真好看。电视剧还真是。。。女猪脚还真是够肥的，看了这个故事也够支持我后来的人生了。。灰姑娘还是有可能存在的            
(2星)	 从没有看过包子脸水桶腰的女主被这么多帅哥纠缠~~~            
(5星)	 男主演技简直大爆发啊！！太有魅力了~~            
(3星)	 结局有点不好            
(3星)	 怨念吖怨念，我没看过原著            
(2星)	 果然很难看，又毁了不小说。女猪脚，你跟服装师有仇是不是！还是你们家开淘宝的啊~~尼玛，衣服质量烂的一米。。            
(4星)	 女主一般，男主让我刮目相看，看来他不仅是偶像派还是实力派啊！又发现一个不错的人。            
(3星)	 剧情在十集之后渐入佳境，女主差强人意，刘恺威的表现不错，打消了我心中的顾虑，改编比较大，有点受不了，配角出色，特别是慕咏飞，最后她没改过算是不俗套，李智楠终于不是那个十八岁的石延枫了。纠结了一下，还不到四星吧，给三星算了。            
(NA)	 里面人性真的好纠结啊            
(5星)	 追着湖南卫视天天看到十二点，总的来说，一个字——虐啊···男主角的演技真好~又帅~            
(5星)	 挺不错的剧情，挺完美的结局，挺沉重的表白            
(NA)	 女主角糟蹋了好电视            
(5星)	 场景，道具，演员，改编，样样都配合十分好，特别是莫禽兽的角色深入人心啊！很少看内地电视剧，已经是很不错的商战+言情了，而已虐恋这个题材很新鲜，要说遗憾的，就是结局最后的一幕竟然是公安局自首，有没搞错啊，竟然来个遵纪守法良好公民大教育……            
(4星)	 刘恺威老帅的！女猪就不说什么了！电视剧对小说的改动有点大，结局有点操蛋            
(3星)	 坑爹...            
(2星)	 我一般不吐槽主角长相的，但这个女主。。。好吧，这才是真爱，况且哪个魅惑狂狷的总裁没有点儿独特的审美呢。            
(1星)	 恶心的看不下去啊，尼玛            
(3星)	 油我竟然看完了……女主角虎背熊腰的我竟然看完了，原著结局的巧妙完全没有体现出来呀            
(4星)	 刘恺威把莫绍谦演活了，好喜欢莫绍谦想偷偷抓住童雪头发的那两场戏哈~童雪是室内设计师的设定其实很不错，我觉得比小说里面好，特别是设计婴儿房那个桥段，多好哈~还有最后的那扇窗~让莫禽兽都泪流满面            
(3星)	 冲着原著去的。。。结果。。。原著的童雪，不是这个样子的。。。            
(4星)	 刘恺威还有温峥嵘演的还行            
(4星)	 我表示我木有看过书----我表示这是被某人带入进来看的囧囧囧            
(4星)	 对刘恺威的表现是5分，最后给了四分，是因为那个。。。女。。。主。。。角。。。            
(4星)	 男主太帅了。。。不解释            
(5星)	 尼玛啊，看的是电视剧啊，看的不是人啊，是嘛是个大美女，导演都舍不得虐啊！！！就是要看丑的互虐才更虐啊，不虐没意义啊！！！            
(4星)	 彻头彻尾的人间悲剧。            
(NA)	 这个鬼片子给我家带来的影响就是：莫名其妙的有人买了四个洋葱头一样的风信子，天晓得什么时候才会开花……            
(1星)	 真的很想看下去打发时间，可女主的难看彻底击败了我！为毛这么胖还老是歪嘴！温峥嵘，求你把她给灭了吧……            
(5星)	 一直以为结局不应该是那个背影，应该大吵一架，或者说我恨你可是我爱你。就那么一部手机，充满电，藏在她的行李箱，然后收到的第一个短息就是“我爱你”，我宁可他狠狠地掐着她的脖子说句“我恨我爱你”            
(3星)	 我竟然也看这个。。。好吧，我承认我很喜欢刘恺威            
(4星)	 除了女猪脚的肥，女二的长相，其他都不错。            
(5星)	 本年优秀的力作！            
(3星)	 虐心一剧 女主慢慢演得没表情了 over over 男主们演出惊艳            
(4星)	 已经很久不看国产的电视剧了，一开始是因为匪我思存才隔三差五地看看，后来不知不觉就被吸引住了，觉得俩娃都很可怜，都是因为慕咏飞扭曲的占有欲，很可惜最后没在一起。刘恺威演的很好，女主就真的不怎么样了~            
(5星)	 我爱你            
(4星)	 小说很三流，但是遇到好编剧和负责的导演就电视剧就变二流了。这件事告诉我们，编剧是很重要的角色，好的编剧可以成功将小说洗白            
(4星)	 我承认是因为看到网上评论女主角丑到惨绝人寰才特意找来看的 但其实还好 这剧单纯来说还是蛮好看的 只是我还是更喜欢俗气的大团圆结局            
(2星)	 看了预告就不想看、什么虐爱 简直就是变态！            
(4星)	 太纠结的结尾            
(4星)	 果然偶像剧也是有演技这回事的。            
(4星)	 女主其实蛮好的，胖就胖呗！  刘恺威很适合~~ ！！！ 以原著来说，改编得算满成功的~~            
(3星)	 变态啊，纠结啊！            
(2星)	 拍的真的不是一般的差。。能别这样毁了匪大的小说吗？。。。            
(NA)	 我看了之后居然哭得一塌糊涂            
(4星)	 哀家觉得还不错额~~~~ 哈哈哈            
(4星)	 虐得我眼睛水没停过。。。            
(3星)	 我觉得女猪脚把自己弄瘦一点是对偶像剧和观众的起码尊重~看造型会有民国剧的感觉，但是全部又都是现代剧的背景；故事有点像年代剧，但是又打着偶像剧的旗号~好吧，女一太胖，女二太老，集典型韩剧男一和男二优点的男主倒是让人心动不已，又是整出来的，这部剧真是彻让我底凌乱了~            
(5星)	 刘恺威 好心水滴啊            
(4星)	 还好还好            
(1星)	 麻烦你敬业一点，减个肥再让刘恺威抱，我怪心疼他的            
(3星)	 虽然不知道为嘛会有种莫名的乡土气息，不过和同类改编电视剧相比还算可以，男一演技爆发女二气场强大！女主就默默当她不存在吧。。。            
(2星)	 女主太肥了，刘恺威帅到爆棚            
(2星)	 较原著改了很多，演员选的很是不到位。因为喜欢原书，比较着看有什么不同，用了共计两小时的时间看完三十集的电视剧。            
(3星)	 嗯，坚决表示，我是来看莫绍谦的，女猪脚真是点太……那个啥了。和这样一枚女主飚戏难为男1啊！~ 另外，感觉改编的很2啊 ~虐的太低级，ending 也莫名其妙。（虽然偶没出息的被弄哭了，）还是感觉木有原著好啊，木有原著好~              
(3星)	 一集不落追着看的。总体剧情真挺好的。我真想给四星来着。李智楠温峥嵘都是我喜欢的演员，刘恺威也挺帅的，可我真的受不了女猪脚那张猪脸！！！！！！！            
(4星)	 男主演得太好了            
(NA)	 看了一半，实在是太虐了            
(3星)	 二颗星给温峥嵘，一颗星给刘恺威，一颗星给原著。所以本来有四颗星，但因女猪减一颗星。于是三颗星。            
(5星)	 刘恺威火大了；剧本赞个~            
(5星)	 冲着刘先森给5分！            
(5星)	 五星全给刘恺威，演技非常好            
(4星)	 男主演技气场很是强大，一个人HOLD住了整部戏！莫绍谦这个人物很好！            
(3星)	 在大家都说女主丑的情况下，我还是默默把它看完了            
(5星)	 想起某人了。            
(3星)	 其实还行啦，没有大家说的那样不堪，不过不知为啥到最后两集竟然看不下去了            
(NA)	 刘凯威演技真心好啊！            
(4星)	None
(1星)	 尼玛听说女主身价涨十倍啊怎样是代言整容吗  肥婆颧骨巨高啊 男主已经面临脱发危机了 尼玛听说这剧很红啊你们人类的智商是被狗吃了吗            
(4星)	 看得我好难受            
(4星)	 结局终究不是happy ending、            
(5星)	 刘恺威帅翻了~            
(2星)	 虐恋那！男的不帅女的不美，情节很不靠谱。纯属打发时间！            
(4星)	 禽兽男什么的最有爱了！            
(3星)	 扣分主要在于，被女主华丽丽的大鼻孔和彪悍的大腿给累雷倒了            
(5星)	 深爱。            
(3星)	 个人而言，这部电视剧较之步步啊皇妃啊之类的要好看，但是结局这让我接受不了，最烦这种道不清的结尾，难道等着拍续集？？？？啊啊啊啊啊啊啊。。。真后悔看了这种结局的电视剧。。。哎哎哎哎哎哎。。。。郁闷啊            
(NA)	 爱，是什么            
(1星)	 女猪你还能再丑再肥一点么！！！！！！！！！！！            
(2星)	 竟然跟着老妈看完了！作为匪大的fans，我吐槽无力呀！            
(NA)	 男主好帅            
(3星)	 最近看了两部匪我思存的戏，除了这部还有一部“来不及说我爱你”，那部其实也一般，但评分却比这部高很多，可能不是芒果台放的原故吧。发觉匪我思存的男主都超霸道的，女主其实挺漂亮的，只是在这部中稍微胖了点。刘恺威不就是当初“创世纪”的叶荣泽嘛，变化不少嘛，双眼皮明显了。这部剧真得蛮虐的～            
(4星)	 冲男猪脚打的            
(5星)	 刘恺威的表演太出彩了，就是莫禽兽。人物比小说中的要丰满。刘恺威演的莫禽兽让人心疼，女演员温峥嵘演的最好，那叫一个让人觉得又可恨又可怜。一个用尽所有力气追逐爱的女人。为让一个男人能够爱他，不惜用尽一切手段。            
(NA)	 其实没看完，剩下后面两集，不敢看了，知道是悲剧。讨厌悲剧。            
(3星)	 看书吧，别看电视，整整就一个字，虐。。虐心啊            
(3星)	 女主太丑了,还胖,那手指真是跟猪蹄差不多。只有长成这样才配剧情里那么那么蠢的小三吗？咏飞虽不漂亮，但至少身材好啊，这女一没那什么娴的好看呢。男主倒是不错，白瞎了。            
(4星)	 没看的时候觉得辜负了原著...看了以后反而觉得更胜一筹            
(2星)	 女主角太丑了！穿的也丑！女人服装都太劣质！整部片显劣质，太纠结了  看到一半看不下去了            
(4星)	 别扭男和小白女的爱情故事，哈哈！            
(3星)	 我觉得小说好看些。。            
(4星)	 最后一集风云突变，虐死人不偿命呐。            
(3星)	 我是来看看杭州的景色的            
(5星)	 真是挺好看的啊……言情电视化了。不管有些人咋说的，反正我觉得好看。哼(ˉ(∞)ˉ)唧            
(NA)	 女主角不错了，不能太苛刻了。女主角长的是很可爱的。            
(4星)	 我觉得女主角很可爱很漂亮啊，为什么大家说她丑，难道只有瘦子才是王道吗？还有期待原班人马拍续集，就算拍不了，也希望他俩能在合作一部新戏！            
(NA)	 豆瓣分数竟然这么低，真是奇了怪了。还在可接受范围，剧情比书要丰满很多，刘恺威还算符合心目中莫绍谦的形象，女主胖胖的，初看不习惯，看久觉得也蛮可爱的            
(4星)	 拍得很用心。是一部值得追的剧。            
(5星)	 我觉得电视剧改的比小说还纠结了，人物比小说更饱满了。看的飞机场那我就泪奔了~~~演员都挺好的，慕咏飞和禽兽都给力啊。就是整个剧服装造型不咋地。慕咏飞十周年那造型，哎我去了…颖儿前半段造型太差劲了！！！本来就胖点穿的还那么臃肿，后面好些了，看着也顺眼些了。            
(5星)	 干嘛老说颖儿不好看啊，很好看啊，圆圆脸~~~：），其实颖儿戏外挺瘦的，不知道是不是为了戏吃胖的            
(3星)	 一个人的魅力居然可以影响到整部电视，虽然剧情狗血加弱智            
(4星)	 又一个周末过去啦~            
(NA)	 不错，很喜欢            
(4星)	 其实片子挺好看的……喜欢刘恺威，戏骨加好气质~~~~颖儿呢算是可爱……期待寂寞空庭春欲晚，想看小说中……            
(3星)	 没看过小说，这剧也是断断续续在看，感觉剧本什么的还不错，关键是刘恺威太给力了，于是NC饭了!            
(3星)	 尼玛 真是够虐的 但是看最后的时候还是哭了~！！！！！！！！！！！！！！            
(3星)	 最近很长一段时间内看过的第一部国产言情剧，再之前是哪部？实在是不记得，不管吐槽者们怎么说，能让我把它看完，肯定是有一定的魅力的，当然每次都跳过勾心斗角，每次都停留在男主女主上，我管你漂不漂亮，我管你帅不帅，感觉，感觉真的有了，而且着实没那么那么的揪心，我将其看做是一种相爱的方式，            
(4星)	 还是喜欢大团圆的结局啊            
(NA)	 刘恺威好帅啊啊啊   爱死了            
(4星)	 唯一的感知：刘恺威太~~~帅了。另外，会写不行，还得会卖，看人家桐华多会挑买主            
(3星)	 真没想到，小时候看创世纪最喜欢的荣泽和荣亨，多年后以这样的方式有出现了！            
(3星)	 没人觉得悦莹老板着个脸么。。？            
(3星)	 不说女主角长得怎样，但是她的肥大已经毁了匪我思存小说里的童雪            
(5星)	 近段时间 最爱看的电视剧 跟着湖南卫视 每晚看到后半夜 我滴黑眼圈 我的皮肤啊 。。。            
(4星)	 男主帅            
(5星)	 我觉得还多好看的。。。主要是男主太萌啦 女主是有点胖 但是她的眼神表情有时候会给人一种很纯洁的漂亮之感            
(1星)	 我艹，什么都不说了……            
(5星)	 结局太悲哀了、应该有续集再把爱情进行到底            
(3星)	 男主帅的不行啊，以前在TVB咋就没有光芒呢            
(4星)	 就……刘恺威挺帅的……女主看着看着也就习惯了吧= =~            
(1星)	 我一定要彻底断绝浪费时间在围观天雷剧上的冲动- -            
(3星)	 挺喜欢刘恺威的片子，演技内敛沉稳，形象儒雅。演技外貌俱佳，加上情节嗯嗯，所以嘛，肯定好看啦，不过属于小言的片子，看过即可，没什么寓教            
(5星)	 男主角非常优秀，惊艳            
(4星)	 原来故事还是忠于原著落下帷幕的。当看到莫禽兽走向公安局的背影时，爱恨情仇一切都散去。其实只是爱而以，只是一句我爱你。而童雪期望的也不过是那句迟来的我爱你。自动忽略女主角            
(NA)	 不给评价了。女主角斯德哥尔摩症候群好么。。            
(4星)	 我就是喜欢这么纠结            
(NA)	 。。。。。。            
(2星)	 男主很适合这个角色，虽然没看过原著吧，但可以肯定他的演技；颖儿就不敢恭维了，造型师是不是故意毁她的；温峥嵘也不错；不过总体感觉电视剧拍的很土气。。。。。            
(4星)	 虽然剧情狗血坑爹- -但我就是喜欢刘恺威            
(4星)	 女主角算是越看越好看啦~~不要纠结            
(4星)	 诡异的剧情，还不错~            
(1星)	 不知道为什么这样的电视剧为什么还有那么多的人追，我们的道德底线在哪里？            
(3星)	 好歹花了这么长时间看完了，结果男主最后投奔了公安，什么狗血剧情！            
(3星)	 还是蛮感动的            
(2星)	 女主让我销魂啊！！！！！！~~~~~~~~~            
(4星)	 没看过原著，总体来说感觉还成，三星的剧，刘恺威演技加一星，只是女猪脚实在让人无法不吐槽，大概是得罪导演了吧，唉            
(NA)	 一群贱人的故事。。。。            
(3星)	 太虐了！！！法克            
(NA)	 千山呀万水的飞行，却去不到你的心里。回头心上已暮雪。            
(4星)	 匪大的这本书和寂寞空庭是我最爱的两本。改编的剧也不错。一直虐，在虐中思索，原来没有所谓的选择，都只是宿命。爱情也是，你不知道什么时候就已经爱到无法自拔爱到撕心裂肺。            
(4星)	 结局好悲伤。            
(2星)	 看一集就够了。            
(5星)	 被莫少迷住了            
(3星)	 竟然看完了，擦~            
(5星)	 看完了女主角颖儿没有别人说得那么难看吧~而且确实有单纯善良的感觉，而不是演出来的。比起很多整容整成锥子脸、瘦身假胸、一股风尘气的女明星来说，我倒是喜欢这种天然系的女生。另外大爱刘恺威，在里面太帅了。温峥嵘演得也很好，又偏执又脆弱让人恨不起来。            
(4星)	 每天追着看，虽然早看过书，知道结局，但依然追着看，喜欢莫绍谦，更爱刘恺威，我都多少年不追星了。。。还有就是，女生啊，还是瘦了好看！            
(2星)	 女1太胖太丑，也不知道男主看上她哪点了，男主也是，你以为你整天跟弄个苦逼脸就是酷了么？看了两集，实在糟蹋了原著            
(4星)	 看的我想骂人            
(3星)	 坑爹的结局，我想看大团圆啊~~~            
(2星)	  = =！            
(5星)	 因为楠竹和匪大而看。。。楠竹真心帅，匪大写的书真心虐心。。。            
(2星)	 剧情扯。女主丑。我脑抽。看得来的个起劲。            
(2星)	 即使一边玩游戏 一边看我都觉得很很无聊 不如看原著小说来得实在 这个剧纯粹是芒果台炒热的 加之天涯一群的色女 喜欢男主角的颜 不停的膜拜吹捧 然后这个剧被火了            
(2星)	 断断续续的看了几集，女主不够漂亮，男主还是可以的。只是原著比电视剧更虐心吧            
(3星)	 居然看完了。。。。对女主简直恨铁不成钢            
(4星)	 女主的婴儿肥太让人受不了了，刘恺威的莫禽兽不怎么样禽兽            
(5星)	 唉结局和小说一样都是悲剧。还期待电视剧版本能喜剧呢            
(5星)	 瓦擦！大陆能拍出这样的绝对是极品了好吗！真的超棒！我爱死那个男人了好吗！！！            
(4星)	  国产电视剧 ？荐了！            
(4星)	 别老觉得悲情才是有水平，HE就是俗，为了噱头而弄得悲情结局更俗！            
(2星)	 小说比电视好看多了。            
(4星)	 挺好看啊，刘先森演的很到位，胖兔也越看越可爱            
(3星)	 镜头比青春残忍。            
(3星)	 都市情感虐恋大戏，，，            
(5星)	 看完以后，觉得女主角的胖已经不是什么问题了，演的很自然，眼泪真的是说来就来，后面越看越舒服，而且关注她的微薄后，感觉人很可爱，很不错，坦然接受了“小胖兔”的称呼；刘恺威演的相当到位，瞬间就喜欢上了他，经常看到他演的情绪激动的脸都抽筋了，很好很强大啊！配角也都是实力派啊，第一次把一            
(5星)	 不错。。。            
(4星)	 虐虐更健康。。。匪我向来都这么虐的~~            
(NA)	 只看过几集，倒是老妈每夜准时守住，不时抱怨女主一定是后门，且在结尾那晚纠结结局。            
(3星)	 虎头蛇尾的剧情，一脸遮天的女主角，太装x了            
(NA)	 一个字：虐！            
(4星)	 觉得女主和我心目中的童雪不符。但剧总的来说还不错。。刘恺威的莫禽兽演的太好了，赞~~~            
(3星)	 除了对于女主的吐槽无力，总体算是没有偏离小说            
(3星)	 看了开头和结局。。。我只是觉得要是看过小说的还是千万不要再去看翻拍的电视剧的好以及女主的服装发型真是不给力过头了。。。            
(4星)	 坑爹的结局，无良的编剧。            
(4星)	 这个世界是怎么了。。大家都乐意被虐么。。。。太虐了啊下次不看这种剧了。。            
(5星)	 不管怎样,我还是挺喜欢的            
(NA)	 感觉不错啊，今天看完了，哭死我啊            
(5星)	 很好看啊，不要只看女主的长相啊，演的很好            
(3星)	 演员不怎么样，剧情不怎么样，衣着背景也不怎么样，但是萌兽本性一出超有爱            
(NA)	 开始喜欢这样的游戏，看一个人如何去完善另一个人的梦。怎么把小说，改编成电视剧。            
(2星)	 演的很蛋疼            
(3星)	 和小说中的相差无几，除了剧情略改动，更为合理外，并无差别。男女主角演技都还好，女主虽不是绝色，但也能让人怜惜，不必过分苛刻。而莫绍谦便是极品了，完全与想象中的相符，强大内敛，外表冷若冰霜，内里却满是柔情。无限强大~            
(4星)	 这女主角真是不给力啊！刘刘演的好啊！！！            
(4星)	 偶就是为了楠竹才去看剧的。~\(≧▽≦)/~ 剧情么，各种琼瑶，有木有！            
(NA)	 首先和你们一样，第一眼觉得这女主角不漂亮，配不上主角，配不上男主角，但是细看之下，觉得这女孩子还是不错的，皮肤好，婴儿肥。            
(3星)	 我勒个去你这是喜剧吧，这情节给改得啊！莫大禽兽居然窝床头打psp，女猪一张大饼脸吓死半啦人，萧山一戴上眼镜立马苦逼无限（星都加给配角吧）……我是不就不该提前复习了一遍书再看这剧啊，我真是看着看着就想笑啊啊啊啊::&gt;_&lt;::             
(3星)	 原著我是有多喜欢禽兽呐~一直关注翻拍直到选角确定我就做好失望的准备了。其实投资方砸的钱还是挺给力的，反应在车房衣服上，比起之前翻拍剧好太多。编剧做的剧情改动也很用心。刘恺威的莫绍谦还算不错，若是不带眼镜会更好。童雪我就无力了啊啊啊~            
(NA)	 坑爹的结局呀            
(4星)	 匪我思存            
(2星)	 女主，为什么啊，怎么当上的？潜规则这得多潜才能演啊！            
(5星)	 哭到眼睛都肿了。            
(5星)	 男猪脚绝对是费尽心机智过人面兽心狠手辣骨柔肠的天蝎男。            
(4星)	 啊比小说好看。女主胖胖的很可爱=，=            
(NA)	 执念是一场不断量变到质变的梦魇 从惹人怜到惹人厌 请你轻易不要尝试 ps胖瘦对一个人的改变果真确切很颠覆！            
(NA)	 我操！！！居然是大结局了？！？泥马啊！！！！！！这就泥马是结局了？？这泥马是什么破结局啊！还有，那个颖儿同学啊，这戏拍了这么长时间，怎么没感觉第一集和最后一集你外形上有什么变化啊？？你不是说一直在吃减肥药减肥么。。我擦嘞。。刘恺威是又背又抱的，你都不嫌自己沉啊！还那么高的个子！！            
(5星)	 在芒果台扫过一眼，电视剧改编自小说成功案例太低，所以没敢自己看，跟我妈说，我好讨厌这女主，长的有点儿像刘亦菲还没人家好看，傻呆呆的样子，还有赫然出现了男主的身影，当时心里闪念，噢哟蛮帅，以后看看。现在完了，很不错，没失望            
(5星)	 比湖南台以往的偶像剧要好，起码每天看完了想看下一集。有的地方小感人。            
(5星)	 很好！！            
(4星)	 四星给刘恺威+片头曲+温峥嵘+各种龙套演员。女主角和结尾也太雷了点- -            
(4星)	 刘剀威演的太帅了，怎么找一个这样的女主角，结局太恶心了            
(3星)	 1.除了个别配角讲话像念台词，几个主角们演的还是挺认真的。2.有哲理的话，用得太多就成了桥段（如风信子花语），有种炒成饭的感觉，很不好。3.一件事情有十几来种解决方案，为什么童雪偏偏选最笨的一种，难道现在言情剧是靠装傻来讨好观众的吗？            
(5星)	 改编最佳！本年度最佳！除女猪脚服装。。。            
(3星)	 我居然把这部剧看完了            
(2星)	 我想说女主不是我心中的童雪，虽然我只看了大结局，但我也想表达一下，那个番外挺好的，为什么不能给拍进去呢，如果拍了我会给三颗星，现在这两颗星都冲着男主~~~            
(3星)	 居然看完了 = =            
(5星)	 狗血的结局            
(5星)	 大爱莫禽兽！            
(4星)	 结局不喜欢。。。            
(5星)	 很喜欢刘会长 也希望他借此一直红下去 拍更多喜闻乐见的片子呐 听说春晚他也是男主角 会一如既往支持的！            
(1星)	 我就看了一点点，实在忍不住评价一下，这种脑残的电视剧都拍了几十年了，居然还有，重点是男的女的都长的这么难看，情何以堪啊！！！            
(5星)	 太爱莫绍谦~~~~~！！！！！            
(NA)	 虐心。            
(3星)	 三颗心给刘恺威，只有他才能演。。。话说這结局真你妈坑爹，這种王子灰姑娘的剧情就要大团圆好么。。。。。。还有 不是女猪的问题，真心觉得他们激情戏设计的一点美感都没有             
(NA)	 -皿-第一，女主角确实是。长得很像大妈。。。第二，我很讨厌这种没结局的结局 比悲剧更让我郁闷。            
(4星)	 除了女主以外，其他都不错。没把原著改乱。大陆电视剧，这样已经很不错了。温峥嵘演得很好。男主某些时候有萌点。。            
(4星)	 一开始看的时候，带有偏见的。但是看完后，认为编剧很忠于原著。“忠于”的说法不仅仅是对小说桥段的还原，而且还原了小说内每个人的血肉。是最忠实原著的改编。《千山暮雪》的作者和读者都应该很高兴。一开始不喜欢颖儿，但是看着也就顺眼了，大概是每个演员演得都很好，大家带着她一起前进，很和谐。            
(3星)	 mark 编剧，台词。。。            
(2星)	 那个女主好胖。。。好大妈。。。            
(4星)	 男主实在是太赞了！！！！！            
(4星)	 楠竹的颜让人欲罢不能丫丫            
(NA)	 好无聊的剧。。。。 从初中就爱得刘恺威又看到你了！            
(NA)	 很喜欢莫绍谦，但是结局不太完美。            
(1星)	 最后一部和你一起看的电视剧了            
(5星)	 非常非常好看 真的 好棒啊 恺威哥哥的演技真是好道不行了 而且好帅哦！！！！！！力荐！！！！            
(3星)	 女主角丑的惨绝人寰，太肥了。那个手肥的让我觉得恐怖。严重影响收看热情。            
(3星)	 这样一个男人。            
(3星)	 本来还说这写手值得关注呢，可是拍成片怎么赶脚差了这么多            
(3星)	 男主实在太帅难以弃之……对女主吐槽无力            
(4星)	 一切从头，什么是自己需要的。            
(3星)	 电视本身4星，女主-1星，所以三星。            
(5星)	 刘恺威太帅了。            
(4星)	 刘恺威将莫绍谦演活了，其实若能将道具和服饰弄得精致些，应该会更好的            
(4星)	 男主好腹黑，可惜没有一直腹黑下去呀；女主能换个养眼的么。            
(NA)	 好吧。很狗血。            
(5星)	 被虐的淡然了            
(4星)	 阿姨喜欢大叔啊大叔~有气场、有气质、抽烟好看、品位不俗又衣冠禽兽的大叔~~~            
(1星)	 女主角也选得太那个啥了……            
(2星)	 一颗星给刘恺威，一颗星给温峥嵘，为嘛你们不好好在一起?让个脸大腿粗演技差的女人钻空子啊~~~~            
(4星)	 其实还好，男主角演得挺好            
(NA)	 比步步惊心好看            
(3星)	 3星给温峥嵘，这样有气质的女人却演了一个被弃的怨妇。但她依然那么美。            
(5星)	 剧情不俗 演员演技很到位! 近年来少有的优秀电视剧            
(5星)	 很多人觉得女主不好看其实我觉得还好可能品味不一样吧终于结局了昨天在被窝里哭到昏天黑地的也不知道为什么两年前看小说的时候也是一样的感觉            
(NA)	 虐啊啊啊啊啊～            
(5星)	 N久没看到这么好看的电视偶像剧了，演员选得也好，特喜欢刘恺威            
(4星)	 刘恺威演的很好呢，剧情也不拖拉，演员表演到位一点没有做作的感觉，满分            
