http://movie.douban.com/subject/2147890/	花样少年少女
(4星)	 其实我还蛮喜欢看的~            
(3星)	 吴小尊，颜饭的福利            
(3星)	 内容并无太多出彩之处 但曾在我失恋的时候给了我重新站起来的力量  这就是我们的爱情~~            
(3星)	 看完日版的后。。我真的不能说台版的什么了。。无语了呢。。不过~台版的泉绝对比日版的帅            
(4星)	 我承认，我是这样喜欢上吴吉尊的~ — —我承认，我是这样喜欢上汪东城的~ ※ ※            
(3星)	 ELLA~            
(4星)	 居然最后都公开ELLA的女扮男装。真令人郁闷。那么，期待下部吧，也不知道还会不会拍。            
(4星)	 真的很搞笑 反正我是笑了            
(4星)	 2007            
(3星)	 男主角挺帅的，女主角不喜欢            
(2星)	 对比有真相…………            
(3星)	 一星给原著 一星给制服 一星给校医……【你…… 其实我宁愿看日版的……            
(NA)	 恩~~~没好大感慨            
(3星)	 总觉得很夸张，做作。虽然本人很喜欢看偶像剧，但是这部真的是假过头~~            
(4星)	 有点有趣的            
(5星)	 之所以力荐，是因为有林俊杰和吴尊，对于我来说没理由不看，大家随意。            
(4星)	 哈哈 ella很可爱            
(4星)	 当时因为花样超爱尊少哈            
(1星)	 傻子剧            
(3星)	 看ella演的别扭~~~            
(3星)	 = = ELLA个傻子~大东个笨蛋！            
(3星)	 受不了ELLA。            
(3星)	 贴近原作~除了ella比较对不起瑞希原型其他都很不错            
(5星)	 最爱~            
(3星)	 不是很喜欢ELLA 感觉很做作 没堀北真希演的自然 不过大东还是那么可爱            
(4星)	 虽然不喜欢Ella，总觉得她演戏有点过头，但其他的演员都不错，里面的大东超可爱。            
(3星)	 剧情有点拖拉，开头还不错。            
(NA)	 一部相当诡异的偶像剧.....            
(4星)	 在看日版之前觉得翻拍得还算成功的~毕竟是初中的懵懂年华嘛~            
(3星)	 完全是因为我家SHE            
(NA)	 幼稚啊            
(3星)	 看过一点点。。觉得还好啊~            
(4星)	 大东其实挺可爱的            
(3星)	 毫无意义            
(3星)	 完全看不出男扮女装~            
(3星)	 只是为了吴尊去看的。。演技一般，外形么。。我爱的            
(NA)	 只看了一点，个人不喜欢ELLA            
(4星)	 很搞笑 吴尊很帅            
(3星)	 ella长的有点寒碜但是演技还不错啦，除了金秀1，尊尊和唐禹哲在里面实在是帅翻了。。。洗眼            
(3星)	 都是名角饰演的。            
(3星)	 换掉Ella 我就给4星啦            
(4星)	 比起日本版的...更喜欢台版的..            
(4星)	 冲着吴尊去的，呵呵            
(NA)	 觉得。。。搞笑？一般般吧。            
(NA)	 - -             
(3星)	 因为对三个主角本身的喜爱才接触这部戏。对吴尊的普通话很有意见。而ELLA过分夸张的演技也让我全无好感。还是喜欢日版的偷偷爱着你。            
(5星)	 好睇，但大结局不太如意，如果有续集就好了。            
(3星)	 姿色分子`可看`故事情节`忽略不算`            
(3星)	 不知道为什么，我其实还挺喜欢这漫画的，但拍成真人版就不喜欢了。。            
(4星)	 前面非常好笑            
(NA)	 空虚            
(4星)	 还是台湾版 比较优质  角色选得好啊！  日本版的演员 年纪偏大了  栗子演 以泉 老了~~~              
(3星)	 没看完，看的动力是汪大东啊，好像            
(NA)	 好好看啊            
(3星)	 看完日版的觉得台版省了好多东西            
(3星)	 日剧比较好看，ella实在一般般，台湾剧的表演台夸张，真的当自己是漫画人物么?反正看过就是觉得怪怪的            
(5星)	 很轻松搞笑~~~从头笑到尾~~~            
(3星)	 纯属娱乐            
(4星)	 很搞笑啊~还记得貌似本人是好几年前看哒~~当初可是迷死尊啦~呵呵不错不错            
(4星)	 看吴尊and搞笑            
(3星)	 吴尊哦。貌似很完美，但总感觉少了点什么，是天真吗、是神秘感吗，唉，不是很清楚。ELLA哦。怎么会找她演，就算角色本身再要丑女，但偶像剧就是偶像剧啊，唉。城城啊，很傻很可爱。            
(NA)	 吴尊啊。。。致命的诱惑。。。            
(3星)	 闹剧            
(4星)	 想当年yp疯狂的喜欢吴尊            
(3星)	 搞笑            
(NA)	 看后觉得 吴尊 增是帅，可后来看别的竟然就喜欢 大东了- -            
(3星)	 吴尊还蛮帅。就这样。            
(4星)	 搞笑，相比漫画还算拍的可以吧            
(5星)	 吴尊好帅~            
(2星)	 没有原著的气氛~~~            
(1星)	 搞不懂为什么这么受欢迎。            
(4星)	 吴尊太帅....            
(3星)	 从这里喜欢的阮经天            
(3星)	 吴尊很帅~            
(NA)	 因为这个戏知道了这个剧本~~~~说实话：偏爱日版的偷偷~~~            
(3星)	 我完全是为了看尊和东……            
(3星)	 当时是追着看的 因为吴尊 现在看起来 也就这样拉            
(NA)	 难得好剧            
(5星)	 没什么特别的吴尊大东超完美的            
(4星)	 很喜欢~~还有日版，叫《花君》，我是比较喜欢台湾版的，虽然是根据日本漫画改编的~~呵呵            
(3星)	 我怎么什么都看。。            
(3星)	 真无聊这部剧。            
(5星)	 超喜剧            
(5星)	 好看！！            
(3星)	 还是喜欢日版的。。。            
(3星)	 没看完，时间紧迫。            
(4星)	 ELLA加美男的戏都很不错            
(4星)	 为了大东才看的            
(5星)	 Ella 你这个男人             
(3星)	 剧情很白痴，但是吴尊很美，里面一星是给他的。            
(4星)	 不看剧情看帅哥            
(2星)	 ella怎么看怎么不顺眼（对比起掘北真希）            
(4星)	 汪东城好搞笑            
(2星)	 挺傻的~            
(4星)	 唐禹哲演的南学长很有范。。            
(2星)	 看了大概一集不到。果然我台剧无力啊            
(3星)	 少女系别的~            
(4星)	 挺好玩的还不错            
(3星)	 吴尊很帅            
(4星)	 mv里发型更帅气一些            
(3星)	 !            
(3星)	 还挺搞笑的            
(2星)	 台版的我能说什么。            
(3星)	 歌..我超喜欢的~            
(3星)	 纯粹看着玩儿，咱也青春过。            
(NA)	 跟日版的没法比嘛。。。。特别是汪东城。。。。            
(3星)	 结局有点让人意犹未尽啦～            
(3星)	 很明显，日剧好看的多了            
(5星)	 好像已经很久的电视剧，最近才拿来看，感觉还不错，觉得吴尊不错，对他印象越来越好了，要是有个汪东城这样的朋友应该很不错            
(3星)	 要不是养眼谁会看啊。。。哎呀我的南学长~~            
(4星)	 呵呵，满足一下做梦的心里            
(4星)	 喜欢那狗，当然这里最可爱的是大东            
(5星)	 他是我 高考的 开心果 208因为有他 度过了人生中 压力最大的 高考 谢谢            
(3星)	 看完这个以后超喜欢吴尊了一段，可能是因为那段时间比较无聊吧，不过我很喜欢傻傻的勇气那首插曲。            
(4星)	 ELLA还是太MAN了点= =            
(3星)	 因为对吴尊好奇看的。。也许这就是典型的偶像剧，对我来说幼稚了。。            
(3星)	 还挺可爱的。后来也看了漫画。            
(NA)	 [2007]            
(5星)	 这部片子真的很好看，06年看的时候这么认为，08年看的时候也是这么认为，因为看了很开心。吴尊最迷人的地方大概就是慢条斯理说话时候的温柔声线了吧。ELLA的演绎风格一直很真，所以比较能够带动观众。其实台湾偶像剧也有不少优秀的剧作的。            
(5星)	 先看台版后看日版             
(4星)	 吴尊超帅的~~            
(4星)	 又係漫畫改編的故事..拍得不錯..選角選得很好            
(5星)	 搞笑啦~结局却感觉有点怪怪的···            
(2星)	 很烂            
(NA)	 虽然有点囧……            
(3星)	 就是一般偶像剧么~不过蛮好笑的~            
(NA)	 幼稚的我，即便如此，还看了日版的，唉……            
(5星)	 吴尊。。。            
(3星)	 由此爱上唐小胖            
(4星)	 有点怪，如果你看过原漫画            
(3星)	 为什么，感觉酸又甜。。            
(3星)	 典型烧时间的偶像剧。还是比较喜欢漫画版。男生与“女生”的故事，青春暧昧而甜蜜的感觉。结局不错，很有味道。            
(4星)	 特别搞笑            
(4星)	 年轻时的我很迷恋这样的漫画            
(1星)	 跟日版没法比。透着一股幼稚            
(3星)	 过得去            
(1星)	 不喜欢啊。。。            
(3星)	 很青春挖~不過還是日版的結構好~            
(4星)	 除了結局，我都還挺喜歡的XD            
(3星)	 还是日版好。。。            
(4星)	 原著就蛮好的 拍的也蛮好看            
(2星)	 本來想Y的 結果沒Y起來==            
(NA)	 大爱~            
(4星)	 很搞笑，就是忒肉麻了            
(3星)	 少年，假期，电视            
(5星)	 不用说了！！好的没的说～～！！            
(3星)	 漫画~ 很可爱~            
(4星)	 这种片子都是用来让自己思想简单 存在幻想的            
(5星)	 初中时看连载，终于等到偶像剧了。很爱很爱你“泉”，真的是儿时的记忆。            
(1星)	 唉，把我爱的漫画演成这样            
(2星)	 不知道为什么，Ella出演的片子貌似我都不太喜欢，其实对于她本人，我还是满喜爱的，只是不明白为什么她所出演的台剧，都那么白痴地喜欢把心里话嘀嘀咕咕念出来，而且都是莫名其妙的，男主角喜欢上了女主角，要是恋爱能这么简单，就没有这么多剩男剩女了            
(4星)	 和日剧不同风格的样子~~尤其是女主角的感觉。。。不过还蛮好玩儿的            
(3星)	 可爱的瑞希            
(4星)	 喜欢            
(3星)	 我喜欢里面那首歌谢谢爱            
(4星)	 不赖哦            
(4星)	 就是比日本的快            
(2星)	 emm..打发时间..            
(NA)	 挺有趣的，适合放松时候看            
(3星)	 我不管什么深度，什么教育意义，搞笑加养眼，够了            
(3星)	 大家还是看漫画吧            
(NA)	 funny            
(2星)	 ELLA实在不适合这个片子            
(3星)	 有点小假- -            
(4星)	 是，最后太莫名奇妙了，不过看完你发现这个比日本偶像剧的最好貌似还好一些。还是？我记颠倒了？            
(3星)	 没有日本版本的好看啊，可能从日本人比较能把日本漫画的那种味道拍出来吧            
(4星)	 偶像剧             
(3星)	 为了大东...            
(4星)	 跟了好久，最后一集至今没看……以后再也不跟电视剧了，痛苦            
(5星)	 仅仅是因为吴尊！            
(3星)	 演得好的，我竟然觉得是汪东城。吴尊是蛮帅就是啦。            
(3星)	 嗯，要不是吴尊同学，我一定会觉得它烂的不得了。            
(3星)	 可以看 毕竟是日本的剧本 汪东城这人太逗了            
(5星)	 好啦。符合一切HC片的特质。这样就够了~~            
(4星)	 那純純的愛 搞笑而飽滿            
(3星)	 吴尊还不错啦  就是胳膊太粗~！！！受不了~！！！还有那首叫做怎么办的可爱插曲~            
(3星)	 没有日版好看            
(3星)	 情节好吸引人啊，当然有帅哥也不错了。吴尊、汪东城都曾是我喜欢过的。            
(NA)	 越看越没兴趣~            
(5星)	 很好啊            
(4星)	 汪东城的秀一很可爱！~~~            
(NA)	 除了吴尊的脸，也没什么可取之处了            
(4星)	 Ella ，好像男人~            
(NA)	 秀伊~哈哈            
(1星)	 女主的选择……失败到爆。不是像男的。而是应该很可爱的好挖……就算扮成男的也是很可爱的好哇。。。ella就算扮成女的也不怎么样……然后这部美好的漫画被毁成这样乱扯夸张的风格，绝不原谅。            
(5星)	 Ella.......            
(2星)	 唉，失败            
(NA)	 汪东城的可爱。。。吴尊的漂亮。。。Ella的帅气。。。很台湾。。。            
(3星)	 傻了些            
(1星)	 垃圾偶像剧，浪费我时间。            
(4星)	 Ella在里面超级能折腾，演活了这个角色。吴帅哥也还行。汪东城尽显其搞笑本色。不错的偶像剧。            
(NA)	 chunella啊~~~T_T            
(NA)	 呃..  没想到我开始喜欢吴尊..            
(3星)	 仅仅就是因为吴尊            
(3星)	 唔夠日本版好睇！            
(4星)	 怎么会这么搞笑            
(2星)	 这片太毁漫画了，不过话说回来台湾改编的日漫哪个不毁吖。            
(NA)	 第一眼吴尊真帅            
(3星)	 不喜欢Ella做这部剧的女主角，因为漫画里的瑞希的女生扮相是很可爱的，就像日本版的一样            
(2星)	 额，很多人推荐，可是。。。            
(3星)	 郑元畅什么时候出来过……            
(NA)	 考研时的开心果            
(NA)	 很不幸的随大流看了。。囧            
(4星)	 总觉得台湾偶像剧就是很难让人从头坚持看到尾啊。。。            
(NA)	 还一般            
(4星)	 帅拉！            
(NA)	 还行，挺好玩儿的，吴尊很帅！            
(NA)	 对比日剧，各有长处，各有欠缺            
(4星)	 额，吴尊很帅。。还有那不清楚的国语发音，。。            
(4星)	 没有日版的好看            
(5星)	 超级无敌霹雳好看。娃哈哈            
(4星)	 不太挑剔女主角外貌的话，这是很好的剧，搞笑恰到好处            
(3星)	 除了唐禹哲,没有什么可以和日本比额            
(NA)	 还不错...            
(NA)	 它是电视剧吧            
(NA)	 我也要去住男校啊！~~            
(3星)	 无聊时候看.            
(3星)	 马马乎乎，勉勉强强            
(5星)	 是个烂尾，但是吴尊很帅~对于某尊的青眼有加从这部戏开始            
(NA)	 看了花样爱上了尊            
(NA)	 啊~禹哲~其实并不是很喜欢Ella演这个角色但是  还是捧禹哲的场啦 哈哈            
(3星)	 还可以。专署天使挺好听            
(NA)	 搞笑的漫画改编，不错看            
(5星)	 帅气的吴尊，飞轮海最棒！            
(3星)	 还蛮搞笑的 哈哈            
(NA)	 花样少年少女 台湾偶像剧            
(5星)	 好看，喜欢            
(3星)	 怎么说呢 ~越看越看不下去            
(NA)	 因为某人的原因            
(NA)	 ella好雷            
(4星)	 搞笑~            
(NA)	 07.7 陪我过伤心的日子，谢~~~             
(4星)	 真羡慕ella啊              
(5星)	 SHE!!!Ella扮男生挺帅！            
(4星)	 搞笑~~            
(4星)	 很可爱的~和日版的不一个风格！大东在这里很可爱哦！吴尊的话~越看越帅！            
(5星)	 ella~！小哲！            
(3星)	 怎个一烂结局，看得我都无语了，不过有吴尊，算了。            
(NA)	 喜欢ELLA            
(NA)	 挺有趣            
(1星)	 看了15分钟就受不了            
(4星)	 开始部分不错，后面越看越拖沓，不过故事还是不错的。            
(2星)	 好吧，我承认剧情很烂很烂，但是，我喜欢吴尊！            
(3星)	 由于没看完漫画版的,才来看真人秀.看后感觉还不错.            
(NA)	 和寝室的姐妹一起看的~            
(3星)	 很不喜欢女主角!!!!            
(3星)	 南学长~            
(5星)	 女追男的故事，呵呵～～～            
(NA)	 ELLA              
(NA)	 大东演的很好            
(NA)	 瑞系你能不能不要那么肥            
(NA)	 .....一般..高三...            
(4星)	 funny            
(3星)	 就算有吴尊也无法让我撑完这部戏            
(4星)	 喜欢里面的DT            
(2星)	 我恨这部剧……            
(5星)	 一个让我觉得单纯的感情            
(2星)	 太烂了演技 不过看在吴尊的长相的面子上给提一个档次给2星..            
(3星)	 吴尊很帅，演技不行。像在念台词            
(3星)	 也就看看笑笑了吧            
(5星)	 真的好看            
(NA)	 搞笑            
(NA)	 搞笑            
(4星)	 搞笑            
(3星)	 后来就不怎么好看了。            
(4星)	 和我小妹妹一起看的，真好看，我又“年轻”（不如说幼稚)了,呵呵，真的很好看诶……很多人会说我脑残了吧……            
(5星)	 喜欢上吴尊            
(4星)	 超级爆笑            
(5星)	 很喜欢大东~吴尊这个角色演的太温柔了，不像漫画里面的            
(NA)	 男主很帅~女主很烂~之前看过漫画再看电视就觉得~~~女主非常的不合适。。            
(3星)	 娱乐,不喜欢ELLA            
(4星)	 喜欢吴尊才去看的，喜欢《怎么办》主体曲，ella演技不错！            
(3星)	 ella演的太夸张，吴尊又没演技            
(NA)	 搞··            
(4星)	 很喜欢吴尊。关于这部电视剧，至少它让我很开心，看到生活的阳光阿            
(NA)	 新加坡            
(2星)	 吴尊帅是帅的~演的就真的不怎么样            
(4星)	 喜欢大东,这样的男生如果拿来做弟弟.            
(NA)	 ^_^            
(3星)	 老实说，相较日版，在演员方面毫不逊色。但是，为什么这个版本的我就没耐心看完呢？果然太长了……            
(3星)	 演技超烂，elle在里面比平时丑，只是因为觉得吴尊比较帅。。            
(NA)	 花样少年少女            
(NA)	 搞笑片            
(NA)	 挺逗的            
(3星)	 就从这里爱上唐禹哲            
(4星)	 前半段的搞笑段子还是很好玩的。而且有很帅的吴尊以及梅田老师。            
(NA)	 因为这部戏，成为尊桦的粉丝。2006年最受欢迎的偶像剧！            
(NA)	 哇哈哈，，吴尊太帅了            
(2星)	 扮男生不是声音粗，行为大气就对.            
(3星)	 傻的            
(5星)	 算很喜欢的偶像剧。多开心。            
(4星)	 这个剧就是用来捧红配角的，嘿嘿~            
(4星)	 不错            
(3星)	 唯一不足，台湾版的瑞莃不太漂亮~            
(2星)	 某段时间很红            
(5星)	 喜欢汪东城~呵呵~            
(NA)	 青春　活力　可爱            
(4星)	 偷偷爱着你。            
(4星)	 结局有些莫名。删掉了很多漫画中的情节。            
(5星)	 超搞笑的，让你紧张烦恼的心情放松一下吧！            
(4星)	 爱.            
(4星)	 充满阳光趣味的青青校园剧集！另外，吴尊精致的好像瓷娃娃哦！~            
