http://movie.douban.com/subject/4046891/	刑警
(NA)	 因为不想破坏心中黄日华的形象 果断弃剧            
(NA)	 with 室友            
(NA)	 喜欢苗侨伟。喜欢TVB的演技和演员，永远那么真实            
(3星)	 总算看完了~~宣萱呐！！岁月呐！！            
(4星)	 有一颗星是送给三哥的            
(4星)	 唉唉~再怎样 还是没有以前香港的警匪片 好看            
(5星)	 这才像港剧嘛            
(4星)	 黄日华的表现 出乎意料 stone sir 啊 好人坏人 都是罪人            
(NA)	 错乱的黄日华。            
(4星)	 苗侨伟好帅~.两天看完了，不过一个人总是怕怕的TT            
(3星)	 特别一般            
(5星)	 苗侨伟依然那么帅，大叔控。。。            
(3星)	 好无聊，也不是每个大叔都有吸引力的            
(3星)	 黄日华的眼袋比眼睛都大了            
(5星)	 没想到黄日华演这个角色，有点失望            
(3星)	 个人觉得黄日华没有做错，又一次同情剧中所谓的坏人了。有些事，其实无分对错。            
(3星)	 喜欢CARSON和文诗在一起            
(4星)	 黄日华演坏人很给力啊。我忽然想到，这不就是郭靖VS杨康么。            
(4星)	 苗+黄+宣萱。啊啊啊！2011.01.19.一场关于真理的争辩。。。2011.01.20.            
(4星)	 结尾有点唐突吧..            
(4星)	 近年来算是很不错了吧            
(4星)	 终于看完了，吓死我了。。。怎么现在那么流行分尸啊？！话说片尾曲挺好听的，不知谁唱的，待我问问达人去。            
(5星)	 几百年没看港剧了呀 好好看呀 苗侨伟好帅呀 剧情也很有意义呀            
(4星)	 白的终究是白的            
(4星)	 我的卡神同埋阿诗.不带这么故意的.不带这么故意的.水晶大卫星~            
(5星)	 这部剧的杀人手法都很变态。。            
(4星)	 如果Carson没有死。。。            
(NA)	 我想说，黄日华真的老了好多，当年的靖哥哥已经是现在的靖大叔了。杨康也老了～！！！            
(5星)	 老戏骨啊~黄日华的表情都好用力！            
(5星)	 终于又有了可以认真看下去的警匪剧了。很是开心。            
(4星)	 TVB一贯的风格，两位男主角的演技太好了，结局也算是大团圆结局，反正主角是怎么也死不了的            
(3星)	 不知道为什么导演会让cason殉职。。没有意义啊。。何必呢，让有情人终成眷属不好吗？？就这一点让人费解。。总的来说要是冲人去看还行，案子也不错。            
(4星)	 算是这些时间最好看的了            
(5星)	 TVB警匪片我从小爱看~~            
(4星)	 三哥成大叔之后比年轻的时候迷人太多~~黄日华的角色在里面的价值观我居然蛮赞同的，演技很赞~~萱萱你怎么还是这么瘦啊，但是活力依旧            
(4星)	 2010的台庆剧都很给力呀，比有日记晴的义海高……只是为神马每个案子都可以秒猜出凶手plus行凶动机呢，该是我看太多TVB侦探片的关系吧……            
(5星)	 不错的啦...我就是爱看警匪片            
(NA)	 还好            
(4星)	 世界上有很多不公平的事            
(4星)	 所谓偏执 如何            
(4星)	 魔鬼之路，也可以由善意铺成。            
(3星)	 你是个警察，不是地下判官。。。。            
(3星)	 看了三集我觉得我看不下去了            
(5星)	 老男人好。            
(4星)	 还不错啊            
(3星)	 三哥才是我的菜             
(NA)	 苗侨伟真的很帅咯~            
(5星)	 case少了点悬念~但主演的魅力难挡~！            
(4星)	 时隔多年的郭靖杨康 还是很有看头的！            
(3星)	 我是看人的            
(4星)	 没抱着太高的期待没想到倒是不错~难得看见港剧里有些社会意义的片子~大多看到这种类型的都是日剧~既讽刺又批判的~P.S:演员真是挑的太准!黄日华在这最后一部戏里真是太出彩了            
(3星)	 也只有三哥可以看看了            
(4星)	 只为三哥。萱萱也不错哈~            
(3星)	 一般吧~            
(3星)	 TVB的刑侦剧已经再也没有当年的辉煌了，黄日华的表情跟动作貌似跟乔峰时候是一样的            
(4星)	 这段时间看过的最好的一部港剧，三哥真是越来越无敌了            
(3星)	 說的是我也不相信世界有正義            
(4星)	 这剧之前的TVB都只是看人，剧情太不给力了。这部片子一出，果然案情给力了很多，三哥的MAD SIR看着真喜欢啊！算是近来最喜欢的一部TVB了！            
(4星)	 三哥同埋宣萱搭臺系我至愛，目前為止嫩綠葉亦有所發揮演技足，美中不足系浪費晒香港十大案件            
(4星)	 MAD SIR 真不错啊!            
(4星)	 做为资深宣迷，只要有她，肯定会追，宣这次表现一如既往的好，苗大叔确实很帅，虽然岁月痕迹挡不住。不过里面的案子都是重口味，一个人看的时候有点害怕。            
(5星)	 太棒了。喜欢MAD SIR。            
(NA)	 前面比较无聊，后面情节还算吊人胃口，不过carson挂掉了，让人感觉很遗憾，而且，最后结局很牵强的故意制造个悬念~            
(5星)	 卡神死得太不值了。。。。            
(NA)	 一塌糊涂的情节。            
(4星)	 还行吧            
(5星)	 喜欢萱萱才看这部剧，觉得黄日华演的不错，替天行道的地下判官            
(5星)	 来塞            
(5星)	 感觉很不错的一部tvb刑侦剧，自从《刑事侦缉档案》《法证先锋》《鉴证实录》等之后又看到一部案件很丰富，演员演技也很好的片子。华哥演的stone sir亦正亦邪很有感觉，不过还是喜欢mad sir啊，实力派演员飙戏就是不一样。配角也不错，喜欢carson和阿诗这一对~hoho            
(3星)	 stone完全被编剧虐待。            
(4星)	 高开低走，这部片子的想法其实蛮好的，但是没拍好。。            
(3星)	 喜欢卡神和文诗!~            
(3星)	 纷纷留下悲痛的鼻涕。。。            
(5星)	 失败啊，黄日华最后还是成为坏人，这样的剧情俗套啊。我多么希望，最后有人能理解一个判官的心态。            
(4星)	 己所欲亦勿施于人。            
(4星)	 每夜 必带恐惧入睡！  好吧 ~ 我这胆小鬼！                 
(NA)	 TVB粉丝看过来啊，欢迎关注我为影视狂微博http://t.sina.com.cn/moviesbest，每天都有优秀影评与影视趣闻与您分享，有TVB剧、美剧、电影各种信息哦，也真诚希望大家参与进来到新浪博客发表原创影评，人人都有机会被推荐的哦。            
(3星)	 结局不给力····            
(NA)	 港剧是在是太给力了  情节老了点              
(4星)	 看得萌动了算怎么回事……案子倒不是很重点，角色性格杯具伤死我了OTZ            
(3星)	 三颗星全给苗叔……石东升的言行都太他妈狗屁了……            
(4星)	 唔。。。我是奔着苗侨伟去的，这就是我第一个喜欢上的男配，至今超越众金庸楠竹在我心里排名第一，真是应了那句男人不坏女人不爱 = =宣萱的爆炸头真是。。。无语，案情还是那些，总归没有什么新鲜，好在这里面还有爱情，我的结论是很好玩，结果被老大狂殴——这么严肃又血腥暴力的剧哪里好玩。。。            
(4星)	 Carson 阿诗！！！！            
(4星)	 评分这么低 有没有搞错！？            
(3星)	 越到后面后劲越不足，演员从化妆到服装都不是很精致，要不是主演的演技撑着和那些熟悉的不能再熟悉的“龙套”演员们的卖力表演，这部剧真是没办法看下去。            
(NA)	 有点小变态的警匪片吧~~~            
(4星)	 苗侨伟与黄日华的联袂出演，总想起曾经的杨康与郭靖......岁月无情啊            
(3星)	 介于我找到新欢。我就不介意黄日华演技生疏，苗侨伟做作，剧情老套了。            
(3星)	 看了前几集还不错就接着看下去了，没想到会沦为肤浅的说教。TVB的几部新片全都让我很失望。            
(4星)	 还是喜欢三哥演坏人啊，，喜欢里面的邓健泓 里面的案子也还不错             
(4星)	 发现男主角挺看得过去的，一查，原来当初是和黄日华一起演射雕英雄传的杨康，难怪那么帅气。时隔多年，两人再度联手，虽然故事的推理性也就一般，但是两位的演技以及和宣萱的对手戏，都比较好看            
(NA)	 非常喜欢！            
(5星)	 三哥最给力。。。不知怎的就是迷他的声音和眼神。。            
(4星)	 TVb为数不多的好戏，黄日华+苗侨伟。帅+帅            
(NA)	 3 gor同埋华gor            
(4星)	 看了那么多tvb的警匪片 其实所谓正义是什么或许这本来就没什么正义吧人，一犯贱~~~~            
(4星)	 两位主演越老越有型啊            
(3星)	 一般般            
(NA)	 一直比较中毒TVB的警匪片，得找个时间看看～            
(4星)	 好看！两个老戏骨演技很老辣！剧情也不错!            
(4星)	 靖哥哥和杨康多年后的再次聚首，小P孩的我都已经二十有六了，岁月真的在他们脸上留下了太多太多的皱纹。            
(3星)	 TVB的案情来来去去都是那些~差不多全都猜到了。。。演员也是相当的不得劲~三哥虽然一如既往得帅~华哥变成坏人~但是最后一个镜头看到华哥那个老伯伯的手。。。神马五虎。。。俱往矣。。。btw~~王浩信很帅很可爱喔！！哈哈~~~~            
(4星)	 剧情算蛮有新意的吧 苗侨伟 老了还是很有味道 不希望Carson死掉啊             
(4星)	 魔鬼之路，可以是由善意铺成的            
(2星)	 男二号突然变了确实让人眼前一亮，至于男主角的瘤子真的可以让人的听力变好非常有戏剧效果。            
(3星)	 苗侨伟还行            
(NA)	 结局好感人 有点感觉像 七宗罪的结局            
(NA)	 冲着三哥萱萱···不过剧情太讽刺我们的智商了            
(NA)	 还挺深的            
(4星)	 在近几年的TVB里算不错的了，黄日华增分不少            
(4星)	 奔着两大老帅哥来的，苗侨伟脸上看不出太多岁月的痕迹，黄日华却一下子老了好多..但演技依旧不减当年。编剧很够胆，直面法律灰色地带。stone sir的心路历程，没有不合理，却让人很无奈。            
(4星)	 黄日华的演技没话说，应该是公认的实力派吧。            
(2星)	 拖沓            
(3星)	 变态的案子真多..            
(4星)	 总体来说这部片子没以前的鉴证实录之类的老港片来的好看。现在的破案片都在走下滑路，很多情节经不起推敲。三个主角都已经老得出皱纹了，不再青春，而且剧中stone后来的转变来得有点妖魔化            
(4星)	 TVB几年来一直带给我经常性的失望和偶尔的惊喜，去年的惊喜是看了部王喜的片子，今年的惊喜就是这部刑警了！看开头的时候没有猜到这个结局！虽说配角的剧情一如既往的洒狗血，小角色的描写还是脸谱化，但几个主角还是蛮有血有肉的，合情合理！            
(4星)	 结局让我欣喜~ 案情有些老套,逻辑感不强.            
(4星)	 杨康靖哥哥角色大互换，苗侨伟五十年如一日的帅，靖哥哥的鼻孔年复一年的大一圈鸟。。。。。。            
(3星)	 荒诞离奇，傻子都知道凶手是谁            
(5星)	 酒越陈越香，男人越老越有味道            
(4星)	 改编自美剧，带有港式的味道，个人挺喜欢~            
(5星)	 超喜欢香港的警匪剧            
(5星)	 魔鬼之路也可以是由善意铺成的！            
(4星)	 黄日华演得不错，但是剧情有点太血腥            
(5星)	 大赞 大爱  虽然每次看的我很怕  但是还是很喜欢侦探剧啊  以及 苗侨伟这位大叔真的是很有魅力啊             
(4星)	 27年之后，再见郭靖与杨康，那几乎成了我一辈子的情节，好在，终于有了一个不同的结局。            
(4星)	 多年不看苗侨伟，年纪大了却仍然很帅。黄日华真是让人又爱又恨。。萱萱的发型有点颠覆以往的风格；胡定欣的表情有时太夸张；王浩信中规中矩，看不出特点。            
(4星)	 三哥帅啊！！！            
(3星)	 Carson最后还是死了。。。            
(4星)	 喜欢carson ，            
(3星)	 老实说有点失望啊~            
(4星)	 善恶一念之间，不能过于偏激···            
(4星)	 萱萱哇~~            
(4星)	 很多值得思考的问题被提出来~            
(4星)	 魔鬼之路是可以用善意铺成的            
(4星)	 不错，从善到恶，法外私刑            
(5星)	 魔鬼之路，往往是由善意铺成的。            
(4星)	 喜欢 Carson            
(4星)	 魔鬼之路 可以是由善意铺成            
(4星)	 案子没啥特别出众，好在看点也本不在此戏，mad sir真是……好帅啊~~            
(5星)	 超级好睇。            
(4星)	 重口            
(4星)	 着实的追了一段时间            
(NA)	 还不错哦，前面几集环环相扣。            
(4星)	 剧情精彩 紧凑 可惜岁月不扰人啊            
(4星)	 三哥老了，黄日华更老，但是不错，绿叶们真的很绿叶，还是宣萱好。            
(4星)	 到后来，石东升怎么精神不正常了呢。人格分裂。            
(4星)	 虽然一开始什么感情线发展，案情发展，整个剧情发展就已经猜得七七八八了。但这部剧还算是近几年的侦探剧集中让人稍感欣慰的了。三哥真的很帅！对黄日华同学没感觉。。。carson就这样……哎……            
(3星)	 算是我对TVB的入门之旅            
(NA)	 解释不清楚 谁好谁坏。也不知道怎么去说。。唉。。            
(4星)	 Carson为什么死掉了！！！            
(3星)	 把stone編得太悲情了 看完11集我就看不下去了...唉  明顯是stone的不歸路啊....傷心            
(4星)	 有点吓人的警匪片。。不过真的很曲折。。喜欢里面的两对情侣！！！            
(4星)	 苗侨伟越老越有味儿~            
(5星)	 诶哟统统打高分啊            
(5星)	 不错的剧  剧情很紧凑   喜欢Carson             
(3星)	 三哥还是这么帅气..83版的杨康啊！~            
(4星)	 恶魔之路，最初往往是由善意铺成的。            
(3星)	 花了一个晚上和一个下午 迅速结束了这部片子 后面确实有点出乎意料 不过黄日华的形象都没了 还是义海豪情好看啊 哎！            
(5星)	 喜欢。            
(5星)	 很喜欢里面的三哥            
(4星)	 郭靖和杨康都老了~            
(4星)	 其实还是蛮B级的，我爱Carson和文诗一生一世，不给力啊不给力！            
(4星)	 有点后怕。            
(4星)	 carson啊！！！            
(5星)	 还是挺有深度的警匪片，工作原则和人情之间的选择            
(NA)	 黄日华多帅的            
(4星)	 其实很喜欢Stone sir这个角色的~~~可惜到了后面感觉他有点偏激~~~            
(4星)	 好看啊            
(3星)	 故事过于老套，基本每件案子都能猜中犯人是谁。=。=这是美德吗。前面的看着实在打瞌睡，惟有后面几集稍微紧凑些，高同志的死真是在意料之中啊，胡美女在里面饰演暴力女警老爱拿着手指对着人家觉得很没礼貌。=。=            
(5星)	 好看，宣宣和mad sir很不错。演的很给力            
(5星)	 久违的破案港片 不错啊看到年老的郭靖和杨康~            
(3星)	 有点儿沉重哦。。。            
(NA)	 赞            
(3星)	 这星是送给苗侨伟的。。。            
(4星)	 carson死的不值            
(NA)	 三哥真是型爆了。            
(4星)	 算是近年来TVB比较不错的片子   两位男主都很man    但是那个叫靓爆的  像个客串   怎么看都没有警察样子            
(5星)	 喜欢宣萱和三哥。            
(2星)	 大腕来了 还是一般            
(3星)	 后来 失望了            
(3星)	 结局过于烂            
(4星)	 港剧中的佳作~少见的电视剧里没有我讨厌的角色            
(3星)	 剧情很老套，基本都能猜出接下来....不过还是喜欢苗侨伟，胡定欣的演技也越来越好~            
(2星)	 狗血得不能再狗血的剧情，要不是男女主角，我看不完这10集。。。            
(4星)	 编剧故意选择一些较为惊悚的案件，吸引眼球但有点不宜儿童观看~            
(5星)	 苗侨伟好帅啊！没得说            
(4星)	 唯一的看点就是怀旧。萱萱真的老了，角色也没啥亮点。ps，这部片子里的案件都有点惊悚，不是那种看着打瞌睡的case。最后表示一下，胡定欣好烦啊。            
(4星)	 man呀            
(5星)	 MAD太萌了！迷的我七荤八素的~~~~~~~~~            
(NA)	 前半部看得舒服，后面看得憋屈            
(2星)	 黄日华…老了…不灵了            
(4星)	 案件不够给力啊            
(5星)	 在港剧里，这部片子的作为警察系列，算是非常有突破的一部。剧情方面，case比较新颖，有深度，有点类似美剧。演员方面，都是实力派。推荐。            
(NA)	 导演搞错剧情了，应该把黄日华和苗侨伟互换下角色。            
(4星)	 其实有很多硬伤，但是苗侨伟+黄日华的组合，再加宣萱，你还有神马理由不看？姜真是越老越辣。爱这部剧。            
(3星)	 真不喜欢动不动就lie to me 式的，好好推理破案算了            
(5星)	 因為賭場風雲對宣萱和三哥的感情線最為期待 對於卡詩的感情線一直都好奇點解微博上居然鬧的沸沸揚揚的 最後幾集還是有被感動到的             
(4星)	 帅气的一塌糊涂的苗侨伟。。            
(4星)	 案子一般但风格的确合我口味够阴森~不喜欢卡诗后面一度讨厌mad 也许我三观不正 4星给stone 离间老婆和吉吉那段够腹黑 我喜欢 可以看的出心态整个变了 不突兀            
(5星)	 mad 和 stone 这两个代号太符合了            
(3星)	 大概是受了美剧的熏陶，剧情紧凑了很多，还算挺吸引人的。就是这演员阵容......要不是朋友力荐我真没勇气看。岁月催人老，tvb老将们要好好保养了。            
(NA)	 很让我反思。剧情虽然不怎么样，但是法律的不健全和法与情的拿捏中确实很值得我思考。            
(3星)	 各种很假很做作……            
(5星)	 劇情脫離一般無線老X土格式，讚讚讚！！            
(3星)	 冲着帅锅去的，感觉剧情一般，最杯具的是英雄老矣啊~            
(NA)	 是昨天看完的电视剧。之前和叔叔一起在酒店看过一点。一样喜欢米安定。            
(4星)	 好剧无需多说···            
(5星)	 stone真的很变态啊，颠覆了我对黄日华的印象！            
(5星)	 最大亮点是邓健泓的双重人格。卡神的声音和身高很吸引。            
(5星)	 二位大叔的气场很强大，演技很牛叉。个人觉得黄叔真的不适合演坏人啊～总觉得黄叔不是想要把苗叔害了，只是想要MAD不来妨碍他就OK，不是要将他致于死地！坏不起来啊！强烈要求TVB回到那个无论前情如何掰，结局都要转为大团圆的时代！CARSON死得太生硬了。            
(3星)	 剧情一般，三哥很帅            
(3星)	 看在3哥面上給3星            
(3星)	 老套的剧情，但还是坚持在2010把它看完了~~            
(3星)	 剧情感觉还是很平常演员演得很精彩            
(4星)	 看完有点久了，整部片子就觉得最后Carson不该死~~黄日华演技不错，看的我觉得好讨厌他~~哈哈。。。            
(3星)	 做人不能有心魔            
(2星)	 看得我最想砸电视的一部。            
(3星)	 感觉那些案件一出来就可以猜到谁是凶手，而且案件一个比一个心理变态。还有最后那个唱歌的很丑            
(4星)	 这个比读心神探好多了            
(4星)	 开始还挺精彩的，后面有点厌烦了            
(4星)	 黄日华重回无线的又一力作．老戏骨的表演恰到好处，喜欢．            
(4星)	 一部亦正亦邪的电视剧！！            
(3星)	 还是老TVB剧好看。估计是人老心老口味也老。            
(2星)	 大烂片            
(4星)	 主演给力~            
(3星)	 今年的《法网精英》《刑警》和《让子弹飞》基本上都还是替天行道的老价值观，结尾的处理不同，要么拨乱反正，要么任人评论。            
(4星)	 好点暴力的            
(4星)	 从以前就很喜欢苗侨伟演的杨康~            
(NA)	 确实不错。三哥真帅。            
(4星)	 现代版郭靖大战杨康            
(4星)	 不喜欢黄日华            
(3星)	 剧情挺烂的...苗侨伟挺帅            
(3星)	 黄日华居然是反派……看得不爽            
(5星)	 剧情还不错，胡定欣看起来也不是那么丑了            
(5星)	 好看            
(4星)	 天有眼，世不公，人情痴，剧甚悲，愤而恋，省世人            
(5星)	 还不错啦  但是最后Carson死了我真的有点郁闷~            
(5星)	 难得的一部佳剧，大爱苗侨伟！            
(4星)	 很有味道的两个老男人，当然我更爱苗侨伟，关于人性的拷问，虽然发展到后面黄日华有些走火入魔不是很喜欢，但还是很好看，搞不懂为什么会被冷落。。。            
(3星)	 片尾曲蛮好听的!此剧作为黄日华的歇影之作,显得凄凉了些!            
(3星)	 总演好人的演了假好人 总演假好人的演了好人 随便看看的片子            
(3星)	 看过太多的警匪片了,这片子的剧情太假了,瞎抄袭别的电视,但是因为喜欢mad sir努力看完了,呵呵            
(5星)	 强烈推荐，最后书签上的那一句，实在是应景。那么多的事情，合情合理未必合法。真正要做审判的公正是什么。            
(5星)	 这几年最好看的TVB剧，好演员就是给力            
(NA)	 好看            
(5星)	 冲着mad-stone加OO，还有卡诗，也要5颗星阿！！！好片总会有口碑。            
(3星)	 魔鬼之路，可以是由善意铺成的            
(4星)	 编剧不给力，无法自圆其说~            
(4星)	 苗侨伟老帅了～            
(4星)	 stone sir 变化的有点快……            
(NA)	 cason死了……哎~这部电视剧案子方面好像少了点，把香港十大奇案都搬上来了，有点恶心            
(5星)	 魔鬼之路，可以是由善意铺成的很久没有完整的看完一部电视剧了            
(NA)	 过程好看。结尾很烂。            
(5星)	 很深入，很引人深思，结局不咋的，莫非是迎合某些规定么            
(5星)	 casoson死了作孽的来。。。            
(3星)	 其实很香港很普通的破案故事，还不如小时候看O记实录感觉好，不知道为什么这么“脱颖而出”是因为苗跟黄么？看前几集觉得好像中年版的痞子英雄，其实还不如痞子英雄            
(4星)	 岁月催人老啊！            
(3星)	 能看，但还是被苗侨伟的大帽子头宣萱的方便面头雷到。            
(4星)	 Stone也太惨了点……            
(4星)	 黄日华啊苗侨伟啊要说啥好呢……            
(3星)	 搞不明白为甚马很多人推荐看？？？            
(NA)	 米安定啊米安定。            
(NA)	 剧情挺震撼的，开始的时候真没想过stone会变成这样····            
(4星)	 香港还是警匪片好看呀好看呀~~            
(4星)	 宣萱，三哥很有爱。好甜蜜。黄日华，古天乐。胡定欣，黎姿。            
(NA)	 很多人讨厌石东升，但我很同情他，我觉得他是法律漏洞的悲剧，如果没有那场冤狱也许他是一位比米安定更优秀的警察，一次不幸改变了他的一生。很多人没有贯穿全剧来看石东升，如果当年他像米安定那样不再追查强奸案，他不会去找律师，自然也不会有后来的遭遇，只是他不是一个顾家的人，只是一个工作狂。            
(4星)	 出了个Car诗组合，8晓得日后成得了经典伐            
(4星)	 10年看到的难得的好剧。TVB的哈~            
(4星)	 黄日华 后面就变坏了~~             
(4星)	 苗侨伟老得有味道 不过我还是喜欢carson哈哈            
(4星)	 原来这就是知人知面不知心            
(4星)	 没有嗜血判官来的精彩            
(3星)	 正反派对调            
(5星)	 結局8錯~喜歡~            
(3星)	 港剧最大的特色就是“衰收尾”~唉             
(5星)	 好看死了。mad sir帅~Carson帅~            
(4星)	 只能说又是一部关于人性与法律的片子.            
(5星)	 TVB在2010年唯一的水准之作。。这才是今年唯一能看的片子。。义海豪情真的不如刑警            
(3星)	 看到有句话形容苗侨伟，“褶子张别人脸上叫沧桑，长他脸上那就叫老来俏”。打发时间看看也是不错···            
(3星)	 Stone Sir这个角色让我想起了《通天干探》中陈豪演的那个角色，所以个人觉得这个角色其实并无新意！案子都太简单了，看开头就能猜到凶手是谁，但抛开这些不说，有几个案子倒也影射了一些社会现实，有点教育意义的说！感觉如今tvb的刑侦剧系列已经到了一个瓶颈期，难得再拍出什么新意了！            
(3星)	 虽然主角都是“老人”了，但丝毫不影响其精彩。            
(4星)	 除了carson，这部剧可能就又算是大团圆的结局了，一点小小的遗憾。哦对了，还有最后书签上那句“魔鬼之路，可以是由善意铺成的”，一语中的。            
(NA)	 很稀饭~~O(∩_∩)O~~            
(3星)	 总是下班后一个人看的吓死了            
(3星)	 冲着宣萱去看的,结果发现苗侨伟很给力啊~~~            
(4星)	 三哥有点帅~            
(4星)	 恶魔的路,可以是善意铺成的.            
(4星)	 根据香港十大奇案改编，很多人说很恐怖。整部戏充满了对实体正义与程序正义的困惑。这也是全球法律界一直难以解答的难题。在我看来，实体正义是本，但没有程序正义作保障的实体正义无疑带有瑕疵。可若程序正义无法保障实体正义，这样的程序正义又该如何让人推崇？两者固然不可偏废，但两全其美确是难事            
(5星)	 案子比较让我这个看惯美剧的人无语 但是人物关系啥的超级无敌有爱！中老年版本的两位大侠演绎疯狂的石头and三哥宣萱再续前缘让我那纠结的云初恋爱能修成正果 各种美好 but卡神挂了 编剧最后不折腾挂三哥也罢 非要找个垫背么T___T            
(4星)	 很好看啊，每一个案件都很精彩，尤其到了最后STONE被捕，超级精彩。            
(4星)	 为什么结局安排stone失聪和截肢了啊。。。。为神马啊 为神马            
(4星)	 近年来比较难得的一类悬疑电视剧！            
(3星)	 太血腥            
(4星)	 关于变态的破案刑侦剧，果然是我的菜~~今年tvb刑侦剧大回归！            
(NA)	 郭靖和杨康啊。这次杨康是好的~            
(NA)	 感觉那个stone太变态啦！还是感觉mad 好！            
(4星)	 没有谈判专家和学警 那么经典            
(4星)	 感觉刑侦类的片子还是以前的好看啊，加一星给83射雕            
(4星)	 当胡定欣不再打酱油            
(4星)	 通向魔鬼的道路很有可能是由善意铺成的            
(4星)	 黃日華變得好老好滄桑啊~~~苗橋偉反而越老越帥，看他們飆演技還蠻精彩的。            
(5星)	 实力派就是不一样啊，黄日华、苗侨伟、萱萱真的演的很好啊，很好看啊。            
(3星)	 一般般，冲着演员看~            
(4星)	 岁月催人老。。            
(3星)	 整天还可以，不过苗侨伟真是有点老了，双雄对比，还是黄日黄演技更见出色            
(4星)	 走火入魔最是可怕，“魔鬼之路，可以是由善意铺成的”，哎，可惜Carson还是死了。            
(3星)	 一群老人家装帅耍酷~不容易啊~            
(4星)	 喜欢宣萱在里面的穿衣风格。有两个问题，为什么胡定欣要买全套六种颜色的同一款衣服？还有双重人格的那一集，两种人格应该互相不可能知道另一种人格的记忆，所以tracy应该不知道丁医生见了哪些妓女才对啊            
(4星)	 苗侨伟大叔啊~            
(3星)	 最近港剧越来越变态            
(4星)	 MAD SIR很正义，但是正义的让人想吐！STONE没有输，他输给了有特异功能的奥特曼！CARSON挂的很不值，为了帮不该帮的MAD的个人想法才挂的。丁远浩超靓！STONE老婆和他妈实在分不清！            
(4星)	 Mad Sir帅爆了 这片真不错 重燃我对TVB的希望啊             
(3星)	 最讨厌就是看TVB港剧。。。唉            
(4星)	 苗侨伟长胖了，不过还是很帅！~萱萱依旧美丽啊黄日华居然还能演这种亦正亦邪的人物            
(4星)	 不错看，三哥好帅~~~carson是惊喜！            
(3星)	 黄日华好老！            
(3星)	 对胡定欣的好感终于来了            
(3星)	 都是老年人了==            
(3星)	 无聊看看，觉得还行。剧情其实看前面就能猜后面。            
(4星)	 三哥真帅            
(5星)	 三哥美            
(3星)	 TVB剧集的传统诟病，开个好头，却编出一个精彩的结尾，是预算问题吗？            
(3星)	 台庆剧水准越来越低，也越来越怀旧了            
(NA)	 靖哥哥老了！            
(3星)	 唉，三个人加起来快一百五了吧            
(4星)	 TVB编剧柯南看多了是伐。。。。            
(4星)	 喜欢米安定~            
(3星)	 黄日华这个角色塑造的有点让人讨厌，，不太成功            
(3星)	 三星半吧。            
(3星)	 在各种日美罪案剧中穿越            
(5星)	 早知道carson死了，真的就不看了。他应该和阿诗在一起的。这是tvb今年让我感到最遗憾的片子了，看完后还对carson的死久久不能释怀。好久没有这样的感觉了，无关《刑警》，只钟意carson和阿诗。            
(5星)	 冲着这些老一辈的演员去的 就算剧情再糟糕 演技没话说阿            
(4星)	 有一点新意，作为刑侦港片            
(4星)	 可惜了CARSON的死，唉！            
(3星)	 老将出马，力撑大局，TVB莫非真的沦落了？还是我们长大了就变了？            
(4星)	 刚开始觉得一般，但看到后面其实还可以 只是STONE SIR变坏了，有点可惜！MAN SIR非常棒！            
(5星)	 医生那集让我几乎没睡好            
(4星)	 刚刚看到那个“黄日华”被放出来， 就知道最后他会是个杀人凶手， 结局比较好猜， 总的还不错。            
(5星)	 我一个从来不看电视剧的SB同学竟然都看了这部电视剧，貌似不错的，等我考完试就看……            
(5星)	 83版射雕的郭靖黄日华和杨康苗侨伟身份互换：一个是惩恶扬善的正义刑警、一个是含冤入狱的底下判官。本剧突破了以往刑侦局警察抓凶手的固定模式，两位刑警间斗智斗勇更有张力！玩偶藏尸案、双重人格杀妓案、烹尸案一个比一个口味儿重~~只是结局不太喜欢，还我Carson！！！            
(4星)	 世界总是这么不完美            
(4星)	 老苗同志还是很帅的啊。            
(5星)	 重口味的片子啊！都是实力派~三哥，黄日华，萱萱演的都超好！结局也好~很久没看到过这种剧风了~TVB的新风潮啊            
(4星)	 黄日华笑的真呆~~~居然不是大团圆结局。。            
(4星)	 凶手够凶残，死法特别，黄和苗演技好。其实我某程度上认同黄的想法，只不过他越走越极端，而且这些事应该偷偷地做，搞到被人怀疑和发现就不好啦            
(4星)	 为华哥            
(4星)	 黄日华的眼袋和三哥的眼角纹啊！！！！！！！！！！            
(4星)	 Carson死的好冤。怎么想起了学警里的laughing哥。            
(4星)	 法律是统治阶级意志的体现，即便不是如此，也没有绝对公平的法律，因为这个世界上不为人知的事情太多了！            
(NA)	 三哥是真的很潇洒，宣萱的泡面头看到后来还不错。华哥抽个眼袋先再出来混吧，小胡整天穿个套鞋算毛意思？还有某个不知名的光膀子妹是否真觉得自己蹄髈很靓？案件BT毫无悬念又狗血，TVB警匪片算到头了。            
(NA)	 蛮好看的，有点恐怖            
(NA)	 姐果然是师奶啊  全是师奶片            
(5星)	 对3哥演的那种老流氓最没抵抗力了啊摔!            
(NA)	 最后STONE拿着手铐拷上自己的时候还是挺让我感动的，法律的漏洞很多，无法做到真正的公共，地下判官这样的英雄其实也未必不是好事，只是如果越走越极端，会让人最后丧失很多人性。            
(3星)	 苗侨伟好帅~~迷死人咗            
(4星)	 呃 比较新颖的角度 但是某些镜头有够血腥滴~            
(5星)	 很好看，特别是结尾            
(4星)	 现实与无奈。            
(5星)	 没有想象中的好 不过还不错            
