http://movie.douban.com/subject/2239286/	宰相刘罗锅
(5星)	 小时候特别喜欢看            
(5星)	 哈哈，搞笑的类            
(5星)	 小时候跟着奶奶看一天都成~~            
(3星)	 那时觉得王刚真坏            
(4星)	 李保田~~~            
(4星)	 小学时看的，那时挺喜欢的            
(NA)	 印象最深的是那个好玩的片尾曲。。            
(5星)	   小时候觉得内人真的是很聪明的呀~            
(4星)	 当年无敌爱啊 哈哈            
(3星)	 我爸挺喜欢刘罗锅的            
(2星)	 小时候跟爷爷一起看的~            
(5星)	 诶呀，刘罗锅真是好玩！！            
(4星)	 真是没神马印象了，只记得看过，好久远远远远......            
(4星)	 童年~~当年老爸和爷爷非常喜欢看！            
(NA)	 4            
(4星)	 小时候的电视。            
(3星)	 小时候爱看。            
(4星)	 认识了王刚            
(4星)	 小时候很爱的剧            
(5星)	 小时候看的虽然有些理解不了，觉得他和他老婆和皇帝间的关系好复杂来的，不过喃就是好看，而且不记得为什么最后他多惨来的            
(2星)	 ==！我确定我看过！            
(4星)	 1996年            
(5星)	 天地之间有杆秤，那秤砣是老百姓            
(4星)	 其实和珅文才武略都很通、为和珅平反一下嘛~            
(4星)	 当时很喜欢，但现在我不想再看了            
(5星)	 ~            
(4星)	 歌曲很好、            
(4星)	 外公就喜欢看刘罗锅！！            
(5星)	 动耳朵的启蒙。。。            
(4星)	 永恒的经典 那个片尾曲太经典了~~李保田塑造的最成功的角色 感觉喜来乐也脱不了刘墉滴味道啊~我跟我爸的最爱            
(4星)	 看过好几次            
(5星)	 翻开了国内历史戏说剧的篇章。。            
(3星)	 聪明的罗锅！～            
(5星)	 经典啊~            
(4星)	 爸爸一天到晚看，耳濡目染地看完了。。            
(4星)	 真的 假的 真真假假、            
(3星)	 算蛮经典蛮老一辈的国产电视剧。。故事里的事呀~~呵呵~~角色蛮经典。。            
(4星)	 那时奶奶还在，我们吃完晚饭就围个半圆看啊            
(4星)	 王刚啊。。。            
(NA)	 但是看得相当迷 喜欢刘墉挑逗和珅            
(5星)	 童年的回忆            
(4星)	 搞笑~            
(4星)	 其实刘墉还有很多传奇故事这部剧里没说，这种剧就没必要照史实上拍，可以把民间的传说都拿来用，不过李保田老师已经成功塑造了这样一个角色了            
(3星)	 话说那时还是童年。            
(4星)	 曾经喜欢            
(4星)	 不一般的罗锅            
(4星)	 看过很多遍的电视剧啦~~             
(5星)	 喜欢主题曲，喜欢风格            
(1星)	 不喜欢，不明白当时为什么那么多人喜欢看。            
(3星)	 小学啊～哈哈            
(4星)	 哈哈~小时可喜欢看了            
(4星)	 一生。            
(3星)	 记得外公很喜欢看来着~            
(4星)	 小时候看的时候爆笑。            
(NA)	 送皇上“一桶姜山”            
(4星)	 儿时的记忆依然记得片尾曲：&#34;天地之间有杆秤，那秤砣是老百姓，秤杆子挑江山咿呀咿儿呦，你就是定盘的星&#34;            
(5星)	 经典~不解释~            
(5星)	 和二啊和二啊, 原來由細睇到大            
(3星)	 非常非常小的时候看过            
(NA)	 印象模糊            
(NA)	 小时候看的~~            
(5星)	 对于麻酱.....恩.....            
(3星)	 为毛当时那么火？...            
(4星)	 故事里的事，说是就是不是也是。故事里的事，说不是就不是是也不是。            
(3星)	 = =|||            
(4星)	 我觉得不错，亲切。。。。因为小时候看的，真记不清什么了估计。。。挺。。但感觉。。。好！            
(5星)	 其实在历史上，没有人可以与和珅分庭抗礼的，但老百姓希望有一位清官，他戏弄和珅，这反映了老百姓的一种心态。            
(5星)	 当时看了，觉得蛮有趣儿~            
(5星)	 喜欢刘罗锅            
(3星)	 就记得俩洋妞也上罗锅儿的时候，罗锅儿吓得掉的床底下了，哈哈            
(5星)	 天地之间有杆秤！！            
(3星)	 李保田演的不错!            
(4星)	 小学时候看的 那会脚着挺有意思的            
(3星)	 时间是1996年            
(5星)	 之后就很期待吃芋头了 还有加白糖的麻酱            
(4星)	 天地之间有杆秤            
(5星)	 怀旧经典            
(NA)	 when i was young！            
(5星)	 特好看，演技没的说。            
(4星)	 8错8错            
(4星)	 天地之间有杆秤，那秤砣是老百姓            
(NA)	 什么是你不是你的，片尾曲还是片头曲的调子记得还很清楚，印象最深的是李保田饰演的刘罗锅，睿智而幽默，要不然格格怎么选他不选乾隆            
(3星)	 天地之间有杆秤。。。            
(5星)	 有意思的电视剧            
(5星)	 天地之间有杆秤，那秤砣是老百姓。            
(5星)	 刘罗锅他老婆可真漂亮            
(NA)	 虽然不记得故事讲了什么，但是依然给五星，看这部剧的时候还是小学低年级，我爸爸一块儿看的，小时候不喜欢妈妈，就喜欢爸爸，现在反过来了，我想我还是会怀念那段时光吧，我不是善于表达的人，特别是对于亲人            
(5星)	 更小的时候看的            
(4星)	 儿时，夏日的记忆            
(3星)	 我姥姥最爱看的电视剧            
(2星)	 。。。。            
(5星)	 李保田的刘墉是偶小时候的偶像之一~            
(3星)	 童年            
(4星)	 算是第一部看的斗法戏了……            
(4星)	 不是我怀旧，这片真的挺经典。。。            
(4星)	 干爹年轻时候粉嫩。。。            
(4星)	 张国立叔叔当时好嫩～            
(4星)	 当时刚看了一本野史《桃仙子的传说》，讲东方朔的，于是乎，就觉得这电视剧抄袭            
(4星)	 从此记住了和珅这个大贪官，也把他和王刚合二为一了。。。            
(3星)	 与史实明显不符嘛……            
(3星)	 那个驼背却智慧的刘罗锅~~            
(5星)	 铁三角那仨人再也没这灵气了            
(4星)	 小时候经常看            
(5星)	 那时每晚必看。            
(4星)	 祖孙喜剧！爱。            
(NA)	 谁说清朝有宰相制的啊，明朝时候不早废了。            
(3星)	 主题曲…大街小巷            
(4星)	 口胡！和珅明明是美少年，才不是王刚那副搓样！            
(4星)	 李保田的演技没的说，还记得张导的菊豆菊仙嘛？            
(5星)	 另一种聪明，或者说是智慧            
(5星)	 话说，这部电视剧为之后的水浒、康熙、雍正XX打下的很好的积淀。但是看这个完全因为李保田。            
(5星)	 小时候最爱看的            
(4星)	 小时候            
(3星)	 除了张国立的皇帝其他基本上还可以。            
(4星)	 开创内地戏说历史的先河啊   刘罗锅会动的耳朵记忆深刻            
(3星)	 说实话不是很记得了            
(NA)	 李保田带了个头，王刚和张国立就一发不可收拾了。            
(4星)	 从此以后，李保田=刘罗锅；王刚=和珅            
(5星)	 好看哪，前不久又看了一遍，真是经典。现在拍的清宫剧很难超越过去的啦            
(4星)	 饭间剧            
(4星)	 上小学时看的，还记得当时全校都流行唱那首歌：天地之间有杆称，那称砣，是老百姓……            
(4星)	 tv            
(NA)	 很好玩            
(2星)	 我真的看过嘛？我知道我看过，可是。。。讲萨的呢？            
(4星)	 “天地之间有杆秤。。。。”高三时后座的同学最喜欢唱的歌，痛苦并开心着的一段美好时光            
(5星)	 天地之间有杆秤 那秤砣是老百姓。可现在还有吗            
(5星)	 天地之间有杆秤~~            
(4星)	 这是小时候和爸妈天天守着看的            
(5星)	 小时候好喜欢看哦            
(4星)	 “天地之间有杆秤，那秤砣是老百姓。秤杆子呦，挑呀挑江山，你就是那秤盘的心……”。 刘罗锅想到点子时耳朵会动。            
(5星)	 经典老片。刘罗锅太逗了            
(4星)	 小时候好像看了好多集            
(4星)	 喜欢的，那种气氛            
(5星)	 儿时最爱            
(4星)	 合家欢剧目            
(4星)	 天地之间一杆秤。            
(5星)	 经典的作品。。             
(NA)	 不爱看，又看的= =            
(4星)	 此剧于我，有特殊的感情。奶奶过世前最喜欢的电视剧，愿她在天堂安息。            
(4星)	 天地之间有杆称            
(4星)	 一桶姜山，太经典了·            
(5星)	 我爸的爱            
(4星)	 小时候很喜欢看            
(4星)	 和珅 那会是小学了吧。。            
(3星)	 小时候不懂~只觉得最后刘罗锅骑着小驴佝偻的背影特心酸~            
(4星)	 经典            
(5星)	 小时候喜欢看的很啊            
(4星)	 当时应该上初中吧            
(4星)	 清宫戏的开山鼻祖，戏说康雍乾的始作俑者            
(5星)	 目前还没有见过能超越这部电视剧的！            
(4星)	 都差不多忘了 哈哈哈            
(5星)	 有些镜头可露骨了            
(4星)	 经典，喜欢李保田~            
(NA)	 小学就看过了，经典，呵            
(3星)	 。。。。            
(4星)	 跟爷爷一块看滴            
(5星)	 很久以前的事了...            
(5星)	 我觉得这剧很有意思。前几天电视台播还跟着看了。            
(4星)	 旧时回忆            
(4星)	 绝对经典啊            
(3星)	 好早了            
(3星)	 我的耳朵不会动。            
(4星)	 蛮有意思呀            
(4星)	 挺有智慧含量的一国产剧了~~            
(5星)	 李保田、张国立、王刚，很经典，后来的纪晓岚也不错，可惜多了张铁林            
(4星)	 作为老一代的电视剧，有相当的影响力，剧情中不乏幽默~~作为休闲之余，消遣一下不错，只是从现在眼光来看，画面和细节处理就火候不足了~~            
(5星)	 百看不厌！            
(4星)	 太好玩了            
(4星)	 只记得我看过，其他啥也不记得了            
(4星)	 小时候和爸爸一起看 最后和珅死的时候印象很深刻 还有千叟宴后刘墉返乡时一脸老去的模样 浓浓的疲惫和沧桑灭            
(5星)	 小时候和家人一起看的            
(4星)	 电视台轮着播，于是偶就轮着看，大概看了五六遍吧，台词都会了            
(3星)	 最后几集把我煽住了            
(NA)	 好遥远的记忆            
(4星)	 也是很多搞笑的            
(4星)	 估计现在没人喜欢看了吧 呵呵            
(4星)	 天地之间有杆秤            
(NA)	 派金森定理的中国特色            
(4星)	 跟我妈看的            
(5星)	 记得很牢。。是搞笑片~~            
(NA)	 太小的时候了            
(5星)	 人人都唱着故事里的事走进教室            
(4星)	 斗智            
(5星)	 经典中的经典！到底刘罗锅和和珅是死对头还是纪晓岚啊？            
(4星)	 小时候喜欢            
(4星)	 从此和珅和王刚画上了等号~~            
(5星)	 当年我好喜欢的            
(5星)	 跟着电视又看了一遍~            
(5星)	 儿时的记忆！经典！            
(5星)	 三个大男人还是很有戏的            
(4星)	 有勁的有勁的            
(5星)	 前二十集平淡，欠缺火候。从此后渐入佳境，开始有了泪花，笑的。从34开始，又有了泪花，惆怅，哭的。也正是最后这7集决定了高度，它高就高在，寓意深刻，发人深省。荣华富贵虚幻若梦。张国立的纪晓岚终归演的是个文人，李保田的刘墉才是真的入木三分，让人感慨。最后那一笑，不禁道尽浮华，良久无言            
(4星)	 当年的经典 火了王刚的和珅和皇帝  李保田 倒是一般  王刚             
(4星)	 这部很经典啊~~~~            
(4星)	 天地之间有杆秤，那秤砣是老百姓~            
(5星)	 很有喜感，就奠定了王刚的和珅形象            
(4星)	 小时候            
(5星)	 这电视剧老有意思了            
(5星)	 当年很喜欢。。。            
(5星)	 儿时记忆            
(4星)	 故事里的事说是就是不是也是，故事里的事说不是他是也不是            
(4星)	 那会都很年轻。。。            
(5星)	 其精致程度可谓野史题材电视剧中的巅峰之作，此片的精致并非像《大明宫词》那样讲究服装道具场景的奢侈还原，而是片中奏章真为书法极其工整的手写，对白不流半点现代气息，表情的表现细致到45度侧背面的皱眉……冯骥才作为艺术顾问，想必是起了作用的            
(5星)	 还记得 天地之间有杆秤呢。。。            
(4星)	     结局  惨淡= =            
(NA)	 看的那叫个解气啊            
(3星)	 小时候            
(4星)	 怀念一家人看电视的时光            
(4星)	 挺有趣哒~~            
(5星)	 纪晓岚前传啊 戏谑皇宫 格调堪称高雅！            
(4星)	 当时我爸跟我说你知道吗李保田可厉害了是教授哦~当时我就想果然什么样的人演出什么样的气质~            
(4星)	 哦，那是多久以前看的啊            
(4星)	 N年前的大热片. &#34;天地之间有杆秤，那秤砣是老百姓&#34;            
(NA)	 从这个剧认识了王刚，从此他就只是和珅            
(4星)	 不错的说            
(4星)	 李保田还是挺有实力的            
(4星)	 我有看過，回憶以前我真無聊            
(5星)	 比现在的好看多了            
(NA)	 又是部经典作品            
(NA)	 首播的时候正赶上拉肚子住院，回来就追着爷爷问，刘罗锅怎么样了            
(5星)	 还记得芝麻酱那集不。嘻嘻            
(NA)	 也是小时候看的，喜欢刘墉的幽默智慧            
(5星)	 想再重温一下            
(4星)	 记得很好看，但是还是没有纪晓岚好看            
(5星)	 时间如何能重来。            
(4星)	 天地之间有杆称，拿称砣是老百姓…            
(4星)	 小时候就看的，那个刘墉驼背！后来才知道，原来此剧里的和珅就已是王刚演的了！            
(5星)	 小时候看好开心啊。            
(4星)	 真久远的片子            
(NA)	 Great!            
(4星)	 小时候看的很有意思的电视剧，王刚的演技真是无话可说            
(5星)	 天地之间有杆秤 秤砣就是那老百姓            
(NA)	 小时候米有电脑跟我妈一起看的            
(4星)	 小时候看了恩遍= =            
(4星)	 小时候这个可火了。            
(4星)	 天地之间有杆秤，那秤砣是老百姓~            
(4星)	 记忆最深的一句台词是皇上和刘罗锅跟那洗澡 皇上说“狠狠地搓 要搓出泥油来！”哈哈~            
(3星)	 李保田从此再也摆脱不了罗锅的形象了……一看到他就想唱：天地之间有杆秤……            
(3星)	 其实什么内容我已经忘光了            
(5星)	 明明感觉是喜剧,怎么心里却酸酸的...            
(5星)	 对清朝戏的最初认识            
(4星)	 幼年经典。为这回忆，我长大后还专门弄了碟子看了一遍。            
(4星)	 几个主角都的表现相当精彩~            
(NA)	 电视台应观众要求连续播了两遍，非常棒            
(5星)	 智慧的比较级正气的最高极            
(5星)	 喜欢对比刘宝瑞和殷文硕的单口相声集,电视剧里面用了不少相声里的东西,不过电视剧毕竟是电视剧            
(4星)	 至今记得那首歌，故事里的事，            
(3星)	 仅供参考            
(4星)	 王刚的和珅生涯就此开始剧中貌似是同期声 现在听起来很别扭 囧            
(5星)	 小时候的最爱！！！            
(5星)	 荔浦芋頭。            
(3星)	 人物最终的结局发人深思            
(4星)	 看的第一部电视剧            
(4星)	 天地之间有杆秤，那秤砣是老百姓……            
(5星)	 还是小时候，多么风靡的一部剧啊            
(5星)	 绝对的5星 有的地方的台词我都记得哈哈            
(4星)	 那些歌曲让我又想起了它~故事里的事...            
(4星)	 北方人大概都看过吧....家里人都觉得有意思看了好几遍。不过最有意思的是方言版的...            
(4星)	 记得小时候和爸爸妈妈围着电视 瞅着这个片子，很经典~哈哈当时的和森更是深入我心，现在看王刚主持节目就觉得老别扭            
(3星)	 还不错拉..            
(4星)	 开篇很搞笑，结局泪流。            
(4星)	 这个也超经典~~            
(5星)	 刘墉这样的才子是真正值得女人嫁的好男人  有操守  有内涵            
(NA)	 也是很搞笑的一部连续剧            
(4星)	 年少的记忆……            
(4星)	 小时候看的,忘差不多了            
(3星)	 故事里的是，说是就是不是也是。。。呵呵。。。主题曲我都还记得。。。            
(4星)	 小时候黑喜欢看。。。            
(4星)	 我只记得妹妹的恶搞。            
(5星)	 主题歌很有意思 都是老戏骨 经典            
(4星)	 王刚的和珅真是经典啊！现在再没有人能演出这种韵味了！            
(5星)	 三个男人一台戏，中国新古装喜剧开山之作。            
(NA)	  娱乐片而已，逗人开心，没有什么思想性。只看过几集……            
(5星)	 和珅演的超精彩。            
(5星)	 难得的宫廷剧，集生活智慧、智斗风趣、宫廷官场争斗、归隐宁静、人生处世理念、人生岁月真谛思考为一体。            
(5星)	 小时候每天等着看的电视剧！            
(4星)	 童年回忆。。。            
(4星)	 良知的分界点，其后的电影电视都开始扭扭捏捏的“以古讽今”，阉人的创始！            
(5星)	 罗锅子            
(5星)	 多好的时光~            
(NA)	 童年回忆系列 天地之间有杆秤，那秤砣是老百姓            
(3星)	 太逗了            
(5星)	 这是小时候漏掉一集就会心疼上半天的剧，还记得有一次因为到乡下去所以差点没赶上，路上都要急死了。。。还有那栋小小的房子，都是回忆            
(5星)	 小时候的回忆            
(4星)	 那时候的和珅也太年轻了！那时候的刘墉怎么和现在一样老？            
(5星)	 太经典            
(4星)	 现在想来充满了讽刺意义            
(3星)	 儿时记忆            
(5星)	 我是不是太无聊啦，找看过的电视剧。这个电视太可乐了。            
(4星)	 经典，小时候看过很多次的。            
(4星)	 顶            
(5星)	 大爱            
(4星)	 王刚的成名之作。            
(4星)	 李保田靠这剧红了            
(5星)	 大陆古装剧市场的拓荒者~~~最近重温~~            
(4星)	 片头曲我以前很会唱            
(5星)	 小学时候喜欢看            
(4星)	 童年记忆            
(4星)	 天地之间有杆秤的说...            
(5星)	 好看好看            
(4星)	 跟爸爸一起看的            
(3星)	 ……            
(4星)	 小时后特别喜欢~~嘎嘎            
(4星)	 7.5分，打四星            
(4星)	 小时候最喜欢看的电视剧之一。            
(4星)	 非常欢乐的剧！比现在什么什么的高格多了＝3＝！            
(NA)	 撑杆子挑江山呀一二一而哟            
(5星)	 我的耳朵怎么不会动？            
(NA)	 优秀影视作品            
(4星)	 一个时期的经典            
(NA)	 故事里的事            
(NA)	 是也不是，不是也是            
(4星)	 经典啊            
(4星)	 故事里的事　说不是就不是也是            
(4星)	 喜欢啊 里面的和珅和刘罗锅很可爱啊···看到了刘罗锅拔剑的时候 哭了 （尽管知道了那是断剑  可是明白了 古代人臣的无奈 ）            
(4星)	 我记得那时候MS张国立戏份很少？            
(5星)	 童年的记忆            
(3星)	 故事里的事            
(2星)	 一般            
(5星)	 天地之间有杆称            
(NA)	 有一些不太真实的成分在里面，比如说刘罗锅的宰相之称，在清朝时没有宰相之说的……因为在清朝以前的明太祖时期已经把宰相之职取消掉了……宰相只是一个荣誉称号，可以这样说！            
(3星)	 记录            
(4星)	 O(∩_∩)O            
(3星)	 看看，就图个乐和里边的历史有些改的过了，不能当历史来看            
(3星)	 跟《纪》剧差不多            
(5星)	 小时候天天搬盘儿凳蹲点 主题曲几乎人人都会唱啊~~            
(5星)	 当时超迷的李保田老师演的就是赞            
(5星)	 经典            
(3星)	 我爹喜欢啊。。。我也就跟着看了又看            
(5星)	 哇            
(4星)	 第一部有露点...汗...            
(5星)	 good!            
(4星)	 家里老人特别喜欢看。            
(5星)	 經典的民間故事。。。。極致了。。。            
(4星)	 当年很爱看            
(NA)	 都不知道讲的是什么了。。。            
(NA)	 天地之间有杆秤，那秤砣是老百姓...            
(4星)	 小时候一遍接一遍地看            
(5星)	 天地之间有杆称            
(3星)	 记得这是小时候看的一个连续剧，那首歌都成为一种经典，一听就可以窥见小时侯的种种            
(4星)	 想当年看的那个激动啊~            
(5星)	 小学的记忆，永远记得绕口的结尾曲            
(3星)	 小时候很喜欢，但是现在感觉一般            
(3星)	 很俏皮            
(4星)	 经典！太经典！            
(4星)	 天地之间有杆秤，那秤砣是老百姓。小时候看的。呵呵            
(4星)	 很有味兒            
(3星)	 播烂了……            
(NA)	 童年。。还有济公来着            
(5星)	 小时候看的丫~~特别有劲~~            
(5星)	 挺经典            
(4星)	 天地之间有杆秤，那秤砣是老百姓。小时候看的。呵呵            
(4星)	 罗锅演的真不错！            
(3星)	 記憶里感覺～還不錯吧            
(5星)	 小时候觉得很精彩！            
(3星)	 当时那个火啊！            
(4星)	 喜剧,但结尾的凄凉感使全剧得以升华            
(4星)	 张国立风行时期的一部很不错的作品。            
(4星)	 只能说是好片子！太喜欢了！就是现在看也觉得很好！            
(5星)	 童年的经典啊            
(4星)	 刘墉和和珅一忠一奸，相伴在乾隆左右。可以说他们俩是“一个都不能少”，他们之间发生了不少故事，就像片尾曲唱的那样。。。。。            
(3星)	 那时候经常看着这个电视剧就睡着了            
(4星)	 刘墉、乾隆、和珅的故事。            
(5星)	 李保田牛啊            
(5星)	 算经典了            
(4星)	 经典 野史 连续剧            
(5星)	 童年的回忆吧            
(4星)	 够肥皂的野史剧             
(4星)	 很可爱            
(5星)	 这片子印象太深了, 一度天天早上被那片头曲叫醒....            
(3星)	 前电脑时代看的片子。            
(4星)	 三个人玩的真好            
(3星)	 还好了            
(5星)	 当年看得如痴如醉。            
(3星)	 我真是什么都看过            
(5星)	 全集总动员啊~很不错            
(4星)	 童年记忆            
(3星)	 童年            
(4星)	 赞李保田的演技            
(5星)	 天地之间有杆秤            
(4星)	 刘罗锅帅啊~            
(4星)	 只记得歌很有趣            
(5星)	 以前最爱看的刘罗锅啊            
(4星)	 填补了那时搞笑历史的空白，其中的很多桥段至今记忆犹新            
(NA)	 前半部分好看。。越看越没劲            
(5星)	 有深刻记忆的片子。            
(5星)	 有几集很搞笑啊 印象深刻            
(4星)	 百看不厌            
(4星)	 虽然把老纪的很多事迹安到罗锅身上，但排的还是可以的            
(4星)	 和珅就此定下角色            
(NA)	 那个年代的人好像没有没看过这个的吧，到现在还记得歌里的：“秤杆子挑江山咿呀咿儿呦哦，你就是那定盘的星”...            
(5星)	 铁三角的初次记忆            
(5星)	 很搞笑啊            
(4星)	 和深上电视，这才刚刚开始。            
(4星)	 很不错            
(NA)	 前段时间看快乐大本营，看到了李保田的儿子，不高的个儿，估计还是走丑角路线，有谢谢失望。不过很喜欢李保田这个演员，自从看了他和巩俐演的某部电影以后。            
(NA)	 小时候看的，小时候觉得有意思            
(NA)	 主题歌到现在还会唱==电视也偶尔还会放            
(4星)	 很久之前看过了啊 李保田的表演很好啊 很好很经典            
(5星)	 喜欢,最后的场景太凄凉了            
(2星)	 没看明白，小时候看的，记不住了            
(NA)	 小学六年级看的            
(4星)	 故事里的事说是就是不是也是            
(4星)	 “故事里的事说是就是不是也是，故事里的事说不是就不是是也不是……”            
(4星)	 记得是很小很小的时候看的！            
(4星)	 戏说            
(NA)	 小时候和爸爸看的            
(4星)	 打發時間，扯皮搗蛋還是可以的。            
(NA)	 天地之间有杆秤。。。            
(4星)	 记忆            
(NA)	 也很经典吧，主题曲很有印象            
(NA)	 小时候看的            
(5星)	 那时年纪尚小，觉得刘罗锅怎能如此聪明。后来长大才知道，这只是部野史。            
(NA)	 当年很爱看的经典清廷电视剧            
(NA)	 呵。。我的十八集。。我亲乃得霞儿格格。。然后邓老师万岁            
(NA)	 不记得演什么了!只知道王刚的和绅很传神            
(4星)	 经典无需多言            
(NA)	 现在想想挺傻的，张国立演的这些包括 康熙私访系列。不过从金婚可以看出成熟了。。            
(4星)	 比纪晓岚还好            
(4星)	 小时候的回忆            
(3星)	 希望清宫戏不是从此滥觞。            
(NA)	 天地之间有杆秤 大秤砣是老百姓             
(3星)	 暑假不要写作业！            
(4星)	 那时候觉得邓婕特漂亮            
(4星)	 只有用两上字形容:经典!            
(NA)	 都忘了            
(5星)	 看了很多遍，喜欢李保田。天地之间有杆秤……            
(4星)	 戏说类电视剧的经典作品            
(5星)	 当年每集都录下来反反复复地看，现在不用这么费事了。。。            
(5星)	 记得第一次看这部戏的时候~我们家还是黑白电视机~好有趣的片子~！            
(5星)	 小学极爱看，为此打5星。            
(4星)	 李保田的演技没的说。刘罗锅的机敏也没的说....            
(5星)	 开了国内清剧的先河，对中国官场嬉笑怒骂一针见血             
(4星)	 那个芋头            
(4星)	 小时候的记忆            
(NA)	 当时非常喜欢            
(4星)	 &gt;,&lt;王刚演得很好            
(4星)	 嬉笑怒骂 说向人间            
(4星)	 小时候喜欢看，依稀记得主题曲：天地之间有杆秤，那秤砣是老百姓            
(2星)	 当年怎么看得？            
(NA)	 小时候特爱看            
(4星)	 从这部戏开始，发现王刚成了和珅。            
(5星)	 小时候的回忆~            
(5星)	 也是小时候跟爸爸一起看的            
(4星)	 挺旧的片子了，小时候很喜欢的。            
(NA)	 一般            
(5星)	 看了一遍又一遍            
(NA)	 儿时的美好记忆！            
(NA)	 王刚的和绅，李保田的罗锅            
(NA)	 圣经类            
(4星)	 此刘墉非彼刘墉            
(4星)	 当时看得时候觉得很不错，但问题就是不想看第二遍。            
