http://movie.douban.com/subject/2190925/	鉴证实录 鑑證實錄
(5星)	 经典不用多说。            
(4星)	 看的断断续续，但是，很喜欢这样的刑侦剧。多年未变。            
(5星)	 聶寶言這樣的女子，是可望而不可及的吧。            
(5星)	 第一眼是在北京的跟团旅行 当时感觉陈慧珊好知性            
(4星)	 ICAC            
(4星)	 小学看得时候觉得有点怕            
(5星)	 很喜欢。            
(5星)	 童年回忆            
(5星)	 还是回忆            
(4星)	 这个还真是挺喜欢的...            
(5星)	 最爱之一            
(5星)	 最喜欢了~~~            
(5星)	 和李芳一样，一看再看            
(4星)	 记得挺吓人的            
(5星)	 绝对的经典，警匪片类型片开山之作            
(NA)	 当年最喜欢这个了。。。。。            
(4星)	 那年的陈慧珊造型真是不怎么样            
(4星)	 我对于CSI这类片子的启蒙啊            
(5星)	 最爱~~            
(NA)	 老剧重温，然后感慨一下，曾经的片子感情戏占了好大的比例啊，反而跟案件有关的情节偏少，而且这个案子吧，要么没有进展，一有进展那个速度就是飞快的，在没有任何证据的前提下大家跟着感觉走，就能碰到凶手，神！            
(5星)	 太喜欢陈慧珊和林保怡了，聂医生和曾SIR完美的一对！            
(4星)	 蛮不错，我喜欢，陈慧珊很有气质啊            
(5星)	 总的来说剧情不错，不过陈慧珊真丑，李珊珊怎么选上港姐的……还是钟丽淇看起来舒服一些            
(5星)	 侦探剧 喜欢喜欢            
(NA)	 属于随时碰巧赶上都会继续往下看的电视剧            
(5星)	 在对的时间遇到了对的人，可是两个人的Timing老是不对，总是一次又一次的擦身而过，看了真是替他们着急啊。。。            
(4星)	 小棠菜啊~~            
(5星)	 好看到爆 现在还喜欢他们这对拍档            
(5星)	 聂医生简直是我当时的偶像，曾一度对我的职业规划产生了巨大的影响。            
(4星)	 小时候看的时候就不喜欢小棠菜，长大了才知道她真的很勇敢有些伟大。感情，即使明明知道不该也很难放。看得开，放不下。爱情的样子究竟怎样？为它欢喜为它伤悲，改变了我本来的模样。……yuu，你真弱……            
(3星)	 还行吧。。重温了一下。。很小的时候看过的。。这次看的时候就发现画质不好。。推理有点儿戏。。            
(5星)	 当时看快被吓死了，现在依然觉得是这类破案片的经典。            
(5星)	 林保怡帅呆了            
(NA)	 我当年最爱的tvb电视剧            
(5星)	 又害怕又要看            
(NA)	 喜欢            
(4星)	 赞            
(5星)	 年少时看的剧了，非常喜欢，陈慧珊的法医形象，林保怡的痞警的形象，都深得我心。            
(3星)	 喜欢小林            
(4星)	 给小学的我上了逻辑课。BTY，有些画面还是给幼小的我留下了阴影…            
(4星)	 反正不喜欢宝研            
(4星)	 经典，很爱。从小时候开始到现在，一共看了多少遍也记不得了，看了再看也不会腻，这就是经典吧。            
(5星)	 小学时电视剧，这么多年了，前几天重温还是觉得很好看            
(3星)	 突然,我想当个法医.            
(5星)	 第一部很好            
(4星)	 林保怡！你咋就那么帅  那么帅   就是不喜欢陈慧珊。            
(4星)	 早年的港片是经典            
(5星)	 把我看的把自己的理想改成伟大的法医了。。。只是至今今后都不可能实现了。。。            
(3星)	 我最佩服港剧的一点是，它在二十年前就达到了今天的高度。            
(5星)	 当时看的都害怕……            
(5星)	 我的医学情怀啊            
(5星)	 喜欢破案片~~ 特别是香港的            
(5星)	 绝对经典~看得台词差不多都会背了            
(5星)	 经典，强推            
(5星)	 音乐很好听，剧情也不错，很喜欢聂宝言和曾sir这一对，陈慧珊和林保怡很有气质，演绎的很精彩            
(4星)	 你大陆的妹妹叫重案六组            
(5星)	 经典            
(5星)	 初中的时候好喜欢看啊好喜欢看啊~            
(5星)	 我爱聂宝言            
(5星)	 經典老片            
(5星)	 继陶大宇之后印象最深的童年侦探剧~            
(5星)	 今年夏天还翻出来重温了一遍，喜欢聂医生~            
(5星)	 小时候当恐怖片看的，每天放学后晚饭时看的，看完晚上都睡不着觉，还是很喜欢看            
(4星)	 梁汉文的《留痕》 非常好            
(4星)	 这部电视剧是我小时候噩梦之一，因为总验尸。。我的好朋友周周因为这片子说想当法医。。但是，现在我们长大了，她没当成法医，我也不害怕了。。。            
(5星)	 你能不这么美吗flora            
(NA)	 ！！！            
(4星)	 为什么那时候能拍出那么好看的剧，现在就瞎了？            
(4星)	 童年的回忆。那时候觉得陈慧珊真有气质，白领女强人的feel            
(5星)	 可怜的小唐菜            
(5星)	 大爱！            
(5星)	 除却巫山不是云            
(4星)	 隔了十年再看，依然那么经典，林保怡太帅了            
(NA)	 以前看得津津有味~~            
(3星)	 不记得了  经典            
(5星)	 这个简直是经典中的经典。TVB的柱子啊。林保怡和陈慧珊！@Home            
(4星)	 都是童年的记忆。            
(5星)	 香港刑侦片中的经典啊            
(5星)	 不知道为什么，听到片头曲，就会涌起忧伤            
(5星)	 那时的经典，看了两遍            
(5星)	 还记得小唐菜            
(4星)	 林保怡很耐看。            
(4星)	 是因为最近，才开始突然怀念以前的片子了吗？            
(4星)	 大爱            
(5星)	 tvb曾经的最爱之一            
(4星)	 最近实在没片看了。所以又开始重温之前的经典港剧。当然不能错过这部啦。林保怡和陈慧珊真是最佳拍档。长的都不是特别帅特别漂亮那种。但是真的很有很有味道。案子也很经典。赞啊！！！            
(NA)	 一部可以成为肥皂剧的电视剧，总有内容~~            
(4星)	 重温了这套经典港剧。还是很不错的。喜欢林保怡和陈慧珊这对拍档。喜欢曾家原这个老男人不知不觉陷入爱情里所流露出来的那股“骚”，呵呵，让人忍俊不禁。            
(5星)	 相当好看，无限回忆。            
(4星)	 其实我一直觉得刑侦系列更经典，虽然两剧都是刑侦局的代表            
(3星)	 看。            
(5星)	 绝对滴经典。。。喜欢Bowie&amp;Flora这对搭档。。。            
(NA)	 就是想补个剧。            
(5星)	 好看            
(5星)	 给我爱的他们五颗星            
(5星)	 我的最爱！永远的鉴真实录！            
(4星)	 超爱聂宝言            
(4星)	 有一个香港城市大学的镜头            
(5星)	 相当经典啊            
(5星)	 主题曲好听呢            
(4星)	 当年我是多么期望陈慧珊可以和林保怡在一起…可是最后，飞机还是飞走了…            
(5星)	 我最爱的港剧之一，成就了林保怡&amp;陈慧珊这对我最爱的金牌搭档，还用说吗，棒就一个字！！            
(4星)	 从这部剧开始爱上了林保怡。            
(5星)	 剧情设定很严谨，案子什么的很好看，除了小唐菜以外的主角都不错。对何宝生要赞一下，帅~            
(5星)	 赞            
(4星)	 啥叫知性？看看慧珊~~~~            
(5星)	 很经典！            
(4星)	 好喜欢聂医生和曾Sir这一对啊            
(5星)	 喜欢上陈慧珊 就是因为这部电视剧  当初妈妈也很喜欢陈慧珊 她说陈虽不是美女 但是有气质 而且这个法医职业 可是我一直向往的职业            
(3星)	 such a long time ago            
(NA)	 话说那个时候好喜欢陈慧珊            
(5星)	 经典            
(5星)	 哦呵呵~我喜欢joe~            
(5星)	 最爱的港剧！            
(3星)	 让我对法医这个职业充满了向往            
(4星)	 大一那些美好的周末            
(4星)	 当时觉得陈慧珊很美            
(4星)	 经典~林保怡帅~            
(5星)	 刑侦剧什么的最喜欢了            
(4星)	 很好看！~还是喜欢陈慧珊演的专业人士，很专业！            
(NA)	 回忆。            
(NA)	 陈慧珊            
(NA)	 陈慧姗的法医很惊艳，第一次对法医法证有认识            
(NA)	 学了点医学知识             
(5星)	 膜拜法医~            
(5星)	 以前好喜欢~            
(3星)	 也看过几集...            
(4星)	 中学的回忆。            
(NA)	 至今依然觉得林保怡和陈慧珊超配的。            
(5星)	 好看呀么好看            
(5星)	 从那时候起喜欢陈慧珊            
(5星)	 必须看啊            
(5星)	 不错的            
(5星)	 我是tvb迷。都是小时候看的。            
(4星)	 经典            
(3星)	 有点墨迹。。。            
(5星)	 小时候看着挺怕的，可是还很喜欢看。            
(4星)	 每看到一个案件就有一种满足感，虽然小时候会被吓到            
(5星)	 当时真的想做法医来着．．            
(5星)	 宝言            
(5星)	 太奶奶个经典了，家原和宝言是绝配            
(NA)	 一直觉得是33最经典的剧集了~            
(4星)	 小学的时候看的，现在大学都毕业了，哎，真的老了！            
(5星)	 又是一个经典            
(NA)	 对林保怡的爱从此一发不可收拾！            
(5星)	 话说，林保怡也是剧集保障啊、            
(4星)	 港剧最好的时代            
(4星)	 我姐小时候总带我看！真的很好看            
(NA)	 绝对的屏幕情侣！            
(4星)	 我曾经迷恋啊.......            
(5星)	 当年超级喜欢 曾sir+聂医生            
(5星)	 小时候最爱，小堂菜            
(4星)	 老是半夜看的，看得心脏一颠一颠的...            
(5星)	 绝对经典            
(NA)	 经典            
(5星)	 董岸风！            
(5星)	 总觉得这部剧有点恐怖。            
(5星)	 与刑侦档案绝对是那个时候推理的力作 虽说有时这两部戏的案件会雷同的吓人            
(4星)	 陈慧珊特林保怡额无敌之作啊            
(4星)	 多年前的挚爱。            
(4星)	 小时候看的，记忆犹新呢，斩获不少作案手法。。。            
(5星)	 心头大爱的电视剧~~            
(4星)	 经典的TVB剧集            
(4星)	 我的童年啊！            
(5星)	 虽然主演都不是我十分有爱的对象，可是当年这部确实很经典。每一集都看得很紧张。            
(5星)	 又想再看一遍            
(5星)	 必须力荐，是数个TVB经典中的一个            
(4星)	 经典            
(5星)	 经典！！！            
(5星)	 经典晒啦！小学一年级时候看的到现在还记得里面的情节，当时我的梦想可是当法医咧..            
(5星)	 太稀饭陈慧珊了哦。            
(4星)	 小学时候看的……            
(4星)	 主题歌也很好听，何宝声各种迷人！！！            
(3星)	 曾经每晚睡觉前看的片            
(5星)	 看了N遍，除了身高，陈慧珊和林保怡还是很配的。            
(NA)	 重温中...            
(4星)	 现在想想 TVB很新的剧真的没怎么看过 一直抱着这些不停的啃            
(4星)	 读书时代的大餐            
(5星)	 林保怡也很有味道            
(5星)	 超喜欢宝言。我发现我果然是御姐女王控。看了那么多电影电视剧，在心里面记住的，都是带着女王范儿的女子们。            
(4星)	 1997年            
(5星)	 这是我小时候开始正儿八经看破案港片的鼻祖啊。和姐姐们一起熬夜看大结局，又怕看又激动，还有为聂医生和曾SIR因为小棠菜此女终日哭逼儿单相思烦不清爽不能有情人终成眷属而扼腕、嘘唏、骂娘的情状，皆历历在目。            
(3星)	 经典港剧。。。            
(5星)	 法医开始变重点角色。            
(4星)	 那时候爱死了这个片、这个片头曲、这个片尾曲            
(4星)	 我反而喜欢小唐菜            
(5星)	 林保怡，陈慧珊很搭            
(NA)	 林保怡和陈慧珊            
(NA)	 喜欢            
(5星)	 最爱的BF，永远的UE，一辈子的回忆。            
(NA)	 讨厌小棠菜，但是觉得她长得很好看            
(5星)	 片尾曲《留痕》。。。我找了很多年才找到，经典！！            
(5星)	 喜歡，現在還是會翻看            
(4星)	 经典片，也算是接触到认真看的第一部港剧。            
(5星)	 留痕。            
(5星)	 警探刑侦至尊~            
(4星)	 中学的时候看的港剧。当时觉得真好看啊。            
(5星)	 林保怡的演技没的说。。            
(4星)	 陈慧珊的时代            
(NA)	 百看不厌            
(3星)	 蓝色。            
(4星)	 good~~~~~·            
(5星)	 很小的时候我们都看过《鉴证实录》，知道里面有位女法医宝言，知道她姐姐是小青演的，她的侄女叫津津，还有一根小棠菜。最近在杜拉拉里发现Rose，没去回忆就知道是陈慧珊。我们这代人多是记得她的吧。就这样心血来潮找了《鉴证实录》想看看过去熟悉的宝言，接着就 infatuated wi            
(4星)	 看了以后想当法医。            
(5星)	 超爱。。            
(3星)	 当时很火的~            
(5星)	 第一部是经典，第二部是个渣！            
(5星)	 与佩紫的课后谈资。记得佩紫很喜欢蔡晓棠。            
(4星)	 就是爱破案!            
(4星)	 情侣档啊情侣档。我仲记得李珊珊噶小唐菜~~ 应该系第一部讲法医噶港剧~~            
(4星)	 伴随了我的小学时光            
(5星)	 看了很多遍，剧情都可以背下，曾经儿时的梦想，经典            
(NA)	 很有感觉！            
(5星)	 貌似是小学的时候看的？。。很喜欢很喜欢看~~ 却又很害怕看~~            
(5星)	 越来越喜欢林保怡啦~TVB给他的角色还真是不错            
(NA)	 虽说我不觉得陈慧珊好看，但真的算是有气质。而且，这部片子真的不错~            
(NA)	 完完整整的看了两遍 好诶            
(4星)	 哥哥带我走近TVB            
(5星)	 赞  赞  赞            
(5星)	 案子很经典 比起现在不知所谓的tvb 简直天和地            
(5星)	 感谢这部剧，然我认识了陈慧珊和林保怡。巨讨厌小唐菜，还好续集2人终于在一起了。            
(5星)	 看了就想当法医。可惜姐物理太差，高中去读文科了。。。            
(NA)	 看到这个标签就想起了那个喜欢TVB的年少时代            
(4星)	 小时候的最爱            
(5星)	 林保怡为什么这么迷人- -            
(5星)	 重温            
(5星)	 雖然唔系好記得。。但系好似好好睇。。            
(NA)	 当年大爱啊，其实现在看也不过时            
(5星)	 刑事后有一部力作  陈慧珊白领女性的典型啊            
(5星)	 也是一部难得的经典，剧中人都表现不俗            
(4星)	 又看了一遍，现在看，剧情简单了许多，但是还是很喜欢陈慧珊~            
(NA)	 想当年。。。            
(5星)	 那时的宝言和家源真的好配            
(NA)	 当时看了还想当法医……            
(4星)	 3。5            
(5星)	 小学时代的港片            
(3星)	 当时好怕来着= =            
(4星)	 记得第一遍电视里放预告的时候还吓的不敢看，后来重播的时候就一遍一遍地看。            
(4星)	 大Bo和Flora...为这个美好的couple而标记。            
(5星)	 当年因为这部剧很憧憬法医= =            
(4星)	 T T陈慧珊~~~            
(5星)	 当年很迷陈慧珊            
(5星)	 喜欢陈慧珊和林保怡的组合  很搭            
(NA)	 我真是很爱这部！~            
(5星)	 陈慧珊。。。女法医。。。            
(5星)	 知性美女 陈姐姐 曾经是我的最爱            
(5星)	 童年对港剧经典回忆之一^o^            
(4星)	 特喜欢..            
(5星)	 最早了解法医发证科的一部经典的港剧~            
(4星)	 记得那个时候比较喜欢 的港剧            
(5星)	 太喜欢他俩搭档了。虽然爱着的人，但是timing不对，这台词记好久。            
(5星)	 小时候的春天啊~~~~            
(5星)	 追TVB必看            
(4星)	 巨讨厌小唐菜。烦死了。            
(4星)	 那个时候你们惊为天人，那个时候所有的人都在为你们的故事纠结。            
(NA)	 看过不下4次了吧…            
(4星)	 那会觉得陈慧珊很好看啊            
(NA)	 现在都记得暑假每天晚上看这部剧的那种feel 。。哈哈            
(4星)	 曾宝言就是所谓的小资＋装逼犯了吧。            
(5星)	 陈慧珊~~经典剧            
(4星)	 蓝灯宝绿，            
(5星)	 看第二遍还是很好看。            
(5星)	 太好看~\(≧▽≦)/~啦啦啦和第一部陀枪师姐有一拼啊！            
(5星)	 经典            
(4星)	 都是满满的回忆啊。            
(4星)	 第一次知道了还有GAY            
(5星)	 经典中的经典            
(5星)	 最爱的一部刑侦剧 真是这么多年了看着还是熟悉好看            
(NA)	 那时候初中            
(4星)	 喜欢            
(5星)	 好看。            
(5星)	 林保怡+陈慧珊，很好很强大            
(5星)	 好好看            
(4星)	 完美情侣            
(NA)	 最初对TVB的记忆            
(4星)	 这个看的全。            
(4星)	 林保怡，不错~            
(5星)	 我看过最经典，最好看的警匪片            
(5星)	 启蒙与经典            
(5星)	 当年的我，有多爱陈慧珊啊！！！那整个就是我小时候的楷模性人物啊！！我女权主义意识的唤醒人啊！！独立干练的都市女性，我当年追逐的梦啊！！            
(NA)	 也是迷林保怡的时光。            
(NA)	 之前TVS总是播,我就总是看。怀念啊~            
(4星)	 不错            
(5星)	 5遍            
(4星)	 无聊到要重看老片子            
(4星)	 不赖不赖            
(5星)	 绝对经典！            
(5星)	 失眠纠结的佳剧            
(4星)	 那時候的陳慧珊氣質真好            
(5星)	 很好看            
(4星)	 大爱。。            
(5星)	 当年的大爱啊~            
(4星)	 香港拍这种片子很好看            
(5星)	 当时院子里家家都在看的一部超棒破案港剧，案子有些离奇的可怕            
(5星)	 陈慧珊啊陈慧珊            
(NA)	 不喜欢小唐菜            
(NA)	 曾sir太帅了！            
(3星)	 好像看了N遍~~~            
(5星)	 曾经很痴迷            
(5星)	 港剧启蒙片之一啊～～            
(NA)	 喜欢哈~~跟查案有关的~~·            
(3星)	 同性恋杀人那个案子好看            
(5星)	 一直是心中的经典            
(5星)	 陳慧珊 你告訴我什麼叫知性美。            
(5星)	 想当年老爸出差老妈加班大半夜一个人偷偷看电视的时代…我记得里面的法医叫Helen，呵呵~~            
(5星)	 百看不厌，碟都没白买。            
(4星)	 红白蓝塑胶袋让我阴影了很久            
(5星)	 初中的记忆吧？            
(5星)	 非常好看            
(5星)	 经典            
(4星)	 那时候tvb的刑侦剧啊~都是如此经典。            
(4星)	 很喜欢            
(5星)	 怀念那个tvb最好的年代            
(4星)	 两部。第一部5星，第二部3星。            
(5星)	 儿时关于探案的最初篇            
(5星)	 唯一喜欢的港剧哦            
(5星)	 经典            
(4星)	 我只是喜欢看林保怡和陈慧珊配在一起~~~：p            
(5星)	 记得原来TVB的现代探案是在被迫的情况下看的，但是觉得还不错！            
(NA)	 经典啊 我爱33            
(5星)	 这部好好看哦            
(5星)	 经典couple            
(4星)	 晶晶会唱那首主题曲~~~            
(5星)	 当年10分。。            
(5星)	 当年相当痴迷 = = 算是第一次爱上TVB 播出那年 我才8岁            
(NA)	 百看不厌            
(5星)	 哎呦。。。久远的美好记忆，经典。            
(5星)	 经典啊～            
(5星)	 我曾经是多么的迷恋港剧啊！            
(4星)	 不喜欢小唐菜            
(4星)	 记忆            
(5星)	 虽然老死人，但情节很抓人            
(NA)	 经典~百看不厌            
(5星)	 TVB的经典之一啊。。            
(5星)	 有可能是我最早接触的一部港剧。。。悬疑性够。。。林保怡演技好，我欣赏陈慧珊的气质。。。            
(NA)	  喜欢的不得了呢，歌曲也是            
(5星)	 中学时代唯一一部天天必看的电视剧            
(4星)	 发现林保怡和谁搭戏都那么赞~            
(5星)	 警匪片中的经典之作吧，小时候看陈慧珊演法医聂宝言，之后对姓聂的医生都剧有好感，连初中整牙的时候都特地找了个姓聂的女医生。            
(5星)	 TVB启蒙            
(4星)	 风靡一时            
(5星)	 我很喜欢法医            
(4星)	 电视上看的第一部港片 警察捉小偷的！            
(5星)	 经典！            
(5星)	 到今天我依旧认为这是TVB最好的刑侦剧，如果不是妈妈拦着我就奔着聂宝言当法医去了~~            
(3星)	 这是我最早看的这类型的剧了吧 那是时候真是觉得陈慧珊够有气质的...            
(5星)	 曾家原时常说的那句 Timing不对            
(NA)	 天天想着当法医。            
(3星)	 ，。。。            
(5星)	 有几个案子蛮怕的说            
(5星)	 头两天还看了看            
(3星)	 不记得那几部是哪几部了 差不多            
(4星)	 追过，午间剧场好似未重播过吧所以不太记得剧情了            
(4星)	 鉴证题材中的经典~最爱小棠菜~            
(5星)	 港剧初恋            
(5星)	 那是在1999年的暑假， 一个闷热的晚上，打开电视，正好赶上鉴证实录的第一集。看过之后，一下子爱上了这部TVB的电视剧。后来每天都等着看，再后来， 重播也舍不得落下一集。            
(4星)	 陈慧珊真有气质！            
(5星)	 太经典了。            
(4星)	 小时候是当作恐怖片来看的            
(5星)	 喜欢陈慧珊，最爱林保怡~            
(5星)	 我挺爱那法医的。            
(5星)	 那时候看到吐啊。。            
(4星)	 很小的时候看到的，TVB拍这种片子一向不错            
(4星)	 很久没看 但只要播就会看得剧            
(5星)	 小棠菜            
(NA)	 林保怡+陈慧珊 这情侣档啊情侣档`````            
(5星)	 第一次懂得“知性美”这个词，是从聂医生身上体会到的。            
(4星)	 破案局始祖？？            
(4星)	 陈慧珊和林保怡最佳情侣~~~~            
(5星)	 早期刑侦剧的经典            
(4星)	 lia连俺爹都迷过 一定要推荐~            
(NA)	 又是TVB的一对经典组合——陈慧珊和林保怡             
(5星)	 我喜欢BE            
(4星)	 法医小姐。            
(4星)	 很经典的破案片！            
(5星)	 我的童年TVT            
(NA)	 值得一看 ,编剧还不错            
(4星)	 港产罪案剧佳作，聂宝言曾经左右了我对成功女性的评价标准            
(5星)	 经典的没话说，逢假期电视台一定连播，我一定连看            
(4星)	 我很擅长主题曲！            
(5星)	 始终不喜欢小唐菜            
(5星)	 绝配林保怡&amp;陈慧珊            
(5星)	 当年结局至今揪心            
(NA)	 好久不见林保怡，上次赏惜在金枝            
(4星)	 讨厌小唐菜~            
(5星)	 我心中最愛的港劇~當年我超愛陳慧珊的~這部戲百看不厭            
(5星)	 看后很想去当法医            
(5星)	 经典经典···很庆幸当时年少无知胆子较大时把它看了，放现在我肯定没胆看，那将是多大多大一损失啊，哇咔咔            
(4星)	 记忆中的经典港剧探案            
(5星)	 也是经典中的经典了，百看不厌            
(4星)	 就是这部剧才让我喜欢上法医这个职业的            
(5星)	 至爱之作。            
(5星)	 我爱侦查片~~            
(4星)	 还真不习惯林保怡的这类角色，更喜欢他的坏男人形象！高贱贱，哈哈……            
(4星)	 林保怡不错            
(4星)	 上学时看的呢那时很迷曾经希望学法医            
(4星)	 喜欢小棠菜             
(5星)	 林保怡啊~~~~~~~！就是看着部爱上嗒，哈哈            
(5星)	 这是经典了。。            
(5星)	 案件还算清楚，除了不喜欢小唐菜父女俩以外，整部电视还是很喜欢            
(5星)	 比较早期看的港剧，很爱~            
(5星)	 TVB的经典，至今难忘~            
(4星)	 断断续续看过的，很喜欢看这种有点有点破案、有点悬疑，又有那么些些爱情的故事...            
(5星)	 好看。。            
(NA)	 爱港片。            
(5星)	 看了好多遍啊，爱死啦。经典！            
(5星)	 小唐菜哈哈~不过我真心喜欢陈慧珊的说~            
(4星)	 小的时候一直爱看。            
(4星)	 不是很喜欢陈慧珊。。            
(5星)	 林保怡，陈慧珊。相爱总是很难。            
(4星)	 香港言情            
(4星)	 那时候超喜欢的说            
(4星)	 就喜欢这俩搭戏陈慧珊的冷静林保怡的痞坏            
(5星)	 喜欢陈慧珊，记得那时候看这部剧5集连播。。。很爽            
(5星)	 简直了，记得以前看的时候还是很害怕的。现在就没什么了。            
(4星)	 想当年 ..陪我度过小学的漫漫暑假            
(4星)	 喜欢这种剧。            
(5星)	 还是相当不错的一部片子——在我很久很久以前留下的记忆里。            
(5星)	 想看一百遍            
(5星)	 比较经典的一部TVB破案片，记得高考的时候追着看的第二部，还好算是个团圆的结局。            
(NA)	 当年我觉得陈慧珊是大美女            
(5星)	 激起学法医的想法！            
(5星)	      陈慧珊。喜欢。            
(5星)	 看了好多遍。。还是看不腻。。            
(NA)	 爱看，喜欢这对情侣档。            
(5星)	 我看了這麼多遍的鑒證實錄，居然也還有這麼多情節是不記得的。算算我看過這麼多的電視劇，其實最喜歡的熒幕情侶也就幾對：古天樂和宣萱，林保怡和陳慧珊，鄧超和孫儷。仔細想想我喜歡老男人應該是始於林保怡的。可能是因為之前看了刑事偵緝檔案IV，我對聶寶言的喜歡有點被武俏君趕上的勢頭。            
(4星)	 喜欢陈慧珊            
(5星)	 最爱的港剧之一，永远的记忆，不解释            
(4星)	 放假常看            
(5星)	 看这个的时候多大，那时地位可真不低呀            
(5星)	 跟花花一起看的。            
(4星)	 法证先锋的前身吧，挺好看的。            
(5星)	 经典。。            
(NA)	 很喜欢保怡哥和陈慧珊演情侣，feel超好            
(4星)	 林保怡和陈慧珊都喜欢            
(5星)	 經典！            
(4星)	 我不喜欢小棠菜。            
(NA)	 喜欢陈惠杉            
(4星)	 好早好早了~~~那么喜欢陈慧珊和林保怡~~~            
(NA)	 最早的TVB印象            
(5星)	 1结局不好，幸好有2            
(5星)	 第一次认识林保怡的戏，很喜欢这个不帅的男人            
(4星)	 警匪片的经典，崇拜法医这个神奇的职业啊。            
(NA)	 林保怡陈慧珊 TVB里我最爱的N多演员之一了，到了后面第二还第三部小唐菜死掉那里开始觉得鬼扯，果然任何好看的电视剧一拍续集多少还是会有败笔            
(NA)	 让我想起某个朋友            
(4星)	 第一部喜欢的港剧            
(4星)	 真的超爱破案子的片            
(5星)	 当年很迷的电视剧  那时候小 还曾害怕过.......            
(5星)	 最爱。            
(5星)	 这部片子看了不知道多少遍，直接影响了我的职业选择。            
(4星)	 港版CSI            
(4星)	 喜欢林保怡            
(5星)	 我喜欢林大叔……还有我难以置信小棠菜真得死了，哎哟我那个伤心啊。            
(5星)	 力荐力荐力荐！！！！！！！！！！！！好喜欢陈慧珊，喜欢聂宝言～～～            
(5星)	 TVB经典            
(5星)	 最爱看的港剧之一 最喜欢里面的法医姐姐 也喜欢她的职业⊙﹏⊙b            
(5星)	 百看不厌            
(4星)	 读书那会儿，特别喜欢的一部港剧。            
(5星)	 如此精彩的破案剧！如今的TVB 以远远找不到当年            
(4星)	 讨厌陈慧珊            
(5星)	 我爱林保怡，灭哈哈哈            
(5星)	 小时候的记忆，主题曲很好听。            
(4星)	 当年为了剧里的同志法医董岸风一直追着看，其实剧情也还可以的，就是案件总发生在这群主角的周围很令人无语，难道是因为香港真的太小了么。身为80后的我算是看着港剧长大的，看港剧差不多就是一种习惯一种怀念过去的方式。            
(5星)	 好看~            
(5星)	 经典            
(NA)	 很喜欢香港的这种电视剧 喜欢陈慧珊 林保怡            
(4星)	 算是经典片了。看了N多次的。            
(5星)	 因为这部剧爱上了林保怡。这就够了。            
(4星)	 怀念那个时候的港剧啊，果断的聂宝义医生，是偶小时候一直想成为了女子哎，林保怡呢，他是那种靠魅力取胜的人            
(NA)	 深爱~            
(3星)	 林保怡，陳慧珊。看完之後，就喜歡上這兩個演員了。            
(4星)	 记得当初看完晚上不敢睡觉。。            
(4星)	 从这一部开始喜欢林保怡~            
(4星)	 经典的刑侦篇            
(5星)	 最近重看了，经典。主题曲特别经典。            
(3星)	 有段时间很迷港剧            
(5星)	 真希望宝颜和曾sir在一起后，就此剧终而不知后来...            
(4星)	 那时还没有看过CSI，觉得这个片子很灵的。不过现在就算看了CSI，也觉得他们还是很有香港特色，拍的不错，也算是部经典之作了。            
(5星)	 经典！！            
(4星)	 当时我只是好佩服宝言            
(5星)	 TVB很经典的一部剧，曾经因为它而爱上法医这个职业，好喜欢聂医生的理性，职业，果断，看着很舒服，也喜欢老大，顽皮，平常嘻嘻哈哈，对待感情却很认真。这部剧有我所喜欢的专业因素，大爱~~~~~~            
(5星)	 我爱的那些港剧            
(5星)	 梁汉文的片尾曲好听。            
(5星)	 聂宝言是无数小女生小时的偶像            
(4星)	 喜欢陈慧珊            
(5星)	 从此加强了对悬疑的兴趣            
(4星)	 喜欢两个主演            
(NA)	 在姐姐家一集一集一部一部反复的看 呵呵            
(5星)	 狂爱Bowie            
(5星)	 not bad..            
(5星)	 经常把同时期其他的TVB警匪片的情节弄混淆，但是还是很好看            
(5星)	 哦永远的林保怡+陈慧珊            
(4星)	 这个电影让我知道了法医这个职业。。。还有鉴证科~ 可惜考不上            
(5星)	 经典，前一阵又看了一遍            
(5星)	 很经典很经典            
(5星)	 不知道看过多少遍了            
(5星)	 好看            
(5星)	 比现在大陆拍的都好看。。            
(5星)	 那时我从港剧中学到了很多。。。如SM、GAY、人格分裂。。。。            
(5星)	 经典啊~林保怡绝对是质量保证~            
(4星)	 看这部戏总会勾起童年一齐与朋友讨论的回忆            
(4星)	 我的最爱——侦探剧            
(4星)	 法医法医~~喜欢法医~~            
(4星)	 想当年。是多么的恐惧哦。经常一看到大袋子就警觉。是不是死人哦?            
(5星)	 当年十分羡慕法医呢            
(4星)	 很经典的港剧刑侦片，融爱情，法医学，推理于一身，现在很难找到这么优良的港片了。当时的一个感觉是，做警察好恐怖，周围的亲戚朋友都会被搅进去，都要或大或小的出点事儿，进趟警局。            
(NA)	 两个人真配。不过更爱玉莹和孙白杨的搭配            
(4星)	 好像没看全，是公认的经典。            
(5星)	 經典啊            
(3星)	 具体内容已经记不清了. 港剧好像一直很难出个能触动人的经典剧            
(4星)	 港剧在那个时期还是很好看的            
(5星)	 喜欢，很喜欢~怀念那时候的TVB~            
(4星)	 还是挺悬疑的            
(5星)	 不错的港片            
(NA)	 这个应该是高中时候看的吧，那个时候看起来还挺害怕的，现在感觉就没那么强烈了。一部经典的港剧，不过现在香港的电视剧没以前那个效应了            
(3星)	 当年觉得还行，比较喜欢那个蔡小棠。            
(5星)	 以前的港剧确实很好看。            
