http://movie.douban.com/subject/6536294/	守护BOSS 보스를 지켜라
(5星)	为小哥哥打五星~~~ 剧情给四星~~~ 男一女一女二给三星~~~
(5星)	追的心情很好，看的心情也很好。。超级喜欢智宪的a bo ji！！！
(NA)	7集弃。情节太老套了。
(NA)	啦啦啦
(5星)	半途而废的一部剧
(4星)	相当给力，但我也只看了一半.非常轻松，喜欢男主女主，演技派也很帅很可爱，看不懂男二和女二，也不是很喜欢，额，可能我不懂欣赏，只是个人意见！
(1星)	个人观点，这片真的很无聊。一星给金在中的颜。我的确对泡菜剧一点好感都无。
(4星)	我以为女二大家闺秀原来这么喜感好可爱~女主老了点不过ok 为了在中湿透的衬衫和那个我看得很爽的老爸，完全亮闪闪啊。
(5星)	不要看女主角有多大年纪，故事和演技真的没话说。
(4星)	看不下去
(4星)	爱上了男二  看女主的脸不知道怎么的总觉得很别扭
(NA)	评价挺高，出了四集，于是随便点着看了看，女主没眼缘，男主脸型不是最近所爱，看剧就没了耐心，据说是搞笑剧，若过于夸张我又不喜欢，高分是否是因为在中？弃，改天再来试试。
(5星)	每个人都抽风的剧。。池城反转大惊艳
(5星)	其实这也部基情片
(1星)	半集果断弃，男一男二都杯具的要命。池城明明以前挺帅的……现在怎么走这路线了ORZ。还忘了女主，尼玛那个脸都垮成什么样了，请打个针做个拉皮吧= =
(4星)	看了我几个月 后面太无聊了
(4星)	2011 SBS
(5星)	好搞笑的说。哈哈~颜控可以看在中，池城的演技越来越棒了。
(4星)	Happy Ending给四星..
(3星)	刚开了开篇 池城的个性蛮好玩的~  女主稍显老~ 
(5星)	=3=
(5星)	女主是老，但是不影响我追剧，池城不是花美男没有大长腿，依旧不影响我追剧啊，这剧真的太治愈了，一家老少里里外外全是萌货。
(5星)	大爱在中，大爱池城，演技超棒的说！！
(3星)	金在中演电视太搓了，气质在哪里。。
(3星)	初期剧情搞笑又轻松,很多桥断差点笑喷掉,莫名的这种感觉就维持了5集,突然就不想追了.不知道是个人原因还是片子确实有问题.
(5星)	冲着在中哥去了，结果看上了男一。男一男二应该在一起嘛= =
(3星)	5.5集
(4星)	池城卖萌很成功- -！
(5星)	太搞笑了有没有！！里面的每个人都很萌啊&gt;_&lt; 话说金在中才知道他是东方神起里的 还真是神州大地布满仙猴 看看评论里的“在中呕吧演的不用看就给五星啦” 脑残棒子粉真是桑不起啊
(5星)	很好看的戏剧，演员演技很好，经典韩剧。
(5星)	轻松搞笑的人物塑造重于故事情节，到第四集为止，女主角自身的身份和职业危机基本化解，感情线清晰，就连传统作恶的女二号也走起了搞笑路线，这么滑稽的出场很难预见其后的破坏力。总之之后的情节似乎只有女主帮助男主克服自身弱势战胜男二，期待搞笑之外故事本身更丰富的发展。
(4星)	哈哈~池城太搞笑了！
(5星)	真的如传说中的那么好看也
(4星)	推荐一追.
(4星)	嘿~很少有能让我笑出声的韩剧了，略有些模仿时尚女魔头的痕迹，但是不影响。爸爸实在是太出彩了，看前几集完全是整部戏的重心。
(4星)	蛮好笑的~
(4星)	这年头，就怕大叔卖萌
(4星)	拍得不同于传统韩剧，很搞笑，无论是男1男2女1女2，都是好玩的孩子；无论老爸老妈奶奶阿姨，都是囧囧的人物。其实编剧上有硬伤，感情线比较老套，所以只能淡化剧情主线，花了很多心思在人物互动上，让大家都表现出喜剧的形象。尤其是车家大嫂和小叔子身上，无敌搞笑啊！同样的，这对演员演技的要求也会
(3星)	前一半还不错。后半部好无聊。真心觉得池城在逆生长!!!! 
(5星)	是部有趣的韩剧  我几乎从头笑到尾  太有爱了 。。。不错。。。
(5星)	纯粹来看我大哥~~~~~~~~~~~不过真的好搞笑
(5星)	不管这部剧变成啥样 都必须是五星 在中 我是你的盲目饭
(4星)	笑死我了
(5星)	男主女主都是实力派，很搞笑，看了心情大好，绝对是走情节一般细节完胜套路的，特别喜欢男主老爹社会服务戏份的穿插，有创意，这剧的男二号绝对非他莫属
(4星)	很白痴又纯粹的一堆可爱的人
(4星)	这剧实在是太欢乐了。池城一脸傲娇的样子，可爱死了。金在中也不再面瘫了，看起来演技好于朴有天。亮点在两兄弟的每次打架啊！！
(5星)	喜剧最对我胃口，在囧藕把还是那个帅藕把~
(3星)	 男主都好帅。。。。。。。。。可以媲美 成均馆绯闻了。 - - 
(5星)	虽然才播到第四集，但真的很搞笑，四个主演也都很可爱，适合在夏天看~
(4星)	这剧挺搞笑的~~
(5星)	韩剧，恩，果然男猪脚都是神一般的存在
(5星)	笑屎俺了啦！！！
(2星)	  嗯，男女演員都不是我的菜，所以果斷捨弃
(5星)	池城比李民浩帅得不是一点半点，剧设也有萌点，女主再丑也给五星。
(3星)	这要是在中国，女主肯定会成为大家诟病的对象，鼻子太太。。不自然了。
(5星)	金在中，干什么都那么努力，进步都那么大，你是我最拿得出手的骄傲
(3星)	弃了。
(4星)	我就看了4集……  实在无法忍受在中和某丑女同屏出现   我无奈放弃     为在中打分~~
(4星)	池城池城 新欢阿新欢~~~~~~~~~~~~~~~~~~~
(5星)	继黄泰京，金朱元，独孤真后又一位毛病巨多无比幼稚的男主……
(5星)	三个2的人聚在一起，必须五星啊。为在中的卖萌，而这卖萌也丝毫未夺去男一的光芒，池城是实力派。唯一一个正常的女主还是最不被人待见的，哈哈。好剧加上好的演员，此剧有火的理由。只是这种童话的情节，我再也不信了。
(4星)	池诚
(4星)	演完了，我每周四、周五的期待没有了，活着又少了一个乐趣....
(3星)	男一 没有词能形容  金在中是胖了吗  
(4星)	还是对77年女主接受无能TAT……但剧真的蛮有意思。
(3星)	女主的声音和颜都不是我的菜，看到后面听到看到女主都有一种折磨的赶脚。倒是女二还有那么点可爱的，犹记某集中的在中同学在KTV的一场戏整得像个小型演唱会...
(5星)	作为在中的第一部电视剧 真的觉得很不错~!
(1星)	我就是不想看!!! 我就是讨厌某货!!! 我就是讨厌某货的粉!!! 我就是想給一星!!!
(5星)	池成好爆笑~
(3星)	赶脚背着双肩包的男猪脚很可爱~~——后半部分很失望。。但不舍得给2星
(4星)	搞笑的家庭
(4星)	池城演技很厉害哎。
(5星)	女主好丑...可是看了两集，觉得剧情有点意思，在在很帅~
(4星)	还不错，结尾虽狗血，但还是很爆笑！
(5星)	心情不好时可以放松心情，那些反韩的人，既然不喜欢干嘛要看韩剧，干嘛要评论，为了显示你的rp吗？？？
(3星)	为女主角的衣服多打一星以资鼓励
(3星)	弃。
(3星)	看不进去。。。
(5星)	内容轻松搞笑，剧情紧凑
(5星)	前2集挺搞笑的，第一集比较像单纯搞笑，第二集剧情开始展开了，没想到池城居然可以演这样的角色，变身很成功，演的都挺好的，父母辈的恩怨情仇希望多着点笔墨讲清楚，编剧要保持水准啊
(5星)	笑死人的剧
(5星)	这剧又有趣，值得一看
(5星)	剧情很有趣哦~
(5星)	终于抽出时间把《守护boss》大结局给追了，剧终的那一瞬间好不舍，从八月底到现在，那个便便头精神，幼稚到无语的本部长，没自尊的跟屁虫，还有我最爱的咆哮老爹，曾经成为了我灰色生活中唯一向日葵。挣扎也要上路，窘迫还需天真，这群可爱的家伙们，在这夜晚，就这么一不小心，温暖到了我。
(4星)	剧情有点新鲜……男二女二也太可爱了~~~呵呵
(3星)	挺有趣的，观望中。那啥，崔江熙是整过的么，脸蛋看起来真奇怪。池城挺帅气的。还有啊，黑道老爸真有意思，哈哈。在中啊，您走路可以自在一点的，希望演技能够进步、自然点就好了。
(4星)	我的妈呀金在中…………这一脸腹黑相儿。。。。。不错不错~~~~
(5星)	虽然是因为在中才看的。但发现男一也很帅呀。剧情还听不错的。加油。
(3星)	搞笑~好多整形鬼~
(5星)	 在中笑的太迷人。
(2星)	没有意义的富二代求爱记。
(5星)	池城真是有点道明寺的FEEL，但是明显可爱很多啊~第二集在两个讨人厌的秘书中间来回跳跃的时候，是有多可爱啊！说实话，后面没前十集好看。
(4星)	男主表情相當豐富,女主看得出有點年紀.金在中有點呆,女二又不是很討厭的那種.總體來說很不錯.有點突破~//一路走來還蠻搞笑的.
(3星)	恩，四个主角都有爱……
(4星)	还挺搞笑 欢乐  温暖
(4星)	5集。剧情发展慢，1星给金花花
(3星)	越到后面感觉编剧是越没东西好写了
(5星)	为了金在中= =+
(3星)	终于坚持看完了，我看韩剧还是木有耐心啊。。女二的性格出奇的可爱=。=
(3星)	心理恐惧症的帅气富三代，武艺高强的贫民女，呀呀，怎么这么像《秘密花园》的剧情设定？中途放弃了。
(4星)	每个角色都很有爱。不费脑壳，也不纠结的剧~
(3星)	開頭很好笑,,,,之後很無聊....
(4星)	~~池城
(3星)	这是我看的第一部毫无冲突的韩剧好么！！
(5星)	四星半。前面喜欢池城 后面纠结了就比较喜欢金在中王智慧那条线了
(4星)	有点搞笑
(5星)	显然不是传统韩剧啊，到结尾有点不给力了，开头很Happy啊，男二不是一味的无表情太可爱了，女二难得的没有阴险狡诈，而是狡黠的可爱啊
(4星)	看看在中演的肿么样。。。
(4星)	男猪脚好喜哟！恩 很久没看韩剧了咩 这个还不错 哈哈哈笑死！
(3星)	在中对不起，我没看完~~
(NA)	金在中~这部电视剧就靠你了！！！！！！！！
(3星)	是为了在中才看的 &gt;___&lt;
(3星)	看到第17集,真想弃掉,可是到了第18集短,段落与段落之间的剪辑虽然霸道轻率含糊,可是圆满快乐的大结局还是会让人有点不舍.因为人人都向往拥有一簇幸福的人生.
(5星)	爱情、浪漫、喜剧，再加上从《甜甜圈》时就喜欢的崔江熙和演技超棒的池城，真是让我欲罢不能追了两个月的剧；崔江熙演绎的帅气、洒脱、有一丝丝痞气的女主卢恩雪；池城和在中演绎的幼稚搞笑兄弟俩；那个虚张声势表情帝的爸爸；明兰和罕见讨喜的女二娜润，所有人的一颦一笑，一哭一闹，我都爱！！！
(3星)	又结了一部~~
(4星)	最后一集最好看 哈哈~
(2星)	作为一个还挺喜欢的演员崔江姬在这里面到底糊了多厚的粉 怎么这么老丑不自然 是化妆技术的问题么 还是打针之类的了 男的都是富二代女的不是老处女就是傻瓜蛋 韩剧真tm垃圾 琼瑶阿姨都比棒子有创意 弃
(4星)	女2抢镜了。
(4星)	《守护BOSS》是近期难得的好剧本，没有让你想快进的剧情和对白，没有假脸男女主角，演技到位朴实。喜欢卢恩雪打架时的给力，努力活着的拼劲，喜欢坐在高处望着灯光闪烁的石屎森林，对这世界高呼：你们听着，我们可一点都不羡慕你们，每天活得别提多有意思了！你们听懂了么！
(2星)	无力吐槽 看了第一集完全没动力 整个剧情不吸引我 男主女主又很疯且我不爱 唯一期待的金花花也没了以前的活力~
(4星)	看开头几集的时候真的超爱，也觉得池城超可爱，但看到现在第八集觉得没开始好看了，有点疲乏了，一直这种形式感觉没有了当初的新鲜感，所以就改四星了。
(3星)	基本上是这样《国王的演讲》加上《神探阿蒙》加上各种狗血富二代和灰姑娘的故事。
(5星)	只为男二。
(3星)	有没有像我一样是看了running man 才过来看这个剧 女主完全是败笔 男主莫名其妙 只有金在中撑场面 。。观望中。。
(5星)	四个人的演技都没得弹啊！！！太对口味了，女二也喜欢到不行！！！
(5星)	池城演技太好了 大爱 女一好丑 女儿越看越可爱  五块钱系 梦里再跟你说~3~
(5星)	五星給KJJ。池城一直蠻喜歡，女主果然有點老了，公司女職員的顏全比她好啊。。。後面劇情期待ING
(3星)	啥都看完，怎么突然感觉没东西看了
(4星)	“有些人开始了崭新的人生，有些人过着和昨天一样的今天...”守护BOSS就这么完结了呢╮(╯▽╰)╭ 在中啊~~~
(5星)	唉自己团的必须好评啊亲。我护短啊亲。
(3星)	也还搞笑
(5星)	王智慧这个女人上辈子估计真的拯救地球了。不过还是觉得娜润挺可爱的~还有某人留下的种种。。。
(4星)	主角们都很可爱
(5星)	在中是天生的明星料，无论外貌，演技还是歌声，都让人心服口服，喜欢到心眼里。池城是好男人，从最后一支舞就对他好感有加。每个人物都太可爱，除了喜欢还是喜欢。
(NA)	= =
(5星)	矮油 我小哥哥萌死了~\(≧▽≦)/~
(NA)	再次确定韩剧只能看前8集
(NA)	盧恩雪,我們結婚後戀愛吧...........!!!
(4星)	有我心水的崔姐姐，今年夏天真是开心~~~金在中也不是第一次拍电视剧，他还和上野树里也合作过呢
(3星)	虎头蛇尾。。。
(3星)	前几集四星，后面就烂尾了
(5星)	终于完了~最后那一点小甜蜜真心好喜欢 五块钱拜拜拜 金在中继续加油昂~~PS：好喜欢润润昂~~
(3星)	二星给金在中明显提升的演技 一星给前几集尚算搞笑的剧情 上十集弃 创新高了
(3星)	一般般吧~不喜欢在中的话就不要看了~没什么看点
(4星)	哎哟我的妈呀 本部长太Q了 可是我等不到结尾就有点看不下去了
(5星)	宝贝你演技越来越棒了！！！
(5星)	我的豆瓣五星又增加了一部~~~从头到尾都没有让偶失望！池城xi 你之前的剧偶在恶补中，以后的剧嘛当然会关注滴咯 哈哈
(3星)	金在中韩剧的初登场~~两个车本性格都很可爱，主要是在中和王智慧最后的loveline发展的很美好~~冰激凌女是我喜欢的性格！车武元成熟里有着幼稚，聪明又能干，很登对的一pair~~~相比之下，池城和崔江熙就没那么出彩了~~
(5星)	友情是无论多晚 一个电话就会出现 爱情是再简单的道理 从你嘴里听到就是不一样 亲情是自己往死里打骂 别人就绝对不行
(4星)	有點虎頭蛇尾 不然就是五星作品了
(5星)	男猪脚相当喜感啊，懦弱男配强势女。池城oppa好可人啊（¯﹃¯）。。。在中和女配的线有点半路出家啊。。。
(5星)	就这样吧
(5星)	越看越好看，越看越觉得离不开它。
(3星)	不满在中是男二号。！！！
(5星)	我最爱的阿在，好的都给你！加油！終於結束了著一段旅程。幸福地默默地盡可能陪你經歷各種不同，希望你一切都好！我最愛的歌手金在中請快快迴歸吧！加油！JYJ,Fighting！
(3星)	没看完。。。
(5星)	从头笑到尾。
(4星)	大团圆结局 笑料也很足
(5星)	期待在中的新剧！虽然好久没关注他了，但是依旧喜欢。（*@ο@*） 哇～
(5星)	池城形象太突破哦，演技绝对五星！！女主虽然以前没看过她的作品，不过很有实力ing，演得很赞~~在中的角色也令人很期待，不算腹黑吧，很值得琢磨哦
(4星)	前面很搞笑，后面女主让人摸不着头脑，韩剧一味的拖沓！男二女二一对和他们的妈妈倒是后面几集的看点~
(4星)	怎么说，女猪脚还是太老了，小在中戏份太少，所以有点提不起精神啊，为嘛你们总是扮老相演30+啊
(5星)	信頼と絆は永遠
(4星)	感觉很搞笑……
(NA)	池城很可爱~~ 女主超级老 虽然跟男主同龄。。。    很喜欢在中，有爱啊！
(2星)	女主，你太！！！！
(4星)	好吧= =这剧属于越看越好看的= =完全的腐剧啊！！腐剧！！女人是炮灰啊喂！！
(5星)	就凭着大哥演技进步那么多就要给五星。
(4星)	无线和有线= =
(4星)	本来是为了看小哥哥...其实一旦接受了这种设定...还是弃了= =
(5星)	追了半年啊啊啊啊啊啊(┳＿┳)...
