http://movie.douban.com/subject/2157146/	孝庄秘史
(3星)	 台湾人诡异的视角，费劲巴力的给一个老妖婆涂脂抹粉。白瞎多尔衮这么一睿智的可人，唉。            
(4星)	 霸气啊 多尔衮 哦嗬嗬嗬嗬            
(3星)	 瘸子里面挑将军的水平吧～            
(5星)	 宁静            
(5星)	 多尔衮死的时候，哥都流泪了            
(3星)	 喜欢宁静            
(4星)	 马景涛亮了，竟然有点演技。            
(5星)	 有可能是第一个拍的缘故，是秘史中经典的一部；看过这个后，超级喜欢里面的赵鸿飞，就又去看了皇太子和太祖，只是除了赵鸿飞的四阿哥让我达到花痴的顶峰，其他一般            
(4星)	 造化弄人            
(4星)	 就是喜欢马景涛版的多尔衮            
(5星)	 为玉儿心疼，整个江山都换不来她的一抹笑容。这辈子，她是谁，最爱谁，为了谁。是时光辜负了她还是她辜负了这世间的情爱？因为这部剧，我彻底沦陷了！            
(5星)	 各种纠结的清宫爱情悲剧让人很想再看一遍啊！！！            
(3星)	 哎呀呀，但是可是很哈 孝庄的            
(4星)	 各种唏嘘            
(4星)	 老妈最喜欢看的！宁静演得真心赞！@Home            
(4星)	 如今回味真为多尔衮和玉儿的感情唏嘘  宁静很美 马教主很给力  只是4星因为戏说成分有点多            
(4星)	 2010.11.05  天涯上的回顾贴，让我想起悲催的往事~~多尔衮啊多尔衮，一生何苦，一生何求呢~~            
(5星)	 从来都不容易。            
(4星)	 教主这部果然有改观！            
(3星)	 马景涛的演技是一绝，经典之作了            
(5星)	 小的时候 和爸爸妈妈一起看的 可喜欢了 每天都泪流满面的 多尔衮死后就不怎么喜欢了  真的好喜欢多尔衮啊             
(5星)	 多尔衮  我从十几岁就在科尔沁草原爱上你了  我从十几岁就想嫁给你了            
(3星)	 除了过度美化清朝的所作所为外，其实作为一部爱情戏，孝庄秘史是所有秘史系列里最好的            
(3星)	 爱得深沉啊，好像没看全            
(4星)	 依旧看不惯咆哮哥...            
(NA)	 这个秘史还是很好看的。            
(4星)	 景涛演的不错的一个。            
(5星)	 多尔衮，其实我并不反感这位“咆哮帝”的表演，至少在这部戏里他还是显得很内敛的            
(5星)	 虽然是戏说，但是让我爱上了多尔衮            
(5星)	 唯一喜欢之马大叔痴情好角。。玉儿，你居然咒我。。听到这句伤心地发现时间沧桑 一切已经改变 重要的已不是你我            
(4星)	 最喜欢里面的苏茉尔，那时的胡静很漂亮，当然，宁静的表演很不赖            
(4星)	 爱而不得，倾尽一生。两个相爱的人，偏偏不得不彼此算计。            
(3星)	 跪拜马叫主。。            
(NA)	 里边水灵的人现在都残了             
(4星)	 清宫剧，不可细究。            
(4星)	 严格来说，我看这部电视剧才重新对马景涛有了好感，对他以前那些怒吼的演戏套路实在是不敢恭维。这部戏里宁静很美。            
(4星)	 小马哥焕发第二春！胡静相当抢戏！            
(4星)	 不管哪个版本我最爱的全部都是多尔衮~哪怕是马景涛演得也不会例外==            
(4星)	 喜欢那个福临和董鄂妃            
(4星)	 被第一集的气氛感染了            
(4星)	 精彩的野史            
(NA)	 她不能哭，那只能笑了。大玉儿和多尔衮，好美的故事。            
(5星)	 经典堪称经典            
(5星)	 多尔衮死前的部分百看不厌，多尔衮死后的部分无视。片头《你》和片尾《美人吟》都是电脑中的永久保留曲目。            
(5星)	 不想说什么每次填同学毕业录，最爱电视剧，无疑问就是它。看多少遍，就爱多少遍，就哭多少遍，就会痛多少遍。从未被超越。            
(4星)	 传奇女性的传奇故事            
(4星)	 貌似感觉比历史上的多尔衮好呢……            
(4星)	 和老妈一集不落的看完了。            
(3星)	 即使只是她的玩物，他也甘愿。他是盖世的英雄，只是永远都只为她臣服卑微。他要去送死，她来挽留他，那最后的拥抱那么沉重又绝望，她搂着他的脖子，不忍撒手。            
(5星)	 除了宁静,还喜欢里面的苏茉尔            
(5星)	 回忆啊            
(5星)	 爱了一辈子，却不能拥有。喜欢宁静跟马哥，演得太好了！            
(5星)	 我居然看完了.............. 当初            
(4星)	 最喜欢宁静的一部戏            
(5星)	 那么好看 好看！ 还萌过 小皇帝 多尔衮 多铎 ~~~            
(5星)	 至此以后，对孝庄有种特别的敬意，以致再不看污她的穿清文            
(5星)	 秘史系列最好的            
(5星)	 大玉儿的故事没能打动我，因为那是女强人的故事，太遥远。董鄂妃和顺治的故事却让我泪流不止，性情相投终是爱情的真谛啊            
(5星)	 你 头也不回的你 落在我的马背上  经典哇 看的《穿越与反穿越》 也引用了喂~            
(5星)	 最喜欢宁静和马景涛的爱情，还有胡静。            
(5星)	 咆哮马啊哈哈哈            
(4星)	 倒是喜欢皇太极夫妇            
(4星)	 两个主演我并不是太喜欢，只是演的真好。历史言情容易趋于滥情，这部戏的导演和编剧都有相当的功底，连音乐都让人感动。演员真是要靠积累的，胡静的苏茉尔相当出彩，她两次安慰多尔衮的戏都让我难忘。每个角色都有自己的故事和个性，多铎、小玉儿、宛如、福临、代善、孝端、皇太极、海兰珠，都生动鲜明            
(4星)	 可是我喜欢的是皇太极            
(5星)	 真好看            
(4星)	 非常喜欢马景涛，非常不喜欢里面宁静的角色。            
(4星)	 苏抹儿            
(4星)	 记得当年看的时候很萌宁静的            
(4星)	 咆哮马在里面不错~            
(4星)	 多尔衮也有多尔衮的无奈和可怜            
(3星)	 演大玉儿的丑又老            
(3星)	 那会特喜欢宁静            
(5星)	 秘史系列的经典啊～            
(5星)	 宫斗阿             
(5星)	 挺好            
(4星)	 宁静演的不错。            
(4星)	 初中看得这部剧，喜欢的很。感慨多尔衮的痴情，人生的众多无奈。            
(5星)	 很多年前被感动得哭得死去活来，现在依然感动着            
(3星)	 野史别有韵味            
(5星)	 我当年超爱看啊！！！！            
(4星)	 从此我对沈阳故宫轻车熟路~            
(NA)	 有点惊讶当初喜欢它的程度，为它写评论掐架，甚至为此两个月沉迷清史呢 可是还是很难读的下第一手史书，于是放弃了有的时候，喜欢马景涛真是一件需要勇气的事            
(NA)	 4.5            
(5星)	 主要是佩服孝庄的忍耐力。            
(5星)	 秘史第一弹 很是经典            
(NA)	 孝莊“鼻屎”=____、=            
(5星)	 对我的胃口。            
(4星)	 野史，总是好看的            
(5星)	 一个女人 需要撑起一个王朝 所以即便是心爱之人 也成了历史罪人            
(4星)	 多尔衮，多尔衮。。。            
(4星)	 還是喜歡睿親王....= =            
(4星)	 我最喜欢舒畅演的宛如 还有哈 宁静演的还是不错滴~            
(5星)	 喜欢这部片子，人世的心酸与苍凉裸露无疑。可我真的不喜欢福临            
(5星)	 宁静演的太好~那时候我哭得可凶了。            
(5星)	 那时觉得马爷还是挺帅的。宁静版的孝庄+斯琴高娃版的孝庄=把孝庄演绎到了前无古人后也难有来者的境界。            
(4星)	 这种我很则劲的= =            
(5星)	 马景涛多年的琼男郎经验让他很吃香~            
(5星)	 作为我美好的青春记忆，不管事实上是怎样，我就是很爱这部片子。我爱大玉儿，也爱多尔衮。他死掉的时候我看见大玉儿毫无所觉的掉下眼泪真是自己也要哭死了。            
(4星)	 很喜欢宁静。可漂亮了。            
(4星)	 宁静真是水灵阿,,那当年            
(4星)	 看完明朝那些事，重新爱上了历史            
(5星)	 oh~马景涛~~!            
(5星)	 咆哮马很咆哮，可是我竟然不讨厌这里面的他。            
(5星)	 好養眼的一群人們的集合~            
(4星)	 当时真的觉得多尔衮好帅，和大玉儿好配            
(NA)	 刘德凯演的那个角色是个渣            
(4星)	 小时候就对这种皇太后感兴趣。。            
(5星)	 宁静的演技太好了...            
(5星)	 很好看的历史剧            
(4星)	 这班子演员演技很好~！宁静和舒畅还都很水嫩呢            
(5星)	 这是我很小是看的一部剧集 深刻感受到宫中那种勾心斗角的画面特别喜欢里面的主题曲            
(4星)	 虽说它很离谱。。。但是实在是很喜欢看啊。。。那个时候宁静最漂亮。。。。            
(5星)	 很感动，但非常讨厌这种强烈的爱恨ps:邬倩倩啊            
(5星)	 这个世界走过的人太多，懂得的人太少。            
(4星)	 秘史系列中最不扯的一部，咆哮马琼瑶式的多情又演出一个多情的多尔衮。            
(3星)	 咆哮教主版多尔衮。。。气势汹汹            
(5星)	 “你从天而降的你，落在我的马背上，如玉的模样，清水般的目光，一丝浅笑让我心发烫。”马景涛和宁静演活了我心中的多尔衮和大玉儿，今生无缘，愿你们来生如愿            
(4星)	 儿时的记忆只要没有咆哮马还是不错的            
(5星)	 有爱            
(NA)	 经典！！！            
(4星)	 一个女子的大气磅礴，带动一个王朝的生机。站的那么高吹到的风也必然更冷，唯有努力和积极才能把时局扭转乾坤。记得艾弗森说：我不能放弃，一旦放弃就什么都没有了。向着生命美好的方向看吧            
(5星)	 最愛的大陸劇之一。片尾曲和片頭曲很不錯。            
(5星)	 宛如宛如~            
(5星)	 最爱宁静了            
(4星)	 个人感觉宁静比胡静好看            
(5星)	 宁静宁静            
(5星)	 挺喜欢的            
(4星)	 宁静真的很有范儿，能将大玉儿演得比较出色~我没想到咆哮教主也能演得这么好，说实话他在这部戏里表现不错，将多尔衮的痛苦和纠结表现得挺好的~胡静当年的苏茉尔好漂亮，当时她还没抽脂呢~刘德凯的皇太极非常有气质，心水~            
(5星)	 大玉儿那样的女人 不愧为一代国母 为了国家兴衰也放弃了很多失去了很多 此事古难全啊            
(4星)	 虽然不太喜欢小马哥，但是这部片子是真的拍的很不错，或许换一个人来演十四爷，怕也难找，暂且还是小马哥比较好。宁静 的演出及比较出彩了，虽然年轻时不算年轻，老了时不算老，但是总体还是很有那种隐忍的“强人”感觉的。邬倩倩演的哲哲就真的很有感觉了，是我觉得看着感觉最像“哲哲”的了            
(5星)	 孝庄与多尔衮、福临与宛如……这是尤小刚最成功的一部秘史……再看杨贵妃，岂一雷字了得            
(5星)	 宁静越到最后演的越好，马景涛不再咆哮，胡静还是胖乎乎的样子更漂亮，舒畅看起来也很舒服，特别不错的一部片子            
(4星)	 还可以，很渲染感情的说，情感大戏看着觉得多尔衮好可怜~尤其到后期，就是被女人玩弄于股掌之间~ 再听纪连海讲的《正说多尔衮》，觉得和正史出入非常大啊！说庄妃是12岁就嫁给了皇太极，完全是做皇帝前，和多尔衮萌生爱意是后来的事儿，说多尔衮没能继统是因为代善倒戈了，唉，说不清            
(4星)	 我国电视剧的水平呈单调递减。            
(4星)	 不错的一部电视剧            
(5星)	 天意弄人。            
(4星)	 好看            
(NA)	 那时候很喜欢宁静            
(4星)	 喜欢清史            
(4星)	 邬倩倩真漂亮 宁静真漂亮 胡静真漂亮            
(5星)	 画面粗糙却美。            
(4星)	 演得其实不错，咆哮马在里面还不遭人嫌。            
(5星)	 都是深情却爱而不能 小玉儿对多尔衮的疯狂和绝望 多尔衮对大玉儿的痴情 皇上和宛如 还有那么单纯的博果儿 宁静 马锦涛 演的很真挚 不像别的古装片 做作而矫情 少女的大玉儿 宁静演的真美 多尔衮让人心疼啊 可是历史上的他最后的下场让人扼腕痛惜 还是挺喜欢野史的            
(5星)	 孝庄是我的偶像，是我见过的最伟大的女人。            
(5星)	 一个伟大的女人~可爱可怜            
(5星)	 心疼多尔衮            
(5星)	 喜欢宁静。。。喜欢孝庄。。。            
(3星)	 当时竟然很喜欢宁静和咆哮马！！            
(NA)	 马教主的戏            
(5星)	 总是觉得以前的人们总是很认真的在做电视剧，无论是台词，演员场景还是其他，总是透着一种严谨，让人受益匪浅。不喜欢现代导演的浮华，电视剧有了太多的商业利益，烂到极致的演技，漏洞百出的特效，让人哭笑不得的台词，仅有的经典呗翻拍的一文不值。            
(5星)	 “你在那万人中央，感受那万丈光芒，只能到漆黑夜晚，梦一回那曾经心爱的姑娘”            
(5星)	 唯一稀罕的咆哮马- -            
(4星)	 宁静是一个奇特的人。十六岁的小姑娘和六十岁的老太婆都可以驾驭。            
(5星)	 我真系好鬼死中意宁静既姐。            
(NA)	 这部剧也很认真在看，试图从中了解一些历史~~~有机会要重看了~~~            
(4星)	 曾经有过那样的爱情就已足够，却真的不必为了爱去死。            
(3星)	 少有的書和電視說我都看過。            
(5星)	 爱死了苏茉儿            
(3星)	 尤小刚的片子就这部还能看            
(4星)	 不得不说是很不错的一部剧，那时候的舒畅真是。。。。。。蒹葭苍苍，白露为霜。所谓伊人，在水一方。            
(5星)	 喜欢            
(NA)	 因为我喜欢宁静            
(5星)	 好久好久的回忆~            
(4星)	 看多了秘史，倒像历史了            
(3星)	 马景涛是个恐怖的人啊！~            
(4星)	 多尔衮死后就不爱看了，我还是爱咆哮帝的 T T            
(4星)	 多尔衮.            
(5星)	 看过很多遍，每次都有不同的收获。            
(5星)	 大概是中学时候看的，当时就被多尔衮死掉的部分虐到了……因为这剧一直很DJ宁静和马景涛            
(5星)	 爱的这样辛酸，这样无奈，造化弄人            
(4星)	 很好看的剧~~            
(4星)	 寧靜   ❤            
(3星)	 一步步化解为难是里面的亮点            
(4星)	 还不错~~我喜欢的清宫剧中的一部            
(5星)	 为数不多的喜欢的啊             
(4星)	 又是一悲剧。。。            
(3星)	 想起三牌~~普及8旗常识~~            
(4星)	 宁静            
(4星)	 秘史潮的起点，主题曲非常好听            
(4星)	 曾经爱过又怎样？有人坚持，有人改变，早已物是人非            
(4星)	 喜欢宛如啊。。。            
(3星)	 很久以前看的，戏说，但是还是蛮好看的            
(4星)	 喜欢            
(5星)	 值得用来学习的一部电视剧，在做人和处理事情（特别是人际关系）的技巧方面，都给了很多启发。            
(3星)	 再见“叫”主            
(NA)	 为看明星            
(4星)	 多尔衮死的时候哭死我了            
(3星)	 还行吧            
(4星)	 马景涛最好的作品了，因为他终于没有大鼻孔的咆哮了。            
(4星)	 的确有感动到我            
(4星)	 不怎么严谨的历史剧 很喜欢多尔衮            
(5星)	 好好看，高中那会费了不少时间。。。            
(5星)	 苦命，因为什么都不愿放弃。            
(NA)	 情何以堪            
(4星)	 有人和我说他很像多尔衮，因为很悲情            
(4星)	 说出来都脸红，居然大半夜的看这个看到4点！！！            
(5星)	 在我的心里很难再有一部电视剧超过它了。。。            
(3星)	 马景涛很适合演多尔衮。            
(5星)	 炽烈            
(4星)	 初中時好喜歡寧靜的            
(4星)	 当宁静的大眼睛遇到疯狂的咆哮马            
(4星)	 好喜欢宁静            
(3星)	 邬倩倩和刘德凯真是黄金组合            
(3星)	 单纯觉得宁静大妈很恶            
(4星)	 曾经很喜欢            
(5星)	 美女很多，当年很是纠结这部剧，太美好的愛情，聽到主題曲都會流淚，宁静太美了~            
(5星)	 宁静美呆了            
(4星)	 小时候可以对电视剧痴迷不已，现在早就没有了当时的耐心，也没有时间，经典。            
(4星)	 配乐也好，内容也喜欢。大爱。            
(5星)	 演员选得好 演技棒感情至真至深。福林和宛如也许是多尔衮和玉儿的另一种活法。            
(4星)	 马景涛在这电视剧里变了            
(5星)	 至今仍然觉得很好看，情感细腻，太后很漂亮，而且有景涛            
(4星)	 唔，我现在仍旧觉得挺好看            
(4星)	 我多爱宁静            
(4星)	 美            
(4星)	 历史剧中的言情剧，言情剧中的历史剧            
(4星)	 太野史了。            
(5星)	 宁静果然实力派~            
(5星)	 看过好多遍            
(4星)	 不错！            
(4星)	 后来我就再不用也不会看清穿了...够了=。=            
(5星)	 大玉儿            
(4星)	 和康熙王朝相比 温情了许多 但是好看是必须的 片尾的美人吟很好听呢            
(4星)	 她，是多尔衮的青梅竹马，是皇太极的西宫妃，是顺治的生生母亲，是康熙的皇阿奶，她，一个来自科尔沁的女子，经历了三朝更迭，皇太极说她是他的后宫女诸葛。她，端庄，温婉，识大体，顾大局，后人尊称为孝庄皇后。宁静的表演很得我心，以前并不怎么喜欢她，看了这么久的孝庄秘史，好像她就是孝庄了。            
(5星)	 每每想起这部电视心中就怨念丛生 ，但从来就没勇气重看，每次都是反复看那几个MV来抒发。            
(4星)	 严重偏离历史，但是当电视剧看就行了            
(NA)	 看的时候哭的很惨~~马景涛的青筋还历历在目            
(4星)	 每次电视台播 都会看~            
(NA)	 好多好女人。            
(3星)	 觉得主题曲很深刻，前部分比较好看，到顺治的部分就不是很好看~~            
(3星)	 宁静，很美。            
(3星)	 我就爱看这部片里的宁静阿姨。            
(5星)	 我最喜欢看秘史！！            
(4星)	 当初挺喜欢            
(5星)	 一生叹息            
(4星)	 片尾曲很好听            
(5星)	 片头片尾曲很哈听            
(NA)	 宁静演得真好~特别好看的剧，难得有马景涛的剧让我看得津津有味的            
(5星)	None
(4星)	 如果把演员换了会更好。            
(4星)	 当年迷恋了不知道多久的电视剧            
(5星)	 顺治演的也很好！            
(5星)	 演技都很好，很喜欢舒畅在里面演的董鄂氏，胡静真是个古典美女            
(5星)	 最喜欢的清宫剧            
(3星)	 主题曲比电视剧好            
(4星)	 秘史系列最好的一部            
(5星)	 历史题材的启蒙剧。宁静的表演合理，到位，丝丝入扣。            
(4星)	 多尔衮！！！！！！！！！1            
(5星)	 我妈超爱看            
(4星)	 大玉儿~~~~~            
(NA)	 喜欢看            
(4星)	 蛮敬佩孝庄太皇太后的            
(5星)	 太好看了 有很多为人处世的道理            
(3星)	 为什么曾经我还看过这片            
(NA)	 一代皇后大玉儿！            
(4星)	 华丽的清宫服   华丽的太后            
(4星)	 那个时候很喜欢宁静，聪慧的女人。            
(NA)	 和妈妈看的电视剧            
(5星)	 教主终于不咆哮了！            
(4星)	 前两天重看了一遍···            
(NA)	 她不是皇太极的女人 不是多尔衮的女人 她是属于大清的女人            
(4星)	 孝庄和多尔衮你们就在一起吧            
(5星)	 最喜欢这里面的董鄂妃了，舒畅的宛如很古典~~孝庄和多尔衮爱的很纠结~~            
(4星)	 很不错            
(5星)	 如玉的模样 清水般的目光             
(5星)	 看过最棒的电视剧之一。            
(NA)	 我一直是很喜欢历史剧的。剧中还有我喜欢的年轻女演员舒畅。            
(5星)	 最帅的多尔衮            
(5星)	 演员 剧本 服装 音乐 都是一流！极其棒！            
(5星)	 估计也是戏说了，信不得            
(4星)	 很多人喜欢看，不过题材的确不是我喜欢的            
(4星)	 舒畅演的真好  最后几集哭的很厉害            
(4星)	 小时候看的时候很是滋味，买碟回来后倒觉得是做作了            
(5星)	 没办法，我就是爱着片子~            
(NA)	 可是，当他真的犹豫了，我的心，竟然，这么痛。是吧，即使人还是当年那个人，心境早已不是当年的心境了            
(5星)	 不错的电视剧            
(3星)	 我总是被这部剧误导啊            
(5星)	 孝庄是值得人们尊敬的女人。            
(4星)	 还不错的片子，不过是否杜撰就不清楚了，建议仅作为影视节目欣赏            
(4星)	 还是清纯的胡静....喜欢舒畅，那个顺治就.....            
(4星)	 看进去的为数不多的清宫戏之一。原来宁静是湖南人，惊讶了一下。在咆哮马没有现在这么红之前，我还是有点喜欢他的多尔衮的。PS多铎和多尔衮是禁断么？            
(3星)	 不太符合史实小时觉得好看先觉得菜得很            
(5星)	 哇塞，不是一般的喜欢啊，居然就为这剧我宁愿喜欢多尔衮            
(3星)	 在秘史系列里算好的了            
(4星)	 喜欢刘德凯饰演的皇太极，至于多尔衮含情脉脉的眼神证明马景涛始终没摆脱琼瑶剧的影子。            
(4星)	 好看!还哭来着。。。            
(3星)	 重温了马锦涛的“咆哮派”，宁静演技挺好滴~~~            
(5星)	 宁静真的很厉害~            
(2星)	 大玉儿。。好傻，我就是陪我妈看了那么多电视剧            
(5星)	 真想重新看一遍，有味            
(4星)	 福临在雨中喊着宛如的时候，泪奔了。。。            
(5星)	 第一次发现马景涛也能爷们儿            
(5星)	 董鄂妃            
(4星)	 秘史系列里最好的一部。宁静演的很不错，马景涛一如既往地咆哮啊咆哮，囧            
(4星)	 宁静演得相当好。            
(NA)	 超喜欢            
(4星)	 女人，也能活得那样厉害。。。人很多时候都身不由己            
(NA)	 很好看            
(5星)	 乱喜欢。。            
(5星)	 由此开始迷清史剧            
(NA)	 孝庄那段历史是偶最喜欢的，孝庄是偶最喜欢的，真的不需要理由啊            
(3星)	 又见马景涛 脖子青筋暴            
(4星)	 当年秘史系列第一作还是……很好的囧RZ            
(3星)	 幸福跟地位金钱无直接关联            
(4星)	 第一次知道多尔衮，然后找了很多关于他的书看……然后，失望……            
(4星)	 难得，喜欢有马景涛的片子，每每听到那主题曲，总有想哭的冲动~            
(5星)	 喜欢大玉儿            
(4星)	 超级喜欢，真是不错的剧。不过后来的这个史那个史，一直在下滑            
(4星)	 最喜欢孝庄和多尔衮的故事　但是没有一代皇后大玉儿好看            
(3星)	 咆哮教教主啊！            
(5星)	 未必是正史，但就是好看……            
(3星)	 尤小刚的垃圾            
(NA)	 这个很金典  喜欢苏茉儿            
(4星)	 戏说系列的一部分            
(4星)	 自古帝王皆情痴，不爱江山为美人。            
(5星)	 虽说是一部秘史，却有着强大的感染力，皇权和爱情，点点滴滴，细腻却不拖沓~~~上佳的编剧加上演员们精湛的表演，不错~~~            
(NA)	 好片子            
(4星)	 宁静那股野性的美~            
(5星)	 最爱宛如            
(3星)	 从秘史系列看历史            
(5星)	 大玉儿并不是不爱多尔衮的，可是她有福临，她还有大清江山。辅佐3代君王的睿智女人。            
(4星)	 挺经典的一部剧~喜欢舒畅的董鄂妃！            
(4星)	 也许有人不喜欢演员，也许有人说这不符合历史，但这是电视剧，不是史书，我喜欢这个故事，也喜欢这些演员。。更喜欢这歌            
(5星)	 初中时光里令人感动的电视剧，存活在多尔衮，皇太极，顺治，康熙生命中的女人..聪慧而伟大的孝庄啊            
(NA)	 你~站在 那万人中间 感受着那 万丈荣光~~~~~~~            
(4星)	 我喜欢的电视剧，喜欢孝庄的智慧。            
(3星)	 扯吧            
(3星)	 喜欢宁静才看的!            
(4星)	 很喜欢那个主题曲啊~~记得一句：你在那万人中央，感受这万丈荣光...            
(NA)	 宁静演技不俗~            
(4星)	 好看            
(4星)	 秘史系列里最好看的一部了            
(4星)	 宁静的表演绝对可以打五星的，减掉一星是想起了喜欢捶脑袋的马教主            
(4星)	 比较能看的片子，老马终于不喊了            
(4星)	 痴迷呀....马景涛，花痴花痴            
(5星)	 没有办法，真的没有办法，所谓不得已。            
(4星)	 今生已过也，结取来生缘...            
(4星)	 喜欢后半段            
(NA)	 从小就喜欢潘迎紫演的大玉儿~这个也很不错~            
(5星)	 我就喜欢这样的电视剧 虽然不正 但也不野            
(5星)	 先不管这里面演的内容的真假，故事还是蛮精彩的。            
(4星)	 皇太极、大玉儿、多尔衮，是有同样见识和胸怀的三个人，难免牵绊。后来她的儿子太让人失望了，看着心烦，结果后面讲他儿子的几集都没看。            
(4星)	 喜欢这里的宁静            
(5星)	 讲述的是一个传奇女人的故事。电视里面放的时候，我就已经看了好几遍了。每一次看到电视剧里面放，不管哪一个频道，我都会认认真真的再看一遍。买了碟之后也看了两遍，现在正在看第三遍。情节故事我都可以背出来了，但是每次看都会哭，从来没有厌烦过，宁静演得太棒了，孝庄的人生不同的阶段不同的性格、心里，都演得很成功，在秘史三部曲中，我就喜欢看这部！            
(3星)	 一堆秘史中还行的            
(NA)	 其实我喜欢里面的胡静啊。。特别是年轻时候的装扮。。眉尖还有粒闪闪的。。            
(NA)	 小马哥还是很能吼。            
(4星)	 喜欢美人吟            
(4星)	 秘史系列之最爱，也是因为孝庄这一生太繁复~            
(4星)	 本来并不是很喜欢这部电视剧的，结果陪老妈认认真真的看了一遍，这个女子内心实在是太强大了            
(NA)	  马景涛             
(NA)	 清代故事多            
(4星)	 太秘密了            
(3星)	 我是大概在高二在班内听收音机听的            
(NA)	 很爱。            
(5星)	 除了刻薄恶毒的海兰珠让人厌恶外，其他地方真是没地挑，真得很好看            
(4星)	 还挺好看的除了马狮吼            
(5星)	 经典电视剧。            
(NA)	 喜欢宁静在里面所演的            
(3星)	 喜欢大玉儿            
(4星)	 大玉儿，被宁静诠释得很好。            
(4星)	 人人都是大英雄，但是男人往往英雄难过美人关，女人却可以为了大爱放弃小爱~~            
(NA)	 育知/育人!            
(NA)	 真的喜欢马景涛            
(5星)	 全家人都喜欢            
(5星)	 支持            
(4星)	 好看！            
(NA)	 一般            
(5星)	 貌似戏说的历史正剧            
(5星)	 每次看都很震动            
(5星)	 很不错的            
(4星)	 喜欢宁静，她那份淡定和自信            
(5星)	 很经典的一本电视剧,看过N遍,尤其喜欢宁静的演绎~            
(4星)	 让我对马锦涛再认识的一部片子！            
(NA)	 了不起的女人            
