http://movie.douban.com/subject/2224813/	十八岁的天空
(4星)	 记得初中时大热，偶们英语老师还说我长得像里面的汪晨            
(3星)	 现在想想其实听幼稚的= =            
(1星)	 看到《幸福最晴天》，发现有个人真像石延枫，果然是。最喜欢王颂仁~            
(3星)	 只熟悉这个18岁的感觉            
(4星)	 李智楠我的童年梦中情人            
(4星)	 还好.....我们老师就没这样的...            
(5星)	 专门买碟回来看的~当时超喜欢石延枫啊~            
(5星)	 纯真的年代啊            
(NA)	 幼时回忆！            
(5星)	 难得有部片子贴近高三            
(3星)	 我以前看的电视剧真多- -            
(4星)	 比较符合内地状况的校园剧，也是那个时候的一部分记忆吧。            
(5星)	 有高中生没看过的嘛？            
(5星)	 回忆啊            
(5星)	 小学的回忆~            
(NA)	 上小学的时候问过人家你看过 十八岁的天堂没？？            
(NA)	 初中的时候不要太火爆，看了N遍了            
(4星)	 大陆校园剧，不容易            
(3星)	 那些哪像18岁的啊？？            
(3星)	 还不错。当时就很想吐槽那个“蓝菲琳”……&amp;…………%……%￥            
(4星)	 当年真的很迷，觉得老师很帅。还很喜欢那个金莎……现在再看剧情，还有演技，怎么觉得那么幼稚。也对，当年谁没有幼稚过？            
(4星)	 第一次看这部电视剧，是中预。当时就好希望自己快点上高中。将近十年过后，现在以大学生的眼光回味，只能嘲笑现实。《十八岁》是理想主义，是鼓励我们，是让我们怀旧。仅此而已。            
(3星)	 有点意思的            
(4星)	 这个要赞            
(3星)	 大陆制作的校园偶像剧总就是不像那么回事            
(3星)	 没看全            
(4星)	 那个时候看的还挺起劲的。            
(NA)	 其实高三不是这样的。。。            
(3星)	 = =#            
(3星)	 总觉得差点什么            
(5星)	 哈哈~            
(4星)	 很喜欢！            
(4星)	 记得自己是高三过后通宵看的...            
(3星)	 =_=童年回忆啊我擦，小时候觉得石智南好帅啊！对了斯琴高丽也有演这个啊= =            
(3星)	 初中看的吧……嗯……            
(3星)	 可以说是那个年纪的回忆啊回忆啊~~            
(3星)	 初中毕业的那个暑假看的，让我对高中充满了各种美好愿景，进了高中之后，才发现，这都是骗人的……            
(4星)	 看到豆瓣的评论，很对，完全不是在讲中国。。。            
(1星)	 无聊。演技非常差。            
(2星)	 小学时的水准            
(4星)	 其实还是蛮好看的！            
(3星)	 也算是童年回忆了            
(3星)	 大陆剧那种感觉难以言喻，有些人演技太差了            
(4星)	 童年回忆，经典            
(1星)	 傻逼            
(NA)	 总觉的佩佩老师好眼熟。。            
(3星)	 十八岁 每一种精彩            
(3星)	 初中时就爱看高中的段子            
(4星)	 味千拉面什么的            
(4星)	 好看，但有些假。高三有这样过的吗？            
(3星)	 金沙在里面            
(4星)	 当时觉得李智楠和金沙很配            
(4星)	 高考完看的，好喜欢李智楠的，痞痞的样子            
(3星)	 哦姐也纯洁过!!!            
(4星)	 很老的片子了，不过看来很回味            
(2星)	 哦小学时代的偶像剧啊~完全不顾中国教育体制、中国学生的实际状况，强行嫁接，严重脱离客观实际，实在有够悲剧，高三学生不会被活活气死。 .            
(4星)	 小盆友是来打酱油的            
(4星)	 当时觉得古越涛太酷了。            
(1星)	 抄袭不说，门面也没撑够，还夹杂了湖南台比电视剧还长的各种广告......            
(1星)	 雷            
(3星)	 只是回忆            
(3星)	 虽然人物演的狗血，但当年还是一度痴迷。            
(NA)	 老师才是重点……            
(3星)	 当年的电视剧，真蹩脚啊···            
(4星)	 其实真的还可以啦，当时还挺迷的            
(1星)	 小时候。            
(3星)	 05年独自在上海的时候比较孤单，当时电视里天天放这个，就看了好几遍……            
(4星)	 金莎太做作            
(NA)	 哈。喜欢武历平。好久远的事啊。。。            
(3星)	 哎呦初中的时候我那个迷啊。。。就大陆偶像剧来说已经相当好了，据说是日本小学生漫画改变的中国高中生偶像剧，这就是开放程度的差距。。            
(1星)	 啊也是好可怕的一个戏啊            
(4星)	 这似乎是在我高中快毕业的时候看的，感觉我的十八岁的天空过得没有那么的潇洒！            
(2星)	 如果演员们的年龄能够减个三五岁，别那么假那就多一颗星..            
(5星)	 初中毕业时候最爱看的。。。STAR太帅了 啊啊啊啊啊啊  啊              
(2星)	 嘉定一中真漂亮            
(3星)	 大陆高中哪这样啊~当时就觉得金莎很好看            
(4星)	 这部电视剧也算是我们的回忆吧            
(3星)	 高三每天下晚自习都要回家瞄几眼~~            
(NA)	 但是看的时候一直很注意每一集的更新～不想写作业不想干别的～感觉看的好认真～好想自己的高中也有那样的剧情～是不是有点傻～～～Ｏ（∩＿∩）Ｏ哈哈～http://waiyu.kaoshibaike.com/sy/ssyy/201101/380674.html新年到了大家祝福短信发起来            
(3星)	 还算正常的中国大陆校园青春剧= =            
(4星)	 小M，其实我也看过这个。            
(4星)	 小学看了两遍。保剑锋保剑锋哈哈。            
(3星)	 认识了保剑锋~            
(4星)	 保剑锋挺不错            
(2星)	 某年暑假看的 至少看了两遍~~~那时候挺喜欢金莎的~~还有班长~            
(3星)	 想当初真是很迷恋啊，可是看了日剧才明白，咱们又山寨了~            
(3星)	 典型的中国教育，里面的老师都算是奇葩了，感慨自己念书那会儿怎么没碰到过的。- -！            
(4星)	 我喜欢李智楠啊！虎背同学，我很想知道这部剧对你的意义~            
(4星)	 难得会看的国产校园青春剧，起码我觉得有教育意义，特喜欢蓝菲琳那角色。            
(2星)	 太假了！高中生下课还有时间去打保龄球？！靠，导演上没上过学啊            
(3星)	 还行。金莎很漂亮            
(2星)	 前面还不错，有点意思。后面情节又假又无聊又俗。            
(5星)	 保剑锋演的老师太逗了！            
(3星)	 大陆剧的标准水平·· 保剑锋作为麻辣老师还蛮帅的、~            
(5星)	 很好看            
(1星)	 这货，里面男的女的都长得巨丑，还有脸得瑟            
(3星)	 傻兮兮小言情            
(2星)	 能现实点儿嘛！            
(4星)	 初中的某个假期            
(4星)	 说实话，我还没完完整整的看完哪怕一部电视剧。说实话，我今天才发现豆瓣还有电视剧这一项。转回这片，咱也是看过其中大部分的，就勉强打个看过吧…呵呵，推荐…            
(4星)	 那时候好美，天天看这个，呵呵~            
(4星)	 看的时候还是满应景的..            
(3星)	 正值幻想大学时光。            
(NA)	 青春呀            
(3星)	 过于美丽的高中生活 适合yy 初三暑假看的 扯            
(4星)	 那年我们高三            
(NA)	 男一微像我家凉平            
(4星)	 赞，那时候看了N遍            
(3星)	 哇塞，居然让我发现了你。。            
(4星)	 哈哈,红色石头~            
(4星)	 小時候啊……            
(NA)	 那时好希望18岁快点来临，结果我的18岁什么也没发生            
(4星)	 当时看得还是很欢的..            
(1星)	 那会儿还叫蓝菲琳这么装B的名字呢 而且还是戏名 你咋不叫蓝精灵呢            
(4星)	 呃，不可免俗的斐佩控。            
(NA)	 这是多早之前看的啊。。。            
(4星)	 那个时候很爱的            
(5星)	 上高中的时候很爱的电视剧~！            
(4星)	 童话            
(3星)	 当年羡慕死那样的高中了。。            
(3星)	 很喜欢里面的那首红色石头            
(4星)	 十八岁的梦            
(4星)	 小时候看觉得爱情挺美好的            
(5星)	 很欢乐的一部片子啊。            
(3星)	 我真闲。            
(NA)	 过了十八岁的年纪，羡慕十八岁的生活，虽然剧情不切实际，不符合中国教育现状，那就姑且当做我们对高中生活的美好憧憬吧            
(3星)	 显然么，你在大陆说高三学生可以这样，真的是太欺骗群众了            
(4星)	 很喜欢            
(4星)	 小的时候，特别喜欢“古老师”            
(3星)	 支持下大陸偶像劇，噗            
(2星)	 假！太假了 要是高中时这样 谁能考上大学            
(NA)	 那会儿我是真的为保剑锋沉迷            
(5星)	 内地版的偶像剧，成功的偶像剧，带有励志色彩。很不错的一部剧。            
(NA)	 很有意思！            
(3星)	 李智楠咋总是不温不火的呢……            
(5星)	 虽然完全抄袭GTO还抄得很有中国特色 但是完全没有妨碍我们爱着青春            
(5星)	 风靡一时啊...            
(4星)	 我总觉得对内地来说，这已经是很不错的青春校园剧了...            
(5星)	 如果连自己都瞧不起，更不要期待别人的看法            
(4星)	 喜欢李智楠，嘻嘻            
(3星)	 金莎那时还是蓝菲琳呢            
(3星)	 校园生活~            
(4星)	 上了高中后才知道现实生活和影视作品间的鸿沟啊！艺术加工神马的！            
(5星)	 此剧对我很有纪念意义，mark一下            
(5星)	 看了不下5次的电视剧。几乎构成了我对高中的全部想象。            
(4星)	 十七、八的小年轻们看的。我十七八的年代是那个迷啊！想当年，看一次我爸骂我一次……我也不知道为什么……            
(4星)	 金莎~            
(4星)	 假了吧、、、、            
(4星)	 哈哈。那时候觉得保剑锋真帅~~            
(4星)	 当年超迷的一部剧            
(2星)	 当年还守着电视看            
(4星)	 高中的爱            
(3星)	 没什么好说的了……一边同学恋爱着老师干涉着，一边老师自己也恋爱的还挺那啥拧巴拧巴的=_________,=            
(4星)	 有中国特色，金莎蓝菲琳            
(3星)	 为什么当时觉得保剑锋很帅 TAT            
(3星)	 我要说啥呢== 怎么觉得鲜师也是这个套路呢...            
(5星)	 没有过的生活经历，从电视剧中了解一下吧！            
(4星)	 哎……初恋的回忆 lol            
(3星)	 保剑锋``还不错``            
(2星)	 那时候我怎么就还觉得挺好看呢……            
(2星)	 内容实在太假了吧，中国有这样的高中么。。。。模仿日剧也不像啊。。。。当然某些演员还挺养眼的            
(4星)	 蓝菲琳毕业那一段赚眼泪啊- -            
(3星)	 还行，没有留下很多的印象。就记得有个老师说，一个女人敢把自己最丑的一面给你看就是准备好接受你了。@Home            
(3星)	 唉。。。            
(4星)	 很适合快高考的同学看。今年还看了一遍。呵呵            
(3星)	 比GTO当然不行            
(NA)	 最近重新看            
(3星)	 这个对于中国大陆偶像剧市场来说不得了！            
(3星)	 拍青春偶像剧能不这么雷吗|那时间觉得金莎还挺漂亮的            
(3星)	 看了至少两遍，不知道为什么            
(3星)	 曾经让多少“素质”教育下的高中生憧憬的教育模式            
(1星)	 老刚额……冒充麻辣教师            
(4星)	 保剑锋一人足矣            
(3星)	 小学时的最爱。。。怀念那段生活            
(3星)	 只记得在嘉一中拍的……神奇            
(2星)	 一般般了。假。            
(NA)	 曾经喜欢            
(NA)	 小眼睛的女演员我统统不喜欢！！            
(4星)	 当年看的时候还是觉得很不错的吖~            
(3星)	 我们的高考完全不是这样            
(5星)	 每一天都有不一样的天空~需要我们去努力!            
(1星)	 什么垃圾..            
(5星)	 貌似高三才看的，也是好喜欢            
(NA)	 青春~            
(NA)	 保剑锋和男猪脚都还蛮帅的            
(NA)	 好青春            
(3星)	 可能是我不懂偶像剧的时代看得偶像剧~            
(5星)	 十七岁时看十八岁总有一种向往~之后再看十八岁再也没有耐心看完过~无法坦诚面对那些不堪回首            
(4星)	 在大陆剧里算不错的！            
(3星)	 蓝菲琳就是现在的金莎，相比而言，觉得还是现在比较真实，电视剧里有点装。            
(4星)	 电视上经常放，我也经常看            
(4星)	 额，当时觉得STAR好帅啊。。            
(3星)	 以前还挺喜欢看的。            
(3星)	 觉得保剑锋在里面挺好玩儿的            
(2星)	  - -。我也不知道我怎么看了这些，那是年轻不懂事。。            
(3星)	 好看撒            
(3星)	 最近又看了几集，满眼基情啊！            
(4星)	 前年重温了一遍..有帅哥有美女            
(NA)	 只记得当时的片尾曲字幕上“蓝菲琳——蓝菲琳”很诡异            
(3星)	 主演里面怎么没有金莎- -不过说到底天朝的青春剧跟日本的还是差很远啊....其实演员也不差啊...到底缺在哪里了，真是奇怪            
(4星)	 上海人那时候就是下了班去吃碗味千拉面 很喜欢上海的街道啊从这时候开始            
(4星)	 哎呀呀··青春的痕迹            
(3星)	 保剑锋比较赞。。倪虹洁很有腔调。。石延枫就是一装13的很扯的人物，现实不可能存在的。。。            
(5星)	 18岁，很好，可是每一个人只有一个18岁，过了就没有了，现在回想我的18岁也不错，有最纯的友情和纯纯的爱情，18岁万岁。。。。。。            
(4星)	 保剑锋！            
(2星)	 现在想起 都不知道为撒子还狂爱过这个。。。            
(2星)	 这部剧听说有抄袭的嫌疑，总之我怎么看怎么觉得那些个学生不像学生，老师不像老师的。。            
(NA)	 多清纯啊            
(3星)	 李智楠！            
(NA)	 还行吧。            
(NA)	 李智楠像我一同学...            
(4星)	 那是关于青春的回忆~~~有你的，也有我的            
(3星)	 青葱岁月啊~~~            
(NA)	 无语的电视剧            
(3星)	 我记得。当时我还蛮喜欢。            
(3星)	 换台时候看了一眼，我的妈啊%　金傻%……            
(NA)	 清纯            
(3星)	 记住了保剑锋和那个好像林忆莲的女主角~但对里面的学生一律不感冒~            
(3星)	 这个嘛····            
(5星)	 回忆当年的高三生活            
(4星)	 算是内地最喜欢的校园片了 演员演技也稚嫩的可以了 但还是打动了我            
(4星)	 看的久了，不过记得是因为这部电视喜欢上宝剑锋的~~~            
(5星)	 很搞笑的            
(NA)	 以前的回忆啊            
(4星)	 看过很多次~XD            
(4星)	 小学的时候看，觉得一切都好。            
(4星)	 曾经时光中以为最美好的偶像剧...            
(3星)	 当年年纪小，现在才发现被骗了！            
(4星)	 很早很早的一部电视剧了。。。古越涛=潇洒。。。那帮大人们扮演的高中生真不像，哦除了班长            
(5星)	 好好看啊O(∩_∩)O~ 看了多少遍~\(≧▽≦)/~啦啦啦 都不够嗳            
(4星)	 蛮可爱的            
(3星)	 高中记忆            
(4星)	 中考那几天看的 。。。            
(2星)	 不可能的高三。            
(2星)	 当时还觉得男主角很帅。。真是鄙视我自己            
(5星)	 小时候居然喜欢保剑锋这种类型的男人。。。长大了喜欢金沙这类型的女人……果然女人善变。。            
(NA)	 石延枫。            
(3星)	 保剑锋童鞋本色演出            
(4星)	 青春的回忆            
(2星)	 抄袭啊，烂啊            
(3星)	 多年后回想 只记得有个人叫start            
(4星)	 應該與我接下來的生活比較接近吧。。            
(4星)	 学生时候好看，石延枫啊石延枫~            
(3星)	 2005            
(3星)	 和我妈一起看的。。。。囧！话说当年的李智楠还是不错的            
(3星)	 蓝菲琳,金莎,傻傻分不清楚            
(NA)	 3.5            
(3星)	 那时候觉得金沙好看  觉得 李智楠也好看  嘿嘿 但是总觉得 不大好 也还行那种            
(NA)	 很好的一部校园 清纯的电视剧            
(3星)	 还不错，就是太故事化了……            
(3星)	 那个女主角 实在是 受不了 ~            
(5星)	 我对高三的很多东西都处在缅怀的状态……            
(4星)	 青涩归青涩 幼稚归幼稚 没人能否认那个花季的任何一个心思            
(4星)	 当时真挺喜欢的，现在还是会看            
(3星)	 之前很向往，之后很怀念。            
(4星)	 遇上这样的老师，真是蛮幸运的。喜欢star。很久前看到，很怀念            
(4星)	 高三时有共鸣            
(5星)	 帅哥美女            
(4星)	 令人怀念            
(3星)	 我想当初我喜欢看这个是为了缅怀我的高中~            
(3星)	 一段记忆。            
(3星)	 久远。。。            
(NA)	 金莎&gt;&lt;李智楠&gt;&lt;            
(3星)	 那个石什么的很想凉平！            
(3星)	 学生时代必看的青春校园戏之一            
(4星)	 好还念啊            
(2星)	 我已经忘了= =            
(3星)	 还有金莎~            
(2星)	 倪景阳美在哪里啊？！选角的人瞎了吧！！又见抄袭之作~            
(4星)	 哎，看到天涯上扒国产山寨剧，此剧也在其中……但小时候看的时候觉得还不错……            
(3星)	 为了金莎和李智楠看的，，那会金莎还叫蓝菲琳。            
(3星)	 很假很美好。            
(4星)	 记得那时看蓝菲琳离开那段我还哭了，而且是看一回哭一回，感情是有多丰富…            
(4星)	 当时是看了一遍又一遍，看来那时候的年龄是相当适合看。            
(4星)	 其实,呃,还是不错的- -            
(3星)	 啊就是有金莎的那个～            
(4星)	 古越涛            
(5星)	 想想当初还在读书，学生时代真美好            
(3星)	 永远抵不过我最爱的十七岁不哭            
(3星)	 女主是有点吴倩莲            
(NA)	 …… 我好像还追过这部电视剧            
(4星)	 哈哈。初中时候奢望的十八岁的天空~现在看来，真呆呀。            
(5星)	 我看到现在最爱的内地偶像剧            
(NA)	 看了好几遍了。而且还是年轻的时候看的。冲着保剑锋去的。有魅力。 至于剧情，总是感觉电视剧就是电视剧，源于生活而高于生活。所以总是难免让人有些羡慕有些遗憾有些失望。            
(3星)	 看了又忘了            
(3星)	 大爱倪景阳            
(3星)	 小时候不识事啊.....现在回头想想，呵~~            
(4星)	 每年暑假各家电视台必放的电视剧，但是我还是决定他百看不腻            
(3星)	 只能放在当年看            
(4星)	 当年我很喜欢李智楠= =            
(3星)	 高考时看的~            
(3星)	 喜欢那时候的古越涛            
(3星)	 呵呵··            
(3星)	 当时觉得宝剑锋好帅            
(3星)	 4            
(4星)	 特别喜欢他们上晚自习那段，我的晚自习结束是住宿，他们可以回家，高中的美好时光啊，真让人怀念。当时看这部片子的时候我还没上高中，现在毕业好几年了，再也找不回那样的青春了，当然，我的高中远远没有那么精彩            
(3星)	 现在想来那些人长得好丑            
(1星)	 对于每一个经历过高三甚至部分经历过高四的人来说，这部戏真是太恶心了。应该改名叫高三童话。            
(3星)	 感觉演得不好            
(4星)	 高三根本不是那样的。。。            
(NA)	 十八岁的天空            
(NA)	 那时候很喜欢保剑锋            
(5星)	 再多看几遍还是很有趣。老妈都喜欢看！保剑锋的幽默，石延枫坏坏的好，还有深爱的红色石头。哇、美好青春。            
(4星)	 哈哈，            
(NA)	 喜欢李白和那个大女生的恋爱模式。            
(NA)	 我的18岁有你们。            
(3星)	 在年轻的时候疯狂的喜欢  现在回头看觉得这部剧及其不真实            
(4星)	 以前喜欢古越涛，现在喜欢高老师。            
(4星)	 大陆少有的比较好看的青春剧              
(4星)	 那时候觉得金莎长得真是美丽啊。            
(5星)	 N年前葛一部。。看左充满梦想。。里面首歌非常好听叫红色石头            
(4星)	 十八岁，似乎离我已经很遥远了……            
(3星)	 内地难得的青春剧啊，值得鼓励~            
(3星)	 O(∩_∩)O！            
(NA)	 老师。            
(3星)	 我真无聊啊            
(4星)	 哈哈古越涛太可爱了~            
(3星)	 也就国产校园剧 那时候还是蓝菲琳的金莎很漂亮            
(3星)	 印象灰常灰常深刻的是，高二时那个很娘的数学老师，看了这部剧之后，在班里说要改变自己的教学风格。。。换汤不换药而已~            
(4星)	 还是喜欢看保剑锋走这种搞笑路线。。。            
(NA)	 今晚我如此怀念高中。            
(3星)	 一直没看完            
(1星)	 我到底是有多无聊才会去看这玩意儿= =年幼无知无知啊校花，噗。            
(NA)	 蓝菲琳~            
(4星)	 支持下            
(3星)	 高考，一次就够了。            
(4星)	 当时觉得超经典。。天天围着电视机转啊！！            
(3星)	 虽然我总看 但是我也觉得好无聊啊            
(3星)	 谁没看过。。。。            
(3星)	 我就是看看保剑锋            
(NA)	 一遍一遍都不厌            
(3星)	 哎哟我当时怎么就看了呢            
(4星)	 star  star  我好爱              
(4星)	 内地青春电视剧...            
(3星)	 保剑锋也华丽丽的红过。            
(3星)	 一群装13的学生，只是当年还叫蓝菲林的金莎比现在顺眼多了。老师群体都不错。            
(NA)	 就觉得学校很漂亮。。老师那对还蛮配的。。            
(5星)	 蓝菲琳吖~有一部很好看的内地偶像剧，可惜这几年李智楠就基本上一直没红......            
(4星)	 挺搞笑的额 虽然不是很现实。。            
(4星)	 当时怎么那么喜欢看=-=都是被同学带的= =            
(3星)	 看了这片子，怎么忽然觉得自己有点早熟。。。            
(4星)	 曾经的痴狂~            
(4星)	 这学校，这老师，真的有？            
(4星)	 初中的回忆。            
(3星)	 当年保剑锋我还觉得挺帅的..            
(4星)	 国产gto一样            
(4星)	 回味下学生时代吧。还挺喜欢保剑锋的，突然想到某人那张富有争议的照片，至今为止还没对峙过！            
(3星)	 当时 喜欢的是 剧中他们一起同住一屋檐下的感觉现在 还是想着以后可以与合得来的朋友一起租房子            
(5星)	 看的那年我18，如今我的青春年华一去不返了~            
(4星)	 很符合18岁的我，那时的口味            
(3星)	 那时候的金莎 她叫蓝菲琳            
(3星)	 教师的楷模            
(4星)	 保剑锋太帅了            
(4星)	 中考完的那年暑假 抱着憧憬            
(4星)	 我的少年时代看过最美好的电视剧，18岁的心是一颗红色石头            
(3星)	 05年看的青春偶像剧了，虽然也很弱，但画面干净看着还舒服些！            
(NA)	 很有意思，很好看            
(4星)	 我觉得佩佩老师不错~            
(4星)	 曾经最青春的年华            
(2星)	 那个矮矮的谁 二过头了            
(3星)	 我什么时候能娶到类似倪景阳的女人            
(NA)	 小时候看的，但不爱。            
(5星)	 我一直觉得石延峰很帅            
(NA)	 太假了 早恋的段落那么少 掀桌！            
(3星)	 这种题材遍地都是，这种老师，嘿，不会就是从GTO过来的吧？            
(4星)	 十八岁离偶远去了~怀念那时看这部片时的纯真岁月撒~            
(NA)	 十五岁的时候看十八岁的天空。我十八岁的时候又看什么            
(NA)	 忆起我的初二            
(4星)	 觉得里面的很多对白还是很受用的！~            
(4星)	 当初好喜欢啊。。。虽然很不现实            
(4星)	 好像高中毕业的暑假，天天跟家看。            
(3星)	 少见的校园电视剧，但是也就这水平            
(2星)	 我们的高中生活是这样的吗？错~~年轻的演员演技就是不行，剧情也是没什么创新            
(2星)	 我们老师当年的一句名言是：要是高三学生真像电视剧里这样，我敢保证没有一个能考上大学的            
(3星)	 他们的高三太舒服了伐。。。            
(3星)	 只能供中国学子YY一下            
(5星)	 很阳光很阳光            
(4星)	 献给还在高三的朋友们！貌似这是在云南拍摄的            
(3星)	 很不现实            
(4星)	 算是国产校园剧中的佳作，那些已经逝去的时光~~            
(NA)	 我真的是打发时间的…当时就奇怪刘佩奇这老戏骨是怎么了接这戏…            
(4星)	 能拍成这样不错了= =            
(5星)	 啊！！看了好几遍             
(4星)	 三星半~            
(3星)	 电视上也重播了N遍的...            
(2星)	 谁TMD有这样的十八岁，太假了吧……            
(3星)	 那個時候覺得金莎還挺單純。不過現在不這麼想了。            
(2星)	 什么玩意啊            
(1星)	 明明不好看，我当时是怎么看完的啊？            
(2星)	 为什么这么挫的电视是在我们学校拍的，为什么？！            
(4星)	 中国版的GTO，还不错            
(4星)	 这让很怀念高中的英语老师啊！            
(3星)	 很久以前看的，貌似当时还没有电脑，每天抱着电视机。很喜欢里面的蓝菲琳和Star，很喜欢里面的保剑锋！            
(4星)	 那个时候迷死那个小眼睛了 帅的来            
(4星)	 小时候看的。            
(4星)	 那个 star真是帅啊~哈哈~我真肤浅.            
(NA)	 一直没看完  找机会的吧             
(3星)	 呃……            
(4星)	 初中看的，都模糊了。            
(5星)	 找到燃烧自己青春的舞台            
(5星)	 那时真的很喜欢。            
(1星)	 很恶心            
(3星)	 我只是单纯的看电视而已，嗯哼~            
(4星)	 那是初中的时候周末在家里守着连播五集的岁月啊~            
(3星)	 倪景阳不错，安            
(3星)	 国产校园电视剧经典。虽然回看之后发现惨不忍睹，当年还是挺喜欢的。也许这样的老师正是当年的梦想，那样的青涩年代            
(4星)	 响当当的红色石头star说十八岁的天空会更辽远更广阔            
(4星)	 那时候看他们学习，自己也特想学，看完就没动力了。有个问题，高中生居然都不处对象，控制的真好。            
(3星)	 我也是多年前看的了,,,后来不知道过了多久，才发现里面的女主角是金莎...            
(3星)	 因为有保剑锋所以三星            
(3星)	 我的十八岁，好苍白            
(2星)	 我们的十八岁不是如此，因为它更精彩~            
(3星)	 犹记得哪一年在KFC 偶遇了BJF = =            
(3星)	 觉得保剑锋很不错            
(2星)	 不知道说啥，一点没觉得李智楠帅啊，最近的萧山也好呆            
(3星)	 zzz            
(4星)	 就当偶像剧看的。所以听到有人称它不符中国实际时，没有任何感觉            
(2星)	 我一直在想 金莎为什么叫金莎 不叫原来的 蓝菲琳            
(5星)	 是我小学的记忆啊。一直觉得石岩枫和武历平好帅啊好帅啊！蓝菲琳和石岩枫就应该是一对！搞什么转学嘛……（BTW，编剧一定没经历过中国的高考，弄得那么文艺那么轻松……）            
(4星)	 - - 蓝菲琳很漂亮啊            
(3星)	 当年还是高中生的时候觉得这种师生关系真美好~            
(4星)	 还蛮喜欢的            
(3星)	 保剑锋还是很帅滴~            
(NA)	 我的童年啊            
(3星)	 ········现在都不看这种片子了 当时觉得金莎好可亲·····            
(4星)	 85分            
(3星)	 没觉得李智楠有多好看，，，那时怎么有那么多人说他帅呢            
(4星)	 李智楠 偶像剧的鼻祖 噗= =。            
(3星)	 你想模仿GTO就直说            
(4星)	 记得那个时候很喜欢看的一部电视剧，喜欢金莎还是蓝菲琳时的感觉，整日整日就幻想自己什么时候才能有那样的气质。8班，让我想起了我的初三（8）班，每个人都有的感动和年少轻狂，这么多年我们还在一起，知足了……            
(5星)	 啊哈啊哈。。初中时看的，让我对高中生活充满期待。。可是现实远没有电视剧演的那样。。顶保剑锋            
(2星)	 倪景阳很有特色...学生时代，一去不复返呢            
(NA)	 恶俗            
(3星)	 青春~            
(3星)	 保剑锋有点意思..金莎那会儿也不nc            
(NA)	 当年啊。            
(3星)	 小学时很喜欢~~            
(4星)	 挺喜欢保剑锋的。            
(5星)	 古老师。我那时十分喜欢。            
(4星)	 我们都走过的岁月和我们都有过的烦恼~            
(4星)	 蛮轻松的`            
(2星)	 我还能说什么呢。。。。只是为了高三再看一遍            
(5星)	 心中总是因它而有灿烂千阳.            
(4星)	 那时候感觉挺好笑的....            
(5星)	 不管演绎夸饰的成分有多少，那样的青春，都曾经有过，哪怕只是其中一个片段。            
(3星)	 喜欢保剑锋~~            
(NA)	 这部还不错~~~~            
(3星)	 内地校园剧算不错的了,,可惜男主不帅要冒帅,,女的还不错            
(5星)	 重新看了 重新打5分。TT            
(5星)	 虽然GTO的迹象很严重，可还是真的真的很喜欢            
(3星)	 很红,可是我觉得太假了,哪有那么逍遥的高三            
(NA)	 还行            
(3星)	 喜欢保剑锋~            
(3星)	 欸，年少啊            
(3星)	 高中的时候看滴            
(5星)	 多年之后看还很有感觉            
(NA)	 青春若能如此，便没那么糟糕。            
(3星)	 和我的高三很不同，是xfcc不同么？还是我们的心态，行为            
(3星)	 里头李智楠还蛮腔调的            
(3星)	 很青春，让自己变得年轻。            
(4星)	 那时的那时            
(NA)	 恩，不错不错~~            
(4星)	 内阵儿可爱看了            
(5星)	 高一刚开始接触,那个幽默!!~现在还记忆犹新            
(4星)	 十八岁的天空是不一样的蓝            
(3星)	 喜歡保劍鋒的陽光帥氣。討厭飾演裴佩的女演員。            
(4星)	 初中看的校园剧，离生活有点远，只是那种青春的暧昧情愫还是让人激动不已。精彩的十八岁吧            
(4星)	 或许当了老师之后再看这部电视剧会更有感觉吧，尤其是刚成为一名非正式的老师，看到与学生交锋谅解的地方让我感动的流泪            
(4星)	 青涩年代！            
(3星)	 想起自己的高中，可是中国真的有那样的高中吗？真的有那样的高三吗？            
(4星)	 大陆也可以拍好的。            
(3星)	 ……很不错的和谐产物            
(4星)	 青春剧~            
(3星)	 哪有这学校啊            
(5星)	 想想当年的我也是这么过来的   还是有一定的。。。。。。。            
(3星)	 每个人都会拥有的那片天空~~            
(3星)	 小学时很迷这个的说。            
(3星)	 怎么说……貌似还是高中时候看的，知道了保剑锋            
(3星)	 学校应该是嘉定的某中学吧？            
(5星)	 童年那会儿的回忆不能简单概括的。当时来看也真是拍的很好了。            
(3星)	 金莎还是蓝菲琳的时候....            
(4星)	 因为保剑锋才去看的            
(5星)	 嘿嘿~李智楠很帅的！            
(5星)	 也许看起来这戏太过于理想化，至少现在还不可能出现这样的老师。但是电视剧不都是理想化了。            
(4星)	 感觉很偶像剧..但离GTO还很远...            
(5星)	 国内唯一好看的两部青春剧 十八岁的天空 和 爱情公寓~！            
(4星)	 曾经很喜欢，但那已是高中时代的事情.            
(3星)	 虽然很假,但还是让人向往            
(3星)	 喜欢里面的武历平~~            
(4星)	 我们高中的时候多喜欢啊，当年巴不得那个就是我们老师呢            
(4星)	 那时候很爱看那            
(3星)	 夸张了点            
(NA)	 保剑锋演的帅哥老师，活泼的氛围，感觉很舒服            
(4星)	 高中的时候看很有感觉~恰好路过，就加一下吧。            
(3星)	 国产偶像剧&gt; &lt;            
(4星)	 2007            
(5星)	 真挚的友谊              
(5星)	 恩~~            
(1星)	 除了保剑锋精彩的演绎，其他演员演得都很垃圾！而且故事情节和人物形象极其虚假。            
