http://movie.douban.com/subject/5908482/	49日 49일
(4星)	 除了最后一集有点狗血。。。            
(4星)	 49天~~~            
(5星)	 很感人。。            
(4星)	 作为韩剧比较有研究的我表示，这个编剧很有才！！            
(NA)	 喜欢。            
(5星)	 很感人。            
(5星)	 看得我直飙泪哦~！！！绝对推荐的~！！！其实人的一生真的在出生的时候就注定的，命运这种东西你不得不信~不论你怎么努力，其实你都是按照既定的路线在走。            
(5星)	 都不知道用什么标签好了 爱的是情节和结局 就是应该这样 即使天人永隔 也不应该有借口移情别恋！            
(4星)	 还是喜欢这种小清新。            
(5星)	 还不错，演员长相值一星。四星给韩剧。为啥我觉得里面最感人的是亲情呢·····            
(NA)	 本来是因为郑日宇看的，结果发现赵大叔好可爱。。哈哈            
(3星)	 演员演得还是不错的，这结局有点忽悠            
(3星)	 拖拉的剧情看得人心情沉重～最后放弃了，虽然很多人推荐～客观得说，界个题材还是不错的～那个智贤的原型女孩属于非好感型吧，怎么都觉得她傻得可以，长得像充气娃娃得白痴女孩～李瑶媛演绎还不错，只是希望她得真身能开心一些～愁眉苦脸得好累啊            
(4星)	 不算难看但也不算好的，是部鸡肋剧，弃又不好弃的，总之纠结得一踏糊涂，最后一集还给我爆个大猛料。那个郑日宇没有看出来帅啊，到是韩江我觉得不错～            
(5星)	 太悲了~~            
(3星)	 泡菜国果然鬼片也能拍的浪漫唯美，无法正常意淫猜到的结局，也许是网友们当下YY功力太强，导致个编剧不得不剑走偏锋！            
(5星)	 真的不错。郑日宇也很帅气            
(4星)	 如果结局是圆满的，反而就没有那么深刻的感觉了，虽然我更爱景秀CP，但是智贤的离开却更让人难受……最后韩江和宜景对着两棵树表白很囧，但是活着的人不再行尸走肉，不再郁郁寡欢，而是带着离开的人的祝福在积极地生活着，他们所说的这种幸福比起与爱人相守更为让人动容……             
(5星)	 珍惜            
(5星)	 眼泪哗哗哗            
(4星)	 有点不一样的韩剧            
(5星)	 编剧太棒了 内容真的很好 看的现在还不能释怀            
(5星)	 郑日宇呢演技越来越好了            
(4星)	 看到最后一集才发现 现在偶像剧也没有童话了呀~~            
(NA)	 超爱显宰            
(5星)	 不一样的韩剧。。。剧情看似很狗血，其实很多事情又都是真真实实存在的！！            
(5星)	 看完这部剧感触很多 ”说句真心话 穷人和富人真的不适合做所谓的真心朋友 因为太多无可奈何的不平等 “            
(4星)	 真情实意中感叹生命中少见的内涵韩剧            
(4星)	 看了一点，其实蛮有哲理的            
(4星)	 就喜欢这种带点科幻性质的电视剧。。顺便说一下，调度员真可爱。            
(5星)	 2011最棒的韩剧 很有内涵            
(4星)	 且行且珍惜。            
(NA)	 肿么说啊。。。很爱赵显宰，剧情很不错！            
(5星)	 原来韩剧也并非一无是处 颠覆韩剧不好看的观点            
(3星)	 不管好不好反正看完了郑日宇还是搞笑一家人逗            
(5星)	 这个韩剧还是很有人生智慧的            
(5星)	 李yy的当然支持~            
(5星)	 为数不多的没有快进没有半途而废看完了的韩剧            
(4星)	 结局为什吗是这样，哭哭啼啼。趁还活着，好好珍惜。            
(NA)	 很感人            
(4星)	 都活着不好吗不好吗不好吗？？？            
(4星)	 又有谁会为了我留下100%真心的三滴泪呢？！            
(4星)	 找到叁滴眼泪...朋友之不可承受之轻            
(5星)	 看完后，我真的有好好的审视我自己的人生            
(5星)	 喜欢小宇~            
(NA)	 还不错的科幻剧 其实科幻的成分不多 喜欢帅气的死神 以及 宋宜景 哎，我不要是宋宜景。            
(5星)	 好看屎了,比秘密好看啦!就是结局瞎掉了...            
(5星)	 这是今年最好的一部韩剧。            
(4星)	 就两字....纠结。就是韩剧。不过有看着养眼的人儿啊...            
(NA)	 把人生的每一天都当最后一天来过。            
(NA)	 韩江好帅！            
(5星)	 给调度员和姐姐            
(4星)	 49days,u should know the meaning            
(4星)	 郑日宇到底哪里帅了。。。赵显宰才必须帅，好吧。可惜了，整的那么假的女猪脚还是屎了。编剧还是蛮精彩的吧，最后一集谜底蛮厉害的。            
(5星)	 特别有意思的一部韩剧。用49天旅行者的心态去看每一天，你会发现原来很多东西不再重要，甚至你以为的都是虚假的。这部韩剧让我反思：我的人生会有三个人是为我真心流泪的吗？所以，我要真心对人，哪怕是伤害自己，也要活得真，活得快乐！            
(4星)	 是我看过的唯一好奇会怎么收场的韩剧，编剧值得称赞~郑日宇简直是时装秀啊，不过，，， 是很帅，真好，还跟李民浩是拜把子！羡慕啊            
(5星)	 如果节奏再紧凑点我就更喜欢啦            
(4星)	 我室友跟我一起看的第2集 说她看完三集就能知道结局 结果一直跟我一起看到最后一集也没猜到结局是什么...剧情开头像美女上错身 中间又像天堂可以等 一开始还觉得老套 后来觉得发展还不错 只不过结局让人感觉还没完 PS:宋伊景不太漂亮 申智贤长的就像个女鬼 几个男主角还不错啦~            
(5星)	 结局有点不安            
(3星)	 结局有点坑爹。。            
(5星)	  比起爱、比起单纯、比起阳光她更要明白的是人心的复杂世事无常、体会痛苦和无助，惟有这样才会明白所谓幸福是什么爱是什么。这些她不知道的事。             
(4星)	 是一部值得看的、不走普通套路的韩剧 也会给每一个看过的人带来一些沉思 如果自己只有49天 能不能得到3滴纯净的泪呢            
(4星)	 整体剧情不错，传递积极的人生态度，尽管情节设计上有几处牵强之处，但最遗憾的是最后一集烂尾了。南圭丽的脸有些僵硬，李瑶媛演技很赞，气质沧桑。郑日宇很萌，赵显宰演技还是老样子，只能是四星了！            
(4星)	 知人知面不知心。 不要被表相所迷惑。 看上去对你好的人，也许未必真心，虽然TA会口口声声说，一切都为了你好。  偶尔欺负你的人，也许在很多你不知觉的细节中，保护着你，为你着想。  不管怎样，珍惜活着的每一天，珍惜已经拥有的点滴幸福。             
(5星)	 近期觉得唯一不错的韩剧，离不了赚眼泪的情节，不是因为爱情而留的眼泪，我觉得更真实            
(4星)	 郑日宇真是太帅气了·~~            
(5星)	 智贤啊，活着真好。你进电梯的那瞬间我哭得不能自制。能活下去，是恩赐。            
(5星)	 我也很希望，有这样一个人，当我不再是我的时候，还能从点滴中知道我的存在            
(5星)	 好看啊！調度员太帅了！！感动啊！！            
(5星)	 刚开始愣是没太有想看下去的想法，但看着看着有点当年“心语心愿”的味道。面对挚爱的人，却无法说出自己是谁。幸好还有人认出了她....前几天看完这部剧了，一切事发生都没有偶然的，命运把一群人集结到一起，但该结束离开时，谁都无法改变。            
(4星)	 结局不好。            
(5星)	 好看            
(4星)	 活着真好，接受一切事实。很想追剧情的片，三滴眼泪到底是谁给的呢？            
(4星)	 通过49天看清人的真心，死而无憾呐            
(5星)	 哭着看完的。。。人死后真的有灵魂吧，自己爱的曾逝去的人，你是否看到了我们的悲伤，祝来生会幸福！也为了我们活着的每个人，善良的生活，爱着身边的人。。。            
(4星)	 盗用一句 看过的最好的韩剧，没有之一            
(4星)	 剧情比较新。结局有点仓促。            
(3星)	 说实话韩剧就看演员的            
(4星)	 韩江好像阿信啊！！还有郑日宇！！！            
(3星)	 你视之如敝履的，可能正是别人求之而不得的，珍惜所拥有的吧~            
(5星)	 谁可以为我真心流下一滴泪            
(3星)	 女猪脚女二号都不咋地啊            
(4星)	 49日的故事把这个看清世界的眼睛，安在了死去的人的身上。当你已不再是你，当你顷刻之间成了所有人的陌生人，卸下爱情、友情等纷繁复杂的人间关系时，你才发现，原来那些你每天朝夕相处的人，竟然是那样一番从没见过的模样。你觉得自己整辈子都活错了，现在你要为另一些人而活，却已经没有机会了。就像            
(NA)	 一般般。。我只喜欢小宇            
(4星)	 创意真的很好，这类题材还是比较少见的。前19集都没觉得有多么地感人，到了最后一集大爆发，让人从头哭到尾。虽然男女1、2号都长得一般般，但是看完了还是不得不承认各有各的魅力。49天里找到三颗真心为你流的泪，真的没有想象中的这么简单，真心的朋友，真爱的人，到了那个时候就显骨子了……            
(5星)	 结尾又让智贤死掉很讨厌，给了希望又这样的编剧更讨厌！            
(3星)	 女主一看就是整过的，喜欢那个姐姐多一点，郑日宇好帅！            
(4星)	 还行~~~是这一季我最喜欢的韩剧了，男女主角都蛮喜欢的，剧情也还行的！打的感情牌还是蛮有用的            
(5星)	 好久没看到这么环环相扣有意思的韩剧了。赞一个            
(4星)	 最后的悲剧结局实在太突然，有种被耍了的感觉            
(5星)	 虽然结局比较滥，但是主题真的很不错。为了活下去的每一天而努力，即使最后的结局还是一样的让人难以接受，依然不会抱怨，才是真正的活过。            
(4星)	 剧情有点意思，但是感觉不是很严谨，不过没关系，是韩剧爱情剧嘛            
(2星)	 韩江真的有点像阿信            
(4星)	 故事创意让人耳目一新啊！一扣接一扣很紧促，不错的剧本哈哈！            
(5星)	 善良的真心  可以换来一切。            
(3星)	 江阿。            
(4星)	 《大物》之后，很久没看韩剧了，这部有种特殊的FEEL……默默落下的眼泪，默默述说的真爱```            
(4星)	 韩江。韩江。。            
(4星)	None
(3星)	 讲述了珍惜生命~珍爱家人~善待朋友的一个故事            
(5星)	 一切都很好，最後結果不喜歡            
(4星)	 这是近几年除了秘密花园之外我唯一看完整的韩剧            
(2星)	 剧情很慢很慢~越看到后面越不想看下去~就是不知道怎么会有人说这剧好看，而且人物性格太假...            
(5星)	 废寝忘食啊啊啊。。。。            
(4星)	 结局不给力            
(4星)	 开头和结局都不是很好 不过 剧情很撩人、            
(NA)	 49天里的成长，像是从一个无知的孩童到历经沧桑的老人，没有人相信这是真的，直到她突然的死去，人们才愿意相信——这是真的！            
(5星)	 虽然是不真实的故事情节，却让人不断感悟。。。！！            
(3星)	 果然是励志片            
(4星)	 结尾 无言。。            
(5星)	 看完之后深感生命的可贵。            
(4星)	 你能找到3个为你流泪的人吗            
(4星)	 女主太能哭了 太让人揪心了 这剧情。。。韩剧果然就是能够揪住人的心不放啊。。。。。            
(5星)	 为什么大家都不看下去了呢？难道都只是习惯了韩剧固有的或甜蜜到腻死或悲惨到断肠的模式了吗？这种带有淡淡的爱情 带有微微的复仇的片子真的很好啊。剧情连贯不落俗套，结局在意料之外却又在情理之中。赵显宰李瑶媛裴秀彬的演技相当出色。值得一提的是郑日宇饰演的调度员身上既有搞笑因素又不乏深情。            
(4星)	 把每一天都当做是生命的最后一天，珍惜地活着~~用真诚的心对待~活泼地过好每一个快乐不快乐的日子~~            
(4星)	 很纠结很纠结很伤感的电视剧            
(4星)	 结局有点意外。            
(NA)	 好看好看            
(4星)	 韩剧再一次把所有坏人都变成了好人。            
(NA)	 剧情比较特别            
(NA)	 活着的每一天都是恩赐...不要因为怕伤害就不去做，虽然相信以后被背叛会受伤，但不去相信就永远不会遇见那个值得相信的人...            
(4星)	 亚洲文化是一样的，都有“七七”之说，每隔七日作一次佛事，设斋祭奠，依次至“七七”四十九日除灵止。所以此片设定为“49天”。            
(4星)	 视角很独特            
(NA)	 挺一般的。。。。。相较其他韩剧，不是特好看。。。结局也挺悲剧的吧！！            
(4星)	 耳目一新，比我想象中要更加深度和感人，看了有种成长的感觉。还有，李瑶媛的演技真的无敌！            
(5星)	 这是我看过的韩剧中剧情最好的，连班上的一些男生也抢着看哈~回想当初期待更新的那种心情，还是很值得一看的韩剧。超级推荐~如果你还在对韩剧抱着千篇一律的感觉，那它一定会让你对韩剧有所改观哦~            
(5星)	 值得看 题材新颖 也有哲理            
(4星)	 南奎丽 巨美            
(NA)	 本年度看过最好看的韩剧 题材新颖 演员也不做作 连续熬了2个通宵看完 看到后半部分 眼睛都苦肿            
(5星)	 49日看到了爱。。可是我能收集几颗，纯度为100%的眼泪呢            
(4星)	 腹黑男真可怕。            
(5星)	 结局为嘛是这样呢？？为嘛。。。            
(3星)	 结局狗血，当中还可以            
(3星)	 坑爹啊。。。            
(5星)	None
(4星)	 喜欢。虽然觉得结局太残忍。            
(4星)	 比想象中好看的一部剧……            
(5星)	 突破传统韩剧模式，很棒！很好看！            
(4星)	 赵显宰            
(2星)	 男丑女丑，果断弃剧。            
(5星)	 真心的证据。你找到了么。            
(5星)	 最后那句话说的真好：要把每一天当成是最后一天来活            
(3星)	 实在看不下去了。就结局还有那么点反转            
(4星)	 看的当时很喜欢            
(5星)	 这部剧看的我是又笑又哭啊，我超级爱这部剧。除了狗血的最后一集，要是最后一集的结局不是这样，这部剧堪称2011年最最完美的韩剧，我爱被智贤附身的伊景，最爱调度者，大爱~~  么么            
(5星)	 结尾太伤心T^T             
(4星)	 剧情破绽蛮多的，但李瑶媛的演技真是不错。            
(3星)	 狗血什么的~~唯一掀桌的就是费完了我这个月的流量啊！！！！！摔！！！！！！！！！！            
(5星)	 泪点在郑日宇车祸 和最后一J  值得一看            
(5星)	 我不是什么什么控 但是这个是最近大爱的一部韩剧 赞一个            
(4星)	 所有事物都不是你想的那么简单。            
(5星)	 这部剧里演的最好的还是李瑶媛~ 不得不佩服她的演技啊~ 剧情真的很值得深思，现在总记得这句话：爱的形态那么多，要怎么让对方知道自己的心情呢            
(4星)	 结尾虽然很狗血但还是直戳泪点            
(4星)	 企划很好，悲剧没有必要            
(NA)	 生命是多么的不易，而能找个爱的人更是不易。所以，只要你活着就好。如果我真的有这样的49天，我很想看看真正爱我的是谁。            
(3星)	 故事还好，不能接受女主的颜。两个朋友好看。            
(4星)	 这个故事教育我们1、开车要系安全带（要不就是个轻伤）；2、朝里有人好办事（管理员是姐姐的男朋友，49天里老跑来帮助猪脚，安排借用身体的是自己的姐姐（换个丑八怪试试结局），记得49天的事情，等等）；            
(2星)	 请问这个赵显宰是男主吗？我肿么都没看出来？男主的表现太无力！            
(NA)	 终于看完了  最后两集催泪了  我们都要好好珍惜现在 把剩下的每一天都当成生命里的最后一天            
(4星)	 超级无敌催泪弹啊~            
(5星)	 哭的我一塌糊涂啊，生死是不能选择的，哎 无奈啊            
(5星)	 我只记得我哭的很累。            
(4星)	 快进看完            
(NA)	 瑶媛姐姐越看越爱呢            
(4星)	 谁会为你真心流泪？            
(3星)	 属于你的最纯、最真的那三滴眼泪会是谁流下的？不，你会有吗？            
(5星)	 又是大爱的一部韩剧。            
(5星)	 哭啊哭            
(4星)	 49日感动的旅程...            
(5星)	 很好看很感人，韩江妈妈做的茄饼的色相和我妈做的一样啊~~~            
(3星)	 就是主角们长得有点。。。除了郑日宇            
(5星)	 看剧的同时也在心里问自己一些问题~她们真的爱你吗            
(5星)	 因为你的49日，让我把生活的每一天都当成49日来活着，把每一天都当成生命的最后一天，珍惜活着的每一天。             
(4星)	 每个人都知道自己有最后一天，但又若无其事地过着每一天……            
(4星)	 李瑶媛演技可以···            
(5星)	 人生在世，到底有几个人会真正爱你呢？？？            
(NA)	 后面有点仓促牵强了。            
(5星)	 明知道悲剧还去看，非常不像我。太难受了。            
(NA)	 好            
(NA)	 不错。。。            
(5星)	 刚看完   到最后眼泪一直掉  想了很多事            
(NA)	 还行，结局太狗血。。。            
(NA)	 喜欢，结局有点突兀。            
(4星)	 李瑶媛  不错            
(4星)	 在死亡面前，任何人都无法选择！            
(5星)	 很好看！！            
(3星)	 结局坑爹 内容不错 很久没看韩剧了            
(5星)	 潘多拉的盒子            
(4星)	 韩江是个好男人！！！为什么就是喜欢不起来宋，相比之下最怜惜的却是仁晶……            
(4星)	 没有包得住的火。知道真相却不可以说真的是很残酷。人心，会变，也有不变的东西在。            
(4星)	 结局有点突兀            
(3星)	 看到结局时同被编剧扇耳瓜子，为结局扣1 - 2星            
(4星)	 开始不太好，都后面真是越演越好，此剧虽为虚幻，但却很现实，但你遇到困难是，有几个人是真心帮助你，为你留下真诚的眼泪呢。。朋友不是越多越好，要是知心的才好。            
(5星)	 超级好看！！！～ 一如寄望的“虐”人情节～～～～主角喜欢～～～            
(4星)	 这结局。。。            
(5星)	 超级感人。不过结局有点怪。            
(4星)	 都没在一起……            
(4星)	 珍惜            
(4星)	 很新颖，不错            
(4星)	 有很多让自己去深思的地方。            
(4星)	 人生倒计时。            
(5星)	 许久没有看韩剧看哭了            
(5星)	 我一个劲的哭，一个劲的哭...            
(5星)	 很赞            
(NA)	 不是大团圆  但是很好看            
(4星)	 目前为止唯一一部没让我快进的韩剧。编剧很厉害，结局很满意。            
(NA)	 好看  杯具   但结局还是很幸福的              
(NA)	 我弃了,好吧,表示从第一集就能推测结尾的剧你伤不起啊....(看了前两集半,觉得很无力...快进了最后一集半,果断弃...ps那女的的脸真不是我的菜啊,整过头了么)            
(5星)	 赵显宰看得姐姐我心碎啊            
(4星)	 南奎丽那脸是我最不能接受的。太假了。            
(5星)	 韩江说的那句话：&#34;智贤,人都知道自己总有一天会死,但是都若无其事的活着每一天,但是因为你的49日,让我把每一天都当做是49日来活着呢。&#34;珍惜现在拥有的幸福，把接下来的日子当做49天来过，把接下来的每一天当做生命中最后一天来过！            
(NA)	 我表示。。。一个前面和中间那么吸引人的剧，结束怎么就那么悲情呢。其实可以很完美的，为了相信可以很完美，我宁愿不去看最后两集。。。导播，行行好，给改个结尾吧            
(5星)	 12集的时候，被宋和调度员的爱情感动，哭了。。。            
(3星)	 死死死死死！~            
(5星)	 看完觉得自己 如果真跟主角一样 会得到三滴眼泪么？            
(5星)	 哇靠 真是没有一个男的不帅的            
(1星)	 南奎丽~~韩剧里的女主敢这么丑~~本来两星，就因为这么丑的女的，就给一分了~~            
(5星)	   真的很好看，看得我又爱又狠，现实真的很可怕，相爱的人为什么不能在一起呢··看得心揪揪的痛。            
(5星)	 她说，曾经想过死，割腕，上吊，吞药片……可是最后总会莫名地死不了。她以为是他的背叛，恨他，怨他，想他，如行尸走肉，仅靠破碎的回忆奄奄偷生。五年后，她说，我知道，他是来带我走的。宋伊秀听后流下泪来。其实他唯一的愿望只是想要说出五年前没有来得及出口的那声道别。            
(4星)	 结局不是我想所期待的            
(3星)	 最值得的地方就是在49天内，寻找3滴眼泪            
(5星)	 都要快哭死了            
(5星)	 好感人，给我49天，我能找到3滴眼泪吗？            
(3星)	 百无聊赖的时候看的，却被其中为了生命而努力的故事感动。            
(5星)	 真的非常好看！好久没有被电视剧感动了~李瑶媛的演技非常了不起！            
(5星)	 活着 就好 可以触碰自己想触碰的东西。            
(4星)	 最后一集很狗血，，画蛇添足。、            
(5星)	 好看 每星期看等更新呢！！            
(4星)	 要珍惜每一天，很幸福很幸福的活着。但是，结局不满意呢~55……反正，还是觉得秘密花园各方面好一点（特别是音乐。。55，仍要加强啊~）。但是必须承认，我看这部戏更心痛。            
(3星)	 珍惜活着的每一天~   越来越嫌电视剧拖拉了！            
(4星)	 若真死了，估计找不到三个真心为你流泪的人吧            
(4星)	 最后一集果然还是俗了啊，所以尼玛还是骗走我眼泪了啊，正牌女主很甜美啊，附身女猪好瘦啊！！调度好Q啊！！！！能遇见韩江这样的男纸好幸福啊，如果我是女猪。。我实在没有信心都获得真心的三滴泪            
(5星)	 擦。从头哭到尾。            
(4星)	 本想给4星半，但是每次看到灵魂在镜子里出现的大bug，我都不得不吐槽一下。            
(4星)	 命运 生死  女主角 太悲剧了            
(4星)	 人类的心，特点就是善变，永远，没有这种东西。            
(4星)	 灵魂出窍，类似秘密花园，貌似不错~            
(4星)	 男女主角是真正的精神恋爱啊。。。。。。每一天都是珍贵的。。。这部李瑶媛演得不错哦，之前三次都对她非好感啊。。。            
(5星)	 不错的电视剧，过程温馨搞笑，结局有赚足眼泪！1200分钟的电视剧用了一个120分钟电影的结尾还真是出乎意料。韩江啊，智贤啊，为什么不能在一起！！1            
(5星)	 最后一集真的是哭着看完的            
(5星)	 超级好看哟~            
(4星)	 气死我了 还害我哭这么多集 最后还是死了            
(NA)	 感人啊啊啊！！            
(5星)	 很特别            
(5星)	 不解释            
(3星)	 最近看的东西怎么都是大烂尾。。。            
(5星)	 配乐很给力，背景音乐一响起，一动情，必定酸鼻子，眼泪是逃不掉的            
(4星)	 剧情还挺变态的~不过好久没看以悲剧结尾的韩剧啦!虽然不是Happy Ending，但结局还算满意，替智贤惋惜，也替伊秀感到遗憾...真希望阴间的你们和阳间的他们幸福的在一起，互相依靠等待再一次的相遇...            
(4星)	 在同学宿舍看，结果害我看了一天，我的复习计划就悲剧了…            
(5星)	 眼泪原来这么廉价            
(4星)	 情节总的来说还不错。结局也很合理，比传统的喜剧大结局更有看点，也更能引发思考，让我们活着的人认真地活下去，真的很好~就是觉得让江民浩爱上申智贤怎么说也有点牵强~            
(NA)	 女主角越看越美            
(5星)	 这就是人性最真实的一面，除去父母，世上能有几人真心为你流泪！            
(5星)	 这部剧给我一个相信命运的感觉，我也信命            
(5星)	 始终忘不了智贤在电梯里时和伊秀强忍的泪            
(NA)	 最爱李瑶媛！喜欢赵显宰！            
(5星)	 把每天都当49天 &gt;&lt;            
(5星)	 现在想想还想哭~看了这个···就不怕死亡了···负责灵魂接送的~也可能是个帅哥呢~~~            
(4星)	 快进着看的  还不错 备受吐槽的最后一集我也能接受~~就是完全无爱            
(3星)	 什么垃圾结局            
(4星)	 那段钢琴曲很感人             
(4星)	 南奎丽真可爱呀~~真心的眼泪最难找            
(5星)	 如此坑爹的结局 也不妨它成为这几年来我看过的最好的韩剧 能媲美的只有秘密花园的前十集            
(NA)	 很好看。            
(4星)	 结尾是傻掉的。太赶了太不尽人意了。 可还是我看过最好看的韩剧。 没有了什么多金帅男一eng是放着性感美丽爱他的女二不要非爱家世长相什么都平平的女一的泡菜情节            
(4星)	 四星半！难得有深度剧情跌宕连结局都要来个反转的好剧！故事很有完整性，第20集起初让人有些郁闷，但看完还是舒心的，难得悲剧还能温暖。南奎丽长的跟洋娃娃似的，真让人不忍心~还有，片头其实很贴合主题，死亡、出生，每天都在发生，只要有价值的存在过，哪怕49天。            
(3星)	 啧，有点不能圆            
(5星)	 把每一天当做最后一天来过。 勇敢说出你的爱。            
(5星)	 神作，瑶媛演技太棒了。喜欢结局，活着的人始终要过自己的生活。            
(5星)	 是改编欧美美女上错身的韩国版，不过看过后，真的很感动！            
(4星)	 居然两对都永别。。。我喜欢的组合是，韩江+附有智贤灵魂的伊景。            
(5星)	 哭死我了~            
(NA)	 结尾有一种被欺骗的感觉。边看边哭，像自己失恋一样。无声的流泪。又是最后一集剧情大转弯，我极度不喜欢这种结尾，即便很现实很可能发生的。我还是喜欢皆大欢喜的结局。            
(4星)	 我很喜欢里面女主公怎么收集三滴眼泪这个过程。这里说得很对，能有一个真正为你流泪的人真的很少！            
(NA)	 不打分了就 - - .            
(5星)	 太赞了太赞了太赞了 极其对我胃口            
(4星)	 那个魂挺辛苦的            
(4星)	 有多久没见过这样的韩剧了。            
(4星)	 女主的塑造能力不错。scheduler各种有趣。两线故事手法不错。就是我觉得烂尾了……            
(3星)	 女主像妹妹 我喜欢的美人类型 就是太悲了            
(3星)	 打发时间蛮好的....其实难看            
(4星)	 挺好看的。。。            
(NA)	 人与人之间的奸诈险恶            
(4星)	 每天就想最后一天 珍惜的活着             
(4星)	 现在的韩剧越来越垃圾，水的一塌糊涂，大概编剧都遇到瓶颈的，想来这部算是今年最喜欢的之一，虽然结局不那么美满....            
(4星)	 很有意义的一部剧 结局算是BE吧 痛恨导演编剧的同时 也理解他们 这部剧出出来 本就不是传统意义上的虐虐后HE的清新韩剧 而是告诉大家这样一种社会现象 告诉大家要站在另一个角度上 发现真正爱自己的人 然后好好珍惜            
(5星)	 很好看，一集一集环环相扣的感觉，剧情很赞，虽然结尾并不是很喜欢，但是之前的每一集都不容错过            
(3星)	 申智贤貌似充气娃娃            
(3星)	 韩剧里面题材算新颖了吧，收尾不好。。            
(NA)	 寻找真爱，好难            
(3星)	 结局太狗血了            
(3星)	 如果长得很好看的话还可以稍微忍耐弱智兮兮的女主 可是如果长的丑又弱智叫人怎么忍受这么多集呢 3集弃            
(3星)	 烂结局~            
(4星)	 爱这丰盛人世的种种.             
(4星)	 不怎么喜欢看韩剧，却不知不觉又看了一部            
(5星)	 最后她还是死掉了~~~~好伤心            
(3星)	 六集过后果断剧透...韩剧太慢...受不了...结局太坑爹了！            
(5星)	 最近两年唯一看完的韩剧，剧情演员都不错            
(4星)	 跟以前的狗血剧不一样了，至少这个是一个进步吧            
(3星)	 刚开始感觉一般，但该剧是越往下看越精彩的那种。            
(5星)	 人生的长度无法控制，但是人生的宽度却是可以掌握的，珍惜身边的人，因为有你，他们会更幸福。            
(5星)	 江民浩是天枰座的。像那么单纯热心的智贤是不是白羊座类？那个默默付出甘愿等待的是不是天蝎座类？我对角色里的星座产生了浓厚的兴趣            
(5星)	 友情真的不真实。。。            
(5星)	 剧情不错！            
(4星)	 跟着我妈看了点...大概情节都知道了，这也算看过了吧..            
(5星)	 故事情节新颖            
(4星)	 如果忘不了 就一直想念            
(4星)	 很少看韩剧但这部还挺上瘾。前面明显比后面好看，结尾那几集太急了仓促得很！！！南奎丽很美像娃娃一样！            
(4星)	 很不错。但是结局真的很反转。            
(2星)	 既不虎头也不蛇尾，通篇不知所云，感动从何而来？            
(5星)	 怎么也没想到是这个结局。悲催啊            
(NA)	 感动。            
(5星)	 哈哈 喜欢 喜欢 超爱 很喜欢宋的 可是韩江孤独了 心疼            
(4星)	 女1号长得就像个鬼魂啊~            
(4星)	 在不同的世界感受不同的人生，这也只能在电视才能有此经历            
(3星)	 结局去你奶奶的= =            
(5星)	 好看哇，虽然结局不给力，不过真的收获了很多            
(3星)	 喜欢男主，但是大结局真的真的想屎。。。            
(5星)	 前面很好看~剧情很新颖~但是那个结局太“韩剧”了...........            
(NA)	 我也没有自信找到三滴眼泪。            
(4星)	 除了灵魂附体之外，其他的剧情有些老套~            
(5星)	 爱情的伟大，爱就是为他着想，给予他幸福，带给他希望~~            
(5星)	 几年来最棒的韩剧！！！剧本超满分！！！            
(4星)	 无意中发现这部剧，冲着秘密花园姐妹篇才看的，起初觉得没什么意思打发时间来的，越往后觉得不错就坚持看了，结果还没看完，不过看了文字介绍，结局没那么好。            
(4星)	 不知道我死后能有几个人为我真心流泪。            
(4星)	 结局实在狗血            
(4星)	 最后如果是happy ending我就给满分了 555            
(NA)	 一部至今觉得不容错过的韩剧，不像个别的单纯家庭或爱情的勾心斗角，关乎亲情，爱情，友情~~让你珍惜当前所拥有的~~            
(5星)	 想要更加爱身边的每一个人，真心的爱。            
(4星)	 很奇特            
(NA)	 不如期待的好看            
(NA)	 开头很好看，不过结尾有些雷人了            
(4星)	 为什么是这样的结局啊。。。。            
(5星)	 本来对这个题材没什么兴趣，但是编剧功力还是不错的，剧情经凑经得起推敲，一班明星的演技也可圈可点，把本来不合情理的故事表演的合情合理，喜欢~            
(5星)	 一部值得人追的韩剧、            
(5星)	 是我看过电视剧里结局最饱满的一部！！女主角演技真的很好~是我看过的韩剧中最喜欢的《咖啡》媲美的了！！虽然很虚幻 但对向善纯美的一切感到舒心由衷的喜欢~原来男一跟女二都是金牛~！！结果让我哭得不成样子！亲情 爱情 友情描述的都十分到位            
(NA)	 悲伤的故事  那个女二的故事更加的觉得悲伤 结局也不好 相爱的两对都没有在一起            
(NA)	 很长时间没有看韩剧了，这次真的很感动，喜欢韩江，即使是智贤借用伊景的身体，韩江依然能从细微的动作联系到智贤，他是真的爱智贤，很喜欢他们俩在学校里的那段，明显就是喜欢对方啊，其实智贤并不喜欢珉浩，她只是习惯被“喜欢”，韩江为智贤付出的太多了，喜欢他这样的男人            
(5星)	 悲剧么TT……不爽编剧            
(5星)	 虽然结局有点莫名其妙的把什么事都交代的美好了，虽然智贤还是死了……但是49天的历程，真的充斥着友情亲情爱情，与时间赛跑，总是残忍的，但是很享受，也很揪心。一个 思考的问题，当我要结束的时候，有多少人会为我留下真心的泪水。            
(4星)	 我们可以开开心心的看完前面的19集，可是结局，诶，结局不给力啊，BJ是忙着交差啊~~~            
(5星)	 给我们灵魂的洗礼，珍惜每一天            
(4星)	 完全是为了李瑶媛才点开的，没有想到剧情也相当吸引人。一口气看完了，个人觉得没有烂尾。            
(5星)	 亲情，友情，爱情。在今生，不要活的虚假，与遗憾。下辈子，你无法弥补。            
(4星)	 郑日宇啊，怎么就这么帅了？            
