http://movie.douban.com/subject/3861997/	绝代商骄
(3星)	 其实还是弃了            
(4星)	 黄子华！黄子华！黄子华！            
(5星)	 算不错了，第一次看黄子华演戏，觉得很不错，然后看了栋笃神探，发现此人是亮点，佘诗曼在里面也很可爱，超爱            
(4星)	 SSM就是那扣掉的一颗星            
(5星)	 懂了不少金融理论~~喜剧的气氛中又不乏感动，好片！顶黄子华、佘诗曼！            
(3星)	 黄子华啊黄子华~            
(3星)	 TVB剧集的通病 虎头蛇尾            
(5星)	 非常不错            
(4星)	 先看一两集再说吧            
(5星)	 轻松搞笑，我很喜欢~~~            
(3星)	 有些表面            
(4星)	 黄子华还是一如既往得让我开心。T_T  太好看了             
(5星)	 鉴于TVB的颓势，这部我给五颗星            
(4星)	 有意思            
(5星)	 好笑啊 感情戏不算多 点到为止            
(4星)	 好吵啊~~            
(5星)	 啊哈哈哈            
(4星)	 当初觉得是没什么好看的港剧才看的！结果还蛮好看的            
(4星)	 开头真的很引人入戏~            
(4星)	 好笑就够了            
(5星)	 阿佘系戏里面好可爱。而子华……唔使讲，你演咩我都撑            
(4星)	 没传说中那么好看，但是是值得推荐的            
(5星)	 蛮好笑的！            
(4星)	 第一次觉得佘诗曼都几得意噶   看的时候时间过很快  好野！            
(5星)	 真系几好睇阿            
(5星)	 欢乐开怀~            
(4星)	 黄子华是经典，李绮红的回归也算OK            
(3星)	 弱弱问一句：评价为什么这么高？            
(3星)	 编剧脑子入水，虎头蛇尾            
(4星)	 阿佘演的，支持            
(5星)	 感觉还不错            
(4星)	 黄子华这种嘻哈的风格我喜欢。            
(5星)	 麦提爽的衣服太风骚啦~~·佘诗曼小姐请保持演时装剧吧~~~            
(5星)	 黄子华近几年最好的作品            
(5星)	 阿爽的身上已经有太多DAYO自己的影子  所以不费吹灰就吸引到我 直至引致栋笃笑上   爱上一个人的速度 从来没有想过会那么快  黄子华 你是个奇迹  于我更是个救赎  谢谢你。。。。            
(3星)	 沒有太大驚喜~~            
(3星)	 前半部分很好看，后面有点无聊。            
(5星)	 太经典了超级喜欢黄子华            
(4星)	 很有趣的电视 很欣赏黄子华，很喜欢他的笑 同样也很喜欢佘诗曼            
(5星)	 子华简直无得顶，佘泼辣得近乎本色演出。            
(4星)	 黄子华真有才            
(4星)	 黄子华，顶呱呱！            
(4星)	 黄子华，有他的就好看            
(4星)	 剧情自然有它狗血的地方且不提，看到最后却还是能入戏，所以给四星，黄子华和佘诗曼表现不错，不过当年非常喜欢那么可爱的小郭襄李绮虹让我彻底颠覆了……            
(NA)	 挺逗的            
(5星)	 黄子华，栋笃。            
(4星)	 黄子华的冷幽默             
(4星)	 喜欢黄子华            
(NA)	 余诗曼 一般            
(5星)	 黄子华！            
(4星)	 黄子华真是我的菜，又后知后觉了。            
(4星)	 见识到了长尾理论，不做无知的人！            
(5星)	 喜欢子华的表演，女主角换成ADA就更好啦~~            
(5星)	 子华子华子华子华子华子华......!!!            
(5星)	 黄子华演的都好精彩~            
(5星)	 笑死人的台词太多了               
(4星)	 黄子华好好戏~对佘诗曼无爱            
(5星)	 三水妹~            
(4星)	 支持黄子华！            
(3星)	 我还真的挺喜欢黄子华！            
(4星)	 挺好玩的~阿爽很有个性            
(4星)	 学到好多管理学嘅嘢            
(5星)	 不错的哈赞黄子华            
(3星)	 题材不错的！            
(4星)	 阿佘。你是要有多潑            
(3星)	 还好吧，主要是冲着黄子华去看的，看了一半，没有看下去，不似介绍那般精彩，只能说还好。佘诗曼还是适合这样爽利的港剧角色。            
(5星)	 不管白武士还是黑武士，这人演戏咋都一个调，不过我喜欢。            
(NA)	 黄子华表现不错            
(4星)	 搞笑的。。黄子华。支持            
(3星)	 普通。            
(NA)	 头一次和小凡凡看完了整部港剧，黄子华真的好帅！            
(3星)	 对黄子华不感冒            
(NA)	 生活，就是一种态度。麦提爽            
(NA)	 黄子华虽然其貌不扬但表演功力有噢            
(3星)	 大团圆结局，耶            
(4星)	 just 4 子华            
(3星)	 我就是觉得电视剧没什么剧情……还有佘诗曼不够好看！ps：这个叫张国强的，我还真认不出来他和谭咏麟的分别……            
(4星)	 为了黄子华，大师。            
(NA)	 黄子华确实是一个有才华的人，哲学博士果真不是吹出来的！            
(5星)	 真系好搞也啊            
(3星)	 总觉得缺了点什么。不再让我心动的TVB。            
(4星)	 杂兵们将观赏性拉低了不少            
(5星)	 为了黄子华顶上去！            
(5星)	 黄子华搞笑极了~            
(5星)	 无敌可爱之作。。。栋笃神探的延续，黄子华和佘诗曼的精彩            
(3星)	 又是编剧比较弱智，演技比较夸张的典型TVB            
(4星)	 很喜欢佘诗曼在里面的造型，看后才知道原来很多人都很喜欢黄子华。。。             
(5星)	 到底是子華︿︿睇啥人；看啥戲            
(5星)	 个人比较敬佩黄子华，牛人啊~~挺搞笑的这部片子。            
(5星)	 有子华就大爱！！！            
(5星)	 第一遍看的时候可能因为看直播，让各种广告穿插的让我无法投入，今天又看了一遍，发现真的很有意思，这两年港剧真是越来越无趣了，这部却让人感觉又看到了港剧的希望。            
(5星)	 这个片子蛮好看的。能学到东西。            
(3星)	 是在断网期间买的，起初期望并不高，但后来发现还是挺好看的~~喜欢里面编剧安排的小搞笑场面，有时真的能让你笑很久……            
(4星)	 有佘，真不忍看下去，还好还有黄子华。            
(4星)	 好中意黄子华啊~~            
(5星)	 从头到尾，一边看一边做笔记。。。            
(5星)	 不错不错            
(3星)	 上高三的时候看的。            
(5星)	 演技大比拼 观众很享受！            
(5星)	 我的偶像来了，希望出多D电视剧啦~~~            
(5星)	 我就是唉子华！！            
(5星)	 想成为商业奇才不得不看的一部电视剧，想知道你的蓝海在哪里，你问它，想知道什么叫鲶鱼效应你问它，想知道什么事合理化烟雾你问它            
(NA)	 没有一种潇洒不需要代价，做一个平凡的看客就好            
(NA)	 看过 有才华的男人 总是喜欢            
(NA)	 子华真的不错，从栋笃神探开始喜欢他，总是那样独特，人格魅力、、            
(5星)	 劲搞笑~            
(4星)	 很不错的TVB剧,不乏家庭伦理,最终大团圆结局            
(4星)	   真人不露相  大家都该学学低调  还要更知道一点  人总是在被挫了一顿后  才能明白墙是不能硬撞的              
(5星)	 喜欢麦提爽那样聪明善良的男生。            
(5星)	 有个这样的男人真好。            
(5星)	 子华!!!            
(4星)	 力挺黄子华~喜欢佘诗曼在里面的形象而非那个“刘三好”，那样才是港女嘛~~            
(4星)	 第一次识黄子华呢个人~            
(5星)	 近年TVB少有的神作！黄子华真是质量保证            
(4星)	 黄子华的才，喜欢阿佘在里边的那些OL装束            
(4星)	 黄子华...你很牛...            
(3星)	 看完很开心，就足够了            
(5星)	 卧底好人生存小传……            
(4星)	 忘了这是群剧   不是只有主角 而我又没跳着看 看到黄子华哥哥在剧里的家 很心酸 但本剧是为着让人欢乐 所以……            
(3星)	 黃子華 TVB少有的實力派。            
(4星)	 在备考信息经济学的时候，我一直祈求上天赐我一个麦提爽。            
(5星)	 最爱 黄子华            
(5星)	 大愛黃子華~不帥但超有魅力            
(4星)	 丫~ 先坦白···俺只为子华来滴 靓仔咯，还系那么有型 编剧明显有问题 咧大个阴谋竟草草收尾 可惜了            
(5星)	 黄子华的片子一直很赞            
(4星)	 看得挺开心的            
(4星)	 黄子华的电视剧很掂的~            
(3星)	 唉，男猪脚太老了！不喜欢。。。            
(5星)	 嗯。也是无意中看的。算是“瞬间性”喜欢上这部戏。黄子华演得不错，也很喜欢。看完这戏后，我就又把以前演的都看了一遍。很好看。            
(4星)	 黄子华，绝了。            
(NA)	 斗气冤家的模式我一直都爱的。里面有子华兄的幽默我还是很爱的            
(NA)	 搞笑啊            
(5星)	 真的真的好好看，黄子华的角色好衬他！佘诗曼也不装嫩不煽情不扮好人安安心心做了一个泼辣的购物狂+追债女，配角也个个出彩，特别是三水妹的哥哥嫂嫂，活脱脱一幅香港市井小民的生活卷，看来酣畅淋漓，痛快极了!            
(5星)	 看过黄子华的《绝代商骄》《栋笃神探》都觉得很好，不过栋笃神探开始明明是喜剧，笑的我肚子疼，结果结尾最后那个瞬间变成悲剧了，喜感一下变成悲痛了。            
(5星)	 这一对爱侣太可爱了·~~~~~三水妹虽然贪钱，但是她可以分得清需要和爱情，值得赞！麦提爽机智又带点坏，三水妹选对人了。天生一对~~~            
(4星)	 中意黄子华~！            
(NA)	 太能挣钱导致都不积极挣钱的人            
(4星)	 好好笑~            
(5星)	 我的子华呀！！！            
(4星)	 黄子华实在太牛必了            
(5星)	 大爱黄子华每个人都是演员可惜不是每个人都会这样看世界            
(4星)	 佘诗曼那马脸。。。o(╯□╰)o            
(4星)	 还可以吧 标准的港剧模式 学习粤语不错             
(4星)	 比 栋笃神探 差少少            
(5星)	 越来越喜欢这个男人了            
(5星)	 子华的剧哪有不好看的            
(4星)	 很好看。。有很多商业知识很剧情融合。。黄子华很棒。。唯一的问题是，感情戏太快了。。貌似没什么转折。。就好了~~呵呵            
(4星)	 高于一般港剧，但依然逃不过港剧的套路和做作，情节发展上有俗套和硬伤之处。但黄子华的表演真的是不俗。            
(5星)	 啊哈哈，你是不是缺少叶绿素？出去晒晒太阳吧~呃，你闻起来好像煤气泄漏........麦提爽加油            
(NA)	 小成本剧集  很喜欢            
(5星)	 5 star! 黄子华，戏精，我看好你哟            
(5星)	 喜欢!!            
(3星)	 没看完，当时是因为连载的太慢，喜欢佘诗曼，有空补全。            
(NA)	 黄子华，赞！            
(4星)	 我也想要个麦提爽TOT....................            
(5星)	 黄子华太有魅力了~我后知后觉啊~            
(5星)	 我很很很喜欢黄子华 有才华 有内涵 有智慧但是我不喜欢跟他配戏的佘大妈            
(5星)	 好搞嘢，黄子华，偶稀罕你。。            
(4星)	 虽然不喜欢佘诗曼，但是这部剧还是很不错的，黄子华的电视剧不多，但都很好看~            
(5星)	 愛黃子華…有一集的黃子華，幾乎讓我覺得要是他說娶我，我想也不想就會答應他是個好男人，雖然他不算很帥，但這樣有內涵的男人魅力沒法擋呀！            
(5星)	 5星只因黄子华~            
(4星)	 恋爱试运行的概念还蛮好玩的...佘诗曼演来演去都是差不多的角色...            
(5星)	 笑死我了，现在好难得看完一部连续剧。            
(5星)	 男主是实力派            
(4星)	 8错~——2010.5            
(4星)	 有味道的男银.            
(5星)	 黄子华栋笃笑,加长版,另加嘉宾几个~~            
(5星)	 嘛，你知道的，黄子华，佘诗曼，我的爱啊~            
(4星)	 黄子华戏少但是有自己的风格，不过感觉他跳不出这个戏路拉。蛮好笑的片，李绮红复出了，但是回不到以前的感觉了~唉~~还是怀念男欢女爱，笑死我了，还有和ADA的栋笃神探，悲剧的结尾，郁闷了好久            
(4星)	 麦提爽也太聪明了哇。。            
(NA)	 这部剧相当喜欢阿佘            
(5星)	 以前超讨厌阿佘，三水妹却大爱，呵呵，喜欢阿爽的智慧，三水妹的可爱直率~            
(3星)	 看完这部戏觉得佘诗曼好漂亮啊            
(5星)	 超级好看！无与伦比的欢乐            
(NA)	 。。刚看到名字的时候 对于不是那么青春靓丽的演员阵容还是不怎么感兴趣。但是一看，马上就被折服了！剧本没让我失望！阿佘的演技如火纯情。。比三圣母好多了。黄子华的睿智也超迷人。总之，算是TVB 不可错过的好戏一部            
(5星)	 黄子华的剧是质量的保证 他太有才了            
(4星)	 还满搞笑的            
(2星)	 男猪脚真的不够年轻和帅！            
(5星)	 好多好多经典的搞笑台词！黄子华你太有才了！            
(4星)	 黄子华啊黄子华 片子不长 但看了好久 很可爱的片子            
(5星)	 黄子华很是搞笑啊哈~            
(5星)	 子华还能再演几年这种角色，可以和中女谈恋爱？            
(NA)	 栋笃神探、绝代商骄··爱子华的栋笃笑，爱子华的爱国精神            
(5星)	 很好看，很好笑。笑点很多。佘诗曼的确是演的好呀，什么角色都能演。            
(4星)	 纯粹看阿佘来的。。。            
(3星)	 黄子华还是依然那么有风格。            
(3星)	 子华真是可爱，不喜欢佘大妈            
(5星)	 有个“不靠谱儿”的主儿在身边，生活才有戏剧性，有滋有味儿~            
(3星)	 跟商有关   看过一部分            
(4星)	 搞笑啦            
(4星)	 好喜欢子华，对she无感，还是栋笃最好^^栋笃》男亲》商骄，奸人坚除了子华都看不下去            
(4星)	 很不错，轻松，内容很丰富            
(5星)	 非常好看非常搞笑！            
(3星)	 让我觉得原来做生意挺简单            
(4星)	 很好看啊~黄子华很有才！            
(NA)	 黄生厉害喽，本色出演，让人大呼过瘾            
(4星)	 非常好看 演的很好            
(5星)	 如果女主不是佘诗曼，就完美了            
(5星)	 黄子华 太有 才了~他的那个&#34;雨衣&#34;外套，哈哈~延续到了另外一部戏. 还有佘诗曼一开始就张口闭口都是”贱男人“贱男人”~~现在想想都还想笑            
(4星)	 子华好嘢！            
(5星)	 搞笑~是阿佘拍过的很成功的戏            
(3星)	 学粤语            
(5星)	 太中意黃子華了···            
(3星)	 虎头蛇尾~~故弄玄虚~~香港肥皂剧的典型幸好只有22集最后一集和巧玉、玉阿、杨~玉、大玉玉边聊边看她比我看的还投入些吧~~            
(5星)	 绝对好体, 笑到爆肚            
(2星)	 黄子华真丑            
(4星)	 商业头脑            
(NA)	 很大一部分是因为黄子华才去看的 很佩服这个人            
(5星)	 还没看完，其实我觉得劲好看！因为我只是看了一集就已经爱上它了~哈哈            
(NA)	 oh,无愧于黄子华的招牌.....佘诗曼终于不再让人讨厌,三水妹....            
(4星)	 子华！！！不过感觉结尾部分很仓促的感觉，跟张国强的互斗太轻描淡写了。三水妹的塑造，不错。            
(5星)	 Dayo 啊 Dayo 你怎么不老呢            
(4星)	 蛮不错的笑剧            
(4星)	 超喜欢黄子华，超讨厌佘诗曼，这样的搭配很无语，，黄子华好塞雷呀。。            
(NA)	 黄子华很有才华。            
(5星)	 不用说什么，只要有黄子华，基本上都是爆收视            
(NA)	 比较喜欢黄子华的电视剧,比较幽默，看着轻松            
(5星)	 有点意思，学到不少东西，            
(4星)	 黄子华            
(4星)	 虽然HZH真的不帅，但是看了这部之后发现真的还蛮有型的。。。            
(4星)	 后面有点糙            
(NA)	 我追看的港剧不多，直接看粤语的更少，他是一个。。。。。            
(4星)	 消遣不错~~            
(5星)	 嫁人当嫁麦提爽啊～            
(4星)	 黄子华确实很搞笑，剧中还有很多知识可以学，啊佘在里面还蛮可爱的            
(4星)	 其实剧情不够经得起推敲。不过因为黄子华，我打四星~            
(5星)	 黄子华金句之王啊~            
(5星)	 熬夜看了，黄子华不错。            
(3星)	 你作为一个朋友，千古难求；你作为一条水鱼，举世无双！             
(4星)	 太有才了。            
(4星)	 前几集很精彩            
(NA)	 喜欢黄子华的演技，演的真的很像。            
(4星)	 又一对银幕情侣！            
(NA)	 太好看了。。。。黄子华虽然其貌不扬，但是。。。。要多找些他的剧集来看啦。。。哈哈            
(NA)	 子华子华 。            
(NA)	 第一部追看的港剧。。。            
(5星)	 又是黄子华演的贱精，赞~            
(NA)	 还不错的一部小成本剧~~值得一看            
(5星)	 虽然一开始听说黄子华+佘诗曼的时候呆了一小下....但是....剧情实在比最近很多戏都好很多...佘诗曼的演技好超多的....感觉是最近现代版电视剧里面突出的了...            
(5星)	 起先觉得此片一定俗套,结果一直追着看完.除了人生还有许多专业知识,受益匪浅            
(3星)	 港味甚浓，黄子华演技好，可惜是小成本制作，且有些情节较不合理            
(3星)	 斋叔那个儿子和儿媳妇 真是够了！自己贪钱就算了 还不负责把责任推给阿爽 搞成这样还不是他们自己贪钱 活该 还这样对阿爽 真是一对神经病 见钱眼开的贱精            
(4星)	 黄子华的作品，似乎部部是经典。09年的栋笃笑与前几场一样又创下佳绩。不能否认，黄子华是收视保证！            
(5星)	 很搞笑的一部片...但是要看粤语.不懂粤语的还是别看...身边的人.在后期.都中了黄子华的毒..说要找黄子华一般的男人.哈哈...            
(4星)	 黄子华还不错~~            
(4星)	 挺搞笑的，还不错，看到了一些以前蛮喜欢的演员，8错！！            
(NA)	 就喜欢你死乞白赖欠揍的样子，哈哈            
(4星)	 子华好野~SS很适合演这样的角色多过圣母            
(NA)	 好看的            
(NA)	 男人越老越有味儿！            
(3星)	 佘诗曼演技大有进步啊            
(NA)	 黄子华。。。。。。。。。。。            
(5星)	 超中意黄子华            
(5星)	 黄子华，姜还是老的辣            
(5星)	 很好看，剧情嘛还是TVB的惯有套路，不过小细节还是很有趣，而且黄子华每次出手都还是很值得期待的，推荐推荐            
(5星)	 我也觉得这个片子不错，还可以一看！            
(4星)	 我也想要麦提爽那么有才啊.......            
(NA)	 很好玩很搞笑, 还学了些商业词汇~            
(5星)	 剧赞 黄子华赞啦            
(NA)	 为什么黄子华的气场没有任何女主角能超越哇~~而且难得剧情还有内容，居然在教点金融知识哇，好笑不枯燥呢            
(5星)	 黄生不知又改了多少剧本，多少台词            
(5星)	 阿佘第一次演喜剧 演的很好！ 当然黄子华大哥真的很厉害   赞            
(4星)	 挺搞笑的            
(5星)	 麦提爽太帅了喂.黄子华演得好!!            
(4星)	 认识上黄子华的片子，比起剧更喜欢黄子华本身            
(NA)	 good            
(5星)	 这个不错 情节够紧凑的...            
(5星)	 近年来难得还原港剧原味的惊喜之作            
(4星)	 一贯的黄子华风格和水准            
(4星)	 后面麻麻地            
(NA)	 原来李绮红的粤语口音很好听。。。黄子华其实是有些才华的。            
(NA)	 主演 不喜欢~            
(5星)	 黄子华太帅了！！~~~            
(5星)	 前2/3挺精彩，后1/3太潦草。但是黄子华足以令其成为经典。            
(5星)	 刚刚看完···学到挺多商业知识~哈哈哈            
(4星)	 这部戏值得推荐，黄子华里面的痞子形象很可爱，佘诗曼在里面也很漂亮~            
(NA)	 女人果然不禁老            
(5星)	 大爱黄生            
(3星)	 唔中意幕莲····            
(4星)	 黄子华不错            
(3星)	 2010-3            
(NA)	 唉。真是可以忘掉这个人，但是忘不了这把声音啊。阿黄生起码你证明了我家中不是只有闷片的咧。你那童年阴影肯定也是逃不掉了，我看你根本就是享受自己有童年阴影这个特权啊。不过下次可不可以从金融圈走出来啊。我也有阴影嘛。居然也被你们撑到22集啊。。。一堆人都麻麻，就李绮红演得好            
(4星)	 黄子华 man            
(4星)	 涉及几个关于经济的概念，没有特别深，黄子华与阿佘演情侣看起来也还行            
(5星)	 09年最好噶一部电视剧啦，华叔bo！            
(5星)	 彻底迷晕了~~~~~有一种人就叫人见人爱            
(4星)	 在笑中学,在学中笑            
(3星)	 满另类的～～～            
(4星)	 挺搞笑，喜欢子华            
(5星)	 O(∩_∩)O哈哈哈~   看过            
(5星)	 dayo的电视剧就是不一般            
(NA)	 “三水妹”喜欢自己的男生对自己有个特别的“昵称”是件幸福的事情O(∩_∩)O~            
(4星)	 完全是给黄子华的桥。            
(4星)	 看着真是开心又轻松，干嘛许多港剧都要那么悲情又纠缠不清，像这样多好。            
(4星)	 黄子华演的戏都很自然，又是喜剧，娱乐娱乐很不错            
(4星)	 台词很经典。不愧为黄子华。            
(4星)	 没以前的好看哎，黄生            
(5星)	 我彻底控上子华大叔了。            
(NA)	 2009--2010年的寒假..蜗居....很喜欢佘诗曼..问世间情为何物..情为怪物..            
(4星)	 主要是看黄子华，剧情不温不火，中规中矩！            
(4星)	 试试吧~~            
(4星)	 剧情扣分，黄子华依旧满分。            
(5星)	  收数妹            
(3星)	 满喜欢黄子华的            
(4星)	 怎样经商            
(4星)	 很好看的很“香港”商战电视剧~            
(4星)	 恋上麦提爽这样的好男人。            
(5星)	 很好看的戏，因为这部戏爱上黄子华，爱上他的栋笃笑！            
(5星)	 挺不错的~~            
(5星)	 绝对好看的...不管是情节还是黄子华本人...都很吸引人...            
(5星)	 这个搭配还不错            
(5星)	 子华太有才了。            
(5星)	 喜欢林淼淼            
(4星)	 黄子华是在太帅了！！！喜欢。            
(5星)	 这片子又搞笑又有内涵，吸引我一直看下去            
(4星)	 经典语录            
(4星)	 黄子华            
(4星)	 黄子华的戏很好~            
(3星)	 说实话，不怎么地~但是比较喜欢女主角，所以给三星~            
(4星)	 充斥着营销知识 唉 不过淼淼真的不错的            
(4星)	 冲着黄子华去的 没让我失望啊            
(4星)	 比较搞笑的电视剧，感觉佘诗曼在里面的表演还不错。            
(3星)	 还是可以，毕竟我看完了，子华剑走偏锋，阿佘的三水妹很可爱，就是闹了点            
(5星)	 这样的风趣幽默只有黄子华演的出。人不可貌相这句话非常适合他。            
(4星)	 很喜欢两个主演，虽然男主角身份很老套，但还是觉得算是去年底不错的电影            
(4星)	 没想到SS还能演喜剧            
(5星)	 不错的一部电视剧，阿佘很美，黄子华很逗，里面还有很多商业知识            
(NA)	 挺子华的剧！            
(5星)	 赞            
(3星)	 故事立意不错，黄氏幽默也实在是搞笑而有富有哲理，但是太过着眼于形式，太过于浮夸，很多东西泛于形式，内容空洞。            
(4星)	 屏蔽佘阿姨            
(5星)	 还挺好看的            
(5星)	 超爱黄子华，觉得他是个天才~很搞笑，我会一直一直支持你的~！！            
(5星)	 强烈推荐，笑死人了~~~( ∪.∪ )... zzz ZZZ呼嚕http://www.syooy.com 呼嚕呼嚕……             
(4星)	 总的来说还是09年相当好的一部TVB剧……            
(5星)	 很好看的  黄子华绝对比TVB那些小生有实力            
(4星)	 算是近期还不错的了            
(5星)	 啦啦啦。。。。黄子华是戏骨，演的太好啊。。。            
(5星)	 超喜歡黃生！麥提爽是dream boyfriend~很喜歡他的西裝look。棟篤笑融入到電視劇里了~            
(5星)	 睇得我好欢..            
(5星)	 巨搞笑，看完特别迷恋黄子华了，哈哈            
(4星)	 觉得是业余的MBA课程精华啊...            
(4星)	 我爱黄子华- -            
(4星)	 黄子华很有才            
(4星)	 黄子华，岁月还是挡不住你的魅力啊            
(4星)	 商机无限有待发现            
(5星)	 顶黄先生            
(NA)	 开始挺有意思            
(4星)	 老婆喜欢            
(5星)	 欲罢不能！            
(5星)	 爱爱，佘诗曼            
(5星)	 突然发现其实黄子华也听帅的。另一种帅啊 。            
(5星)	 太好玩的片子了，小制作，小成本，但只要有黄子华的标签，就是绝对的赞！            
(4星)	 一般般，黄子华走不出的不羁形象            
(4星)	 有了黄子华，好玩的电视剧就更加好玩了~~~前十集，真是每集都有很好笑的笑点。小佘也变得可爱多了。上海南汇期间阅，2009.10            
(5星)	 支持，子华就是有才            
(4星)	 比较搞笑..            
(4星)	 经商宝典            
(4星)	 挺搞笑了~~主演的演技没的说啊            
(NA)	 黄子华继《男亲女爱》后的好看电视剧。题材挺好            
(4星)	 挺欣赏王子华  可是女主角无爱            
(5星)	 还是很好看的~赞下黄子华和阿佘的演出~鲶鱼理论，长尾理论，28定律~            
(3星)	    很难想象为什么TVB还找上了这个50岁的男人来与花旦配戏？  说TVB没人吧？说不过去……在巾帼枭雄里还蛮看好吴卓羲的……  有点少看到陈键锋了……有个玩的好的和陈长的蛮像的……OH，扯远了   只能说这部剧是空虚寂寞时，奔着花旦去的……            
(NA)	 死板的剧情，却有黄子华先生生动的语言~~~真的很有趣啊~~~            
(NA)	 其实黄子华还蛮特别的......现在才发现,小佘的脸真的有点过长了......            
(5星)	 这部电影的男主角是一个好人，长的不帅但心地好。帮助别人却不让人知道，直到事情结束了解是 在帮他            
(4星)	 还不错，黄子华扮演的企业医生很有个性，而佘诗曼的表演也可圈可点···            
(5星)	 09年TVB剧里最喜欢的了~阿佘喜剧真不错~黄子华依然是那个黄子华~搞笑的又不失智慧~            
(4星)	 大学之后只看了这一部TVB 有100分我就打101分            
(5星)	 一个可以学习商业用语的连续剧，但不免有点虎头蛇尾～            
(4星)	 虽然有些地方实在是太。。。。不过总体还是不错            
(5星)	 啊喂，你怎么这么厉害！            
(5星)	 第一次觉得SSM不是那么那么不顺眼。            
(5星)	 就在子华说：“回去告诉日本人，钓鱼岛是我们中国的”时候就对他留下了不同于一般TVB演员的感受。麦提爽是那种和他本人有很多相似的角色，就像看似一成不变的衣服，仔细看过才发现他其实天天不一样，低调中给人不一样的惊喜！！            
(4星)	 果然男人最重要的還是智慧            
(5星)	 嗯喏 我觉得这是tvb我有记忆有史以来最好看的电视剧 可能之前好看的我都忘了哈            
(NA)	 还不错            
(4星)	 子华大叔的气场。。            
(NA)	 超爱            
(5星)	 黄sir…膜拜…            
(4星)	 烂尾了。。            
(NA)	 黄子华总能跟tvb力捧得一线女星合作，可见他很强            
(5星)	 如果没有黄子华 恐怕不会给五星            
(NA)	 很好看            
(3星)	 前面看起来很好玩，到了后面剧情就没啥可写的了。            
(5星)	 喜欢黄子华！            
(5星)	 绝对的赞~无论是商业理论还是办公室政治都有寓教于乐的意思。黄子华的不羁依然让人很心动啊卡卡~            
(5星)	 简直是经典··这个暑假看的这部剧~~觉得非常不错~~太棒了~~            
(NA)	 我爱黄子华            
(5星)	 几乎是连夜看完的，几乎是从头到尾都在笑～，很不错～            
(3星)	 看到后面就一般了            
(5星)	 智慧的教育，从里面学了几个道理的商业名词⋯⋯            
(3星)	 后面越拍越不靠谱。。。            
(5星)	 我爱黄子华            
(4星)	 在今时今日个tvb，实属难得的精品            
(4星)	 多好的剧，结尾给糟蹋了，开始喜欢看黄子华的戏，佘诗曼这次的三水妹很不错。            
(5星)	 黃子華好好笑啊哈哈哈哈哈            
(5星)	 一直觉得这男人站在舞台上是发着光的~他一点点道出浅显却易被忽略的道理~他直着于什么是对什么是错~他存在即矛盾却又让人觉得安心~            
(5星)	 电视版栋笃笑            
(4星)	 喜欢这部戏的前面，看到了男主角的才华。。            
(4星)	 里边有很多值得学习的东西，8错8错，就是感情线编排得有些粗糙。            
(4星)	 黄子华太有才了……            
(4星)	 完全为了黄子华            
(5星)	 有很多知识可以学。二八定律，长尾理论，做生意。。。            
(4星)	 剧情实在一般，纯粹为支持子华。            
(4星)	 麦提爽幽默而有智慧的对白。很喜欢。            
(4星)	 合理化烟幕 二八定律 长尾理论 葡萄藤营销 鲶鱼效应 总之学到了很多经济学的东西 我才发现大学学的东西都没啥用 还不如看一部TVB电视剧学的多            
(3星)	 还算不错，但是黄子华有些程式化，突破不大            
(5星)	 黄子华的魅力。            
(5星)	 一部有營養,有深度的喜劇.            
(4星)	 子华出马，“贱人”无敌，O(∩_∩)O~我喜欢\(^o^)/~            
(4星)	 阿佘在里面颠覆形象啊，黄子华的复出也可圈可点            
(4星)	 因为有黄子华而精彩。            
(4星)	 很幽默~            
(3星)	 很典型的港剧。够热闹 不精彩 很老套。黄子华表现很一般。惊见李绮红 红颜已逝啊。脑海中还是当年的郭襄。            
(4星)	 黄子华是个神人，佩服···这个剧还是要看一下的，能领悟到一些东西            
(4星)	 因为佘诗曼 才看的。。还行吧            
(4星)	 很好看啊 佘诗曼在里面的扮相很漂亮 性格也很讨巧            
(4星)	 TVB多久没出这种轻松的剧了?            
(5星)	 我爱黄子华            
(NA)	 黄子华我大爱。            
(5星)	 很搞笑！黄子华总是用坏坏的外表掩盖内心的敏感和脆弱。。。。需要三水妹这样大条直爽又真性情的人来搭配，，才算完美            
(4星)	 很浅显，很幽默的演绎方式，学到了很多看似很深奥，很难懂的经济法则，这种片子才是真正的大众福利            
(3星)	 对男主角还是没好感            
(NA)	 黄子华很赞            
(5星)	 喜欢黄子华            
(4星)	 这样不错的评价给的一定不是编剧，剧情很一般，但是喜欢黄子华            
(5星)	 黄哥对我有种说不出的喜欢            
(4星)	 黄子华很搞笑            
(4星)	 太好看了，里面黄子华说的话好多都很有道理呢，几个月前看得，现在还记忆犹新～～            
(3星)	 喜欢好的那个结局~            
(NA)	 有点好看。。            
(2星)	 没有黄子华这个片子就没有了            
(4星)	 剧情有点散，总的来说还不错            
(3星)	 比不过《栋笃神探》。佘诗曼静下来的时候，会看见无法抵挡的岁月停留在她脸上。            
(5星)	 子华的又一力作，很搞笑！            
(5星)	 超喜欢黄子华            
(3星)	 前半截还不错            
(5星)	 很好笑 很好笑            
(5星)	 看在男猪脚的份上，5颗星。。            
(5星)	 学了不少管理学的理论。            
(5星)	 港片之最啊！推荐推荐！~~            
(3星)	 6个水和四个×            
