http://movie.douban.com/subject/3904560/	水浒传
(3星)	 这宋江演的太差了...越到后面越上火....            
(NA)	 有可看之处            
(NA)	 年少无知时，看到那个跪地招安的宋某人，很想把他咔咔了。            
(4星)	 这个吗，肯定比再拍的经典            
(4星)	 据说拍此片耗费了巨大的人力物力，所以看了一段时间。是不错            
(4星)	 除了宋江，没有雷人的。            
(5星)	 四大名著都是那么经典 小时候电视观看            
(4星)	 可悲的林冲，那会真想把宋江宰了...            
(3星)	 一家人都骂宋江同学= =            
(3星)	 四大名著改编，我认为最差的一部，而且像原著一样的虎头蛇尾，不知道是导演就是这么想的还是能力不行            
(5星)	 编剧不错            
(5星)	 国产经典！            
(5星)	 觉得拍的还是不错的            
(5星)	 都说这部戏很窝囊，幼小的我觉得还不错哦            
(4星)	 男人可以一看的。            
(4星)	 20111203带着美好的回忆重新观看，却发现相比原著是那么的不堪，唉，往事不可回首就是这个意思吧            
(4星)	 因为讨厌李雪健，所以只给四星。            
(5星)	 经典            
(4星)	 影响力远不如其他三部            
(3星)	 不喜欢李雪健            
(4星)	 不错            
(NA)	 他们造反，然后，招安了，然后，死了            
(5星)	 无论演员，还是布景，配乐，都很带劲儿！            
(4星)	 挺好看的~~~~~~            
(5星)	 还是很尊重原著的            
(4星)	 你有我有全都有啊！            
(4星)	 毛，全国人的期待，渐渐变成憋屈~            
(5星)	 108条汉            
(NA)	 少年回忆系列            
(4星)	 小学时代。天天跟着爸爸一起观看。            
(4星)	 竟然没有人承认我看过！！！！！！！            
(4星)	 我想砍了宋江            
(4星)	 还不错啦！            
(4星)	 还凑合吧，我觉得么有三国那么好            
(NA)	 以前全家蜗居在很小的房子.很小的电视.            
(4星)	 这个宋公明            
(5星)	 宋江是个投降派，将怂怂一窝。            
(5星)	 当年花大力气拍的，也不好意思说它坏话，在现在胡编乱造世风日下的情况下，这样忠实原著已经是奢求了            
(4星)	 改动略多            
(5星)	 呵呵，和爸爸看电视，喜欢            
(3星)	 看着难受..虎头蛇尾            
(4星)	 4大经典第四部被搬上银幕。义字当头令人感动，武打场面由名家指导（好像是袁和平团队），场面恢弘。            
(4星)	 当初真是……风行一时OTZ            
(NA)	 就喜欢林冲和武松            
(4星)	 我只记得那时还未形成审美观的我都觉得林冲英俊的不行            
(4星)	 最讨厌宋江，那时候还小，就觉得丫跪着时像条狗            
(2星)	 真的很烂            
(4星)	 别无选择只能看他拍的，日            
(5星)	 挺喜欢男人戏的……被迫的感觉很纠结也很过瘾……            
(4星)	 这个好            
(3星)	 四大名著里最差的一部，叹气            
(NA)	 7.9分!            
(4星)	 天天晚上等着看片尾曲            
(4星)	 好多故事和人物都删了            
(2星)	 宋江看着就来气            
(5星)	 重温经典，美好回忆            
(5星)	 哦，不错不错哈            
(4星)	 水浒电视剧一大问题是把梁山好汉都写成了正常人，好人。其实书里不是这么写的，书中的武松和鲁智深甚至林冲都是杀人不眨眼的狠毒人。道具 服装 动作 演员俱佳 可惜 可惜            
(4星)	 算是改得很成功了            
(4星)	 悲壮的歌            
(5星)	 喜欢这一版里的武松、林冲、鲁智深和花容。李雪健的宋江入骨三分，可是太招人恨了。            
(NA)	 打戏有劲 建议拍120回版本            
(3星)	 前面还好，后面扯远了            
(4星)	 那个挺着肚子，一脸似坏似傻似天真似邪恶假笑的宋江，巅峰造极，怕是后来人无法模仿。             
(4星)	 也是看到后来看不下去了。。。。            
(NA)	 大河向东流哇……            
(2星)	 太难看了            
(5星)	 超好 我真的觉得好            
(3星)	 没看全            
(5星)	 没人能再翻拍四大名著~没人            
(3星)	 相比四大名著中的其他三个觉得很差劲！            
(4星)	 看了現在的電視再回過頭去看這個發現，還是不錯的            
(5星)	 曾经 林冲死时我伤心的卧床不起……            
(4星)	 我不喜欢宋江，但喜欢武松！            
(4星)	 梁山泊105个男人与3个女人的故事。            
(4星)	 我讨厌那个结尾            
(5星)	 喜欢武松打虎那段~            
(4星)	 三星半            
(5星)	 男人的戏..            
(4星)	 我家买电视时，刚好演到武松打蒋门神，印象深刻。            
(2星)	 央视版四大名著最烂一部            
(4星)	 想踢爬在地上的宋江几脚            
(5星)	 若干年后的今日，我每天听着田连元老师的评书，还真怀念这部电视剧了            
(4星)	 过年时看的当时回东北奶奶家            
(2星)	 女人太少 不喜欢四大名著之最不爱            
(4星)	 通过这部电视剧我第一次系统地了解梁山好汉的故事；《好汉歌》首播时觉得很搞笑，现在觉得很有神韵            
(4星)	 少不看水浒，唉            
(NA)	 可能不看吗？？？？？            
(NA)	 路见不平一声吼啊。            
(5星)	 顶！！！            
(4星)	 央视四大名著最后完成的一部，确实不赖。            
(NA)	 好几集还是蛮好看的，比如说景阳冈，比如说风雪山神庙，智取生辰纲等等都不错，可是宋江出来就没看透了，越看越让人火大。他还在浔阳楼上提反诗，什么“他日若遂凌云志，敢笑黄巢不丈夫，”他以为他是谁啊，受不了……            
(NA)	 有时间要重温。            
(3星)	 张纪中 李雪健 最帅还是丁海峰 王思懿挺美            
(3星)	 不堪回首的青春            
(3星)	 那个时候很喜欢，讨厌死宋江了~~我们家林冲就这样被气死了            
(4星)	 拍的不错的            
(3星)	 风风火火闯九州啊~ 潘金莲不好看~            
(4星)	 那个李雪健哟......            
(3星)	 大河~向东流啊~            
(3星)	 一般，太一般了            
(3星)	 以当时的年代而言太过简陋。            
(NA)	 极其讨厌宋某人怎么会都听他的呢            
(NA)	 记得武大郎，潘金莲那几集要演了，班上都有人预告。            
(4星)	 儿时最爱哈哈            
(4星)	 当时超迷武松的，宋江太欠阉了            
(3星)	 个人对原著的那些梁山好汉实在不以为然，此片只记得赵季平的好汉歌了            
(3星)	 三星打给李雪健。            
(4星)	 每次看到宋江接受招安爬在地上的样子，心里都忍不住想在他屁股上踢一脚。            
(4星)	 不喜欢后半部            
