http://movie.douban.com/subject/2221708/	永不瞑目
(4星)	 一般般，不过喜欢欧阳兰兰敢爱敢恨的性格            
(4星)	 年轻的陆毅。            
(4星)	 海岩最优秀的电视剧            
(5星)	 还是给五星吧，演员都很不错            
(5星)	 这是我看的第一部内地偶像剧 那个时候甚至还不知道海岩是谁 青春懵懂的我被陆毅的阳光帅气彻底征服了 尽管现在觉得他太过油腻 但那个时候真的很憧憬 喜欢苏瑾 大大的眼睛 很知性也很潇洒 第一次感觉姐弟恋也很和谐 还有孙红雷 当时断定他就是个适合演土匪流氓的特型演员 没想到现在的正面角色也让他演            
(NA)	 记得当年为了看结局连春晚都没看，哎，可怜了，我的眼泪呀，那是个哗哗的流。。。            
(NA)	 袁立 优酷在线专辑：http://www.youku.com/playlist_show/id_3000002_ascending_1_page_1.html            
(3星)	 迷倒宿舍所有女生的陆毅             
(4星)	 陆毅很帅，袁立演的挺好，从这部剧开始关注孙红雷的。            
(NA)	 我认为这是海岩的最高峰            
(3星)	 当时火了一把            
(NA)	 中学时候看过的电视剧，为里面男女主角的纯真的爱情而感动！            
(NA)	 就是这个戏知道的陆毅，还有……海岩那个疯子……写作的疯子            
(3星)	 好胖的陆毅==            
(4星)	 初识陆毅...            
(5星)	 肖童，我曾为你哭泣            
(3星)	 遥远的记忆            
(3星)	 我就是从这部片子开始讨厌陆毅的……            
(2星)	 隐约看过。            
(5星)	 唉，他那么好，那么好……            
(5星)	 知道陆毅就是从这开始的，如今他已为人父，时间真是快啊，而我也早过了崇拜偶像的年龄了。            
(5星)	 永远的青春永远的肖童            
(5星)	 尤记当年青涩时            
(3星)	 那个时候青涩的小帅哥啊~~            
(NA)	 那时梦想我上大学时要能碰到欧阳兰兰这样的就好了  哪来这么多纠结            
(NA)	 喜欢上了袁立的洒脱和纯粹            
(4星)	 小的时候挺喜欢看的 OHOHO            
(4星)	 捧红了陆毅的电视剧            
(4星)	 初中时候看的，挺有意思的记着有一天丁亮跟我说晚上一定要看那集说是有牛逼镜头            
(4星)	 爱的是欧阳兰兰。。。            
(4星)	 永远的肖童            
(4星)	 也许陆毅没办法超越了            
(4星)	 年轻的陆毅真是帅啊            
(NA)	 很喜欢 虽然已经不记得剧情了            
(4星)	 记得每次在电视上看到这不电视剧的时候，都是最后一集，太巧了            
(4星)	 上大一时看的，在宿舍看的。            
(5星)	 上初中看了，那时迷得不行            
(4星)	 是英雄你头也别回            
(4星)	 一边做功课一边看啊。。。            
(3星)	 没什么理由 就是不太喜欢苏瑾            
(4星)	 高三的时候，很迷，我到底喜欢老男人还是正太啊？            
(4星)	 陆毅也有年轻时……            
(5星)	 喜欢肖童，不喜欢陆毅            
(4星)	 海岩作品，这是第一次看陆毅的表演，给我留下了不错的印象。随后的《情人结》，与赵薇搭档，演绎了一次平民化的“罗密欧与朱丽叶”式的悲剧。            
(4星)	 当时很喜欢            
(5星)	 只是看过。~~~            
(NA)	 陆毅这时候才算帅            
(NA)	 觉得那时候的陆毅是道太美丽的阳光。            
(5星)	 旁白娓娓道来的叙事风格我很喜欢。大学生肖童很有个性很细腻，惟妙惟肖。女刑警欧庆春，毒枭女儿欧阳兰兰都演的非常好。最后看到兰兰开枪打死肖童的时候都哭了。            
(4星)	 喜欢肖童，也喜欢陆毅~            
(4星)	 第一次认识帅帅的陆毅            
(NA)	 很早就看了.那时便记住了陆毅了.            
(4星)	 肖童是我曾经第一代梦中情人。            
(5星)	 遥远的记忆了。没再完整地重温过。            
(4星)	 肖童有个人说赵宝刚的片子很厉害 列举了这部 我说 哦            
(3星)	 当时好喜欢陆毅，当然只是当时            
(4星)	 陆毅初展锋芒            
(5星)	 没看完，还想看的~            
(NA)	 海岩 和陆毅袁立             
(NA)	 在这里还没怎么注意到袁立，虽然在铁齿铜牙纪晓岚里面很喜欢她            
(4星)	 初中的时候觉得陆毅好帅啊            
(4星)	 怀念当年的那个陆毅可惜永远回不来了            
(4星)	 印象中最早的最好的大陆青春剧            
(3星)	 海岩的嘛，就那个样。看的多了，也就感觉一般了……            
(3星)	 现在想来觉得很恶心            
(3星)	 女的明显比男的大            
(5星)	 心中永远的肖童            
(5星)	 海岩剧中的经典，不愧是赵宝刚导演，推出后让两位主演迅速走红，虽然个人感觉陆毅、苏瑾后来的作品都差强人意。其实，海岩剧有些拍的不好的原因是演员和角色给人的感觉不匹配，而永不瞑目给人的感觉，里面的角色从主角到配角都是很合适角色。另外，里面王志文的旁白功力深厚，可圈可点。            
(3星)	 苏瑾的气质            
(4星)	 很喜欢袁立            
(4星)	 陆毅的成名作 似乎很久远了            
(NA)	 爱            
(NA)	 有我们学校哦。            
(NA)	 着迷！            
(4星)	 遗憾的结局总是让人难忘            
(NA)	 陆毅 苏瑾             
(NA)	 陆毅越看越 没法            
(NA)	 为了爱情  值得吗?            
(4星)	 经典就不用再说了。            
(4星)	 现在我奶奶看到陆毅还叫肖童呢            
(5星)	 很久以前看的这部电视剧，为他流过很多眼泪，总以为肖童会跟欧庆春在一起，在最后一集却看到她离去·······            
(NA)	 这个，我导师都知道~~~            
(4星)	 苏瑾 好有气质            
(4星)	 海岩最棒的一部             
(5星)	 没有什么崇高的主义，因为不懂，因为蒙在谷里，因为人的意愿            
(NA)	 陆毅的成名作            
(5星)	 内地赵宝刚拍的电视剧还是值得一看的            
(5星)	 曾经  一直想  看全 的  一直也没 看全  哇哈哈哈            
(5星)	 默默的还记得就说明值得记得，给予很高的评价            
(3星)	 primary            
(4星)	 完全是因为，苏瑾有点意思……            
(3星)	 很多情节说不过去呀 乱编            
(4星)	 那个时候爱死陆毅了，真的很帅气，不过姐弟恋我受不了~~~肖彤的爱情观我也受不了            
(2星)	 不喜欢，没看出意思来            
(4星)	 喜欢喜欢喜欢            
(NA)	 永不瞑目            
(4星)	 海岩写的小说,在那段时间很畅销.            
(3星)	 里面的演员都比较喜欢。            
(4星)	 从此喜欢上了陆毅            
(3星)	 唯一断断续续看过的一部海岩剧，陆毅成名作。            
(5星)	 少数喜欢的国产剧            
(4星)	 海岩作品中我比较喜欢的一部            
(NA)	 永不瞑目             
(4星)	 海岩剧中比较喜欢的一部            
(5星)	 听说，《永不瞑目》要重拍了，真的很怀疑，有人能够超越陆毅。            
(NA)	 1998年            
(NA)	 当年惊艳的陆毅            
(4星)	 欧阳兰兰的爱近乎原始，但真挚            
(3星)	 认识了阳光的陆毅。            
(NA)	 一般。主题曲还行            
(NA)	 曾经的陆毅多帅            
(5星)	 那时做梦都见到陆毅，总感觉苏谨和我大姐有种气质上的吻合．            
(1星)	 一般            
(NA)	 生命之爱,上下五千年            
