http://movie.douban.com/subject/3330144/	巾帼枭雄 巾幗梟雄
(4星)	 好久没看到这么深度的港剧了            
(5星)	 混乱的年代，不需要言情……            
(5星)	 人生得一知己死而无憾            
(5星)	 很精彩            
(4星)	 太久没看港剧了...但这一部挺好看的。            
(5星)	 坚持看到男主咽下最后一口气 是部好片 无愧为当年的视后视帝 只是我始终觉得柴⑨哥哥和四奶奶有奸情！！真的有奸情！！明明最后应该把挚友那段换成挚爱什么的 不过无所谓咯 人生能有几个十年 最重要是痛快！还有 黎耀祥先生的babyface很口爱！            
(4星)	 值得一看。今冬电视上只有两部电视剧可看，这个和怪侠一枝梅啊，其它的都草芥……            
(4星)	 我爱霸气剧~            
(5星)	 灰常之好看！            
(4星)	 恩，翠雯还是以前的那个翠雯，翔哥倒是多了几分男子气概。            
(5星)	 挺雯女~~            
(4星)	 是不是好人都一定要长着被驴踢过的脑袋？这个三奶奶可愁死爹了！            
(5星)	 一天之内需要看完的好剧            
(NA)	 鄙视我妈的同时觉得这确实还不错            
(5星)	 巾帼配枭雄......            
(5星)	 你们俩用不用这么感动人啊，受不鸟！            
(3星)	 实在一般般            
(NA)	 人生总共有多少个十年，经典的柴九哥，无所不能 哈哈哈            
(3星)	 看完义海豪情之后，想回过头来看这一部。花了点时间，看完这本，但是感觉没有第二部义海豪情来的精彩，感觉后几集还有一点拖沓。            
(4星)	 吴卓羲好帅的，乖乖的~但是总觉得这部没有第二不好看~太多相似的东西了~太多次需要民意的东西了。            
(4星)	 人生有几多个十年，做人最紧要是痛痛快快！            
(5星)	 人生得一知己，无憾            
(5星)	 四奶奶帮！            
(5星)	 不错！            
(5星)	 我一直在想，如果最近柴九没有死去，两人可以相守，那我对这部剧的印象还会不会那么深刻？            
(NA)	 好看，我看过了 ，现在安徽影视在播，我爸每晚守着电视，哈哈             
(5星)	 人生有多少个十年呀，要活的痛快！            
(5星)	 “人生有几个十年，最重要的是痛快”!这句话真的经典，这部我看了好几遍，柴九这个角色演绎的真的很棒！            
(5星)	 邓萃雯  甭说了！            
(NA)	 人生有多少个十年            
(4星)	 “人生能有幾個十年，最重要活得痛快！”真是豪情萬丈！好！這就是我苦苦追尋的啊！！！            
(4星)	 偶尔看看港剧也蛮有意思的。“人生有几多个十年”，演员很棒。            
(3星)	 没义海豪情好看            
(5星)	 蒋必正真是帅啊~            
(5星)	 这个女人不得了，听明白了一个道理：民可载舟亦可覆舟，不怕无良的主子，就怕无知的民众。            
(5星)	 人生有多少个十年，最重要的是活得痛快。            
(5星)	 代入感太强不是好事 不过有些时候看得真解气 &#39;人生一共有几个十年&#39;            
(5星)	 五星根本不解释。            
(5星)	 里面最经典台词不是&#34;人生有多少个十年啊&#34;而是&#34;你失心疯啊&#34;            
(4星)	 人生有多少个十年。。。            
(4星)	 邓萃雯演技很棒，喜欢四奶奶的敢作敢为，也喜欢柴九的“人生能有多少个十年”！            
(5星)	 精彩            
(4星)	 人生有几个十年？最紧要痛快！            
(5星)	 优秀的男人和女人，伟大的情谊            
(4星)	 四奶奶和柴九很有爱。            
(4星)	 大儿子这个人物的性格不够真实 有点牵强            
(4星)	 算不算悲剧收场？            
(4星)	 大团圆结局啦~~~我就知道~~╮(╯▽╰)╭            
(5星)	 499啊499~            
(2星)	 如果四奶奶勉强算是巾帼，柴九绝对不是枭雄，是个心胸狭窄的小人            
(4星)	 更喜欢第二部            
(5星)	 竟然看哭了            
(5星)	 好久没看过的tvb            
(4星)	 三少爷我好中意你啦~~ 时尚女人必看啦            
(5星)	 好久没看这么好看的港剧了~~~            
(5星)	 不错~            
(NA)	 原来真的有所谓的蓝颜与红颜。四奶奶，柴九。            
(4星)	 当中有的拖~~~~~            
(5星)	 非常好看！喜欢敖嘉年！            
(3星)	 很是追了追。其实TVB的典型套路就是好人坏人分明，正邪反复斗法。不管是皇宫大内，还是战火纷飞，都是背景，真正在说的永远是几个人恩怨情仇。也只有这个才是观众最有共鸣的。            
(5星)	 看了第一眼 就很情难自拔 精彩            
(5星)	 和大多数人不一样，更喜欢这部            
(5星)	 四奶奶帮            
(3星)	 两届影帝影后 打破TVB的传统的好剧 还可以 老剧情            
(NA)	 宝刀未老            
(4星)	 一天两晚= =、典型正反斗的tvb风格，怎么都好过脑残大陆剧和拖沓韩剧了，结局稍欠。            
(4星)	 算的上是TVB近几年来还不错的剧集，个人更喜欢原班人马拍的《义海豪情》            
(NA)	 眼前一亮            
(5星)	 虎头没有蛇尾，这一点很难得            
(4星)	 乱世儿女，连爱情都会凛冽到可远观不可近玩的地步。/好斗的阿修罗最后却回归至纯的状态。            
(5星)	 看得我好励志好热血            
(4星)	 那一车车的大米让人感动            
(4星)	 看的我一把鼻涕一把眼泪的，巾帼英雄啊！！佩服！！但回想下，剧情还是剧情，不是符合实际的。            
(4星)	 结局是一种绵延的忧伤，可这样的结局又似乎是注定的，年轻的爱情是经得起波澜却经不起平淡的，所以只有饱经沧桑的生死相依才能承载这样的重量。            
(3星)	 咦　纯洁的男女友谊存活了            
(4星)	 雯姐的气场啊~~黎耀祥终于翻身当主角了            
(5星)	 祥仔的出头之作……柴九算是巅峰了……            
(5星)	 TVB难得的好剧 不过这编剧是后妈么！！！！尼玛啊！！！能把坏人想到坏成那种极致我也是真的很佩服你！！！！！邪恶的小宇宙爆发了吗！！！！            
(4星)	 班底很强，可惜只有大奶奶vs四奶奶            
(4星)	 看完第二部再看第一部            
(3星)	 我一鼓作气坚持到20集后直接还是选择看最后一集了，有些情节实在有点雷人啊。            
(5星)	 人生的一知己足矣            
(4星)	 tvb也提不起兴趣了啊 我完啦            
(4星)	 诶，商天娥怎么搞成这样了            
(5星)	 巾帼不让须眉。邓萃雯，金枝欲孽后再次给力演出！            
(5星)	 难得好剧            
(5星)	 太好看了~~~人生有多少个十年，最重要的是痛快嘛~~加油，为了认为对的事坚持到底~~            
(4星)	 我是看完义海之后再看的。老实讲，义海看到某集时，视频网突然全线屏蔽该剧，我也没兴趣追下去，有点闷。再看这部，才了解当年全城热论的效应是如何发生的。情节紧凑、环环相扣、人物鲜明，经典剧确实就是这样造出来的。扣掉一星是争产情节实在拖沓，最后大奶奶的结局有点牵强，且，义海也抄得太过分了            
(4星)	 今生柴九，来世九姑娘   ps：港剧里总能找到恨得牙痒痒还不让挠的角色            
(5星)	 柴九简直是leadership的代表啊！四奶奶完美，反而没有九姑娘可爱。让我最感动的居然是大奶奶为了救极品儿子，持枪挟持四奶奶的那一刻！            
(NA)	 人生有多少个十年！            
(3星)	 好狗血            
(5星)	 世间什么爱叫纯洁。有一种爱，介乎于欣赏与恋慕之间，用四奶奶和柴九相互扶持的历程来解释。            
(5星)	 剧情虽略有拖沓但无赘肉，甚好！            
(4星)	 也是看评价高去看此剧的 没让我失望            
(4星)	 人生有多少个十年，最重要的是活得痛快！            
(3星)	 确实是二好看            
(3星)	 先看义海豪情就没那么喜欢巾帼枭雄了…………是因为不喜欢四奶奶的造型么~？            
(5星)	 太好看了·······            
(4星)	 好不容易看完了，还是义海豪情好看！            
(5星)	 人生有几多个十年！最要紧的是活的痛快！！            
(5星)	 四奶奶的为人处世，佩服佩服。。            
(5星)	 名不虚传            
(3星)	 虎头蛇尾            
(5星)	 去年看的第二部好看的港剧            
(4星)	 不错            
(5星)	 吴卓羲 吴卓羲 吴卓羲            
(4星)	 苦尽甘来。            
(4星)	 还不错            
(4星)	 吴卓羲蛮帅的...            
(5星)	 寒假在家的时候用了三个晚上看完的，我一直不明白，最后四奶奶和柴九的感情到底算什么            
(5星)	 雯女            
(3星)	 这个看得比义海豪情多一点点            
(5星)	 人年能有多少个十年？绝对挑战人性，四奶奶很给力，柴九更是给力。            
(5星)	 柴九话斋：人生有几多次机会，人生有几多个十年，做人最紧要痛快！！            
(5星)	 吴卓羲~~为神马到第二部独独缺了你呢~~~            
(4星)	 第一集开始追着看完义海豪情有想回过头看巾帼 各种耽搁 本已放弃 机缘巧合 继续。头尾六天 看毕 先看义海难免觉得剧本有些雷同之处 依然赞            
(3星)	 觉得总少了什么，在弄老套路            
(5星)	 天下有一人知己，可以不恨            
(5星)	 给力!!我喜欢柴九，还有演蒋必蠢的靓仔。惠英红杂越看越像张柏芝...            
(3星)	 黎耀祥红了，不知为什么。            
(5星)	 有血有肉的故事            
(5星)	 很好看~四奶奶真的很厉害~            
(NA)	 人没有几个十年可活，关键是要痛快。            
(3星)	 没有义海豪情好看，剧情有些拖沓，要不是两位主演的精彩演出，我肯定看不下去            
(5星)	 看剧情不如看演技            
(5星)	 人生有多少个十年？最要紧的是活的痛快！            
(5星)	 过瘾！好看！            
(4星)	 我活在义海的世界…            
(3星)	 前面还可以.后面太狗血            
(5星)	 4.5星。TVB的剧总是吊足观众胃口之后就结束了~PS：什么时候全无锡城的人都学会讲广东话啦            
(NA)	 看了义海豪情之后，开始喜欢上了邓萃雯，然后看的这个，怎么说呢，感觉还可以吧，因为几乎全是全班人马，演技就不用说了！！！            
(5星)	 人生能有多少个十年。            
(4星)	 个人认为第二部更好看些！但还是很喜欢仗义的柴九！            
(4星)	 人生能有多少个十年呢            
(4星)	 不懂基本上同样套路为什么比铁血保镖分数高这么多，好吧，女人斗心机看起来比男人过瘾很多，再加上柴九哥这个绝对亮点，这部戏很不错            
(5星)	 人生能有多少个十年            
(5星)	 还是觉得义海豪情更好看点            
(5星)	 这个是近几年来TVB难得的好片~            
(5星)	 柴九哥啊！！            
(NA)	 看的我没勇气看义海豪情了，中途太纠结            
(5星)	 大爱！            
(5星)	 最爱的祥仔！            
(4星)	 没义海豪情好看..            
(5星)	 一生有几多个十年，最重要的是活得痛快，快快乐乐            
(5星)	 最开始是在电视上看到的，看完之后觉得很不错，但是看了第二部之后，才知道，其实这个只是毛皮，第二部十分给力！！！            
(4星)	 人生有几多个十年?最紧要活得痛快!            
(5星)	 在看的时候数次流泪。看点并不是什么豪门恩怨、家产争夺，而是四奶奶和柴九之间的知己情深，没有任何的越矩，不需要任何的山盟海誓，生死相托，有情有义。            
(4星)	 人生有多少个十年？            
(4星)	 节奏明快的古装港剧            
(5星)	 人生有几多个十年啊？最紧要痛快！            
(5星)	 从各个角度来看这都是一部好剧，教给我很多做人的道理。            
(4星)	 四奶奶和柴九～～顶            
(5星)	 怎么港剧都这样，结局很仓促            
(5星)	 人生能有多少个十年。。。            
(4星)	 这个四奶奶很聪明，一开始我以为他们俩最终会走到一起，可是，也许电视剧中也会有这种超越爱情和友情的存在。            
(4星)	 世上实在缺少柴九和四奶奶这样的知己。            
(NA)	 义海豪情还要好看点            
(5星)	 不错的 不过第二部更好一些            
(5星)	 我认第二，没人敢做第一。            
(4星)	 怪只怪，先看了义海豪情，这第一部就感觉不是很给力了。。。            
(4星)	 还是第二部人物形象更丰满，更给力。            
(NA)	 看的老娘一把鼻涕一把泪的。。。话说我还是喜欢老二 因为我觉得他是白羊座的。。。            
(3星)	 还不错的台庆系 到后来有点腻            
(5星)	 人生有几多个十年，最紧要痛快！难得好剧~黎耀祥太出彩了！            
(NA)	 真是荡气回肠的好片             
(3星)	 比2差很多 除了祥仔很出彩外            
(4星)	 我还看过这么一个剧 啧啧啧            
(4星)	 虽然剧本存在诸多不合理 还是有感人之处            
(5星)	 柴九            
(5星)	 柴九明明到后来 爱上了四奶奶             
(5星)	 好看是好看，但是编剧是后妈，用得着死这么多人么。。。真讨厌            
(4星)	 还是tvb那老一套，用了一天看完了。            
(5星)	 TVB近几年少见的好片之一！            
(4星)	 谁把四奶奶的发型搞成这样的！            
(5星)	 邓萃雯是演得好啊            
(5星)	 真的不错 好剧            
(4星)	 好看啊好看的。自从冲上云霄后再也没追过港剧了呀 这部是每天放学就开始追啊~~准备去看第二部。。。喷            
(NA)	 一个大义的女人            
(5星)	 柴九和四奶奶演得真的很好！PS：我一直在，想如果我死后，我的墓碑上能写些什么……            
(4星)	 喜欢这部甚于义海豪情            
(5星)	 1没有2好看，不过情节还是很精彩的            
(5星)	 经典            
(5星)	 人生得一知己死而无憾。            
(5星)	 TVB就是多烂尾            
(4星)	 世间什么爱最纯洁            
(4星)	 其实我有点喜欢蒋乔            
(3星)	 导演要是智商再高点就好了。有一些细节太假了。            
(3星)	 xiao yue yu 没有想象中那么好看 估计是期望太高            
(5星)	 愿得一人心 白首不相离            
(4星)	 人生有多少个十年啊            
(4星)	 世间什么爱叫纯洁,你甘愿化振翅红蝴蝶.            
(4星)	 郑翠雯黎耀祥都是人精            
(5星)	 很好看.四奶奶和柴九的情感,,很感人啊~            
(4星)	 人生有多少个十年~            
(4星)	 柴九哥终于熬出来了            
(4星)	 论情节巾帼1比义海强~不过演员也给了很大的力。。。            
(4星)	 好耶            
(5星)	 如果说四奶奶和大奶奶是天生的敌人，那么和柴九就是天生的知己。他们之间应该不是爱情，是一种信任和惺惺相惜，这种感情的发生率比爱情更低。剧情非常紧凑，会一口气看5-6集！期待这部剧的主创人员再次合作。            
(4星)	 还是义海豪情好看点吧            
(4星)	 很棒，不过比照金枝欲孽还是差那么一点点。            
(2星)	 江苏卫视            
(4星)	 柴九哥。。            
(5星)	 TVB近年最值得一看的经典港剧。            
(4星)	 两个通宵看完。耍心机勾心斗角多了也无趣了。            
(5星)	 看了义海豪情来看这部剧。还是好喜欢四奶奶和柴九！            
(4星)	 人生有几个十年，最要紧是痛痛快快。            
(4星)	 一口气看完，我吃这种套路的戏            
(4星)	 男女主角的演技都很棒，两个人情深意重却并未结合在一起的结尾更让人能够理解和接受。            
(5星)	 绝对好片啊~~~还是第一部好看~~~            
(4星)	 许久后再次重温港剧。扣人心弦之后的皆大欢喜这种狗血剧情是TVB变不了的毒。以后没有雯姨的剧就不看鸟            
(5星)	 我是四奶奶帮的！            
(4星)	 先看第二部才看这不的，不知是否先入为主了。个人觉得第二部的剧情更为紧凑一些。印象最深刻的是，蒋乔死的那个画面，看看围在床前的各种颜面，人情冷暖全在眼前啊！虽是演戏，真实也不过如此！另外，大奶奶那个角色演的真是入骨三分，说话不温不火的语调让看的人都恨得咬牙切齿。。。            
(NA)	 看的好爽            
(4星)	 没第二部好看 因为歌好听多给一星吧            
(5星)	 雯女还是宝刀不老啊~            
(5星)	 “人生有多少个十年？人生有多少次机会？”所以，要生活得精彩，要生活得痛快。            
(4星)	 近年唯两睇过tvb剧集之一，大爱男女主角。。。            
(4星)	 挺好看的            
(4星)	 黎耀祥&amp;邓萃雯那真是戏骨啊  演绝了 柴九乃真男人！            
(4星)	 人生有多少个十年，最重要的是活的痛快            
(4星)	 世间什么爱叫纯洁            
(4星)	 满好看的            
(5星)	 同样是日记体，每次四奶奶的日记都能让我了解她到底在担忧神马，对比晴晴的（不知道的去看巾帼枭雄2），我坚定不移给5星            
(5星)	 很好看~连续看TVB，越来越喜欢胡定欣~虽然这里她是小配角            
(4星)	 感觉像港版大宅门~ 觉得女猪脚更给力啊 枭雄不够力度            
(5星)	 演员不错            
(5星)	 经过几个晚上的“奋战”，终于和妻一起看完了《巾帼枭雄》，原来看TVB也可以这么过瘾。我是不是变得傻了。            
(5星)	 不看不作兴！说它轻，它很重，但你掂掂，的确很轻            
(5星)	 被柴九的眼神震到。向往这样的感情，叹。            
(NA)	 很tvb...姚小蝶策终成了四奶奶            
(4星)	 其实想打四星半，成功一定要能忍，但是不能没有原则地忍。            
(4星)	 可惜我已经先入为主            
(4星)	 莫非 世上真的有纯洁的男女关系...            
(NA)	 先看的第二部回头看~还是更爱义海豪情多谢呢            
(NA)	 四奶奶啊~柴九啊~~            
(4星)	 2好看            
(5星)	 邓萃雯，了不起的女子！            
(NA)	 我也想有一个像柴九那样掏心挖肺的朋友。            
(3星)	 女的不俊  男的不帅  果断弃之            
(4星)	 TVB嘛就是基本能保持集集有矛盾有高潮，但是不保证是多狗血的高潮...            
(5星)	 四奶奶！柴九！            
(4星)	 爱的太深沉！太有豪情了！！            
(5星)	 人生能有几多个十年 人生能得几多知己 人生可遗留多少憾事 人生怎能随意逝去 人生不能让梦想泯灭。            
(4星)	 每次的TVB夺冠            
(5星)	 刚看到第十一集 一直惴惴不安的怕柴九最后会害宝燕…… 想看剧透了都            
(5星)	 很喜欢四奶奶这个角色...            
(3星)	 我就非在考中财前把它看完。。。            
(5星)	 电视剧不错。挺好看的。            
(5星)	 弃了港剧有一段时间了。元旦放假的时候在家里几乎把这个剧看全了。难得的好剧。推荐。            
(4星)	 人参有几多个十年！！！            
(4星)	 人生有几多个十年。最要紧是痛快。很久没见过这么痛快淋漓的港剧。黎耀祥的演技太好了，柴九让这部本来可能流于俗套的富豪家庭剧焕发出了异样的光彩，他会被枪吓抖，会害人，会报复，也会讲义气、会出生入死，会随机应变。痛快，痛快            
(4星)	 如果先看第一部应该会给五颗星的，可惜我先看的第二部。。。            
(4星)	 好贱的蛇精大奶奶，好贱的必文大少爷。            
(4星)	 所以《妻妾成群》这个名字作何解释………………            
(NA)	 2011.1.7            
(4星)	 一是知道了知己的重要，二是大脑被“人生能有几个十年，最重要是痛快”这句话轰炸了好多次            
(4星)	 元旦跟嫂子看完了 还是不错的 一个人要痛痛快快地活着！            
(5星)	 这个是真的好看！            
(5星)	 好看。可是现在觉得tvb的编剧都不行了，一集一个故事，虽然很爽，但是确实少了连续剧应有的连续性，记得花好月圆也是这样的。            
(4星)	 看完义海再看这个只是觉得演员先后角色反差真大。。。不过结局都系一样不够带劲。。。。            
(4星)	 后面几集有点过了  柴九爷们的            
(5星)	 人生有几多个十年，得一知己足矣。因为有你，所以我回来了。            
(3星)	 典型的tvb师奶剧，五天看完            
(5星)	 非常好看！            
(5星)	 力荐，TVB电影中的精品            
(NA)	 人生有多少个十年，最重要的是快活！            
(4星)	 看的是一次又一次震撼人心的对白...不是用说的, 得用喊的            
(5星)	 没啥说的了，大爱雯女和黎耀祥！            
(4星)	 粤语版的更好看呃粤语            
(5星)	 实力派的演员，引人入胜的剧情，夫复何求？有血有肉的柴九，有胆有识的宝琦，生死之交、莫逆之交，蓝颜红粉知己，没有说破的爱恋，真的很美，感动感伤~            
(NA)	 暇潰し            
(5星)	 但相比之下还是第二部比较好看            
(5星)	 重情义，重大义，轻生死            
(NA)	 红蝴蝶好听~~            
(NA)	 很不错的女人            
(5星)	 虽然年代和题材都不是我喜欢的类型 但是确实蛮吸引的            
(5星)	 不错~            
(5星)	 好久没看过这么好看的港剧了。四奶奶这样的人现实中会有吗？敬佩！            
(4星)	 蓝颜。            
(5星)	 世间什么爱叫纯洁~~~            
(5星)	 最近很多卫视在播，在电视上看了一两集感觉还行就花了两三天看完了，剧情紧张刺激。柴九哥说人生有多少个十年            
(5星)	 豪门多风波。            
(4星)	 沒第二部好看            
(3星)	 和奶奶看得            
(4星)	 一部巾帼枭雄，讲尽天下人情            
(5星)	 巾帼:四奶奶,枭雄:柴九;这是真正的友谊,这是真正的知己;水里水里来,火里火里去~在你最危难的时候,她/他一定会挺身而出~            
(4星)	 看过两个下午，基本了解了全部内容。额，还是可以的，我动容了好几次。            
(4星)	 跟我妈一起追剧真是要命。。            
(4星)	 TVB的片，看完第一集，基本就掌握后面不管多少集的走向了。可还是任不住要把后面这些故事都看完。。            
(5星)	 剧情太棒了！佩服啊~另外，很多人际交往和商业中的道理。非常受用            
(4星)	 现在tvb的戏,演员比剧本重要的多            
(4星)	 看得断断续续的，但不失为一部好电视剧            
(4星)	 如果柴九死了，我下半辈子只做一件事            
(4星)	 “人生有多少个十年”            
(5星)	 柴九，四奶奶，以及柴九和四奶奶的情谊，让我彻底死了当流氓的心。            
(4星)	 TVB的一项套路，边看边快进！            
(4星)	 正义坚强智慧的女人            
(4星)	 柴九死了很可惜            
(4星)	 他们两到底是毛感情            
(5星)	 士为知己者死这句话太难理解了            
(4星)	 视帝视后实至名归            
(5星)	 很少爱TVB哦 这个例外呢~~             
(4星)	 嗯~看的我很纠结，但是也很感动！            
(3星)	 典型的TVB电视剧，不过看起来还行。。。            
(3星)	 看这电视剧，消磨了我元旦三天假期，整个剧情还是挺紧凑的，就是柴九的格言重复的有些频繁，过两天再把第二部也看了。            
(4星)	 还不错，哈哈，继承溏心风暴的传统，比较痛快！            
(4星)	 人生能有多少个十年，最重要的是活的痛快！            
(4星)	 人生有几多个十年？            
(2星)	 这是越编越弱智，看几集有三星，看十几集就剩两星。            
(4星)	 我们全家都爱看            
(4星)	 剧情没什么新意，但是我乐于向四奶奶学习如何破解重重难关，另一面呢，大奶奶的很多反应也很有学习价值。记忆最深刻的一点是，如果你面对的是一个厚道人或者说是在意自己名声的人，那么当他要针对你责罚你时，自损是个不错的办法，自己先行把自己搞得惨不忍睹，他反而下不了手了，也是一种保全之道。            
(4星)	 人生有几多个十年，最要紧要活得痛快！            
(5星)	 这个巾帼确实枭雄            
(3星)	 为什么其他人的造型都很好看，四奶奶却像个唱戏的。。。            
(4星)	 这算是我看过的时间最短最耐得下心看的TVB剧了吧..当然自动跳过了很多典型的苦情吵架环节...这种日记回忆穿插的形式应继续发扬            
(4星)	 最后几集才吊起胃口。雯女强大！11-01-11@八舍            
(4星)	 情节相当跌宕啊，就是结尾有点......好像不太符合整个剧的调调的@@            
(NA)	 看了一会儿，蛮喜欢邓萃雯，不过她演坏人比较咋劲            
(3星)	 有港剧的老毛病，但黎耀祥总算熬到从小人物变成男一号鸟            
(4星)	 还不错！            
(5星)	 人生有多少个十年？！            
(4星)	 邓萃雯那是相当不错啊！            
(2星)	 太冗长了吧……港片越来越弱智了……            
(3星)	 在家看这样的片子最惬意了            
(4星)	 人生有几个十年            
(4星)	 很久没看到那么给力的港剧了            
(4星)	 雯女如今的演技真的是炉火纯青了哇！～不过，港剧的结尾为什么都差不多呢，这么快的，一股脑全代过了。            
(5星)	 很久没这么完整的看完一部电视剧了            
(4星)	 抛去其中的狗血剧情，这里面的气势真是拍的太好了。四奶奶的气势，还有柴九，几次的逆转，真情，他都演绎的太好了            
(4星)	 两位主角演得不错。            
(4星)	 女强人每集都遇到一个困难 然后解决            
(5星)	 天下有一人知己，可以不恨            
(3星)	 元旦三天，碾转于几个电台看完了。。。老套路            
(4星)	 哎，TVB也面临着青黄不接的窘迫啊。年轻演员里每一个顶用的。            
(5星)	 可惜柴九死了。。。            
(NA)	 新年一开始几个台就合力让我把这部剧看完了。。。            
(5星)	 人生有多少个十年            
(5星)	 这部电视剧是好看，可是怎么又有咯血病。难道每次让黎耀祥演古代片都有咯血病？ 秀才爱上兵 戴从武那个时代医术没这么好因咯血病而死，可柴九呢，都出了个西洋医师还有上海条件这么好。 怎么可能治不好？ 导演 别吓我！             
(4星)	 我觉得不如义海豪情啦            
(4星)	 想想 我和春天有个约会 里的小蝶，邓萃雯的确老了，演技也出来了            
(NA)	 做个大女人            
(5星)	 邓萃雯的气场是越来越大了……            
(4星)	 多年来不可多得的好港剧!正派反派演的都很给力!四星半.            
(3星)	 一个元旦假期，陪俺妈一起看的            
(4星)	 老少皆宜，好剧            
(4星)	 爱柴九的小人得志，睚眦必报   黎耀祥这回终于有机会大放光彩            
(3星)	 偶是四奶奶帮~~            
(4星)	 邓萃雯的演技的确很赞！不过难得的是编剧写的这么有吸引力的剧本，不错            
(4星)	 人生能有多少个十年？最重要是活得痛快            
(4星)	 一直看好你！            
(4星)	 水里水里去,火里火里去(柴九哥的那些肉麻的人生格言啊)            
(5星)	 我已经很久没看到这么好看的港剧了！！！            
(5星)	 和某人一起用一天时间看完的经典。            
(4星)	 看了个开头就一不小心看到底了，说不上哪里好看整天勾心斗角的但就是能让我看到凌晨三点半还不想睡。。。P.S:账房钥匙又什么用啊 ，账房的锁被一下子就砸烂了！            
(5星)	 元旦宅在家一气呵成看完了这部港剧，很感谢安徽卫视哈~~突然明白了两个道理：1.常说英雄难过美人关，原来枭雄难过的是巾帼关。2.人生有多少个十年，一定要痛快。            
(4星)	 用一周时间熬完了这两部剧~~~            
(4星)	 后宫冲突不断纳~~看这些人斗心计很爽~~&amp;经典的那句“人生有多少个十年···”            
(5星)	 绝对是义海的前世！！！            
(4星)	 从来不喜欢看TVB..但是这一次..我沦陷了..            
(4星)	 佩服编剧，每一集都被变幻莫测塞满了，虽然有些情节挺狗血的，不过算是好看了。            
(4星)	 好看            
(3星)	 又是一部女强人之作。            
(5星)	 要不是电视上正好演我大概永远也不会主动看，不过真的好好看！学做生意学智谋，正三观都挺好，好久没看港剧了，放了假吧义海豪情也看了。            
(5星)	 4奶奶帮            
(3星)	 雯女的演技在一众浮夸脸谱面瘫的包围中无声绽放            
(NA)	 比2差好多···            
(NA)	 哇靠！视帝视后！我都喜欢！            
(5星)	 很好玩的            
(4星)	 我觉得很好看啊！！！！！！！！            
(4星)	 可米粒啦            
(4星)	 说不出的感情            
(5星)	 系等待义海豪情出嚟噶时候，重温左巾帼枭雄。好正！            
(4星)	 好看呀！TVB总是出好戏！            
(5星)	 不是盖的            
(3星)	 剧情没新意，格局小的可怜，特效依然很假，败家子永远不知悔改。总之真的不怎么样啊！！！            
(4星)	 留一颗星 等着给义海豪情、哈哈            
(5星)	 TVB这部剧没有拖沓，比金枝欲孽、珠光宝气和宫心计好多了            
(4星)	 还是那个雯女，还是那般优雅。人生如戏，戏如人生。            
(5星)	 很少有港剧看得这么感人了。人生有多少个十年~            
(5星)	 太好看了...            
(4星)	 一样给力！            
(5星)	 好看            
(5星)	 有羲仔的我都喜欢！！！！！            
(5星)	 很吸引人，强迫我凑过头看到尾            
(3星)	 看到邓萃雯和商天娥在一起，就总会想起那部亚视经典——我和春天有个约会。。。            
(4星)	 2011年前两天就在它的世界里虚度了！！            
(5星)	 没有邓萃雯，最多只打四个星            
(5星)	 柴九好棒 人生有多少个十年 最要紧的是活得痛快            
(5星)	 人生有幾多個拾年  做四奶奶幫的人            
(4星)	 世间什么爱最纯洁。            
(5星)	 真是一个巾帼，一个枭雄。久违了的tvb好片。            
(4星)	 一贯TVB的路线。昨天一个下午都在看电视剧。嗯。今天继续。哈哈哈。考试周没有TVB那是多无趣啊。            
(4星)	 邓萃雯现在似乎摆脱不了女王的戏路了            
(4星)	 中间剧情不错，跌宕起伏，TVB节奏很快，一集交代很多事情，每集都有高潮，一集落下就不知道讲什么了，四奶奶柴九感情深厚，但叙述不够细腻厚重，所以即使剧里哭的稀里哗啦，我也很难被感动，这就是TVB的老诟病。但剧情真的赞，编剧棒            
(4星)	 柴九……            
(4星)	 人生有多少个十年            
(3星)	 有了第一部，这一部就狗血了。。。            
(NA)	 大奶奶声音真好听……            
(5星)	 毫无疑问的十二分。            
(4星)	 再精彩，也脱不开TVB的狗血剧情            
(4星)	 剧情一般般吧，演员比较给力            
(3星)	 开始几集很精彩            
(4星)	 喜欢你最好不要讲，安守这位置。            
(5星)	 人生有几多个十年            
(5星)	 之前看过……超热血沸腾的……大爱too            
(NA)	 好看好看  祥仔终于上位拉 喜欢            
(5星)	 黎耀祥把柴九演得淋漓尽致。把一个另人讨厌的小流氓嘴脸演成了我心目中的 大帅。小人物的每一次努力都要拼了命。把一生活得痛痛快快。            
(5星)	 没有二好看啊= =  但是还有一半的热血沸腾            
(4星)	 邓黎两大戏骨。“人生有几多个十年？！”            
(5星)	 每集都有爆点。我有很认真看完。推荐。            
(5星)	  第二部看完想回去看第一部            
(NA)	 吴卓羲是瘦了吧            
(5星)	 看着很热血            
(4星)	 看了第二部再回过头来看的第一部。四奶奶是好心办坏事，柴九则是为了这个人愿意与全世界为敌。第二部更大气。            
(3星)	 TVB的电视剧看着看着就成情景剧了            
(5星)	 很棒！！            
(5星)	 人生有多少个十年 最重要的是活得痛快             
(4星)	 有的时候，真的可以与爱情无关！前十集节奏很紧凑，后面略煽情，偶尔出现点小牵强！            
(5星)	 还是很不错啊！虽然有些剧情很TVB套路，但柴九跟四奶奶那种惺惺相惜，没有说出来的超越友情与爱情的那段感情真的很触动我。精彩！推荐！            
(4星)	 挚友 不仅仅            
