http://movie.douban.com/subject/1863923/	鹿鼎记
(5星)	 我很喜欢的电视剧，看了无数遍了，爸爸奶奶都被我拉来当粉丝了，奶奶都不认识陈小春，可是知道我喜欢，爸爸因为这个剧而想我落泪，所以很有意义的电视剧对于我            
(5星)	 小春简直就是无敌啊，哈哈            
(5星)	 如果阿珂再美點，這部就無遺憾了。。。            
(4星)	 陈小春长的一般但身上有种东西还不错，这角色很行啊。            
(5星)	 我爱小宝            
(5星)	 陈小春我爱死你了好吗！当初我觉得梁小冰漂亮的亮瞎我眼！            
(NA)	 小宝万岁            
(5星)	 唯一一部看了不止一遍的电视剧。小时候的回忆。            
(5星)	 陈小春演的太好了，这版里我觉得小郡主长的最好看，最喜欢双儿了            
(3星)	 这个版本最好~~~~~            
(4星)	 蛮经典的一部，里面的方怡是Eason的老婆。            
(NA)	 TVB永遠是經典！最愛這版！            
(4星)	 最好的一个版本了，歌也很好听~            
(4星)	 阿珂好美。当时最喜欢的是老婆们站成一排一个个喊名字            
(4星)	  那啥，我覺得鹿鼎記還是陳小春版本的比較好看，陳小春本人很適合這個角色            
(3星)	 武侠剧也可以这么拍 颠覆了我当时小小的人生观            
(4星)	 迷了陈小春好长时间啊            
(5星)	 自从陈小春后，韦小宝这个角色无人可以超越。            
(4星)	 风流哦风流            
(5星)	 这一版除了某几个女主有些丑~其他的都超赞            
(5星)	 各种好看啊 比现在的口水片好多了            
(5星)	 重温的感觉果然增添好多新内容            
(4星)	 还是喜欢陈小春和张卫健演的。            
(5星)	 每个人心中都有一个香港            
(5星)	 经典            
(5星)	 我妈就是因为这个不喜欢陈小春的 = =我和我妈恰好相反...            
(5星)	 我会给它五星，最喜欢的电视剧，胜过《老友记》。            
(5星)	 求片尾曲            
(NA)	 啥也不说鸟，小宝这个角色就是给小春的，那时白白净净的马浚伟哟。最有趣的是表现小宝心理活动的手法，太搞笑了。七个老婆尽管都是配角但是演得也很出彩！！！            
(5星)	 妞儿选的不咋地= =            
(5星)	 最经典的一版            
(5星)	 也许是先入为主吧，陈小春=韦小宝。强迫症早期启蒙。当时全部卫视几乎是彻夜不停地在播这部剧，播完了又播，此起彼伏不停地播，打开电视就是他·······            
(NA)	 这版美女多 又有爱            
(5星)	 一直都只看这个版的……            
(5星)	 都说我像...xiaobao            
(5星)	 最喜欢这版了            
(5星)	 韦小宝就是陈小春。            
(4星)	 。            
(4星)	None
(5星)	 实在经典            
(5星)	 经典呀！            
(5星)	 太经典了！！！看了N遍了！！！            
(5星)	 陈小春就是个神~            
(5星)	 这一版本的最好！            
(4星)	 儿童不宜            
(NA)	 哈哈，百看不厌            
(NA)	 青春            
(5星)	 陈小春演的韦小宝最好看了。            
(5星)	 小宝实在是太可爱了，太好玩了...“好兄弟，讲义气嘛...”             
(5星)	 陈小春似乎有种天生的市井小民的流氓气质            
(4星)	 小春演绎的很好~            
(4星)	 最有意思的版本            
(4星)	 刚开始看。            
(5星)	 最喜欢的一部电视剧            
(4星)	 最喜欢这一版！只有方怡让我接受无能...            
(5星)	 小时候看完，我妈问我，你从韦小宝身上学到啥？我愣了半天使劲儿摇摇头。我妈激动地说：随机应变啊！            
(4星)	 好经典嘅电视剧~我曾经都想嫁韦小宝咁嘅人~好彩高中毕业之前我都几钟意睇电视~宜家叫我睇，我就唔睇喽~            
(4星)	 陈小春的这版也是经典的呢！@Home            
(5星)	 小时候的故事            
(5星)	 纵是胸无点墨，无盖世武功，亦明忠诚大义，一副机灵心思，巧和八方，平天下大事。人生若得如此，夫复何求？            
(5星)	 大爱啊大爱啊 看了一遍又一遍~            
(5星)	 写issue例子居然想起了七个老婆的人物分析。都是王少华教坏了我这种好学生啊。            
(4星)	 當時和還劇同時上檔的，來不及看啊~            
(4星)	 =。=我小时候就让这些港剧给荼毒了。            
(5星)	 太爱这个版本的了            
(5星)	 又是小時候看的，貌似經典電視劇都被那時拍光了，現在香港再也拍不出這樣的電視劇了，電視劇如此，電影也一樣。可是很讓我郁悶的是，當年的陳小春現在是怎麼了，拍的電影爛片一堆，實在不敢恭維啊            
(4星)	 这些演员都很敬业!很值得看的鹿鼎记连续剧            
(4星)	 每一次一说起鹿鼎记，脑壳里面想的绝对是陈小春扮演的韦小宝的样子！            
(4星)	 还是喜欢陈小春演的小宝，黄晓明演的有点傻            
(4星)	 为人不识陈近南，就称英雄也枉然。其实金爷爷书里我最喜欢的就是陈近南和沐王府那个儒雅气场的小王爷了。            
(5星)	 我给十颗星好吗！！！看了不下二十遍            
(NA)	 陈小春演的好，黄晓明演的那个太恶心了            
(5星)	 韦小宝这个角色简直是给陈小春量身定做的            
(5星)	 矮油~韦小宝也只娶了一个老婆，应采儿。            
(4星)	 妹子多哟、、、            
(3星)	 老婆们丑得一逼！！！有没有！！！            
(5星)	 还是陈小春版本的好看            
(5星)	 很好很强大            
(4星)	 美女们啊            
(5星)	 经典的！阿珂真是美翻了啊！！各种老婆演员都找的不错，小宝康熙也是！            
(5星)	 小宝！！！！            
(5星)	 角色仿佛就是 为陈小春而设。韦小宝就是陈小春啊。哈哈 2011年8月 重看一遍 有笑有感动有泪。 小宝处事的圆滑 人的临机应变 真的是极品。但是他确实是个重情重义有仇必报 有恩必回的人。同时再次拜服金庸剧的经典。            
(5星)	 最喜欢的鹿鼎记            
(5星)	 电视剧最经典的版本。。个人认为            
(4星)	 经典版            
(5星)	 好看死啦！！o(&gt; &lt;)o            
(5星)	 最喜欢的版本。            
(3星)	 中规中矩，陈小春有烂仔本色，可是演韦小宝还是显老了。            
(4星)	 搞笑功夫一流，但是不太忠实原著了~            
(5星)	 陈小春经典版本。            
(5星)	 虽然韦小宝有点老。。。            
(5星)	 最喜欢的一版。            
(4星)	 陈小春也是有演技的……            
(5星)	 小时候超喜欢的，现在看也好有意思，轻松愉快，陈小春演得太棒了，活灵活现，很多配角都很傻气，很搞笑~双儿很讨人喜欢            
(5星)	 太好看啦！            
(5星)	 这版最好看            
(5星)	 每一次看都能看到新的东西            
(4星)	 绝配            
(5星)	 经典啊~~            
(5星)	 还是这版的鹿鼎记好看啊            
(NA)	 他娘的这个超级好看            
(4星)	 陈小春还是非常吻合韦小宝的气质的，不过更喜欢周星驰扮演的小宝            
(4星)	 那时候觉得韦小宝就是这个样子的            
(5星)	 比较遵照原著的，拍的很吸引人。喜欢陈小春            
(5星)	 看完此剧就觉得。。。应该再也没有人能比陈小春演的更像韦小宝了。。。            
(4星)	 很经典。            
(5星)	 永远的记忆。下时候天天晚上回家看。。。            
(4星)	 就是女的不是很好看。            
(4星)	 最好的小宝~~~            
(5星)	 陈小春版的鹿鼎记一直是我最爱。            
(NA)	 最喜欢小春YY的时候            
(5星)	 睿智的生活才是王道。            
(5星)	 我好喜欢！！！！！            
(4星)	 我一定要娶满七个，哈哈哈。            
(4星)	 你老婆给黄囧明当阿珂去了！            
(5星)	 我爷爷都爱看的版本哈哈 小春赞            
(5星)	 再看一遍            
(3星)	 陈小春倒是痞气十足，就是外形显老了，而且制作也显得粗糙。。。。我就是讨厌港纸的武侠剧            
(4星)	 看一部电视剧感觉好像过了一辈子            
(5星)	 不错            
(NA)	 小春的韦小宝，绝对是经典。。            
(5星)	 有趣有余             
(4星)	 陈小春简直是韦小宝化身            
(5星)	 山鸡哥的力作！            
(4星)	 相对来说我最喜欢这个版本啦            
(5星)	 陈小春就是韦小宝！            
(5星)	 前几天看《历史是个什么玩意》，这心又被勾引的看了一遍鹿鼎记。小宝、康熙、建宁这几个角色永远不会被超越~~每次看到最后一集康熙微服出来找小宝，小宝却不能见他的时候都会觉得很遗憾，那么希望最后的最后是他们能俩一起相守到老            
(3星)	 还好吧~不喜欢花心男~            
(4星)	 经典            
(4星)	 最喜歡這一版的韋小寶和康熙            
(5星)	 喜欢！尤其陈小春演得太可爱了！            
(4星)	 还是这版最好看            
(5星)	 春哥痞的太爱拉...            
(4星)	 陈小春版的韦小宝算是经典了            
(NA)	 韦小宝演的很出色的一部翻拍，难得~~皇帝演得也很好            
(5星)	 这一版是经典啊！！！陈小春太可爱了~~            
(5星)	 经典好伐!            
(5星)	 又是港剧一大经典，陈小春把韦小宝实在是演的太好了，马浚伟也很赞，此外印象最深刻的是双儿和建宁公主；我爱港剧的原因在于，每个演员都不算特别美，却绝对的有自己的个性和风格，并且在剧中展现完美            
(4星)	 韦小宝到底最后娶了谁啊？。。。应采儿            
(3星)	 最好的一版            
(4星)	 唯一看完过的版本            
(5星)	 陈小春演得还不错的            
(4星)	 现在看来依然哈皮            
(3星)	 陈小春太适合这个角色了            
(NA)	 回味经典            
(5星)	 那时候好小，我记得是跟还珠格格同步播的，笑死了，喜欢他的程度仅次于还珠格格            
(4星)	 从头泡妞泡到尾。。。            
(5星)	 太经典老            
(4星)	 几搞笑            
(4星)	 最有痞子气的小宝            
(5星)	 那时狂爱陈小春            
(5星)	 就因为陈小春把韦小宝演的这么活，怎么说也值四颗星。一颗星留给我最爱的双儿。            
(5星)	 小时候的最爱啊，现在也喜欢，芒果台放一边看一遍，那时TVB改编金庸的作品，觉得是改编的最好的，大爱啊……            
(5星)	 哈哈！韦小宝与七个女人的百看不厌的故事~还有湖州的粽子            
(5星)	 还是陈小春演的痞气的韦小宝深入人心，七老婆中小郡主最符美人标准。            
(5星)	 个人最喜欢的《鹿鼎记》版本！            
(5星)	 越看越好看！            
(5星)	 小春直接把韦小宝定型了            
(5星)	 这个版本是最好看的             
(5星)	 里面的女演员都不算漂亮，光看小桂子和小玄子吧            
(3星)	 1            
(3星)	 太油嘴滑舌了            
(5星)	 陈小春=韦小宝            
(4星)	 爱这个版本！            
(5星)	 以前放暑假很多省台都会重播重播再重播，以至于我有的集看了N次，于是后面的版本怎么都看不顺眼了~            
(4星)	 这个版本的绝对最赞的~            
(5星)	 标杆            
(5星)	 陈小春很好~~~            
(5星)	 好兄弟，讲义气！            
(5星)	 陈小春的这版是永远的经典            
(5星)	 最爱这一版            
(4星)	 众多版本中最好的            
(5星)	 只认可这版，陈小春演得韦小宝那股痞劲，一看就是市井小流氓样~~            
(5星)	 呀呀  陈小春的经典之作，无法超越~            
(3星)	 笑点可以，就是主演都太丑。            
(5星)	 陈小春你太绝了。从此以后完全不能接受任何版本的韦小宝。            
(4星)	 陈小春演的韦小宝，还是挺机灵的。            
(5星)	 什么都不用说了，只有这部最经典            
(NA)	 教坏小朋友啊。。。。这个版才经典辣～            
(3星)	 居然是在芒果台看的这部剧……            
(4星)	 小春的经典剧目啊，这么多版本看来还是最喜欢的。里面一众老婆都很喜欢呀～～～～            
(4星)	 这个必须看过            
(3星)	 还不错            
(3星)	 韦小宝一直是众多男人的偶像   以及追赶的目标……            
(5星)	 怎一个好字了得！            
(4星)	 陈小春版不错！            
(5星)	 在我眼中，陈小春就是韦小宝，马浚伟就是康熙，其他神马版本都是浮云。            
(5星)	 想想就笑了            
(4星)	 当年被阿珂惊艳到            
(5星)	 以后很难再体会像当初放鹿鼎记那会儿那么期待看电视的感觉了吧 小春演得太好了！            
(5星)	 百看不厌吧~            
(5星)	 我琢磨着无法超越了吧            
(4星)	 小春的版本比较经典            
(4星)	 女演员丑了点            
(4星)	 当初都迷金庸，迷武侠古装剧            
(NA)	 好好看！！            
(5星)	 五星级的电视剧~陈小春要不要这么有才捏。。。我也喜欢马浚伟滴小皇上~总之就是够贱够好笑~TVB的搞笑素材的精华都在里面啦~~            
(5星)	 韦小宝还是不适合帅哥演~            
(5星)	 小春版的小鹿，经典            
(4星)	 马浚伟真帅啊            
(4星)	 陈小春版本的鹿鼎记是最喜欢的版本，里面的老婆们个个都很漂亮啊~            
(5星)	 你爷爷的··还是那么好看 其他版本都是浮云··            
(4星)	 熊熊说你是建宁，我是小木            
(5星)	 无论看过多少遍再播还会停下来看！！！！            
(5星)	 你爷爷的~            
(3星)	 这个版本的韦小宝最赞            
(5星)	 鹿鼎记？就是韦小宝泡妞记嘛，那就看陈小春的了。            
(4星)	 好笑是好笑，但我始终没看完…            
(5星)	 看不厌            
(5星)	 还是这个经典            
(NA)	 一旦跃上顶峰，心境已渐变。从前无愁是我，不似当年。            
(5星)	 陈小春尊八错=w=            
(4星)	 喜欢陈小春            
(4星)	 很经典呢，突然想到，大师姐原来是eason的老婆，怪不得一直觉得脸熟            
(5星)	 陈小春左看右看就是有小宝的市井范儿            
(3星)	 金庸的人生观有问题            
(NA)	 他就是韦小宝            
(NA)	 忘的差不多了= =  但是很经典            
(5星)	 再也没有这样的小玄子和小宝了            
(5星)	 小春演技了得~            
(4星)	 其实金庸几部片子我都不是完整看完的，都是每年放假断断续续的看到点。。。所以基本电视里播哪版多哪版看得就多。。。喜欢这里的双儿~~~            
(5星)	 现在看到电视在放还是会想看。。            
(5星)	 最經典的一部鹿鼎記。            
(4星)	 这个比新版不知道好多少            
(4星)	 陈小春还挺适合演韦小宝的 现在的我居然开始喜欢马浚伟了            
(NA)	 百看不厌            
(4星)	 最早看的就是這個版本的鹿鼎記，那時候看的好歡樂的啊。幾個好友週末下午一起坐在那裡看一下午，好歡樂的下午時光            
(5星)	 这个版本的蛮经典的            
(4星)	 这个都看过的吧,,喜欢那个什么墨鱼子吧好像是，就是邱淑贞那个。            
(4星)	 很喜欢            
(5星)	 内容最具体            
(5星)	 导致我始终认为韦小宝就长陈小春这样…………            
(5星)	 这跟黄二哥那一对比，春春是可爱，二哥是真二啊。            
(5星)	 最好的韦小宝。            
(2星)	 悲哀，仅对主题曲有印象。            
(4星)	 跟其他几个韦小宝比起来，这部忽然就经典了。            
(5星)	 太喜欢这版的韦小宝了，陈小春，应采儿，最挺你们啦！            
(5星)	 这就是我心中的韦小宝，另外刘玉翠虽然不漂亮，但是演技一流            
(5星)	 陈小春就是无可替代的韦小宝！            
(5星)	 多隆被刺盲肠的时候我还悲伤了一会儿            
(5星)	 喜欢双儿，虽然阿科相貌比较好            
(5星)	 常看常新！又花三天复习一遍……            
(5星)	 众多鹿鼎记中最经典的一部            
(5星)	 爱死康熙了。。。            
(5星)	 永不腻味的经典            
(4星)	 不知道看了第几遍了！你好man啊小春锅            
(NA)	 没有特别的感想，只是看过而已。            
(5星)	 太好看了            
(5星)	 鹿鼎记陈小春的 absolutely不会跳台```            
(5星)	 搞笑哈哈            
(5星)	 看本片期间笑死我了            
(5星)	 我最喜欢陈小春这版！            
(5星)	 小春，爱爱爱爱！            
(5星)	 陈小春就是韦小宝.            
(4星)	 85-90们一代经典金庸武侠呀            
(5星)	 无法再超越的经典！！            
(5星)	 算最好的一部了            
(5星)	 陈小春演的真好~~~~= =就是他那几个夫人··ORZ···没有梁朝伟版的好····            
(NA)	 经典            
(4星)	 七个老婆，真幸福。皇上挺养眼&gt;&lt;            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(5星)	 是的~看过n遍了==不知道前面的多经典~但是这个仍然会很喜欢~            
(5星)	 百看不厌            
(4星)	 女演员们实在长的不好看，但是小春精灵，俊伟帅气。当年在我心中可与还珠格格媲美的电视剧哦~            
(5星)	 这是我最喜欢的鹿鼎记版本，在这几天又重温了一遍~~            
(5星)	 心中永远的经典            
(5星)	 大爱陈小春            
(5星)	 无以复加的经典            
(4星)	 我爱小春阿！            
(5星)	 个人认为是最好的小宝。陈小春把一个小混混演活了            
(5星)	 看过十遍以上            
(4星)	 抛开原著小说，这部电视剧堪称完美            
(5星)	 最喜欢陈小春这一版的            
(5星)	 韦小宝最爱就是陈小春演的            
(5星)	 看多少遍都不腻 啊            
(5星)	 鹿鼎记的最好版本            
(3星)	 童年            
(5星)	 毫无悬念的五星            
(4星)	 这部很搞笑~总觉得陈小春和我舅舅长得很像，虽然我妹说不像。。。            
(5星)	 伴着的，都是美好的画面。            
(3星)	 TVB的经典作之一            
(4星)	 经典版本。你爷爷的            
(4星)	 电视剧版的就喜欢陈小春的，痞痞的，真实可爱却不坏。            
(5星)	 很耐看的港剧。。            
(5星)	 这个韦小宝除了老了点 其他都挺完美的。。。            
(5星)	 鹿鼎记不出其右            
(5星)	 陈小春8错            
(5星)	 好吧，这个韦小宝不帅气，但是最有痞气，最像韦小宝。            
(4星)	 一个幸运男人的后宫记            
(5星)	 陈小春的形象本身就很适合演韦小宝。呵呵            
(4星)	 小桂子演得很搞笑……            
(3星)	 陈小春 最适合演韦小宝            
(5星)	 金庸小说中最喜欢的一部……            
(4星)	 应该是小学的时候            
(4星)	 挺好的。            
(4星)	 这么多版本的鹿鼎记，最喜欢的就是这个            
(4星)	 刘玉翠！            
(5星)	 这算不算是我看的最早的港剧            
(5星)	 好看不解释。黄晓明在这版面前真的是浮云...浮云...云...            
(5星)	 还是很搞笑的····            
(3星)	 陈小春演的不错，七个老婆一个比一个丑。            
(5星)	 小春哥的一脸痞相完全诠释了韦小宝的样子            
(5星)	 陈小春版的是经典...            
(4星)	 記得阿柯好美喔            
(5星)	 经典            
(NA)	 爱到不行！！            
(4星)	 小时候陪伴最多的就是这些经典的香港电视剧            
(4星)	 就是老了点            
(5星)	 最喜欢的鹿鼎记版本~            
(4星)	 好看~！            
(4星)	 我记得皇上和小宝有JQ？！！啊哈哈哈哈            
(5星)	 小春的鹿鼎记，没人能比            
(5星)	 总之我是最喜欢这一版的韦小宝，甚至觉得没人能超越他。            
(NA)	 那天还又看了一遍~还是笑翻了~            
(5星)	 也算是TVB一部很不错的电视剧了。我最喜欢的情节就是最后面小宝和康熙的感情线，这是原著没有的，也是我觉得编剧最好的创意，我觉得在股市的最后凸显一下两个人的友谊是很明智的举动。此外，故事在很多方面和原著存在出入，但是无论如何编剧和导演总是处理的很好。            
(5星)	 背景简单是通病，选角到位让人赞，剧情选编更出色，主题音乐很得神            
(5星)	 从此爱上陈小春。            
(4星)	 很欢乐。            
(5星)	 非常爱小马o(&gt;﹏&lt;)o            
(4星)	 我是通过这部连续剧认识陈小春的            
(5星)	 生病的时候温习一遍觉得好开心啊            
(4星)	 最经典最符合原著的版本。            
(3星)	 呀，记得你说很喜欢这版            
(4星)	 经典，推荐            
(5星)	 这版绝对是最经典的。            
(5星)	 ！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 七个老婆。真好~            
(3星)	 韋小寶 何德何能啊。            
(5星)	 好搞笑            
(5星)	 陈小春版的很好看。            
(5星)	 陈小春演的最好了TVT            
(5星)	 最好的版本            
(5星)	 小春天生就是为演韦小宝而存在的！心理活动的黑幕小剧场萌到吐血！            
(5星)	 小春你真是太淫荡了            
(5星)	 不记得在初高中看了多少遍            
(5星)	 11年前，几乎所有电视台都在播这部剧            
(5星)	 俩男主都给力            
(5星)	 特别好看            
(4星)	 同学您为什么看了那么多次……            
(4星)	 比较喜欢这版。。虽然说小宝痞了点，但真让山鸡哥演活了。。            
(5星)	 搞死了            
(4星)	 小春怎么就这么搞笑！！            
(5星)	 经典版本。            
(5星)	 心理的韦小宝除了陈小春没有其他人了……            
(5星)	 嗷。我是真爱这个。看多少遍都觉得开心。            
(4星)	 除了皇上都演得不错——皇上好像肾虚的小偷。            
(NA)	 陈小春的演出很到位！看过别人的版本，但是只喜欢这个版本的。这部电视剧同样看过好几遍！不介意再看几次！            
(5星)	 七位美女不给力 五星为小春            
(5星)	 就是韦小宝样！            
(5星)	 为了直接秒杀我的小冰，给满分是必须的！            
(5星)	 陈小春版的韦小宝个人认为是最经典的 。            
(4星)	 当时初中最失意的时候看得这一部，难得给我带来了难得的一点欢乐~你爷爷的~！！！            
(5星)	 看的好爽呀哈~            
(5星)	 介个还用说～            
(4星)	 妻妾成群            
(5星)	 经典 都是百看不厌。            
(5星)	 跟书一样贴切            
(5星)	 那么多版本里面我觉得拍的最好的，主要是陈小春够贱            
(5星)	 小春哥，帅！            
(5星)	 很棒很棒            
(4星)	 还是陈小春有这股痞子气。            
(NA)	 最喜欢的鹿鼎记版本            
(5星)	 喜欢喜欢！我也要七个老婆！！            
(5星)	 陈小春，太绝了！            
(4星)	 最喜欢小春版            
(5星)	 我和爷爷都爱看            
(5星)	 哇 真是好评如潮啊            
(5星)	 很是经典            
(5星)	 百看不厌！！！陈小春最经典！支持！喜欢马浚伟的康熙。。星星眼。。。小郡主和曾柔也超可爱的～～讨厌阿珂～还有方怡丑死了～～～这个主题歌我会唱的！！有两版，歌词不一样！结尾处也不一样的～！            
(4星)	 最好的一版鹿鼎记            
(4星)	 可爱的韦小宝，虽然他几个老婆不是像书上那么漂亮            
(4星)	 最喜欢这个版本，大爱陈小春。            
(5星)	 最喜欢的一版            
(5星)	 个人认为很好的一版            
(5星)	 最嬉皮的韦小宝~山鸡也都结婚了~            
(5星)	 经典中的经典啊~            
(4星)	 史上最佳韦小宝            
(5星)	 永远的经典。。            
(5星)	 这个版本是我最喜欢的！闹太套什么的···就算了吧            
(5星)	 小时候没完整的看完过，现在虽然忙，但还是找到这部经典，太好了太好了，哎，太好了太好了，哎，太好了太好了，经典啊......every man&#39;s fantasy，终于找到为什么很喜欢古装美女的原因了，太好了太好了， love it ！！哎 只剩感慨            
(4星)	 乱的一笔            
(5星)	 正好电视上有,,,就又从头看了...怎么看也看不够的啊``            
(5星)	 百看不厌，可惜最近电视上不演了。。            
(NA)	 觉得除了周星星 就是陈小春的小宝演的最像            
(5星)	 谁能把韦小宝演这么神~~            
(5星)	 建宁公主真贱,哈哈            
(NA)	 哈。            
(5星)	 最好看的一版            
(4星)	 陈小春太有韦小宝的气质了～            
(5星)	 一提到韦小宝我就想到陈小春！！！！            
(5星)	 除了几个女主不是很合心意之外，真的是很喜欢            
(5星)	 韦小宝和陈小春离不开了            
(NA)	 没看过这个青少年时期就不完整了            
(5星)	 陈小春这版最好看            
(4星)	 喜欢~            
(5星)	 陈小春版是我小时候看的，8月又被我重温了一遍。肚子笑痛，不错~最给力的版本呀。保证不坑爹（哈哈）            
(5星)	 小时候觉得特搞笑，百看不厌            
(5星)	 最喜欢的鹿鼎记版本            
(5星)	 还是这个最好~~为了不破坏我对鹿鼎记的美好印象~~和经典之音~我决定真的不看黄教主的那个~            
(3星)	 老公敢这样直接拖出去阉了……            
(5星)	 喜欢陈小春，就是在这个时候开始            
(5星)	 没人能演的比陈小春更好了。            
(5星)	 不顶妄称马迷            
(5星)	 tvb曾经的最爱之一 虽然老婆都不太漂亮。。。            
(5星)	 这个版本我喜欢            
(5星)	 还是这版比较经典            
(5星)	 除了年轻不太相称，活脱脱的韦小宝！            
(4星)	 又是一部经典            
(5星)	 双儿才是标准好老婆啊~~~            
(4星)	 没看过梁朝伟、刘德华版，在看过的版本里面，这部是最精彩的。陈小春和马浚伟的表演很好            
(5星)	 粱小冰可真是漂亮哦            
(5星)	 “你爷爷的”            
(3星)	 无爱鹿鼎记。            
(3星)	 当时超迷            
(4星)	 很好玩的电视剧             
(5星)	 100            
(4星)	 小春演得最逗！            
(3星)	 经典。            
(5星)	 经典            
(5星)	 TVB最好看就这部            
(4星)	 陈小春比黄晓明好太多了！            
(5星)	 这才是真正的韦小宝~            
(NA)	 经典 我稍有的看完整而且看了多次的电视剧。。。西游记就不说了=。=            
(5星)	 知道情话紫钗之后就越发喜欢刘玉翠了。            
(4星)	 印象中，韦小宝就是陈小春。            
(5星)	 至今认为康熙是马浚伟最好的扮相没有之一。清秀有英气有威仪有顽皮有睿智有情义有。陈小春的韦小宝（虽然看着像韦大宝）更不用说，煽情搞笑都恰到好处，滋味纯正。            
(3星)	 咋印象都不深刻呢            
(5星)	 无理由五星，更无理由不五星。            
(5星)	 我喜欢双儿~~            
(5星)	 最爱            
(5星)	 至今为止我觉得最经典的一部            
(5星)	 不管鹿鼎记原著怎样，这才是正版            
(5星)	 原来这个是台庆剧来的...            
(5星)	 先看的这版，然后《小宝与康熙》就再也看不下去了。。。            
(5星)	 这部最经典            
(3星)	 太流氓了不太喜欢，而且对后宫一点感觉没有，不是3D2D什么的问题只是相性不合，而且感觉各种都合。说这是成人童话，我看还没成人还在妄想阶段吧。            
(4星)	 哎哟 或许陈小春比梁朝伟更具痞子像 所以很多人还是很喜欢看的 而且重复看也都这一部            
(5星)	 又一个月            
(5星)	 超爱阿！            
(4星)	 我真的从来都不觉得梁小冰长得好看……            
(4星)	 小春哥虽然年龄不占上风，神韵绝对十足！            
(4星)	 陈小春这版经典            
(5星)	 小春版的鹿鼎记是神作 不解释            
(5星)	 真經典~一個文成武德千古一帝，一個兩袖金風美人環繞。各偿所愿，各居其位。小時候一知半解，現在才發現小桂子最愛的還是小玄子。            
(5星)	 小春哥哥，谁都超越不了你啊            
(5星)	 百看不厌的~            
(5星)	 非常经典            
(5星)	 很多东西都是人生若只如初见般的美好。关于韦小宝，我承认星爷更完美。可是，在我，在我身边的80后心目中，韦小宝或许永远都是陈小春痞痞的样子。            
(5星)	 经典！            
(5星)	 经典啊经典，韦小宝就是长这样的            
(5星)	 经典的人物内心对话啊            
(5星)	 mark··            
(5星)	 咱们家的小春~！            
(5星)	 陈小春还是最适合韦小宝这样的角色了            
(5星)	 看过几遍了还是爱看，就是喜欢陈小春的那痞样儿            
(5星)	 大爱。超经典的            
(5星)	 绝对正版            
(5星)	 记得有很多女星，哈哈            
(5星)	 经典啊~~！！！！！！！            
(4星)	 就是看这个可喜欢陈小春了，现在想想里面的人还真全，连陈奕迅他老婆也在里面，挺好看！~            
(5星)	 最经典，最古灵精怪            
(4星)	 经典~他比梁朝伟像多了            
(NA)	 回忆。            
(NA)	 陈小春除了老了点，演活了韦小宝            
(5星)	 最爱的一版。教主的惨不忍睹，都不敢看            
(5星)	 陈小春版的鹿鼎记最好            
(4星)	 陈小春和马浚伟太合适啦！            
(5星)	 个人觉得鹿鼎记最好的一个版本了。。至于 黄晓明版。。默。。            
(3星)	 感觉拍得有点乱的...            
(5星)	 赞            
(5星)	 最喜欢的一版。。            
(5星)	 陈小春=韦小宝            
(5星)	 黄晓明那版的跟陈小春的比起来简直就是闹太套！！！            
(5星)	 一直重复，会一直看            
(NA)	 经典啊            
(5星)	 经典中的经典 百看不腻！            
(5星)	 不错的呀            
(4星)	 只有小春哥能演出来..            
(5星)	 超级爱陈小春版            
(5星)	 小春！！！！            
(5星)	 当年天天守着电视看            
(4星)	 陈小春太有韦小宝的范儿了            
(4星)	 陈小春演得好贱好像韦小宝～            
(5星)	 看了N遍~小宝~            
(NA)	 最像的小宝            
(5星)	 你的最有味道！            
(4星)	 觉得这是最好的一个版本            
(NA)	 看这部电视剧的时候，简直觉得小春哥哥就是个天才，怎么可以演绎的如此到位            
(5星)	 最好的鹿鼎记版本百看不厌。            
(5星)	 我爱陈小春！！！            
(4星)	 喜欢陈小春一脸的痞子相。            
(5星)	 无法超越的一部鹿鼎记。            
(NA)	 陈小春！叫我如何不爱你            
(5星)	 嗲的！            
(5星)	 这版是个经典！            
(5星)	 挚爱小宝！            
(4星)	 康熙你就承认你喜欢小宝吧            
(4星)	 当年很热衷看这部剧的，陈小春先入为主，所以张卫健黄二明神马的靠边儿站吧。。。PS：陈小春她亲老婆演了黄二明的阿珂，这交集            
(5星)	 鹿鼎记里最喜欢这版，虽然那些女孩子都不怎么好看的说            
(3星)	 看的第一部鹿鼎记，那时候这么爱            
(NA)	 刘玉翠是位很好的演员             
(5星)	 这个得赞~  叽歪= =            
(4星)	 喜欢张卫健那版            
(4星)	 小春真傻            
(4星)	 最经典的鹿鼎记~~            
(5星)	 金庸先生曾说过陈小春的形象不像韦小宝，但是陈却把韦小宝演活了，甚至要超星爷。            
(5星)	 就陈小春演得最好！            
(5星)	 最经典的鹿鼎记 陈小春出色的表演，痞气十足  那个建宁贱贱的。。我很喜欢  还有马浚伟的康熙 最可爱            
(5星)	 美女多~            
(4星)	 陈小春演的很有痞子味            
(4星)	 加一星给美女            
(NA)	 我一直觉得这个最像小宝。。不过，阿珂太难看了鸟= =            
(4星)	 经典！            
(4星)	 从此喜欢上了陈小春            
(5星)	 我爱陈小春            
(4星)	 喜欢里头的阿珂            
