http://movie.douban.com/subject/4300597/	月之恋人 月の恋人～Moon Lovers～
(NA)	 傻×林志玲            
(1星)	 040毁了这部剧。。。            
(2星)	 完全是大神和翔太支撑我看完这剧。。。编剧和林志玲以都是白痴 还有那个水黾也是白痴 都是白痴！看完这剧我也是白痴！             
(3星)	 日语老师上课放的，林志玲的演技真的是。。。服了。。。            
(NA)	 志玲姐姐不说话的话不一定会成为败笔的哦～～～凉子姐姐虽然气场很强大，不过···还是觉得剧本亏欠她了的说            
(1星)	 一个男人和三个女人的故事  大神甩了00把囧子变成了妹妹之后果断和凉子姐姐私奔了丫            
(3星)	 只为木村拓哉            
(2星)	 杯具啊。。。木村，是怎么想的。。。            
(2星)	 无聊            
(NA)	 木村以后要慎重选剧本啦            
(3星)	 主要看筱原凉子！            
(4星)	 第一次看林志玲演的电视剧~~感觉不错！再加上木村的加持！是不不错的电视呢！            
(3星)	 對大叔大媽都無愛，囧子蠻可愛的。            
(3星)	 主角都很棒，三大美女，都喜欢，木村加翔太，型男。。剧情也不错，很棒。。喜欢最后一集，特别精彩。。            
(NA)	 不建议观看            
(NA)	 快进的手没有停过，只为看松田翔太            
(3星)	 最后一幕，我最喜欢了             
(1星)	 强烈扭曲中国形象，第一集即弃            
(NA)	 “大兴”饿 看过 其实最后一集没看 是听某呆讲的 喜欢北川在里面的造型            
(3星)	 冲着豪华阵容看完的  在日本的收视低迷 评论不佳 都意味着纯爱剧的没落 8过篠原的演技 还是没话说~ 　Ｐ。Ｓ。木村的一句 お前が欲しい　被评为最动人的一句台词 相信迷倒不少女粉丝            
(1星)	 木村真老了~怎么演这么烂的剧！日剧落寞了！！居然找来林志玲！！！我真是要疯了~完全看不下去！            
(3星)	 不明白木村怎么会接这个剧            
(3星)	 满2的。。木村大神好灵啊。。。            
(1星)	 没看的别看了            
(4星)	 剧情方面让人有点新鲜感……            
(4星)	 大家大都觉得林志玲很嗲，装嫩，可是我觉得她还是很漂亮的。她的特殊无人能比。最后离别的几句话我都看哭了。            
(NA)	 看完一个字：闷 = =            
(3星)	 原作是道尾？！            
(3星)	None
(5星)	 你知道 四个硬币代表什么吗？老公的又一纯爱剧 感觉被林志玲毁了前半部分 大爱这结局~            
(3星)	 没有林志玲的话，我给高分            
(2星)	 谁也想不到的结局。。。            
(3星)	 松田翔太长得像一个人,喵你个咪的            
(2星)	 Moon Lover            
(3星)	 到底WHO是女主角?木村你怎么演什么都是一个调调。            
(2星)	 看个170以上的女人发嗲。。。我吐了。。木村大神站在040边上像人依大鸟。。我又吐了。。木村大神唯一一部我没看完的片子~            
(2星)	 天呐，一刀劈死我吧！            
(3星)	 天鹅和丑小鸭 还是天鹅更适合林志玲            
(NA)	 这样的默默守候一个人，原来，真的可以，看见爱情。。。            
(3星)	 木村さん一直都是那樣的表情 似曾相識            
(3星)	 好吧，打出的纯爱幌子只是为了包装大叔依然倾倒众生的颜……            
(2星)	 除了林志玲同学，其他的我都很喜欢，可是她一出现就破坏了我看它的美好愿望。            
(3星)	 大神，求你了            
(4星)	 除去某个装清纯的做作妇女，这片还是可以的。不拍上海繁华的地方也是好事，免得菊他们干爹阿尔一天在那里闲得没事，制造些王耀发达论，王耀威胁论= =            
(3星)	 最后一集我实在有点难接受。            
(2星)	 奔四的040姐姐蜷缩在矮自己整整一头，眼袋以三层计的木村大神怀中—————嗯，辛苦。            
(3星)	 …………………………            
(NA)	 不知道木村怎么接了这个片子            
(3星)	 请不要嘲笑lzl的日文发音了，换了你这个年纪学又能比她好多少？            
(2星)	 一颗星给木村大叔，一颗星给北川mm，不然我想给0星~            
(3星)	 看了一集结果ＰＰＳ切的只剩下半集　我类个去　　还行吧～～～～～～～～腹黑男是觉佳的观赏对象～～～尤其　还是木村这个魅力男演　　凉子　也是有气场的            
(1星)	 看不下去，因为有那个娃娃音的存在……受不了啊啊啊~~虽然里面有大神，有北川，可是真的 看不下去……            
(3星)	 木村老的了。            
(3星)	 不喜欢林志玲在里面的角色            
(1星)	 难看的一比。。。            
(4星)	 太正了！！！！！！！！！！！！！            
(3星)	 040小姐请你去演台剧！            
(3星)	 这部是爱情剧，这个我们都明白。但是结局令人感到奇怪，特别是二宫和叶月之间的故事发生，太奇怪了，不是么？叶月和秀美的感情就可以那么简单的结束了么，难道在若干年月之后的某一天当叶月在月光下回想过去时，回想起秀美时不会从心里忽然酸楚一下么？如果是我，选择二宫也不会选择的那么快的。            
(3星)	 木村的~~还行            
(4星)	 木村还是帅啊！~~            
(3星)	 哎……就是冲着木村拓哉看的……            
(3星)	 给美女的面子的看去            
(4星)	 对于这个打分我很不知道说什么啊 毕竟我最爱的就只有040戏份很少的最后一集~~ 哦 我的木村~            
(2星)	 雷死我了。。。从台词、对白语言、剧情到演员，单个看倒没什么，放到一起怎么看怎么觉得这么违和啊- -！！~    水蜘蛛都成幸福的象征，浅野你赢了。。。            
(NA)	 感觉这戏是为了全剧组能来上海世博会走一遭才把LZL硬塞进去的~·            
(1星)	 行吧，第一次在豆瓣上给这么低的分，（其实我一向对剧没有过高的要求），但此剧把我雷的无语了！            
(2星)	 死难看            
(3星)	 大叔你绝对是选错女主了，把筱原凉子晾在一边是个错误。            
(3星)	 小林姐你就省省吧            
(NA)	 因为是木村，短发的超帅            
(2星)	 哎~狗血的剧情- -            
(NA)	 木村也会老的。。。。            
(3星)	 不太喜欢女主角。。。            
(4星)	 音乐不错            
(2星)	 阵容是很豪华的..但是志玲姐姐的演技和那剧情真的....            
(2星)	 志玲姐姐依然不会演戏.....浅野妙子也有失手的时候....            
(3星)	 我是奔着他们的颜去的，剧情太狗血了。。。。。            
(2星)	 只有学日语的人才能看出这剧的亮点到底在哪里 嗯另外 水黾什么的也太扯淡了吧            
(3星)	 话说，我怎么觉得木村跟我们P的感觉那么像呢？！话说，林志玲怎么就这么做作呢？！            
(3星)	 愣是没看完～～～            
(3星)	 ost不错            
(3星)	 冲着木村去的..眼神太迷人 林简直就是本片多余...声音和高度太不和谐            
(2星)	 就因為女主角的演技給3顆- -話說我之前還以為女主角是林志玲……            
(1星)	 绝对是木村有生以来最烂的剧。辜负了我怎么忠的村饭，都忍无可忍了。40jj你实在素太做作鸟。因为一个你，木村和凉子jj我都不得不放弃鸟。。。            
(4星)	 木村帅~筱原嗲~我的菜啦啦啦            
(4星)	 看在最后筱原凉子幸福的份上，导演，我原谅你...            
(NA)	 全片最亮的是林志玲那个几秒钟的广告  美            
(3星)	 一部本来就不怎么样的剧本，失败归咎于40姐，有欠公道啊。            
(2星)	 剧情一开始来说是还可以的 结尾收的太急 一百八的大转弯 实难接受            
(NA)	 其实我不明白为啥木村哥可以吸引这么多人,,,林小姐演的我吐了            
(2星)	 蛮狗血的结局            
(3星)	 真的是冲着人打了三分，剧情乱            
(1星)	 烂            
(3星)	 莫名其妙            
(4星)	 为什么这么多人不喜欢志玲姐姐啊，她多完美啊！这剧本不算太烂啊，又有木村和志玲两个这么完美的人，还是很值得一看的！            
(1星)	 我居然相信一群奔四的人能演出什么纯爱剧。。。            
(2星)	 与浅野大妈正式绝交。            
(2星)	 年纪都大了……不适合            
(2星)	 完全找不到理由追下去的一部剧，040和大神身高搭配太惊悚鸟            
(2星)	 垃圾啊~~~~~~~~！！！！            
(4星)	 无论如何要给你幸福的人，并肩前进默默支持你的人，不顾一切坚定追随你的人，哪一个才是你的真爱？好的设计，就是要像月之砂一般，随处可见，触手可及，身处其中不以为意，却每时每刻感受到温暖，人与人之间的羁绊应亦如是。            
(3星)	 实在是无聊。。。            
(1星)	 虽然我是最忠实的木村饭，但还是必须承认：《月之恋人》真是烂片一部！白白糟蹋了木村和筱原……            
(3星)	 其实还算中规中矩的一部日剧，好吧我OUT了，剧情很老套，最80s的剧情。。。。老实说，我也挺喜欢筱原凉子的角色的。。。            
(3星)	 狗血 剧情。。志玲 太。。败笔            
(NA)	 狗血编剧。。。大爱量凉子姐姐气场阿。。。            
(4星)	 筱原凉子是亮点。。。 败笔 林志玲            
(3星)	 我对林志玲的讨厌程度又指数级上升了。。。但是大爱筱原凉子和木村拓哉~还有我们家翔太说起中文来好好玩~~~有腔调~北川景子也很漂亮，反正除了林志玲这个败笔，其他演员都比较有水准。木村拓哉演技就是好，永恒的王者~            
(5星)	 真爱就在身边。            
(3星)	 结尾太差！            
(1星)	 啥么。。这是个啥么。。。。。不过得出的结论是：木村的侧面还真像林小花。。尤其是带上墨镜以后就更像了。。            
(NA)	 真不知道富士电视台为什么花这么多钱给月造势，正如大多数人的观点一样，月真的从头到尾故事情节都很烂俗。而且莲介很秀めい的恋情到底成了什么让人不免质疑。老实说刚开始还是满期待的，但看了第一集之后便隐约开始担心，这导演根本不了解真正的中国人，而且完全看不出他要拉近中日关系。。。            
(1星)	 居然完完整整的看完了－ －太雷人了            
(3星)	 筱原凉子+1            
(2星)	 冲着我喜欢的木村和凉子，我居然没有看完，真对不起他们呀            
(3星)	 阵容强大，内容不咋            
(2星)	 不是很对我的胃，看不下去~            
(2星)	 雷死人不偿命.            
(4星)	 本来是三星的，看在结局是令人惊喜的大反转下，嘛~不负责任的四星！            
(2星)	 山寨的感觉啊            
(2星)	 前5回还像个样子，后面的不知道讲的什么！040= =！            
(3星)	 看在最爱的木村大神份上，勉强给个3星。结尾好崩溃滴说            
(3星)	 超级不喜欢松田翔太            
(4星)	 木村是灵            
(NA)	 越到后面,越没有看下去的愿望~!            
(3星)	 越到后面越难看....            
(2星)	 水黾亮了！            
(3星)	 因为是大神，所以拥抱3位美女仍坐怀不乱吧！志玲姐姐装作公主显然太大只，耍女神气质太过缺乏气势；凉子姐姐扮可爱善良却不由自主流露大婶气质；最后不得不佩服玩偶妹妹爱得够坦荡和洒脱，比起志玲她更完美地诠释了女配该有的尺度。            
(3星)	 这真是大神被無良的編劇、製作單位以及極品女配被杯具掉了的一出戯亞。。。。幸好，還有涼子，還有一干可愛的配角。。。哎。。。 ps. 040小姐，雖然你有挑戰自己的勇氣去完成不可能的任務，但以你著名的高EQ，不應該這樣消遣觀衆吧。。。還是擺擺POSE拍拍照片比較適合你呢！            
(3星)	 一颗啥啥啥毁了一锅啥啥啥            
(NA)	 着部剧激起了我一些民族情结            
(2星)	 看完还是有点莫名其妙的感觉……            
(3星)	 还是喜欢秀美和莲介在一起。            
(4星)	 我承认，我忍受着天雷滚滚，花枝乱颤地看完了。其实还可以，就是那普通话真不是一般的普通，志玲姐姐的演技。。。不过，大神、凉子、北川、翔太还是好喜欢。。。            
(2星)	 1集。垃圾。            
(3星)	 结局完全是敷衍了事。            
(3星)	 主要是我不喜欢结局！            
(3星)	 冲着林志玲去的~            
(4星)	 虽然大家都说不好看 但是我觉得还好哎            
(3星)	 一星给凉子JJ，一星给囧子，一星给主题曲...            
(NA)	 本来一直对木村拓哉无感~但是被这部剧里的木村煞到了~！但是十分搞笑的是每次和林MM在一起都要借位...哈哈哈哈~不然身高就~~~            
(3星)	 日剧还是不要找棒子 中国人什么的 没意思            
(2星)	 票房杀手            
(2星)	 我就是想看看志玲姐姐是怎么拖垮这部剧的-。-可是我发现就算没有志玲姐姐我依然觉得这部剧很渣。。。            
(3星)	 这部是大神你迄今为止最失败的片子吧……都怪040！~            
(NA)	 我很介意林志玲搅局……            
(3星)	 失望唯一的收获是筱原凉子            
(NA)	 几乎是用了一天的时间，把《月の恋人》看完了。其实心底里是绝对抵制这类电视剧的，到了一定的年纪，不该被传说般的爱情故事蒙蔽，还继续做可笑的白日梦了。于是，打着听听日语的旗帜，就这样一直看了下来。林志玲的声音的确很娃娃音，日语都能说得那么细腻，很贴心的感觉；木村拓哉也确实有一些意            
(3星)	 唉，kimura桑，我不忍心……            
(4星)	 帅啊帅啊，木村啊。。。林40小姐真是无语了            
(4星)	 林志玲在里面演的其实相对于她以前的片子已经还可以了，大爱筱原凉子，最后他们好了，i love the 结局            
(3星)	 后劲不足- -.            
(3星)	 木村加一颗❤。            
(3星)	 结局太突兀  三个女主角各有各的可爱  配乐喜欢 片头喜欢 大神喜欢 对编剧表示无语            
(4星)	 只看两集 因为实在受不了 040的娃娃音 不看了……            
(1星)	 狗血！！！            
(5星)	 最爱筱原凉子。            
(3星)	 劇情有點狗血。            
(5星)	 音乐相当不错，剧情是那种一看到开头就想到结尾，不过剧本的节奏感很好，还是挺有意思的            
(2星)	 桃心。。我想说四个字，我勒个去。            
(5星)	 反正我觉得挺好的。。。            
(NA)	 林志玲在成长            
(1星)	 日剧也有那么难看的，少有。林志玲大妈四肢发达，跑起来很毁。看了几集后看不下去了。            
(2星)	 这剧的爱情完全不能看，即使040戏份全跳过也止不住恶心。如果不是为了shota我怎么撑得完？话说那个“明”跟伪娘没什么关系应该是人妖吧？最后那集还过得去，那排小椅子很可爱。            
(4星)	 志玲大姐在里面作甚？！还占了这么多戏份!            
(2星)	 剧情烂到吐血。。。编剧为什么还能活着？？？            
(1星)	 看了一集，弃了。。。            
(2星)	 什么鬼东西E2            
(3星)	 结局不错~            
(5星)	 还是很凉子的feel            
(2星)	 至少还有涼子姐，木村兄多年还是帅呀            
(3星)	 如果不是因为志玲奶奶...我会打高点~她成功让整部片子成为水货= =我们滴木村大神啊....呜呜呜呜            
(2星)	 为了凉子姐姐看的，囧，其他人全部退散。。。真是一部无聊的剧啊。。。            
(3星)	 大神你的名声就这样被志玲姐姐毁了            
(2星)	 林志玲的日语听着真难过，还是木村和筱原凉子一起顺眼点            
(NA)	 从头追到第8集，烂的不忍心看结局，遂弃之            
(1星)	 一比吊糟            
(NA)	 感觉平淡了点            
(2星)	 大神 北川 翔太 志玲...哪一个不是我坚持下去的理由呢！！！怪只怪此剧太烂.....看到一半我投降了！！！我清楚地记得大神在第一集里抱着志玲姐姐说：我要你！噗........            
(3星)	 不管怎么说我开始关注渡辺叔了。。。配角控飘过            
(3星)	 作孽啊。。这个收视            
(3星)	 除了木村的演技，林姐姐奇妙的日语算是个看点。            
(3星)	 不是每个青梅竹马都能用10年的漫长岁月等待浪子的回头 - -   但这恰恰也是所谓纯爱剧的魅力所在。            
(3星)	 情节太慢啦…志玲姐姐在里面满美呀…好吧 她一直很美…            
(3星)	 一般般。            
(1星)	 编剧烂……最后锈霉没和社长在一起郁结了。            
(3星)	 大神，强力组合未能挽救。            
(2星)	 志玲阿姨毁了收视率            
(1星)	 就这还有脸叫剧是吗……            
(2星)	 剧情实在太差            
(3星)	 林志玲無疑係一個大美人            
(3星)	 2010            
(3星)	 很喜欢凉子，前晚还在跟魅儿讨论，她说喜欢漂亮男人，帅气女人。我说我喜欢美丽男人，帅气个性的女人。所以这部剧我超级喜欢凉子，剧开始真不错，后面。。。故而没看完。            
(3星)	 结局不喜欢~            
(3星)	 冲着筱原凉子和木村去看的。             
(2星)	 林志玲的日语让人崩塌啊。。幸亏有筱原凉子撑场。。            
(NA)	 因为是我的偶像木村演的，还有筱原凉子我也很喜欢，所以自己要捧场，但，但，但真让我难过啊，林童鞋的表演简直破坏了一部好好的日剧，我哭啊，为什么要让木村和她搭戏呢？！这是哪个脑残的家伙出的主意，我恨！！            
(4星)	 最后一集很感动            
(3星)	 040到底在裡面是幹嘛的= =            
(1星)	 如果不是为了木村和凉子我真的不会看这种叟片，人物不错，但是剧情太烂了            
(3星)	 无聊！            
(3星)	 莫名其妙的结局。主题曲很好听。            
(3星)	 雷点挺多，欢乐的边吐槽边看            
(2星)	 2颗星送给筱原凉子            
(3星)	 一般般啦！            
(2星)	 乱七八糟，不知所云            
(4星)	 我不喜欢这个结局，但是你问我什么是好的，我也哑言。            
(3星)	 浪费了那么好的演员阵容            
(3星)	 辛苦林志玲姐姐了~~每次看到她讲日语我都替她痛苦啊~太艰难了            
(3星)	 讲故事，很一般（虽然如此我还是想读读原作），但二宫和莲介的状态和筱原凉子的范儿，我实在太喜欢了。结婚是个我以为荒唐到了不浪漫的结局。最后翔たん太tmd帅了！            
(5星)	 大叔，老了            
(1星)	 太垃圾~~~~~            
(2星)	 卡司是豪华的  剧情是俗烂的==            
(3星)	 因为是木村才看，可是让我大失所望，什么破导演，拍的什么破结局！！            
(3星)	 大神不行了            
(2星)	 除了偏见没什么了，从头到尾编剧在自说自话····看不下去了            
(3星)	 志玲姐姐啊~~我忍不下去了~~            
(5星)	 就为了最后终于和凉子一起，让我们这些苦命含蓄女出了口气。我给五星~！            
(2星)	 浅野妙子是不是瓶颈啦。。。这么狗血的剧情都来了、            
(NA)	 关于中国的桥段假的厉害，不过见到久违的木村还是感觉很亲切，保养得很好啊，想来应该要奔5了吧。志玲确实很美，皮肤好白            
(3星)	 有大神在，还真下不去嘴。8集就结束了，估计自己都觉得有问题！唉~~            
(3星)	 林志玲绝对让人大失所望，顺便说一句，日本人难道想用会说中文的日本人来蒙我们中国人么？不过拆建办的绝对演的好...            
(3星)	 一般般，混个点~~木村大树是亮点~~            
(5星)	 有大神和凉子姐姐  最后还是看完了            
(5星)	 最爱大神，8错8错~            
(2星)	 编剧··无语了            
(2星)	 040   毁了一堆人啊            
(4星)	 大家要求太高            
(NA)	 志玲姐和东东妹很多余             
(1星)	 不知所云            
(NA)	 剧情实在不是我喜欢的。为了强大的主演阵容看完。表现最好的还是木村，志玲已经很努力了，凉子姐姐一如即让的好：）            
(3星)	 林志玲最后告别那一场戏还不错~~~回想着总体也不错~为嘛就这么难看下来………………            
(1星)	 大神选到这个剧本真是毁了            
(3星)	 去掉林志玲~~~其实还蛮好看的啦~~~            
(2星)	 只能说编剧好烂。            
(1星)	 舍友的推荐下看的。耐着性子看完两集。实在是太难看了。只有攸原凉子的表演很赞。其他人。。。            
(2星)	 = =一塌糊涂            
(2星)	 完全浪费了大神和凉子姐姐和翔太这种阵容。1集果断弃之。林志玲姐姐，你太毒药了啊，天雷滚滚~            
(2星)	 耐着性子看完的，真失望            
(NA)	 虽然有木村拓哉 。不睇两集 见到林志玲个款 失晒兴趣。            
(2星)	 不给力啊            
(1星)	 那个，如果，我还是15岁，我会很喜欢的。可惜，我不是。            
(4星)	 所谓的阑尾剧~？            
(3星)	 最后一集才好            
(3星)	 大叔依旧帅            
(2星)	 除了040其他演员都很强势，讨人厌的水黾。。。            
(4星)	 剧情很烂，三星，林志玲烂演技，减一星，松田翔太，加一星，自己亲临现场的第一部戏，加一星            
(1星)	 我都不知道我哪来的那么大耐性!!看完这部剧情神经病透顶的日剧!!!            
(2星)	 看了这样组合就没趣了。。太倒胃口了。。失望。。木村怎么都不退休哒。。日本男星后继无人呢？？            
(2星)	 造作，无聊            
(2星)	 一集弃            
(4星)	 呵呵 挺好看的 可惜 只有8集就结束了            
(3星)	 快进看完的，三个字，哈哈哈            
(5星)	 比韩剧强的多的多。。。            
(2星)	 040真是毒药...可惜了筱原凉子...            
(4星)	 因为林阿姨所以扣了一颗星.            
(3星)	 完全就是在看大神。。。还有翔太君。。。            
(4星)	 木拓木拓木拓~！！！想说大神很努力了anego也很努力了囧子好吧 她其实也挺努力了040也好像努力了 但选她真的是悲剧编剧也努力了饶了那么个大弯子月秀月宫的 难为他了看该片的最高境界是听不懂日本人说中文 别难过040说的也听不懂？没关系你永远不是一个人            
(NA)	 日本出的主演都很喜欢，但是剧情真的太牵强了，我的建议是：如果不是冲着看演员来的，那可以绕道离开了。            
(3星)	 e..........除了木村，其他都不钟意，松田的好都毁了－－            
(2星)	 有我喜欢的男人和女人，所以看。希望比较发展的好吧。            
(3星)	 因为看之前被灌输了各种不好看 看得时候竟然发现其实过得去....            
(2星)	 结局……我就不懂为何女二号变成了女一号！            
(3星)	 结尾不太懂~为什么社长突然和真绘美在一起了~p.s.木村老了..偶还是喜欢里面的女二和男二~            
(2星)	 除了大神和shota几句无比洗具的中文没有别的看点            
(4星)	 其实除去有点抽的志玲姐姐其他人演的都不错~            
(2星)	 我了个去。被雷劈了。            
(5星)	 好好看。。。好爱那四个硬币！！            
(2星)	 看着木村每况愈下的老脸，我真真觉得还是很萌的。            
(3星)	 同一季其实月恋比素直要好看  最起码我还有想看下一集的动力  只为了看结局到底社长选了谁...  这剧开头给秀美和莲介设计了那么多桥段按照传统模式这两人应该宿命般的在一起  但是浅野大妈很诡异的转回青梅竹马路线了......虽然他们两个很合适但是前面也交代的太少了吧            
(4星)	 除了林志玲，其他都喜欢~            
(3星)	 志林姐学着日语不容易啊 木村拓哉 帅哥老了 墨镜威武啊像韩剧  很扭捏            
(3星)	 不给力啊            
(2星)	 不知道是顶着什么看完它的…剧情编得实在有点囧…            
(5星)	 其实感觉还不错啦，040的那段感情过于描绘。筱原那段感情是段隐线，只要明白，其实还是蛮感人。至于北川，这条线也不错，很感动。最大的败笔就是40，其他的配角也都挺好的。            
(NA)	 日剧就是那么的紧凑！最后的结局虽然说是希望的，但是一开始没有想到！喜欢社长~~            
(3星)	 大神我永远爱你。可是实在不喜欢林志玲。            
(2星)	 大神的陨落            
(NA)	 烂剧情            
(2星)	 这个句要我评论一句话，那就是：真他娘的难看。本来我也是很迷木村大神的，毕竟能让我十几年不变心的男演员太少了。可是这部剧我是无论如何也看不下去了。大神那凋残的颜，040那做作的表演，唯一能支持我看两眼的也就是松田翔太了，这家伙越来越可爱了，假以时日，必成大器。            
(3星)	 林志玲其实演得很自然,除了她的个子过高不大适合这样的性格之外,其它我都觉得很OK,最后一集我居然哭了几次            
(3星)	 大神真帥呀~不過真心不喜歡數字小姐。最後兩集很倉促。            
(1星)	 结局有的想骂人。            
(NA)	 有失水准            
(NA)	 木村与凉子            
(2星)	 什么玩意儿……就是木村大神艰难的抱着个橱窗里的模特儿。要不是因为木村大神和浅野大妈我连一颗星也不想给。            
(2星)	 做作            
(1星)	 看到第五集实在忍不了了，神，你晚节不保啊T-T            
(3星)	 最后还是比较中肯的结局，040也变成打酱油的了==            
(2星)	 好扯的片子。。。            
(NA)	 爱死这个结局了！林志玲从头到尾都看得超级不舒服。北川的这个角色性格上非常喜欢的说。关键是最后结局的CP非常有喜感啊！就是要这个样嘛！            
(3星)	 这个结局啊。我一直以为是中国人赢了= =原来四个硬币可以画一个心。            
(3星)	 原声和主题曲都是大爱  大神也很招苏。。。问题在剧本和选角上  当然那几位的演技也有很大的问题            
(4星)	 看好久了，最后一集有感动到。不过不至于为了本土演员就安排一个很错乱的仓促结局，志玲姐姐让我对她大改观            
(2星)	 个结局有点没想到。。。            
(2星)	 脑残的编剧是观众最大的不幸~~~弃            
(1星)	 真的很烂，剧情很是莫名其妙            
(3星)	 前后感觉怪怪的            
(NA)	 偶只稀饭筱原大妈~~~^^            
(3星)	 3个奔四的人主演的纯爱剧。。。            
(1星)	 杯具，巨杯            
(4星)	 结局让我们清醒了，什么才是真正的爱！是一直朝夕相处陪伴在身边的那种感情！            
(2星)	 因爲筱原凉子看的，木村儘管一把年紀一臉皺褶，還是那個表情繼續耍酷，以外的其它除了北川的可愛扮相再無可關注之処，耐著性子看完。日劇也到了創作枯竭的時候了，要這番引入中國概念？P.S.導演爲了不拍出木村和林志玲的海拔差距真是辛苦了。            
(3星)	 不太喜欢林志玲，有点做作，结局有点突然。            
(2星)	 什么东西。            
(NA)	 出人意料的结局啊~~            
(3星)	 我承认我是看木村和林志玲的            
(4星)	 打的四颗星，最后一颗送给囧子吧，结尾的一番告白着实把我给感动啦！            
(2星)	 日剧中的极品剧。。。。            
(NA)	 很喜欢筱原凉子演的那个角色~可爱的女人             
(NA)	 真系無眼睇..            
(3星)	 我是不要看林志玲的！ 只有最后一集算好看、、、            
(1星)	 无语了。。。烂剧            
(4星)	 对于80后们来说，看着年近不惑的木村回归纯爱摆出那副经典的纠结的冷酷的脸，就像看着小虎队那帮青春不再的老伙子们上春晚扭出十几岁时的模样。90后也许再也不会明白，就连我们也不过是在已经有些模糊的回忆里寻觅曾经的感慨。我们越发明白，我们就越发怀念……            
(3星)	 我想说……满怀期待……结果杯具……貌似烂片            
(NA)	 大神的个人演出值四星，对狗血剧情有爱者四星，对剧情和合理性有要求者别看了。这剧适合爱看剧的男人看，适合暗恋自己同学朋友上司的女人看，适合对大神有复杂情感者看，喜欢异国人士的异国恋进行中的别看了。            
(4星)	 纯粹为了演员阵容啊!!!!!            
(4星)	 凉子姐姐你终于得到幸福我也就放心了~~~            
(2星)	 女二还行            
(2星)	 超级的失望  剧情俗套、林志玲太做作了......整剧的亮点篠原涼子......不愧是日剧的一姐气场不容小视......            
(3星)	 我家的筱原凉子。。我家的北川景子。。。好好的一部剧怎么就成了这个样子呢。。好在我家的二宫真惠美最后得到幸福了，还是幸福的快要死掉的那种。。这点还是不错的~            
(3星)	 为了木村看了这部新剧，说实话引入外籍人员 林志玲 很失败！没有了日本特色，中国特色也不对。剧情很垃圾，就是为了木村才看得            
(3星)	 大神啊...你还是老老实实地跟日本女人恋爱比较好看....            
(NA)	 no good            
(5星)	 虽然收视悲剧、但大神依旧是帅的。            
(3星)	 无语            
(3星)	 其实没啥感觉            
(3星)	 其实我一直放心不下，拓哉哥哥与志林姐姐演对手戏时的身高尴尬。倒是脑子大可丢到一边，用不着。我爸说了：“这种不能开发智力的片子你都看？”            
(2星)	 算得上大神最难看的剧吧。。。。。。。。            
(3星)	 WA TA SHI HA LIAN SAN NO KO TO.....            
(4星)	 大叔and大妈 之恋 哎。。。            
(2星)	 林志玲把木村毀了！！！            
(3星)	 本来四星的，因为那个做作的女人，减一星。            
(3星)	 机场告别真是催泪 木村大叔那个眼线画得啊 啧啧啧             
(1星)	 没看下去            
(3星)	 被040毁了……好好的剧orz            
(3星)	 浅野大妈连带4.0西奈！！！前几集还以为留有好多悬念还以为会有阴谋还以为会有商战，结果又是大妈你又一个不清不楚的苍白剧本。040我真的这辈子都不用再看你了，这剧里看得太够了。为毛现在看木拓演个戏都这么难            
(3星)	 我明知道莲介最终是会真绘美在一起的，但心里强烈地希望不是这样，是想莲介和秀美的，大结局不想认真看，因为结局好令我难受。不是因为木村拓哉，而是这个故事。            
(3星)	 ……            
(1星)	 志林姐姐太雷了            
(3星)	 木村拓哉是真的矮。。还弄个林志玲。。唉。。            
(3星)	 看到第七集才觉得好看，可惜已是尾声，大自然的生活很美。            
(NA)	 看看就行            
(3星)	 口水口水大叔就差不多了...很想知道编剧到底是在干啥？            
(4星)	 我们可以并肩一起走！            
(3星)	 受不了中国人讲日语的调调；受不了日本人讲中文的调调；受不了的阿部力；直接看叶月和二宫的剪辑即可。            
(3星)	 志玲姐姐的表演，太造作了            
(3星)	 不推荐啊，只是有大神，志玲啊~剧情无爱            
(3星)	 这个剧就是把秀美这个角儿捧了又扁扁了有捧捧了再扁扁了再捧 结果闹了半天还不是女主 你有意思么一开始弄这么大排场...... 林志玲真的很拼 可惜这剧第二集开始就不适合你啦             
(1星)	 真的真的雷            
(3星)	 毁了......            
(3星)	 结局有点不合我口味            
(3星)	 一个牛逼的男人，需要三个女人。一个一直仰视他，一个陪他风花雪月，一个陪他相濡以沫。            
(3星)	 没太大意思···            
(2星)	 我真的被雷的不行 而且讨厌结局 虽然木村大叔耍帅还很有范儿~            
(NA)	 最终还是月宫恋！虽然结局我不是我预期的，但是这结局让我很满意！            
(2星)	 木村拓哉真的很矮，像是白雪公主和小矮人的故事，结局跳TONE了，不喜欢了            
(5星)	 男人还是老的帅            
(2星)	 10春最让我失望的日剧。            
(3星)	 只能说，看了网上的评论后觉得，大家说的太对了            
(2星)	 小熊猫景子~            
(NA)	 越看越无聊            
(4星)	 蛮好看的  主要是主角我都喜欢            
(NA)	 纯粹为了木村才追这个剧,追到最后觉得剧情莫名其妙....            
(2星)	 第一回  22.4 第二回  19.2 第三回  15.6 第四回  15.5 第五回  17.4 第六回  13.4第七回  14.4最终回  16.2            
(3星)	 总算大神没有和ZL姐姐在一起            
(3星)	 那漫天的带时代烙印的红色标语布林志玲的惨不忍听“日语”木村的“惺惺作态‘ --- 杯具了 嗯 其实看到后面还好 有点意思            
