http://movie.douban.com/subject/3275416/	实习医生格蕾  第二季 Grey's Anatomy Season 2
(5星)	 对于这部戏，除了五星，其他的选项都是多余的            
(5星)	 格蕾中最好看的一季            
(5星)	 哭了好几回            
(NA)	 王菲曾说反正男人都花心，不如选个漂亮的——我想王菲说这句话的时候可能已经不那么相信爱情了，因为早前她还曾对记者说“没准儿在电梯里遇到个水管工就爱上了”。据说人类之所以会相爱，只是因为一个人的鼻子底下的一个极细微的腺体分泌出的信息素被另一个人所接收。            
(5星)	 爆灯的风流医生俏护士            
(3星)	 很好的结合            
(4星)	 决定接着看，这一季留的悬念太多了。            
(5星)	 很好看.izzie和denny浪漫得好残忍啊..听说后来dr.burke走了..T T            
(5星)	 是GA几季里面最喜欢的一季，从这里喜欢上了Justin Chambers            
(5星)	 grey的确是从shepherd开始混乱的，finn不是挺好。derek控制不住爱谁，但不该不制止还火上浇油。yang的EQ太低！看得我怒。其实alex本身并不坏。izzie是花瓶，喜欢上denny实在太狗血。george太懦弱。喜欢addison，burke，bailey。            
(5星)	 我还是觉得前两季好            
(5星)	 anatomt             
(5星)	 辉煌的第二季啊，人物互动非常吸引，医疗CASE噱头十足。而且当时好像是一整季看掉的，过瘾啊！！！            
(5星)	 Burk的最后一季，同时也是相当精彩的一季            
(4星)	 曾经当医生也是我的梦.....            
(3星)	 忍受不了这个错综复杂的男女关系。。。            
(5星)	 引人入胜！            
(4星)	 炸弹那集经典啊，mer和derek太纠结了            
(4星)	 为了看彪悍的yang和像小罗卜特唐尼的Denny，和看似冷漠的人际关系中割裂不断的友情、亲情、爱情。            
(NA)	 有没有告诉你。你很像yang。            
(5星)	 这一季的确非常精彩！            
(NA)	 那韩国人也太那个了吧……一开始几集还蛮好玩的，说话很精辟！后来就感觉她的表情一直很韩国，就是衣服韩剧里面演姑姑婶婶的那种，嘴巴往下弯，然后眉头皱着的。。真的好恶心啊！很难让人看习惯啊！！！为什么Burke喜欢她呢？不明白！！！            
(5星)	 很有爱～            
(NA)	 还是喜欢House            
(4星)	 这一季，还是不错看，除了乱搞男女关系            
(5星)	 每一部都不愿意错过，感觉伴随剧中人物我也能成长。            
(3星)	 第二季开始，我觉得有些凑集数的感觉。而且对于人物关系的描述还是有些混乱。开始讨厌格蕾，和那个男医生。在他妻子和情人之间游离游离。还有那个克莉丝汀，和那个黑人医生真的很不配。最喜欢的是乔治。纯真的孩子啊。。。不知道能不能坚持看下去            
(5星)	 I still love Dr.Burke            
(NA)	 大爱addi啊~~            
(5星)	 我看第一季就知道这剧有明星相，果不其然.......            
(5星)	 开始爱上这部剧            
(5星)	 Burke......            
(5星)	 大爱            
(5星)	 还是赞。            
(5星)	 追了快4年的剧……宽面条泪……            
(5星)	 我的大爱啊！！！            
(5星)	 欲罢不能~太好看叻!!!            
(NA)	 好看啊！            
(4星)	 活生生的生活。。            
(4星)	 Alex帅吗？为什么剧里小女孩子看到他就晕菜了鸟？也只有小女孩对她发晕            
(5星)	 太好看了 看出了太多东西 太多我们习以为常却一再忽视的东西            
(NA)	 有个Bailey当老师多好              
(4星)	 我比较喜欢第一季和第二季            
(4星)	 女主角还不错            
(5星)	 不得不说，这是我觉得格蕾最好的一季            
(4星)	 男主角帅             
(NA)	 辛苦。            
(5星)	 ~~~~(&gt;_&lt;)~~~~  看的我忒纠结啊相爱的人怎么就不能在一起呢            
(5星)	 SUPER            
(5星)	 McDreamy! McSteamy!!            
(5星)	 很爱强势的Addison和BC组合            
(5星)	 20集和第一季的9集几乎一样精彩．有些特别的病历现在都还记得．人物性格和关系变化也很有看头．            
(5星)	 我的Christina~~Oh Ye~~~            
(5星)	 好看~~            
(5星)	 GREY ....&#34;seriously?! Seriously!!!&#34; 超有喜感的对话。。。            
(4星)	 可以当作励志片来看，一群疯狂热爱自己事业的人。            
(NA)	 前几天，重新温习了还是很有感觉            
(4星)	 我很害怕看到BURK离开 怎么办            
(5星)	 看完有点受不了了，最后一集要干嘛？true love are all being cursed, damn it            
(NA)	 好片            
(3星)	 第三颗星给这个剧照            
(3星)	 说啥好呢，越往后越与医学没多大关系了，关系越来越乱。朋友们好多都看到第5季第6季，崩溃啊～            
(5星)	 But here&#39;s the truth about the truth...it hurts, so we lie...by the way, I love Dr. Burke!            
(5星)	 大爱！            
(5星)	 我不知道该写什么，一直追看GA，因为跟片子的人的生存状态跟我周边的人十分相似，很无力的茫然。            
(5星)	 非常非常非常推荐第二季！喜欢Denny.以及第5集，非常感人。            
(5星)	 必看美剧            
(5星)	 Dr.Shepherd~~~u r my ideal man            
(5星)	 这里面男女关系也太乱了。            
(NA)	 我爱DR. BAILEY~            
(4星)	 犹豫不定的是Shepherd，可怜Addison成为牺牲品。整部戏的看点在集与集之间所表现的情，而不在主角间混乱的情史...            
(5星)	 偷偷的知道一些东西 那些美好以及那些即将到来的遗憾             
(NA)	 很好！            
(4星)	 女主角有一张神奇的脸，从来都不会有表情            
(5星)	 留了最多眼泪的一部            
(4星)	 第二季还行             
(5星)	 很赞！几个主角个性都很鲜明。拍的很真实。让人看着感动，从中感受到人性。            
(5星)	 iz.....            
(5星)	 确切的说，我应该是从这一季开始喜欢上GA的            
(5星)	 炸掉的 那几集真是惊心动魄彪高的收视率 证明了一切            
(3星)	 男女关系真是扑朔迷离。。。。医学其实只是背景            
(5星)	 最喜欢男主角那一型的了，简单的语言和追求就是浪漫            
(5星)	 好看            
(5星)	 成人的世界。            
(5星)	 真的很喜欢的一部美剧.            
(3星)	 when everybody slept with anybody...Just give it up.            
(5星)	 your hesitation, your escapsm, your &#34;GREY&#34; has become part of my life...........            
(NA)	 这个剧全看了，其实剧情挺老套的，就是所有的人都有千丝万缕的关系，故事的新鲜感是每集里面都有的瞎编的新病例。医院里面就是能够写出东西来，毕竟是所有人都有经验的地方，又是生老病死最牵动人心的地方，于是医院剧永远都会红下去的。            
(3星)	 同第一季，感情戏实在鸡肋，往重了说是令人作呕。特别讨厌女主的装模作样。。            
(4星)	 是在受不了乱睡觉内容是五星            
(NA)	 我是哭着看完这个蠢片子的。            
(5星)	 很真实            
(3星)	 sex too much!            
(4星)	 越来越好看            
(5星)	 虽然有人说像读者文摘，我依然喜欢。每个人都很有特点，真实、敢爱敢恨，没有什么不敢承认的。有坚守的人生，敢于与自己所做的一切负责。这是我学到的态度。            
(5星)	 真过瘾，过瘾地爱过瘾地生活，过瘾地工作            
(5星)	 嗯 当医生真好            
(5星)	 喜欢每集开始前的独白            
(2星)	 不好看，性关系相当混乱的片，医学部分做得不如豪斯精彩。属于医学不够性交来凑的片。            
(4星)	 充实的第二季，喜欢单眼皮yang...            
(4星)	 追至此，决定放弃            
(4星)	 i LOVE YAN            
(5星)	 继续吸引我，不矫情的说，我从中学了很多道理。。。而且，我能看着他们的故事静静地止不住的哭。。。            
(5星)	 s2是我最喜欢滴..            
(NA)	 格雷一直是偶的珍宝            
(NA)	 从实习就开始乱搞了，看来国外也是概莫能外！            
(5星)	 个性太鲜明~TOO MOVING            
(NA)	 太紧张的生活一下放松，也不是件好事……            
(4星)	 前几季就五星了            
(NA)	 一直都那么好看            
(5星)	 Kate Walsh            
(4星)	 外科手术　好看            
(5星)	 最最爱            
(4星)	 喜欢 Addison Montgomery 胜过女主角……            
(5星)	 除了睡觉乱了一点其他都好的一塌糊涂            
(4星)	 wow...the last few minutes of this season make me crazy about Alex.. Exactly the kind of man I will fall for.            
(NA)	 偶像剧的极致了吧……            
(5星)	 2009-04-28 ~ 2009-05-10 weeping...            
(NA)	 George~            
(5星)	 第二季是最精彩的            
(3星)	 meredith and derek are sick and disgusting            
(NA)	 开始向往cristina            
(5星)	 赞!            
(5星)	 每个都喜欢....            
(5星)	 一如既往            
(5星)	 经典            
(5星)	 公认的最好看的一季。            
(NA)	 burke啊！！！！            
(4星)	 美国人在影片中混乱的性生活,想想现实生活应该没有那么糜烂吧~            
(NA)	 2005，有时看。            
(4星)	 精华就在Seasony1和2了            
(5星)	 the dark and twisted girls            
