http://movie.douban.com/subject/2147129/	萤之光 ホタルノヒカリ
(4星)	 部~长~&gt; &lt;            
(4星)	 部长其实是干物女意淫出来的产物            
(5星)	 又一个美好的童话呀~            
(4星)	 二姐说部长的脚好好看，每次只要有脚出现我都使劲瞄，很疑惑怎么看的出。原来说的是腿。            
(4星)	 喜欢没有理由！！部长！！！！            
(5星)	 即可修~~出乎意料地好看^ ^            
(5星)	 不囧~~~~~~~~            
(5星)	 很欢乐很欢乐很欢乐，突然明白了那么多小女生为啥要逆推大叔了，大叔好萌啊~            
(5星)	 干物女嘛。            
(3星)	 我哪好意思称自己作“干物女”，都没有那么漂亮的后廊，55555~~“不囧”，你还能再囧点瓦？            
(4星)	 干物女。。。            
(4星)	 干物女也有春天            
(3星)	 原来日剧是男二不好看。。。            
(5星)	 看的时候想恋爱~~~不过现实没不囧的~~~~            
(4星)	 不囧！傻宫！小诚！            
(NA)	 还可以            
(5星)	 傻宫会和部长永远在一起。            
(NA)	 未来 生活的写照啊            
(5星)	 哎哟，看最后一集居然哭了            
(5星)	 萌死人了好吧部囧。            
(4星)	 哇哈哈哈哈哈哈哈哈            
(4星)	 魅力部长和美丽鱼干女的绝佳组合！啧啧，我也是鱼干女诶。。。            
(3星)	 没耐心看完，冲小遥看的            
(4星)	 ❤部长部长部长❤            
(4星)	 心跳加速什么都不靠谱 最自在最舒服的相处才是王道            
(3星)	 干物女的福音剧            
(5星)	 作为干物女，我期待部长大叔~            
(NA)	 最爱的haruka！！！干物女就是我的未来，期待属于我的部长大人！            
(4星)	 热播时还觉得不好看，没想到4年后成为自己的生活写照，悲催。。。。。。            
(5星)	 哎哟正一部长！这么完美的大叔哪里去找呢╮(╯▽╰)╭            
(5星)	 部長太有愛了            
(5星)	 绫濑遥很萌的！！可爱死了！！            
(4星)	 神一般存在的部囧。            
(4星)	 喜欢社长~~            
(NA)	 第一部好看            
(5星)	 里面的幻灯片真好看！            
(4星)	 部长大人~            
(5星)	 去年暑假的最后看的。非常非常非常喜欢。            
(5星)	 干物女也有春天~~            
(5星)	 部囧！            
(4星)	 本性还是难改啊。。。挺喜欢运动装的、挺喜欢小庭院和后廊的……            
(4星)	 很有喜感~~创造出很多经典词汇阿~            
(5星)	 部长！            
(5星)	 很搞笑~ 喜欢里面的部长。            
(4星)	 我都快成干物女了            
(5星)	 直人大叔啊！！！！！！            
(5星)	 觉得自己和小萤很像 很努力 对于感情却很迷糊 什么时候能遇到自己的部长呢 我还在等待着呢 笑~            
(5星)	 主啊，原谅我看时抑制不住的想井理，主啊，不跟你多说了，我看第二部去啦，吼吼吼。。。            
(5星)	 好好看啊~干物女~万岁~\(≧▽≦)/~ 哈            
(4星)	 大叔……            
(4星)	 夸张的表情一贯日剧，但是，部长迷人哪...            
(5星)	 一定要收藏~            
(4星)	 加藤和树你的脸是用面和的么！！！！！！！！！！！            
(NA)	 我觉得自己就是一个干物女。哈哈哈            
(4星)	 吃着鸡爪喝着酸奶，看到一半还有我的王老吉            
(5星)	 每个姑娘都想要个不囧啊~            
(5星)	 超萌啊QAQ，部长……            
(5星)	 我貌似对年纪大的帅大叔没有抵抗力啊            
(4星)	 我急需一个部长~~~@！！！！！            
(5星)	 不囧~~~~~            
(4星)	 TAT            
(5星)	 社长~~~~            
(4星)	   部長~~~~~~~啊，心愛的藤木真是太帥了~~~~瑩真是太幸福了~            
(NA)	 大爱！！看的第一部日剧呢。小遥好萌好有爱。不囧也是。哇哈哈哈哈            
(4星)	 高大英俊部长啊！            
(NA)	 越看越爱。。。            
(4星)	 鱼干女也有春天！            
(NA)	 做干物女没什么不好  我也想要有个小后花园给我坐着发发呆            
(NA)	 大爱呀~绫濑mm            
(4星)	 藤木直人很帅，绫濑遥每次看见她就想起白日行……            
(5星)	 自然的表演。让人发出内心的笑            
(4星)	 女猪有时的白痴让我想狠狠的抽她一顿！！！！！            
(4星)	 很适合夏天看的一部剧，看完之后觉得，人只要简简单单，很真诚地对待每一个人，每一件事就好，至于结果，其实不太重要，因为认真对待了，相信结果都不会太差。干物女也有干物女的幸福。看完这部剧，也爱上了门前的那个走廊，静静地坐在那儿，看书、听音乐、抑或是发呆，哪怕一个人，应该都很满足吧。            
(4星)	 美男标榜一切！            
(NA)	 绫濑遥太可爱了 ，今天追完            
(5星)	 与其出去拍拖，不如宅在家里穿着运动服喝啤酒~            
(NA)	 遥在里面实在是太可爱了！            
(NA)	 傻宫~~            
(5星)	 老天賜我一個部囧吧!!!            
(4星)	 干物女最高            
(5星)	 有多喜欢呢~~至少让我觉得喝啤酒很美味，滚来滚去很舒服，穿运动裤很美好~            
(4星)	 我也是鱼干女罢            
(4星)	 小院子走廊的夏天味            
(4星)	 坏的开始是结束的一半--原来4年前都没完全看懂这部剧。            
(5星)	 老天爷赐我一个部长吧！！！话说我好讨厌男二啊。。。            
(5星)	 很夏天            
(NA)	 太欢乐了，部长            
(5星)	 干物女多可爱丫            
(NA)	 呦西。。。。终于看完了。。。。            
(4星)	 满意的结局!!            
(5星)	 真的好好看呀　だいすき！！            
(4星)	 真的很夏天的呀~~~            
(5星)	None
(NA)	 额。。弃            
(4星)	 那个介绍这个剧给我看的宅女已经快结婚了。。。            
(5星)	 太喜欢部长了！            
(5星)	 宅女共鸣片。剧中每一个人都很美好            
(5星)	 最喜欢的三部日剧之一，暑假里一道轻松美味的盛宴            
(5星)	 部长~~~部长~~~~部长~~~~~~            
(3星)	 mb原来是少女漫... 三分已经算很高了...某男和花瓶无异啊....shit!!!            
(5星)	 该怎么说呢共鸣吗或者比较偏好这一类的吧…很棒的片子~慢叫去看第二季            
(4星)	 如果赐我一个部长            
(5星)	 符合当时~            
(4星)	 要向部长学习，做个好男人，喜欢这种平淡的爱，喜欢这个屋檐下，喜欢这种美好时光。            
(3星)	 前面不错，后面没耐心看了。            
(5星)	 Make you cry            
(5星)	 还是第一部好看            
(NA)	 女主演得很给力，不错            
(5星)	 爱死部长拉~            
(5星)	 好久没看过这样让人心动的剧。            
(5星)	 部长的魔咒啊~~            
(5星)	 喜欢100分！            
(4星)	 很温馨            
(NA)	 为神马这么烂还这么高分            
(5星)	 是很好看啦……绫濑遥还挺萌的，部长也真令人神往XD。不过这片子的节奏太有问题了OTZ，萤花了8集追诚君，第9集两人终于同居了，然后第10集就分手了并且萤跟部长HE……诚君真是炮灰得莫名其妙哦|||……            
(NA)	 interesting            
(3星)	 喜欢上绫濑遥/不再讨厌求婚中拆散【意图】p和ma酱的藤木直人            
(5星)	 宅女必看            
(NA)	 看了三集放弃，天真女和成熟男的剧情，已经无法吸引我了。            
(NA)	 部长虽好，但还是觉得不好看。。。            
(5星)	 部囧~~~~            
(5星)	 部长～～～  好吧 上天请赐给我一个像部长那样的男人吧！ 一生的请求！！！T T            
(5星)	 好好看,好好笑~~好多表现我也有诶,囧了个囧...            
(5星)	 很多日剧 都是当年只看了一集 后来没追 现在发现 我错过了好多 不过也来得及             
(5星)	 又被这种男人迷住了。            
(5星)	 以后夏天就不再有小萤了，会寂寞吧            
(5星)	 喜欢这类型的对骂哈哈 然后 还发现原来。。我也是干物女了 我靠！            
(4星)	 这里面的藤木直人好可爱            
(4星)	 当年被5G唆使，吼我一定要看这个。现在，总算发现原因，原来自己也是干物女一枚，特别是回家既换运动裤这一习惯。只是从始至终，都未曾碰到那个藤木直人。            
(5星)	 搞笑又温暖            
(3星)	 干物女不等于白痴女            
(4星)	 有共鸣啊。。。            
(5星)	 不囧特嗲了呀！！小萤傻的可爱哈~~又是一口气看完了...藤木大叔总是让人心里暖暖的@-@            
(4星)	 每一个干物女心中应该多会多一个部长了            
(5星)	 果然，看完后和很多人一样，很想大喊一句：老天，快点赐给我一个部长吧！！            
(3星)	 靓大叔一枚            
(4星)	 我爱“宅”女            
(4星)	 因为这个剧突然喜欢喝啤酒。而且一定要夏天在冰箱里冰过才好。            
(5星)	 住在有后廊的房子里，然后不知不觉爱上某个人            
(4星)	 最后互表白什么的好突然，一时接受无能            
(5星)	 爱死了            
(5星)	 部长部长！大爱啊大爱！！！            
(5星)	 大爱藤木大叔，小遥很PP            
(5星)	 赐我一个部长吧~            
(4星)	 就让我怀着想她那样思考的生活的憧憬呢。（´pq。）            
(5星)	 我爱闷骚毒舌的部长啊啊啊啊萌死个鸟人了233            
(5星)	 喜欢小萤和部长~~~            
(4星)	 超可爱的傻宫            
(4星)	 治愈啊 不囧！            
(3星)	 经和看过2的同事讨论后决定不看2了，无法忍受被带着做出幼稚行为的部长，不过最无法忍受的是为什么她可以穿着破裤子、脏衣服还不把运动裤裤兜收好就到处晃悠呢！其实最后一集没有也是可以的嘛~部长那一抱还是蛮印象深刻的，我也以为他要打人了= =            
(5星)	 男女主角都演得很好。            
(5星)	 谁叫你推荐 非要改变我对藤木直人的印象呢            
(4星)	 部长太可爱了！干物女也太可爱了            
(4星)	 我也是幹物哦。。            
(4星)	 绫濑瑶真心可爱～            
(5星)	 干物女神马的最有爱了！！！            
(4星)	 傻宫真是傻得可爱，部长真是帅翻天。清爽夏季的恋爱，很纯净。            
(5星)	 夏天的小清爽～部长～小萤～            
(4星)	 部长一样的存在。。。            
(5星)	 干物女            
(4星)	 本来很逗，可是越看越觉得女主笨的让我看不下去了            
(NA)	 那个夏天，后榔，美好的爱情            
(5星)	 呵呵 我也是干物女。            
(5星)	 很宅的宅女- - Q得还蛮可爱的            
(5星)	 给我一个部长吧            
(5星)	 喜欢藤木直人。            
(5星)	 轻松励志搞笑……不过是不是变傻就会惹人爱啊……            
(5星)	 大二的时候 当时对自己的状态定义不鲜明 直到它出现了 妈呀 这tm就是我啊 给周围的人看一个个都说这tmd跟你好像啊 2没有1的震撼和温暖 虽然2有向井 记得推荐这部剧给个男生看 人家说喜欢小萤 我脑子都没过就说我跟她很像 结果人回了一句但是我现在还不想谈恋爱唉 笑岔气了            
(5星)	 我深刻的认知到自己是干物女……            
(3星)	 第一部我莫名的没看完~反正看不下去            
(4星)	 啊，部长！！！&gt;&lt;            
(5星)	 可爱的要命的小遥和大叔！最喜欢的日剧之一！            
(NA)	 我就是个干物女            
(4星)	 轻松~（双面少女）            
(5星)	 很可笑            
(NA)	 明显是恶意卖萌嘛！            
(4星)	 有点小小的梦幻。里面的衣着倒是上班族值得借鉴。            
(4星)	 可爱、轻松、温馨的办公室宅恋            
(5星)	 萌所有猪脚～            
(3星)	 干物女的鼻祖。。怎么能不爱！！            
(5星)	 觉得自己也蛮干物女 有时宅的发霉...要鲜活点 让生活多彩起来            
(5星)	 部长萌死我了！！！“他是个王子气质和大叔特性兼具的治愈系型男!眼神散发点忧郁,嘴巴有点毒舌,脑袋瓜聪明的早稻田的毕业生!大爱！”我十分非常地想在后廊打滚！还有夏天的冰啤，偶一西！            
(NA)	 绫濑遥啊            
(NA)	 可爱！            
(4星)	 喜欢！！！不囧不囧 我是傻宫            
(4星)	 夏天快点到来吧！&gt;&lt;            
(5星)	 不囧和小莹 可爱轻松的一部剧~            
(NA)	 干物女和大叔~最高~            
(NA)	 赐我一个部长吧！！！            
(NA)	 一开始就喜欢的彼此，只是当初连自己都不知道。傻宫，不囧。            
(4星)	 夏天快快到来吧！我已经开始想念你了。比起干物女的造型，还是喜欢她OL的装扮。            
(4星)	 按照这个标准……其实我也是干物女的说么……            
(5星)	 我都爱上藤木直人了            
(5星)	 完全是在看藤木直人那种和某大叔超像的样子            
(4星)	 赐给我一个部长吧            
(5星)	 部长大人好好哇~&gt;_&lt;            
(3星)	 看完就喜欢上三条杠的运动裤了。剧情挺实在的，谁规定一见钟情就要走到最后？？？看完一 就弃了，我讨厌纯爱！            
(NA)	 挺轻松温暖的剧。看了不会有负担，但也不会是迫不及待会熬夜看完的类型。            
(4星)	 2011/03/24　綾瀨遙大半部戲都穿著邋遢的運動服~ 太犧牲形象了~ 還是優雅的ＯＬ打扮比較適合她～             
(5星)	 部长~从此爱煞了日本男人说“这个女人。。。”时的语气，甚至不知为何看交响情人梦里玉木宏对着树里同学的表情也有几分神似。。。这样一个部长如何能不爱呢。。。            
(5星)	 看完只想大叫一声------部~~~~~~长~~~~~~，快点来找我啊            
(4星)	 干物女的生活 宅腐女            
(5星)	 本来我不太喜欢太夸张的表演，不过干物女+大叔的设定实在太有爱了！！！            
(4星)	 宅女。。            
(5星)	 【已存】            
(NA)	 貌似我就是这样呢！运动裤运动裤            
(4星)	 部长好帅。对帅帅的老男人什么的最无抵抗力了啊哈哈。也赐我一个部长啵。不过结局有点仓促            
(4星)	 部长真心很帅啊~~~            
(4星)	 youtube上第20集            
(5星)	 傻宫            
(3星)	 果然是少女漫画改编的……            
(4星)	 不囧！！！            
(5星)	 我觉得我也快沦为干物女了。。- -            
(4星)	 腦子一直浮現 凌瀨遙干物形象＋藤木直人白色雨衣形象 在買suntory beer 的廣告 。。。乾杯            
(5星)	 傻得可以            
(4星)	 其实我真的喜欢那个男主角的浴衣            
(4星)	 1、先到先得都快成魔咒了。2、喜欢的不一定适合自己，所以还是要找了解自己的。            
(5星)	 经典干物女，百看不厌，Nao大叫一声“kisama!”然后狂奔向小遥的样子永远刻在我心里            
(5星)	 傻宫是个好姑娘。            
(5星)	 有很长一段时间我都陷入部长痴迷症中。藤木大叔演的部长实在是太萌了！！！开始DJ绫濑遥也是因为这部剧。傻宫是有点出线的角色，表现的不够自然就会显得太小白太不自然，但haruka掌握的非常好！（所以对得起收视所以才能出2啊！）&gt;&lt; 想想就觉得很sweet 部长和傻宫大好^___^            
(5星)	 好喜欢好喜欢。。。绫濑遥和不囧都好喜欢好喜欢。。。绫濑遥扮那兔嘴好萌啊。。。不囧就好男人一个啊。。。            
(4星)	 同为干物女的我强烈要求天上掉下个部长啊            
(5星)	 好喜欢的~~我也想要个部长~~~还是努力的女人招人爱啊~~~            
(4星)	 我现在也是干物女了..昨天刚逃掉一场聚餐....            
(3星)	 傻宫的身材为毛这么好！！！            
(4星)	 宅女             
(5星)	 一个好的结局总更让人心情舒畅一点点            
(3星)	 原谅我没看完...弃            
(5星)	 部长很帅的            
(4星)	 有利身心            
(3星)	 如果不是有部长…………一颗都没有……            
(5星)	 所谓干物女~            
(5星)	 小莹你才不是干物女呢！！哼！！！            
(4星)	 干物女也是有春天的，喜欢部长，也喜欢手岛            
(5星)	 这个必须5颗星            
(4星)	 到底是爱上恋爱的感觉呢，还是真的恋爱了呢，一时间被自己的心跳声给骗了吧。事实证明婚前试着住同一屋檐下可以测出N多东西。            
(NA)	 绫濑遥只有演这个的时候才好看，藤木直人倒是帅~            
(3星)	 偶像剧看多了，看了几集就不想看下去了，难道我有审美疲劳啦？片子还是不错的。            
(5星)	 看完这部剧的时候 我就朝天大喊 上帝赐我一个部长吧~~~~            
(5星)	 多少人的共鸣啊多少人爱的不囧啊            
(4星)	 在她身上我看到了自己的影子。            
(5星)	 喜欢部长大人啊~~            
(4星)	 神哪！赐给我一个有好看小腿的不囧吧！            
(4星)	 咕噜咕噜咕噜~~哈哈            
(3星)	 哈哈，藤木直人~            
(5星)	 ~~~~~~~一开始觉得不好看  可是忍着忍着就好看了            
(4星)	 部长~~            
(5星)	 笑死我了 笑淌眼泪了~            
(NA)	 当时笑翻我了。。。            
(5星)	 宅女生活。。。            
(5星)	 由此大家才开始迷大叔的吧..            
(3星)	 以前标记。轻微干物而已。            
(5星)	 没啥可说的，赐我一个部长吧。。轻松欢笑中不乏小小感动。。            
(4星)	 开始喜欢部长了~            
(3星)	 人物設計立體，但故事無驚喜。            
(4星)	 我怎么觉得还是2比较好笑啊- -            
(4星)	 有时候，在乎让人心惊胆战，患得患失，做不了自己。终究会有累的时候，那时会发现能够像镜子一般平和面对的才是等待着你的归宿。            
(4星)	 部长。。。。。。。。。。。            
(5星)	 神啊...给我一个部长吧！            
(5星)	 忽然不敢看第2部了...怕毁坏那种美好            
(4星)	 这种春心荡漾的剧最让人没有免疫力了！部长大萌神！！            
(5星)	 電腦里捨不得刪的日劇之一 /// 純真的傻宮遇到率真的部長, 註定會幸福 //            
(4星)	 夏天过着那样的生活也不错 看这部片的时候就是我颓废着过着这种生活的时候            
(5星)	 看了才知道我就是活生生的干物女嘛！藤木大叔真的太有爱了太有爱。。绫濑遥也还好就是太夸张了吧！力荐啊！为了不囧打5星！            
(5星)	 第一部最好看了！第二部小萤变得好瘦- -,而且有点牵强啦，不过不过！男二太爱了！！平井坚么还是什么名字的，&gt;&lt;着装~~哈哈            
(4星)	 一部青春的剧 典型的近水楼台先得月 办公室恋情么～            
(4星)	 我要看藤木直人版的花样男子            
(5星)	 不是因为怕恋人看到自己不好的一面 而是担心关系更近一步的时候所带来的麻烦 不论是恋爱的哪一个阶段都应该好好认真恋爱才对啊 大叔好帅啊恋爱和生活在一起果然是不同的啊            
(5星)	 第一部大爱            
(4星)	 部长~（听起来真美好）            
(5星)	 我不要部长= =请赐给我带后浪的日本小平房吧            
(4星)	 綾瀨遙挺可爱的，看了开头就能知道结局的故事            
(4星)	 部囧和傻宫~~~~            
(4星)	 姐的真实写照..            
(NA)	 藤木蜀黍~~~             
(5星)	 07夏 部长也太有趣了吧 请赐我个部长吧!!  适合夏天看的剧 我也想在后廊的地板上滚来滚去的说 可能我就是个干物女吧 在家穿运动服什么的本来就很舒服好不好 有一集 部长说饭桌的位置他少了13毫米的时候  笑死我了。。。             
(5星)	 超喜欢！大叔好帅！小莹好可爱哦！            
(4星)	 干物女的春天            
(3星)	 这个干物女不太写实            
(4星)	 觉得干物女在现实生活中应该也大有人在吧？关键是能不能碰到不囧啊~~~喜欢小遥的天然呆造型，更喜欢藤木大叔的温柔眼神啊~~~~            
(4星)	 这铺垫这转折这结局==            
(4星)	 不错的电视剧啊 还有那个令人神往的后廊 小莹和小诚从性格来说真的不相配 只有部长            
(5星)	 赐我一个不囧吧。            
(5星)	 和自己实在是很像啊，不过为什么却没有萤的理直气壮呢            
(5星)	 好看得一言难尽！            
(NA)	 可爱的女主+可爱的男主+可爱的剧情。            
(3星)	 本人平生志愿：做一名优秀的干物女+宅女+腐女，让贱男都去死吧            
(5星)	 很爆笑  哈哈哈哈哈            
(5星)	 我最爱的干物女。。。            
(4星)	 大叔大叔            
(4星)	 1比2好看~~~~            
(4星)	 原来我也是个干物女。            
(5星)	 冬天里看这样的剧好温暖啊！话说我也是干物女诶……            
(4星)	 因此片多了一个理想结婚人选的梦幻版。哈哈            
(5星)	 什么时候看到中国版的            
(4星)	 哈哈，干物女~            
(NA)	 我爱大叔            
(4星)	 部長============!            
(5星)	 宅女共鸣片            
(4星)	 各种萌!            
(4星)	 还不错，挺有爱的~            
(5星)	 第一部女猪的造型真实很漂亮            
(5星)	 虽然有点小脑残，但是很好的塑造了一段都市恋情，继续看第二部去~~            
(5星)	 真是好看的夏季恋爱剧。拜托 我看完了 让我恋爱八            
(4星)	 想看2所以顺便看的，其实不错            
(5星)	 看了暖暖的感觉            
(5星)	 万事有部长阿            
(5星)	 傻宫喊不囧时的声音可爱爆棚！！            
(5星)	 omg            
(4星)	 为什么看了第一集就猜中结局的剧还是会有好看的感觉呢？..            
(4星)	 藤木直人真帅啊            
(4星)	 如果你不能应付我最差的一面，那么你也不值得拥有我最好的一面。    ──玛丽莲·梦露            
(5星)	 共鸣片            
(4星)	 有恋爱就没意思了啊            
(4星)	 提前感受夏天的寒蝉~能完全把真实的自己展现给喜欢的人真是一件不容易的事呢。喜欢饰演冲田的小要，虽然矮的可怕。好舒服的剧~也请赐给我一个部长吧~~ホタルノヒカリ啊            
(4星)	 2010-06-06             
(4星)	 小莹！！  部长~~  ！！  哈哈哈哈            
(4星)	  (￣ˇ￣)  对演员满意。这个夏天很高兴看到，在我不开心的日子里。 （我什么时候能毕业…发短信总会因为停顿时间太长而放弃。在家里完全不注意形象。相比对外面的世界还是家里更舒服。不外出，无交际，不谈恋爱。真是产生共鸣了…可是这是现实世界啊…（我是不是应该少看这种脱离现实的东西了））            
(4星)	 就是为了看绫濑遥，此外部长好男人典范啊            
(5星)	None
(5星)	 年龄不是差距 相爱才是王道 不过到底是找男友还是找爸爸？            
(NA)	 工作拼命女             
(4星)	 小莹&amp;啤酒 长廊 部长 理想中的夏日时光            
(2星)	 为什么给分那么高             
(5星)	 重温了一下，很少看日剧，但很喜欢这部，挺喜欢绫濑遥香            
(5星)	 如果赐我一个部长，我也不介意喜欢大叔啊~~翻滚中            
(NA)	 有几个宅女会如此幸运呢？            
(5星)	 小萤真有意思，看起来特悠哉~            
(4星)	 第一部真的是好有爱~~~第二部 看一半就看不下去了。。就记得吃苦瓜那段笑到脸歪掉。。其他的就好生硬好刻意好难看。。。            
(4星)	 还好，轻松愉快！不过真的受不了干物女这动物啊～            
(5星)	 萌点大中！！！！            
(5星)	 2010年最喜欢的日剧~            
(4星)	 部长！！！！！！！！！！找一个让你觉得自由自在的人。            
(5星)	 其实很多人在家都是这样的，，，            
(5星)	 国内高中时候边吃晚饭变看星空的日剧的日子多幸福啊            
(4星)	 小萤除了蛮漂亮的运气好外加工作好其他方面简直就是我嘛啦啦啦啦啦&gt; &lt;不囧！！！给我个不囧我就结婚！！！            
(5星)	 我确定了，我也是干物女。。。。            
(5星)	 干物女~            
(5星)	 让我对生活重燃了希望。            
(5星)	 藤木大叔！！藤木大叔！！！            
(5星)	 温馨那，喜欢部长            
(5星)	 : )            
(4星)	 其实更怀恋一起在床上看日剧打游戏的时光。            
(5星)	 上天啊，赐给我一个部长吧。。。这么有气质的老男人。。。日剧永远缓缓地让你领悟一些事            
(5星)	 赤果果的多了個叫&#34;籐木直人&#34;的標簽哈            
(4星)	 干物女碰到成熟部长的爱情故事            
(4星)	 部长~~~            
(5星)	 觉得结局有些弱            
(3星)	 还是挺好玩的，不过婆婆妈妈的恋爱我不太喜欢。。。            
(4星)	 挺好玩好看的            
(5星)	 好像哦            
(5星)	 不解释,干物女一名,赐我一个部长吧~            
(5星)	 嗯，就是对这样的偶像剧没有抵抗力，神啊，什么会是真的呢/            
(5星)	 巨爱布囧！！~~            
(5星)	 有这样一个位置。和他一起坐在后院的门廊, 夏夜可以看到萤火虫发出微小的光,可以穿着拖鞋和最舒适的衣服喝啤酒吃小鱼干,可以肆无忌惮的说笑.             
(4星)	 给我一个不囧sama吧~~~            
(5星)	 干物女就干物女 ~            
(5星)	 喜欢小莹的傻样，喜欢部长的毒舌~~~~嘿嘿嘿~~~ぶちょう ！ぶちょう ！~毒舌滴ぶちょう ~~~~~~~~~~~~~~&gt;0&lt;            
(NA)	 不合格的干物女~大家都爱的部长阿部长!~            
(4星)	 部长部长部长部长！！！！！！！！！！！            
(5星)	 部囧赛高！            
(5星)	 第一部好看啊。。。            
(2星)	 白痴片            
(4星)	 私は手嶋が好きです！！！            
(4星)	 干物女            
(4星)	 宅女无罪，宅女无敌            
(4星)	 很温暖，很幸福            
(5星)	 部长都在电视剧里~            
(3星)	 女主不喜欢...可惜了藤木直人。。。            
(5星)	 有劲的哇~绫濑遥可以的~            
(4星)	 好喜欢雨宫喊部长的声音。。            
(4星)	 干物女介绍手册，3-4            
(4星)	 内外差别也太大了吧。            
(4星)	 部长~~~~~~~~~~~·部长~~~~~~~~~~~~~~            
(4星)	 夏天味道的庭院，喜欢~            
(NA)	 现在这俩男女主角都是我很喜欢很追的了。            
(5星)	 傻宫恐怕是所有干物女可望而不可及的一个梦……偶滴不囧在哪里……            
(4星)	 哼哼            
(3星)	 就看了第一集啊，就那样吧~~~            
(3星)	 近水楼台先得月是很有道理的。驴子的面前还是应该吊根胡萝卜才会向前走。            
(5星)	 那是很多年前夏天的事了。我的外婆家再也回不去了。            
(NA)	 我最最喜欢的日剧。            
(5星)	 部长！！！            
(4星)	 看了能让人打起精神的小片子。 蛮有劲。            
(NA)	 好可爱=3=             
(5星)	 可爱的大叔哪，宅女同求            
(5星)	 部囧~~~            
(4星)	 心情不好就滚来滚去            
(5星)	 不囧和傻妞            
(5星)	 好多年的温暖！            
(4星)	  遥 还真与这个角色契合 不过总觉得那些个人碎碎语 独白有点怪怪的            
(3星)	 傻傻的，也还蛮可爱的。            
(4星)	 莫名其妙的欲罢不能啊= =看剧情介绍明明那么俗的！囧！！！！这是为嘛！！！！！！！！！！- -            
(5星)	 蛮喜欢！结果第二部看不下去了……            
(5星)	 干物女怎么办？            
(5星)	 好好看好好看....哇哇哇 TOT就是要这个走廊和这杯啤酒啊            
(5星)	 永遠最愛的布囧和傻螢~~            
(5星)	 干物女。。不小心会对号入座            
(5星)	 大爱~            
(5星)	 于是请天赐给我一个部囧吧!!!            
(5星)	 没话说！极力推荐！！！！！！！            
(3星)	 干物女其实没那么罕见~            
(5星)	 治愈系            
(3星)	 不知道为什么从来对藤木直人都爱不起来。。。            
(5星)	 舒服好看            
(4星)	 大爱啊大爱~            
(4星)	 蛍さんが大好き。            
(4星)	 在看第二部 干物女跟我很像哦 小遥演这个真的是大毁形像啊 不囧还是一如既往的帅气啊 第二部里经理也不错 恩恩 以上            
(5星)	 可爱的干物女，可爱的部长~~~            
(5星)	 藤 木 直 人            
(4星)	 我的那个部长在哪呢            
(NA)	 第一次看绫濑遥的剧是《在世界的中心呼唤爱》，这次看这个她的转变实在囧到我了，不过还真的挺可爱耶~            
(5星)	 sukidesu!            
(5星)	 男二太木头了，也不笑个，不可爱，没杀伤力啊部长太帅了~继续第二部            
(4星)	 这个小姑良长得有点像苍井优。还是成熟男有魅力哇。            
(5星)	 先同居才能有恋爱谈。            
(5星)	 誰不想在家躺著都能談戀愛？~部長哪找啊~~            
(3星)	 太萌太傻太弱智            
(4星)	 干物女又怎么样            
(5星)	 爱上了鱿鱼丝和啤酒。            
(5星)	 因为是真心喜欢，所以没有办法跨越这个障碍……小诚说这句话的时候心里狠狠的揪了一下，虽然他和萤不适合，但他也是真心的喜欢着她，真心的希望她幸福的，和部长虽然喜欢萤，但仍旧为了她的恋情出谋划策想尽办法的心是一样的。如果是萤的话，真幸福~~~            
(4星)	 部长真好啊~！除了某些地方傻宫真的很傻很作以外还是不错的~            
(NA)	 部长            
(4星)	 部長~！            
(5星)	 至今存在硬盘舍不得删            
(5星)	 二天就看完第一部的10集，一开始就觉得这个住在一起的部长会是她的真命天子，但快到最后一集了，她还是跟别的男人去同居了，难道我猜错了，其实没错，最后他们还是在一起了，坐在后廊上说，我身边的位置就是你最后的归宿，NND这么好的男人哪里有哦？这么命好的女人怎么都是笨手笨脚又无脑的呢？            
(5星)	 请赐给我一个部长，和我在地上一同翻滚吧！藤木叔叔，第一代花泽类！            
(NA)	 看过的为数不多日剧之一，不过是跳着看的            
(5星)	 看到自己的影子。很好笑，虽然是幼稚的好笑！            
(4星)	 蛮好笑的~            
(5星)	 太喜欢绫濑遥啦~ 必看必看!            
(NA)	 部长大叔可耐~~            
(5星)	 小萤真乐观            
(4星)	 部长啊部长            
(4星)	 部长这样的人就是给广大宅女希望的吧，虽然只是镜花水月，不过美丽就够了。            
(4星)	 在火车上看完了，哇哈哈，最喜欢部长这样的大叔了~~~~太喜欢啦~~~~\(≧▽≦)/~~~~            
(4星)	 干物女的故事。            
(4星)	 个人感觉一比二好看            
(5星)	 宅女很多，干物女很多，但是那个部长，却只是个梦，大部分少女还是只能这样一个人来来去去。            
(3星)	 开头看还满搞笑的。。但是到了后来。。对于女主角性格真得看不下去了            
(4星)	 部长!!我也想要一个部长!!            
(5星)	 部长真是个完美的男人！            
(5星)	 好纯的片片~            
(3星)	 后廊            
(3星)	 干物女怎么了？我在家也这样！怎么舒服怎么来~~            
(NA)	 无聊的时候看看还挺搞笑的 低落的时候看看还挺励志的 正常的时候就别看了 肯定会边看边骂剧情白痴的T_T            
(5星)	 小小生活剧，はるか~            
(4星)	 部长绝对是个处女男！！！绝对是！！！不过俺喜欢~            
(4星)	 小莹太可爱了～            
(5星)	 很好的片子啊             
