http://movie.douban.com/subject/4303681/	欢乐合唱团  Glee Season 2
(3星)	 第二季差第一季不是一点半点。。。。            
(5星)	 哦哦哦好好看&gt;_&lt;            
(5星)	 坐等第三季~~~太好看了嘛            
(5星)	 Kurt哈哈！~            
(4星)	 关系乱到可以说是乱伦了，真是一切皆有可能。。。歌很好。。。            
(5星)	 。。            
(3星)	 喜欢的是santana 和brittany               
(5星)	 blaine的学院风真是帅到爆...            
(3星)	 纯粹用歌堆剧情啊，少点明星客串，多点自身任务发掘会更好            
(4星)	 昨天晚上熬夜看完第二季，这一季前一半歌比较赞，后一半每一集的主题比较赞~~~P了个S：Kurt跟Blaine是我最喜欢的一对儿~~这季后一半真虐Rachel...            
(2星)	 不追了，感觉是在浪费时间。            
(3星)	 这季的前中段都很无聊，好在结尾几集总算有点意思了，给个三星            
(3星)	 各种狗血淋头。我不喜欢百老汇，也不喜欢这里的大部分歌曲，三颗星全给中途退了场的夜莺合唱团。头两集还是很搞笑的。渐渐向GossipGirl方向发展，搅来搅去，转学来转学去，高中一共三年我看你们都挺有空的嘛。不喜欢女主，装13玛丽苏。最喜欢的角色是Puck，因为他实在很像某捷克GV男星= =            
(5星)	 i luv glee club 好好看的剧 喜欢喜欢 音乐剧什么的最有爱了 期待第三季            
(5星)	 虽然无比狗血可是真的很好看！！！！！！！！！！！            
(4星)	 歌舞比上一季还要好看.瑞秋的发型也变顺眼了            
(4星)	 第二季里面乱搞的程度已经要赶上 GG了。。。            
(4星)	 为什么就12个人无论男女每两个人都能有一腿，为什么每次比赛都临时随便选个歌去唱，没拿奖真的是活该！            
(4星)	 不得不说，剧情太狗血了。给四星是看Holly老师，几首歌都让人赞不绝口，turning table无敌了。            
(4星)	 第二季真是&#34;基“情四射。剧情又弱了那么一点，但很多时候，还是很轻易的被感染到。            
(5星)	 当时我猜 全国大赛应该放在第三季第一二季 进全十 但不得第一！            
(NA)	 剧情？我觉得已经没剧情了 歌舞越来越强大            
(3星)	 这真是个让人纠结的剧。剧情中最大的特点就是人物间的关系变化太快，直接导致剧情生硬到爆。但是另一方面，歌又好听到爆，舞台魅力又吸引人到爆。            
(5星)	 好听~            
(4星)	 超好看 比第一部好看多鸟            
(5星)	 哎哟喂 大爱！ 继续第三季            
(4星)	 喜欢就是喜欢~音乐滴力量啊~            
(4星)	 剧情差，歌挺好。            
(5星)	 补了很多歌，我爱80S！！！！            
(5星)	 我爱Blaine啦啦啦~            
(5星)	 最爱的一部剧！            
(4星)	 我发现我实在不怎么爱看SUE斗法 还是学生唱歌比较吸引我            
(5星)	 期待第三季啊~~~            
(5星)	 同樣熱血,同樣女主角太誇張!!!            
(3星)	 第三季情节还能再脑残点吗            
(5星)	 brittanna！！            
(4星)	 Brittany 亮了            
(4星)	 不确定第三季看不看            
(3星)	 感觉不如第一部给力            
(5星)	 虽然sam很cute 但是我还是选择HC猛男Puck 还有实在是太受不了Blain的眼神秒杀了 阿娇 第一季你说没有帅锅 这季他妈全是帅锅啊            
(5星)	 Big love 4 Glee XD~            
(5星)	 力推纯粹个人原因，里面很多经典歌曲经重新演绎，甚至演绎得更透彻。I love Rachal Berry, such a little girl with such a big dream. 每个人的声线都那么的特别。I love every one in this play.  另，看到某人的评论“华丽丽的翻唱和原创足矣让人无视傻逼到脑残的剧情了嘛”，哈，对。            
(4星)	 好吧，这是我为数不多标4星的美剧= =因为我实在受不了排列组合和略显单薄的剧情            
(5星)	 真正从开播很辛苦又快乐地追了一年，更喜欢他们了。而且第二季确实比第一季高端好看多了。期待第三季。            
(4星)	 只是听歌来的~剧情么，谁还在乎剧情啊~~            
(4星)	 好看啊，期待第三季            
(3星)	 已经开始对大段大段的演唱有点厌倦，剧情过于一般            
(4星)	 歌好听，舞好看，剧情凑合吧！            
(5星)	 因为第二部令我遇上女神格温妮丝所以给五星！！            
(5星)	 一直很狗血 - - 不断被自己超越            
(3星)	 finn!            
(4星)	 第二季都追完了，怎么办。            
(5星)	 第二季都看完了，现在只有坐等第三季了。。。            
(5星)	 大爱。大爱。大爱啊            
(4星)	 我喜欢的是Quinn            
(5星)	 第二季看完啦，依旧无比的精彩，百老汇呀百老汇……只是最后一集要不要这么赶啊，都没有ENDING SONG……            
(5星)	 年轻人觉得自己伟大，想追求梦想，以为自己什么都知道。这并没有什么不对。 每个人都有这样的过程，某些特质看上去不见了，并不是因为消失了，而是被隐藏着。去接受自己！ loser like me! 反正我就是那样嘛，来啊，看不惯我的人当我就有多喜欢你们了吗。哼。 born this way!            
(5星)	 能夺个冠吗！！！            
(3星)	 it sucks!!!!!!!!!!            
(5星)	 除了那集里面有碧波的歌的，每一集都是我最爱，至今还郁闷怎么没有他们演的完整版的Rocky Horror Show！            
(5星)	 音乐真的很好            
(4星)	 第二季开始有点太做作……我看不下去了……            
(3星)	 剧情实在太脑残……对我来说女主实在太不讨喜，从长相到性格……但是又因为歌很好听无法放弃……就当MV看啦            
(4星)	 santana s so hotttttt！            
(4星)	 真的很欢乐            
(5星)	 cory 我爱你～～            
(NA)	 还是那么精彩            
(5星)	 superb luv da music            
(4星)	 22集仓促了            
(3星)	 歌还是相当赞。剧情。。。。。。。。。。            
(4星)	 剧情弱，别的不错。            
(5星)	 选取流行化使得评价有点两极化，个人还是很喜欢的……但是那些经典的歌剧唱段也很好            
(NA)	 最爱            
(4星)	 这季Santana迅速上位成为最爱&gt;&lt; Brittana必须继续！！！            
(5星)	 这一季的原创歌曲更加悦耳~            
(1星)	 一群人乱搞男女关系还要装的很清高的样子=。=受不了            
(4星)	 听歌看舞，甭谈感情。            
(4星)	 剧情神马的不是那么重要，歌才是关键，每季总会有很心水的改编曲！            
(5星)	 我不知道该怎么形容我有多么爱他们大家 总之 无论从哪一方面 谢谢了            
(4星)	 那kiss、涐喜欢、。话说看了那么的久。涐人名记不住。太多了            
(5星)	 等第三季等的好心焦啊....            
(5星)	 Kurt u r my idol!!!!!! 剧情依旧狗血，不过比起第一季真的好了太多了，角色也都丰满了起来~惊喜的是这一季除了翻唱之外还有创作╰(*°▽°*)╯~            
(5星)	 歌曲非常好听，就是男女感情太混乱了，简直乱七八糟。            
(3星)	 一看就放松            
(3星)	 Quinn、Santana和亲爱的Sue Slyvester~            
(4星)	 看完两季，我最爱的竟然是Santana这个lesbian!The only straight I am is straight-up bitch.            
(4星)	 我们时不时的需要高中励志片。小甜甜那集让我热血沸腾，年青了十岁。            
(5星)	 Blaine!!!            
(5星)	 就算只是各种mv拼凑出来的，也依然是5星得mv~            
(5星)	 我很想什么时候为它写篇长评 amazing!            
(5星)	 混亂了。。。。。。。。。。            
(4星)	 剧情真心不怎么样。。。歌唱得实在好~~~喜欢chris~~~            
(4星)	 歌没那么好听了            
(4星)	 最后一集完美。            
(4星)	 前几集好过后面。            
(3星)	 追了一半，有点追不下去了            
(4星)	 本季结局无疑是让世界充满爱            
(3星)	 RACHEL实在内在美外在美一样都无。最讨厌她了。            
(4星)	 基友更多了~记得当时就是被第16集的那一幕基情吸来看的~            
(NA)	 不行了 这个已经            
(4星)	 天知道我有多讨厌Rachel            
(4星)	 必须承认这季虽然很努力地想做更好，但难免露出“庸俗”或者“勉强”的赶脚。不过亮点超多——Blaine绝对最佳配角！（除了几场戏透露出Kurt比他高一个头）Brittany超有潜力地表现了Ke$ha和B那种金发碧眼妞的性感！梅赛德斯、阳阳和女猪脚同学高音一个盖一个！其他男生暗了……            
(5星)	 狗血烂剧情，不过因为音乐给五星~~            
(4星)	 怀念有Sam的年代～            
(4星)	 曾一时钟情的美剧~            
(5星)	 我真是对finn和rachel那一吻很反感 超级反感 他俩要是继续是主演他们不但赢不了全国赛 很快就会输了全球观众 kurt和blain你俩别那么有爱行吗 太有爱了气死谁啊想 有种预感第三季dave得插进来 总之期待第三季精彩表现            
(4星)	 第二季有点略微的有失水准，一直留着没舍得看，最后一集还是很澎湃~            
(4星)	 优缺点依旧，不过新增的基友确实让人很喜欢啊            
(4星)	 不晓得是什么让我坚持的看下去…… 不过，gwyneth paltrow 好棒耶！！！            
(4星)	 好讨厌F            
(3星)	 3星都给音乐，剧情。。。。。。乱交合唱团            
(5星)	 剧情不错，歌好听，一向不喜欢看音乐剧的话难得被这部剧吸引！ 期待第三季！            
(4星)	 美国比我想象中的多元﹑开放。歌好听，情节混乱。            
(5星)	 必须的 有finn            
(5星)	 i love them.i love everyone in Glee Club.            
(NA)	 you are capable to do anything if you try your best            
(3星)	 歌曲很好听，舞蹈也不错，只不过感情戏也太乱了吧。            
(5星)	 继续好看中~~~~~~~~~~~~~            
(NA)	 正式弃了，太青春了= =            
(4星)	 我们系的犹太老师和Rachel各种五官相似啊            
(5星)	 最爱！！！            
(NA)	 喜欢Warbler翻唱的Teenage Dream, Misery, Baby it&#39;s cold outside, Hey Soul Sisters等，超级喜欢Gweneth Paltrow翻唱的Forget U, Umbrella等。Glee Club自己的Cover倒没印象            
(5星)	 有一集专门bruno mars的歌XD 爱shi了~            
(5星)	 happy ending and then I moved！What things are changing. Only love and dreams forever。            
(NA)	 喜欢布莱恩and科特            
(4星)	 非常讨厌女主和男主。其他都超爱！            
(5星)	 I want to be forever young...            
(3星)	 烂剧情            
(3星)	 剧情混乱，基情四射，也就剩音乐还说得过去了            
(5星)	 这一季好像更专注于歌了，人和人的关系也越来越复杂，不要像GG一样混来混去啊！            
(4星)	  轻松愉悦            
(5星)	 非常期待第三季            
(5星)	 非常好看。            
(5星)	 最后一集很棒！我觉得这部戏演到现在带我正视了同性恋，让我感受到追梦的执着和热情。╮(╯▽╰)╭enough~ps。santana的身材太惹火鸟~~~            
(5星)	 男校那集，结婚那集，好多好看的！！            
(5星)	 每个人都可爱。            
(4星)	 i still  like it            
(4星)	 青春哪~            
(4星)	 个人觉得比第一季的剧情强那么一点点            
(1星)	 第一季情节混乱也就算了，至少还算有故事；第二季在剧情混乱上直上巅峰，完全接受不能……            
(4星)	 还是老毛病，但我喜欢的也还是很喜欢。            
(NA)	 第二季就无聊死了            
(4星)	 kurt终于找到归属了 虽然不太喜欢女主角的长相 不过剧情依旧吸引人             
(5星)	 一直基下去。。。没错的。            
(5星)	 难得的歌舞美剧            
(5星)	 超级爱看的，特别第二季开始那几集，雨中曲MIX版，洛基恐怖秀，还有超级碗特辑都是我的大爱啊！            
(5星)	 of course gleeks :)            
(3星)	 要怎样的编剧 才能把才华这么出众的女主写的这么欠扇?            
(4星)	 一直喜欢这种歌舞模式的drama。            
(5星)	 太好看了！！里面的歌太好听了！            
(5星)	 第一年没赢regional,第二年赢了但是没赢national,第三季就是赢national了吧.            
(5星)	 期待第三季            
(4星)	 举世无双的狗血情节，简直不像美剧了。不过歌舞表演依然看得人很开心，另外Santana实在太漂亮了！            
(5星)	 第二季比第一季还好~            
(3星)	 结果又因为太积极向上了而不喜欢这剧了= =            
(5星)	 剧情依旧狗血，但歌舞越发给力，你们都闪闪惹人爱啊。BTW，看完第二季，毫无疑问的没法不喜欢Kurt了            
(3星)	 越看越恶心,特别是女主角            
(5星)	 ♫            
(4星)	 故事线太坑爹了~            
(5星)	 第二季在经历了主角们互相喜欢的狗血剧情后落幕了，所没有第一季惊艳，但有几集真的很不错！第二季最开心看到了Kurt找到了真爱，期待第三季的Glee！！            
(4星)	 loser的生活 音乐很不错~            
(5星)	 无论是剧情还是歌曲演绎都比第一季进步很多            
(NA)	 虽然我可能忽略了，但是我的确是在S2.21的时候认真的看到了KURT的下牙~下季争取看到上牙！！            
(NA)	 想乱棍打死男一和女一            
(5星)	 太爱天然呆的布莱妮了！！            
(4星)	 终于完结了...不管怎么说自己也该恢复正常了            
(NA)	 Awesom!            
(5星)	 最后一集好好看。            
(5星)	 glee的确够gaylee            
(5星)	 编曲各种神。            
(5星)	 没有追下去。            
(4星)	 明显不如第一季的有爱！充斥着各种同志情节，虽然我也是同志可是还是觉得太过了！            
(5星)	 love you all all all            
(3星)	 前半段挺好（blaine,sam,sunshine) 最后几集无聊死了            
(4星)	None
(4星)	 怎么说这部剧还是不错的，能听到很多好歌，能感受到很多活力，虽然有些剧情发展还是有点匪夷所思.... kurt的恋爱戏份也更重了，很好~~            
(NA)	 都乱搞去吧尼玛            
(5星)	 听说第二部比第一步好看！！开始吧            
(5星)	 唉，第二季剧情还是那么脑残脱线，Rachel还是长的那么肉毒杆素，可是歌舞越来越棒了。可以说，这个剧开辟了电视剧的一个新的领域，相信下一个歌舞剧可以不这么脑残了……            
(5星)	 第二季比第一季更值得看啊！the gayest show ever!!!!!!!            
(5星)	 还是地区赛的歌比较好听啊 大爱天然呆和萌受kurt             
(5星)	 首季起码还有大概的情节架构，这季彻底渣掉了，甚至由狗血剧转为更夸张的漫画化，不过歌依然动听，翻唱得依然给力，暂时先当MV欣赏。            
(4星)	 剧情持续的狗血 歌曲依然好听！ 喜欢R J B  他们唱歌出现 我就很开心 嘿嘿            
(5星)	 总之大爱~~尤其kurt~~            
(5星)	 太好看了~看得我太欢乐了~~喜欢屎Blaine了~~还喜欢Jessie和Finn吃醋斗嘴的样子~~真可爱~~            
(3星)	 剧情怎么能这么狗血。。。            
(5星)	 虽然我不是冲着剧情去的···               
(5星)	 gay-lee club~            
(5星)	 大米人讲故事的能力不是一般的有限，可是他们有着卓越的舞台剧本事。我们这一生，在接纳补足我们短处的同时，更应该做的，是尽最大可能去发扬我们所擅长的。那是我们的天赋所在，令我们独一无二，令我们与众不同，因此值得我们为之不懈努力与全心追寻的：）因为你一直是你，而不是其他的谁：）            
(3星)	 其实我一直挺嫌弃这个剧的。。            
(4星)	 每次到剧情无聊到实在看不下去的时候，就拖着听他们唱歌，一遍又一遍。            
(4星)	 马修莫里森是最帥的師長！            
(4星)	 很棒的音乐~很有爱··！            
(5星)	 剧情有点小混乱 但是仍然欢乐 歌舞依旧            
(4星)	 歌还是不错听的。。sue还是 那么对味。。            
(4星)	 KURT好萌！←从头看到底想了半天还是这句话。。            
(5星)	 歌唱团里第一季没怎么露面的在第二季都很出彩呀~~越来越好看了~            
(3星)	 剧情狗血，只为听歌            
(2星)	 为了听billboard榜的歌才看的 结果发现唱的也不好听 爱谁谁去            
(4星)	 唱的真好啊！！！！不会没了吧？？            
(5星)	 真的很喜欢 每次的歌都很不错            
(4星)	 强烈建议R和Q把Finn给甩了，什么烂男人            
(4星)	 超级大腐剧！！！！！！！！            
(5星)	 太爱了太爱了，从第一季追到第二季。但是我还是想说，结局在意料之中，又失败了~~~            
(5星)	 星星都给歌和kurt            
(4星)	 glee也看完了，我的空窗期正式来临。            
(5星)	 无条件热爱!!!            
(4星)	 高中生能这样不错啦~~~至少比gg要纯洁的多啊~~            
(4星)	 kurt帮blaine很嗲的！！尤其是blaine很嗲的！！编剧要是敢乱来姐姐我就弃剧！！四星给的是背景音乐            
(4星)	 翻唱各种美 剧情嘛。。。就算了            
(4星)	 还是没有得冠军  坐等第三季            
(5星)	 歌好所以剧情也就不重要了            
(4星)	 GLEE最给力了~            
(3星)	 下一季要果断弃剧了，越看越狗血。。            
(5星)	 我是一名彻底的gleek~            
(5星)	 becauese Finn~and dream            
(4星)	 总之这季没第一季精彩，但作为音乐剧外带红的不得了的腐剧，看它追它是必须的            
(4星)	 剧情实在是不行啊。。。总不能只靠那些歌撑着吧。。。            
(4星)	 S02E01 Billionaire; S02E06 Teenage dream; S02E08 Marry you            
(5星)	 这辈子一定要去一次NY，一定要看一场Broadway。除了A,P,Sam之外又喜欢上了K,Santana和B。M和Sam的配搭有点小雷人~            
(3星)	 good drama for picking up some slangs            
(5星)	 每次看glee心里总是暖暖的~~~            
(4星)	None
(3星)	 一看到OCD 就想到老王            
(4星)	 编剧你简直绝了...怎么可以把那俩写的那么恶心= =  最后一集我看着笑点很多...不过歌实在是好听~            
(5星)	 a century kiss screws everything，but it&#39;s really beautiful!!!!            
(NA)	 brittany最后说的太精辟了 合唱团的孩子总是在偷别人的男朋友和女朋友~            
(4星)	 完美收官 又是漫长的夏眠啊~            
(5星)	 还没没落，还能继续追下去！！！！！！！！坐等第三季啊！！！！！！！！            
(4星)	 这最后一集是同一个编剧写的么... 最爱Brittany和Kurt童鞋呐~~~            
(4星)	 看起来不用动脑子，还能听歌，还不虐心，治愈的好东西            
(3星)	 1星的剧情 5星的音乐            
(5星)	 Finale果然是史上最靠谱集!o(≧v≦)o~            
(4星)	 编剧咱能能微微上点儿心啊~你让挑音乐大梁的人鸭梨多大啊~            
(4星)	 感觉没有第一季好看了，依旧讨厌Rachel，喜欢Emma老师，但她戏份很少啊，快点和小卷毛老师在一起啊~！！~~~            
(5星)	 不喜欢FINN~~~~~            
(5星)	 导演和编剧进化了            
(4星)	 这一季的歌为什么只记住了“sing”这一首。            
(5星)	 刚刚看完！！完季啦！！S02里的4首original是绝对的亮点！！            
(4星)	 脑残但是唱功啥的不错。。。            
(5星)	 龙头，凤尾，歌舞水准提高了。            
(4星)	 还是在扭腰城好看，整天窝在俄亥俄太没劲了。。。。             
(4星)	 第二季开始除了搅基线之外的剧情都是浮云            
(NA)	 刚刚看完不久            
(3星)	 这一季实在有些差强人意，希望下一季在剧情设置上多多用点心啊！            
(4星)	 一大帮子人我还就不太喜欢男女主角            
(4星)	 美剧的第二季╮(╯▽╰)╭            
(5星)	 以前参加的合唱团咋没那么high的表演呢~~虽然得奖的时候挺high~~            
(4星)	 这是一部剧情味如嚼蜡，音乐和歌舞却让你欲罢不能的好剧。耐心！耐心! 高中生千篇一律的小情小爱什么的我已经不抱希望，看看每段音乐的重新编排和演绎就已经很high了。            
(5星)	 最后那个小奖杯笑屎老纸了！~            
(2星)	 剧情是要有多烂啊！！！！！！！搞的连歌都不想听了            
(3星)	 狗血            
(3星)	 各种不表示啊。。。            
(5星)	 喜欢欧美音乐的怎能错过？            
(4星)	 唱唱歌，跳跳舞。。            
(4星)	 关系太乱了，不过还是那句 歌很好听            
(3星)	 编剧写E22的时候是尿急还是怎么样，这么烂的结局也不怕FOX秋返的时候砍掉Glee吗            
(5星)	 quinny            
(3星)	 最后在NYC收尾很让我满意.            
(3星)	 奶奶个熊的美国人你要乱成这样嘛？果然是长的漂亮能加分演了关键第四号之后Quinn不那么讨厌。最后一集居然走了温情路线...看到最后一集中间才开始唱歌我就知道赢不了~            
(5星)	 大爱Glee~            
(5星)	 不得不说这一季的人物关系一度有GG的发展趋势……不过后期剧情还是很好的！尤其是第20集，剧情发展绝对shock又精彩~……            
(5星)	 人物越来越丰满了            
(4星)	 歌曲真心好听啊~~~            
(4星)	 S02就是个名曲爆发的时期！剧情依然让人感到压力很大...同学们你们不是高三了么快在NEXT SEASON拿个冠军啊啊啊！！！            
(2星)	 GLEE什么的简直是翻唱MV大串烧。            
(NA)	 第三季真的还不换演员啊，内牛。。。            
(4星)	 第二季结束了啊...  get it right...            
(5星)	 很欢乐，心情不好的时候总是看它！            
(4星)	 亮点是：格温妮丝 帕特洛，布兰妮还有kurt的小基友；剧情狗血的依旧槽点不断啊。。已经演变成歌舞青春版的gg了。。o(╯□╰)o            
(4星)	 说实在话觉得什么都变得更加华丽了，就编曲和剧情居然有烂起来的趋势了！！！！这叫人情何以堪~~~            
(5星)	 尼玛 最后到底怎么回事 为毛Q和san勾搭上了 编剧继续精分好么！！！！！！            
(4星)	 听歌不看剧情            
(3星)	 变身gay剧了...            
(4星)	 无脑剧集神马的很欢乐，无压力啊~~~            
(NA)	 glee!            
(2星)	 歌很棒 剧情垃圾 弃剧 越来越gay 看不下去。            
(3星)	 不想追了            
(4星)	 KURTOFSKY才是有前途的            
(4星)	 中间有好几集烂到看不下去..但还是追完了...果然对歌舞片没抵抗力..并且在看完最后一集的时候开始期待第三季&gt;&lt;            
(4星)	 第二季好狗血啊            
(4星)	 喜欢Quinn            
(4星)	 音乐依然给力            
(4星)	 Quinn是漂亮~            
(3星)	 人物塑造以达到了惨不忍睹的境界！！！！！！！！！！！！！            
(2星)	 Blaine  你还会回来么？？            
(3星)	 best songs and singers, worst narrative and charactes.             
(5星)	 最后一集让我有一种暗含着很阴险的伏笔的赶脚！！……接下来只能靠glee project解渴了么T T！！            
(4星)	 第二季很显然没有第一季好啊混蛋们哪来这么高的分啊            
(5星)	 季終集各種囧。            
(4星)	 听歌为主，剧情可忽略            
(4星)	 剧情和日本类似题材的漫画一样烂！但是歌太好听了╮(╯▽╰)╭            
(5星)	 yooooo glee            
(3星)	 原创歌曲神马的还是很不错的，可惜剧情愈加狗血，愈加不励志了。。。Finn Quinn Rachel的三角恋神马的太木有意思了，还是Santana和Britany有爱啊~~编剧啊，安排个好男人给我们小Q吧            
(5星)	 格温的客串亮了            
(NA)	 弃            
(NA)	 腰斩。。。能求种不。。。            
(4星)	 这一季有更多的broadway的歌，但我对大多数都不太感冒，相比之下，那些原创的歌还是比较好听的。            
(3星)	 盼第三季，不过，有些审美疲劳了            
(NA)	 前所未有的轻松心态看完这部美剧~！推荐大家心情不好的时候可以看看，里面的唱歌和即兴舞蹈很享受~！            
(3星)	 期待新集            
(4星)	 歌好听·            
(3星)	 歌不错，剧情有点狗血            
(5星)	 第二季就这样结束了。总体说没了第一季的感觉，虽然有几级还是很不错的，而且新加的Blaine真的迷死人。但是我实在是分不清谁是主角谁是配角了，显得特别散，没有中心。。第三季，希望你好转吧。。            
(4星)	 搞得我好想唱歌            
(4星)	 个人认为里面的歌曲是十分不错的，女主角的唱功也很好~可惜的是剧情，有点儿乱咯~            
(5星)	 各种欢乐，各种吐槽            
(5星)	 Glee~Gay！！！            
(5星)	 比第一季好            
(4星)	 期待更新啊~~~~~~            
(5星)	 相当精彩的一季~~希望小gay能摘得艾美！！            
(4星)	 剧情扯到不行，看下去的动力就是Blaine&amp;Kurt,Fin&amp;Quin,Will&amp;Emma还有歌舞青春，赶紧让我爱上英文歌吧！现在只是好感阶段～我想我还是会看第三季吧……            
(5星)	 静静等待第三季~美剧现在的青春励志剧真是越来越多了~            
(5星)	 这一季，她承认她爱她，他和他在一起了，她和他和好了，他和她在一起了。。无论剧情多狗血，我一样给满分，因为我爱SHI乃们那Broadway的唱法了！！            
(3星)	None
(5星)	 說不出的喜歡 !!!每個人都在努力令自己發光發亮,大家一起去做一件事的感覺多麼美好!!!他們把別人的歌演繹得好像自己才是主唱我最喜歡KURT,一直在尋找自己的身份認知的過程也喜歡他的品味 :)            
(5星)	 终于！我喜欢最后一集在纽约中央公园那段，那个见面有点vintage的味道。第三季11月回归，我先缓缓，攒多点再说。            
(5星)	 快出快出快更新啦~~等不及看啦~~            
(4星)	 那个Jeremiah是谁啊~~~~~            
(5星)	 越来越纠结了！第二季看的我想shi、、你以为你是Gossip Girl啊！！你还停播！！！             
(3星)	 看不下去！！弃！            
(3星)	 喜欢Britney和Lady Gaga的特辑            
(5星)	 我是cory（finn）的NC粉。。。。。又帅又呆的典型。。。            
(5星)	 完美的编曲，依旧狗血的剧情。。。反正能让人热血沸腾就够了。            
(5星)	 第二季从音乐、剧情、服装等方面都超越了第一季。追剧真是个耐心活。            
(5星)	 喜欢你们的梦想。坚持自己的信念。            
(3星)	 9（感觉硬是把歌曲和剧情粘到一起）（所谓“血盆大口”应该就是用来形容那谁的吧，虽然声音不错，可是每次看她唱歌都有种会被“吞噬”的危机感）            
(5星)	 噢下一季的等待是折磨人的            
(5星)	 呜呜第二季结束了            
(5星)	 我最喜欢教练了            
(5星)	 第二集的toxic我最喜欢            
(5星)	 love glee.            
(4星)	 結尾算什麽啊？！嗷嗷嗷！！Q怎麼能這麼輕易釋然啊？！感情戲弱爆了吧！我還希望有點雄起的啊！            
(5星)	 等的急切~            
(NA)	 几段向美国音乐先锋敬礼的创意还是挺不错的.            
(NA)	 瑞秋太他妈的讨厌了            
(4星)	 剧情啊……编不出神马新意来还不如多加点喜感，看点还多点儿            
(5星)	 第二季开始喜欢起瑞秋了，觉得她其实也很作孽的好么！！！kurt跟Blaine让我觉得BL也很有爱！！！！Finn对瑞秋做的简直就像混蛋啊！！！！其实觉得雪泥熊也很有爱 ╮(╯_╰)╭ 别扭的让人觉得很抓狂！！！            
(4星)	 弯弯的弯弯的弯弯的一部剧...            
(4星)	 感觉第三季已经要编不下去了···            
(2星)	 开山女王真不错。。。其他就算了吧            
(4星)	 比第一季有趣了            
(3星)	 剧情很烂，音乐不错。不合理的部分非常多，莫名的进展…            
(5星)	 next 3 months i m gonna to miss u guys!!!             
(3星)	 故事越来越烂了，歌舞挣回点面子，再这样下去歌舞青春都不如了            
(5星)	 一直在追~            
(5星)	 真的值得推荐。这季最后几集精彩过分啊！！            
(4星)	 There&#39;s no Glee without Lea Michele.            
(3星)	 =-=我说什么好呢            
(5星)	 心满意足地结束了。            
(3星)	 最后有点看不下去了…………呃            
(5星)	 What can you do if your good isn&#39;t good enough? (Get it right.)            
(5星)	  每次比赛那集都看得我好感动···            
(5星)	 无比期待第三季啊~~~            
(4星)	 我这种智商的也就适合看这种欢乐无压力的青春片。            
(5星)	 步入2011，glee的第二季的开始稍显拖沓不过最近又开始精彩纷呈了，继续给予每个人信心和勇气，最喜欢这样阳光又励志的剧了            
(5星)	 剧情越来越乱……            
(4星)	 感觉剧情比一季底了一个水准            
(3星)	 不要看剧情，千万不要看剧情= =            
(4星)	 听歌~            
(4星)	 最后一集一身鸡皮疙瘩。。            
(4星)	 感觉第二季的歌没第一季给力呢            
(4星)	 剧情更烂了。歌还是一如既往的好听。去年的大热门歌曲全有诶。爽。            
(3星)	 比第一季剧情还烂 真佩服编剧            
(3星)	 Finnchel党表示欣慰，但还是对这个剧无爱，下一季，弃了吧            
(5星)	 既狗血又混乱cp的故事，演员还是很有爱的！blaine的TD实在是太amazing了！好身材性格天然呆的brittany也超萌的。总之就算剧情烂俗我看的还是很欢乐            
(5星)	 很好看的一部剧 看了让人忘记烦恼啊            
(4星)	 歌舞青春电视版 好多音乐            
(4星)	 FINN真是越来越蠢越来越讨厌了。好喜欢奎恩和苏！！！！            
(3星)	 les这对越看越喜欢，R和F越来越没意思            
(NA)	 britney阿  你敢不敢去拉个皮！！！            
(3星)	 除了讨厌的racheal ，演员依然很喜欢。至于剧情，不如叫够搭大全            
(4星)	 剧情烂了很多。但是。。。。。。。。。。。歌曲越来越有赶脚。            
(5星)	 ≥﹏≤            
(5星)	 MY LOVE            
(4星)	 表示   是不是每一个人都要跟每一个人搞过才能结束啊？            
(5星)	 除掉局部狗血的剧情以及偶尔不合宜的吊嗓子，这部剧在争争吵吵之中更多的是温存与体恤、激励与坚执。能够包容一切的皮囊、性情、取向、身份，有此胆魄与勇气的，舍GLEE其谁。            
(5星)	 粉粉的感觉~~~。。最后剧情方面加强点！！有点冲击力！            
(3星)	 剧情什么的都是浮云啊，哥只是来听歌的            
(4星)	 三星半给原声，半星给众有爱配角，渣剧情没有。            
(5星)	 还可以，唱的确实挺不错的，但还是觉得美国人对事物的看法想法做法跟中国人差太多            
(4星)	 跟第一季风格有点差 每一集都像独立的作文 有一个很明显的主题 我只是为了听歌 所以 随意吧            
(5星)	 第一季追不下去的美剧 居然觉得第二季超好看的！            
(5星)	 剧情比第一季丰富了好多，也有了新鲜角色的加入，音乐歌舞依然出彩，陪伴我度过美好的地铁时光^^            
(3星)	 听听歌，YY各种CP.........            
(5星)	 o glee is the light of my life~            
(5星)	 女主那张脸依旧让我讨厌 尤其是丫唱悲情时候的表情    受不了   但布兰特妮我爱你~你把因为女主而减去的那两星给赚回来了！   你的天然呆太萌了            
(4星)	 忽视剧情 只听歌            
(5星)	 开始扯淡了            
(5星)	 果然。。片子火了牌就大啦！            
(4星)	 明显是想再多拍几季，所以让你们输了。。。            
(4星)	 每况愈下            
(3星)	 第二季也太水了吧!!!你是豬肉嗎?            
(5星)	 Puck是我的 我不想看他和摔角妹在一起 最后NY太坑爹了。            
(4星)	 Rachel还是和Finn复合了，我觉得还是他俩最配。            
