http://movie.douban.com/subject/3546712/	一起来看流星雨
(5星)	 我们的流星雨            
(5星)	 天雷滚滚但很欢乐            
(1星)	 这一个星是给片中的BGM，唯一值得一提的是歌还蛮好听的            
(3星)	 不完全看过。衣服有点扎眼，mm很水嫩不错            
(1星)	 娘的= =这到底是神马            
(1星)	 这么烂的电视剧，能不能拍点有建设性的？？            
(1星)	 不幸看过！            
(4星)	 支持本台            
(2星)	 我家电脑趴窝了，不得已看电视，又没啥好看的，万分无奈地看了一点点。果真，不过激起了我去看花样男子的冲动            
(3星)	 其实它雷的我很欢乐            
(2星)	 批判就懒得说了 反正那么多 好的地方就是 大多数女的长得还可以             
(1星)	 神作~介尼玛必须是神作~标志着芒果台全面攻占城乡结合部的惊世神作~            
(1星)	 一边吃爆米花一边看这帮人耍猴很有意思啊~&gt;&lt;            
(2星)	 哈哈哈哈哈···我真的不想笑。            
(2星)	 哈哈，多伟大的片子哇，牺牲自我形象娱乐大众、、、            
(1星)	 一起来看雷腥雨            
(3星)	 = =            
(NA)	 雷阵雨。。。不是一般地雷。那句话：要批判它，必须彻底地了解它。我还是很辛苦地说，实在看不下去了            
(5星)	 说实话，我也被自己五星的举动震惊了……  也许是因为 云海和雨荨这两个角色我很喜欢  总体真的还行 挺好的……            
(5星)	  爱爱爱爱。            
(1星)	 给我个袋袋。。。            
(1星)	 没事找抽            
(2星)	 MD我家炜要是被拖去拍这种山寨剧，马上甩了他。            
(2星)	 是的，我看过            
(2星)	 因为魏晨朱梓骁一人一颗星            
(1星)	 看不下去。。。            
(1星)	 雷片界的一朵奇葩。。。。            
(1星)	 在表姐家百无聊赖地看完，不堪回首，无聊指数五星。            
(2星)	 看在我笑背过去气的份儿上，我只好昧着良心给两分了，其实是负分。            
(3星)	 看的时候被N多人埋汰了~囧            
(1星)	 这个片名其实根本就不应该叫《一起来看流星雨》，而应该叫《一起来看雷阵雨》，在家的时候我居然陪我妈我妹不得不看这种傻逼电视剧，而且之前看过一次，所以我等于是被雷了两次，真是TMD太倒霉了。慕容云海、端木磊、西门瑞谦和叶朔整个就一个纨绔子弟的四个代表，那个什么楚雨荨的就更加二逼了。            
(3星)	 从头到尾看了            
(3星)	 噢，这个还看了有2分钟左右            
(NA)	 一起去看雷阵雨            
(1星)	 我来打个分            
(1星)	 从此走上了崇拜芒果台的道路！！            
(3星)	 我爸爸很喜欢郑爽            
(1星)	 整部电视剧只有两个字“装逼”            
(5星)	 嘎嘎，第一部郑爽和张翰在宣传照里不亲密我还郁闷来着呢~            
(4星)	 我品味一向很跳tone            
(1星)	 雷！            
(NA)	 好吧···就是去看魏晨的~54剧情~            
(2星)	 雷。高考完的暑假无聊时候看了。            
(2星)	 那个端木磊  好恶            
(2星)	 雷阵雨。剧情和演员演技都很一般。不过还是看完了。            
(3星)	 关于你是猪的这个想法，是典型的词汇缺乏症的表现。要我教你们吗？你是猪，可以延伸为你是野猪、豪猪、花猪、光猪、蠢猪、笨猪、乌克兰小乳猪、猪八戒。你是圈养杂食的懒惰生物体，你是星光灿烂下一只绝望而孤独的动物，是永远飞不上蓝天的蠢猪！            
(1星)	 不是一般的难看，动不动就植入广告，很恶心，那个女主角演得真的很恶心。            
(3星)	 喜欢张翰~            
(NA)	 from 芒果            
(2星)	 天雷阵阵~~张翰蛮帅的！            
(NA)	 捶胸顿足，呜呼哀哉，老天爷就当我没看到……            
(2星)	 果断用雷这个标签 原本我就是去看帅哥的 到了第二部发现不耐看了 张翰拍了一部就老这么多啊，化妆都盖不掉，续集第一集BUG巨多 没有合理性             
(3星)	 。。。            
(2星)	 不肯花钱的芒果台，以及很嫩的新人，不要要求太高了。            
(1星)	 能不给星么            
(3星)	 真惊了 无敌雷            
(NA)	 奔着姐弟恋看的这片儿            
(2星)	 真的不带这样抄的...            
(1星)	 湖南卫视别拍自制剧了            
(1星)	 史上最让我崩溃            
(1星)	 可不可以负分            
(1星)	 雷的让人不得不看~~~~~~            
(1星)	 厦门被雷了。。看的主要原因是我同学在里面演            
(1星)	 垃圾芒果片。只有芒果才出这么烂的片子。            
(3星)	 剧情太弱智了吧。。            
(2星)	 造型太丑            
(3星)	 泡沫剧。            
(1星)	 你知道么 我看过 我看过 不过某人一晚上全看了            
(NA)	 4            
(1星)	 整个就是烂到不行湖南台趁早倒闭吧 除了抄真是干不了别的了            
(2星)	 看了一点点 雷            
(2星)	 给面子了~            
(1星)	 烂。            
(3星)	 其实也没那么难看、、、            
(2星)	 我也不晓得我什么心态…            
(3星)	 没有想象中那么雷~~ 后来看快乐大本营的节目，发现郑爽是个超级可爱善良的女孩啊。俞灏明长得不错啊，就是造型太雷了。朱梓骁超很喜感啊只是电视剧里看不到而已。。            
(NA)	 有机会一定要看全了            
(1星)	 我承认,我无聊,我折腾,冒着被雷焦的风险看这片只为了来打一颗星星...堪称惊悚又恶搞的喜剧啊!            
(NA)	 一帮脑残。。芒果台在放的时候扫了两眼，里面也就那个男主的姐姐好看点，其余都是芒果台制造出来的杯具。。我妹妹还特别喜欢。。无语            
(5星)	 大爱俞灏明            
(1星)	 珍爱生命，远离烂片！！！            
(1星)	 山寨垃圾            
(2星)	 国民大妈简直雷死人            
(5星)	 我喜欢看            
(1星)	 一起去淋雷阵雨。            
(3星)	 欢迎来鄙视我的审美和花痴~我就是喜欢端木磊~~            
(4星)	 二零零九。            
(3星)	 俞灏明发型.....            
(1星)	 见识了            
(1星)	 垃圾中的战斗机！            
(1星)	 很好很好，我是为了给一星来的，我已经想不出什么词来说明它了            
(NA)	 看过一集= =            
(1星)	 希望芒果停止这种摧残观众的自恋行为。拍不好就不要拍,拍出来放一遍就行了还放那么多遍。            
(5星)	 虽然网上的评价不是特别的好。但是爱看的还是爱看，不爱看的还是不爱看。不管是剧情俗套还是怎样。虽然如此，还是推荐吧。可能我还没长大，还是喜欢看偶像剧吧，哈哈，小小花痴下。            
(1星)	 雷阵雨~~~            
(2星)	 雷的外焦内嫩，很欢乐，陪某只傻妞一起看。            
(1星)	 剧情简介已经说明了一切了……            
(2星)	 一颗星给可爱的爽爽！！！！！另外一颗星给其他4个男的。            
(3星)	 喜欢张翰，很阳光            
(3星)	 一开始 确实被雷到了 - - 至于给三星 好吧 我还不是那么苛刻的人             
(3星)	 芒果台勇气可嘉...虽然雷人但是轻松搞笑 还是有调节身心的作用的 = =|||            
(1星)	 我只是来用傻逼来评价一下此剧 CNM            
(NA)	 O(∩_∩)O，我恶俗了一下            
(3星)	 阿迪王，美特斯邦威，一群土暴发户，还包网吧充大款            
(NA)	 看过半集算看过么。。            
(4星)	 为了张翰多加一颗星- -            
(NA)	   很不错哦、充满青春的味道   特别是男主张翰。真得很阳光哈            
(1星)	 悲催！！！            
(5星)	 某小孩花痴木木哥！！哈哈！！必须力挺！            
(2星)	 女主角好妈的装！！！            
(2星)	 看到那个端木磊我一颗星都不想打了            
(2星)	 喜欢张翰~~            
(5星)	 很精彩啊            
(1星)	 糙片            
(3星)	 张翰好帅，跟郑爽很搭，朱梓骁也挺帅，魏晨好乖，俞灏明太影响画面美感！！            
(3星)	 好吧 其实还可以            
(1星)	 RUBBISH            
(1星)	 我为了寻找笑点去看 后来发现我就是自找SHI路            
(3星)	 哈 超级山寨            
(1星)	 臺詞爛,演技爛            
(4星)	 滑稽剧            
(1星)	 MD还真敢拍一起又看流星雨啊……第三部是不是叫一起再看流星雨……            
(1星)	 山寨不是你的错，雷人就是你的不对了            
(1星)	 无语ing            
(3星)	 去年夏天的调侃            
(2星)	 借问一句，王石花了多少钱，别的广告只是露个头，他竟然可以占那么多剧情？我就怕下部剧潘石屹、唐骏、李开复也跑出来。            
(NA)	 以拍电视剧的名义拍了一部广告             
(3星)	 花痴女消暑良品。            
(NA)	 其实郑爽挺好看的            
(NA)	 哦哟高三为数不多的娱乐消遣不要这么杯具好伐……            
(1星)	 看过这个雷阵雨，再看林无敌就好看多了            
(1星)	 看过一点，碰巧看到了MG名爵令人疯狂的插入广告，还有美特斯邦威的植入，被雷得想吐！            
(3星)	 看山寨是我的乐趣            
(1星)	 能打半颗星吗》            
(1星)	 我什么都不说            
(5星)	 此剧一出，内地偶像剧的雷人指数达到了一个新的高度。在寻找雷点的过程中，我获得了快乐            
(5星)	 五星不值得，一星太装逼。对内地所谓偶像剧来说已不易            
(1星)	 为什么？为什么不能打0星和半星？！！！！            
(3星)	 其实没有那么讨厌这个戏。而且现在觉得郑爽跟张翰挺配的。            
(3星)	 张翰不错~            
(1星)	 这是一部用来雷人的电视剧。。尤其是在台湾版，日版流星花园，韩版花样男子之后，非要拍个山寨的来雷人...在雷人方面，的确很成功。            
(3星)	 情节不错，造型、植入广告等还可以再努力。            
(4星)	 这是和柯南一起看过的哈~            
(NA)	  还有它～～～～            
(1星)	 郑爽太假，不过每个人都假有了她更假            
(1星)	 除了呕吐还是呕吐。芒果台出手，谁与争锋？            
(1星)	 恶心            
(3星)	 去年暑假回家，每天都在雷阵雨            
(2星)	 如果不打着流星花园的旗号，我想观众们还能再宽容一些。。。没看过完整的一集，但是仅仅看了那些支离破碎的片段已经让人无法忍受。。。            
(4星)	 大陆真正意义上的偶像剧这就够啦~何必那么认真~            
(2星)	 一边看一边猜。主角戏外比戏内好看，芒果毁人不倦啊            
(3星)	 兩顆半都是給朱梓驍TX的=v=我很喜歡他還有桃子姐姐，但裡面的劇情實在是不敢恭維。。。            
(4星)	 雷归雷，但看着挺轻松的~            
(1星)	 据说很雷，果然不虚传            
(1星)	 雷死人不偿命明明是山寨 还不承认            
(5星)	 我怎么就这么爱呢。好期待又看流星雨。            
(4星)	 說來山寨，其實每一部影視作品的問世都會夾雜著好壞評判。雖然說對於原著的翻拍缺乏創意，但是劇本的改變也並非易事。演員演技也而並非拙劣不堪，凡事都應該看到好的一面。            
(1星)	 湖南台就是个脑残的电视台，净拍些JB东西。            
(5星)	 我很喜欢哦\(^o^)/~            
(4星)	 如果是我，我会选择叶烁的            
(1星)	 好吧，其中一颗星是给魏晨的，高三还跑拉票去，当年那颗少女心哟。第二颗星，给你喷在-这个演道明寺的叫什么？反正赏给喷在他脸上的内口汤，虽然不优雅但谢谢你帮我做了这个动作。第三颗给跟传说跟小四有X情的骁哥。然后因为过年堂弟妹手里攥着的雷阵雨的小画片儿，太违和了，往回扣两颗吧....            
(2星)	 雷            
(3星)	 其实 脱去流星花园  这剧还是挺好的 大家别带着偏见看啊 虽然第一集超级雷 = =            
(1星)	 湖南卫视又开始播了 楚雨荨就是一高音喇叭 见谁冲谁喊            
(1星)	 惊天地 泣鬼神            
(1星)	 被斐帅逼的！！            
(5星)	 看了不只一边~~            
(3星)	 我一笑而过~~~~            
(1星)	 第一集里就有N多广告，真不知道这电视剧怎么拍的。内地版花泽类……哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈。            
(1星)	 没有更雷只有最雷！            
(2星)	 雷人~~            
(1星)	 有负星星么。。？            
(3星)	 纯粹去欣赏儿子的颜- -            
(4星)	 居然分这么低，我还是蛮喜欢滴，嘿嘿            
(1星)	 芒果出品还用说嘛？灏明大妈~~~最记得就是说慕容改装了新车大家去看，居然说：你们不要留口水哦~~~kao!!~你才流口水，你们全家都流口水！！！你那破车送我都不要！！！            
(3星)	 郑爽超萌～（唯一的亮点……）            
(1星)	 哈哈哈哈            
(1星)	 我竟然看了            
(2星)	 湖南台的山寨剧我都看了？            
(3星)	 善良点            
(1星)	 内地版跟台版不是一个层次，道具默默服装默默造型默默            
(NA)	 还让我迷了一把            
(4星)	 越雷越喜欢。            
(1星)	 有没有比一颗星还低的分数……            
(1星)	 鄙视山寨！如此垃圾的电视剧还敢拍第二部？笑话！            
(3星)	 看你可怜 给你还行 我誓言看所有的花样男子 这个想跳过 也看了几眼的反正            
(1星)	 我妈说灏明的这个发型有点像大妈 当然一星是对此剧的整体评价             
(2星)	 哇吓吓吓吓吓吓，这居然是我看的第一部花样男子真人版~            
(5星)	 喜欢张翰，喜欢这部偶像剧。            
(2星)	 勺子。            
(1星)	 我长得又帅又有钱这有错么！！！！！            
(2星)	 雷帝            
(3星)	 雖然挺假的。但是作為娛樂看還行。            
(1星)	 國產的東西還是需要支持一下~~不過真的好山寨``            
(NA)	 看看，不说话了            
(3星)	 要是不抱着花样男子的山寨版的心情去看 还好             
(1星)	 有没有黑色的星星~有多少我选多少？！俞灏明 你难道自己也认为自己在那里面很帅？？？？？？我就是看到你才想吐的!还有  那个美邦的牌子~妈呀！！！            
(1星)	 此电视剧只该天上有,人间难得            
(NA)	 被端木磊雷得不行            
(NA)	 我就是喜欢看 爱咋咋地            
(3星)	 打发时间，打发无奈的光阴。            
(1星)	 芒果台的又一雷剧            
(1星)	 卧槽~~我终于还是说出来了~~            
(1星)	 我爱阿迪王！            
(NA)	 没有星的你妹            
(1星)	 没看过，控制不了来打分。            
(2星)	 广告中间终于开始插播电视剧了也~            
(2星)	 山寨的很村            
(2星)	 冲着那个某某某还是给两星好了。            
(1星)	 强烈推荐夏天看，一场雷阵雨足以把你浇个透心凉～            
(3星)	 相当烂的偶像剧，不过还是有相当的可取之处，部分“烂”也是特意搞出来的，能看出一定功力            
(3星)	 鄙视自己~            
(4星)	 很精彩...就是很讨厌青春偶像剧...            
(NA)	 喜欢年轻人在一起的感觉  但是偶像剧  最多看一遍  重播是不会看的啦  希望他们加油  期待一起又看流星雨            
(NA)	 0            
(1星)	 能say什么类            
(1星)	 冲着KIMI的海报~给你1星            
(5星)	 不看别的，就看“郑爽”同学            
(5星)	 蚕絲蛋白洗發露………            
(1星)	 最恶心            
(1星)	 傻了吧唧的            
(5星)	 我不得不说，山寨是强大的！啊哈哈哈。太欢乐了。            
(1星)	 畜生!            
(4星)	 我冲魏晨来的！            
(1星)	 雷的里嫩外焦            
(1星)	 神宽恕我看过这个电视剧5集吧            
(3星)	 它让我很欢乐            
(2星)	 昨天刚看完，发现越来越无聊 囧片。。。            
(2星)	 满天都是雷阵雨  香飘飘的世界            
(1星)	 这几个演员，实话 人都挺喜欢的 但这不能阻止我昧着良心给这片子大高于1星的级别。极差的造型，极差的剧情，极差的场景，差的人选，极差的广告植入。山寨都山寨的没水平。如果可以打负分的话 我会去打负分。            
(1星)	 替&#39;芃坏&#34;评，她打三星，我死也打不出。她说本片编剧最恶毒的地方不在于让这群演员演。而在于让他们在全国人民面前丢人现眼            
(1星)	 一起来看雷阵雨。。。            
(3星)	 有些情节还是挺不错的，只是俞灏明真的长得不怎么样，对不起这个角色            
(1星)	 比王晶电影还无厘头的，还超乎一般人智商和想象力的神剧！            
(1星)	 王！烂片之王            
(4星)	 一起来看流星雨下载地址www.mp4ju.com            
(1星)	 我讨厌这部电视剧~~一点意思都没得，基本仿造流星花园~~~            
(NA)	 看你妹            
(3星)	 被魏晨吸引而看的            
(1星)	 過。            
(5星)	 我想拍第三部！！            
(3星)	 电视强行灌输，索性感受晴天霹雳。男女主角长相不错，其他的就不说了。            
(3星)	 其实瞎看个一两集还可以，至少挺欢乐。            
(5星)	 喜欢张翰 喜欢云海            
(2星)	 好烂啊。            
(4星)	 我喜欢里面的小渔            
(1星)	 恶俗            
(1星)	 突然在电视上瞄到一眼！我的娘！实在忍不住来打分！            
(NA)	 哎，真实吗？            
(3星)	 多好的山寨流星花园啊，假日里的一场雷阵雨……哈哈            
(2星)	 没有赶上“全球首播”，所以寒假表妹特意约我早上早起一起欣赏这雷阵雨，国民大妈真是￥#@&amp;%，华丽丽的张翰沦为打酱油的~~            
(NA)	 .            
(NA)	 感动！！！            
(NA)	 雷阵雨。。。可怜了我的魏晨。。。            
(2星)	 就是为了看魏晨跟云朵的吻戏，结果在最后一集            
(3星)	 还好            
(5星)	 纠结的电视剧···            
(3星)	 其实还行，没有那么差～～挺喜欢张翰的            
(5星)	 太爱张翰了            
(2星)	 哦买高的            
(3星)	 其实吧，还不错啊。            
(NA)	 强迫症，看了就一定要看完，最后竟然还看哭了            
(1星)	 又有一部可以打一星的了.......            
(1星)	 真的是雷阵雨雷到了。。。超越视乎是一种梦想，差距却真实的纯在与地域之间。白色巨塔也是很明显的例子，最喜欢日本版，最不喜欢的没看几集，不想让自己有资格评论最不喜欢的版本。            
(2星)	 果然山寨的可以 不过还是让这么多的人被雷 自己不也跳进来了吗 功力可见一斑 我爱你不是因为我想要你爱我才爱你 而是因为我爱你才爱你的            
(2星)	 不喜欢看。。。。嗯。。            
(1星)	 剧本太差，演员也不行，娘来，棒子导演的智商比中国的强，无敌雷阵雨啊            
(5星)	 我一定要打5星，这部戏是一颗耀眼的明珠！！！！！            
(2星)	 芒果台很强大，最雷的是还有很多小朋友喜欢，他们居然说所有版本最好的~~~~(&gt;_&lt;)~~~~             
(NA)	 哎 雷阵雨 早上起来芒果台就在放            
(1星)	 为什么他会得奖，芒果台你够了!不要在玷污Gossip Girl了!            
(1星)	 拍的实在太脑残了，每个人还自以为自己很帅，演技很好。跟网上那些一本正经演出来的雷人片有什么区别？            
(2星)	 一颗星给张翰，一颗星给魏晨~            
(3星)	 有人说喜欢这个剧疯了，难道我疯了？            
(2星)	 看了大概2集. 女主还是很可爱的,&#34;花泽类&#34;雷翻了丑翻了. 大姐的耳饰像哑铃- -             
(1星)	 收视还全国第一，现在人的审美标准啊！！            
(2星)	 我居然能全部看完，自己都佩服自己了，给两星半            
(NA)	 拾遗            
(NA)	 垃圾的片子！太泛滥了！            
(1星)	 别以为你改个名我就不骂你。            
(3星)	 郑爽不是一般的漂亮。张翰不是一般的帅。除此之外，只有“雷”字可以形容了。冲着这两张脸蛋，我还是给3星吧。            
(1星)	 你妈逼的~全他妈追求富二代，追求有钱人吧！都浮云，山寨都山寨成这样，服你丫了~！            
(NA)	 我最喜欢的一部青春偶像剧，超越流星花园，更适合大陆青年。            
(2星)	 只能说内地的只是为了赚钱吧。好吧。就让这部偶像剧作为一个代表。            
(4星)	 没有把它当作一部偶像剧来看，不关它植入了多少广告，有多少雷人的话。我喜欢的仅仅是他带给我的感动。            
(1星)	 晃过一眼都不想再看第二眼。雷这个标签终于启用了            
(4星)	 天天陪妈咪看，看她哭，我就笑着睡到流口水，今年如果8月在家，肯定要一起又看流星雨了。。。            
(NA)	 雷阵雨            
(3星)	 当喜剧片看啊，还是可以的。女主不是我的款，不讨喜。            
(NA)	 雷。            
(5星)	 我不知道怎么评价            
(1星)	 完全，糟蹋了。            
(NA)	 请问 在豆瓣上零分怎么打            
(1星)	 只看过5分钟，打个一星~            
(2星)	 百无聊赖时看过点…真的很有笑点……            
(1星)	 怎么没有零分呢？粗口都不屑            
(1星)	 没看过，控制不住来点差评的            
(3星)	 哈            
(1星)	 剧情简介亮了            
(4星)	 还是超越不了经典            
(1星)	 有比恶心和糟糕更什么一点的形容词么……            
(NA)	 我不小心看到的            
(1星)	 其实我想打零星的。。            
(5星)	 一起来看硫酸雨~            
(2星)	 看在它给我带来那么多笑话的份上，给它两颗星，哈哈哈哈，阿迪王，香飘飘，豪爵，潘婷            
(1星)	 雷死你            
(1星)	 烂片            
(1星)	 很雷人            
(4星)	 剧情很俗套，但觉得张翰演技很好，尤其是他的眼神。            
(2星)	 请别再让我看见大妈的脸            
(4星)	 喜歡端木！哈哈            
(3星)	 看在芒果的份上，加一颗星            
(1星)	 这么烂的山寨剧也值得捧？            
(4星)	 青涩的演员 青涩的演技 青涩的大陆偶像剧拍摄手法 一同表达青涩的感情 这种早已遗失的青涩 难道不值得我为它感动么 除却一切雷人的部分 它的的确确在我心中留下一抹清澈             
(1星)	 一起来看雷阵雨。            
(2星)	 雷陣雨啊~~瓦咔咔            
(2星)	 我觉得张翰很帅......            
(1星)	 广告版流星雨            
(5星)	 张翰饰的慕容云海和郑爽饰的楚雨荨的爱情故事！后来慕容云海的妈妈好不容易答应让他们俩在一起，而就在这时慕容云海却在一次意外中导致了失忆，而他的那些好哥们：端木磊；叶烁；上官瑞谦；还有慕容云海的姐姐慕容云朵，尽全力帮助慕容云海慢慢恢复记忆，但是最后。。。。。。            
(NA)	 恶心            
(5星)	 和流星花园差不多，很感人。            
(NA)	 还不错            
(2星)	 广告太多了，磨叽            
(2星)	 比较雷。比较俗。            
(5星)	 我只为魏晨当然小朱也不错郑爽实在恶心！作为大陆偶像剧不错了5星为魏晨            
(2星)	 打发时间还行跟韩版花样男子比起来就像是在2012面前说SOS            
(NA)	 姐妹们一起看的 搞笑电视剧            
(1星)	 还有比这片子脑残的么？？？？            
(3星)	 老了,似乎真的不适合看这种青春偶像剧了            
(NA)	 NC            
(NA)	 哈哈，这分低的。。。            
(1星)	 不是只是用一个烂字能诠释的电视剧....            
(1星)	 恶！            
(3星)	 虽然山寨，但是他们红了。            
(5星)	 青春偶像剧，值得一试            
(1星)	 呕像剧 烦 一颗星            
(1星)	 没有一部电视剧像它这样能激起一浪又一浪的鸡皮疙瘩            
(5星)	 陌生而又熟悉的情景，让我回忆起自己的青涩……            
(5星)	  没看过流星花园 所以觉得这个还不错 喜欢魏晨`            
(1星)	 雷到了            
(3星)	 还成            
(NA)	 说实话真的没什么意思，剧情也烂烂的，但是闲的没事的时候还忍不住想看看！(*^__^*) 嘻嘻……虽然不好但是总之也是认识了一些新的面孔。里面的音乐还可以哦！            
(3星)	 永远别想让我再看一遍            
(1星)	 天雷下凡。不可不看。            
(3星)	 认真看了一遍，还可以            
(NA)	 来吧~~一起来看雷阵雨！！            
(1星)	 让人恶心的片子。。。            
(2星)	 在看完华丽丽的韩国版之后，要怎么接受如此山寨的一版啊。。。去厦门的时候看到了拍摄现场。。。一颗星给厦门美美的景色，另一颗给配乐吧。。            
(1星)	 看了一点。很狗血的剧情。。演员也让人无语。            
(3星)	 张翰~            
(1星)	 一个字：雷            
(3星)	 两星给CCDD 一星给芒果拍第二部的勇气！！            
(1星)	 我是来为这个破烂玩意添砖加瓦的            
(2星)	 雷剧中的战斗机。            
(5星)	 还算偶像剧，大陆偶像剧的先河……            
(3星)	 男女一号的选择让这部戏悬崖勒马，青春是无法演绎的，谁有谁就有，羡慕嫉妒恨不得            
(NA)	 白痴给花痴看。            
(3星)	 雷到不行            
(1星)	 我可没看！我是过来喷的            
(3星)	 毕竟它陪着我度过暑假            
(NA)	 真受不了她们，难道你们自己看着自己那么演，不生硬吗？学学那些前辈们吧            
(2星)	 雷人~            
(1星)	 要人命的雷阵雨啊……！            
(1星)	 被雷的外焦里嫩，呲呲呲的直冒烟，实在是太震撼了，一次心灵的洗涤啊！            
(NA)	 神奇的广告。            
(1星)	 垃圾电视剧，鄙视制作人和导演，糟蹋了剧本和无辜的演员            
(1星)	 这是个悲剧。            
(1星)	 我狂草NIMA拉个臭狗屎无敌比            
(1星)	 昨晚经过客厅，听到大海他妈这么说——遇到你之前，小海是个头脑简单的孩子~无语了。。。有这么夸自己家孩子的么            
(3星)	 雷死人不偿命            
(5星)	 好            
(1星)	 垃圾            
(1星)	 这是电视剧么？这是闹剧。            
(1星)	 太雷了，看不下去。还抄了《樱野3+1》主题曲做插曲。            
(3星)	 雷阵雨。。。            
(1星)	 我看你大爷！            
(1星)	 雷人的俞灏明            
(3星)	 很雷很雷的说，可是我居然看了一大半，哈哈。。。            
(1星)	  囧囧更健康            
(5星)	 虽然知道很白，但是仍然继续看完了，而且很喜欢张翰的表演。会继续关注他滴！！！            
(1星)	 别毁了植入式广告的市场~            
(3星)	 怎么说好呢。结局不喜欢。别的还可以。            
(1星)	 轰隆隆，打雷下雨，回家收衣服啦            
(4星)	 翻拍基本可以吧             
(1星)	 硫酸雨            
(1星)	 无语            
(NA)	 我老公说了：“都是孩子的妈了，还看这种片，还跟着哭！！”。            
(2星)	 撇开饱受诟病的电视剧本身，这东西的意义在于为大陆电视剧的制作提供了典范和新的可能。服务了以往往往被大陆电视人所忽略的收视人群。就这点来说，该片具有里程碑的意义            
(1星)	 没法看            
(1星)	 天雷阵阵。。。。。。。。            
(1星)	 只看过几集，很没意思！！！无聊            
(1星)	 有钱的电视剧            
(2星)	 内地的就是比不上港台，这种雷阵雨也有人看            
(2星)	 还是可以娱乐一下大众的            
(3星)	 关于这个所谓的山寨剧我不想多说什么 现在这个时代你越说它 它越火            
(4星)	 其实没那么糟糕~~山寨的东西总有很多无奈的~~            
(4星)	 不得不雷！！             
(3星)	 因为魏晨才给3颗星 - - 雷            
(3星)	 其实，还行吧，比想象中要好了~            
(4星)	 唯一一版让我看到流泪的《流星花园》，好看，一点也不雷，仨主演都东北人儿，支持。            
(4星)	 其实……是用来打发时间和花痴的……            
(5星)	 good            
(5星)	 jhjhj            
(3星)	 比想象中好，但是那些广告......            
(3星)	 好看的山寨，因为没看过原版            
(1星)	 靠...我又看过...            
(NA)	 这是人看的嘛！            
(4星)	 实话说。。大陆拍的偶像剧算是不错了。。一开始是为了魏晨看的。后来看久了还是觉得剧情不错的。。演员们都挺好。。            
(4星)	 因为太多人说这本很雷..才想去看看到底有多雷..看完了到觉得还不错..            
(5星)	 非常好看....................;            
(3星)	 还蛮喜欢郑爽的。PS:在经过了电视剧的培训，在看刺陵时，对植入广告已经麻木了，而同行的友人们对片中的植入广告￥……&amp;%没完没了            
(3星)	 完全就是为了小朱去看的！            
(NA)	 为什么大家都说不好，我就觉得好，小小年轻人努力演戏，大家不要人云亦云...我就觉得挺好的...            
(3星)	 多出来的这一星只给可爱的朱梓骁和张翰            
(3星)	 个人觉得山寨得还不是太差            
(1星)	 如果可以的话想给负星            
(1星)	 佩服芒果台的勇气，不过为了钱，拍点烂片又有什么关系？芒果台高兴，广告客户高兴，那些脑残的小男生小女生高兴，皆大欢喜嘛！然后看这些片长大的下一代啊，就悲剧了！            
(NA)	 我就记得那个被捡的猫了！            
(2星)	 呵呵，真不知道自己为何要去看……            
(3星)	 无聊的时候看着消遣的。。。            
(1星)	 Although I didn&#39;t see this before......I just feel JIONG about this......            
(3星)	 山寨片，1星给俞灏明             
(3星)	 山寨呀，可不是一般的山寨呀！不过让我喜欢上了魏晨和朱梓骁！            
(1星)	 恭喜俞同学以此片获天涯金乌鸦将，普天同庆。O(∩_∩)O哈哈~            
(1星)	 雷的我里嫩外焦。 五雷轰顶阿。 - -            
(3星)	 在被动的情况下看完了。但是我觉得要客观的来说，还是不错的，“雷”是没办法的事情，植入很多广告让人很无语。就当是几个人拍戏玩玩，我们就无聊看看咯。            
(5星)	 我靠！雷！nb！国人必看！伤心的时候全靠它了            
(2星)	 其实看多了吧……有的地方还可以……            
(NA)	 好看哈            
(5星)	 爱死了            
(NA)	 不好评论            
(1星)	 woxihuan            
(5星)	 为什么力荐？这种经典雷阵雨啊~群众运动啊            
(NA)	 太雷人了啊 湖南台放了太多遍了啊还挺期待下一部的啊希望俞灏明的发型变一下啊            
(3星)	 和《流星花园》还是有很大不同的，大结局赚走了我两桶眼泪。只是配音太夸张了，就魏晨的还成。给舒蕾和美特斯邦威打广告的情节确实非常雷人。俞灏明在快男里的短发造型还挺讨喜的，这里被发型活活打造成了猪头，吐血～            
(3星)	 本来没兴趣看的但是因为疯传是雷阵雨就好奇的看了 呵呵 囧事囧了点 但最受不了的还是那什么端木 把我雷的啊 外焦里嫩的            
(5星)	 确实是太囧了   不走寻常路  美特斯邦威            
(3星)	 我咋觉得郑爽穿的衣服都还蛮漂亮的呢~            
(1星)	 楚MM捡个扫帚都能被经理赞美，夸其实新世纪的人才，你说，咱还能说些什么呢？            
(1星)	 哈哈哈哈            
(3星)	 郑爽            
(2星)	 里面的造型雷晕死了·····毁人啊····            
(3星)	 确实值得捶地            
(2星)	 每次逛街经过美特斯邦威时，我脑海里总不经意就浮现出这句台词：雨桪甜丝丝的说：“今天，云海带我去美特斯邦威了！”= =我只能说，没有最雷，只有更雷。丫丫的，雷死人了~~~            
(NA)	 我爱翰翰~一直期待下部希望张翰一直演下去。            
(NA)	 雷！可是那首我要的飞翔还蛮好听的            
(2星)	 雷陣雨來了            
