http://movie.douban.com/subject/3142715/	射雕英雄传
(3星)	 發現劉詩詩這個美女。            
(4星)	 考试前三天看完了50集。。。为什么不说清楚再动手呢。。。            
(3星)	 喜欢林依晨讨厌胡歌            
(4星)	 为什么蓉儿就一定得是翁美玲那样？个人觉得林依晨版的更贴近原著－－她胜在够年轻            
(3星)	 三星都给林依晨，小姑娘很灵动。            
(5星)	 很不错，很喜欢林依晨演的黄蓉，聪明，机灵，漂亮。            
(4星)	 演技不错            
(3星)	 有点幼齿            
(3星)	 昨天熬了20多集终于看完。现在看连续剧专注于演员的筛选，像这部剧里的东邪西毒南帝北丐都是找的很好的。            
(NA)	 高高高一起看的            
(5星)	 很不错            
(3星)	 整体来说没太多挑剔的，只是女猪脚不行            
(4星)	 本来是打算3星的，因为胡歌的表演实在是一般，但是实在太喜欢林依晨的表演了，对比了一下朱茵版（我其实蛮喜欢朱茵的）还是更喜欢林依晨饰演的黄蓉，演活了，而且其它的部分也很好，特技的效果演员的饰演都不错，至于欧阳克、杨康的性格矛盾被拍得很独到，虽然初始感觉新鲜特色，但是后续一般，所以4            
(3星)	 其实还凑合，不过再也不看剧情滚瓜烂熟的东西了，煎熬啊            
(5星)	 为了胡歌打五星            
(3星)	 我觉得还行我爸却根本看不下去            
(3星)	 包惜弱太狠, 黄老邪太龌龊,黄蓉太蠢...黄蓉其实也还凑和啦. 给三星是和李哑鹏版对比之下给的. 那版真是浪费了何晴,蒋勤勤,周迅这些大美人儿!李哑鹏一个老鼠屎坏了一锅好粥. 只能说张大胡子脑残.            
(4星)	 很好看，喜欢HL搭配。。啊哈哈应该比较是我们这个年龄的菜，上次特地在我爸面前看，我爸说没人看这个版本的。。估计他们那年代的不喜欢这部吧。。但是不喜欢，为什么改编了援助那么多呢。。在这里，大家都是好人了。。。看到最后，我们都开始同情杨康和欧阳克了。。            
(3星)	 木看完~指着林mm看的~灵气啊~~~~            
(2星)	 雷到我飞了，欧阳克是个受～～～～            
(5星)	 这部翻版拍的还不错，有突破~喜欢上了欧阳锋和欧阳克            
(4星)	 不一样的感觉            
(4星)	 比李亚鹏版强太多了            
(4星)	 还是喜欢欧阳克吧。            
(5星)	 我觉得改编的很好，但是靖蓉的镜头少，还是很喜欢林依晨的蓉儿，大胡的靖哥哥。很喜欢的电视剧。            
(4星)	 还是为了依晨。            
(5星)	 以前倒是真的不了解胡歌，但诠释的郭靖，真的是侠之大者，而林依晨的黄蓉也似灵鸟一般。其中的杨康、穆念慈等也可圈可点，主题曲很好听。            
(3星)	 以偶像版本再现的射雕，好吧，我承认我是冲着这一点去看的……袁弘版是历任杨康中我最喜欢的，好吧，我承认在外表上我是先入为主了……胡版郭靖和林版黄蓉看着就是地瓜和小七，好吧，我承认我穿越到《天外飞仙》去了……            
(5星)	 虽然一直不喜欢看翻拍的电视剧，可是胡歌依晨版的射雕真的很好看，以致于我一口气看了两遍。＝P 主要演员都很棒，感觉比83版的还要好！            
(4星)	 继95版 后 感觉最好的一版            
(5星)	 很好啊，喜欢她们两个            
(4星)	 呀呀呀~~不把杨康的情节改的那么狗血就更好了……            
(4星)	 林依晨，不是过分愚蠢就是过分聪明。可怎么办，蓉儿我好喜欢，在满天风雪她和郭靖在山顶相逢，那个轻轻的拥抱就让我爱不释手啊。            
(4星)	 应该算是看过的几版里，比较好看的了~演员选的也不错，欧阳克是亮点，林依晨版的黄蓉和胡歌的郭靖我都挺喜欢            
(3星)	 胡歌演的不错，看在他的份上本来想给四星的，但是杨康太雷了……            
(3星)	 比周迅的沙哑版好多了……            
(NA)	 一眼看成李亚鹏其实就差最后几集，我当我看完了算了            
(5星)	 实在是完美。林依晨所演的黄蓉古灵精怪，刁钻野蛮。胡歌所演的郭靖呆头呆脑，一身正气。            
(5星)	 袁弘            
(NA)	 各种腐.             
(NA)	 康慈的戏份占了很多，分量几乎不输给靖蓉。这个康哥哥，帅得一塌糊涂，这个念慈姐姐，楚楚可怜。有点小可惜，剧情被改得太言情了。与原著差距甚大。            
(4星)	 胡歌甚好。            
(5星)	 不容易了，支持胡歌去演云天河            
(4星)	 哪版都比李亚鹏的强~~~那嗓音~~~蛋疼            
(3星)	 翻拍总没有原来的好            
(4星)	 难得有一部拍得这么忠实原著的金庸剧啊……            
(4星)	 就是演员选得不大好。不过胡歌还是很帅~~            
(1星)	 垃圾！！            
(3星)	 袁弘是我学长，我没骗你们，而且杨康真的是好帅吖~靖康很美好吖~            
(4星)	 小王爷是萌点！            
(5星)	 唐人出的，演员阵容强大，景色优美，配乐也好，而且总把人拍得特别地白，总的来说还不错。            
(3星)	 94是我心中永远经典            
(2星)	 纯是为了看林依晨，其余一律快进，武打特技等假到不能忍的地步。            
(2星)	 胡扯            
(3星)	 康克——傲娇攻略宝典            
(NA)	 这是部你损着又会看下去的电视剧             
(3星)	 本人力顶83版 这个么。。纯粹看看胡歌吧            
(NA)	 偶像剧版，不过比想象中好很多。袁弘啊，虽然中意您演的杨康啊，但是，都无间道了。。。            
(4星)	 重新看一遍，最喜欢这样的郭靖了！^_^            
(3星)	 我只想知道华筝在那几集出现~~            
(3星)	 翻拍上瘾了，看在不是李亚鹏的份上，还是看完啦            
(3星)	 林依晨不大适合演黄蓉            
(4星)	 拍的还算不错            
(5星)	 帅哥美女。            
(5星)	 喜欢！            
(5星)	 因为胡歌来看，这部射雕拍的很不错，绝不逊色原来版本，并且更好看。尤其是胡歌演的郭靖，不失憨厚，但也绝对是一代大侠风范。            
(4星)	 喜欢林依晨演的黄蓉 却不喜欢林依晨 哈哈             
(1星)	 就这么个儿童片也配这个评分？            
(3星)	 我是来看胡歌的            
(4星)	 唐人每年一部BL大戏，这部断断续续，没怎么仔细~~            
(5星)	 真的不错的，特别是林依晨，因为这部剧喜欢上她了            
(3星)	 自从乐鱼被和谐了，就找不着地方看了            
(2星)	 怎么说呢……演员都不像，就悲剧了            
(4星)	 居然被杨康和欧阳克萌到了            
(4星)	 真正80后的射雕 喜欢编剧的改编            
(3星)	 对编剧无语            
(5星)	 因为胡歌才看的，后来却被欧阳克电过去了~            
(4星)	 总觉得这部电视剧的画面风格怪怪的。。是故意处理的还是因为拍摄周期太长呢？            
(NA)	 ui            
(5星)	 又一部经典。。。演绎的十分传奇和真实。            
(4星)	 = =            
(NA)	 林依晨虽然在长相上不是很合适，但是却把黄蓉表现的机灵可爱还有点狠            
(3星)	 颠覆太多。经典需要还原。            
(4星)	 个人觉得很棒，金庸小说能拍成这样已经很不错，虽然有很多地方不忠于原著，但是编剧的发挥很合乎我的胃口。剧中的欧阳克太帅了~~片中的插曲很感人，只不过感情戏份有些重了。            
(NA)	 我觉得林依晨演的蛮好的啊。。。            
(4星)	 回头看袁弘和刘诗诗，嘿嘿嘿奸笑。除了胡哥和林依晨原来还藏了这样一对荧幕组合            
(5星)	 更加人性化的主角            
(4星)	 大部分演员选的都很靠谱哇。尤其是杨康，好帅啊~~还有为了这个片头曲《英雄莫》，也要加到四星！！            
(5星)	 我是胡椒嘛~~            
(4星)	 完全冲着胡歌去看的这部电视剧，剧情跟原著有点出入，杨康有点被美化了，不过整体来看还是不错的，值得一看~            
(3星)	 黄蓉的人设比较贴近原著啦···不过给欧阳克和杨康洗白了太多了！杨康可是到死都不知悔改的人设啊！！！            
(NA)	 好本子 a···            
(3星)	 这部剧是用来观赏靖康顺带复习九阴真经的            
(5星)	 不要说林小姐坏话 我觉得她演的挺好的 终于看完了 熬夜看完精神还不错 哈哈ps老胡回来之后 整个人和之前完全不一样 特别适合从大漠回来以后的郭靖 沧桑 成熟 哈哈哈；老胡回来以后 林小姐变胖了－－            
(NA)	 郭靖像唐僧 磨叽又啰嗦 康弟长康弟短 叫他的蓉儿情何以堪 2/3的台词狗血的让人嘴角抽搐面部瘫痪             
(4星)	 胡歌版的郭靖把年少时的愚钝和后期的稳重都拿捏得很好~有一代大侠的范儿~            
(4星)	 我覺出它是BL來了！但是我堅持：胡歌是受！是受！            
(NA)	 射雕的感觉，是一代不如一代。            
(4星)	 喜欢这组主角~            
(1星)	 差到极致。            
(3星)	 ...话说，这貌似是一部青春偶像剧...            
(3星)	 偶像剧            
(4星)	 喜欢他们诠释的那种清新的感觉            
(4星)	 刚看完，觉得拍的还是很不错的，演员挺到位的，场景布置的很好，最突出的是武大特效，比之前的版本要好很多，我没看过什么83版，94版，我觉得对年轻人来说这部已经做得很不错了，我看过大陆版，和这个没得比的。武术的动作和特效都做得很好，叫人看得很过瘾，不过感情戏就一般，看了没什么感觉。            
(5星)	 我们家老胡阿。            
(5星)	 I love her, so much.            
(NA)	 胡歌............最痛的一部~~~~            
(5星)	 这部戏的蓉儿,是我见过最贴近原著的黄蓉.当然,比翁美玲还是稍逊一筹,因为翁美玲的黄蓉已经成为岁月中的经典之作.            
(3星)	 袁弘啊袁弘            
(NA)	 我不想说啥            
(5星)	 胡歌还是比较适合演景天，李逍遥这样的角色，演呆子有点勉强了，但是很可爱~~剧情也不错~~从这里开始觉得袁弘（杨康）的演技真是好~最帅的是少年杨家将里面的耶律斜~有魅力啊~            
(2星)	 还有更烂的吗~            
(5星)	 今天看完的呀~不错！！杨康好坏！！黄蓉帅！！            
(4星)	 女人要做黄蓉那样的，找男人要找郭靖那样的            
(4星)	 冲着杨康和欧阳克~            
(5星)	 两位主演在一起吧……            
(3星)	 欧阳克是亮点，诗诗的穆念慈太美。我一度怀疑是不是因为胡歌出车祸所以为杨康加了很多戏反正我很讨厌此人。            
(3星)	 改编却不讨好 青春版射雕            
(4星)	 不错，好看就得了。            
(5星)	 前三本基本还原，第四本完全原创了            
(4星)	 还不错            
(4星)	 看过的版本里算最好的了，不过还是不理解为什么每一版都要自作聪明的改动原著呢。。。            
(4星)	 嗯2008是个很重要的标签，奥运的时候看的。早起洗澡赶班车，白天和一群好朋友在一起，晚上回来看两集，生活要是一直这样该多好。            
(4星)	 欧阳克和穆念慈让我狠狠感动了一把.            
(5星)	 经典 我爱83版 我也爱08版            
(4星)	 大气不足，细腻有余            
(3星)	 完全是冲着新版欧阳克去的~~~            
(4星)	 最喜欢的版本            
(4星)	 郭靖说：我不恨你。杨康说：我知道。没有爱哪来恨。从来都是我比你在乎。。。这台词，真TMD荡漾啊荡漾~！            
(5星)	 !            
(5星)	 赞            
(4星)	 爱上袁弘            
(3星)	 开头还不错，后来就越来越离谱了。            
(4星)	 古月哥欠            
(4星)	 83的是我心中的经典，这版同样也是。            
(NA)	 这个黄蓉够俏够调皮            
(4星)	 我觉得很好的版本。            
(3星)	 一般, 黄蓉是败笔啊...            
(4星)	 这个版的其实也不错，虽然改动比较大，有时，有那么一瞬间会以为是言情剧，尤其是欧阳克这个角色，写得那么多，有煽情的嫌疑~~~不过，还是满喜欢滴，从此认识了李解，而且，胡歌演的郭靖也够傻，林依晨的演技不错，她演的黄蓉很可爱，尤其是那个配音~~对了，黄药师的出场很给力，有些台词也很搞~            
(5星)	 有点琼瑶式的感觉 但不影响整体的感觉拉~女主角很漂亮可爱 胡哥傻到想去抽他了 哈哈 背景音乐不错的            
(4星)	 偶像派            
(4星)	 跟着我妈一起看的            
(4星)	 嘿嘿，我们家依晨加胡歌加刘诗诗加袁弘再加上唐人一贯的唯美画面，不是太计较剧情的话还是足够了，话说胡歌的古装发型从刚出道到现在变来变去总一个样            
(3星)	 如花小王爷。。。荡漾的欧阳克恩~~握拳！            
(2星)	 2009,科技这么发达的时代,拿出这么次的特效来忽悠我!!!            
(5星)	 我喜欢他们两个！            
(5星)	 水里来水里去.火里来火里去.            
(3星)	 实在不满意最后一集华山论剑那块...呀的给我来个动画山...这有个P看头!!不过前头..到中间...都还不错拉..            
(5星)	 喜欢这版            
(3星)	 还是喜欢老版的，以前几版的都比这个好看。            
(NA)	 我又在温习原著~OH My Ariel~            
(5星)	 是我迷上了射雕，还是迷上了金庸，还是在寻找自己……            
(3星)	 雷倒···这卖腐卖的···            
(5星)	 这部武侠居然让我看的流泪了好几次~            
(NA)	 这两个其实都相当不错            
(3星)	 喜欢林依晨的说            
(4星)	 总体来说还是很不错的一部偶像剧。            
(4星)	 新版的演员养眼多了O(∩_∩)O哈哈~            
(3星)	 没看过原著，不过演员还行，剧情也行            
(3星)	 怎么说呢？也许还是编剧的失策吧，本想改成青春动感版，奈何又不能违背原著太多，倒落了个不伦不类。其实武侠呢，本就不该如此，本就应是此生无涯一场醉不是么？而不是剧中一天到晚出现的“我不要懂事，太懂事了，只能自己骗自己。”“生命的价值应该在志气和灵魂”之类之类现代又煽情的句子。本应是像洪七公欧阳锋坐雪山之巅大笑，而不是拈了根睫毛许愿……就这一点说来，还是03版出色些，虽然演员选的不好，有个不可爱的蓉儿和怎么也让人讨厌的郭靖，但就剧本来说，03版还是强一些，譬如欧阳锋，对于08版欧阳锋的小白，我简直震惊。            
(4星)	 黄蓉少了点小灵气            
(3星)	 勉强可以看看，但比起94版，还有很大的差距            
(5星)	 第一部完整看下来的金庸戏            
(NA)	 山峰上的相拥 敌得过千言万语            
(3星)	 有不少雷人的情节，不过大部分还可以接受            
(NA)	 还不错。            
(4星)	 对比李亚鹏那一版，好太多了            
(3星)	 20090209            
(4星)	 一版改编的很惊艳的射雕~~            
(4星)	 真的不错！            
(4星)	 这个版本的射雕很好看，陪我度过了没有网络的寒假            
(4星)	 还是蛮舒服的 就是有点雷人            
(NA)	 这版的杨康和欧阳克非常牛，呵呵            
(NA)	 包子童鞋你真的不太聪明的样子啊。。。毁容了的胡歌囧。。。杨康乃真的是坏的么（某几集）。。。刘诗诗同学乃真是美丽啊~            
(4星)	 外面正在打雷，郭靖端进来三碗面条，一碗自己吃，一碗给杨康，一碗给黄蓉，黄蓉要把自己的那碗分给念慈。郭靖赶紧端了回来：不行不行，这碗面不是给穆姑娘吃的。蓉儿，这碗面是给你吃的。你一定要吃的。　　蓉儿(感动ing)：靖哥哥，你要偏心，也用不着那么明显啊！　　郭靖：蓉儿，我不是偏心啊。现在外面在打雷，如果不吃面的话，做了坏事会被雷劈的。穆姑娘她不用吃，因为她从来都不做坏事。            
(4星)	 真正的爱过才算真正的活过            
(3星)	 都08年了，特技为什么还是这个样子……有些新增台词很搞笑……            
(3星)	 有些失望            
(3星)	 看了三集实在看不下去了，对话比《赤壁》还雷人，看来问题不在导演在编剧，            
(4星)	 等了好久了，感觉比其他大陆版金庸的好            
(3星)	 比起张纪中那老家伙 强多了 最起码朦胧的很美            
(2星)	 不是一般的傻            
(4星)	 演的还是很符合原著形象的。但里面添加的情节，有点小雷。对于删减黄蓉斗智的几个情节也有的失望            
(5星)	 绝对好看！            
(4星)	 反正比央视要好～胡歌挺不错的～林依晨还是长得不像聪明人            
(NA)	 83版的最好，其次是朱茵版的。这部也不错啦。胡歌很帅，袁弘也很有味道            
(5星)	 帅哥靓女            
(NA)	 这个腊肠嘴黄蓉@@其实演的不错            
(3星)	 印象不深            
(NA)	 林依晨在里面嘿可爱，不过刘诗诗更好，就是欣赏啊...            
(3星)	 完颜洪烈（4）梅超风（6）伯通（12）            
(3星)	 居然把杨康和穆念慈演成了一对狗男女！杀了小克克之后就开始OOXX造过儿了。。。。            
(4星)	 特效稍差,编剧实在对杨康有偏爱啊,还是给穆念慈一个安慰呢?            
(2星)	 101层很pp，其余的没有可看性            
(4星)	 我两个晚上没有睡觉，看完之后睡醒之前脑袋一片混沌            
(4星)	 胡歌帅啊。。林依晨总算演了个聪明人。            
(4星)	 黄蓉不错。黄老邪不邪。            
(3星)	 靖康官配了……            
(4星)	 整部剧的感觉很不错，如果不是全部的情节都知道的话应该更吸引。。            
(2星)	 虽说剧情改动应该有点新意。但是改动实在差强人意，而且角色的选择上也不能算好。比较让人失望。            
(1星)	 看不下去            
(3星)	 对林依晨的黄蓉持肯定态度。此次“胡林”组合较之张纪中版的弱智郭靖和鸭嗓黄蓉，无论是表演还是养眼程度都胜出不少。本剧另一特点是反派角色大多被颠覆，不再有绝对的“奸角”。这方面个人还是更欣赏94年张智霖、朱茵版终于原著的精神。            
(2星)	 02 我是拖着看的            
(5星)	 虽然这一版的射雕是我所看过的射雕中改动最大的，却也是最让我感动的一部。            
(4星)	 有时候很偶像有时候很古文            
(3星)	 没有一个坏人的情感大戏，黄蓉很可爱郭靖也不错，很多情节面目全非，3.5星            
(4星)	 华筝挺可爱的~最漂亮的我觉得是瑛姑。。。其他人物改编了一些，喜欢这个角色，这世上的痴人又何止你一人----痴情欧阳克。。。            
(NA)	 演得非常好，这是我唯一看得最全的一部电视剧            
(3星)	 一直喜爱金庸作品，特别是射雕，观看过所有的电视版本。此版，改编情节暂不论，配角演绎不错。            
(NA)	 我只能爱你。            
(5星)	 这个版本的很喜欢哪！偶像剧版~~            
(NA)	 最爱林依晨            
(5星)	 还不错            
(5星)	 个人是觉得很好看啦~·虽然身边的人不认同，不过真的是83版后拍的最好的啦            
(4星)	 胡歌和依晨            
(NA)	  靖哥哥，很好.            
(4星)	 基本上都是我喜欢的人，所以好像没有不看的理由，一口气看掉了，虽然有好些的地方都是拖的，还行吧～冲着这些我喜欢的人还是要推荐一下的！            
(NA)	 更喜欢看老版的            
(5星)	 亢龙有悔！            
(1星)	 哎-_-            
(4星)	 编剧很能扯            
(4星)	 覺得胡歌比以前難看了。。            
(3星)	 我喜欢杨康这样的死。。。            
(5星)	 2008的经典            
(3星)	 这一版拍的只能说不功不过            
(4星)	 其实，感觉蛮好看的。。            
(NA)	 自己看的第一部武打书就是射雕，这部永远的经典令人勾起许多童年的记忆            
(NA)	 有人赞，有人批...我是在整理房间的时候听声音来着...            
(5星)	 赞            
(NA)	 9999            
(4星)	 还不赖，关于杨康剧情的修改可以接受            
(NA)	 大胡 ！！            
(5星)	 好看~！！！            
(5星)	 射雕中的精品，尤其在选角方面，比83港版还要出色，虽然林伊晨曾经演过那么多的败笔，可这次的蓉儿实在是出神入化，不管从形象上还是从气质上都与原作无异，胡歌版的郭靖虽然外表上不够纯朴，可经过他的演绎，让人们看到了一个憨而不傻的郭靖，李亚鹏真应该找个地缝钻进去，形象上本来就差了，还一副鼻涕都要掉下来的傻模样，唉。            
(5星)	 虽稚嫩 但承认人性的矛盾面 可恶之人必有可怜之处            
(4星)	 让人眼前一亮            
(1星)	 聪明黄蓉不聪明，鲁钝郭靖赛白痴，坏蛋欧阳克变不知所谓的痴情种子，墙头草杨康连带穆念慈都成了是非不分的无耻之徒，欧阳锋了最后疯了还能突然杀出来把杨康给秒杀了。。这是什么跟什么啊。。。经典武侠给改成没有逻辑的无脑偶像剧，OMG。。。天杀的编剧啊。。。。还有还有 那些电脑特技。。。。唉。。。。彻底无语了。。。            
(5星)	 唐人的剧都很有感觉哦～特别是古装的，欣赏+力荐！！            
(4星)	 青春版的~弱化了原书中的文化底蕴，但是某些次要人物的刻画是不错的。。            
(NA)	 感觉还不错            
(5星)	 选角超赞。剧情及人物命运的改编也很棒。            
(5星)	 有突破！            
(NA)	 Ps剧+腐剧            
(2星)	 太NB了            
(5星)	 每一个人物都很丰满 个性非常             
(NA)	 刚刚看完这部剧，感觉不错，不过郭靖真的好傻其实以前黄日华版的我也只是看过一点点，后来长大了一直没有再看，这部算是我最完全看过的射雕了            
(NA)	 雷啊雷的就习惯了。看到后来，其实小胖黄蓉还是多俏丽的。演员选的都很大牌，小角色都选的超级PP。就是搞不清楚为啥那几个主角都那么雷。唉。            
(4星)	 撑着了但尝到了！[顶]撑着了但尝到了！ e！到今天晚上总算把50集的胡歌版射雕吃完了，也许有点撑着了但我尝到了其中的美味！吃饱了总要说点什么！戏里面，开头超帅，郭靖一个勒马射双雕，帅呆了直奔主题！然后紧凑的就开始了“笨蛋从师记”，这里要说点什么，那郭靖好笨有点过分，有点做作，也许是没看过原著书的缘故也不怎么想了，不过比起来03央视版e！……里面用了倒叙中间穿插很合我的胃口，恩，不错！到了中原碰到黄蓉，让人耳目一新，很招人喜欢，演得超好。她的调皮，聪明，可爱表的淋漓尽致。            
(NA)	 如果时再无聊的朋友，可以一看，虽然一般般            
(5星)	 开始看的时候是抱着想看胡歌长的什么样的，后来就变得只想看里面的杨康了，呵呵            
(3星)	 偶像剧            
(NA)	 Good            
(3星)	 好吧 我得说其实这部还是可以的不过算不得太经典啊不过打发时间还是很好的选择啊我觉得不可以算作是一部真正的金庸武侠电视剧，而应该是古装偶像言情电视剧            
(NA)	 非常不错            
(3星)	 本来只看黄蓉和经典场面，慢慢又喜欢上了孤寂的欧阳克。            
(NA)	 太受不了了这部连续剧            
(4星)	 虽然开始还不太能接受林依晨变成了黄蓉，但之后是不能接受胡歌成了郭靖，而且，始终都是披散着头发的蒙人相……- -！            
(NA)	 期待太高，所以感觉也就那样            
(4星)	 这部射雕，虽然改编的有点邪乎，台词太狗血，结尾也有点烂尾（不知道和胡歌受伤关系与否）。但是这部射雕里没有绝对的善与恶，有血有肉，至少不再是大胡子式金庸风景纪录片- -还算是深的我心。            
(4星)	 这版很不错啊！主演都很赞            
(NA)	 看了前几集，还蛮不错的            
(4星)	 比较好看...            
(4星)	 金庸武侠剧中，已属上乘            
(5星)	 喜欢喜欢            
