http://movie.douban.com/subject/4913214/	恶作剧之吻 장난스런 키스
(3星)	 除了俊男外，没有其他看点            
(NA)	 哈哈 有时候看看漂亮东西只是想让自己的生活好过一些.             
(3星)	 金贤重虽然很帅 但是还喜欢台版的            
(4星)	 偶像剧。金贤重的出演赚足了眼球。整体感觉还好 喜欢。额`金贤重的慢速走路 慢的有点假。            
(3星)	 林依晨和郑元畅才是主角。            
(5星)	 woweishenmejiujuedebucuone            
(3星)	 第一集睡着了两三次，弃了....            
(5星)	 贤重君！不过演技一般            
(3星)	 好好玩~~搞笑~            
(4星)	 金贤重的演技现在很棒了……虽然跟台版比起来还是有些不足，但看起来还是不错的……            
(5星)	 啊啊啊啊··· 竟然把两部台剧缩成了16集···· 当然得五星···            
(1星)	 受不了女主角，演技差长得一般又太壮，比日剧版差太多了，失望            
(2星)	 哎，看了一集，实在是坚持不下去了，弃            
(3星)	 给3星纯粹是因为剧情。。与女主无关。。            
(2星)	 无知=可爱            
(3星)	 我坚持了八集。。。            
(3星)	 冲着原著，3星吧，没台版的好            
(1星)	 这女的长得太难看，这男的太女的            
(4星)	 看恶作剧的最大观感：要想抓住好老公一定要搞定未来老公的妈妈，这只是一句玩笑话，我觉得寻找人生的另一半还是需要互补，互相弥补对方的不完整，两个人在一起才完整。            
(4星)	 刚开始看时候是为打发时间，后面就主动去看了，属于慢热剧，白胜祖贴近偶学生时代滴理想型呀理想型，招人些涵~~            
(4星)	 开始比较搞笑，然后就没劲了。。。看了一半，就放弃了。。。            
(5星)	 痴迷了好一阵，哈哈、少女情怀            
(2星)	 校园剧，适合年龄较小的初中生看。            
(3星)	 根据我针对韩剧只择演员不择剧情的唯一原则，这部剧我看完了，只为金贤重啊~~！！金贤重，三颗星！ps：7集十分钟的小剧场可比正正经经的拖了好多集的电视剧要有意思的多。            
(5星)	 高三这年遇见 会对恶作剧永远珍藏            
(5星)	 金贤重超级帅，没有传说的那么不好看            
(3星)	 只看男主，忽略女主。转折太快~还是台版的好~            
(NA)	 前辈好帅啊！            
(3星)	 诶。。也就金贤重比较好看            
(4星)	 年末看完这个。三版+动画里最贴地气最细腻最耐看了。那么狗血的原料都能被修整再创造出让人信服得多、有世俗感动的剧。好吧我在瞎掰，我承认一切植根于金贤重的美颜。            
(4星)	 金贤重赞啊···            
(5星)	 喜欢！喜欢！大爱呀！也算从台剧看到韩剧，伴着我成长吧!以前也幻想过像男主角这样的男生，想想就可以的，还是一部蛮不错的电视剧吧            
(2星)	 男的长的太磕碜            
(5星)	 漫画能拍成这样真的很不错哦。贤重很好看，演得也还行，素敏也可爱，虽然出场太雷。个人认为比台版要赞，没有笨到愚蠢弱智。日版太老了没法比，画面是更精致，但柏原崇的帅也不是贤重直接能压倒的。为了鼓励这种水平的改编，打分是可以四舍五入的。            
(NA)	 哎,说实话,看过依晨那版的以后,就觉得这个韩国版很无聊..湘琴的确很笨,植树也是IQ超高,但是怎么感觉不像呢??韩国的在制作上看的出来下了不少功夫,造型,服装,场景等...总之贤重除了帅以外感觉没其他的了...            
(NA)	 看得我跟青春期小姑娘似的！            
(4星)	 怎么一吻定情的每个男主角都这么迷人哪？就是外表冷淡内心火热深情的闷骚男lol            
(3星)	 虽然还可以 但是 永远比不了 台版            
(5星)	 有心动的感觉就是喜欢了            
(5星)	 我就喜欢恶作剧之吻不管是哪国拍的都喜欢！！            
(NA)	 还那样。被我买了就放在了抽屉里            
(NA)	 看不下去            
(4星)	 感觉韩版的情结进展的好急 看起来很累  唉 韩剧总是走不出16集或二十集            
(4星)	 看帅哥是正道啊、、、、、            
(3星)	 说实话比动漫差很多            
(2星)	 還是原版&amp;台版的比較OK            
(3星)	 完全是为了金贤重……完全是为了金贤重……完全是为了金贤重……完全是为了金贤重……完全是为了金贤重……完全是为了金贤重……看人不看剧情            
(3星)	 情节很恶俗            
(3星)	 亲自鉴定！！没有台版好看。。！！            
(4星)	 推荐的唯一原因就是我亲爱的opa。剧情不够饱满，两个人的互动太少，温情太少，浪漫基本没看到，，，倒是网络版的婚后生活比较给力，有一些甜蜜的小片段。            
(3星)	 ……            
(3星)	 抄抄台剧抄抄动画，再加点本国特色。。。            
(3星)	 失望  完全的失望。。。。            
(NA)	 不会看下去了            
(NA)	 18歲的那個年齡，就應該做18歲應該做的事.情書.告白...            
(4星)	 恩。。比较一下。韩国的画面比较精致。。            
(2星)	 看完觉得演员的演技都不太行，人物表现的都不丰满            
(1星)	 太雷了··==！            
(2星)	 感觉不怎么样，挺失望的，一直很平淡……            
(3星)	 浪费了帅哥了            
(3星)	 面对这剧中出现的Dior秋冬新款毛衣（鉴定后觉得是韩国本土品牌成功山寨的），台版中碎花村姑水桶造型的林依晨情何以堪~            
(2星)	 冲着第三次翻拍去看的，果然一次不如一次，要不是金贤重的脸还能撑撑门面，这个片子简直一点价值也没有。不管是从演员的演技，还是改编后的故事情节，对白，都不怎么样            
(2星)	 甩的不是几条街            
(NA)	 配乐真的很有创意很好听，金贤重真的很帅~            
(3星)	 KIM君太好看了            
(2星)	 要不是为了看金贤重早就追不下去了[无奈]╮(╯-╰)╭             
(2星)	 没有台湾版的好看，先入为主，印象太深刻了，没办法。            
(4星)	 还不错~            
(3星)	 哎呦小新郎好帅气～            
(4星)	 吴荷妮真幸运。            
(2星)	 女1 真的让我没有勇气看下去 还是看台版的好            
(3星)	 还是喜欢台版            
(4星)	 对恶作剧之吻男主角这类性格最没抵抗力了。。。虽然并不是说演得有多好~只是，就是喜欢这种明明喜欢，嘴上死都不说出来，但是行动上却不自觉地表现得一塌糊涂..可爱死了！PS：貌似我也是这种人。也许是同类的互相吸引~？            
(4星)	 觉得金贤重好帅。(*^__^*) 嘻嘻、女主角也很勇敢            
(NA)	 怎么可能不看呢？！台版韩版的都是经典啊！！金贤重和郑元畅是我的心头肉啊 haha            
(4星)	 only for the reason that i know             
(NA)	 白胜祖~~~~~~~~~            
(4星)	 和台版的相比，男猪脚温柔了不少，但还是喜欢郑元畅版的演绎，女猪脚更活泼可爱，特别是笑起来的时候很有感染力。部分人物情节进行了简化，不过有些桥段的处理过于简单，情绪不够饱满，比如雨中kiss这场重头戏，铺垫不足感觉比较生硬；甜心的追求者突然从天而降，然后又不辞而别，纯属路过，杯具啊            
(4星)	 不管怎样，这版都是我的最爱~~            
(1星)	 破剧本~可惜演员了~            
(2星)	 141210-020211@office/ 若非工作，我不會&#34;追&#34;看呢~/個阿媽真你好得閒同無聊！@.@ noy my cup of tea!            
(3星)	 意犹未尽，比台版的要好，看来哈妮比湘琴智商高些。            
(1星)	 没台版的好~~男女主角没演技啊！！！            
(3星)	 为了小贤不弃剧！            
(3星)	 还是喜欢男主在花样里又冷又温情的样子，不喜欢他在这里面背个小书包的样子。            
(3星)	 我只是因为贤重唱了creep、就看了这部剧。            
(5星)	 剧情很烂 。。..爲了賢重才看的。..            
(2星)	 Oliver Wendell Holmes曾说，活在世上最重要的不是我们在哪里，而是我们正向着哪里走去。“让自己开心，让别人幸福，这样活就可以。” 不过你们也知道，我并不是一个让人幸福的性格，所以决定先让自己活得开心点。不管大家以后走哪一条路，我希望那条路会让你们开心起来。            
(4星)	 金贤重很帅，可是片长太短，不知道会不会有第二季出现            
(NA)	 O(∩_∩)O哈！还好            
(5星)	 超喜欢金贤重            
(4星)	 两天里看完的，总觉得缺了点什么            
(4星)	 挺搞笑的哈。。。            
(3星)	 口水口水~挺失望的，当做时尚杂志看了            
(3星)	 怎样都不喜欢金贤重~~            
(3星)	 还是小综演的好            
(3星)	 没台剧好            
(2星)	 画面挺美丽的             
(4星)	 收得很好 ..结尾             
(4星)	 忒好看~~~完美男友。            
(3星)	 用快放看完的            
(4星)	 前面实在无语，后面渐入佳境            
(4星)	 甜蜜之恋            
(4星)	 金贤重把我同学迷得啊！            
(4星)	 主要为了看金贤重~.~            
(2星)	 烂编剧            
(NA)	 我感觉不错。。最重要的是还有网络版。。。。。。。            
(4星)	 女主不漂亮怎样，男主表情呆滞又怎样？这些都阻挡不了我要看金贤重的热情！            
(3星)	 女主你是比着尹恩惠整型的吧啊喂！可是你怎么会这么丑啊啊！金贤重我现在才发现你除了面瘫脸微笑几乎没有其他表情！渣演技！只靠脸混很快就会被替代下去！！            
(4星)	 让姐再重回韩剧瞧两眼            
(5星)	 對童話式美夢不想醒來也不能抗拒的人，惡作劇之吻是經典中的經典。三位男主角都不錯，大概是角色塑造得太好，柏原崇和金賢重都是無以復加的帥鍋，皮膚白白淨淨的王子式男孩真是...咳咳。大愛這個故事，除了對女主稍稍不滿，或者再多一點。            
(2星)	 一集止            
(NA)	 尽管争议很大，可我觉得总体还不错的，蛮自然的~台版有台版纯真，韩版有韩版的自然 各有千秋            
(4星)	 我也不知道这么一部被人不怎么看好的韩剧我怎么看完的，其实，剧情真的很搞笑，特别是金贤重好有男人魅力，简直爱死了，韩剧女主角就是这个长相吧，发觉个个都张的好像，不过她还是挺可爱的，感觉比林依晨漂亮，这是很中肯的说法，因为我韩日台的都看过了，就是不怎么喜欢台湾那部，而且也没看完。            
(2星)	 面无表情滴看完 嗯 讲了什么来着 忘记了。。            
(4星)	 金贤重太帅了            
(3星)	 编剧都把剧本改成屎了，可惜了美男金贤重了~~~唉，下部戏可得找个好编剧，番外却出奇的好，唉，可惜            
(2星)	 不好看- - 真的            
(NA)	 不能讨喜韩国大妈，结尾比狗尾还狗尾            
(3星)	 没有台湾版的深入人心，但还算是清新。            
(1星)	 我承认我看不下去了  - -            
(4星)	 还不错，清新的风格，看韩剧喜欢顺眼的男女主角，更喜欢时尚的展示！            
(NA)	 不如台版            
(NA)	 爱一个人可以连自尊心都不要。            
(3星)	 完全不知道编剧在想什么，到最后就是完全抄袭台湾版，白白糟蹋了贤重啊            
(NA)	   真不咋地！！！！            
(5星)	 我好喜欢植树的妈妈和他弟弟。。。            
(NA)	 其实有一点不太懂，有一点的稍稍混乱。为什么心动了之后还能再继续冷漠。冷漠了后再次融化，又是冷漠。这也是爱情的其中一种味道吗。            
(3星)	 这个挺一般的，不过还是看完了            
(4星)	  看这部剧很大程度因为 金贤重。 虽然收视一直不好，可还是觉得很满足。 严重的少女情节~~            
(5星)	 虽然这部电视剧有好多美中不足的地方，而且故事都已经可以背出来甘济了，但系都好好多亮点，那就是金贤重啦……力荐系因为你只要一看就会疯狂地爱上他            
(4星)	 说实话，刚开始，没报多大希望，因为有台版的在前。偶然看了一点，真的蛮不错的，虽然是类似情节，但是金贤重眼的确实不错，虽是天才但没那么多的傲气，呵呵！又小小的花痴了一下            
(3星)	 白胜祖奇怪的爱情观，但是很温暖            
(5星)	 起初完全是靠着贤重看下来的，但是渐渐地发现剧情开始抓人 大家都在说着什么没演技啦 太傻啦 剧情怎么这样之类的评论 但是我还是在男主逐渐明了的感情和女主执着的中获得了感动             
(3星)	 男主这个角色太自私了，也就女主能忍受他的性格，真是越看越来气，女主这样的虽然笨了点但是大把的人都适合她，像男主这样的也就女主适合他，他就应该像捡到宝一样偷着乐去，还不知迁就女主，要结婚了戒指，婚纱，照相一律不服从，老大不乐意似的，要不是他妈妈逼婚，这辈子也结不了婚，一辈子单身去吧            
(3星)	 完全是冲着金贤重去的，也是靠他力撑才看完的            
(4星)	 金贤重真是太帅了，女主角真的很像尹恩惠，但是没有尹恩惠漂亮，就是很可爱，看起来很温暖。            
(5星)	 好爱金贤重哦···            
(5星)	 韩国版的感情戏没有台湾版拍的细腻。            
(4星)	 嘿嘿~            
(4星)	 哈哈~恶作剧之吻系列全部完成！~耶            
(3星)	 wordless。。为室友的喜欢+1颗星            
(3星)	 真是不想承认我看了3集...            
(1星)	 看不下去了，毫无感人之处，拍得超级平淡！            
(2星)	 拍了一坨屎，白瞎了金贤重！            
(3星)	 虽然说后期渐入佳境……但仍然改编得不行啊不行~            
(4星)	 我一点都不喜欢袁湘琴。。但还比较喜欢吴哈尼。。            
(3星)	 金贤重超帅，就是没表情演技一般；女主都还不错。不如台版。。            
(3星)	 喜欢这版比台湾那版更多，虽然男主一样装酷，女主一样装可爱，但觉得韩版的拍的比较唯美一点，kiss戏也比较好看            
(NA)	 冲着金贤重去看的，好的剧本但是拍出来的效果小失望。。。。。女主角衣服和饰品搭配可以学习下            
(3星)	 看美男的单纯想法            
(4星)	 我刚开始纯粹是来找雷的。。。后来发现还蛮好看的，不输台版呀=。=            
(3星)	 超爱金贤重            
(2星)	 那个猪女怎么不去死？！            
(5星)	 为了贤重 死也打满分!!!            
(3星)	 不如台版好看，压缩了很多剧情~            
(3星)	 还是觉得台湾版好看，终于原著，描写的也更细腻些            
(2星)	 米错。。囧人也阻挡不住我对这剧的不满。真不想承认我只一直忍着看了15集。。才弃剧。。。。。。。。            
(5星)	 对各位主角的个性完全没有体抗力            
(3星)	 看了很多恶作剧之吻，很讨厌这样的男主角的人物设定。            
(5星)	 要做“诺亚的小蜗牛”，凡是坚持的事情都会做得好！加油！！            
(4星)	 江直树啊 请快快出现！            
(4星)	  好有感觉啊，衣服也好漂亮~            
(3星)	 陪室友看了一半，刚开始觉得女主好丑啊。。。继续韩剧无爱。。            
(NA)	 小贤太帅            
(3星)	 女主属于耐看型            
(4星)	 貌似金贤重比在花样男子里稍微会演戏了            
(NA)	 评分这么低？？？            
(3星)	 就是觉得 金贤重笑起来 太迷人了 = =             
(4星)	 台版，韩版都看过了，都会有一点点小白，但是更喜欢韩版的。但也很喜欢台版的江直树。看这部电视剧就超级怀念中学时代的，好想回去念中学哦。。。            
(5星)	 还不错 和台湾的版本比有与众不同的感觉            
(3星)	 女主丑的有级别，糟蹋了            
(1星)	 女主丑的惨绝人寰。剧情很差劲，改的太失败。            
(3星)	 比不上台版的...只是人物衣服好看...还是喜欢现实中的小新郎            
(NA)	 还是更喜欢台湾拍的，but韩剧的yy都非常nice            
(4星)	 挺给力的~不知道为毛收视率那么低            
(2星)	 看了一集不到就受不鸟了。。。这个女主能不这么让人泄气不 。。。湘琴虽然不是超级美女，但也不至于长成这样啊！            
(3星)	 我觉得比台湾版的好看。。起码女的不是智障= =·            
(2星)	 太白痴了怎么还有这么多人看呢实在是想不懂啊想不懂啊！            
(3星)	 女主。。。实在不是我的菜。男主看起来比台版的更加有爱。            
(3星)	 完全冲着金贤重去的~ 这小孩 怎么能长的这么好看呢~ 不过 演技 还需要提高哈！！！            
(5星)	 很喜欢金贤重，从他演的花样男子之后就一直关注他了。开始觉得他并不适合演这个角色，但是呢，看着看着就适应了。我们贤重还是那么滴帅。。哈哈～～～网络版的也很好。可惜太少了。才7集～～贤重啥时候还能出新片哦～～期待。。            
(3星)	 贤重，为了你，再难看我也看下去。            
(5星)	 女主角sucks不解释。。。            
(2星)	 快进看完的，女一实在是让人提不起看的兴趣，然后男一太完美了，又实在是在现实生活中找不到的，总之。。。。。。不好看！~            
(5星)	 演技自然，画面唯美            
(2星)	 还是台版的经典            
(3星)	 两只网络版的超可爱            
(5星)	 很喜欢，很喜欢。            
(4星)	 相比于台版，这版更加偶像。金贤重很帅，可是觉得酷酷的角色不太适合他这种花美男，女主角真的是打眼看超级失望的那种，看久了也就还好了            
(4星)	 姐就喜欢看小年轻爱来爱去，作来作去            
(4星)	 很搞笑，喜欢男主            
(NA)	 平心而论.韩剧的比较好看,因为台剧的湘琴后来让我有抓狂的感觉.            
(NA)	 女猪没有其他版本演的傻……我还是喜欢日版            
(4星)	 其实不管哪个版本，大家总是被直树吸引，但最后总是被相原琴子感动            
(NA)	 喜欢的很呢、呵呵            
(3星)	 其實不論是誰演 我愛的是江直樹 金賢重也有自己的特點吧女豬腳開始很接受不了 後來慢慢接受了覺得還可以的。            
(5星)	 看这部剧爱上金贤重！            
(5星)	 就是超级喜欢看，无任何原因            
(5星)	 为了金贤重看的            
(NA)	 哎哎哎。。怎么说呢。            
(3星)	 小综的演技不行，金贤重比他还不行！女主保持了韩剧一贯的风格，但是好看不起来......能评到三星纯粹为这个脚本，棒子完全无功。            
(4星)	 情节是老套的，但帅哥是新鲜的，蛮好的啊，可以愉快的消磨时间。            
(2星)	 第一集就看不下去了····除了金贤重帅点还有啥·····            
(5星)	 我的哥啊            
(NA)	 金贤重~~~            
(5星)	 白胜祖太帅了！            
(4星)	 剧情早已烂记于心 就是为了看贤重的···            
(4星)	 我承认我是冲着贤重看的,很甜蜜很可爱            
(NA)	 女猪男猪都不好看!!!!!            
(3星)	 还是湾湾的好看            
(3星)	  金贤重 真是帅的一塌糊涂。。。。美男计啊美男计            
(4星)	 金賢重是王道`~~            
(2星)	 就差日本的了！            
(5星)	 白胜祖吴哈妮的爱情，从挣扎到融化，是爱情的模本，因为不完美而变成另一种完满。            
(NA)	 灰常的喜欢~            
(4星)	 看了挺搞笑的            
(4星)	 虽然有台版的先入为主，但是这韩版的拍的也不错，只是与《宫》的相似程度太高了一些，不仅造型和服装几乎相同，连女主角的老爸都是一个演员演的，太搞了！            
(1星)	 粉厚到我以为是面具            
(5星)	 可爱的电视。            
(3星)	 觉得结局很棒，不像台版的婚前觉得直树很冷血婚后变禽兽的感觉。这次看，不知道是不是离上一版时间久远的关系，觉得说，让人真正羡慕的应该是那个家。不管怎样，每个你心中应该都住着一个入江直树，但是你是不是那个相原琴子就不得而知了~            
(2星)	 我是有多无聊才看这个            
(5星)	 有贤重的 都得看！            
(1星)	 我是来给恶评的            
(4星)	 吴荷妮越看越可爱！胜祖帅呆了！哇哈哈！            
(4星)	 推荐网络版！！太甜蜜了太幸福了…每一集只有10分钟，却弥漫着满满的暖暖的甜甜的味道，让人忍不住想微笑…哈尼小白太有爱了太有爱了…（是大半夜就适合打了鸡血花痴么…… 哈哈）            
(3星)	 其实郑素敏还挺可爱的，虽然剧情设计没有台版的好，但是唯美的画面和最后三集的幸福感充分展现的韩剧的传统。            
(3星)	 绝对不能和台版比            
(2星)	   完全无发法超越台版、            
(NA)	 一般            
(4星)	 内容为王啊，一部漫画可以被拍这么多遍            
(5星)	 没有了原版的啰嗦，比较简洁整个剧本拉的比较快，男主角也不再是不食人间烟火，女主角也不是傻得太囧。对于傻得囧的我真的很想PIA人- -、整部都很不错，虽然一开始女主看上去真的不漂亮啊不漂亮。            
(4星)	 虽然柏原崇版和小综版的恶吻都给我留下了深刻的印象，但是看这部片子还是会不自觉地跟着情节走，如果说这部片子的亮点在哪？应该就是对细节的把握和主人公间心灵眼神的交流，不用琼瑶式的言辞也不需腻味的爱情，只是一句简短的话，一个忍俊不住的淡淡的笑容，也会让观众的心跟着男女主人公跌宕起伏……            
(3星)	 女主长得真不乍的。。贤重DD演得不够霸气，不够酷，长相和身材还是很养眼滴。            
(5星)	 只看帅哥 其他都是浮云            
(4星)	 一个坚韧乐观的孩子找到了幸福~~虽然有点不现实，还是挺梦幻的！            
(5星)	 好看啊，，，从此迷上金贤重了。。。重毒了。。。都这把年纪了。。哎。。。            
(3星)	 纯粹冲着“恶吻”的故事去的，感觉一般，但新演员嘛，鼓励为主。            
(3星)	 好吧，我承认看完小综的之后就没有喜感了。韩剧是炮制浪漫的好手            
(3星)	 还是台湾的版的好看点```            
(3星)	 处处有台版的影子            
(NA)	 女猪太丑了。。。弃。。。            
(2星)	 我只能讲，我失望了            
(5星)	 纯属情节            
(5星)	 女主角跟尹恩惠的感觉好像！无论是外形还是说话还是神态！            
(4星)	 白胜祖！            
(4星)	 成人版童话电视            
(3星)	 如果没有金贤重 我实在不想看，，            
(3星)	 凑合看看，改编得厉害，入江被改的有人情味多了            
(4星)	 觉得比台湾版的好看            
(3星)	 挺没劲的 还是台版的好看 但是喜欢金贤重~哈哈~            
(4星)	 编剧真的很厉害，白胜祖的这条感情线变化很清晰，不像台版的江直树从不喜欢到喜欢湘琴很突兀。韩版吴哈妮虽然正面不好看，但是很多角度让我感觉很像结婚前的贾静雯！男二的感情线也理得非常清晰，不像台版的只有恶搞成份！            
(3星)	 一颗星星给帅脸            
(3星)	 女主角演技表情等很多方面表现太学尹恩惠了，得有点创新有自己的特色才行啊。            
(4星)	 贤重GG&amp;mini cooper            
(3星)	 我真没想看棒子剧 T-T。。。            
(4星)	 好像已经远离这个时代了。。。。。。            
(5星)	 很好看的一部韩剧~~支持贤~~            
(3星)	 姐自豪的说，日版，台版，韩版的入江直树都检阅过。。。。。。。。            
(2星)	 离台版差远了            
(4星)	 ^_^Mr.奉也会有人喜欢的。            
(NA)	 好看！！！金贤重帅呆了！！！            
(5星)	 一个晚上搞定、 太美好、            
(2星)	 比不过日版亦比不过台版，看了第一集和最后一集，妈逼浪费时间，女主角眼皮太厚了。            
(3星)	 先入为主了，还是喜欢小综台湾版的恶剧而且剧情没什么特别，所以没有看完            
(4星)	 觉得没有台湾版的好看，就是喜欢那主角。是台湾版一二部的结合            
(3星)	 我主要冲小贤去的，呵呵，还行，喜欢恶吻的可以去看看。            
(4星)	 就是喜欢这个故事。            
(NA)	 喜欢小唯美的部分。            
(3星)	 女主角太丑。。。            
(3星)	 为了贤重去看的，其实没有台湾的感觉好            
(NA)	 男主角实在是太那个了！酷的有点过头了吧！不过结局很棒~            
(3星)	 这部剧的编剧绝对NC，要不是看过台版，根本跟不上韩版的进度。            
(3星)	 我突然想起汪东城的阿金,他Blabla对湘琴说着他的童年他对她长长的爱,得到一句&#34;什么&#34;作为回复.看完初夏荷花我就知道以后我的尝试注定在萧索里完结.不论是入江直树还是金贤重都会成为那个死在时光里的完美少年.而阿金才是抵达幻象的人,至少他是暖的.            
(2星)	 = =  感想是：我居然看完了！！！            
(4星)	 哈妮啊…你怎么那么傻哈哈            
(5星)	 贤重太帅   :(            
(3星)	 完全是给金贤重同学面子...我讨厌韩剧编剧们乱改剧本            
(5星)	 任多少人说这剧脑残 我看下来还是相信自己的感觉 好看 有笑点 有感动 女主是耐看型的 鉴定完毕            
(2星)	 演技哎···················            
(4星)	 一颗加给金贤重和衣服男2有点像瑛太            
(4星)	 喜欢贤重！~            
(NA)	 我还就是看完了 要怎样啊!!!!!!!!            
(3星)	 其实片子真的一般 但是我迷上了金贤重            
(4星)	 轻松愉快啊~金贤重很帅啊~女主角很顺眼啊~            
(2星)	 这部剧我根本更不下去，绝对没有台湾拍的好...女主角我不太喜欢哎..为什么是她啊？？还有男主的确帅的，可是他真的不适合演直树，我很失望！            
(5星)	 好可爱~            
(4星)	 不管风评如何，我依然认为此韩版恶吻是最最温情的版本了。。。            
(4星)	 笑死我了~！！！            
(4星)	 嗯····賢重果然是所有女人的夢幻型···            
(4星)	 同期的韩剧中，九尾狐被热捧，而恶作剧被狠踩，貌似很不正常，因为觉得九尾狐其实除了设计的背景比较吸引外，都是老生常谈，成均馆的绯闻也有虎头蛇尾的感觉。            
(3星)	 虽然喜欢贤重，但是演技不行啊。。。            
(4星)	 比起台湾版委实好很多,人物也美型不少,再加上故事本身比较经典,作为消遣来说还是不错的选择...            
(4星)	 只是感觉吧，后面剧情是不是有点快了？……            
(4星)	 还是最爱我的入江植树            
(2星)	 女主实在接受无能。。结尾真仓促。。。            
(3星)	 虽然胜祖无法超越智厚前辈在我心中的地位，但是仍旧对小重同学表示青睐。of course我会适可而止- -我不要活在幻想里&gt;&lt;最后还是很甜蜜啊，亲，晚上我也要- -            
(4星)	 只是因为金贤重~~            
(4星)	 不虐，看着舒服~            
(5星)	 就是女主角不喜欢，唉，长的太悲哀了            
(3星)	 结局太仓促，头重脚轻！            
(NA)	 尹佳钰尹佳钰尹佳钰尹佳钰尹佳钰            
(3星)	 女主角是个大头鬼，，，真郁闷失误，，三分纯粹是给金贤重的            
(5星)	 金贤重的努力是有目共睹的，而且他也确实演出了自己的想法，只可惜，女主角长的不是很好看            
(5星)	 特别的好看！非常喜欢……金贤重太帅了~            
(4星)	 表示下姐还有那颗纯真的心~~            
(NA)	 超级好看，超级有爱，超级粉红~~            
(2星)	 你让我怎么说            
(3星)	 还是小孩的时候看的            
(3星)	 3颗星是给剧情的！演员的表演....唉，男主角演技生涩，女主角外形难看。            
(5星)	 贤重。            
(4星)	 让GOD也给我个直树呗……            
(3星)	 呃~环境比其他两部好·但是总体感觉没其他两部的好~            
(3星)	 哦            
(4星)	 对各种版本都无抵抗力。。。再恶俗我也欢喜            
(3星)	 kao  除了金贤重，其他的全是败笔            
(NA)	 刚刚看完 还是喜欢后来的温情贤重！！！            
(4星)	 我还是一直很印象派啊！不过男主角怎么帅的这么惨绝人寰的？            
(4星)	 对这样的男人真是没有抵抗力。            
(4星)	 可能是看过台湾版的，所以觉得只是还好~但是贤重还是很帅的~~~            
(NA)	 当全世界都serious时，看部偶像剧是明智之举            
(3星)	 估计是台湾版看多了，习惯问题。            
(NA)	 喜欢唯美的画面 和可爱的2个主角            
(4星)	 还是很怀念那段天天看漫画度日的大学时代～            
(3星)	 倒是挺细腻的，不过总少些什么.一般吧.再回头去看台版的，觉得两者综合一下就好了，韩剧的女主角给人感觉挺有自尊的，台版的有点倒贴了，呵呵.            
(3星)	 剧情还是老一套。可是帅哥换了一个。            
(1星)	 韩版的恶作剧故事情节混乱，感情描绘不细致，客观的说，女主角的表情表演太over了，动不动一副苦瓜脸，一点都不可爱。男2也很流里流气，看着也很奇怪。导演和编剧好像没有很好的理解恶作剧的内在就开始拍摄，加入很多原著没有的情节，却没有很好的描绘出心理活动，男主角虽然帅，但是演技不纯熟            
(4星)	 只是觉得暖暖的，我想这就足够了。            
(NA)	 我想说看贴吧里的分析的更加兴奋，，嘎嘎            
(2星)	 男孩子不错，但是天知道为什么情节会慢死个人！慢死个人！慢死个人！            
(1星)	 随便看了两集= =还真是活生生地把我心目中的江先生和江太太毁掉了，脑残聚集地啊！            
(4星)	 话说金贤重还真的挺好看的= =。            
(5星)	 演的不是很满意  只是单纯的喜欢这个故事            
(NA)	 还是喜欢小综的.有种感觉是唯一的,代替不了.            
(2星)	 差的远了，没有一个吻让人心动的。            
(3星)	 还没有台版的好看,男配角实在是~~金贤重的演技实在是不敢恭维啊            
(2星)	 看大家的评论很快乐 ps 贤重也还好啊            
(4星)	 金贤重真是挡不牢的帅，又很可爱，阳光，美男一枚。            
(5星)	 开学两月 没干别的了            
(5星)	 养眼……轻松            
(2星)	 只是觉得那个敏儿挺可爱的···            
(5星)	 虽然和台版的剧情实在太雷同，但还是喜欢            
(3星)	 还行吧,冲着男主角看的            
(3星)	 金贤重很帅~编剧很无力~            
(3星)	 女主日版垫底韩版次之，纯粹看金贤重            
(5星)	 看过各种版本的,这部还不错.            
(3星)	 为毛男女主我都不爱 还能看完呢~            
(2星)	 没有台湾的好看……剧情太烂了……编剧怎么回事啊，演员的演技也有一点问题，阿金演的太夸张了吧……            
(3星)	 有些莫名其妙啦~~~不过看在帅哥的份上~勉强吧~ＰＳ：还是台湾版什么的比较有看头～            
(1星)	 真的很垃圾。。            
(5星)	 贤重~~无条件支持~~            
(3星)	 冲着金贤重去的，不过女主角看多了也还不错吧。。。            
(4星)	 我觉得还不错             
(5星)	 哈哈，帅哥是必须顶的。。。额，看完后有种失落感，好像要和他们永远说再见的感觉。。。            
(3星)	 还是台湾版的好看些，韩版的节奏太快了            
(3星)	 没弃~看完了            
(2星)	 可能因为收视问题…电视台想尽快结束…因此整个剪辑很混乱…小新郎演的痕迹太重了…果真…恶吻还是台湾的两只最合我心意…            
(3星)	 没感情了            
(4星)	 唉，收视率很惨淡没能重塑经典...            
(5星)	 各种不好的评价看多了，可是，也许是剧情的本身，非常非常钟爱这部剧，不论是台版还是现在的韩版。虽说韩版的剧情不是那么饱满，而且最后的收尾似乎太快了，到了在看16大结局的时候，我还没有意识到这集就是结局了。只能说，这样的生活就是我喜欢的。            
(3星)	 还是和黄浦吧            
(NA)	 呵呵，不知道为什么竟看了，而且爱上了，男主女主都很爱            
