http://movie.douban.com/subject/1417946/	成长的烦恼 第一季 Growing Pains
(NA)	 小时候经常看            
(5星)	 记得那个披萨是papa johns            
(NA)	 我当时又很喜欢了！            
(5星)	 永远难忘！永远难忘！            
(5星)	 家教必备            
(NA)	 最早的美剧            
(5星)	 儿时的美丽回忆，刚脱离动画片阶段的最爱。            
(5星)	 在这样的家庭里成长，是孩子的梦想            
(5星)	 看到了曾经的嫩正太，现在的萌大叔。莱昂纳多和布拉德。            
(NA)	 经典的生活剧，搞笑而真实。            
(4星)	 麦克麦克～            
(5星)	 没有你的童年不能想象啊            
(5星)	 这部太有童年了            
(5星)	 童年的最爱            
(5星)	 Mike当年就是小小的我心里那个白马王子啊！喜欢这样温馨的一家人，喜欢他们家的大房子。            
(5星)	 小时候的回忆啊！想当年超喜欢迈克的！            
(5星)	 巨神            
(NA)	 哈哈，挺逗的            
(NA)	 爱            
(5星)	 zan            
(5星)	 属于儿时的无可代替的标记            
(5星)	 经典中的经典~            
(5星)	 当年大爱。            
(5星)	 美剧经典            
(5星)	 童年的回忆            
(5星)	 小的时候看了好几遍的片子，那个时候没有网络，在假期的时候电视台重放，就守在电视边上看，超级爱看。            
(4星)	 我看过的很长集数的美剧 但很能带给我们欢乐            
(NA)	 成长的烦恼。            
(5星)	 大爱，看了N遍。希望有那样一个完美的家庭。            
(5星)	 美好的童年回忆            
(5星)	 小时候的经典            
(3星)	 我怎么就笑不出来呢！？            
(4星)	 一个暑假.下午的时光            
(5星)	 彼时的幸福时光            
(4星)	 有点搞笑            
(5星)	 没啥好说的。。。经典就是经典。。。            
(5星)	 莱昂纳多~~            
(5星)	 我们都有成长的烦恼，而我们都在成长的烦恼的陪伴下成长长大···            
(4星)	 那时我还是小盆友~~~~            
(5星)	 看这剧经常发呲的笑...            
(5星)	 满满的全是回忆啊。哈哈哈            
(NA)	 那时候我还很年轻，很年轻啊~            
(5星)	 百看不厌 从这部片也学会了很多道理 长大之后也常常想起            
(5星)	 童年的記憶了~            
(5星)	 关于童年，关于成长，关于家庭。小时候教育电视台的经典剧啊！主题曲一出来就怀念到不行了……            
(4星)	 小时候的回忆啊            
(5星)	 美好的童年回忆！O(∩_∩)O~            
(5星)	 超爱~            
(5星)	 小时候天天扒翻着电视找这个看！一看见就特别激动！我和妈妈都喜欢看！一直一直一直！            
(5星)	 很经典 很有代表性            
(NA)	 小时候看的，经典            
(5星)	 美国式的家庭，世界共同的成长            
(NA)	 我的JAKE            
(5星)	 经典中的经典，陪伴小时候            
(4星)	 太可爱了。            
(5星)	 可以看到小时候的莱昂呵            
(5星)	 童年最美好的回忆 百看不厌            
(NA)	 很回忆...            
(NA)	 永远的经典            
(NA)	 情景剧鼻祖了吧算            
(NA)	 看了又看            
(4星)	 第一部美剧            
(5星)	 Mike 笑起来真可爱 O(∩_∩)O~            
(5星)	 陪我长大的呀！！我的第一部美剧！！            
(5星)	 小时候和妈妈每集都看！！！特别逗！那个最小的小孩儿太乖了~他们后来生第四个没有啊我都忘了就记得他们为了给新小孩儿准备房间抢房间来着~            
(NA)	 妈妈级别美剧            
(5星)	 经典中的经典            
(5星)	 他们的童年，也是我的童年。            
(NA)	 波纳，最搞笑的就是他。            
(NA)	 回忆。。。            
(5星)	 超级无敌大经典，从小看到大            
(5星)	 记得以前是教育电视台一直在放。一晃十几年都过去了。脑海中还是历历在目看过后来的电影版。成长路上永远的记忆。            
(4星)	 S1完            
(5星)	 第一部完整看完的美剧，小学时看的，很多年过去了，依然想再看一遍，经典！给以后的baby留着也不错~            
(5星)	 经典就是经典            
(5星)	 每年暑假必看 坚持了很多年呢~            
(NA)	 我的回忆呀            
(5星)	 初中时候唱过主题曲。总觉得他们就应该是一个标准家庭。            
(3星)	 假期的消磨            
(5星)	 小时候可以看            
(5星)	 喜欢里面的每一个角色，搞笑而又不失可爱。也是看很多遍了。            
(NA)	 这个谁说不是金典我和谁急！111            
(5星)	 每当我想起这部影片，嘴角不自觉就会上扬~            
(NA)	 哈哈哈            
(5星)	 从小就希望真的生活在那种家庭，现在希望能让我的小孩也活得这么快乐!            
(5星)	 谁没看过！？！？            
(NA)	 说是放烂了，但我挺喜欢的，家庭那种和谐氛围。            
(5星)	 不得不爱，童年的珍贵记忆，虽然过去了很久但偶尔回头看看却仍抑制不住那感动，感动过往的年华，感动于青葱的岁月。。Mike你现在还好么？还是那么调皮可爱么？            
(4星)	 现在还记得当时高中英文老师让我们听写这部剧的歌词。            
(5星)	 回忆多过好看            
(NA)	 经典了。            
(3星)	 现在才发现= =            
(NA)	          我会永远重复的看Growing Pains  你让我记忆深刻            
(NA)	 好看            
(5星)	 我也想活在里面！！！            
(5星)	 美好的回忆啊            
(5星)	 小学初中吃饭时常看，也是一天唯一和父母一起的时间。            
(5星)	 伴我成长            
(4星)	 老妈推荐的=_,=            
(5星)	 经典            
(4星)	 儿时的回忆~            
(NA)	 我的天啊，伴随我的成长啊            
(5星)	 不多的配音更顺耳的片子            
(5星)	 成长的记忆            
(5星)	 Mike!            
(5星)	 这部片子有人没看过么。。            
(4星)	 很好            
(NA)	 看着它长大。            
(5星)	 童年的美好回忆～～            
(5星)	 好美剧~            
(5星)	 对我来说这是励志片            
(NA)	 学了太多东西            
(5星)	 伴随成长的            
(5星)	 最爱Mike啦~~            
(5星)	 不知道怎么评论，只是想再看一遍 再说一遍as long as we got eachother             
(5星)	 很精典~            
(4星)	 经典，不多说了，感觉很多都在模仿他们            
(NA)	 儿时的回忆            
(5星)	 永不过时            
(5星)	 经典的美剧            
(5星)	 唯一看完整的美剧。。            
(NA)	 模范家庭~希望我以后的家庭也能成这样            
(5星)	 神作！            
(5星)	 看的第一部美剧，从小学开始一直放到中学，每年暑假都播永恒的经典            
(NA)	 呵呵 儿时的回忆            
(NA)	 = =麦克不在了。。。。            
(5星)	 看着这剧长大的            
(4星)	 还是小时候看过一点呢            
(5星)	 小时候的记忆~            
(5星)	 从小一直陪伴着的一部美剧！            
(5星)	 !!!!!!!            
(5星)	 儿时美好的记忆            
(5星)	 our families            
(NA)	 永远的成长记忆            
(5星)	 地球人都知道的经典。记得有一集小时候爸妈还不让我看，╭(╯^╰)╮            
(5星)	 一起分享 爱与微笑            
(5星)	 老笑话了            
(4星)	 Mike！            
(NA)	 这个怎能没看过            
(NA)	 小时候的回忆都是他了 从小就在看 很经典的一部家庭情景喜剧 家里的最小的小孩不记得他叫什么了但是一直觉得他好可爱啊 很搞笑            
(4星)	 还不错，有点过时，但是很生活            
(5星)	 不解释 80回忆            
(5星)	 小时候看中文的，懂英文了以后看了英文的哈哈            
(5星)	 我也烦恼啊            
(5星)	 看过第一季 其它的找不到清晰的片源了 每一集我都看的很感动 哈哈             
(5星)	 经典！            
(5星)	 童年的记忆            
(5星)	 “杰克，凯罗，本，我们出门咯”“嗷，不，爸爸”            
(5星)	 陪我长大，让我能不看friends的电视剧            
(5星)	 when i was very very young~~第一部美剧？            
(5星)	 大爱~~我就喜欢不用动脑子还很有爱还很好玩的片子~~            
(5星)	 喜欢            
(5星)	 怀念啊            
(5星)	 莱昂纳多还客串了来。            
(5星)	 迈克是我爱的type啊~~喜欢到胃抽筋！            
(5星)	 虽然现在剧情差不多都忘了，但看到照片还是很亲切            
(5星)	 儿时的回忆...最爱的情景剧...            
(5星)	 麦克TAT            
(5星)	 永远美好的记忆            
(5星)	 家庭情景剧教科书般的经典，第一次了解美国家庭，美国的家庭伦理，以及孩子与大人平等，如朋友般的亲密无间。不要让我轻易再看第二遍，因为我怕看完的那刻。。。            
(5星)	 这是我小学的friends。嗯。我到现在为止还会唱主题曲哟。超迷恋Mike～            
(4星)	 一点点的都长大了...            
(5星)	 真的是伴随成长的一部电视剧，不仅是我，也伴随了大我八岁的表哥的成长，太多小时候的画面了            
(5星)	 真的好极了。感人至深，受益匪浅——第一次看它是几岁？应该不超过14岁！            
(5星)	 最喜欢ben            
(5星)	 小时候看的，很怀念            
(NA)	 新的更有意思啊            
(NA)	 想当年啊            
(NA)	 有一段时间，我的手机铃声是主题片头曲，那时候看到雷奥纳多甭提多激动了            
(5星)	 micheal silver！            
(5星)	 经典            
(4星)	 启蒙片啊~            
(5星)	 依旧陪我走过明天吧            
(5星)	 成长的烦恼            
(NA)	 太经典，对成长和父母心态的把握实在----            
(5星)	 太经典了。。            
(4星)	 喜欢Ben。            
(5星)	 看了不下十遍            
(5星)	 我喜欢本杰米希弗。。。            
(5星)	 儿时美好回忆，那些山寨版在他的面前都是不值一晒的            
(5星)	 可以说是看着这个长大的说，可是这个片子也是后面不给了力，不喜欢自从那个小妹妹出来后的剧情，可是属于童年的回忆永远都是最棒的            
(4星)	 我觉得新的比较好看            
(5星)	 那时候的童年 Ben最可爱了~            
(NA)	 陪伴我成长的一部经典美剧，，，好玩好看！            
(NA)	 我们童年的回忆，变形金刚，黑猫警长，成长的烦恼。            
(5星)	 伴随我长大            
(5星)	 成长的回忆啊！            
(5星)	 儿时的记忆什么的            
(5星)	 这是不愿意听原声爱听配音的一部剧~~            
(3星)	 小时候很喜欢看啊            
(5星)	 ………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………！            
(5星)	 儿时的最爱！            
(5星)	 小时候看的~~mike很帅啊~~呵呵            
(5星)	 人生中所看的第一部美剧            
(NA)	 美剧启蒙吧，很经典很喜欢。            
(5星)	 伴我成长的回忆。。。            
(5星)	 小时候看的。现在还在看。经久不衰的要死啊！            
(5星)	 伴随着自己的成长，领悟很多。。。            
(5星)	 看的第一部美国情景喜剧            
(4星)	 成长的记忆            
(5星)	 忘了，只记得好看            
(NA)	 在资源匮乏的年代，有些东西很容易成为一代人的集体回忆。比如这部成长的烦恼……            
(5星)	 我觉得这个应该10分            
(5星)	 美剧启蒙！            
(5星)	 陪过多少代人啊~~~            
(4星)	 看了几万遍也不会腻            
(5星)	 这一家人是我幼时回忆里不可磨灭的一部分            
(5星)	 伴随我成长的            
(5星)	 原来我那么小的时候就开始看美剧了啊，嘿嘿~~            
(5星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈            
(5星)	 语言幽默，还可以学英语。一举两得            
(5星)	 小时候看的第一部美剧             
(5星)	 小本很可爱            
(5星)	 引入国内，那些配音老师辛苦了。            
(5星)	 我小时候在电视上最爱看这个了！！！            
(4星)	 小时候非常喜欢，可惜很少碰到电视台播放，现在再有机会看不知道还喜不喜欢            
(5星)	 这部才是我看美剧的始祖            
(NA)	 一直都灰常喜欢！！            
(NA)	 最可爱的麦克            
(4星)	 听好的 虽然和friends差少少 但是这个比老友记出的早 算是不错AND中国能不能别老抄人家的东西 打出什么“中国版的……”的时候不觉得很丢脸吗            
(5星)	 老片才是經典            
(5星)	 只要我们还没和克隆人生活在一起，这部片子就一直有人看了罗。            
(5星)	 无关于剧情            
(5星)	 虽然 时间很久了 但是还是很好看的~            
(5星)	 我的童年哇~            
(4星)	 成长的烦恼也成了众多模仿的出处  最先看到的是漫画 然后又是别的神马电视剧            
(5星)	 童年            
(5星)	 看过的第一部美剧 也是影响最深的一部。            
(4星)	 哈哈            
(5星)	 以前有段时间看了这个就莫名开心~            
(5星)	 这个是从小看到大的～没有它，那些日子将变得多么单调～～～            
(5星)	 其实就是一个个小故事 不能一次看很多 偶尔翻出来品味一下 或许学得更多 如果一次看多了 会疲劳            
(5星)	 挺怀念的，以前看的时候谁会能想到卢克以后会这么的成功....            
(4星)	 小时候觉得挺好的，直到看了老友记。            
(5星)	 小时候看过，最喜欢的之一，后来重看时发现很多明星脸啊            
(5星)	 很小的时候看的了            
(5星)	 喜欢老版，小学时看的            
(NA)	 我也要个这样的大儿子！            
(5星)	 可不可以为了我的童年加一星            
(5星)	 一部温馨快乐的经典之作!            
(5星)	 很遗憾没看完            
(5星)	 这个。。。小时候看最给力了            
(5星)	 我的青春阿            
(NA)	 看着它长大滴            
(NA)	 经典的老美剧            
(5星)	 特别喜欢            
(NA)	 伴随着成长            
(5星)	 没有看完整的~~            
(NA)	 十分出色的家庭喜剧片 值得收藏            
(5星)	 哈哈 太乐了 每天看让自己快乐许多。            
(5星)	 后一百集不够好。            
(5星)	 永远的青春。。。。。。            
(5星)	 青春啊....................            
(5星)	 那可是儿时对美剧的第一印象。            
(5星)	 比较早接触到的美国室内剧，成长中的烦恼与快乐，很有意思，很多回忆            
(NA)	 倒过头来看，真看不下去了            
(5星)	 最近又重温了一遍            
(5星)	 永不过时的经典！            
(NA)	 也是早期看的 家庭情景喜剧。            
(5星)	 连这个都有，这就是我的童年。万能的豆瓣。最爱迈克干各种坏事。            
(5星)	 到现在都记得当初看完最后一集的感觉，什么离开了，许多舍不得。。。            
(4星)	 小时候 看过 嘿嘿             
(5星)	 童年回憶~ 應該算是最早看的一部美劇了吧~            
(NA)	 伴随一代人的成长            
(5星)	 =夏天=假期=幸福的回忆            
(5星)	 还想再看一遍啊            
(NA)	 很搞笑，也很有感慨            
(5星)	 very very love it，crazy about it，lost in it.            
(4星)	 貌似有部国产电视剧在模仿，其实国产的也不是不好，主要是建立在不同国家制度下的家庭里面的差别似乎有些更美好些…            
(5星)	 百看不厌啊~~~            
(NA)	 陪我度过寒假暑假的回忆~！            
(NA)	 它记录的是我对曾经  的向往            
(5星)	 9.4 说正经的，那时候没有烦恼，所以对这它的热情没别人高，现在烦恼了，就是为什么这么多年脑子还没发育好？            
(5星)	 这扩冷是我看的最早的一个美剧吧 不过当年是某电视台播的译制片儿 当时我还是个小妖儿 我只记得当时不懂事儿的我觉得这个搞笑一家人不辍 3年前还重新买了牒来怀旧 却没看下去 不过怀旧的感脚还是有的 记忆奏是记忆 你认定了他了 奏谁也拿不轴抹不去 我疯了。。。            
(5星)	 我爱            
(5星)	 其实只看过一部分，但是觉得非常好看，无论是以前还是现在，情景剧的经典            
(4星)	 永远的经典~            
(5星)	 经典中的经典            
(5星)	 比什么FRIENDS好多了！！大爱、、            
(5星)	 童年的必看片,笑死了, 上次看了电影版, 很怀念            
(4星)	 買了全套DVD居然= = 小時候常常花癡的感歎“麥克好帥”&gt;&lt;             
(5星)	 不多说。。。            
(5星)	 童年完美回忆。            
(5星)	 超爱            
(NA)	 怀念自己的童年。            
(5星)	 伴我成长            
(4星)	 童年的回忆            
(5星)	 从小看到大~            
(5星)	 很小时候看的 现在回味下 依然经典啊            
(5星)	 永远的最爱            
(5星)	 永远的记忆            
(NA)	 经典            
(NA)	 好玩！            
(5星)	 推荐年年重温            
(NA)	 经典啊 小时候一直看            
(5星)	 记忆中第一部情景喜剧，现在看依然很赞，经典~            
(5星)	 暑假里最喜欢的节目，还有一个机器娃娃            
(5星)	 经典中的经典！能不给5颗星吗？？！！            
(5星)	 经典家教片，百看不厌            
(4星)	 身为90后，没能赶上90年代初上海电视台的那股热潮，不过后来在其他电视台看过，印象很深。今天看了2006年主演重聚的访谈，20年，岁月沧桑了他们的容颜，不变的是那些眼神和话语以及积极乐观的生活态度。“究竟是我们雕刻了时光还是时光雕刻了我们？”可惜像这样真实温暖的情景喜剧越来越少了            
(5星)	 我好想从头到尾再看一遍。虽然不太现实。我没时间。。。。            
(5星)	 看似有点书呆子的聪明凯罗，耍酷爱耍宝的淘气迈克，可爱的小机灵鬼本，还有稳重又不失幽默的爸爸与美丽优雅的妈妈，伴随着那熟悉的旋律：show me that smile again ....一个典型的美国家庭就此诞生了。            
(5星)	 初二英语课的记忆啊T T每周都会看，现在忙了……不放了            
(5星)	 哈哈  他们一家太有爱了             
(5星)	 很小的时候看不懂~再大一点很喜爱~~            
(4星)	 很好            
(5星)	 小时候记忆的一部分。            
(5星)	 很怀念            
(NA)	 家里唯一一套美喜剧            
(NA)	 就看过几集~            
(5星)	 我的启蒙美剧~~~~恩恩。不用多说拉。那时和老妈一起看~~            
(5星)	 童年的记忆，长大之后再次观看，又是一番别样的感受。永恒的经典，不过很难找到英文版加中英字幕的，有些遗憾。            
(5星)	 小时候看过唯一一部外国电视剧   大爱~···            
(5星)	 对于如何教育子女有很强的借鉴意义            
(4星)	 成长真的很烦恼也，不过有这样的成长也不错哦            
(5星)	 Show me the smile again....上海台八频道每年暑假放一拨，从89年放到95年，本·杰里米长大了，我也长大了。            
(5星)	 配音也配的好。            
(5星)	 伴随我成长的片子            
(5星)	 没啥好说的~看过的人都会选择五星~            
(5星)	 必看            
(4星)	 第一部美剧？            
(5星)	 my favourite and I will love them forever            
(5星)	 陪伴我长大            
(5星)	 永恒的经典 深受影响            
(5星)	 童年最佳回忆            
(5星)	 需要什么评价吗..            
(5星)	 as long as we got each other            
(5星)	 绝对经典，童年的回忆            
(5星)	 超爱的~            
(5星)	 太多的童年回忆了            
(5星)	 最早接触的美剧，当时看了特别羡慕美国小孩和父母的交流方式。            
(5星)	 经典呀,中学时几乎年年看.            
(5星)	 无可取代            
(5星)	 童年的陪伴~            
(NA)	 想起当时和pum疯狂喜欢这个的年头...            
(5星)	 在我心目中地位之高！            
(4星)	 里面有莱昂纳多·~！巨可爱 萌死了            
(NA)	 童年最美好的美剧记忆~            
(5星)	 我看的第一部美剧啊            
(NA)	 经典，儿时的回忆            
(5星)	 怎么能忘记            
(NA)	 呵呵 有Baby 的人可以参考哦！            
(NA)	 小时候的日子！            
(NA)	 MI~~~KE            
(4星)	 经典！            
(4星)	 我发现文化差异的确重要            
(5星)	 全五星。这是我最喜欢的美剧。我先看的新成长的烦恼，后来才看的这部。但是我更喜欢这部。我幻想着也有这么一个家庭……尽管现实中的家庭也不错……呵呵……最喜欢爸爸和本……还有最向往的教育方式……还有，主题曲真是太棒了，歌词很感性！！！            
(5星)	 不可否认每个人的青春。            
(NA)	 童年的美好回忆～            
(5星)	 看了很多年的剧集喜欢里边每个人除了波那            
(5星)	 伴随着这部情景喜剧成长            
(5星)	 总是在不停重复看            
(5星)	 超级无敌经典么            
(5星)	 伴随我们一代人成长的记忆中的美好~            
(5星)	 小时候的美好回忆            
(5星)	 看着他长大的            
(NA)	 经典的怀念~~            
(3星)	 这个可有日子了...            
(5星)	 没啥说的，永远收藏            
(5星)	 小猴子的最爱            
(NA)	 哈哈~超级爱看的            
(5星)	 童年的回忆啊            
(NA)	 好怀念呀            
(5星)	 美好的回忆            
(5星)	 小时候看的国配。非常经典！            
(5星)	 其实，现代都已经不大记得剧情了，就记得那一声&#34;MIke”。。。            
(5星)	 永远是我最爱的美剧，每次电视台重播都不放过            
(5星)	 完美至极 每个孩子都要看的一部连续剧 每个大人都要重温的一部连续剧            
(5星)	 我爱他们家的每一个人            
(NA)	 说实话我喜欢里面的Ben            
(5星)	 超级好看。伴随我的成长的            
(5星)	 美剧的开山之作啊！            
(5星)	 啊...童年的回忆啊~            
(4星)	 据说里面的人物现在都长残了。不过当年最喜欢的还是娃们的老爹。            
(5星)	 喜欢到不行，熬了很多个夜来看            
(5星)	 成功裸看了一遍。            
(5星)	 本 一笑 太可爱了~            
(5星)	 他们的童年,我们的童年            
(5星)	 迈克，好好玩            
(5星)	 我年少时的美好回忆            
(5星)	 居然把这部经典漏了            
(NA)	 经典，电视上播一遍我看一遍，不厌烦            
(NA)	 可爱的一家——家有儿女！            
(5星)	 很好，现在看起来，仍然是很有意义的片子！            
(5星)	 adolescence            
(5星)	 不要说这是部老片子，中国家庭才刚刚跟进到美国当时生活状态，所以现在看也有很多感悟和共鸣            
(5星)	 小时候最喜欢看，常常在想我要也有兄弟姐妹该多好。            
(5星)	 可爱的一家            
(NA)	 那时候不知道在讲什么            
(4星)	 麦克就是bart!卡罗尔就是Lisa！            
(5星)	 超喜欢，重播一遍看一遍~            
(NA)	 永远记得。            
(5星)	 曾经最最向往的家庭模式。看的时候还是小学，每每都好希望这个家庭是真实存在的，好盼望能拥有这样的兄弟姐妹，儿时一个人实在很孤单……直到现在，每次看到他们，都会觉得是自己旧时相识。            
(NA)	 非常经典的片子，我买了一套收藏，百看不厌啊            
(5星)	 第一季很好，后面的就有些看不下去了            
(4星)	 小时候看过多遍，可谓笑料百出。            
(5星)	 儿时的最爱啊！            
(NA)	 80后的回忆            
(5星)	 高考的时候看的  很难忘 全靠它才能每天都开心放松的睡觉            
(5星)	 怀念那些日子            
(5星)	 这一家子好可爱~            
(5星)	 强荐！！！成长、家庭、人生，全都在一个个有趣的故事中透露            
(NA)	 挺喜欢的            
(5星)	 经典啊经典            
(5星)	 永远的经典，怀念当初偷偷看电视的高三夜晚。。            
(5星)	 记得小时候总是坐在小板凳上等着看。。            
(3星)	 伴随成长的记忆            
(5星)	 还用说啥            
(5星)	 从小看到大的美剧。那么喜欢你。            
(5星)	 永远的经典            
(4星)	 看到现在的bill。我内心一阵悲凉            
(5星)	 随时都能看            
(NA)	 多么的经典~            
(5星)	 童年美好的回忆            
(5星)	 电视上播过，看过几集，很搞笑，虽然片子看起来有些老，不过还是很好看，《家有儿女》应该翻拍这个吧。。。            
(5星)	 比家有儿女经典！！            
(5星)	  超爱，伴随我童年长大的一部电视剧。现在还能梦到麦克，本，卡罗。。            
(5星)	 小时候最喜欢的外国电视剧、没有看过英文原版的。以后有机会要再看一遍……            
(5星)	 从来没完整看过，加一下也无妨            
(5星)	 童年的记忆            
(5星)	 很好看。只是有些东西当年不懂。            
(5星)	 看的第一部喜剧            
(NA)	 看的第一部美剧。麦克一家绝对是经典的形象！可惜，经典不再            
(5星)	 看不腻。            
(5星)	 Growing Pains, unforgetable memory of growing.            
(5星)	 美剧启蒙~哈哈            
(5星)	 记得好久好久以前陪我度过了无数个午夜档……            
(5星)	 不错！            
(5星)	 童年啊童年            
(5星)	 接触的第一部美剧。            
(5星)	 我最喜欢的电视剧！！！            
(5星)	 不解释！            
(5星)	 我的美剧鼻祖            
(5星)	 百看不厌~~~~            
(NA)	 哈哈~~            
(5星)	 Kirk Cameron            
(5星)	 高三暑假天天追的美剧~~            
(5星)	 生平接触的第一部美剧。小学时的回忆。经典            
(5星)	 清楚的记得当年的小路克，如今的万人迷莱昂纳多            
(5星)	 我的最爱！！！我愿意反复反复再反复从童年看到老年！！！            
(4星)	 memoroble            
(5星)	 儿时的记忆。            
(5星)	 今天刚从室友那边拷了原版的过来好好回味一下。以前都是在电视上看的有中文配音的版本。            
(5星)	 爱爱爱            
(5星)	 听片头感觉很悲伤 因为再也回不来的童年            
(5星)	 经典            
(5星)	 童年的回忆~            
(5星)	 无可超越的家庭喜剧。            
(5星)	 不说什么了..这么有名的片子..有名的都无视了            
(5星)	 中国的家庭都应该看看，看看怎么教育孩子。            
(5星)	 没有重看一次的勇气 因为经典无法重复！            
(5星)	 小时候每个暑假都会看            
(5星)	 内牛满面            
(5星)	 美剧鼻祖吧..            
(5星)	 童年的经典记忆，不过我一直不知道，原来莱昂纳多在里面有角色~~            
(5星)	 看了无数遍，还会继续看无数遍的电视剧            
(5星)	 莱昂纳多～布拉德·皮特～马修·派瑞            
(5星)	 groaning pants...            
(5星)	 小时候看着长大的            
(5星)	 上小学的时候看的，非常喜欢            
(5星)	 还有啥好说的。。。。            
(5星)	 噶经典的片子  谁会没看过呢            
(5星)	 美剧启蒙            
(5星)	 伴随成长            
(NA)	 十年来一直没有减少过对它的喜爱            
(4星)	 小时候很喜欢，这果然是“美国梦”么。            
(5星)	 记得小时候最爱看了~~~            
(5星)	 陪我一起长大            
(5星)	 老少咸宜，必备良品！            
(NA)	 永远的杰森一家            
(5星)	 五星不解释啊~~            
(5星)	 小时候美好的回忆            
(4星)	 看这个的时候似乎我家的电视还是金星牌14寸的            
(5星)	 好难过啊啊啊啊啊~！！！ 我们的小帅哥怎么现在变成这个样子了！！！话说麦克小时候的配音给 新成长的烦恼里的可爱有趣的戈登配音 好有意思哦            
(5星)	 Just call back my memory on such a classical series.            
(5星)	 最经典的美剧了   也是最早看的一部美剧               
(5星)	 当年老喜欢ben的啊，可惜后来长残了~~            
(5星)	 心中永恒的经典。            
(5星)	 记得那时候追着看            
(5星)	 Mike很可爱...            
(5星)	 我记得我两三岁的时候吧，在我们家最早住的那个房子里，一台小小的彩电，放着《成长的烦恼》，那时候妈妈很年轻爸爸很帅，我很呆爱和妈妈玩飞行棋。阳光照进老式的窗户，很温暖。            
(5星)	 第一个美剧?            
(5星)	 5.12过后，治疗了内心的害怕……            
(5星)	 童年记忆 最爱的小雀斑            
(NA)	 经典            
(NA)	 4.5            
(4星)	 可爱的一家 小时候的温暖。            
(5星)	 啊。我的童年啊。            
(NA)	 生活就是这个样            
(5星)	 太经典了            
(4星)	 儿时记忆            
(5星)	 小的时候吃好晚饭和家里人一起看~一部很好很经典的片子~            
(4星)	 煩惱何止那麼少            
(4星)	 这里面竟然有Leonardo DiCaprio，太令我吃惊了，是哪个啊？            
(NA)	 童年的夏天            
(5星)	 超经典！            
(5星)	 回忆            
(5星)	 看的第一部美剧，当时没发现小李子跟不辣的皮特啊。。。            
(3星)	 我的第一部美剧。            
(5星)	 这是童年             
(5星)	 让人想起童年的电视剧，让人守在电视机前看一遍又一遍重播的电视剧            
(5星)	 太好看了，，            
(5星)	 内陆的碟子，没有原文版的，听的别扭            
(5星)	 启蒙教育啊~            
(5星)	 前两年看过，觉得挺好看的，现在还想重温呢！            
(5星)	 80年代美剧里最喜欢的一部            
(2星)	 小时候很多电视台在放，我就是看不进去。。            
(NA)	 哈哈，妈妈也喜欢看的，我喜欢Mike            
(5星)	 我喜欢 我喜欢 我就是喜欢            
(NA)	 公车上看过几集            
(4星)	 幸福家庭-比六人行好得多！            
(5星)	 可喜欢迈克了~            
(5星)	 不喜欢小孩长大后的部分            
(5星)	 那时候最打动我的美剧            
(4星)	 看过就看过了，没看过也就别看了。硬是要拾起别人的感动，反而会失望。这份心动，是属于某个年龄的人的            
(5星)	 中学的记忆，和父母看过无数遍的美剧            
(5星)	 那溫暖的童年和西弗一家。            
(5星)	 一直以来 这么多年以来 一直很喜欢的一部片子。            
(5星)	 小时候最爱看这部戏了，我的童年啊            
(NA)	 伴随我成长            
(5星)	 从小看到大            
(4星)	 小时候很喜欢看！            
(5星)	 大爱，童年回忆啊            
(5星)	 啊啊啊!!!            
(5星)	 绿叶频道每晚六点，连续看了一整年。后来知道它要停播后一度沮丧。            
(5星)	 准时教育3台~            
(5星)	 迈克的笑容，亲切又顽皮            
(5星)	 最美好的童年,最珍贵的记忆            
(5星)	 不可言喻的温情~  心底一直的最爱            
(5星)	 我们美好的童年记忆，虽然说没有全部看完，但是每次看都好开心好开心。一转眼，这都是20年前的事情了            
(5星)	 我家的莱昂纳多~            
(5星)	 最经典不过此            
(NA)	 真的很爱阿 尤其里面的 李奥纳多            
(5星)	 小时候唯一看的一外国电视剧            
(5星)	 best of the best            
(NA)	 儿时接触的电视，有我成长的痕迹            
(5星)	 我是多么无语地喜欢这部剧啊！            
(5星)	 史上最完美的情景喜剧            
(5星)	 小时候的记忆！~            
(3星)	 看过几集~~~现在忘记了~~~~            
(5星)	 国产神马的都是抄袭            
(NA)	 经典！            
(4星)	 陪伴我成长的电视剧            
(5星)	 经典。            
(5星)	 当年觉得麦克帅死了。            
(5星)	 很不错。            
(5星)	 喜欢他们一家。。。            
(4星)	 当年喜欢的一个。            
(NA)	 经典啊~~不过我看的不多~~            
(5星)	 哈哈哈            
(5星)	 无人不知无人不晓得美剧 让我们大开眼界 原来家人也可以这样的相处 原来男主内女主外也可以如此和谐 就算有个这样天天欺负你天天捣蛋的大哥也不是啥坏事情             
(5星)	 经典的老片            
(4星)	 不错            
(5星)	 怎么能不爱            
(5星)	 都看过额伐=.=            
(4星)	 感谢你陪我度过快乐童年，让我体会西方教育方式            
(5星)	 家有儿女?笑话            
(5星)	 经典，虽然没看全...            
(5星)	 ！！！从小学时就喜欢看，很有意思很幽默！以至于再看现在这些泡沫剧觉得都是垃圾            
(5星)	 前几年还有个《成长的烦恼》电影版，麦克长大后的样子惨不忍睹。呵呵。            
