http://movie.douban.com/subject/4317617/	妮基塔 Nikita
(5星)	 从电影到电视到新剧都热爱，我就爱漂亮性感能干的女间谍啊~~~            
(3星)	 凑活，剧情是硬伤，随便看看还好。            
(5星)	 大爱美剧啊。看得我惊心动魄的~            
(4星)	 看到14集，前面还好，越往后编剧的智商问题暴露的越多啊，吐槽点无处不在。            
(2星)	 剧情无新意，美式结构            
(4星)	 期待第二季。            
(5星)	 只能说好帅啊，MAGGIEQ            
(3星)	 每集都打一个boss...最后成为史密斯夫妇电视剧版~~~= =            
(3星)	 不喜欢maggie Q的气场，但这部剧还是值得一看的            
(5星)	 MQ~            
(5星)	 美女兵器情节样样有            
(4星)	 诶呦，就是挺爱maggie Q            
(5星)	 刚看完··期待第二季！很不错~            
(4星)	 我喜欢Maggie Q啊！！！            
(4星)	 不错~MaggieQ——打女哦~            
(NA)	 为亚洲光彩添了一笔，fighting            
(5星)	 原来又是Shane West~            
(4星)	 喜欢MaggieQ的表演，一直觉得她很努力很执著，很用心。另外Micheal也很Nice。            
(5星)	 养眼。            
(5星)	 嗷嗷嗷s2神马时候出呀？！！            
(5星)	 喜欢紧张气氛结构的童鞋可以看看，总觉得好的电视剧是一气呵成，引人入胜。另外最Maggie Q大有改观，谁说女人只能扮演情色间谍，女人可以很强势。但是总会遇到可以让她休息休息的男人。            
(NA)	 剧情很吸引人。。。但是感觉MaggieQ有时候的表演有点僵硬，结尾太不爽了。。。            
(3星)	 就这样吧……挺典型的美剧。剧情挺扯，不过还能看。            
(5星)	 很精彩！期待第二季~            
(3星)	 Tom你就这么死了？Alex你从来没有爱过Tom？            
(4星)	 MaggieQ有望成为下一个杨紫琼么？            
(3星)	 我觉得我无聊了。。。但是Maggie的气质还是值得认可的。            
(5星)	 (⊙o⊙)哦，清明两天就在看这个了！！太好看了哈哈哈哈！MN绝配啊，这小两口纠结了我半天，最终总算在一起啦！=3= 和喜欢BC一样喜欢他们！期待第二季！            
(3星)	 一开始觉得好奇 后来觉得有点假了            
(4星)	 最后几集长分了            
(5星)	 不错不错~~~            
(4星)	 等第二季。            
(4星)	 还不错，但是剧情不是太吸引人            
(4星)	 第一次看mQ的戏～很性感很有特色～  期待第二季吧            
(3星)	 屡试履爽，组织好松散……            
(5星)	 Maggie Q确实老了。division- -好吧。总是这样的黑暗啊亲            
(3星)	 后面的NIKITA有些变味了            
(4星)	 不要迷恋姐，姐让你流血……            
(3星)	 很喜欢间谍片的那种感觉，也很喜欢MQ，但原谅我22集的长度实在没有看完···            
(3星)	 MaggieQ大美人~~~未来会如何呢？期待第二季。            
(4星)	 在等2 啊            
(4星)	 剧情夸张，不过好在连贯，能抓人眼球！！            
(4星)	 女版越狱啊            
(3星)	 第一季结局就成这样，后面要怎么继续下去啊，不要烂尾啊~~            
(4星)	 为了让我吐槽无力的结局少一颗星            
(3星)	 各种反复，真无聊            
(NA)	 期待第二部            
(4星)	 Maggie为神马你的脸变得那莫长。不要向Lisa S看齐好么。            
(4星)	 不错            
(4星)	 还是美国的间谍剧类型啊            
(4星)	 里面每个人的个性都诠释的好好。 Maggie Q看着老了，魅力不减。            
(5星)	 继《越狱》后另一部让我着迷的美剧，除了实在搞不懂这么牛的Division倾尽全力都搞不过一个女子外，剧情紧凑，力荐            
(NA)	 抓人            
(5星)	 从此爱上MaggieQ~            
(4星)	 恩~Q一如既往的销魂啊~追随着你们呢~            
(4星)	 有悬念在 看的下去            
(5星)	 Maggie Q is fucking hot            
(5星)	 谍战片,而且非常的刺激以及长,..每个人都有一种特工梦..至少在日常生活中平凡的我们也必须做不不平凡的事情,这样一生才有意义!~            
(5星)	 看得有点纠结了            
(4星)	 剧情还是够吸引人滴~就是不知道以后咋拍…………            
(4星)	 连续性差了点。。。            
(4星)	 无敌女主……和爱丽丝一样的存在            
(5星)	 这个maggieQ太牛啦 各种nice             
(3星)	 总是在故意秀身材，情节真的好无聊            
(4星)	 剧情很有节奏感，很多意想不到的变化，看着带劲 爽            
(3星)	 这样的剧情片，小儿科。。            
(4星)	 女二很美 这种特工剧也就这样 剧荒的时候可以打发下时间            
(4星)	 第一次华裔主演的美剧 能不看吗！ Q姐气场大 身材好哇 呵呵  PS 讨厌alex 一副叛变脸嘴…  季终还真被我说对了！            
(3星)	 我也不知道我为毛会追下去....            
(4星)	 能不能多点感情戏份啊.            
(4星)	 期待第二部,加点喜剧元素或时代元素进去.            
(4星)	 迈克很帅奥~            
(NA)	 死不了的神话，特工技艺。原来每个国家都存在黑暗组织，对zg的很好奇……会是怎样的？难道，忠贞不判jfj……            
(5星)	 Maggie Q又一力作。顶~~~~~            
(3星)	 看着玩儿呗~            
(NA)	 M太瘦了            
(3星)	 就一季嘛..前面很平淡..后面开始出彩了..多亏了编剧            
(5星)	 百合多美好！Maggie Q荣升我新一代女神！            
(5星)	 美琪姐最美 哈哈            
(3星)	 华丽丽的被砍掉了            
(5星)	 看完也想有纹身的冲动             
(NA)	 MAGGIE Q!!!!!            
(5星)	 开始很棒 后来有点扯 期待第二季 division继perrcy倒台之后又会有如何作为            
(3星)	 我就是看Alex&amp;Amanda的！一个御姐，一个女神～Q什么的，都是酱油，Q酱。。。            
(NA)	 很无聊            
(3星)	 我是老人，所以我还是喜欢PETA WILSON的版本。            
(3星)	 美女造型很帅气，打斗很畅快，男主角很有爱。其他的么。。。都很一般            
(3星)	 没有看完正好赶着国内整合外国电视，而且更的也很慢，不错，Q有很多的进步呢！1演技            
(NA)	 坐等下一季，三个女人大战            
(NA)	 Nikita向前冲 Michael永远是你背后的男人~\n最后两集震撼了            
(NA)	 女人拯救世界            
(3星)	 女人也逃不过美国的个人英雄主义            
(5星)	 还不错            
(4星)	 剧情创意有限啊            
(3星)	 不错看            
(4星)	 故事没有特别精彩 还行吧            
(4星)	 暴力 美女             
(3星)	 完全是因为Maggie Q追的这部剧。。。            
(4星)	 是不是，坚持着坚持着，就忘了初衷。            
(NA)	 like maggie Q            
(4星)	 便宜狗日的外国人了            
(2星)	 不是为了maggieQ,  估计不太会看的，美女有点年纪了，但是依然很冷艳，身材比记忆中的更小巧了。剧情挺狗血的，除了第一集最后安插个卧底在组织的情节，接下去完全没了亮点。美女就玩玩枪械，也没有大耍拳脚功夫的场面，而且每一集，她都要苦口婆心说教别人，拜托杀手可以冷血点伐。            
(3星)	 要是这改为英剧的形式把二十几集的东西全浓缩为六到八集的话，肯定评价会更加高。。。            
(4星)	 还不错，但是Nikita和Michael搞上之后就没什么意思了……            
(5星)	 完美女人昂！            
(4星)	 美艳女特工是永恒的主题，即使我知道她毫无悬念地怎么也死不了，还是很爱看。            
(3星)	 总的来说一般吧。Bug太多了…… 因为Maggie才看的  到最后几集倒还稍微的刺激了那么一点点            
(3星)	 仅仅是为一睹美剧中的华裔女            
(5星)	 唯一一部一口气看完的美剧，喜欢这种风格的~            
(4星)	 两天之内全看完了，一气呵成啊！沉浸在英语气氛中也很爽，个人觉得还是很赞的，故事情节虽然扣人心弦，但还是不得不说其中有很多破绽，当然了，如果用不挑剔的眼光去看，我还是认为这是十分棒的一部电视剧，每集都像是一部大场面大制作的电影呢。最后我想说，MaggieQ 在里面实在太帅气了！            
(4星)	 第二季何时出啊？            
(5星)	 别管MaggieQ 是不是只会演特工，nikita演的确实是好，这和她的擅长范围没有关系            
(5星)	 记得高中时小鱼推荐了赤裸特工，看完后就深深记得身材和脸蛋完美到爆的Maggie。今日重见，风采不减当年，依然so hot。            
(5星)	 更新等的我好苦啊~            
(4星)	 第一季终于结了   还好 还算是个大团圆的结局  每集都很精彩呀            
(5星)	 支持在美打拼的华裔            
(5星)	 我怎么就对Michael有感觉。。。额，老男人            
(4星)	 还挺好看的一部剧，中间几集有点失败，不过还好最后一集给第二季留了很大悬念，等九月看下一季吧            
(4星)	 说起这部剧的优点，主要是酷，其次是酷，另外还是酷。其实作为电视剧，有这么两三个优点，已经足够令人推荐一下了。            
(4星)	 太皇太后的最爱!            
(NA)	 劣质得都得强忍着看了..而且只有maggieQ一个美女，哇哇            
(2星)	 对此无感！            
(3星)	 食之无味弃之可惜，Q姐动作戏很不错，表情总是那么……表现冲动的感情时他的习惯动作就是向前小迈一步。            
(NA)	 等第二季哦            
(3星)	 每一集都差不多~~美剧嘛。。。。第二季。。。。还是很好奇呀~~~第一季模式太单一了~~~但是某集很惊喜            
(4星)	 类似  pb            
(5星)	 穿西装的M叔还是穿风衣的都让人毫无抵抗力啊！            
(3星)	 俗死了，也不知道为什么什么电视剧你都能喜欢看。。。！！！            
(5星)	 男女主角很搭，个人还是偏爱这种动作片的。            
(2星)	 18            
(5星)	 好看！            
(4星)	 Not bad.            
(3星)	 Missing Thom~            
(4星)	 越来越喜欢 Q 觉得她越来越有味儿~~~            
(NA)	 很动作吧            
(4星)	 更喜欢艾丽克丝            
(5星)	 紧张刺激            
(4星)	 难怪冠希哥会动心~            
(5星)	 等待第二季            
(4星)	 Q老了 2号女猪很有潜质            
(NA)	 还行吧~第一季剧情有点狗血            
(5星)	 nikita ，越看越精彩。M Q 的表演太有韵味了            
(5星)	 好吧，我承认金牛座是视觉动物，之所以喜欢这部电视剧，主要原因是因为尼基塔帅气利落的武打动作，还有不落俗套的剧情，总是会有惊喜，期待九月的第二季（mikita夫妇闯天涯）归来！            
(5星)	 喜欢这类情节的剧集，节奏很快，情节紧凑，很喜欢！期待下一季！不知道Alex会怎样？Nikita和Michael一起能走多远？            
(5星)	 Maggie Q 让女人流鼻血的女人~~            
(4星)	 MaggieQ 好帅！            
(4星)	 看完的那天晚上，连做梦都是尼基塔的风格尼基塔的人物！！！！！！！！！！！            
(5星)	 这剧是别人介绍给我看的，看过以后就不可自拔的爱上了。MaggieQ真的很性感，她动作的流畅，武功的高强，对事情的敏锐。。。真的很符合NIKITA这个形象。            
(4星)	 期待着第二部！            
(4星)	 一如既往的爱maggie Q 希望就在这样结束 ，，虽然有点点舍不得 因为不想看他们受到各种磨难 还是希望他们就这样在一起            
(4星)	 刚开始的时候还不错，后来就纯粹为看而看了            
(4星)	 nikita好帅啊啊啊啊啊啊            
(4星)	 看完了，update            
(4星)	  漂亮姑娘打打杀杀什么的最性感了            
(4星)	 那叫个帅啊~！            
(5星)	 爱死michael性感的声音了，你们赶快在一起吧！！！            
(2星)	 看了几集之后放弃了            
(5星)	 还不错，第一次认真&#34;看&#34;maggie Q            
(5星)	 超级好看。身材好死了。。。。            
(5星)	 挺给力的！！看得超上瘾~^0^            
(4星)	 这个剧让我对maggieQ有点审美疲劳了……之前一直觉得她是女神啊            
(5星)	 尼基塔，你让我简直了····            
(4星)	 第二季看好alex            
(4星)	 我的潜意识里一定住着一个杀手！            
(5星)	 今年唯一有欲望追的剧了，大师兄小师妹的故事真是不分国界。更重要的是，嗯，神啊，也赐给我一个性感白色吊带小背心吧！            
(4星)	 3天看完、还不错            
(5星)	 很喜欢很喜欢~~~之前等更新等的好辛苦！！            
(5星)	 一部nikita 與 division之間的错中复杂关系的美剧，第一季结束了，很期待第二季的到来。            
(5星)	 期待二季            
(3星)	 略2            
(3星)	 其实是冲着吕克贝松去的~怪蜀黍和小萝莉的各种爱情故事，这次是成人版            
(3星)	 刚开始还行 后面有点老套            
(4星)	 为了Amanda准备看下一季            
(3星)	 很勉强            
(4星)	 MaggieQ真是精瘦精瘦的诶，好怕她打着打着哪里断了折了= =！            
(4星)	 Maggie Q 你要不要这么酷啊...            
(NA)	 偶像尼基塔            
(4星)	 maggie q 这样的女银╮(╯▽╰)╭ 碟中谍3已沉沦了            
(3星)	 我喜欢那个电脑怪咖~！            
(5星)	 cool            
(3星)	 动作的成分少又假，刚开始看也就是喜欢装逼的感觉。装了几集，赶上感恩节假期，就也没有兴趣继续了。            
(4星)	 第一季居然就这样拉            
(3星)	 越到后面越精彩，追看到22集，还有一集。            
(5星)	 Maggie Q 33333            
(3星)	 好吧 我承认 这个片子傻死了 没有Maggie Q 这部剧什么也不是            
(4星)	 女主角好帅~~            
(4星)	 女侠...            
(NA)	 第一部完整看的美剧            
(5星)	 有24小时的风采 女版小强~            
(4星)	 第一季还是很8错的，但是后来怎么就冗长了呢。。希望还有好的剧情。。喜欢MAGGIE  Q            
(4星)	 刘同学十分热衷于该剧，灰常哈皮地看完了第一季，我只看了几集，但刘同学把剧情都讲给我了。。他看不上我看的青春偶像剧吸血鬼日记，我呢，也不是看不上这个剧，剧情确实很好，但是里面的女人能好看点么！maggieQ脸丑又瘦得跟干柴似的。。那个卧底alex也姿色一般。说到底我还是外貌协会的            
(3星)	 非常适合日常消遣。            
(4星)	 好好看啊。。。。。。。            
(1星)	 看了两集 实在是看不下去了 - - 俗套！            
(5星)	 好看好看！好喜欢            
(4星)	 还是挺有意思的。期待第二季            
(5星)	 Maggie Q 真是殺手臉。美得呢~~            
(5星)	 超好看            
(5星)	 第一季华丽丽的结束了，Alex的梦，要成真了···            
(5星)	 超好看！情节紧凑，而且演员美貌。就是没什么悬念，因为每一集nikita都会胜利。            
(4星)	 不喜欢Alex            
(5星)	 致命吸引            
(4星)	 我觉得可以影射好多东西            
(4星)	 越到后面越好看么！~            
(5星)	 只因MaggieQ，你懂的..            
(5星)	 真想被送去division。。。。orz。。            
(NA)	 =  =            
(4星)	 NICE            
(4星)	 如今世道還有誰苦心孤詣去宏大敘事去編織驚天陰謀，忍不住要讚歎Nikita里的斗智鬥心和Percy爲了Job Security所做的一切.            
(NA)	 期待第二季。            
(5星)	 她像个女战神，最后几集很精彩，Michael和Nikita很有爱啊。            
(5星)	 NIKITA  我发现我现在好喜欢maggie  Q啊，啊啊啊 啊，sexy，并且打架也可以穿高跟鞋，好羡慕啊。。有时感觉有点像苏菲玛索            
(5星)	 Alexandra美啊~            
(5星)	 电视剧这东西 看久了就产生感情了            
(5星)	 假是有点假，但是女人们都很强悍呐！~            
(3星)	 MaggieQ老了，脸好长            
(4星)	 The man Nikita fell in love with is Daniel, which reminds me of the history of Maggie Q and Daniel Wu.........            
(5星)	None
(4星)	 剧情假有什么关系 谁要管CW在想什么 有养眼美女 叛逆少女 清新小萝莉和女王 英文发音又够标准 这就足够了             
(4星)	 剧情越来越不错啊～            
(4星)	 看过《pretender》的人对此剧有亲切感。怎么看也像伪装者系列的风格延续。细节上的bug太多了。。nikita的组织内景和BSG的一样啊。。。            
(5星)	 maggie Q神了。。            
(3星)	 加长版的特工电影。。            
(5星)	 很爽            
(3星)	 完全是冲着Maggie Q看的，这女人怎么能这么瘦？？            
(5星)	 爱看,超爱shane west            
(3星)	 it is sad to find another woman who lost her good face .p.s i doubt whether there is a man who will love this kind of woman with such bosoms            
(4星)	 最后一集料很足啊！！！            
(4星)	 前半部还不错。。maggieQ的演技是真不错。。但是也是真的老了。。后半部看到nikita和michael在一起觉得怪怪的。。            
(4星)	 看第二季loli肿么变成御姐~            
(5星)	 Nikita超帅Machal超有感觉            
(2星)	 为了正义神马的。也算政治剧，高层腐败、秘密部门，在《Rubicon》里已经见识过，当然这部最特别的地方在于Maggie Q实在太美了~！            
(3星)	 除了美女打架什么的没什么看点啊。。。            
(4星)	 剧情走向渐入俗套            
(4星)	 结局您能再扯点吗？            
(4星)	 非常给力的第一季下半部分，期待第二季开始            
(3星)	 看完六集决定弃，没什么新意~            
(4星)	 剧本扎实紧凑，大场面毫不吝啬，放在电影中也属于中上之作。            
(5星)	 欲罢不能            
(5星)	 激烈程度不亚于PB。PB更扑朔迷离，N的编剧也有点扯            
(5星)	 期待9月的S2!Alex的新篇章？            
(5星)	 不错，蛮喜欢~~            
(3星)	 剧情幼稚老套            
(4星)	 NIKITA双手抱头跪下盯着监控器的瞬间，彻底把我秒杀了            
(3星)	 就看MQ ,剧情小有            
(3星)	 除了MQ以外，没有一个帅哥美女了            
(4星)	 跟着            
(5星)	 妈的。。。这简直就是女超人。。。            
(4星)	 李美琪耍屌            
(4星)	 这势必是第二集            
(5星)	 期待第二季。            
(4星)	 简直女版谍影重重……以及，男女主角之间的小情愫还真挺动人的~~            
(5星)	 我喜欢Maggie Q~~~~            
(5星)	 太棒了这部动作片!!!!!!!!!!!!!!!!!!!Maggie Q真是赞~~~            
(4星)	 尼基塔和迈克尔这对亡命鸳鸯，坎坷的未来，辛苦也幸福！            
(4星)	 撒了把念！            
(NA)	 唔，完全冲着maggie Q去的，觉得还不错。            
(4星)	 其实是莫名其妙开始追的一个剧。算是正正经经追得第一个美剧。居然这个岁数才开始追美剧，以前都在干嘛。。。看吧里那些小孩子们噢。。啧啧。土鳖了有木有。哈哈。            
(NA)	 好好看！            
(5星)	 肯定追下去看            
(4星)	 第一季完结，前路很黑暗            
(4星)	 哟我身边一姑娘说，超爱这类剧。nikita帅爆了。以及，扇纸谢谢乃的倾情推荐嘛嘛。写得相当生动精彩 哈哈。            
(4星)	 情节很玄乎，不过还是有可看性。。迈克满耐看            
(4星)	 狗血也爱看            
(4星)	 这潭水好深好深啊。            
(4星)	 Maggie Q太酷太美了~坐等下一季~            
(3星)	 微扯            
(3星)	 没多好看，也没多难看~美女杀手神马的还是挺让人喜欢的            
(5星)	 比gossip girl强多了            
(4星)	 情节狗血,节奏算轻松~Maggie Q要引领素食和骨感潮流吗            
(4星)	 MaggieQ~~是你吸引我过来看Nikita的。            
(3星)	 just killing time            
(4星)	 啧啧            
(3星)	 抛开糟糕的剧情不说，CSI的Lady Heather，24小时的George Mason，老爸老妈的Lyndsy Fonseca，全都是熟人啊。话说Nikita有没有让你想起若干年前Dark Angel中的Max？            
(NA)	 灰常好看！！期待第二季！！！            
(3星)	 maggie Q 是唯一支撑我看下去的理由..            
(4星)	 期待第二季~            
(4星)	 不知道何时会是完结，不过很不错，编剧的网到后面撒的很大啊！            
(3星)	 御姐Nikita全后宫向，左拥煞女Alex，右抱闷骚Michael，后跟阿汤第二Fletcher。有Maggie Q，再狗血也萌。            
(4星)	 我挺喜欢的，尤其是俩女主，都很赞            
(5星)	 越往后 越好看呀            
(5星)	 MaggieQ的确是看点            
(4星)	 谍战片啊，NIKITA瘦得我眼泪都出来了。            
(4星)	 有些情节有些牵强 但是基本还算紧凑精彩            
(3星)	 Maggie声音好听诶            
(NA)	 没看完            
(NA)	 oh, nikita.一个拿枪坐在你家里的男人很有感觉哦~~~~            
(4星)	 这种把人洗白抹黑再洗白再抹黑无限循环的诡异剧情，让我又爱又恨啊……            
(4星)	 想给三星半..maggie q着实很正~！ 不过有点太瘦了~显得头和我一样大~~~~哈哈哈~~~            
(4星)	 maggic Q 的肌肉线条            
(5星)	 一口气看完之后痛快呢。不过听说我再拍了？这样也好，没有太多纠结，我希望真的是迈克尔和尼基塔去过平静的小日子了，至于别人爱怎么乱就怎么乱吧，不过艾力克斯我还是很心疼她的。            
(NA)	 不错            
(4星)	 好生硬……好扯……好无聊的剧情……我他妈的一集集的追完了            
(4星)	 就是突然觉得MQ长得还蛮有味道滴            
(3星)	 很帅气的女子，很精彩的动作片，但是却没有抓住人心的剧情魅力，我不知道我会不会再追，希望下一季会更加精彩！            
(4星)	 第二季曼姨一定要继续搞破鞋！！！下季rayn人品大爆发一定要和麦厂长 N姐滚床单哦！网管哥也可以和厂长搞基的~ 无比欢乐啊            
(NA)	 很喜欢Nikita,冷酷，善良，聪明，美丽。。。。            
(NA)	 看了几集            
(4星)	 好紧张啊。。            
(5星)	 真的很不错~            
(4星)	 一開始很興奮 後來慢慢就倦了            
(4星)	 Niki 帅爆了！！！预感第二季小A要HLL变身。。            
(4星)	 主要是被悬疑、刺激、惊险的情节所吸引，很佩服那些编剧的脑子。            
(3星)	 看多了就不想看了            
(5星)	 萌酱 ~  为艾伦 仅此而已            
(3星)	 越狱1之后一直在寻找可以超越滴佳作，无奈，至今没出现。看到不少的推荐才决定看看~ 看了两集，美式阴谋，无敌猪脚，剧情设置和衔接都很一般一般。话说，要不是抱着侥幸能窥下MQ的心态，是不会继续的。            
(5星)	 11/08/07    整部片子看得从各个方面来说都非常过瘾^^ 听到了Sigur Ros ...&gt;&lt;  Melinda Clarke饰演的Amanda果然是boss级女王~气场非常强大妖娆&gt;&lt;还有~Noah Bean扮演的Ryan，其实真的好帅啊&gt;&lt;尤其是他知道了Nikita有了爱人之后仍然义无反顾地帮助她的时候...            
(4星)	 Maggie Q是我从小到大都非常喜欢的女神！            
(5星)	 精彩，喜欢。            
(NA)	 5            
(4星)	 感觉还不错            
(4星)	 啊哟追剧什么的太讨厌了。。。            
(4星)	 难得让我找回《24小时》的感觉            
(NA)	 我暂时只看了一集就放下了。。。。            
(4星)	 还可以嘛 = =            
(5星)	 欣赏冷艳的女子，因为自己无法企及。。。            
(5星)	 第一季完结！            
(4星)	 一開始對這片不感冒，睇佐介紹發現有演A Walk to RememberのShane West先有D興趣，上星期Nikita第一季完結我才慢慢睇```可能一口氣睇曬の緣故吧，這部劇出乎意料特別入我眼，劇情流暢不說覺得MaggieQ演動作片特別好看，最最最緊要系Mikita很有愛。            
(4星)	 好猛， 一天看完啊！！            
(5星)	 那就一个字，帅阿阿~            
(4星)	 越到后面越是母性泛滥，拖沓。不过总体来看还不错，一次性看完还是很爽的。            
(5星)	 我一直等看到nikita和machael上床，才在此将其标注为“看过”。            
(5星)	 喜欢喜欢喜欢喜欢喜欢            
(4星)	 一口气看完的美剧            
(4星)	 偶尔看看特工剧也是不错的消遣            
(3星)	 MaggieQ的长相令我顿时失去了看的兴趣。            
(4星)	 其实可以不用拍第二季了            
(4星)	 看了第一集好赞啊~~            
(3星)	 剧情不太吸引人噻……            
(5星)	 MaggieQ 美翻了~~~            
(3星)	 美剧还是CM,CSI,NCIS这种适合我，尼基塔纯属空闲时候没事干看的。看完豆瓣上的内容后，才知道，原来Maggie Q有这么个坑爹的亚洲名字啊。。。            
(3星)	 高科技呀            
(4星)	 第一季结束了，最后一集虽然倍感狗血，但不失为一个好的尾声，于是乎特来豆瓣mark一下，外加憧憬一下第二季~            
(4星)	 it s the story about revenge and balance.maggie Q, uncle Michael and Tom cruise. i knwo about what is mission and operation sparrow            
(4星)	 这一季还真是完整。有下季的话是不是该改名Udinov..            
(NA)	 还是很喜欢的，虽然看过越狱后，觉得什么组织、中情局、核武器、政府之类的东东不那么神奇了，剧情其实不那么新颖，但是李美琪姐姐真的很惊艳啊。。尤其第一集火红色比基尼出场的时候。真是SEXY到极致，。。。要是Michael叔叔再帅一点就好了。。ps：编剧好不给力，感情戏不是一般的僵硬。            
(4星)	 其实最喜欢Birkhoff            
(4星)	 就知道阿曼达是个小内~            
(4星)	 为了最后2集多打一星，也太峰回路转了吧！            
(3星)	 为何我越看越提不起兴趣            
(5星)	 看过最紧凑的美剧了，每集料都下超多......MaggieQ好完美一女人啊，这里面所有主要人物都好NB啊，挺励志的= =            
(4星)	 虽然剧情逻辑漏洞挺多的，nikita和michael很来感，等它自圆其说吧。            
(5星)	 The future is what I&#39;m worried about.            
(4星)	 后半季挺出彩，希望能续订。            
(5星)	 my girl 谁也比不上我的nikita和alex            
(NA)	 静候下一季，不过这一季还是非常完整的。            
(3星)	 the future&#39;s what i&#39;m worried about....最终nikita还是道出了这部剧的心声啊。。续订吧续订吧。            
(3星)	 我宣布弃剧了。            
(NA)	 玩偶特工什么的都差不多嘛~ 不过女杀手的职业我喜欢~！哇哈哈！            
(3星)	 我想好好看书的！！！！            
(3星)	 苦难的美利坚大地上降临了女神Maggie Q            
(4星)	 期待第二季~            
(4星)	 Compared to Nikita,  Amanda, played by Melinda Clarke is more enchangting to me. PS. She reminds me of another mystery woman—Vermouth(贝尔摩德)            
(4星)	 结尾还不错哦~~期待第二季呢~~            
(5星)	 帅气啊            
(4星)	 好看            
(3星)	 两次勉强看了第一集然后怎样也看不下去了，豆瓣上评分怎么能这么高？剧情多老套！            
(3星)	 爱丽丝一直是最让我担心，也最容易泄漏真相的人，她太情绪化太年轻不能好好控制自己的伪装。我很好奇阿曼达的忠诚来自哪里，最危险最不可估计的最大boss，worse than percy。Maggie Q的Nikita我给7分。有时候太过。。。。你们懂，摆拍。迈克尔很棒，8分。Percy只是地下黑社会的傀儡老板，任何人都可以            
(3星)	 MQ老了……            
(4星)	 第一季END            
(5星)	 期待第二季 不知道什么时候才出啊            
(2星)	 坑爹一样的剧情啊。。。看不下去            
(4星)	 这个女人太美了！            
(4星)	 本季最佳美剧之一，M.Q除了太骨感以外，一切都还不错            
(3星)	 莫名其妙就好想看！            
(3星)	 辣妹Q没有小姑娘阿里克斯出彩有些设定很奇怪，完全是为了制造矛盾而制造矛盾。现在主线还比较单一，不太费脑子，情节紧凑，下饭的好剧            
(5星)	 冲着Maggie Q看了一季，超级精彩，情节环环相扣，道高一尺魔高一丈的剧情编排让我叹为观止。期待第二季！！！            
(4星)	 越到后面越精彩啊            
(5星)	 希望尼基塔继续第二季，CW一定要给力啊，我已经追到现在了，不能停播            
(NA)	 超帅好看            
(5星)	 超喜欢            
(5星)	 16集最好看。            
(5星)	 超级赞~吃饭都爱看~            
(4星)	 很美~整容梦想之一~            
(5星)	 maggie Q的冷艳气质呀，合适～～            
(4星)	 前路漫漫，越来越艰难了！            
(5星)	 大爱            
(3星)	 HLL的无视了MaggieQ，对Michael的扑克脸倒是挺感兴趣，ms也算大叔了，但挺有味道的。            
(4星)	 剧情紧凑 气氛较佳 当然如果把Maggie Q换了就更好了 吼吼            
(4星)	 Michael!!!            
(NA)	 我喜欢身材好的美妞            
(4星)	 美女+间谍+特工~两天连看了21集~哈爽~            
(4星)	 越看越精彩~期待第二季！            
(4星)	 Maggie Q叫李美琪？？            
(5星)	 剧情不错            
(5星)	 Look, we all wear masks, every one, every day,and sometimes we wear them so much,we forget who we really are.            
(4星)	 越看越没兴趣。。            
(4星)	 第一季就这么结束了……            
(3星)	 kill the time            
(3星)	 虽然剧情每次都感觉很一样，但是还是蛮好看的！哈哈~~            
(4星)	 女主角相当的能干。。。光芒四射。。            
(4星)	 最近很迷的剧            
(4星)	 纠结magie Q的鼻子            
(2星)	 这个剧情这个动作，弃了。            
(4星)	 你只适合杀手            
(5星)	 剧情紧凑精彩，人也很美~嗯..            
(4星)	 SOMETHING IN THE SIXTEENTH SHOCKED MY HEART.            
(4星)	 好吧~本身是出于我对maggie Q的热爱才看的这部片子~~结果竟然被发现迈克的眼神~~而且~他真的好帅啊~            
(2星)	 木感觉啊            
(4星)	 就是看MaggieQ            
(4星)	 MQ身材好暴            
(4星)	 你还不错。            
(5星)	 Q姐，超爱你的。太帅了。            
(NA)	 好酷            
(4星)	 每个人都是boss……            
(4星)	 男主角可以选帅一点儿的嘛            
(2星)	 真悬！            
(4星)	 爱NIKI            
(5星)	 maggie Q美啊,认真看完...            
(3星)	 越往后越水            
(5星)	 MQ演技进步很多。。。打的挺精彩的。。。            
(4星)	 为什么老有一种独行的女人只要找到对象马上就变弱的感觉……最后Alex的事情被shock到了……            
(5星)	 Maggie Q 演美剧太合适了。            
(4星)	 好喜欢Amenda.            
(5星)	 媳妇终于熬成婆了~MAGGIE 你太帅了~！！！            
(3星)	 华丽的间谍战 期待第二季            
(5星)	 超好看的说，是我喜欢的调调            
(4星)	 虽然剧情很多漏洞，但是还蛮养眼的...            
(3星)	 看了一集，还行，不难看            
(4星)	 结尾有点那啥,完全为了拍续集而设定的好像            
(4星)	 brain, body, beauty, big heart, that is what she got            
(4星)	 MaggieQ 很有气质，纤细美丽，懂得生活，我的目标。            
(3星)	 本来觉得还很好，自从开始看吸血鬼日记后，感觉这一部的吸引力狂降。。            
(5星)	 很好的美国特工题材电视剧。我很喜欢。            
(5星)	 太喜欢了            
(3星)	 前几集还凑合，越往后越扯。还是古老的电影版经典。            
(3星)	 越看越没劲了            
(4星)	 画面很好，故事很好            
(5星)	 第一次看M姐姐的作品             
(4星)	 black hair, long leg, very hot~            
(2星)	 不好看，忒假，漏洞百出，就看了几集            
(4星)	 好喜欢            
(5星)	 啊，Q姐            
