http://movie.douban.com/subject/1786742/	情深深雨濛濛
(5星)	 最喜欢依萍跳桥那段了。O(∩_∩)O哈哈哈~            
(4星)	 高中时吃饭前后看过。            
(5星)	 那天电视重播第n遍了吧，才发现这剧的摄像好美，杜飞和如萍在战争中相遇，在夕阳下的草地上说着这几年发生的事，那个画面啊那个夕阳啊打在林心如脸上，好美好美啊，我小时候咋就没发现呢，这部剧的摄影真的好美，爱情也美，豆瓣那么低分，无语            
(5星)	 长大了 我依然可以对着它流眼泪            
(5星)	 小时候看的。。。            
(3星)	 小时候看的            
(NA)	 当初和老妈一起看的这个啊··回忆ing···            
(3星)	 这时的你那么美。            
(5星)	 少有的翻牌超越经典的一部            
(3星)	 革命偶像剧，琼瑶阿姨            
(4星)	 好歹一代经典            
(5星)	 经典            
(2星)	 电视台又开始播了，我去你的！            
(5星)	 怎么评分这么低啊，感觉不错的说。            
(NA)	 尓豪            
(3星)	 剧情好烂，导演也差，但是当年的赵薇和林心如真美啊~美死人了~~            
(4星)	 我家奶奶大人永远都看不够……            
(3星)	 以现在的角度评，绝对没有这么高分……            
(4星)	 看过那么多遍，看了都快10年了，老是重播            
(4星)	 一去不复返的童年            
(3星)	 童年翻滚叻好几遍的记忆好麽＝ ＝            
(5星)	 看过很多遍，经典。            
(4星)	 现在的电视剧都那么不好看 还是我小时候积极拥护的琼瑶阿姨最好了            
(3星)	 也是看了好几遍~            
(5星)	 萌动啊            
(3星)	 不评价。。。。。。。。。。。。。。。。。。。。。。            
(NA)	 八年抗战要开始了            
(4星)	 桑不起            
(5星)	 琼瑶电视剧里的经典了，服装，青春，唯美的矫情都在巅峰。            
(4星)	 把經典的瓊瑤小說改變成了一部鬧劇= =            
(3星)	 阿姨好            
(2星)	 作为能熟唱剧中各种插曲的一到重播就群发短信的妹纸还是不得不承认丫又长又烂。            
(3星)	 我跟着婆婆看了好多遍啊好多遍            
(3星)	 琼瑶剧……让我说什么好，看多了反琼瑶同人，就基本对里面任何一个主角都感冒了            
(2星)	 书桓走的第一天，想他。            
(NA)	 腻腻呼呼            
(4星)	 何书桓你的爱情就怎么的禁不起考验吗，为了一本日记把依萍逼上了绝路            
(4星)	 河北卫视又在放。。。            
(4星)	 前段时间又重播了来着。            
(2星)	 琼瑶啊            
(4星)	 啊啊啊啊啊啊啊            
(5星)	 =_____,=除了一米阳光外，满满的都是回忆的电视剧            
(2星)	 不知道好看在哪里            
(4星)	 看了好多遍啊，电视上一直放有木有！但是还蛮好看的，情节很鲜活            
(5星)	 果然是改编，但至少把悲剧变成了喜剧            
(4星)	None
(4星)	 电视上重播的话 还是会看的   (￣▽￣&#34;)            
(NA)	 。。。            
(5星)	 琼瑶阿姨。。。            
(4星)	 其实演员啊社么的都还行拉            
(4星)	 王雪琴被打那段 ，怎么看怎么爽，我开始内心扭曲~~~~~~~~~~~~~~            
(2星)	 吐槽无力 我青春期一开电视就是这个电视 麻痹换台都没用             
(2星)	 其实没能坚持看到最后            
(5星)	 不管琼瑶阿姨再怎么肉麻，这毕竟也是小时候的回忆啦。            
(4星)	 琼瑶剧永远都看不腻，哈哈哈            
(3星)	 爸妈喜欢看            
(4星)	 还是蛮喜欢的            
(3星)	 我依然记得小学时看到结局依萍和书恒那缠绵热烈的吻。。。看的我一愣一愣意犹未尽啊~            
(3星)	 何書桓是我最不喜歡的角色之一，如萍那一對每次出場都會讓人覺得溫暖，他們的約會戲劇性的發展，到最後在戰火中終成眷屬也算全場的圓滿之一            
(4星)	 很喜欢 赵薇很喜欢~~            
(4星)	 经典~~            
(4星)	 小时候的浪漫爱情。            
(3星)	 童年，童年            
(4星)	 有些桥段真的经典的现在都在看呢            
(5星)	 这个到现在还在放 喜欢如萍 讨厌依萍            
(4星)	 林心如和苏有朋真的很相配啊            
(3星)	 太他妈感人了！            
(2星)	 让宿舍一脑残粉毁了            
(3星)	 好多经典语录，经典场景，那会儿每天晚自习上完回家都要偷偷摸摸瞄上两眼啊。            
(4星)	 最近跟着湖南台又过了一遍。            
(4星)	 我很理解里面的人物啊。。。其实琼瑶老师的排比难道不萌吗？            
(5星)	 最喜欢的偶像剧了。。。无人能敌。。。（放羊的星星除外）            
(2星)	 不喜欢，就是不喜欢            
(4星)	 曾今也谜过啊            
(4星)	 其实我是觉得蛮好看的。古巨基呢，唱歌不错，演戏还可以，主要是他说话的时候嘴型太奇怪了。所以有种奇怪的敢叫。。。            
(3星)	 如此长又如此纠结的电视剧，我追了一个暑假，真佩服自己。到现在食堂还在播，还有很多人看，不多说了。            
(2星)	 赵薇烂片大王啊             
(5星)	 百看不厌！            
(3星)	 童年呀~！！            
(3星)	 每到假期重播就看不停            
(5星)	 这是我的童年回忆啊            
(3星)	 本人对于琼瑶式的爱情故事真的不喜欢            
(4星)	 当时还是挺喜欢的~~多经典那            
(3星)	 越看越喜欢如萍的性格。敢爱敢恨，大方得体，从不埋怨他人，只是不断要求自己。这样的女子，也只有杜飞这样的男纸能配得上了。话说这部剧里唯一不渣的男猪就是杜飞了啊！            
(3星)	 琼瑶的，不看都能猜出几分剧情的            
(4星)	 = =            
(3星)	 琼瑶剧里我唯一能接受的            
(3星)	 美女如云，其他都是浮云            
(3星)	 断断续续的看。            
(NA)	 。。。。。。。。。。。鸡皮疙瘩掉一地啊~            
(NA)	 琼瑶是用怎样的心去描述这么多角色的儿女私情最后到的大爱呀！！！            
(3星)	 卧槽            
(5星)	 无敌剧，不解释            
(3星)	 小时候的回忆了。。            
(4星)	 其中一颗星给杜飞~            
(NA)	 哎哟            
(4星)	 当时觉得很好看啊。            
(3星)	 奶奶的台词真肉麻            
(3星)	 马马虎虎            
(3星)	 一般            
(3星)	 除开恶心点外，还蛮感动于他们那样深刻的爱情的。喜欢里面的歌曲。            
(3星)	 矮油。。            
(5星)	 每个人都会有自己的轰轰烈类、荡气回肠，这一生也不算虚妄。            
(3星)	 = =...            
(4星)	 从来没看到过结尾…            
(3星)	 酸就一个字            
(4星)	 我就是喜歡陸依萍~！！            
(3星)	 火了多少年，现在有的台还在播            
(4星)	 其实我就爱看古巨基。            
(4星)	 哈哈 那时候好喜欢看啊。            
(4星)	 =-=            
(4星)	 好想好想            
(3星)	 不想评论            
(4星)	 记忆中的电视剧啊            
(5星)	 必须力荐！书桓啊！            
(3星)	 现在电视台还在放。哎呀，总是偏爱赵薇。            
(4星)	 不喜欢看言情剧却喜欢这部电视剧，百看不厌，怎么回事？            
(4星)	 琼瑶阿姨的经典 小学超爱 外加还珠格格哈哈哈            
(3星)	 我对于该剧不甚感冒~            
(4星)	 考试期间我怎么能这么怀旧看个琼瑶剧也这么激情。。。给四星完全是为了赵薇和寇振海的演技啊！！！以前怎么没发现依萍演得真好T_T  P.S 现在看发现了，其实从头到尾如萍才是最大的阴谋家啊=口=！！！            
(4星)	 某人现在还在看 唉            
(4星)	 多好看。林心如的民国打扮多脑残而迷人。苏有朋多萌。就连古巨基，都能说出来“八年抗战就要开始了”这样穿越了的台词，多好一剧，我看了不下五遍。            
(4星)	 歌挺好的，苏有朋也挺好的，依萍如萍也还行，所以虽然狗血了点，但是还是可以看得            
(5星)	 十年了！回想起来才发现，真的好片经得起考验！当初为什么对这么优秀的电视剧还挑三拣四呢？？你看看现在的幺蛾子？！？            
(3星)	 以前很喜欢，现在随着反QY的大军越来越强大，开始觉得这部电视剧太恶俗了            
(5星)	 有很多同学都说依萍好讨厌，可我觉得，依萍才最有血有肉，有激烈的爱与恨。她之所以如此正是因为她被迫害得太深，内心的不安太强烈。可她偏偏又具有不服输的魂灵。这种内心与现实的矛盾让她对这世间持怀疑与好奇。她不是不愿意相信世间的美好，只是被苦难抹杀了那份单纯。            
(5星)	 也是看过几遍的。            
(4星)	 小学的时候看的，原声听起来其实很动情，小的时候不会挑剔，不会认为狗血，不会觉得假            
(NA)	 这部剧给我最深的印象就是一看到古巨基还会有想吐的冲动，，，，            
(3星)	 怎一个肉麻了得。好在还有王雪琴这样一个正常人存在，让我得以继续看下去。            
(2星)	 啊，书桓  啊，依萍  小冤家~我去            
(3星)	 还是很经典的说。            
(5星)	 太好看了！你们都是好样儿的！~~~~❤            
(4星)	 初中看的，感觉不错            
(5星)	 矮哟            
(5星)	 绝壁感人啊这片子！！！！简直就是我们的故事啊！！！！！TTTTTATTTTT            
(5星)	 虽然关系乱完了            
(NA)	 想當年            
(3星)	 不解释，大家都懂的            
(3星)	 掙扎在三星和四星之間。的確挺喜歡這片子，人物性格佈景色調之類的，但是書桓這角色我受不大了。唯一看完的瓊瑤劇。            
(4星)	 吐槽必备            
(NA)	 火到爆的赵薇、林心如            
(3星)	 当年看这个我还上小学呢。。。            
(4星)	 最近又不小心看了，肿么没了当初的感觉-v-            
(4星)	 几年前看时觉得很感动，现在看，还是为依萍和书桓的爱情动容            
(4星)	 今天和玥玥佳蔚在食堂吃饭发现浙江卫视又开始放了。童年啊。            
(NA)	 好看            
(4星)	 就冲着那些歌曲了！~o(╯□╰)o~剧情演员都不考虑~            
(5星)	 嗷~            
(5星)	 我小学一年级的时候超级迷恋这个啊！            
(5星)	 书桓 依萍 如萍 梦萍 可云 杜飞 尓豪 方瑜            
(3星)	 嘿嘿            
(NA)	 那时候太迷了            
(4星)	 苏有朋的杜飞演得很好            
(NA)	 多不记得男主是谁了            
(5星)	 依萍。再添一句：以前看的什么也没见你们不喜欢看呀，现在有评这分，装什么深沉？            
(5星)	 还能继续看下去            
(2星)	 当时就没怎么看下去            
(3星)	 主要看赵薇的            
(3星)	 继续吐血的电视。。。。            
(4星)	 觉得比还珠耐看            
(3星)	 噢 你无理取闹！            
(5星)	 儿时的经典，现在的经典喜剧片……            
(4星)	 那时候我还是小孩。            
(4星)	 哦~~~记忆太深刻了。            
(3星)	 书桓走的第一天，想他；书桓走的第二天，想他想他；书桓走的第三天，想他想他想他。            
(3星)	 哈哈哈哈哈哈 我也看过1            
(3星)	 琼瑶式的对白，现在听来有点傻，但当时很心水的            
(3星)	 不能看第二遍            
(3星)	 看的时候觉得不能忍，但总还是会看下去            
(NA)	 没小说感人            
(3星)	 我只喜欢林心如啊            
(3星)	 恩！我看过。你无情你冷酷你无理取闹！            
(4星)	 喜欢这部电视剧，没什么理由。            
(2星)	 可怕剧，记录一下            
(3星)	 昨天下午和Q一起看，狂笑不止== 依萍！依萍！！！            
(NA)	 还是坚持看了几集。。。要是遇到平常说话都用这种调子的人估计能把我郁闷死            
(NA)	 那时就是希望赵薇和古巨基在一块，就觉得里面的依萍好漂亮，人好好，就觉得如萍很讨厌，不过现在想想很理解他们的做法            
(4星)	 怎么评价不高呢~我觉得还不错啊！            
(NA)	 当初竟然全看完了            
(3星)	 我小学同学她妈一看这个就哭……囧～前面都挺好的，最后一集也太恶心了！那吐沫星子～            
(4星)	 很经典有没有！            
(4星)	 里面的歌还不错            
(3星)	 囧。。            
(4星)	   那个时候  完全是为了看杜飞。。            
(3星)	 琼瑶阿姨……            
(5星)	 言情剧的代表作，其实我还是蛮爱看的，现在重播还是会看上两眼。当年看小说也是很嗨的啊            
(3星)	 不受得了琼瑶阿姨的纠结            
(2星)	 不是不喜欢，而是不喜欢看            
(4星)	 八年抗战就要开始了...../(ㄒoㄒ)/~~             
(5星)	 初中时的回忆啊！            
(4星)	 说实在的，电视上反复播了N次，我一放假在家就捧着瓜子边看边撒泪。。古巨基演戏也太夸张了点，吻戏也太狰狞了吧！            
(NA)	 多好看啊~            
(4星)	 离别的车站            
(3星)	 俊男靓女的纠葛~            
(NA)	 哦~情深深雨濛濛~世界只在你眼中~相逢不问为何匆匆~            
(4星)	 当年一个个如今如何？            
(3星)	 何书桓沉痛地说：八年抗战就要开始了~            
(NA)	 当年有多爱=v=            
(4星)	 小时候的记忆了吧，反正一道放假总是要播的            
(2星)	 恶心到我看不下去了，琼瑶阿姨你坑爹呢            
(3星)	 哈哈            
(5星)	 这么经典的一定要标一下啊            
(3星)	 翻拍还珠带来的噩梦            
(3星)	 没看过小说，听说比电视剧虐很多。            
(3星)	 迷倒万千少女            
(3星)	 。。。。。。。。。。            
(2星)	 琼瑶大妈阿。。。            
(2星)	 完全领会不到精神的一部剧。 不过也没怎么看。。。            
(3星)	 当时由于对还珠的热爱 掺杂着无鉴赏能力  看完了            
(NA)	 你无情无耻无理取闹            
(4星)	 挺爱看这片的  真的 - -            
(4星)	 啊哈哈哈   里面各种搞笑……            
(4星)	 追着看啊看的看了好几遍            
(4星)	 有点纠结，还行            
(3星)	 小时候很喜欢，现在回首当年，呃，不提也罢~            
(2星)	 其实我真的只是大概知道点剧情 真的一集都没看过 也不想看             
(4星)	 尼玛基仔用不用这么深情！！！            
(3星)	 赵薇很出色，林心如又矫情了。            
(3星)	 卧槽，分好低。敢说你们不是天天准时收看！            
(4星)	 路飞 很搞笑 好想好想 那时候觉得好听            
(NA)	 到现在都喜欢…            
(4星)	 天知道这个电视剧小时候有多虎啊！不得了，贴纸什么的贴了好几本啊！            
(4星)	 唉。。年轻时的苏有朋古巨基赵薇林心如。。。 婴儿肥 哈哈            
(4星)	 那时候很喜欢看。            
(4星)	 儿时的记忆，讨厌何书桓！！！            
(4星)	 我家赵薇演的真好。            
(3星)	 我的奶奶很喜欢看            
(1星)	 现在超讨厌的片子            
(4星)	 当你轻轻握着我的手,我的一片泛滥泛滥.....~千言万语还来不及说~~~我....            
(NA)	 这部剧当时当众看都会脸红的，偷偷摸摸看完的。            
(4星)	 是和姐一起看的，呵呵。            
(NA)	 印象最深的就是赵薇在里面让人窒息的唱歌方式，听起来好像在自杀……            
(4星)	 那是那些人回不去的青蔥歲月阿            
(5星)	 ····就真的  觉得···很好看嘛·····            
(3星)	 好纠结好蛋疼。            
(5星)	 越看越有味            
(4星)	 小时候~ 总算也是小时候看了又看的一部剧。看到动情处和妹妹抱头痛哭的日子。才是我真正怀念的            
(NA)	 ！            
(NA)	None
(3星)	 还在我们学校取景了呢            
(5星)	 经典。各种回忆啊。            
(4星)	 本来对古巨基无感，看后对书桓很TM有感。            
(4星)	 琼瑶狗血模板。            
(NA)	 哈哈哈、            
(3星)	 好吧            
(3星)	 脑残剧，又不乏低级搞笑            
(4星)	 书恒走的第一天 想他 书恒走的第二天 想他 想他 我怎么把他看完的当时            
(NA)	 里面的歌我都会唱。。我真有才            
(NA)	 琼瑶戏啊琼瑶戏。。。我们的回忆，我们的最爱            
(NA)	 只是看过，不想打星            
(3星)	 古巨基光唱《好想好想》唱了五六年，唱得自己都不好意思了。            
(4星)	 现在放还会边骂边看。            
(3星)	 书桓，书桓~~~~啊啊啊，晕死            
(4星)	 浙江卫视每年都重播，年年不落            
(4星)	 当年和咱妈一起看的- -    里面的台词太经典了  再次佩服琼瑶阿姨            
(NA)	 狗血            
(4星)	 ……………………噗            
(4星)	 天知道我当年是多爱看赵薇演的电视剧！少的一颗星是怨气~谁叫她没跟乖乖虎凑一对！            
(3星)	 不记得了，9记得赵薇牙好黄！            
(5星)	 奶奶的剧我都哭过。。            
(3星)	 以前一听到那片头曲就疯狂了            
(4星)	 小学时很喜欢呢~            
(4星)	 其实我觉得还好啦....            
(NA)	 有谁没看过的            
(4星)	 我爸的最爱            
(2星)	 无敌的恶搞片            
(4星)	 小时候啊            
(4星)	 o(∩_∩)o ~            
(3星)	 小时候            
(1星)	 一地鸡皮            
(4星)	 let me know who I am, and lead to my first love directly in 2001            
(NA)	 很老的一部。在琼瑶里算是我唯一记的最深的片子。刚出时很爱看。现在对于我来说太老了。            
(3星)	 坦白的讲...我觉得挺好看的！额...其实民国的题材很好呀，我蛮喜欢看旧上海的东西的~而且他们确实展现了当时进步青年的风采啊，除了古巨基眼神那个了点，其他的都还蛮好~            
(4星)	 呵呵呵            
(3星)	 电视里要放一千年            
(4星)	 一播就想看。。。            
(4星)	 还珠之后上映的~还记得那句歌词：你身在何方我不管不管，请为我保证千万千万~            
(4星)	 打发时间的话还可以            
(4星)	 那时尝试看了一下，居然还觉得好看，，，            
(3星)	 哈哈哈，小时候呀情深深雨蒙蒙～            
(5星)	 经典必看嘛 我只记得后来很混乱··            
(3星)	 话说这个= =跟还珠格格一样差不多应该没人没看过吧...            
(4星)	 都是以前看的。。其實還蠻好看的~            
(3星)	 性格上最喜欢方瑜，相貌上最喜欢可云。而如萍和依萍，说不好。            
(4星)	 奇怪五阿哥不和小燕子一起 了，，。。            
(5星)	 很多美丽的“浮萍”。            
(4星)	 不评论。            
(2星)	 太长了            
(NA)	 当时都迷疯了            
(4星)	 每个人都有喜欢的比较俗的东西，我就是喜欢情深深雨濛濛！            
(3星)	 还珠格格第四部。            
(NA)	 他们那时候真年轻。            
(3星)	 其实我没怎么看，比较恶心这类片子，每个人说话都带哭腔，八字眉，还有古巨基的死鱼眼            
(3星)	 琼瑶阿姨啊你好牛气！            
(3星)	 受不了古巨基。。。= =            
(2星)	 想让赵薇和古巨基都去屎可以吗            
(3星)	 就喜欢依萍跳桥那里！            
(4星)	 琼瑶的剧最苦逼有没有！！！！！女主角除了哭就是哭有没有！！！            
(5星)	 那时还没接触弯弯泡菜剧，在众多的生活片中算是好看的了。            
(4星)	 琼瑶电视剧的对白真让人纠结。。。            
(NA)	 这电视剧我都看十年了            
(3星)	 哈哈哈 突然想把琼瑶各种剧拖出来 吐槽无力呀 不管怎样 还是回忆呀            
(5星)	 歌我都会唱！            
(4星)	 那时候对苏有朋充满良好感官=3=            
(5星)	 ……恨依萍，喜欢如萍……            
(4星)	 以前的电视剧还是不错哒~            
(NA)	 窮搖娭毑            
(3星)	 不能看第二次            
(2星)	 超烂。。不对 里面的歌还不错。。            
(3星)	   嗯，那個啥瓊瑤劇，不過這部我覺得還行吧~            
(3星)	 能看。琼瑶剧没落了。            
(3星)	 琼瑶阿姨笔下的爱情啊！！！            
(5星)	 influence my sence of love a lot            
(4星)	 典型的琼瑶剧，四颗星是为其中一个至今我都很感动的场景            
(NA)	 书桓：“八年抗战就要开始了”            
(5星)	 连续三天沉浸在书桓依萍的爱恨情仇里。原来已经十年了，小时候看什么都不懂，断断续续追电视台播没看全，这三天总算补齐了，唯一一部可以看过再看琼瑶剧。            
(5星)	 挺经典的~都是电视台反复播烂的·~~我喜欢~~            
(3星)	 当时还蛮喜欢赵薇在里面的扮相的，很清纯            
(4星)	 哈哈哈哈哈 2片一部            
(3星)	 一句惊艳的台词 八年抗战就要开始了            
(5星)	 = =||            
(NA)	 琼瑶剧原来我看过这么多...            
(2星)	 我的天呐，我好起鸡皮疙瘩好起鸡皮疙瘩            
(3星)	 呵呵呵 陪爷爷奶奶看过 暑假必播剧。。            
(3星)	 想起初中的时候某同桌老嘲笑我哼这个主题曲 哈哈            
(3星)	 以前看过的电视剧，感觉还不错..            
(4星)	 那天几个好友一起吃饭，说道最希望哪个荧幕形象作老公，我毫不犹豫选了何书桓！！！            
(4星)	 ……我觉得我每年都看            
(5星)	 很喜欢里面的依萍……            
(3星)	 我喜欢那首，离别的车站。            
(3星)	 。            
(NA)	 囧瑶阿姨的代表作之一~            
(2星)	 现在看已经是搞笑剧了            
(5星)	 看了四五遍了！            
(5星)	 不为别的，童年记忆            
(3星)	 跟还珠格格一样，幼稚死了！！可是那个时候怎么就那么爱看呢            
(5星)	 看了一遍又一遍，还是忍不住再看一遍，小时候觉得如萍好可怜好清纯，后来觉得如萍是最讨厌的            
(4星)	 我还很入戏的说..            
(3星)	 记得何书桓说过：八年的抗战开始了······            
(4星)	 还是冲着琼瑶阿婆和还珠里的主角们看的            
(5星)	 多经典啊            
(2星)	 看得想屎好么。            
(NA)	 在电视上不知道看了多少遍            
(1星)	 无情残酷无理取闹啊。。。            
(3星)	 ...是哪个台十集连播来着==？            
(3星)	 一直觉得何书桓是个渣男!!!            
(4星)	 我奶奶喜欢看的，最喜欢里面的杜飞            
(3星)	 一般的一般            
(4星)	 当年疯狂痴迷他们几个拍的琼瑶剧            
(3星)	 。。。            
(NA)	 现在看到电视里放有时候还想看╮(╯▽╰)╭            
(5星)	 林心如在里面的扮相很喜欢当时真的很喜欢如萍来着，但是如果现在重温这部剧应该就会爱上依萍吧，爱的疯狂，执着。又是个坚强的女人。            
(3星)	 一遍一遍又一遍            
(3星)	 我只想说赵薇在里面的发型土爆了，当年我和我姐都迷的不行，还买了书磁带，不过早不知道去哪里了            
(3星)	 实在不明白当年是怎么看下去的……            
(3星)	 当年那个风靡啊            
(4星)	 挺不错的，每次电视放我还是会看看            
(3星)	 我操！            
(4星)	 怀古系列             
(4星)	 现在此剧已经成了很多人的囧剧，不过当时看这部剧时还是觉得尚不错的。虽然里面不乏狗血情节/对白（例如书恒以为自己是谁啊，说什么在他心里永远有如萍的位置），但最让我印象深刻的是赵薇的爸爸用藤条狠狠痛打她一顿，那一幕十分让我震撼，太逼真了，让我边看边不能控制地生气掉眼泪。            
(3星)	None
(3星)	 琼瑶最有深度的一部小说，就这么被拍成幼儿园小朋友看的电视剧了            
(5星)	 啊、我疯狂的琼瑶童年啊、            
(5星)	 初中、高中的暑假都在霸在电视前。  看过N遍的好片。            
(2星)	 我。。。还能。。。。说神马好            
(4星)	 当时对琼瑶阿姨还是没有鉴别能力的            
(3星)	 记得初中那会儿，为看一集要和父母打游击，呵呵~~~            
(2星)	 真TND看不下去……            
(4星)	 挺好看的，言情经典，骂什么啊……            
(1星)	 很恶心，做作的很~~~            
(1星)	 琼瑶阿姨你伤不起啊。。            
(NA)	 依萍，如萍            
(3星)	 还记得卿说她百看不厌的。            
(3星)	 陪外婆一起看的            
(NA)	 多少楼台烟雨中            
(3星)	 当初你看的时候，没见你笑的这么厉害            
(NA)	 朱侦好像也在里面。。            
(4星)	 还珠格格外最好的赵薇            
(4星)	 【八年抗战就要开始了】。。。。哈哈哈哈！            
(5星)	 赵微是最棒的。            
(NA)	 为嘛我看了还是想看。。。。            
(NA)	 继续看我有多少黑历史..            
(4星)	 其实我觉得琼瑶词写的蛮好 真的            
(5星)	 多好的电视剧啊            
(4星)	 和光一起最爱看的电视 ，被菲唾弃。            
(3星)	 不下三遍            
(4星)	 啊，要给琼瑶阿姨面子啊~            
(NA)	 凑是看过嘛            
(NA)	 琼瑶风格，古巨基不如马景涛会咆哮            
(NA)	 看了至少五次，将来还会看。kill             
(5星)	 小时候好喜欢看。            
(4星)	 哈，这个剧啊，蛮好的，满轰动的。            
(5星)	 看了好几遍。真的很经典呢！            
(3星)	 哈哈            
(3星)	 八年抗战就要结束了==            
(3星)	 我有N个掷地有声的理由证明赵薇演的特别不好            
(2星)	 烦死了            
(3星)	 赵薇最做作的戏！~            
(4星)	 书桓，我不介意你退而求其次。印象很深的一句话            
(1星)	 无法忍受            
(3星)	 一个破碎的我怎么能拯救一个破碎的你呢╮(╯▽╰)╭            
(NA)	 呵呵            
(3星)	 鸡皮疙瘩掉满地 还是看完了···            
(NA)	 都是狗血的剧，我以前咋就爱看了呢。            
(4星)	 其实。。。相比现在那些天雷滚滚的片子，这部言情剧真的已经算是相当不错的了，也难怪今年寒假浙江卫视以惊人的毅力把这部片子不断重头到尾地连播了七八遍，虽然台词有点傻，虽然故事有点假，但是。。。真的其实没那么雷。。。那时候还是很喜欢依萍的，。。            
(3星)	 那时候就没想通何书桓哪一点好···            
(4星)	 依萍！            
(2星)	 不好看            
(5星)	 童年就是在“依萍，依萍！！”“书桓，书桓！”中度过的=  =             
(5星)	 这么多年了 电视上一演我就看几眼哈哈  我怎么这么爱杜飞呢            
(3星)	 比韩剧还韩剧            
(3星)	 算是当年的好片            
(3星)	 这个……貌似李副官，什么何书桓一堆男人之间有很深的基情！            
(3星)	 重放无数遍了            
(5星)	 以前真的超级欢喜咕咕鸡....            
(NA)	 那个欢乐的考研夜~            
(3星)	 以前电视天天播，巨多台播...真係好顶唔顺古巨基...            
(4星)	 请为我保重千万千万- -噗！            
(3星)	 其实还不错。。。额，我最近真的是被现在新出的电视伤到了啊伤到了            
(4星)	 除了还珠外电视台最爱循环的电视剧之一，青涩呀那时的各位主演们~~            
(NA)	 我最怕最怕 烟雨蒙蒙 哟吼吼吼吼吼~~~~            
(3星)	 好像一放寒暑假电视台就不厌其烦的播            
(3星)	 看完还珠格格后的夏天，老妈去定海学习了，老爸陪我一起看的。童年的记忆啊。            
(3星)	 话说当初我咋就买碟了内，还是正版的……现在想想我真是想不通啊，想不通            
(NA)	 有一天看到书桓的报社里挂着达观二字，我笑了。            
(3星)	 很叽叽歪歪，很琼瑶            
(3星)	 现在碰到它，还是不忍心调台。            
(NA)	 刺呢？我的刺呢？书桓，我要找我刺~            
(5星)	 在我最花痴的年纪感动过我的青春偶像剧也好，台言琼瑶剧也好，通通都被逝去的时光打上柔光，定格成不可逆转的美丽。            
(3星)	 一家人一起看的·            
(3星)	 哦~~~~~~~~~~~            
(5星)	 不知道为什么我到现在竟然都能看的下去            
(3星)	 这 怎么说 我不相信有人没看过            
(5星)	 第一遍哭的死去活来，后来偶尔在电视里看几眼觉得矫情死了，现在受某人影响再看一遍，竟然又在电脑前哭的不能自已，我老了，我哭点变低爱怀旧了。。。            
(NA)	 你无情，无耻，无理取闹            
(4星)	 虽然是典型的琼瑶烂俗片，但还是看了很多遍，因为剧情的起伏，所以还是蛮有吸引力的~            
(3星)	 尽在不言中            
(5星)	 直到现在，各个电视台还放呢呵呵。。不得不说琼瑶阿姨的戏真的好看！尤其他们几个演。。            
(4星)	 不知不觉这么多年了            
(5星)	 小学六年级的…………            
(3星)	 当时觉得古巨基巨丑，为什么如萍会喜欢他咧？杜飞是亮点，丝毫不会想到他演过五阿哥。。。。。            
(4星)	 很经典啊~泪汪汪~~            
(4星)	 看来琼瑶的电视剧版我长大啊            
(NA)	 书桓走的第一天，想你想你想你……            
(3星)	 小学时中午回家吃午饭中央八套必看！            
(5星)	 就是很喜欢啊            
(4星)	 喜欢的都在这里了            
(4星)	 赞赵薇和苏有朋滴            
(2星)	 当年都觉得酸。            
(2星)	 书桓！你不要过来 ！让我飞奔过去！            
(4星)	 真的是好显年龄的一部电视剧。            
(2星)	 由于它亚于还珠重播率，我还是在电视上，在它不断重播的情况下，分好几年看完了            
(5星)	 我好喜欢= =            
(3星)	 还有这个？！            
(2星)	 至今电视台一直回放着，可是不知道哪里好看            
(2星)	 小时候的寂寞~            
(NA)	 你无情 ！你残酷！你无理取闹！            
(2星)	 好想好想~~~吐血            
(NA)	 =v=            
(3星)	 无聊。。。犹记得“清纯佳人白玫瑰”！            
(4星)	 也是一部很夯的电视剧。            
(4星)	 书桓 依萍 梦萍 杜飞 尓豪 方瑜             
(3星)	 真是国民必看啊...在我这个岁数            
(1星)	 我的寒假.. 阿.. 噩梦....            
(3星)	 我们台有个小伙子特别喜欢看~！！            
(5星)	 得看了多少遍了~~~~            
(5星)	 好喜欢他的主题曲啊            
(4星)	 为什么徐路在这里和在《金粉世家》都是演苦命角色呢。因为林心如，所以喜欢如萍；因为依萍，所以喜欢赵薇。这部戏里两个五阿哥碰面了，演技上来说还是喜欢苏有朋。            
(5星)	 我年轻的时候很喜欢自己演依萍，假装追火车，假装跳河……死活要演依萍……            
(3星)	 阿~            
(NA)	 =。=我妈在看 重温下呗~            
(4星)	 不论怎么样，我的确为这部剧疯狂过，我得承认呵呵，书桓让人记忆犹新，            
(5星)	 琼瑶阿姨的哥也看过            
(4星)	 当年很喜欢……            
(3星)	 歌曲还不错的吧~煽情就一个词~            
(NA)	 年年重播年年看，擦，我这是什么恶趣味啊。我觉得古巨基有咆哮的潜质。            
(NA)	 原来…………琼瑶阿姨是我儿时的偶像………………            
(2星)	 依萍你肿么了！依萍你肿么了！            
(4星)	 那个湖南卫视近期都在播            
(4星)	 那个年代谁没看过……            
(NA)	 認識古巨基。            
(4星)	 何书桓真是一朵奇葩 这样的男主都去死好么            
