http://movie.douban.com/subject/3882839/	千谎百计  第二季 Lie to Me Season 2
(5星)	 第二季第一集就灰常纠结灰常复杂，比第一季好看。            
(5星)	 好看好看~            
(4星)	 几乎每一集都很精彩            
(3星)	 没看第一节那种激情了            
(3星)	 第二季比第一季差远了。。。            
(5星)	 很期待看第二季，只是一直没时间，遗憾，            
(5星)	 Cal实在是个好爸爸            
(4星)	 茫然的看完了第二季，案子越来越不给力了。╮(╯_╰)╭            
(4星)	 LIGHT MAN的女儿很是亮眼！但是没有想继续看第三季的欲望！都是一个套路么！            
(3星)	 哎            
(3星)	 美剧永无尽头             
(5星)	 还是很精彩            
(NA)	 2010-10            
(4星)	 第三季开始变不好看了。。。。            
(5星)	 依然不错，就是看着费脑子。。。            
(5星)	 其实觉得不如第一季好看了            
(NA)	 大爱大叔            
(5星)	 表情分析已经少得可怜了。            
(5星)	 第二季每一集都像一个小电影~好呀~超喜欢FOSTER！            
(5星)	 Dr. Foster！&gt;&lt;！            
(NA)	 很好看 尤其是分析人的面部表情的时候 很值得一学            
(4星)	 第二季套路其实已经摸索得差不多了，但是Lightman的个人魅力让这部剧继续闪闪发光。            
(4星)	 tim真他妈帅            
(5星)	 讲微观表情的 很不错 但是感觉没有第一部好看了            
(4星)	 一样的精彩。lightman还是那么的流氓。            
(4星)	 也还成            
(4星)	 精彩！            
(4星)	 not so good, even worse            
(5星)	 蒂姆你好帅蒂姆你好帅蒂姆你好帅蒂姆你好帅蒂姆你好帅蒂姆你好帅蒂姆你好帅蒂姆你好帅            
(4星)	 只能看到这儿，到第三季的时候，已经觉得没有新意了            
(4星)	 不得不說 看過CSI 再看lie to me 就知道啥叫扯了 沒辦法 我愛大叔            
(NA)	 看不完了。            
(4星)	 Tim Roth那个痞劲儿            
(4星)	 第一季是科普片，第二季就改剧情片了，不知道第三季是啥路子。            
(4星)	 越来越看不下去了            
(3星)	 相对于第一季的结尾高潮部分，这一季少了些许激情！            
(4星)	 没第一季好······            
(5星)	 光男我依旧爱你            
(5星)	 对Tim Roth无抵抗力            
(NA)	 基本算是弃了 叹息..            
(4星)	 比第一季进步了一个星            
(NA)	 镜头太晃了 有点头晕            
(5星)	 忘记是哪集了，download下来的剧集貌似有一集是错的，导致木有看全T^T            
(5星)	 为毛我感觉凌乱了。。。各种            
(5星)	 比第一季惊险~~            
(5星)	 第三集的案例是人格分裂我的最爱！！            
(NA)	 大爱cal！！！！！！！！            
(5星)	 Lightman的老婆叫Zoe呃，好巧啊            
(4星)	 很愛Cal的父親形象，對女兒那樣的愛之深責之切            
(5星)	 相当不错            
(3星)	 大爱。            
(4星)	 质量没第一季好了~            
(3星)	 感觉没有第一季好了            
(4星)	 好看了、            
(5星)	 继续跟不上节奏            
(3星)	 DR Lightman 怎么越来越猥琐了            
(NA)	 看的我都神经了。。。。            
(5星)	 追看第三季ing。。。。            
(3星)	 不如第一季精彩~~~            
(4星)	 似乎为了收视率改变了叙述的节奏，喜欢原来的味道~            
(3星)	 E22            
(5星)	 从海上钢琴师追过来的不过一季的情节确实很吸引人而且学到了不少心理学的东西            
(3星)	 您什么时候能正常的走路和坐着？            
(4星)	 继续的喜欢，虽然仅仅是有一点科学基础，其他的都是艺术加工，哈哈            
(4星)	 没第一季好             
(4星)	 有点儿套路话了。。。            
(NA)	 前面很精彩，后来就审美疲劳了            
(5星)	 经典～～            
(3星)	 没看完            
(4星)	 第二部的确没有第三部来的精彩，搞得都像刑侦了            
(4星)	 两对主角你们就好了吧…真闹心啊…            
(4星)	 为什么男女主角还不在一起？真够悬的，总是卖关子！            
(4星)	 还是第一季好看            
(5星)	 嗯哼            
(3星)	 完全成了心理战术            
(3星)	 其实就是个概念～有空看看书或多接触人会学的更多～            
(4星)	 不管你是天才忧郁美少年，还是神经质大叔，我都爱你            
(NA)	 喜欢~            
(3星)	 腻味 弃之            
(5星)	 大爱            
(4星)	 没有Season1来的好看，但是也是部佳作，Tim的绅士感十足！！            
(2星)	 砍了就对了            
(NA)	 已经变成剧情而不是悬念了。            
(5星)	 坐等第三季。。。            
(5星)	 怎么这么煽情啊！！好多集我都哭了。            
(4星)	 后面烂尾了。            
(5星)	 not bad            
(5星)	 Crazy Cal!            
(5星)	 很不错 一直在追 看透别人的谎言 好吧 我已经受够了 停追剧目            
(NA)	 感觉越来越像柯南剧场版了            
(3星)	 感觉已经成套路了，吊儿郎当的Lightman，有点针对政府的调调……感觉案件什么的都不如以前吸引人了~~            
(5星)	 TIM ROTH大叔,太赞勒.正对口味的心理学剧            
(5星)	 喜欢            
(4星)	 loli loli loli            
(4星)	 Lightman还不跟Forster在一起&gt;&lt;!            
(NA)	 这季没看完，因为不像第一季一样，故事短小，这季似乎得几集讲一个故事。            
(5星)	 赞的赞的，太赞了            
(3星)	 不易啊，终于看完了，人人的翻译太逗了。。。。            
(4星)	 每一集都是一个独立的故事，前后没有很强的联系，喜欢这类电影的人不仿看看            
(4星)	 第二季劇情線太散了= =            
(5星)	 大爱～～            
(5星)	 魅力无穷的Carl Lightman            
(4星)	 No reason            
(NA)	 大爱            
(4星)	 每集2个案例,主角对犯人的表情分析的很到位            
(NA)	 好看，现在已经出第三季了，哎，美剧出的慢哦，等哦。。好看的电视剧，等等也无妨。幸好不像港剧一样，每一集都是独立的，很好。很好。            
(3星)	 我喜欢的风格：破案+心理学            
(4星)	 没看完。            
(3星)	 没第一季好看            
(4星)	 我也只是为了看看Emily.            
(NA)	 很很喜欢 太太喜欢 主角的气质超级大爱 下辈子比着他这种找老公            
(NA)	 不好意思...除了小美女依旧是小美女   不得不说没有当初惊艳了            
(4星)	 喜欢 Tim Roth            
(5星)	 牛人各种牛            
(4星)	 我还看了江苏综艺陆之瑞版的别对我撒谎预告，算不。。。。。。            
(3星)	 第二季真是让人失望            
(4星)	 买的盗版碟有点差。。            
(3星)	 比第一季差好多……            
(NA)	 好看。虽然发现lightman的举止越来越轻佻了。            
(4星)	 追剧追到底是一种美德~            
(3星)	 呵呵            
(4星)	 这季故事很精彩~~~            
(5星)	 MAN            
(4星)	 quite well            
(5星)	 TVB的读心神探又在抄了            
(5星)	 男主像个“流氓”。哈哈            
(3星)	 其实我弃了的。。。可被砍不是我所愿啊            
(4星)	 通常隔很久不看，会饥渴，而连看几集又会腻            
(4星)	 质量参差不齐            
(5星)	 最讨人厌的男主角no1，不过我还是喜欢这个别扭的家伙女儿Emily超美，喜欢            
(4星)	 我爱TIM            
(4星)	 虽然不爱 Lightman的性格，但还是忍不住的跟啊跟。            
(NA)	 剧情很不给力啊！质量比第一季差很多            
(5星)	 很好很好跟第一季一样好            
(4星)	 终于断断续续又看完了第二季，比第一季足足多了9集，感觉看起来比第一季费解。特别是有几集线索根本不是那么明显就真相大白了。或许是因为第一季是一集两个故事，线索比较简单吧。第一季经常提到的具有特殊含义的微表情出现的频率也不是那么高了。另外不知道因为什么原因，电驴上的第二季已经被撤了。            
(5星)	 Dr.Lightman   Tim Roth            
(3星)	 卡。就此了結了吧，已經看出規律了。如果說第一季是一集一個案件那麼第二季就是一集兩個案件，到了第三季是否就有一集三個案件了？我只想說Tim Roth什麽都不壞，就是走路的样子能别那么……二百五吗= =            
(5星)	 太好了            
(5星)	 怎么叫“千谎百计”了啊？？？还是电驴的名字好            
(NA)	 看到第九集就看不下去了！没劲！            
(5星)	 好看            
(4星)	 好几集都是关于赴伊战争美军的~            
(5星)	 fantastic!.......             
(NA)	 你最爱的是em，总是被你们感动到。。。            
(5星)	 大叔+美女+帅哥+惊心动魄的剧情=大大大大爱            
(5星)	 大爱.第二季没第一季精彩            
(4星)	 开始进入美剧固有的扯淡环节了。。            
(NA)	 考虑要不要继续追……            
(5星)	 能学到很多            
(5星)	 看完绝对有后遗症            
(5星)	 太喜欢Tim Roth这演员了。~            
(3星)	 无爆点            
(5星)	 第二季更加偏向于人物塑造，情节也更为丰富。虽然Tim有点老了，但确实很有魅力~            
(4星)	 cal抽风 多动 好管闲事            
(2星)	 虽说第三季不走FBI套路了，还是果断弃，虽说第二季有Logan同志的客串阿            
(NA)	 相信我，你会喜欢他的            
(5星)	 个人觉得，行为心理学，犯罪心理学，各种心理学不是亮点；观察，推理，逻辑也不是亮点，真正的让这个剧有张力有深度有内涵的是：当你知道这个世界充满了谎言并且能看到那些谎言的时候，What will you do？p.s.喜欢Gillian~善良温和坚定聪明内敛…还有跟Cal淡淡的暧昧            
(3星)	 不知道是视觉疲劳还是确实第二季不如第一季，看着看着就烦了，虽然偶看完了~~喜欢男主角和他家女儿~            
(5星)	 蜀黍你太迷人啦~！            
(4星)	 很想在现实里试一试这是不是真的            
(4星)	 有點審美疲勞了- -            
(5星)	 第二季就这么结束了啊……哎呀看不过瘾啊~~~嗯嗯，11.10，期待回归啊            
(4星)	 不错            
(NA)	 感觉第二季开始剧情相对分散，没有那种一口气看完一季的欲望            
(NA)	 这么讨厌的男猪脚真罕见            
(3星)	 没第一季精彩。过火了。。。            
(4星)	 能让人变聪明的剧            
(5星)	 喜欢福斯特            
(5星)	 虽然没有第一季那么棒，不过还是很不错的，期待第三季            
(4星)	 第二季没有第一季好看， 不过推理更多了 我很喜欢 很喜欢lightman的性格            
(5星)	 很有意思的电视剧 希望两个合伙人 能够最终走到一起 哈哈 还有男主角的女儿真的长得好漂亮哦            
(3星)	 生活中处处充斥着谎言！看清一切有时也很困扰！            
(5星)	 他其实只是爱他的女儿            
(4星)	 每次绝望时，低落时，难过时，都特别想看Lie to me， Dr lightman身上似乎总能看到自己的影子            
(5星)	 看得时候觉得自己也有点心理变态了呢            
(2星)	 没有新意。没兴趣了。            
(3星)	 显然后劲不足了。没第一季好看了...弃~            
(3星)	 越来越扯，为什么续集都是狗尾啊            
(4星)	 没有第一季好看~·~            
(3星)	 远不如一了             
(4星)	 还不错的一部电视剧，几个主角戏份很足啊            
(4星)	 有意思，觉得编剧导演好厉害啊。            
(5星)	 有点小扯，喜欢心理学的可以仔细研究下。            
(NA)	 i can read ur face...u lie...            
(4星)	 开始没有意思啦~别落入俗套啊。第三季再看。            
(4星)	 你骗我试试  哈哈哈               
(5星)	 这位大叔含糊不清的英国口音SO SEXY~~~            
(4星)	 不习惯看连续剧，因为我是个没耐心的人，不过这部还算不错，比较可以运用到实际生活，不是白痴连续剧            
(3星)	 算看完了，其实是放弃了            
(3星)	 第二季 我不是很喜欢了 不知道为什么            
(4星)	 cal的魅力很致命啊            
(5星)	 大叔大叔...你和Foster太有爱了...&gt;&lt;            
(4星)	 依旧精彩            
(4星)	 虽然没第一季经典，但第二季更人性！            
(3星)	 这剧开始让人看的热血沸腾，就是后面越发无味啊，基本属于也弃了的            
(4星)	 喜欢lightman和em的对手戏。            
(NA)	 没有以前好看了……            
(3星)	 第一季蛮好看。第二季就落入俗套            
(5星)	 的确没有第一部好，腻了么？始终没有进展，just a kiss！！！！！            
(5星)	 吊儿郎当的大叔。太厉害了            
(4星)	 每集的案情没有太多惊喜了，倒是lightman，foster两人的感情戏丰富了不少。lightman和女富豪，foster和心理医生。最后事业搭档还是走到了一起，这点不错。            
(3星)	 cal没有第一季那么神了。。。怎么一个科学家现在都给写成了一个侦探了。。。            
(NA)	 随便看看            
(4星)	 like those stories .            
(3星)	 第二部已经不好看了            
(4星)	 Quite an enlightment            
(5星)	 影响如细沙 莫急莫及 莫汲            
(4星)	 惯例喜欢这种类型!~            
(5星)	 太精彩了            
(5星)	 我绕了三个P2P才找到源...有这么和谐么            
(4星)	 没第一季精彩，期待11月第三季的回归。            
(4星)	 第三季、第四季请继续这么别扭，暧昧下去吧~~~ps：本剧最妖孽的其实是小Em吧……            
(NA)	 看了第一季，很不错的，第二季正准备看!            
(3星)	 远远没有第一季精彩。。。            
(5星)	 喜欢，已经变的没有理由了，期待1111的第三季~~            
(3星)	 没有第一季好看咯，听说第三季要把FBI去掉，赶紧吧！            
(3星)	 很容易看腻            
(5星)	 很不错，只是越到后面，剧情没之前精彩。总而言之，会继续跟进~            
(NA)	 太精彩了，我最喜欢的美剧！            
(5星)	 各种翻旧账，有一种往狗血方向发展的态势            
(5星)	 Tim            
(5星)	 好好看=。=             
(4星)	 第二季同样精彩            
(5星)	 第三季 go go go             
(5星)	 赞            
(3星)	 越看越没意思            
(5星)	 还好 但是案件总觉得非主流            
(3星)	 不如第一季精彩，Gillian Foster令人着迷。            
(5星)	 就算渐入佳境吧            
(4星)	 B-            
(4星)	 节奏不慢，看着累，但有意思。            
(4星)	 大叔愈发欠扁了。            
(5星)	 从博士走路的姿势就可以看出，他是一个彻头彻尾的大男子主义。单另出来，是讨厌的。但是，但他分析表情，我相信他是一个有爱的纯爷们。            
(4星)	 my love            
(5星)	 从第二季开始着重描述剧情，虽然每集仍旧是单独叙事，但是编剧仍然可以让本季把握好线性的主线。但是Cal和Gillian，Cal和Zoe以及Loker和Ria甚至是Cal和Ria之间的感情发展可以说是吊足了观众的胃口。无论怎样，第二集的转型还是很成功的，剧情才是推动一部剧集发展的生命            
(5星)	 赞赞赞！！！！！有剧情有剧情            
(4星)	 So好看啊~~太有魅力了~~            
(3星)	 呼呼……            
(4星)	 期待第三季。            
(5星)	 我太喜欢小Emily了            
(5星)	 真的很赞哦~好像是去年看的。但是还没有完全看完。。            
(4星)	 总看很累 的说。。            
(NA)	 这个剧主线不明显，但人物角色刻画的不错尤其是大叔！！！            
(5星)	 你tm骗我试试看            
(5星)	 人 很奇妙            
(5星)	 第二季比第一季好看            
(5星)	 续前剧，有新的突破，接近亮点。            
(4星)	 最近打分都偏高没主线了……不过本来也没有没技巧了……不过本来也就那么几个还不错，冲着大叔这片子我会追下去，不过后即无望咯            
(5星)	 第二季比第一季更好看了，大爱Tim大叔，太可爱的老头了            
(5星)	 期待第三季~~~            
(5星)	 尽管很认真看，还是没学到半点读面术            
(4星)	 相比之前的重复模式 第二季真的是优秀了许多            
(4星)	 表情的元素比例下降了，不过案件的情节复杂了很多。喜欢Cal和Emily的父女场景，展现了这样一位大牛的另一面。            
(5星)	 四颗星为这部剧，五颗星为TIMROTH            
(5星)	 大叔你能不能别抖了，好好走路说话，我头晕            
(4星)	 第一季更好看！            
(4星)	 老男人的魅力。。            
(4星)	 大概没有第一部那么强烈的追看感了 可看性还是不错的 主演仍然亮点 他女儿挺好看 第二部各种感情因素加入更多了            
(2星)	 看了两集不想再看了，千篇一律，谁都说谎，还都被看穿            
(5星)	 有人说很没意思，可是我很喜欢看。轻松，但又有意思。            
(4星)	 其实出发点挺好的…… 但是后来就和行为心理学扯不上什么关系了…… 第二季当个警匪片儿看也挺好的 虽然当然不能和CSI比（谁能比上啊……）            
(2星)	 不如1··            
(5星)	 大叔的剧~就是没话说。            
(4星)	 看完了，只是觉得对面部表情的解读太过了。            
(NA)	 如果能開發一條主綫而不是每集都是散裝的 或者偶爾能穿插幾個連環案件就更加完美了...            
(5星)	 和第一季一样出色！！            
(4星)	 厉害            
(5星)	 Cal, 一期一会。            
(4星)	 不错！            
(NA)	 始终半信半疑            
(5星)	 好看..学到不少东西..            
(3星)	 刚刚看完第二季结局 其实每个故事有时候给人很牵强的感觉 事情永远不是刚开始看起来的那样 然后快结束的时间揭晓 看了这么多 有点麻木了。。            
(5星)	 最爱的美剧            
(3星)	 远不如第一季好看 各种瞎扯            
(3星)	 其实，跟第一季没得比……感觉快编不下去了，虽然结尾留下了伏笔。            
(4星)	 神神叨叨的大叔很有范&gt;&lt;            
(4星)	 这部是你推荐的第一部，我很喜欢。            
(3星)	 我觉得Cal越来越讨厌了！            
(3星)	 没有第一季好看            
(5星)	 这美剧很有爱            
(5星)	 罗斯性感，智慧            
(3星)	 。。。越看越没劲            
(4星)	 没有大叔就没有看的动力啊。。。            
(5星)	 lightman!!            
(5星)	 第二季完结            
(4星)	 不如第一季了，已经偏离了片子的初衷。            
(4星)	 be your daughter, hehehe, emily            
(3星)	 相比第一季，技术性的东西少了            
(4星)	 大叔控            
(4星)	 完全是看Tim Roth的，小女儿也很可爱，剧情是比第一季差多了            
(5星)	 看过绝命毒师，发现最后一集的线人竟然是绝命毒师里的big boss，            
(5星)	 期待第三季            
(NA)	 我感觉有点入迷。。。            
(4星)	 希望locke和torres不要耍花腔和打酱油了哈哈~~            
(4星)	 美剧这种片一个大点就是.制作费和人家小制电影有拼.有几集完全赞.depend on topic really.其实可以缩短剧集可能更有质量.            
(5星)	 充分满足了我对于CG恋的幻想。            
(4星)	 质量下降。。            
(2星)	 越来越看不下去            
(4星)	 fbi黑人竟然么便当。。太令我失望了            
(3星)	 相比第一季,第二季稍逊,            
(4星)	 生活中充斥着美剧和美音，偶尔听听英音，觉得是那么的美好~            
(4星)	 总觉得没啥新鲜的，追着只是个习惯了            
(4星)	 try to understand each other            
(3星)	 这个第2季已明显不如第一季那么吸引人了            
(3星)	 有点儿看不下去了            
(3星)	 不如第一季            
(5星)	 love C&amp;F            
(4星)	 战线拉得太长了，冲淡了连续性。PS：总觉得这里的父女戏拍的没有castle有爱，不是很舒服的感觉……            
(5星)	 大叔，下个光棍节再见！            
(4星)	 越来越不好看了            
(3星)	 到了第二季。故事越来越平庸。            
(3星)	 看了几集，没看下去。不是太喜欢。            
(NA)	 终于结束了            
(2星)	 第二季剧情明显地很牵强，想从案例里面直接学到NLP与micro expression精髓的愿望落空了。即便如此，还是每天乐此不疲地午饭后捧着iPad看一集，然后睡一觉，也是蛮好的。印象最深的是校园杀手与Carl打赌，看他能不能猜出自己的描述是相片已有画面还是虚构的。怎么做到的！            
(4星)	 停播之后的确好看了很多            
(4星)	 看过，不自觉在现实生活中也想据此分析别人是不是在撒谎。            
(5星)	 追得最勤奋的剧集～            
(4星)	 哎，大叔能不能不条儿郎当的样子出镜呢？            
(NA)	 第二季大打温情牌，另一种感觉吧。主要第一季太膨胀，搞得第二季有点尴尬            
(3星)	 比起第一季。。太让我失望了。。            
(4星)	 是只有我一个人觉得嘛。。。这个剧好像在退步呢            
(3星)	 越来越没意思了~冲着lightman的女儿看的，很灵的。cal跟foster各自泡妞又狂搞暧昧，真搞不懂。locker的作用在减少。            
(4星)	 我觉得蛮不错的阿            
(4星)	 看多了没觉得好也没觉得不好了~~            
(4星)	 感觉没有第一季好看了，不知道还会不会拍第三季。。。            
(3星)	 看不下去了。            
(3星)	 第一集前半段惊为天人。。。第二集开始已经沦落为一般警匪剧了。。。其实是连破案的思考都少了。。至少狗血剧还假装思考。。            
(5星)	 lie~            
(3星)	 一开始看特别喜欢，后来感觉太重复啦。            
(4星)	 Cal表演得太用力了。            
(4星)	 本人觉得这是一个教人如何鉴人的一部影片  在这个世界 只要你说谎就一定会被戳穿……细节至此……            
(5星)	 感情扑朔迷离啊。。。。            
(5星)	 这个情节到底该怎么发展下去是个问题 我都觉得编剧要词穷了            
(5星)	 不错            
(5星)	 行事诡异的大叔。我爱他女儿~            
(5星)	 nice              
(4星)	 拉丁辣妹和卷毛能成麽。哈哈  我爱LOKER。            
(3星)	 越来越像FBI探案集了…            
(5星)	 lie to me !!有意思的片，持续关注中…            
(4星)	 如果 我也能看清            
(NA)	 语速较快，听得比较费力            
(4星)	 就冲着lightman一人去的            
(3星)	 后面怎么越来越无感啊啊啊啊。            
(4星)	 继续追~            
(5星)	 超爱的            
(5星)	 Tim Roth太给力了            
(5星)	 第二季超赞。都舍不得看完。。。            
(NA)	 期待22集            
(3星)	 越来越乏味，纯粹是在看小白F和别扭大叔            
(4星)	 不想追了            
(5星)	 24、prisonbreak、lost之后终于有了新的期盼了。。LTM perfect！            
(4星)	 表情啊。。            
(5星)	 从第11集开始看吧，前面的都很烂~             
(NA)	 已经不想看第三季了- -            
(4星)	 等着第三季……            
(5星)	 超好看的片子，千万不要停播啊。            
(5星)	 挺好的。            
(2星)	 大部分时间在扯蛋 不扯蛋的时候又很弱智 我真不应该看完福尔摩斯后紧接着看这个 太蠢了！简直太蠢了！            
(5星)	 更新比较慢额            
(3星)	 当真相是伤害，只有谎言可以保护你。            
(5星)	 比第一季好看多了·················            
(4星)	 求求你们俩在一起吧~虐死了！            
(4星)	 听说被cut了，我最爱的大叔呀，lightman            
(3星)	 没兴趣跟下去了。            
(3星)	 开始走悬疑路线了呵。。            
(5星)	 第二季不错，比第一季好多了。。            
(5星)	 这个必须顶            
(3星)	 不知道为啥看完第一季就看不下去了，越来越不给力啊……            
(5星)	 Lightman和Foster，那才叫纯洁的暧昧关系！            
(5星)	 想有个Lightman那样的爹~            
(5星)	 可以很好看            
(NA)	 狠好~ 陪我度过了很多个盒饭中午            
(4星)	 略比一季差 不过很好了            
(5星)	 9月14要大结局了也            
(4星)	 因为CG～～            
(2星)	 看完了第一部在看这个觉得特别没有意思            
(NA)	 一直在跟进，很有意思，短短的，一集两个案情，看懂人性。            
(NA)	 等着第三季 ！！！！ 爱Locker!!!            
(4星)	 2009            
(5星)	 大叔啊大叔……            
(5星)	 great            
(NA)	 强悍            
(3星)	 看多了就跟神棍一样，读心术也不过如此            
(NA)	 第一季很吸引人，原本我不太爱看这种每集剧情都不同的电视剧的，没想到看了几集还真觉得受益非浅。现在在看第2季            
(NA)	 lightman，Tim Roth I love him~charming man            
(NA)	 还是看Tim Roth的痞子表演            
(4星)	 后来的故事比较重复            
(4星)	 大叔控什么的。。。            
(4星)	 其实看不出谎言有时候更开心些。            
(3星)	 一不小心就看完了。不太喜欢男主~又觉得科学的成分有点少~            
(NA)	 双鱼座的男生是敏感的！！！非常适合这一行业，所以非常对这方面感兴趣啊！！！不知道讲什么了啊            
(4星)	 更喜欢season1            
(NA)	 看过部分，的确精彩用在生活中发觉很准同时也很悲哀人有时糊涂些好。。。            
(4星)	 越来越拼命了。。            
(5星)	 一个字！爽！            
(5星)	 等追载累死个人啊。。。也许剧情有点退步，不过还是可以的。            
(NA)	 佐证很到位            
(3星)	 第二季实在是一般了。            
(NA)	 咳咳~还是老男银呐老男银~~            
(4星)	 21集 终于等到了 精彩的部分            
(5星)	 第二季也完结了呢~            
(5星)	 只希望F和L在一起，在一起，在一起            
(NA)	 真的好看            
(5星)	 表情心理学 强片 演员都不容易            
(5星)	 小样，别让我能看见你            
(5星)	 不断地在说谎、拆慌~            
(4星)	 第二季結束了~            
(NA)	 来到第二季 慢慢地不是很给力了……            
(5星)	 看了会觉得好神奇            
(4星)	 内容有创意，第一部很好，第二部稍差一些            
(4星)	 第一季还可以，不过看见东方卫视有个什么娱乐节目克山寨人家的片头，感觉有点颠仔...            
(5星)	 必须得继续呵~            
(4星)	 破案过程大同小异，感情戏份更多。支持CG恋～             
(5星)	 跟第一部还是很接近的 但是第二部相对 我觉得比较多瑕疵吧 问题的尺度大了 但是总觉得解决得太紧凑解释得太不清楚了            
(NA)	 新东方学英语的时候看的             
(NA)	 第一季还不错，很好地将微表情心理学这个看点展现了出来，再加上比较具悬念的剧情，还算不错；第二季不行，基本很少有表情分析了，而且把Cal说得越来越神，很假。不过第二季里人物间的情感表现穿插的比较多，Cal和Gillian之间的情感这条线值得在第三季里关注~            
(4星)	 死啦 以家一煲剧，就系度研究佢地既表情            
(4星)	 感觉不如第一季了，有个这样的老爹真不错            
(4星)	 还是S1好看            
(5星)	 好！            
(4星)	 美剧都讲的很有道理的感觉，虽然在专家眼里不一定是对的            
(5星)	 比第一季好看            
(2星)	 说实话 我看不下去咯 没有看完            
(5星)	 我爱大叔  我爱洛克            
(5星)	 望向我，看穿你。            
(5星)	 厉害            
(4星)	 越来越没意思了。。            
(2星)	 明显不如第一季             
(1星)	 第二季成了口水剧            
(3星)	 习惯性地看~            
(NA)	 不如第一季给力啊            
(5星)	 喜欢的不得了~~            
(5星)	 赞！Tim Roth这大叔简直是越老越有型！@Home            
(5星)	 莱特曼和吉莉安什么时候才能发展点正常关系啊？            
(3星)	 这一季编剧不行了，看来坚持不了多久了            
(3星)	 残了，，，残了，，，            
(4星)	 果然二不如一，担心第三季枯竭。            
(4星)	 沒第一季好看  Em很可愛啊             
(4星)	 我还是 喜欢1990的眼神不过 口音没变 一样有磁性            
(4星)	 卡尔·莱特曼这个角色的演员真是实力派呀~~            
(3星)	 为什吗香港要翻拍.....            
(5星)	 依旧很好看            
(5星)	 继续等第三季。            
(5星)	 我爱莱特曼这个有点儿偏执的男人。            
(4星)	 还不错。没发现和S1有太大差距呀。。。            
(5星)	 第二季又完了，我还得等，还得追，累人啊 T T            
(4星)	 可以学习的电视。。            
(3星)	 第二季一般 尤其是现后面的几集            
(3星)	 看了两季，觉得很无聊，决定不看了            
(4星)	 没有第一季的好看。故事性强了。嗯。。期待第三季。            
(5星)	 Lie to me……1900……            
(3星)	 的确没第一季好~             
(NA)	 独立的小故事，不过看到后来有点重复。            
(4星)	 说实话，前面还可以，看多了就没意思，越看到后面越觉得剧情乏味，都一个调调，编剧太不给力了。            
(5星)	 LIGHTMAN 超帅~~！略带英国腔哦~~！            
(4星)	 其实不算特别经典，模式差不多，不过题材很新颖=w=            
(NA)	 看美剧，就要看学到东西的！            
(4星)	 可能前面太悬，后面有点编不下去了            
(NA)	 嗯。。。没有新鲜感了            
(4星)	 到底lightman喜欢哪个女的呢？？            
(NA)	 近视眼……看不出来……            
(4星)	 很匪气很人性很复杂很真实的一个人            
(4星)	 我真喜欢Lightman那副神神叨叨的模样，以及每次涉及Emily就暴躁的典型父亲形象。            
(5星)	 蛮喜欢的一部剧，放在touch里有点舍不得看完。。            
(5星)	 Tim Roth的英国腔号帅～            
(NA)	 第二季 有点血腥            
(NA)	 其实，我觉得Cal和Foster挺好的~            
(NA)	 一直在追，喜欢Lightman的痞子样，他女儿挺漂亮的            
(4星)	 相对而言，比第一季多了爱情、亲情等附线，剧中空间有了很大的突破，但故事略显冗余，大侦探三心二意，破案专注度不够。第21集很搞笑，但简直是胡闹，第22集期待了一段时间，看完了却没了交代，只有第1集印象还不错。            
(4星)	 连续看了6集，脑袋里只有一句话“You&#39;re lying！！”            
(2星)	 实在看不下去了。            
(NA)	 我用它玩狼人为什么不管用？             
(2星)	 不再好看，不會看第三季了            
(5星)	 学习学习            
(5星)	 Dr.Lightman~            
(NA)	 第二季开始每一级只要看个开头就能知道结尾了，不如第一季没意思了。            
(5星)	 本来就喜欢侦探破案的 第一季的时候还有点儿小怕。到了第二季真的超级爱这部美剧啊。这是我追的第一部美剧，每集必看啊。超级有爱。男女主角，各种配角也超级超级有爱啊。男主角真的很有魅力呢。喜欢他放荡不羁、玩世不恭，但做起事情来超级认真的样子。魅力呢~女猪也超级有魅力，你们就在一起吧            
(5星)	 挺好看的            
(4星)	 居然看见Alice。。。            
(5星)	 cool~            
(NA)	 high翻了我~            
(4星)	 不解釋，看過的都懂            
(5星)	 怎么说呢```因为喜欢美剧``这算是一部好片子            
(4星)	 真相与快乐不可兼得。很多时候，糊涂就是一种美德，会让你和你的感情更加轻松自如。如果你对人性没有透彻的理解和把握，就没有必要去学会了解太多真相...            
(4星)	 越发淡化微表情的功能，开始向CM靠拢，变态连环杀手+折磨主角们所爱之人+探究并拷问人性            
(NA)	 个结局又是没尾的            
(4星)	 Lightman的魅力            
(5星)	 蛮好看的~            
(5星)	 不知道能不能真应用于生活中            
(4星)	 得嗖的男主~            
(3星)	 看一季还行。看多了感觉模式一样。没什么感觉。            
(3星)	 第一季很棒，但是第二季回归后，12集就没有追了，觉得很乱，没有亮点了            
(3星)	 第二季开始坑爹...            
(5星)	 其实谎言不那么重要 关键如何看待            
(5星)	 一直追着的剧……也很适合学习~            
(5星)	 比我看行为学有趣多了，帅！            
(1星)	 是在扯淡的很，看了一集实在看不下去了，作为一名准心理医生，这部电视剧从头到尾都在扯淡，假借一些心理学名词糊弄人            
(5星)	 继续追吧,每周都期待着,Cal大叔和Foster到底能不能在一起呢?是个迷~            
(1星)	 最后集毁了            
(5星)	 又长聪明了            
(5星)	 第二部第一集四种人格 酷。。            
(5星)	 lie to me 一直跟.大爱.            
