http://movie.douban.com/subject/4861422/	怪侠一枝梅
(4星)	 先前因为这个名字，鄙视这个片子很久很久~但看了之后觉得还行~            
(1星)	 每一个人都拥有生命，但并非每一个人都懂得生命。。。。            
(3星)	 狗血还是有一点点，不过已经挺不错的了。漫画插页的效果还不错呢。霍霍居然跟那个萧本亲到了啊！！！如果霍霍不用配音的就好了。唉，我想看霍霍演反派啊～～            
(2星)	 有点没意思            
(4星)	 总觉得刘诗诗和刘亦菲一样漂亮，但前者从“基层”做起，演技一直在进步~~加油！            
(4星)	 马天宇太可爱了            
(5星)	 远说不上完美，但是人物和剧情好喜欢，节奏很紧凑，一开始我还以为6集就要结局了啊。霍建华演的真帅，而离歌笑才是正真的男人！            
(NA)	 喜欢刘诗诗。            
(4星)	 挺好看的            
(4星)	 不错。            
(5星)	 喜欢武侠的……            
(5星)	 很很很好看啊，一枝梅太有气场了。            
(NA)	 还不错哟            
(3星)	 唐人不只一次用寒酸糟蹋了好的故事和创意            
(5星)	 我就觉得好看！            
(5星)	 太太太太好看了！！！            
(1星)	 这部电视剧在韩版一枝梅之后本来颇为期望，希望原就是中国的一枝梅能拍得更好，可是......老套的剧情，俗气的编排，只能说编剧将这部片子写的太讨巧，太过于讨巧的电视剧注定是不会是经典的，希望不要再将来的有一天所有人都忘记了一枝梅是中国人，而只记得那部韩剧一枝梅            
(3星)	 一般吧 无爱 没看完            
(NA)	 哈哈！            
(5星)	 好棒！！！！！！最近每天看它到深夜！！！让我无味的生活有了一丝起色！！！！！！！！！霍建华好帅啊！！！！！！！！！！！！！酷炫赞！！！！！！！！真的想追这部剧到天荒地老！！！            
(5星)	 十分十分喜欢~~~~~~            
(5星)	 马天宇像极了哥哥            
(5星)	 梅梅真可爱！            
(4星)	 跟肥皂剧相比，节奏紧凑，故事求同存异，还有偶尔掺插进来的漫画片段很有爱，算是国产电视剧中我看的下去的了。            
(5星)	 兄弟之情.............是最大的卖点！            
(5星)	 马天宇的演技啊，以前以为他是绣花枕头，我错了=。=            
(4星)	 越后越精彩，連虎頭蛇尾的國產劇硬傷都給克服了，gelivable！            
(4星)	 也多么希望仗剑走天下,有志同道合的自然最好~            
(5星)	 霍建华帅的呀~马天宇还真适合这个角色！！！            
(5星)	 唐人出品，品质保证            
(4星)	 人家最喜欢小梅梅了啦～            
(5星)	 好久沒看到那麼給力大快人心的劇啦            
(4星)	 神奇四侠有木有！！！            
(4星)	 灰常灰常喜欢马天宇和霍建华....这学期刚来学校的时候看的...爱死小梅了 但是但是 今天看到说马和霍居然是一对 = =   伤心了  不要是真的呀!!!!            
(5星)	 演员和剧情我都喜欢！！            
(4星)	 公子喜欢            
(5星)	 很搞笑哈            
(5星)	 每一个人都拥有生命，但并非每一个人都懂得生命。不了解生命的人，生命对他来说是一种惩罚，曾经的我也是如此。我记得小时候，爹娘还在的时候，我曾经问过他们，为什么我要叫离歌笑？他们要我记住，做人应该为离别而高歌欢笑。            
(4星)	 好看，哦也            
(5星)	 很萌，节奏够快，漫画插入很棒，配乐也不错。            
(4星)	 中间一集不看，丝毫不受影响！            
(4星)	 这个电视剧，是挺概念的。霍建华很帅，萧正楠也很帅。我家诗诗演技进步了。呃，佟丽娅你那不变的粉紫色唇彩，总给我人之将死的惨败印象。            
(4星)	 无疑是近年来最好看的一部武侠剧            
(4星)	 这小艺如此撩人。            
(5星)	 个电视台烂剧横飞，真是不可多得的好电视剧，不容易            
(5星)	 有些台词还是很经典的。。。我喜欢马天宇~            
(4星)	 反映很好，不过我看不进去啊。。            
(3星)	 不错啊·就是夸张了点，霍霍动不动就去死的··            
(3星)	 没那么好看，虽然没亮点，但是在现在的烂片市场上算是比较突出的一部            
(NA)	 酷            
(4星)	 霍霍呀~~霍霍~~~            
(5星)	 酣畅淋漓~虽然也有瑕疵，但还是惊喜连连~一口气看完。。。            
(3星)	 这么狗血的电视剧，我都看完了，佩服我自己            
(3星)	 没搞懂为啥此电视剧豆瓣评分如此高！对我来说，如同鸡肋，看，无味，弃，不舍。终于完结，累死了！            
(5星)	 寒假~            
(NA)	 我喜欢燕三娘的行头            
(5星)	 诗诗演什么都是好的，啦啦啦。            
(3星)	 有点意思...还可以            
(3星)	 总觉得少了什么……            
(3星)	 木有坚持完的人……果然认真我就输了么。            
(NA)	 吼吼，霍建华确实不错哦~~~            
(5星)	 霍建华 太帅太萌了！！～～@＃@！＃＊＃⋯⋯％抵挡不住哇～～            
(4星)	 原来你什么都不要            
(3星)	 马天宇伪娘造型1星、动画1星、第一个故事1星，其他部分剧情的硬伤还是让人挺不能忍受的。            
(4星)	 后面硬伤太多。霍GG的演技让我惊喜了一把，以及李博同学演公子哥总是这么喜感！            
(5星)	 唐月姮，你也就给我留下这个剧了            
(3星)	 还行。挺有喜感的。            
(4星)	 鹦鹉球             
(4星)	 除了两个女人，其他的无论是演员剧情风格我都颇喜欢！同时也很意外会这么好看~~~            
(5星)	 还用评价么？哈哈~期待原班人马的续集            
(5星)	 星打给东流爷、来硬哥和三娘！！演的真有爱啊啊啊啊啊啊啊啊！！！离歌笑冷笑时敢不抽抽么、敢么！敢么！就没见过笑的更生硬的了啊！！其他表情不错，尤其冷峻强硬时！！故事么有的有爱有的不咋地，总体能看！！制作挺精良，有味道~话说剧后半部敢不做那么血腥么？敢么！敢么！            
(5星)	 很不错的片子~手法剧情都很新颖~男女主角也很养眼，马天宇更是出乎意料地抢眼啊~            
(3星)	 主要是扮演角色选的好，剧情一般般罗            
(3星)	 偶像剧里夹杂蹩脚案情。            
(4星)	 情节还是比较紧凑的，中间插入漫画也挺有创意的            
(4星)	 还不错。武侠爱恨情仇、惩奸除恶的江湖，虽是一种童话，但其精神可嘉。            
(3星)	 继续笑笑            
(3星)	 喜欢天宇的形象            
(5星)	 颜果然是王道            
(5星)	 和漫画相结合的风格，有创新的地方，剧情也不错！            
(4星)	 前三集超好看            
(4星)	 胡歌唱的片头，感觉很好。场景确实小气了点。            
(4星)	 喜欢里面的歌曲，武打动作，漫画镜头，搞笑，和霍建华。            
(4星)	 很有爱啊 组合            
(1星)	 这么扯的剧情+这么不搭边的表演，还有这么散碎的台词，漫画挺好看。实在脑残的让人看不下去，看到第6集我彻底无语了………………            
(NA)	 唐人的作品一贯秉承的是“演员美，角色优，剧情渣”的特征，所以很容易吸引粉丝捧场，并捧出被热议的角色。这部剧很多女观众是冲着霍建华马天宇刘诗诗而来，但最后统统拜倒在反派BOSS扮演者萧正楠的飞鱼服下，或者意外被反派严世蕃的腹黑鬼畜秒杀。当然，唐人剧以卖腐为乐，同人女们又可以激动了。            
(3星)	 Bug满天飞。            
(5星)	 终于看完了！耶~~            
(4星)	 不错！看完看仙三了，我是有多out神马都没看过            
(NA)	 好看            
(4星)	 刘诗诗很美~马天宇是女一。哈哈哈。。。。            
(4星)	 真的很好看，有我最爱的诗诗            
(5星)	 哇~评价好高~~            
(4星)	 淡出淡入的漫画不错噢~不过死不瞑目的桥段也用太多了吧……每个都要那么合一下眼，累不累啊……要表达悲愤之情也不用这样吧……PS太血腥了，砍断手好可怕啊，没事还要弄出血光四溅的，怕怕。            
(4星)	 离是女王受VS应是鬼畜攻 柴是天然攻VS小梅是傲娇受            
(4星)	 其实没有名字那么挫~~~~            
(5星)	 近期难得的武侠片。很喜欢这种叙事。镜头感很舒服。演员也可圈可点。故事性很强。支持。完结了有点小失落。这种故事就该跟柯南一样一直联播下去。            
(4星)	 果然是“新概念武侠剧”啊……            
(3星)	 纠结来纠结去还是给不了四星……            
(4星)	 开场很惊艳 后面就拖沓了            
(5星)	 在看 颜控白豆腐去的 没想到被马天宇同学给彻底萌到了！！额的娃咋个力魔独特！！演的好到位》。            
(5星)	 剧本不错，逻辑性较强。。。。最钟情与应无求的可怜劲儿            
(4星)	 除去狗血剧情，人物塑造得很好            
(3星)	 情节的构思算得上很用心。但是过于复杂的情节构造结果却是漏洞百出，不过比起央视的狗血剧，此剧算不错了            
(4星)	 马天宇的扮相真是精致啊精致~            
(3星)	 毫无想继续看下去的念头。。            
(4星)	 情节发展至多三星，人物角色至少四星。选角很不错，但是情节逻辑漏洞不少，而且还是老套（我在想是不是小说看多了，看什么电视剧都觉得俗套……）。梅花林那个场景很漂亮，虽然是个假的，不过还是漂亮。作为内地电视剧，这样的题材还是新颖的，总比看三角恋四角恋什么的强多了~            
(3星)	 神奇四侠反贪腐，剧情狗血台词有点意思，果然是芒果台最大的竞争对手            
(3星)	 有的故事给力有的故事太弱。其实看惯电影的人，看看第一个&amp;最后一个故事就行了。电视剧的精细程度真的没法和电影比。有些镜头弄得很碎貌似花哨，其实还不如多年前《小李飞刀》那样把机子一侧，不规则构图，整个效果瞬间就出来了，看着舒服，还一点儿都不费力。            
(4星)	 萌点很多，剧情么。。。            
(5星)	 加了一颗星是给插入的漫画，虽然画的有点烂。。。帅哥美女+不错的剧情，它还会拍续集的吧~那导演特喜欢看美国大片，每一段的结局都来点意味深长的话，蜘蛛侠？变形金刚？有段配乐像神探夏洛克里的            
(5星)	 这种品质的电视剧越多越好，五星鼓励！            
(3星)	 不知道为什么我觉得后十集没有前面好看..            
(5星)	 本来就是为了看美女刘诗诗，没想到片子还蛮有意思的，不错            
(4星)	 算是部值得看看的好电视剧啦……            
(4星)	 OH~GAY！            
(5星)	 看了长卿，看离歌笑。。。穿越啊！！！连酒楼都是长卿送走紫萱那个，但是。。。长卿和龙葵谈恋爱了！不过还是很养眼啦~渐渐像着迷钟汉良一样着迷霍建华了。。。            
(4星)	 很成功的武侠偶像剧。演员对角色的拿捏都不错，除了主角以外，一众配角也都很出彩。漫画插得恰到好处，配乐也都很应景。只是后面的剧情稍显拖沓，有些地方也没交待清楚。虽有硬伤，但也算是瑕不掩瑜了。            
(5星)	 马天宇大萌            
(4星)	 对马天宇有所改观            
(NA)	 我想加入他们            
(5星)	 有点激动，想往外冲得激动。            
(4星)	 离歌笑和三娘，真好            
(4星)	 中间的比较精彩！            
(5星)	 最近中毒中。            
(5星)	 好看。            
(NA)	 马天宇扮GAY每次都把我逗笑 = =            
(5星)	 四星是客观分 五星是感情分             
(5星)	 中国还是拍武打片好            
(1星)	 强奸你的电视机~            
(5星)	 马天宇乃还能再娘点嘛！！！！！！！！！！哥哥叫的真销魂！！！！！！！！！！1            
(NA)	 浮华乱世走 闪躲醉影后殊途同归仇 注定等这一场邂逅生旦净末丑 爱恨看不透一壶英雄酒 侠义之血终会暴流谁伤过 真疼过 忘了所有的脆弱忘不了是心中炽热等天地梅花开 看魑魅魍魉望而却步伤透的心中还有爱 侠肠柔情骨等天地梅花开 誓肝胆相照义结一树侠路重逢再战江湖 传            
(4星)	 最后几个故事真的很好看            
(4星)	 应无求一生为如忆，离个笑一生为正义。何德何能得三娘这样的奇女子厚爱！            
(NA)	 应无求虽然讨厌，但演得很好，喜欢离歌笑的角色，替天行道行侠仗义的角色很讨巧            
(5星)	 我的叔……………………………………！！！！！            
(4星)	 还蛮好玩的。梅梅。            
(4星)	 确实比想象中拍的好~不错            
(3星)	 可以算是新武侠吧，漫画超有看点的~~~            
(3星)	 炒冷饭 贺小梅挺有味道 等步步惊心电视剧版            
(4星)	 还不错。。故事可以。。主角也挺养眼            
(5星)	 犀利哥好有爱！！！！逆推神马的。。。o(*￣▽￣*)o             
(4星)	 腐剧……            
(4星)	 真man！刚烈的女子…            
(5星)	 一个个单元组成，剧情紧凑而联系，中间主要是离歌笑和包来硬、荆如忆的回忆，后面则是严嵩父子的覆灭过程，太血腥。我更喜欢前面的剧情。四人帮，离歌笑的冷静聪明，燕三娘的泼辣、神似轻功、默默痴情，贺小梅的娘气胆小，柴胡的野蛮义气，还有师傅郑东流的精明理智，成就了一枝梅。反派亦出彩。            
(4星)	 我竟然看了电视剧！觉得霍建华很帅啊~哎呦~动画片的转场也很有爱……            
(NA)	 反正是看完了。还行吧，挺喜欢的。            
(3星)	 还行~~也是冲人去的            
(4星)	 呃...這部戲點中我的穴...            
(5星)	 谁伤过，真疼过            
(NA)	 徐长卿和龙葵在一起的话景天啊肿么办！？不可以！！            
(4星)	 有些章节不错，有些就屎得不行了。不过还是大爱刘诗诗和霍建华。小梅也给我惊喜哦            
(4星)	 梅梅~~~~            
(4星)	 还没看完            
(4星)	 还不错~还蛮喜欢这画风的            
(5星)	 好看到爆的!!!            
(4星)	 多年来内地武侠剧的又一能看之作。。。关键在于小霍真的帅            
(4星)	 偶尔回到三次元的世界，此剧各种腹黑、傲娇，各种腐，这种变态，新时代的元素都在了好么，这种大陆剧真素难得。。。            
(4星)	 前面几集很有意思，最后几集也挺有意思，中间的有些套路。            
(5星)	 帅哥 美女 剧情~            
(5星)	 唐人有进步～            
(4星)	 其实吧，怪侠一枝梅呢，相当于一个NGO组织，不过这个NGO呢都是朝廷通缉犯了，成员离歌笑还是前朝廷官员，不过因为朝廷腐败得罪奸臣才被迫成通缉犯，柴胡是江洋大盗，燕三娘是神偷，贺小梅擅长玩cosplay和医术，他们围绕在老夫子周围形成了一个NGO为民除害打抱不平            
(4星)	 从豆瓣较高的评分不难看出，介个不是腐剧还能怎么解释。。。            
(5星)	 不得不称赞一句经典啊~            
(3星)	 离别是一个新的开始，所以应该高歌欢笑！！            
(5星)	 这个真的很好看啊啊啊啊啊啊啊！！！！！！！            
(5星)	 剧情+音乐+演员都很给力            
(4星)	 梅梅演得好好啊            
(NA)	 看到最后 怎么感觉 皇上和严嵩是一对= =             
(5星)	 好看。。。。            
(4星)	 喜欢霍建华的眼神            
(NA)	 刘诗诗和霍建华的组合让人眼前一亮，喜欢这个一枝梅的四人组，期待和支持拍续集！！！            
(4星)	 说实话，最开始很反感这个名字，不论是韩国还是中国，“一枝梅”这个名字都听烂了！ 不过在看了剧情后，还是觉得不错的，演员演得不错，剧本也是层层深入，条理分明，丝毫不赘述，让人看得很轻松！再加上真是镜头配上漫画的拍摄方式，在国内较为新颖，不论是镜头的转换还是角度都相当不错！值得一看！            
(5星)	 最近难得看到这么好看的电视剧            
(4星)	 男主阴险狡诈主角光环身边有着可为其开挂的贺梅梅，拍档好兄弟燕三爷，还有煮饭好手柴胡熊受组成了一枝梅。和原配同样阴险狡诈忍辱负重却为了衬托主角而总是BE的鹦鹉球斗智斗勇，期间穿插着各种长相周正到可以与主角一教高下的小哥出来搅CP（我这样解释真的没问题吗= = 片头和片尾曲挺好听的            
(3星)	 飞鱼服给力！            
(5星)	 我喜欢            
(4星)	 对“怪侠”情有独钟呢~            
(4星)	 冲着霍小呆去的结果发现喜欢上贺小梅了..            
(4星)	 这4星送给里面的bug跟跑龙套的敬业小哥(旁边没有人在跟他打架,他跟空气打得很有意思), 还有跟道哥一样的严嵩与跟他有基情的应无求.            
(2星)	 最討厭看國產的弱智電視劇,浪費生命..            
(5星)	 武侠风十足 加上穿插的手绘画 很赞 虽然剧情过渡方面 明显有不足的地方 但也不失为一部不可多得的武侠剧了~刘诗诗 从辛十四娘 到 燕三娘 从史上最纯穆念慈 到 双面伊人 龙葵 古装剧里 你太艳丽            
(NA)	 贺小梅你敢不敢再扭一点....后面粗糙了            
(5星)	 国产电视剧滴希望！马桶台也挡不住滴光辉~            
(5星)	 我就喜欢这种片子啊，中文古装版LEVERAGE~~            
(4星)	 劇情還算可以，其實有一部份原因是沖著霍建華看的~~咳咳..            
(5星)	 大爱，唐人出品必属精品这是必然的，但《怪侠一枝梅》还是唐人转型且我个人认为的里程碑之作，剪片没有以前的过浓着色，让人看着清新不少……            
(3星)	 为了白豆腐            
(5星)	 很不错，马天宇的娘娘腔演的很传神            
(3星)	 唉哟，看不出马天宇演得还不错嘛，他那个案子还有一点吓人            
(3星)	 纯粹为了霍建华扮演云水漂那个时候的贱笑…哇哈哈            
(4星)	 硬伤很多，编剧依旧不给力。但是，这个组合吸引了我看完。最喜欢的故事是第二个“虫之患&#34;~&#34;尤其那句因为——公子喜欢 ~~&#34;            
(4星)	 对于一部剧情不是很2，扮相不大雷人，男女主也长得还行的国产古装，是要鼓励的。            
(3星)	 没看完，还行吧            
(5星)	 太好看了.爱上离歌笑~~~那个不羁的大侠让倔强的三娘乖乖的听从~大男人~喜欢看他俩的暧昧~小梅好萌~剧情虽然没那么天衣无缝,但是能让我不停追下去            
(5星)	 越看越有劲噻~~            
(3星)	 很欣赏里面的严世蕃。            
(5星)	 如忆应该和来硬哥在一起的。。。            
(3星)	 作为国产电视剧。。。。还是很好看的嘛~            
(3星)	 最后几集的台词 挺有深度的 就是离歌笑对皇帝的态度 改变不了制度 能改变当权者的心态也是一种方法            
(5星)	 霍建华演的太好了，唐人这次的武指也超棒，总之超喜欢啊！！！            
(5星)	 有基情啊            
(4星)	 不错的武侠片            
(4星)	 穿插的漫画很帅气啊            
(5星)	 好看哟西！            
(NA)	 霍诗有爱            
(5星)	 热切期盼倾世皇妃            
(4星)	 马天宇还不错的说 再有就是漫画风格我很喜欢。            
(4星)	 演员很养眼 离别是为了迎接更好的明天。            
(4星)	 各种hhp            
(4星)	 真的还算是不错，马天宇挺招人的            
(4星)	 喜欢霍建华冒得法。。。             
(5星)	 哇啊啊啊啊，真是太好看了，非常喜欢里面的人设，还有那种突然出现的漫画静态，觉得很有创意。不过个人不是很看好里面男女的感情戏，觉得这种好看的电视剧应该专注于剧情，任何感情戏都会打破里面他们这个团队的平衡。更何况里面的两个女主角我都不是很喜欢。            
(5星)	 哈哈我就给五星。这就是我爱的古装剧风格嘛。有什么办法呢。给五星是有参照物的呀。哈哈懂的。            
(5星)	 离别的时候也要高歌欢笑。            
(3星)	 这么高的分是冲这那开心健康的腐~去的吧》。。。。不妨不妨，两天的时间，公子喜欢！            
(5星)	 配乐很棒 编剧很给力！            
(4星)	 看的真是爽啊            
(5星)	 看完了觉得还真的是不错，比起这段时间一起放的那个穿越剧好看多了。神马感情纠葛的，也没那么纠结让人看得肉麻。还穿插不少的漫画走过场，很新颖嘛。剧情也比较紧凑，总之公子喜欢啦~            
(5星)	 挺有趣的，很现代            
(5星)	 剧情很难猜到的额。。。很不错的一部武侠古装剧。。。还蛮喜欢的说~            
(5星)	 好喜欢里面的漫画啊～～～～～创新不错的，蛮喜欢的～～～演员也不错～～～总之，很喜欢～～～            
(5星)	 题材新鲜，形式创新，剧情引人            
(3星)	 看不下去了            
(5星)	 制作精良的好剧            
(4星)	 霍建华还是梳起头发来比较帅，我留下了他赌局那几集            
(5星)	 唐人制作若此精良~~赞~~难得的古装精品~~            
(4星)	 不错 大方向里剧情线索里一段段小故事，剧情挺紧凑，戏剧冲突也够，演员都演得不错，本来不太看好的马天宇同学演的贺小梅也出乎意料之外的好，看着挺讨喜；刘诗诗的三娘又漂亮又可爱，而且还很酷很帅气。话说霍建华您啥时候再出专辑啊，第一张之后就成绝响了 囧            
(4星)	 霍建华太恶心了= = 挤眉弄眼的.. 中国电视剧的确进步了            
(4星)	 偶尔会有狗血之处 但是打开电视这个已经算是非常好的片子了  离歌笑和三娘的组合蛮好的            
(4星)	 有惊喜有惊喜             
(2星)	 唉……            
(4星)	 刘诗诗怎么那么美啊我要变成玛丽苏了啊QAQ 一开头几集原本没看到 萧正楠原来一直遭到SM=o= 马天宇太嗲了！            
(4星)	 内地偶像剧就古装近年还好。不喜欢剧中太频繁地转换到过去。马天宇的角色萌阿。男女主的感情线索还好。            
(4星)	 基情四射            
(5星)	 突然就觉得刘诗诗很适合这种角色。。霍霍沧桑了呀。。            
(4星)	 有新意，有诚意，算是上乘之作。            
(4星)	 寒假看过的唯一一部大陆版电视剧            
(5星)	 很棒的电视剧            
(4星)	 其实还是不错的诗诗姑娘，你真美~~~梅梅，你太到位了……            
(4星)	 四人组合颇有《欢乐英雄》的感觉，画面很精致、剧情尚紧凑、对白不太二~~            
(NA)	 它让我意识到“奶子中刀了”也可以是百搭的，也总算是一口气看完了。            
(5星)	 唐人比较靠谱的剧本，比较靠谱的造型，比较靠谱的演技呀！            
(5星)	 难得大陆拍了这么好看的电视剧，真是看了一遍不够还想再看一遍            
(4星)	 萧正楠演的不错。            
(3星)	 地方台的连播是在太给力.一天就这么过去了.!            
(4星)	 很喜欢呀~~~肿么办&gt;.&lt;我又俗了......            
(5星)	 难得跑上来推荐个电视剧~            
(5星)	 好看！刘诗诗演技有提高啊，马天宇是亮点，好萌            
(4星)	 猪肚肚墙裂推荐 - - 霍建华好灵啊 ！            
(4星)	 果然被腐女占领了= =            
(5星)	 快出续集！！！            
(4星)	 小霍霍帅死了，其实内容什么的个人觉得一般般吧，不过演员的表现都还不错的。唐山出来的东东都有点相似的调调，好不错看看            
(4星)	 离大叔，倾世王妃再见。            
(3星)	 小梅才是我滴爱啊！！！！！发现霍建华的牙齿好难看诶            
(5星)	 其实唐人不用老和游戏过不去，这不就拍得不错嘛，漫画形式我很喜欢啊，灰常……            
(5星)	 哇塞，这绝对是国产古装剧里的一朵奇葩啊！！有萌点，有惊喜，有笑点，最重要的是还有腐点！！啧啧，演员还都挑的算顺眼，不错。 原班人马拍第二部吧！～             
(5星)	 真的好看 不信你看            
(5星)	 是人间白发，剑胆成灰            
(5星)	 萧正楠很帅啊！！            
(4星)	 天宇是惊喜，刘诗诗的劲装是亮点，霍建华依然帅气，胡哥很可爱~一枝梅都不错            
(4星)	 买碟回家看完了.            
(4星)	 一般一般冲着咱霍建华看的诶！妈妈也在电视上看着的大结局。            
(NA)	 大陆难得好武侠            
(5星)	 很好看咯。 小梅受咯。哈哈             
(4星)	 还不错~            
(NA)	 哈哈哈- -            
(4星)	 只看了一点点，感觉还可以。刘诗诗愈发显得丰韵了            
(5星)	 应该拍到100集            
(4星)	 有些话还是挺有道理的，所以说动漫这东西还是很值得一观的            
(5星)	 今天吃饭的时候在电视上瞄了几眼。。。。为霍建华的颜mark一记。。虽然我肯定不会去看╮(╯▽╰)╭            
(5星)	 难得看到一部让我喜欢的片子，人物很丰满，故事还算吸引人，最主要的，腐的很精彩~~            
(NA)	 插画很好            
(4星)	 大爱梅梅~            
(5星)	 诗诗帅气美丽，霍建华酷酷帅帅可爱，马天宇小乖，完美搭档！剧情紧凑不拖沓，非常好看！            
(4星)	 梅梅梅梅！            
(3星)	 过了把小时候看武侠的瘾。。            
(4星)	 白豆腐无敌啊~~~            
(4星)	 白豆腐扮沧桑果然萌倒一大片。最近我怎么哪儿哪儿都看到佟丽娅。            
(4星)	 不是我想的一枝梅 不过还不错 白豆腐很给力~            
(4星)	 人都比较好，漫画也好，剧也还好，但怎么看完结局就觉得这么扯淡呢……            
(2星)	 霍建华里面演的真是假啊。倒是贺小梅这个角色挺有意思。            
(5星)	 抱着做电影的态度来做电视剧，这才能成功！            
(5星)	 终于刷完了~太赞了！情节设计出彩，情节紧扣，演员出彩，主题曲也V5。国产电视剧有望~            
(5星)	 又搞笑又好看，喜欢马天宇            
(4星)	 大陆剧这样很不错啦……            
(5星)	 嘿嘿~~~            
(5星)	 我爱每一个主演，尤其喜欢贺小梅啊贺小梅            
(5星)	 好久没看到这么好看的电视剧了。。风格很古龙，人物塑造也很古龙，叙事方式也很古龙。。我喜欢！！！！！            
(NA)	 有似曾看过的感觉            
(4星)	 深感欣慰            
(4星)	 動作...劇情..  有時候很高興可以看到故事動作片..就狄仁傑而言..純動作不講故事,大老粗去看？            
(5星)	 只能说白豆腐华丽丽转身~推理~武侠~官场~情愫~无不吸引~            
(5星)	 我的梅梅啊！            
(4星)	 以前对马天宇没啥感觉，现在真觉得他这个角色娘的够可以。。。            
(3星)	 看不下去            
(3星)	 难道就没有人发现有几集很像横沟的八墓村吗QAQ……            
(3星)	 有点看不下去。。            
(5星)	 我就是爱看白豆腐你低头不语的样子！！！萌死了~~~~~            
(3星)	 马天宇受得不行了~~为了霍建华而看= =            
(5星)	 怎么能这么美好！！！！！！嗷嗷嗷嗷~~无法淡定啊~~~~            
(4星)	 前面比后面好看            
(5星)	 各种惊喜 对霍建华刮目相看 BUG神马都素浮云            
(5星)	 好看~艾莱克~~            
(5星)	 好看好看 中意霍建华 没想到马天宇也有这样不俗的表演            
(5星)	 真的很好看啊，要拍續集哦            
(4星)	 替三娘不值啊，这么好一姑娘，偏偏搭上一个有过去的男人。            
(5星)	 哇吼吼 太好看了。。。喜欢死了。。喜欢死诗诗 天宇啦哈哈            
(4星)	 吸引了我的眼球，娴熟的拍摄技巧，至少比电影频道上铺天盖地的电视电影好看一百倍。虽然情节设计上还是有值得推敲的地方，但是这样的四人组合，足够让我们品味一番了。            
(2星)	 历史乱改胡编，剧情推理nc无极限            
(5星)	 已经看了好几遍了，真的很久没有这么优秀的电视剧了。喜欢离歌笑那种智慧，里面每个人物性格鲜明，剧情不做作，紧凑，大爱啊            
(NA)	 霍霍             
(4星)	 漏洞百出的唐人佳作            
(4星)	 那点子动画做得好...而且真的很清楚...画面很好。            
(4星)	 其实我看了没啥感觉 就是漫画那个比较有创意            
(5星)	 就是。。老婆为了老公的正义事业慷慨赴死把我感动得要死            
(5星)	 勇气和信任可以创造奇迹            
(4星)	 我看了            
(4星)	 至少演员好看，故事么，偶像剧都一个德行。我喜欢虫之患那段，因为那个地痞少爷的公子喜欢居然让我萌了            
(5星)	 实在是粉稀饭~吼吼~ 哇哈哈！！真素有爱滴四只哇~~            
(5星)	 情节很搞笑，我太喜欢梅梅了！！            
(4星)	 漫画和电视相结合的新武侠概念片、 霍GG一出神马都是浮云啊！！ 诗诗很美很美！             
(5星)	 好看！！！！！！！！！！！！！！！！！！唐人这回拍的真是让人大呼过瘾，很有血性，有江湖义气的片子！            
(4星)	 应无求抖M无误            
(5星)	 非常喜欢，虽然剧情还有些瑕疵，但是通过这部剧能够看到唐人的诚意。            
(5星)	 很好看的电视剧~            
(5星)	 终于追完了怪侠一枝梅，其中各种微妙，各种萌点，各种暧昧，各种傲娇，深得吾心啊！于是翘首期盼步步惊心。四位主角大爱啊！            
(4星)	 恩。我还是蛮喜欢看的，哈哈，看着玩玩嘛。。            
(4星)	 非腐不看 认栽            
(5星)	 终于找到看得下去的偶像武侠了            
(4星)	 镜头爽快，衣服没有乱搭，在群魔乱舞的古装剧里算是一股清流~男一往事老套（他的亡妻很无感……），但还能接受，一枝梅团队四人的互动比沉痛的过去更有萌点。            
(5星)	 很给力的电视剧            
(3星)	 烂尾…………            
(4星)	 刘诗诗不错            
(4星)	 我可以说整部剧都是我的菜吗=▽=。。。不管是演员还是剧情。。。漫画人设也超给力啊！            
(5星)	 比其他的国产剧好看多了TT            
(5星)	 开始喜欢诗诗了，也好像只是喜欢三娘            
(3星)	 马天宇很赞！            
(5星)	 公子喜欢            
(5星)	 诗诗诗诗！！            
(4星)	 腐 - -            
(4星)	 HOHO 每个角色都很鲜明 越往后看 霍霍越萌~~~ohyeah~~~~            
(5星)	 本来是冲着马天宇的伪娘去的··结果发现霍建华哥哥变成熟变沧桑之后比以前有魅力多了。。不花痴不行啊            
(5星)	 春节在家就看这个戏了，难怪号称炫酷新武侠，大赞那个漫画插入，很多特技场景全用这个替代，真是又省钱又好玩；霍的演技要赞，可以演的至贱至真，刘诗诗这戏之后也很欣赏，演的至情至性；一枝梅4位个性鲜明，反派也很出彩，线索有序，趣味十足，很不错            
(4星)	 _這個型很適合妹子~            
(5星)	 难得的好看~~            
(5星)	 马天宇的梅梅很萌嘛            
(5星)	 看在是国产的份上，即使有一半是被我听完的，不给五颗星不厚道……演员够优秀，剧情够欢乐，节奏够紧凑，不死蠢，不矫情，不做作，JQ多到能在天涯8出一栋神楼，CP铺天盖地能满足任何口味，BUG神马的都是浮云，期待第二季            
(4星)	 除了霍建华像李寻欢柴胡像胡铁花、马天宇娘得竟然一点都不讨厌            
(4星)	 不错不错            
(2星)	 看了一点，节奏尚可，但剧情还是太老套，太薄弱了。            
(4星)	 看到个帅哥  (*^__^*)             
(3星)	 除了结局有点二  。。            
