http://movie.douban.com/subject/2978224/	流星花园 流星花園
(3星)	台湾偶像剧的开河~那时只在周四晚十点的可米剧场播出，家里能够收视到华视频道，记得看了某一集后的那个晚上几乎要失眠，兴奋得睡不着……~(@^_^@)~
(3星)	超级偶像烂剧，但不得不说道明寺真的很帅很帅
(5星)	经典之作，不解释
(5星)	偶像剧里的经典
(3星)	情非得已……
(4星)	看的第一部偶像剧，言承旭是我喜欢的第一个明星。
(NA)	想任静。想朱磊。想台初门口奶茶店。PS：为什么当时我的思想那么奇怪、幼稚、搞笑呢？
(5星)	当年我们都是没见过世面的乡下人。。。
(3星)	是很经典 但是 演技真的不行。。。
(4星)	哎哟 童年回忆
(5星)	为了曾经那段痴迷岁月
(2星)	我到底看了多少偶像剧啊
(NA)	杉菜整一个SB
(NA)	从那时到现在我喜欢的一直都是花泽类。
(2星)	哈哈哈
(3星)	好吧，又是与童年有关，后来因为暴力内容内地被禁，于是就一直没有机会看完整
(5星)	世上没有道明寺，只有这里有。
(5星)	我心里最好看的偶像剧了哈哈哈 - -
(4星)	流星花园，我留给自己一个永远的遗憾。帅姐，对不起。
(5星)	你是白痴啊··（我在怀旧啦~哈哈哈哈）
(5星)	经典就是经典
(4星)	熬了一夜加半个白天看完的
(4星)	小时候热播的时候没看，现在看又找不到当年的感觉了~
(NA)	很久以前的片子，当时很好看，不敢重复看。。
(4星)	青春啊青春回忆啊回忆。
(5星)	我心目中最好看的偶像剧没有之一！！！！！！！！！！ 当时的甩饼还没现在这么讨厌 言承旭还是帅到不行
(4星)	当年风靡一时的台湾偶像剧啊！
(3星)	在姑姑家看的
(5星)	虽然日韩都翻拍 ~~但是还是只有这部最得我心啊~
(4星)	童年的记忆。
(4星)	這部電視劇在初中的時候算是我接觸到的第一部台灣偶像劇，開啟了F4的時代，此時多年過去，仔仔越發剛毅，杉菜也不復當年的純情的，其他的有變胖了的，也有沒落的，只能說歲月很是無情吧
(3星)	台湾偶像剧鼻祖。
(NA)	怀念……
(5星)	西门和小优，最喜欢~
(4星)	还蛮经典的一部
(5星)	我抽屉里还有他们的写真集- -
(4星)	那个时候，大S还没有大红大紫，还没有结婚，看起来比较清纯；那个时候，F4成为了“花样美男”的代名词；那个时候，我曾幻想自己是“杉菜”……
(5星)	哦~~看了几遍依然觉得好看的片！是四部里拍得最好的！喜欢花泽类哦！！哈哈！！不过道明寺也很帅！！！
(4星)	那个年代的禁片 现在都觉得好看
(4星)	仔仔啊
(5星)	好吧 在我还是个三俗的女孩纸的时候 还很喜欢~现在怎么看怎么别扭
(4星)	好看   言承旭超帅
(5星)	没说的。。。全是回忆啊。。
(4星)	曾经的经典、、、
(3星)	当年很是迷恋
(5星)	仅次于或者说是同等于日本版的花男~经典~初中重要的回忆之一！
(4星)	年少无知时候的必看经典啊= =
(5星)	童年回忆有没有！
(4星)	当年喜欢的不得了~~
(4星)	很经典
(NA)	鼻祖
(3星)	80后没看过应该是out了吧
(1星)	开启了SB的时代
(4星)	其实那个时候觉得还不错 
(5星)	人生第一部偶像剧。。。
(4星)	好吧，这是我的青春14岁。。。
(3星)	还记得第一次看的时候很囧的感觉，F4和我想象中的完全不同，那种湾湾的乡土气质。。。。
(5星)	不用说，中国偶像剧的里程碑式作品
(4星)	引发了最疯狂的追星的一段时间
(5星)	当年不要太红~~~
(4星)	F4
(5星)	生于80后的我们，怎会忘记当初疯狂的追逐呢？
(4星)	这里贵在  没有放弃
(5星)	台湾偶像剧的开山之作。永远的花泽类永远的仔仔~~~MUA
(3星)	除了杉菜，F4演的实在太生硬了吧
(5星)	很赞的版本
(5星)	我心目中最好的偶像剧，可能当时小学正好经历过很容易有感情，里面的几位人物性格也鲜明，小时候花痴般爱着类，后来回顾了疯狂迷着阿寺，百看不厌，是偶像剧的鼻祖了吧，什么富豪灰姑娘等元素都不少
(5星)	我的青春 我的少女心 
(5星)	最爱的台湾偶像剧
(4星)	我看哭了都~
(5星)	不管是日版还是韩版都抵不过我心中最初的台湾版！可惜可惜 大s早都不是那个杉菜拉。。。
(4星)	经典，在记忆中是轰轰烈烈的。
(4星)	杉菜再贱。。
(NA)	第一部偶像剧啊！
(NA)	矮油  小学每天冲回家看  我爱道明寺
(4星)	陪伴走过童年的台剧啊~~ 当时真的好经典
(5星)	五星为了纪念当年被禁~
(5星)	那時它風靡大江南北我也難以避免的被席捲到 我不是真覺得它足夠跟日版比肩 我給它五星裏面多少懷念了下我的少年時代
(4星)	那时的徐熙媛多好看啊。看到她和李真闹翻那段，我还哭了呢。我总是被一些莫名其妙的桥段感动，到了大家都感动的地方无动于衷。
(4星)	还是喜欢当年的仔仔
(5星)	小时候 哈哈哈哈哈哈
(4星)	F4，杉菜，道明寺，花泽类，西门，还有一个忘了。
(5星)	这部也是不能遗忘的经典，看一遍哭一遍，看了好多遍，哭了好多遍，为道明寺，为言承旭。
(3星)	俗归俗，但那是我们第一次熬夜看的，也是唯一一起看的偶像剧
(5星)	初中很火的剧，确实迷了一阵道明寺。
(3星)	其实没看完，确切的说是只看了一点。。不过配乐很吸引人就是了~
(3星)	当年我还和我小姨看通宵啊。。。
(3星)	6666666666666666666666星花园...
(4星)	祭奠小学结束的那个暑假 祭奠打开我感情心门的钥匙
(4星)	虽然现在看觉得当时他们的样子。。好土~
(NA)	哇怎么可能没看过。。。三遍以上!
(5星)	2011.12.17今天又把流星花园翻出来看~好怀念哦~不知不觉都过了十年了~
(5星)	虽然不喜欢道明寺的鼻子 虽然不喜欢杉菜的性格 不过还是有些地方挺感人的
(4星)	那时好喜欢花泽类。
(5星)	看的第一部偶像剧
(4星)	童年的回忆哈。。这样说会不会很欠揍？
(4星)	5555 我喜欢花泽类 我喜欢道明寺 TT 虽然他们的衣服发型都傻 但总比湖南卫视新拍的那个好多了 @@ 灰姑娘的故事都没有这个梦幻
(5星)	= =敢不敢再火一点儿。。。。。。
(4星)	这不是看的第一部偶像剧么~
(5星)	还是喜欢道明寺~
(5星)	鼻祖啊！好嫩啊我哥哥那个时候
(5星)	小學的記憶啊···
(3星)	没有看完整 记得有人说过是她最稀饭的偶像剧~~~也是偶看滴第一部偶像剧吧 
(5星)	爷当年第一次看的偶像剧- -从此沦陷。
(4星)	一首《你要的爱》，一首《情非得已》，一首《流星雨》，现在再听到虽然觉得很土，但当时为了一张卡带跑遍全城的情景依旧能够清晰的记得。
(4星)	那年
(4星)	当年多年轻。
(4星)	算得上是中国青春偶像剧的鼻祖了
(4星)	很忠实原作
(5星)	六年级。
(5星)	经典，不解释。
(4星)	仔仔美男子一枚，最近不知道到哪里去了。
(4星)	当时是多么狂热···
(5星)	就是喜欢。
(4星)	多少年的忠实粉丝了!日版还是韩版 都还是觉得台版最好看
(3星)	青春记忆……黑历史啊简直是
(5星)	掀起世界波的偶像剧！超爱！
(5星)	虽然现在去看看，很土气，不过当年的我，也很土气啊
(5星)	那个年代来说是强推之作
(5星)	在三姐家看的  那时候比较喜欢花泽类  现在觉得道明寺才是真的好
(5星)	童年~~哈哈哈
(5星)	现在想起来觉得很傻很搞笑，但那时候真的很喜欢很喜欢看。。。
(4星)	作为台湾偶像剧的开山祖 是不错的了三版本的流星花园 韩的最恶心做作 除了歌曲好听 台版的先入为主 还是不错的 但唯一不能接受的是 杉菜感觉是很勉强喜欢上道明寺 只有日本的是唯一传达漫画精神的 那些因为外表不接受日版的 我只能说 你根本没有体会到原著精神
(4星)	当年的神作。
(3星)	喜欢里面大S弹钢琴时的情节
(4星)	小时候的各种回忆，现在看这个估计只有两颗星
(NA)	看过的第一部偶像片。
(3星)	大爱屎 = =
(4星)	读书时候的回忆。。。
(NA)	天天晚上等在电视前看……
(5星)	小时候很喜欢来着 现在看也觉得挺好的
(5星)	哈哈，高中时代的偶像剧记忆~~
(4星)	回忆啊~偶像剧的鼻祖~哈哈
(3星)	我记得我是这本剧热播两年后在家附近的网吧看了几集，然后又回家找来看。貌似看完了第一部。
(4星)	偶像剧的启蒙
(4星)	看到这个让我想起了好多初中时候的事、
(4星)	我喜欢暴龙 哈哈哈哈
(3星)	看的第一部所谓的偶像剧...如今而言，已似泡沫。不过最初的憧憬与感动仍然难以忘却，也是美好的吧
(5星)	还想重温一遍
(5星)	台剧也就这么一部觉得超赞的.也是二年级的经典回忆...其他国产的都是垃圾..
(3星)	&#34;this is my perfect moment with you&#34; 
(NA)	哎 ，最早的时候跟老妈老爸一起看的。他们偷偷地看 还不给我看，结果后来我就偷偷看
(NA)	哈哈哈哈
(4星)	流星花園10年了 這應該是我看的第一部台灣偶像劇 從此一個新的世界進入了我的生活
(4星)	小时候~ 初中吧。 也算是荡漾了一段时间～导致那段时间每天下午都很装的像花泽类一样投篮。可是我是女生啊喂~ 模仿些女性角色可以么~~~
(4星)	当年迷的那是课都不上了
(4星)	整体还不错。有台剧的风格，该剧音乐都挺好的。剧情在那个年代还不俗，其实是漫画不错啦。整体氛围营造的还好，值得一看。
(5星)	那时候和我妈两个人看通宵。。。
(NA)	难以忘记初次见你，一双美丽的眼睛。
(4星)	那时的仔仔没演技，纯粹是靠与生俱来的气质演活花泽类啊。。
(4星)	无论如何是曾经的最爱~依旧爱~
(5星)	台湾偶像剧里面的鼻祖，这个之前，都是琼瑶系列；这个之后，都变成了青春偶像系列了，哈哈~
(5星)	最最经典的台湾偶像剧！最最经典的道明寺~
(NA)	这个当时让大多数人疯狂，现在大多数人鄙视的偶像剧，其实都圆了很多人的一个梦。不要用你现在的高雅情操去否认你当年的青涩痴迷。。
(NA)	到大学才看的|||还没看全。。记得高一的时候音乐课还是什么课的，放一起来看流星雨的歌，丽华就心水那个MV说非常想看这个电视！～～记忆中整个高中都充斥着F4的各种～～一直延续到大学
(4星)	吃螃蟹呀吃螃蟹
(4星)	这部让我认识台湾偶像剧，还蛮喜欢的一部偶像剧！
(5星)	所谓的青春年少
(5星)	以前被爸爸妈妈告诫不能看 不知道为什么
(4星)	客观地说，在拍摄资金如此少的情况下，在那个时候能拍成这样已经不错了
(5星)	我妈带我看的
(NA)	经典：台版演技：日版长相：韩版烂烂烂：大陆版
(3星)	花泽类什么的
(4星)	随大流看的··
(NA)	小学回忆神马的。。
(1星)	俩字：二缺
(4星)	3.5全寝室出动的美好日子
(5星)	对F4 咱们少女还能有什么反对意见呢？哈哈哈哈
(4星)	那个时候好爱道明寺。并且幻想自己也能为喜欢的人挡椅子，像杉菜为道明寺挡一样
(3星)	青春期迷恋过的一部偶像剧，现在看就不行了……
(3星)	和娘一起看的 好早好早好早好早
(5星)	=_=
(5星)	青春的萌動啊~~~
(3星)	所有青涩的爱情的最初，十年前的五颗星
(4星)	少的那颗星因为大爱史
(4星)	哈哈哈
(4星)	青春期的美好回忆啊
(NA)	遥远的过去啊
(4星)	经典。
(5星)	嗯~想当年追着看呢~
(5星)	必须是经典，没得说，开了两岸三地偶像剧的先河啊，而且就算现在看也是好看的~~各种经典台词和场景，总是被模仿，从未被超越！~
(NA)	小学时看的很红的电视剧。犹记得很喜欢花泽类，或许从很小时候就开始迷恋忧郁安静美学。
(4星)	经典偶像剧
(5星)	哥也曾经青春过。
(2星)	高中的时候试着看过，某一集就弃掉了，受不了，做作~~~
(3星)	算是童年的偶像剧了。
(NA)	绝对鼻祖级别的 经典层次的
(3星)	那时候班上的女生快为了周渝民和言承旭打起来了. 大S呀. 好恼火. 那个时候我就觉得她恼火. 
(3星)	暴力。。不推荐
(3星)	豆瓣上mark的第5000部
(4星)	怎么说也是看的第一部偶像剧
(4星)	那时我才知道啥是偶像剧啊
(5星)	曾经大爱的仔仔，偶像
(4星)	甩饼那时没那么不招人待见吧。
(4星)	2001年的剧了，那时候我正上初一。还记得该剧播出不久后爸爸买来F4的CD在店里放要我猜是谁的CD。。。该剧被禁播时我刚巧才看完全剧。。。
(1星)	恶心的F4
(5星)	和我妈一起追的- -
(4星)	F4~~~
(5星)	高一那年疯狂而美好的记忆 后来还诧异很久这样好看的片子怎么会禁播 大S的杉菜角色深入人心 女生聚一起讨论的总是你喜欢道明寺还是花泽类 虽然是日本漫画 但我仍把它视为台剧中的经典
(5星)	经典的经典……
(5星)	迷过
(5星)	现在想想很不明白为什么十几年前会喜欢这种片子，但无疑这是我看的第一部也是唯一一部泡沫偶像剧，也许它真的比一般剧要好那么一点点？
(4星)	当时很红啊 觉得很好看 但就是不明白f4哪里帅了
(5星)	F4的友谊是打动我的关键！
(4星)	那还是遍街音像店的年代，唏嘘一下，比较经典的偶像剧，至如今的泛滥。可是只有一个道明寺，当时当刻。
(5星)	少女心
(5星)	算是偶像剧的始祖了吧~想当初，我人生第一次偷偷进网吧，就是为了看这部戏啊~~~
(4星)	大学补看的……仔仔好帅……
(4星)	当年
(4星)	当时通宵看完还买了DVD，8年了啊
(5星)	第一步青春偶像剧~~恰好在那容易冲动的初三末~~有关一些事有关一些人~~每每想起来总是难以言表的莫名伤
(4星)	初三时看过，现在看时依然心潮澎湃。或许他对于别人是流星，一闪而过。在我看来确实那么的璀璨夺目。
(5星)	那时的力荐
(4星)	我承认我看得晚了点...一直到2009年夏天才看到...觉得还好吧，并没有觉得很迷人的感觉
(3星)	看韩版的时候顺便翻出来回顾了几集，演技尚青涩，那么多卿卿我我的戏小时候我爸我妈竟然还让我跟他们一起看的。。。
(5星)	初中时代的爱情启蒙课。
(3星)	初中、懵懂、记不清
(4星)	嗯，那啥，當時確實紅了，而且紅遍全亞洲確實不容易我只想說，其實是漫畫本身很強大，這部片子證明了，無論怎么改變都受歡迎……因為這是女生永遠的軟肋，灰姑娘情節，還有一幫子帥哥圍繞，霸道的男一，深情的男二~
(NA)	永远的经典
(4星)	磁带岁月
(5星)	记忆满分
(5星)	第一部台湾偶像剧，痴迷啊，下午物理考试都没有好好考~~
(4星)	小学的时候疯狂的喜欢看啊！还会和别人争论到底是道明寺帅还是花泽类帅……
(4星)	刚上初中时看的，当时喜欢得一塌糊涂！~(@^_^@)~
(5星)	高三时侯很流行
(3星)	不过现在看来真是挺台的，其实从来都不喜欢杉菜那种类型的女孩，个人偏好藤堂静；要说花样美男，还是韩版的养眼
(1星)	我就不信你们没看过！
(5星)	仅以五星纪念曾经的美好
(5星)	我那个恨！
(4星)	看着看着突然停播了，正值考试啊。现在网上看没那么浓的感觉了
(5星)	哈哈哈哈哈哈哈哈哈哈哈
(5星)	这个是那个时候的经典。。。
(5星)	这是我看的第一部台湾偶像剧……
(NA)	年少失足有木有啊！
(4星)	有谁没看过吗？反正俺是看了的
(4星)	记忆里面看的第一部跟追还珠格格一样追的湾湾剧。。。四星是因为大爱屎婚礼太城乡结合部了！
(5星)	就是经典啊
(NA)	我的类~~经典的百看不厌~~
(5星)	好看啊,不过当年有日本版的,只是拍得没有台湾好
(4星)	啊 那是还是觉得很棒的
(4星)	我曾经超爱
(5星)	我记得初中那会，我和果果的娱乐方式之一就是一起看这个。到我家租碟子看or在她家租碟子看。乐此不疲，台词我们都会背了。人生中第一部也是最好看的一部偶像剧。现在依然这么认为。
(4星)	好像是对爱的开始
(4星)	高中时都看过得偶像剧。。。。。
(4星)	最爱日版……然后台版……
(4星)	一切虚幻的开端
(3星)	不是很喜欢，只是跟风看的
(4星)	年少轻狂的曾经啊。
(NA)	是吗？是吗？是吗？还有大爱屎这个脑残妹的加盟
(5星)	为了回忆为了青春，为了曾经热血的过往。它的意义在于此
(5星)	纪念下～
(5星)	经典偶像剧，谁人不知谁人不晓啊
(5星)	那一年，我高三。
(4星)	怀念青葱岁月
(5星)	完全经典
(4星)	初中的时候很多人在教室里放，看过几个片段。但当时四个大男生的帅气形象还是印象蛮深刻……还有杉菜弹钢琴的那个桥段，当时年纪太小，只觉得杉菜好牛。
(4星)	偶像剧鼻祖，和日版花男相比都各自成一派，其他所有翻拍的都可以进垃圾桶了
(3星)	从小就喜欢西门 可惜老爷身材走形太严重不得不投降
(NA)	嗯 
(5星)	有回忆在里面啊~
(NA)	噗
(NA)	五年级，小学
(5星)	每年都要重看一遍的，最爱的偶像剧没有之一！！！！！
(3星)	呃....这个有没看过的么...
(4星)	青春滴悸动。。。吼吼
(4星)	某种经典
(5星)	经典
(5星)	谁又没看过呢？
(4星)	给自己补上青春期的一课，大S现在都是人妻了。
(5星)	我了个擦！青春有没有！小学六年级有没有！哪个女人没喜欢过F4有没有！！！
(NA)	极品。无法超越。
(3星)	有時好看，有時好悶
(NA)	那个时代的经典
(5星)	第一次迷上电视剧，第一次接触蔡导的作品！
(4星)	N年前超红的剧额~~~就是这部剧开始，无数的剧开始使用NP设定。。。。。难道男生们是因为对女生的口味一样儿结为死党的么？费解。不论现在有什么奇怪的想法，也无法掩埋当年此剧之红。。。。然后各位男主演们就都如流星一般璀璨了~~~~~
(5星)	我这么多年唯一重新看过的片子
(5星)	回忆回忆
(4星)	看的 第一部 台湾偶像剧 
(5星)	杉菜不再道明寺连呼吸的力气都没有了
(3星)	好吧...我承认我当年很傻很天真...
(4星)	其实还是漫画好看些，怀念
(3星)	俺大三才看。。。
(4星)	被禁了才看……
(4星)	^_^
(3星)	初中那会假期从早看到晚。。。现在再看他们几个在那里边怎么那么丑啊。。。
(NA)	流星花园——原来我曾经那么的迷恋过三年。。。我喜欢道明寺的霸道，喜欢花泽类的安静，喜欢美作的义气和西门的不羁。不过，曾经就是曾经……
(4星)	咋说都是偶像剧的开始
(NA)	童年的记忆。会常常回看。
(4星)	道明寺与杉菜之歌~
(4星)	永恒的经典~大爱仔仔~
(5星)	偶像剧的经典 再也无法超越了
(4星)	只是演员不够帅而已（除了仔仔）其他都挺好。
(5星)	不说了...但是爱花泽类，现在爱道明寺...
(3星)	好吧，我也看过书
(NA)	永远无法超越的经典
(5星)	我的天啊！！！！青春时期的经典之作！！！！ 道明寺！！！！
(NA)	運
(3星)	养眼还行，不能深究。
(NA)	哈哈哈····青春的痕迹··
(NA)	小学五六年纪看的，也忘的差不多了，不过这倒是我对台湾偶像剧最初的记忆。
(5星)	这是俗套故事，侯门公子爱上贫贱女，古装民国时装剧皆宜。十年来却随时令我们怦然心动，因为始终难以释怀那年夏天不在乎门当户对的少年情结，始终不能放弃对童话故事的追寻。批评者苛责它不展现婚后生活庸俗琐碎，不知鼓励梦想才是其责任，做不到是你错。当然，包装很重要，台版做得不错。
(NA)	小学看得哦！！！！好棒的哦！！！好想重温一遍！！！！！
(5星)	偶像剧启蒙。。
(3星)	那个时候很火 ！
(4星)	F4的年代
(4星)	上小学那会看的，我还记得道明寺...
(4星)	那时候的朱少爷真帥気！
(4星)	这部戏的里面的人物应该改成中国式的名字的，这是唯一的缺陷。本来我想弄日本版的，但是那个道明寺太丑了
(5星)	还用说么  最完美的偶像剧
(4星)	那时候特别喜欢
(5星)	还能说什么，经典
(5星)	大概没几个人没看过。
(2星)	时刻警惕我，别装逼~
(3星)	言承旭
(4星)	可以算是经典了。。。风靡全球
(3星)	F4很贫穷
(NA)	重温经典 还是很棒觉得 感觉那个什么雷阵雨太讨厌了
(4星)	已经 十年了啊，还记得当时看这部剧 的感觉。。
(4星)	相较于雷正雨那还是可以看看的额。。。。
(5星)	没看过是不可能的  这是推动了盗版VCD的发展
(4星)	恩恩恩恩
(5星)	再没过这么入胜的感觉。给了我永久情结。
(4星)	可能是我重看次数最多的一部电视剧了。面对陪你去看流星雨，我真的无力吐槽了。
(NA)	大三时才看的 都快笑抽了
(4星)	其实很不错了。。。想来捧红了这么多人就知道了。。。
(5星)	心中的永恒
(5星)	好喜欢当年的道明寺
(5星)	十年后再次重温，依然为他们对爱情的那份坚持而感动……
(4星)	那时候好像为流星花园疯了，简直成为生活里面的酸甜苦辣
(5星)	有十年了吧，突然想再看一遍。很多关注的内容都不一样，只是依然狂热的喜欢道明寺。可是世上没有道明寺。
(5星)	永远的回忆。。
(3星)	年轻的时候特喜欢言承旭
(4星)	风靡一时
(5星)	我小时候是有多爱你们..我买了多少你们的东西啊,只要是跟F4有关的没有我不买的..又落在出租车上多少!!啧啧...又因为你们找了多少次家长!!!
(4星)	还算喜欢的片子!
(4星)	我的第一部偶像剧
(4星)	比韩版的好 比日版的差
(5星)	剧情忘得差不多了。。但当时的我貌似很喜欢
(5星)	超喜欢。经典经典。感情刻画的很深刻自然。
(5星)	没看过这部的估计永远都不懂台剧为何物吧！不可否认它是台剧史上的里程碑！经典之作！看它捧红多少人就知道！
(4星)	经典
(4星)	那时小学旁的小卖店都卖他们的周边。第一次买明星海报，把周渝民贴在墙上
(NA)	我最最喜欢我们家啊寺啦。
(4星)	偶像剧启蒙····想当年 我才上小学···现在大学都快到头了
(5星)	看得第一部台湾偶像剧。。
(4星)	仔仔那时候就是粉嫩啊~！！
(5星)	真是十年来最倾心
(5星)	爱死了花泽类的神情……
(5星)	至今念念不忘的情节，亚萨系的暴龙啊，你的道明寺是我的最爱！
(3星)	 这个...大家都看过吧
(5星)	偶像剧的启蒙！！！
(4星)	这时候的大矮湿还没有那么装逼。反倒挺喜欢。
(5星)	要是一个经典。
(5星)	这是部经典，无可匹敌。
(4星)	偶像剧终归只是偶像剧。
(4星)	老只的童年啊= =
(4星)	经典总有它的原因
(1星)	不知为什么就是不喜欢
(4星)	十年前看的时候喜欢仔仔，现在再看喜欢言承旭
(3星)	经典。。。
(4星)	算是童年记忆？
(2星)	......
(5星)	我一去不复返的初中小情怀！哈哈哈哈，深深迷恋花瓶般的仔仔~
(NA)	记录童年观影历史
(5星)	这部剧初中的时候看的，当时真是一夜红了他们红了整部剧啊。记得刚开始的时候觉得花泽类帅，看着看着觉得道明寺帅呵呵。我倒没嫩么喜欢杉菜，不过依稀记得杉菜爸妈超贫的，一到她爸妈说话我就倒过去哈哈~
(4星)	偶像剧也不是随便什么人都能拍都能演的
(4星)	偶像剧鼻祖！
(5星)	一定要看的搞笑偶象台剧
(4星)	其實真的挺好看的= =。
(5星)	❤、从花泽类到道明寺，这部人生中的第一部偶像剧是开启我们这代的经典哦~百看不厌啊~
(4星)	某个寒假每晚陪老妈看～
(5星)	当年的经典剧 果然什么元素都有什么都很优秀 感动死了~~~
(4星)	小学时看的，当时沉迷于此。
(NA)	还是我妈借的碟~
(4星)	中国偶像剧的开山鼻祖，虽然里面的道具制作啥的不咋的，但当时真的是热血沸腾哇~~~
(3星)	青春的年纪看到了青春的美男和美女，虽然故事麻雀变凤凰，但还是给人无限遐想
(3星)	边看边骂，哈哈
(5星)	我儿时的记忆，还记得第一次买他们的正版原声带，那时候是真的疯狂的迷恋呀
(2星)	令人难以恭维的演技以及狗血剧情
(3星)	上课被老师逼着看
(5星)	陪你一起去看流星雨，爱上你是我情非得已
(5星)	我不得不说，不以现在的眼光看这部戏，上初中的时候第一次看流星花园，我的确迷住了，而且买了碟片，看了N遍，所以在那个年代是好戏
(4星)	呼。这么多年，终于补全了。。。可惜我已经过了白马王子灰姑娘还有水晶鞋豪门梦的年纪
(3星)	.........
(5星)	这辈子都忘不了
(4星)	在这样的时刻补习了这堂青春期缺失的课程，是幸还是不幸？关乎年少轻狂无所顾忌的爱情以及理解和真心，总是能轻易地让人中毒，唤起最初的那股力量。王子和灰姑娘终于走到了一起，激情是否还能继续，幸福美满是否可以期盼，为什么现实中却有那么多的变故，使我们不再愿意相信，还是世界上根本就不存在爱
(4星)	儿时回忆= =
(NA)	当年就是从这个开始爱他滴
(5星)	重新回味一下~果然還是台灣的最經典~
(5星)	不管怎么翻拍，还是台版最经典
(5星)	曾经的回忆啊~这么多版本还是觉得台版最好
(5星)	拍的最好的偶像剧，绝对！
(5星)	是不是每个LOLI都曾有灰姑娘情节？
(5星)	。。。
(5星)	电视剧里的最爱～
(3星)	经典的偶像剧
(4星)	言承旭。
(5星)	永远的流星花园
(4星)	曾经，深深迷恋，真的，真的大S演过的角色中，觉得杉菜是最好的
(4星)	喜欢杉菜啊~
(5星)	永远的流星花园~
(5星)	周渝民的花泽类站在那就是一道风景，永远的无可取代。
(5星)	至今唯一觉得好看而且经典的偶像剧。。。。
(4星)	这不是咱当年的神作嘛,哈哈哈
(5星)	这才是偶像剧。
(1星)	舞芌坛时代的我
(4星)	那时候看的，初二，感觉一般，我记得我第一个爱上的女孩子超级爱看。。还有里面什么F4 我当时就觉得他们长的难看了
(5星)	哦!! 当年的挚爱! 过多年后再看,发现我果然改喜欢道明寺了&gt;&lt;...
(4星)	以前特别迷啊
(NA)	对我开启了偶像剧大门
(5星)	无法超越的经典啊
(5星)	最喜欢的偶像剧
(5星)	曾经熬通宵一口气看完的电视剧。能这样疯狂的没有几部。
(NA)	那时小 还喜欢看这些东西...哎 现在觉得好假啊~呵呵 
(4星)	从小学开始 看过好多次了 喜欢道明寺 
(5星)	当时我很沉迷道明寺！
(2星)	真的不明白有什麽好看的&gt;&lt;
(5星)	看的第一部台湾偶像剧，让我想起当年F4是很帅的，大S是很青涩的，剧情是很给力的，当时喜欢道明寺！！！
(5星)	柴姐坚决神人呀，能找到这么部被之后不断拍烂的故事。比起后来的日版韩版内地版，个人觉得还是台版这部最经典。偶的台湾偶像剧的开端。
(5星)	漫画里的爱情，沉沉的在我心底滋生。
(5星)	不可否认的带我走进台剧的作品
(5星)	怎么可能错过你!
(5星)	我居然才标记
(5星)	超爱这部电视剧~这版~
(5星)	又怀旧了
(5星)	那些年少时的梦啊~~~
(4星)	从这部剧开始我就一发不可收拾地看上台剧了，当时还是很迷恋花泽类的
(3星)	还是这一版的比较经典吧~不过不是我的菜~
(NA)	当时是同桌。
(5星)	虽说改了剧情我表示不满意，但是演员我还是满意的！
(4星)	不知道为什么，特别喜欢第二部里美作的爱情。
(NA)	大S怎么演的那么好！！！！！！刮目相看啊啊啊
(NA)	内个。。。当年四个里最稀罕言承旭
(5星)	偶像剧的始祖。每年暑假比重温一遍的偶像剧。不是因为情节多么丰富 人物多么有血有肉 是因为怀念青春。
(5星)	按当年的水准来说很好了，也不做作，情节也算流畅，只是服装和造型在现在看来实在不敢恭维。
(3星)	其实我后面一直都没有看……所以根本不知道后面怎么回事。
(5星)	童年的回忆，不管你懂不懂。
(4星)	曾经风靡一时
(4星)	话说为什么没有看完呢？当时还禁播来着，上网看的似乎。
(4星)	結局 不好。
(4星)	看的第一部偶像剧，也开创了偶像剧先河
(5星)	然后我去买了本杂志.
(3星)	最火的时候没看，后来闲着无聊看了前几集直接跳最后一集
(4星)	风靡一时啊
(NA)	经典
(3星)	那个年代算不错了...
(4星)	看的第一部青春片真是怀念。。
(4星)	情非得已
(4星)	一部电视剧惊动了政府，你就知道它当年的影响力了。
(5星)	再过多少年我都记得曾经疯狂迷恋花泽类
(NA)	记的我还是初中生的时候的作品，虽然时光流逝，但是还是值得看一下，麻雀变成凤凰的故事，虽然第二部，很磨唧……
(3星)	冲仔仔给四星
(5星)	那会儿我8岁。
(2星)	没有看过完整的，但是真的不要紧...已经够雷了..天知道我有多讨厌大S的大饼脸...不过我还是要说一句，是它伴随了我的青春...
(4星)	时代的眼泪
(4星)	補習一下
(4星)	我看过的第一部偶像剧，然后因为当时的家长很封建，就被电视台封杀了。。。现在看来，这样的东西有的是。。。
(4星)	据说喜欢霸道是因为内心缺乏安全感。
(5星)	只能说经典...
(NA)	简直像爆炸一样的出现 在我初二的时候突然就炸醒了我的少女心
(5星)	这里的大s才是我喜欢的
(NA)	那时候的杂草杉菜倒是蛮喜欢，可惜越整越不招人待见了。。
(5星)	这就是青春
(5星)	= =突然發現我還看過這東西……幸好這是我看的第一部偶像劇，因為現在我已經發展到聽到台灣腔就犯噁心了……
(5星)	偶像剧启蒙！
(NA)	现在听到任何一支歌，都会哭，不为电视剧，为那些青葱岁月
(4星)	也是当年那个迷恋呀····
(5星)	以前班上喜爱的偶像剧，而我只爱听主题歌，哈哈
(5星)	想起来又重温一下 最喜欢这版的花泽类了
(5星)	这是那一代的回忆
(3星)	当时稀饭的是道明寺。
(5星)	真的很经典
(4星)	曾经的辉煌已不再
