http://movie.douban.com/subject/4751653/	怒火街头 怒火街頭
(4星)	优质律政剧，虽然还是不喜欢女主
(5星)	胡mm真是惊艳啊
(4星)	还行。
(5星)	还不错！所有的的一切都是，结局超赞！
(4星)	比《真相》好看。比较踏实落地。
(4星)	听说今年TVB两大热片：潜行狙击、怒火街头~看了第一部接着这部，不错不错，轻松幽默，不过据说后面也挂人了，哀求~
(5星)	杏儿也没能挡住我打五星哦。
(NA)	先看的真相，所以觉得这个没那个好看
(3星)	好吧，不怕你们笑话，我这两天的时间就浪费在它身上了。。。
(3星)	#胡杏儿#跟 #郑嘉颖#挺有化学反应的，希望这部《流氓大状》会有续集，喜欢#李灿森#
(3星)	看了一半 实在受不了 胡杏儿的造型呐
(5星)	结局有点仓促啊。
(3星)	最可惜贞贞和丁家富没有在一起~伤心啊~（丁家富真的是李灿森啊~）
(4星)	胡杏儿太煞风景了
(4星)	还不错，里面几场戏很搞笑啊~~现在蛮喜欢kc的，看胡杏儿也顺眼多了~~
(4星)	主角设定非常好，后期剧情有点跳跃，女主角太丑，总的来说这部戏不错，但还是觉的可以深入，有点浪费这么好的设定！
(4星)	节奏稍微慢了点，用在探讨法与情的对立与接合上，值得
(4星)	这片比潜行狙击好看多了，配角看着也舒服。
(4星)	片名像是古惑仔之类的片，估不到律师界的打打杀杀并不比黑社会的打打杀杀逊色，一样精彩呀！郑嘉颖表演得好好～
(2星)	还是tvb的老毛病，脸谱化严重，郑嘉颖表演太过，另外剧情不合理，看过美国律政剧的应该明白，在海洋法系中，不可能存在罗力亚这样的律师。另外，最后的剧情也很不能接受，被告的辩护律师居然处心积虑要置被告于死地，这在法律体系里是无法想象的，如果是真实案例，被告完全可以凭借这一点彻底翻案
(3星)	滕丽名演什么都是一个样子。分手后再回归好不唏嘘。
(4星)	Law霸真的很搞笑，米佐住也很搞笑，反正那四个人都很搞笑啦~~不爽胡杏儿~
(NA)	..
(4星)	男女主角可以说是从头暧昧到尾啊……等着看2啦~
(4星)	还好没遗漏了这部剧！KC演的很好，案子都挺精彩，结局也没有崩...very good！
(4星)	搞笑又吸引人的感觉，不过结尾觉得挺匆忙咯。
(5星)	law霸真是太有爱了~！
(4星)	好欢乐~
(4星)	好看
(4星)	看到结局把我看哭了
(5星)	原来看与敌同行的时候还不认识郑嘉颖，对那个角色和人没什么印象，算是怒火街头让我喜欢郑嘉颖的吧，那种pipi的样子挺适合他的
(3星)	如果去掉最后，可以打四星~
(4星)	后面比较赞
(4星)	李灿森也演TVB剧了。。。。。。
(NA)	貌似我对港台剧也过于热衷了哟~
(3星)	已经欣赏不来tvb了，但是我还是看完了。我觉得我很无聊，三星给李灿森。。
(4星)	港味浓重 KC很突破 
(3星)	郑嘉颖扮演个邋遢大律师算是突破吗
(5星)	喜欢郑的结案陈词
(4星)	应该还有续集吧，哎，倒数第二个剧情有硬伤诶，明明是谋杀
(4星)	不错不错~~ 最后那点隔着铁栏的时候 很感动耶~~
(3星)	还行！！
(5星)	赞郑嘉颖的流氓律师，同胡杏儿有火花阿！上盛佳作。
(4星)	喜欢帅哥郑嘉颖，胡杏儿的发型不是很好看呢。律师题材一般都是我的菜。
(5星)	太好看，从此爱上KC， man的不行
(3星)	KC的邋遢大状LA Law真是触目惊心啊。不过看完《真相》就觉得这部剧里面的情节有些小儿科嘛。故事情节倒是紧凑。不过始终觉得破解方法有些勉强~
(4星)	典型的港产电视剧 看着轻松下 八错吧
(4星)	不喜欢胡杏儿
(3星)	实在不喜欢胡杏儿念台词那种语速，陈敏之有惊喜
(4星)	为什么要选胡杏儿！！！KC最高嘛！！
(3星)	还行吧~
(5星)	最爱kevin  没想到胡杏儿还挺女人么  嗯嗯 ！！！
(4星)	郑嘉颖终于不再是我脑海中的江玉郎了  剧情都算紧凑
(4星)	胡杏儿造型不好看
(3星)	挺弱智的剧情，郑嘉颖怎么扮都帅的一塌糊涂
(4星)	刚看完……  不错的说
(5星)	超级喜欢  ，我比较喜欢这种类型的
(5星)	其实我觉得郑嘉颖的角色由黄子华担当的话会更好
(4星)	觉得很短 一般~
(5星)	本来给4星，因为最后一集加1星……
(5星)	tvb呀 郑嘉颖就是可以绅士可以痞子 我喜欢胡杏儿呀
(NA)	我KC的剧
(4星)	大爱结尾那一幕～～～
(NA)	李灿森~
(3星)	对立面的案子不感冒，对王思苦的穿着感冒，就按着这个形象走起来…
(3星)	郑同学非常帅，胡同学非常瘦
(4星)	为啥TVB产量、质量都这么高呢？
(4星)	结局。。。
(NA)	不错！~
(4星)	有点虎头蛇尾，其他都非常非常好看
(4星)	算是最近不错的TVB了
(3星)	一般，很一般
(4星)	郑嘉颖啊你还可以再帅一点不~~！！
(3星)	还不错~~
(4星)	亮点多多，但有点虎头蛇尾
(4星)	索腿天后厉害！ 司法公正立意不错！
(3星)	胡杏儿除咗大喊大叫同埋瞪眼还会做咩，可媲美咗徐子珊嘅
(4星)	介个真心不错，比《真相》好看呐
(3星)	胡杏儿堪比钟嘉欣了。。。
(3星)	哎~这个暑假兼职是港剧专业户了
(3星)	改变了我对郑嘉颖的看法，原来他是有演技。
(5星)	真相和现实总是残忍——妓女珍珍死的真是可惜。人追逐到最后，怕是会失去最美好的东西。
(4星)	很赞哦，做律师要对得起天地良心，善恶到头终有报~~~贞贞绝对嗲，喜欢~~~郑嘉颖帅额~~~
(4星)	为了LA，为了贞贞~难得记录下看过的电视剧~
(3星)	还行
(3星)	剧情有点拖沓 不过好在演得有趣味 对主角无感 配角倒是不错
(4星)	郑嘉颖的表现还是这么痞，汗
(3星)	XX先生~我们是传奇市场调查打给你~首先谢谢你替我们做了个问卷调查~我们有一个大抽奖，您中了头奖哦~奖品是十万块现金~你听到口信之后呢，麻烦你来深水埗XX楼来领奖~如果过了今天，我们就要重新抽奖了~希望可以见到你，拜拜~
(5星)	近五年来最具个性的人物描摹和组合，虽然案子不是那种费尽心机造的迷案，但剧情由人物来推动，这已经是多少年TVB没有出现的了？
(NA)	20 男1戏份有点少，李灿森不错
(4星)	港味好浓的片啊 很久都没见那么原汁原味的港片了 那么深入草根阶级难怪此片那么多师奶买单啊 KC演这种痞角色真是好有爱 连女主是胡杏儿我都觉得可爱了=、= 期待二啊~
(NA)	郑嘉颖 顶。
(3星)	剧情一点都不扣人心弦跌宕起伏 
(4星)	巨讨厌胡杏儿，动不动就拿根手指指人，你以为你是美国佬天天FUCK U啊？
(4星)	拍得细腻，不错，剧情有的地方有很多破绽，不过有血有肉
(3星)	被剧透了，没看完
(4星)	没有《真相》有感觉，但不错。
(4星)	比潜行好看哎
(NA)	胡杏儿真丑
(3星)	郑嘉颖你把你的乒乓球发球器跟球台借给我耍哈啦~！
(4星)	轻松搞笑
(5星)	郑嘉颖作为我童年时代一个非著名坏到骨子里面的坏蛋至此之后火了。。。
(3星)	这部剧让我认识了李灿森。tvb近期出位的女主都不怎么样(尤其是演律师的)，还是滕丽名这样的老演员让人赞叹~结尾剧情太敷衍，烂剧中它可排倒数几位。
(2星)	怎么说呢，有点失望。。。
(NA)	哎呦。本来很喜欢tvb的电视剧的，现在在看09年的韩剧伙伴，题材和怒火街头差不多，在看到第四集，有两集的案件和怒火街头一模一样，相似率达到百分之90,。编剧也太要不得了吧。直接照搬，一点都不改啊
(3星)	跟真相真的好像
(4星)	结局有点仓促
(3星)	此片给现今的TVB指出了一条新路。
(5星)	據說怒火而也要拍第二部了。期待..
(3星)	结尾很无语，tvb为什么经常烂尾呢？
(3星)	L.A还是蛮搞笑的~做人原则性很强！
(3星)	还可以吧 剧情平平 比起经典港剧 么有太大的起伏 不够吸引眼球
(3星)	这里的case真是太雷了
(4星)	感觉还是不错的！
(3星)	李燦森@TVB YES!
(3星)	居然有人说好看 ...我宁愿把以前的老片翻出来 
(3星)	真心不喜欢胡杏儿~~~~~~
(3星)	郑嘉颖演得非常好，但是剧情太老套了
(4星)	还是能睇哦，不过嘉颖明显变老鸟。小人物，大人物。能继续看下去。
(4星)	李灿森怎么长的那么像只鸵鸟呢哈哈哈 可爱啦
(5星)	好看
(NA)	好看好看呐。
(4星)	可怜的贞贞，结局和真相里的大C一样悲催
(3星)	真心不喜欢胡杏儿 冲着李灿森看的 只是里面有点打酱油了 
(2星)	坑死爹
(4星)	胡杏儿的戏依旧假假的，这部剧好了一点，陈敏之看上去就很顺眼。
(4星)	李璨琛不演痞子了，鄭嘉穎改演痞子了，还有關礼傑……都是我喜欢的。（¯﹃¯）
(5星)	郑嘉颖Law霸不能再帅了！静候电影，坐等续集！
(3星)	胡杏儿在里面的扮相不喜欢...剧情太弱了
(5星)	看完之后就像做律师了。
(3星)	李灿森打酱油太可惜
(4星)	果然我是不喜欢胡杏儿的啊··不管是冲上云霄里的苏怡，还是怒火街头的王思苦。都好讨厌啊··  还有··为什么贞贞最后死掉了啊！！！可怜的阿钉啦！
(5星)	不错不错
(3星)	后面有点儿惨不忍睹。关礼杰+李灿森。给个面子吧。
(4星)	Law霸来喇~哈哈哈哈~
(4星)	喜欢陪审团那段落，新视点
(4星)	请保佑我过司考！
(2星)	贞贞好惨哦。
(4星)	作为律政剧自然很难超过当年的《一号皇庭》，作为新剧带着时代的气息，流行时装+新颖的案件题材足以吸引大陆观众的眼球啦~同时也对律师的职业伦理和社工的尴尬地位发出了时代的最强声~最后郑嘉欣入狱胡杏儿的成长作为最为全剧高潮，前因后果逻辑缜密，终于超越了多年来爱情的主旋律
(3星)	这部剧里··胡杏儿的表现真的不怎么样的啊！
(3星)	越看越没劲……
(3星)	不喜欢胡杏儿、、这里的郑嘉颖不是很帅
(4星)	深水埗，没有什么变化
(4星)	好久不看港片了，很不错啊。演员都很到位，剧情也很紧凑
(NA)	喜欢、郑嘉颖、
(3星)	胡杏儿 挡上脸100分
(4星)	嗯。。精彩。。
(4星)	只能说某女人太惨了
(3星)	我觉得一般般，可是很多人都说好看，收视也很好。整部剧的氛围很不伦不类，不知想严肃还是搞笑。贞贞身世坎坷最后还死了，这是我最意外的，毕竟她和阿丁经历了那么多波折，我还以为他们能大团圆结局。
(NA)	一群老男人....笑起来那个眼角的鱼尾纹啊....
(5星)	觉得比《真相》更好看的律师剧，郑嘉颖越来越适合演流氓，真不敢相信最早我看他演戏是演富二代。
(5星)	KC就是我打满分的全部理由!
(4星)	传统意义上的TVB~~
(3星)	明明那么精彩的一部戏嘛 都不知道最后2集是干嘛的 明明是喜剧嘛 干嘛要贞死啊 最后一集是为了说明妨碍司法公正的也会是好人么 减2星啊！！！！！
(3星)	作为律师 应该求财还是求真相
(3星)	结局匆忙了点吧，不喜欢结局啦，案件也不是太精彩~
(4星)	 20集的长度，实在太仓促，感觉故事刚刚展开，就要忙着收尾。心理期望高了些，多少有些失望。
(2星)	很烂，但还是看完了，胡杏儿实在太难看
(3星)	不晓得是不是应该说是巧合  里面的几个案例和09年的韩剧《伙伴》几乎一样  
(3星)	港剧里都没有人用爱疯四，真好。
(4星)	喜欢这种的！
(5星)	最近TVB狂拍律师的戏码
(3星)	胡杏儿，喜欢喜欢 。
(4星)	好吧，我是个疯狂的TVB粉
(3星)	没真相好看
(3星)	剧情漏洞百出
(4星)	剧情还是很抓人的，只不过对胡杏儿接受无能。
(4星)	幽默而又精致，编剧很好，让我感叹的是，TVB的发展不能忘了那些演技精湛的配角啊。
(4星)	被我老妹拖下水。。。
(4星)	挺搞笑的，一开始，可以看看
(3星)	兄弟在一起的时候好搞笑啊！！！还行吧，没真相好看
(NA)	不错，两口气看完~
(4星)	渐渐失去兴趣的港剧，四星中的三星是冲着陈敏之那双腿的~
(5星)	同为律政题材，相比真相我更偏爱怒火，无论夏天生还是罗力亚，郑嘉颖还真的很适合这样痞气十足又极富正义感的角色，林子善和李灿森无疑给剧情加色不少，四个男人同台戏，自然好戏连连罗~~
(4星)	情感戏多了点
(4星)	这排行的我几乎都看过。。但是几乎都让我无语 没啥想说的。
(5星)	出位港剧，又一力作。
(4星)	结尾太烂
(5星)	挺好的剧情。特色的港剧风。喜欢。也喜欢Kevin。
(3星)	不如《真相》精致。胡杏儿还是没气质没演技，郑嘉颖没有梁朝伟《流氓医生》的那种从容颓废和洒脱，太用力不自然。个人认为谢天华演会好很多，后者有点吊儿郎当和邪邪的气质还比较称这个角色。没办法，TVB的演员现在是每况愈下了，只靠固有模式支撑。我们看了二十几年TVB的人只能凭对港剧的感情去看了。
(4星)	我不喜欢贞贞死。
(4星)	非常喜欢电影的感觉，香港街头。。喜欢OL装。。李灿森。。呃。
(4星)	好久没看tvb | 赞这次的男配 林子善很有喜感
(3星)	虎头蛇尾了
(NA)	无比怨念的HXE，无比怨念，比YY还怨念，TVB没人了么，捧她？
(3星)	造作了
(3星)	KC很帅气。没有其他了~~~
(3星)	看到最后 太坑爹了……  我竟然坚持完了…………
(3星)	郑嘉颖的痞子样我还是挺喜欢的，就是剧情设计不咋滴。好几场案子看个开头大概也就猜到结尾了
(5星)	做个律师也挺不错的~
(3星)	TVB真是没有人了。。剧集开始还不错。到后面就疲倦了。
(5星)	好看 但是比真相差点
(4星)	我个人很喜欢这种玩世不恭但是又很有责任心和正义感的处事态度。会给人已一种起伏的感觉。跟人已意外又崇拜。
(4星)	应为这部喜欢上郑嘉颖。。HIAHIA
(4星)	虽然说是没有看完，KC的law霸很妙
(4星)	相当不错的律政剧，也是今年TVB唯一一部敲定要拍续集的剧集
(2星)	TVB 乃肿么了 近年都是律师戏
(5星)	流氓律师们
(3星)	看到一半就已经疲劳了。郑嘉颖不管在什么场合都是一样的演技，胡杏儿的嘴脸实在是看不下去了...都是亏着几个男人在一起有趣的画面才坚持的啊
(3星)	真不觉得陈敏之漂亮
(5星)	好久没看TVB了，这部又让我重拾对TVB的兴趣，走了一条不同于传统律师片的路线。
(4星)	郑嘉颖~
(NA)	有点不真实~感觉怪怪的
(3星)	冲着郑嘉颖去的，不过看了几集，不喜欢胡杏儿，实在是看不下去了~~~
(5星)	20（完结）从主角到配角我全都喜欢呀，每个人都好有特色，好突破！当然除了胡杏儿，她的角色总是让人喜欢不起来呢！L.A.Law Law霸你不要每集都吃个不停勾引我啦！郑嘉颖真适合演这种角色！林子善可爱呀！papa正剧虽然不多但是刻画人物方面很深刻 “不知不觉你会变成十几年前你最鄙视的那种人”
(5星)	好看
(4星)	典型港剧，我爱大排档
(4星)	only you和这部戏里的郑嘉颖看起来差不多，同时追两部戏的时候，偶尔混淆一下
(4星)	蛮好看的~20集，一下子就看完了
(NA)	李灿森演戏了。。。
(4星)	法庭打官司好型！郑嘉颖D搞笑有D夸张，第一次见。
(4星)	李灿森诶
(3星)	造了一个理想的国度，对社工，对妓女。有些人生的态度和信仰是可取的，只是社会上不会人人都是理想的。
(3星)	虎头狗尾
(3星)	逻辑有点怪怪的~但是是好的尝试啦
(4星)	相比真相的卡司， 更喜欢LA和杏儿这对。LA越来越吸引人，胡杏儿一路走来律政剧拍了几部，这次成熟了几分，一直喜欢她，尽管那么凶：）。片子整体有点变教育意义的样片
(4星)	最爱TVB破案剧。郑嘉颖吃了什么防腐剂，竟然这么年轻！剧情有的虽然有点牵强，但还算可以。打发无聊的好剧啊~
(4星)	只有20集确实觉得过于匆忙，很多东西没办法展开；大陆的律政剧怎么也不可能拍成这样子，或者说，大陆就没有律政剧。
(3星)	总之就是各位演员各种颠覆形象。TVB虎头蛇尾的毛病依旧。
(3星)	终于啃完了，啃了2-3个月了。结局很温馨，敌人和敌人在监牢里下跳棋~胡大便你的丑真的是用语言都没法形容的。
(4星)	帅锅靓女啊~~like
(3星)	他们四个人一起出场的时候 超拽的。。。
(3星)	我只是因为有郑嘉颖才看的》《
(3星)	看过真相以后，这部剧只能给三颗了。。我有个疑问，为什么郑嘉颖在TVB里的角色都是如此的相似呢，完全一个感觉嘛。。
(5星)	在隔离七日情、刑警、女拳之后，它的出现重拾了我对tvb的信心，而且第一次对郑嘉颖有了如此好感，只是看到胡杏儿跟他亲热的时候还是很不习惯，我们家bosco怎么办呀！！
(5星)	郑嘉颖挺帅的
(4星)	可以一看~
(4星)	就胡杏儿最丑
(4星)	LAW霸太有型了！！
(4星)	扣1个星星是结局好烂，我接受不到！其余部分，我觉得处理得好好~18集后比较差！！！！！！！！
(3星)	这个和《真相》差不多类型的片子~~胡杏儿越来越PP了
(NA)	爱KC
(4星)	胡杏儿怎么就是喜欢不起来呢！！
(NA)	好像蛮搞笑的 木呵呵
(4星)	还不错啊 挺搞笑的 
(3星)	结局残了。
(3星)	片头曲挺有意思
(4星)	片名取的太大了其实
(4星)	郑嘉颖还是最适合随性角色嘛 但重点是 胡杏儿自从短发后...变得能看了...
(NA)	追的时候觉得很好看，看完了就觉得也还好。。但对郑嘉颖的看法180度好转啊
(NA)	2011-07-30~2011-08-05  尾部草率結束。。。
(4星)	觉得郑嘉颖帅了
(5星)	这部剧确实不错
(4星)	羅霸很給力！劇情好啊！為貞貞和阿釘感到可惜~~
(3星)	我非常诚恳地请求郑嘉颖大叔退休，顺便带走那个声音和样貌都极其古怪的“港姐”胡杏儿。这是一部完全靠配角出彩的剧，郑嘉颖的痞和胡杏儿的辣都恰如其分地诠释了什么叫用力过度，不幸的还有老戏骨石修也被他俩狠狠带跑了。除新进龙套王林子善的加分演出，滕丽名惊喜最大，师奶造型和表演都很令人赞叹。
(4星)	有点受不了胡杏儿。郑嘉颖这部戏很出彩啊！
(4星)	真真好可怜啊
(5星)	tvb今年佳品
(3星)	没有评价说的那么好，结局有点怪，为什么非得要去坐牢啊，就是为了不想是大团圆的关系？
(4星)	小胡越来越漂亮了，整部剧诙谐幽默看起来很轻松，LAW霸绝对大亮，期待续集。
(4星)	冲着主演去的，剧情嘛……
(4星)	希望出第二部
(5星)	郑嘉颖、、真的 很不错，稀罕
(NA)	无聊的时候为了打发时间而看的，就这样吧。
(2星)	胡杏儿真的不是一般的丑。
(3星)	为什么只有律师在查案啦？法证先锋们呢？重案组们呢？
(4星)	突然发现还挺喜欢郑嘉颖的戏，之前都没看过
(5星)	很好看！~哈哈
(4星)	如果换个女主，或者女主换个人物设定，我想我会更喜欢的
(4星)	结局不错，郑嘉颖不错，没有大家说的那么好看。 
(5星)	今年迄今最贊的TVB劇
(3星)	虽然编剧很一般，生日密码那个桥段还是很温馨的。^^
(4星)	还不错，可以看
(3星)	为啥这几年 郑嘉颖  越看越顺眼了呢？
(4星)	郑嘉颖实在太靓仔了~
(4星)	郑嘉颖大叔！你好老！！！更离奇的是居然李灿森也出现TVB了！！！
(5星)	Tshirt短褲人字拖是我的專利
(5星)	《怒火街头》是这一年来我看到的最好看的TVB剧了。。。。可能是太久没有看到TVB的律政剧，不乏笑料，不乏温情戏份，还有不乏律政剧应该具备的各种东西。。。。很好~我用了3天看完了20集。。。。喵。
(4星)	典型TVB，一如既往追~
(4星)	比较青春的律政剧吧，案情偏简单了，不过整部剧比较轻松，看起来比较欢乐。
(3星)	这几年难得的色彩鲜明的港片了。虽然剧情没有什么特别之处，一集集看下来还是蛮快乐的。LA和思苦在一起后的那段很有爱啊，“不枉费我送你一个礼物……”只是可怜我的关礼杰和滕丽名，啊啊啊，我是多么爱你们的当年。
(NA)	已阅~
(4星)	KC很有爱哦
(3星)	前面一半还行，就是看了“玻璃碎片弹进颈部大动脉”的Case后彻底无语了。香港编剧忽悠的功力，只怕赵本山也得甘拜下风。
(4星)	胡杏儿的演技，在80这一拨儿里脱颖而出了，没有谁能和她同日而语了。郑嘉颖也不肤浅了，耐看了。故事结构紧凑有序，这两年TVB作品里算可以的一部。
(3星)	主题曲咋这难听……
(3星)	看热闹吧，矛盾太少了~~
(NA)	中段放弃，太罗嗦，且不可抑制的朝着狗血与矫情的方向发展了
(3星)	其实结局算不错了
(4星)	李灿森一笑我心都化儿了！
(NA)	超爱郑嘉颖，胡杏儿的发型……不喜欢。
(5星)	嘉颖实在是太帅了，sam也很久不见。整部片子风格蛮搞笑的，喜欢！
(4星)	【四星半】
(4星)	完全为了郑嘉颖去的
(5星)	确实，怒火是很抢眼的一部港剧。很多香港情怀。故事朴实真挚。看过的朋友都说很好看。
(2星)	做作！！！！跟绝代商骄没得比！说教多得很！
(NA)	从期待到追看到意犹未尽到深深失望。。。案件没有深度，编剧没有足够缜密和细腻，结束的很粗糙，蜻蜓点水的掠过了。。。
(4星)	今年完整的看完的一部电视剧，就如片头曲那样，在港剧中有那么点新意。。。
(3星)	王师傅不是一点的三观不正啊摔
(5星)	来广州前看完了，对每一个人物都有特别的喜爱。这样的法制社会需要更多的自愿者为社会大众的利益维权，虽然思苦和大部分人一样唯利是图、力求攀升，但她的人性和善良最终并没有泯灭。而L.A LAW似乎显得太过聪明了，这也正是邋里邋遢的他的魅力所在了。男女猪脚的恋爱完全体现了现代青年的恋
(NA)	非常好，基本不狗血！哇，还有李灿森啊。黄智雯真不错！各种都不错，桥段啥的都是新的！公司又有希望了，太感人了。PS主题曲赞一万次啊！
(4星)	刚开始不好看，后面的案子还不错
(4星)	不错...爱李灿森啊啊啊吖...
(NA)	从很早以前就很喜欢嘉颖，好演技，好演员。
(4星)	原来那是李灿森，我说这么眼熟呢，晕。。。。总觉得片名不够搭，结局有点扯，KC和杏儿的组合还是挺美好的
(3星)	TVB的剧给3颗星的越来越多了。
(3星)	TVB改走重口味路线第一弹。
(3星)	KC啊KC
(4星)	还算不错 看得下去 而且胡杏儿一直拍侧脸 比以前好看。。。
(4星)	郑嘉颖太男人。
(4星)	四星全给郑嘉颖！
(4星)	不错！
(NA)	算好看的，但集数少了点，最起码应该拍30集的~现在只能期待电影版么~
(3星)	狗血之极致。。。不停地想吐糟。。。但居然看完了。。。
(4星)	好久没看TVB剧了。挺搞笑的。
(4星)	除了女主，其他都OK
(NA)	郑嘉颖帅的··
(4星)	侦探类型的港剧，挺好看的，就是结局不给力啊。
(3星)	郑嘉颖最近是扮花花扮上瘾了
(4星)	被KC的西装+白大褂秒杀！
(3星)	太喷狗血的镜头了，居然能整出裸奔追抢劫犯的尽头，但这也说明了，为了朋友，大家都是同病相怜之人，但是能为这样的朋友做这样的事，换做我做不到，其实人也是在被逼无奈才去做这种事，而且为了他也能从良，丁家富也作出了努力让父母认同了自己这儿女朋友，可惜没有这个命享受未来美好的人生
(4星)	结局一点也不让我满意
(3星)	冲胡杏儿去的。这部是跳着看的。没看完。
(3星)	越看胡杏儿越想吐！
(5星)	演员都很上档次啊，当然还有陈敏之的大长腿啦
(3星)	虎头蛇尾i~
(NA)	最好看无线剧集
(3星)	律师是伸张正义，决不能埋没良心
(5星)	胡杏儿演到结尾都讨厌，对郑嘉颖大改观，很顺眼很可爱啊。陈敏之演的妓女也很勇敢很有个性，超爱。李灿森李灿森李灿森，真是有灵气演的真好，执着的超级帅。真是被编剧气死了，虽然没有什么比贞贞的死的结局更能深入人心，取观众无限同情，又升华这样一个角色的圣洁，但看得这心还是狠狠的纠，为李灿森
(4星)	郑嘉颖又真系几麻甩噶，超搞
(4星)	郑嘉颖 
(4星)	前半部分还行，后半部分有些拖沓
(3星)	郑嘉颖还行，胡杏儿就不怎么样了
(3星)	郑嘉颖转型还不错，胡杏儿好瘦啊，暴肥暴瘦对身体不好，陀枪师姐从帅女变成师奶了，唉~岁月是把杀猪刀啊。李灿森从演变态到有为青年，还有点儿不适应。
(4星)	还不错。。。爱屋及乌。。。看在黄宗泽份上多给胡杏儿一星
(3星)	绿叶好看过红花
(4星)	我喜欢那小四眼儿
(NA)	我最DJ的一对还真是一狗血到底！！明明一开始被塞口了耶，为啥后来就没了？还要一定要见到人才咽气啥的，咽气前只顾着给图纸，也不知道说句我爱你啥的……还有请不要为了效果就抓住个伤者猛摇，正常反应不是应该送医院？否则本来伤者也要变死者……
(5星)	结局有点仓促的说。其他还不错咯。。
(4星)	总觉得这部戏少了点东西。而且不喜欢这样结局。
(4星)	港剧回归了，很质疑郑嘉颖的演技或是编剧对LA角色的设定，原来律师比警察还要管用
(4星)	剧情还行，案件不够复杂，不过胡x2真的不行啊
(4星)	七年前的案子很震撼，后来贞贞的裸奔、死也是出人意料。其实law霸可以不自首的
(3星)	审案的过程看起来很假，法庭之外的部分还算好玩
(4星)	虽然案情稍嫌简单，但是不是刑侦片，就这样吧。法庭的几场对抗也算经精彩。郑嘉颖的law霸角色讨好。
(4星)	 好多香港特产小吃啊啊~ 口水ing……
(4星)	虽然我不甚喜欢这样状态的法律人，失之专业，但不得不承认，在痞子味十足的外表下，是一颗对正义与公正的执着坚守之心~~最后，美腿天后竟然就。。。难道这是TVB的一种教育？
(3星)	看到19放弃了，实在看不下去胡杏儿……
(3星)	好剧情··恶心的演员组合~
(4星)	痞子也是一种帅，尤其是这么帅的一个痞子
(3星)	看惯了美剧就觉得这种剧情比较拖沓啦
(NA)	轻松喜剧
(4星)	还不错啦~我又要开始喜欢KC了！！~~
(4星)	还不错啦~我又要开始喜欢KC了！！
(3星)	烂尾
(4星)	在家被爸妈带着看电视剧= =。。。他们是有多fashion。。。
(3星)	喜欢李灿森~
(3星)	个人认为，在薪酬低 待遇差 工期紧的情况下，TVB的编剧有些进步呢
(4星)	不错的港剧，情节很紧凑，法庭辩论很精彩，值得一看！
(3星)	很一般感觉……
(2星)	郑嘉颖演什么都一个样。。。
(4星)	八错
(4星)	贞贞不要死！
(4星)	米佐治！！！！！！！！！！好的人物塑造一个顶十个散发无限魅力
(5星)	郑嘉颖很帅，剧情就这样~
(4星)	不错哦 律师 为小市民打官非的律师 是令人佩服的
(3星)	看至第12集
(NA)	胡杏儿变好看点了。。
(4星)	郑嘉颖最近在tvb出现频率很高啊，到了老男人的程度味道来了也红起来了。这部里的样子和角色都很不错的，虽然案子继续老套，换个方式重现也让我消磨了美好时光
(3星)	就算一个人再没有廉耻，他（她）也会和我们所有人一样，最后总会有一样东西，就是人权！这是我看这部剧收获的最有意义的一句话。很羡慕他们兄弟四人的友情。
(3星)	我忍了你很久了
(4星)	亮点全在郑嘉颖啊
(4星)	还不错，尽管剧情有些老套，和美剧同题材的不能比。期待续集。
(4星)	前几天带着太后追，今儿人自己看了大结局。四人的兄弟情谊很是亮点。
(1星)	一般般吧  感觉名不副实
(4星)	减一星因为老纸不喜欢郑嘉颖！！！
(2星)	郑嘉颖老老老
(4星)	今年看的第二部TVB，我不得不承认，罗力亚这个角色确是比较讨喜。这也是不爱郑嘉颖的我，能坚持下去的原因。李灿森是我映像比较深的演员，可是真的不适合阿丁这样深情的角色，一见他真情流露就忍不住想笑。至于胡杏儿，已经完全免疫了，就当做是个认真刻苦勤劳的演员就行，不要有太多的感情就好。
(2星)	看过最差的一本TVB法律剧。。。
(4星)	还行了
(4星)	胡杏儿比以前好看多了，衣服显得比例很好
(4星)	自己看嘛，不多说
(3星)	鸡肋之作，高开低落。
(3星)	最后让何丽贞死掉真是做么呀！
(4星)	正统TVB！
(3星)	剧情太空了
(4星)	郑嘉颖这么猥琐都仍然帅气不减，我服了……
(4星)	很浓的港味儿，但主角演的太用力。
(4星)	就喜欢郑嘉颖，期待续集喽
(5星)	郑嘉颖的大突破啊！必顶的！
(NA)	来看李灿森……PS:TVB好多人都老了啊
(5星)	酷酷的罗大壮 爱呀 真是太棒了
(5星)	顶
(4星)	对KC的印象改观，他那个假笑明知道是假的，还是觉得经典。
(3星)	剧情还不错啦 虽然有些情节不合理 另外男女主角都不讨喜。。尤其胡杏儿。。。
(4星)	曾经看过郑嘉颖的一篇采访，他说，他现在的好运一部分原因是因为他放弃了一样最喜欢的东西。你猜？
(4星)	最后突然就么了- -不过瘾啊
(5星)	哎呦，好喜欢KC啊。
(3星)	一般般吧
(3星)	香港社会，欣欣向上，其乐融融的景象，是不是只在电视剧中才有的。或者这是真实的资本主义社会属性？？？
(5星)	嘉颖仔演技very good!一群戏骨拍的戏，不错！
(3星)	多了帅哥靓妹，少了剧情的精彩~
(3星)	追了一半弃了~~~~~~~~~~~~
