http://movie.douban.com/subject/4195601/	女人最痛
(5星)	 这两年中算好的            
(NA)	 几好看，虽然有滴地方都几囧            
(4星)	 虎头蛇尾            
(NA)	 不错，女人应该看，了解自己是怎样的女人，同样告诉你女人，在职场如何生存...            
(4星)	 时尚方面情感方面吧            
(5星)	 结局不是tvb的电视剧            
(3星)	 不喜欢张某的肿脸。片子也不好看。只能混时间            
(4星)	 出乎意料的好看啊            
(4星)	 米雪 滕丽名 张可颐 江美仪 好少会有齐甘多我中意的女星作品。            
(2星)	 看了以后看港片都没期待了            
(4星)	 烟熏姐红了。那把磁性的女中音一出，老外定迷倒一片。谁又能看得出她就是当年的百年润发呢？            
(5星)	 这部片子应该可以算是可颐的强势复出之作了吧，虽然已经不男看出岁月的痕迹，但这对其演技的发挥毫无影响…也许正如张二小姐自己说得那样，角色本身跟她有点类似吧，个人觉得她诠释得人物很饱满，在OL剧热门的时期，这应该算是部佳作，是部看完会让人深思的剧～            
(3星)	 张可颐和年轻的时候比感觉好干。。。            
(NA)	 女人成功了，可失去的太多太多了。这部剧看的很让人心痛啊            
(4星)	 难受            
(3星)	 野心勃勃的女人想要在事业上成功，注定要放弃一些东西。            
(4星)	 我不喜欢这结局。。。            
(3星)	 好多老女人 。            
(NA)	 别争了 最悲剧的是nick···            
(3星)	 喜欢前面他们和睦的那一段，不过比想象的好看很多。            
(3星)	 總感覺沒頭沒尾的。            
(3星)	 就非常的一般般            
(4星)	 还行，看了我也问自己，如果我是剧中的张可颐，我会不会选择事业而放弃感情……            
(3星)	 滕丽名为什么要这样折腾自己，唉，我还是喜欢陀枪师姐里德陈三元，不灭的印象            
(4星)	 仲林住cash太会同厨房佬一齐            
(2星)	 人物后来全为了剧情而变形了，虎头蛇尾的            
(4星)	 ok嘎...........            
(5星)	 无聊翻来看看            
(NA)	 from Jackie to Noble maybe..?总之好看~&lt;http://movie.douban.com/review/3578623/&gt;            
(4星)	 事业和爱情的均衡，很难的吧~            
(5星)	 米雪宝刀未老            
(4星)	 还不错。等后续            
(3星)	 结尾好似赶咗d~！            
(3星)	 办公室政治，但是感觉有点假~~~ 不过喜欢张可颐和米雪            
(3星)	 TVB，没落了啊。            
(3星)	 演员太老，看着不对路            
(4星)	 女强人神马的，最给力了！            
(3星)	 TVB的片子最多的就是巧合。。            
(3星)	 额。有点无聊            
(4星)	 米雪是老了没错  不过还好了  张可颐 也不再年轻了            
(3星)	 我觉得什么地方过了，所以没有预期中喜欢。并不是Jackie过分心计，而是其他人好得太过了，我又不是在看韩剧！            
(3星)	 最爱看TVB剧。            
(4星)	 依然TVB            
(NA)	 好看，但是最后张可颐也太杯具了吧！只有事业，连老公都没有了~            
(NA)	 被米雪的聲音迷住了            
(3星)	 jackie这种人真的很可怜，就算让她当上CEO又怎样，为了机会不折手段，失去了最爱的人和最好的朋友，究竟幸福是什么，想要的东西是什么，真的要好好想清楚！            
(3星)	 女人。            
(4星)	 真心希望Jackie是个好人，结果她是个凡人。            
(3星)	 米雪很完美，张可颐感觉演沉稳的部分好一点，激动一点或者带点喜剧的戏就显得动作太多模式化，马德钟演好人太久了，该换换口味了，Yeda挺可爱的            
(NA)	 很好的电视剧，很真实，把女人在职场，爱情，友情中的矛盾表现的很好。            
(3星)	 怎么说。。还好吧，            
(3星)	 女人啊~            
(NA)	 ok啦。除了里面结局有点奇怪~            
(4星)	 进办公室的那条通道，真的很像丑女贝蒂里的场景。            
(4星)	 3个女冷一台戏。。。            
(4星)	 办公室斗争 好看 不过场景弄得跟丑女贝蒂一样有点受不了 TVB别模仿了            
(4星)	 节奏很快   很有TVB风格  就是情节经不起推敲  不过还算好看  至少看着很好玩            
(4星)	 记得第5集蛮搞笑的。觉得女主角有点可怕。不过，也欣赏她总是明白自己想要的是什么并且真的倾尽全力去追求。            
(4星)	 开始很希望Nick和Jackie可以在一起，后来却觉得他们不合适了。            
(3星)	 陪老婆看完的。            
(5星)	 结局很心酸            
(4星)	 题材五错，但系我五中意腾丽明，做戏好假，据系成出据的败笔            
(4星)	 张可颐演得好恶心            
(4星)	 还可以。。。            
(4星)	 三个女人的痛            
(3星)	 女人的世界，总是充满了勾心斗角，简单一点，何尝不可。            
(4星)	 每个女人都有自己最想要的·为了这个大家不顾一切付出好多好多·贪婪给我们深深地伤痛~            
(NA)	 对于女人 到底是好男人重要还是好事业重要。            
(5星)	 离生活太近的女人世界了。。。            
(3星)	 其实没什么意思 我冲着米雪看的 越看越不喜欢张可颐            
(5星)	 赞            
(3星)	 怎么老是冒出两句普通话？            
(NA)	 还行吧            
(3星)	 无聊时看看            
(NA)	 好烂的结局            
(5星)	 要看就要看最好的。            
(3星)	 这个电视剧告诉我们女人一定不能太强势            
(4星)	 在今年TVB的片子来说，算是可看性比较高的了！不过这片里女人间的友谊真不一般的坚固啊，没弄死你都可以原谅——脱离现实啊~            
(5星)	 蛮好看的- -很有实在感            
(NA)	 还行，冲着主演来看的            
(2星)	 看不完了，一个二个都太过了            
(3星)	 所以到最后每个人都得到了他们想要的            
(5星)	 还不错            
(4星)	 觉的还挺好看的...而且比较喜欢滕丽名里面的搞笑的造型,还有她的人物性格,看了这部剧以后,发现自己,蛮喜欢陈国邦的了,哈哈,虽然个子小,但是,还是有种感觉,挺喜欢的...不过他跟罗敏庄...祝福吧            
(3星)	 3个女子在职场、婚姻、爱情、友情中间寻找平恒点。            
(4星)	 女人真的很痛有时候            
(2星)	 看不下去了            
(NA)	 很喜欢这部剧，米雪确实演技很好，张可颐那个角色为了事业太狠了点。            
(3星)	 结局。真的不是很喜欢。一集集的追。。。都不想看了。            
(5星)	 有种女人就是为了事业而生，她自私。有种女人她值得被原谅，她可悲！            
(4星)	 不喜欢这个结局~~            
(3星)	 滕丽名的造型像ugly betty            
(4星)	 jackie这个角色太不讨喜了。。但是既然选择了就不能后悔。            
(3星)	 香港目前的一线，几乎都是单身中女了，朋友说中女之毒，也许吧。            
(4星)	 挺好的。TVB近几年的狗血剧太多了。久违的张可颐，大爱。            
(NA)	 是真痛~            
(4星)	 好看~有《女人唔易做》的范~            
(NA)	 我认为这不不好看啊，没意思，看了第一集和最后一集。            
(3星)	 张可颐老了。。。总体还行            
(3星)	 比还行好，其实蛮精彩的，一口气看完。            
(4星)	 反思啊反思~            
(3星)	 看到一半,放弃了~            
(3星)	 越看越不喜欢Jackie，做人有得有失，不可急功近利~            
(4星)	 TVB拍的女人戏还是值得一看的，虽然有些地方略显牵强            
(4星)	 还可以~            
(4星)	 Jackie和Nick是不该在一起，即使他们都相爱，还是bibi最幸福啦            
(5星)	 觉得结局似乎有点草率。            
(NA)	 办公室一切乱七八糟，事业也悲剧，家庭也悲剧，怎么看出来励志地？？张可颐怎么变样儿了呢，变美了~            
(2星)	 三位女主角都是我比较喜欢的，不过花时间看她们的妆容比看剧集赏心悦目些。。TVB没给我惊喜            
(3星)	 TVB的片子有点看不下去了            
(3星)	 珍惜爱我们的人            
(3星)	 结局突破传统式tvb大团圆            
(3星)	 的确比什么杜拉拉升职记更有启发性。。。            
(NA)	 看的纠结，结局蛮郁闷中间蛮好笑喜欢志力的同性恋老婆，她好可爱            
(5星)	 事业 爱情 亲情 如何选择。            
(3星)	 纯当好玩看看。            
(4星)	 很好看。但实在理解不了她们的事业心。            
(NA)	 - -没看完。还是弃了            
(4星)	 一个女人要做到家庭事业兼顾需要付出多少代价呢？鱼与熊掌不可兼得的时候，我会选择什么呢？            
(3星)	 有美剧套路嫌疑            
(4星)	 虎头蛇尾            
(4星)	 深有体会。            
(4星)	 不过这部片却告诉了我们一个很大的道理，一个人想要的不能太多，得到和失去总是成正比。            
(3星)	 虽然深爱对方，但两个完全不同价值观，生活观，人生观的人是否永远不可能互相妥协？            
(4星)	 这个假期最好看的TVB            
(5星)	 对于那种勇攀事业高峰而牺牲爱情、婚姻的女人的想法，我真的很难理解。或许是因为自己不是那种好胜的人，不想为了怕输而把爱人都输掉。            
(3星)	 比《杜拉拉》好看一百倍。张可怡不会演戏。大反派江美仪牛逼。            
(4星)	 这部值得一看            
(4星)	 Cash太o既氣場同埋心胸都系我啲相當欣賞o既，做野幾犀利，私底下又平靜會撒嬌！Jackie用力過猛，睇到最後幾集，甚至小小o既憎怇！BiBi系一個傻女。最最出彩系CHIlam，怇o既時不時國語幾得意！            
(4星)	 女人            
(4星)	 马德钟啊~~            
(3星)	 为达到心中所想我们常常忽略身边关心爱护我们的人            
(3星)	 到后面有点拖沓，但心机方面的剧情是很好的            
(4星)	 比想象中好很多~            
(4星)	 哈哈 马德钟啊            
(NA)	 jacke最后没能跟智力一起是最大的遗憾，两个人明明相爱去不能在一起，唉..........            
(4星)	 马德钟你总是遇人不淑啊```            
(1星)	 师奶剧.妖            
(4星)	 女人戏啊            
(5星)	 不错！时尚剧            
(3星)	 这么快就大结局了            
(3星)	 不懂这个片子要表达什么，JAKIE这么自私的一个人，居然结局还很好，每个被他害的人 都原谅他，踢走 米雪之后 还稳坐亚太区总裁的位置。真不明白那些人怎么就原谅他了？？连真心的悔过都没看出来的说。。。。            
(5星)	 jackie是个不能一心二用的笨小孩，能力有限，只能顾一样            
(4星)	 亮点！陈国邦            
(3星)	 女人痛啊女人痛。。。            
(3星)	 女强人不容易！            
(3星)	 女人最痛，一点都没错——完后，深刻地感觉到TVB的江河日下            
(4星)	 我追着看完了~如果不是最后结局的仓促~该给五星吧~~“表面上看赢了，实际上你是输”            
(3星)	 开头还是吸引了我，一直感觉是比较不错的一部片子，如果不是后来Jackie被编剧推向奸角的时候稍显突兀，应该可以给到4星。张可颐的这个角色塑造的还是不错，米雪也终于表现了她的高贵一面，马德钟太过于完美，以致于有花瓶之嫌了，不过女人戏嘛。            
(4星)	 真的没想到时这样的结局            
(5星)	 要当女强人 是要付出比男人多出太多的代价。            
(5星)	 美女好养眼。现代版宫心计            
(4星)	 女人！有时还是不容做...            
(4星)	 各有各的痛 各有各的选择            
(3星)	 妆太厚            
(3星)	 等完结局的感觉是，马德钟真的很帅啊            
(4星)	  虽然很多人给我的评价是“精明”、“干练”等等强悍的词汇，但其实我真的只是外强中干而已。我想我永远做不到Jakie那样的对自己要的东西就不择手段的果决。所以每次看到她的一次次做出会让Nick伤心的事时，总是暗暗有点不敢看下去。私心的希望可以适可而止，然后真的赢了爱情又兼得事业。            
(4星)	 赢得了天下输了。。。            
(5星)	 绝了···讨厌jackie            
(4星)	 想到了《女人不易做》，这样的结局并不是最好。            
(4星)	 结尾也太潦草了吧~            
(4星)	 马德钟真是个神奇的演员            
(5星)	 女人啊女人            
(NA)	 好讨厌Jackie，做事太绝，从来不考虑别人的感受Angela有句话讲得很对，说她自己是真小人，但Jackie是伪君子。            
(4星)	 真的不错抬瓦            
(5星)	 今年tvb除了《铁马》之外觉得是最好的一部了，看完之后开始喜欢张可颐了~~~            
(4星)	 酱油已酱之颠峰。            
(4星)	 什么才是最重要的只有失去后才知道,一将功成万骨枯,很喜欢Jeckie            
(5星)	 算是一气呵成看完的 最打动我的是02集的胖女Kitty着裙那段戏 人人有辛酸 不能说谁错 看了最后的姚子羚很有活力             
(4星)	 多加一星送给米记            
(5星)	 我好痛。。。。。。            
(3星)	 一堆熟面孔，结局傻傻的，典型的TVB创作，            
(4星)	 港式结局，给情节打80分。            
(4星)	 好久没遇到觉得还算可以的港剧了~~~            
(5星)	 Angela Antie沙沙的声音挺可爱的其实，Chi lam也很搞笑，马德钟还是老了啊老了啊~~总之还是很好看的剧            
(4星)	 还是不要做女强人的好，还是做职场上的小巴辣子好            
(4星)	   剧情没什么说的```喜欢里面演员的装扮`````完全是时装剧那就看衣服喽```            
(1星)	 不喜欢这种题材，而且没有教育意义，看过就望不值得反思是本剧最大败笔            
(4星)	 只要善良 失去总是为得到做铺垫            
(4星)	 ……信任是件难得的事            
(3星)	 我喜欢的白饭鱼老了～            
(3星)	 阿nick走得好            
(3星)	 张可颐老了...            
(3星)	 这样的牺牲换来的成功。。。not my way~~            
(4星)	 越到后面越没有意思 但是很喜欢米雪            
(5星)	 女人唔易做，男人之苦，女人最痛，之中对生活的理解，好让人回味的            
(NA)	 我一直想知道，最后的最后，这样是个最好的结局吗？            
(1星)	 看到网上评价很高才看...但是非常不喜欢剧中鼓吹的价值观...完全是一部女人的自恋自哀剧...            
(3星)	 三元在里面很漂亮。剧情很地道的港产片，猜中率80%            
(3星)	 虽然看台剧和看港剧没太大区别都是在浪费时间，但是就是会觉得比看台剧好很多，至少里边的正常人多点……            
(NA)	 我喜欢。超喜欢。            
(4星)	 让每个女人找到共鸣，只是jakie的结局挺让人唏嘘            
(4星)	 向来不是追求完美的家伙 向来是要求女子独立的家伙 可是当看见沙宛琪耍手段的时候 我还是觉得不可以 明明知道这是真实的表现 我还是不忍心 到底是因为我还够有能耐 还是因为我追求的东西早已和我的行动相背离了呢  我已经不明白自己了  电视剧里的她们是最棒的 我喜欢里面的米雪              
(3星)	 张可颐的角色真是。。。            
(4星)	 三个女人一台戏~            
(4星)	 女人真不容易            
(4星)	 前cash太太完美。            
(4星)	 TAT 居然看完了            
(4星)	 不错的风格。            
(5星)	 本来觉得值4星，结局再加1星，J是应该收不了手，回不了头。            
(4星)	 人生哪能尽如人意，这样的结局或许更真实。            
(4星)	 比起其他制作，女人最痛算是不错的了~~前面几集很精彩            
(4星)	 前半部不错，后半部有点仓促，总的来说算精致            
(5星)	 改变人生观了……            
(5星)	 看完了觉得不错。。。张可颐演戏真:)            
(4星)	 鱼与熊掌不可兼得。值得一看。            
(4星)	 既然已经选择了，珍惜拥有的才最重要。            
(NA)	 这部电视剧整体上看还行，是弘扬真善美，宽容大度的，是现实中职场的真实写照。            
(3星)	 凑活            
(4星)	   大爱TVB。            
(3星)	 好讨厌jackie            
(4星)	 angela的英文很強~            
(4星)	 在心情低落的时候看这个片子，会觉得其实我们遇到的困难并不算什么,but,感觉故事太短了，不过瘾！noble姐怎么越来越善良？            
(5星)	 这个结局多少人唾骂，但是无可厚非jackie是成功的……真的真的真的她在我眼中是那么的成功。jackie你好棒            
(5星)	 因为米雪才看的。不记得JACKIE到底演过咩。这部电视剧还比较写实，最后告诉我们，人人都是忠于自我的，最后的ENDING也是每个人都得到了自己想要的，不受外界评价的干扰。            
(4星)	 港剧少有的脱离肥皂、现实残酷的人性探讨。或许真有这些人，即使她曾经伤害所有人，众叛亲离仍旧换得原谅。美好和邪恶不再充满界限，人无完人。            
(3星)	 要事業和愛情兩得意，需要一顆真誠和永不放棄的心。（但是我真的不喜歡看港劇）            
(4星)	 J 和 Angela一个是伪君子，一个是真小人，最后也告诉我们了，伪君子赢了。当然赢的只是事业。            
(3星)	 反正都是混时间看的            
(5星)	 这才是tvb剧该有的水平            
(3星)	 后来的卑鄙手段未免太单一无趣            
(3星)	 米雪已然晋升为戏骨一枚了            
(5星)	 简直就是写出了当代女性的新生·~            
(4星)	 我觉得几好~            
(NA)	 被米雪的聲音迷住了.            
(3星)	 结局不够完美 过程太过卑鄙            
(4星)	 陪妈妈看结果自己上瘾了，比妈妈还早看完…………人生啊            
(4星)	 张可颐演的很好，气质太棒了。。 也很现实            
(3星)	 追不下去了，对于一说话就排成一排的现代TVB，有点不能姑息了            
(3星)	 08.是很痛            
(NA)	 窃以为，此剧乃是08年后最抵睇的TVB剧。最大的看点在于结局的不完满。数年来，为了满足师奶们的YY欲，不论生硬与否，TVB剧总要套上一个貌似完满的收尾。即便是长部头的珠光宝气，蔡少芬也要神奇地从善以使天下大吉。此剧中，马德钟那句“祝你找到你想要的东西”，则貌似蕴藏一种师奶的觉醒~            
(NA)	 港剧什么的，看起来。            
(3星)	 电视剧都不能较真的，有一点可取就可以了，港剧经常说做人开心最重要了，简单点要求，前面还可以，后面老掉牙，港剧一向喜欢乱斗一气，好人求胜变质，最后大家都良心发现……女几位都上年纪了……办公室那几位是无线新人?            
(4星)	 还是看看实力派的电视剧最好~只是没想到，最后姚子羚竟然来了个客串~            
(5星)	 《女人最痛》这部剧的名字就起的很好，什么事不都是女人最痛吗？又要月经，还要生孩子……唉！这部剧一开始不太吸引我，因为都是老演员，本人还是喜欢偶像剧的，但是偶尔的一瞥，使我深深的被吸引了，使我欲罢不能的看下去……虽然是老演员了，但是演技还是那么精湛，剧情也是既轻松又励志！不看后悔！            
(3星)	 Jackie应该会死的很惨吧，在现实世界中，这女人成这样太恐怖了            
(4星)	 女人唔易做            
(4星)	 我最喜欢的剧情是Nick的老婆是les             
(NA)	 挺不错的，很贴切实际，就是办公室的争斗~            
(4星)	 事业可以给我们带来极大的满足感，但女人的幸福，终究只是能与自己爱的那个人地久天长。            
(5星)	 結局太靈異了。            
(3星)	 只能说是不过不失            
(4星)	 女人真痛。            
(4星)	 的确，女人要做到好似jackie这类人精，是要付出不同常人的代价。三个女角色都塑造得好饱满，like            
(5星)	 剧情很精彩~推荐！            
(4星)	 今早把《女人最痛》追完了,不愧是新世紀女性職場教科書.相比較,徐靜蕾那杜拉拉簡直是太小菜了.最出彩的是滕丽名,多年沉寂后那個當年的《陀槍師姐》里的三元又回來了.张可颐到底還是老了,且讓人感覺每次的角色形象都大同小異,米雪不錯,古裝時裝都是如此得心應手,精湛!準備開追《公主嫁到》嘍            
(3星)	 粤语夹带着国语，很有新意。故事后面整个太弱了，感觉怪怪的。结局我到觉得还不错啦。            
(5星)	 很喜欢这部~            
(3星)	 算2010年至今为止看的还行的剧。十集以前都很不错，很切题，把现代女人的各种痛都展现出来了。只是后面Jackie实在太三番四次了，身边的人一次又一次的原谅也阻止不了她的欲望，一个真正女强人是不需要牺牲一切来换取成功的。结局还比较真实，有些东西说没有就是没有了，再努力也回不来了。            
(3星)	 职场女人间的勾心斗角，虽然比现实中夸张，但置身于职场就不能有松懈的紧张感，与现实如出一辙。            
(5星)	 女人啊……            
(4星)	 我就没啥事业心的            
(5星)	 要做一个强大的人不容易，要做一个强大的女人更加不容易            
(2星)	 港剧江河日下啊。。。这样的烂剧不明白为什么有这样多4、5星@_@            
(4星)	 还是喜欢angela auntie些            
(4星)	 女人的付出是不是最多。            
(NA)	   这女人很可恶，为的目的不择手段！这样卑鄙的人最后还是利用男朋友坐上了CEO，太便宜她了！            
(4星)	 结局不像TVB嘛~~            
(NA)	 职场女性路线~            
(5星)	 米米。。            
(4星)	 今年看多最好的TVB剧            
(4星)	 这个结局很好。。。            
(3星)	 终于要完结了 情节我没咋捋的清 因为我喜欢快进。。            
(4星)	 不喜欢那种为了事业不择手段的人。做到那样的地位，没错，我很佩服，可是那种人牺牲的东西，不是所有人都愿意牺牲的。爱情事业，你选择什么？            
(5星)	 3个我爱的女主角。结局有点太仓促了，我以为一个晚上不能把剧情给收回来，星期六会有个长长的结局篇。它就那么神，一个晚上就把它结了。            
(4星)	 前面还不错…后面没有任何铺垫直接结局            
(4星)	 为求目的不择手段噶人注定会众叛亲离！！            
(4星)	 比杜拉拉好看- -            
(5星)	 拷问自己要的是什么。            
(3星)	 后面几集一直等着Jackie有报应。也好，总算不是什么美好结局。“做人唔好甘绝”Cash太真名字真好听。Angela这部漂亮了好多，江美仪这部出彩了~            
(4星)	 看完之后，更加重了我对大公司的恐惧，OL绝对不适合我            
(4星)	 anyway，我觉得是今年看的TVB戏最对味的，回水准了。就是结尾收得有些仓促不过过得去，其实可以再多几集把故事讲得丰满些的。            
(4星)	 结局虽然有点儿遗憾，但已然不能更完满了            
(5星)	 最女人也很不容易啊！~            
(4星)	 两天看完一部20集的剧，真的有点疯狂。T T还OK，虽然桥段都是那些TVB类型。貌似滕丽名和张可颐第一次同部剧出现啊以前都分不清她们两个，喜欢她们，仲有老戏骨米雪啦。            
(4星)	 很想哭~            
(4星)	 最近还行的港剧。现在的港剧发展到女主角都没那么心地善良。我们可以为事业牺牲什么？            
(4星)	 TVB最近的剧都匆匆结尾。似乎就是交代一下便完事。。太急躁了。            
(NA)	 好看的电影 www.cmvod.com            
(3星)	 三星有余，四星未够。            
(4星)	 老套的剧情  我是冲张二小姐和米雪去的 结局还是挺让我满意的             
(4星)	 看得不完整，不想再看了。            
(4星)	 当女人真tm辛苦            
(4星)	 有关现代女性的生存问题呀。。。。没有男主角，啊哈哈            
(4星)	 有些细节实在生硬 不过剧情还是挺紧凑的 不拖            
(4星)	 马叔和三元你们太给力la~            
(5星)	 还不错~  还好我的是  粤语~            
(3星)	 其实我想给三又半颗星的。= =            
(NA)	 米雪~不错~我喜欢            
(3星)	 现代版的金枝欲叶。。。还过得去吧。            
(3星)	 结局很无语            
(4星)	 noble姐值得敬佩jacey最终会一无所有            
(3星)	 自信的女人最美！            
(4星)	 比较喜欢米雪            
(3星)	 现在这类的港剧貌似都是开头有点意思，后来情节有点曲折但总能圆满解决让观众看得很放心。同样地，也会觉得没意思与狗血。该剧亮点应该是里面的演员了，无论角色大小都演得很好，尤其张可颐陈国邦米雪马德钟，从亚视过档的江美仪也很不错。            
(4星)	 片尾曲第一张张可颐的照片好漂亮啊 吼吼！            
(4星)	 滕丽名做戏做得好掂！            
(5星)	 That is life.            
(NA)	 典型TVB剧集，勾心斗角。。。TVB就不能创点新呢？以前很喜欢追着看，现在没什么值得看了。            
(4星)	 10上半年算好看的一部了            
(NA)	 10.08.17-10.08.21            
(NA)	 女人不易啊不是什么人都能够上位            
(3星)	 对那个结局有点失望            
(5星)	 看了此片，更体会到为何“女人最痛”。            
(5星)	 本年度最好看的港剧，没有之一            
(4星)	 滕丽名的角色没有简介写的那么坏，反而是张可颐最后还出卖了别人，只能做女强人，失去了自己最爱的人......喜欢演苏娜的那个演员......            
(3星)	 结局挺合理。可颐有些过分啊。            
(4星)	 很久没看到TVB有那么好的剧啦！大爱这个结局，尽管不TVB但很现实            
(4星)	 有看头。张可颐老了。            
(4星)	 结局我不喜欢..但剧情挺可爱的            
(4星)	 每日都在跟~~~~~这样的节奏感才算是个合格的香港制造吧！            
(3星)	 最后一集太不给力！            
(5星)	 看完结局让我想起了那天四个女生中餐时的话题。。。            
(4星)	 原来一个化妆品的推广是这么复杂的啊···            
(3星)	 我想打三星半            
(4星)	 感觉结局不行……            
(3星)	 女人想要权势的时候 太可怕了 连自己心爱的人都舍得牺牲            
(4星)	 其实不喜欢女猪脚，其他都蛮喜欢，好喜欢BB啊哈哈哈！滕麗名越来越像香里奈啦！！            
(4星)	 比女人不易做好看，可惜結局有點倉促感            
(3星)	 张可颐演的那女的真够狠得啊，全剧记忆最清楚的是经常出现的穿褐色衣服的大肚子路人甲，出境率超高的~我已经完全记住了她！~            
(4星)	 喜欢张可颐、滕丽名 ，偶尔不团圆的结局，还真有点不习惯了~             
(4星)	 看了中间部分            
(4星)	 我们要学会她们的坚强！            
(3星)	 无感。瞎折腾。            
(NA)	 搞了这样的一个结局是神马意思。。表示很痛吗？做事得用EQ，不能用IQ，这话有道理。。            
(4星)	 除了名字怪异之外，剧情还是不错滴~            
(3星)	 近年难得的编剧不脑残的港片结局太仓促了很不喜欢Jackie这样的女人            
(3星)	 虎头蛇尾。。。            
(4星)	 二小姐好靓~~~            
(NA)	 渐入佳境 米雪不愧是老戏骨            
(2星)	 最烦酱样的结局            
(3星)	 这不就是港版Ugly Betty么？！            
(4星)	 还不错，只是干嘛把张可颐搞得那么极端呢……里面有几个情节很感同身受，居然还哭了，囧            
(4星)	 大爱米雪            
(5星)	 感觉很像《女人唔易做》！不过还是挺好看的            
(5星)	 很喜欢，剧情很紧凑，看第一集就吸引了我，想一步步追下去。最喜欢C太，太有范儿了。            
(3星)	 还行吧励志 也有些温暖米雪还是很美的            
(3星)	 很喜欢米雪的角色，大量而且有才能，不必用太多的奸计。不喜欢张可颐的角色，只会推卸责任，不太喜欢她的结局            
(3星)	 女人啊！            
(5星)	 真受不了陈国邦每次张嘴都先来一句普通话，该打！            
(4星)	 还可以啊 今年来难得追完的tvb            
(4星)	 Jackie是个真实的人儿.我爱s这剧了.            
(4星)	 不错~造型好，剧情还可以。。            
(4星)	 Jackie真是不值得可惜....BiB好性格.....            
(4星)	 每个人都得到了想要的，是否值得也只看自己怎么想            
(4星)	 结尾真是像上吊一样紧凑……不过演员演技真的值得四星~            
(4星)	 好钟意Cash太！！！！结局不大喜欢            
(4星)	 还不错的，在这个社会女人真的蛮难的，不过电视的结局有点快了！            
(NA)	 张可颐~~~            
(3星)	 为了Maggie看完全剧。马德钟酱油了。结局不算太俗。            
(4星)	 Jackie属于想不通的那种人。为了往上爬，牺牲掉最爱的男人，最好的姐妹，有什么意思？cash太很大气，欣赏。滕丽名扮演Bibi蛮可爱的。难得的是出名后仍能保持自己的善良朴实。            
(4星)	 很合我的胃口，很喜欢米雪和张可颐            
(3星)	 还算是TVB最近过得去的一部剧。。。            
(NA)	 天天在网上追着看。今天终于看完了。原来电视剧的冗长很容易让人忘记它的主旨。《女人最痛》。我已经差点忘记了这个电视剧在讲什么。我只知道我跟着情剧，一步又一步，又唏嘘又幸运。幸好，最后Nick和Jackie终于还是分开。若是不分开，这个结局也未免太完美了。            
(3星)	 女人的戏, 还不错.            
(4星)	 鱼与熊掌不能兼得。            
(2星)	 烂结尾。            
(3星)	 职场剧。。。            
(3星)	 以前觉得张可颐的形象很市井，这部戏里觉得她很高贵/我追溯了下什麼時候喜歡張 可能是白雪雪姐姐吧 現在不喜歡我承認是因為她鬆弛的臉            
(3星)	 岁月是把刀            
(NA)	 很现实，很励志            
(5星)	 今年到目前为止最好看的tvb剧！            
(4星)	 大爱TVB..            
(4星)	 港女不易做            
(4星)	 这个不错。            
(3星)	 虎头蛇尾            
(3星)	 看了10集。。弃了            
(4星)	 滕丽名前几集硬是木有看出来。。。            
(4星)	 不及《金枝欲孽》 但强过《宫心计》太多             
(NA)	 我不喜欢这样的结局            
(5星)	 女人唔易做~~ 没有样样都顺心，样样都齐全的事情，舍什么，得什么，只有靠自己去权衡            
(NA)	 昨天晚上看了2集。觉得不错。节奏，剧情，演员都蛮喜欢。            
(4星)	 女人要的究竟是什么  是爱情 是事业 还是家庭  总之 追求自己想要的  就不要后悔  【说给自己听…】            
(4星)	 还是阿nick最痛……            
(4星)	 点解女人要事业就吾得家庭亚            
(4星)	 此剧拍出了女人的辛酸痛苦与幸福,有些人愿意做男人背后的小女人;有些人甘愿为了孩子而放弃以前打下的江山;有些人则愿意为成功而放弃爱情.            
(4星)	 那个秘书好丑- -猪扒一样..貌似后面会整容?            
(NA)	 狗血的结局            
(NA)	 TVB的通病。虎头蛇尾~            
(3星)	 好剧难求呀……ps，二小姐老了……            
(4星)	 看完后，我想往里面的职业呀            
(3星)	 前10集还行，后面越看越没劲。可颐的勾心斗角演得有点过了。            
(4星)	 结局不喜欢            
(5星)	 2010年8月21日凌晨两点半，我终于把《女人最痛》看完了，很喜欢最后的结局，和开头互相呼应。里头的情节很贴近现在的生活。三个女主角的表演都很出色。呼呼。支持支持！            
(4星)	 还行吧            
(3星)	 最衰係抄人噶啦            
(5星)	 除了张可颐，其他表现很OK。剧本很赞！            
(NA)	 马德钟            
(4星)	 值得一看 想清楚人生最重要的是什么 自己想要的是什么             
(3星)	 女人吖……            
(3星)	 女 人 唔 痛。。二小姐殘 米雪姐慘 Joe馬愚 ╮(╯▽╰)╭             
(5星)	 好看到爆掉！！！！！            
(4星)	 还不错的office剧            
(4星)	 究竟大左结局未噶            
(3星)	 女人事业爱情兼顾 可能要付出更多            
(4星)	 这结局太积极了。            
(4星)	 哎~我觉得真不可原谅女主角~            
(4星)	 cash太是不是会和那个秃瓢在一起啦。。            
(3星)	 挺好看的，虽然没什么精彩的斗心机场面，但是实实在在的故事题材还是很吸引人哒~看完全集，烂尾剧！            
(3星)	 于是最后几集还是没看完            
(4星)	 感觉有点象 女人不易做+野蛮奶奶2比较现实的女人戏 好痛~            
(5星)	 从头到尾都不觉得Jackie贱，只是觉得她很可怜。            
(5星)	 理智又成熟的剧，真不像是TVB            
