http://movie.douban.com/subject/5247088/	法证先锋3 法證先鋒Ⅲ
(3星)	 同比较好，没有前两部好看            
(3星)	 之前的没怎么看过。。。虽然是法医和法政抢了风头，但还是很喜欢这类型的片子。。。            
(4星)	 徐子珊竟然是那个演脱脱的，这女的威猛啊。            
(NA)	 颇鸡肋            
(4星)	 警法系列是TVB的王牌之一，所以单看剧情神马都还不错。只是，长远来看案件的组成要素不够新颖，最后又是以小丑案结尾。很不喜欢没有结局的结局。            
(2星)	 一点也不精彩，张可颐演的像个小三一样....            
(4星)	 黎先生真的是太百搭了，而且他明明長得不帥，但是你又會覺得他很帥的喔，很奇怪。另一方面，我總覺得TVB這類題材的劇裏的感情線寫得不如以前的好看了。            
(4星)	 看完了~好欢乐的电视剧诶！！！我喜欢高sir~~他每次出场我都不能控制的大笑！            
(3星)	 为什么我有种与剧中人物脱节的感觉，你们断案，我吃面...= =还有为什么非得要死啊我真的不懂啊完全可以不死啊还是说你要大大大结局大家一起死么？            
(2星)	 哎，简直太能扯了，远不如前两部，而且这个结局莫名其妙，两个人死的很牵强，为了这种效果似的。案子也是东抄袭西抄袭，毫无创意，也比不上被抄袭的，特别结局，原版《刑事侦缉档案3》里面欧阳莎莎妈妈的那个故事            
(3星)	 坑爹先锋，白瞎了那么多我爱的演员            
(4星)	 后边几集有点雷            
(4星)	 没什么意思 萧正楠在这剧里瞅着还行            
(3星)	 结局太狗血了            
(4星)	 Nov 22nd, 2011 奇艺            
(3星)	 最中意的还是第二部。胡定欣很不错。            
(3星)	 漫长的播放日期，搞到最后我连第一集出现的案件是什么都给忘记了。            
(3星)	 一部不如一部好看了……黎和张感觉不搭啊不搭=。=我觉得胡定欣那个角色还不错……            
(4星)	 结局过渣，整体流畅            
(5星)	 终于看完了哎~~~            
(3星)	 法证早就已经没有法证的样子了，还好TVB对这类剧的底子多少还剩下一点，3里有个张可颐看看也就够了~            
(3星)	 最后一集很狗血啊 为毛最后mandy跟pro着火了 还在里面磨绳子一个弄好抱着直接冲出来啊或者手往火那儿一放那种带子也会烧断啊，wind用的着瞄准开枪么ada脚踹坏人的头 我就不信不松手- -好吧除了结局我不挑剔别的总的来说还不错            
(3星)	 科技进步不要太快啊...矮油..            
(4星)	 每天都是半夜一个人在家里看，吓得半死            
(4星)	 额。。。还没看过瘾。。。再来一部啊。。。来欧阳震华啊。。。            
(3星)	 看来要出4啊。            
(4星)	 Pro果冻亲,你前妻尸骨未寒呢,你就.......又娶了..我实在是很讨厌mandy阿..但是很期待第四部...            
(4星)	 结尾太草率了。。。            
(4星)	 靠，结尾是闹哪样，第四季预告！            
(4星)	 1，2，3通吃            
(3星)	 成人加长混乱版《名侦探柯南》，真相倒是真的只有一个。            
(3星)	 为了剧情需要Eva可怜的挂了。。。为了男女主角能在一起配角总是要有牺牲的，这部电视剧里，还是很喜欢Eva的，还喜欢那个心理医生Jim，这么好滴男人你不要。。。            
(3星)	 尼玛，TVB不是应该做人最主要是开心的吗？            
(4星)	 醒哥~~~            
(2星)	 对不起，我真觉得，比起美剧里的认真，很小儿科。            
(3星)	 一度以为自己看的是鬼片... 吐槽下, 剧中几次提到使用定位系统的APP , 那白痴还用受害者的手机 , 一下就暴露了啊 , 唉 , 港剧嘛, 你懂的~~~ 不整死几对编剧你会死啊!!! 徐子珊终于演正派了, 哥等你大逆转等得好辛苦啊, 看了几部终于看惯那张脸了~~~            
(4星)	 = = 那家墨镜赞助滴啊 太撒肯了！            
(3星)	 还好吧,太好猜..            
(4星)	 虽然假了点，张可颐老了点，总体还是不错的啦            
(4星)	 又看完了，没追求了。港剧我都不抵触，尤其是跟犯罪，杀人，心理变态有关的。任何事情要想别人不知道，唯一办法就是别让任何人知道。            
(4星)	 前面特别的好看。            
(NA)	 Angel为神马要shi为神马要shi。。。。Ken&amp;Angel是多好的活宝情侣啊，是不是因为人家是配角就要弄死人家。。。然后我想说，怎么全都是办公室恋情啊~            
(4星)	 烂结局！！！            
(3星)	 坑爹的剧情！            
(4星)	 还是第二部好看!            
(5星)	 pro sir好喜欢！！            
(4星)	 大爱两主角的角色，两位气场完全hold住啊。据说前两部比较好看，但还是不怎么想补上。。。            
(3星)	 这不是法政先锋，this is 全能先锋！编剧你ending的时候干嘛不让男女猪脚也死了算了，反正我也不期待下一部了            
(4星)	 一个周末paper没动，死活追完了，期间还应景地参加了CSI组织的法政破案体验活动，顿时正义满胸啊！哎哟，好迷专业男性啊！！            
(3星)	 脑海中一直抹不掉欧阳正华的样子~~还是更喜欢前两部！            
(3星)	 完全不能和法1相提评论            
(5星)	 结尾还是有很明显的漏洞啊。            
(4星)	 满意            
(5星)	 尽管剧情还是很老套  港剧说话还是很狗血 但是我还是挺喜欢看的            
(NA)	 除了结局在故作铺垫给4以外，其他都不错，很喜欢。            
(3星)	 港剧一贯的套路，但依然还是蛮喜欢的，呵呵            
(2星)	None
(3星)	 结局太草率了··            
(3星)	 一般般            
(3星)	 没有欧阳胖纸的《法证3》不是我期待《法证3》，只有欧阳胖纸才是法证先锋的灵魂。这部感情戏重过破案啊，案件剧情太弱了，一开始就能猜到结局太没劲了。这部男女猪脚完美到让人觉得好假。            
(5星)	 终于看完了。今年视帝还是laughing gor比较赞 ，法三其实编剧有点弱智，角色转变太快完全木有铺垫，EVA死咗，祥哥都冇咩特别……十七年夫妻还有个女，点会啊？！            
(4星)	 唉。。。。            
(3星)	 没有了高彦博和古泽琛，这部剧叫什么名字已不重要了。最精彩的戏码当属中段黎耀祥和胡定欣的法庭辩论了。其实心中最感慨的是张可颐的美人迟暮。            
(1星)	 坚决不承认法政3属于法政系列曾经那么好看的法政1，虽然侧重佘诗曼但依然双线并进的法政2法政3的编剧简直是没有诚意到令人发指从来没有看到过从头到尾打酱油打得那么刻意的重案组徐子珊吴卓羲就负责谈恋爱，每次就等法政法医破案后，说一句：某某先生，小姐，你被捕了，你有权保持沉默balaba            
(4星)	 什么都阻止不了编剧把pro sir变成无所不通大圣人一个...死了Eva是因为官配...尼玛连我最喜欢的Ken和Angle也硬是要死一个...你到底是何居心！！！            
(3星)	 抱着很大的期待去看第三部，结果有点小失望！木有大冬瓜了。。。从头到尾大概我只记住了最后一个变态杀人案的那个案件，不晓得是不是每个TVB的这种剧都要以一身黑西装、戴个墨镜参加某人的葬礼而结束，小o(╯□╰)o            
(3星)	 看到大结局布国栋和钟学心两家人欢欢喜喜的去结婚，我都快吐了！TMD，Eva刚刚惨死他跟没事人一样！可怜的Eva，真可怜～！Eva死的也突兀了吧，是因为胡定欣不能演下一部还是非要撮合布国栋和钟学心啊。有必要么。破案片都能让我看恶心了还真不容易！            
(4星)	 我一直等着终极大boss，结果，额……            
(4星)	 最后一集-珍惜眼前人            
(1星)	 我是专门来打一星的。垃圾剧，看的人憋气。            
(3星)	 害我昨天晚上做恶梦了            
(4星)	 昨天看完了，这个剧还算可以吧！            
(3星)	 作为阵容强大的剧,剧情怎么可以这么傻!!!            
(3星)	 里面的人都好像有精分一样...ORZ...EVA就是呗编剧害死的....男女主角让我很无语...            
(4星)	 编剧好贱！！！            
(3星)	 越看越坑爹。。。法政成了破案的主力不说，警察也变得傻傻呆呆的，反应力和智商为了衬托无敌的法医变得超低。。。案子都没什么意思，很容易猜到凶手，破案过程也没什么意思。。。最喜欢的那对小情侣还给搞死了那个女的，唉。。。连eva都死了。。。貌似还有下一部。。。但愿编剧能给点力啊。。。            
(4星)	 对 黎耀祥 没有抵抗力。。。            
(2星)	 比2难看多了。。。            
(5星)	 其實徐子珊在這裡面好看多了。。。沒那麼討厭她~不過，接受不了Eva和Angel的死！            
(4星)	 为了法证系列~~~为了自己居然愿意一集一集追着~~~追电视剧太累了，以后还是等都出来了再看吧。            
(NA)	None
(4星)	 看了之后 对今后的工作方向有目标了..            
(2星)	 雷点实在太多！最后太雷了！            
(4星)	 不错            
(5星)	 我爱的TVB，超级喜欢，是不是还有续集呀~~            
(3星)	 除了最后一个案子节奏紧凑点有点儿以前TVB刑侦局的感觉，其他时间包括感情戏都很拖沓，胡定欣演的很好，唐诗咏变脸那段确实演的不错，徐子3嘛比在潜行里好看很多，但是依旧无感            
(4星)	 演员阵容完全换血 一上来看的很不习惯 张可颐的法医演的很不错 黎耀祥不适合这样的角色 依然不喜欢徐子珊 吴卓羲也没什么上佳的表现 可能是戏份不足的关系 感觉陈茵媺并没有那么难看了 胡定欣这部演的不错啊 还有就是 警察就是打酱油的 分析调查揣测案情也多半是法政来做的.....不过现在的TVB能看的也            
(4星)	 亮点还是法证部那些先进的仪器。            
(NA)	 还不错~~~~            
(NA)	 打发时间用的    剧情有点单薄。。。。            
(2星)	 吐槽的点太多了。我也不知道我是怎么坚持看完的。            
(NA)	None
(NA)	 最后一集太坑爹了。            
(4星)	 很多事情都是那么的无可奈何，很多感情却总是能打动人心。            
(2星)	 垃圾            
(3星)	 我本来想念在追了那么久给四星的，可是这个，，让人哭笑不得的大结局。我给了三星。            
(4星)	None
(3星)	 就是无聊的时候可以看看啦~徐子珊没那么讨厌了，虽然说话腔调还是很奇怪；吴卓羲就是一个很负责的临演，专业的打酱油；张可颐还是很耐看，演技也好；虽然有很多bug，但原谅这又不是美剧。大结局最后一幕太郁闷了，你给我弄个续集看看，如果是呼应前两部，又太突兀了吧。。。            
(4星)	 每天一集，饭点儿好消遣            
(3星)	 真心一般~~比不上真相很潜行            
(3星)	 吴卓羲徐子珊双方母亲的斗嘴超级无聊。安排胡定欣死去，把好看的三角爱情矛盾掐死，tvb编剧只会舍难取易，敷衍了事。            
(3星)	 陳茵媺死了，观众没惋惜，蕭正楠的悲伤又生硬，编剧要陳茵媺死，何苦？！            
(2星)	 又结局挖坑！PS，触屏您能不能不要那么招摇啊            
(3星)	 剧情相当狗血，高sir和汤盈盈很可爱。            
(3星)	 拍的一般般，每天晚上看得吓个半死，不敢上厕所；到时因为这部剧对心理学又起了一阵狂热            
(5星)	 Mandy这个角色是我看过所有张可颐的戏中，最招人讨厌的一个，烂尾结局。            
(5星)	 不错呢            
(2星)	 严重烂尾            
(4星)	 阿RON大结局终于开了一枪=_,=  前面几个case还挺不错，最后该死的要死一死该救的要救一救，就算小姑娘一下子亲妈都不要了也是合理的T-T 我懂。。。            
(4星)	 起码我觉得比潜行好看。好爱吴卓羲。            
(2星)	 剧本粗制滥造。。黎耀祥的气场弱了，不适合这个角色            
(3星)	 推理剧情没有以前的给力，好几个案子都猜到凶手了，还有Angel 和Eva 其实是炮灰来的吧...            
(4星)	 虽然换了人，但还是很不错的            
(5星)	 最近看的电视怎么都是有悬念的结局啊，怪            
(5星)	 视帝果然势利~!!! 其实都算唔错噶啦. tvb加油啦~            
(4星)	 终于看完，只能算凑合，因为张可颐和黎耀祥，才多加了1个星。徐子珊挺好看的，但是演Madam明显hold不住啊，不如佘诗曼。另外法证的技术展示的太牵强了，电子产品也一样，难道没有平板电脑就干不了活了吗？破案基本就靠无所不知的法证，技术加推理，警察完全花瓶，只能抓抓人，未免也太神化了            
(3星)	 支持Eva！pro.sir你忘情也太快了吧，Mandy的本质就是小三啊！            
(3星)	 科技埋葬了老香港的味道~            
(3星)	 还留个悬案在那里，那就拜托，快拍~\(≧▽≦)/~啦啦啦            
(4星)	 就这么完结了.....            
(4星)	 同家姐一起追的港剧            
(4星)	 黎耀祥，four stars+哟。。。对女角基本都无感。。。显然马上就有续集嘛。。。            
(3星)	 剧里的道具真高科技，是不是真的啊？！ps:tvb的味道，可惜没有大团圆的结局啊！            
(NA)	 难道要有4？            
(2星)	None
(4星)	 你骗我！我要不是看你是TVB，打着法证先锋的名字，我真的会只给你三颗星。太伤我感情了，跟一二部比差好多，你那狗血的剧情，我真是不想说呀            
(3星)	 给墨镜代言啊？要不要每次念英文的专业术语然后又用中文说一次啊？            
(3星)	 除了卡司和先进的技术……TVB真的江郎才尽了，木有悬念木有情节尤其是后来的后来，而且看结尾是要SP了么=  =……回头还是先把2看完吧，有时候剧情比卡司更有动力，更何况还有Bobby            
(4星)	 李展風同学在最后两集告诉我们，身为男人，是不可以随便拔枪的.            
(3星)	 ANGLE死了.死的好生硬- -. 坐等法证4!!!            
(4星)	 晚上看吓到            
(3星)	 如果不是为了醒哥我绝对不看。看完之后，我真的好怀念欧阳胖子和林文龙。            
(2星)	 Too simple ,too n.....            
(4星)	 为什么要让angel死 有必要吗            
(NA)	 像鬼片样···            
(4星)	None
(3星)	 法政警察各种牛逼。第一个案件和最后一个案件都略扯……            
(4星)	 没有第一部好看            
(4星)	 很喜欢Dr钟啊~            
(4星)	 技术上太bug，情节还可以。            
(4星)	 又一部剧追完了……angel死的好莫名啊……            
(4星)	 吴卓羲            
(3星)	 这结局……是又想拍4了吧。我已经腻了。            
(4星)	 就是喜欢TVB。。黎耀祥越来越有气场啦~~            
(3星)	 感情线拉过，破案线凑合，剧荒时期打发时间。            
(3星)	 本来觉得还可以的，但大结局太假了，扣一粒星！            
(3星)	 终于完篇。            
(4星)	 哦哟。又是小丑结尾。虽然是很老套的TVB戏码。但是我还是很中意嘛。老早不觉得徐子珊好看。现在越看越喜欢。帮吴卓羲倒是蛮登对的。            
(5星)	 嗯，珍惜眼前人。            
(3星)	 又是个杯具！！！死2个女配角一刚。。。            
(5星)	 哎呦，TVB虽然恶俗，但是真的好看~~~            
(3星)	 结局不好，剧情经不起推敲，不够档次            
(5星)	 挺好看的。小时候看tvb挺多，现在反而少了。结局明摆着会有4。好喜欢吴卓羲。            
(4星)	 前面不錯。。後面分家產什麼的太老套了。。還是2比較好看。            
(4星)	 标榜香港法政先进的剧集            
(2星)	 madam、wind酱油从头打到尾。mandy 、pro一直在走无内涵的氧气路线。现在的观众尊是越来越挑剔啦~            
(4星)	 受不鸟 为了吴卓羲我又花痴鸟 然后就是珍惜眼前人 再然后就是 法证先锋1，2我来拉            
(4星)	 只看了最后两集╮(╯▽╰)╭            
(4星)	 还不错难得我能看完一部破案剧 而且徐子珊在里面也显得不怎么讨厌了！好爱ken和angel编剧nc了最后才会让angel莫名死掉。。看来法政每一部都要死一个女配才圆满。 最后一集感觉是预算多出来好多 硬要搞大场面太莫名了好么！EVA演的不错 就是pro sir这角色怎么都感觉不适合            
(3星)	 男女主角的古怪三角恋已经不想吐槽了，只是十分想感叹下TVB的不公平，配角们全就干干脆脆一刀刀捅死或一枪直接毙掉，每次每次轮到主角就远~~~远~~~地浇一圈汽油，拉一条长~~~长~~~的引线，让它慢~~~慢~~~地烧。。。严肃点好嘛。。。            
(4星)	 情节并无太大新意，但作为茶余饭后的小店来说还是不错的            
(4星)	 香港的编剧是大不如以前了            
(3星)	 所有法证内容is full of shit!!给感情戏加一颗星~~            
(3星)	 有徐子珊，扣一星。            
(4星)	 可以简洁表述为，一个法医一个法证拯救香港西九龙警署的故事。            
(4星)	 如果结局不是这样，我会给5星的，实在太狗血了，不过依旧很喜欢这样题材的电视剧，没办法，再一次回去看美剧吧。。            
(5星)	 有用就行            
(4星)	 20111121，看了那么多的犯罪片，都有一定的套路了，除去普通案件，剩下的很多最像凶手的最不可能是凶手，而最善良最无辜的一般才是，并且这背后还有一段无可奈何的悲情故事……追完了法证3，接下来是繁忙的二十天。加油！            
(4星)	 感觉最后一话各种败笔啊-            
(3星)	 ending的案子让我看到了犯罪心理的影子，当然水准有待提高而已。。结束的好仓促啊！！！            
(4星)	 这部开始引入高科技、但是案件没有前两部好、而且主角的家人都好可怜、非死即伤。最后大结局是嘛意思、期待第四部么。            
(3星)	 无可无不可 还行吧 在剧慌的时候看还ok            
(4星)	 我是真的很不愿意给这部电视剧mark上看过的标签的，因为这意味着我又得空虚一段时间了。结局是一贯的TVB套路，男女主角总是会经历一次磨难然后化险为夷牵手走向美好的未来。唯一不足的是陈茵薇死得有点仓促，我还以为她应该是笑到最后的。            
(4星)	 要么死，要么遗忘……            
(4星)	 结局太可恶了！！！！TVB转型了？？？            
(4星)	 主角一本正经，配角插科打诨。配角死不得其所，而活着的人很快就忘了死去的人。就像金庸先生说的：“然而，张三丰见到张翠山自刎时的悲痛之情，谢逊听到张无忌死讯时的伤心，书中写得太也肤浅了，真实人生中不是这样的。因为那时候我还不明白。”            
(3星)	 编剧有点扯了。怎么都快成柯南了，死的都是周围人啊T T。而且越幸福越要死啊，angel不用那么惨吧。第四部不要这样子了吧。配角必死。            
(3星)	 跟法1真的没法比。。。            
(2星)	 各种bug啊bug啊！！！我不懂啊为神马Eva跟Angle一定要SHI啊！！！为神马SHI的不是Ada啊！！！            
(4星)	 看最后几集的时候，我都不敢上厕所了……            
(5星)	 为了我爱的黎耀祥……昧着良心打五颗星了，= =            
(3星)	 怎么的也不及前两部。没有欧阳震华和林文龙还叫法证先锋么。看样子还会有续集。。            
(NA)	 烂编剧            
(3星)	 我tvb了......            
(3星)	 反正最后总要搞场爆破戏，男女双双扑倒在地还有！只有猪扒没死！            
(4星)	 看大结局像是看了部恐怖片,现在还心跳加速呢~            
(4星)	 结局的故事有点简单，感情成分过多了            
(4星)	 算是近几年看过的比较好看的TVB连续剧了            
(4星)	 就喜欢萧正楠和陈茵薇那段感情。            
(4星)	 听说这是今年tvb收视率最高的一部戏 可是为嘛人家还是骂声一片 骂了还要看 是不是变态呢...可是我觉得还蛮好看的 有感情分！            
(3星)	 各种不合逻辑..烂尾啊..            
(4星)	 当新片子看，案情相对前两部，木有特别能推敲的，编剧前两部玩得还不够，第三部继续整死人，哎。。。还会有第四部咩？！不知道了。。。估计木有了。TVB基本一个系列拍个三部把。            
(4星)	 除了主演我都不喜欢之外都很ok            
(4星)	 布SIR和MANDY 终于在一起了。。。EVA死了。错过了就再也回不去了。最后一集的亮点是布SIR抱了MANDY。。。。。案件还是比较细致入微的。惊喜连连~~~~            
(4星)	 给啊张可颐半颗给她爷爷半颗高sir半颗EVA个女半颗...            
(4星)	 法政3结束了，我的坐车时间 午饭时间要无聊了            
(4星)	 爱就是爱~~            
(3星)	 ﹁_﹁很明显，最后的结局就是为了续集或者电影版的铺设╮(╯▽╰)╭            
(3星)	 无聊的剧情+狗血的结尾            
(4星)	 这部收尾太仓促，中间又太拖沓，一个case可以播几天，最记得那个天眼少女了囧~~~angel的死莫名其妙啦。。。            
(3星)	 EVA在里面出乎意料的美            
(NA)	 第一次看法政系列 TVB的探案都是一种套路啊 分不清法政鉴证有什么区别...pro sir太完美了还是醒哥charming~            
(5星)	 其实..我还是想胡定欣跟pro sir在一起咯..            
(4星)	 现在TVB流行给续集直接做铺垫么- -            
(4星)	 为什么Angel要死……太怨念了这可是我最心水的一对吖！！！！            
(4星)	 没想到结局陈茵微死了            
(3星)	 剧情呢虽然没有那么紧凑，还是可以看的            
(3星)	 今天终结。换了全班人马，加上处处高科技，感觉和1、2部已经扯不上撒关系了，还行吧，在这个好剧缺乏的年代，这部剧让我对徐子珊有了改观，秉持TVB一贯的高节奏剧情，结尾又留了料，别像2那样没了后来就行，因为很喜欢前两部，对这部剧期望就比较大，所以这个收成多少带点唏嘘，anyway，期待第四部。            
(NA)	 全片都在炫技，炫生硬的推理，炫憋足的平板电脑……            
(3星)	 Eva也死了，这告诉我们说任何阻挡男主角和女主角之间真爱的其他人都没有好下场，即使是原配也不例外。多亏那个心理医生知难而退这才保住一命！            
(5星)	 终于追完，期待第四部！！！就冲黎耀祥都必须满分！！！徐子珊越看越顺眼，另外萧正楠大驸马都很Q啊，就是不明白angel的死是干嘛的了...哎            
(3星)	 从1到3，法政先锋一部不如一部。结局摆明了肯定是要出法证先锋4的，但按这个趋势下去，4还值得期待吗？            
(3星)	 结局太2            
(3星)	 香港刑侦到处都是高科技，黎耀祥还是很能演这种温柔死人的，啊是还有4啊            
(3星)	 弱暴的破案剧情啊，万能而完美的男女主角啊，能不能再假一些？            
(4星)	 根本沒演完嘛！            
(3星)	 结尾够俗套。。反正是必须死一个才行的是伐。。            
(4星)	 骨灰钻戒很给力~听说还有第四部啊雯雯当了发证，杏儿演的讲不老青春啊madam就一直扭啊扭没气场啊            
(4星)	 最爱破案系列，赶紧出4吧            
(4星)	 还可以吧 不过ADA气场着实不够啊....            
(4星)	 最后两集。。烂尾了。事实上是我忒寂寞……么片子看            
(3星)	 人手一个平板也就罢了，人眼一副苍蝇镜实在是2到爆啊！！！剧情真心没什么好说的……到是勾起我去Disney玩的念头了～最后这个结局……我静等出4……            
(3星)	 留下了好多坑和我最不爱的CP            
(4星)	 感觉还可以啊，不过很多集都猜到结果了，所以还不算特别精彩            
(4星)	 为嘛要让angel死啊！！！            
(3星)	 终于结束了。小丑意味着还有4么            
(4星)	 最后一个case还真的是让人有滴怕怕，原本打算下楼倒个垃圾顺便去超市买个牛奶，也只好打住。还是想问欧阳震华去了哪？木有胖子的TBV木了男一号哇~~            
(3星)	 没有蒙嘉慧的法政。            
(4星)	 吃饭时的配餐            
(4星)	 一看就知道凶手是谁也是挺无趣的- -...大冷门么,Jim呀,哈哈哈~            
(2星)	 真心脑残啊！！还是看刑事侦缉档案洗洗眼吧。            
(4星)	 还有个案子未破就结局,你们不够尽忠职守..........            
(4星)	 早上看完的…………唔………………还好吧，越来越喜欢黎耀祥了…………            
(5星)	 pro sir和mandy，太感人，感人了！            
(3星)	 被剧透越看越清淡，本来瞧着徐子珊吴卓羲俩还蛮顺眼的，越看越……，醒蜀黍演技很好=V=。不过拿“太阳光线”戳moon姐那里也太假了吧！我赌赢了，谁来给我黄瓜一根XD            
(3星)	 只喜欢eva            
(4星)	 感情很牵强，案情无逻辑，凶手太好辨别，反正就不温不火不入了戏~~  亮点是各种专业术语，破案仪器，还有彪内涵的法庭辩论：香港法律的基础是普通法。普通法的法制模式是承认规则的客观性，也就是大多数人不成文的做法…            
(3星)	 最后个镜头....弱爆了            
(5星)	 看完1、2后看3 ，刚开始感觉有点变扭，也有点反感，但是深入看下去发现3也有3的精彩，虽然没有了1和2的感觉，但是也没有让我失望。            
(3星)	 案子简直是没看点，萧正楠那对很好笑的呀。。就是实在搞不懂为嘛要让angle死掉啦。。剧情完全没有需要嘛            
(3星)	 如果只在28集 劇終 4星            
(3星)	 三星半，虽然大结局的case整个烂到不行，有虎头蛇尾之嫌，但是整部剧来看还是有一些case显示出一定的专业，算是一部不错水准的剧集了。            
(4星)	 有些裂痕已经存在了，就要学会接受现实。            
(NA)	 一直觉得jim应该是大boss..什么的            
(3星)	 结局真是太狗血……            
(4星)	 一般不怎么看港剧，这部还不错。            
(4星)	 终于追完了，尽管里面有BUG，但是。。。。。演员阵容比较强大，新人也表现不错啊。。。。。。。。。。给所有的演员投一票            
(4星)	 主角的身世永远在最后揭晓么，主角在剧终必须要经历险境么(死不死纯粹看导演心情)，编剧的智商解决不了主角们的三角纠纷也没必要让胡定欣死那么惨吧……反正我要求也不太高，有喜欢的演员足矣～皮埃斯，实在搞不懂为毛那么多人讨厌徐子珊？！            
(4星)	 我也觉得还有四= =            
(4星)	 果然的蛇尾啊～～ 还是跑上来的腔丝浓点 结尾的各种莫名 ～            
(4星)	None
(NA)	 别跟我玩感情            
(4星)	 不仅有静贵人，还有成妃- -            
(NA)	 单纯为了黎耀祥而看，但是案情太一般太一般了            
(5星)	 我真心觉得这部戏比法1法2好看，虽然案件推理确实一般，但是剧中的三对情侣的感情线确是大爱。最好玩的是angel和ken，最爱看他们逗嘴耍贫，萧正楠演得真挺好的；最向往的是布sir和学心之间的感情，含蓄的深藏不露的，正中我心怀啊；小吴和小徐这对无感的居然最后也看顺眼了。ps我觉得胡定欣的表现很好            
(3星)	 本来想给4颗星的，结局太傻叉，减掉1颗！最近几年的TVB剧最后一集总是让人看了火气大！而且一到结尾编剧智商就直线下降了，为毛啊！            
(NA)	 拢总那么几个案子，非弄个30集。。。            
(4星)	 这结局。。。。。。。            
(5星)	 最后一集都好紧张哦~            
(4星)	 这结局。。。真TVB啊。。。＝ ＝            
(3星)	 狗血结尾，CSI变CM。八戒，你以后还是别演Sir了。            
(5星)	 不就换演员么，干嘛那么抵触咧。好演员又不是只有那几个。好的编辑，其它好的演员一样可以是一部好戏滴！            
(3星)	 唉。            
(3星)	 没有欧阳震华的戏确实档次不高呀            
(5星)	 棒极了！            
(4星)	 其实还是不错哒！            
(3星)	 打发时间不错~            
(2星)	 失望，黎耀祥、张可颐没发挥，吴卓羲、徐子珊酱油，案子很无聊。狗尾啊！！！！最出彩的反而是胡定欣，萧正楠也还不错，萌！还有可怜的黎诺懿，你的演技咋还没上去呢？本来还想抱怨TVB怎么都不捧你。现在。。。。哎。。。。。            
(3星)	 TVB老戏骨新搭档，相当不错，只是高潮把握的不够匀称，算是TVB里比较成熟的剧了。            
(3星)	 结局有够烂的……TVB是不是想不到别的结局了？！            
(4星)	 雯雯。非常讨人嫌！            
(3星)	 喜欢的Jim走了,Eva死了。只剩下娱乐了，张可颐、黎耀祥让人失望的作品啊            
(2星)	 什么东西。。            
(3星)	 皮裤姐妹跟发证科姐妹的奇缘            
(3星)	 怎么说呢，总失望，到希望，结果最后还是失望。一开始发现演员大换血有点不爽，但后来渐渐爱上祥仔，发现演技丝毫不逊色，但是除了祥仔凭自己演技，论剧情，真的毫无跟前面两部的可比性，所有案件用脚趾头都能第一时间发现凶手，以前那种惊心动魄出人意料毛骨悚然的感觉一点都没有……差点成了高科技纯            
(4星)	 大结局了，感觉剧中人物性格和价值观都挺不错的。            
(5星)	 同意ES说的···干嘛都是女人死            
(3星)	 看得有点怕~~不过还是很好看~~            
(2星)	 太不把观众当人了            
(3星)	 真的很一般很一般            
(4星)	 抛开剧情，黎耀祥演的不错            
(4星)	 挺好看的，TVB卖的就是个套路，谁演都一样嘛            
(4星)	 最后一个案子似乎有些仓促            
(4星)	 可能是没看过前两部 没有胖子我还是看得下去            
(4星)	 这结局结的有点纠结诶···            
(2星)	 好不专业的感觉。            
(NA)	 看了两集，我就觉得这部剧是给我吐槽的——|||。            
(3星)	 好吧，好不容易追完了，angel死的真是，这编剧是不是硬要在最后整个生离死别啊，不死人不行啊，看完这三季，感觉这第三季真的不如前面两季，TVB真的木有好剧了么            
(4星)	 还不错啦            
(3星)	 一星给EVA 一星给Jim 一星给法政系列的回忆 案件弱 剧情弱 感情线更是恶心到不行 不想再吐槽了 男女主你们真是绝配 极品玛丽苏！            
(4星)	 结局如此，岂不是逼我看第四部？！！            
(4星)	 冲着法证1、2的金字招牌去看的。相对来说算是今年值得一追的戏了。今年除了真相之外真的没有一部特别喜欢的。这部剧有3个演员让人很惊喜。诗咏&amp;Ron&amp;Z3。当然最爱的还是展鹏啦~~~~好喜欢~小定的演技也很棒。大爱Eva啊。为毛今年的TVB剧都要各种死人啊。。女二必死啊有木有。            
(3星)	 开放式结局。。。其实我觉得吧，编剧不太行            
(NA)	 今天看完了 哈哈 貌似有几个演员演警察气场不够 不足 黎耀祥还是不错的 剧情还是不错  最后面死了两个人有点可惜 。。。。            
(4星)	 这个结局的意思，是要有第四部么            
(NA)	 还是蛮耐看的            
(4星)	 跟直播真是伤不起，终于看完了，等的间隙还重温了法一法二，三部里面还是法二最好看！            
(4星)	 至少技术上比前两部强多了，            
(3星)	 角色越来越没存在感了，推理也弱爆了，每个案子还没发生都可以猜到是谁杀的。。            
(4星)	 尼玛最后两集！！！！集体脑残了啊？？~~~不挖坑都往里跳啊。。。。心理变态真可怕。乃们不要惹我╯﹏╰            
(4星)	 好吧 黎耀祥木有让我对整部剧太失望。啧啧啧 。            
(4星)	 其实这部的男女主角配角都挺顺眼啊，徐子珊都看着变顺眼了啊，案子虽然没什么特别的，但是其实也没那么差不是，陪我度过了好几个礼拜的片子。            
(4星)	 剧中人物布sir和mandy简直就是非人类了，看啥啥准，说啥啥对...有些案子过于离奇，最后的结局悲喜交加，结尾小丑的死暗示着4已经不远了，还有，某人说那个布sir很有魅力...            
(3星)	 越到后面越雷人            
(3星)	 最后的那个case实在太烂 完全没有期待            
