http://movie.douban.com/subject/3314870/	潜伏
(5星)	 经典之作，余则成就是给孙红雷订做的            
(5星)	 抛开政治不谈，这绝对是同类剧中的经典，拿到哪里都是！            
(4星)	 我的信仰是无底深海            
(5星)	None
(5星)	 看了两遍了，老公特别喜欢看，我也跟着看了。            
(5星)	 好看，强烈推荐            
(5星)	 “让悲伤尽情地来吧，但要尽快过去。”——面对爱人的牺牲而不能表达，这句旁白让我感动得几乎落泪。            
(5星)	 演的好。            
(5星)	 有信仰的人很伟大但也很可怕，因为日子久了你也看不到他的心            
(5星)	 孙红雷呆得很欠扁，姚晨又傻又可爱~~这个组合实在是太妙了。。。。            
(4星)	 好的TV不可或缺的几个条件：有故事线有感情线，编剧合情合理，对白设计靠谱而又偶现特色，主题曲一定要很切题，正配角都能恰当表现凸显角色身份和个性。。。这些，潜伏基本上都做到了。唯一的问题（口味问题），编剧为了收视率在感情戏方面做的妥协太大了，对一部谍战片来说，过分了。            
(5星)	 我最喜欢吴站长吖。太锐智了~            
(5星)	 是真好，喜欢！            
(5星)	 其实后半感觉马虎了。            
(5星)	 好看到爆。。。就为毛事这么个结局啊            
(5星)	 间谍那强大心理素质和应变能力、比男人偷腥时还要高的智商、还有脑袋系在裤腰带上的压力。实在佩服余则成这个角色            
(5星)	 除了结尾，都非常好            
(5星)	 挺经典的，剧情很好，孙红雷不喜欢            
(5星)	 堪称完美！！            
(4星)	 不错，有味道！            
(5星)	 与其说是谍战片 不如说是一本职场的生存手册            
(4星)	 又是谍战片~~心理素质啊，斗智斗勇啊。结局很悲伤，翠平守在小山村，余则成和别的人成为夫妻...都是斗争需要，他们牺牲了多少才得来现在的和平？            
(5星)	 看多少遍都不会厌的精品！            
(5星)	 经典之作            
(5星)	 经典！演员奇佳，所有的演员。            
(5星)	 一向不喜欢看这类片子,除了这部...            
(5星)	 太好看了 ，连看3天            
(5星)	 片子很精彩，但是结局太操蛋了，我不知道是编剧坑爹呢，还是组织坑爹呢~            
(5星)	 非常少见的让我看了很多遍还想再看的大陆电视剧～姚晨和孙红雷真的演的特别好！            
(4星)	 余则成和翠平在机场的相遇成就了本剧的高潮~            
(5星)	 我只想说：余则成 你最初的信仰从何而来，如果是基于爱情那么这种所谓的信仰只不过是伪信仰罢了。            
(4星)	 余则成最后会回来找翠平的吧。开放式结尾伤不起啊。            
(5星)	 没话说            
(5星)	 很不错了， 剧情也比较紧凑， 孙红雷有视帝之感            
(5星)	 演技绝对是赞的，也让我们看到了特工、革命的无可奈何。            
(5星)	 我看过的最好的谍战剧！            
(NA)	 愣是看完了            
(4星)	 结局我不喜欢！！！！！！！！！！！！！！我都想的出翠平后面过的是怎样的苦日子，也能想象的出余则成老到快死的时候回到大陆泪流满面的讲述如何想念祖国，如何寻找翠平。。。讨厌！！！！！！！！！！！！！！&gt;_&lt;            
(5星)	 好看就俩字            
(NA)	 只能说很帅啊。。很希望余则成能找到翠平。。。            
(5星)	 让我知道喜怒不行于色是很重要的  开始喜欢孙红雷了            
(NA)	 看过两遍            
(4星)	 挺不错的……起码不算是又红又专的东西            
(4星)	 还不错            
(5星)	 就最后一集能看            
(3星)	 就这样的间谍水平居然没被军统特务识破，太搞笑了，如果敌人都这么愚蠢，那还会牺牲那么多的地下党人？影片结尾太恶搞了，呵呵。            
(5星)	 间谍片的鼻祖            
(4星)	 挺有意思。            
(5星)	 很不错的电视剧，国产有希望了。学到很多，而且角色个个有棱有角，好片            
(5星)	 再看一遍            
(5星)	 绝对要极力推荐的，这里孙红雷的演技也好，余则成的潜伏也好，绝对赞！            
(5星)	 可谓国产间谍片的炉火纯青之作，一个字：好看！            
(5星)	 孙红雷演技派实力派。            
(4星)	 不错的谍战剧。。            
(5星)	 每个演员演的很出彩            
(5星)	 从一开始就喜欢翠平这个傻得挂相的女人            
(5星)	 情节紧凑，悬念迭起，有个小人物-地主王占金让我印象深刻……            
(5星)	 中国现代谍战片的经典之作            
(5星)	 这结尾算什么？            
(5星)	 乱世就是舞台。再见，余则成。            
(5星)	 孙红雷的电视剧必顶！            
(2星)	 简单，粗糙，双方都很弱智。不喜欢姚晨和孙红雷，总觉得这两个人很二，姚晨的大嘴也让我不爽。片子也看了几集，终究还是看不下去。            
(5星)	 跌宕起伏 有张有弛的剧情 有种过山车的感觉 实力派的典型            
(5星)	 真的很好，吸引人的剧目            
(5星)	 那要是余则成没回来，翠平不撒始终不能离开那个小镇，酱紫不利于那个女娃娃的成长啦            
(5星)	 孙红雷超man的            
(3星)	 看着 紧张              
(5星)	 多少情怀已更改            
(4星)	 时事弄人            
(4星)	 结局 有点郁闷            
(NA)	 超爱！            
(5星)	 近几年难得的好剧！！！            
(5星)	 啊真的很贱。但贱得我喜欢。。。            
(5星)	 经典剧            
(4星)	 看到最后我也有一行清泪愀然而下啊            
(4星)	 孙红雷的确不够帅，但演技真的够好！            
(5星)	 有十星就好了            
(NA)	 超好看的电视剧，虽然里面的背景过于简单。但是演员的表现力特别好，我看得很入神，看多少遍都不腻。            
(5星)	 看了结尾，心寒、心酸......            
(5星)	 不喜欢孙红雷            
(5星)	 不错，孙红雷让我刮目相看啊~            
(4星)	 国产谍战片这个还算靠谱            
(5星)	 第一部，也是唯一一部值得一看的谍战片，孙红雷大爱            
(5星)	 结尾稍微有点仓促            
(4星)	 我其实喜欢的是左蓝……可是她牺牲了            
(4星)	 除了孙红蕾和姚晨，配角演技差，《黎明之前》主配演技均衡。            
(4星)	 对姚晨来说，是个转折点；对一年看不了一部内地电视剧的我来说，是个奇迹。            
(5星)	 真喜欢孙红雷和姚晨在这部剧的表演            
(5星)	 跟潜伏比，其他谍战都是P。            
(NA)	 我们看的第二部电影，一直在说话，没有认真看内容            
(4星)	 片尾曲由中国爱乐乐团及交响乐团演奏，为整部剧更加分~~            
(4星)	 ……大娟究竟是怎么样迫害我的啊            
(5星)	 精彩，不解释            
(4星)	 大陆中的佳片            
(5星)	 看到机场演老母鸡那一幕，泪流满面！            
(4星)	 孙红雷这次完全没有失控呐我觉着。搅来搅去挺刺激，但翠平的结局真的是很凄惨了……            
(5星)	 站长在中国，李崖在德国，晚秋在法国，左蓝在苏联，翠屏在朝鲜，马奎在阿富汗，谢若林在美国，余则成在巴基斯坦北部城镇阿伯塔巴德......            
(5星)	 话说里面人与人的关系很复杂            
(5星)	 好看呢~~~            
(5星)	 牛逼的.            
(NA)	 共产党就是操人啊            
(5星)	 在电影质量日趋下滑的当下（哎哟 我简直不想说都下滑到啥地步了 昨夜校园漫步和张同学聊起 真是一阵感伤 他坚持要考中传 坚持要做电影 于是我不停不停的说  以后拍电影找我啊找我啊！啊？啊！！）近期数部国产剧真是让人欣慰。              
(5星)	None
(4星)	 8.8 超喜欢            
(5星)	 中国最好的电视剧            
(5星)	 红了姚晨            
(4星)	 后来适应了这样的芙妹            
(4星)	 嘴上全是主义，心里都是生意            
(4星)	 我们一起看过的电视剧            
(NA)	 百看不厌的经典            
(5星)	 轮到我潜伏了？            
(4星)	 本地台播的，本来不愿看  家里人要看，没办法跟着一起看，越看越入迷，也是一牛逼电视            
(4星)	 红剧，打发中秋三天            
(3星)	 差评            
(5星)	 此剧教导我们：为GC主义奋斗是没有人生的。            
(NA)	 好看            
(5星)	 看过的最好的电视剧..            
(4星)	 映射职场生存哲学            
(NA)	 果然是闷坏的男人有魅力            
(5星)	 红雷大哥实在是太给力了！这种悬疑间谍片看得实在是很过瘾啊，不过光看着就觉得神经紧绷了，间谍这种活实在是太折寿了吧，心累啊，各种能力素质要求也忒高了。            
(4星)	 无论你身处何地都需要学会潜伏，这不是虚伪低调，是我们对自己的一种保护方式~~~            
(5星)	 谍战里面最好的电影            
(5星)	 有信仰，真好            
(5星)	 无可挑剔。完全沉迷啊。            
(5星)	 难得，09年以后没有超越的，期待中……给你5年时间            
(4星)	 制作精良的主旋律作品            
(5星)	 很赞，不说神马高三时候无聊就看。翠平很惨可是很现实。@Home            
(5星)	 演技极佳！            
(5星)	 一部电视剧，让你心情很爽，又让你学点东西，还要求什么呢？            
(5星)	 余则成眯起了眼睛，在镜框后闪烁着虚伪莫名的笑 ~            
(3星)	 难得我这次没有跟随主旋律，，是不错但也没有特别吸引人 估计是期望太高 有落差            
(5星)	 演的略有点儿假 编的还行            
(5星)	 喜欢孙红雷~            
(5星)	 最出色的谍战剧，至今无人超越，后来的都是粗制滥造的跟风            
(5星)	 好剧本~ 就是两党的正邪之分有点做作            
(4星)	 拍的挺不错的了             
(4星)	 低调的间谍，低调的爱恋            
(NA)	 睁开眼看看这个世界吧。            
(5星)	 很受启发            
(5星)	 国产好片不常有。            
(4星)	 有点意思，发现看官场斗争看得好欢乐            
(5星)	 非常经典，人物个个出彩。            
(5星)	 红雷控啊            
(5星)	 好编剧，好演员，好片子！向革命爱情和革命智慧致敬！            
(5星)	 革命中的爱情分外浪漫！！            
(4星)	 什么时候都得留条后路            
(5星)	 是你让我对国产电视剧重拾信心.....小眼睛帅哥.8错^_^            
(5星)	 09年最有看头的一部谍战片~            
(5星)	 堪称绝佳的职场教程            
(5星)	 看着余脸上淌下的泪，心情无比沉重。原来孙红雷真的是不二的人选啊…            
(5星)	 经典，就两字            
(5星)	 经典            
(4星)	 说实话。孙红雷应该是演马队长。            
(5星)	 大学里看过的为数不多的一部电视剧，经典之作。            
(5星)	 全剧最后一个镜头，余则成看着他和晚秋的结婚照，眼里噙着泪，还有脑里浮现翠平的脸，最让我难忘和感动。革命年代的爱情，有多少是能够厮守在一起一辈子的呢？            
(5星)	 在我心里，无论是演员还是剧情，它都没有挑的。            
(5星)	 绝对是谍战片中经典的经典啊。也是孙红雷和姚晨两人的大蜕变            
(3星)	 从来没那么投入地看过类似题材的连续剧 首先觉得那段历史太过复杂 敌我双方有时都分不太清 再者很难有哪一部拍得如此动人心弦 富有剧情 一般都过于专注历史本身 孙红雷对角色拿捏得非常准 姚晨也不错啊 但有些配角的演出实在不敢恭维 不过谁让他是配角呢            
(5星)	 每一集都耐看            
(3星)	 什么傻逼结尾。李涯是个好同志，可惜了了            
(5星)	 真的好看，看了好喜欢孙红雷            
(3星)	 一开始就知道是间谍 还有神马好看的？            
(5星)	 那么多重兵把守的大城市丢了，那么多战功卓著的整编军丢了，什么原因！？            
(4星)	 孙的表演很有力，又没有用力过度，好演员。小说很赞。            
(5星)	 含而不露~低调而有涵养~看来导演的心也很平静~编剧不错~主要是故事很好~            
(5星)	 潜伏潜伏            
(5星)	 很不错            
(5星)	 众多演技大神啊~~~我爱死这部剧了！！！            
(5星)	 高三的罅隙里看的第一遍 看第二遍时发现李涯李队长好出彩诶 尤其眼神 那句“就是想让孩子们能上好学”那样发自肺腑 主配角儿个个都是演技派！片尾曲深海不错不错 有了坚定信仰的人就如同洗脑了一般 结尾感觉牺牲个人的幸福为了国家是那样心酸 都是内战惹的祸 愚蠢人类的窝里斗真心不靠谱            
(NA)	 最近看的，每次回家都看家里的地毯，每次关门都鬼鬼祟祟的猛然回头看看有没有跟踪。个人认为导演其实想表达一些愤怒的想法的。            
(5星)	 国产剧的骄傲~            
(5星)	 支持国产剧            
(5星)	 居然发现孙红雷挺帅            
(5星)	 好剧本            
(5星)	 重看，一对有感情的好夫妻，好到人们不希望他们分开，在这种美丽和美好被完全认可之后再让它坍塌，最终达到好看的效果。            
(5星)	 信仰是无限深海            
(5星)	 喜欢啊……            
(3星)	 剧情不够紧张            
(NA)	 谍战剧里最好的一部。孙红雷和姚晨都亮了。结局让人很难受。            
(5星)	 经典无法超越            
(5星)	 忍辱负重的余则成，热血而又单纯的翠平，是部好剧            
(4星)	 谍战片里的奇葩。可惜出来以后很多商家看到这是个赚钱的机会于是接二连三出了些垃圾的东西。            
(5星)	 2011.4.10.断断续续看了快两年终于看完了~~            
(NA)	 孙红雷很犀利            
(4星)	 第二遍延期，            
(5星)	 虽然我不喜欢看电视剧但这部真的没得讲啦            
(5星)	 很好的故事紧凑            
(5星)	 看这部片子的时候在乌鲁木齐，专门去影碟店里买碟来看的，这个余则成啊，厉害！            
(5星)	 最喜欢的电视剧之一！！！            
(5星)	 很不错。。。            
(5星)	 办公室好教材。            
(5星)	 很是喜欢            
(5星)	 难得节奏紧凑不拖沓,故事说得好的国产片! 值得用五星鼓励一下.... 虽然后半小段暴露的很明显了有些牵强,虽然结尾不喜欢,但是是一部值得追看完整的国产电视剧            
(5星)	 好看            
(4星)	 孙红雷历史上演得最好的片子，解放前知识分子的感觉入木三分，神经过敏、紧张、焦虑。为了信仰和国家就应该被放逐？就可以牺牲一生所爱么？我不知道对不对，可能我不适合做这样的地下工作。可能我会变成叛徒。但一生遥隔海峡两岸，再不能相见的事实。我接受不了。            
(NA)	 孙红雷地地道道的东北老爷们儿，挺他            
(NA)	 超赞的剧情让每个角色淋漓尽致，每个演员都入木三分            
(5星)	 看过最棒的国产片！            
(3星)	 反响不错            
(NA)	 论文啊论文~~            
(5星)	 轻喜剧片。。。            
(4星)	 精彩的群戏            
(5星)	 2009年唯一一部从头到尾看完的片子。            
(4星)	 那么好看的片子却有个狗血的结局。。            
(5星)	 大爱            
(4星)	 虽然有些细节太牵强，但是不影响其成为优秀的国产电视剧。相比电视剧本身来说，有牛人写的“众星独白”更为精彩。            
(5星)	 两主角我都喜欢 国产电视剧找找 好看的还是很多的            
(4星)	 我觉得姚晨很出彩，看见她不那么想笑了。孙红雷面部表情好少啊。。。            
(4星)	 不错的故事，就是余则成怎么老是那么厉害，有点玄乎了。。。            
(4星)	 和哥们们当喜剧看的            
(5星)	 绝对演技派！终于看到能和美剧剧情媲美的作品了！            
(5星)	 编剧很强大，我党更强大。孙红雷和编剧都值得给五分，我党1W分。            
(4星)	 中国谍战片的开端啊~~            
(4星)	 我老爸只要逢电视演必看的剧= =            
(5星)	 一直都喜欢那种不紧不慢的说话的感觉            
(2星)	 什么垃圾结尾啊？国产电视剧这就到顶了？            
(5星)	 妈呀，给我看的，那叫一个扣人心弦！！！！            
(5星)	 谍战剧的开山鼻祖            
(4星)	 精彩吸引人看            
(NA)	 最后  都哭了            
(5星)	 看潜伏看到很感慨的地方，居然是。男人在外面压力大，回来就跟老婆发脾气。翠平说：“你压力大你可以告诉我啊，我也可以帮你顶着啊？你就是不信我！”然后就心里哗哗的。            
(5星)	 玩的就是高智商~~            
(4星)	 不是没有唏嘘的……            
(4星)	 看了好多遍哟~            
(5星)	 每个人心中都个信念，我就纳闷了，天朝为什么最后的结局不给河蟹了。            
(4星)	 结局...好吧我25看了又怎么样！！！            
(5星)	 本来是属于火到我懒得跟风看的一部片，没耐住朋友的强烈推荐看了。评价，确实精彩。            
(5星)	 棒~！！            
(5星)	 职场教科书            
(5星)	 余则成这个人绝对是极品！            
(5星)	 陪妈咪看了一遍。陪同学看了一遍。不错的片子。            
(5星)	 这是抗战版的职场教程，此剧应多看几遍哈~才能学会当中的道理            
(5星)	 余则成太有魅力了。            
(5星)	 听说很久了,一窝蜂这个题材,前阵子突然看到,真不错,看完了,孙红雷的角色真不简单啊,这么男人的一个人,文戏也是这么好,真是演技出众啊,佩服佩服!            
(5星)	 很好看，怀念一起窝在出租屋里看潜伏的日子。            
(4星)	 姚晨是亮点，不然这部戏就平庸了。            
(3星)	 演员都演得不错...可惜有点假            
(5星)	 内容很紧凑，孙红雷演的很好。            
(4星)	 孙红雷因为此片成为红人，倒是觉得姚晨在这里面更出彩，太欢乐了：）            
(5星)	 结局让人接受不了。            
(4星)	 我看电视剧一向比潮流滞后，这次更是。确实不错，看着那么多人为了一个美好的梦抛头颅啥热血，挺让我感动的，但是我现在可感觉到的更多是难受，因为那么多人为了一个美好的明天抛头颅啥热血，但是到今天他们的抛下的鲜血和幸福换来的依然还是一个梦一样的明天。为了那些过去六十多年还没实现的承诺难受            
(5星)	 一条不以爱为主线的谍战，看完后最忘不掉的就是那条爱的线索。            
(NA)	 这段潜伏因为爱情而分外婀娜，而这份爱情也因为革命而分外浪漫。 翠萍余则成            
(4星)	 结尾加一星，看完了久久难以入睡，可以            
(5星)	 我不知道说什么了，这大概是我看过最好看的国产剧了。            
(4星)	 近几年内地电视剧中的精品            
(5星)	 哎呦～你不去上海演电影真是可惜了～你还真具有浪漫主义气质～            
(NA)	 潜伏是个经典！            
(5星)	 内牛满面的……            
(4星)	 只谈电视剧来说片子不错，其他的就···            
(3星)	 红色经典的当代书写。            
(5星)	 引领 中国系列谍战片。。。堪称开山鼻祖之作            
(5星)	 余老板推荐的。。直到现在才看。。。            
(5星)	 挺不错的，整体基调沉着冷静            
(5星)	 故事相当精彩，原著虽然没看，但应该比电视剧更好看            
(5星)	 情节紧凑，引人入胜            
(5星)	 大家都知道很好看= =            
(5星)	 让我很着迷的谍战剧，全民潜伏啊~~            
(4星)	 为了共同语言            
(5星)	 内容相当精彩，结局十分可惜            
(5星)	 经典，不需解释！            
(5星)	 剧情很完整，翠平同学真可怜。。            
(3星)	 陪爸妈看的，还挺有意思的。里面的姚晨真是土啊！            
(4星)	 俺喜欢李涯。            
(5星)	 滚滚长江东逝水，浪花淘尽英雄啊是非成败转头空，谁是王来谁是寇哦……P.S. 配乐也几乎达到了国产剧的最高水准            
(5星)	 孙红雷的演技太V5了            
(NA)	 不错的            
(5星)	 好片，总体还是很不错的            
(5星)	 经典，经典，除了四大名著，我唯一看过2遍以上的电视剧。            
(5星)	 看的太过瘾了，呵呵，有当年看《越狱》的感觉            
(5星)	 经典，会收着的~            
(4星)	 还可以            
(5星)	 每一个细节都出乎意料之外却又在情理之中  这种质量的片子真是看一部少一部了            
(5星)	 几年来唯一完整看完的一部正儿八经的电视剧= =            
(4星)	 孙红雷太TMD NB了。其实呢，最佩服的还是站长，境界之高，是我学习的榜样。            
(5星)	 很紧张的电视剧！~这很少见！~            
(4星)	 还好            
(4星)	 翠平会打手枪。。            
(3星)	 总觉得没有那么紧张。            
(5星)	 最后还是没在一起，是个悲剧啊，诶            
(5星)	 看了不少谍战的电视剧，还是这部我最喜欢。            
(5星)	 办公室政治教程！            
(4星)	 还不错，但算不上极致！            
(NA)	 好片            
(5星)	 从此生人两隔断，天涯海角无所踪你还会回来麽            
(5星)	 结局很不爽！！！！            
(5星)	 睡不着觉，又翻出这个电视看看，依然觉得过瘾！这个导演兼编剧确实很厉害啊！牛人！对原小说进行的创造性更改实在是高！            
(5星)	 好不光光在情节，更在于里面所有人物包括各种主角配角的人物塑造上，不再是以往的突出主要英雄人物无视其他任务的电视了。。。譬如里面的李涯还是感动了很多人的。。。            
(5星)	 到底大姚的笑点在哪里            
(5星)	 看了N遍，只要哪个电视台放都会看，像一部教科书办的职场电视剧            
(5星)	 我也不知道4分跟5分的区别 我就是想推荐大家看一下 觉得这是继暗算以后不错的一部谍战片子            
(5星)	 挺精彩的~            
(5星)	 余则成显然是我们追捧和学习的好对象，李涯也值得我们去学习和膜拜。潜伏是什么，潜伏就是一部关于信仰的教科书。            
(5星)	 中国最牛电视剧            
(NA)	 怎能不喜欢余则成。怎能不喜欢翠平。最后一集差点哭死。MD，为什么要这样！            
(4星)	 谍战大剧，我们全家都比较喜欢。            
(5星)	 看过最好的大陆剧            
(5星)	 最爱雷叔！            
(5星)	 确实是难得的好片，我必须承认，孙红雷和姚晨在这部片子里呈现出了最好的演出~            
(NA)	 丝丝入扣扣人心弦、            
(NA)	 我太喜欢里面的站长了            
(5星)	 人生的无常和无奈 女人的隐忍和坚强            
(5星)	 特好看2011            
(4星)	 很好看，很给力~            
(5星)	 我信仰生活，信仰良心，信仰你            
(5星)	 这有没有2啊，-v-            
(NA)	 庆幸第一时间看过            
(4星)	 几乎不怎么看电视剧，嫌拖沓，但这一部隔三差五的看了几集，感觉挺不错的，隔三差五的看我竟然都能看得明白，说明剧情编排的挺好，紧凑但又有内容，每一集都精彩～            
(5星)	 国产悬疑片的巅峰，虽然我力荐，但是我还是比较喜欢外国的悬疑大片。            
(5星)	 人不为己天诛地灭            
(5星)	 非常精彩，难怪当年那么火爆。余则成根本不属于任何党派，他就是一个精英分子，如果他留在大陆，在之后的大运动中肯定难逃一劫。这一点让人感觉特别可悲，曾经为了左的思想如此奉献的人们，却被扣上右的帽子被革了命。ps.被孙红雷迷昏了，哈哈！            
(5星)	 我看过的电视剧不多。但是余则成。小眼睛。黑框眼镜。大嘴。大笨蛋我煮你。            
(4星)	 不错不错。            
(5星)	 我看过的最经典的电视剧            
(5星)	 喜欢余则成那样的男人。            
(4星)	 信仰！            
(NA)	 帅            
(5星)	 2009国产力作。是我看得不多的电视剧里，为数不多一口气看完的电视剧。            
(5星)	 演技派大联欢啊            
(NA)	 陪老爸重温            
(5星)	 革命的爱情分外浪漫            
(NA)	 真利害            
(NA)	 孙红雷扮相不错            
(5星)	 好            
(5星)	 余则成（某党）外表傻内心比谁都精明            
(5星)	 又是一部纠结许久的片子。。。            
(4星)	 我觉得这剧的成功之处就是真实，主旋律的剧太泛滥了            
(5星)	 经典            
(5星)	 路过补mark。姚晨刚进城那段儿逗坏了。            
(4星)	 原来潜伏就是中国版的无间道啊            
(5星)	 怎么就那么好看呢            
(5星)	 看过三遍！            
(5星)	 经此之后，其余的谍战片都不算什么了。            
(5星)	 有多少人和我一样看完这个就特别希望姚晨和孙红雷在一起?            
(5星)	 很不错的国产电视剧，很给力的编剧。            
(4星)	 我真的很郁闷。            
(5星)	 大好！            
(5星)	 要不你两凑合得了            
(4星)	 爸妈看电视的时候跟着看了 不错            
(5星)	 很久之前看过，只记得其中的信仰二字。这也是它优于《黎明之前》的地方，它更为突出信仰。总得给当特务或者卧底一个理由吧。            
(NA)	 我看的第一部谍战片，个人感觉这部电视剧开创了中国谍战片的先河！孙红雷的演技真棒！还有很喜欢李崖这个角色~            
(4星)	 孙红雷把这个角色演活了，情节非常紧扣吸引人，            
(4星)	 给四星是因为姚晨演得好            
(NA)	 嘿嘿不错的            
(4星)	 没传说中好看，结局是令人难以置信的悲催啊~话说对李涯佩服到不行！            
(NA)	 谍战片开山始祖啊~~~            
(2星)	 断断续续的撇见，不作数的打分。 其实还是不喜欢这种题材。            
(4星)	 累            
(4星)	 共产力量大            
(4星)	 因为看了&lt;黎明之前&gt;,相比之下,减一星.            
(5星)	 特别好玩的谍战片            
(5星)	 看得我稀里嘩啦            
(4星)	 风靡一时，印象不够深。但起伏的情节和紧张的气氛令人不得不悬着心一口气看完。            
(5星)	 国内谍战剧划时代的里程碑，但愿只是里程，并非不可超越            
(5星)	 后来掀起一股谍剧热，就是最好的证明。我爸看了有五六遍。            
(5星)	 目前算得上国产剧第一了吧！谢若琳绝对是本剧的最大亮点，姚晨的泼辣算是第二亮点了。过瘾！——“……我和翠平刚参加革命的时候，哪里知道中国未来是什么样子？谁知道我们死后在墓碑上是鲜花还是狗屎？哪个战士不是百炼成钢？……”            
(NA)	 担得起这么高的评价^^结局并不如希望般完美            
(5星)	 好片子啊，好片子！画面感很强。俩主角功夫很到家。拇指，拇指            
(5星)	 站长和陆桥山演的不错            
(5星)	 哈哈 百看不厌呐~            
(5星)	 余则成，有内涵！            
(NA)	 翠平 余则成！            
(5星)	 孙红雷你太男人了&gt;///&lt;            
(4星)	 人是棍子，可以是烧火棍，可以是火炬。            
(4星)	 让我改变对孙红雷看法的一部片子            
(5星)	 第五颗星给恰到好处的配乐。            
(5星)	 精彩！            
(5星)	 很喜欢！            
(5星)	 最后的结局啊~~可恶            
(4星)	 诶····  很···· 难说            
(4星)	 依旧有些狗尾续貂，以及很多地方有明显的逻辑问题，整体算不错。            
(5星)	 绝对是部好电视剧，孙红雷的演技无可挑剔            
(5星)	 大爱姚晨            
(5星)	 信仰            
(5星)	 我艹，结局是这样啊...日            
(4星)	 看了让人过瘾的电视剧            
(5星)	 站长演的最好            
(5星)	 有内容            
(4星)	 对结局无语了！            
(5星)	 大爱啊 看多少遍都不嫌烦 吼吼            
(5星)	 非常的经典啊~            
(5星)	 结局让我觉得国民党的对面也不是什么好东西，让人家妻离子散的！            
(NA)	 嘿嘿，你真像林黛玉。。。 。。。            
(5星)	 绝了            
(5星)	 为数不多的国产好片            
(4星)	 这都有！            
(5星)	 这不是民国            
(3星)	 片尾曲好听。            
(4星)	 大热的剧，看了之后觉得还行吧，算是谍战剧里比较好的了！            
(4星)	 保密局都是SB 拍的质量不错 剧情露洞太多，电视剧就这么回事            
(5星)	 好看！~~            
(5星)	 国内少见的高智商电视剧            
(4星)	 电视剧的特点就是不会让观众看不下去，嗯，侧面反映国产偶像剧不是电视剧            
(5星)	 每次看到翠平250的表情，真想冲进去揍她。左蓝！左蓝！这个女人身上的每一点都值得去爱。            
(5星)	 很久没觉得国产剧巨好看了，真的巨好看啊！！！            
(5星)	 对于这个国家 这确实是部不可多得的好剧    有很多问题  其实不用再说  大家心知肚明   谁能忽悠谁一辈子？  大不了集体忽悠会持续长一点罢了  只说这部剧   最好的一点  不做作  就真能看一下了            
(4星)	 很久没看过这么好看的国产剧了            
(5星)	 剧本很强大，姚晨很可爱，结局虽然诡异的出奇，但仔细想想也应该算是HE            
(4星)	 孫紅雷!我煮你!            
(NA)	 喜欢姚晨~~            
(5星)	 结局很悲情，这电视剧很勾人，让人看完一集想快看第二集，其实就是怕他暴露，希望我们取得胜利。可是牺牲了深海的幸福            
(5星)	 作为无间行者，他走的是一条永远不能回头，也不问究竟的路。从梦幻般的迷恋，到踏实温暖的幸福，再到隔世重逢的无言以对，三世爱恋一世承受，为了左蓝给他的、翠平守护的、晚秋承继的——信仰。所以他，越沉越深，终于落入这安静的、幽蓝的、孤寂的，深海。            
(5星)	 草，神剧！！！怎么这么好看呐！！！            
(NA)	 孙红雷表情好雷o(╯□╰)o            
(5星)	 唯一愿意看的谍战……            
(NA)	 不用说了吧            
(5星)	 能文能武，姚晨也是豁出去了            
(5星)	 潜伏。其实是个美好的结局。而且其实这部电视剧彻底把共产党黑了。= =在这个电视剧里。一切的结果都是因为【信仰】这个词造成的。            
(5星)	 一口气看完的。            
(5星)	 最好的电视剧            
(5星)	 至今为止最喜欢的一部电视剧，看了三遍~演员孙红雷和姚晨演技很到位，剧情扣人心弦，深深的被男主角的魅力吸引            
(5星)	 非常适合现代的社会！            
(5星)	 为革命牺牲的爱情~~            
(5星)	 他们呼唤他回家，却又把他扔在外面不管他。            
(5星)	 最好看的电视剧。结局不好啊，余则成太可怜了！            
(4星)	 忘记马克了            
(5星)	 结局。。。            
(5星)	 做间谍的最高境界了            
(4星)	 逻辑性不错.            
(5星)	 结局太伤感了 组织太没人性了。。。            
(5星)	 经典……注定的杯具……            
(5星)	 过年租碟看的，好。            
(NA)	 我！要！当！间！谍！            
(5星)	 台词很棒，一上来国统军统CC的就被搞晕了且还觉得很酷很帅很有现场时代感，演员，所有配角。。。。都太专业了，啊，名不虚传。。。。            
(5星)	 很赞~除了那个折磨的结局~            
(5星)	 最好的国产电视剧,没有之一            
(5星)	 姚晨演的真好啊            
(5星)	 难得的好片            
(5星)	 结局不厚道啊~~~            
(5星)	 终于从头至尾完整的看完了事情总是不完美的有时候觉得自己也在潜伏，潜伏于各种关系之间，欲望得不到释放用它来检讨自己，如果我可以做事得出结论之前，都好好考虑，就差不多长大了生命无需解释，我们只是用我们生活的方式来解释爱的存在。            
(5星)	 幕后英雄，就是连愤怒都要压低声音。孙红雷你演得真是绝了。            
(5星)	 精彩            
(5星)	 悲伤尽情的来吧，但要尽快过去            
(4星)	 为什么 我看到的是 卸磨杀驴的悲凉            
(5星)	 孙红雷演的真不错。            
(5星)	 春节和爸妈一起看了两天，哈哈。            
(5星)	 在优酷上看完了            
(5星)	 姜伟真的很不一般……比较喜欢李涯不过姜伟的片子为啥老是会露出话筒，不应该啊            
(5星)	 看了不止一遍的电视剧            
(5星)	 看这片时我正考试，断断续续看的，故事情节很抓人，后来考完试又看了一遍．收视率高果然是有原因的！ＰＳ：借作者似我们天津银！            
