http://movie.douban.com/subject/2229479/	穿越时空的爱恋
(4星)	 喜欢张庭，她的古装扮相一直很美。另外，这个徐峥是那个搞笑的徐峥么？！！足以说明其演技啊。            
(5星)	 年少无知总是特别容易被糊弄啊。sign...            
(2星)	 现在感觉不怎么样的电视剧，当时还看得津津乐道~~~            
(4星)	 我其实雷穿越的……不过这一部还好            
(2星)	 还是看小说吧            
(5星)	 大愛張庭            
(4星)	  小时候看的 、很好看 。            
(4星)	 比那个宫好看哈！            
(3星)	 弱智剧            
(3星)	 烤鸭那段！！！            
(2星)	 我肿么连这个都看过orz            
(5星)	 小学看的穿越电视剧。。张庭比杨幂有灵气多了            
(3星)	 现在想想真蛋疼            
(4星)	 我看的第一步穿越剧            
(4星)	 现在瞎穿越的片子不要再来雷人了好不好！！穿越时空的爱恋很可爱好不好！            
(3星)	 ==当年我还不懂神马叫穿越~不过觉得张庭徐峥还挺可爱的~            
(4星)	 铁通台 第一次对历史人物感兴趣 回头看峥哥怎么那么喜感            
(4星)	 小时候可爱看了。。（ps.接触的第一部穿越？）            
(3星)	 其实这个编剧灰常的狗血。。。            
(3星)	 这个这个，不好评价~            
(3星)	 好喜欢张庭~~~            
(5星)	 张庭真的是很美啊~            
(4星)	 这应该是最早的穿越电视剧了吧……            
(4星)	 这才是第一部穿越剧！            
(5星)	 感谢人生的第一部TV版穿越剧，让小小的我知道了明朝的那些事儿。喜欢张庭的酒窝，徐峥的台风~~            
(3星)	 小时候比较迷。现在才知道叫穿越剧。            
(3星)	 哈哈            
(NA)	 又是这个男人。            
(4星)	 算是一部理念超前的片子，若是看到如今各种穿越浪潮滚滚而来，不知道编剧会不会后悔没有给自己标上一个“先驱”的定义。。。个人认为张庭演的最好的一部，轻松搞笑里面人物也都很有个性，比如今这些这边抄抄那边仿仿的所谓穿越电视剧有诚意多了。。。            
(2星)	 为什么我小时候没看过这个电视剧 为什么你们都看过？？？？？？？？？？            
(4星)	 最早最早的穿越剧了吧···            
(3星)	 穿越的龙头老大！            
(4星)	 接触的第一个穿越题材吗，很好看            
(4星)	 不堪回首....又是小时候看了n遍的老片.....让人bs的穿越题材和商业味浓厚的三俗爱情片........但小时候我好迷徐铮啊....那么呆又可爱的...真想捏两下 踢几脚 欺负一下.....            
(4星)	 穿越剧鼻祖？            
(2星)	 我 我我 我我我我 我承认我居然看过。。。。。。。穿越剧的祖师奶奶吧？！            
(4星)	 比宫靠谱            
(5星)	 穿越的先锋            
(NA)	 这个穿越还靠谱点~            
(3星)	 那时候很喜欢这部剧的片尾曲，还记得张庭说自己是从花果山来的            
(5星)	 我觉得我们国产古代片很有水平的啊~~~            
(4星)	 这玩意儿很经典~            
(4星)	 看的第一步穿越剧            
(4星)	 电视剧也行？            
(3星)	 很早以前看的。            
(NA)	 这。。原来我很小就看穿越了。。            
(3星)	 童年的回忆~            
(3星)	 宫神马的都是浮云啊。这个才是最早的穿越吧！！！            
(1星)	 好            
(5星)	 应该是在2002年的时候第一次看这部电视剧，到目前看过不下三遍，相对于这几年很火的穿越剧这，这部较早的片子无疑是我看过最好看的！            
(3星)	 也挺搞的~            
(3星)	 穿越剧始祖            
(4星)	 张庭好漂亮呀。。            
(4星)	 蛮好看的！            
(3星)	 爱死张庭的酒窝            
(4星)	 小时候看的穿越电视剧，当时觉得很好看            
(5星)	 穿越的鼻祖啊            
(3星)	 最早的穿越            
(5星)	 穿越之作，秒杀什么寻秦记神话宫心锁玉。爱张庭的笑~            
(1星)	 穿越倒是不错，这俩爱恋我看得直不舒服......            
(5星)	 穿越剧这么多，最有爱的还是这部啊            
(3星)	 穿越~~蛮早的穿越~~            
(5星)	 5分 全给万弘杰的朱棣那风华绝代的出场……将近十年了 看明朝那些事 还对这个朱棣念念不忘……            
(4星)	 回忆啊~            
(5星)	 当年迷得不得了。            
(3星)	 哇！亲爱的外婆！我和你一起看！            
(4星)	 太恶搞了，敢这样忽悠朱元璋            
(3星)	 狗血！            
(5星)	 呵呵 小玩子            
(4星)	 童年啊 啊,原来这么多年前就有穿越了...            
(4星)	 就记得吃烤鸭的剧情了，，，，，油渍兹~~~~            
(3星)	 穿越老祖么            
(4星)	 小学时候可喜欢楚楚了!!            
(4星)	 看了很多遍，每遍都有不同的感受            
(4星)	 首部穿越剧啊~~~开创了先河。            
(4星)	 这可以说是穿越剧的始祖了吧。记得小时候因为这部剧翻遍图书馆来研究朱允文，对这部电视剧感情太深了。被宫雷的不行又看回来疗伤。哈哈，虽然不能说这部电视剧有多经典。但还是很喜爱，比十年后的这个宫锁心玉逻辑严密多了            
(4星)	 同样是回忆了            
(3星)	 算是穿越剧的鼻祖吧，是我最早看的穿越剧了。很想知道朱允炆来到现代后怎么样了。            
(4星)	 内地穿越剧的经典啊            
(4星)	 穿越            
(5星)	 喜欢女主~            
(4星)	 曾经看过印象最深的电视剧            
(5星)	 可爱的朱允炆            
(5星)	 感谢电视剧，让我学会了历史书上没有的历史……我知道了朱允文，朱棣什么的，哈哈            
(5星)	 我的穿越第一部啊，鸭子很可爱。            
(4星)	 因为这个才想去看明朝历史            
(3星)	 绝对的经典。            
(4星)	 比宫好看点            
(4星)	 看的时候还是小学            
(4星)	 结局挺好玩~            
(4星)	 挺好玩的早期穿越剧。第一个天才，第二个人才，第三四五六七个是什么......            
(3星)	 貌似小时候看过            
(4星)	 哎呀。。喜欢            
(4星)	 那时候的第一部穿越把            
(NA)	 有点荒唐，但是徐峥这个时候已经不怎么讨人厌了            
(3星)	 印象中是很早的穿越剧吧。要不然就是我太奥特。这个时期在电视上看的剧，基本没看全过。            
(4星)	 穿越片的鼻祖吧~            
(4星)	 寒假里在寝室又想起穿越时空的爱恋，于是再次看了一遍，现代部分的小玩子特别好玩儿，仙仙、小呆瓜，记忆里纯纯的美好~只是最后朱允炆不信仙仙很让人心疼。。。            
(5星)	 穿越剧的鼻祖！致敬！《宫》神马的洗洗睡吧            
(4星)	 这算是第一部穿越剧么？            
(4星)	 挺好的，就是服装化妆舞台都比较粗糙            
(NA)	 有神马了不起~我也是看过穿越剧的！！！            
(NA)	 那时一直念念不忘，如今有一次重播，不复当年。            
(3星)	 虽然也有点雷，但比现在的穿越剧好太多            
(4星)	 就爱穿越剧啊~            
(4星)	 看的第一部穿越剧啊，算靠谱的            
(3星)	 以前在知道还有“穿越”这个东西之前，自己就想过现代人去古代的故事。结果当时看了这个片子，五雷轰顶！就感觉自己的思想被偷了一样。更没想到如今穿越题材的烂俗。            
(4星)	 当年看过的第一部穿越戏...            
(4星)	 算是我的穿越启蒙剧，喜欢那个燕王……            
(4星)	 穿越鼻祖。值得珍藏。配音纠结，其他OK。            
(3星)	 因为这个粉张庭..            
(3星)	 第一部穿越剧！            
(4星)	 穿越剧的经典作品了            
(2星)	 。。。            
(5星)	 穿越的开山鼻祖……            
(3星)	 挺好笑的 不过满无厘头的。。。            
(4星)	 当年我真是无比喜欢张庭啊....重看ing            
(3星)	 读书时，我是有多迷恋电视剧啊····才发现居然看过这么多······            
(3星)	 第看到一部穿越，电视台不知道放过几遍了，结局还是没看到过。= =！            
(1星)	 看了1集            
(3星)	 穿越剧的始祖？            
(5星)	 小丸子=仙仙            
(5星)	 很搞笑的 童年美好的回忆            
(3星)	 还是一样，那时候觉得很好看            
(4星)	 当时好喜欢皇长孙啊            
(5星)	 穿越剧鼻祖            
(3星)	 微混乱。。            
(NA)	 穿越启蒙课本啊            
(5星)	 这个也可以有？穿越剧的鼻祖- -。百看不厌。。            
(5星)	 其实很喜欢这个电视剧，很喜欢张庭和徐峥，太配了            
(3星)	 一般般啦，暑假打发时间用的            
(3星)	 中国穿越剧的始祖吧            
(5星)	 穿越什么的，在那个年代还是很潮的。            
(NA)	 当时我是有多喜欢...= =            
(3星)	 结局狠怨念……            
(5星)	 我以前老喜欢看了，老在看了。            
(3星)	 徐峥很可爱~~            
(4星)	 誒喲 ~~~當時可心疼了            
(4星)	 小时候第一次知道穿越。结局是前2年才看到的            
(4星)	 小时候很好的回忆            
(4星)	 小时候还蛮喜欢的吧。            
(3星)	 很早期的穿越剧了，张庭好可爱，最后的结局搭的挺顺其自然的。            
(3星)	 换个帅帅的男主吧~~            
(3星)	 那个时候就特么的穿越了……不喜欢张庭            
(5星)	 第一部穿越剧            
(3星)	 穿越= =            
(4星)	 小时候的回忆啊 回忆  比现在的穿越好看多了            
(5星)	 看得挺好的  徐峥，张庭都不错            
(3星)	 偷枕头而回到过去，经历明朝的一段欢喜故事，最后和朱允炆一起回到了现代            
(4星)	 那时候就有穿越了嗯……            
(4星)	 三个女人一起看的 最后貌似哭的 老姐还写观后感 那时觉得妙不可言            
(4星)	 算第一个穿越电视剧吗。            
(3星)	 可以说是我看穿越的启蒙教材，就当时来讲还是不错的            
(3星)	 很可爱么，那时候我们都还小啊……            
(3星)	 我看过不少徐峥演的啊原来。。。            
(5星)	 经典穿越片呐。好像是我最早接触的穿越类题材的影视作品。            
(4星)	 挺好看的。。。            
(5星)	 从随便看到系统看到重复看 被迫着且主动着            
(4星)	 張庭的大酒窩徐崢的呆呆還有皇帝吃烤鴨的津津有味是這部劇我的所有印象！另外主題曲和結尾曲都不錯            
(3星)	 徐峥怪怪的……            
(3星)	 剧情挺扯的···            
(5星)	 穿越文的鼻祖，就当时来看，题材很不错~喜欢张庭            
(2星)	 某天历史课老师问至于朱允文最后到哪里去了…和仙仙回来北京了好么！！！            
(5星)	 全家一起看，后来忍不住就全家一起去吃烤鸭……            
(5星)	 片尾曲也不错            
(5星)	 初恋的徘徊            
(NA)	 看的第一部穿越题材。。。很久很久以前            
(4星)	 结局有意思，竟然回到了现代。            
(2星)	 徐峥这发型哟~            
(2星)	 张庭一直蛮喜欢的            
(4星)	 仙仙呐            
(4星)	 我小时候还真是很喜欢这对啊。            
(4星)	 还是看张庭比较顺眼，穿越时空神马的，我向来比较喜欢= =            
(NA)	 看续集好不好            
(3星)	 很愉快的片子            
(5星)	 首部穿越剧~~            
(3星)	 表示里面出现了袄裙是亮点·····            
(4星)	 看过的第一部穿越片。。            
(2星)	 其实我很喜欢张庭的            
(NA)	 恶俗电视剧你还想看多少！            
(4星)	 当年超爱，以轻松的方式娓娓道来一段残酷的历史，结尾的处理充满希望，喜剧终归是喜剧，不管怎样都会笑着结束。            
(4星)	 这应该是我第一次接触穿越吧？这几年似乎没看到张庭拍新剧~            
(5星)	 有才，最喜欢的穿越剧之一……            
(3星)	 朱棣大爱~~            
(4星)	 学点历史            
(NA)	 总之小的时候是很喜欢看的            
(4星)	 毕竟是中国第一部穿越剧，虽然现在看来有点弱，但还是很有里程碑意义的            
(4星)	 貌似是我这辈子看过的第一部穿越剧～            
(4星)	 仙仙郡主，小玩子，北京烤鸭，许许多多的欢笑，小学的时候特别去翻《中华上下五千年》去找这段历史。            
(4星)	 开创了穿越文的先河            
(4星)	 貌似是俺看的第一部穿越剧 囧            
(4星)	 看来我是从小就喜欢穿越= =             
(4星)	 穿越的鼻祖            
(3星)	 乱穿的喜剧~            
(NA)	 啊 哎            
(4星)	 喜欢张庭，甜甜的酒窝            
(4星)	 我喜欢，我感动了，就这样~~            
(4星)	 事后，我还专门很仔细很认真的读了读明史，企图找到朱允炆的痕迹。一度希望他是真的和仙仙穿回到现代。你看，我就是喜欢大团圆的结局，欢乐收场才是我喜欢的。            
(3星)	 張庭 還是很 讓人開心的。             
(3星)	 这就是我第一次知道穿越            
(3星)	 欢乐的穿越            
(5星)	 扶额 简直就是黑历史啊            
(4星)	 编剧非常牛逼。            
(4星)	 前面5星后面3星- -！            
(5星)	 好经典啊！超爱看！张庭真的太出色了！            
(4星)	 挺喜欢这个女的            
(5星)	 上大学时初看，被深深打动。            
(2星)	 没有结尾            
(2星)	 猪哥哥你在这戏里装天真呢么            
(NA)	 喜欢芊芊            
(5星)	 看完了一直到现在我都希望能还有一部穿越的片子、但是到目前为止都没有了。。o(︶︿︶)o 、、就是最后希望他们能在遇到、            
(4星)	 那个时候就有穿越的电视剧了。            
(3星)	 穿越启蒙。。            
(4星)	 穿越劇            
(3星)	 和小说差别蛮大的说…            
(4星)	 穿越剧神马的……张庭的角色好玩            
(5星)	 真好看呀！前段时间特意把它找出来温习了遍。            
(5星)	 这才是国产第一部穿越剧吧            
(4星)	 我也做过穿越的梦啊……            
(4星)	 柳如眉，就陪你上下五千年，留在这大明朝。            
(NA)	 每年江苏卫视必放的            
(5星)	 傻 张庭真美            
(5星)	 小时候看的，恨死朱棣了            
(4星)	 这是最早的穿越剧吗。            
(3星)	 穿越剧鼻祖！            
(4星)	 大陆拍得算不错的穿越剧了            
(4星)	 算是穿越剧的鼻祖了，徐峥演的太好了，简直和猪八戒两个风格。            
(2星)	 穿越。。。。            
(3星)	 看的第一部穿越电视剧            
(3星)	 小时候看的觉得很好玩，现在回味下，发现剧情很狗血            
(3星)	 最早看到的穿越剧。            
(3星)	 张庭的笑，好笑            
(3星)	 比较轻松            
(4星)	 当时挺喜欢这部穿越剧的            
(5星)	 酒窝美女搞怪本领好高。这穿越得挺好玩的。            
(3星)	 有点意思。。。穿越~            
(4星)	 前十集是经典            
(4星)	 挺好的片子，小时候的回忆~穿越类电视题材并不多见，尤其是拍的好的            
(4星)	 长孙大人。你那刘海是。。。。  哎！！  酒窝美女。            
(3星)	 穿越启蒙。            
(3星)	 年幼无知的时候好像看的还挺乐呵 囧            
(3星)	 原来朱允炆是到现代来了。 终于解开历史之谜了。            
(NA)	 小时候看的            
(5星)	 迷恋朱棣！            
(4星)	 张庭有那种能感染人的笑容            
(4星)	 勉强给个四星，当时比较喜欢来着            
(5星)	 那时候还真是老老实实的被感动了一把的……            
(4星)	 算是穿越的始祖吧……            
(4星)	 最早的穿越剧啊。。。            
(4星)	 这才叫穿越，现在那玩意叫什么            
(3星)	 还是跟着我大舅在武汉看的            
(4星)	 初中的最爱啊~~            
(3星)	 应该是中国第一部关于穿越的吧            
(5星)	 小时候一直以为有第二部。。等啊等等到了现在。。。            
(3星)	 张庭那小小小酒窝            
(3星)	 一般            
(3星)	 穿越 搞笑 挺有意思的            
(5星)	 穿越的鼻祖！            
(3星)	 穿越剧呀穿越剧~蛮搞笑的~            
(4星)	 是这样知道朱棣的~            
(4星)	 部分明史是从这里学的。。            
(3星)	 芒果台明年要推出一部自制的穿越剧，华丽丽的……            
(5星)	 初中看的。好喜欢张庭呐。            
(4星)	 难得的不用脑子的国产电视剧            
(5星)	 这部剧怎么可以只有6.7星！            
(5星)	 每次看到了就不会转台            
(4星)	 穿越电视剧的鼻祖啊！            
(3星)	 当年因为那个“千千郡主”。。。。= =来囧一记。。。。。            
(3星)	 结局。。。哎，难免要尊重历史            
(4星)	 很早期的穿越，比现在的要有意思得多            
(5星)	 这辈子看的第一部穿越剧啊~~经典~~为了看跳舞庆祝生日的情节那是没日没夜地守啊！！            
(5星)	 那段时间张庭的片子真是多            
(3星)	 囧，画质不好啊，我看的            
(4星)	 很搞笑的一部剧~            
(4星)	 当初的大爱，觉得芊芊好有才            
(4星)	 峥哥造型太面了。            
(3星)	 想到现在对穿越小说的爱，才发现先是接触了穿越类型的电视剧后才是小说            
(3星)	 最后有点雷            
(NA)	 忘记了当初的情感，只记得过程的复杂。。            
(3星)	 张庭酒窝美女啊            
(3星)	 应该是初涉穿越~            
(5星)	 穿越始祖~            
(4星)	 穿越第一剧！最后的最后剧情有点跳跃得太快了吧！直接都穿越回来了！@Home            
(4星)	 那些简简单单看电视的时光，好像越来越远了。            
(3星)	 这是我看的第一部穿越剧。从而认识了朱棣            
(2星)	 猪哥哥的又一个爱情故事。            
(3星)	 我发现我看过的剧很多。            
(3星)	 允文真傻，朱棣。。。            
(3星)	 酒窝美女            
(4星)	 不太喜歡張庭的嘴            
(NA)	 徐峥就是这么有喜感            
(3星)	 小时候很喜欢的            
(3星)	 这算是大陆第一部穿越戏么？？            
(5星)	 从此之后我知道了穿越这回事。            
(3星)	 玩儿穿越~没有能拼过寻秦记的~这部戏也就能看看张庭~            
(3星)	 据说是根据席绢小说改编的，真没看出来……            
(3星)	 我看过的第一部穿越剧orz            
(4星)	 嘿嘿，剧情不错，就是演员貌似土了点，除了张庭，徐峥瘦点就好啦~            
(3星)	 还是张庭哈            
(5星)	 配乐 演员 拍摄手法都蛮好，剧情算是那时候很超前的穿越            
(4星)	 恩 话说高四的时候看明朝那些事儿的时候才恍然 原来这个电视剧里的朱允炆是明朝的啊！            
(4星)	 哈哈我喜欢这样的yy            
(3星)	 以前觉得张庭很漂亮，男主很丑，太不称了            
(NA)	 好想也穿越一下哦~            
(NA)	 小玩子~~            
(4星)	 ……时光是把杀猪刀……给皇长孙。            
(4星)	 虽然很扯淡，但是这个片子开启了穿越的时代啊，小时候很喜欢            
(5星)	 张庭+穿越 ...这部片无敌了            
(4星)	 穿越戏的鼻祖，之后就没看过牛莉的戏了            
(3星)	 张庭妹妹当初是人见人爱花见花开啊~            
(4星)	 穿越啊，当年那个痴狂            
(5星)	 我深深地记住了那段历史            
(5星)	 每年必看的！            
(NA)	 哇这个            
(3星)	 很早很早了。。            
(3星)	 我手贱去看原小说  果然，看了小说不看电视剧，看了电视剧不看小说是对滴            
(NA)	 这是我看过的第一部以穿越为体裁的电视剧，视角新颖 剧情搞笑 很值得看。            
(4星)	 没看到最后一集，只听人云亦云，可见朱允文的命运对我来说还是个谜团呢            
(NA)	 穿越说滴            
(5星)	 穿越局鼻祖            
(3星)	 乖乖~~~我一直都记得那首主题歌~去KTV还点来着~~~当时觉得徐峥特傻特正太==            
(NA)	 徐铮太可爱了            
(5星)	 害得我对历史歪曲了。。。            
(4星)	 允许我给酒窝庭四星   我真的喜欢她的颜            
(5星)	 这可是穿越            
(3星)	 这个暑假温习了一下。            
(3星)	 奔着张庭去的。或许以后的穿越小说有受此启发？            
(4星)	 张庭的仙仙郡主~            
(NA)	 这么老的片子都来搞评价啊但是——————————————————-100分            
(5星)	 当时很喜欢            
(3星)	 俺看的第一部穿越剧            
(NA)	 我觉得吧 这剧的最后特别不2...  为了男女主的不得善终我心力得很交瘁 ...            
(3星)	 居然看了不少            
(4星)	 小顽子~穿越电视的鼻祖            
(4星)	 搞笑            
(5星)	 童年的记忆。当时特喜欢张庭，迷恋穿越，没有网络的时代，守着电视也是一种小幸福~            
(4星)	 从此对明史开始研究……            
(3星)	 第一部穿越剧。。            
(3星)	 - -.......无力吐槽            
(4星)	 朱棣太帅了~            
(3星)	 穿越文~            
(2星)	 又是徐峥            
(NA)	 ..这个..我也看过&gt;_&lt;..小时候小时候            
(3星)	 么有逻辑的一乐            
(4星)	 第一次接触穿越云云，就是这个了            
(2星)	 又不合逻辑又假又不符合历史 囧            
(4星)	 纯粹是因为纪念我的小学            
(4星)	 我总认为这个是穿越始祖。            
(5星)	 结尾很好，史书上也不知道朱允炆去哪了            
(3星)	 结局还是不错的            
(4星)	 穿越！            
(4星)	 就是火，虽然不觉得特别好看            
(4星)	 以前张庭的片子都还挺喜欢的~~很可爱啊            
(2星)	 第一部穿越剧，划时代啊            
(5星)	 张庭真是太有才了  这么大年纪了哟~            
(4星)	 张庭的喜剧功力初现倪端。            
(4星)	 张庭的酒窝真好看 hiahia～            
(3星)	 痴情必为痴情苦.            
(3星)	 轻松愉快~             
(3星)	 蛮好看的嘛 张庭酒窝美女喂            
(1星)	 只有两句话：电视剧垃圾，张庭装傻很烦人。            
(4星)	 当时觉得张庭真漂亮啊。。。。            
(4星)	 喜欢 天天 梦着穿越            
(4星)	 我印象中中国第一部穿越剧。            
(4星)	 和奶奶一起看的~            
(3星)	 扯，但是那时就是爱看。结局真囧            
(4星)	 最早穿越的印象            
(4星)	 第一次知道穿越。。。            
(5星)	 太好看了！！！！！！！！！！！！！！！！！！！1            
(3星)	 被我爸严重BS过的片名！            
(3星)	 都是高中才看的 现在不看这种片了            
(NA)	 萌！            
(4星)	 看了这部喜欢张庭的也喜欢徐峥的。            
(4星)	 不错。            
(NA)	 记得当年重播一遍我看一遍。            
(4星)	 还记得当时电视台宣传，奶油小生徐峥，我居然以为是女的。看的第一部穿越剧，里面朱元璋太搞了。            
(4星)	 喜欢那个插科打诨的皇叔~            
(4星)	 我承认我当年被这片子笑的死去活来~顺便还去了解了明朝历史~            
(NA)	 依然很小的时候看得，而且集集不落，很喜欢张庭的。             
(4星)	 应该是我人生中看过的第一步穿越剧。。。。。。欣喜呀！            
(4星)	 一直很喜欢张庭            
(4星)	 还不错，徐峥演技不错，演皇太子又是另一个感觉~            
(4星)	 也是许久许久的电视了。。。挺不错的，不知道朱允文跟着小玩子来到现代后的故事会怎么样~怎么一直没人拍续集啊 = =            
(5星)	 穿越始作啊啊~经典            
(4星)	 初中的记忆            
(4星)	 穿越电视剧的始祖啊..哈哈            
(NA)	 喜欢这两个演员。最喜欢的穿越剧哈。            
(4星)	 当年我看的第一部穿越剧呀……所以四星            
(5星)	 喜欢张庭，太可爱了            
(2星)	 讨厌张庭。            
(4星)	 我小时候觉得张庭好难看！！！            
(5星)	 那时可不怎么见穿越啊            
(4星)	 搞笑的穿越，有爱的剧情，我的豆蔻年华~~~~~            
(NA)	 第一次开启了我的穿越梦~            
(NA)	 猪哥哥还是那样猪.....            
(4星)	 很喜欢刘莉莉的长相风格 冷美人             
(5星)	 经典的穿越撒~~            
(5星)	 小学时追着看            
(5星)	 嘻嘻，虽然 后来看《明朝那些事》喜欢的朱棣，但是这个里面的朱元璋太搞笑了~当然，最爱的是张庭            
(4星)	 很欢喜            
(3星)	 在看过那么多穿越文之前，第一次知道穿越……            
(NA)	 人生中第一步穿越剧，小玩子和那个皇上的对戏都好可爱~            
(4星)	 那时候，充斥在黄金时段的各个频道。穿越的早期教育。            
(5星)	 好。            
(NA)	 开始喜欢徐峥            
(4星)	 那时候觉得张庭好漂亮啊~            
(3星)	 几年前很爱看的啊...现在再看一遍不知道是什么感觉            
(5星)	 当年很萌。徐峥的小呆瓜，张庭的小丸子。都很欢乐。。蛮喜欢的。恩            
(3星)	 我印象中看过的第一部穿越剧            
(3星)	 张庭的酒窝真好看            
(5星)	 张庭，徐峥太喜欢他们            
(4星)	 歌儿很好听。虽然是一出肥皂局，不知道为什么觉得很特别            
(NA)	 因为张庭看的            
(3星)	 张庭在里面依旧保持搞笑女王形象 其实 这才是古装穿越剧鼻祖吧 神话out~            
(4星)	 最早的穿越，也有最真的感动            
(5星)	 当时我很喜欢啊            
(4星)	 喜欢徐峥的&gt; &lt;            
(4星)	 还挺喜欢看的那个时候            
(5星)	 那个时候学到了好多历史，结果现在明朝历史最好的            
(3星)	 竟然也看全了。。。其实还满。。。有意思的。。。            
(NA)	 说实话，这是我看的第一部穿越相关的东西。。。            
(4星)	 张庭的戏剧不做作，戏剧中带有温情，怀念当时学生时代的美好。            
(5星)	 以前最喜欢的电视剧。。。            
(3星)	 我喜欢徐峥那单纯傻气的朱允文~            
(3星)	 绝对的早期穿越片。            
(NA)	 好久之前看的, 有点意思!            
(5星)	 逗笑的张庭。            
(3星)	 酒窝美人张庭：）            
(5星)	 不管过了多少年都还是一样好看！！！            
(4星)	 口耐。            
(4星)	 当时看很喜欢，最近某台又播了，再看就有点嫌小丸子聒噪了 = =            
(3星)	 当时觉得张庭好漂亮啊~            
(5星)	 哎  小时候被感动惨的            
(3星)	 江苏卫视重播，那个时候你们风靡了整个暑假。            
(5星)	 小时候一集一集追着看！我很爱结局，他们的重逢。我喜欢张楚楚和朱棣的瓜葛，他们刚相遇的那部分。            
(3星)	 张庭很漂亮啊~            
(5星)	 重温，哭到不能行。。。也想遇上一个朱允文式的男子，最终爱上他，幸福傻乐的在一起一辈子，可这终究是只是电视剧。历史更改不了，总认为结局不够美满，甚至像个仓促的悲剧。我讨厌悲剧。            
(3星)	 最近电视里面又在播~当年看的时候还是蛮喜欢的~现在就、、、            
(3星)	 话说，比神话强多了。            
(4星)	 就让你走            
(3星)	 哈哈哈哈哈哈哈哈哈            
(4星)	 不晓得为什么，我还觉得可以看呢。            
(4星)	 小学时候的了 电视又放了 挺有趣的~            
(3星)	 tv            
(5星)	 小时候觉得朱棣真是帅啊 今天早上朦胧醒来看到卫视又在重播 朱允文刚刚遇到小玩子视作神仙姐姐  才发现我还是真是喜欢徐峥的这股子气 我记得他后来承认他知道小玩子是偷的时候 我才发现 男人有时候不是傻 只是想让我们快乐而已 他乐意很放松的做傻大款的样子让你偷让你骗让你快乐 实在很窝心            
(2星)	 烤鸭那段不错            
(4星)	 小时候看的，还蛮喜欢的            
(4星)	 几乎是最早带给我关于时空穿越的想法的剧。我一直很想知道最后一集朱允文来现代了以后怎么办。            
(2星)	 这部剧完全是破坏了席绢原著的形象。            
(3星)	 张庭同学，这种自毁形象的片子少演点。            
(NA)	 反正就是乱七八糟，图个乐            
(4星)	 莉莉姐好man啊，对燕王还要man！！            
(3星)	 小丸子。烤鸭。。            
(4星)	 影响力巨大囧 很少人没看过。            
(NA)	 想不到徐峥比张庭小两岁！终于补完了，要是结局再好点就好了。。。            
(3星)	 虽然画面质感不怎样，但总体来说挺好的            
(4星)	 穿越之鼻祖            
(NA)	 哈哈哈哈哈哈哈哈哈 穿越鼻祖            
(4星)	 最初穿越的侵染~~~            
(4星)	 当时也是大爱啊~~~虽然现在回过头来觉得好傻，但不可否认看它时那份热衷与喜爱。            
(4星)	 小时候看了多少电视剧```` 张庭的不在少数,那大酒窝哟.            
(2星)	 原来豆蔻时期看了这么多这种类型的片子。汗汗汗!            
(3星)	 当时挺喜欢张庭的。            
(4星)	 真喜欢张庭的灵，还有徐峥的憨。            
(3星)	 江苏卫视一遍遍地重播，想不看都难啊……            
(3星)	 从那以后很少看到张庭了。。让我熟悉朱棣成为皇帝的故事。。            
(3星)	 徐峥的大脑门让我看着真踏实！            
(3星)	 好像从寻秦记开始穿越就开始火了，这样的小说我不知道看了多少本            
(5星)	 好怀念啊哈哈            
(3星)	 好长            
(4星)	 嘿嘿~            
(NA)	 张庭的酒窝就是这么惹人爱、            
(3星)	 第一次知道穿越这回事~            
(3星)	 小时候            
(3星)	 张庭ing。。            
(4星)	 朱允文的结局在历史上仍是个谜，这个剧的结尾给人很耳目一新的感觉，而且演员的表演也很到位，比较喜欢这部剧。            
(5星)	 真想知道后面的事情。。。            
(5星)	 年轻的时候，假期电视台必播剧~~很多年后，“穿越”才真正红火起来~~            
(4星)	 还是很可爱的~            
(4星)	 小学的回忆啊~            
(NA)	 = =            
(NA)	 主角看上去都不怎么讨好...反倒我当时对朱元璋挺有爱嘻嘻            
(NA)	 张庭很漂亮 徐峥印象很深刻            
(NA)	 不好看            
(4星)	 穿越的题材貌似真的蛮少的，那时抱着电视机看是完全被张庭吸引的，以前那种狡猾的像只小狐狸，什么的都掌控在她手中的女主总是很吸引我，徐峥在里面傻傻的，没什么发挥的余地，反正是蛮小的时候抱着电视看完的。            
(4星)	 国内穿越剧的先锋啊，丸子很可爱。            
(3星)	 第一部穿越什么的            
(4星)	 徐峥在里面就是忧郁的小王子。。。好囧。。还是喜欢他猪哥哥的样子            
(4星)	 张庭的酒窝。            
(3星)	 狗血之王，为什么张庭那么美笑起来那么假            
(3星)	 穿越，而且还是双人穿，不禁感叹编剧比JJ的人们要先进好多。            
(4星)	 蛮搞笑的            
(4星)	 你妈贵姓？            
(3星)	 对里面的烤鸭很馋。。            
(4星)	 芊芊郡主~            
(5星)	 根据穿越小说改编的穿越剧的祖宗 当然 国内            
(3星)	 那段时间张庭还很火呢，徐峥还很可爱……朱棣模样不错，他的那个女朋友还可以再做作一点。            
(NA)	 我是从后半段开始看的。。            
(5星)	 经典的穿越剧            
(3星)	 两个主演还是挺招人待见的            
(3星)	 以前以为大大咧咧自然活泼就是最好            
(NA)	 小猴子，我越爱你越怕轻薄了你            
(4星)	 穿越的始祖~~~哈哈            
(3星)	 您继续穿越吧，我去买烤鸭了            
