http://movie.douban.com/subject/5965670/	潜行狙击
(3星)	 如果两个只能活一个，你会做苟且偷生的那个？还是牺牲自己的那个？看你自己怎么选，就知道你有多爱他。原来Michael和Paris还是真心相爱的，我又相信爱情了            
(5星)	 原本是冲着黄宗泽看这部戏的，没想到这部戏会如此地好看。bosco的演技大有进步，支持！            
(5星)	 黄宗泽！！！            
(5星)	 算紧凑  可是心脏长在右边真的少见哦            
(4星)	 TVB适合用来消磨时间            
(5星)	 没有Z3就完美了！            
(5星)	 基本上来看这部剧都是来看谢天华的吧,喜欢!             
(4星)	 还不错的片子，节奏较快，不过还是老毛病-狗血的结局。还是不喜欢谢天华的laughing sir，总是斜着眼的一笑，自以为很帅。更喜欢跛Co，新人沥青也表现不错。女主没什么感觉。            
(4星)	 结局太囧，其他还行            
(3星)	 谢天华陈法拉徐子珊黄宗泽，Oh刚好都是主角喔，演技半青半黄，看不下去。            
(NA)	 陈法拉是小三脸 徐子珊是寡妇脸            
(NA)	 怎么我会喜欢跛子呢？            
(5星)	 laughing~！！            
(4星)	 结局好悲壮。。。霜心            
(5星)	 著名的laughing sir            
(NA)	 知道這樣結局就不看了 最討厭不完美了! 還要等續集 氣死我了 睡了!!!            
(5星)	 我愛laughing            
(4星)	 精彩.TVB一年有一部好戏也够了~~            
(5星)	 好片子            
(4星)	 就。。。。好难说，结尾既突然又狗血            
(4星)	 陈法拉真漂亮            
(4星)	 你是laughing 我是crying            
(5星)	None
(5星)	 终于看完了，粤语版就是比国语版舒服            
(4星)	 开头很精彩，剧情很紧凑，演技很不错，故事很感人，结局很坑爹~~我就知道……我就知道她的心脏长在右边……她果然复活了……坑爹……            
(5星)	 苏星柏            
(3星)	 26后面却是开始扯谈了 为laughing哥看的            
(3星)	 就今年而言，这种质素已算不错了。有几段节奏把握得很好，但仍是犯足TVB拖戏的通病，结局亦都太做作。PS.不知是否错觉，谢天华红了后演技就开始浮夸...没学警3的亮点；另，陈法拉果然是死没演技；很喜欢江美仪和刘松仁的对手戏，跛co和姚可可这段也很有feel。            
(5星)	 good吖！鐘意Laughing噶自信同擔當！            
(5星)	 好看！            
(4星)	 该死的都死了 不该死的也死了            
(NA)	 做梦都是黄宗泽            
(5星)	 TVB复活之作~节奏紧凑，暗战精彩！赞慕容复蜀黍！老而弥坚啊！            
(4星)	 终于看完啦！很好看            
(3星)	 发现美剧看多以后，对港剧就越来越提不起精神            
(5星)	 一直不太喜欢徐子珊的，老是记得她的男人婆头还有家好月圆里的大话精形象。这次和黄宗泽的搭配很赞，很爆发。还是挺喜欢这个片子的，不过不知怎地，看了一遍也就没再想回味了。            
(5星)	 TVB年度剧作            
(NA)	 结局有点不顺其自然的意思，莫非TVB风格改了？让女猪脚去死，非常非常的牵强。            
(5星)	 第一次一口气看完30集；第一次打分的剧；第一次看大眼睛双眼皮还有点分神的男生顺眼；第一次把bosco这种面相看到面善；第一次把徐子珊看漂亮。另外有没有消息灵通人士知道，结尾是有暗示拍续篇吗？            
(NA)	 还不错儿～～～            
(3星)	 半拉克叽的垃圾结局            
(3星)	 只看演技的话，可以看！            
(5星)	 我只说2011你没看过潜行狙击 你就算看再过港剧也白看 虽然最后徐子珊的心房长在左边还是让人感觉很假 不过 还是让人们相信爱情的纯粹            
(3星)	 熟悉的情节            
(4星)	 看完结局我都内伤了！！所有会的脏话都飙出来了~为了续拍选这样结局太无耻了！亏我还熬夜到早上看呢~            
(NA)	 爆灯暗恋co哥很多年了            
(NA)	 阔别三年 重拾港剧。。            
(5星)	 laughing            
(NA)	 白也好，黑也好，其实不过是心中的那一点信念            
(4星)	 咋就觉得最后那背影是辣姜...o(╯□╰)o            
(4星)	 我不喜欢徐子珊~~~~~~~~~~~`这个结局终于不是走TVB剧的套路，话说黄宗泽真的演得不错诶            
(4星)	 徐子珊横看竖看贼难看阿            
(NA)	 刚开始前几集没看懂、越看到后面越精彩啊！laughing这个角色演的很好的            
(5星)	 挺给力的            
(3星)	 要不要再狗血一点啊！＂老婆，我知道你的心脏异于常人，是长在右边。。。＂右你妹啊~            
(NA)	 迷迷糊糊的十一看完的 一般真的只能说是一般 最近tvb都没有什么特别让人喜欢的电视出来             
(4星)	 除了最后一集，别的都很好，据说会有电影，希望能有个好点的交待            
(4星)	 laughing sir and jodie            
(4星)	 因为宗泽~            
(4星)	 黄宗泽还是欠些大反派的火候～～ laughing 很赞很赞 以前怎么就没觉得謝天華这么帅呢～             
(4星)	 挺好看的            
(NA)	 支持港剧~            
(3星)	 乱就一个字            
(3星)	 坑爹啊……TVB编剧最近脑子进水了……laughing是天煞孤星还是咋地，尼玛的都死了……给个团圆结局会死啊！            
(NA)	 很不错的一部戏，laughing成了一道文化了            
(5星)	 五星全给laughing sir!!!            
(4星)	 亦正亦邪，很是过瘾！            
(5星)	 电视剧也可以评论吗？虽然情节比较荒唐，但是整个片子看起来还是不错，还是喜欢学警系列里面的laughing sir的造型和style!            
(4星)	 俗套的港剧已经不能满足现在刁钻胃口的观众 有新意的才能抓住人心 不错的片子            
(5星)	 怎么拉风哥的女人都没有好下场            
(4星)	 可惜了，怎么不是大团圆结局啊！            
(5星)	 碟中谍，计中计。人生是个无间道。            
(4星)	 好久没看港剧了，猜到了结局，故意让人心碎啊。。            
(3星)	 太典型的TVB风格了，巧合太多，剧情太刻意            
(NA)	 Laughing sir火了            
(4星)	 怎么这么多人心脏都长在右边啊！！！死不掉的都长在右边了啊？            
(3星)	 看大家都在看才去看的，真心觉得一般般            
(4星)	 喜欢看这种连续剧的女生太不小清新了有木有 囧            
(4星)	 个人觉得是今年TVB比较精彩的一部，就是结局太悲惨了些，唉，laughing哥……应该还会有后续的吧，下一次女主应该不是陈法拉了吧，两个长得像说得过去，三个就太扯了吧            
(5星)	 蛮好看的~~听说电影版都复活了~哈哈~            
(2星)	 前面拍得差就算了，最后还来个这么结尾，浪费尼玛30集啊！            
(5星)	 精彩啊！！和《义海豪情》有得一拼            
(4星)	 对卧底的心理发掘得不是很深。一般吧            
(5星)	 说实话卧底题材有些拍烂了，不过演员的出色表现还是让这部剧上了个档次，laughing很难走出这个套路了，黄宗泽倒是很出彩，和他以往的角色反差很大。特别是他和徐子珊的感情线，足够让人为之动容。最后感叹一下co哥的有型吧，真乃型man一枚。            
(NA)	 悲怆            
(5星)	 laughing哥接下来还会肿么样啊            
(4星)	 其實還是Laughing效應 太過神化 當然謝天華的演技還是值得肯定的 同樣Bosco的表現也不錯 歐陽靖很出挑啊 結局太坑爹~~            
(4星)	 今年内还算是精品的电视剧            
(5星)	 坐等电影！Laughing&amp;Co Gor            
(3星)	 很多人说好，看完了觉得很一般啦。。。            
(4星)	 最后一集真的雷爆了，MADAM JO为什么要死啊!那个姚可可居然又死而复活了,还有,LAUGHING为什么要判终身监禁啊!感觉这戏的法律只帮坏人不帮好人啊!还是说,一切表面的都不可信,所以还会有续集?尤其是最后一幕,真有续集请让JO活过来吧!//好久没看港剧了,节奏快故事性强,只是L前面戏份很吃重后面打酱油居多            
(2星)	 港片            
(4星)	 港剧还是老样子，这部还行，不过 话说，觉得谢天华的戏越演越假，好刻意的感觉~            
(3星)	 Laughing啊~~~Laughing啊~~~Laughing啊~~~            
(2星)	 看完以后真的觉得很坑爹！！好好地一部电视剧，结局居然是这个样子！！！太让人生气了！！！！            
(5星)	 看到E04就必须给五星了 哈哈 laughing哥太有才了            
(3星)	 一个错漏百出的垃圾结局，直接五星变三星            
(4星)	 黄宗泽神马的最喜欢了            
(3星)	 丫最后去了四车人，多找几个在Jodie掉下去的地方当肉垫她也不会摔死啊，最后还给爬上去救人的巩sir一特写……坑爹啊！好吧，我还是没法用娱乐的心态去看一出出“闹”剧            
(5星)	 很有意思的咩~~  终于看完了。            
(4星)	 TVB少见的精彩故事 减一星是糟糕的结局以及太多的TVB式感情  感情线只有Michael和Paris的让我觉得比较靠谱 真希望有写手能写同人  好好抠一下这条线            
(4星)	 蛮好看的，尤其是开头精彩，后面黑暗的组织破的太快了，假~            
(5星)	 蛮好看的 虽然不大适应这么深奥的结局 但是权当是为续集做铺垫吧~ 大欢喜结局就默默放心里好鸟~            
(4星)	 妖孽的男人们             
(5星)	 结局不那么坑爹就好了~下一部是神马时候呢？            
(5星)	 太喜欢梁笑棠啦，不过结局很可惜，希望下一部他能跟法拉在一起！！            
(4星)	 还不错，就是结局有点纠结，好玩的laughing哥            
(4星)	 照理说 黄宗泽长得不错 但不知为何 就是喜欢不起来             
(3星)	 剧情还可以，演员一如既往，不过，请别再拍续集了。            
(5星)	 太好看了！最喜欢立青和Laughing Sir了            
(3星)	 没有前部好看。。。            
(4星)	 卧底题材是心头好            
(5星)	 2011年TVB电视剧最爱！！虽然谢天华是67年的，只比我爹小三岁~~可素还是帅哇。。。我一直迷恋的，可以很混混，内心很正派！！            
(4星)	 虎头蛇尾，结局有点狗血            
(4星)	 结局我蛋疼...            
(4星)	 很好看啊            
(5星)	 昨天刚看完，挺好看            
(3星)	 2011.10.10刚说过人家动不动“一集弃”，自己就有这个想法，不过还是义务性看到收尾。TVB编剧退步不是一点两点，演员也就这些人，怀念过去啊。话说看下来觉得最出色的是“辣姜”，不是说Laughing和跛Co不好，只是本子就这样罢了。不再吐槽徐子珊了，没意思。以上。            
(5星)	 好喜欢Laughing            
(NA)	 三天时间看完，睡觉            
(5星)	 Laughing哥复活归来：无论Laughing系生系死，Laughing都会喺度，一日警察，一世警察。着得起呢套制服，咁多伙计撑，惊乜呀？记住我个名，Laughing Sir呀！            
(5星)	 卧底也是人            
(5星)	 尼玛laughing帅到爆了有木有！！！            
(3星)	 坦白讲，我不觉得此片可以上四星，现在的TVB制作水平确实大不如前，演员整体相貌下滑严重，有本事再整个唇红齿白的周慧敏出来＠巴萨虎王 ＠黄大上人             
(5星)	 让人怀疑原来看到的和听到的都是假的            
(4星)	 不错==期待电影版             
(3星)	 看微博大家都说很好看，其实看了之后挺失望的，可能期望值太高了吧，与当年的tvb警匪剧真的没法比，当然我们家bosco还是很帅，陈法拉还是很美，可惜他们不是演情侣||||            
(5星)	 开头不错，后来就变成TVB定式的俗套卧底剧了，laughing哥还是很有型，喜欢跛co            
(4星)	 漏洞以及牵强的地方其实不少，但是总体十分不错，黄宗泽非常型            
(4星)	 结局让人有点凄凉感觉            
(NA)	 结局太恶心了。            
(5星)	 2011年8月看完，挺不错的一部TVB剧，laughing sir满讨喜，可惜结局没那么圆满，但最后留了伏笔，看来有后续~~            
(5星)	 香港警匪片已经转型了            
(5星)	 情节很精彩！laughing sir帅呆~期待续集            
(NA)	 好看到我终于明白他受欢迎的程度了            
(5星)	 结局太狗血            
(4星)	 四星给laughing。这片用了好多新人，那演技真是没法看。            
(4星)	 落魄时候的苏星柏--其实就是黄宗泽啦--比较讨人欢心点. 到后面, 每次蜡青一出场, 连背景音乐都换的轻快幽默了. 蜡青这角色就是好. MC JIN, 你好鬼Q哇!            
(4星)	 TVB终于聪明的把圣母圣主这样的角色给了配角，让主角们的冲突更加戏剧化，电视当然就比以前好看多了啦！            
(5星)	 睇完~   好睇刺激~            
(5星)	 看完的第一件事情就是加微博~~            
(5星)	 对于电视剧来说，真的是一种新的尝试，很HIGH很刺激。。。            
(4星)	 结局却是太仓促，也可能是我期望值太高。总的来说，剧情紧凑，算是近年来tvb还可以消遣的好片~            
(4星)	 全民卧底            
(4星)	 還不錯~~沒有見過周圍的人都在追TVB的現象，但這部真的非常HIT~卡司也很強大，謝天華憑藉學警狙擊laughing一角深得人心，之後頻頻以此角拍了後續，這次潛行又是以此角為基礎進行拍攝，只可惜有點爛尾~            
(5星)	 到底最后那个人是谁列？我觉得时co哥啊！            
(4星)	 如果用20集拍完我觉得会更好点            
(5星)	 如果两人只能活一个,你会苟且偷生,还是牺牲自己,看你怎么选,就知道爱的有多深            
(4星)	 半追着看完了~喜欢黄宗泽~            
(5星)	 laughing哥的演技真真棒            
(5星)	 帅！            
(4星)	 太久木有看TVB了 表示有被拉风哥秒到 PS.最讨厌结局留个悬念 好继续往下拍啊拍啊拍的了            
(4星)	 人人都爱laughing哥            
(5星)	 我爱laughing！！！            
(5星)	 结局啊结局..我怎么老对结局不满意..            
(2星)	 剧情转变太纠结，里面的人物也太容易相信人了吧！！            
(3星)	 舍不得梁望晴死。            
(NA)	 一开始很不错，，越到后边越神奇，一点点失去看下去的兴趣了……虽然最后看完了，也只是想知道结局罢了……            
(4星)	 很久没看到TVB这么好看的电视剧了。            
(4星)	 后面稍微假了点            
(3星)	 =-=其实还可以 就演员太傻了=-=~~最后结局太叉叉了=-=~~            
(5星)	 结尾是个败笔            
(4星)	 我喜欢co哥~ 嘿嘿。            
(5星)	 想看！~            
(4星)	 laughing sir 真是深入人心。            
(4星)	 很不错的电视剧。剧情紧凑不拖沓。很吸引人。黄宗泽的留了胡子还是很帅。.            
(4星)	 lauphing太帅啦！！ 但是徐子珊是来干什么的。。。            
(5星)	 瘸子帅死了！！！！那madam死得好！！！痛快！！！            
(4星)	 算近年tvb不错的片子了。一直拿手的警匪卧底题材加上美剧式编剧，看的很欢快，只是还不够紧凑，还有一些老tvb元素挥之不去，像那个袁君兰，从头到尾不知道出来干吗的，难道就为给巩sir一个美满结局？？还有，那帮以太会成员，实在太弱了。。。。            
(4星)	 结尾太糙            
(NA)	 。。。黑白蓝            
(5星)	None
(4星)	 剧情到后面就有点拖沓了~现在的电视剧就是没有以前小时候看的那些，可以一直重复看的            
(4星)	 MD黄宗泽太帅了            
(4星)	 一开始还还不错啦，可后半段又开始拖沓。纠结着结尾L在狱中的惊异一瞥，是看到M了?!没死吧他？！等待第二部或者电影版            
(NA)	 精彩            
(5星)	 laughing~            
(5星)	 呜呜呜点解要Madam Jo死啊呜呜呜呜呜~反而巴黎还活着了..I love Laughing Gor~!~ 可媲美警匪大片了!!卧底来卧底去的..义丰同UC反转晒..(= =)&#34;            
(5星)	 超爱laughing！            
(4星)	 难得让我那么感兴趣的TVB电视剧。            
(NA)	 快节奏，激烈的情节让人不自觉地陷进去            
(5星)	 果然是潜行狙基-w-  (这个世界到底怎么了!)  co形象太好了啊啊啊            
(5星)	 laughing sir最萌了！！！！            
(NA)	 laughing让我花痴了好几天，madam jo最后的死实在是有点牵强，徐子珊实在是。。。。            
(5星)	 TVB让我彻底释怀了《无敌先锋》对我的影响，这部电视剧确实很好看。            
(5星)	 喜欢laughing和狗头！！！            
(NA)	 好几年没看过港剧了,真挺好看的            
(3星)	 就是结尾有点狗血~            
(4星)	 歪着脑袋的LAUGHING哥我真是看够了，你还来个这结局，你让他歇歇好嘛，一辈子就玩无间道啊！！你还不如让他死啊！！哪句是真哪句是假，他都不知道啊！！还有多少个LAUGHING嫂啊！！长的一个摸样，还都在香港！！导演让他们一起死了吧！！！            
(4星)	 看到二十一集被剧透……            
(3星)	 剧情落入俗套，精彩部分不多，laughing定格卧底以后都难翻身了~比学警狙击要差点。            
(3星)	 结局毁了，只给三星            
(4星)	 断断续续的看着的，挺喜欢laughing的个性的。            
(4星)	 看完这个片子，给我最大的一个感觉就是，不管是警察还是混混，都会应那句话，出来混，迟早是要还的。做恶多的苏星柏死了，卧底的梁笑棠也终身监禁，比较意外的是，姚大律师居然还活着，总之片子很不错，主要体现在剧情上，谢天华演的那也是相当精彩哦，不过对白还是那么的 TVB。。。。            
(4星)	 结局太仓促了。。。看着看着竟然满意了黄宗泽的小胡子以及与徐子珊配对~~            
(4星)	 黄宗泽的演技果然了得 起初我还比较喜欢看谢天华 到20集时已完全被黄宗泽俘获 剧情紧凑适当悬疑演技不错 有一半美剧血统 还求什么呢 BTW 最后2个主角没死似乎要拍续集啊 戒指之谜还待解            
(4星)	 laughing哥，你敢不敢再嚣张点~            
(4星)	 madam不摔下去我就给多颗星            
(NA)	 小明上广州……            
(5星)	 真的好看。            
(5星)	 黑与白，情与理，爱与恨。取舍之间，人生百态            
(4星)	 其实还可以啦。            
(4星)	 还好啦，只是有点狗血            
(5星)	 欧阳靖超级可爱~谢天华演得很到位哦！            
(5星)	 真的是灰常好看啊，我爱黄宗泽啊。可惜，最后的悲剧实在是太悲惨了。期待电影版的大结局，我家co会活过来的！ 期待···            
(3星)	 越看越雷的片子。Madam可以表那么单纯么？            
(3星)	 还算不错了,就是陈法拉的死太经不起推敲!            
(4星)	 有帅哥啊有型男            
(5星)	 很好看，我觉得黄宗泽演坏人演的蛮好的，但是每次看到他和徐子珊的对手戏。。。我完全接受不了呀。。。哎。。。导演瞎了。。。Laughing，绝对嗲，可惜了，这个结局真是让人无语。。。            
(4星)	 不错。            
(3星)	 很多人推荐..本人觉得尚可...果然人各有好吧..            
(3星)	 果然是有续集的            
(5星)	 Laughing Sir啦！！！            
(4星)	 不得不惊叹谢天华终于熬出头了啊，连黄宗泽都沦为2号了。            
(3星)	 喜欢大团圆结局的就别看30集，29集看完就赶紧打住。最后徐子珊得以活下来的理由极为扯淡！            
(5星)	 结尾太潦草，是不是港片都这样？            
(5星)	 有没有搞错……又是悲剧搞反转……            
(4星)	 各种TVB的俗套+狗血的结局，不过仍然很好看，从头到尾看完了            
(4星)	 laughing sir 很惊艳啊            
(3星)	 .无力吐槽~            
(4星)	 我爱黄宗泽～Laughing和跛co基情四溢            
(5星)	 laughing哥。            
(3星)	 结局敢不敢再狗血一点...好吧 也算圆满了...laughing的前传、正传、后传全看完了...还是正传好点...至少没这么多硬伤和狗血剧情....            
(5星)	 结局摆明了有续集！！！            
(4星)	 laughing 应该攞视帝            
(5星)	 可惜结局有点。。。很好看很好看            
(3星)	 坑爹，快进完。            
(4星)	 laughing 太帅了，我喜欢。            
(5星)	 港剧从来木有令我失望过，1-29都暴帅，结局实在是让人疯癫，这尼玛什么编剧。总的来说就是一部群口无间道电视剧版！            
(NA)	 相当可以            
(4星)	 顿时觉得 黄宗泽帅爆了，，他和徐子珊的剧情，好俗好脑残，也不喜欢这女的            
(3星)	 不喜结局            
(5星)	 结局还挺伤感的。两对都没有好的收尾。            
(5星)	 这片子磨磨蹭蹭看了一个月啊~madam不应该死啊~！！！跛co后来太坏了~paris怎么那么衰 是不是属羊的啊~！laughing sir←期待续集~结局有够悬念呀！            
(5星)	 laughing sir !!!!超喜欢！！@顶起呀！            
(5星)	 美剧式的TVB，这都不算好看有无天理啊？            
(3星)	 岚姨不错呢            
(NA)	 其实我是在看Paris和Co坡之间的爱情戏……            
(5星)	 不喜欢结局啊啊啊啊啊啊            
(4星)	 前半段挺好的，后面就太惨了            
(4星)	 我爱laughing            
(5星)	 laughing哥            
(4星)	 喜欢Jodie一出场时的帅气~~~喜欢Laughing坏坏的邪笑~~~喜欢瘸子的痞~~~剧情后阶段貌似有点太乱了。。。            
(3星)	 虽然感觉各种粗糙，不合逻辑不合情理，但是看看也行。            
(3星)	 还行，关键是laughing有型。            
(3星)	 追过的港剧，看的时候蛮有feel的，看过就觉得还行            
(4星)	 因为谢天华，给4颗星，结局有点烂！            
(5星)	 用了2天时间看完了这部片子。喜欢Laughing sir，一天的警察一辈子的警察，谢天华的演技还是那么好，很喜欢他，每个故事剧情都很紧扣，很吸引人看下去，似乎结局仓促回来些，结局也有点悲，真没有想到会是这个结局，如果是个完美的结局那这个片子真的太完美了。            
(5星)	 结局有点悲伤。。。            
(4星)	 电影版快点上映！            
(3星)	 练听力不错~~            
(4星)	 TVB的剧总是虎头蛇尾。            
(4星)	 好久没有TVB了~            
(5星)	 Laughing Sir一级棒            
(4星)	 几乎是一气呵成看完的，看完以后最喜欢的角色是腊青和Aidan……结局太坑爹太好莱坞了退票！粤语果然很带感~            
(4星)	 结局太坑爹！            
(4星)	 值得一看！            
(5星)	None
(4星)	 结局这么狗血，大家都不想的。            
(5星)	 laughing哥好有型，其实黄宗泽演的很好，最后还是挺感人滴~~~            
(5星)	 大爱！            
(3星)	 不紧不慢的看着            
(4星)	 TVB太长了。这节奏看的心累            
(5星)	 就是好！            
(NA)	 不和逻辑，侮辱观众智商            
(4星)	 好久没有追电视剧了 好看呢 谢天华要红了            
(4星)	 才发现陈法拉怎么长的像张庭。。。            
(4星)	 好久没有在家里裹着被子边吃零食边看TVB了。。。            
(5星)	 近年难得的好剧了~            
(4星)	 烂结局...不喜欢...            
(5星)	 其实最喜欢的是袁君岚，敢爱敢恨，身上有一种说不出的味道。那句“往事如烟，什么感觉，我说不上来”，顿时觉得，往事如烟这四个字的分量，是经历过多少爱恨情仇才说得出来，才够有味。            
(5星)	 结局太锤子！            
(5星)	 无论是主还是配，演技都保持在一个比较高的水平。结局的处理虽悲情但符合现实的残酷，跳脱了港剧警匪题材HE的模式，给人更多震撼与思索。            
(5星)	 怎么不是徐子珊死了呢？            
(5星)	 不錯 !            
(4星)	 惊艳的开头，结局略显仓促，最后剧情有些落于俗套，编剧明显寄望于拍下一部，谢天华和黄宗泽的对手戏还是很精彩的。            
(5星)	 黄宗泽帅的一米吊遭啊！看到倒数第二集的时候还以为会是HE……哎            
(5星)	 估计这部片子要得奖了。跟巾帼枭雄绝对有一拼            
(4星)	 虽然bug不断，但真的是意想不到的片子。            
(5星)	 绝对值得一看            
(4星)	 稀饭蜡青、阿檬，巩sir、岚姨这两对。结局狗血了。            
(4星)	 Laughing哥是不是命犯天煞孤星啊，连着两个女朋友都在最后关头挂掉……            
(4星)	 干嘛让madam死掉！妈的就不给你五星！            
(3星)	 结局是坨屎........            
(4星)	 well.well.well.剧情还不错，但是结局完全没有看懂。。            
(4星)	 结局太狗血了～还有为什么每部剧都要有徐子珊！！！！！受不了～！            
(3星)	 一般般。。。很套路！！！Laughing sir 刚开始是很迷人，后面老在摆酷耍帅啊。。。做戏痕迹太重了！！！跛co倒是越看越爱，哈哈。。。喜欢徐子珊不喜欢陈法拉，法拉太瘦太瘦了啊！！！我就喜欢CO可这种爱得死去活来的！！！最爱松仁哥和美仪姐这对，很自然的爱恨情仇啊，最后温馨的去国外旅游了，真好            
(4星)	 终于追完了 还不错，胜在一剧情紧凑 二几位主演到位 不过也就这么多了~            
(4星)	 无比狗血的结尾            
(4星)	None
(4星)	 谢天华的眼神太坏了            
(5星)	 最后是想怎么样啊  监狱卧底啊 会不会太虐了啊            
(4星)	 不是咖啡不是奶茶，鸳鸯却可以既是咖啡，又是奶茶，不管他混迹在什么环境，哪条道上            
(4星)	 也就那样吧。结局太假了。            
(4星)	 貌似很多人都在迷这个剧，矮油！有是我们寝室的大爱~            
(4星)	 已经很少看TVB了，但这部剧让我非常吃惊，相当精彩，值得一看~~~            
(4星)	 一部不错的TVB剧，剧情确实不错，值得回味。            
(4星)	 信任            
(4星)	 且不说剧的真实度，只是港剧有了很多酱紫的剧来令人唏嘘。感慨一句警察不易、卧底更不易。活着就本是不易了，没有绝对的对与错，黑与白，不是么。令人动容的是瘸子和可可的感情，太纠结了。            
(5星)	 喜欢laughing sir            
(5星)	 徐子珊怎么能让人那么难受！！！！            
(4星)	 由始至终，没觉得跛co是个有多坏的人。            
(5星)	 难得好片            
(3星)	 看完觉得一般，看的时候不错            
(5星)	 大爱Co！            
(4星)	 大玩无间道啊，不喜欢姚可可，脸又长又硬            
(3星)	 刚看完，又out了一把，感觉一般。一句话总结出来混总是要还的。laughing没有学警狙击里帅。。。            
(3星)	 到10集是在撑不住了，不过laughing sir 很酷，阿蒙超像贾静雯，大爱            
(4星)	 最后还是逃脱不了TVB的老套路            
(5星)	 太过经典，不以评论~~~期待各种结局            
(4星)	 港剧一大特点，就是无论多精彩的剧都逃不过一个烂尾。。。            
(5星)	 奶茶和咖啡，兑在一起就成了鸳鸯。所以说，两个人能不能在一起不是性格合不合，而是可不可以调和！            
(4星)	 坑爹坑爹坑爹.............这年头的tvb还有不坑爹的吗？            
(4星)	 既然大家都说精彩便趁着长假一口气看完了这部剧，完全不同于《无间道》的电视剧版“无间道”，TVB的剧集制作水平的确精彩没的说。演瘸子都能演的这么有腔调，黄宗泽貌似是头一个；谢天华那玩世不恭亦邪亦正的样子也挺不错，感觉几位女主角都不太灵。而最后草草收尾的结局到底算是啥意思？会有续集吧？            
(5星)	 结局大哭了一场 快出电影版吧!!!!!!            
(4星)	 Madam居然死了。。Paris居然没死。。            
(5星)	 结局让我很难过，真的！！！期待后续            
(5星)	 还不错            
(4星)	 结局太悲情，不过片子不错。            
(4星)	 后半部有点狗血            
(5星)	 laughing哥。。。！！！！！！            
(5星)	 真是太帅了             
(4星)	 洒洒水啦            
(3星)	 烂尾            
(4星)	 很值得一看 很期待下一部  因为结尾有好大的一个悬念            
(3星)	 开头很精彩，越到后面越烂尾。            
(4星)	 为什么是这样的结局-.--            
(4星)	 最后明明可以大团圆结局的！偏要搞那么狗血吗！            
(3星)	 徐子珊很适合这个角色，以前很不喜欢她，不过很喜欢里面的姚可可~            
(5星)	 元素齐全，风格不错。            
(4星)	 看完后觉得自己广东话又长进不少～            
(4星)	 结局弱了点...            
(5星)	 呐 我一向是喜欢女人的。我爱MadamJo!            
(4星)	 剧情还蛮丰富~~没有因，哪来果？只是很多时候因是自己控制不了的,所以果就是注定的~            
(4星)	None
(NA)	 为什么要让Jodie死            
(5星)	 嘤嘤嘤嘤嘤嘤。。。经过重温以后冲着Bosco的颜也要给5星啊~~~之前给4星我真是瞎了眼啊啊啊啊~~~~~瘸子走路都好帅。。小胡子也好萌。。。。            
(5星)	 Laughing哥和黄宗泽是看点啊啊 ！！！徐子珊太丑了！！！是个最大败笔啊            
(5星)	 为了Laughing哥，请给一个Happy ending吧            
(NA)	 够赞            
(4星)	 久违的港剧又回来了~ 还有laughing sir的身材保养的真好，原来是得过“终极舞者”最高殊荣的，难怪~            
(4星)	 水准至上的TVB警匪电视剧，谢天华现在牛B啦            
(4星)	 虽说是很多感情戏的地方跳过了，整个剧情还是可以呢，不过结尾很坑爹            
(4星)	 后劲不足，但总体来说很不错，男的比较有基情···            
(3星)	 卧底实在太多太混乱，最终导致我没有坚持看完。。            
(5星)	 哦，爱死            
(3星)	 一直很爱看TVB剧，可不知为嘛，感觉现在的TVB剧远没有以前的好看了            
(5星)	 蜡青。。。            
(5星)	 不错看，情节很跌宕。            
(5星)	 不错。            
(NA)	 总觉得沉重，不放松            
(4星)	 肯定有续作的啊            
(4星)	 令人遗憾的结尾其实是符合现实的，Laughing的执意报复是人之常情，而法治社会的审判没有那么多感情因素。深刻感到卧底如果太善良必将会使自己精神受创，巩sir即是一例。此外，为什么觉得故意扮老相的陈法拉比以年轻版的好看，难道是我不由自主地老了......            
(NA)	 总体来说还可以，不过个别情节有点扯蛋            
(5星)	 大爱laughing~~~            
(NA)	 刚刚看完，十一的前三天就是这么过的~激起了我重拾港剧的冲动~            
(4星)	 bosco, laughing哥            
(4星)	 越看越无聊、            
(3星)	 哎，一秒不少看到12集，五分钟快进一次看到20集，然后剧情简介看到29集，最后五分钟快进一次看最后一集，我真是没耐心啊没耐心，TVB有些烂段子，不过Laughing很有味，戴帽子的黄宗泽也好有型哇。            
(4星)	 边绣十字绣边看都看得我爱不释手啊！！            
(4星)	 近几年中tvb算不错的了啦 我喜欢laughing Gor的时候他还跟着陈浩南 我喜欢陈法拉的时候她还在秀场            
(4星)	 感情这东西很难拿捏，做卧底时间久了，不可能不动真情，久而久之，自己在感性和理性之间也会混淆和迷失。            
(3星)	 冲着谢天华看的，不喜欢黄宗泽，陈法拉也升级演成熟女性了啊            
(NA)	 卧底的故事。            
(5星)	 不错            
(4星)	None
(5星)	 喜欢Laughing哥，喜欢Co哥，喜欢Paris,喜欢……经典港剧，我喜欢！            
(3星)	 最后在监狱里的那个人是谁            
(5星)	 好精彩~laughing 和跛co都太帅了~黄宗泽！！            
(5星)	 情理之中意料之外~            
(5星)	 好好睇啊！~~剧情紧凑，感情线和人物设定合理~~            
(5星)	 三天看完了，小法拉真是吴下阿萌啊。            
(3星)	None
(4星)	 碟中谍中谍            
