http://movie.douban.com/subject/3882759/	绯闻女孩  第三季 Gossip Girl Season 3
(4星)	 几个年轻人玩的换偶游戏            
(2星)	 略去主角们一个个像发了情了的低端动物一样相互乱交，这依旧是一部很好的青春剧~            
(3星)	 一般了，不适合我们的现实            
(NA)	 这一季怎么还Little J这么讨厌嘞？可怜的Chuck            
(4星)	 衣服很棒！！！            
(NA)	 最爱  超级好看  最爱S            
(3星)	 就是一群人从这个搞到那个，拍到三实在没人搞了，再搞回来。。。就当看看漂亮衣服吧~            
(5星)	 这季还没看完```但是一如既往的喜欢里面角色穿的衣服            
(3星)	 乱就一个字            
(5星)	 总觉得还是第一季最好看            
(NA)	 打算转主角？            
(5星)	 看似混乱的生活，总有真情在其中。            
(3星)	 要不是看在chuck bass的面子上==哎 真是一部比一部无限的折腾 没有意义            
(5星)	 ！！！！！！！！！！！！大爱BC~            
(5星)	 大爱Chair            
(4星)	 CCCCCCCC ~            
(NA)	 中间断过，再次继续是为了B和C……可是，现在，再继续，就是为了满足自己仅剩的一点对剧情的好奇心了……            
(3星)	 时尚，但是剧情很烂            
(4星)	 上东区的青春爱情故事~            
(4星)	 就拿这个练英语吧            
(4星)	 哎，我的小Chuck，什么时候能修成正果啊……            
(3星)	 已经弃坑，没准什么时候又来重新蹲坑            
(4星)	 结局太出乎意料了，四季值得期待            
(3星)	 莫乱搞            
(4星)	 查克 帅呆了            
(3星)	 那几个主角ms都有一腿的，又ms是一个家庭的。各种乱.            
(5星)	 每一季每一季绝不放过            
(5星)	 等着9月第四季·            
(3星)	 只剩DAN和JENNY没有XOXO了····            
(5星)	 好喜欢Gossip Girl。时尚的感觉，我的最爱。最喜欢Serena，很有气质，很性感。            
(3星)	 越拍越烂            
(4星)	 这一季的结尾真是···科科 第四季就赶紧开播 然后别再继续拍了= =            
(5星)	 越来越讨厌dan 依然喜欢chuck!~原来chuck有脆弱的一面。。不过还好 第二季以后c和b依然在一起~好幸福。。看他俩抱一起真幸福！！~            
(4星)	 BCNSLE...            
(2星)	 一个字，乱            
(NA)	 我最爱的chuck bass~竟然中枪了...强烈想看第四季~~~            
(4星)	 正在进行时，看到十一集了，，越来越喜欢N，呵呵。。            
(3星)	 我了个去，无比混乱的男女关系            
(2星)	 越来越扯淡了！            
(3星)	 不得不说，贱民就该和贱民，上东区的就该和上东区的。            
(5星)	 未来、奋斗、选择......这一部教会了我们很多东西，曾经站在高处的孩子要走进社会，放弃一些东西，得到一些东西，生活就是这样。            
(5星)	 羡慕上东区的奢华，看不懂上东区年轻人的混乱生活            
(4星)	 到底谁睡谁，又有谁没被谁睡过            
(4星)	 有时候突然能在这群乱七八糟的事清里找到自己的影子。。。可怕。。。            
(3星)	 不痛不痒了 看也行 不看也无所谓            
(2星)	 第一季我喜欢S，D，N，C，J；第二级我喜欢S，B，C。第三季的最后C倒下去，我什么感觉都没有了，也许编剧喜欢出人意料，但是剧中人物性格全部都走形。令我安慰的是可以不用看第四季了。            
(4星)	 无新可看的时候看了，终于看出了gossip以外的东西，然后觉得其实是可以看的            
(4星)	 哎，一直下了没看完。只能是多少人花痴般的梦吧。还好跟我太无关了。            
(3星)	 乱了            
(3星)	 。。除了C和B好像没有一对能长久的            
(5星)	 好吧 就这个年纪吧            
(4星)	 我彻底卷入了，只要BC不能美满，NS不在一起，我就没法躲开这编剧扔的长期炸弹。    最后居然都单身，好歹BC也要一起啊。我的CHUCK！            
(3星)	 感觉没有前两季好看了，越来越狗血啊            
(4星)	 看过第一季第二季，于是迎来了第三季……            
(4星)	 关系混乱了点  纠结死我啊........            
(3星)	 cheesy but decent !            
(NA)	 第三季延续着第二季的混乱，但是情感多元化了很多，也细腻了些，总之是有进步的            
(3星)	 大爱chuck                
(4星)	 我喜欢JENNY啊啊啊            
(4星)	 好吧，我虚荣了，我是为了看帅哥美女还有衣服才看这个片子的。说实话，这片根本不存在剧情。            
(5星)	 我的小b            
(3星)	 如果只说剧情。。2星算是抬举他们= =完全因为人和服装才撑到3星。。这剧不看后悔看了更后悔            
(3星)	 越来越鸡肋，也就看看C了            
(4星)	 纠结并痛快着！            
(NA)	 看到CB之恋结束就不想再看了 而且我觉得编剧到后来写的越来越乱了 周围的每一个人都有关系了 越来越不喜欢S了            
(4星)	 看衣服···剧情忽略 练听力            
(3星)	 越来越乱。。。            
(NA)	 好多漂亮的裙子呀。chuck，大爱。            
(NA)	 看到第二季时，很是激动，但是第三季怎么也继续不下去了            
(5星)	 一直追看的美剧            
(4星)	 我的CHUCK~~~~~~~~~~~55555！            
(5星)	 很乱。。。。            
(3星)	 权当学习地道美语。。。            
(3星)	 第四季能什么样            
(NA)	 太混乱了，让人没有跟下去的动力了            
(2星)	 看不动。。累            
(5星)	 爱死CHACK            
(4星)	 season 4 期待下             
(NA)	 四快出来把·~闹剧荒啦·~·            
(4星)	 越来越混乱~人物都快排列组合完了~不过我相信你们依然可以坚挺地继续故事的...等待第四季!~            
(5星)	 喜欢他们朋友当中一个人出事 大家一起想办法的时候 还有衣服很漂亮 鞋子！！！            
(4星)	 一直在追            
(5星)	 简直颠倒了我之前的价值观            
(3星)	 除了视觉上的浮华没有什么了，生活方式却大大的不敢恭维            
(4星)	 抱着学英语的目的看的，可却只看汉字了，现在 还没出完，……            
(NA)	 GG            
(5星)	 很棒，还可以练习听力            
(NA)	 很fashion~            
(4星)	 I don&#39;t like this ending            
(5星)	 看了第一季，欣喜；跳过第二季，扯淡；看了第三季，时尚            
(NA)	 等了两季~我的N终于和S在一起了。。。从看第一集就爱上NS这对~无比憧憬他们能成啊啊啊。。。不过最后S还是把N蹬了。。。我的N对S可真是。。。啊啊啊啊 不管怎么样。。。NS啊我的NS 期待第四季~虽然美剧其实出到三季就够了。然后S退出之后，就可以安然弃剧了~~~            
(3星)	 看最后一集的最后哭了            
(3星)	 偶像狗血剧，不过是个练听力的好剧            
(5星)	 烂编剧埋没不了真帅锅！            
(4星)	 BC在一起了整整一季，然后就这么被拆了。。。            
(4星)	 不是一般的扯。（B&amp;C除外）但是衣服真好看。            
(2星)	 升华到乱伦，鼓掌。            
(5星)	 爱 啊   忒爱            
(4星)	 越来越乱~            
(5星)	 第三季的結局讓我想殺了J            
(3星)	 看到第三季，弃了。不过还是很喜欢B和C~            
(4星)	 永远的B和C、            
(4星)	 剧里的男女都好能折腾，而且是折腾了几季了，我累了。            
(4星)	 绝对要追的啊~            
(NA)	 乱搞到后面。。。。木有耐心看来着！！            
(3星)	 情节越来越混乱。。角色定位也越来越乱            
(4星)	 还不错啊、、GG的水准有保证            
(NA)	 简单的总结就是一部瞎搞搞，然后里面的衣服很无敌，值得看            
(NA)	 上东区~            
(3星)	 第三季开始可以纯粹当做时装片来看了            
(NA)	 好看好看好看~            
(5星)	 爱来爱去 可是我还是很爱看！            
(3星)	 不断的排列组合            
(5星)	 我家的SN在一起了             
(NA)	 好看！            
(5星)	 人气大爱B&amp;C、S&amp;N。。期待着第四季的更新            
(5星)	 后面几集，竟然一直流泪！迷恋Ed            
(4星)	 Vernasa 怎么变得这么讨厌了，真受不了。Blair改改脾气就好了。            
(2星)	 GG是我一直在追的美剧，可是越到后来越觉得无聊。情节什么的土到掉渣。拢共几个人，搞来搞去搞来搞去。尤其S，她和几个男的上过简直数都数不过来。GG到现在只剩下华丽的服装和修长的双腿能夺人眼球了。毫无深度可言            
(5星)	 chuck！！            
(NA)	 一群 无聊 疯子            
(3星)	 终于看完了，最后一集很崩溃啊。我喜欢S和nate在一起。当然Jenny我从来就不曾喜欢过。这季关系太复杂了，睡来睡去的，只能用混乱来形容了。不过还是会关心一下第四季的，哈。            
(NA)	 喜欢BC不解释，尽管情节乱七八糟            
(2星)	 到第六集怎么都没有看下去的心了            
(NA)	 美国的片子就是比较乱，开放            
(3星)	 太搞了            
(3星)	 越看越乱~不想再看了~            
(3星)	 太乱了···            
(3星)	 NATE从万人睡变成痴情男，N&amp;S很养眼，B&amp;C很虐心            
(5星)	  chuck！ chuck！ chuck！ chuck！ chuck！            
(5星)	 时尚巨作            
(3星)	 太乱咯            
(4星)	 复杂的人物关系            
(3星)	 就当时装剧来看，，，            
(NA)	 说实话，我还是觉得Nate比较帅            
(4星)	 我想看4！！            
(3星)	 越来越差            
(5星)	 非常喜欢 ····            
(2星)	 这一季狗血堪比韩剧             
(NA)	 最后一季还以为check 死了，小伤心。            
(2星)	 比前两部差多了            
(4星)	 追成习惯了            
(5星)	 光是华丽的服装就已经很值得看了，还有霸道的B，帅哥C            
(5星)	 复杂的关系。            
(NA)	 混乱            
(5星)	 这个是大爱!            
(3星)	 如果有天绯闻女孩里大家都不拧巴纠结了，真的是世界末日了吧。敢不敢再纠结点啊？呃...            
(1星)	 第二部和第三部完全是拼凑的故事，混乱无序的男女关系，牵强的故事。我绝对相信这些人的爱情观不代表美国大众。不过编剧的编剧能力真是值得佩服！如果我有孩子，在她/他的人生观未成熟建立之前绝对不让看第二部和第三部。            
(5星)	 很好看！！！            
(2星)	 C            
(NA)	 差不多的感觉~~~            
(3星)	 第四季是不是来个乱伦好一些            
(5星)	 喜欢GG的原因特别简单，第一喜欢里面的主演，第二喜欢里面的漂亮衣服，第三，也是最重要的一点，S和B的友情让人感觉特别好，尤其是S被欺负B想办法替S报仇，这种桥段是我最爱的～～～            
(5星)	 好愛Chuck......S變得有點討厭了......            
(NA)	 因为看到ChuckBass变成这样,嗯,嫉妒BlairWaldorf.            
(NA)	 从第一季就开始看了。感觉还行。            
(3星)	 第一季很好看，第二季看了两集就不像看了。            
(3星)	 纯追            
(3星)	 已经不记得剧情了，剧情没有任何意义了            
(4星)	 只希望BC在一起。            
(4星)	 BC都分手了 还有神马看头 最讨厌J了            
(NA)	 想起 张贱人            
(NA)	 第三季后面开始走下坡路了， 情节开始变滥， 但是最开始的 hilary登场还是让我眼前一亮，            
(NA)	 太纠结~~~、            
(4星)	 越看越崩溃            
(3星)	 看了一半            
(5星)	 我心爱的chuck啊 怎么倒在血泊当中。。希望下季不要先让Chuck瘫痪或失意，因此在与Brair和好。。。我还是喜欢看Chuck拒绝Blair的样子啊 嘻嘻^-^千万不要让Dan和S再在一起啊。。。多无聊啊！还是看好Nate，希望引入漂亮new girl耶G快回家去！            
(3星)	 我就是喜欢坏男坏女            
(3星)	 越来越混乱，越来越没那么吸引我了            
(3星)	 其实他们就是在不停地排列组合。一群闲着没事干瞎折腾的二世祖            
(4星)	 不得不说 越到后面就越喜欢QB了~            
(5星)	 各种劈腿 各种混乱              
(3星)	 喜欢有个性的金发美女。对恶心做作的帕克小俩口实在无爱，呕。            
(5星)	 学习英语。。            
(3星)	 其实就是拿它来连听力的   剧情一般               
(3星)	 绯闻少女是一季不如一季。格外生枝的事情多了 也让人感到繁琐。            
(5星)	 Chunk越来越帅了，也越来越可怜了Serena还不错Jenny有时候很讨厌            
(5星)	 我就想知道最后会有多乱！            
(3星)	 服            
(NA)	 延续上两季的风格时尚依旧，人物关系混乱依旧但还是很喜欢CHUCK，喜欢那双眼睛            
(5星)	 混乱的人物关系            
(4星)	 其实我也是SN。            
(4星)	 还是喜欢看这些小孩子折腾，虽然太drama，但很过瘾！而且B&amp;S真的好漂亮，可惜Little J 要离开了~            
(NA)	 唉 曾经风靡 现在喱？~            
(3星)	 第一季很好看...后面就开始越来越糟糕了...不过演员阵容不论男女确实都比较养眼...            
(5星)	 从第一季到第三季，都很喜欢~特别是Blain有这样的朋友最最好~只要你对她好，她会不计一切的对你好！我喜欢~就算是当丑角也是为了对你好。            
(3星)	 啥时候才能沉淀            
(4星)	 当是B与chuck两人感情最为恒久，出乎意料，至chuck最后一集竟为情被伤……S一如既往，最感兴趣她终为何星座……剧情虽甚是纠结，然可大饱眼福，当会一直关注……            
(3星)	 看了几集而已,估计后面的等到在学校去看了.            
(3星)	 个人觉得第一季比较好看，可能个人的观念比较传统，所以觉得有结果的东西比较好看，第二季也看了感觉趋于烂片，第三季偶尔无聊会看一下，不过还是第一季不错~~~~~            
(NA)	 我也喜欢B&amp;C            
(4星)	 乱套了。。            
(4星)	 这一季的最后几集很有感觉            
(5星)	 最爱~            
(3星)	 关系太乱了             
(4星)	 时尚前线。。。            
(4星)	 这是我最长久的美剧了            
(5星)	 最爱chuck·            
(3星)	 还是第一季比较好看            
(3星)	 剧情都是生搬硬套，有芒果台的感觉，没什么意思，只是养眼而已，别的没什么了            
(4星)	 超爱B~讨厌小J,小J烂死啦！            
(3星)	 我陪大家一起意淫吧，说实话我真的也就看看BC了。D那个酸男人一秒钟我也不想看见，但是男人都是下半身思考的动物C还是出轨了，感情还在B能接受吗？不知道中枪之后怎么说啊            
(4星)	 like nate~            
(4星)	 SN没几集又变回SD了  这季其实非常的曲折  皆为又让G挺个肚子出现...            
(5星)	 混乱又精彩啊            
(4星)	 还是继续扯，不过扯得比第二季好多了            
(5星)	 好看            
(NA)	 相比较 我觉得第一季太美了            
(4星)	 人变好看了            
(3星)	 对GG，如同PB一样，没有初时的激情了。。。特别在N把所有的人都搞遍了，却又回到S身边的时候。。。无语了            
(NA)	 B C            
(3星)	 Cuz of this season, I dumped GOSSIP GIRL 4 GOOD...            
(5星)	 大爱~~~~~~~~~~~~~~超爱小J            
(4星)	 后半部还不错            
(3星)	 bc分手了            
(4星)	 来看衣服和听音乐的~            
(3星)	 关系越来越乱了，连J和C都上了，这世界没神马不可能的了，下面我就期待J&amp;D吧……            
(4星)	 Chuck真是让人心疼.在他的生命中,不被父亲认可,被母亲狠狠的伤害,最后,连Blair也失去了.在他奋力的保护那枚还没来得及送出却再也送不出的戒指时,我是真的真的很心疼.            
(3星)	 还是那么几个淫            
(4星)	 看人性，服装？？顺便看看吧。。            
(2星)	 越来越扯淡了……            
(4星)	 感觉越来越混乱...SN分了CB也分了...是编剧见不得他们好呢 还是没有这些分分合合勾心斗角故事就很难继续...            
(3星)	 严重怀疑这季的编剧换人了  ， D一家怎么这么BITCH！            
(4星)	 B永远是公主~            
(4星)	 刚开始看第一季的时候，觉得~嗯~真不错~好看的~nate很帅~慢慢慢慢的...就觉得...这个男女关系怎么这么混乱的~~            
(4星)	 一部时装剧，可以学学潮词            
(NA)	 每个人都在成长。BC费劲千辛万苦啊…怎么？C遭遇不测？Oh no!!!~各种神灵，编剧导演你们一定要让Ed复活啊~NS也仍需努力~小J，其实我也讨厌你，可是我知道我很像你嗯，结局尚未揭晓……期待September            
(3星)	 一群bitchs            
(4星)	 哎。 为什么追了三季呢？god knows..            
(4星)	 nate一下子变得犀利了，狠角色比懦弱的样子高上好几个肩头            
(3星)	 想看美女的时候就看看。。。。但是跟美国朋友说看gossip girls总会招来鄙视的眼光，就跟外国人和一个中国学生说我觉得还珠格格最能代表中国文化一样，灰常囧            
(3星)	 第三季我只是看衣服。。            
(4星)	 一开始有点无聊，但是很快就可以让你进入剧情。非常之精彩，期待BC的爱情在第四季中大放光彩～～～            
(4星)	 乱！            
(5星)	 当然最爱啦！！！！            
(5星)	 真的是好好看又漂亮又帅好喜欢S和B 希望B和C最终能在一起            
(3星)	 纠结吧，很华丽，Chuck声音吾爱啊~            
(3星)	 作养眼用，稀罕B            
(3星)	 这部已经完全没有情节性可言了的电视剧依旧带来的高收视率，能一直追随它的应该更多感兴趣的是里面的美女和她们身上永不重样的衣服和鞋子吧。。。对了，还有Blair和Chuck的小爱情。。。            
(4星)	 结局有些出乎意料，不过似乎又是chuck应得的……剧情较第二季成熟连贯了一些，不再是排列组合，期待第四季            
(3星)	 我开始腻了，各种排列组合            
(5星)	 爱爱爱爱            
(5星)	 大爱             
(1星)	 再折腾出点新男人和新女人。再让他们睡一遍。然后呢？还能有啥？            
(3星)	 就是一堆群P。。。不过B越来越美啦            
(5星)	 哈哈，追到第三季结束了，虽然我有看过传闻中的结局，但是我还是想追下去！希望Chuck和Blair可以复合，还希望Nate和Jenny可以在一起！            
(NA)	 Chuck chuck~~            
(3星)	 排列组合。。            
(4星)	 Find out lot RainBow this Season。            
(5星)	  呜呜呜 CB CB CB万岁@！            
(NA)	 喜欢s的率性而为，喜欢B和C之间的默契            
(2星)	 不好看。。。            
(3星)	 我越来越讨厌s了，似乎每一个对她暗送秋波的男人都可以上床，奔放的让人反胃，而且越来越愚蠢，呃....            
(5星)	 bc大晒！！            
(3星)	 最后的结局崩溃啊崩溃！！为啥c死掉了啊！！！！！！！！！            
(3星)	 随意组合 别客气            
(4星)	 突然觉得Nate很好。挺喜欢Nate。越来越成熟的Nate            
(5星)	 延续着第二季的话题性~~~可惜了SN和CB            
(3星)	 隔了很久才看了第三季看到一半就想起了之前煎熬地看完两季的原因哎就是一群小孩儿乱搞  再看他们父母乱搞难道第四季要说祖辈乱搞了?- -            
(4星)	 怎么能在C被枪击后就没了呢            
(4星)	 比前两季好看,J is a real bitch.            
(NA)	 乱七八糟            
(3星)	 比起前两季来说，这一季内容似乎感觉很贫乏。            
(5星)	 大爱BC            
(4星)	 分分合合的BC恋。            
(4星)	 再这样乱搞爷我下一季不看了!            
(NA)	 chair            
(5星)	 不管怎么样 超级喜欢GG。大爱chuck！！！            
(2星)	 实在不怎么样。            
(5星)	 &gt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,马上看完了看完了             
(3星)	 一群小P孩的游戏            
(3星)	 现在看点不知道是什么了 额·1·            
(NA)	 混乱迷离的生活            
(4星)	 第三部实在编的太混乱了。。虽然一开始还有许多明星加盟。。失望。。期待IVing。。。            
(5星)	 看MM看FASION,看GG，一切都是那么的养眼。特喜欢QUEEN S&amp;小珍妮            
(3星)	 尽管gossip越拍越拖拉，越离谱，还是希望看到结局。。。大爱bc.sn！            
(4星)	 不知道是我品味越来越低了 还是怎么滴~~goosip girl貌似越来越好看了？            
(5星)	 我喜欢纠结加帅哥美女~            
(NA)	 就是喜欢看帅哥，美女            
(5星)	 我的B&amp;C大结合吧 ！            
(5星)	 我追啊追...第四季你赶快来临!            
(5星)	 射！射！射！            
(NA)	 love S            
(2星)	 　　说实话挺扯淡的！！！剧情很小儿科，很幼稚！里面只有天花乱坠的衣服和时尚，哎？！            
(5星)	 大爱bc！            
(3星)	 可能养眼的成分更多            
(NA)	 唉。。这一季的chuck让我很心疼。。            
(5星)	 没说的，大爱            
(NA)	 很大爱~            
(3星)	 一群睾丸激素与黄体酮严重过剩的男女！            
(NA)	 老实说，又爱又恨的剧，实在不喜欢那复杂不勘的关系链            
(4星)	 我只能说，他们的感情世界是如此纠葛~~~            
(3星)	 loving you B！            
(4星)	 Chunk Bass终于让我沦陷了。。。            
(3星)	 第三季的结局真是surprisechuck不会死了吧？？？G肚里的孩子真的是D的吗？？？            
(4星)	 追剧中……            
(4星)	 3部都看了，现在第四部在法国拍，期待。里面的人物关系那叫乱。看完之后永远只记得最为大概的情节。美国编剧就是厉害。            
(5星)	 我已经完完全喜欢上chuck了！B&amp;C天生一对！！！！！B其实蛮可爱的，S也很不错，S&amp;N希望有个好结局啦            
(5星)	 很年轻 很时尚 很咸湿 但却又是现代利益大权下人们最为狂热的生活追求。             
(3星)	 搞来搞去总也搞不完的时尚大片。            
(3星)	 我烦了，可是还得追下去，这是个杯具，totally            
(5星)	 可怜的chuck            
(3星)	 剧情已经没有什么可以说的了，但仍然是一部时尚大片，依然坚持看是因为主角的服饰~            
(3星)	 什么时候D和B好了 我再开始看~            
(NA)	 乱的一塌糊涂            
(3星)	 bc是亮点。            
(3星)	 越到后来越觉得这种C几几的组合很无趣了。。。            
(3星)	 王八蛋与女巫的故事。            
(5星)	 越来越讨厌jenny这个角色了            
(3星)	 还是第一季好看....第三季越来越扯            
(4星)	 永远混淆的relationship            
(4星)	 美剧是体力心力的活儿~            
(5星)	 好！            
(3星)	 要不是几个主角在支撑我 我想我会弃剧~~~            
(2星)	 编剧脑子被门夹了.            
(3星)	 看的越多，就越不喜欢S....太乱了，不过成长，友情总是耐人寻味的话题            
(4星)	 依旧纠结~            
(4星)	 越来越乱 排列组合            
(3星)	 从第一季第一集开始就反感Dan   现在加上一个J   两兄妹一个是死都要往上流社会挤十足的不要脸  一个是整天扮清高要鄙视上流社会的人还死要和那些人搞不清楚  比他妹境界还高  没办法  做哥哥的榜样要做好  哼···            
(3星)	 看看衣服还行……各种排列组合，各种乱~            
(NA)	 坚持着看完1－3 ～～不忍再看            
(5星)	 Chuck            
(3星)	 越看越受不了Serena跟Dan。。太无语了。。还是Blair跟Chuck好看            
(5星)	 虽然里面的人物关系一如既往的乱并且复杂，但是丝毫不影响我热爱八卦的好兴致。            
(4星)	 很多人都说很糜烂奢华 虽然这种生活离我们很遥远 但是我就是喜欢看这些俊男美女纠结的爱情 haha.            
(NA)	 从第一季的第九集开始··我就是一个星期一个星期的追··真是痛苦···            
(4星)	 很好看~但是剧情超级纠结的！！！            
(3星)	 剧情越来越狗血叻.            
(NA)	 为了Nate我才看的下去            
(NA)	 比第二季好看，特别是圣诞假期之后的这部分。            
(5星)	 令人揪心的BC恋！！            
(5星)	 不仅仅讲的是爱情，还有亲情，友情，事业，社会。。。            
(NA)	 I&#39;m not Chuck Bass without U            
(NA)	 …………这个越来越烂了            
(4星)	 开始喜欢B了……            
(4星)	 依然最爱Chuck            
(3星)	 太混乱了、看的无比纠结！            
(5星)	 so the next time u forget u are Blair Waldorf, remember I&#39;am Chuck Bass, and I love you.             
(4星)	 you will never know            
(5星)	 除了顶，没话说……            
(5星)	 Nate~            
(3星)	 第一季看的津津有味，第二季就没兴趣了，第三季完全没看。。。            
(4星)	 Leighton Meester你还是那么美啊333            
(4星)	 就爱BlairChuck 为何不能好好的在一起啊~~            
(3星)	 = =这剧情。。。我是来看SN的我是来看SN的。。            
(NA)	 期待下一个season!!!            
(4星)	 乱搞，关系实在是太复杂了，没有可以保证的期限，感觉对了就在一起了，以前的一切很快就整理好。感觉不对了很快就PAST,感情真的可以像换衣服一样这么来吗？都说自己每一段爱的真切，最后会变成什么样子，到底可以收获什么？悲伤，遗憾，麻木，希望还是真正的幸福？WHO CAN TELL ME            
(5星)	 情节跌宕起伏...            
(3星)	 show~            
(5星)	 BC 4ever。            
(3星)	 因为看叻第一、二季，所以继续看第三季            
(4星)	 坚决不看第四季，乱七八糟            
(4星)	 一直在追。不管别人怎么说，还是觉得很有意思。虽然不知道是不是真的属实，但是在努力地从中窥探纽约最富的富二代的人生。            
(NA)	 对于个人外形帮助很大，因为真的很好“看”！剧情看着想...睡死过去算了 |||            
(2星)	 越来越狗血、脑残了~~！！接近于台剧的水平~~~唉~~~~~            
(4星)	 可不可以不要那么乱了...BC一定要好好的...            
(3星)	 同学强力推荐。我看完之后就被它纠结的人际关系打败了。你到底还有谁跟谁是没有那个的啊。太纠结了。。。            
(NA)	 美男美女.            
(5星)	 到了第三季了 虽然没有什么看点了 但还是坚持看看 因为放弃不了~~~~~已经跟着人物去了 ！~~            
(3星)	 越来越混乱的剧，GG告诉我们，只要是男性角色和女性角色，都有谈场恋爱的可能...不知道下季会不会发展出同性别滴？            
(4星)	 Chuck is a real man,also,he is a child            
(NA)	 剧情就是越来越乱~            
(2星)	 怎么感觉剧情越来越接近于瞎编了……            
(4星)	 nate太迷人了            
(3星)	 后期有点闷了，特别是jenny很讨厌            
(3星)	 越来越混乱。。            
(NA)	 最后一集总是很纠结~~            
(NA)	 什么时候出来4哈 任务关系太乱了觉得S真的很容易动心 我就是看漂亮衣服 还有配乐和 CB的感情线了            
(NA)	 这群人啊，没法说了。。感情怎么能变化的那么快呢？            
(4星)	 怎一个乱字了得……            
(NA)	 想起了准备考研的某天，自己一个人忙中偷闲，躲在宿舍里恶补这部剧            
(4星)	 里面的衣服包包超美的！！！            
(5星)	   chuck，心水            
(NA)	 好看              
(3星)	 狗血的剧情啊~~3P,婚外恋，小三都上了~~            
(4星)	 时尚大片，教材~~~            
(3星)	 继续看主要是为看Chuck&amp;Blair            
(NA)	 鸡肋            
(NA)	 圈子不大 倒是挺乱  S&amp;B  friendship forever            
(4星)	 C和B纠结的感情戏啊.....            
(5星)	 Gossip girl看似描述的是纽约曼哈顿上东区富贵的生活，但是主人公却各自有各自的烦恼与无奈。看过的人都知道，他们之间的爱情太折磨，深深伤害着彼此。我们也只有在这样的折磨中才能了解，所谓的财富，真的是一文不值。一定要看第一季和第二季，才能看第三季，第四季已经开机，期待哦！            
(3星)	 记得当初看第一季的时候很羡慕他们的生活,心里想着但愿有一天自己也能像他们一样生活...至今仍旧羡慕,但是多了一种局外人的感觉...那些不属于我的生活,物质上的富足让gossip girl里的主人公们变的空虚又八卦..            
(4星)	 我等着4季啊4季。我剩一级一直没看也不知道为啥。不过我知道那集讲啥。            
(5星)	 just leave the biggest surprise to the last second, shocked~            
(NA)	 糟糕剧情再多, 看到S, N, B, C不管经历了什么最后都能在一起, 难道不是最美好的事么. | 编剧你敢再糟糕点吗! | Chuck啊...你真的悲催...            
(NA)	 被CHUCK深深的秒杀了            
(4星)	 就是不喜欢LJ...            
(4星)	 终于拖阿拖的看完了 jenny简直就是一个whore!老娘看她不爽很久了！终于带着大熊猫眼滚出这部剧了             
(3星)	 太纠结了 支持NS  抵制小J、V            
(3星)	 没什么特别感觉 不过还是很喜欢S 期待第四季出来啦~~~~~            
(4星)	 依然精彩。。            
(3星)	 我就喜欢小J，怎样，!!!!!我就看不惯s，那么烦人，讨厌翻白眼!!            
(5星)	 xoxo.gossip girl~            
(NA)	 抗不了了，墨迹死了 弃剧            
(3星)	 越往后。。。越难看。。。越失望。。。            
(4星)	 要是带点个人情感,就得给五星.            
(3星)	 越来越混乱了  编剧不带这样的            
(5星)	 我巨爱爆爱·· 第三季最后看到CHUCK中枪我的心都碎了，但据说是打中脚，第四季还有他，c&amp;b绝配 你们就永远在一起吧·            
(4星)	 越来越没劲            
(4星)	 看到现在也就看看片中的衣服打扮那些了~剧情越来越狗血了~就是一群人搞在一起，全排列~下一季的衣服挺好看~希望编剧还是把小J写好点，这季太贱了~她一个美国90后也不容易~            
(3星)	 越来越难看了、            
(NA)	 越来越不解S。J。越来越看好C。B。C越来越成熟了。            
(3星)	 什么时候请问您可以完结!!!!            
(4星)	 越来越喜欢Blair            
(3星)	 倘伐牢了。坐等D&amp;B。然后就全部排列组合过了。            
(3星)	 乱而华丽着……            
(4星)	 为什么Chuck死了啊？            
(3星)	 really superficial and i am bored = =|            
(4星)	 Chuck and Blair, my god..            
(3星)	 看到3已经审美疲劳了 不爱            
(5星)	 时尚，完美男人c，纠结的爱情，编剧的编剧能力。            
(NA)	 一如既往的喜欢            
(2星)	 只喜欢CHUCK和BLAIR。 其他人都越来越讨厌。            
(3星)	 随便看看还是能看下去的，主演都养眼。            
(4星)	 这一部延续了排列组合…………            
(5星)	 超喜欢这部剧，每季都好看，简直等不及快出第四季。            
(4星)	 故事剧情曲折复杂 没有台剧的拖沓  算是对美国中学生生活的一种反映            
(NA)	 I love Chuck and Blair!            
(3星)	 太扯的剧情！一切回到解放前！            
(3星)	 唔。。。。。男女主角这是在考我们排列组合么。。。            
(5星)	 X.O.X.O Gossip Girl.            
(3星)	 剧情发展超快·····            
(5星)	 CHUCK千万不要死了啊            
(3星)	 不如第一季出色            
(5星)	 面上最花心的C其实最专一 。想N和S可以一直在一起 。期待第四季            
(4星)	 结局又很虐人。。。            
(NA)	 快点第四季吧 我要看要看嘛            
(NA)	 不错的一部片子  却被剧中意乱情迷，错综复杂的爱情搞的没有头绪，但这可能也正是这部片子的卖点            
(3星)	 越来越狗血了            
(2星)	 主角配角全都轮番搞过了，编剧你还要怎么搞，好好的剧就好好结束吧，哎，好歹也是青春过            
(5星)	 哟哟哟~            
(4星)	 看得太糾結了~            
(4星)	 狗血            
(3星)	 如果chuck和blare分手了为什么还要看下去            
(NA)	 自由而叛逆者            
(5星)	 快出新吧。。。。            
