http://movie.douban.com/subject/6129693/	我可能不会爱你 我可能不會愛你
(4星)	 中间太拖沓了  这个结局无比不做作~我喜欢 
(4星)	擦，如果不是最后一集那么烂……我应该会给个满分的……
(NA)	历久弥新以及纸短情长
(5星)	只有一个字。好！！！！！！
(3星)	因为最后一集 这尼玛就变成了知音体啊！！！
(5星)	林依晨好漂亮，没了婴儿肥果然好看…
(5星)	笑点与泪点并存，看得我一边哭一边笑的。白叔和小苑也终于有情人终成眷属。喜欢“历久弥坚”这个词。也许没有很多惊天动地的Moment，但一起牵手走到白头是最大的幸福。
(4星)	“张士豪和袁湘琴都30岁了。”
(5星)	5555，这类比较能俘获我屎尿屁娃娃的心啊~
(4星)	微笑一枚
(5星)	近几年难得一见的不脑残的台湾偶像剧
(5星)	好朋友变成恋人 可以历久弥新可以有说不完的话
(4星)	陈柏霖蛮帅的。
(5星)	看过的最好的台剧
(5星)	抉择自古以来就是个难题,对了,皆大欢喜;错了,满盘皆落.程又青与李大仁的爱情在最初时就在错误的时间萌芽了,错误的时间告白了,错误的时刻相遇了,所幸他们最后还是阴差阳错的在一起了,而那些所谓的错都成了对的铺垫. 
(5星)	友情真的比爱情历久弥新吗？
(3星)	我们不能在一起，只因为明天会分离。还爱着你，只是少了非要在一起的可能。我不是程又青，你也不是李大仁！
(4星)	不可能不会有童话般的结局。
(5星)	他们在一起了……
(NA)	最不像偶像剧的偶像剧 
(NA)	happy ending 很美好~~~！
(3星)	李大仁是种逆天的存在...不可思议
(5星)	给我一个大仁哥
(3星)	小清新哟喂~  我不是程又青 然后也没有李大仁
(5星)	人生有多少个15年
(5星)	制作真的真的很用心，大仁哥又青姐真的真的很有爱，追剧真的真的很辛苦
(5星)	是不是真的成熟许多，现在看偶像剧心里的OS就是不可能！不可能！其实，你要努力地去创造生活中的各种可能，不是嘛？
(5星)	小清新 小现实 小动人 小美好 小怦然 小精悍 小经典
(5星)	爱死里面真实的小细节了！
(5星)	之前可能还不到5星，但是最后一集实在太幸福，太感动。拥有一个那样的他，细心到房间的各处贴上便签，只因他懂你，会给你准备喜欢吃得东西，会在舒服的沙发上放杂志和报纸，他会支持你的事业，会一直爱着最真的你，而不需要你为他做什么任何的改变。李大仁&amp;程又青，你们怎么可以那么的幸福。
(5星)	超喜欢，太羡慕他们了……渴望那样平淡的生活，简单的幸福……
(3星)	其本质还是偶像剧
(5星)	总感觉最后那一段又青和大仁的生活很像我们现在的状态啊~可是有的时候又觉得仅仅是自己在自娱自乐。。
(4星)	百转千回兜兜转转还是你。。。。
(5星)	喜欢。。也爱。。&lt;(￣︶￣)&gt;　
(5星)	最后一集的sweet把前面所有的虐都抵消咯~
(4星)	带给我很多感触，但最后一集感觉有点奇怪
(5星)	很爱，可是不是每个女孩身边都有那么一个李大仁。
(NA)	原来评价再高的偶像剧也就只是偶像剧而已啊，剧情依旧是俗烂又虐心，又臭又长就算看得再嗨皮也负担不起内个时间。真是老了诶，完全没有欣赏偶像剧的心态了。。。然后突然深刻地意识到，女生喜欢看偶像剧跟男生喜欢看AV就真的没什么区别诶。（啊林依晨真的好漂亮啊
(NA)	李大仁：“我不可能会爱你。”程又青：“谢谢，感激不尽。”我想我应该应该不会爱你，为了要努力 努力的不爱你，所以我让自己那麽喜欢你，这样你就不忍心和我分离。。。。。。　
(5星)	矮油~这对“狗男猫女”熊孩子的结局实在是太甜、太甜、太甜了~~~
(5星)	我想要一个李大仁！！！最后一集太多笑点！！！好好看
(5星)	打破了对偶像剧都是脑残一类的旧想法。我想要个大仁哥。
(5星)	把程又青和李大仁演活了。
(5星)	所谓男女之间的纯友谊不过只是一种持续的时间错过或是一方永远的单恋
(5星)	我可能好久没有这样喜欢一部电视剧，终于完结了，心里却忽然空落落的。
(5星)	看完了，好不舍……
(3星)	如果李大仁對程又青說 我愛你 她會拒絕 因為太過直接。但是當Maggie和美美同時暗示著告訴她 李大仁愛她的時候 她已經無法拒絕。這就叫做旁觀者清。
(4星)	暗恋。
(5星)	我们在彼此身边的时候，不知道自己要的是什么。一定要失去了，才能明白，哦，原来，你才是那个人。
(4星)	你以为你爱大仁哥？你爱的只是陈柏霖
(4星)	对号入座会是落入俗套么？是的。大家都爱对号入座。
(5星)	一段爱到骨髓的感情，一对好到永久的好朋友。
(5星)	到现在  这是看过最好的一部电视剧了    ，喜欢林依晨 喜欢陈柏霖，喜欢程又青  喜欢李大仁，喜欢那句“你是我最好的朋友”   
(5星)	最後一集~~真的是sweet的要死掉了~
(4星)	大人不计小人过out啦，小人生气是大人的错
(5星)	林依晨又要拿视后了
(5星)	为好不容易出现的如此贴切现时生活、如此写照我们20岁中段以后生活的华语片打满分！虽然不能免俗的出现了狗血以及“恰巧”的剧情，但是两大主演实在妙极。而众多配角戏份又十分出彩，尤其与长辈之间的对手戏尤其有代入感！值得一读再读的姑娘，值得一看再看的剧作。
(5星)	#我可能不会爱你#哈好看[泪]好久没看到这么有爱的电视剧了~
(5星)	李大仁！
(5星)	不可能存在的李大仁。
(5星)	这几年最好的台剧，没有之一
(5星)	历久弥新
(5星)	原来已经完结了，最后男猪脚终于和女猪脚过上了幸福的日子，只是这次原先偶像剧中担当男二号的好朋友这次成了男一号，不过我还是比较喜欢的，主要是女猪脚的ex长得就是一脸花心象……
(5星)	中毒中。。。
(5星)	从九月份到十二月！我一直都是跟着这部剧走，但是如果我不是李大仁，那么就请不要遇见我的程又青！
(5星)	对完美起疑，对不完美深信不疑
(4星)	程又青和李大仁的爱情就是我向往的爱情，他们相处的模式就是我向往的相处模式。可惜我的身边没有这么一个李大仁~&gt;&lt;
(4星)	蛮不错的 就是等的太漫长 好朋友真好 在一起了 幸运的得到更多
(5星)	从没看过这么好看的偶像剧！有深度的小清新大温馨。：D
(4星)	还好是大团圆结局 
(4星)	确实是部不错的台剧~
(5星)	受不了 太好看了！！
(5星)	终于追完了。看到李大仁求婚的时候含着泪在笑。最后那只狗狗好喜感。
(5星)	大结局看得飙泪花 幸福的掉渣了 掉渣了 真是部治愈系的好剧
(4星)	唉 李大仁 最后热恋期好自然而然  都不觉得害羞的么你们！
(5星)	很久没有一部电视剧可以看到哭看到笑，这个世界没有大仁，不过好像更喜欢看他们没有在一起时的片段，喜欢两个人对话的片段。
(NA)	不喜欢林依晨不喜欢陈伯霖。。。 看了这个统统都稀饭啦！！！哈哈
(5星)	不是不会爱你，可能不会爱你。我可能不会爱你，我可能自欺欺人。
(5星)	挺让人惊艳的台剧。
(5星)	GJJ大力推荐 
(5星)	男女间不可能的友谊，算得上林依晨最好的戏了吧，能让陈柏霖出手接拍的电视剧真不多吧~好多电影表现手法。
(4星)	总共13集，前12集都在让人捶胸跺脚，而最后一集又让人甜腻死。幸好他和她没有错过！
(5星)	为开头和结尾给5分
(4星)	还不错。
(5星)	虽然早过了看泡沫偶像剧的年纪了，但是维尼的剧不能漏~~
(5星)	这就是完美的爱情。
(5星)	我可能不会爱你--生活不完美，但并不代表它不美很久没有看过这么能引起共鸣的电视剧精良的感觉没有一丝一毫的瑕疵结尾弥补了我们之前为大仁所有的遗憾也许你没有遇见李大仁 但你仍然可以成为程又青 让和你在一起的人变得美好
(5星)	矮油 好久没看这么心动的剧了
(5星)	全剧...终？看完就想要个李大仁 事实上没有 是不可能有
(5星)	曾經以為自己跟程又青一般要強   唯一不同的 是她對婚姻有憧憬  可我不知道爲什麽 這兩年里 已經毫無結婚的衝動 見多了結婚的牢籠 孩子的枷鎖  雖然很喜歡他們的幸福 但卻不覺得自己可以一樣的好運。
(5星)	12集的纠结虐心加干着急 化作最后1集的无限甜蜜各种超值加意犹未尽～瞿维尼真的是台湾偶像剧太好的导演～大叔脸萝莉心啊！！
(NA)	几百年不看偶像剧了
(NA)	不要这么甜蜜啦烦人！
(4星)	木有男知己这种生物。
(4星)	原来偶像剧我也能看得感动，又好笑……很赞。
(5星)	这部剧改变了对台湾偶像剧脑残加狗血的看法~
(2星)	我要为低分做贡献
(5星)	总觉得结局来得太过突然。程又青和李大仁的故事终于在这个晚上结束了。忽然间觉得心里空了一块。李大仁说没有和好朋友接过吻上过床。我其实不太能接受好朋友在一起这样的故事。额，觉得别扭又变态，所以我重来就不会也不愿意和同班的人谈恋爱。不管怎么样，还是很感动。期待属于我的好哥儿们。
(NA)	女孩，千万不要让你的男朋友有红颜知己，因为他们红着红着你就黄了；男孩，千万不要让你的女朋友有蓝颜知己，因为他们蓝着蓝着你就绿了。。。←_← 你真煞风景
(5星)	今年最好的电视剧
(4星)	结局太过圆满，总感觉不似真，进度条都走到70多min，还一直恐怕程又青会突然醒来发现一切是梦……还好梦没醒。没醒。
(5星)	完结。李大仁乃居家旅行防身解情伤之必备良药也。
(5星)	电视剧里，值五星的。
(3星)	前几集还不错的，但是到男二号一出场就彻底刻意了，他的出现只是为了找一个理由让男一女一在一起的契机罢了。最后一集也很急促地收尾，失望。
(5星)	...不过最后还是回归偶像剧套路了
(5星)	没有高潮迭起 没有惊天动地的浪漫 但绝对是历久弥新 ps李大仁在机舱里当众唱歌就挺惊天动地的啊
(5星)	到哪里找我的大仁哥
(4星)	不一样的台剧
(5星)	诶，李！大！仁！
(5星)	最后一集把前面12集都亲回来了，哈哈哈！柏霖在我的眼里拔不出来了啦~这样一个特别的朋友，可遇而不可求
(5星)	翟导的片子还是一如既往的细腻~
(5星)	很温馨  让我向往幸福
(5星)	愛死這部劇了！
(4星)	不管怎样，就是觉得和“最好的朋友”恋爱感觉很奇怪哎…
(NA)	丁立威是炮灰……不论你多么洗心革面编剧也要让你在最后一集黯然出局，还是以死性不改的名义
(4星)	陈柏霖真是。。。哎呀！不知道怎么说！最后一集真是。。。（捂脸）！
(5星)	给我一个李大仁吧
(NA)	很喜欢，唯一一部，让我不想错过任何对白的电视剧……
(5星)	每集都有泪点 舍不得快进的一部电视剧
(5星)	李大仁~~
(5星)	为毛每次都是期末备考的时候发现一部更完的偶像剧，然后撇下书本开始日夜颠倒的看。。。。我要一个李大仁啊。
(5星)	傻乎乎的perfect ending，虽然这个世界上没有那么多的李大认，但温暖的故事还是会让我们知道，活着一定会有好事存在。
(3星)	想不到丁立威是这样的贱人！但是结尾未免也太急了 一下子到达这样的美好不觉得很不真实么？但是程又青和李大仁谈恋爱的样子也让我想起谈朋友的日子，感觉又真实。宜家的广告也太明显了！
(3星)	在我下次看的时候这剧会不会从9.2掉到8.3呢~?
(5星)	某些片段，就像是在演自己的故事，颇多感触在心间
(5星)	看了1,2集和大结局~打算慢慢补~好片~富有质感，不烂俗~虽然是大团圆的结局，却逃出了只有悲剧才隽永的怪圈~
(5星)	从9月初的片花，到9月18号的第一集，到现在的最后一集，感谢三个多月的陪伴。李大仁啊，叫我怎么不爱你
(4星)	矮油果然过了看偶像剧的年纪噢..为什么就木有觉得很好看..不过冲着包子脸还是给个高分咯~真是太有爱咯咯咯~~歌们很好听 不过包子脸唱的好难听噢&gt;&lt;我不能活在没有你的城市~噗~
(4星)	头尾美好当中狗血，本质还是女性幻想视角的狼奶剧；收获只是一枚陈文青（但是好像也在分手边缘了）以及坚决不要变成JP程又青
(4星)	结局却是太理想。。。
(5星)	看来有李大仁这样的男宠的话，30+也不晚。
(5星)	虐了12集，最后一集彻底的舒畅。真幸福
(4星)	好朋友终成眷属
(4星)	EP10 不要为了我 改变你想去的方向 EP13搞笑的好笑 感动的是亲情 落泪的却是平淡情节 李大仁跟程又青视频 他问她想不想她 她停顿了一会 说想 于是他在电脑面前笑得眼睛鼻子都皱起来 如果喜欢很久的那个人可以给这样的回应该有多圆满 他要是能够想起 管他是想起的时候是开心的还是
(5星)	就这么完结了=。=
(4星)	我输了，输给深爱的你，好值得。（13集的大仁哥简直崩坏了XDD拍桌
(5星)	张士豪变成李大仁了 不想长大啊
(4星)	李大仁。❤
(4星)	哈哈 大仁哥
(NA)	假借好朋友的名义玩暧昧实在是逊毙了。但，爱人就应该以好朋友的模式留以空间，充分信任才会历久弥新吧\\你爱的人去了你想去的地方，寄来了遥远的讯息，实在是很美。陈柏霖的眼神永远都能动摇少女的心呐~~~~~~~~~~~~~
(5星)	我输给那么深爱的你，好值得
(4星)	中间有几集太拖拉
(5星)	最后才发现其实真的，主动权在李大仁手里！
(3星)	王小贱李大仁，都是女主的好哥们，名字都是对称的。
(NA)	终于剧终了...婚礼很搞笑..
(4星)	大仁哥终于不用哭了~~~
(5星)	王子变青蛙后，第2部看完的台湾偶像剧
(NA)	完结了。  （= =啊机票是有多便宜老在台北和新加坡飞来飞去的！）
(5星)	希望某天也能遇到像李大仁的那个他~~~
(5星)	我可能不爱你，但我一定不喜欢你～
(4星)	一頭一尾贊啦！還有大叔噶那腳也不賴，就是差不多本色出演了！
(5星)	好像好像有个 『李大仁』！！！！！
(5星)	生活并不完美但是并不代表它不美。
(5星)	继 转角遇到爱 之后久违的台剧...惊喜度不要太高哦~~明明对林依晨的印象还停留在 恶作剧之吻 突然看到熟女版 有惊喜~陈柏霖 之前只有看过他演电影 谁知道演起有点俗辣的李大仁整个帅到爆&gt; &lt; 为这么难得的文艺爱情台剧打上满分~!
(5星)	很好看的一部剧 刚看完结局 很有爱哈 建议去看。。
(5星)	李大仁真的超级苦逼啊，程又青也太霸道了。我干嘛不去写论文啊！！！竟然都看完了
(4星)	我也看完了CN！如果不是每周一集让我有足够的时间来批判，绝对会打☆☆☆☆☆
(5星)	很久没再看过偶像剧了，这次却一集一集的追过来的。今天看完最后一集，纪念一下
(4星)	太纠结！但程又青却很真实。结局是大欢喜，我却不怎么喜欢。
(4星)	好棒的大人，可惜不是程又青，大人不属于我
(4星)	烂尾了。就想说十个女生中有九个会一口一个喜欢李大仁，而其中八个最后会和丁立威在一起。因为她们比较喜欢追求走在自己前面的moment，而不会回头看看故意放慢脚步，等你追上来的好朋友。所以如果不是演偶像剧，就别做李大仁。
(5星)	好像生命的每一个阶段都有我的李大仁 你好 亲爱的男闺蜜 我最特别的朋友。
(5星)	我的“李大仁”，你死哪儿去了？
(4星)	谁说好朋友就不能在一起呢？15年，你们有说不完的话，那么下个15年，下下个15年，也许不会有惊天动地的瞬间，但是一定会温暖每一天丫~btw，大仁哥把前12集没吻到的一次吻了个够本啊！哈哈，笑死了。
(NA)	难得看见台剧有好看的、、、现实生活中哪有李大仁的啊！有的话他也是个同性恋、、
(5星)	李大仁！！！！！！！！！这样的人谁能不爱啊！最后一集太治愈了太治愈了太治愈了！！！！！！！！！！！！
(4星)	中间太拖啦
(5星)	前期精彩，但后期滥情，结局狗血
(4星)	管他呢，幸福就好！
(5星)	超爱
(5星)	结局了！最后他们两个终于在一起了，虽然感觉怪怪的，还是感觉他们之间太熟了，不合适。maggie变可爱了。
(5星)	很好看啊，最后一集好圆满。珍惜你的大仁哥哟~
(5星)	李大仁，我多希望我是程又青。
(5星)	我不想把它归为台湾偶像剧一栏 除了我爱的台湾腔 
(5星)	2011台剧最佳
(4星)	不能说、却很想说。不能爱、却无法停止爱。
(NA)	我居然都看偶像剧了！！终于明白了为什么大家都想要个李大仁。嘛~只要故事的结局是好那就比什么都好~
(5星)	幸福惨了！！！！
(4星)	除了结局不一样  性别相反  其他都能对号入座  
(3星)	看了开头就知道结尾是弯弯偶像剧的格调╮(￣▽￣&#34;)╭ 
(3星)	虽然李大仁给我们温暖的慰藉，但张士豪是我们永远的初恋。
(5星)	好多年好多年没有这样追剧了。从第一集哭到最后一集的电视剧，温暖地结束了。❤
(5星)	终于追完了，我也想要个李大仁。。
(5星)	给我个李大仁把 要不就给我陈又青..
(5星)	终于是结束了啊~
(5星)	难得台湾有这样的电视剧。够偶像，够清新。
(5星)	我只想说，最后一集里的表情，各种爱
(4星)	最后一集最好看
(5星)	结尾都那么棒，没话讲，我给10颗星！！
(5星)	也给我个“李大仁”吧。
(5星)	果然没有单纯的异性朋友。
(5星)	李大仁呐~！~
(NA)	很好看，好像也要个 李大仁
(5星)	很多人身边都有一个特别的朋友。本剧是大家希望看到的happy ending，但我不觉得有多完美，好朋友，如果真的亲密粘糊有一起了，会有说不出的不协调。还是保持最后的底线，谈谈心，去旅行，爱会被很多东西侵蚀，但友情是会随着时间的推移而更坚固的。
(4星)	台湾片真的很神奇。
(NA)	前面很好看 最后很好看 男二一出来就跟看韩剧似的 所以中间一直跳一直跳。。。
(NA)	真的很享受每周等待看到片的瞬间，长长地一集不像是在看偶像剧，却似一部文艺片。。。真的很棒，期待维尼的续集~~~
(NA)	求赐李大仁
(5星)	不是程又青，就不要李大仁
(5星)	程又青，何其幸运，能够遇到李大仁。
(5星)	因为“好同学难成好夫妻”，所以这样的爱情才感人。看完之后，觉得自己又年轻了。
(5星)	陈柏霖难过的表情太伤了，纠结，虐了12集，一直等着看最后一集，只有最后一集最甜蜜开心。
(5星)	久违台湾偶像剧最近拍的如此文艺 实在是感动  &#34;李大仁&#34;太推荣了！！！！
(4星)	十年没有看过偶像剧了啊。。。反正和我当年看的台剧不一样。开头好看，后来就一般般了。。不喜欢这个结局 友情就友情，不要变质。一共就13集有几段真挺有感触的。好想有一个和爱情无关的李大仁。。。
(5星)	没有脑残女一 霸道男二 俗烂搞笑  我想我渐渐喜欢上台湾 台湾人 台湾腔了
(4星)	因为陈柏霖~~
(5星)	   看着又青和大仁的那些种种，哭过、笑过、甜蜜、伤心，很喜欢，很有爱~
(3星)	这是一个男一号却拥有男二号命运的故事。俗话说，男一号是给女主角爱的，男二号是给观众爱的。所以这个拥有男二号命运的男主角也博得了众女生的爱。不过，他不是我的菜。那个Nic才是，果然我都会喜欢受。
(5星)	最喜欢大结局，太有爱了！！！
(5星)	good friend。
(5星)	终于看完了这砣小清新，相较于40分钟左右的美剧，看1个半小时很累，但是就是放不掉。第一次看这么文艺的偶像剧，总的来说还不赖呦PS：白叔的求婚誓言”我一定不会比你先死，让你又一次孤独的留在世上“是我泪点T_T还有又青他爸，平常懒得跟什么样的，怨妇来怨妇去的，最后一集怎么那么Man呀
(4星)	精致的片子，像Nic，lala，Henry，又青的爸妈等等这些配角们都很出彩，还是觉得像《One Day》，暧昧的知己很让人抓狂诶~估计不少人能在里面找到影子吧。heehee
(5星)	很精彩，每句话似乎都写的是那些擦身而过的感情，请珍惜眼前人！
(5星)	终于看完了 虽然早猜到李大仁和程又青最后肯定会在一起 但中间还是被虐到很多次 最后一集的大仁哥好可爱！！赐我一个李大仁吧！！！！
(3星)	大家都好玛丽苏欧 好让人忍不住玛丽苏欧
(4星)	林依晨长大了！
(5星)	最后一集真心好甜蜜啊 他们有那么一大群的狐朋狗友 关系都那么好 两家人家相处也不错 羡慕
(5星)	绝对力荐的一部剧！！！！哈哈~~~~不要问理由，看了就知道啦~~~
(5星)	太有诚意的作品！
(5星)	昨晚看最后一集时，感觉整个电脑屏幕都变成粉红色了，满满的都在往外溢蜜啊，腻死了，甜死了，爱死了。
(4星)	或许缺憾更让人念念不忘
(4星)	班对儿真好~有凝聚力呢
(4星)	最后作后和作帝终于在一起了！
(3星)	因为陈柏霖，所以追了下~~
(4星)	主啊赐我一个大仁吧
(4星)	结局好温暖 过程太艰辛 晕 。
(5星)	跟好朋友接吻的感觉。。。。
(5星)	还没看过瘾就追完了，给人的感觉是人物丰富，细节真实，很好，强烈推。
(NA)	冬季热奶茶
(5星)	这大概就是我不轻易看偶像剧的原因吧
(5星)	台词控的人大爱此剧！
(5星)	终于追完，顿感空虚。很久没看过这么好看的偶像剧了。。。
(4星)	林依晨的剧必须4星，不过最后一集真是太急躁了，有点泄力。人人都应该有自己大仁哥和又青姐的故事吧，很多集都击中泪点，只是最怕你把他当李大仁，他并没有把你当程又青。
(4星)	我真想打3.5分，最后丁立威真悲催，为了给猪脚让路，硬给安个出轨戏
(4星)	要去哪里 找一个李大仁？
(5星)	除了吃回头草，程又青是我见过最狮子座的狮子座银幕形象。
(5星)	虽然朋友的成分拖沓了点，不过算是今年看的最爽的一部台剧了~是女生基本都会口水李大仁吧（¯﹃¯）~陈柏霖嫩嫩的熟熟的都美好到爆哈哈~厄，请容许我犯一下花痴(*^__^*)
(4星)	羡慕嫉妒恨
(5星)	很有爱。
(5星)	很感动.
(5星)	近年来少有的精品电视剧。没有之一。
(5星)	近几年看过的最好看的偶像剧。演的非常自然，戏里戏外都是戏，这个女主比一般偶像剧白痴又聒噪的女主好多了 大仁哥随意都好看啊 看他难过的样子真心疼啊T T
(5星)	程又青。李大仁最终还是在一起了。最好的朋友。
(5星)	嘿 那位“特别的朋友&#34; 我们的未来会怎样呢？……
(4星)	最后平安走了的时候哭了一把 哎哎哎.....话说最后一集这么甜蜜也无法掩盖前面的虐心！！！
(4星)	现在有多少男孩子喜欢一个人会藏着不说
(5星)	不要太执着那个moment，平淡幸福就好
(5星)	各种美好和感动...真心喜欢李大仁那样干净温暖的男生...
(5星)	总算看到台湾偶像剧转道儿前进了.
(5星)	结束啦！撒花！~\(≧▽≦)/~
(5星)	真心好看。。。。
(5星)	特别的朋友。如果我走过你在的城市，看过你看过的风景，是不是会离你更近一些呢。是不是验证了世界上没有纯粹的友谊！只是说与不说
(5星)	嘿 李大仁 。你会不会觉得 。你很幸福 。
(5星)	昨晚最后一集，太棒了，是近年来看过最好的一部台剧
(5星)	还是不相信男女之间纯粹的友情，他们走的太近了。不过真的好想要一枚自己的李大仁。
(5星)	终于看完了，多好的电视剧啊
(5星)	让全宿舍荡漾的小助理居然是个Gay，对于编剧的这种安排我表示很不能理解！！！///每个人生命中都会有一个李大仁，但其实这样的关系很危险，处理不好的话，有可能既做不了情人，也做不回朋友。///李大仁看你最后一集那么甜蜜，觉得前面虐心的等待都是值得的。
(3星)	很不错哦~还不算俗气~哈哈
(NA)	其实也许真的可以很单纯。
(5星)	结束了，但是我爱你了~
(5星)	有时候我们都需要一个“特别的朋友”。
(5星)	打破格局
(5星)	看完了最后一集，很甜蜜的ending。找到生命中对的人，感情才会历久弥新。
(5星)	真心好看，让我又哭又笑
(5星)	导演真的很用心有木有！！！！大爱林依晨陈柏霖组合啊！！！！！
(5星)	恩，特别的朋友~  很喜欢这种感觉。我也想有一个李大仁。
(5星)	这是关于一个“最好的朋友”的爱情故事
(5星)	后面好像新加坡旅游片哦、、、、、
(3星)	不要让你的女朋友有蓝颜，因为她蓝着蓝着你就绿了；不要让你的男朋友有红颜，因为他红着红着你俩就黄了。前面挺好，后面越来越拖沓累赘。到最后也不是他主动去追回的女主角，说句我喜欢你这么艰难，不大喜欢这样墨迹窝囊的男人。如果不是女主自己回头他们就错过了，再真爱她也只是错过，不是很遗憾吗？
(5星)	最后一集也太甜蜜了吧!.!
(5星)	 13集就大结局，感觉好匆忙啊！ 
(5星)	这个窝心！！
(5星)	暗恋最高境界啊。女王与忠犬纠结的爱情故事，鉴定完毕。
(4星)	其实对于结局不是很满意，李大仁和程又青应该做永远的好朋友，不能因为习惯了一个人就把它和爱情混淆.
(4星)	三十歲的袁湘琴套上輕熟女的外衣，講的還是一個關於marysue的故事。最後一集整體人物性格崩壞，沒有貫徹好啊。所以說電視劇很美，可惜編的人不完美。
(5星)	史上最好看的偶像剧，没有之一
(5星)	看完啦~！看完啦~~HIAHIAHIA~~好好看 好好好看啊啊 啊  很真，很动情。
(3星)	因为优酷集数单数 所以给仨去俩
(5星)	太太太幸福啦~！！！！！！！！！！！！！过日子，还是大仁好；丁立威，相信他？相信你个屁啦~！！！
(NA)	备胎养成日记
(3星)	&#34;张士豪和袁湘琴都30岁了，但是17岁好像真的还是昨天。&#34;
(5星)	“诶，李大仁。“如若此生，拥此一人，便也不枉一遭了吧。”我一生渴望被人收藏好，妥善安放，细心保存。免我惊，免我苦，免我四下流离，免我无枝可依。“经历了年年月月，才终于发现原来身边的这个人，才是最想要执手相携的人。你有没有问过，你的心是什么形状的，住着一个怎样的人。 
(5星)	终于追完了。。。。
(NA)	给我个李大仁！！！！！！！！！！！by2012新年愿望
(5星)	我只是叫“大仁”，偶尔我还是会像小孩。
(5星)	喜欢剧评里的这一句“爱是天时地利的迷信”。看过了太多的分离悲恸，不断地对爱情的真实或恒久产生质疑，但也感恩看到了那么多的美好，所以至今还是固执地深信不移。其实有时候家人朋友的支持是那样的重要，因为他们的推动和鼓励，才会让我们往后漫长的生活，充满温情的片段。^.^
(5星)	没有同样的经历却也想起了过去
(5星)	恨不得给六分啊！虽然最后一集腻味得很不习惯但是觉得超幸福的啊～这剧不管怎样都是超凡脱俗了～主角们也各种帅美啊～如果最后丁立威不是这么容易就结束剧情就更好了～还有就是最后一集是ikea的宣传片啊！
(5星)	只此一枚李大仁。
(5星)	台湾最好看的偶像剧
(5星)	大仁哥...好人有好报。
(5星)	超有爱的！！虽然之前有点虐~但是结局真好真好~很感动的电视剧~~有搞笑有感动~~也教会了我很多
(4星)	世界末日前的童话~~哄我们安然睡去~~
(5星)	终了 终了 终了。。。
(5星)	我憧憬轰轰烈烈，但向往历久弥新~~
(5星)	可以给六颗吗？
(4星)	我不是李大仁
(5星)	有幾個哭點，對我來講有點莫名其妙，不知道怎麼被感動的。大概是電視電影看多了，覺得李大仁是可以存在於現實生活裏面，但是脫離虛構的劇本，到底會有多少李大仁和程又青？ANYWAY，難得好評如潮的台灣偶像劇，雖然結尾有點“破功”但也溫馨。
(5星)	有点虐，有点浪漫。细数着自己的熟女症状，对未来充满希望！期待主创们多拍好剧，温暖人心。
(4星)	真的爱情和婚姻就应该像这样，最爱的人就应该在身边，在身边的就应该是最爱你的人。一辈子就要过得像山药细面一样，粘不拉搭，这样生活才有味道。找一个爱的人，一起走下去，走到世界的尽头。
(5星)	加5星！
(5星)	剧情贴近我们的生活，不是那种脑残的偶像剧~没有狗血的剧情，有点小文艺，引人思考自己的生活~是一部可以在心中发酵的很久的作品！
(5星)	这部剧很现实，因为程又青太真实了。作为偶像剧，它的梦幻之处就在于，生活中打着灯笼找不到一个李大仁。但是没关系，因为关键之处在于，它让我们看到了历久弥新、相知相惜的幸福到底长成什么样子。融入着生活的真实面貌的爱情，幸福才显得更加细水流长。剧中还有很多除了爱情之外的生活点滴值得品味。
(5星)	依晨的片子永远那么耐看~~
(NA)	谈恋爱就转性了，御姐不见了闷骚也不见了。。。。。不错不错
(5星)	很有feel
(3星)	前面几集四星 后面几集两星 拖沓了....三星半  隐隐说教意味
(5星)	该是温柔体恤无私奉献的男二出头的时候了。
(5星)	当中真的有点狗血，但还是喜欢哈皮大结局，肉麻的要死啊- - 
(4星)	很剧场范，编剧很不错。通过这部剧，我知道了林依晨的确会演戏，陈柏霖的气场很文青，这样这部剧受好评就可以理解了。
(4星)	四点五
(5星)	噢噢噢噢噢~~~~~~~~~~~
(3星)	记忆中好像只有唯一三幕打动到 我是多爱雨中狂泪的场景-- 睡着时的亲亲-- &amp;那个很烂的求婚林依晨哭得好好玩--.....整体麻麻地 台词不喜欢 电话卸妆很雷啦00
(5星)	没别的 就是质感
(4星)	那些初老症状我都有诶......林依晨终于不鼓着腮帮子说话了!
(5星)	这是有史以来第一次完整的看完一部台剧？好像是的
(5星)	适合大龄女观看 治愈温暖 台词很好
(5星)	&#34;你现在知道我为什么不会爱你了吗&#34;&#34;因为拥有就是失去的开始&#34;
(5星)	好吧，不舍的看完了~！只能说连最后像我和他~！这部剧就像现实生活~！
(4星)	眼泪其实都留在亲情上。多的一颗星给陈柏霖。
(5星)	我也想要一个李大仁。。。。
(5星)	只有回旋一圈，才能在原地遇到李大仁。
(5星)	终于在一起了，因为是特别的好朋友，所以一句我可能不会爱你，说了15年，其实是我爱你。李大仁大概是每个女生心里的那个梦吧。
(4星)	有纯友谊吗？
