http://movie.douban.com/subject/5908504/	我的如意狼君
(3星)	 这部剧本来一直中规中矩地讲着一个相当狗血却又高潮迭起的复仇故事，虽了无新意但也引人入胜，可惜最后一集跌入了万劫不复的深渊。坑爹的下一世！            
(3星)	 结尾NC~            
(3星)	 果然是《巾帼枭雄》的导演，这结局太腹黑了。。。            
(3星)	 结局太狗血……            
(4星)	 黄浩然，你能不能不要这么浪漫啊！！！            
(4星)	 这个坑爹的大结局……死在孤舟上是咩意思啊！            
(3星)	 结局没看懂啊，神马情况            
(5星)	 又是李添胜的大作，很喜欢看他的民初風片子。这部同样很有感染力。剧中的男女主角虽并不大牌，但却有大牌的演技。以前看黄浩然的电影觉得这个人长得不好看，自从看了这个剧，他表演时的眼神和每次的落泪几乎都能秒杀人。真的是很好看的片子，推荐大家看一看            
(4星)	 结局有点囧= =            
(4星)	 TVB的结局总要搞个悲剧            
(4星)	 结局不给力。            
(4星)	 喜欢第11和20集，虽然求婚的时候没有戒指，但就是这么感人~结局太狗血了：用命来换女主角的脚喽，唉~~我想牛奶糖宁愿一辈子当瘸子，也不愿一辈子守寡的~            
(3星)	 結局果然狗血            
(4星)	 實在是不喜歡周麗淇 黃浩然越看越陳坤 最近看了幾部電視劇電影 發現 愛情基本是女人的事情 愛情女人婚姻對於男人來說就是一種需要 作為一個正常人類的需要 他們根本就不理解也無需理解這其中的細枝末節 完成就算是check list 上又一個勾勾 僅此而已                      
(NA)	 毛病就是每次到结局我就不想看了~             
(4星)	 復仇、爭產，加上浪漫的愛情，幾乎聚集了能吸引大眾口味的戲碼，加上演員的自然演出，金牌監製果然不是浪得虛名，但還是逃不出tvb劇虎頭蛇尾，中間鋪陳太多導致結尾令人失望的套路。通過這部劇我知道了曾經久負盛名的香港歌手張德蘭，她的聲音真是好好聽，一首旋律平平的歌被她唱出盪氣迴腸的感覺。            
(3星)	None
(5星)	 可以一生三世地在一起，那么脚不能走又何妨？人生里是不会有牛奶糖和李浩的吧，所以我们靠戏剧怀念。            
(NA)	 结局让人伤透心......            
(3星)	 我的如意狼君，本善童鞋真是被编剧折磨死的，添哥给个大团圆结局不行啊？非得接上一段非常不合适的骨头。            
(3星)	 前面怎么看都应该是大团圆结局，结果。。。是有意安排的么，什么“前世今生”“下一世见”太凄惨鸟！还是去年和前年的巾帼枭雄系列好看            
(4星)	 出人意料的小清新，剧情很紧凑，一部诚意之作。            
(4星)	 其实还蛮爱TBB的民国剧的，不涉及打仗但是又有我欢喜的民国风味，但是要不要这么扯的BE啊！编剧你就算让它HE我们都不会骂你狗血的好吗！！            
(4星)	 除了结局不合理外   其他的都还好            
(5星)	 恶俗 老套 狗血 负心 但是TM就是这么想看 咋办！！！推荐你们有空也看看，坑爹，自己都受不了自己了，最近偏爱烂剧 欲罢不能            
(4星)	 剧情挺不错的，可惜取了个俗名，估计很多人看到名字就会绕开            
(NA)	 黄浩然实力派，煽情很到位。            
(4星)	 我不喜欢结尾。。。黄浩然演技是蛮好的            
(NA)	 就不能不是个悲剧么 黄浩然被编剧虐得太悲惨了...            
(4星)	 结尾啊结尾            
(4星)	 结局真是一坨屎毁了整个剧            
(4星)	 真是莫名其妙的大结局 额。。。。。            
(3星)	 后来不过瘾啊！            
(3星)	 超不DJ的女主角诞生了！明明自己失误丢掉的地，说要去抗争也就算了就只口头上喊喊然后就装柔弱。一边说着自己最坚强了一边掉眼泪的人虽然有很多，这么难让人喜欢的还是第一个！凡是女主和男主在一起的戏一律。。。。别的还成。最后还安排了一个匪夷所思的结局。            
(4星)	 李添胜啊。。。。            
(4星)	 结局不给力！            
(4星)	 竟然被感动了。。            
(4星)	 好看。。。就是结局讨厌！！！            
(5星)	 2011年TVB唯一一部好剧            
(5星)	 剧情没有什么新意，可是民国剧拍得已经相当娴熟，几乎没有什么硬伤。本以为是个圆满的结局呢，这一等，可不再是十年，而是绵绵无绝期。还有，挺心疼尔乔的，人物塑造得都十分鲜明。前世又今生，真有下一世吗？            
(3星)	 niki演技算不上出色 但是她给人一种很舒服的感觉            
(4星)	 跳过了最后一集，感觉挺美好的~            
(3星)	 我几乎听得懂粤语了，哈哈！            
(4星)	 狗血大結局            
(3星)	 不功不过的TVB            
(4星)	 女主脸大得也挺好看的···            
(3星)	 我一向喜欢黄浩然啦，这里表现还不错。姚子羚吸引我了，有点邓萃雯的感觉...不错不错            
(4星)	 最后一集哭得稀里哗啦 我就不明白了 为什么非要死呢 难道做了坏事就一定要有报应 PS: 不过 在最近的港剧中还算上乘~~            
(3星)	 很好看，哈哈哈            
(3星)	 我真的宁愿不要看结局啊。            
(5星)	 结局太二逼了，但整体算不错了！            
(NA)	 不喜欢那个结局，下一世的事情是说不清楚的            
(NA)	 原谅这个恶俗的名字吧            
(4星)	 人为财死鸟为食亡。小清新的复仇剧和爱情剧。            
(3星)	 一集半            
(4星)	 结局很难受，中泪点了……            
(1星)	 难看得我压根不愿意承认我看过！            
(3星)	 么么黄浩然            
(3星)	 这是啥2b结局。。。本来好好的剧~~~            
(3星)	 结局又烂尾...            
(5星)	 %&gt;_&lt;%            
(NA)	 下一世见            
(3星)	 =-=结局好恐怖...什么下一世见...            
(3星)	 女主角实在难看            
(4星)	 情節還是很緊湊的，但是大結局在走向完滿的時候突然急轉彎了，慘！            
(3星)	 一句话就是TVB版“坏男人”，看韩剧的朋友们，你们懂的            
(3星)	 受了伤不去医治，还到处乱跑，存心找死啊            
(4星)	 下一世再见。            
(3星)	 苦情戏 用得着这么苦吗 朋友们 没事千万别看苦情戏 特别是民国的苦情戏！！！            
(NA)	 深情爱哭的复仇者            
(4星)	 李添胜,周丽淇,黄浩然 妥妥的！绝对不会难看...最后的意思是  感情的骗子 是不会有好结果的！！            
(4星)	 結局腦殘不解釋！            
(3星)	 看过坏男人，对这个不感冒            
(3星)	 极为坑爹的结局，世上是没有奇迹了。            
(5星)	 TVB版《坏男人》,但是却好看很多。只是结局..为什么男主角还是死了呢。            
(4星)	 喜欢的调调            
(3星)	 其实不能算看过。因为只看了一个大结局。看到结局，就不想看了。因为不懂为什么要这样做。            
(3星)	 很言情小说的电视剧，如果我说是抄袭韩剧《坏男人》会不会有人不爽，不过真的炒得有点足，连最后男主角的下场都差不多，差不多而已，当然不完全一样。PS。很喜欢主题曲的旋律。            
(5星)	 满分是打给黄浩然的。            
(4星)	 近来心情低落,被剧透知道是悲剧收尾后本不打算看了,但看完发现比我想象中好很多,虽然佟本善死了,但绝对不算烂尾!交代得很周到,也算不完美中的圆满...黄浩和陈秀珠然演技真是好到爆灯!            
(4星)	 还可以，主题曲不错            
(3星)	 哎。。。狗血。。。            
(4星)	 看的时候就感觉，结局应该蛮凄惨的，果然，始终还是没给我一个大团圆结局。。。            
(4星)	 除了名字很狗血外~  TVB 2011年播的这么多剧中算还不错的了~~            
(4星)	 神马狗屁结局啊。为神马一定要死啊。明明20就可以完啦。要搞个狗血的21.还下世见。虽然整个剧情都木啥创意。但是清新的还是蛮好看的。演员也还是演的蛮不错的。就是这个狗屁结局一下子，就让我喷血啦。            
(4星)	 前半部分不错，可是越到后面越没劲~~            
(5星)	 有点像城市猎人，又有点像深情密码，最后都是男主死了。虽然润城最后露了一下脸，但总感觉跟死了也差不多。算了，死就死了，有免疫力了。过程还是挺好看的。要喜欢上黄浩然了，看他哭的表情好心痛。牛奶糖林咏渝好可爱。就是最后死的那段编得太狗血了！            
(3星)	 反而觉得高家三兄妹塑造得比较有特点。            
(4星)	 高家人真的很棒，个个形象鲜明，相比较牛奶糖的故事则有点俗气加拖沓了；佟本善应该还是死了，毕竟港剧讲究真善美因果轮回，不管出于什么背景，他也是机关算尽作恶多端了；周丽淇呀，TVB要捧你呀，真够幸运的，但你的长相身材演技真的一般般阿。            
(1星)	 娘啊~这剧的评价为嘛这么的高啊？            
(NA)	 不错，很喜欢佟本善，只要有佟本善，就会有奇迹·~~            
(4星)	 解决有点狠，套路有点俗！            
(5星)	 有诚意的作品最感人            
(3星)	 结尾没写好，可惜了            
(4星)	 还是TVB的电视剧好看。            
(5星)	 我喜欢~~可是为什么是悲剧啊~~            
(4星)	 這結局.....................T-T            
(4星)	 话说前面真的很好看也很催泪。在看了剧透之后对于21集黄浩然那要死又没死的内心无限唾弃编剧，完全多出来的21集。在20集他们相拥在一起结束就好了嘛，一定要整成“下一世，再见”这么悲催，忍不住又泪奔了!!!!!!!大家演的都好好窝，本来天与地被和谐了是心不甘情不愿看这部剧的，没想到很            
(4星)	 大结局有点雷，两人的感情很令人回味            
(3星)	 比同期的台庆剧好看点。最真实，有血有肉是高尔乔。            
(4星)	 有两个地方实在是哭的不行。他们二十年后相见，还有牛奶糖读信的时候。            
(5星)	 哎。惨绝人寰了            
(2星)	 大烂片            
(4星)	 结局还能再狗血点么            
(4星)	 最后的结局不合情理，佟本善本来是可以被救的，可是自己非要找个船躺上去等死。            
(4星)	 少有的喜欢的港剧，嗯嗯，冲男女主角看的。            
(4星)	 前面挺好就结局……一口血喷出来编剧脑子被驴踢了吧！            
(4星)	 怎么结局又这么白呢？            
(3星)	 刚看完，感觉真好            
(5星)	 我居然追港剧，无数年没试过了！！！怎么可以这样结局！！！21可以无视哒！！！！            
(4星)	 还是喜欢高大小姐啊，炮灰什么的。            
(3星)	 粤语教程第一部~            
(3星)	 元旦陪麻麻看的一部剧，好久没看TVB了，喜欢主题曲，但是结局不能接受，还是喜欢狗血的大团圆。            
(4星)	 为了看黄浩然看的，后来最看越觉得好看，情节还是有点跌宕起伏的，就是结局差强人意。            
(3星)	 烂尾！！！！编剧脑门被夹了            
(4星)	 结局真喺。。。            
(4星)	 因为狗血的名字，这片子要损失多少粉丝啊！我也是不经意间看起，然后欲罢不能，万凰之王看了前面直接放弃，这片子绝对比万凰好看！主题曲太赞了！牛奶糖帮李浩终于相认，看得我那个眼泪水情不自禁。哎。狗血的编剧，点解一定要佟本善死啊！相见欢，注定这两世的离别，希望下一世，他们终能修得一生一世            
(NA)	 不错，            
(3星)	  TVB式琼瑶剧            
(4星)	 结局太拖沓，董帼馨死后其实就可以结束了，硬是多安排一个钟的狗血感情戏            
(4星)	 为毛觉得两个男配都比男主讨喜。剧情没有高潮，不过还算可以坚持看下去            
(3星)	 前面还算不错的，姚子羚好看啊，主题曲也好听 T T 。结局实在是脑残，就是在刻意造成悲情的感觉 - -             
(NA)	 不懂结局为什么这么让人不解。“李浩的智商都跟血一起流光 了。”            
(4星)	 怎么说也是我一集一集跟了一个月的剧。但是这个结局……试问当天大街上一个人都没有怎么他跑到河边就那么巧有艘没人要又不漏水好使的船呢？结局还不如不拍。            
(3星)	 姚子玲长的挺漂亮的嘛~            
(4星)	 虽然剧情稍显普通，但是挺温情的，泪点太多了，两人在相见欢相遇，黄浩然的那个眼泪，实在是赞！看着揪心啊~黄浩然这次的演技比以前好很多。周丽淇给人感觉很舒服，不过总觉得结束得太快，关于争斗，似乎一下子顺利的就完成了。黄浩然的死，真的让人很遗憾啊~顺带一提，这个主题曲超好听，有feel。            
(2星)	 这可不就一出翻拍的“坏男人”。本来看韩剧的时候觉得主角死的很冤，这里就变成顺理成章了 哎 坏男人是在我心中永远无法超越的。            
(5星)	 第九集 贾老板太好笑了~~            
(2星)	 女主不要太丑啊，女二号女三号甩她N条街            
(4星)	 何苦鼓捣整个悲剧出来嘛。四星全看在演员份上：李小衰、二少、廉记、姚嘉妮……小衰总算要出头鸟！            
(4星)	 怎么就死了呢！！！为什么要让他死！！！那你前面铺垫那么多干什么！！！又不让他们在一起！！！            
(5星)	 添哥是故意的故意的！            
(4星)	 这种好像我小时候的港剧风哦。。。就像我和春天有个约会一样，很戳泪点的。。。所以等是一个好有魔力的字啊。。。            
(4星)	 黄浩然演技大迸发。他搂着芯女，像捧着无价的宝，怜爱疼惜。此生不再，下一世见。            
(4星)	 还不错~只是这结局太无语了 这佟本善明显可以不死啊 自己不去医院跑去找徐芯            
(4星)	 悲剧结局没有逻辑啊！            
(4星)	 一男对三女啊，真厉害，不过女主角都很好看啊，好希望徐芯和原医生在一起            
(3星)	 喜欢周丽淇和陀枪里面被揍的黄浩然，但觉得一个男人为了报小时候被欺负这点仇搞出这么多事情最后还死了狗血得很。            
(3星)	 破结局            
(3星)	 编剧有毛病吗？！那是个什么破结局啊！佟本善去医院了就大团圆结局了嘛。            
(NA)	 除了名字有点怂女人有点村姑男主耳朵有点奇怪..            
(3星)	 结局的悲剧有点刻意了。尔乔的性格虽然好强，但是不像是要自杀的人；佟本善被人刺了一刀还不赶紧去医院，还爬那么远爬到河边上了一艘小船……            
(5星)	 牛奶仔和牛奶妹的凄美故事 “如若再相见 可否记得声线” 你们下世一定会相见的!那时 没有恩怨 没有仇恨 没有眼泪 只有欢笑。下世见。            
(5星)	 强烈推荐啊！！比尼玛天与地好看一百倍好不好！！编剧为啥不能给个大团圆结局啊。。。大晚上的又伤感了。。。            
(4星)	 好好一部剧，就这么被最后四十分钟毁了。。。            
(4星)	 有必要非改一个悲剧的结尾出来么！！！            
(4星)	None
(4星)	 这个结局太狗血！！！我不明白为什么李浩要默默的死去，他没有求生的意志么？！他舍得丢下牛奶糖么！？我好纠结！！！！！！！！！！！！！！！！！！！！！            
(5星)	 哭惨了            
(4星)	 破结局。。20集就够了好嘛，咗咩整个21集出来！！！！！            
(NA)	 添哥出品质量还是有保障的，可又是个不得善终的结局，好突兀哦            
(3星)	 结局把5星变3星。尼玛。。。中间互虐那段很喜欢~难得所有配角都很喜欢剧= =            
(5星)	 我喜欢            
(4星)	 一份见证童话的爱情            
(4星)	 结局真烂。同本善爬了那么远，早就可以去医院了。            
(4星)	 这次演员挑的都很赞，结局嘛，一贯TVB啦，还是让人受不了            
(4星)	 因为喜欢看复仇 又走民国风 才开始看起的 。。。一直觉得黄浩然尽演受气包 天生一副很有喜感的偶像外表 呢回儿终于演老个称得起场面的主角 。。。结果最后还是死老 中国人的观念逗是楞个 别个害老你 你适可而止地报老仇 最后还是要死。。。            
(4星)	 结局脑残，情节还行。            
(4星)	 编剧太狠了。。。狗血。。。黄浩然悲了个催的            
(4星)	 怎么可以用这样坑爹的结局敷衍我们啊~~            
(4星)	 离离合合错过仍要等····            
(3星)	 结局太烂             
(NA)	 添叔太后妈了，合作的三部剧，碧血盐枭做男二号被虐死，义海豪情做男二号被虐死另一半孤独终老，狼君终于做男一号了还是被虐死=。=            
(4星)	 尼妹啊借鉴坏男人也不要连那坑爹的结局也借鉴了吧！！本来看这剧虽然情节和坏男人差不多但是背景不一样一直都走温暖励志路线的好吧，干嘛跟人家学习搞个BE啊，人家是整部系基调都惨的啊有木有，您这也让女主死不见尸的等，神马玩意啊            
(4星)	 复仇的部分真的很赞，而且阳阳跟罗一之间的兄弟情也很令人感动。。至于爱情的部分，牛奶糖就是徐芯，实在太假，结局就更加浮夸，纠结了半天还是死了。。太过分了            
(3星)	 本来想给四颗星鼓励一下的，因为毕竟我也很有耐心地看完了。可是。。。可是结局太狗血了！难道还想拍续集么真是！高尔乔其实蛮可怜的，她的真性情，如果不是生在那样的家庭，会是一个不错的女子吧！剧情呢还是挺慢的，有些事经不起推敲的，然后男主角那张脸老了点~            
(4星)	 我是个超级大俗人！把大团圆结局还给我！！！            
(4星)	 小黄是我的新欢呀~~            
(5星)	 结局有D唔太明点解要甘拍，但总体黎讲都几好，几中意。            
(4星)	 刚看完直播，内心还是很不平静的。蛮想骂一句，一个破结局给我搞这么多梗干嘛！哎~想看一个HE就这么难吗！？添叔你赢了！搞那么久，男主居然就这么死了~怎怎么可以给我一个如此狗血的结局！！！其实一直都不哈民国剧的，但这次好像还不错。节奏什么的都很好，剧情虽然很老套，但不会让人觉得腻，这点            
(4星)	 本来是五星的。每晚都在追TVB。结果最后的结局。。。扣一分。。            
(4星)	 2011年，年尾8：30-9：30这个时段，最好的一部电视剧，不管剧情的老套，但是真的不很不错···跟天与地可以说年TVB年尾两部较好看的电视剧了            
(4星)	 啊。。。结局肿木能这样&gt;&lt;!!!尼玛我不能接受！！！            
(4星)	 结局太特么狗血了啊！！！！！            
(5星)	 很温暖的片子！~ 黄浩然很帅的说~ 说到的是报应吧~ 还有温馨的爱情            
(4星)	 如果男主帅的话该多好啊            
(NA)	 为着这个片名曾觉得死都不会看，巾帼义海系列同胞，主打煽情。黄浩然独挡一面还欠火候，第一次看周丽淇很不错，姚子羚还是得演配角嘛绰绰有余主角就勉为其难了。            
(4星)	 虽然很多部分很多点很狗血，可是后面还是蛮虐心的。。。总是这么狗血加虐心的结局，为嘛？！            
(3星)	 结局和片名都是屎啊！！敢改个好点的名儿么！！从新扎师妹开始就挺喜欢黄浩然的 但是被这个结局囧到碎三观啊！！            
(NA)	 三星半 看到煽情部分好麻烦            
(4星)	 我也希望 有一个人在的地方就有奇迹。            
(4星)	 前19集有5颗星，可惜结局太坑爹。抄棒子戏我就忍了，不要连狗血大结局一起抄啊，大过年的这是要闹哪出！！！            
(4星)	 这个时期看来 终于有一部有历来tvb电视剧特有的风采的tvb剧            
(4星)	 剧情并不新颖，甚至也有些狗血，但也还蛮吸引人的，节奏不错，挺能抓住看客的心理的。感觉里面的演员还是很讨喜的，虽然都不是什么一线的演员，还好是这样，要是男女主换成了TVB一线当家演员，估计就不会认为好看了            
(4星)	 男主角死得很瞎！！！请你冷酷到底好么？优柔寡断的坏人注定要死！            
(3星)	 冲着黄浩然的演技，多加一颗星。。剧本真的不咋滴。。。尔乔也不错~~皇后嬷嬷依旧彪悍。。。            
(5星)	 喜欢周丽淇的清新，感动于李浩对爱情的执着，原来只要心存希望，就会有奇迹出现            
(3星)	 黄浩然从孤男寡女时就很正点了.            
(3星)	 坑爹的结局，tvb现在每出戏都要死个人才罢休是吧！            
(2星)	 以为是《郎心如铁》或者《与狼共枕》之类的片子，却不是，大概TVB拍不出那种阴暗面的故事，中间那么多，最喜欢的还是黄浩然和姚子羚的对戏            
(4星)	 这剧还是挺好看的 就是结局有点虐人 李浩终于找到牛奶糖了 却不能好好的在一起！ 不过 黄浩然也太爱哭了。。。。情感丰富啊！呵呵 罗一是个讲义气的好哥们  挺喜欢他 应该给他配个更漂亮的女友 这个高尔乔有点可怜 之前也是一心一意的爱佟本善 只可惜 一切都是谎言！            
(5星)	 一定会让你爱上男女主角.一定会从头喊到大结局.            
(4星)	 男女主角都不是我的菜，剧情老套，就是revenge，至于结局也是意料之中，自己造的孽总要自己偿还，无论出于什么动机。虽然不是什么给人惊喜的片子，但是里面李浩和牛奶糖那种彼此等待的纯粹爱情依然还是赚足了我的眼泪，希望自己也能在今生碰到一个希望下一世见的人。。。            
(NA)	 硬是要整个悲催的结局~！！            
(5星)	 黑马。。。            
(4星)	 男主角好帅好帅的说、一向老套的剧情我还是很乐此不疲。最后为什么不是大团圆结局。。唉。。            
(4星)	 唉~~又是个苦逼的结局~~            
(4星)	 这起的极度二的剧名。片还蛮好看的~就是这结局非得整成这副惨样吗？！！！！！周丽淇越看越“圣母”。背景音乐灵的！            
(4星)	 你妹啊。。什么破结局！！            
(4星)	 为了所谓的做了坏事不能有好下场，编剧活活把人逼死。            
(4星)	 牛奶糖，李浩 仇恨与爱情 报了仇也及时收了手 其实剧情前面都还好 很不解那个结局 为什么不去医院啊？！！难道非要悲剧收尾 才好？！            
(4星)	 [抓狂]李添胜真能折腾人。。。这破烂结局。。[可怜]拍个续篇吧。。让他们下一世可以一起的。。。            
(3星)	 其实这个复仇计划挺蠢的 但是我还是看了= =为了高家大小姐            
(5星)	None
(3星)	 周丽淇的大饼脸，黄浩然的面瘫。唯一能看的是姚子羚，But原谅我看不下去了            
(3星)	 情节还算快，布局太小儿科了。            
(2星)	 伤害了三个女人，这个男主由头渣到尾，应该跟不育的高大少去搞基。            
(2星)	 其实为看佟本善,罗一潘,徐芯(芯女每集都哭戏啊,,, / 剧情的实质还是那种我不待见的./主题曲好听            
(5星)	 腹黑神马的。。。我喜欢            
(5星)	 出乎意料地好看~近半年的大爱！            
(3星)	 最后几集因为有剧透 不想看了            
(4星)	 TBB最近難得的一個沒啥大毛病，即使不太喜歡男女主角也看下去了的劇。            
(5星)	 添叔的戏真好，真动情，跟771一样，出品必属佳品了。更难得的是每次用的演员都非很一线，却是用人到位。当然我一直喜欢niki，也觉得黄浩然很好，还有久违的李天翔，越来越奸的姚子羚。如若再相见，可否记得声线...            
(3星)	None
(3星)	 21集要来干嘛啊。。。20集大结局不是很好么！            
(4星)	 我的没出息开始等大结局，出奇好看            
(4星)	 看片名绝对想不到是悲剧            
(4星)	 就把20集当结局吧- -            
(4星)	 还行。            
(4星)	 追剧中，这什么破名儿啊，太俗了，其实剧还蛮好看的。。。            
(4星)	 難得能看完的民國劇            
(3星)	 结局太坑爹了，勾引姐妹的剧情完全模仿韩剧坏男人，不过男主选的好啊，至少比韩版的帅！结局啊很无力啊！！！            
(4星)	 牛奶糖和李浩重遇的一刻看的我热泪盈眶啊~~可是结局能不能不要这么狗血啊！！街上为什么只有一个路人啊！！！男主角能不能先去医院止血再去找女主啊！！！保住命要紧好么亲！！！            
(4星)	 下一世见~            
(4星)	 居然给我来个悲剧！！叫我如何在凌晨两点的时候拥有一个愉快的心情入睡啊！！！            
(3星)	 在剧情简介和快进的帮助下，迅速看完了···没有什么值得留恋的，除了那件绿色的小外套！            
(4星)	 我喜欢的民初剧！            
(4星)	 虽然也是抄袭的 但是算很不错了 抄到了精髓在加上一些改变 很吸引人的 值得一看~~~            
(4星)	 那个配乐很哀婉缠绵，现在为止每一集都不厌烦            
(5星)	  看完啦。故事比这个撒狗血的名字来的好的实在是好看的太多了。。。复仇大计+凄美悲凉爱情故事。。一定要看啊大家。。还有终于让我看完《天与地》的的大结局啦。30集和29集末都超级感动的。也许我们也一同欢笑着，感动着，悲伤着。。我还以为我，真的被广电禁完，就永远看不了最后3集啦。。。。            
(5星)	 李浩和牛奶糖的一世那么苦那么短，于是上天给了他们第二世，佟本善和徐芯最后也没能在一起，可惜了。第三世，你们一定要幸福！            
(5星)	 太棒了！！！！！！！！！！！            
(5星)	 挺有趣的！            
(5星)	 最近天天都有在看这出戏。黄浩然赞一个！周丽淇很舒服。曹永廉演的哥哥也超好，一级疼爱自己妹妹。            
(4星)	 蛮好看，男主的演技还行吧，只不过我实在不喜欢他的长相。。。            
(4星)	 还不错，画面挺美，感情还是挺细腻的            
(4星)	 tvb的小清新，周丽淇            
(4星)	 男主角演技不错            
(4星)	 20集就够了  最后一集太雷了            
(4星)	 结尾好悲催。。看完之后总是想起黄浩然躺在小船上，然后镜头慢慢拉远的样子。今天某刻想起这个之后，忽然又想到了烈火雄心2最后那一幕，宣萱在大海里不停地找寻着王喜的样子......揪心哪~~ ps.1, 这片子的主题曲太贴切了，唱得也让人揪心。“为何还望再见 为何还要等...”ps.2,欠啥债都好，别欠情债！            
(4星)	 在看第一集，我喜欢这种有人情味的剧，终于重拾对TVB的热情            
(2星)	 主角演技各种不自然，原佑轩算靠谱的，捧他吧。            
(3星)	 无力吐槽，越来越无聊。我居然看完了。全篇煽情的地方可以惹得我大笑。- -每次徐芯拿着饭菜来，都不带篮子和碗走。她们酱园怎么那么多篮子还有碗呀……还有结局最低能。这么个复仇法，真心老命伤财            
(5星)	 二线阵容一线作品            
(4星)	 一切的恨，一切的爱，皆因放不下，才会酿成悲剧。PS：黄浩然老了，，，但还是帅，嘿嘿。            
(4星)	 刻意制造三世情缘。唯一有点进步的是，能把每个人的结局都交代清楚，不像以往的电视剧结尾草草了事。            
(5星)	None
(4星)	 還不錯的~            
(5星)	 本来不喜欢黄浩然，居然也一集集追着看了，果然还是李添胜比较有魔力            
(4星)	 直到结局前2分钟我还以为会来个大反转呢，狼君最后居然真死在那条破船上了！魂淡！谁稀罕你们的“下一世见”！            
(4星)	 名字和海报都很囧，但出乎意料的好看！真是还好有看起来~好喜欢周丽淇&gt;&lt;&gt;&lt;&gt;&lt;             
(4星)	 如果是大团圆结局，我一定会给三星。这倒不是阴暗的心里，只是怕恶俗。民国赚泪剧已经猜到了，可是这种死不见尸的结局却没想到。我爱你，所以我不希望看到我的尸体，我爱你，所以不想让你看到我这个样子，我爱你，所以你不知道我是生是死，我爱你。我爱你，我是汪洋中的一叶扁舟。另外黄浩然+1            
(5星)	 女主真靓~~很喜欢黄浩然很支持他的剧！            
(NA)	 死前爬着也要去吃饭..雷!!!            
(4星)	 考试了还坚持把最后2集给看完了，可想而知有多不错啊（其实是我活得不耐烦了吧……            
(NA)	 我对青梅竹马的戏有莫名好感啊            
(4星)	 我好喜欢男女主角啊啊！！            
(4星)	 最后男主死得有些。。。囧。            
(4星)	 其实上天已经对他们很好了。上一世的时候，李浩和牛奶糖约定，这一世佟本善和徐芯相见，下一世他们应该也会在一起。因为有佟本善在的地方就会有奇迹。            
(5星)	 不错不错，真心不错的一部剧，让人看得天天惦记，追得好辛苦啊~~            
(3星)	 居然是悲剧~            
(5星)	 喜欢男女主角~~            
(4星)	 下一世见。 编剧你是要把大家都哭死吗？ 虽然剧情总是被猜到，但是浩然先生第一次担大旗，表演不俗。努力！男配角已经拿过，接下来该拿男主角了！            
(4星)	 相当李添胜。。。虽然也有大爱大恨与某些信念。。。不过某种辉煌是无法逾越啦~            
(3星)	 男女主角的戏基本快进。。。            
(3星)	 片子还不错～就是结局不是大团圆呀，真心不爽～            
(3星)	 黄浩然不错，结尾实在坑爹～            
(5星)	 好久没有这么喜欢TVB了            
(4星)	 不喜欢大结局 郁闷的大结局不符合逻辑的大结局            
(4星)	 情节紧凑，还是很不错的啊！不要被雷人的剧名蒙蔽了双眼            
(4星)	 这坑爹的结局。。。。            
(3星)	 最后一集很无谓啊            
(4星)	 才发现黄浩然演技巨好。。。            
(3星)	 我也成师奶了。            
(5星)	 从李浩在相见欢揽住徐芯跟她说你等我我一定可以返转头的时候，我就在想通常这世上走得越远是没得返转头。于是结局真的就那样了。不过还是想吐槽下，大哥挨了刀你赶紧进医院啊。总的来说，周丽淇温婉可人，不过姚子羚的角色塑造的更好，二少爷也不错，各路配角发挥正常。比起台庆剧，必须5分好吗！            
(3星)	 节奏还行            
(3星)	 男色诱惑三女，神秘感不再只属于女人···            
(5星)	 添哥的戏总是这么揪心，新年看这么虐的戏是不是不好呢            
(4星)	 考了..结局这样..用不用啊...用不用啊....用不用啊............            
(3星)	 其实剧情很坑爹的。为毛您死了，也要哎呀哎呀慢慢的挣扎，拖着双腿流着血东奔西跑，跑到天黑，然后倒下，又起来，跑到天亮去到小河边，一条船上躺着自杀死掉，就是不肯跑去医院呢？            
(3星)	 室友推荐。看过TVB剧也不多，这部感觉算是不错了，有哭有笑的，开头会精彩些。人设剧情什么的不知是不是因为室友介绍过的关系，感觉会有点老套，这种完美人设 好吧 本来就是电视剧。。（我去啊 这是什么结局啊。假装是个悲剧嘛 好讨厌啊 宁可大团圆啊。。其实剧情也就一般了 又是虎头蛇尾）            
(3星)	 20就结局了多好啊 非得来一下致命一击            
(5星)	 很温暖的一部剧，无论主角还是配角都看着很舒服，年度压轴名不虚传            
(4星)	 高家各种被整到惨，徐家各种美好，可是为什么是悲剧呢。。            
(3星)	 ZLQ演硬朗角色还是不错的~~~为她而看的......   HHR哥哥还是演演电影里的喜剧角色比较有看头....演正儿八紧的还是不行啊  YZL么 怎么说呢 演这种贱贱的女人还是挺在行的 其他就没什么看头了            
(5星)	 。。。为什么就不能搞个大团圆结局呢            
(3星)	 结局很老套。            
(4星)	 还可以吧，随便看看            
(4星)	 最喜欢的角色其实是高尔乔，姚子羚里面挺漂亮的演的也不错~~喜欢看黄浩然和姚子羚的对手戏，感觉更有味道啊~~钟意的李天翔这次终于演了个可爱的好人啊~~            
