http://movie.douban.com/subject/5395263/	男人帮
(2星)	 广告说是“男版欲望都市”，出于对欲望都市的感情，就看了几集。赵宝刚快成郭德纲了，一个劲儿的耍嘴皮子，电视剧快成电视评书了。并且和郭德纲另一个相似之处是，严重低估群众文化水平，东抄西凑，以为大家都不知道你山寨呢？？？？另外电视剧的节奏从头到尾一个样，剪得烂，还拖沓。我呸！！            
(3星)	 一堆叔            
(4星)	 除了孙红雷的表演，让我觉得有点彻头彻尾的别扭之外，其中讲的道理都是很好的。很多和人相处的道理，值得每个人去思考。            
(3星)	 看了好烦躁            
(5星)	 搞笑中不乏对爱情的深刻探讨。。。            
(4星)	 起初看觉得蛮不错。越看越觉得剧中人只是在告诉人们什么是“恋爱”而不是自己在恋爱。            
(3星)	 ms            
(5星)	 类sexy city的手法，回味都市爱情的剧。            
(NA)	 喜欢男人帮的兄弟们在线观看地址：mytv123.com/detail/1.html            
(4星)	 挺好，孙红雷            
(5星)	 我就需要教育我生活是轻喜剧的影视作品。。会比较励志            
(4星)	 我们常常忘记自己的承诺 却总是在寻找新的感觉            
(4星)	 看完千山暮雪后，看男人帮感觉终于回到现代了！            
(4星)	 我喜欢米琪            
(4星)	 前面两集很平淡 看到后面 很不错！            
(2星)	 真是受不了。。。。。。            
(3星)	 有的台词很经典，很哲理，但某演员就不敢恭维，            
(4星)	 82分。            
(2星)	 不喜欢~~~~~~果然，即使有大腕，也敌不过剧情和广告啊！            
(5星)	 三个好汉一个帮！一群男人挣扎这想知道答案的事情，再次一一得到答案！生活就是如此神秘            
(3星)	 我怎么就这么讨厌莫小闵呢……            
(5星)	 个人觉得还是挺不错。一直以为全集会都延续着一种幽黩诙谐的风格。米想到结局穿插着那么感动的细节。喜欢小白跟珊莉的一段对话：“对不起，我迟到了。”“你迟到了好多年。”喜欢美琪向左永邦半跪求婚的片段。喜欢以三十集形式的结尾。一切依然那么美好。            
(5星)	 学着成熟，学会生活，等待明天...            
(4星)	 在闹剧中让我们了解男人，了解爱情，了解生活、            
(5星)	 蛮不错的，值得一看            
(NA)	 挺好，挺有哲理的片子，被一群女人评论的体无完肤！            
(4星)	 深有同感。不过王珞丹实在太水了。            
(4星)	 两个结局。。            
(3星)	 赵宝刚的作品价值越来越低下了，本来抱着很大期望的，下次要谨记期望越大，失望越大的教训            
(4星)	 最后几集好虐啊有木有！！！！！            
(3星)	 喜欢里面孙红雷和黄磊的每一场对手戏，很有意思很搞笑。冲着这个加分的。不过，超级讨厌里面的第一个结局，而且我不喜欢两个结局的。            
(5星)	 张俪好美.            
(4星)	 小小了事，还不错。360得给多少广告费啊！            
(3星)	 越看越不好看。。。            
(3星)	 风趣又不失深度，但商业味太浓···            
(2星)	 京东和360到底给这剧投了多少钱，我第一次见不顾剧情把广告做成这样的……台词的弱智程度令人发指，装B也要专业一点呀童鞋。PS：孙红雷你敢更XX一点吗？            
(2星)	 这片子吧 演员多余 剧情多余 音乐多余 也就台词还有点意思 所以说完全没有出电视剧的必要嘛            
(3星)	 爱情中可能遇到的种种场景，男人的想法，女人的心思，谁又懂呢            
(3星)	 呵呵，不错~挺搞笑，从中间体会~            
(4星)	 -两个不同的结尾，前者喜中带悲，后者功德圆满，虽然大多数人都会喜欢后者，可现实往往是残酷的，更多的都是悲剧，让人无奈。            
(4星)	 我给他四颗星不是他不值得五颗星，而是觉得他需要点动力再拍一部。            
(5星)	 大愛!!            
(1星)	 编剧是在挑战人类智商的下限            
(5星)	 花了两天半的时间看完了，很好的一部片子。又搞笑又真实。每当觉得真实得不行，某某人就是自己的写照的时候，就会来一段极度夸张的桥段让人一笑而过。尽管剧情主线很脱离现实，也想不明白米琪后来为什么还会喜欢左永邦，莫小闵为什么会对顾小白念念不忘，但是细节却是丝丝入扣。            
(5星)	 不知为什么会那么喜欢阿千            
(5星)	 我很少会看电视剧，因为电视剧太长，没有时间也没有毅力去追每一集。但如果我认为很棒的，就算工作再忙，在睡前都会看一集才入睡。而《男人帮》就是这样一部让我愿意挤时间出来观看的一部电视剧。而它让我想起了《好想好想谈恋爱》，风格上很相似。当然了，最主要还是因为这是一部都市爱情剧。            
(4星)	 男人帮，帮到男人了么？            
(5星)	 [男人帮]是一部，表面上看上去很庸俗，实际上也很庸俗的电视剧，不过它的魅力就在于，你明知道它俗，还是忍不住想看，其实大俗即大雅，俗也好，雅也罢，最重要的是看的过程中，我们收获欢乐。            
(1星)	 一帮初中生的YY小说，全是理论派，没见过这么烂的编剧。几个演员本来都还不错，被这电视剧折磨的，到最后我实在是看不下去了。什么剧情啊，一帮好女人围着3个傻男人转，3个 男人就是到40岁了还是单身。全剧就左永邦父女俩清醒            
(4星)	 确实充满冷幽默。如果不是非要去较真的话，其实这个剧还是比较不错的。比如，忽略那些广告，再比如，忽略他们不现实的生活状态。            
(5星)	 很现实的一部，不过确实挺搞笑的            
(4星)	 如果说没有瑕疵，那是不可能的，也许在别人看来，小白在戏里面的那种做作，也是这部片吸引人的地方之一，也许这也是导演要反映的上海男人            
(5星)	 不错的 越看越好看。 几位男演员都很幽默、 爱情哲理也都很说得通。            
(5星)	 爱情观我喜欢            
(NA)	 我很失望，我希望演员演戏的时候别他妈太像演戏了，融入点儿好不好，都跟梁朝伟学学            
(3星)	 其实这片看看开头也就可以了。            
(3星)	 男人间的想法。            
(2星)	 有些磨叽，只有邦邦搞笑的戏份能看。            
(2星)	 非常多抄袭friends的情节，好吧借鉴。广告打的极其的野蛮，我发誓这辈子都不会用京东商城。另外本来有个还过得去的结局，可是编剧居然说服不了自己，要返回去再弄一个恶俗的结局，实在不明白。另外主角顾小白，不分室内外，总是围着一大圈围巾，把脖子围的跟炮弹一样。这造型设计，我真的吃不消            
(4星)	 无聊的时候看看            
(4星)	 有点意思的无聊的电视剧，            
(1星)	 一部无聊得死的电视剧往里面生搬硬套些看似深奥的大道理，黄磊的鼻子依旧那么大，孙红雷的脸依旧那么长。你要觉得这屎好吃就自己吃好了，不要还总结下这屎哪里好吃。            
(3星)	 xl说我回来真是太接地气了 天天看华语电视剧 后面剧情狗血了 前面还是挺逗乐的            
(3星)	 除了王珞丹太难看之外，剧情也是越来越扯，一点都不符合实际，感觉就是一帮都市有钱闲人没事找抽！            
(4星)	 看完男人帮，突然发现我原来忽略了那么多恋爱的细节            
(3星)	 满眼广告的苍白对白，没有铺垫的情节跌宕，还有一个没有发型的王珞丹+三个围巾不离脖子又换得贼勤快的男人组成的男人帮= = 为什么有这么多人喜欢，我怀疑我生活在火星。            
(4星)	 我相信社会不完全是那个样子，只有没经历过生活的人才会崇拜他的语言            
(5星)	 每一个问题、都能引起大家的思考            
(5星)	 与我的价值观有许多重合，不错的电视剧。            
(3星)	 火的原因和失恋33天一样 写出了我们这个年代的爱情            
(3星)	 都市小清新言情剧。不管怎么样，那些台词，加上孙红雷性感的声线，真的戳中了我的软肋。            
(3星)	None
(4星)	 很难得，近几年少有的一部让我耐心看完的国产电视剧。太多想说还是不说了。            
(2星)	 山寨男版sex and city？看不下去。            
(4星)	 如此讨厌莫小闵何顾小白，矫情界的两朵奇葩。            
(5星)	 值得回味的一部电视剧 台词很经典 谈论了很多话题 很青春 很有治愈心灵的作用            
(5星)	 我发现我还是最喜欢大团圆有点点小遗憾的现实结局。            
(4星)	 有些地方牵强            
(4星)	 听说好看，看了两次第一集，今晚一口气看了14/28/29/30，也觉得能看懂，还是挺好看的，演技都不错，很多感悟，很多生活中的问题，让我也跟着思考，还是更愿意看到第二个结局            
(4星)	 台词比剧情精彩。大陆剧，给个推荐            
(4星)	 那个王珞丹你咋现在演的越来越做作了。你是去打酱油的吗？            
(3星)	 最后几集的编剧是谁，拉出去砍了！！还是黄磊演的最好            
(NA)	 喜欢米琪            
(4星)	 3个男人一台戏，从在微博上出现的频率，就知道台词之经典的程度。硬汉形象禁锢的孙红雷扮演顾小白总觉得有些拧；黄磊饰演的罗书全从脾气到性格塑造着另一种男人的形象；左永邦是老男人层的一类形象代表。杨晶晶的扮演者是我的初中同学，只不过她原名不叫王若心~            
(4星)	 里面的衣服好潮啊，喜欢艾米的围巾            
(3星)	 一堆四十多岁老男人，找不到对象，戴上眼镜框，发嗲，犯贱。觊觎下一代小美女的故事。            
(5星)	 很棒的一部电视剧！！俞飞鸿最后的出场完全是压轴的，气场太强大了。            
(4星)	 道理还是蛮精辟的            
(4星)	 虽然植入式广告令人蛋疼，但孙红雷和黄磊的搭配真是添色不少，待会写个长评吧~            
(NA)	 喜欢。            
(4星)	 太犀利了，有深意~            
(3星)	 更适合被定义为情景剧，耍贫多于讲故事，不过我也愿意把它当做芸芸众生中某一分子的心路历程。            
(2星)	 吃外卖也不愿意就着吃的片子,太干.            
(NA)	 上就上呗,有什么了不起            
(3星)	 我只想说孙红雷演的好娘啊。。。            
(NA)	 演技不错  真的很娘~            
(5星)	 5分，给最后一集，或者说最后一集给我的启发。与电视剧无关。            
(3星)	 二逼的孙红雷            
(4星)	 开始还行。。。。            
(4星)	 身边要是有个罗书全这样的人陪伴过过小日子足矣。            
(NA)	 孙红雷有点假啊。            
(3星)	 我不明白为什么身边的人大爱这部电视剧，只是觉得很山寨，如果说《好想好想谈恋爱》是在仿《欲望都市》，那么这部片子连《好想好想谈恋爱》都不如。。。。算不上好，只能算一般，看了前6集就看不下去了。。。            
(4星)	 有些细节太真实 有些又太虚幻 用蛋逼的方式讲道理什么的最有爱了。看孙红雷演戏就跟单口相声一样 出彩~            
(4星)	 或许很多时候 该静下心来 好好想 一日三省吧            
(4星)	 剧情有点欠考虑，有些地方牵强了。结局二比较好，不单是因为大团圆，而是更加贴近真实的生活。结局一真诡异，大白天遇流氓会自己跑到胡同里，喝酒壮胆求婚结果晕过去了，花2000块钱雇人参加婚礼，一个40多岁的女人这块就选择一个比自己小4岁的男人结婚……有点匪夷所思啊            
(5星)	 至死方休。那才是爱。            
(NA)	 虚构的世界 不错啊            
(NA)	 这电视剧意思有点，但表演过了，几个人太做作了，不自然            
(3星)	 乱来加爱情总结            
(4星)	 整体不错 有的地方稍显矫情 广告植入忒多啦~~~            
(4星)	 很有意思、值得一看            
(4星)	 磨练情商佳片            
(NA)	 挺好看的，我喜欢王珞丹的衣服……            
(2星)	 一个老男人碎碎念，装酷，王珞丹这么好的演员演什么不好偏要演百分百美女。            
(4星)	 像这样的都市青春短剧多拍拍还是挺好的，讲了一些道理，气氛也比较诙谐。受过中国偶像剧，婆媳剧，第三者剧，大清穿越剧洗礼的观众，这种小清新风格的剧，真适合下班回家放松的时候看看，多惬意。            
(4星)	 在国产剧里面水准绝对上乘~还是更喜欢第一个版本的结局（除了潇潇那段），第二个结局如观众所期待，最开始的三对都成了，可是我为罗书全不值            
(5星)	 喜欢            
(4星)	 真的~~If 没有广告~~~就特别完美            
(4星)	 这是一部时装剧情广告大片！            
(3星)	 里面有些道理还是很深刻的。但是那些人很多时候还是很傻，可能不这样剧就拍不下去了吧。不知道是大智若愚还是大愚若智。            
(4星)	 看的时候觉得不错，看完后立马觉得just soso 了            
(NA)	 开始觉得好看中间觉得腻烦后来结局amazing            
(2星)	 脑残至极，一群爱情白痴高谈爱情真谛，并且和现实生活中的爱情严重脱节。            
(5星)	 爱是一道大难题···曾经说过的话认为的事这剧居然通通一针见血的体现了···2种结局···即使悲剧再现实深刻难忘还是投庸俗的happy ending一票···看过的人都会从中发现自己在爱情里挣扎的影子···            
(5星)	 真正的男人的友情与爱情。            
(4星)	 寝室一起看的~边看还边讨论。。。            
(2星)	 我实在觉得这部电视剧很不咋滴……唯一可以让我觉得满意的还是因为它学了绝望主妇的每一集都有一个主题……或许中国的创新源于抄袭并且都要完两年……然后就是演员选的很不合适……王络丹穿得衣服是什么东西啊……什么品味……王络丹演得也很烂……还有一堆的广告……真让人受不了……孙红雷直接损坏他            
(3星)	 个别的桥段还行，看到后面就开始反胃了            
(3星)	 纯属娱乐~            
(3星)	 本该讲故事的电视剧全是各种抒情和评论……居然还会有胡塞尔，我倒            
(3星)	 演员太老            
(3星)	 每个老男人的内心，都是一个小男孩。。。            
(4星)	 真心欣赏剧中很多台词 同欣赏电视剧的新颖形式            
(3星)	 京東到底給了多少錢啊？            
(NA)	 我们总在最不懂爱情的年代，遇见最美好的爱情。            
(2星)	 从26集开始，挑着看俞美人            
(NA)	 俞飞鸿秒杀全场。孙红雷全程1：1。&gt;&lt;            
(3星)	 跟罗瑞的风            
(3星)	 我对两个结局都很不满意 虎头蛇尾的感觉            
(4星)	 广告也太多了点吧            
(3星)	 看得我好害怕            
(4星)	 我觉得这把赵宝刚有点托大了。。。            
(3星)	 还挺Sex n city男人篇的~            
(4星)	 广告与雷语齐飞，基友共长天一色。            
(3星)	 很少看爱情戏，居然耐着性子看完了，虽然说里面很多夸张，但比那些日剧韩剧新加坡马来西亚菲律宾剧狗血程度低很多。也有些问题会有共鸣感。我感觉它把我教坏了，原来我一直以为，应该一心一意，但是现在似乎两手准备也没那么无耻。30集其实不是给HE准备的，是给VC准备的。注VC= virgin complex。            
(4星)	 把当今的男女关系诠释得不错~            
(NA)	 各个经典啊,左大叔演得真不错.顾小白就不用说了,神经兮兮的小资作家,罗书全么,小男人呗~~真好看.如果男人各个这样,还是多多益善的.            
(3星)	 nnd，上海滩能有情调喝咖啡的地方真多！！！！！憋死叔现在沦落乡下啊！！！懊恼起来就上海度周末去！！！！喵了个咪的            
(5星)	 嘿嘿~不错。。。            
(3星)	 冲着孙红雷看滴，开始的感觉很不错，幽默诙谐又切近现实，有很经典的对白；但是看到中间感觉孙演得有点夸张，有一点点娘，而且不那么真实，而且王珞丹之前没怎么看过他演的剧此为第一部，感觉不好有点假，说以看到一半看不下去了，米有激情在看下去了。            
(4星)	 对生活，对爱情，对人生的思考。            
(5星)	 很不错，虽然说教气氛比较浓厚，但是一本幽默搞笑的爱情教科书，很值得一看。不过生活，还是得自己品味，爱情还是得自己经历。            
(4星)	 里面有犀利的爱情真言。结局是哪个犯欠的家伙写的。。要是30集的才是结局就好了....顾小白明明和莫小闵彼此相爱藕断丝连为什么非要跟只吃过几次饭而且有个不错的前夫的珊莉在一起..米琪为了他改变牺牲了那么多，左永邦为什么永远不懂得珍惜..潇潇那么好的女孩子为什么总得不到上天的眷顾...            
(5星)	 基友帮...            
(4星)	 前面的我忍了，因为29 30 的结局 升华了！都市剧前进。            
(4星)	 那个，那个，孙红雷还是好样的。            
(4星)	 不管是不是有人把它评两星评三星，不论是不是大家在探讨她又是新出现的哪一类蛋疼的国产电视剧类型。至少在某些地方，她和我们的生活，心中所想不巧的相似了            
(1星)	 和舍友看过几集，还有人说是中国的欲望都市，我觉得看30集的男人帮还抵不上看部电影，电影名字叫《ugly truth》            
(3星)	 发现自己挺喜欢这种寓言剧，看动画的时候就喜欢奇诺之旅之类，不用看复杂的人物表情不用想复杂的人物关系，意思都在话里，理解起来省力。不过说实话，真人模拟动画的镜头和动作，有时候看起来挺恶心的⋯⋯            
(4星)	 虽有些发嗲，电视剧嘛，有情趣，但所表达的对爱情的体会与思考是真实的，不做作。            
(NA)	 猜测，信任，分与和，纠结，坚定、、、            
(1星)	 不能 连续看超过2集。            
(4星)	 如果抄袭了欲望都市，那还是减一颗星吧，关于结局，我有个偏激的观点，就是它想表达的是，看不见的不一定不存在，哈哈，见仁见智吧。            
(5星)	 孙红雷这个面瘫。。一开始还挺讨厌，后来发现还不错～～～            
(5星)	 有点意思的,强迫症的天天看，看完了，虽然结尾有点太不同了，但总体来说还是可以的，有些想法也很现实，好片吧            
(NA)	 很现实，很骨感，其实叫男人帮，也可以说是女人帮            
(3星)	 以前也没觉得王珞丹难看。奋斗中的米莱扮相在那个年代确实叫我们这帮没见过大世面的童鞋小小的震撼了一把。可男人帮却把她整成了土包子。没品位的穿着。更加让我注意到了她震撼人心的三角眼。黝黑的皮肤在各种白大衣的映衬下愈发的乡土。            
(3星)	 作！            
(1星)	 360杀毒，京东商城，30集连续广告片，山寨欲望都市，男人版好想好想谈恋爱……这部电视剧最纯粹的标签。·编辑部的故事··过把瘾·的时代再也回不来了。            
(3星)	 一般般。。。            
(4星)	 不要因为剧中出现的植入广告就把该剧一刀切了。平心而论，此剧从男人的视角切入，很新颖，值得看一下。            
(3星)	 俞飞鸿的大眼睛自惊鸿仙子就一直吸引我到现在。虽然出场很少，但却是戏中画龙点睛的一笔。老实说我倒是喜欢第一次的结局，该孤单的孤单，该欢乐的欢乐。不是所有的电视剧都是要happy ending的。似乎第一种结局更适合这群追爱的男女。话说，这次赵宝刚是找360和特仑苏拉的赞助吗？            
(2星)	 王珞丹越来越糙~这是第一，第二就是一帮操蛋的人在一起扯淡。。。            
(5星)	 新的铁三角+五朵金花。。。29级太悲痛了，30级太欢乐了。。期待男人帮2。。最爱艾米。。            
(5星)	 男同胞们，还没看的快看吧，会更理解恋爱的……            
(4星)	 很搞很有意思，经典台词很多很深刻。后面没有前面好看。另外此剧让我对王珞丹败了胃口，不喜欢她演莫小闵这角色，太不喜欢了。            
(NA)	 眼镜帮、围巾帮、中兴手机帮、京东商城帮、特仑苏帮，除去这些和坑爹的结局以外其他还是不错的            
(4星)	 有所少不靠谱的爱恋。            
(4星)	 剧中的台词偶尔矫情，偶尔共鸣 ，但是孙红雷老师，跟黄磊老师的演绎的人物刻画绝对挑起了此剧大梁~几个女主角里面，米琪跟苏珊是最出挑的~，左老师让人印象深刻··很有魅力的中年男子~~呵            
(1星)	 想起了蔡公康永拍的那什么微电影            
(5星)	 幽默又带着点感伤，真实            
(3星)	 莫小闵和艾米这俩演员是怎么选的。。            
(4星)	 骂他装B也好，骂他不正经也好，嘿，这是电视剧            
(1星)	 烂剧。            
(4星)	 很轻松。加上黄磊和俞飞鸿我是一定要看的！            
(3星)	 好在哪儿？            
(3星)	 一群各自牛逼的演员，在一起扮演一帮犯神经病的二货。。。            
(4星)	 不是很喜欢，说道理的情景剧            
(4星)	 前半部剧本很好但主演不适合，后半部演员渐入佳境但剧本狗血。            
(5星)	 挺逗的            
(2星)	 又是台词的堆砌白。。。坚持了一点想看看为啥哈么多男生都说好。。。最后是真坚持不下去了            
(NA)	 看了一集就看不下去了！真的怀疑这几个男人的智商！            
(3星)	 喜欢阿千            
(NA)	 不对味儿            
(3星)	 还行吧，不过比不上婚姻保卫战。            
(NA)	 男人帮后遗症，时不常耳边就想起孙红雷式的旁白解读我脑袋里一闪而过的想法~            
(5星)	 每集有个主题的探讨爱情，观点很好，顾小白这样的我也喜欢            
(3星)	 孙红雷真心长了一张装逼的脸，看不下去啊！！            
(1星)	 没屁咯愣嗓子！没劲！            
(NA)	 笑点虽多，奈何粗制滥造。            
(3星)	 看的我难受            
(1星)	 不能把所有观众都傻子吧，弄这么部傻了巴几的东西来糊弄我们            
(5星)	 几个老男人的故事~可以不用熬夜看~因为每一段讲的不同的故事~蛮喜欢的~            
(4星)	 很有新意!            
(4星)	 武林外传之后第一次看的国产电视剧  三个男人的兄弟情让人难忘            
(4星)	 在CN做电视剧难，好电视剧更难，都是带着脚镣跳舞，这个算跳得很不错的了。            
(4星)	 经典的台词，搞笑的台词，赵宝刚总是有那么几个主要他们总感觉没什么干，工作对于他们才是业余生活，每天没事干似得，聚在一起，谈谈人生，爱情和生活上的事啊。这就是赵式的风格吧            
(4星)	 #男人帮#看完了，不错的剧，各种好玩，总能让人有发自内心的笑~            
(4星)	 快乐中走向成熟，虽然结局比较突兀            
(4星)	 挺好玩的哈            
(NA)	 骚气的孙红雷，很贱很爱。            
(4星)	 好久没看到这么逗的片子啦            
(2星)	 有水平的烂片            
(NA)	 你的潜伏表现非凡，能表现出男人本色。演文艺范，难为了。闷骚男，看看表现如何。            
(4星)	 更要懂得珍惜。            
(2星)	 不得不承认孙红雷那略带娘娘腔的言谈举止冷笑话和京味儿十足的贫嘴让我咯咯笑了几次，王珞丹也是我最期待看到的，可是每集片头的一段话总是过于空洞莫名矫揉造作，除了黄磊那个角色另两个男人太无法想象了吧尤其左永邦，四十好几的人了不能这么智商情商一并底下吧= =             
(NA)	 我永远都将爱慕你呀，我的爱情！            
(5星)	 吸引人的地方在于剧本的话题性 笑了一路 结尾却哭了N痛。。。因为“如果”的存在 让现在的我们才如此般落寞            
(3星)	 太賤了太賤了            
(NA)	 三个女人一台戏，三个男人一部电视剧。爱情是需要技巧的。            
(NA)	 我爱黄磊！！！            
(4星)	 说实话没怎么关注孙，倒时关注了罗书全和艾米，爱情教育片，插了很多广告啊            
(3星)	 一言以蔽之，扯            
(2星)	 看了几集就是蛮失望的。。。||最后看了下结尾。。。            
(NA)	 可以称作为蛋疼帮            
(5星)	 我这不是光棍，只是给你留好位置。            
(3星)	 还行            
(4星)	 这几个男人确实墨迹！但是是为了阐明道理，可以归为剧情需要。总的来说还不错，替我们思考了许多情况和问题。            
(4星)	 我就是觉得罗书全和艾米太可惜了呀，到这份上还是没能            
(3星)	 除了漂亮的王珞丹外毫无亮点。编剧只能用两个字形容：幼稚。            
(2星)	 一帮闲的蛋疼的人，在那无病呻吟！            
(4星)	 碎碎念碎碎念  解释了很多。            
(5星)	 如果说爱情公寓是搞笑的极致，那么它是再加上煽情，再加上哲理的综合体！            
(4星)	 爱情白皮书            
(5星)	 相当的好看呀！~ 谁看谁知道.. 中国也开始情景喜剧了，虽然很多地方借鉴了国外情景剧，但拿来主义本身就没错啊。剧情很符合我国国情，好片，有些地方还甚是犀利、搞笑，肥皂之余也让观众对生活有全新的审视。            
(NA)	 看之前，就听到骂声，没想到，真的，失望。。台词都烂得，黄磊为什么接这么一部戏，片酬很高吗            
(3星)	 文艺二逼青年的生活            
(NA)	 不错的电视剧，很贴切现在的情况。。            
(3星)	 看谁贫过谁，一个狗头军事（爱情）与两个男人的故事            
(1星)	 幼稚。            
(4星)	 三个男人真心可爱，女的怎么就那么招人烦？            
(3星)	 在宾馆住着只能看这个，，，蹦着看。。。            
(4星)	 看了后头忘前头，不是我健忘。。            
(3星)	 前几集还好 后面就是快进完成的            
(4星)	 挺好笑的，，，有那么点点道理。。。            
(NA)	 开头和结尾没怎么看全 跟以前的国产电视剧有所不同是每集开始的旁白 类似于gossip girl？基本一两集一个中心思想。不喜欢王珞丹装无辜装可怜装忧郁的样子 happy ending比较好            
(3星)	 孙红雷的开场白还是不错的.            
(NA)	 一看就知道是赵宝刚拍的，个个都不太为钱发愁，矫情于自己的情感世界，孙红雷像个话痨一样。。。贱的很有喜感            
(NA)	 台词很试用            
(4星)	 看了 一点点  还是 左永邦 老男人厉害            
(5星)	 太现实了，超级现实，得学学~            
(5星)	 一句话 喜欢孙叔叔的文艺范~            
(3星)	 才开始看，但觉得是在抄袭好像好像谈恋爱            
(2星)	 一群不用工作的男人蛋逼。            
(NA)	 很多很多的问题，很多很多得意外，很多很多的类似            
(5星)	 值得学习            
(2星)	 伪文艺，看不下去，不值一看            
(1星)	 电视剧太好拍了现在...            
(3星)	 开始觉得很好看，越看越不怎么样。很多人物，把之前的年轻演员都叫来露了个脸，很乱，没有之前拍的好，希望赵导下次的作品更好            
(NA)	 跟着钟姐断断续续看的，还算可以吧，冷幽默处理得还不错。            
(4星)	 冲着丹丹去的，后来发现，黄磊也不错，艾米也不错，俞飞鸿难得的出现了，满惊艳的，米琪的最后的表白很感动，就是就是孙红雷。。。潜伏以后就一直以哪种。。啊。。。很木的形态出现。。哎。。让我说什么好。。突然发现            
(NA)	 想让观众懂得什么？  追求爱情管你曾经经历什么？ 见一个爱一个            
(4星)	 莫小闵必须是风向的            
(NA)	 看来港剧确实比大陆剧好看的多  水货就是水货 山寨就是山寨            
(4星)	 用力地折腾，至死方休！            
(2星)	 看不下去了            
(4星)	 孙红雷啥都能演了啊            
(4星)	 因为有黄磊            
(4星)	 孙红雷真神经....我最喜欢阿千！！！！还有米琪！！！            
(4星)	 博客式的都市情感电视剧，终于告别无聊蛋疼的穿越古代剧！里边有些剧情还是非常好的！有些话很残酷，但是很现实！            
(NA)	 你妹啊！看到28集潇潇被强暴，劳资再也忍不住了，编剧尼玛是人吗，你脑袋被驴踢过啊，你是不是被强暴过啊，哪有那么多大道理啊            
(4星)	 很喜欢这样的风格！在结局的时候满足了不同看“主”的意愿！悲伤版！和欢喜版！而且把男人女人的爱情关都说出了心声            
(5星)	 可以有续集，可以没有第30集。。            
(3星)	 虽然讲了些道理，但是演得太扭歪做作。PS：以前最喜欢的王璐丹，在这里面怎么看着就这么变扭啊            
(5星)	 不错。。。            
(NA)	 一帮大老爷们学小姑娘撒娇。恶心            
(4星)	 趁着自己感冒的这几天把这部电视作品看完了，形式新颖，有宝哥的片范儿，剧本贴近生活，素材也不错。但个人认为表演方面还可以有更进一步的提高，可能是受有些演员之前角色的干扰。开放式的双结局的确让我印象很深刻，由悲转囍的确起到了令人动容的艺术效果。            
(3星)	 戏的人生太假，我们的人生才是真。            
(4星)	 台词很经典   只看了开头和结尾            
(5星)	 情人节这一集看的都想落泪。一个人遇到一个和自己一样受过伤害又伤害过人，最终学会慈悲，那才是情人节。最后那两集很痛快的哭。米琪真的很令人敬佩呢。            
(3星)	 是讲了一些东西，可是电视还是要好好演啊不要戏里戏外的，也不是教育片。            
(4星)	 竟然2B的把他看完了...好佩服自己            
(3星)	 其他都还好，   就是太不喜欢王珞丹，   做作。  且，孙红雷都一把大叔的年纪了， 还演文艺小青年， 听他说“神马”的那个调调。。。唉。。。               
(2星)	 为了文艺而文艺，太做了，看不下去了            
(5星)	 用比较夸张的方式，表达出了如今各种男女恋遇到的那些事，我是很有间接“同感”的。看完总在感叹人生路……感叹平时纠结很久也没纠结出的疑惑……男人帮 值得用宝贵的时间去看一遍。另外……我萌上黄磊了……我这真是在乎了解自我感觉啊……嘿嘿！如同最后一集里珊莉说的那样            
(5星)	 说出了男人部分的心思，只是太复杂。其实男人很简单。            
(5星)	 从第一集开始吧，我就把它当作一个喜剧看，能支持我看到最后的原因是，每集里的顾小白旁白说的都很好，是每一个爱过快乐过痛过的人都思考过的问题，有些你没想懂的问题，保不准哪一集里就有了答案。不喜欢第一个结局（28－29）但是很现实。喜欢30集的结局。“至死方休”            
(2星)	 比较得瑟            
(5星)	 爱情本来就是件不太需要自尊的东西              
(3星)	 两倍速度看的，还是忍不住，第五集弃            
(3星)	 铺天盖地的广告和各种贱~~~            
(4星)	 其实是个挺值得一看的电视剧            
(4星)	 虎头虎尾小蛮腰儿            
(NA)	 一直听说，偶尔在电视上看到大结局 ，不错，想看 波波虎            
(3星)	 王络丹的造型真是。。。             
(4星)	 其实各方面都不出色 不知道为什么我挺喜欢看的。。。有些话挺有道理            
(3星)	 张俪的表演不错，王珞丹中规中矩，王子文的可爱干净，三个男人就是三个女人。            
(2星)	 不够搞笑，整天讲那些道理，但那些道理也太没深度了            
(4星)	 顾小白说的每句话都深得我心啊~！~他怎么那么逗呢~            
(5星)	 总会遇到对的人，我在等待。            
(4星)	 顾小白的手机铃声很赞            
(5星)	 自从《奋斗》之后就没看过电视剧，嗯，没错，甚至只看了40%。但是，我能知道自己喜欢的是什么，比如《男人帮》，看完后在网络上看了看别人的评论，我很想说，“虽然它也有很多缺点，但这并不能掩盖它独特的概念和视角，就算这种手法不是首创，也别太较真，看你们教训别人的样子都跟顾小白没什么区别”            
(4星)	 “至死方休”地看完该剧！广告植入一点不含糊，好强大的广告剧。            
(3星)	 实在对sex&amp;city这种片子无爱，孙红雷好太监。            
(4星)	 不费脑子。            
(NA)	 男人帮有意思www.ku-goo.com蛮好的            
(4星)	 狗尾续貂之作，前半部血肉丰满，先声夺人；后半部剧情牵强，人物拧巴，对话苍白。好在双响炮结局立意不错，挽回了一些局面。             
(2星)	 赵宝刚的戏一如既往的悲剧…配个意淫的编剧天作之合呀……余站长您还是穿越回去吧……            
(3星)	 挺有意思            
