http://movie.douban.com/subject/4914642/	回家的诱惑
(1星)	 各种演员完全不搭 中港台韩 怎么看 怎么别扭(=^_^=)             
(NA)	 很垃圾，但是很给力~            
(1星)	 抄袭的真有水平呀~包装的那一层皮真是...            
(1星)	 凌某人的面瘫脸啊面瘫脸            
(1星)	 哈哈哈哈哈  竟然有这么sb的电视剧            
(5星)	 我觉得大家想多了  电视剧···娱乐而已  看到有些人上升到道德层次  没必要   反正看了  觉得还行            
(2星)	 里面的人都疯了            
(1星)	 为什么要那么山寨呢，明明是翻拍，还整天说是要推测剧情。搞得兴师动众，没必要吧。还有那么怎么我都感觉是借了姚晨上位的男人。            
(NA)	 爸妈每晚必看的狗血山寨剧，是有多诱惑他们呐。。无力吐槽            
(1星)	 啥都不想说了，回家的寂寞，真是符合的家庭主妇的口味，垃圾片。编剧和导演他妈的一点创意都没有，主题曲你换了中国人唱就他妈的打入中国市场了！！！！！            
(4星)	 太tm纠结了            
(4星)	 好纠结……小三伤不起啊！！！            
(NA)	 中国的山寨绝对的是世界第一···受之无愧的！居然懒到一丁点剧本都不动···中国也10好几亿人了，钱也不少了···舍得捐出去那么多，就不舍得花个零头改改那个本啊····超级无语！还有那个凌潇肃，半点都不适合这个角色            
(1星)	 一开始不是觉得还行的啊～ 今天看了妻子的诱惑后才知道。。。怎么会有这么赤裸裸的抄袭。。。情节一模一样的。。。靠。。。            
(3星)	 我妈很喜欢看。            
(2星)	 能再假点不？            
(3星)	 一边觉得傻一边还是把68集给看完了。。            
(NA)	 很狗血，却让人情不自禁的去追~            
(4星)	 这电视剧挺好玩的，好久不哭的我，看到最后艾丽要挂的时候，难过了好久            
(1星)	 这两个一起放是明着要显摆咱们模仿人家抄袭人家还不如人家拍得好吗...?            
(5星)	 近几年来看过最好的喜剧，没有之一。真想打十星啊。            
(1星)	 我靠，那么白痴的电视剧！            
(3星)	 受不了咆哮妹妹            
(NA)	 无聊            
(5星)	 艾利是打不死的神，比小强厉害。            
(3星)	 呵呵            
(3星)	 看了几集            
(3星)	 奔着秋瓷炫去的，除了想看她华丽转身不想看别的~~~又臭又长~~~凌潇肃是怎么想的，敢演这种角色，还是演了这个角色灵魂附体了当了负心男~~~            
(3星)	 将狗血进行到底！            
(NA)	 还是看了这部。。就觉得解恨而已。            
(2星)	 好狗血喔            
(5星)	 妈的收视第一 ！            
(2星)	 陪我妈看的。在其热播期间，一天要听N遍主题曲...            
(3星)	 重点是我难得看到大陆有这么长的电视剧，剧情还真是跌宕起伏啊有没有，不是不报时候未到果然是真理啊有没有，总的来说还不错，至少能吊起观众的胃口，恩，不错不错。            
(3星)	 为所有爱执着的痛，为所有恨执着的伤，伤你妹啊！！！伤不起就别伤！            
(1星)	 洒狗血啊，想说高珊珊的回归根本就是整个烂上加烂啊，不明白有啥好看的            
(1星)	 能娶到像艾莉这样的老婆，此生无憾啊！            
(1星)	 虐心剧，边骂边看。            
(3星)	 一段段混沌的三角爱恋            
(3星)	 老实说，其实在还没开始放这部剧的时候我挺期待的，因为是湖南电视台的翻拍。湖南台翻拍的雷人剧挺有韵味其实。加上大陆剧貌似本来就没多少能吸引我这样一批人，所以预告一出，全国反响那是响当当的噶。到现在看完好些久了，才想想还是来评价下了，跟韩国比不了，但单单来看还是挺不错，剧情也还行            
(NA)	 雷啊            
(NA)	 还不错啦            
(NA)	 前半部看得我咬牙切齿，急得我死去活来，熬了好久终于等到品如蜕变，女人真不能太善良啊！结局有点没想到...            
(3星)	 女人~还是应该像化名后的品如那样~有自己的爱好和特长~独立~并且坚强~            
(3星)	 对于人性有一些些感悟……            
(NA)	 算是看过吧。快进的看。            
(2星)	 因为二所以二            
(3星)	 要不是秋瓷炫漂亮还怎么看啊。。冗长的==            
(5星)	 太虐了。            
(3星)	 女银都伤不起啊，有木有！伤个试试，弄的你倾家荡产、家破人亡啊喂！            
(3星)	 凌霄肃本色出演            
(3星)	 凌潇肃虽然不好看，但是很难看。到后面发现他还是很有魅力的。难怪还有小姑娘喜欢倒贴。。            
(4星)	 翻拍的很到位。。。真的是翻拍啊。。            
(1星)	 脑袋巅峰之作！            
(NA)	 女人要保持美丽，善良的心。            
(1星)	 尼玛，有必要那么辗转反侧咩！！！！            
(3星)	 上半部苦情居多，下半部复仇居多，都是围绕情感和家庭展开，相当吸引收视！            
(3星)	 神剧啊！！！            
(2星)	 虽然很那个啥，可我还是看完了啊看完了啊            
(3星)	 闲来无事，打发时间还是可以的。            
(NA)	 热播的时候姐熬夜到12点啊            
(4星)	 虽然有点假             
(3星)	   女人的仇恨。            
(2星)	 虽然山寨，但是晚上当笑话看了。。。            
(3星)	 情节老套，处于陪老妈原因看完，无法理解为何在芒果台收视率那么高            
(1星)	 。红了那首歌..。            
(3星)	 剧情忒狗血            
(5星)	 虽然是部很俗的小三局，但是依然看得很带劲，拍的不错，也很成功的吊住了观众的胃口。            
(3星)	 听完全部的人伤不起啊！！！            
(1星)	 烂片一部……            
(4星)	 好吧。我承认我看 了这部纠结的片子。虽然拍得很多地方都露馅了。但是确实还是蛮想看的。            
(2星)	 我妈我外婆可喜欢了~            
(1星)	 我给开场音乐加颗星!!            
(1星)	 毫无疑问 作为喜剧吐槽片它是相当的成功！！！            
(NA)	 该爱的人。该恨的人。一切到底是该爱还是该恨。            
(3星)	 山寨的很冷门，才有了如此高收视率~配音有些接受不了            
(4星)	 嗯 看古龙剧的时候 觉得秋瓷炫这女人很特别 嗯 看完诱惑 这个“觉得”没变～            
(3星)	 我有陪看电视剧的潜力和耐力。。。。            
(1星)	 男主眼神很呆，跟角色切合完美，凭这点给你一星。            
(3星)	 整个故事情节编排的太慢了。演员到还是不错，喜欢宝莲，O(∩_∩)O哈哈~。真的高珊珊拍完电视 应该很累，一直在咆哮，基本没有什么正常情况。最讨厌世贤了，诺如无能花心的男人，演的那么逼真估计是本色演出，讨厌他——凌潇肃！！！！！            
(NA)	 打发时间...            
(3星)	 我和妈妈一起看的连续剧- -！            
(4星)	 最后几集很感人 自己过得幸福最重要            
(3星)	 哈哈哈 完全因为凌潇肃。            
(1星)	 廉价的盗版碟也不能吸引我的兴趣...            
(3星)	 （一）这部剧集分上下两部，我大概是从下部才开始看的。女主角品如悲惨的婚姻遭遇再到后来改头换面的复仇，是整个故事的主线，也是吸引观众眼球的地方。（二）越看越觉得品如漂亮，她在戏里面的职业装也很多很漂亮。（三）很喜欢品如在蜕变之后的坚强、自信和美丽。            
(3星)	 照片P得呀，太不专业了。。。            
(2星)	 让人纠葛的爱情故事，以及乱七八糟的阴谋阳谋就是一场策划好的复仇故事，且又是一部万恶的翻拍。。。            
(2星)	 咆哮的力量！！！！！高珊珊最高！！！！！！            
(1星)	 看了几集；给出一句评论：女人何苦帮着男人为难女人             
(3星)	 断断续续看的，却也能掌握剧情……是不是可悲呢，编剧们。            
(3星)	 是我从头到尾看过的最长的电视剧吧,七十多集......多好的片子也不能拖太长了            
(4星)	 论文时好消遣~            
(5星)	 good            
(1星)	 真是看不下去，完全看不下去。我本是一个很宽容的人呀。            
(3星)	 这部山寨得还行……            
(2星)	 妈妈说这是一部打发时间，还可以一边打着游戏的好戏，我们要有耐心和毅力以及恒心慢慢的看下去，但我就纠结了究竟是诱惑呢还是欲望？~            
(4星)	 参照。妻子的诱惑            
(1星)	 咆哮姐、、、、            
(1星)	 一星给主题曲~老姐老是看湖南台，我悲催了            
(2星)	 山寨就是山寨，除了剧本山寨韩国的，最恶心的是偌大的一个制作方，还拿出那么几部山寨机出来。太恶心了。            
(NA)	 这才是韩剧，这才是棒子文化，湖南卫视V5            
(5星)	 我觉得拍的不错，虽说是跟妻子的诱惑一样，但人家也说了是翻拍的。我觉得演员演的都不错，李彩桦演的艾莉很好            
(5星)	 呵呵！满好看的！虽然和韩国的差不多，但是秋瓷炫演的好好的！超级喜欢她            
(1星)	 各种假，尤其是那个凌潇肃，快吐了我            
(NA)	 我们班一同学那时候正好在上海，碰见了剧组，被拉去跑龙套，在电视里面还看到他了，好巧啊露脸了露脸了哈哈哈哈哈            
(1星)	 看到里面的衣服有线头            
(3星)	 跟着对面床断断续续看完了            
(3星)	 小三很出彩。电视剧很悠长～男人们疯狂抱怨：再演不完，我都要疯了。剧情很复杂。人物关系更复杂。错综纠缠的仇恨最终还是一笑泯恩仇～这是各国电影电视剧亘古不变大结局，看来东西文化在某些方面是可以达成一致的。            
(NA)	 一个女人应该做的就是不断的使自己强大~因为并不是每个人都有重生的机会            
(3星)	 没什么不好承认的，我看了，因为迟帅看的，一般吧，除了这个剧太长了以外都还好。            
(3星)	 为所有爱执着的痛~为所有恨执着的伤~又有新神曲可唱了\(^o^)/~            
(NA)	 我对大陆的山寨能力表示崇敬，连演员的长相都模仿韩剧            
(2星)	 洪世贤用的iphone6吗？            
(3星)	 不好看            
(2星)	 翻拍也得有诚意            
(3星)	 山寨的很呐 还是跟着芒果台看了过来            
(NA)	 -。-跟着我妈……            
(3星)	 很佩服湖南台的宣传力度，还有片头的剪辑            
(1星)	 简直就是垃圾剧！！多的不说了 你们总之 懂的             
(3星)	 剧情太慢             
(NA)	 哎……善良的女人到什么时候都是如此！！            
(3星)	 当大街小巷都在放“为所有很执着的伤”。。所有人都在看的时候，我也沦陷了。还是被我看完了。居然还哭的很伤心。囧。豆瓣很多人真装B。明明全部看完，还要表现很文艺的骂，那你为毛还看啊？真是的            
(2星)	 我再一次听了一部连续剧            
(2星)	 这是多有才的一部剧哦！膜拜芒果台！            
(3星)	 在豆瓣这个地方，在外面越是吵得越好的片，在这绝对被喷激得一文不值，怎么说这片完完全全是因为内地没出现这样的题材的电视剧            
(3星)	 没有看过原版韩剧，不过真的是太山寨了，不说照片神马的去P了，剧情好像很多漏洞呀，正常人不这样吧，不说了，哈哈，，姐还为此熬过夜，累死了不值。            
(NA)	 其实我真不想看来着，可每天跟奶奶一起等，等的我都看完了            
(1星)	 尼玛丹丹没事在寝室看这货啊。。。。。            
(2星)	 呃....这个是陪我爸看的            
(5星)	 为所爱执着的痛为所有恨执着的伤~~~            
(2星)	 凌潇肃跟面瘫似的            
(1星)	 妈呀。。。。光配音足以天雷滚滚            
(3星)	 太长了。。。            
(NA)	 最痛恨背叛了。            
(2星)	 拍这么长您又是何苦！！！无数狗血的情节让人难以接受！唯一可以借鉴的就是品如华丽变身后的造型，一套套美丽的OL装！她还是适合短发！哦对了，那个尚恩小男孩简直太可爱了！            
(NA)	 哈哈~~这都有~~我是来看大家评论高珊珊的~            
(3星)	 好蠢的小三，女主后面的复仇也太狠了吧。前期的悲剧也有自己的因素在啊            
(NA)	 虽说干的好不如嫁得好，但是女人一定要有立足这个社会的能力。            
(3星)	 看的实在是辛苦            
(2星)	 快进都看不下去了            
(3星)	 前半段看着急 因为期待品如的转变而继续中间段看着爽 喜欢看品如强势的摸样 迷人后半段看着无聊 就像鸡肋 只能继续到结束            
(NA)	 要报复就报复个彻底，才够痛快，呵呵            
(4星)	 虽然都骂，我觉得还挺好看的。别国产拍点啥都骂            
(4星)	 我还挺喜欢凌潇肃的，晕。。。            
(2星)	 俊男美女的闹剧。            
(2星)	 跳着看，也不够浪费的时间            
(3星)	 山寨+狗血            
(3星)	 没那么难看。            
(5星)	 很精彩，不过看完了也够纠结的~            
(4星)	 儿童不宜啊            
(NA)	 太冗长了 情节俗的看不下去 为什么大陆一定要拍这种不教人学好的电视剧呢 就不能写点让人积极向上的故事情节吗 不是第三者就是第三者..            
(3星)	 看这部电视剧我是从，品如开始复仇的时候开始每天都收看，我并不是因为电视情节而关注，而是因为凌霄肃，呵呵。。。一句话，我力挺大姚，相信一切小三终有报应，一切出轨的男人更是不会有幸福的人生。。。            
(4星)	 看得撕心裂肺的            
(2星)	 也许是因为家庭主妇爱看吧            
(NA)	 不打星了！！我真的觉得是够了！！真的够了！！主题曲颤抖吧！！为所有爱执着的痛！！为所有恨执着的伤！！            
(3星)	 打发时间还不错！因为够狗血！            
(4星)	 这个其实还不错的，虽然韩国拍了再先            
(1星)	 我纯粹来打个低分！            
(2星)	 好吧，其实我也看这种狗血剧，而且韩国版也看过。。。。            
(2星)	None
(2星)	 比裹脚布还长            
(2星)	 像韩剧或台剧的大陆连续剧            
(2星)	 怎么说呢，不是人物演的不好，剧情真的忒那个点~            
(1星)	 彻底无语了...&gt;.&lt;   拍成这样 还有人看  就像我， 边看边骂  哈哈~~~~            
(1星)	 又长又臭的，凌潇肃就是一面瘫            
(1星)	 又雷又假            
(3星)	 这电视把我妈迷得晚上十二点还不肯睡觉！芒果台真有你的，翻拍好轻松            
(3星)	 烂东西 终于他妈出完了。。结局真狗血。。            
(3星)	 品如不太会演戏            
(2星)	 翻拍的很奇怪，很零碎。感觉像在看一个个片段。反正，很雷人。还是看妻子的诱惑吧~~~那个经典多了            
(1星)	 还真是极致了 那脸还能再假一点吗 非常烂啊！            
(3星)	 真是……华丽丽的山寨，狗血的剧情，咆哮的精神病女。OH NO            
(NA)	 男人太经不起诱惑了。。。。女人变起来也很恐怖。。。            
(1星)	 為了我的一星而存在的~~哈哈哈哈！            
(3星)	 ╮(╯▽╰)╭摊手，如此吐槽点众多的片子肿么能不看呢。简直是让人欲罢不能啊。真是恨不得给五颗星。噗噗噗噗噗·····            
(3星)	 我居然看完了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(1星)	 不解释            
(3星)	 有点儿长            
(NA)	  出现了很多双卡双待的手机 哈哈            
(2星)	 看见片头“本故事纯属虚构 如有雷同实属巧合”，我就开怀大笑~            
(2星)	 狗血剧，看个乐呵。可是演员的演技。。也太不给力了。迟帅明显对女主不来电，凌潇肃的科班出身是开玩笑吧，演的最好的竟然是李彩桦。            
(2星)	 很扯。。            
(NA)	 其实我就看了最后一集。真的是太坑爹了啊。            
(3星)	 最大的感触就是女人要活得精彩~~~要有自己的事业~~~            
(NA)	 事实证明人只有在非常凄惨时的潜力是 无穷大的            
(3星)	 中国人的心眼都是跟韩国人学的吧。。啧啧            
(4星)	 很值得思考            
(4星)	 这种翻拍韩剧的长片大概很不受豆瓣人的待见吧，可是我真觉得这部剧比起湖南台自制的那些个雷剧要好得多了，可见大陆就算翻拍别人，只要不是湖南台搞的都还是可以期待一下的。而且秋瓷炫演得很不错，喜欢她蜕变以后自信满满的样子，女人就是要这个样子。            
(3星)	 想看&#34;现世报&#34;,烂PS,山寨IPHONE的童鞋们都来看吧~~~            
(2星)	 拖拖沓沓的 总算是看完了            
(1星)	 啊啊啊啊啊啊啊啊啊啊  老婆逼我看完的阿            
(1星)	 确实烂 但我还是看了~难道是女人的八卦本性 哈哈            
(2星)	 回家无聊的时候看了下            
(3星)	 剧情狗血且漏洞多，八过里面的衣服还蛮好看            
(3星)	 对于芒果来说，已经算不错了。一边做设计一边听剧情还是可以治困的            
(2星)	 虽然剧情很慢很差，但依然让我坚守每天晚上都看，神马状况？看来国内电视剧真的太差，实在是没什么好看的。            
(1星)	 看到妈妈都要吐血了。编剧的生活可能太无趣了吧，搞出这样的狗血剧！！我呸！！            
(3星)	 这个电视剧完全照搬了韩剧的模式 用了韩国女演员作女主角 长相酷似韩国人的凌霄肃作无良的负心汉 我觉得电视剧唯一的亮点确实李彩桦的选角 她演漂亮的第三者再合适不过 不过 凌霄肃的表演确是差了点~总体来说 还是韩剧《妻子的诱惑》好看            
(3星)	 它神奇的地方在于 狗血到一沓 我仍然追完了            
(3星)	 原版的编剧，音乐5颗星，整部剧里的山寨道具和凌某某的烂演技减2颗星~            
(NA)	 快捷键翻完的，狗血烂片。            
(1星)	 世纪大烂片！！无聊的人看的。。真是应了那句话了，烂片自有烂人看。。            
(1星)	 怎一个烂字了得~            
(NA)	 我居然把它看完了。。。捂脸            
(2星)	 我竟然还追了几集。。！！！            
(2星)	 敢不敢再狗血一点儿！敢不敢看的人再多一点儿！            
(2星)	 编剧在梦游么？能不把观众当傻子么？好歹也拍了这么多集，好歹也找了这么多腕儿，能不那么马虎闹眼子么，能不把观众当纱布么？我就想看复仇女主奋起的造型（只想看造型！！）……要不是老妈在旁边，我一小时就能把这大几十集拖完了……            
(1星)	 厄  没啥可说的，可以给0颗星不            
(2星)	 好狗血...            
(3星)	 山寨到底            
(1星)	 真的很难看。。。。            
(1星)	 不伦不类            
(3星)	 看了快乐大本营的回家诱惑的那期、于是简单的看了些剧情。然后看了点最后结局、、、几个人关系忒复杂了点吧、、            
(3星)	 俺迂腐了，快结束的时候看的快哭死~~~~            
(1星)	 這世界什麽人都有            
(NA)	 一直想不通为什么一边被烂片一边收视率还这么高            
(NA)	 哈哈哈哈哈哈神剧啊~~~            
(NA)	 为我看过这个感到无语。。30-33集。            
(1星)	 看完我都鄙视我自己了！你为什么会看这种电视剧！？            
(2星)	 将狗血演绎的淋漓尽致！            
(1星)	 什么狗屎电视剧…            
(NA)	 看过一部分            
(2星)	 大家都在追，我怎么能不随波逐流一回呢。剧情真狗血啊，找不到一个词来形容了。            
(NA)	 纠结的剧情，被学姐称为大妈片            
(1星)	 看了半集就崩溃了……            
(1星)	 见过烂片，没见过这么烂的；剧情有狗血的，但还没这么狗血过的！一刻钟也受不了！            
(4星)	 这恐怕是近几年来完整看完的电视剧了，都是阿孟天天在我们房间看，跟着看完了，最后结局我居然拍手了，跟宝莲一样弱智的表情，好粗俗的欢乐感。            
(3星)	 看到50集弃了，复仇那段真好看啊            
(NA)	 看得人很是蛋疼            
(3星)	 满是bug的剧情，边看边骂，情节太过跳脱，尤其是那些ps的照片，真是侮辱……            
(1星)	 芒果台每早8点。= =我嚼着演高珊珊那个女的怎么那么欠抽，我看她一眼就想去扇一巴掌他婶的= =整部片子就是一群怂B在磨磨叽叽。            
(3星)	 下部比较好看            
(1星)	 很想知道高虹和恨恨有啥关系            
(2星)	 2222222！！！！！！            
(2星)	 为什么我还断断续续看过不少集这个电视剧！！！！哪有那么空虚啊！！！！！做着作业 为了不太无声 开着电视看回家的诱惑的孩子伤不起啊！！！有木有！！！            
(1星)	 这是一部怎样的神剧啊,前无古人.            
(5星)	 额 挺好的             
(3星)	 其实抛开BUG比较多和剧情比较囧的韩国编剧，抛开山寨来说，演员演技都很不错啊，至少这是我除了还珠之外比较能看的进的芒果剧了。李彩桦真的太漂亮太妖媚了，演坏女人每次都让人恨得牙痒痒。女主就是恋香那个女主哦~凌某人是演技最烂的一个，迟帅还是蛮帅的~            
(3星)	 没有看过《妻子的诱惑》，但看这个吧，我只看了品如报复的那部分，觉得扮相还是挺漂亮的，喜欢这种把失去的抢回来的人。            
(4星)	 我就很纳闷的了，明明是这么老套的故事情节，可我却楞是60集看下来了。。。            
(NA)	 好好看哦！            
(2星)	 我是有多无聊啊            
(2星)	 我只能表示，这种电视剧在中国有着无比宽广的市场，加上凌霄肃的那点事。想不火都难            
(3星)	 大脉络还是好的，有的地方坑爹啊。。二点五颗星            
(3星)	 就这样了            
(3星)	 陪老妈看完了···            
(3星)	 咆哮姐印象很深            
(1星)	 高珊珊才是真正的咆哮影后！！！！！！！            
(1星)	 狗血剧 打发时间            
(NA)	 我真以为是韩剧。。            
(2星)	 雷得外焦里嫩。。            
(3星)	 看完了，还可以~~结局虽然突兀，但是很感人。            
(NA)	 凌潇肃的好男人形象啊- -            
(3星)	 整个就是一个讽刺剧，各种讽刺！男人的懦弱愚蠢，女人的愚昧不择手段。            
(4星)	 哈哈~~            
(NA)	 忽略中间的40集，直接看结局哈哈哈            
(3星)	 冗长，狗屎            
(1星)	 陪老妈看了最后两集。完全的抄袭，演员还难看。            
(2星)	 毫无逻辑，本来应该是1但是却有一种让人欲罢不能的瘾头。。。估计是想到底有多雷！！！            
(3星)	 别说我俗，，都是假期，，都是娱乐，，打发时间完全没问题的电视剧呀~~            
(1星)	 如果可以给半颗星的话，我还真想给半颗星。没见过这么懒得导演和编剧了，既然一点不差的照搬原剧情，那不如看原版算了，真把观众当脑残？            
(3星)	 本色出演 哈哈哈            
(3星)	 无语了，迟帅；无语了，现在的电视；无语了，这么紧张的时刻我居然在看电视剧。可是有的时候人就是需要看这种无聊的电视剧，所以称之为肥皂剧。            
(1星)	 2011.4.3 跟在我妈后头看的，狗血！            
(2星)	 很做作            
(3星)	 我真就坚持把它给看完了⋯⋯TAT            
(2星)	 丑死了，一个个的            
(NA)	 表演太夸张            
(2星)	 实在不知道应该给几颗星。看在我居然追着看完的份上还是手下留情吧。。。            
(2星)	 湖南卫视的电视剧收视就是那么高，边看边骂，很爽。            
(3星)	 呃..虽然很山寨..但是其实还可以的..            
(1星)	 最毒妇人心？还是男淫都是淫的，贱女都是贱的？            
(3星)	 虽然是山寨.特别是手机.但是我的确是感觉无论是演员的长相还是故事的简洁度,都比韩国的更胜一筹            
(NA)	 不喜欢翻拍，不过还是喜欢有仇必报和罪有应得的剧情            
(1星)	 纯属陪妈看，我知道姚晨为什么离婚了。。。            
(1星)	 真的是没有最烂 只有更烂 这么狗血的剧我竟然坚持看了下来            
(2星)	 极端 人性 总动员~            
(3星)	 大部分都没看，只是看了结局罢了。。（结局很HAPPY，除了纠结还是纠结。。）            
(1星)	 一帮精神病            
(2星)	 哇哇哇哇！！！！！ 编剧真可以。= =            
(2星)	 剧情很狗血~~演员么，迟帅不错，林品如她哥哥也还好，其它的都看不顺眼~            
(3星)	 …………………………            
(3星)	 好像人人看这部剧最想看的就是女主转变的那集 看下男主是怎么被虐的 果然啊 人的心理啊……            
(3星)	 我去，这片子是这么多年以来为数不多的傻片。可我也不知道为啥边骂边看就挺下来了。            
(5星)	 不错啊，除了凌潇肃，其他的演技都很不错啊，也看过韩版的，但相比之下，中国翻拍的更容易接受与理解不是吗？。而且，也没那么啰嗦。看看就好了，哪来那么多批评与讽刺。            
(5星)	 就没有林品如这么惨的女滴！            
(NA)	 洒狗血的翻拍剧            
(3星)	 看了这个实在是受不了结尾~~            
(3星)	 翻拍翻拍。还有就是。。。。妈呀，总算完事了。。。抻死人了            
(4星)	 要不是翻拍的就更好了            
(4星)	 凌潇肃真是本色出演？？？            
(2星)	 我是在办公室无聊看完的这部剧，我想说的是凌霄肃就他妈一垃圾！            
(4星)	 啊 死了 坏女人死了 坏男人死了 还是同一片海 终于诱惑完了            
(2星)	 凌潇肃的演技真是不敢恭维啊！！！            
(4星)	 学点经验。哈哈            
(5星)	 与秋瓷炫擦肩而过，多年前，曾断断续续看过她主演的恋香，无奈每次看到的画面都是彭于晏。。。。。            
(2星)	 只剩下李彩烨的演技了            
(1星)	 山寨，演员也不咋的~那凌潇肃真是演员吗？演技好差。。。             
(2星)	 拖拖拉拉 其实想说李彩桦演的真不错 正牌高珊珊太疯狂了！            
(1星)	 天雷滚滚…            
(1星)	 垃圾狗血片            
(5星)	 我估计韩国原版更给力一点。            
(4星)	 ……终于看完了，狗血到啊            
(3星)	 不想看就不要看 一旦开始看就想看完            
(3星)	 妹的 还不如两年前我娘看的原版好看            
(NA)	 结局很狗血，从哪来那么好的男人重新爱你            
(1星)	 中午吃饭的店里总是放着这个台的电视剧            
(4星)	 从30来集开始看。看了20来集。不得不说复仇感夹带美丽优雅高贵还是很乐意的情节的。如此浮躁的社会和人心不是么。尽管凌说话总是一个腔调，艾利理直气壮仿佛全天下都欠了她的小三感，以及秋的发型和服型，让收视彪了。            
(NA)	 俩优秀女人都有病啊，看上这种吊儿郎当、游手好闲、不求上进、不务实事、拈花惹草的富二代！！！            
(3星)	 没完没了的折腾。。            
(1星)	 和妈妈一起看的。没完没了            
(3星)	 无聊的消遣            
(3星)	 艾利是可以徒手穿越认识一个小区，办公楼，很牛B的人物；凌潇肃，戏如人生.演的就是他自己            
(1星)	 狗血            
(3星)	 整体不错，但结尾太烂了            
(3星)	 太过拖沓，1集的剧情能给放大到5集……还有各种漏洞。但是复仇的那段看的还挺爽~            
(NA)	 看得很纠结，很痛苦，再也不会去看第二遍去接受这种煎熬~            
(2星)	 实在是太墨迹了。磨时间用的吧。狗血。            
(3星)	 凌潇萧你完了！估计戏路以后就这样了            
(NA)	 结局要不要这么狗血...            
(3星)	 抛开那些幼稚女人过激行为和斗争，我以为有些东西还是可取的……吃饭加休息神马时间速度的看了个大致。话说，我看的是有73集呢，这里怎么标的是60？            
(NA)	 女人本来想过的简单 男人不甘心夜夜守着一个人            
(NA)	 我是真喜欢没用的女人后面变的很厉害又漂亮这种傻叉桥段呀            
(1星)	 剧情抄袭还木有帅哥美女养眼            
(3星)	 巨狗血无比，我居然还看了。            
(3星)	 向凌霄肃的本色演出致敬~终于拖拉拖拉的结局了            
(2星)	 狗血狗血狗血            
(1星)	 活生生的模仿别人的，有什么意思。。。 看了几个片头实在受不了了            
(2星)	 在宿舍无聊蛮看了、结局真够老牛拖车的　怎么播都播不完！            
(5星)	 那些看过的又打一分的何必呢，介又不是电影要等你看完才知道你被骗了，藕打5分，因为姐在异乡的晚上有它唱催眠曲~            
(3星)	 不知道什么时候才是真的大结局，等的辛苦啊。。            
(3星)	 闲着没事看看还是不错的~~            
(4星)	 完全冲着老姚那个什么去的。            
(3星)	 韩剧翻版 抓住像我这种大妈级的眼球            
(4星)	 看的时候一边同情品如一边痛恨艾莉看到最后流泪了 很多感动原来原谅是一种救赎            
(3星)	 2011-03-31 很俗很狗血但够搞笑 在我看来全然就是间谍片+报复剧+yy片 芒果台果然会吸引眼球 若不是大力吵着嚷着要看 我才不会瞥一眼 看了几眼后发现真搞笑 亏得大力还边看边哭-_-|| 风格倒是比纯大陆好看 【贼雷人 搞笑剧】            
(2星)	 贱男+疯癫女            
(NA)	 跟随大众的潮流走=。=            
(2星)	 雷死人不偿命的裹脚布电视剧。。。            
(3星)	 一部狗血到不行的山寨版电视剧，但就是每天占据了我两个小时，只为看帅帅的男二号咆哮。难得一部男二号获得女一号芳心电视剧，难得难得            
(1星)	 又臭又长~！            
(NA)	 看过整部片子，觉得整部影片还是有卖点的，就是故事情节。但是演员的演技很不好看。观看整部片子的时候我想起了大学时我们专业课老师的一句话：“表演不是把全部的内容说出来”。而这部片子就是全部都用台词把事情交待出来，就连电话无人接听都是演员在“自言自语”——“不接我电话”.......            
(3星)	 chi shuai  haha            
(5星)	 看的我相当揪心            
(1星)	 芒果台让人愤怒，最气愤的是，知道大家都想看大结局，偏偏从倒数第三集开始就在每晚的第二集才播，想让观众把下一步电视剧也看上瘾，继续高收视，做梦吧，索性大结局也不看了！！！让人郁闷的烂芒果！还大结局前篇，后篇！山寨，无力~~~            
(1星)	 这辈子看过的最弱智的电视剧，真想把芒果台从频道列表里面删掉            
(1星)	 媳妇看的是真上瘾啊 看了一集 又臭又长  所谓的豪门原来如此山寨 不愧是山寨台出品            
(3星)	 我把这片快进着看完了            
(1星)	  凌潇肃   一星            
(3星)	 没事别瞎领养，这是会种恶果的。            
(3星)	 陪我妈看 还凑合 没那么差 豆瓣有的人太装逼 不看就给1星 请你看完再给1星             
(3星)	 凌霄肃。。。。你演的能再假点么？            
(NA)	 秋瓷炫。            
(NA)	 怎么还不结局，电视剧就这样，越到最后越纠结            
(4星)	 女人与女人的战斗最有看头            
(4星)	 好励志～！            
(2星)	 看在是湖南台播的电视剧，就给两颗星吧。            
(2星)	 其实，我很疑惑，为什么艾丽能在开始的时候可以处心积虑拆散世贤和品如，而在结婚之后就突然EQ直线下降变成另外一个人了？当然这是剧情需要，报复的需要吧。。。我们同情品如，可是人世间大部分的品如，她还会是以前的品如。。。这种麻雀变凤凰的概率，好小，却很戏剧，就像中了大奖一样如此不同            
(NA)	 苦情戏一般都会有个美满的结局。李彩桦的演技真实实力派。            
(1星)	 其实姐也爱虐自己 有没有 必须看              
(2星)	 结局很狗血有没有            
(NA)	 很纠结~            
(NA)	 最后结局回归美好            
(1星)	 山寨中的战斗机。。。。。            
(4星)	 狗血且吸引人            
