http://movie.douban.com/subject/3198015/	绯闻女孩  第二季 Gossip Girl Season 2
(3星)	 我对这种剧目的热情到第二季基本就烧耗殆尽了。            
(4星)	 一看就对上了眼儿            
(4星)	 大爱Serena~~大爱Chuck~~希望他们都可以幸福~~            
(5星)	 you know you love me            
(2星)	 第二季在胡扯些什么            
(4星)	 第二部更吸引我            
(5星)	 Edward Westwick 新欢 哈哈            
(3星)	 太乱，，到最后每个男女都排列组合一圈也就弃了~            
(1星)	 除了华服，还有什么？            
(3星)	 营养成分不足，就在第二季断了吧，喜欢口音什么的都构不成动力了            
(4星)	 关系不是一般的混乱            
(4星)	 这结局还不错            
(4星)	 All for Blair,All for Chuck~            
(4星)	 除了dan,其他人我都还可以，当然爱的人还是s和她弟E，他们真是心头之爱呀            
(3星)	 整个一排列组合杂交肥皂啊            
(5星)	 三就不想看了，以后没事的时候补吧            
(5星)	 一如既往的爱美剧。。。            
(4星)	 人物关系越来越乱...衣服照旧很美...            
(4星)	 看美人美衣美妆去的……而不是纠结的情节……            
(4星)	 S2喜欢Chuck和Blair……            
(4星)	 喜欢恰克与布莱尔的爱情            
(4星)	 大家一起乱。            
(4星)	 嗯各种乱搞，中间被我搁置了一段时间，后面几集很好看。我应该去勾搭冯钰筌，然后唱扫里扫里给周雨霆听，接着继续握握手好朋友。对么。            
(5星)	 美剧第一。            
(4星)	 觉得比第一季好看~            
(5星)	 很好看，最喜欢s了            
(3星)	 没什么突出的一季            
(3星)	 最不喜欢看的一季，但结尾给力啊~            
(NA)	 混乱            
(NA)	 终于b和c在一起了            
(4星)	 乱的很~越看Dan越猥琐            
(4星)	 四星给在大部分服饰和配饰上，收藏图片无数。            
(3星)	 第二季最虐            
(4星)	 养眼养眼～            
(4星)	 Chuck你是全世界最坏的男人，但是我就是爱你。            
(3星)	 没多大意思，看别人骄奢淫逸，看自己衣衫褴褛。            
(3星)	 一季不如一季。            
(3星)	 Dan为什么要和那个女教师搞到一起。为什么？大大的破坏了在我心里的形象。            
(4星)	 永远忘不了第二季1、2集。从这两集开始看GG的。            
(NA)	 Sorry，觉得很怂            
(5星)	 i love chuck bass            
(2星)	 好狗血。。。。。            
(4星)	 造型有加分....如果不是造型 早不看了             
(4星)	 我只觉得乱 越来越乱！            
(3星)	 情节的脆弱不能掩盖其画面的养眼，这部片子向我生动地展示了如何排列组合，一起皆有可能~~            
(2星)	 ……不是喜欢的类型，里面没我喜欢的人。            
(4星)	 每个主角都和另一个异性排列组合            
(4星)	 这季从剧情服装上来讲还是不错的...            
(5星)	 CHUCK！！！            
(3星)	 两星半。。            
(4星)	 好看            
(NA)	 跳看            
(3星)	 第二季是四季里面最乱最不吸引人的了=3=            
(4星)	 都睡高了            
(NA)	 時裝英語片：）            
(5星)	 阿品搭瓦不切实际瓦欢系爱看。            
(4星)	 太乱了，不知道这样的生活是什么？            
(NA)	 乱            
(3星)	 就是反复交换BFGF的故事，实在看不动了==            
(4星)	 开始喜欢chuck~            
(3星)	 我还是稀饭D和S在一起。。。            
(5星)	 because I&#39;m Chuck Bass.            
(3星)	 纠缠不清的絮            
(NA)	 &#34;the cw&#34;网站上面有看            
(4星)	 B &amp; C 大爱            
(5星)	 各种复杂的关系。。            
(4星)	 开始混乱。。但是。。还是喜欢S。            
(NA)	 nate被dutchess包养了            
(5星)	 等的應該就是最後那集C對B說的我愛你了！            
(3星)	 GG是從這一季開始混亂起來的。            
(4星)	 Queen S!!            
(3星)	 。。。太乱了。。。            
(4星)	 看看帅哥靓女的奢靡生活，对比自己活得很健康。            
(3星)	 这一季简直就是各种胡搞，各种乱伦，混乱狗血的剧情。唯一庆幸的是B和C能最终能携手在一起，冲这个也得多打一星。            
(4星)	 看完之后，巨爱C。。。            
(NA)	 B 和 C 才是王道。            
(4星)	 看了一季再看第二季，推荐值会下降些            
(4星)	 B和C的爱情终于有了着落，不过呢，就是冲着乱才来的，看这个剧，认真你就输了            
(4星)	 i like B &amp; C            
(3星)	 情节越来越扯，我看不下去了...            
(5星)	 glad to see BC finally got together            
(4星)	 这一季爱上了Chuck和Blair            
(2星)	 看了几集就受不了了            
(NA)	 08年看的时候还没有那么多人爱着它~~~我系追随者 我自豪~~            
(5星)	 大爱 B&amp;C............            
(4星)	 chuck和Blair的爱情，真让人嫉妒！            
(5星)	 Nate已经变成路人了吗??.........            
(5星)	 快毕业吧，毕业了，就是个新的开始。            
(2星)	 混乱            
(4星)	 混乱.            
(3星)	 这季NATE让我失望了。。            
(4星)	 编剧给力。            
(NA)	 终于看完了第二季，blair等到了，不知道我什么时候才能。。mr. wonderful, miss u so much..            
(4星)	  I love Chuck Bass.                                                 XOXO Gossip Girl.               
(5星)	 值得一看。            
(4星)	 开始混乱起来了。。。。            
(5星)	 已经开始纠结了            
(4星)	 van der Woosen一家的女人都很喜欢~            
(3星)	 关系还能再混乱一点吗。            
(NA)	 各种睡，各种乱！            
(4星)	 多出来的一星是给令人眼花缭乱的华服的~~~~~            
(3星)	 越看越喜欢Chuck            
(4星)	 Love Q.B and Chuck            
(NA)	 我只能说 this is life            
(2星)	 越来越乱。。            
(4星)	 X.O.X.O.            
(3星)	 换张海报不行么~~~~~~~~~~~~~~~~~~扣一星            
(3星)	 从这一部里 无数人开始爱上CB啊             
(5星)	 B&amp;C王道！            
(3星)	 老实说我对美国人感情变化之快无从理解            
(2星)	 轮流睡，MB，不好看，憋着看完了，结局倒是喜欢            
(4星)	 那些PARTY真的看起来很挺高级的。越来越喜欢blair和chuck了。            
(NA)	 纠结又复杂的友情。            
(4星)	 没第一季爽了            
(5星)	 CB的最后一幕太有爱了^^            
(4星)	 无语- -            
(3星)	 越来越……            
(5星)	 爱B和C            
(5星)	 Chuck让人又恨又爱啊~~~            
(5星)	 XOXO,GOSSIP GIRL!            
(4星)	 二部也还ok， 越来越喜欢C&amp; B            
(NA)	 i gave it up.            
(NA)	 CHUCK CHUCK AND BLAIR~~            
(4星)	 chuck,chuck            
(3星)	 乱起来了。            
(4星)	 太乱了！里面个个人都可以互搭，晕！不过当看时尚秀还不错，衣服包包都很美~喜欢B和C在一起！早该一起了！            
(3星)	 无聊的互掐与love shuffle            
(NA)	 chuck            
(3星)	 混乱了就- =            
(4星)	 各种混乱的配对。            
(NA)	 看到最后有点欲罢不能，又讨厌乱七八糟的他们的感情世界~换来换去的···喜欢B的衣服风格~哈哈            
(5星)	 龟速追剧            
(4星)	 C和B终于很给力的在ending的时候在一起了            
(4星)	 紧凑的剧情和眼花缭乱的服装            
(5星)	 BC            
(3星)	 第二季最跳槽……            
(4星)	 我勒个去啊 这关系复杂的  第三季是不是都要排列组合一遍啊？            
(4星)	 越来越乱 看不下去了皑皑            
(3星)	 YY的字幕神了。            
(3星)	 没有S1好看，弃了            
(5星)	 关系交错纵横，纷繁复杂，这就是生活，纯粹彻底的生活，出乎意料，而又在情理之中。没有绝对的对或是错，没有绝对的喜欢或是讨厌。我们与他们，稚嫩与成熟，相比之下，差异如此之大。            
(4星)	 后半部分很精彩。人物关系交叉真多。。。汗。            
(NA)	 XOXO            
(3星)	 相较之下还是第一季的情节丰满些            
(3星)	 讨厌这种剪不断理还乱的男女关系，quit            
(NA)	 爱你！gg            
(4星)	 太乱套了 。大爱CHUCK BASS。            
(NA)	 看着Gossip Girl  我一直有看着小外的感觉            
(3星)	 开始无聊了。。。            
(4星)	 乱。。。            
(2星)	 太shallow            
(3星)	 看帅哥美女不如看Veronica Mars！            
(3星)	 主要还是BC吧。。。第二季神马的            
(3星)	 第二季拖了这么久终于看完了，每次电脑响起GOSSIPGIRL这个单词的时候我的室友都会给我中指的浪潮，而且这剧的内容确实比较蛋疼。但最后一幕C和B在升腾的lovelovelove声中拥吻的时候，我竟然有一点点感动= =。我想以后会记得大二上忍受这剧的时光，还有我的B你到底在哪呢~            
(4星)	 xoxo  gossip  girl~大爱~            
(3星)	 时装剧而已。没有美眉校探好看！            
(3星)	 为什么我还在追= =            
(5星)	 J的转变；BC你们也太纠结了 说句I LOVE YOU真的那么难么            
(4星)	 blair和chuck之间好有爱~            
(4星)	 Blair and Chuck is the main attractive point            
(5星)	 各种感动 完全理解不了说它低俗的人             
(3星)	 随机分配             
(3星)	 继续看是习惯，开始有点乱了……            
(5星)	 chuck and Blair            
(3星)	 还是乱，太乱了            
(4星)	 越来越乱。。。BC焦点            
(4星)	 太喜欢了Rufus了。。。            
(5星)	 Love~Love~Love~            
(NA)	 第二部···B和C的发展还是让人觉得有看头的···            
(NA)	 不错！~~            
(2星)	 看到一半真看不下去了！            
(NA)	 纠结的女孩男孩们            
(4星)	 20101114 @MH SH            
(4星)	 纠结纠结 绝对不看第三季了            
(NA)	 第二季已经开始让我厌倦了，就是男女主角配角之间翻来覆去的排列组合关系。权当看帅哥美女漂亮衣服，还有听生活美式英语。            
(3星)	 大爱Chuck            
(2星)	 排列组合的男女关系            
(2星)	 看不下去了            
(3星)	 这季开始滥交更乱了            
(4星)	 B and C finally said they love each other.            
(5星)	 最后，B 和C，太让人期待了。感动            
(5星)	 大爱            
(4星)	 爱她就说出口，虽然真爱不怕消磨，但毕竟青春不多。            
(2星)	 除了乱伦神马搭配都出来了，原来生活中真是有白搭的银啊            
(4星)	 这一季纯粹是为了搞事而搞事。。。丹真是有够成事不足败事有余啊            
(4星)	 只为了chuck and blair 才有继续往下看的动力            
(4星)	 服装仍然是亮点            
(3星)	 主角们的情感开始淫乱            
(4星)	 BC大爱。。就爱他们俩。。为了第二季的结局。。果断不看第三季了。            
(4星)	 amazing            
(4星)	 LOVE THE FASION            
(4星)	 不喜欢这季里的nate            
(3星)	 无敌混乱的男女关系            
(4星)	 排列组合，关系依旧很乱。。。            
(4星)	 又是个落网之鱼。。不记得了，反正就排列组合自由搭配吧            
(4星)	 越来越纯当 欧美风赏析看了。剧情神马的都是浮云~            
(3星)	 NATE~!~!~            
(4星)	 逐渐纠结...            
(3星)	 美女们的故事 折射不出什么意义......            
(NA)	 看烦了            
(3星)	 只是江河日下。            
(3星)	 慢慢的 诡异起来且生拉硬扯            
(5星)	 学英语不错的片子            
(3星)	 我真的不知道该怎么形容这个片子。第一部还OK，第二部就很乱，S几乎和每个男生都睡过，B呢，还在和C纠缠不清。唉，难道爱情真的有那么复杂吗？ANYWAY，其中的时尚因素和上等阶级的生活估计还是会让人乐此不疲的看下去吧！            
(NA)	 乱，乱乱            
(3星)	 路线好像甩远了……我对S小姐D先生有点小无语……然后C先生和B小姐，你们俩太搞了……            
(3星)	 糜乱。。。居然看完了            
(NA)	 男女关系依然混乱。- -  依然还是看完了。。。。            
(4星)	 中断失调，结局不错            
(4星)	 S漂亮 B可爱             
(NA)	 简直爱死后半段了            
(5星)	 最爱！            
(3星)	 开始不正常了。。。            
(4星)	 明显没第一季的好了 但是最后的C&amp;B还是不错的收尾            
(4星)	 感觉乱套了，居然这样都能上大学，国内的人真是要集体自杀了，拼死拼活考的学校还不如人家的有名            
(3星)	 chuck长大的一季            
(4星)	 混乱            
(NA)	 很有心得的教材～            
(4星)	 真够乱的            
(NA)	 爱情真谛            
(NA)	 Westwick算是人云亦云三人成虎于是就这样“被”红了的典型            
(4星)	 纠结= =...            
(4星)	 怎一乱字了得            
(3星)	 人物关系越来越乱，怎么看都不像一帮高中生⊙﹏⊙b汗            
(NA)	 乱搞。。。。哎，不过还是喜欢S            
(3星)	 第二季~我对他们的关系很崩溃!~`            
(3星)	 编剧把事情变得很纠结。其实喜欢这部甚于第一部，因为很喜欢Chuck，他和Blair真是让人欲罢不能的一对啊~~还是喜欢L&amp;R。S的笑真是令人怀念啊~~结局我很满意~乌拉~            
(3星)	 编剧开始鬼扯，笨Dan again。            
(5星)	 I&#39;m chuck bass...            
(3星)	 我还是过我的小生活。            
(2星)	 笑而不语~            
(5星)	 持续八卦中。            
(5星)	 第二部算是还不错吧。。。。我钟爱的Chuck。。。。但是别再瞎折腾剧情了            
(5星)	 持续乱            
(4星)	 Chuck很伤… C和B的爱情让人看得好揪心啊…!!            
(4星)	 B!!!!My queen!            
(4星)	 這一季很不錯~            
(4星)	 chuck有魅力，但还是nate帅            
(3星)	 goosip is just goosip.            
(5星)	 Shit，你还可以再乱一点。。。            
(3星)	 终于看完第二季了...chuck &amp; blair 终于在一起了..咱就死活都不看三四季了...免得应验gossip girl 说的..上帝让两个人在一起..就是为了要拆散他们...哼...咱不看不看不看``            
(5星)	 B&amp;C终于在季末走到了一起！真是一个温暖的结尾~~~            
(5星)	 乱...但还是不停地追...CHUCK BASS!             
(3星)	 第二季开始变虐            
(NA)	 就是这一季，让我深深爱上了B&amp;C~~~            
(4星)	 无论怎么讲，它让我的无聊日子稍微有趣了点            
(3星)	 呃呃呃呃            
(NA)	 开始排列组合……            
(2星)	 实在混乱的看不下去啊。。。            
(4星)	 越来越喜欢C了。。。            
(NA)	 4            
(NA)	 混乱的上东区。            
(3星)	 看点在于，女的如何让男的说three word, 8 letters            
(3星)	 看到后面 就有点想不起来之前的情节啊 人物啊 都是什么来着了。。            
(4星)	 一直追着着看的。            
(4星)	 just think Chuk Bass is like somebody.I hope that  the ~~ship who and who  is like Vanessa and Dan             
(4星)	 在这里完结了就好            
(3星)	 Humphrey家的两男人是有多讨厌。LG广告嵌得好，可手机很掉价~            
(3星)	 两情相悦的就必须得纠结，好聚好散的也频率太高了吧？后两季也是这样的么？演员之间的关系就像是数学里的排列组合！但是B&amp;C...究竟会怎样？            
(4星)	 好乱的关系            
(4星)	 小圈子范围所有男女的排列组合            
(2星)	 好朋友的男朋友跟自己的姐姐妹妹自己的姐姐妹妹跟好朋友的男朋友搞来搞去不亦乐乎到底谁是谁的男朋友啊啊啊啊啊啊            
(4星)	 chuck bass            
(3星)	 没有激情了，B&amp;C the only passion.            
(3星)	 已经是排列组合趋势, 从这以后再也不看了...            
(NA)	 喜欢那种我所没有的敢爱敢恨的青春            
(4星)	 越到后面越是峰回路转！！！！！他们也是2009年high school毕业的...不跟我一样！？！！？！？华丽丽的灯红酒绿upper east 的生活            
(4星)	 感慨片中人敢爱敢恨，在我们看来有点乱伦的感觉            
(3星)	 就看看~            
(3星)	 哎···有点不知所云。。。            
(4星)	 BC，在一起吧，在一起。            
(3星)	 看不下去了。。。。            
(3星)	 就是看看他们的漂亮衣服~            
(4星)	 混乱的淫乱·········            
(4星)	 继续混乱            
(NA)	 渐渐的开始不喜欢NATE，BLAIR &amp; CHUCK 告诉我们什么是TRUE LOVE            
(NA)	 从这季初开始喜欢chuck~一直到后面~            
(4星)	 love N&amp;S            
(4星)	 排列组合            
(2星)	 真是...烂            
(5星)	 CB终于在一起了！！！            
(3星)	 一季不如一季，这季拖了不知道多久才看完了，看到后面一点耐心都没了chuck不是混蛋，最混蛋的其实是dan也奇怪，chuck滥交那么多也不讨厌他，dan出轨就很有怒火            
(NA)	 非常寒假。chuck和b的游戏。喜欢chuck的声音。            
(3星)	 排列组合对对碰···            
(4星)	 一直追,到后来有些不耐烦了            
(4星)	 喜欢C            
(4星)	 最愛BC~            
(NA)	 n遍            
(4星)	 第二季最好的是结果。Blair和Chuck最终在一起。            
(4星)	 2季没有1季好看。            
(3星)	 那关系复杂的。。            
(4星)	 你们就乱吧，我默默看戏...            
(5星)	 I just love B&amp;C be together!@ECNU F            
(3星)	 过了看这剧的年纪。不追了。            
(4星)	 S2感觉还行            
(5星)	 you know you love me，XOXO GossipGirl.            
(3星)	 。。。。。            
(4星)	 要相信自己一直相信的，要走自己一直走的路，那些流言蜚语终究会随着时间的流逝变得灰飞烟灭。            
(4星)	 纠结B&amp;C。。。            
(2星)	 乱。            
(5星)	 这一季 bc的爱情是我唯一最爱            
(4星)	 精彩、            
(NA)	 还行，比第三季好看多了            
(3星)	 各种分手复合再分手            
(4星)	 没第一部好看 服装不错             
(5星)	 觉得比第一部好些```喜欢里面的服装``            
(3星)	 有点乱            
(4星)	 事儿事儿的闹剧。            
(5星)	 比较爱后面几集。。。            
(5星)	 打分给时尚            
(NA)	 c j b            
(5星)	 大爱            
(4星)	 B&amp;S~~            
(5星)	 很好看            
(4星)	 懷念當時真的很QUEEN的QUEEN B當時的BC 現在都成什麼鬼樣子了            
(4星)	 CHUCK崛起！！！            
(4星)	 结局有点平淡 但是BC怎么说也终于在一起了犹豫要不要再看下去 很担心最终的结局会是BC分开            
(3星)	 还好            
(4星)	 是不是只有我一个人觉得第二季比第一季好？            
(4星)	 C和B啊，如果结局停在这里就美好了~            
(4星)	 练听力咯            
(3星)	 各种胡搞乱搞了            
(3星)	 xoxo是不是太多了            
(4星)	 b开始堕落了j越来越有女王范            
(3星)	 看这一季居然用了我一年时间╮(╯_╰)╭还是跳着看的            
(5星)	 会继续支持！            
(4星)	 BC终于在一起了..看了第三季的剧透 决定就此放弃GG。            
(4星)	 开始混乱了，男女关系啊。。。            
(3星)	 chuck，chuck，chuck。。。            
(NA)	 时尚依旧是不变的话题，BC依然大爱，这部电视剧不仅带领了潮流同时剧情还是那么精彩，真华丽啊            
(3星)	 也就看看笑过而已            
(4星)	 貌似这一季是我爱Chuck的高潮期~            
(NA)	 比较囧的是这些演员居然排列组合一样的每男都和每女谈过恋爱。。            
(3星)	 一群男男女女开始互换互乱了。            
(4星)	 worse than Season 1            
(4星)	 布莱尔查克你们可好好的吧~            
(5星)	 第二季我就敗在了C和B的愛情之下，忠實的遵從了CB王道            
(4星)	 太喜欢看老！喜欢S！            
(NA)	 一个感觉。。太乱了。。。            
(3星)	 看的头疼。            
(NA)	 越来越爱Blair            
(5星)	 因为CB！看的很HIGH            
(5星)	 大一的一堂美剧欣赏，让我彻底迷上了。            
(2星)	 无聊至极。。            
(3星)	 B&amp;S            
(5星)	 BC的爱情季啊。。。            
(4星)	 中意B用的那款手机。            
(5星)	 偶从这季开始喜欢上CHUCK的，一个从小就伤痕累累，习惯用外表俺盖自己纯纯内心的小孩子。            
(NA)	 期待第四季            
(5星)	 时尚青春剧....上流社会的男男女女们花红酒绿后的一面..            
(3星)	 排列组合            
(4星)	 BC啊~            
(4星)	 结尾真含糊。            
(4星)	 好吧 更刺激            
(5星)	 正            
(NA)	 累            
(5星)	 我上瘾了            
(NA)	 我只是为了Chuck而追 小J = =  要吐了            
(NA)	 第二季还是比较精彩，            
(4星)	 把GG定义为悬疑片一点儿不用质疑，NND每一集都轰炸你的大脑            
(5星)	 B ＆C            
(5星)	 越来越纠结            
(4星)	 Blair 其实很可怜，最讨厌的还是Vanessa。            
(4星)	 也许是它的地点的特殊，人物背景的特殊，所以我们对它总有太多的喜爱。漂亮的妆容，流行的衣服，帅哥美女纠结的剧情...也许是这些才吸引的            
(3星)	 第二季没大有意思……            
(NA)	 为什么封面那么邪恶 - -            
(4星)	 第二季开始太压抑。All Aout Sex DrugUsing。            
(3星)	 乱            
(4星)	 敢不敢再乱一点？            
(3星)	 审美疲劳            
(4星)	 真是越来越喜欢Chuck，而且这堆人真是惹事的人才            
(4星)	 还是那么喜欢B&amp;C            
(NA)	 喜欢~~            
(NA)	 继续纠结            
(3星)	 CB AND LR 这两对是唯一的亮点。            
(4星)	 四星完全是因为最后毕业舞会上的他们，难得的不折腾的美好。            
(5星)	 大爱            
(1星)	 每个男人都和每个女人睡一遍。然后呢？你还能演啥？            
(3星)	 剧情确实狗血，不过我还是那么的喜欢QUEEN B～不喜欢S and D！            
(5星)	 这一季喜欢Nate，虽然他跟个鸭一样！            
(3星)	 谈个恋爱这么纠结这么累 烦死了..            
(5星)	 Chuck &amp; Blair !!!            
(3星)	 纯粹为了看B和C的结局..谁知道...唉...            
(4星)	 复杂~不过美好~            
(4星)	 依然不解释            
(NA)	 chair            
(3星)	 最后一集是最好看的。B和C终于在一起了。            
(3星)	 我只能说，第二季让我不想看第三季了···········            
(5星)	 GG的第二部最赞了~~看到B&amp;C百般纠结最终一起激动呀~~衣服很嗲~~            
(3星)	 支持BC            
(4星)	 虽说没有第一季好看了，但是因为想从一而终，我会继续追            
(2星)	 越来越无聊            
(3星)	 终于看完第二季了，历时一年整呀，不容易不容易            
(3星)	 这关系真是乱到一个境界了。。。= =            
(3星)	 编剧那个乱啊，演员间也各种乱~            
(NA)	 没第一季好看            
(4星)	 所有人到最后都轮着睡了一遍因为NATE，我撑下来了！            
(2星)	 能再乱点么？。。。。            
(3星)	 时尚剧            
(NA)	 看第二部，喜欢B,不喜欢c,但是开始爱上chuck            
(2星)	 剧情混乱得摧枯拉朽            
(5星)	 Chuck~Blair            
(4星)	 Leighton Meester你太美了吧333            
(4星)	 第二季有点。。。。            
(5星)	 S2才真正喜欢上BC……            
(4星)	 这季的结局我最爱~            
(2星)	 这季最混乱最难看~            
(4星)	 这一季已经开始无趣了~            
(3星)	 咳咳。 人物关系太乱搞了……Orz..审美不能。 看了几集，踢飞。            
(NA)	 still B&amp;C            
(5星)	 eh。muy bien`            
(3星)	 看第一季的时候觉得还不错，但是之后越来越混乱，就差乱伦了！无聊。。除了时尚的衣着和妆容，我看不出有什么亮点。            
(5星)	 时尚大片，教材~~~            
(5星)	 啊，我喜欢CHUCK和BLAIR。虽然NATE竟然进了我的梦……24集的高中毕业确是感慨万千。原来王子和公主的故事却不会总是永远的HAPPY ENDING.            
(3星)	 已经开始受不了重复的情节了, 为了看道具...            
(5星)	 大家看吧，不会失望的！            
(NA)	 CHUCK CHUCK            
(4星)	 看小J在设计行业看C和B的绝爱情            
(5星)	 喜欢b和chuck            
(3星)	 虽然有chuck，但是原谅我还是没有坚持看完。            
(4星)	 练听力不错            
(NA)	 剧情很烂 纯看华服帅哥美女            
(4星)	 兜了一圈，该在一起的还是会在一起...            
(3星)	 没怎么挣扎看完了。            
(3星)	 kind of superficial             
(3星)	 第二季不好看            
(3星)	 哎哎，这帮子美国青年哟            
(4星)	 开始讨厌dan            
(5星)	 X.O.X.O Gossip Girl.            
(4星)	 BC这俩小孩儿 到底是想怎样？？            
(4星)	 Nice ending            
(3星)	 不说什么了            
(3星)	 人物关系太复杂~~            
(3星)	 越发的看不下去了            
(5星)	 以逃避现实的名义看完了。如愿以偿的看到B和chuck的happy end，对chuck情有独钟，对B也是各种疼爱，期间还哭了。虽然我觉得GG里面每一个人都很贱，但是每个人能挺过来真的觉得很不可思议。所以我也可以熬过去的。凌晨三点过，睡觉吧。            
(NA)	
(NA)	 继续乱            
(3星)	 谁说：人们火热，城市何必寂寞。            
(3星)	 折腾死了,不过最后gossip girl把大家都叫来的那个场景真讽刺.            
(4星)	 for BC            
(5星)	 GG无敌            
(4星)	 Three words eight letters            
(3星)	 看完第一部 不看第二部 觉得有点。。可是。。说实话 剧中男女关系的复杂程度我真的是受不了。。。而且。。说实话。。几乎没有什么新意 。。不是谁跟谁睡了就谁又移情别恋了。。所以毅然决然的放弃了            
(5星)	 听发音！            
(4星)	 艰难的 I love you 最后终于修成正果。            
(1星)	 巨无内涵的美剧~            
(3星)	 真是看不下去了要……            
(4星)	 配对开始没了理由只是单纯的排列组合……            
(NA)	 让Blair和Chuck一直在一起吧。。。            
(3星)	 前几集还是比较新鲜来的后面就鸡肋了            
(4星)	 说实话，真麻烦，一堆乱七八糟的关系，像是随机组合，a和b，b和c，a再和c，c再和b，这是真实的美国高中生活？            
(4星)	 可算看完了 乱七八糟的关系网 我晕了            
(3星)	 拖沓得让我失了点耐心。总的说没第一季好看            
(4星)	 为什么高中生那么老~            
(3星)	 没多大意思，看别人骄奢淫逸，看自己衣衫褴褛.            
(3星)	 剧情越加狗血 编剧好好去反省吧            
(3星)	 大爱B&amp;C            
(5星)	 女王Blair爆发了。小J把她给惹毛了。不否认的说是Jenny Humphrey是个犯贱的角色，下季还会有这个人出现吗？说得很对你的Dad不喜欢你，Dan不喜欢你， Serena不喜欢你， Chuck不喜欢你 Eric不喜欢你。谁都讨厌你，快滚吧小J。17岁的人儿如此惹人厌恨。Blair是怎么说的，你一直想进入我们里面，但是你永远            
(4星)	 一直追的，不过后来越来越乱了。。            
(4星)	 love jenny in season2            
(3星)	 这季明显难看很多啊            
(5星)	 想不明白为什么有人觉得这片很肥皂，第一季没什么感觉，看着好玩，但第二季我忍不住一集接一集往下看，虽然表面上是一堆关系很乱的人，但其实里面好多相互理解、温馨的场面，看着窝心窝肺。而且发现看多了，不看中文字幕也能听懂，是很好的学英语材料，力荐哦～            
(3星)	 搞不懂            
(2星)	 差点因为这一季结束跟进            
(3星)	 这一季有点过分了吧= =            
(NA)	 说真的我喜欢B            
(3星)	 i do not want sd to break up. i do not, really            
(4星)	 喜欢第二季因为BC在一起了~            
(4星)	 等着看4了。。据说check会性情大变？            
(4星)	 可以看，看了人的想法都会变            
(4星)	 人物关系反复，剧情复杂，每个人几乎都有交点，不得不承认，B和C的关系支撑着我们走到结季。            
(4星)	 剧情开始反转              
(4星)	 前半段不好看的 V真是具有让人讨厌他的天赋！            
(5星)	 【XOXO】            
(4星)	 让J OUT 让D&amp;V回布鲁克林            
(3星)	 中段的剧情有点扯啊，很空洞            
(4星)	 开始喜欢BASS咯。。感觉他和B真的很合拍。。。不错。。。            
(3星)	 美剧的没完没了，出了名了            
(4星)	 越看越纠结。            
(3星)	 豆瓣上的封面也太窒息了吧，剧中咋没有            
(5星)	 最爱            
(3星)	 喜欢            
(3星)	 看不下去了，关系太乱搞了。不过申请大学的段子还是很有共鸣的。            
(3星)	 继续乱搞            
(3星)	 休闲－ －            
(5星)	 Chuck made me cry coz da very last moment he said &#34;i luv u 2&#34; to b            
(3星)	 这是一个混P的时代男 C N D 女 S B J V请告诉我这几个人中除了D和B/D和J还有哪对组合没有JQ过。。。D是个纯洁的好孩子，只是中间和无数无名女混乱过而已。哼哼。            
(5星)	 学口语，看纠结的剧情，看品味，Serena风光无限            
(4星)	 爱            
(4星)	 第二季也还可以            
(3星)	 累了……真的~就这么几个人~来回的折腾……            
(3星)	 也还算可以。。。            
(3星)	 爱bc            
(NA)	 有点复杂            
(5星)	 我爱C！            
(NA)	 这是我追的时间最长的美剧，可惜结局还是没有到最后...            
(4星)	 I&#39;M CHUCK BASS!            
(4星)	 兜兜转转，最后都各归各处。            
(3星)	 感情变化得比心情还快，后面的额剧情越来越远离本身的感情观了，或许那就是美国人的世界和感情。            
(3星)	 看第2季的时候CHUCK还真是越发迷人了            
(5星)	 第二部，太乱了，没有一好。独爱CHUCK BUSS            
(3星)	 越看越没意思。。情节乱得一塌糊涂            
(3星)	 看了就知道怎么穿衣打扮装A/B            
(5星)	 best season···            
(3星)	 关系一季比一季乱了 - -            
(3星)	 乱。            
(2星)	 什么吊剧情            
(5星)	 B和C实在太让人感动啦  不离不弃            
(4星)	 确实不喜欢s这对···            
(3星)	 有点扯            
(NA)	 淫乱的第二季  不禁感叹美国社会确实很淫乱            
(4星)	 比第一季好看            
(NA)	 里面的关系乱的没有办法再看下去了。。。            
(3星)	 我很无聊2（不过我还是萌上了chuck&amp;blair）            
(NA)	 嗯，更乱            
(NA)	 第二季结局，发现chuck and blair 是天作之合            
(NA)	 请问还能再乱点么？            
(4星)	 乱！！！我要B&amp;C、S&amp;N在一起！            
(3星)	 来到第二季实在差强人意了，开始流行混搭风吗，编剧脑子进水了吧。Blair倒是越发迷人了，这一季就B和C在撑着剧情。            
(NA)	 闺蜜····            
(NA)	 C            
(3星)	 ＱＵＥＥＮ　Ｂ            
(5星)	 最爱BC~            
(4星)	 love and betryal, lost and found.            
(5星)	 可以华丽 却不可以迷失……            
(4星)	 从这一季爱上B和C～～～～            
(4星)	 BC一定要在一起            
(4星)	 对绯闻男女无感，喜欢的是美音英语！觉得自己的英文读音都有点受其影响了！            
(NA)	 且迷乱~~··            
(4星)	 基本上就是看帅男美女的。。。            
(3星)	 Shame on me 居然还看了第二季            
(4星)	 纠结的爱。            
(3星)	 C is so sweet,fianlly, they make it, plz, dont let your love go again.            
(4星)	 越看越爱            
