http://movie.douban.com/subject/3901388/	我爱我家
(5星)	 国产第一sitcom，没有之一。            
(5星)	 经典永远是经典            
(2星)	 找不到笑点            
(5星)	 最早由印象的情景喜剧，现在看来虽然画面很一般，但是很经典剧情。            
(5星)	 我本不想在电影list里加入电视剧，但这部是个大大的例外。仅此鼓励我以及生活“我爱我家”化的盆友们，让我们继续有深度的贫下去吧！            
(5星)	 台词都背的完了            
(5星)	 情景喜剧的开篇之作 更是九十年代用新方式看待过往的经典            
(5星)	 小学的中午~            
(5星)	 最好的国产情景喜剧            
(5星)	 妈呀这剧出来的时候我才3岁！            
(5星)	 情景喜剧的经典之作~~            
(5星)	 笑死了，我可爱看了。            
(NA)	 爱死了，不过没有看全            
(3星)	 ==            
(5星)	 当年此剧一出，街上都没人了，都回家等着看呢……            
(5星)	 最棒的连续剧            
(5星)	 每次看到川岛和津实的照片或是那神马的时候，我就纳闷，肿么看着老脚得眼熟呢。脑海里经过无数次搜索，终于想起是《我爱我家》里的第二任小保姆长得与其酷似。饰演第一任小保姆的沈畅还能在演员表中占个位置，人们对其多少也有些印象。接班的演员或许没多少人会记得她了，她的名字叫李蕴桥。            
(5星)	 中国最好的情景喜剧，甚至可以说是唯一的。            
(5星)	 纪念            
(5星)	 好的回忆            
(5星)	 鼻祖始终是鼻祖 搞笑的背后更多的是深思            
(5星)	 爱惨了            
(4星)	 经典情景喜剧            
(NA)	 我爱我家            
(5星)	 小时候的回忆~关凌都这么大了~            
(NA)	 中国最好的情景喜剧，这个是没有人可以质疑的，就算现在让我来看，仍然忍俊不禁。只是剧中其乐融融一家人，现在离去的离去，离婚的离婚，平添许多愁。            
(5星)	 很好很好……            
(5星)	 其实很经典的情景喜剧，传说当年英达就靠这个狠赚一笔起家的，可惜那个有才的编剧梁左英年早逝了。。。据说当年北京台不准放这部片子，因为里面的老爷爷有影射北京离退休老干部的倾向。。。不过确实影射，也确实讽刺地很到位。。。            
(5星)	 中国情景喜剧的开山之作 无人能出其右            
(5星)	 我一直认为中国所有的情景喜剧至少目前为止还未超过这部！！！！！！！我想打10星！！！！！！            
(5星)	 很喜欢这个情景剧，对其中的歌曲毛阿敏的《为一句无声的诺言》和陈琳《拉着你的手》印象很深刻。            
(5星)	 大爱~！            
(3星)	 文兴宇的声音总让我喘不过气来····            
(5星)	 重温依旧爆笑。            
(5星)	 小时候超爱看~ 太经典了！            
(5星)	 我下载了音频！！！            
(4星)	 我看的劲劲儿的  蘑菇和狗说和friends不是一个档次的            
(NA)	 小时候的温暖记忆            
(5星)	 毫无疑问的五星佳作，虽然后面有些沉闷拖沓            
(5星)	 喜剧！经典！            
(5星)	 小的时候倒是记不得了，就是记得后来上学后还一遍一遍重播，一直到去年还在重播，可是我还是会笑，超爱            
(5星)	 文爷爷天堂安息。。。。。泪奔。。。。            
(NA)	 美好的回忆~            
(NA)	 台词和好友都倒背如流！！我的童年！            
(5星)	 傅明老人我爱你……            
(5星)	 牛！            
(5星)	 笑声都尼马是观众现场配音啊！            
(5星)	 姑妈从大洋彼岸来失落的记忆亲家母到俺家。。。            
(5星)	 最经典的情景喜剧了            
(5星)	 很怀念的老作品，前阵子拿出来怀旧，依然觉得很有趣            
(5星)	 好喜欢那个时候 看《我爱我家》听戴姚的歌            
(5星)	 情景喜剧的巅峰之作，既开辟了中国情景喜剧的道路，也基本上不可能有人能超越了。武林外传差可拟。            
(5星)	 那时候我还上幼儿园            
(NA)	 小。。。小时候。。。看过。。。            
(4星)	 永远和家人在一起            
(5星)	 怎么看，看多少遍都是经典！            
(4星)	 超好笑啊！小时候看过无数遍            
(4星)	 大陆情景剧的先河啊~            
(5星)	 我盘里还有全集呢，没事就翻出来看看~其中有几级特经典，金刚砂牌手纸、葛优那集、灭鼠记、贾小凡暗恋老师那集，笑料不断！            
(4星)	 文兴宇爷爷的声音太有特征咧......            
(4星)	 哈哈哈哈哈哈哈哈            
(4星)	 喜欢时不时来客串的人            
(5星)	 百看不厌，另外这剧里的客串明星都是狠角色啊            
(5星)	 中国最好的情景喜剧 没有之一            
(5星)	 个别集看了有10遍以上            
(2星)	 总觉得在模仿家有儿女            
(NA)	 实在太经典了            
(5星)	 一辈子的记忆啊。。。。。他们家那摆设一代代地换            
(5星)	 最早也算是最难忘的情景喜剧，当年的主题歌至今难忘，随着时光流逝也渐渐成了回忆。如今的大陆情景喜剧，总感觉少了这一部中，那老中青一家的温暖。现代社会把人与人的距离拉近，却让人与人的心离得远了。            
(NA)	 重温经典， 兴宇爷爷走好。            
(5星)	 哎呦 喜欢死啦 太欢乐啦            
(NA)	 不用评论了吧。反正我没事就看看，哭哭笑笑的。            
(5星)	 我的童年呐~            
(5星)	 这必须是我心目中情景喜剧的No.1啊!!!傅明老人，和平和贾志国同志，昭阳兄弟~~~            
(5星)	 永遠的經典~!!!            
(5星)	 經典中的經典 不解釋            
(5星)	 从平娘娘那翻来这么多老剧啊，真经典~~想再看一遍            
(5星)	 英达的鼎盛时期            
(5星)	 迟早重看。            
(5星)	 看了又看            
(4星)	 哎呦喂~            
(5星)	 再看还是好搞笑啊            
(5星)	 情景喜剧的不朽之作            
(5星)	 英達的神作!!經典!!            
(4星)	 肥皂剧，挺好看的，童年回忆，伴我长大            
(5星)	 至今仍记得许多搞笑情节~~~            
(5星)	 经典            
(5星)	 我爱我家！             
(5星)	 笑死我了            
(4星)	 搞笑的回忆            
(5星)	 我爱我家……            
(4星)	 呵呵，还可以看看            
(4星)	 这个好，每集都挺乐呵！            
(5星)	 想和老婆一起看，小时候最爱看了，不知道我老婆喜欢不喜欢，会不会说我品味低下嘻嘻 老婆，抱抱            
(3星)	 其实我真没怎么看过=.,=            
(5星)	 最喜欢的中国情景喜剧，还有一个就是武林外传了，哈哈            
(5星)	 那时候的情景喜剧，场景虽然粗糙，看的也很温馨            
(5星)	 看过好几遍了，屡看屡笑            
(5星)	 搞笑又温馨。            
(5星)	 百看不厌            
(5星)	 再一遍一遍的重复当中的童年            
(5星)	 那么真实那么喜感            
(5星)	 神作中的神作            
(5星)	 伴随我成长。怀念爷爷            
(5星)	 我爱死贾圆圆了            
(5星)	 新欢乐            
(5星)	 一代人的温馨记忆~            
(5星)	 中国情景喜剧经典            
(5星)	 相当经典            
(3星)	 。。。。            
(4星)	 小时候就看个乐和```            
(5星)	 就是喜欢那老头子的倔样儿，忒可爱了。            
(4星)	 第一部情景喜剧            
(5星)	 爷爷 很可爱            
(5星)	 一直在模仿，从未被超越。            
(5星)	 翻来覆去地看也不会厌倦的国产经典情景喜剧。            
(5星)	 小学的时候看的…记得很喜欢，很欢乐。            
(NA)	 很小的时候看的了，内容完全不记得，只记得关凌            
(NA)	 哈哈哈，太喜欢孟朝阳了            
(5星)	 喜欢和你一起看～            
(5星)	 基本把汉语包袱用的差不多了。            
(5星)	 小学时永恒的亮pian!            
(5星)	 影响我一生的电视剧            
(5星)	 就是哈哈哈哈哈            
(5星)	 和武林外传一样属于当时时代的情景喜剧的经典            
(3星)	 每天吃饭时间必看 - -            
(4星)	 只能模糊的印象了，当年很认真地看过每一集。            
(3星)	 小时候看的,现在忘记得差不多了。            
(3星)	 童年            
(5星)	 爱是一个长久的诺言，平淡的故事要用一生讲完            
(5星)	 怀念兴宇老人~~~            
(4星)	 好坏参差            
(5星)	 绝对的力荐啊 我打上小学开始看了有一百遍了吧            
(NA)	 重播也必看            
(5星)	 一看再看的经典。。            
(5星)	 嘿嘿，老是会重播，蛮好蛮好，怀念那时候的红火            
(5星)	 想到这个 就想笑             
(5星)	 最贫了。            
(NA)	 超级喜欢，看了N遍。            
(3星)	 哇哈哈            
(NA)	 喜欢极了            
(5星)	 从小到大国内的最爱。没有之一。家庭剧抵挡不了。            
(5星)	 情景喜剧的巅峰之作            
(5星)	 我心中永遠的家            
(5星)	 啊哈哈哈~            
(3星)	 这也算是中国情景喜剧里拍得可以看的一部了            
(5星)	 媳妇儿的最爱            
(5星)	 再也没有的经典            
(5星)	 太经典了            
(5星)	 想家的时候就看看            
(5星)	 我说过，活在90年代是件幸福的事儿。那时候的笑声是真的，没做过音效。            
(3星)	 贫            
(5星)	 北大文学七七级的大才子：梁左            
(5星)	 相对于抄袭日本的无厘头文化的港式幽默，这部剧才代表着中国自己的喜剧风格，很多笑点现在看也不过时。            
(5星)	 百看百乐嘿~            
(4星)	 经典            
(5星)	 小时候的回忆            
(4星)	 茶余饭后必备之消化良品            
(NA)	 哈哈  这个应该算是中国家庭之喜剧的开端了吧            
(5星)	 小时候 就指他 跟灌篮高手活着了....            
(4星)	 有趣！            
(5星)	 未见望其项背者。            
(5星)	 国内的情景喜剧再难以超越的巅峰之作~            
(5星)	 这得打100分儿~~！！！！            
(5星)	 必须的，经典，爸妈也喜欢的            
(NA)	 小时候和哥哥姐姐们的快乐回忆            
(5星)	 百看不厌哟！            
(3星)	 小时候经常播。            
(4星)	 最喜欢爷爷，一张嘴都是笑料。            
(4星)	 看过。            
(5星)	 回味无数遍            
(5星)	 大家都长大了            
(5星)	 经典之极            
(5星)	 都是我的童年            
(NA)	 好看死了！！！            
(4星)	 小时候的经典了。            
(5星)	 一辈子的经典            
(5星)	 多早的片子了，多逗的一家人啊！            
(5星)	 满分 满分 满分            
(5星)	 都是温情啊！            
(5星)	 超搞笑，喜欢，呵呵            
(4星)	 应该是中国第一部情景喜剧吧。。。            
(5星)	 很难有突破这部剧的了，就算让原班人马回来演，也没有当年那个味道了，不知道是喜欢这部剧还是喜欢那个年代的生活状态～            
(5星)	 多么好看的剧!!!            
(NA)	 这个必须看过            
(4星)	 印象挺深，挺好的片子            
(5星)	 我要跟和平大姐学唱大鼓~~            
(5星)	 我还看过剧本。。。            
(5星)	 除了金庸的和这一部之外的电视剧我绝对不会再加            
(5星)	 唱“当今天变成昨天，昨天变成遥远的思念。。”我在喝冰的维维豆奶。            
(5星)	 曾经和现在，每日午餐伴侣            
(5星)	 最爱的一部国产情景剧，多少年过后看了都能笑出来            
(5星)	 啊，怎麼能忘記這部電視劇呢，給我的童年帶來了無數歡笑~            
(5星)	 方老爷子已经走了。。。            
(5星)	 为一句无声的诺言默默地跟着你这么多年            
(5星)	 也许九零后已不觉得这个剧好笑了，但这是无数人心中的经典，梁左啊梁左！可惜时间太久，没有字幕的话有些台词已听不太清了，真希望能修复一次，再播几遍！            
(NA)	 这个非常适合全家一起看的片子,老少皆宜.呵呵            
(5星)	 好看            
(5星)	 这个电视剧 今天会禁的吧/IPAD的基本用途/搞笑的方法这么多年都没变过/多少集里面你都能看到人性 公公跟儿媳 夫妻 嫂子和小姑 那种关系的吐槽/再加上英家 梁家 宋丹丹的故事             
(NA)	 经典中的经典中的极品 非常推崇~            
(5星)	 无法超越的经典。百看不厌~~~~~            
(5星)	 喜欢内个老爷爷！            
(5星)	 鼻祖            
(5星)	 突然好怀念文兴宇，看见他说话混混糊糊的样子就想起了爷爷。            
(5星)	 老北京平凡家庭的欢乐。            
(5星)	 室内情景喜剧NO.1强剧~怀念文兴宇爷爷~            
(4星)	 虽然感觉很贫，但还是很爱看~            
(4星)	 到现在看都会笑的喜剧            
(5星)	 去年重看过此剧 一集不拉 当时的丹丹还很稚嫩 但文兴宇老人家还是一如既往的嘲 情景剧的一号推荐电视剧            
(NA)	  喜剧             
(5星)	 一部名作需要有的是时代性，紧随时代可以保证当代的观众深入其中，记录时代可以保证它永垂不朽，我爱我家，中国最好的情景喜剧，没有对比，没有之一            
(5星)	 也不错            
(5星)	 回味无穷！            
(5星)	 顯然5星            
(4星)	 从小看到大。。            
(5星)	 最经典            
(5星)	 我以前学校几个同学还排演了里面追张国荣那一出，逗死人了。那是大学里大家笑得最乐的一回。            
(5星)	 中国唯一的一部真正情景喜剧            
(4星)	 小时候天天追着看··            
(5星)	 我是多么喜欢有喜感的文兴宇老爷子啊            
(5星)	 有字幕版收藏么            
(5星)	 爱是一个恒久的诺言，平淡的故事要用一生讲完，光阴的眼中你我只是一段插曲            
(5星)	 总想起片尾曲那种夜深人静的悲哀            
(5星)	 喜欢文兴宇老人家~            
(5星)	 经典，美好的回忆。            
(NA)	 囧，有好笑么            
(NA)	 第一部情景喜剧，经典！现在的类似片子还有很多雷同的地方            
(5星)	 经典经典经典经典，百看不腻才是好作品            
(5星)	 回顾一下, 还是如此欢乐.            
(5星)	 T~T内牛满面...好想回到童年            
(5星)	 小时候看的，我爱我家，这个题目很好。老爷子挺喜欢的。还记得有一集是谁失忆了来着，他们家的摆设都特意全换了，倒退好几十年。            
(NA)	 太爱了            
(4星)	 小时候最喜欢看了~可以说是现在很多情景喜剧的祖鼻吧~            
(5星)	 天天看：）            
(5星)	 经典。文兴宇已经走了，但这部剧将永远留着。经典的台词，经典的人物，经典的声音。            
(5星)	 好好笑            
(4星)	 人物个个丰满            
(5星)	 太经典了            
(5星)	 还是有点经典            
(5星)	 首部情景喜剧~给力~现在贾爷爷都去世了，时间啊            
(4星)	 温馨            
(5星)	 这个是中国情景喜剧无法超越的巅峰。。            
(5星)	 好看，爱看，百看不厌            
(5星)	 梁左            
(4星)	 原来中午放学回家吃饭的时候，都会看这个            
(4星)	 最早的情景剧。            
(4星)	 其实小时候很爱，现在电视专业课会提到也会看我反而没感觉了……            
(NA)	 18年前的欢乐啊~~~今早买两根路边摊油条兹早饭。以兹鼓励自己的重温~~~~~~            
(5星)	 重温经典！            
(5星)	 中国第一部大型情景喜剧，堪称经典            
(5星)	 荒诞中的真理，戏谑中的热泪，迷茫中的苦索，终就一代人的圣经。天地几未换，故人已西还，内心的平安，那才是永远。——重翻旧忆，感慨万千。问题：喜剧中的所强调的矛盾与冲突在如今中国遍地皆是，为何20年前的《我》无法超越？            
(4星)	 文兴宇老爷子。            
(5星)	 有十颗星么？            
(5星)	 中国情景喜剧界当之无愧的经典            
(5星)	 永远的我爱我家            
(3星)	 情景喜剧的鼻祖~~            
(5星)	 我最爱文兴宇爷爷~~~~            
(5星)	 每集都有惊喜。            
(5星)	 经典            
(5星)	 我爱这一家            
(5星)	 中国最经典的情景喜剧。            
(5星)	 好的国产情景喜剧可遇不可求~            
(3星)	 已经遗忘在记忆里了            
(NA)	 26            
(5星)	 超级搞笑，超级好看            
(5星)	 绝对神作            
(5星)	 中国大陆第一部情景喜剧，一直被模仿，从未被超越            
(5星)	 经典。现在拍的情景喜剧没法跟他相提并论。            
(5星)	 至今中国无人出其右            
(5星)	 一代人的记忆咯．            
(NA)	 整整一夏天            
(5星)	 中国情景喜剧的巅峰，他让我爱上情景喜剧            
(5星)	 看几遍都觉得依然搞笑            
(4星)	 至今还是喜欢看            
(5星)	 我家立新！！！！！！！！！！！！！！！！            
(5星)	 找机会再看一遍            
(5星)	 老爷子~~~~假的就是假的，伪装必须剥去！            
(5星)	 只承认这一部内地情景喜剧            
(5星)	 突然非常想看。            
(5星)	 经典啊~            
(4星)	 有点小品化了，也不是每一集都好看，但还是爱看。            
(5星)	 太太太太扯了            
(5星)	 中国最早的情景喜剧。看过八百六十遍还是喜欢看！午后消遣最好的材料。百看不厌！            
(5星)	 国内再也没有情景喜剧能超过它了            
(5星)	 现在回顾已经物是人非了。            
(5星)	 没有比这部更幽默的情景喜剧了            
(5星)	 好看~            
(5星)	 好的东西什么时候看都不过时~            
(5星)	 人生大爱！！！！            
(5星)	 想到都觉得心里暖的电视剧            
(5星)	 小时候成天看，各种经典的桥段，幽默，就该这样表达~~~            
(3星)	 也是外婆看了无数遍，我跟着看了无数遍            
(NA)	 很生活。            
(5星)	 哈哈~~~好看            
(5星)	 今年暑假，地方台又在播，就去网上从头又看了一遍，真的超级喜欢~~~歌，北京话~~~~~~回忆。            
(5星)	 经典！那年那月~~            
(5星)	 最爱的中国情景喜剧            
(5星)	 topping            
(NA)	 你是我记忆中忘不掉的温存。。。            
(5星)	 还是最好的情景喜剧            
(3星)	 梁左写的··            
(5星)	 没得说，几乎天天看····堪称经典啊            
(5星)	 太不错了            
(5星)	 最好的国产情景喜剧            
(5星)	 最爱的情景喜剧            
(5星)	 可惜了情景喜剧和相声~~~            
(5星)	 经典            
(5星)	 他们都老了啊！            
(5星)	 很怀念            
(NA)	 经典            
(5星)	 经典            
(5星)	 当时没觉得多好看.但是现在偶尔听到广播剪辑版..每集都好好笑..            
(5星)	 永生难忘！太牛逼了！TRUE KVLT X 666!            
(3星)	 我总觉得它死气沉沉 可能是年代太久远的缘故吧            
(5星)	 情景喜剧的鼻祖~            
(5星)	 很温暖，很简单。            
(5星)	 可惜了，梁左！            
(5星)	 爷爷死的时候还挺伤心的，这一家子            
(5星)	 情景喜剧的巅峰，梁左的剧本句句经典，优秀的编剧与演员。            
(NA)	 很欢乐的电视剧~            
(5星)	 经典！睡前必看。            
(5星)	 绝对            
(5星)	 这才叫做经典爆笑情景喜剧            
(5星)	 可以反复看一辈子的情景喜剧            
(5星)	 90年代也很令人怀念，时代发展太快，让我们来不及回头看看。            
(3星)	 直到看了《家有儿女》 才知道原来这片子导演之一是林丛            
(5星)	 2001            
(NA)	 哈哈            
(5星)	 这是我看过最搞笑的情景喜剧了。现在电视上放的时候也是必看，今晚还看了，还是笑死了，怎么那么搞笑呢！            
(NA)	 小时候看的，现在完全忘记讲什么了            
(4星)	 恩恩            
(5星)	 这个绝对是百看不厌            
(5星)	 开天辟地的经典            
(5星)	 中国最好的情景剧~~            
(NA)	 小时候的关凌挺让人喜欢的。。。现在。。。            
(5星)	 百看不厌的的经典喜剧，可惜梁左走得太早，让中国的喜剧相声出现了大滑坡，哎            
(5星)	 经典···            
(5星)	 1993年            
(5星)	 大陆情景喜剧NO.1！！！！可惜这部剧播出不多时，我父母就……            
(5星)	 真呀么真经典            
(5星)	 陪伴我成长            
(5星)	 中国最好的电视剧!            
(5星)	 现在电视上要播，我还看。            
(5星)	 童年的回忆            
(4星)	 我这年龄的人有谁没看过~~~            
(5星)	 早些年，我们创作了有很多难以超越的            
(4星)	 那个时候中午的时候定点看，会一直笑着。哈哈            
(4星)	 伴随着儿时的记忆啊~~文兴宇笑起来那大牙真是历历在目啊            
(5星)	 很少 有这么好笑的            
(5星)	 经典的情景喜剧，让你笑声不断。            
(5星)	 感觉很久了，还挺喜欢的~~            
(4星)	 童年的回忆啊            
(5星)	 no one could surpass it            
(5星)	 挺经典            
(5星)	 温暖的剧本，里面有我的童年。            
(5星)	 当我还是小小正太的时候 我就和我老哥开始看 到现在还是很喜欢看            
(5星)	 永远的美好回忆            
(NA)	 我的最爱啊            
(4星)	 算蛮经典的国产情景喜剧。。有点模仿成长烦恼意味。。捧红许多明星。。            
(5星)	 我必须再从头到尾看一遍，必须的。            
(5星)	 最爱            
(5星)	 中国情景喜剧的经典            
(5星)	 看的第一部情景喜剧，暑假无数次重播            
(5星)	 最喜欢了            
(5星)	 永远的经典            
(5星)	 中国情景喜剧之经典！！ 姐看了N遍依旧十分喜爱~~乐呵乐呵~            
(5星)	 这正是我的最爱            
(5星)	 哈哈，            
(5星)	 中国最早最好的情景喜剧            
(4星)	 童年啊~~            
(5星)	 找机会从头到尾好好看一遍。            
(4星)	 小时候很喜欢看！            
(5星)	 捧红了一片该捧红的人，逗乐了一片真正开心的人            
(5星)	 梁左             
(4星)	 爆笑            
(3星)	 看的第一部中國的情景喜劇，一般            
(5星)	 还有比5星更高的分么？这才是最应该重复播放的剧集吧，而不是什么还珠格格一类的            
(5星)	 开山~            
(5星)	 由于它的地位，给个最高分吧            
(3星)	 内容很无聊，但是当时确实很吸引人            
(5星)	 只能说景点，很小时就看过，现在翻出来依然经典，那是情景喜剧的一个杰作，后来的个人觉得没有能够超越。可爱的一家人。            
(4星)	 笑翻天            
(NA)	 这个就不说了            
(4星)	 搞笑搞笑            
(5星)	 最爱的情景喜剧            
(4星)	 上次看时，家里人还都健在，而这次看，妈妈已经走了，但反而更爱看了，感受温暖，一把鼻涕一把泪……            
(NA)	 经典之经典            
(4星)	 从这里走出了多少大腕啊~志新走后就没啥意思了，前半部经典~            
(5星)	 中国情景喜剧的先河            
(5星)	 必须给满分 什么时候看都觉得很搞笑啊 一点都不落伍            
(5星)	 太适合我们这代中国娃儿看了！            
(4星)	 嘿嘿            
(3星)	 不怎么记得了            
(5星)	 以前天天在家偷看            
(NA)	 我爱我家            
(5星)	 &#34;你是我情愿为你付出的人&#34;            
(5星)	 这一家人的欢声笑语陪伴了我很多个夜晚  我的至爱            
(5星)	 大陆喜剧第一，没的说            
(5星)	 大小看到大！超级喜欢(⊙o⊙)哦~            
(5星)	 最喜欢的情景喜剧！            
(5星)	 OMG~它敢再经典一点儿吗？！！！            
(5星)	 大笑            
(NA)	 看了一点，但是无论怎么说还是很好笑的            
(3星)	 谁敢说一集都没有看过，茶余饭后的            
(5星)	 我觉得这是有关中国人家庭生活的电视剧中最美好的一部            
(5星)	 我永远记得贾圆圆同学高亢尖利的笑声和额前性感的一撮小卷毛。还有那个可笑又可爱，时常神神叨叨的老爷子。老爷子，走好！            
(5星)	 百看不厌            
(4星)	 国产情景喜剧的里程碑作品            
(5星)	 怀念梁左            
(5星)	 这么多年后，我认为还没有国内电视剧可以超过它。            
(5星)	 不看可惜了！            
(5星)	 我爱贾媛媛一家包括小保姆和邻居！！！！！！            
(4星)	 哈哈哈            
(4星)	 纠结。            
(NA)	 陪伴我长大的我爱我家。。。。            
(NA)	 时间终于战胜了老干部，“他们总会自然减员嘀”。            
(5星)	 真的特别逗            
(5星)	 偶买疙瘩，无法逾越            
(5星)	 心中最经典的一部            
(5星)	 经典情景喜剧～            
(NA)	 百看不厌            
(5星)	 英达应该算一才子            
(5星)	 我想 它真的很经典            
(5星)	 至今最最最爱的国产情景喜剧。。。。。傅明老爷爷演的那个绝啊~~~            
(2星)	 我不喜欢            
(5星)	 值得回味的家庭轻喜剧            
(3星)	 实在没电视的时候会看的            
(4星)	 生活~！            
(5星)	 经典            
(5星)	 long time ago...            
(4星)	 很难超越的情景喜剧！            
(4星)	 经典            
(4星)	 没的说            
(4星)	 情景喜剧的启蒙啊..            
(NA)	 嗯 我爱我家            
(5星)	 超级好看 没法说了 前几天又看了一次 那些所谓的什么武林外传简直没法比  差距太大了···！好看啊 好看···            
(5星)	 再也不會有了。。。            
(3星)	 最不喜欢情景喜剧那种旁边人哈哈笑的声音，囧            
(4星)	 嘻嘻哈哈每一天            
(4星)	 贾圆圆 如今圆圆都大了。            
(5星)	 登峰之作，不可超越            
(5星)	 最近又在重温            
(5星)	 小时候很喜欢看...            
(5星)	 中国第一部情景喜剧，在武林外传前无可超越。            
(NA)	 很早的情景喜剧，很喜欢            
(5星)	 经典的大大爱。            
(NA)	 小白最喜欢看的……            
(4星)	 梁天儿。。。            
(5星)	 再也难以超越了            
(5星)	 中国拍的不错的室内喜剧。贾媛媛都长大了。我们还有什么理由拒绝回忆            
(5星)	 成功的室内喜剧，就算现在看重播也还是会笑。            
(5星)	 情到深处我如此软弱。艺术嘛，要源于生活高于生活！            
(5星)	 梁左的幽默            
(5星)	 突然回想起片尾曲 感慨万千 故此留念...            
(5星)	 大陆情景喜剧的最高峰            
(5星)	 一直觉得文兴宇像我爷爷            
(4星)	 绝对经典            
(5星)	 纪念文老爷子~~好多人不太喜欢老子说话发音，我到觉得那是他的特色，挺好的一个人，可惜了            
(5星)	 茶余饭后反反复复拿来看的笑料，真的很经典            
(5星)	 平生最愛的中國式情景喜劇！            
(5星)	 没什么可说的，必须5星            
(4星)	 最近又温习了一遍，呵呵，现在看起来还是那么搞笑            
(5星)	 经典            
(5星)	 最喜歡的情景喜劇 永遠的經典            
(3星)	 挺贫的            
(5星)	 现在看也不觉得过时            
(5星)	 问苍茫大地  谁主沉浮  母们母们母们！！！            
(5星)	 情景喜剧不可超越的巅峰！！            
(5星)	 现在看完全就是怀旧了……            
(2星)	 摆设很杂乱，光线很压抑，笑点不搞笑。作为一部情景喜剧，却在情景和喜剧上都没能给人带来多大愉快。            
(5星)	 好怀念的说            
(5星)	 我爱死他了！！！！！！！！            
(5星)	 现在的情景剧啊...            
(5星)	 中国情景喜剧第一部，也是唯一好的一部。            
(4星)	 小时候我还是笑得多欢的            
(5星)	 百看不厌            
(4星)	 上学期间 吃饭时唯一能看的电视节目            
(5星)	 经典。。            
(3星)	 算第一部国内情景喜剧吗？            
(5星)	 小时候为数不多的笑料啊，现在看着还笑个不停。            
(5星)	 不仅集集精彩，其中的每一首插曲的水平也都很高~            
(4星)	 各种看            
(5星)	 一开始的巅峰 后来的一蟹不如一蟹武林外传也不错 只不是和他两种风格            
(5星)	 悲欢离合总能笑着面对，内心的平安那才是永远。            
(4星)	 不错            
(4星)	 典型的北京式家庭剧，无论在哪方面都极其和谐= =            
(4星)	 我爱我家啊，最成功的情景喜剧，当年老在想为什么不到外面拍呢，总在屋子里，多闷啊，呵呵            
(5星)	 爱是一个长久的诺言。平凡的故事要用一生讲完。            
(3星)	 我怎么会那么俗气看这个            
(5星)	 情景喜剧里面的经典            
(4星)	 我还是想看遍            
(5星)	 梁天，宋丹丹            
(5星)	 大一下看了4遍，于是绩点噼里啪啦的掉啊！            
(4星)	 唤醒了童年美好的回忆＝）            
(NA)	 伴我度过了大部分童年时光            
(5星)	 那延续了n久的快乐            
(3星)	 一般            
(5星)	 百看不厌！！！            
(5星)	 哈哈的跟着傻笑啊            
(5星)	 只能说这是内地电视上出现过得最好的情景喜剧            
(4星)	 不多的可以看几遍的国产电视剧。左爷的本子还真是像相声。            
(NA)	 最经典的国产情景喜剧。百看不厌。            
(4星)	 我记得前两年有些电视台还在重播            
(5星)	 国内最佳            
(5星)	 一重播就看，经典。            
(3星)	 其实我不太喜欢看情景喜剧...            
(5星)	 地球人都知道~~            
(5星)	 武林外传以前最好的            
(5星)	 经典            
(4星)	 童年回忆啊            
(4星)	 tv            
(5星)	 经典！欢乐的一家子，总是带给我感动，百看不厌            
(NA)	 100集还太短，还想多看点。我不喜欢孟朝阳这个角色，很多余。            
(5星)	 六星六星            
(5星)	 辛辛苦苦三十年 一夜回到解放前             
(5星)	 好温馨快乐的一部剧！            
(5星)	 看了十遍以上的电视剧，最怀念他们家早餐的豆浆油条            
(5星)	 也是百看不厌！            
(NA)	 小时候没事儿干。。            
(5星)	 个人认为是国内NO.1的情景喜剧            
(NA)	 最经典的情景喜剧。其他的都靠边站。            
(NA)	 我觉得好！            
(5星)	 什么时候看都觉得好笑。            
(5星)	 童年的最爱            
(5星)	 只能说看了小半部，不过已经觉得非常经典了~            
(5星)	 现在看依旧觉得好看~            
(4星)	 小时候的记忆~            
(4星)	 中国的情景喜剧鼻祖            
(NA)	 大陆情景喜剧经典+鼻祖，让人欢笑，让人感动。            
(4星)	 国产的经典，比什么家有儿女好的多，其实吧，有很多集模仿成长的烦恼的模式            
(NA)	 已经不错了            
(5星)	 印象中看了不下10遍的电视剧，每当想起来的时候心里还是很温暖。值得一看的剧，保留了上一辈和再上一辈的很多历史。虽然是调侃的，但是依然让人难忘。            
(5星)	 至今看不腻            
(5星)	 经典！！！！！！！！！            
(4星)	 很生活 很搞笑            
(5星)	 印象最深的情景喜剧            
(5星)	 代表了一个喜剧时代  还很有人文关怀 这才是真和谐            
(5星)	 我爱我家，哇哈哈哈            
(5星)	 最经典的中国第一部情景喜剧，看多少遍都能笑出来            
(4星)	 超爱看文爷爷讲故事的那集~            
(5星)	 姥姥家经典~            
(NA)	 还是小时候看的            
(5星)	 哎呀呀，喜欢            
(5星)	 小时候            
(4星)	 其实不错            
(5星)	 让人乐不可支。温暖的电视剧。            
(5星)	 依旧是经典            
(5星)	 空前绝后，极品。            
(5星)	 难以超越的经典情景剧..            
(4星)	 电视台总播 但没特别仔细看过  那时候已经过了精神生活贫瘠的岁月 打看电视总能看到..            
(5星)	 中国最早最经典的情景喜剧下了全集，刻碟珍藏            
(5星)	 我竟然真的找到這個了……            
