http://movie.douban.com/subject/2076923/	花木兰
(4星)	 那时就喜欢赵文卓            
(4星)	 搞笑片，孙兴的表演比较出彩~            
(5星)	 儿时的记忆。            
(4星)	 小学时候狂追的电视剧，不写作业不睡觉也要看            
(5星)	 小时候很喜欢的剧，超级花痴赵文卓当时。            
(NA)	 苏吉利的表演不错            
(3星)	 其实我只喜欢听片尾曲……            
(1星)	 想砍死那个吉利            
(4星)	 很搞笑的片子，还记得小时候天天晚上偷偷打开电视机看……            
(NA)	 小时候特别喜欢那片头曲和片尾曲~老天搞不定，命运我自己摆平~啦啦啦啦~            
(3星)	 唯一有印象的，就是里面的孙兴很可爱            
(5星)	 超喜欢~~~~            
(5星)	 当年还在上学，背着父母偷偷看电视~：）喜欢袁咏仪扮演的花木兰的明朗性格！            
(4星)	 印象最深的是木兰洗白菜的情节：宝宝，洗澡澡            
(4星)	 男女主角我都不喜欢，配角孙兴还比较有趣。            
(4星)	 挺不错的片子，剧本写得不错。            
(3星)	 让袁咏仪有机会认识张智霖的一部片！靓靓太运气了！            
(3星)	 比语文书里的“唧唧复唧唧”要开放的多~            
(4星)	 经典~~            
(3星)	 不喜欢赵文卓，袁咏仪的样貌演花木兰很合适。            
(3星)	 74不是很记得了            
(5星)	 袁咏仪真漂亮            
(4星)	 N年前睇果阵超爱            
(5星)	 小时候很hc赵文卓的~~~~怀旧            
(4星)	 童年的美丽回忆啊。超棒~好笑~            
(5星)	 小时候看了无数遍            
(1星)	 不知道为什么就是不喜欢。            
(3星)	 花木兰的故事好像看了这部剧才知道的吧。。。            
(NA)	 很经典哎，包括片头苏慧伦的《天下大乱》（诱惑我买了慧伦的盒带，鸭子、失恋万岁、ok？ok！、黄色月亮）和片尾周华健的《上上签》袁咏仪很像我心中的木兰哎~~现在赵薇也要来试镜了，意见保留中...            
(5星)	 很喜欢的一部剧            
(4星)	 当时看的时候好激动。            
(3星)	 《天下大乱》            
(5星)	 袁咏仪表现不错，后半部不好看            
(NA)	 还可以            
(3星)	 一直看的断断续续…但是主角都比较合我的胃口……            
(4星)	 袁咏仪太美了。剧集前20集搞笑得有趣后20集太拖沓。            
(5星)	 最近来看第二遍 妈哦 真是要把我笑死了            
(5星)	 这部，是真的觉得挺耐看的~~~            
(NA)	 初中的大爱            
(NA)	 演员表情夸张。。            
(NA)	 吉利很讨喜。            
(4星)	 莫名其妙地爱看            
(3星)	 第一次看到袁咏仪，然后就一个男人形象再也去不掉了            
(3星)	 其实我喜欢焦恩俊的，怎么就变坏了呢，陈慧娴的歌很好听啊            
(NA)	 杨佩佩唯一不狗血的剧集= =            
(3星)	 小时候喜欢。            
(4星)	 前面比较好看            
(4星)	 孙兴超级搞笑的说~赵文卓演古装戏总归很帅的~虽然已经老了，但是那个功底还是在的~            
(4星)	 很逗！真的很逗！有人说下半部《木兰从夫》全是鸡毛蒜皮，但我就喜欢看那一段，女强人的日常生活不都是这样鸡毛蒜皮矛盾重重么？            
(2星)	 神经兮兮            
(NA)	 太离谱了 而且还不好看            
(4星)	 因为这部片子，木兰诗前几句就背得很熟。。。            
(NA)	 片尾曲比电视剧好看            
(4星)	 前面很好看，后面太拖了，而且开始无聊了。            
(NA)	 袁咏仪 赵文卓             
(NA)	 一般            
(NA)	  港剧             
(5星)	 主角很气质,配角们很可爱!            
(4星)	 还可以吧            
(4星)	 搞笑吸引了我            
(5星)	 搞笑            
(5星)	 总是很佩服花木兰，因而对于这部电视剧有着特别的情感，挺搞笑，很好看……            
(5星)	 有段时间为了看它，中午要跑着去学校，那个时候，真是无比的衷爱。            
(4星)	 轻喜剧，挺有趣的片子            
